[00:00:00.009 --> 00:00:01.175]  The Alex Jones Show!
[00:50:15.554 --> 00:50:18.095]  Okay, can I make one more comment before I, uh, let some... Go ahead.
[00:50:19.392 --> 00:50:22.615]  I came up with it with something to circumvent what they're doing.
[00:50:22.915 --> 00:50:27.039]  If you look at the ammunition that's coming in from outside the country, it's all Berdan primer.
[00:50:27.059 --> 00:50:28.721]  I don't know if you're familiar with Berdan primers.
[00:50:29.081 --> 00:50:30.683]  It's all steel-taste ammunition.
[00:50:31.083 --> 00:50:34.766]  You can't get brass to reload for those cartridges.
[00:50:34.926 --> 00:50:38.570]  It's nearly impossible to find, especially in a crisis situation.
[00:50:38.890 --> 00:50:42.613]  So even if people wanted to reload those cartridges, they couldn't do it.
[00:50:43.234 --> 00:50:44.055]  I actually came up and
[00:50:44.535 --> 00:50:48.698]  I actually came up and I patented a system that now you can reload your steel cartridges.
[00:50:48.718 --> 00:50:51.339]  What's the name of the system?
[00:50:51.960 --> 00:50:58.183]  RussianReloads.com and I sell a kit that you can convert your steel cartridges to reload.
[00:50:58.363 --> 00:50:59.684]  Very exciting, we're out of time.
[00:51:00.084 --> 00:51:02.646]  We're gonna get to David Knight's take on this on the other side.
[00:51:02.966 --> 00:51:05.127]  The big issue is they're coming for the guns, period.
[00:51:05.207 --> 00:51:05.948]  Set the precedent.
[00:51:08.274 --> 00:51:08.994]  Harvest Right.
[00:51:09.135 --> 00:51:14.878]  The makers of the only in-home freeze dryer would like to present to you their greenhouses that double as emergency shelters.
[00:51:15.178 --> 00:51:17.040]  Their greenhouses simply snap together.
[00:51:17.180 --> 00:51:17.940]  No tools needed.
[00:51:18.280 --> 00:51:20.482]  As a greenhouse, it will stand for decades.
[00:51:20.722 --> 00:51:25.325]  It's incredibly strong, long-lasting, and it can be quickly put up or taken down.
[00:51:25.605 --> 00:51:28.147]  It is also ideal when used as an emergency shelter.
[00:51:28.527 --> 00:51:35.191]  Learn more about this great greenhouse and the money you can save over the big box store prices at HarvestRight.com.
[00:51:35.452 --> 00:51:36.652]  That's HarvestRight.com.
[00:51:37.953 --> 00:51:43.215]  By now you heard about Bitcoins, but did you know that over 65,000 businesses accept Bitcoins?
[00:51:43.315 --> 00:51:49.457]  Listen, if you're already earning Bitcoins or trying to make money in the Bitcoin market, you've got to know BidBit.co.
[00:51:49.597 --> 00:51:55.098]  Because at BidBit.co, you can receive Bitcoin by selling your personal items or business products.
[00:51:55.298 --> 00:51:57.479]  You heard right, whether personal or business.
[00:51:57.659 --> 00:52:03.422]  You can now buy, sell, and auction your products quickly, easily, and securely at bidbit.co.
[00:52:03.522 --> 00:52:05.823]  That's B-I-D, B-I-T dot C-O.
[00:52:05.983 --> 00:52:07.284]  Bidbit dot C-O.
[00:52:07.644 --> 00:52:15.768]  More and more people are discovering the incredible benefits of alkalizing the body, and there's no better product for it than Alkavision Plasma pH Drops.
[00:52:15.948 --> 00:52:25.976]  Packed with a powerful combination of the most alkaline minerals and compounds, just a few drops in water will rid your body of harmful waste and give you more vibrance and vigor than you've had in years.
[00:52:26.076 --> 00:52:28.178]  Now buy two bottles and get $10 off your order.
[00:52:28.258 --> 00:52:33.102]  Call 800-518-7615 or visit alkavision.com.
[00:52:33.242 --> 00:52:34.223]  Alkalize your body.
[00:52:34.343 --> 00:52:36.845]  Supercharge your health at alkavision.com.
[00:52:37.105 --> 00:52:41.228]  Are you hungry for delicious, nutritious, rich and satisfying home-cooked meals?
[00:52:41.528 --> 00:52:44.731]  Discover the Vita-Clay 4-in-1 Smart Organic Cooker!
[00:52:45.271 --> 00:52:49.855]  Unglazed Zisha clay, an ancient secret that makes this fast multi-cooker so special.
[00:52:50.155 --> 00:52:55.038]  Infusing your food with incredible flavors, perfect texture, vitamins and minerals for your good health.
[00:52:55.419 --> 00:52:58.841]  It's a slow cooker, rice cooker, a steamer, plus a yogurt maker.
[00:52:59.242 --> 00:53:04.545]  Go to vitaclaychef.com and enter promo code RADIO20 for 20% off at checkout.
[00:53:04.766 --> 00:53:06.427]  That's vitaclaychef.com.
[00:53:06.687 --> 00:53:09.088]  Hunters, anglers, campers and survivalists.
[00:53:09.288 --> 00:53:10.229]  Get back to nature.
[00:53:10.369 --> 00:53:17.432]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:53:17.572 --> 00:53:20.294]  Slingbow products are compact and models start from just $17.98.
[00:53:20.614 --> 00:53:24.195]  They're perfect for your bug out bag or storing in your vehicle.
[00:53:24.415 --> 00:53:28.317]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:53:28.557 --> 00:53:32.880]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:53:33.080 --> 00:53:35.721]  Feel the thrill only at slingbow.com.
[00:53:36.778 --> 00:53:37.338]  Hear that?
[00:53:37.978 --> 00:53:42.260]  That's the sound of a house being trashed while a gang of thieves ransack the place.
[00:53:43.360 --> 00:53:45.741]  And what they don't steal will be destroyed.
[00:53:46.301 --> 00:53:49.362]  You can prevent being the next victim of a break-in.
[00:53:49.843 --> 00:53:57.025]  Go to Faketv.com and discover a device that creates the illusion someone inside is watching TV, even when you're miles away.
[00:53:57.405 --> 00:54:01.827]  Security is a mindset, and Faketv should be part of your security solution.
[00:54:02.007 --> 00:54:03.987]  Be vigilant, but not fearful.
[00:54:04.448 --> 00:54:05.588]  Faketv.com
[00:54:15.282 --> 00:54:16.544]  Welcome back to the Alex Jones Show.
[00:54:16.624 --> 00:54:18.906]  I'm David Knight, and Alex is joining us from the road.
[00:54:18.926 --> 00:54:23.211]  We've just been talking about the crisis for the Second Amendment, and it is a crisis.
[00:54:23.951 --> 00:54:30.755]  They're trying to take the ammunition and they're doing it by writing their own rules at the executive level, at the bureaucratic level.
[00:54:30.815 --> 00:54:31.755]  What are we going to do about it?
[00:54:31.775 --> 00:54:35.517]  We just had a caller call in and talk about how you could no longer find brass.
[00:54:35.878 --> 00:54:39.860]  That's one of the first things the Obama administration did back in 2009.
[00:54:40.440 --> 00:54:45.583]  They said they were not going to let the military recycle brass back into the commercial market.
[00:54:45.803 --> 00:54:49.005]  They were going to have them crush it, sell it to the Chinese as scrap metal.
[00:54:49.645 --> 00:54:52.127]  They had a letter from Senators that said, don't do that.
[00:54:52.167 --> 00:54:54.029]  They said, we're going to change the policy and sell it.
[00:54:54.049 --> 00:55:05.940]  But Alex, we found years later that at least one place, I believe it was Fort Drum in New York, in their recycling plan, they were still crushing and selling brass instead of putting it back into the market.
[00:55:06.140 --> 00:55:08.342]  They want to take ammunition away from us.
[00:55:08.682 --> 00:55:10.544]  We have nothing but clubs if they do that.
[00:55:11.164 --> 00:55:20.147]  In fact, in early 2014, about a year ago, I guess it was in February last year, so over a year ago, the last lead smelting plant in the United States closed.
[00:55:20.708 --> 00:55:23.249]  So we cannot even smell lead for bullets.
[00:55:23.269 --> 00:55:24.449]  We have to buy it from China.
[00:55:24.789 --> 00:55:28.951]  And then Obama can put embargoes, as he's announcing, on that, executively.
[00:55:29.031 --> 00:55:30.291]  This is true treason.
[00:55:30.311 --> 00:55:34.373]  Now, when we start the next hour, Indico Kidd, Antoine, Doug, Dylan,
[00:55:34.873 --> 00:55:36.114]  Chris, we're going to go to your calls.
[00:55:36.194 --> 00:55:37.035]  Bam, bam, bam.
[00:55:37.055 --> 00:55:41.077]  So have your point or your comment ready on the Second Amendment and this crisis.
[00:55:41.498 --> 00:55:45.160]  Please don't forget the fact that we're listener-supported.
[00:55:45.600 --> 00:55:50.344]  We have high-quality nutraceuticals, the highest quality, like Ancient Defense Herbal Immunity Booster.
[00:55:50.384 --> 00:55:55.527]  You can get a free bottle of that when you purchase two bottles of Survival Shield Nascent Iodine X2.
[00:55:55.587 --> 00:55:59.690]  That is our flagship unprecedented form of iodine that no one else has.
[00:56:00.311 --> 00:56:01.772]  Truly amazing from our deep earth.
[00:56:02.352 --> 00:56:03.133]  Crystal Source.
[00:56:03.233 --> 00:56:04.795]  It's done amazing things for myself.
[00:56:05.115 --> 00:56:09.379]  It's the good halogen, blocks out those bad halogens in the thyroid and more.
[00:56:09.840 --> 00:56:13.524]  Now, we've got products that are $14.95, like a bottle of Ancient Defense.
[00:56:14.124 --> 00:56:15.746]  Leading competitors with similar formulas.
[00:56:15.766 --> 00:56:20.411]  Well, I'll just tell you, quite frankly, the big giant factory that makes it for us and does a great job.
[00:56:21.392 --> 00:56:26.216]  One of the biggest in the world, Organic, puts out a similar one and sold at Whole Foods for double that.
[00:56:26.276 --> 00:56:29.079]  But the point is, $14.95 is very affordable.
[00:56:29.099 --> 00:56:31.481]  So we have high quality stuff, super affordable.
[00:56:31.721 --> 00:56:38.688]  We have things like DNA Force, where one ingredient, the Bio PQQ, is $12,000 a kilo.
[00:56:39.208 --> 00:56:41.390]  Well, we just purchased more to make a new run.
[00:56:41.410 --> 00:56:42.331]  It'll take about six weeks.
[00:56:42.351 --> 00:56:44.753]  We're going to sell out very soon of DNA Force.
[00:56:46.014 --> 00:56:49.336]  And it's going to cost more than $12,000 a kilo, okay?
[00:56:49.496 --> 00:56:53.117]  And it's got a bunch of those, you know, CoQ10, the true organic types.
[00:56:53.137 --> 00:56:55.619]  I mean, you can buy synthetic stuff for really cheap.
[00:56:56.119 --> 00:56:57.840]  This product is normally $154.
[00:56:57.960 --> 00:56:59.000]  We lowered it to $134 until it sells out.
[00:56:59.020 --> 00:57:00.121]  At this rate, it should sell out by next week.
[00:57:05.103 --> 00:57:05.323]  I think so.
[00:57:22.879 --> 00:57:23.600]  We're good to go.
[00:57:50.620 --> 00:57:53.541]  And I take two tablets a day.
[00:57:53.721 --> 00:57:57.643]  You've heard people call in because, I mean, this is one of the, quote, good side effects.
[00:57:57.703 --> 00:58:03.786]  If you've had nerves and stuff that are damaged, they'll get numb and fire up and then just, well, you know, I'm not going to even get into it.
[00:58:04.642 --> 00:58:07.102]  I'm just telling you, you've heard the listeners, this isn't a game.
[00:58:07.483 --> 00:58:09.243]  Look into what BioPQQ does.
[00:58:09.523 --> 00:58:12.323]  Look at what CoQ10 does and all these other ingredients in here.
[00:58:12.663 --> 00:58:16.364]  You want supercharged, you know, longevity, quality.
[00:58:16.464 --> 00:58:17.364]  It's DNA Force.
[00:58:17.724 --> 00:58:22.205]  It is now discounted, ladies and gentlemen, a absolutely massive amount.
[00:58:22.545 --> 00:58:26.066]  DNA Force, 30% off the already discounted.
[00:58:26.426 --> 00:58:27.346]  It was $150-something.
[00:58:27.386 --> 00:58:27.666]  Now it's $94.47.
[00:58:32.507 --> 00:58:33.867]  And it will sell out.
[00:58:33.887 --> 00:58:42.790]  And I can tell you, after paying for it, and then after marketing, and after staff, everybody, we make about $20 on it when we're selling it for this price, okay?
[00:58:43.290 --> 00:58:45.391]  So, and you're like, well, that's a markup, Alex.
[00:58:45.431 --> 00:58:49.692]  I'm not complaining.
[00:58:49.712 --> 00:58:53.073]  Thank you for listening to GCN.
[00:58:53.133 --> 00:58:55.354]  Visit GCNlive.com today.
[00:58:58.508 --> 00:58:59.369]  Alex Jones here.
[00:58:59.449 --> 00:59:08.515]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[00:59:08.675 --> 00:59:13.919]  So many other formulations out there contain toxic ingredients, synthetic additives, and even GMOs.
[00:59:14.239 --> 00:59:17.740]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[00:59:17.960 --> 00:59:27.303]  Crafted with over 14 key ancient herbs and extracts to supercharge and prepare your body for what experts admit is the most dangerous season of the year.
[00:59:27.503 --> 00:59:38.686]  We have rejected hundreds of other formulations in our quest to bring you what is simply the most powerful and comprehensive proprietary formula that we have ever created in the realm of herbal immunity.
[00:59:38.907 --> 00:59:43.688]  Experience the benefits of combining over 14 ancient herbs and extracts
[00:59:43.908 --> 00:59:45.670]  You're listening to the Alex Jones Show!
[01:00:14.144 --> 01:00:14.785]  Big Brother.
[01:00:15.446 --> 01:00:16.467]  Mainstream media.
[01:00:17.229 --> 01:00:18.330]  Government cover-ups.
[01:00:18.991 --> 01:00:19.792]  You want answers?
[01:00:20.553 --> 01:00:21.515]  Well, so does he.
[01:00:22.116 --> 01:00:25.761]  He's Alex Jones on the GCN Radio Network.
[01:00:26.302 --> 01:00:30.368]  And now, live from Austin, Texas, Alex Jones.
[01:00:31.755 --> 01:00:34.237]  Welcome back to the Alex Jones Show, I'm David Knight in the studio.
[01:00:34.277 --> 01:00:38.519]  We have Alex Jones with us on the road, and we're talking about the Second Amendment.
[01:00:39.160 --> 01:00:43.983]  Now the government has been coming after ammunition from the beginning of the Obama administration.
[01:00:44.263 --> 01:00:49.566]  They're banning components, they're not recycling, they're like lead, they're not recycling the brass into the marketplace.
[01:00:49.927 --> 01:00:57.992]  They've passed the UN ATT to try to, they've not passed it, they've had the Secretary of State sign it, but they're going to try to use that.
[01:00:58.752 --> 01:00:59.392]  Yeah, absolutely.
[01:00:59.412 --> 01:01:03.793]  They're going to try to use that, Alex, to stop ammunition from coming across the borders as well.
[01:01:03.833 --> 01:01:11.174]  Because right now, because of the shortages and the panic in the American market, people are importing a lot of ammunition from abroad.
[01:01:11.234 --> 01:01:16.575]  And that's why they did the false flag, fast and furious, to try to support the UNATT.
[01:01:16.835 --> 01:01:18.335]  I mean, we are in the hands of criminals.
[01:01:18.655 --> 01:01:19.856]  David, let me ask you this question.
[01:01:20.236 --> 01:01:23.536]  Do you think they're doubling and tripling down because they know the country's waking up?
[01:01:23.556 --> 01:01:26.417]  I mean, that's what I see happening, but I don't want to be delusional.
[01:01:26.657 --> 01:01:27.877]  What do you really think in your spirit?
[01:01:28.840 --> 01:01:29.621]  I think that's true.
[01:01:29.641 --> 01:01:31.184]  I think there's also a time frame.
[01:01:31.204 --> 01:01:32.466]  I've talked about it several times.
[01:01:33.868 --> 01:01:42.373]  The fourth turning that some sociologists, Strauss and Howe, have noted a cycle in the history of man, of government.
[01:01:42.793 --> 01:01:44.374]  There seems to be a generational cycle.
[01:01:44.774 --> 01:01:51.878]  Everything they've been talking about is pointing to the 2020-2025 time frame that they're working on, so I think that's one aspect of it.
[01:01:52.218 --> 01:01:53.899]  I think people are also waking up.
[01:01:53.939 --> 01:01:55.600]  There's a lot of evidence that people are waking up.
[01:01:55.620 --> 01:01:57.061]  Look at what's going on with McDonald's.
[01:01:57.761 --> 01:02:02.864]  They've had nine straight months of declining sales, and of course New York Times is saying
[01:02:03.564 --> 01:02:10.008]  They're pulling the Monsanto growth hormone that makes your daughter 7 feet tall and grow giant cancers on record.
[01:02:10.408 --> 01:02:15.831]  They're pulling a bunch of other GMO and a bunch of other toxic things from their food.
[01:02:15.851 --> 01:02:20.254]  I mean, these announcements are daily, David, like you said, because we still have some free market.
[01:02:20.474 --> 01:02:21.895]  We still have some internet.
[01:02:22.435 --> 01:02:31.502]  We're crushing them and that's why they want to come in with Google and start censoring health sites and alternative news and the stories we put out because the truth is getting out there.
[01:02:31.702 --> 01:02:33.263]  They're not stopping the signal.
[01:02:33.524 --> 01:02:34.625]  We're taking phone calls.
[01:02:35.475 --> 01:02:39.478]  Throughout this hour, I'm going to shut up now and get to one call before we go to break and come back and take others.
[01:02:39.879 --> 01:02:44.623]  Indico Kid on the executive gun grab happening right now.
[01:02:44.763 --> 01:02:47.105]  Will we get stirred up like an anthill and do something?
[01:02:47.425 --> 01:02:49.347]  Or will we lie back and just let them take the guns?
[01:02:49.367 --> 01:02:53.971]  Because if they set the precedent here, 52 senators have said they're going to go for all the ammo.
[01:02:54.031 --> 01:02:54.712]  Of course they are.
[01:02:56.753 --> 01:03:03.099]  Well Alex, what I think will happen in America is that if we don't start having open carry marches and loud stories like
[01:03:03.843 --> 01:03:08.206]  A break in at four in the morning or some kid gets flash-banned or some baby or whatever.
[01:03:08.246 --> 01:03:17.252]  So eventually it will lead to open carry marches, but it's kind of a question of whether or not it will be like the Blondie Ranch or 1776, you know, like Lexington and Concord.
[01:03:17.312 --> 01:03:21.375]  And I think that they'll definitely blow up federal buildings.
[01:03:21.455 --> 01:03:28.460]  And like my dream that I once had, there's like holding facilities where they have like illegals that are women and children only.
[01:03:28.500 --> 01:03:32.143]  They'll blow those up and start trying to like get a race war started and stuff.
[01:03:32.938 --> 01:03:36.841]  Ultimately, I think that it's the House of Cards bureaucracy.
[01:03:37.221 --> 01:03:45.206]  That's really what will change things is when, you know, you work for the ATF and then the DEA breaks into your house at four in the morning and shoots your kid and stuff like that.
[01:03:45.226 --> 01:03:50.710]  I mean, that's when, you know, like if you work for the CIA, the NSA is spying on you, CIA is spying on you.
[01:03:50.790 --> 01:03:54.452]  So eventually people are going to have to kind of shrug and just do what's common sense.
[01:03:55.053 --> 01:04:01.217]  And I've never really promoted anarchy or anything, but I think we're moving toward anarchy and the system is trying to game that.
[01:04:01.880 --> 01:04:13.423]  And the only way it could even possibly work is if people follow karmic principles, if there's spirituality involved, if we're an informed citizenry, then we can maybe be capable of self-rule.
[01:04:13.443 --> 01:04:14.163]  Well, that's right.
[01:04:14.183 --> 01:04:23.526]  When you say a really deep point you're making right now, I want to hold you over to finish your point in the next segment and get David's take on this as well before we go to other callers, so don't hang up.
[01:04:23.866 --> 01:04:27.407]  Indigo Kid, when you talk about karmic rules, you know, I'm not a Zen Buddhist.
[01:04:28.327 --> 01:04:30.988]  But Christianity teaches you reap what you sow.
[01:04:31.008 --> 01:04:32.588]  In fact, what you do will come back on you.
[01:04:33.028 --> 01:04:35.329]  I inherently feel that in everything I do.
[01:04:35.369 --> 01:04:36.509]  It's called being God-fearing.
[01:04:36.929 --> 01:04:40.850]  These idiots that are building this tyranny think a tyranny is going to make them safe.
[01:04:41.290 --> 01:04:43.930]  It is the pit in which they're going to fall.
[01:04:43.970 --> 01:04:45.191]  So stay there, Indigo Kid.
[01:04:45.211 --> 01:04:49.771]  We're going to come back and get some more information from you on this, how we can stop it.
[01:04:49.811 --> 01:04:50.112]  I agree.
[01:04:50.172 --> 01:04:51.732]  Open carry nationwide is the answer.
[01:04:52.372 --> 01:04:57.116]  To get it back in their face, and David Knight's commentary, and a bunch of other news we haven't hit yet.
[01:04:57.436 --> 01:04:58.177]  I'm Alex Jones.
[01:04:58.197 --> 01:04:58.678]  Stay with us.
[01:05:08.041 --> 01:05:11.243]  When cells become toxic, they die early and aging sets in.
[01:05:11.543 --> 01:05:19.548]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:05:19.788 --> 01:05:24.811]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:05:25.211 --> 01:05:27.493]  You want the best that's out there at the lowest price anywhere?
[01:05:27.733 --> 01:05:29.534]  We now have the synergistic solution.
[01:05:29.854 --> 01:05:34.036]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:05:38.007 --> 01:05:41.849]  The average person's life is filled with unexpected challenges.
[01:05:42.610 --> 01:05:48.853]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:05:48.974 --> 01:05:58.019]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:05:58.399 --> 01:06:03.222]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[01:06:08.866 --> 01:06:09.926]  In the near future.
[01:06:10.206 --> 01:06:13.847]  When you realize how fake it all is, the football, the basketball.
[01:06:13.867 --> 01:06:14.327]  Security alert.
[01:06:14.707 --> 01:06:15.727]  Security alert.
[01:06:15.927 --> 01:06:17.668]  This is Homeland Security.
[01:06:17.928 --> 01:06:18.548]  Analysis.
[01:06:18.808 --> 01:06:19.468]  InfoWars.
[01:06:19.528 --> 01:06:21.608]  Building independent media operations.
[01:06:21.628 --> 01:06:26.489]  But the worst people get controlled and tell us that we are the ones responsible.
[01:06:26.529 --> 01:06:27.469]  Crime Directive.
[01:06:27.549 --> 01:06:28.989]  Discredit Alex Jones.
[01:06:29.090 --> 01:06:31.870]  Jones is the wildly popular conspiracy theorist.
[01:06:31.950 --> 01:06:35.011]  A popular conspiracy theory talk show called InfoWars.
[01:06:35.191 --> 01:06:37.351]  Alex Jones is now in an Austin jail.
[01:06:37.831 --> 01:06:38.992]  People are assaulting us!
[01:06:39.012 --> 01:06:43.515]  They are never going to stop.
[01:06:43.795 --> 01:06:47.677]  They're never going to deviate from their program until we stop them.
[01:06:47.857 --> 01:07:02.206]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[01:07:02.346 --> 01:07:03.847]  Intellectually, it's begun.
[01:07:03.887 --> 01:07:04.608]  You can feel it.
[01:07:07.638 --> 01:07:13.425]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[01:07:13.745 --> 01:07:18.050]  Introducing the new Infowarslife.com oil of oregano formulation.
[01:07:18.351 --> 01:07:26.060]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[01:07:26.300 --> 01:07:31.504]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:07:31.804 --> 01:07:37.388]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[01:07:37.768 --> 01:07:42.651]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:07:42.711 --> 01:07:46.314]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:07:46.654 --> 01:07:52.838]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[01:07:53.238 --> 01:07:58.239]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[01:07:58.399 --> 01:08:01.960]  Now available in our limited first run at Infowarslife.com.
[01:08:02.120 --> 01:08:04.500]  That's Infowarslife.com or call 888-253-3139.
[01:08:04.620 --> 01:08:12.722]  He's the T-Rex of political talk.
[01:08:12.762 --> 01:08:16.082]  Alex Jones on the GCN Radio Network.
[01:08:23.753 --> 01:08:27.915]  Hi folks, we are back live.
[01:08:27.975 --> 01:08:32.538]  David Knight is in the studio in Austin, Texas at the InfoWars News Center.
[01:08:32.838 --> 01:08:36.880]  There are a lot of key headlines at InfoWars.com we haven't even gotten to yet.
[01:08:36.920 --> 01:08:46.805]  We won't do that till later in the hour because I want to race through some of your phone calls right now as we look at the over-the-top incredible power grab from the FCC grabbing the internet.
[01:08:47.105 --> 01:08:49.006]  To Obama putting our military under U.N.
[01:08:49.046 --> 01:09:09.399]  command, shutting off our power plants, opening the borders completely, giving the illegal Social Security cards, free tuition, free health care, free everything, Obamacare wrecking things, doubling, tripling prices, now ammo bans with the Democrats saying they're going to go after basically all the ammo, 42 senators warn that they will go after all the ammo.
[01:09:10.300 --> 01:09:12.201]  I mean, it is just epic what's going on.
[01:09:12.301 --> 01:09:15.063]  Other headlines, lie before sex, you're a rapist.
[01:09:16.075 --> 01:09:22.841]  New Snowden documents, CIA documents showed how 10 years ago they had meetings on how to put back doors into all the new smartphones.
[01:09:23.461 --> 01:09:27.424]  UN says conservatism, a threat to women's rights, downplays Islam.
[01:09:27.704 --> 01:09:32.308]  Yeah, they're chopping women's genitals off and torturing them and selling them to rape slave gangs.
[01:09:32.328 --> 01:09:35.311]  That's trendy and liberal because it's a foreign culture.
[01:09:37.052 --> 01:09:38.874]  But if you like NASCAR and wear pants,
[01:09:40.419 --> 01:09:44.421]  And your wife didn't tell you to step and fetch it, and you actually just get along with your wife?
[01:09:44.701 --> 01:09:45.862]  You're a bad person.
[01:09:46.342 --> 01:09:46.863]  That's right.
[01:09:47.203 --> 01:09:50.945]  Obama signs executive order declaring Venezuela a national security threat.
[01:09:51.725 --> 01:09:55.487]  Venezuela is to biometrically fingerprint you when you go to the grocery store now.
[01:09:56.628 --> 01:09:58.409]  And it's a tyranny in Venezuela.
[01:09:58.829 --> 01:09:59.870]  It's a great evil.
[01:09:59.970 --> 01:10:01.891]  Oh, look at the communist dictatorship.
[01:10:02.371 --> 01:10:03.231]  Oh my gosh.
[01:10:04.827 --> 01:10:11.156]  When I complain about it at the DMV or scanners going in on the Microsoft system, it's like, oh, big deal, Alex.
[01:10:11.657 --> 01:10:14.260]  Well, wait till they track everything you do and tax everything you do.
[01:10:14.301 --> 01:10:18.366]  That's where all of this is going.
[01:10:18.807 --> 01:10:19.047]  Again,
[01:10:20.370 --> 01:10:23.191]  If you just joined us, what are we going to do to defend the Second Amendment?
[01:10:23.211 --> 01:10:25.291]  Well, first we have to get the true talking points out.
[01:10:25.771 --> 01:10:31.593]  This .223 Green Tip ammo ban is meant to be expanded into basically every other caliber out there.
[01:10:32.173 --> 01:10:33.934]  They want to get handguns you can hide.
[01:10:33.954 --> 01:10:35.754]  They want to get semi-automatic rifles.
[01:10:36.254 --> 01:10:41.536]  If they can get the Bushmaster, if they can get the .223, if they can get the M4 variant, they can get them all.
[01:10:42.489 --> 01:10:43.170]  So we've got that.
[01:10:43.590 --> 01:10:51.516]  But it's all part of a larger power grab, where they won't block Obama on grabbing the borders and leaving them wide open.
[01:10:51.916 --> 01:10:53.998]  They won't go after Obama on going after the guns.
[01:10:54.018 --> 01:11:04.546]  They won't go after him on anything, because the Republican leadership... So the big issue here is what do we do to shut this down?
[01:11:05.127 --> 01:11:10.111]  What do we do to get the message out that the globalists have dropped the hammer?
[01:11:10.151 --> 01:11:11.452]  It's kind of like you're on a roller coaster.
[01:11:13.588 --> 01:11:14.159]  Up to the top!
[01:11:15.003 --> 01:11:18.324]  We've now gotten to the top, and we're getting ready to roll down the hill.
[01:11:18.364 --> 01:11:21.304]  In fact, we've already started to go down the hill, folks.
[01:11:21.324 --> 01:11:23.345]  We're that deep into this analogy now.
[01:11:24.465 --> 01:11:25.765]  I was hoping we were at the top of the hill.
[01:11:25.805 --> 01:11:32.927]  We're now starting to go down the roller coaster, ladies and gentlemen, and we had just better get the country out of the coma.
[01:11:33.207 --> 01:11:35.407]  Yes, it's somewhat awake, but not all the way.
[01:11:35.707 --> 01:11:39.048]  David, get your take on what I just said, some of the other news stories you want to hit.
[01:11:39.068 --> 01:11:43.029]  We're going to go to Indigo Kid, Doug, Antoine, Dylan, and Chris in short order.
[01:11:43.709 --> 01:11:54.678]  You know, Alex, it is very concerning to see that the government, of course, is practicing these door-to-door raids, you know, saying that they're there to help you, not just to come in and arrest you and confiscate the guns.
[01:11:55.018 --> 01:11:59.142]  But, you know, they don't have to confiscate the guns if they shut down the supply of ammunition.
[01:11:59.827 --> 01:12:02.507]  And it makes it very easy for them to confiscate the guns if they do that.
[01:12:02.788 --> 01:12:06.028]  We've always heard the thing that the citizens' power comes out of boxes.
[01:12:06.088 --> 01:12:10.829]  We've got the jury box, the election box, we've got the cartridge box.
[01:12:10.909 --> 01:12:12.609]  It wasn't the gun, it was the cartridge box.
[01:12:12.649 --> 01:12:14.450]  You've got to have the ammunition.
[01:12:14.730 --> 01:12:18.370]  That's why the Obama administration's been after the ammunition from the get-go.
[01:12:18.590 --> 01:12:20.531]  And of course, how do we support all those?
[01:12:20.591 --> 01:12:25.972]  We support those with the soapbox, the First Amendment, waking people up to what the danger is.
[01:12:26.012 --> 01:12:27.332]  It's done in Baghdad as well.
[01:12:27.352 --> 01:12:27.452]  Sorry?
[01:12:28.132 --> 01:12:29.173]  And it's under attack as well.
[01:12:45.246 --> 01:13:01.032]  Senators, the 52 senators who sent this protest letter to the AFDF saying that, you know, you have set up without any support, you purport to create an objective test never before applied for delineating which projectiles are primarily intended to be used for sporting purposes.
[01:13:01.313 --> 01:13:09.956]  Well fine, yes, they have done this, they have just gone out on their own, they purport to set up an objective standard, but the Senate still doesn't get it.
[01:13:10.276 --> 01:13:11.737]  It's not even about
[01:13:12.757 --> 01:13:14.380]  Using this stuff for sporting purposes.
[01:13:14.440 --> 01:13:16.002]  They won't address that issue.
[01:13:16.242 --> 01:13:17.664]  And that's the core thing, Alex.
[01:13:18.005 --> 01:13:18.526]  Well, that's right.
