[00:00:00.563 --> 00:00:01.823]  What's his name?
[00:56:43.409 --> 00:56:50.591]  And he comes on the show and concurs with our analysis of Al-Qaeda and ISIS being Western-run in Syria.
[00:56:53.595 --> 00:57:01.465]  These people listen and they come on because they know what I'm talking about is true, because they know as much as I do or more.
[00:57:01.465 --> 00:57:06.632]  And they're sick of corporate media that goes along with these frauds.
[00:57:06.632 --> 00:57:10.878]  A billion people will end up dying.
[00:57:12.406 --> 00:57:20.111]  In the next decade, according to Lord Monckton's analysis, which is conservative, if they put these basic carbon taxes in, it's a death sentence.
[00:57:20.111 --> 00:57:24.174]  So that's why I start hyperventilating when I cover these issues, because they're so big.
[00:57:27.193 --> 00:57:27.994]  We're going to go to break.
[00:57:27.994 --> 00:57:35.583]  We have a very special V for Vendetta piece that Darren McBrain didn't completely finish, but he's reined in it at home, so I'm going to play it.
[00:57:35.583 --> 00:57:36.704]  He goes, no, it's not ready yet.
[00:57:36.704 --> 00:57:37.285]  Yes, it is.
[00:57:37.285 --> 00:57:39.687]  You can tweak it later if you want.
[00:57:39.687 --> 00:57:47.456]  But at the 8 after, we're going to play this new V for Vendetta montage that ties into reality and what's currently happening that Darren McBrain has put together.
[00:57:48.377 --> 00:57:54.079]  And then we're going to have Dr. Group in studio with us, and Leanne McAdoo will be breaking down her trip to St.
[00:57:54.079 --> 00:57:57.680]  Louis and the leaking... That poor lady!
[00:57:57.680 --> 00:57:59.280]  What a commando!
[00:57:59.280 --> 00:58:03.441]  First she's at the burning radiation dump, now she's driving through floods to get here.
[00:58:03.441 --> 00:58:06.662]  So the true Wonder Woman, and get that queued up when she joins us.
[00:58:06.662 --> 00:58:11.043]  We've got to get our own little tailored Wonder Woman intro for Leanne ready, not just play the intro.
[00:58:11.043 --> 00:58:12.524]  We need something really special for her.
[00:58:12.844 --> 00:58:17.247]  Because all the world is waiting for her and the powers she possesses.
[00:58:17.247 --> 00:58:18.949]  I didn't plug anything this hour.
[00:58:18.949 --> 00:58:23.172]  Please spread the word about the broadcast, pray for us, and buy the products.
[00:58:23.172 --> 00:58:27.976]  25% off the liver shield and oxy powder cleanse at InfoWarsLive.com.
[00:58:27.976 --> 00:58:28.756]  That's a big deal.
[00:58:28.756 --> 00:58:37.583]  25% off and a bunch of other specials with free shipping and more at InfoWarsStore.com ends after Halloween.
[00:58:37.583 --> 00:58:38.044]  Stay with us.
[00:58:40.916 --> 00:58:44.199]  Thank you for listening to GCN.
[00:58:44.199 --> 00:58:50.225]  Visit GCNlive.com today.
[00:58:50.225 --> 00:58:51.846]  Clean, pure drinking water.
[00:58:51.846 --> 00:58:53.348]  You can't survive without it.
[00:58:53.348 --> 00:58:54.549]  But where do you get it?
[00:58:54.549 --> 00:59:00.535]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:59:00.535 --> 00:59:06.260]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:59:06.440 --> 00:59:23.301]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:59:23.681 --> 00:59:26.182]  Filter capacity up to 5,000 gallons.
[00:59:26.182 --> 00:59:27.642]  Stainless steel construction.
[00:59:27.642 --> 00:59:28.682]  Easy assembly.
[00:59:28.682 --> 00:59:29.602]  Low maintenance.
[00:59:29.602 --> 00:59:31.683]  Replacement filters are simple to install.
[00:59:31.683 --> 00:59:38.964]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:59:38.964 --> 00:59:44.165]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:59:44.165 --> 00:59:46.725]  Go to InfowarsStore.com or call 888-253-3139.
[00:59:52.792 --> 00:59:55.406]  You're listening to The Alex Jones Show.
[01:00:06.448 --> 01:00:07.749]  Big Brother.
[01:00:07.749 --> 01:00:09.531]  Mainstream media.
[01:00:09.531 --> 01:00:11.292]  Government cover-ups.
[01:00:11.292 --> 01:00:12.853]  You want answers?
[01:00:12.853 --> 01:00:14.415]  Well, so does he.
[01:00:14.415 --> 01:00:18.618]  He's Alex Jones on the GCN Radio Network.
[01:00:18.618 --> 01:00:22.681]  And now, live from Austin, Texas, Alex Jones.
[01:00:23.482 --> 01:00:25.803]  By the way, Leanne McAdoo is going to be in studio.
[01:00:25.803 --> 01:00:28.045]  Dr. Group is via Skype.
[01:00:28.045 --> 01:00:29.625]  I don't know if Jim Mars is going to be able to be here.
[01:00:29.625 --> 01:00:35.949]  We can't get a hold of him and he's driving down from outside Fort Worth in the countryside to try to join us in studio.
[01:00:35.949 --> 01:00:38.951]  And it is like Noah's Flood out there.
[01:00:38.951 --> 01:00:48.396]  If you go to the Texas radar feed, you can see that much of the state is completely hammered, including Austin, Texas.
[01:00:49.436 --> 01:01:11.486]  That is under again just biblical level rain feet of rain coming down every hour I've got family outside Austin who live near a creek and the creek did come up Into the house a little bit even though they're above the hundred-year floodplain So the answer obviously is to write a bunch of checks to Al Gore and
[01:01:12.674 --> 01:01:17.576]  And to pay him when I use carbon and to kill and destroy every pumpkin I can find.
[01:01:17.576 --> 01:01:19.136]  And I'm not being sarcastic.
[01:01:19.136 --> 01:01:23.157]  If you follow their logic, the Department of Energy didn't come out and say, do not have pumpkins.
[01:01:23.157 --> 01:01:25.218]  Plants are evil as well.
[01:01:25.218 --> 01:01:27.999]  All life is evil.
[01:01:27.999 --> 01:01:29.579]  You have to understand that.
[01:01:29.579 --> 01:01:31.820]  Unless it's Caitlyn Jenner.
[01:01:31.820 --> 01:01:34.821]  Because Caitlyn Jenner is actually a reanimated corpse.
[01:01:34.821 --> 01:01:38.442]  And doesn't put off any carbon.
[01:01:38.442 --> 01:01:38.642]  So...
[01:01:40.558 --> 01:01:43.159]  You can kind of see where that's all going.
[01:01:43.159 --> 01:01:48.301]  But coming up at the start of the next segment, a really powerful piece that Darren McBreen put together.
[01:01:48.301 --> 01:01:50.461]  He also worked with Rob Dew on it.
[01:01:50.461 --> 01:01:53.623]  And that is pieces I commissioned.
[01:01:53.623 --> 01:02:00.585]  Sometimes Jakari or Jacobson or some of the other great folks like McBreen kind of have their own idea and put something out.
[01:02:03.072 --> 01:02:08.434]  Like the Cobra Commander piece that Jakari did that's so good, and the Captain America piece he did that's so good, and a bunch of others.
[01:02:08.434 --> 01:02:11.956]  That wartime one he did that's so good, we ought to air that at the bottom of the next hour.
[01:02:11.956 --> 01:02:14.417]  We don't air that but like once a month, it's one of the best ones.
[01:02:14.417 --> 01:02:26.562]  But this one I kind of commissioned, and I said, look, I want to dub gel the movie V for Vendetta and show the parallels of a supposed fictional tyranny with what we live under today.
[01:02:26.562 --> 01:02:31.284]  And Darren's done a really great job with that, so that is coming up at the start of the next segment.
[01:02:32.856 --> 01:02:34.218]  Obviously a lot of big developments.
[01:02:34.218 --> 01:02:38.062]  Paul Ryan got elected a couple days ago as the new Speaker of the House.
[01:02:38.062 --> 01:02:41.166]  People say, well he's terrible, this is a defeat, why would he get rid of Boehner?
[01:02:41.166 --> 01:02:42.188]  It's all part of the process.
[01:02:43.936 --> 01:03:02.183]  He's going to have to really watch himself now, and his days are numbered politically, if he engages in too much of a worship theft with the Democrats, like we just saw, with the debt limit being raised, and just unlimited spending being handed to Obama, and sequestration that they scared so many conservatives with, because it sounds like castration.
[01:03:02.183 --> 01:03:04.604]  Oh, they're going to shut down our Navy!
[01:03:04.604 --> 01:03:05.464]  Sequestration!
[01:03:05.464 --> 01:03:07.905]  Sequestration!
[01:03:07.905 --> 01:03:12.907]  So don't worry now, they're going to have all the sex change funding going on, so in a way it will be castration.
[01:03:13.962 --> 01:03:24.954]  In a way, sequestration being put into function will equal castration, literally, with federal funding of sex changes nestled in to block grant funding to the states.
[01:03:24.954 --> 01:03:32.081]  I mean, you can't make this up when they're spending, you know, hundreds of trillions every few years and when they're
[01:03:32.802 --> 01:03:42.987]  Have a deficit of 19 trillion and when we've signed on to 2.2 quadrillion in fake counterfeit, why not go ahead and just turn the printing presses up and run around crazy?
[01:03:42.987 --> 01:03:45.188]  Because they're selectively giving the money.
[01:03:46.192 --> 01:03:52.715]  to insider groups who are vertically integrating the economy in a command and control system.
[01:03:52.715 --> 01:04:08.002]  And that'd be bad enough because it's not a level playing field and it's a rigged system, but the people setting it up are eugenicists, social Darwinists masquerading as liberal trendies who hate humanity's guts and believe they're going to merge with machines and become gods.
[01:04:08.002 --> 01:04:15.246]  This is the worst possible perfect storm science fiction freak show movie, but it's not a movie, it's not a novel,
[01:04:15.586 --> 01:04:17.307]  It's the real world.
[01:04:17.307 --> 01:04:37.099]  That's why it's trillions of times deeper, and wider, and more complex, and more fantastical, and more beautiful, and more ugly, and more magnificent, and more sneaky, and twisted, and outlandish, and colorful, in endless kaleidoscopes of imagination.
[01:04:38.132 --> 01:04:57.421]  It's seven and a half billion people on a planetoid, hurtling through space around a standard sun, deep out on the edges of a standard pancake galaxy, staring out into infinity in the great void, and instead we're told the center of the universe is an ugly weirdo wearing a wig.
[01:04:57.421 --> 01:04:59.562]  Caitlyn Jenner, bow and worship now!
[01:05:00.242 --> 01:05:05.843]  Want to keep up to date with what's going on in the world without logging into the internet ghettos of Facebook and Twitter?
[01:05:05.843 --> 01:05:10.325]  Then subscribe to the InfoWars Insider, our underground email newsletter.
[01:05:10.325 --> 01:05:14.486]  It's our daily digest of the day's most important stories and so much more.
[01:05:14.486 --> 01:05:18.767]  In it, you'll find exclusive articles that appear nowhere else than InfoWars.com.
[01:05:18.767 --> 01:05:22.848]  Email subscribers will also receive unique video messages from Alex Jones.
[01:05:23.388 --> 01:05:28.112]  Special reports and exclusive secret specials to infowarestore.com.
[01:05:28.112 --> 01:05:33.956]  We also will take a look back on stories and video reports we've covered in the past and how they relate to current news.
[01:05:33.956 --> 01:05:37.458]  An arsenal of knowledge right to your inbox every day.
[01:05:37.458 --> 01:05:46.825]  The great part is your newsletter information cannot be censored or black-holed like we've caught Facebook, Twitter, YouTube or Google doing to important information in the past.
[01:05:47.125 --> 01:05:49.886]  Log on to Infowars.com forward slash newsletter.
[01:05:49.886 --> 01:05:52.987]  Watch the special message from Alex Jones and subscribe.
[01:05:52.987 --> 01:06:00.129]  I'm David Knight with Infowars.com and on behalf of the entire team here at the Central Texas Command Center, we thank you for your support.
[01:06:00.129 --> 01:06:03.630]  When cells become toxic, they die early and aging sets in.
[01:06:03.630 --> 01:06:08.712]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[01:06:11.853 --> 01:06:17.275]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:06:17.275 --> 01:06:19.796]  You want the best that's out there at the lowest price anywhere?
[01:06:19.796 --> 01:06:21.917]  We now have the synergistic solution.
[01:06:21.917 --> 01:06:26.099]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[01:06:30.109 --> 01:06:31.209]  BrainForce is here.
[01:06:31.209 --> 01:06:33.430]  Ladies and gentlemen, I've been on this the last few months.
[01:06:33.430 --> 01:06:38.411]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[01:06:38.411 --> 01:06:41.691]  There's always hidden additives in your food, even organic food has hidden additives.
[01:06:41.691 --> 01:06:45.192]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[01:06:45.192 --> 01:06:47.172]  Ultimately, we've all been dumbed down to some degree.
[01:06:47.172 --> 01:06:49.273]  It doesn't have stimulants, it doesn't have garbage in it.
[01:06:49.273 --> 01:06:51.273]  It has natural things that do it clean.
[01:06:51.273 --> 01:06:56.854]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:06:59.795 --> 01:07:01.296]  I want more candy!
[01:07:01.296 --> 01:07:02.537]  I want more video games!
[01:07:02.537 --> 01:07:03.057]  Mine!
[01:07:03.057 --> 01:07:03.197]  Mine!
[01:07:03.197 --> 01:07:03.277]  Mine!
[01:07:29.735 --> 01:07:30.095]  I think so.
[01:08:06.711 --> 01:08:09.981]  Info Wars.
[01:08:09.981 --> 01:08:11.886]  People should not be afraid of their governments.
[01:08:11.886 --> 01:08:14.033]  Governments should be afraid of themselves.
[01:08:42.809 --> 01:08:44.995]  All party members have been murdered, Chief Inspector.
[01:08:51.883 --> 01:08:56.385]  We're interrupting your regularly scheduled program to bring you this terrifying report.
[01:08:56.385 --> 01:08:59.406]  It was almost as if it were a planned implosion.
[01:08:59.406 --> 01:09:01.407]  It just pancaked.
[01:09:01.407 --> 01:09:05.229]  Jane, what more can you tell us about the Salomon Brothers building and its collapse?
[01:09:05.229 --> 01:09:08.230]  New York, very much a city still in chaos.
[01:09:08.230 --> 01:09:12.512]  The phones are not working properly, the subway lines are not working properly.
[01:09:12.512 --> 01:09:17.314]  The sky now black with smoke in front of us, just across the Tigris River here.
[01:09:17.874 --> 01:09:22.840]  This is a shock and awe, Tom, to the population of Baghdad.
[01:09:22.840 --> 01:09:25.022]  Shock and awe, indeed.
[01:09:25.022 --> 01:09:31.029]  The people you liberate will witness the honorable and decent spirit of the American military.
[01:09:31.029 --> 01:09:34.313]  Either you are with us, or you are with the terrorists.
[01:09:34.313 --> 01:09:34.934]  Come on!
[01:09:37.532 --> 01:09:38.233]  Is the U.S.
[01:09:38.233 --> 01:09:47.759]  involved with any procuring of weapons, transfer of weapons, buying, selling, anyhow, transferring weapons to Turkey out of Libya?
[01:09:47.759 --> 01:09:48.880]  To Turkey?
[01:09:48.880 --> 01:09:56.405]  Today we learned that the same group may now be in possession of a deadly cache of American-made firepower, Stinger missiles.
[01:09:56.405 --> 01:09:59.127]  They are powerful enough to take down a commercial airliner.
[01:09:59.127 --> 01:10:03.870]  We know the United States arms, trains, and funds ISIS.
[01:10:03.870 --> 01:10:05.030]  We know these people.
[01:10:05.030 --> 01:10:07.292]  I'm in contact with them all the time.
[01:10:09.755 --> 01:10:15.501]  When you are subverting the power of government, that's a fundamentally dangerous thing to democracy.
[01:10:15.501 --> 01:10:17.783]  What do you think of Edward Snowden?
[01:10:17.783 --> 01:10:19.585]  I think he's a traitor.
[01:10:19.585 --> 01:10:25.311]  I wish I wasn't afraid all the time, but... I am.
[01:10:25.311 --> 01:10:26.312]  I'm here to warn people!
[01:10:26.312 --> 01:10:27.874]  You keep telling me to shut up!
[01:10:27.874 --> 01:10:28.735]  This isn't a game!
[01:10:33.339 --> 01:10:34.440]  Welcome to America, ISIS!
[01:10:34.440 --> 01:10:36.021]  This is what we do!
[01:10:36.021 --> 01:10:37.482]  Woo!
[01:10:37.482 --> 01:10:40.544]  We got people that have taken your asses out in this building right now.
[01:10:40.544 --> 01:10:42.265]  We're armed to the teeth, and we're not scared.
[01:10:42.265 --> 01:10:43.766]  You got that, you sons of bitches?
[01:10:43.766 --> 01:10:52.852]  In 2012, your agency was saying, quote, the Salafists, the Muslim Brotherhood, and Al-Qaeda in Iraq are the major forces driving the insurgents in Syria.
[01:10:52.852 --> 01:10:54.473]  In 2012, the U.S.
[01:10:54.473 --> 01:10:57.735]  was helping coordinate arms transfers to those same groups.
[01:10:57.735 --> 01:10:58.816]  Why did you not stop that?
[01:10:58.816 --> 01:11:00.237]  Why didn't you come forward before?
[01:11:00.237 --> 01:11:01.598]  What were you waiting for?
[01:11:01.598 --> 01:11:02.999]  Well, for you, Inspector.
[01:11:03.976 --> 01:11:11.382]  I needed you.
[01:11:11.382 --> 01:11:14.384]  I suddenly had this feeling that everything was connected.
[01:11:14.384 --> 01:11:21.229]  We're all part of it.
[01:11:21.229 --> 01:11:25.292]  Are we ready for it?
[01:11:25.292 --> 01:11:28.214]  The only verdict is vengeance.
[01:11:32.970 --> 01:11:34.590]  Well, there you go, ladies and gentlemen.
[01:11:34.590 --> 01:11:47.933]  That's the rough cut of a piece that Darren McBream's been working on for a while, tying in so much of what's currently happening with parallels into tyranny, like the fictional world of ten years ago, V for Vendetta.
[01:11:47.933 --> 01:11:52.773]  Hard to believe that film was out nine years ago, almost ten years ago.
[01:11:52.773 --> 01:11:55.894]  So much big news, obviously.
[01:11:55.894 --> 01:12:00.075]  A few days ago, a government surveillance blimp tethered over 100,000 feet in the air crashed
[01:12:03.593 --> 01:12:08.077]  It has really gotten people to wake up to the fact there's a bunch of secret surveillance blimps up there.
[01:12:08.077 --> 01:12:12.321]  Because they're on the news going, it's secret, it watches you, just don't worry about it.
[01:12:12.321 --> 01:12:16.925]  People will get upset about something like this, but not the admissions of all the other spying.
[01:12:16.925 --> 01:12:25.553]  So, that's in the news, we've got special reports up on Infowars.com, dealing with it, and then going back to reports and films I made.
[01:12:28.032 --> 01:12:36.194]  16 years ago, 14 years ago, detailing that every major city already has at least one of these blimps above it.
[01:12:36.194 --> 01:12:45.317]  Grabbing all your cell phone data, ground penetrating radar, using wireless Wi-Fi technology to look through your walls, you name it, this is going on.
[01:12:45.317 --> 01:12:50.758]  And the government uses it as the backbone of its super stingray type
[01:12:52.375 --> 01:13:07.968]  alternative communication system as well if they decide to hit the internet kill switch and turn off our communications it will be the high-altitude blimps used by Northcom and DHS to lead the UN globalist takeover domestically.
[01:13:08.993 --> 01:13:14.075]  So there's the rest of the story with the Skynet blimps, not just the satellites.
[01:13:14.075 --> 01:13:32.401]  And the reason they went with blimps, you can put a lot more on them, have solar panels on the top, keep the blimp up there for some cases years without having it land and servicing it, and it can, again, surveil the public a lot cheaper than putting the payloads in space.
[01:13:33.958 --> 01:13:44.662]  It was General Alexander Haig who owned the company that first started getting government contracts in 1991 to deploy these systems.
[01:13:44.662 --> 01:13:51.205]  They were deployed by 98 in a test grid that we know of that was partially declassified.
[01:13:51.205 --> 01:13:54.106]  By 2005 they were over every major U.S.
[01:13:54.106 --> 01:13:57.707]  city.
[01:13:57.707 --> 01:14:00.748]  So yes, people are calling us, why aren't we talking about the blimp?
[01:14:00.748 --> 01:14:01.969]  We wrote the book on the blimps!
[01:14:03.069 --> 01:14:04.911]  So I've been covering the blimps.
[01:14:04.911 --> 01:14:06.632]  This is just one of them crashing.
[01:14:06.632 --> 01:14:07.933]  Yes, they exist.
[01:14:07.933 --> 01:14:10.375]  Just like death panels and Obamacare.
[01:14:10.375 --> 01:14:15.860]  Just like it raising your prices and having fines.
[01:14:15.860 --> 01:14:17.121]  If you don't get Obamacare.
[01:14:17.121 --> 01:14:22.306]  Remember Drudge complained about the fines and the news said he's a lying kook, there are no fines.
[01:14:22.306 --> 01:14:23.727]  There are no penalties.
[01:14:23.727 --> 01:14:29.092]  And now people are being hit, businesses last year, the general public this year and next year.
[01:14:32.998 --> 01:14:36.561]  Pennsylvania State Police shoot down runaway military blimp.
[01:14:36.561 --> 01:14:38.062]  Yeah, there's video of them.
[01:14:38.062 --> 01:14:44.287]  It was dragging cable tether along with it, tearing up electrical lines.
[01:14:44.287 --> 01:14:48.831]  So the police, there's video, shot it with shotguns.
[01:14:48.831 --> 01:14:51.613]  And again, why do you shoot it with shotguns?
[01:14:51.613 --> 01:14:55.596]  Well, it was low enough and the shotgun pellets don't hurt you when they fall back down.
[01:14:55.596 --> 01:14:57.698]  If you shoot it with rifle bullets, they can kill somebody.
[01:15:04.448 --> 01:15:07.331]  Let's continue here now, shifting gears.
[01:15:07.331 --> 01:15:13.336]  Putin, I mentioned this last hour, it's red-linked up on InfoWars.com, but it really is ultra-massive news.
[01:15:16.636 --> 01:15:28.900]  has come out and said man-made climate change is a geostrategic weapon to kill populations and destroy sovereign nations and to selectively shut down corporations not part of the inside global cartel.
[01:15:28.900 --> 01:15:35.942]  And the fact that Putin is now talking about the exact reality is a devastating shot across the bow.
[01:15:35.942 --> 01:15:42.284]  Because Russia obviously already knows all this but as more and more of this comes out, as Vladimir Putin becomes the Alex Jones of the world,
[01:15:43.237 --> 01:15:53.726]  In fact, the only person I guess that could get bigger than me in being a conspiracy terrorist, that is reading documents, knowing reality, and exposing exactly what's going on, would be a Matt Drudge.
[01:15:53.726 --> 01:15:57.228]  But who could dwarf Matt Drudge is Vladimir Putin.
[01:15:57.228 --> 01:16:02.513]  So I guess it goes, Putin, Matt Drudge, Alex Jones.
[01:16:02.513 --> 01:16:04.935]  I'm like the mini-me now.
[01:16:06.243 --> 01:16:08.545]  This is really getting weird.
[01:16:08.545 --> 01:16:09.485]  This is really getting weird.
[01:16:09.485 --> 01:16:14.849]  By the way, I was just told General Hameed Ghul, I mentioned earlier, former head of Pakistani intelligence, is exposed to him so much here.
[01:16:14.849 --> 01:16:17.491]  I wonder why I wanted to get him on the last few months and couldn't get a hold of him.
[01:16:17.491 --> 01:16:20.474]  I was told he died on August 15th, so sad news.
[01:16:20.474 --> 01:16:22.295]  There, Daria, I happened to see that information.
[01:16:22.295 --> 01:16:24.617]  I guess it's on his Wikipedia.
[01:16:24.617 --> 01:16:25.677]  So I was unaware of that.
[01:16:25.677 --> 01:16:28.159]  That's sad news.
[01:16:28.159 --> 01:16:30.621]  It is surreal that Vladimir Putin's the listener.
[01:16:30.621 --> 01:16:33.323]  It is surreal that I get plugged in Russian media.
[01:16:33.323 --> 01:16:34.444]  It is surreal that
[01:16:35.879 --> 01:16:39.922]  But it's not surreal.
[01:16:39.922 --> 01:16:49.170]  I mean, we've got the former head of Special Forces, three-star general joining us, former head of Army Intelligence also joining us next week.
[01:16:49.170 --> 01:16:55.675]  I mean, this is the type of guest we have, this is who listens, and it's not because they really learn anything here other than our guests.
[01:16:55.675 --> 01:16:59.838]  This is just a place they tune into and go, man, this is real news.
[01:16:59.838 --> 01:17:04.202]  Because that's what global warming taxes are, is a plan to kill you and your family.
[01:17:06.189 --> 01:17:08.391]  There are cancer viruses in the modern vaccines.
[01:17:08.391 --> 01:17:10.693]  There are adjuvants meant to brain damage you.
[01:17:10.693 --> 01:17:11.834]  I have the white papers.
[01:17:11.834 --> 01:17:13.515]  We've republished them.
[01:17:13.515 --> 01:17:15.817]  Now we're going to skip this network break to get more time.
[01:17:15.817 --> 01:17:21.242]  Dr. Edward Group joins us to get into a host of issues today.
[01:17:21.242 --> 01:17:28.348]  And then Leanne McAdoo is going to join us at the bottom of the hour in studio because she did the cleanse.
[01:17:28.348 --> 01:17:32.492]  Her friend, who's a popular actress here in town, did the
[01:17:34.741 --> 01:17:35.641]  Cleanse.
[01:17:35.641 --> 01:17:38.862]  And they had more dramatic results than I even had.
[01:17:38.862 --> 01:17:43.603]  Rob Dew lost 12 pounds in one week on the cleanse of just stuff in his intestines.
[01:17:43.603 --> 01:17:45.383]  And so LeeAnn McAdoo is going to come in and talk about it.
[01:17:45.383 --> 01:17:47.864]  And there'll be about five minutes of infomercialing.
[01:17:47.864 --> 01:17:48.704]  But it all ties together.
[01:17:48.704 --> 01:17:50.304]  That's how we fund the operation.
[01:17:50.304 --> 01:17:54.765]  We're very naked about the fact that we do that maybe once a week, every two weeks or so.
[01:17:54.765 --> 01:17:58.286]  But Jim Mars should be in studio in the third hour.
[01:17:58.286 --> 01:18:00.907]  He was able to make it here with the torrential flooding.
[01:18:01.923 --> 01:18:04.124]  But you can see the video with Leanne and her friend.
[01:18:04.124 --> 01:18:07.765]  Amazing results of the liver shield cleanse.
[01:18:07.765 --> 01:18:10.426]  What you can expect when you do it.
[01:18:10.426 --> 01:18:18.109]  You can find details and also get 25% off liver shield with the oxy powder at InfoWarsLife.com right now.
[01:18:18.109 --> 01:18:21.290]  But that is while supplies last.
[01:18:21.290 --> 01:18:22.410]  We ordered a ton of it.
[01:18:22.410 --> 01:18:26.572]  We thought to go through the year because if you've got any left, you've got to pay taxes on inventory.
[01:18:26.572 --> 01:18:27.872]  We jumped through all the hoops.
[01:18:27.872 --> 01:18:30.573]  We're a major target here, so we pay probably more taxes than we should.
[01:18:32.039 --> 01:18:34.500]  In fact, that's what our new CPA and lawyers said.
[01:18:34.500 --> 01:18:36.180]  They said, you've been paying too many taxes.
[01:18:36.180 --> 01:18:36.900]  Whatever!
[01:18:36.900 --> 01:18:46.603]  They ever claim we haven't been, even though the tax is fraudulent, we're dealing with a mafia, we'd rather jump through all the hoops and not make tax issues our fight so we can say and do whatever we want on air.
[01:18:46.603 --> 01:18:49.084]  Strategically, that's my view.
[01:18:49.084 --> 01:18:52.105]  But we're going to run out of this before the year ends.
[01:18:52.105 --> 01:18:57.967]  I mean, at current sales rates, and this is a disaster, really, it's going to sell out in about two weeks.
[01:18:59.269 --> 01:19:07.038]  So they're telling me now, hey, how about you take the sale-offs, we sell it at regular price, and run out by the end of the year, and then we can actually fund our operation.
[01:19:07.038 --> 01:19:10.421]  So I don't know if I'm going to pull the special by next week or what I'm going to do.
[01:19:10.421 --> 01:19:11.342]  We're trying to get more in.
[01:19:12.532 --> 01:19:22.798]  Liver Shield and, of course, the Oxy-Powder, discounted 25% off, InfoWarsLife.com or 888-253-3139.
[01:19:22.798 --> 01:19:32.744]  We also have 15% off Ancient Defense Herbal Booster, Brain Force is back in stock, Survival Show Nation on an X2, Super Male Vitality and Female Vitality back in stock.
[01:19:32.744 --> 01:19:37.406]  Free shipping and 10% off on the high-quality storable foods at InfoWarsStore.com.
[01:19:38.851 --> 01:19:42.374]  We have the new Alexa Pure Pro, next level in gravity-fed filters.
[01:19:42.374 --> 01:19:44.295]  See the informational videos and more.
[01:19:44.295 --> 01:19:48.979]  Infowarsstore.com or 888-253-3139.
[01:19:48.979 --> 01:19:59.947]  Now, Dr. Grip, she's coming up to talk about liver shield that you developed, oxy powder you developed, what it did for her and her friend, side-by-side photos and videos, dramatic results.
[01:19:59.947 --> 01:20:03.190]  This is probably one of the most dramatic things statistically we've seen out there.
[01:20:05.629 --> 01:20:13.318]  What's lurking in the guts and how it toxifies the body, but you're coming on to talk about how to eliminate Halloween toxins.
[01:20:13.318 --> 01:20:22.067]  How about we don't give processed candy to our kids, but a lot of folks obviously aren't going to do that, and using Halloween as a benchmark, we're always toxic in this world.
[01:20:22.067 --> 01:20:26.112]  This can be applied, obviously, to just general toxification of the body.
[01:20:26.112 --> 01:20:26.753]  Correct, Dr. Grubb?
[01:20:27.697 --> 01:20:49.525]  Yeah, this is actually the best time of the year to detoxify your body, because your metabolism usually slows down as winter comes in, and you have at the end of October, which is Halloween, where you have all the candy, the processed foods, all the toxins coming in, the high fructose corn syrup, and then you have November, where you have Thanksgiving, and then you have Christmas, and then you have New Year's.
[01:20:49.525 --> 01:20:51.986]  So most of the time, most people out there
[01:20:52.666 --> 01:20:53.406]  Yeah, I think.
[01:21:12.682 --> 01:21:23.403]  Affected the most the intestines and the liver for these three months, so if there's any time don't don't wait until January and New Year's when you make your New Year's resolution and say
[01:21:24.201 --> 01:21:29.965]  You know, now's the time I'm going to clean up for the last three months and get rid of the last 10 pounds that I gained.
[01:21:29.965 --> 01:21:45.817]  You should at least be focusing on cleansing the liver and the intestines through this period, and if you do that, most likely you won't gain any weight, and you'll keep your liver from having to process all those toxins, and you'll keep your intestinal tract clean from having to deal with all those chemicals and toxins.
[01:21:45.817 --> 01:21:51.020]  I want to talk about other ways you can do it as well, because you list a whole bunch of things here in this info sheet you sent me.
[01:21:51.020 --> 01:21:52.561]  You were kind enough to write up for us, Dr. Groot.
[01:21:53.582 --> 01:21:56.703]  Going back to a plug here, liver shield with the oxy powder.
[01:21:56.703 --> 01:21:59.463]  You develop liver shield proprietarily for us.
[01:21:59.463 --> 01:22:05.225]  Other folks have done other cleanses that they say were great, say this is hands down annihilates any other cleanse I've ever seen.
[01:22:05.225 --> 01:22:08.666]  They've never done cleanses that cause these stones to come flushing out.
[01:22:08.666 --> 01:22:14.387]  We're not sure, can't say technically we actually know, but we can't say whether it's liver or the gallbladder.
[01:22:14.387 --> 01:22:18.608]  But why such explosive results for 98% of people that we've seen?
[01:22:20.074 --> 01:22:23.756]  Well, because everybody's liver is congested and toxic.
