[00:00:00.373 --> 00:00:00.919]  Alex Jones Show!
[00:42:09.471 --> 00:42:17.074]  That's why they set up Fast and Furious to try to blame the Second Amendment to stop that so Mexico couldn't defend itself from the globalist destabilization program.
[00:42:18.275 --> 00:42:22.276]  And there's multiple films made on it, cartel land one and two, if you want to see the truth.
[00:42:22.597 --> 00:42:23.617]  And it is eye-opening.
[00:42:24.297 --> 00:42:30.560]  The problem is the drug cartels and government then just arrest, or plane crash, or kill all the real Mexican leaders.
[00:42:30.680 --> 00:42:31.280]  They just kill them.
[00:42:32.641 --> 00:42:34.461]  Just kill them, or plane crash them, or arrest them.
[00:42:35.682 --> 00:42:37.663]  Plane crashes, shoot them, arrest them.
[00:42:38.629 --> 00:42:39.570]  The guys that won't sell out.
[00:42:41.572 --> 00:42:43.173]  And then they take control of leadership that way.
[00:42:44.554 --> 00:42:47.577]  But at least the Mexicans are fighting back at one point.
[00:42:48.858 --> 00:42:53.803]  It's just to see this is so disgusting and to know we're going down the exact same road.
[00:42:55.484 --> 00:42:56.385]  But that's where this is going.
[00:42:56.645 --> 00:42:59.047]  Where you don't sell out, they just kill you or put you in prison.
[00:42:59.328 --> 00:43:04.893]  That's exactly where they're going in this country because they can't beat us, they can't beat our rhetoric, they can't beat our information.
[00:43:06.317 --> 00:43:08.857]  So after I've covered all this, I want to ask you the question again.
[00:43:09.578 --> 00:43:13.698]  Is Donald Trump bad?
[00:43:13.758 --> 00:43:23.360]  Because he says, we're not vetting these people, we're letting them in, they've got fake passports, it's time to block all Muslims until they fix this.
[00:43:23.800 --> 00:43:33.162]  They've got all these other staged events with Republican activists, Republican chiefs of staff, putting their hands on their hips, doing the thing to manipulate women, and going, why do you hate women?
[00:43:33.562 --> 00:43:34.762]  It's all stunts.
[00:43:37.185 --> 00:43:38.846]  And I'm not saying Donald Trump's perfect.
[00:43:39.327 --> 00:43:42.329]  But I happen to know behind the scenes, he can be influenced.
[00:43:42.369 --> 00:43:43.670]  He can admit when he's wrong.
[00:43:44.531 --> 00:43:45.752]  But he's not influenced by money.
[00:43:46.072 --> 00:43:51.176]  He is influenced by actually trying to be strong and save the country.
[00:43:51.396 --> 00:43:52.317]  Does it mean he's perfect?
[00:43:52.357 --> 00:43:52.937]  Certainly not.
[00:43:53.237 --> 00:43:54.979]  Does it mean a man on a white horse is dangerous?
[00:43:55.059 --> 00:43:55.599]  Absolutely.
[00:43:55.920 --> 00:44:03.946]  But we're already run by globalists who are on jet black, red-eyed manes of hell.
[00:44:07.403 --> 00:44:10.805]  I mean, we know we're in the hand of a takeover, and it's beyond Barack Obama.
[00:44:11.145 --> 00:44:13.726]  They want to break this country now, once and for all.
[00:44:16.207 --> 00:44:18.428]  And it's such a serious time to be alive right now.
[00:44:18.448 --> 00:44:23.690]  So, Supreme Court rules, locals can take your guns, and ban your guns, and register your guns.
[00:44:25.891 --> 00:44:29.273]  Huffington Post and others say, yes, we want to ban them, that's our plan, now let's do it.
[00:44:30.506 --> 00:44:31.106]  Here's another one.
[00:44:31.146 --> 00:44:35.148]  How Obama is using the grossly unconstitutional no-fly list to push gun control.
[00:44:35.648 --> 00:44:37.029]  Powerful article breaking that down.
[00:44:37.909 --> 00:44:38.670]  Very dangerous.
[00:44:39.210 --> 00:44:43.152]  Saeed Farooq's mysterious $28,500 bank deposit.
[00:44:44.032 --> 00:44:48.714]  San Bernardino terrorist investigated week before attack by police, but political correctness did nothing.
[00:44:49.094 --> 00:44:50.315]  Lieutenant Colonel on Obama.
[00:44:50.555 --> 00:44:54.657]  This guy is such a total pussycat, he said more than that, it's stunning.
[00:44:56.261 --> 00:44:58.142]  No, Colonel, he's not a wimp.
[00:44:58.302 --> 00:45:01.624]  He is a precision globalist to take down the nation-state.
[00:45:03.265 --> 00:45:04.825]  Oh, he won't get tough on ISIS.
[00:45:04.865 --> 00:45:06.106]  He runs ISIS.
[00:45:06.926 --> 00:45:15.211]  We don't need tough talk and cuss words out of suspended Fox analysts, two of them, for making stunt statements.
[00:45:15.231 --> 00:45:17.572]  In fact, let's play one of those clips here in just a moment.
[00:45:19.933 --> 00:45:23.375]  San Bernardino Democrats are calling out, calling for total gun control.
[00:45:25.239 --> 00:45:27.249]  So that's what's going on on that front.
[00:45:28.055 --> 00:45:32.657]  Here is the clip of the retired Lieutenant Colonel calling Obama a wimp.
[00:45:32.697 --> 00:45:33.517]  He's not a wimp.
[00:45:34.137 --> 00:45:37.358]  He is defeating the Republic that the British Empire couldn't defeat.
[00:45:37.978 --> 00:45:40.339]  He's defeating the Republic the Soviet Union couldn't defeat.
[00:45:40.819 --> 00:45:42.600]  He is defeating America.
[00:45:42.840 --> 00:45:44.341]  He is defeating the family.
[00:45:44.561 --> 00:45:45.961]  He is defeating gun owners.
[00:45:46.201 --> 00:45:47.602]  He is defeating the Republic.
[00:45:47.862 --> 00:45:49.502]  He defeated us with Obamacare.
[00:45:50.002 --> 00:45:56.985]  He defeated us bringing in millions of illegals with no IDs on record and kept it secret that the Border Patrol was bringing them in.
[00:45:57.748 --> 00:45:59.209]  He is the devastator!
[00:45:59.830 --> 00:46:01.211]  He is the great enemy!
[00:46:01.992 --> 00:46:05.295]  We better have our full resolve and commitment to defeat this!
[00:46:06.156 --> 00:46:07.697]  Let's go to this clip.
[00:46:08.598 --> 00:46:10.159]  Right, Ralph, I have a question for you.
[00:46:10.440 --> 00:46:11.801]  I know you watched last night.
[00:46:12.061 --> 00:46:16.185]  I want to know, what were you saying to the TV as the President was speaking?
[00:46:16.365 --> 00:46:20.189]  What was your commentary as the President's speech unfolded?
[00:46:22.762 --> 00:46:27.946]  First of all, he keeps speaking about, we can't give in to our fears.
[00:46:27.966 --> 00:46:30.368]  You know, don't be afraid.
[00:46:30.969 --> 00:46:32.710]  Look, Mr. President, we're not afraid.
[00:46:32.750 --> 00:46:33.391]  We're angry.
[00:46:33.451 --> 00:46:34.092]  We're pissed off.
[00:46:34.132 --> 00:46:34.892]  We're furious.
[00:46:35.092 --> 00:46:35.313]  Yes.
[00:46:35.353 --> 00:46:36.554]  We want you to react.
[00:46:36.594 --> 00:46:37.735]  We want you to do something.
[00:46:37.975 --> 00:46:38.635]  You're afraid.
[00:46:38.655 --> 00:46:42.158]  I mean, this guy is such a total p***y. It's stunning.
[00:46:42.178 --> 00:46:49.725]  And, you know, we want, we the people, the American people, whom he does not know in any intimate circle.
[00:46:50.545 --> 00:46:51.787]  Obama doesn't know anything.
[00:46:51.927 --> 00:46:53.048]  Right, Colonel.
[00:46:54.069 --> 00:46:55.391]  That is red meat stunt.
[00:46:55.431 --> 00:46:57.033]  And that very Colonel is connected to Gribbs.
[00:46:58.154 --> 00:47:04.461]  I want to get him on with the neocons that are saying, hit Assad, knowing the public's illiterate about geopolitics.
[00:47:06.291 --> 00:47:17.766]  These are the people, with Obama and the Republican leadership, McCain, supporting what's been done, and the war crime on our hands, and our name, murdering 300,000 people, 200,000 of them, conservatively Christians.
[00:47:21.761 --> 00:47:24.063]  And the West won't let the Christians out.
[00:47:24.704 --> 00:47:35.494]  Turkey won't let them come across and laugh at them because the Christians have the most productive farms and fields and you name it, showing it's not the race of the people, it's the culture.
[00:47:35.874 --> 00:47:46.745]  You know in Uruguay, Paraguay, Belize and a bunch of other South American countries, you know who produces upwards of 90% of all the food and dairy and who allows those countries to operate?
[00:47:48.633 --> 00:47:55.277]  Amish from Germany and from Switzerland and from the Netherlands who've been there 300 plus years.
[00:47:57.418 --> 00:48:01.061]  Who left Europe during the Reformation to get religious freedom.
[00:48:02.842 --> 00:48:11.307]  They're so productive that those countries live off of them and even in socialist countries they exempt the Amish from the laws or they'll leave.
[00:48:13.407 --> 00:48:14.948]  Their kids don't take inoculations.
[00:48:15.308 --> 00:48:17.189]  Their kids don't go to school with the system.
[00:48:17.449 --> 00:48:19.409]  Their kids, they don't have to have the driver's license.
[00:48:19.710 --> 00:48:23.751]  They do what they want because they produce everything and they have basically a zero crime rate.
[00:48:25.452 --> 00:48:25.812]  Same thing.
[00:48:26.212 --> 00:48:27.513]  And the same thing in Syria.
[00:48:27.553 --> 00:48:28.373]  Look at the demographics.
[00:48:28.433 --> 00:48:30.154]  The Christians are a big minority there.
[00:48:31.072 --> 00:48:53.062]  And you go into their areas, there's fields, big trees everywhere, all these wells dug over a thousand plus years ago, 1900 years ago, all this money, all this wealth, Muslims living right next door to them, everybody's friends, everything's nice, and then here come marching over out of Iraq and Saudi Arabia, giant death forces just murdering everyone.
[00:48:54.203 --> 00:48:58.565]  And the neocons sit there like you're so stupid.
[00:48:59.994 --> 00:49:06.218]  Like you're so mindless and tell you Obama needs to get tough and go after ISIS.
[00:49:07.519 --> 00:49:14.623]  You get tough on Obama pointing out he runs the stinking thing like Colonel Schaefer and countless others have documented and like the Iraqi president says.
[00:49:16.519 --> 00:49:19.362]  And like the Russian president says, that's the truth!
[00:49:19.843 --> 00:49:23.527]  Not all these tough guys on Fox News about how we need to take out Assad.
[00:49:23.747 --> 00:49:28.113]  Obama's been weak on Assad, and that's why it's given ISIS a stronghold.
[00:49:28.413 --> 00:49:34.180]  No, our government created this group, as General, the head of DIA and others have said.
[00:49:36.283 --> 00:49:36.944]  I'm going to go to break.
[00:49:37.104 --> 00:49:40.707]  I'm going to come back after the break and get into the rest of the attack on Donald Trump.
[00:49:40.967 --> 00:49:44.169]  Because regardless of what you think about Donald Trump, he now represents the opposition.
[00:49:44.890 --> 00:49:48.112]  And if they can destroy him, it'll be another major defeat for freedom.
[00:49:48.593 --> 00:49:50.754]  But I'm telling you, he knows what he's doing.
[00:49:52.015 --> 00:49:53.196]  And that's why they're scared of him.
[00:49:53.536 --> 00:49:59.001]  It's taken me time to really look at all the angles, but I've gone from about trusting Trump 60% to about 95%.
[00:50:00.162 --> 00:50:01.643]  But I know this, he's not Hillary Clinton.
[00:50:03.891 --> 00:50:05.292]  I know this, ladies and gentlemen.
[00:50:06.093 --> 00:50:07.174]  He's not Bernie Sanders.
[00:50:07.654 --> 00:50:08.935]  He's not Dianne Feinstein.
[00:50:09.395 --> 00:50:10.276]  He's not Al Gore.
[00:50:12.538 --> 00:50:14.379]  Now, let's continue.
[00:50:14.759 --> 00:50:16.280]  We have free shipping until the 18th.
[00:50:17.061 --> 00:50:27.029]  If you are not buying high-quality water filtration systems that cut off the glyphosates, the fluoride, with the big discounts and free shipping, if you're not getting Survival Shield X2 or Deep Cleanse that's back in stock,
[00:50:28.292 --> 00:50:29.513]  Or Super Mill Vitality.
[00:50:29.533 --> 00:50:30.474]  You've heard the reviews.
[00:50:30.895 --> 00:50:32.656]  They really do work great for me and my family.
[00:50:32.676 --> 00:50:34.978]  You've heard others talk about it and it supports the info war.
[00:50:36.260 --> 00:50:40.624]  I don't have the money to keep Biggs out in California or to have him follow Trump around or other reporters.
[00:50:41.044 --> 00:50:42.926]  I need to be able to have reporters out there all the time.
[00:50:44.261 --> 00:50:45.502]  Now, we built a good organization.
[00:50:45.542 --> 00:50:48.263]  I've got writers and video people and newscasts and all of it.
[00:50:48.543 --> 00:50:49.523]  But we need more money.
[00:50:50.084 --> 00:50:50.844]  And this is a war.
[00:50:51.464 --> 00:50:59.548]  So, go to Infowarslife.com, Infowarsstore.com and buy products to give this Christmas or this holiday season.
[00:50:59.868 --> 00:51:00.888]  Don't just buy them for yourself.
[00:51:00.948 --> 00:51:01.489]  Try them out.
[00:51:01.769 --> 00:51:02.369]  Give them to others.
[00:51:02.709 --> 00:51:03.650]  Fund the Infowar.
[00:51:03.730 --> 00:51:06.811]  I need the capital and the war chest and I will prosecute a war.
[00:51:07.151 --> 00:51:07.951]  I will attack!
[00:51:08.232 --> 00:51:08.872]  I am committed!
[00:51:10.188 --> 00:51:14.530]  The following is an important holiday inventory announcement from IDStronghold.com.
[00:51:14.970 --> 00:51:30.218]  As many of you have come to know, IDStronghold.com is the number one name in quality RFID blocking wallets that actually do as they say and prevent electronic pickpocketing of the new RFID chips found in credit cards, room keys, subway passes, and more.
[00:51:30.698 --> 00:51:40.060]  Last year, due to the extreme popularity of giving ID Stronghold wallets and clutches as unique gifts at Christmastime, we ran out of our most popular styles and colors early.
[00:51:40.320 --> 00:51:44.341]  The good news is, we now have our holiday inventory ready for same-day shipping.
[00:51:44.662 --> 00:51:55.824]  We have added many more designs of beautiful leather wallets and clutches, all with state-of-the-art built-in electronic pickpocket shielding from the most respected name in RFID protection, IDStronghold.com.
[00:51:56.164 --> 00:51:58.645]  Don't wait and limit your choices of these great gifts.
[00:51:59.005 --> 00:52:01.130]  We are expecting another sellout season.
[00:52:01.430 --> 00:52:03.134]  These wallets aren't available in stores.
[00:52:03.515 --> 00:52:05.940]  So visit IDStronghold.com today.
[00:52:06.321 --> 00:52:07.644]  That's IDStronghold.com.
[00:52:10.071 --> 00:52:19.393]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[00:52:19.513 --> 00:52:23.834]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[00:52:23.934 --> 00:52:30.736]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[00:52:30.936 --> 00:52:32.656]  Buy now at DefenderShield.com.
[00:52:32.816 --> 00:52:35.037]  For 10% off, use promo code GCN.
[00:52:35.197 --> 00:52:38.718]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[00:52:39.747 --> 00:52:41.248]  Are you looking to sell body armor?
[00:52:41.428 --> 00:52:44.250]  Want to make extra money selling body armor at your local gun shows?
[00:52:44.370 --> 00:52:47.952]  With low minimum buys and great returns, KD Armor is the answer.
[00:52:48.032 --> 00:52:49.733]  Make money in your spare time.
[00:52:49.874 --> 00:52:56.838]  It's American-made body armor with the quickest turnaround in the industry, which means you get your product when you need it at very competitive rates.
[00:52:56.998 --> 00:52:58.659]  And they'll ship it to you for free.
[00:52:58.899 --> 00:53:01.461]  If you own a business, give them a call today at 855-488-KD.
[00:53:01.501 --> 00:53:01.981]  That's 855-488-2284.
[00:53:02.001 --> 00:53:02.882]  Or go to kdarmor.com.
[00:53:02.942 --> 00:53:03.762]  Come and take it.
[00:53:10.385 --> 00:53:13.248]  What looks good under your Christmas tree and tastes even better?
[00:53:13.548 --> 00:53:14.789]  Big Berkey Water Filters!
[00:53:15.109 --> 00:53:16.710]  Yes, the gift of clean water.
[00:53:17.051 --> 00:53:21.274]  A gift that provides a great foundation for achieving good health in the lives of your loved ones.
[00:53:21.735 --> 00:53:25.338]  A Big Berkey Water Filter gives them protection from bacteria, heavy metals,
[00:53:25.638 --> 00:53:29.120]  Chlorine, fluoride, pesticides and herbicides, VOCs and more.
[00:53:29.380 --> 00:53:34.723]  And best of all, a big Berkey water filter is a gift that lasts for many years with no additional investment.
[00:53:34.964 --> 00:53:38.706]  And that saves time and money in filter replacements that other water filters require.
[00:53:39.026 --> 00:53:44.049]  And are even powerful enough to purify treated, untreated or even stagnant pond water.
[00:53:44.449 --> 00:53:50.792]  As always, all orders over $50 are shipped free, and GCN listeners get 5% off all ceramic filter systems.
[00:53:51.132 --> 00:53:53.873]  Order online at BigBerkeyWaterFilters.com.
[00:53:54.133 --> 00:53:56.714]  Spelled B-E-R-K-E-Y.
[00:53:57.014 --> 00:53:58.515]  WaterFilters.com.
[00:53:58.875 --> 00:54:01.456]  Or call 877-99-BERKEY.
[00:54:01.756 --> 00:54:05.318]  That's 877-99-B-E-R-K-E-Y.
[00:54:05.718 --> 00:54:06.898]  Gift well this Christmas.
[00:54:07.118 --> 00:54:08.539]  Give a Big Berkey Water Filter!
[00:54:13.324 --> 00:54:16.245]  I'm just going to say it briefly and then plunge back into the news and the resistance.
[00:54:16.265 --> 00:54:18.226]  This is the takedown of the West.
[00:54:18.266 --> 00:54:23.529]  This is the destruction of the existing world system for a new world order to be built on its ashes.
[00:54:23.949 --> 00:54:25.269]  The globalists think we're so dumb.
[00:54:25.289 --> 00:54:29.971]  They admit all this in the Council on Foreign Relations bi-monthly book, Foreign Affairs.
[00:54:30.011 --> 00:54:31.812]  You can buy it at Barnes and Noble or anywhere else.
[00:54:33.053 --> 00:54:36.114]  Or you can read it online at cfr.org.
[00:54:36.814 --> 00:54:40.396]  I mean, that's what's so frustrating about this is they admit their whole plan.
[00:54:41.360 --> 00:54:45.023]  Three years ago they had the headline, why we need Al-Qaeda in Syria.
[00:54:46.164 --> 00:54:48.225]  Admitting that our government was arming Al-Qaeda.
[00:54:48.245 --> 00:54:51.628]  Because see, if they kept it secret, it'd come out and they'd all go to jail.
[00:54:51.908 --> 00:54:54.090]  But if they admitted it, it almost makes it like it's okay.
[00:54:54.110 --> 00:54:56.411]  Like, yeah, we're funding Al-Qaeda, ooh.
[00:54:56.992 --> 00:54:58.953]  It's like, okay, it's all right, you told us.
[00:55:00.654 --> 00:55:01.775]  But that's not outrageous.
[00:55:01.815 --> 00:55:03.537]  Donald Trump saying block all Muslims.
[00:55:04.377 --> 00:55:09.021]  Coming into the United States that aren't citizens, basically, is what he's saying, until we can vet.
[00:55:09.421 --> 00:55:10.522]  That's common sense.
[00:55:13.615 --> 00:55:14.875]  Now we're running another contest.
[00:55:14.915 --> 00:55:16.036]  I'm running lots of these contests.
[00:55:16.056 --> 00:55:21.077]  We have a month-long contest that ends around Christmas and I'll announce next year the Make Fun of Hillary contest.
[00:55:21.437 --> 00:55:22.478]  Already hundreds of entries.
[00:55:22.558 --> 00:55:23.258]  Big success.
[00:55:24.658 --> 00:55:27.239]  But we have one that ends tomorrow that I'll be announcing tomorrow.
[00:55:27.319 --> 00:55:28.479]  Attack on Second Amendment.
[00:55:28.839 --> 00:55:31.060]  Analyze Obama's speech contest.
[00:55:31.360 --> 00:55:32.280]  Thousand dollar prize.
[00:55:33.341 --> 00:55:34.021]  Now Travis T.
[00:55:36.148 --> 00:55:41.134]  One, the last one that was just a 48-hour contest with the Christmas memes.
[00:55:41.575 --> 00:55:49.404]  Go to Infowars.com forward slash contest, send your memes, send your videos, send your contest entries to that, and then we'll judge them.
[00:55:50.489 --> 00:55:51.169]  But here it is.
[00:55:51.949 --> 00:55:57.571]  On Sunday, President Obama made it clear that during a speech in the Oval Office that he would go after the Second Amendment following the shooting in San Bernardino.
[00:55:57.991 --> 00:56:00.912]  Show clips of it, analyze it, put it out.
[00:56:00.972 --> 00:56:01.472]  The winner gets $1,000.
[00:56:01.832 --> 00:56:07.154]  And we'll post a bunch of the entries at InfoWars.com and PrisonPlanet.com.
[00:56:07.194 --> 00:56:08.494]  And already some of them are coming in.
[00:56:09.395 --> 00:56:11.035]  And that story's at InfoWars.com.
[00:56:11.075 --> 00:56:12.396]  Here's the winner, Travis T.
[00:56:13.696 --> 00:56:20.801]  of the Christmas meme, the war on Christmas, and it's come and take it with the Iwo Jima Marines hoisting up a Christmas tree.
[00:56:24.243 --> 00:56:28.146]  People say, well, why defend, you know, a pagan part of Christian Christmas?
[00:56:28.446 --> 00:56:29.106]  It doesn't matter.
[00:56:29.347 --> 00:56:31.388]  If they can restrict and ban it, they can ban anything.
[00:56:32.209 --> 00:56:34.410]  I don't like Halloween, but they want to ban it on campuses.
[00:56:34.750 --> 00:56:35.731]  People have a right to that.
[00:56:36.311 --> 00:56:36.571]  Okay?
[00:56:36.872 --> 00:56:37.972]  And the Christmas tree, I like it.
[00:56:37.992 --> 00:56:38.833]  Nothing evil about it.
[00:56:40.794 --> 00:56:42.996]  Was never associated with human sacrifice by the Druids.
[00:56:44.284 --> 00:56:49.966]  It was just hoping that some would come back and, you know, the evergreen stayed alive during the cold and they thought it was magic.
[00:56:51.386 --> 00:56:52.327]  You know what else is evergreen?
[00:56:52.367 --> 00:56:54.107]  This radio broadcast slash TV.
[00:56:55.248 --> 00:56:59.049]  Other people's YouTube videos and stuff don't get views after they've been up five years or so.
[00:56:59.069 --> 00:57:00.710]  Ours just get more and more popular.
[00:57:01.030 --> 00:57:12.854]  All the tens of thousands of videos that are out there conservatively because you tune into something ten years ago, five years ago, and it's just more pertinent, more accurate as time goes on, like fine cognac.
[00:57:14.212 --> 00:57:15.752]  Because we know what we're talking about.
[00:57:17.433 --> 00:57:18.133]  So here's the deal.
[00:57:18.153 --> 00:57:22.873]  The Supreme Court says locals can ban your guns, register them, compensate them, whatever they want.
[00:57:23.614 --> 00:57:33.795]  Flies in the face of federalism, common sense, super draconian, reverses where the court was six years ago, showing the black males in with the NSA, as we've been told by insiders.
[00:57:34.335 --> 00:57:40.076]  Meanwhile, there's war on the horizon between Turkey and Iraq, not just Russia.
[00:57:42.337 --> 00:57:43.377]  That's all coming up.
[00:57:44.497 --> 00:57:50.162]  We've got a lot more as well that we're going to be breaking about what it means that oil prices continue to plunge.
[00:57:51.183 --> 00:58:00.312]  But before I go any further, I cannot stress enough to you, the TV viewers and radio listeners, how essential you are to this broadcast continuing and hopefully expanding.
[00:58:00.552 --> 00:58:01.733]  There's a lot more we'd like to do.
[00:58:01.833 --> 00:58:02.354]  We need to do.
[00:58:03.547 --> 00:58:11.471]  More reporters, more writers, more researchers, and then I want to kind of round it out with another five to six, seven more crew members, and that's about all I can manage.
[00:58:12.232 --> 00:58:25.039]  But the point is, when you go to InfoWarsTore.com and buy a Hillary for President shirt that's limited edition, we stop selling it in ten days, when you buy a water filtration system, you don't just help yourself and your family, you're funding the tip of the spear.
[00:58:26.599 --> 00:58:39.269]  And you also can get great nutraceuticals like Oxy-Powder, or Deep Cleanses back in stock, or Survival Shield, or Rain Force, or Super Mel Vitality, or the Colloidal Silver, Silver Bullet, and give it to friends and family.
[00:58:40.120 --> 00:58:41.841]  And then it's a great gift, so it's a win-win.
[00:58:41.881 --> 00:58:44.784]  Help the country, help the world, give great products to family.
[00:58:45.424 --> 00:58:47.446]  And we have huge discounts on coffee right now.
[00:58:47.466 --> 00:58:49.988]  We get a free coffee cup, a free InfoWars coffee cup.
[00:58:50.388 --> 00:58:52.730]  InfoWarsStore.com, thank you for your support.
[00:58:53.130 --> 00:58:53.931]  Merry Christmas.
[00:58:54.291 --> 00:58:55.892]  Coming up, I'm politically incorrect.
[00:58:55.912 --> 00:58:56.293]  We'll be back.
[00:59:00.035 --> 00:59:06.977]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:59:07.237 --> 00:59:16.659]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[00:59:16.919 --> 00:59:23.741]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[00:59:24.281 --> 00:59:31.743]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[00:59:32.103 --> 00:59:35.443]  We set out to bring you the very best at the lowest price.
[00:59:35.783 --> 00:59:40.544]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[00:59:40.744 --> 00:59:44.805]  In these times, it's essential to have high-quality, loyal silver on hand.
[00:59:45.165 --> 00:59:48.066]  No survival chest is complete without Silver Bullet.
[00:59:48.186 --> 00:59:51.187]  Exclusively available at Infowarslife.com.
[00:59:51.307 --> 00:59:52.807]  Secure your Silver Bullet today.
[00:59:53.187 --> 00:59:54.670]  You're listening to the Alex Jones Show!
[01:00:21.261 --> 01:00:22.562]  The answer to 1984 is 1776.
[01:00:22.982 --> 01:00:31.227]  You're listening to The Alex Jones Show.
[01:00:31.487 --> 01:00:44.015]  As the globalists worldwide persecute, prosecute, harass, and discriminate against patriots, Christians, producers, folks that play by the rules, more and more people are just going to start breaking the law, crank it up.
[01:00:46.336 --> 01:00:47.577]  So I might as well
[01:00:50.358 --> 01:00:59.045]  But when tyranny is the law, breaking the law is duty.
[01:01:00.105 --> 01:01:06.530]  But if you're gonna break the tyrant's law, you better break it good.
[01:01:06.710 --> 01:01:12.414]  Better go for broke.
[01:01:15.276 --> 01:01:16.657]  You don't know what it's like
[01:01:20.966 --> 01:01:29.328]  If you did, you'd be doing the same thing, too.
[01:01:29.648 --> 01:01:31.029]  Alright, thank you for joining us.
[01:01:31.049 --> 01:01:35.330]  We ought to do the version that Rob Dew put together coming out of the next segment.
[01:01:35.350 --> 01:01:36.010]  In fact, let's do that.
[01:01:36.050 --> 01:01:40.611]  Let's come in with Breaking the Law straight ahead.
[01:01:44.346 --> 01:01:52.608]  You know, they are basically breaking the law every day giving kids forced inoculations across this country at public schools and then just covering it up.
[01:01:53.068 --> 01:02:03.110]  They're breaking the law, ordering the police to have different enforcement policies that are interpretations of law that are clearly not correct that throw people in jail for their speech.
[01:02:04.370 --> 01:02:10.491]  We have every day I see articles where people building a small barn on their own family property are being arrested.
[01:02:14.315 --> 01:02:24.998]  We see the federal government creating all these local federalized bureaus and their Strong Cities Initiative putting us under U.N.
[01:02:25.038 --> 01:02:30.579]  control and the Attorney General saying, we'll arrest you for your speech if you criticize Islamists.
[01:02:31.399 --> 01:02:35.420]  That's directly out of the Strong Cities Initiative and it's what they said they'd do.
[01:02:35.800 --> 01:02:38.341]  It's the Southern Poverty Law Center, the U.N.
[01:02:38.421 --> 01:02:39.261]  and the ADL.
[01:02:40.302 --> 01:02:46.087]  That are the most America-hating, lying, filthy organizations you could ever imagine.
[01:02:48.248 --> 01:02:50.690]  Involved in just unbelievable garbage.
[01:02:51.871 --> 01:02:53.513]  The Southern Poverty Law Center specifically.
[01:02:54.333 --> 01:02:56.915]  Engaged in things that make your head spin.
[01:02:57.616 --> 01:02:59.938]  There's a John Wolftonson story.
[01:02:59.978 --> 01:03:03.520]  Strong Cities Network, Trilateral CFR, Rothschild Connections.
[01:03:03.540 --> 01:03:04.661]  Yeah, it's the UN.
[01:03:05.002 --> 01:03:07.664]  You know, I had Paul Craig Roberts on, who I respect and is really smart.
[01:03:09.687 --> 01:03:13.294]  But I was saying, you know, they're announcing that we're going to be under UN regulations.
[01:03:13.314 --> 01:03:14.917]  And he goes, oh, the UN doesn't run anything.
[01:03:14.977 --> 01:03:16.159]  It works for the big globalists.
[01:03:16.219 --> 01:03:18.684]  And I was like, yeah, I know that, Dr. Roberts.
[01:03:19.929 --> 01:03:41.285]  But they create the IMF, the World Bank, the Ex-Im Bank, the TPP, the WTO, then they transfer the regulatory power to them, and then pivot back and forth between the federal and the outside, above the law command base they've built, and then come back with regulations that they then write laws to conform with.
[01:03:42.146 --> 01:03:43.627]  So that's how they get us in a vice.
[01:03:45.028 --> 01:03:46.670]  And you read this stuff by the
[01:03:48.683 --> 01:03:52.825]  Justice Department, and it says we'll go after people's free speech under UN rules.
[01:03:53.145 --> 01:03:54.746]  Well, the EU does that.
[01:03:55.566 --> 01:03:57.587]  They're banning reporting Islamic rape.
[01:03:58.847 --> 01:04:02.449]  They're arresting members of Parliament that criticize radical Islam.
[01:04:02.869 --> 01:04:03.689]  Mildly.
[01:04:04.129 --> 01:04:05.830]  They're ending free speech in Europe.
[01:04:07.191 --> 01:04:11.453]  They tried to shut down a showing of Mark Moreno's new film that he stars in.
[01:04:11.973 --> 01:04:13.773]  He'll be joining us in about 25 minutes from now.
[01:04:14.174 --> 01:04:17.195]  This is an unprecedented time to be alive.
[01:04:19.073 --> 01:04:22.176]  And I know people can't believe they're actually going to put you in control over us.
[01:04:22.596 --> 01:04:24.998]  I know people can't believe they're actually announcing world government.
[01:04:26.039 --> 01:04:29.342]  But still, when it's all announced, people don't go, wow, Alex, you were right again.
[01:04:29.362 --> 01:04:33.566]  I guess you just did more research than we did.
[01:04:33.626 --> 01:04:37.150]  It's just still, oh, there's no UN taking over.
[01:04:37.410 --> 01:04:38.110]  It's not happening.
[01:04:39.692 --> 01:04:40.533]  As it happens.
[01:04:42.210 --> 01:04:44.711]  Global crime syndicates want their own government.
[01:04:45.111 --> 01:04:47.293]  They don't want to have to buy off our government anymore.
[01:04:47.593 --> 01:04:49.854]  They want it subservient to what they run.
