[00:00:00.596 --> 00:00:03.207]  You're listening to The Alex Jones Show.
[00:52:05.705 --> 00:52:06.865]  Richmoneyrich.com.
[00:52:06.905 --> 00:52:08.006]  That's richmoneyrich.com.
[00:52:09.051 --> 00:52:10.493]  Identity theft is real.
[00:52:10.813 --> 00:52:14.657]  So real, it could be making you its next victim right now.
[00:52:14.877 --> 00:52:28.390]  At the gas pump, bank, or store where you shop with your credit card, bad guys with RFID scanners can peer into your wallet or purse from a short distance away, stealing information from your RFID-enabled credit or debit cards, passports,
[00:52:28.590 --> 00:52:32.091]  Room keys and ID cards without you even knowing it.
[00:52:32.412 --> 00:52:36.833]  Stop the bad guys now with an RFID blocking wallet from ID Stronghold.
[00:52:37.194 --> 00:52:41.876]  ID Stronghold founded the entire RFID blocking industry over 10 years ago.
[00:52:42.096 --> 00:52:45.477]  Their stylish sleeves, clutch purses and wallets are shielded throughout.
[00:52:45.657 --> 00:52:48.058]  The best you can buy at great pricing.
[00:52:48.278 --> 00:52:48.858]  As low as $14.99.
[00:52:50.279 --> 00:52:52.301]  Don't wait until your wallet needs replacing.
[00:52:52.442 --> 00:52:54.244]  Protect your identity now.
[00:52:54.504 --> 00:52:57.127]  Click IDStronghold.com or call 1-800-610-2770.
[00:52:57.187 --> 00:52:57.427]  That's 1-800-610-2770.
[00:52:57.447 --> 00:52:57.848]  IDStronghold.
[00:52:57.888 --> 00:52:59.290]  The original RFID wallet company.
[00:53:08.416 --> 00:53:10.258]  Who's among the worst at keeping your data private?
[00:53:10.398 --> 00:53:13.881]  The Electronic Frontier Foundation Privacy Report says it's AT&T.
[00:53:14.141 --> 00:53:20.206]  AT&T customers need to know this when calling the Alex Jones 24-7 listen line at 1-605-562-9000.
[00:53:20.386 --> 00:53:21.387]  Big Brother is listening.
[00:53:21.647 --> 00:53:25.630]  No apps, no data, no internet needed, and no extra cost if you have unlimited minutes.
[00:53:25.810 --> 00:53:29.554]  Call the Alex Jones 24-7 listen line on any phone, but please don't use AT&T.
[00:53:30.134 --> 00:53:32.836]  For everyone else, bookmark Alex Jones' listen line number today.
[00:53:32.856 --> 00:53:33.876]  1-605-562-9000.
[00:53:34.817 --> 00:53:37.158]  That's 1-605-562-9000.
[00:53:38.139 --> 00:53:40.540]  Hunters, anglers, campers, and survivalists.
[00:53:40.740 --> 00:53:41.681]  Get back to nature.
[00:53:41.821 --> 00:53:48.885]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:53:49.005 --> 00:53:52.488]  Slingbow products are compact and models start from just $17.98.
[00:53:52.908 --> 00:53:55.649]  They're perfect for your bug-out bag or storing in your vehicle.
[00:53:55.870 --> 00:53:59.712]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:53:59.992 --> 00:54:04.275]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:54:04.515 --> 00:54:07.216]  Feel the thrill only at slingbow.com.
[00:54:16.122 --> 00:54:19.424]  We are being conquered by the globalists with their synthetic mind control.
[00:54:21.078 --> 00:54:40.564]  But in the end game, they're going to play every culture, every society, every religion off against each other with the New World Order and its global peacekeeping forces as the referees who come in and arbitrate the disputes, of course consolidating power amongst themselves, further dividing the people, bringing in a new dark age.
[00:54:43.254 --> 00:54:48.175]  Now I'm not an apologist for Islam's failings, Islam's radicalization.
[00:54:49.015 --> 00:54:51.296]  That said, the West has done the Middle East wrong.
[00:54:52.916 --> 00:54:55.477]  If you want to know why radicalism is spreading, look in the mirror.
[00:54:56.117 --> 00:54:59.178]  NATO openly funding the Free Syrian Army and others.
[00:54:59.678 --> 00:55:01.378]  It is a destabilization program.
[00:55:02.259 --> 00:55:02.859]  But it's not new.
[00:55:02.919 --> 00:55:11.161]  The State Department for more than 50 years, this has even been in the Washington Post, has funded madrasas with radical Islamic rhetoric.
[00:55:12.096 --> 00:55:14.998]  Now, the argument was it was to be a bulwark against communism.
[00:55:15.879 --> 00:55:31.552]  The truth is, is to keep the Middle East in a Stone Age position, because previous to the rise of Islam, much of what we call the Middle East today were capitals of science, engineering, and commerce.
[00:55:34.321 --> 00:55:38.342]  And then they got taken over basically and became a war-like culture.
[00:55:38.362 --> 00:55:47.963]  There had always been war going on in the areas, and became more of a conquest-type culture, and began clashing with Western civilization with the rise of the Prophet Muhammad.
[00:55:49.544 --> 00:55:52.684]  And so yes, Islam has been about conquest since day one.
[00:55:53.544 --> 00:56:00.665]  Let's not be liars about that, and that's why it's as far east as, you know, China and the Philippines.
[00:56:02.326 --> 00:56:03.266]  Islam's all over the world.
[00:56:04.158 --> 00:56:08.482]  There were Islamic pirates, you know, off the coast of Australia 180 years ago.
[00:56:11.604 --> 00:56:13.326]  But the public is ignorant to all of this.
[00:56:14.146 --> 00:56:17.829]  But a lot of Muslim countries were very cultured, pro-Western.
[00:56:18.210 --> 00:56:20.612]  They're the ones that get targeted and overthrown.
[00:56:23.914 --> 00:56:26.316]  Because who wants those people building rocket ships?
[00:56:27.335 --> 00:56:30.537]  Who wants them having nuclear power plants that are peaceful?
[00:56:30.837 --> 00:56:34.580]  Who wants them having colleges and their young women going to school and being doctors?
[00:56:35.340 --> 00:56:36.621]  They want them with bags over their heads.
[00:56:38.482 --> 00:56:47.068]  And when the Saudi prince comes, or the Saudi king comes to the south of France, they shut down miles of beach in the middle of the hotel district so he doesn't have to look at people.
[00:56:48.189 --> 00:56:49.229]  That was in the news yesterday.
[00:56:51.111 --> 00:56:56.014]  As God would have it, as a cruel joke I guess, and no one knows the way the Lord works, mysterious ways,
[00:56:57.602 --> 00:56:59.764]  The most radical group out there has given all the oil.
[00:57:01.505 --> 00:57:05.608]  And merges, as it would, with the British intelligence, which is the eugenics cult.
[00:57:06.789 --> 00:57:09.791]  But meanwhile, life for young Greek men is completely in limbo.
[00:57:10.191 --> 00:57:12.273]  Broken, beset by stigma of unemployment.
[00:57:12.573 --> 00:57:16.736]  Young Greek men are putting off serious relationships and extending their childhood indefinitely.
[00:57:18.077 --> 00:57:21.640]  That's the breakdown of demographics out of Greece in the London Telegraph.
[00:57:23.151 --> 00:57:27.672]  And that ties into investigators on Sunday were probing the communications of the shooter who killed U.S.
[00:57:27.692 --> 00:57:31.873]  troops in Chattanooga to determine his possible motive.
[00:57:33.313 --> 00:57:35.274]  Four Marines were killed and a sailor.
[00:57:36.694 --> 00:57:38.414]  They're not calling it an act of terrorism.
[00:57:38.754 --> 00:57:45.496]  Then they go into how he was depressed, losing his job, going bankrupt on illegal drugs.
[00:57:50.031 --> 00:57:57.855]  I mean, how do you blame somebody coming out of Kuwait as a young kid and thrown into a gangster Mac Daddy culture that's weaponized by MTV to destroy everybody?
[00:57:57.875 --> 00:58:04.238]  And then you get this weird mutation that I've seen radical Islamists merging with the whole Mac Daddy pimp game.
[00:58:05.638 --> 00:58:11.681]  It's an idiocracy perspective that makes me want to throw up.
[00:58:12.682 --> 00:58:17.004]  Though it is a fascinating world to quote idiocracy.
[00:58:19.528 --> 00:58:41.712]  And so, across the world, from Spain to the United States, young men are told to be boys until you're 35 now, stay in your parents' basement, and just simulate that you're a Conqueror on your Sony PlayStation, or your Kinect.
[00:58:43.700 --> 00:58:44.701]  This is the mind control.
[00:58:45.261 --> 00:58:46.602]  This is the future that doesn't need us.
[00:58:46.962 --> 00:58:48.142]  This is the end of humanity.
[00:58:48.543 --> 00:58:50.083]  The end of men in the military.
[00:58:50.223 --> 00:58:51.464]  It's all gonna be robots.
[00:58:52.324 --> 00:58:53.445]  We're being broken right now.
[00:58:59.104 --> 00:59:04.027]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:59:04.147 --> 00:59:10.030]  Secret 12 is a binary of nutrimedical grade, bioavailable, coenzyme forms of B12.
[00:59:10.270 --> 00:59:14.853]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:59:15.053 --> 00:59:18.375]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:59:18.635 --> 00:59:20.196]  No needles, no injections.
[00:59:20.596 --> 00:59:25.719]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:59:28.701 --> 00:59:31.903]  When cells become toxic, they die early and aging sets in.
[00:59:32.204 --> 00:59:40.209]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:40.449 --> 00:59:45.473]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:59:45.873 --> 00:59:48.175]  You want the best that's out there at the lowest price anywhere?
[00:59:48.395 --> 00:59:50.196]  We now have the synergistic solution.
[00:59:50.516 --> 00:59:54.699]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:00:01.484 --> 01:00:04.094]  You're listening to The Alex Jones Show.
[01:00:15.031 --> 01:00:19.192]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:19.853 --> 01:00:20.653]  You want answers?
[01:00:21.433 --> 01:00:22.353]  Well, so does he.
[01:00:22.994 --> 01:00:26.635]  He's Alex Jones on the GCN Radio Network.
[01:00:27.175 --> 01:00:31.236]  And now, live from Austin, Texas, Alex Jones.
[01:00:45.922 --> 01:00:49.585]  There are different philosophies that govern populations of humans.
[01:00:50.726 --> 01:00:51.747]  That's undisputable.
[01:00:54.049 --> 01:00:59.013]  And we've seen in the last century communism sold as the rebellion against capitalism.
[01:01:00.394 --> 01:01:09.522]  When we should see a rebellion of capitalism against insider mafia rule known as crony capitalism.
[01:01:11.343 --> 01:01:13.966]  But if you look at a country like Mexico,
[01:01:16.667 --> 01:01:25.870]  That has, depending on which resource you look at, about three times the natural resource on average that the United States does.
[01:01:25.930 --> 01:01:31.952]  But why can't Mexico ever seem to become wealthy or free?
[01:01:33.012 --> 01:01:35.113]  Well, they never got out from under colonialism.
[01:01:36.033 --> 01:01:37.814]  You can argue we never did 100% either.
[01:01:41.555 --> 01:01:44.876]  And folks in Mexico are really smart and innovative.
[01:01:46.308 --> 01:01:58.698]  But using Mexico as an allegory or an analogy or a parallel, I went and saw a movie Saturday night that everyone should go see that I want to get the director of on, and it was Cartel Land.
[01:02:01.220 --> 01:02:06.004]  And it shot about 80% of it inside Mexico, about 20% on the Arizona border.
[01:02:09.146 --> 01:02:13.850]  And it shows the Mexican militias that have taken back large parts of the country.
[01:02:17.722 --> 01:02:21.323]  But then only themselves to become a mafia again.
[01:02:23.443 --> 01:02:29.044]  And they all say, well if we don't do it, somebody else will do it.
[01:02:30.484 --> 01:02:39.366]  And then they lock up the founder of the movement and put him, I'm giving the movie away here, put him in federal prison at the end because he won't go along with it.
[01:02:42.106 --> 01:02:45.007]  It was the winner, Best Documentary Sundance Film Festival.
[01:02:45.607 --> 01:02:46.227]  It's that good.
[01:02:47.475 --> 01:02:49.436]  And what's crazy is it's actually fair.
[01:02:49.516 --> 01:02:51.497]  It just shows the humanity of both sides.
[01:02:52.318 --> 01:03:06.145]  And it actually puts the Minutemen, it's not the Minutemen group itself, a similar vigilante group, on the same level as the Mexican vigilantes.
[01:03:06.805 --> 01:03:08.466]  It doesn't say they're perfect, they're just human.
[01:03:09.687 --> 01:03:19.330]  But it shows the police cooking the methamphetamine, it shows all the different gangs, and that's all it is, is rival gangs in the Mexican economy.
[01:03:19.871 --> 01:03:26.113]  They have different rival gangs bidding with each other to try to get other people to join the other gang.
[01:03:26.533 --> 01:03:28.834]  They have an economy based on the Dark Ages.
[01:03:29.034 --> 01:03:30.634]  Mexico is back in the Dark Ages now.
[01:03:33.235 --> 01:03:35.936]  Because everything becomes, how big is your gang?
[01:03:36.836 --> 01:03:38.337]  And you've got the central government
[01:03:39.485 --> 01:03:58.401]  The Army, the Marines, what the Marines build is the non-corrupt group, that's not true, though they're not as bad as the Army, who basically go and shut down the militias, then reconstitute them with their operatives inside, who are actually narcotics traffickers.
[01:03:58.742 --> 01:04:07.229]  And they don't say it in the movie, but it's clear the government of Mexico and the United States are the ones organizing all this, and it's come out in court!
[01:04:08.564 --> 01:04:09.804]  So I don't know why they didn't put it in the movie.
[01:04:11.785 --> 01:04:34.114]  That El Chapo, and his number two guy, and all of them, when they're in court, with his number two guy, this was even in the El Paso Times, Chicago Tribune, three years ago, were working with the CIA, DEA, and FBI, running all the major drug operations, and had been armed to take out the specific
[01:04:35.595 --> 01:04:38.198]  Cartels not controlled by the Federal Reserve.
[01:04:39.118 --> 01:04:47.647]  And I had a former DEA agent on Sully Castile that they went and set up and raided his house and put in jail after he came on.
[01:04:49.969 --> 01:04:59.318]  When he said they tried to hire him, because he was a Vietnam vet, to train Los Zetas and other cartels working for the CIA
[01:05:01.721 --> 01:05:07.042]  Before El Chapo, before this was ever in the news, before the war in Mexico started eight years ago.
[01:05:09.002 --> 01:05:10.683]  Here's an update on the Chattanooga shooting.
[01:05:10.903 --> 01:05:16.884]  Over the weekend, one of the victims died of his injuries, and now the death toll is six, including the shooter.
[01:05:17.024 --> 01:05:23.605]  And the FBI is telling people not to jump to conclusions, and that the shooter may not have had terrorist ties, but may have suffered from depression.
[01:05:23.765 --> 01:05:27.066]  So here we have another potential mass murder-suicide-pill incident.
[01:05:27.166 --> 01:05:27.966]  Thanks, Big Pharma.
[01:05:28.286 --> 01:05:36.652]  Of course, Mr. Abdulziz's father was initially on a terror watch list, and Mr. Abdulziz himself made some interesting trips to the Middle East over the last few years.
[01:05:36.912 --> 01:05:37.953]  But don't look at any of that.
[01:05:38.473 --> 01:05:39.634]  It's not a terrorist attack.
[01:05:39.955 --> 01:05:42.336]  This can only be considered an isolated incident.
[01:05:42.576 --> 01:05:47.400]  But that didn't stop General Wesley Clark calling for internment camps for disloyal Americans.
[01:05:47.700 --> 01:05:55.344]  Over the weekend, the retired general told MSNBC, in World War II, if someone supported Nazi Germany at the expense of the United States, we didn't say that was freedom of speech.
[01:05:55.585 --> 01:05:56.425]  We put them in a camp.
[01:05:56.705 --> 01:05:57.826]  They were prisoners of war.
[01:05:58.086 --> 01:06:00.788]  Clark's remarks reveal the mindset of the upper echelon of government.
[01:06:00.908 --> 01:06:06.491]  Those who disagree with our so-called leaders are now to be rounded up and shut up indefinitely in political internment camps.
[01:06:06.851 --> 01:06:08.492]  Rob Dew reporting for InfoWars.com
[01:06:08.912 --> 01:06:11.354]  InfoWarsLife.com.
[01:06:11.534 --> 01:06:12.574]  Check it out today.
[01:06:13.035 --> 01:06:21.240]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none, and that's what you'll find at InfoWarsLife.com.
[01:06:21.420 --> 01:06:28.504]  We have rejected literally hundreds of products from the InfoWarsLife line because they are not of the very highest quality.
[01:06:28.524 --> 01:06:29.205]  We're good to go.
[01:06:49.343 --> 01:06:49.903]  We're good to go.
[01:07:08.570 --> 01:07:17.602]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:07:17.682 --> 01:07:25.793]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:07:26.073 --> 01:07:30.756]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:07:30.936 --> 01:07:37.660]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:07:37.740 --> 01:07:44.805]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:07:44.905 --> 01:07:51.769]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:07:51.929 --> 01:07:56.291]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:07:56.411 --> 01:07:59.673]  Available in original or with our immune support infusion blend.
[01:07:59.793 --> 01:08:05.937]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:08:06.097 --> 01:08:07.778]  Available at InfoWarsLife.com
[01:08:11.835 --> 01:08:17.838]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:18.458 --> 01:08:21.499]  It's Alex Jones and the GCN Radio Network.
[01:08:23.080 --> 01:08:25.541]  The intro you're hearing has aired for 18 years.
[01:08:25.701 --> 01:08:27.322]  I've been syndicated for 18 years.
[01:08:28.142 --> 01:08:28.523]  On air for 20.
[01:08:28.583 --> 01:08:31.844]  Soon to be 21 in about 4 or 5 months.
[01:08:33.385 --> 01:08:34.765]  Hard to believe 21 years on air soon.
[01:08:39.139 --> 01:08:43.623]  And I meant it tongue-in-cheek then, you know, broadcasting from deep behind enemy lines.
[01:08:44.564 --> 01:08:48.347]  Because originally there was another little intro before that that was clips from Red Dawn.
[01:08:50.349 --> 01:08:51.690]  Where the chair is against the wall.
[01:08:51.750 --> 01:08:52.931]  Chair is against the wall.
[01:08:52.991 --> 01:08:54.913]  John has a long mustache.
[01:08:54.953 --> 01:08:57.996]  You know, coded messages from unoccupied U.S.
[01:08:58.036 --> 01:08:59.437]  into the occupied U.S.
[01:09:00.098 --> 01:09:03.501]  And for all of you on or behind enemy lines, this song's for you.
[01:09:03.521 --> 01:09:06.964]  And then it would cut from that into that intro.
[01:09:08.638 --> 01:09:14.925]  But now, 18 years later, almost 19 years later, we're under FEMA.
[01:09:15.285 --> 01:09:16.647]  The NSA does whatever it wants.
[01:09:16.947 --> 01:09:18.408]  The CIA spies on Congress.
[01:09:18.749 --> 01:09:20.471]  Obama rules by executive fiat.
[01:09:21.051 --> 01:09:23.574]  We're going under TPP that no one's even allowed to read.
[01:09:23.594 --> 01:09:29.180]  The three subsections that have been leaked, by which he leaks, are just so draconian across the board.
[01:09:31.627 --> 01:09:41.250]  And they've got the Ford Foundation hyping racial division, so we're all fighting with each other over race instead of about how all of us collectively are losing our basic freedoms.
[01:09:41.530 --> 01:09:50.493]  We're going to be talking to William Benny, former technical director of the National Security Agency, huge whistleblower about some of the big developments concerning the NSA that have come out.
[01:09:52.534 --> 01:09:56.975]  And we'll take some phone calls if he's up for it with your specific questions.
[01:09:58.951 --> 01:10:01.612]  And you can tweet at RealAlexJones with your questions as well.
[01:10:03.372 --> 01:10:10.254]  But our video is up on DrudgeReport.com, up at the very top of one of the major columns.
[01:10:12.095 --> 01:10:15.016]  And you can just link through and watch the video.
[01:10:15.036 --> 01:10:16.996]  It's on the left-hand side.
[01:10:17.857 --> 01:10:18.337]  Video.
[01:10:18.477 --> 01:10:21.998]  Liberal signed petition to support white privilege tax.
[01:10:27.871 --> 01:10:41.042]  And I'd say about what, it's the same paradigm out in LA, 8 out of 10 people, Hispanic it looks like, Arab and Black, sign a petition to make white people pay 1% tax.
[01:10:41.422 --> 01:10:51.971]  Doesn't matter if you just came here from Russia, doesn't matter if you're Polish, doesn't matter if you're an Italian immigrant or Romanian, and you know, of course the Hispanics that are out there are part Spanish or Portuguese,
[01:10:53.083 --> 01:10:55.904]  A lot of Germans settled in Mexico and Latin America as well.
[01:10:56.144 --> 01:10:57.384]  So you're European as well.
[01:10:57.404 --> 01:11:04.886]  I mean, it's just so crazy that with all the reparations talk being so mainline, you could have this going on.
[01:11:05.266 --> 01:11:08.126]  And meanwhile, I wanted to ask William Binney about this.
[01:11:10.107 --> 01:11:19.989]  It's now come out that Obama has a secret database, data mining into everything you do, data mining into local government, Google, you name it, to create a database of your racial connections.
[01:11:21.417 --> 01:11:26.440]  To start federal fines and fees to quote show white bias.
[01:11:26.480 --> 01:11:28.001]  You can't make this up.
[01:11:28.021 --> 01:11:29.462]  So this is what the data mining is all about.
[01:11:29.482 --> 01:11:31.764]  Then another article dealing with data mining.
[01:11:32.464 --> 01:11:36.947]  Obama pushes to extend gun control background checks to Social Security.
[01:11:38.328 --> 01:11:40.730]  That if you have a Social Security disability.
[01:11:43.837 --> 01:11:48.280]  So you're getting disability, you will not be able to own a gun and will have to turn your guns in.
[01:11:48.760 --> 01:11:50.661]  Not a felon, not a criminal, done nothing wrong.
[01:11:51.042 --> 01:11:53.663]  You're handicapped in a wheelchair, need a firearm in a bad area?
[01:11:54.024 --> 01:11:55.485]  The police are coming to take your gun.
[01:11:56.125 --> 01:12:01.228]  We reported on this on Saturday and I saw comments on InfoWars.com saying this can't be true.
[01:12:01.428 --> 01:12:03.069]  This is in the LA Times today.
[01:12:05.711 --> 01:12:12.736]  They're going to use a Department of Veterans Affairs program that they've been using for a decade on veterans
[01:12:13.871 --> 01:12:16.293]  To manage who has their firearms taken.
[01:12:19.196 --> 01:12:19.937]  It says that right here.
[01:12:19.977 --> 01:12:32.028]  So see, the don't treat list in the military that have been out for a year, been around for four or five years, where you just cannot get treatment for operable cancer, operable heart problems.
[01:12:32.448 --> 01:12:33.409]  You're just given pills.
[01:12:33.829 --> 01:12:34.630]  Oh, your knee's bad?
[01:12:34.710 --> 01:12:35.271]  Here's a cane.
[01:12:36.209 --> 01:12:38.931]  What did Dr. Blaylock say over and over again on this show about Obamacare?
[01:12:39.111 --> 01:12:43.734]  They'll be the model of the VA, and once we get it, they'll say, no knee surgery, here's a cane.
[01:12:44.175 --> 01:12:45.916]  No cornea surgery, here's glasses.
[01:12:46.897 --> 01:12:50.179]  They got more doctors than anybody else in the world, per capita, in Cuba.
[01:12:50.199 --> 01:12:51.280]  You just can't get any service.
[01:12:53.361 --> 01:12:54.022]  And it's down here.
[01:12:54.082 --> 01:12:57.164]  And it's all managed by computers and databases.
[01:12:58.045 --> 01:12:59.526]  William Binney is going to be breaking this down.
[01:12:59.546 --> 01:13:00.907]  I want to get his take on this first.
[01:13:01.367 --> 01:13:04.590]  CNBC, Wesley Clark, former top U.S.
[01:13:04.630 --> 01:13:04.890]  General,
[01:13:06.616 --> 01:13:08.478]  Former top NATO General.
[01:13:09.859 --> 01:13:12.762]  Former Supreme Allied Commander of Europe for NATO.
[01:13:16.185 --> 01:13:18.747]  Advocates rounding up radicalized and disloyal Americans.
[01:13:20.169 --> 01:13:24.793]  Oh, like this guy already being watched by the FBI who shot and killed five people in Chattanooga?
[01:13:25.834 --> 01:13:29.077]  And his dad connected to networks that are under scrutiny?
[01:13:30.489 --> 01:13:41.013]  Just like Major Hassan, the NSA had him with overseas communiques, and the CIA blocked for two years an investigation of Hassan, who was being handled by Anwar al-Awlaki.
[01:13:43.254 --> 01:13:44.435]  And they didn't call that terror either.
[01:13:44.815 --> 01:13:45.535]  Why are they doing this?
[01:13:45.735 --> 01:13:47.396]  Because they use it to get more domestic funding.
[01:13:47.596 --> 01:13:49.017]  But now he wants to lock people up.
[01:13:49.217 --> 01:13:51.638]  But when you read deeper, they've SWAT teamed William Binney.
[01:13:51.798 --> 01:13:52.658]  They tried to put him in jail.
[01:13:52.838 --> 01:13:54.539]  They put record numbers of journalists in jail.
[01:13:54.859 --> 01:13:59.581]  They admit, at the Homeland Security level, it was first leaked to us seven years ago, it's now declassified.
[01:14:01.400 --> 01:14:14.170]  I had State Police, Federal Marshal, and others look at me, multiple documents on record, where they said veterans, gun owners, conservatives, libertarians, constitutionalists, and then anti-war activists are listed as the real terror threat.
[01:14:16.972 --> 01:14:21.496]  And here's Wesley Clark, just setting the table for how this stuff is going to affect everybody.
[01:14:22.236 --> 01:14:22.917]  Data mining.
[01:14:24.497 --> 01:14:31.559]  That you went in when you had a divorce or you went in when you had a car wreck and they recommended, hey, go see a psychologist about your broken back or whatever.
[01:14:31.919 --> 01:14:33.920]  And then they said, oh, we say you have PTSD.
[01:14:35.721 --> 01:14:40.162]  They just hand out diagnoses like they hand out candy at a barbershop to kids.
[01:14:40.762 --> 01:14:42.263]  And then you're told you can't own a gun anymore.
[01:14:43.976 --> 01:14:44.977]  I told you it was coming.
[01:14:45.257 --> 01:14:47.500]  What they do to the vets, they do to us.
[01:14:47.920 --> 01:14:50.443]  What they do to the least of us, they do to me, Christ said.
[01:14:50.883 --> 01:14:55.548]  What they'll do to unborn babies, what they'll do to old people, what they'll do to vets, they'll do to everybody.
[01:15:01.581 --> 01:15:04.402]  William Benny's take on the general world itself.
[01:15:04.702 --> 01:15:05.502]  He's been to Europe.
[01:15:05.562 --> 01:15:06.843]  He's been speaking around the planet.
[01:15:07.163 --> 01:15:08.744]  He can tell us about that and update.
[01:15:09.124 --> 01:15:10.004]  We're so honored to have him.
[01:15:10.024 --> 01:15:12.585]  But he'll be with us 15 minutes to the next hour.
[01:15:12.605 --> 01:15:17.387]  And we're going to be joined by Wayne Madsen, formerly of the NSA, as well with breaking news.
[01:15:18.695 --> 01:15:21.056]  Well, we've got to identify the people who are most likely to be radicalized.
[01:15:21.076 --> 01:15:22.576]  We've got to cut this off at the beginning.
[01:15:35.160 --> 01:15:38.523]  There are always a certain number of young people who are alienated.
[01:15:38.663 --> 01:15:42.305]  They don't get a job, they lost a girlfriend, their family doesn't feel happy here.
[01:15:42.946 --> 01:15:50.812]  And we can watch the signs of that and there are members of the community who will reach out to those people and bring them back in and encourage them to look at their blessings here.
[01:15:51.452 --> 01:15:57.418]  But I do think on a national policy level, we need to look at what self-radicalization means.
[01:15:57.518 --> 01:16:02.743]  Because we are at war with this group of terrorists.
[01:16:02.943 --> 01:16:04.105]  They do have an ideology.
[01:16:04.125 --> 01:16:12.373]  In World War II, if someone supported Nazi Germany at the expense of the United States, we didn't say that was freedom of speech.
[01:16:12.913 --> 01:16:14.795]  We put him in a camp.
[01:16:15.135 --> 01:16:16.456]  They were prisoners of war.
[01:16:17.157 --> 01:16:26.625]  So if these people are radicalized and they don't support the United States and they're disloyal to the United States as a matter of principle, fine, that's their right.
[01:16:26.725 --> 01:16:33.031]  It's our right and our obligation to segregate them from the normal community for the duration of the conflict.
[01:16:33.071 --> 01:16:36.094]  And I think we're going to have to increasingly get tough on this.
[01:16:36.114 --> 01:16:37.835]  Okay, and so will Europe, he goes on to say.
[01:16:38.556 --> 01:16:39.397]  Here's the problem.
[01:16:39.417 --> 01:16:45.381]  They're bringing in record numbers of Muslims from radical countries, from radical sects.
[01:16:46.462 --> 01:16:55.047]  I mean, they can look into a database, find out if somebody is a Wahhabist, like these folks were connected to.
[01:16:57.629 --> 01:17:01.892]  They can see his comments online, on Facebook.
[01:17:01.992 --> 01:17:05.715]  I mean, the FBI was already watching him and was told to stand down.
[01:17:07.503 --> 01:17:09.904]  And William Benny talked about the NSA had the power to stop 9-11.
[01:17:09.984 --> 01:17:12.285]  We weren't allowed to use those tools.
[01:17:12.925 --> 01:17:25.069]  Instead, everybody gets spied on because the political class wants these threats to be there, wants to keep them going, as William Benny has said, to take more of our liberties so they can dominate the general political mass of the people who are not criminals.
[01:17:28.270 --> 01:17:32.752]  Joining us is William Benny, former Technical Director of the National Security Agency.
[01:17:33.152 --> 01:17:34.672]  I don't know where you want to start, sir.
[01:17:35.152 --> 01:17:36.533]  We could get into
[01:17:37.796 --> 01:17:41.018]  The latest hacking situation with Ashley Madison.
[01:17:41.038 --> 01:17:44.101]  We could get into corporation spying.
[01:17:44.121 --> 01:17:45.562]  We could get into exposed facts.
[01:17:46.242 --> 01:17:47.623]  The site that has your info posted.
[01:17:47.643 --> 01:17:50.306]  The tour you just came off of speaking around the world.
[01:17:50.866 --> 01:17:54.789]  We could get into this call for interning Islamists that are radicalized.
[01:17:56.010 --> 01:17:57.171]  What do you want to tackle first, sir?
[01:17:59.606 --> 01:18:06.189]  Well, it's good to be with you again, Alex, but could we start with the OPM issue and the data hacking?
[01:18:06.549 --> 01:18:07.270]  Absolutely!
[01:18:07.310 --> 01:18:14.853]  Let's talk about the data hacking and more time in the spotlight for NSL 2014 and review this big court ruling.
[01:18:15.693 --> 01:18:17.954]  Yeah.
[01:18:18.855 --> 01:18:28.019]  First of all, with the OPM, when they lose all of that data, that includes things like when you go for a clearance with the government, the work for the government,
[01:18:28.556 --> 01:18:53.507]  You fill out a form that's an SF-86, a standard form 86, and that goes through your entire history, work history, health issues, your family, all your family members, all their names, addresses, phone numbers, and references, all the people you have done as references, plus it also authorizes them to
