[00:00:00.009 --> 00:00:00.511]  Alex Jones Show!
[00:41:18.854 --> 00:41:19.814]  I 100% agree.
[00:41:19.834 --> 00:41:21.555]  The fight is not over against the TPP.
[00:41:21.615 --> 00:41:23.355]  We can still shut it down.
[00:41:23.676 --> 00:41:33.119]  We can still reach out and make this huge, because I know so many people out there are so impassioned about this and they're so fired up about the TPP and they know about it, but do you know how many don't even know what it is?
[00:41:33.419 --> 00:41:34.680]  Oh yeah, and that's by design.
[00:41:35.040 --> 00:41:38.983]  That's why they've got the TPP, the TTIP, the TPA, the TAA.
[00:41:39.564 --> 00:41:42.066]  It's like the RCEP, the TISA.
[00:41:42.506 --> 00:41:43.307]  You know what it all spells?
[00:41:43.387 --> 00:41:44.628]  It spells TRAP.
[00:41:45.089 --> 00:41:45.649]  It's a trap.
[00:41:45.989 --> 00:41:48.952]  And it's a deliberate confusion with all of this stuff.
[00:41:49.052 --> 00:41:53.216]  Many people were saying the first time the Senate passed the Fast Track, they said, that's it.
[00:41:53.436 --> 00:41:54.457]  TPP has passed.
[00:41:55.077 --> 00:41:59.201]  And they even said that they even attributed, criticized Rand Paul for voting for it.
[00:41:59.241 --> 00:42:01.823]  And he voted against the Fast Track both times.
[00:42:02.163 --> 00:42:10.251]  And I think the important thing is to look at that we had Ted Cruz who voted for Fast Track the first time through, the second time he voted against it.
[00:42:10.811 --> 00:42:14.072]  Now, I don't... Maybe it's because it had 90% disapproval, right?
[00:42:14.132 --> 00:42:14.672]  Exactly!
[00:42:14.712 --> 00:42:27.815]  But now we need to push it further and spread the word and spread this video that everyone's going to be watching on YouTube and spread this program and spread everything because we need millions and millions more people to realize what the TPP is and they need to get mad and that's the only way we're going to win.
[00:42:27.855 --> 00:42:28.875]  That is the only way.
[00:42:29.095 --> 00:42:30.516]  There's profound ignorance out there.
[00:42:30.656 --> 00:42:32.496]  It's a massive education effort.
[00:42:32.616 --> 00:42:34.016]  We can't do it on our own.
[00:42:34.076 --> 00:42:35.737]  We need to have the people who watch this
[00:42:36.437 --> 00:42:42.543]  Take this information, give it to others, learn about it in a way that they can explain it to people because most people don't know or care.
[00:42:42.583 --> 00:42:44.806]  There's still an opportunity to do something about this.
[00:42:45.166 --> 00:42:46.548]  Talk to them about Fast Track.
[00:42:46.588 --> 00:42:50.712]  Talk to them about a trans-Pacific, trans-Atlantic partnership.
[00:42:50.792 --> 00:42:57.679]  Talk to them about the fact that the Republicans passed this thing and they opposed the
[00:42:58.760 --> 00:43:01.301]  Temporary welfare benefits for people who are going to lose their jobs.
[00:43:01.441 --> 00:43:03.521]  That was the snag in all this.
[00:43:03.581 --> 00:43:10.183]  It's like, okay, if this is going to be such a great deal economically, then tell us why you're concerned about unemployment benefits.
[00:43:10.563 --> 00:43:12.343]  They know that unemployment benefits are going to go up.
[00:43:12.383 --> 00:43:13.363]  That's why they don't want to pay them.
[00:43:13.383 --> 00:43:15.204]  That's why they shut that part of it down.
[00:43:15.244 --> 00:43:20.405]  So they know this is a screw job from the economic standpoint, but it is from many other aspects.
[00:43:20.465 --> 00:43:22.745]  And one of those that's key is what you're talking about.
[00:43:22.785 --> 00:43:25.186]  The way they can hold a gun to our heads
[00:43:25.706 --> 00:43:29.028]  And force us to buy their products, just like they're trying to mandate vaccines.
[00:43:29.048 --> 00:43:39.012]  I'm going to be talking to the lady from the National Vaccine Information Center tomorrow about what's going on in California and across this country in terms of mandating vaccines.
[00:43:39.312 --> 00:43:44.815]  They want to mandate their products like Obamacare, like the vaccines, like the GMO products.
[00:43:44.875 --> 00:43:48.617]  They will use any kind of law or treaty to do that.
[00:43:48.757 --> 00:43:49.597]  That's the dangerous thing.
[00:43:49.617 --> 00:43:50.898]  That's what people need to understand.
[00:43:51.354 --> 00:43:51.834]  What do you think?
[00:43:51.854 --> 00:43:52.755]  They're losing the battle.
[00:43:52.995 --> 00:43:53.975]  They know they've lost.
[00:43:54.255 --> 00:43:57.177]  They know over 90% want GMO labeling in the United States.
[00:43:57.457 --> 00:43:59.598]  They know over 90% care about the real things.
[00:43:59.858 --> 00:44:02.859]  They don't want to be screwed anymore by these corporations.
[00:44:03.159 --> 00:44:04.860]  And they know they're losing, so what are they going to do?
[00:44:04.880 --> 00:44:06.040]  They're going to pass the DPP.
[00:44:06.121 --> 00:44:10.843]  It's their only option, and it's admittance of their losing the battle.
[00:44:10.963 --> 00:44:12.583]  But once again, it's time for us to fight it.
[00:44:12.923 --> 00:44:13.704]  Yes, absolutely.
[00:44:14.204 --> 00:44:15.705]  Thank you so much, Anthony Gutiarty.
[00:44:15.725 --> 00:44:18.187]  Let's go to a report from Rex Jones.
[00:44:18.288 --> 00:44:24.613]  And this is about another aspect of the way they're coming at us with world government.
[00:44:24.633 --> 00:44:29.297]  Because it was just a week ago that the Pope threw in on the side of global warming.
[00:44:29.337 --> 00:44:33.000]  And of course, it has been a religion from the very beginning.
[00:44:33.040 --> 00:44:35.242]  And I'll tell you about that when we get back from the report.
[00:44:35.262 --> 00:44:37.444]  But let's go to that report from Rex Jones.
[00:44:38.044 --> 00:44:43.192]  This is an engineered crisis to create artificial scarcity on the world's most valuable and simple resource.
[00:44:43.752 --> 00:44:43.933]  Water.
[00:44:44.774 --> 00:44:51.343]  People like Al Gore are constantly blaming extreme weather and natural disasters on climate change when the real culprit is weather.
[00:44:51.523 --> 00:44:53.807]  But in all reality, climate change is quite real.
[00:45:05.717 --> 00:45:08.299]  Hi, I'm Rex Jones reporting for InfoWars.com.
[00:45:08.819 --> 00:45:13.542]  With all the recent flooding in Central Texas, it's leading many people to believe that climate change is the real cause.
[00:45:14.002 --> 00:45:14.963]  Take a look at Barton Creek.
[00:45:15.083 --> 00:45:16.544]  This used to be a dry creek bed.
[00:45:16.604 --> 00:45:17.124]  Now look at it.
[00:45:17.305 --> 00:45:18.365]  It's flowing like a real river.
[00:45:18.585 --> 00:45:24.329]  In fact, if you take a little peek at a topography map of Texas, half of the state is green and the other half is brown.
[00:45:24.769 --> 00:45:31.574]  Here in Austin, Texas, where the Texas Hill Country begins and the Flatland ends, it's a known boundary between wet and dry areas of Texas.
[00:45:32.095 --> 00:45:37.913]  In fact, we had so much rain here over Memorial Day weekend, my good friend Stevie Ray Vaughan was almost underwater.
[00:45:38.937 --> 00:45:46.820]  The general weather in the state of Texas can vary from snowstorms to a desert heat, but generally our climate stays the same.
[00:45:47.300 --> 00:45:53.883]  People like Al Gore are constantly blaming extreme weather and natural disasters on climate change when the real culprit is weather.
[00:45:54.063 --> 00:45:56.384]  But in all reality, climate change is quite real.
[00:45:56.604 --> 00:46:02.266]  Here's an excerpt by well-known climatologist Tim Ball as he details the effects of real climate change on the world today.
[00:46:02.893 --> 00:46:05.054]  My life has spanned four climate changes.
[00:46:05.754 --> 00:46:13.817]  I was in the pre-war warming up to 1940, and then I was in the cooling that occurred from 1940 to about 1980.
[00:46:14.437 --> 00:46:18.578]  And then I was in the warming from 80 to 98, and now we're into another cooling trend.
[00:46:19.159 --> 00:46:21.979]  And hopefully I'll live to at least one more climate change.
[00:46:22.200 --> 00:46:25.841]  When I started out, it was not a contentious issue at all.
[00:46:26.421 --> 00:46:32.243]  Now it's become one of the most contentious in the world because it's been exploited for political purposes.
[00:46:32.503 --> 00:46:39.426]  Just as we talked about with Einstein, if you were to show that there was something going faster than the speed of light would put that whole theory in jeopardy.
[00:46:40.066 --> 00:46:50.830]  With the anthropogenic global warming theory, the idea that a CO2 increase will cause a temperature increase is now clearly shown to be wrong.
[00:46:52.391 --> 00:47:00.954]  In fact, I challenge anybody to show me a record of any duration of any time period in the history of the Earth in which
[00:47:02.003 --> 00:47:05.465]  CO2 precedes a temperature increase.
[00:47:05.826 --> 00:47:08.307]  In fact, in every case, it's the opposite.
[00:47:08.387 --> 00:47:10.369]  Temperature increases before CO2.
[00:47:11.229 --> 00:47:18.414]  And it will take, ironically, a cooling of the Earth, as is now occurring, to make people start to question.
[00:47:19.155 --> 00:47:29.162]  And so, eventually, the people will start to understand how bad the science is, how wrong the original theory was, and the whole thing will collapse.
[00:47:29.702 --> 00:47:40.970]  Most of the crazy weather we've been having is largely blamed by meteorologists on the pattern of weather known as El Nino, which is a warm patch in the Pacific Ocean, which leads to more rain in general in the United States of America.
[00:47:41.370 --> 00:47:44.612]  As you can see, we're getting the full force of El Nino this year.
[00:47:45.273 --> 00:47:52.758]  And with meteorologists saying that there's a 95% chance that it will continue on to this fall, we haven't seen the last of this rainy weather.
[00:47:53.403 --> 00:47:57.727]  Barton Creek feeds into Lady Bird Lake, also known as the Colorado River, behind me.
[00:47:58.068 --> 00:48:02.352]  And even though we have many dams in place, massive rainfall can still cause heavy flooding.
[00:48:02.632 --> 00:48:08.257]  People like Al Gore and the Pope are claiming, yet again, that climate change is caused by human activity.
[00:48:08.478 --> 00:48:10.780]  How do we have a real scientist talk about the issues?
[00:48:11.040 --> 00:48:15.985]  Here's weather forecaster Pierce Corbin on what is the real biggest effector of climate change.
[00:48:16.678 --> 00:48:24.141]  The origin of our solar weather technique of long-range forecasting came originally from study of sunspots and a desire to predict those.
[00:48:24.741 --> 00:48:29.584]  And then I realized it was actually much more interesting to use the sun to predict the weather.
[00:48:30.664 --> 00:48:37.487]  What they found was an incredibly close correlation between what the sun was doing and changes in temperature on Earth.
[00:48:39.522 --> 00:48:44.669]  To the Harvard astrophysicists and many other scientists, the conclusion is inescapable.
[00:48:45.410 --> 00:48:48.253]  The sun is driving climate change.
[00:48:48.594 --> 00:48:50.056]  CO2 is irrelevant.
[00:48:50.771 --> 00:48:56.576]  Another place climate change preachers are flocking to to spread their fear porn would be California with its three-year drought.
[00:48:56.716 --> 00:49:02.760]  This doesn't seem that big compared to 200 and 400 and even thousand-year droughts that have happened in California's past.
[00:49:03.221 --> 00:49:10.006]  The real problem with California is that it hasn't provided adequate enough reservoirs to supply water to the tens of millions of people that live there today.
[00:49:10.206 --> 00:49:16.131]  This is an engineered crisis to create artificial scarcity on the world's most valuable and simple resource, water.
[00:49:16.758 --> 00:49:21.720]  But the place where climate change preachers can do real damage is in trade agreements such as the TPP.
[00:49:21.920 --> 00:49:28.122]  The TPP is going to put no environmental restrictions whatsoever on third-world developing countries, allowing them to develop freely.
[00:49:28.402 --> 00:49:38.425]  This doesn't sound like such a bad thing, but well-developed countries will be shackled to the ideals of environmentalism and be forced to have very strict, almost insane environmental regulations.
[00:49:38.845 --> 00:49:45.907]  So when people start preaching to you about Bill Nye, Al Gore, and the Pope telling us that climate change is all our fault, just tell them that they're complaining about the weather.
[00:49:46.750 --> 00:49:48.553]  I'm Rex Jones reporting for InfoWars.com.
[00:50:00.080 --> 00:50:01.701]  The determining factor is the sun.
[00:50:01.721 --> 00:50:05.364]  I think it's very interesting when we look at this pronouncement that came out last week from the Pope.
[00:50:05.384 --> 00:50:14.831]  Of course the guy that was the, it was ghost written, we don't know exactly who wrote it for him, but the guy that he's lifting up, pushing forward, is a guy named Schellenhuber from Germany.
[00:50:15.332 --> 00:50:25.920]  And he has made some horrifying pronouncements, not only about getting rid of six billion people on the earth, thinking that we can only carry about a billion or so, but he's also made some horrific
[00:50:26.520 --> 00:50:31.042]  statements about world government, and of course that was what the Pope was pushing.
[00:50:31.562 --> 00:50:49.369]  The Pope actually said, you know, we're seeing that economic power and multinational corporations are starting to have the real power, so in order to control them, because he believes that markets and freedom are the problem, and of course that has nothing to do with multinational corporations, he thinks somehow that a world government is going to control the multinational corporations.
[00:50:49.789 --> 00:50:50.610]  It isn't going to happen!
[00:50:50.990 --> 00:50:54.291]  The multinational corporations are the world government!
[00:50:54.451 --> 00:50:56.033]  We need to wake up to what's going on.
[00:50:56.073 --> 00:50:58.596]  We'll talk about this science a little bit more when we come back.
[00:50:58.996 --> 00:51:03.722]  Leanne McAdoo is going to be joining us with a special report from the street.
[00:51:03.862 --> 00:51:06.725]  What do people think about these monuments?
[00:51:06.745 --> 00:51:08.487]  Are they going to take down Thomas Jefferson next?
[00:51:09.428 --> 00:51:12.670]  So I asked my buddy Mark, where does the name Ghost Gun come from?
[00:51:12.690 --> 00:51:15.572]  You know, the Ghost AR-15 80% rifle kits?
[00:51:15.652 --> 00:51:15.913]  Ghost?
[00:51:15.933 --> 00:51:16.653]  What's a Ghost Gun?
[00:51:16.693 --> 00:51:18.775]  He says, uh, duh, they kill ghosts.
[00:51:18.835 --> 00:51:19.415]  I said, really?
[00:51:19.535 --> 00:51:19.815]  Ghosts?
[00:51:19.835 --> 00:51:20.296]  He said, yeah.
[00:51:20.536 --> 00:51:27.861]  I said, matter of fact, they're guaranteed to kill ghosts, Sasquatch, space aliens, and any other paranormal force that might come your way.
[00:51:28.201 --> 00:51:30.863]  So they just appropriately named them Ghost Guns.
[00:51:31.083 --> 00:51:33.225]  And I said, OK, that's a big problem in my neighborhood.
[00:51:33.245 --> 00:51:34.105]  So where do I get one?
[00:51:34.145 --> 00:51:35.286]  He said, Guns80.com.
[00:51:35.326 --> 00:51:35.807]  I said, where?
[00:51:36.027 --> 00:51:36.927]  Guns80.com?
[00:51:37.168 --> 00:51:37.568]  OK, then.
[00:51:37.608 --> 00:51:38.388]  I'm headed to Guns80.com.
[00:51:39.189 --> 00:51:46.012]  By now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone.
[00:51:46.192 --> 00:51:51.055]  Block It Pocket's wide range of products are unmatched in providing the protection you deserve.
[00:51:51.235 --> 00:51:53.336]  No scare tactics, just common sense.
[00:51:53.476 --> 00:51:59.979]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[00:52:00.159 --> 00:52:02.660]  Learn more at BlockItPocket.com or call 888-315-9618.
[00:52:02.740 --> 00:52:05.081]  BlockItPocket.com, enhancing health and privacy.
[00:52:08.763 --> 00:52:12.267]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[00:52:13.008 --> 00:52:13.508]  It's true.
[00:52:13.629 --> 00:52:17.573]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[00:52:17.773 --> 00:52:19.655]  It's a disinfectant called chloramine.
[00:52:20.176 --> 00:52:24.641]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[00:52:24.941 --> 00:52:37.565]  New NSF EPA certified lab tests show EPA Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[00:52:37.825 --> 00:52:41.366]  Big Berkey water filters are the original and most trusted on the market.
[00:52:41.626 --> 00:52:43.906]  The gold standard in water purification.
[00:52:44.267 --> 00:52:48.308]  And our filters last for years at less than two cents per gallon.
[00:52:48.588 --> 00:52:52.869]  Big Berkey, the one that's powerful enough to purify stagnant pond water.
[00:52:53.109 --> 00:52:54.710]  Get your Big Berkey today!
[00:52:54.850 --> 00:52:57.151]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[00:52:57.251 --> 00:52:57.851]  That's 1-877-99-BERKEY.
[00:52:57.971 --> 00:53:00.412]  Big Berkey Water Filters, for the love of clean water!
[00:53:08.407 --> 00:53:10.228]  Who's among the worst at keeping your data private?
[00:53:10.388 --> 00:53:13.869]  The Electronic Frontier Foundation Privacy Report says it's AT&T.
[00:53:14.129 --> 00:53:18.911]  AT&T customers need to know this when calling the Alex Jones 24-7 listen line at 1-605-562-9000.
[00:53:18.991 --> 00:53:21.352]  Big Brother is listening.
[00:53:21.612 --> 00:53:25.593]  No apps, no data, no internet needed, and no extra cost if you have unlimited minutes.
[00:53:25.793 --> 00:53:30.015]  Call the Alex Jones 24-7 listen line on any phone, but please don't use AT&T.
[00:53:30.135 --> 00:53:32.816]  For everyone else, bookmark Alex Jones listen line number today.
[00:53:32.836 --> 00:53:33.096]  1-605-562-9000.
[00:53:33.116 --> 00:53:33.336]  That's 1-605-562-9000.
[00:53:38.158 --> 00:53:39.238]  Hi, this is Ted Anderson.
[00:53:39.398 --> 00:53:43.720]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:53:43.900 --> 00:53:49.462]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:53:49.582 --> 00:53:52.983]  Gold has outperformed paper investments, yet no word about IRAs.
[00:53:53.143 --> 00:53:55.744]  If you would like to have gold for your retirement, call 800-686-2237.
[00:53:55.964 --> 00:54:00.706]  Don't get left behind by rising inflation and low returns.
[00:54:00.846 --> 00:54:01.066]  Call 800-686-2237.
[00:54:01.086 --> 00:54:02.466]  Secure your future and call 1-800-686-2237.
[00:54:20.973 --> 00:54:22.314]  Welcome back to the Alex Jones Show.
[00:54:22.334 --> 00:54:26.116]  I'm David Knight, and in that last segment we heard a report from Rex Jones.
[00:54:26.136 --> 00:54:34.582]  One of the people that he had in the report was talking about how the dominant factor on climate is the sun.
[00:54:35.422 --> 00:54:35.563]  Wow!
[00:54:36.325 --> 00:54:36.985]  Think about that.
[00:54:37.546 --> 00:54:42.989]  Don't you think that maybe has a little bit more effect than what you or I are doing with our cars?
[00:54:43.790 --> 00:54:54.997]  Listen, as we look at this pronouncement from the Pope last week, we need to remember that the first time he appointed somebody to the Pontifical Academy of Sciences, the first Pope did that, that was Galileo.
[00:54:56.157 --> 00:55:03.582]  And Galileo put forward Copernicus' idea of a universe that was not centered around the Earth.
[00:55:04.707 --> 00:55:12.573]  Now the Pope pushed back on that because they had a preset determination that man was the center of the universe.
[00:55:12.673 --> 00:55:15.476]  No, actually the sun is the center of the solar system.
[00:55:15.556 --> 00:55:18.138]  We revolve around that solar system.
[00:55:18.998 --> 00:55:27.865]  Now we see someone being put in the Academy of Sciences, the Pontifical Academy of Sciences by the Pope, this John Schellenhuber.
[00:55:28.766 --> 00:55:32.770]  He believes that man is the center of climate change.
[00:55:33.570 --> 00:55:39.636]  Again, the same type of mistake, not supported by scientific information.
[00:55:39.656 --> 00:55:46.702]  It's reported, supported by a lot of scientists who make their living out of selling climate fear.
[00:55:48.424 --> 00:55:58.607]  We had the head of the IPCC from the UN, the International Panel on Climate Change, just step down because he was involved in a sex scandal.
[00:55:58.987 --> 00:56:03.028]  But as he stepped down, he said, climate change is my religion.
[00:56:03.248 --> 00:56:04.348]  It is my dharma.
[00:56:04.748 --> 00:56:07.209]  They have argued this not from data.
[00:56:07.369 --> 00:56:10.090]  They have made this argument from authority.
[00:56:10.530 --> 00:56:11.290]  Listen to us.
[00:56:11.470 --> 00:56:13.591]  The majority of scientists say this.
[00:56:13.611 --> 00:56:14.151]  Well, you know what?
[00:56:14.929 --> 00:56:24.095]  Back at the time they had the first Pontifical Academy of Sciences, the majority of scientists said that the Earth was the center of the universe.
[00:56:24.495 --> 00:56:27.897]  Science is not determined by majority opinion.
[00:56:28.017 --> 00:56:29.438]  It's determined by facts.
[00:56:29.458 --> 00:56:36.823]  One of the things that bothers me, and of course this applies to what we're seeing with the secret trade agreements, the secret laws that are being created by the FISA court,
[00:56:37.785 --> 00:56:42.712]  Everything is a secret, and of course the data that these people have collected is a secret.
[00:56:42.732 --> 00:56:46.738]  We get to see what their conclusions are, we get to see what their pronouncements are.
[00:56:47.359 --> 00:56:49.101]  That's what ClimateGate was all about.
[00:56:50.128 --> 00:56:55.252]  People said, I've seen what your conclusions say, and you're projecting some stuff out here.
[00:56:55.272 --> 00:56:56.853]  We have no way of verifying your models.
[00:56:56.873 --> 00:56:57.674]  These are new models.
[00:56:57.714 --> 00:57:02.618]  You're projecting things that are out 50 years from now, 100 years from now, several centuries from now.
[00:57:03.258 --> 00:57:04.639]  We have no way to verify that.
[00:57:04.699 --> 00:57:07.862]  It's not like we can go and look at the weather forecasting models.
[00:57:07.922 --> 00:57:10.464]  And oh, by the way, John Schellenhuber,
[00:57:11.044 --> 00:57:16.650]  The Pope's science advisor says we're investing too much in things like improving weather forecasts.
[00:57:16.670 --> 00:57:18.172]  No, those are real models.
[00:57:18.212 --> 00:57:19.253]  That's real science.
[00:57:19.273 --> 00:57:21.275]  They can go out and say, is it going to rain tomorrow?
[00:57:21.355 --> 00:57:25.480]  All they look at their models to see if that's going to be true and they can actually verify that against real data.
[00:57:26.001 --> 00:57:27.542]  When it comes to climate change on these
[00:57:28.363 --> 00:57:30.124]  Large time scales.
[00:57:30.185 --> 00:57:32.586]  We have to just trust their authority.
[00:57:32.847 --> 00:57:34.908]  See, it's always been a religious issue.
[00:57:34.948 --> 00:57:42.394]  They even call people who don't blindly trust their authority, their group speak, they call us deniers.
[00:57:42.454 --> 00:57:43.235]  No, we're skeptics.
[00:57:43.255 --> 00:57:44.095]  We want to see the data.
[00:57:44.335 --> 00:57:47.438]  We've asked to see the data because their models have failed.
[00:57:47.458 --> 00:57:49.039]  They've made some short-term pronouncements.
[00:57:49.339 --> 00:57:51.901]  Those short-term pronouncements have not come true.
[00:57:51.961 --> 00:57:53.923]  Even though we've seen an increase in CO2,
[00:57:54.563 --> 00:57:58.866]  We've not seen a concurrent rise in the temperature that their models predicted.
[00:57:58.927 --> 00:57:59.927]  We haven't seen a rise.
[00:58:00.428 --> 00:58:03.690]  We haven't seen a rise in humidity that they predicted would happen.
[00:58:03.730 --> 00:58:05.091]  A lot of these things are not happening.
[00:58:05.111 --> 00:58:06.732]  Of course, they tout their models.
[00:58:06.773 --> 00:58:11.576]  This guy, Schellenhuber, he's got his institute, the PIK Institute in Germany.
[00:58:11.916 --> 00:58:13.878]  He's talking about their new model.
[00:58:13.978 --> 00:58:15.059]  Their new model is Climber 3.
[00:58:15.399 --> 00:58:16.960]  It's better than Climber 2 or Climber 1.
[00:58:17.921 --> 00:58:19.883]  Hey, why does he have a Climber 3?
[00:58:20.243 --> 00:58:24.046]  It's because Climber 1 and Climber 2 didn't give him the information.
[00:58:24.087 --> 00:58:25.568]  We asked for the information.
[00:58:25.948 --> 00:58:26.509]  We couldn't get it.
[00:58:26.589 --> 00:58:28.070]  That's why we had ClimateGate.
[00:58:28.110 --> 00:58:31.733]  That's why we found out that there were secret emails saying we have to hide the decline.
[00:58:31.753 --> 00:58:33.014]  The models are not working.
[00:58:33.955 --> 00:58:35.136]  But they keep it secret.
[00:58:35.156 --> 00:58:35.596]  Stay with us.
[00:58:35.616 --> 00:58:36.416]  We're going to be right back.
[00:58:36.516 --> 00:58:43.799]  Leanne McAdoo is going to talk to us about what she found out on the street yesterday when she talked to people about the Confederate flag.
[00:58:44.119 --> 00:58:44.859]  Is it a false flag?
[00:58:45.019 --> 00:58:45.739]  Is it a red herring?
[00:58:45.820 --> 00:58:47.560]  Are they going to come after Thomas Jefferson?
[00:58:47.600 --> 00:58:47.980]  We'll see.
[00:58:50.241 --> 00:58:53.802]  Thank you for listening to GCN.
[00:58:53.842 --> 00:58:55.663]  Visit GCNlive.com today.
[00:58:59.830 --> 00:59:05.614]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[00:59:05.954 --> 00:59:10.237]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:59:10.537 --> 00:59:18.242]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[00:59:18.482 --> 00:59:23.704]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:59:24.004 --> 00:59:29.567]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[00:59:29.947 --> 00:59:34.829]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:59:34.909 --> 00:59:38.490]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:59:38.850 --> 00:59:45.073]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[00:59:45.433 --> 00:59:50.435]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[00:59:50.595 --> 00:59:54.196]  Now available in our limited first run at Infowarslife.com.
[00:59:54.316 --> 00:59:55.657]  That's Infowarslife.com or call 888-253-3139.
[00:59:55.777 --> 00:59:57.737]  You're listening to the Alex Jones Show.
[01:00:15.578 --> 01:00:19.743]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:20.424 --> 01:00:21.225]  You want answers?
[01:00:22.006 --> 01:00:22.907]  Well, so does he.
[01:00:23.548 --> 01:00:27.212]  He's Alex Jones on the GCN Radio Network.
[01:00:27.753 --> 01:00:31.797]  And now, live from Austin, Texas, Alex Jones.
[01:00:34.781 --> 01:00:36.101]  Welcome back to the Alex Jones Show.
[01:00:36.181 --> 01:00:37.302]  I'm David Knight, your host today.
[01:00:37.802 --> 01:00:48.224]  In the next segment, we're going to be talking to Leanne McAdoo, as far as the man on the street that she did here in Austin, talking to people about the Confederate flag controversy.
[01:00:48.824 --> 01:00:51.444]  There's some real substantive issues about that.
[01:00:51.484 --> 01:00:54.245]  We're going to talk about that as well as look at the video.
[01:00:54.885 --> 01:00:59.846]  In this segment, I wanted to continue talking about this climate change issue because, as I said before,
[01:01:00.708 --> 01:01:13.498]  To put man at the center of climate change and ignore the sun is as foolish as putting the earth at the center of the solar system and saying that everything revolves around us.
[01:01:13.738 --> 01:01:15.780]  But it is even more dangerous than that.
[01:01:15.900 --> 01:01:26.108]  Because not only is it bad science, not only are we not allowed to look at the data, and remember with ClimateGate, what happened was they went to East Anglia University in the UK, they said we want to see your data because
[01:01:26.728 --> 01:01:38.719]  You've done these studies, you've drawn these conclusions, we're doing, we're talking about doing massive changes to our society and we need to validate your data to make sure that you did this correctly and well you can't see our data.
[01:01:39.619 --> 01:01:41.040]  This went on for a very long time.
[01:01:41.081 --> 01:01:44.044]  Finally, somebody leaked a thousand emails to a server in Russia.
[01:01:44.784 --> 01:01:45.845]  That was Climategate.
[01:01:46.046 --> 01:01:50.871]  We saw that they were talking about things like, let's hide the decline, the models aren't working, so forth and so on.
[01:01:51.571 --> 01:01:52.993]  That went on for quite some time.
[01:01:53.033 --> 01:01:59.620]  It looked like there was going to be some changes made, but of course, this is really about politics and religion more than it is about science, so nothing happened.
[01:02:00.060 --> 01:02:01.722]  Then again, we had a second climate gate.
[01:02:01.782 --> 01:02:05.765]  This time, 5,000 emails were leaked on that Russian server from East Anglia.
[01:02:06.105 --> 01:02:12.030]  We saw that there were also emails involving American climate, let's say, professionals.
[01:02:12.751 --> 01:02:13.572]  Experts, okay?
[01:02:14.032 --> 01:02:16.995]  Like Michael Mann of the University of Virginia.
[01:02:17.992 --> 01:02:20.373]  Again, they would not let us see their e-mails.
[01:02:20.513 --> 01:02:23.454]  I was part of a group that tried to get those e-mails revealed.
[01:02:23.874 --> 01:02:28.156]  Ken Cuccinelli in Virginia, the Attorney General, sued to get those e-mails.
[01:02:28.796 --> 01:02:32.058]  They kept those e-mails back saying, these are private e-mails.
[01:02:32.198 --> 01:02:37.480]  Well, at the time, these were all e-mails that were on the server of the University of Virginia when he was working there.
[01:02:38.260 --> 01:02:45.605]  These were things that were done on the university computer while he was being paid by the university.
[01:02:46.345 --> 01:02:47.926]  Doing work for the university.
[01:02:48.726 --> 01:02:51.408]  So that should have been seen by the public.
[01:02:51.428 --> 01:02:52.249]  It shouldn't have been private.
[01:02:52.289 --> 01:02:55.431]  Is he really on the government's payroll?
[01:02:55.511 --> 01:02:57.432]  Is he doing private work while he's there?
[01:02:58.567 --> 01:02:59.669]  That's what we need to know.
[01:02:59.809 --> 01:03:02.613]  Nevertheless, he said, well, this is also proprietary data.
[01:03:02.653 --> 01:03:04.635]  It's like, no, your research has been published.
[01:03:04.715 --> 01:03:06.898]  It is being used for public policy.
[01:03:06.998 --> 01:03:08.661]  We need to validate your data.
[01:03:08.681 --> 01:03:09.542]  They won't show it to us.
[01:03:10.002 --> 01:03:12.966]  That tells you something stinks, just like something stinks with the
[01:03:13.587 --> 01:03:15.128]  Secret trade agreements that we're seeing.
[01:03:15.668 --> 01:03:21.952]  But there's another aspect of this we really haven't talked about, and that is Schellenhuber's idea of a world government.
[01:03:21.972 --> 01:03:24.173]  Of course, he's part of the Earth League.
