[00:00.000 --> 00:15.000]  Music
[50:10.000 --> 50:20.000]  The cameras move in for the close-up, shaking with emotion by the mere presence of Alex Jones for playing a viral video.
[50:20.000 --> 50:31.000]  As far as Alex Jones' crimes, it's not clear what their claim is, but their argument is clear. According to the plaintiffs, alternative media should not exist
[50:31.000 --> 50:51.000]  and should not be allowed to report the news. Reporting for Infowars, this is Greg Rees.
[50:51.000 --> 51:05.000]  You saw this graphic, this political cartoon, radio listeners all describe it. It shows a tree and above the surface, the branches as inflation,
[51:05.000 --> 51:17.000]  high taxes, open borders, globalism, recession, defund the police, violence, human trafficking, fentanyl, deaths.
[51:17.000 --> 51:34.000]  It goes on and on. But the problem with the graphic by Brandt Co., a great political cartoonist, is it's got Joe Biden as the root and the donkey and Obama and a sippy cup.
[51:34.000 --> 51:51.000]  There's a through line of hate from massacres of indigenous people to the original sin of slavery, the terror of the Klan, anti-immigration, violence against the Irish, Italians, Chinese, Mexicans,
[51:51.000 --> 52:03.000]  so many others laced through our history. There's a through line of violence against religious groups, anti-Semitic, anti-Catholic, anti-Mormon, anti-Muslim, anti-Hindu, anti-Seek.
[52:03.000 --> 52:06.000]  And that's through line of hate never fully goes away.
[52:06.000 --> 52:11.000]  But the root crosses are really the globalists like Klaus Schwab.
[52:11.000 --> 52:20.000]  They're grooming a younger generation of globalist talent. They're focused on cultivating this next generation and they've proven that they're quite good at this.
[52:20.000 --> 52:23.000]  This is a quote from Schwab in 2017.
[52:23.000 --> 52:33.000]  I have to say that when I mention now names like Miss Angela Merkel, even Vladimir Putin and so on, they've all been young global leaders at the WEF.
[52:33.000 --> 52:41.000]  But what we're very proud of now is the young generation like Prime Minister Justin Trudeau. We penetrate the cabinet.
[52:41.000 --> 52:49.000]  But we see he's complimenting himself for doing what? Infiltrating the Canadian government, grooming the prime minister and then infiltrating his cabinet.
[52:49.000 --> 52:54.000]  So again, where does that leave the daily beast in their theory that this is some sort of a conspiracy?
[52:54.000 --> 53:02.000]  This is all a rebrand or a relaunch of the New World Order, which was again called a conspiracy, right?
[53:02.000 --> 53:11.000]  And it was to create a totalitarian world government, perhaps something akin to what we've seen from the UN, from the EU or the WHO.
[53:11.000 --> 53:18.000]  They've been in the news a little bit lately, unelected, unaccountable to the people, but they tell you what to do with your lives.
[53:18.000 --> 53:26.000]  So what the great reset architects believe is that modern democracy and a free market capitalism, not kind of capitalism we have today.
[53:26.000 --> 53:29.000]  We'll talk about that a little bit, but the free market capitalism has failed.
[53:29.000 --> 53:36.000]  And the only way to fix it is by marrying corporate interests and the increasingly powerful state.
[53:36.000 --> 53:43.000]  This will create corporatist super states or maybe one day a super state that will see a new world government take shape.
[53:43.000 --> 53:51.000]  It's already happening, though it might not necessarily take the form of a government. It's a functional dictatorship via corporations.
[53:51.000 --> 53:53.000]  That's what they're doing, and it's already happening.
[53:53.000 --> 53:56.000]  And his corporate controllers, like Bill Gates.
[53:56.000 --> 54:02.000]  This guy's unelected and he's got way too much influence in global health care.
[54:02.000 --> 54:11.000]  He's a college dropout. He's not even a coder. Did you know that? He doesn't write code.
[54:11.000 --> 54:15.000]  He's just a monopolist. That's what he's a criminal and a monopolist.
[54:15.000 --> 54:21.000]  And he went to Jeffrey Epstein's Island, which makes a lot of people say he's a child draper.
[54:21.000 --> 54:25.000]  He told Trump don't set up a commission on vaccines to study vaccines.
[54:25.000 --> 54:31.000]  That would be a dead end. That would be a bad thing. Why? What are they going to find out?
[54:31.000 --> 54:35.000]  They're going to find out that vaccines are safe and effective, right? Wouldn't that be good?
[54:35.000 --> 54:41.000]  And the King of England who is involved in all this eugenics and depopulation, King Charles III.
[54:41.000 --> 54:52.000]  At the moment we've so degraded natural systems, ecosystems, biodiversity, that it's becoming increasingly possible for nature to sustain us.
[54:52.000 --> 55:01.000]  At the moment it's all take-take. Now we've reached the situation where we really need four planets like Earth to survive or to provide enough for everybody.
[55:01.000 --> 55:18.000]  But really at the end of the day, it's the devil. It's at the root. The root cause, ladies and gentlemen, is not King Charles, not Bill Gates, not Claus Schwab, not the donkey, but it's evil.
[55:18.000 --> 55:26.000]  Call it what you want. You can say what it is. You can play games all day, but this is a fight between good versus evil.
[55:26.000 --> 55:34.000]  And everything the New World Order does is destructive to their own interest. They go out of their way to kill, steal, and destroy because they like it.
[55:34.000 --> 55:52.000]  Because they hate God's creation. They hate human destiny. They are fundamentally spiritually jealous of the Tree of Life and they want the Tree of Death.
[55:52.000 --> 56:00.000]  All right, folks, that's a very powerful report. And I want to now air before I hit more news and bring Robert Barnes on and hit this other news.
[56:00.000 --> 56:11.000]  Some of these little excerpts that the crew put together, one of them is where they attack me over cryptocurrency, like I'm a criminal, show the crew put a little promo together from that.
[56:11.000 --> 56:31.000]  And then we're going to go ahead and air before I left yesterday. Connecticut went to a Apple orchard with my wife and daughter, my five-year-old, and that's AJ talks about the ultimate revolution, God's Green Earth, which is the counter to the Tree of Death.
[56:31.000 --> 56:43.000]  So here's a little excerpt from the trial and then we'll go to the ultimate revolution, God's Green Earth.
[56:43.000 --> 56:51.000]  It's okay. Let's just stop it. It's all right. We're all good. Let's just stop it. Stop the tape. It's all right. Let's just stop. Let's reset. We're live show. No big deal.
[56:51.000 --> 57:01.000]  It's not the crew's fault. They were supposed to already air that and I just jumped in at the end of the John Bound report because it was so good and messed that up. Get the audio faded up, get it ready, and now let's roll it again.
[57:01.000 --> 57:04.000]  Okay.
[57:04.000 --> 57:12.000]  Because one of the ways that you encourage your audience to give you money is in cryptocurrency donations, right?
[57:12.000 --> 57:13.000]  Yes.
[57:13.000 --> 57:17.000]  And you have a page on your website that's just for cryptocurrency donations, right?
[57:17.000 --> 57:23.000]  www.crypto.com. We're fighting the deep state. We need money.
[57:23.000 --> 57:32.000]  All right. This is it. Give crypto fun info wars. Sponsor us with Bitcoin and other cryptocurrencies, right?
[57:32.000 --> 57:38.000]  That will end up as a clip on your show tonight. Your advertisement for your cryptocurrency page.
[57:38.000 --> 57:46.000]  You know, I mean, people want to keep us in the fight. So I mean, I hope whoever the big whales are, they'll give us money before we keep doing it.
[57:46.000 --> 57:51.000]  We'll just keep, we'll just keep minting money as you're in this courtroom.
[57:51.000 --> 57:53.000]  All right, let's move on.
[57:53.000 --> 57:56.000]  And people care about the first amendment.
[57:56.000 --> 58:11.000]  There's a famous term people use and it's God's Green Earth.
[58:11.000 --> 58:21.000]  And here I am in Connecticut on just a few acres of apple trees and you can feed thousands of people a month just on these couple acres.
[58:21.000 --> 58:22.000]  This is God's Green Earth.
[58:22.000 --> 58:28.000]  We have so much abundance. You find an airplane over most places in the country or the world. There's nobody there.
[58:28.000 --> 58:39.000]  We're all fighting over resources. Look at Ukraine. Russia is openly declaring war now, shipping in 300,000 troops on the verge of nuclear conflict.
[58:39.000 --> 58:45.000]  And here we are with the resources for everybody. We just work together. We keep killing each other.
[58:45.000 --> 58:52.000]  And that's what there was between Christ and the devil or barbarism versus the Renaissance. Just take a look right here.
[58:52.000 --> 59:01.000]  One tree alone produces hundreds of delicious, amazing apples a month.
[59:01.000 --> 59:06.000]  Apple pies, you name it, all the vitamin C, everything you need. You could live off these we need to.
[59:06.000 --> 59:17.000]  And it's right here in the palm of our hand. 100 years ago, 90% of people in the U.S. were self-sufficient and didn't take care of themselves on a farm.
[59:17.000 --> 59:21.000]  Today it's 10% or less. That's a time bomb. That's a great reset.
[59:21.000 --> 59:25.000]  Synthetic foods, GMO, taking us off the land.
[59:25.000 --> 59:37.000]  They want genetic engineering. They want Franklin foods. We've been given God's green earth. We've got to recognize we've already been given heaven.
[59:37.000 --> 59:43.000]  But we've got to take that victory and that destiny in our hands instead of all this idiocy.
[59:43.000 --> 59:55.000]  We have powerful creptilies that are threatened by human destiny that are playing us off against each other. And it's just that simple.
[59:55.000 --> 1:00:02.000]  It's a little bit of a switch and realizing that productivity in working together and being strong, not being run over, not being productive,
[1:00:02.000 --> 1:00:09.000]  and building up a real economy based on agrarian farming society that Thomas Jefferson talked about when he went.
[1:00:09.000 --> 1:00:17.000]  The power of people is spoiled. This is what God gave us in Mother Earth. This is a big treat.
[1:00:17.000 --> 1:00:25.000]  And that's what M4 War stands for. So, Sunday, forest-based, spend time in nature, grow a small garden.
[1:00:25.000 --> 1:00:32.000]  It's that first step to a bigger world. The global is when you lock in your house in a VR fake reality.
[1:00:32.000 --> 1:00:40.000]  You want to counter the Prozac, counter the television screen sickness from Netflix. Just start putting your feet in the mud.
[1:00:40.000 --> 1:00:45.000]  Just start taking a swim in a river. Just start going out in nature under the stars at night and you will break the spell.
[1:00:45.000 --> 1:00:55.000]  They have a, believe me, because I've been through it and I broke their spell as well by bathing in God's incredible creation.
[1:00:55.000 --> 1:01:03.000]  And one last point. God did just give us the fish of the sea and the cows of the land and the birds of the air and all this great fruit.
[1:01:03.000 --> 1:01:09.000]  All these great vegetables. God gave us our children and our wives and husbands. The humanities are greatest value.
[1:01:09.000 --> 1:01:14.000]  So when we abort and kill our children, we're throwing away the most incredible harvest we've got for the future.
[1:01:14.000 --> 1:01:21.000]  So don't throw away these apples. Don't cut down these trees and stop killing our children.
[1:01:21.000 --> 1:01:33.000]  So don't ever, as dark as the hour is and as out of control things are, don't you ever not realize how important you are in what you've done with your word of mouth and your action.
[1:01:33.000 --> 1:01:41.000]  And I'm talking to people that went to that puppet courthouse in Connecticut, put in four stickers up everywhere. We commend you.
[1:01:41.000 --> 1:01:43.000]  So we are in this public courthouse, yeah?
[1:01:43.000 --> 1:01:44.000]  Yes.
[1:01:44.000 --> 1:01:45.000]  That's what you're referring to?
[1:01:45.000 --> 1:01:52.000]  It's not mostly a peaceful protest where they burn down two million dollars, but that's good. But they can serve us, put up stickers and we're bad.
[1:01:52.000 --> 1:01:54.000]  I know we all need to go to prison.
[1:01:54.000 --> 1:01:57.000]  Why don't we talk about cryptocurrency?
[1:01:57.000 --> 1:01:58.000]  Okay.
[1:01:58.000 --> 1:02:06.000]  Because one of the ways that you encourage your audience to give you money is in cryptocurrency donations, right?
[1:02:06.000 --> 1:02:07.000]  Yes.
[1:02:07.000 --> 1:02:11.000]  And you have a page on your website that's just for cryptocurrency donations, right?
[1:02:11.000 --> 1:02:14.000]  infowars.com forward slash crypto.
[1:02:14.000 --> 1:02:16.000]  Is that a little advertisement just there?
[1:02:16.000 --> 1:02:17.000]  Well, we're fighting the deep state. We need money.
[1:02:17.000 --> 1:02:18.000]  Okay. All right.
[1:02:18.000 --> 1:02:26.000]  This is it. Give crypto fun infowars. Sponsor us with Bitcoin and other cryptocurrencies, right?
[1:02:26.000 --> 1:02:29.000]  That will end up as a clip on your show tonight.
[1:02:29.000 --> 1:02:32.000]  Your advertisement for your cryptocurrency page.
[1:02:32.000 --> 1:02:37.000]  You know, I mean, I mean, people want to keep us in the fight.
[1:02:37.000 --> 1:02:40.000]  So I mean, I hope whoever the big whales are, they'll give us money before we keep going.
[1:02:40.000 --> 1:02:42.000]  We'll just keep, we'll just keep.
[1:02:42.000 --> 1:02:45.000]  I mean, see money as you're in this courtroom.
[1:02:45.000 --> 1:02:47.000]  All right, let's move on.
[1:02:47.000 --> 1:02:50.000]  And people care about the first amendment.
[1:02:55.000 --> 1:03:04.000]  Well, my good friend, one of the smartest people I know, Robert Barnes, constitutional lawyer, criminal lawyer, historian joins us for the next hour.
[1:03:04.000 --> 1:03:06.000]  Thank you so much for joining us, Robert.
[1:03:06.000 --> 1:03:08.000]  We're going to obviously get into the show trial.
[1:03:08.000 --> 1:03:11.000]  They admit as the template to take down everybody else.
[1:03:11.000 --> 1:03:17.000]  And your analysis as you did the last two weeks, live coverage of it in a fabulous job with massive viewership on your own platform.
[1:03:17.000 --> 1:03:26.000]  And then after we cover this for 20 minutes or so, I want to get to the huge developments that I know you're also at the tip of the spear on suing Pfizer with whistleblowers and other things.
[1:03:26.000 --> 1:03:30.000]  Adams to sunset private sector vaccine mandate.
[1:03:30.000 --> 1:03:32.000]  I had some New York police off duty as our security.
[1:03:32.000 --> 1:03:34.000]  They were really excited about this.
[1:03:34.000 --> 1:03:37.000]  They told me about it a few days ago before even announced it.
[1:03:37.000 --> 1:03:42.000]  Also, U.S. Supreme Court to consider case against COVID vaccine mandate for New York City.
[1:03:42.000 --> 1:03:46.000]  The military has stopped it in four branches, but not the Coast Guard.
[1:03:46.000 --> 1:03:51.000]  And it's even more important news when it comes to their fake prosecutions.
[1:03:51.000 --> 1:04:02.000]  Matt Gaetz framed Matt Gaetz frame up collapses, DOJ prosecutors recommend no charges due to credibility questions of main witness.
[1:04:02.000 --> 1:04:12.000]  A woman who's like 20 something years old now saying she had sex with him when she was 17, but he didn't know.
[1:04:12.000 --> 1:04:13.000]  And then there's no proof of that.
[1:04:13.000 --> 1:04:15.000]  That's not child trafficking.
[1:04:15.000 --> 1:04:18.000]  That's not pedophilia, ladies and gentlemen.
[1:04:18.000 --> 1:04:21.000]  So they protect Jeffrey Epstein's Johns.
[1:04:21.000 --> 1:04:31.000]  They don't release the list of them and they act like Matt Gaetz is a pedophile because years and years and years ago, he was at some party on a Caribbean island with a bunch of strippers.
[1:04:31.000 --> 1:04:33.000]  Well, I'm not saying that's perfect.
[1:04:33.000 --> 1:04:37.000]  It's not a smart move, but he wasn't even in politics then hanging out with a bunch of strippers.
[1:04:37.000 --> 1:04:38.000]  It's not pedophilia.
[1:04:38.000 --> 1:04:39.000]  So this is a big deal.
[1:04:39.000 --> 1:04:42.000]  We'll be getting to that coming up as well.
[1:04:42.000 --> 1:04:44.000]  And so much more.
[1:04:44.000 --> 1:04:47.000]  Robert Barnes joins us.
[1:04:47.000 --> 1:04:49.000]  Robert will also obviously get into Russia.
[1:04:49.000 --> 1:04:56.000]  The huge escalation there that is the big central story that their national drafting announced Putin saying I'm not bluffing threatening nuclear war.
[1:04:56.000 --> 1:04:58.000]  That's coming up this hour as well.
[1:04:58.000 --> 1:05:06.000]  I think it's important front and center to talk about this show trial and your observations of this and where you see this going because I don't want to be over positive.
[1:05:06.000 --> 1:05:08.000]  They got a bunch of crying parents.
[1:05:08.000 --> 1:05:16.000]  We're barred from putting forward evidence, but a lot of former judges and current judges and a lot of people called my lawyers and said, wow, this blew up in their face.
[1:05:16.000 --> 1:05:18.000]  This is not going well.
[1:05:18.000 --> 1:05:20.000]  Chris Matty's dad is a famous lawyer.
[1:05:20.000 --> 1:05:22.000]  He's the main lawyer against me blew up at him.
[1:05:22.000 --> 1:05:27.000]  It was screaming at him Thursday after I left the stand in front of everybody.
[1:05:27.000 --> 1:05:29.000]  They are completely freaked out.
[1:05:29.000 --> 1:05:34.000]  They're asking me to be sanctioned and all the rest of it for doing press conferences.
[1:05:34.000 --> 1:05:41.000]  They don't think it went well, but start wherever you want because this is a historic case, obviously, and the blueprint to take everybody else down.
[1:05:41.000 --> 1:05:43.000]  So lay it out for us.
[1:05:43.000 --> 1:05:45.000]  Yeah, I mean, it's a show trial.
[1:05:45.000 --> 1:05:47.000]  It is a classic version of a show trial.
[1:05:47.000 --> 1:05:50.000]  I mean, even the Soviets would be embarrassed by aspects of this show trial.
[1:05:50.000 --> 1:05:55.000]  And what I mean by that is it's a trial where you're not allowed to have your day in court.
[1:05:55.000 --> 1:06:05.000]  The American system of justice is all about everybody gets their quote day in court, so much so that it's a common term of colloquially used in everyday terminology.
[1:06:05.000 --> 1:06:08.000]  And yet that is precisely what they've stripped you and denied you from doing.
[1:06:08.000 --> 1:06:10.000]  You can't even say the name Hillary Clinton.
[1:06:10.000 --> 1:06:11.000]  You can't say certain words.
[1:06:11.000 --> 1:06:13.000]  You can't claim you're innocent.
[1:06:13.000 --> 1:06:17.000]  She even the judge even instructed that you couldn't even say anything beyond yes or no.
[1:06:17.000 --> 1:06:19.000]  I mean, that's how ludicrous it was.
[1:06:19.000 --> 1:06:30.000]  And why is that and then you've had a bunch of evidence presented that is absolutely nothing to do with compensatory injury, which purportedly is what this trial is limited to the almost all the evidence.
[1:06:30.000 --> 1:06:32.000]  I mean, they were talking about Ukraine.
[1:06:32.000 --> 1:06:34.000]  They were talking about big tech.
[1:06:34.000 --> 1:06:35.000]  They're talking a lot about you.
[1:06:35.000 --> 1:06:37.000]  They're talking a lot about infowars.
[1:06:37.000 --> 1:06:41.000]  They're not talking about what damages individual plaintiffs suffer.
[1:06:41.000 --> 1:06:42.000]  I mean, let's be clear.
[1:06:42.000 --> 1:06:43.000]  Just interject here.
[1:06:43.000 --> 1:06:49.000]  They showed a magazine we put out with Obama on the cover saying Obama comes for your guns.
[1:06:49.000 --> 1:06:52.000]  Let them talk about how I didn't like Obama in case jurors were Democrats.
[1:06:52.000 --> 1:06:57.000]  And when my lawyer tried to come back and cross examine the judge said no politics.
[1:06:57.000 --> 1:06:59.000]  I mean.
[1:06:59.000 --> 1:07:01.000]  Oh, it's very much scripted.
[1:07:01.000 --> 1:07:08.000]  And there's the point of this whole trial is to present a trial where only one side is allowed to present their case.
[1:07:08.000 --> 1:07:12.000]  And it's the part of the case that's not considered relevant for this stage of the trial.
[1:07:12.000 --> 1:07:15.000]  And that's that's exactly what's taking place.
[1:07:15.000 --> 1:07:25.000]  And fortunately, you were able to successfully resist their effort for you to play to their script for you to stick to their tail for you to play the villain in their role.
[1:07:25.000 --> 1:07:29.000]  Because the truth of the matter, it's why they could never afford a trial on the merit.
[1:07:29.000 --> 1:07:33.000]  That's why they could never give you your day in court as we've seen presented.
[1:07:33.000 --> 1:07:39.000]  I mean, the lead witness was an FBI guy who knew nobody who died that day.
[1:07:39.000 --> 1:07:40.000]  Why is he suing?
[1:07:40.000 --> 1:07:41.000]  What is he?
[1:07:41.000 --> 1:07:46.000]  He's still in the FBI FBI lawyer and FBI lawyer suing Alex Jones.
[1:07:46.000 --> 1:07:52.000]  And he admitted that I never said his name and he never heard of me until the suit.
[1:07:52.000 --> 1:07:53.000]  Yeah.
[1:07:53.000 --> 1:07:59.000]  When he said on the stand, he didn't identify a single statement and he heard you make that caused him any distress.
[1:07:59.000 --> 1:08:02.000]  He didn't report any of that that I saw on the stand at all.
[1:08:02.000 --> 1:08:06.000]  And he's their lead witness, their lead plaintiff in this case.
[1:08:06.000 --> 1:08:08.000]  That speaks volumes to what's going on.
[1:08:08.000 --> 1:08:18.000]  You have a FBI lawyer helping to initiate and instigate this case suing for things like consumer fraud when he didn't buy a product or anything from Info Wars.
[1:08:18.000 --> 1:08:25.000]  Suing for defamation and libel and intentional infliction of emotional distress when he never heard Info Wars mentioned him at all ever.
[1:08:25.000 --> 1:08:29.000]  And he couldn't even identify what statement it was by Info Wars that caused him distress.
[1:08:29.000 --> 1:08:37.000]  That shows you how nuts and his own testimony rebutted the plaintiff's theory, which is the Sandy Hook Denier community.
[1:08:37.000 --> 1:08:45.000]  Long predated and long post dated anything Alex Jones or Info Wars ever said about the subject for a moment.
[1:08:45.000 --> 1:08:47.000]  And so this has nothing to do with you.
[1:08:47.000 --> 1:08:55.000]  They're trying to blame you for the actions of other people that they can't even tie or connect to you because it doesn't even line up chronologically.
[1:08:55.000 --> 1:08:59.000]  So it exposed their whole case in a quick easy nutshell.
[1:08:59.000 --> 1:09:02.000]  And then you add to that that they have had all this evidence.
[1:09:02.000 --> 1:09:11.000]  I mean, how was a default judgment issued on the theory that you didn't produce discovery when they have more discovery than any plaintiff has ever had in the history of libel lawsuit.
[1:09:11.000 --> 1:09:20.000]  They have all the banking, all the text messages, all the emails, the daily orders, which they cherry picked the few biggest days to make our viewers that we have plenty of money.
[1:09:20.000 --> 1:09:25.000]  They have and they're showing it and then we're not allowed to say we gave them evidence.
[1:09:25.000 --> 1:09:26.000]  Exactly.
[1:09:26.000 --> 1:09:28.000]  Not allowed to say you're innocent.
[1:09:28.000 --> 1:09:31.000]  Not allowed to say their whole theory of the case is wrong and bogus.
[1:09:31.000 --> 1:09:36.000]  It is what Norm Pattis described it as in the opening statement in the case, your lawyer.
[1:09:36.000 --> 1:09:42.000]  What Norm said is that this is an attempt to weaponize private grief into political profit.
[1:09:42.000 --> 1:09:44.000]  And by the way, let me just commend you.
[1:09:44.000 --> 1:09:52.000]  You were on the case for about a year, but you had so many cases and it was in multiple states that you bowed out.
[1:09:52.000 --> 1:09:56.000]  You're the guy that hired Norm Pattis and he's definitely done a really good job.
[1:09:56.000 --> 1:09:59.000]  Yeah, Norm is a great old school civil rights lefty.
[1:09:59.000 --> 1:10:01.000]  He's like Dershowitz.
[1:10:01.000 --> 1:10:11.000]  He's one of those people that actually part of the old left, the Berkeley free speech movement that still believes in free speech, that still believes in due process, that still believes in trial by jury,
[1:10:11.000 --> 1:10:19.000]  that still believes in defending the dissidents, the independence, the outspoken voices disfavored by the institutional power and establishment.
[1:10:19.000 --> 1:10:23.000]  And I think what we saw, I mean, everything was grandstanding from the plaintiffs.
[1:10:23.000 --> 1:10:29.000]  90% of the evidence had nothing to do with what supposedly is being tried here.
[1:10:29.000 --> 1:10:32.000]  Any aspect of the defense was mostly precluded in gag.
[1:10:32.000 --> 1:10:39.000]  I have never seen a judge tell a party that they can't answer any question except by yes or no.
[1:10:39.000 --> 1:10:42.000]  And many of those questions were simply not yes or no questions.
[1:10:42.000 --> 1:10:45.000]  There are questions that could not be capable answered yes or no.
[1:10:45.000 --> 1:10:48.000]  And then if you speak out, you're threatened with contempt charges.
[1:10:48.000 --> 1:10:55.000]  If you speak out in front of the courthouse and exercise your First Amendment in front of the courthouse, they're attacking you and wanting to sanction you for that.
[1:10:55.000 --> 1:10:58.000]  And remember, she said, you can't speak to these eight things.
[1:10:58.000 --> 1:11:02.000]  You're innocent, bankruptcy, Remington settlement, any of that.
[1:11:02.000 --> 1:11:04.000]  And no other lawyers won't ask you that.
[1:11:04.000 --> 1:11:07.000]  That's all Mattie did.
[1:11:07.000 --> 1:11:11.000]  Oh yeah, absolutely, because what he, the goal was to prescript the trial.
[1:11:11.000 --> 1:11:14.000]  So the judge says you can't answer in certain ways.
[1:11:14.000 --> 1:11:23.000]  The judge is allowing the lawyer to ask a lot of questions and go into a lot of evidence that has nothing to do with damages, nothing to do with compensatory injury.
[1:11:23.000 --> 1:11:25.000]  And yet, that was the goal.
[1:11:25.000 --> 1:11:28.000]  It's very much what show trials were all about.
[1:11:28.000 --> 1:11:31.000]  Show trials were about scripting something for public theater.
[1:11:31.000 --> 1:11:40.000]  And that's what this entire case has been about because the court has ignored basic rules of due process and trial by jury and rules of evidence in the process.
[1:11:40.000 --> 1:11:46.000]  Not allowing complete, the rule of completeness, for example, requires they present your entire statement as to a subject.
[1:11:46.000 --> 1:11:53.000]  They're refusing to do that, not allowing you to present it through contrast with it, not allowing impeachment material.
[1:11:53.000 --> 1:12:02.000]  I mean, for example, I was waiting to hear from any of the plaintiffs how they, that their injury was caused by something you said or did.
[1:12:02.000 --> 1:12:06.000]  And instead, what I heard were stories that didn't mostly relate to you at all.
[1:12:06.000 --> 1:12:18.000]  And it's like, what, I mean, this is, I mean, they're now not only eviscerating First Amendment protections in order to undermine Second Amendment outspokenness in America while getting rid of due process under the Fifth Amendment,
[1:12:18.000 --> 1:12:24.000]  right to counsel protections under the Sixth Amendment, right to trial by jury under the Seventh Amendment, all of those things.
[1:12:24.000 --> 1:12:33.000]  They're also now trying to selectively say that if you say certain things and somebody else does something, you're responsible for what those things are.
[1:12:33.000 --> 1:12:38.000]  But only if you're on the wrong political side, even if they have no causal connection.
[1:12:38.000 --> 1:12:45.000]  How are people harassing Sandy Hook parents related to anything InfoWars said when InfoWars had said nothing about Sandy Hook?
[1:12:45.000 --> 1:12:49.000]  And by the way, they have no evidence of anybody harassing him.
[1:12:49.000 --> 1:12:53.000]  It's all literally, the only person I ever said his name is Robbie Parker.
[1:12:53.000 --> 1:12:57.000]  And I said, the internet thinks this is fake. Here's the clip.
[1:12:57.000 --> 1:13:03.000]  I said Sandy Hook happened for like a year. The internet didn't believe it. Our listeners said, please look into this.
[1:13:03.000 --> 1:13:07.000]  So I said, let's look into it. So the idea that I can't even question is just insane.
[1:13:07.000 --> 1:13:14.000]  I can't get into attorney client stuff, obviously, Robert, but they were calling our lawyers back there yesterday morning.
[1:13:14.000 --> 1:13:23.000]  They were in full panic. They were on the ropes and they basically didn't even want me to testify yesterday and didn't know what to do.
[1:13:23.000 --> 1:13:30.000]  And we said, yeah, we'll just come back and we're able to quote, present our case, even though we're handcuffed and straightjacketed and restricted next week.
[1:13:30.000 --> 1:13:34.000]  Why even have, you know, Norm do a cross examination on the limited stuff?
[1:13:34.000 --> 1:13:39.000]  Maddie said, because Maddie crapped the bed in Norm Pattison's words, but they were in complete panic.
[1:13:39.000 --> 1:13:44.000]  Even the media agreed that it blew up in their face. Chris Maddie went completely insane.
[1:13:44.000 --> 1:13:48.000]  We'll play the clip coming up here in a few minutes. Where do you see all this going?
[1:13:48.000 --> 1:13:54.000]  Well, I mean, I think their script is not going to plan because their script is false and that's their problem.
[1:13:54.000 --> 1:14:09.000]  And so they're trying to and because Norm Pattison has refused to go along with their effort to script this trial and and you refuse to go along with efforts to limit your ability to defend yourself adequately as you're constitutionally entitled to within the rules.
[1:14:09.000 --> 1:14:14.000]  They're not having success and you're seeing their emotional frustration be publicly expressed.
[1:14:14.000 --> 1:14:21.000]  I mean, to be honest with you, from a pure legal perspective, law lawyer perspective, this has been very incompetent representation.
[1:14:21.000 --> 1:14:30.000]  I mean, these parents have had ineffective representation. I understand that this is a very politically powerful connected law firm in Connecticut.
[1:14:30.000 --> 1:14:36.000]  But I heard from many people who are on the plaintiff's side in this case, who thought that the plaintiff's lawyer was terrible.
[1:14:36.000 --> 1:14:49.000]  And it's because he's more politically motivated to prosecute this case. It appears to me that he is actually getting to truth or justice because actual justice would rule against him and actual truth is in fact against him.
[1:14:49.000 --> 1:15:01.000]  And that's why he can't that's why he's stuck in this situation trying to do a Soviet style, Stasi style, Cuban Fidel Castro style show trial, but can't achieve it because the truth is still leaking out anyway.
[1:15:01.000 --> 1:15:11.000]  The emotional truth, the normative truth, the factual truth, all coming out that these are mostly drummed up charges based on a false fake narrative that never happened.
[1:15:11.000 --> 1:15:20.000]  Alex Jones and Info Wars didn't make money off Sandy Hook. Alex Jones and Info Wars were not the originators, instigators or primary propagators of any second guessing of Sandy Hook.
[1:15:20.000 --> 1:15:26.000]  The main 99% of what Info Wars published and printed in broadcast is that Sandy Hook happened.
[1:15:26.000 --> 1:15:31.000]  The question was, I mean, they can't even understand what the Reichstag fire is. They can't even understand what a false flag is.
[1:15:31.000 --> 1:15:39.000]  A false flag originated from pirates, putting up a false flag to trick the both they were about to hijack and loot.
[1:15:39.000 --> 1:15:49.000]  That doesn't mean the looting didn't happen or the hijacking didn't happen. A false flag is an event that did in fact happen, but the cause and the culprit are inaccurately identified.
[1:15:49.000 --> 1:15:59.000]  And that is precisely what's been taking place and what were the issues concerning Sandy Hook, which is it turns out the politicians pocketed the money rather than put school safety first.
[1:15:59.000 --> 1:16:09.000]  And if they had done so, if they'd done something as simple as allow teachers to lock the inside of the doors of the bathrooms inside their classrooms, be able to lock the inside of the doors into their classrooms,
[1:16:09.000 --> 1:16:17.000]  be able to have other means of self-defense available, such as trained people with guns in the teachers and school safety personnel.
[1:16:17.000 --> 1:16:23.000]  Then the reality is a lot of those kids are alive today, but the politicians couldn't let that message get out.
[1:16:23.000 --> 1:16:31.000]  And the reality is the Democratic Party, he didn't like the fact that you put up a poll at InfoWars that asked what might be a future false flag.
[1:16:31.000 --> 1:16:39.000]  But that's because what's the political reality right now? The political reality right now is the more school shootings happen, the more plaintiffs lawyers like his firm profit,
[1:16:39.000 --> 1:16:48.000]  the more school shootings happen, the more the Democratic Party with their good and control agenda profit, they don't have an incentive to maximize school safety.
[1:16:48.000 --> 1:16:54.000]  And that's why they're, that's why they covered up what happened at Sandy Hook and the school safety inadequacy that took place there.
