[00:00.000 --> 00:07.000]  Infowars. Tomorrow's news. Today.
[46:24.000 --> 46:28.000]  I'm
[46:28.000 --> 46:32.000]  I'm
[46:32.000 --> 46:36.000]  I'm
[46:36.000 --> 46:40.000]  I'm
[46:40.000 --> 46:44.000]  I'm
[46:44.000 --> 46:48.000]  I'm
[46:48.000 --> 46:52.000]  I'm
[46:52.000 --> 46:56.000]  I'm
[46:56.000 --> 47:00.000]  I'm
[47:00.000 --> 47:04.000]  I'm
[47:04.000 --> 47:08.000]  I'm
[47:08.000 --> 47:12.000]  I'm
[47:12.000 --> 47:16.000]  I'm
[47:16.000 --> 47:20.000]  I'm
[47:20.000 --> 47:24.000]  I'm
[47:24.000 --> 47:32.000]  I'm
[47:32.000 --> 47:36.000]  I'm
[47:36.000 --> 47:40.000]  I'm
[47:40.000 --> 47:44.000]  I'm
[47:44.000 --> 47:48.000]  I'm
[47:48.000 --> 47:52.000]  I'm
[47:52.000 --> 47:56.000]  I'm
[47:56.000 --> 48:00.000]  I'm
[48:00.000 --> 48:04.000]  I'm
[48:04.000 --> 48:08.000]  I'm
[48:08.000 --> 48:12.000]  I'm
[48:12.000 --> 48:16.000]  I'm
[48:16.000 --> 48:20.000]  I'm
[48:20.000 --> 48:24.000]  I'm
[48:24.000 --> 48:28.000]  I'm
[48:28.000 --> 48:32.000]  I'm
[48:32.000 --> 48:36.000]  I'm
[48:36.000 --> 48:40.000]  I'm
[48:40.000 --> 48:44.000]  I'm
[48:44.000 --> 48:48.000]  I'm
[48:48.000 --> 48:52.000]  I'm
[48:52.000 --> 48:56.000]  I'm
[48:56.000 --> 49:00.000]  I'm
[49:00.000 --> 49:04.000]  I'm
[49:04.000 --> 49:08.000]  I'm
[49:08.000 --> 49:12.000]  I'm
[49:12.000 --> 49:16.000]  I'm
[49:16.000 --> 49:20.000]  I'm
[49:20.000 --> 49:24.000]  I'm
[49:24.000 --> 49:28.000]  I'm
[49:28.000 --> 49:32.000]  I'm
[49:32.000 --> 49:36.000]  I'm
[49:36.000 --> 49:40.000]  I'm
[49:40.000 --> 49:44.000]  I'm
[49:44.000 --> 49:48.000]  I'm
[49:48.000 --> 49:52.000]  I'm
[49:52.000 --> 49:56.000]  I'm
[49:56.000 --> 50:00.000]  I'm
[50:00.000 --> 50:04.000]  I'm
[50:04.000 --> 50:08.000]  I'm
[50:08.000 --> 50:12.000]  I'm
[50:12.000 --> 50:16.000]  I'm
[50:16.000 --> 50:20.000]  I'm
[50:20.000 --> 50:24.000]  I'm
[50:24.000 --> 50:28.000]  I'm
[50:28.000 --> 50:32.000]  I'm
[50:32.000 --> 50:36.000]  I'm
[50:36.000 --> 50:42.000]  I'm
[50:42.000 --> 50:46.000]  I'm
[50:46.000 --> 50:50.000]  I'm
[50:50.000 --> 50:54.000]  I'm
[50:54.000 --> 50:58.000]  I'm
[50:58.000 --> 51:02.000]  I'm
[51:02.000 --> 51:06.000]  I'm
[51:06.000 --> 51:10.000]  I'm
[51:10.000 --> 51:14.000]  I'm
[51:14.000 --> 51:18.000]  I'm
[51:18.000 --> 51:22.000]  I'm
[51:22.000 --> 51:26.000]  I'm
[51:26.000 --> 51:30.000]  I'm
[51:30.000 --> 51:34.000]  I'm
[51:34.000 --> 51:38.000]  I'm
[51:38.000 --> 51:42.000]  I'm
[51:42.000 --> 51:46.000]  I'm
[51:46.000 --> 51:50.000]  I'm
[51:50.000 --> 51:54.000]  I'm
[51:54.000 --> 51:58.000]  I'm
[51:58.000 --> 52:02.000]  I'm
[52:02.000 --> 52:06.000]  I'm
[52:06.000 --> 52:10.000]  I'm
[52:10.000 --> 52:14.000]  I'm
[52:14.000 --> 52:18.000]  I'm
[52:18.000 --> 52:22.000]  I'm
[52:22.000 --> 52:26.000]  I'm
[52:26.000 --> 52:30.000]  I'm
[52:30.000 --> 52:34.000]  I'm
[52:34.000 --> 52:38.000]  I'm
[52:38.000 --> 52:42.000]  I'm
[52:42.000 --> 52:46.000]  I'm
[52:46.000 --> 52:50.000]  I'm
[52:50.000 --> 52:54.000]  I'm
[52:54.000 --> 52:58.000]  I'm
[52:58.000 --> 53:02.000]  I'm
[53:02.000 --> 53:06.000]  I'm
[53:06.000 --> 53:10.000]  I'm
[53:10.000 --> 53:14.000]  I'm
[53:14.000 --> 53:18.000]  I'm
[53:18.000 --> 53:22.000]  I'm
[53:22.000 --> 53:26.000]  I'm
[53:26.000 --> 53:30.000]  I'm
[53:30.000 --> 53:34.000]  I'm
[53:34.000 --> 53:38.000]  I'm
[53:38.000 --> 53:42.000]  I'm
[53:42.000 --> 53:46.000]  I'm
[53:46.000 --> 53:50.000]  I'm
[53:50.000 --> 53:54.000]  I'm
[53:54.000 --> 53:58.000]  I'm
[53:58.000 --> 54:02.000]  I'm
[54:02.000 --> 54:06.000]  I'm
[54:06.000 --> 54:10.000]  I'm
[54:10.000 --> 54:14.000]  I'm
[54:14.000 --> 54:18.000]  I'm
[54:18.000 --> 54:22.000]  I'm
[54:22.000 --> 54:26.000]  I'm
[54:26.000 --> 54:30.000]  I'm
[54:30.000 --> 54:34.000]  I'm
[54:34.000 --> 54:38.000]  I'm
[54:38.000 --> 54:42.000]  I'm
[54:42.000 --> 54:50.000]  I'm
[54:50.000 --> 54:54.000]  I'm
[54:54.000 --> 54:58.000]  I'm
[54:58.000 --> 55:02.000]  I'm
[55:02.000 --> 55:06.000]  I'm
[55:06.000 --> 55:10.000]  I'm
[55:10.000 --> 55:14.000]  I'm
[55:14.000 --> 55:18.000]  I'm
[55:18.000 --> 55:22.000]  I'm
[55:22.000 --> 55:26.000]  I'm
[55:26.000 --> 55:38.000]  I'm
[55:38.000 --> 55:42.000]  I'm
[55:42.000 --> 55:46.000]  I'm
[55:46.000 --> 55:50.000]  I'm
[55:50.000 --> 55:54.000]  I'm
[55:54.000 --> 55:58.000]  I'm
[55:58.000 --> 56:02.000]  I'm
[56:02.000 --> 56:10.000]  I'm
[56:10.000 --> 56:14.000]  I'm
[56:14.000 --> 56:18.000]  I'm
[56:18.000 --> 56:22.000]  I'm
[56:22.000 --> 56:26.000]  I'm
[56:26.000 --> 56:30.000]  I'm
[56:30.000 --> 56:34.000]  I'm
[56:34.000 --> 56:38.000]  I'm
[56:38.000 --> 56:42.000]  I'm
[56:42.000 --> 56:46.000]  I'm
[56:46.000 --> 56:50.000]  I'm
[56:50.000 --> 56:54.000]  I'm
[56:54.000 --> 56:58.000]  I'm
[56:58.000 --> 57:02.000]  I'm
[57:02.000 --> 57:06.000]  I'm
[57:06.000 --> 57:10.000]  I'm
[57:10.000 --> 57:14.000]  I'm
[57:14.000 --> 57:18.000]  I'm
[57:18.000 --> 57:22.000]  I'm
[57:22.000 --> 57:26.000]  I'm
[57:26.000 --> 57:30.000]  I'm
[57:30.000 --> 57:34.000]  I'm
[57:34.000 --> 57:38.000]  I'm
[57:38.000 --> 57:42.000]  I'm
[57:42.000 --> 57:46.000]  I'm
[57:46.000 --> 57:50.000]  I'm
[57:50.000 --> 57:54.000]  I'm
[57:54.000 --> 57:58.000]  I'm
[57:58.000 --> 58:02.000]  I'm
[58:02.000 --> 58:06.000]  I'm
[58:06.000 --> 58:10.000]  I'm
[58:10.000 --> 58:14.000]  I'm
[58:14.000 --> 58:18.000]  I'm
[58:18.000 --> 58:22.000]  I'm
[58:22.000 --> 58:26.000]  I'm
[58:26.000 --> 58:30.000]  I'm
[58:30.000 --> 58:34.000]  I'm
[58:34.000 --> 58:38.000]  I'm
[58:38.000 --> 58:42.000]  I'm
[58:42.000 --> 58:46.000]  I'm
[58:46.000 --> 58:54.000]  I'm
[58:54.000 --> 58:58.000]  I'm
[58:58.000 --> 59:02.000]  I'm
[59:02.000 --> 59:06.000]  I'm
[59:06.000 --> 59:10.000]  I'm
[59:10.000 --> 59:14.000]  I'm
[59:14.000 --> 59:18.000]  I'm
[59:18.000 --> 59:22.000]  I'm
[59:22.000 --> 59:26.000]  I'm
[59:26.000 --> 59:30.000]  I'm
[59:30.000 --> 59:34.000]  I'm
[59:34.000 --> 59:38.000]  I'm
[59:38.000 --> 59:42.000]  I'm
[59:42.000 --> 59:46.000]  I'm
[59:46.000 --> 59:50.000]  I'm
[59:50.000 --> 59:54.000]  I'm
[59:54.000 --> 59:58.000]  I'm
[59:58.000 --> 1:00:02.000]  I'm
[1:00:02.000 --> 1:00:06.000]  I'm
[1:00:06.000 --> 1:00:12.000]  I'm
[1:00:12.000 --> 1:00:16.000]  I'm
[1:00:16.000 --> 1:00:20.000]  I'm
[1:00:20.000 --> 1:00:24.000]  I'm
[1:00:24.000 --> 1:00:28.000]  I'm
[1:00:28.000 --> 1:00:32.000]  I'm
[1:00:32.000 --> 1:00:36.000]  I'm
[1:00:36.000 --> 1:00:40.000]  I'm
[1:00:40.000 --> 1:00:44.000]  I'm
[1:00:44.000 --> 1:00:48.000]  I'm
[1:00:48.000 --> 1:00:52.000]  I'm
[1:00:52.000 --> 1:00:56.000]  I'm
[1:00:56.000 --> 1:01:00.000]  I'm
[1:01:00.000 --> 1:01:04.000]  I'm
[1:01:04.000 --> 1:01:08.000]  I'm
[1:01:08.000 --> 1:01:12.000]  I'm
[1:01:12.000 --> 1:01:16.000]  I'm
[1:01:16.000 --> 1:01:20.000]  I'm
[1:01:20.000 --> 1:01:24.000]  I'm
[1:01:24.000 --> 1:01:28.000]  I'm
[1:01:28.000 --> 1:01:32.000]  I'm
[1:01:32.000 --> 1:01:36.000]  I'm
[1:01:36.000 --> 1:01:40.000]  I'm
[1:01:40.000 --> 1:01:44.000]  I'm
[1:01:44.000 --> 1:01:48.000]  I'm
[1:01:48.000 --> 1:01:52.000]  I'm
[1:01:52.000 --> 1:01:58.000]  I'm
[1:01:58.000 --> 1:02:02.000]  I'm
[1:02:02.000 --> 1:02:06.000]  I'm
[1:02:06.000 --> 1:02:10.000]  I'm
[1:02:10.000 --> 1:02:14.000]  I'm
[1:02:14.000 --> 1:02:18.000]  I'm
[1:02:18.000 --> 1:02:22.000]  I'm
[1:02:22.000 --> 1:02:26.000]  I'm
[1:02:26.000 --> 1:02:30.000]  I'm
[1:02:30.000 --> 1:02:34.000]  I'm
[1:02:34.000 --> 1:02:38.000]  I'm
[1:02:38.000 --> 1:02:42.000]  I'm
[1:02:42.000 --> 1:02:50.000]  I'm
[1:02:50.000 --> 1:02:54.000]  I'm
[1:02:54.000 --> 1:02:58.000]  I'm
[1:02:58.000 --> 1:03:02.000]  I'm
[1:03:02.000 --> 1:03:06.000]  I'm
[1:03:06.000 --> 1:03:10.000]  I'm
[1:03:10.000 --> 1:03:14.000]  I'm
[1:03:14.000 --> 1:03:18.000]  I'm
[1:03:18.000 --> 1:03:22.000]  I'm
[1:03:22.000 --> 1:03:26.000]  I'm
[1:03:26.000 --> 1:03:30.000]  I'm
[1:03:30.000 --> 1:03:34.000]  I'm
[1:03:34.000 --> 1:03:38.000]  I'm
[1:03:38.000 --> 1:03:42.000]  I'm
[1:03:42.000 --> 1:03:46.000]  I'm
[1:03:46.000 --> 1:03:50.000]  I'm
[1:03:50.000 --> 1:03:54.000]  I'm
[1:03:54.000 --> 1:03:58.000]  I'm
[1:03:58.000 --> 1:04:02.000]  I'm
[1:04:02.000 --> 1:04:06.000]  I'm
[1:04:06.000 --> 1:04:10.000]  I'm
[1:04:10.000 --> 1:04:14.000]  I'm
[1:04:14.000 --> 1:04:18.000]  I'm
[1:04:18.000 --> 1:04:22.000]  I'm
[1:04:22.000 --> 1:04:26.000]  I'm
[1:04:26.000 --> 1:04:30.000]  I'm
[1:04:30.000 --> 1:04:36.000]  I'm
[1:04:36.000 --> 1:04:40.000]  I'm
[1:04:40.000 --> 1:04:44.000]  I'm
[1:04:44.000 --> 1:04:48.000]  I'm
[1:04:48.000 --> 1:04:52.000]  I'm
[1:04:52.000 --> 1:04:56.000]  I'm
[1:04:56.000 --> 1:05:00.000]  I'm
[1:05:00.000 --> 1:05:04.000]  I'm
[1:05:04.000 --> 1:05:08.000]  I'm
[1:05:08.000 --> 1:05:12.000]  I'm
[1:05:12.000 --> 1:05:16.000]  I'm
[1:05:16.000 --> 1:05:20.000]  I'm
[1:05:20.000 --> 1:05:24.000]  I'm
[1:05:24.000 --> 1:05:28.000]  I'm
[1:05:28.000 --> 1:05:32.000]  I'm
[1:05:32.000 --> 1:05:36.000]  I'm
[1:05:36.000 --> 1:05:40.000]  I'm
[1:05:40.000 --> 1:05:44.000]  I'm
[1:05:44.000 --> 1:05:48.000]  I'm
[1:05:48.000 --> 1:05:52.000]  I'm
[1:05:52.000 --> 1:05:56.000]  I'm
[1:05:56.000 --> 1:06:00.000]  I'm
[1:06:00.000 --> 1:06:04.000]  I'm
[1:06:04.000 --> 1:06:08.000]  I'm
[1:06:08.000 --> 1:06:12.000]  I'm
[1:06:12.000 --> 1:06:16.000]  I'm
[1:06:16.000 --> 1:06:22.000]  I'm
[1:06:22.000 --> 1:06:26.000]  I'm
[1:06:26.000 --> 1:06:30.000]  I'm
[1:06:30.000 --> 1:06:34.000]  I'm
[1:06:34.000 --> 1:06:38.000]  I'm
[1:06:38.000 --> 1:06:42.000]  I'm
[1:06:42.000 --> 1:06:46.000]  I'm
[1:06:46.000 --> 1:06:50.000]  I'm
[1:06:50.000 --> 1:06:54.000]  I'm
[1:06:54.000 --> 1:06:58.000]  I'm
[1:06:58.000 --> 1:07:02.000]  I'm
[1:07:02.000 --> 1:07:06.000]  I'm
[1:07:06.000 --> 1:07:10.000]  I'm
[1:07:10.000 --> 1:07:14.000]  I'm
[1:07:14.000 --> 1:07:18.000]  I'm
[1:07:18.000 --> 1:07:22.000]  I'm
[1:07:22.000 --> 1:07:26.000]  I'm
[1:07:26.000 --> 1:07:30.000]  I'm
[1:07:30.000 --> 1:07:34.000]  I'm
[1:07:34.000 --> 1:07:38.000]  I'm
[1:07:38.000 --> 1:07:42.000]  I'm
[1:07:42.000 --> 1:07:46.000]  I'm
[1:07:46.000 --> 1:07:50.000]  I'm
[1:07:50.000 --> 1:07:54.000]  I'm
[1:07:54.000 --> 1:07:58.000]  I'm
[1:07:58.000 --> 1:08:02.000]  I'm
[1:08:02.000 --> 1:08:06.000]  I'm
[1:08:06.000 --> 1:08:10.000]  I'm
[1:08:10.000 --> 1:08:14.000]  I'm
[1:08:14.000 --> 1:08:18.000]  I'm
[1:08:18.000 --> 1:08:22.000]  I'm
[1:08:22.000 --> 1:08:26.000]  I'm
[1:08:26.000 --> 1:08:30.000]  I'm
[1:08:30.000 --> 1:08:34.000]  I'm
[1:08:34.000 --> 1:08:38.000]  I'm
[1:08:38.000 --> 1:08:42.000]  I'm
[1:08:42.000 --> 1:08:46.000]  I'm
[1:08:46.000 --> 1:08:50.000]  I'm
[1:08:50.000 --> 1:08:54.000]  I'm
[1:08:54.000 --> 1:08:58.000]  I'm
[1:08:58.000 --> 1:09:02.000]  I'm
[1:09:02.000 --> 1:09:06.000]  I'm
[1:09:06.000 --> 1:09:10.000]  I'm
[1:09:10.000 --> 1:09:14.000]  I'm
[1:09:14.000 --> 1:09:18.000]  I'm
[1:09:18.000 --> 1:09:22.000]  I'm
[1:09:22.000 --> 1:09:26.000]  I'm
[1:09:26.000 --> 1:09:30.000]  I'm
[1:09:30.000 --> 1:09:34.000]  I'm
[1:09:34.000 --> 1:09:38.000]  I'm
[1:09:38.000 --> 1:09:42.000]  I'm
[1:09:42.000 --> 1:09:46.000]  I'm
[1:09:46.000 --> 1:09:50.000]  I'm
[1:09:50.000 --> 1:09:54.000]  I'm
[1:09:54.000 --> 1:09:58.000]  I'm
[1:09:58.000 --> 1:10:02.000]  I'm
[1:10:02.000 --> 1:10:06.000]  I'm
[1:10:06.000 --> 1:10:10.000]  I'm
[1:10:10.000 --> 1:10:14.000]  I'm
[1:10:14.000 --> 1:10:18.000]  I'm
[1:10:18.000 --> 1:10:22.000]  I'm
[1:10:22.000 --> 1:10:26.000]  I'm
[1:10:26.000 --> 1:10:30.000]  I'm
[1:10:30.000 --> 1:10:34.000]  I'm
[1:10:34.000 --> 1:10:38.000]  I'm
[1:10:38.000 --> 1:10:42.000]  I'm
[1:10:42.000 --> 1:10:46.000]  I'm
[1:10:46.000 --> 1:10:50.000]  I'm
[1:10:50.000 --> 1:10:56.000]  I'm
[1:10:56.000 --> 1:11:00.000]  I'm
[1:11:00.000 --> 1:11:04.000]  I'm
[1:11:04.000 --> 1:11:08.000]  I'm
[1:11:08.000 --> 1:11:12.000]  I'm
[1:11:12.000 --> 1:11:16.000]  I'm
[1:11:16.000 --> 1:11:20.000]  I'm
[1:11:20.000 --> 1:11:24.000]  I'm
[1:11:24.000 --> 1:11:28.000]  I'm
[1:11:28.000 --> 1:11:32.000]  I'm
[1:11:32.000 --> 1:11:36.000]  I'm
[1:11:36.000 --> 1:11:40.000]  I'm
[1:11:40.000 --> 1:11:46.000]  I'm
[1:11:46.000 --> 1:11:50.000]  I'm
[1:11:50.000 --> 1:11:54.000]  I'm
[1:11:54.000 --> 1:11:58.000]  I'm
[1:11:58.000 --> 1:12:02.000]  I'm
[1:12:02.000 --> 1:12:06.000]  I'm
[1:12:06.000 --> 1:12:10.000]  I'm
[1:12:10.000 --> 1:12:14.000]  I'm
[1:12:14.000 --> 1:12:18.000]  I'm
[1:12:18.000 --> 1:12:22.000]  I'm
[1:12:22.000 --> 1:12:26.000]  I'm
[1:12:26.000 --> 1:12:30.000]  I'm
[1:12:30.000 --> 1:12:34.000]  I'm
[1:12:34.000 --> 1:12:38.000]  I'm
[1:12:38.000 --> 1:12:42.000]  I'm
[1:12:42.000 --> 1:12:46.000]  I'm
[1:12:46.000 --> 1:12:50.000]  I'm
[1:12:50.000 --> 1:12:54.000]  I'm
[1:12:54.000 --> 1:12:58.000]  I'm
[1:12:58.000 --> 1:13:02.000]  I'm
[1:13:02.000 --> 1:13:06.000]  I'm
[1:13:06.000 --> 1:13:10.000]  I'm
[1:13:10.000 --> 1:13:14.000]  I'm
[1:13:14.000 --> 1:13:18.000]  I'm
[1:13:18.000 --> 1:13:22.000]  I'm
[1:13:22.000 --> 1:13:26.000]  I'm
[1:13:26.000 --> 1:13:30.000]  I'm
[1:13:30.000 --> 1:13:34.000]  I'm
[1:13:34.000 --> 1:13:38.000]  I'm
[1:13:38.000 --> 1:13:42.000]  I'm
[1:13:42.000 --> 1:13:46.000]  I'm
[1:13:46.000 --> 1:13:50.000]  I'm
[1:13:50.000 --> 1:13:54.000]  I'm
[1:13:54.000 --> 1:13:58.000]  I'm
[1:13:58.000 --> 1:14:02.000]  I'm
[1:14:02.000 --> 1:14:06.000]  I'm
[1:14:06.000 --> 1:14:10.000]  I'm
[1:14:10.000 --> 1:14:14.000]  I'm
[1:14:14.000 --> 1:14:18.000]  I'm
[1:14:18.000 --> 1:14:22.000]  I'm
[1:14:22.000 --> 1:14:26.000]  I'm
[1:14:26.000 --> 1:14:30.000]  I'm
[1:14:30.000 --> 1:14:34.000]  I'm
[1:14:34.000 --> 1:14:38.000]  I'm
[1:14:38.000 --> 1:14:42.000]  I'm
[1:14:42.000 --> 1:14:46.000]  I'm
[1:14:46.000 --> 1:14:50.000]  I'm
[1:14:50.000 --> 1:14:54.000]  I'm
[1:14:54.000 --> 1:14:58.000]  I'm
[1:14:58.000 --> 1:15:02.000]  I'm
[1:15:02.000 --> 1:15:06.000]  I'm
[1:15:06.000 --> 1:15:10.000]  I'm
[1:15:10.000 --> 1:15:14.000]  I'm
[1:15:14.000 --> 1:15:18.000]  I'm
[1:15:18.000 --> 1:15:22.000]  I'm
[1:15:22.000 --> 1:15:26.000]  I'm
[1:15:26.000 --> 1:15:30.000]  I'm
[1:15:30.000 --> 1:15:34.000]  I'm
[1:15:34.000 --> 1:15:38.000]  I'm
[1:15:38.000 --> 1:15:42.000]  I'm
[1:15:42.000 --> 1:15:46.000]  I'm
[1:15:46.000 --> 1:15:50.000]  I'm
[1:15:50.000 --> 1:15:54.000]  I'm
[1:15:54.000 --> 1:15:58.000]  I'm
[1:15:58.000 --> 1:16:02.000]  I'm
[1:16:02.000 --> 1:16:06.000]  I'm
[1:16:06.000 --> 1:16:10.000]  I'm
[1:16:10.000 --> 1:16:14.000]  I'm
[1:16:14.000 --> 1:16:18.000]  I'm
[1:16:18.000 --> 1:16:22.000]  I'm
[1:16:22.000 --> 1:16:26.000]  I'm
[1:16:26.000 --> 1:16:30.000]  I'm
[1:16:30.000 --> 1:16:34.000]  I'm
[1:16:34.000 --> 1:16:38.000]  I'm
[1:16:38.000 --> 1:16:42.000]  I'm
[1:16:42.000 --> 1:16:48.000]  I'm
[1:16:48.000 --> 1:16:52.000]  I'm
[1:16:52.000 --> 1:16:56.000]  I'm
[1:16:56.000 --> 1:17:00.000]  I'm
[1:17:00.000 --> 1:17:04.000]  I'm
[1:17:04.000 --> 1:17:08.000]  I'm
[1:17:08.000 --> 1:17:12.000]  I'm
[1:17:12.000 --> 1:17:16.000]  I'm
[1:17:16.000 --> 1:17:20.000]  I'm
[1:17:20.000 --> 1:17:24.000]  I'm
[1:17:24.000 --> 1:17:28.000]  I'm
[1:17:28.000 --> 1:17:32.000]  I'm
[1:17:32.000 --> 1:17:36.000]  I'm
[1:17:36.000 --> 1:17:40.000]  I'm
[1:17:40.000 --> 1:17:44.000]  I'm
[1:17:44.000 --> 1:17:48.000]  I'm
[1:17:48.000 --> 1:17:52.000]  I'm
[1:17:52.000 --> 1:17:56.000]  I'm
[1:17:56.000 --> 1:18:00.000]  I'm
[1:18:00.000 --> 1:18:06.000]  I'm
[1:18:06.000 --> 1:18:10.000]  I'm
[1:18:10.000 --> 1:18:14.000]  I'm
[1:18:14.000 --> 1:18:18.000]  I'm
[1:18:18.000 --> 1:18:22.000]  I'm
[1:18:22.000 --> 1:18:26.000]  I'm
[1:18:26.000 --> 1:18:30.000]  I'm
[1:18:30.000 --> 1:18:34.000]  I'm
[1:18:34.000 --> 1:18:38.000]  I'm
[1:18:38.000 --> 1:18:42.000]  I'm
[1:18:42.000 --> 1:18:46.000]  I'm
[1:18:46.000 --> 1:18:50.000]  I'm
[1:18:50.000 --> 1:18:54.000]  I'm
[1:18:54.000 --> 1:18:58.000]  I'm
[1:18:58.000 --> 1:19:02.000]  I'm
[1:19:02.000 --> 1:19:06.000]  I'm
[1:19:06.000 --> 1:19:10.000]  I'm
[1:19:10.000 --> 1:19:14.000]  I'm
[1:19:14.000 --> 1:19:18.000]  I'm
[1:19:18.000 --> 1:19:22.000]  I'm
[1:19:22.000 --> 1:19:26.000]  I'm
[1:19:26.000 --> 1:19:30.000]  I'm
[1:19:30.000 --> 1:19:34.000]  I'm
[1:19:34.000 --> 1:19:38.000]  I'm
[1:19:38.000 --> 1:19:42.000]  I'm
[1:19:42.000 --> 1:19:46.000]  I'm
[1:19:46.000 --> 1:19:50.000]  I'm
[1:19:50.000 --> 1:19:54.000]  I'm
[1:19:54.000 --> 1:19:58.000]  I'm
[1:19:58.000 --> 1:20:02.000]  I'm
[1:20:02.000 --> 1:20:06.000]  I'm
[1:20:06.000 --> 1:20:10.000]  I'm
[1:20:10.000 --> 1:20:14.000]  I'm
[1:20:14.000 --> 1:20:20.000]  I'm
[1:20:20.000 --> 1:20:24.000]  I'm
[1:20:24.000 --> 1:20:28.000]  I'm
[1:20:28.000 --> 1:20:32.000]  I'm
[1:20:32.000 --> 1:20:36.000]  I'm
[1:20:36.000 --> 1:20:40.000]  I'm
[1:20:40.000 --> 1:20:44.000]  I'm
[1:20:44.000 --> 1:20:48.000]  I'm
[1:20:48.000 --> 1:20:52.000]  I'm
[1:20:52.000 --> 1:20:56.000]  I'm
[1:20:56.000 --> 1:21:00.000]  I'm
[1:21:00.000 --> 1:21:04.000]  I'm
[1:21:04.000 --> 1:21:08.000]  I'm
[1:21:08.000 --> 1:21:12.000]  I'm
[1:21:12.000 --> 1:21:16.000]  I'm
[1:21:16.000 --> 1:21:20.000]  I'm
[1:21:20.000 --> 1:21:24.000]  I'm
[1:21:24.000 --> 1:21:28.000]  I'm
[1:21:28.000 --> 1:21:32.000]  I'm
[1:21:32.000 --> 1:21:36.000]  I'm
[1:21:36.000 --> 1:21:40.000]  I'm
[1:21:40.000 --> 1:21:44.000]  I'm
[1:21:44.000 --> 1:21:48.000]  I'm
[1:21:48.000 --> 1:21:52.000]  I'm
[1:21:52.000 --> 1:21:56.000]  I'm
[1:21:56.000 --> 1:22:00.000]  I'm
[1:22:00.000 --> 1:22:04.000]  I'm
[1:22:04.000 --> 1:22:08.000]  I'm
[1:22:08.000 --> 1:22:12.000]  I'm
[1:22:12.000 --> 1:22:16.000]  I'm
[1:22:16.000 --> 1:22:20.000]  I'm
[1:22:20.000 --> 1:22:24.000]  I'm
[1:22:24.000 --> 1:22:28.000]  I'm
[1:22:28.000 --> 1:22:32.000]  I'm
[1:22:32.000 --> 1:22:36.000]  I'm
[1:22:36.000 --> 1:22:40.000]  I'm
[1:22:40.000 --> 1:22:44.000]  I'm
[1:22:44.000 --> 1:22:48.000]  I'm
[1:22:48.000 --> 1:23:00.000]  I'm
[1:23:00.000 --> 1:23:04.000]  I'm
[1:23:04.000 --> 1:23:08.000]  I'm
[1:23:08.000 --> 1:23:12.000]  I'm
[1:23:12.000 --> 1:23:16.000]  I'm
[1:23:16.000 --> 1:23:20.000]  I'm
[1:23:20.000 --> 1:23:24.000]  I'm
[1:23:24.000 --> 1:23:28.000]  I'm
[1:23:28.000 --> 1:23:32.000]  I'm
[1:23:32.000 --> 1:23:36.000]  I'm
[1:23:36.000 --> 1:23:40.000]  I'm
[1:23:40.000 --> 1:23:44.000]  I'm
[1:23:44.000 --> 1:23:48.000]  I'm
[1:23:48.000 --> 1:23:52.000]  I'm
[1:23:52.000 --> 1:23:56.000]  I'm
[1:23:56.000 --> 1:24:00.000]  I'm
[1:24:00.000 --> 1:24:04.000]  I'm
[1:24:04.000 --> 1:24:08.000]  I'm
[1:24:08.000 --> 1:24:12.000]  I'm
[1:24:12.000 --> 1:24:16.000]  I'm
[1:24:16.000 --> 1:24:20.000]  I'm
[1:24:20.000 --> 1:24:24.000]  I'm
[1:24:24.000 --> 1:24:28.000]  I'm
[1:24:28.000 --> 1:24:32.000]  I'm
[1:24:32.000 --> 1:24:36.000]  I'm
[1:24:36.000 --> 1:24:40.000]  I'm
[1:24:40.000 --> 1:24:44.000]  I'm
[1:24:44.000 --> 1:24:48.000]  I'm
[1:24:48.000 --> 1:24:52.000]  I'm
[1:24:52.000 --> 1:24:56.000]  I'm
[1:24:56.000 --> 1:25:00.000]  I'm
[1:25:00.000 --> 1:25:04.000]  I'm
[1:25:04.000 --> 1:25:08.000]  I'm
[1:25:08.000 --> 1:25:12.000]  I'm
[1:25:12.000 --> 1:25:16.000]  I'm
[1:25:16.000 --> 1:25:20.000]  I'm
[1:25:20.000 --> 1:25:24.000]  I'm
[1:25:24.000 --> 1:25:28.000]  I'm
[1:25:28.000 --> 1:25:32.000]  I'm
[1:25:32.000 --> 1:25:36.000]  I'm
[1:25:36.000 --> 1:25:40.000]  I'm
[1:25:40.000 --> 1:25:44.000]  I'm
[1:25:44.000 --> 1:25:48.000]  I'm
[1:25:48.000 --> 1:25:52.000]  I'm
[1:25:52.000 --> 1:25:56.000]  I'm
[1:25:56.000 --> 1:26:00.000]  I'm
[1:26:00.000 --> 1:26:04.000]  I'm
[1:26:04.000 --> 1:26:08.000]  I'm
[1:26:08.000 --> 1:26:12.000]  I'm
[1:26:12.000 --> 1:26:16.000]  I'm
[1:26:16.000 --> 1:26:20.000]  I'm
[1:26:20.000 --> 1:26:24.000]  I'm
[1:26:24.000 --> 1:26:28.000]  I'm
[1:26:28.000 --> 1:26:32.000]  I'm
[1:26:32.000 --> 1:26:36.000]  I'm
[1:26:36.000 --> 1:26:40.000]  I'm
