[00:00:00.000 --> 00:00:15.439]  [MUSIC PLAYING]
[00:21:52.677 --> 00:21:57.881]  No one would say anything like that with a media company that doesn't even have its talent under contract anyway.
[00:21:57.981 --> 00:22:03.245]  So, I mean, it's a patently insane calculation, not based on any economic assessment.
[00:22:03.366 --> 00:22:04.226]  But explain how that works.
[00:22:04.266 --> 00:22:12.056]   I'm not comparing myself to Michael Jordan, but they're like, They're trying to blow up Bulls Stadium because Michael Jordan and his prime is playing there.
[00:22:13.018 --> 00:22:17.662]  But Michael Jordan, if they burn down the stadium, he just goes and works for the Lakers or for whoever he wants.
[00:22:17.682 --> 00:22:24.708]  The point is, is that they see me as the Michael Jordan of populist, conservative, anti-globalism, and we are.
[00:22:24.748 --> 00:22:25.328]  The listeners are.
[00:22:25.689 --> 00:22:26.609]  This whole family is.
[00:22:26.669 --> 00:22:27.710]  We are Michael Jordan together.
[00:22:28.271 --> 00:22:36.998]  But they still don't get... I was sitting there in like the fifth deposition they have of me for Connecticut, and he goes, what is the most valuable asset of InfoWars?
[00:22:37.699 --> 00:22:38.379]  I said, it's me.
[00:22:39.560 --> 00:22:47.667]  But, like, they think, like, I'm loyal to the audience, I'm loyal to the crew, I'm loyal to this infrastructure, but I can go anywhere and do the show, everybody's gonna come anyways.
[00:22:47.908 --> 00:22:48.048]  Right.
[00:22:48.248 --> 00:22:51.211]  So they don't even, they're like, he's over, it's over.
[00:22:51.311 --> 00:22:55.554]  No, this big operation, this crew I'm loyal to, was set up back when we were on social media.
[00:22:56.335 --> 00:22:58.577]  I've just kept them employed and spent all my personal money.
[00:22:58.717 --> 00:23:00.018]  I'm out of money keeping them employed.
[00:23:00.238 --> 00:23:01.399]  It's like this ridiculous joke!
[00:23:01.419 --> 00:23:02.420]  Oh, completely.
[00:23:02.440 --> 00:23:05.822]  What they don't understand is they can't, in fact, shut down the audience.
[00:23:06.243 --> 00:23:07.644]  They can't suppress the audience.
[00:23:07.664 --> 00:23:13.248]  They can't really shut down or suppress your voice, and they can't shut down and suppress the audience from supporting that voice.
[00:23:13.268 --> 00:23:13.568]  That's right.
[00:23:13.608 --> 00:23:19.292]  As long as we can have somewhere that's a beachhead, even if I don't own it, and I'm on air, they can't shut that down.
[00:23:19.533 --> 00:23:19.893]  Exactly.
[00:23:19.953 --> 00:23:20.693]  And that's their problem.
[00:23:20.793 --> 00:23:25.501]   And all they're making me do is do that. Right, they're making you be creative and
[00:23:25.501 --> 00:23:30.662]   intelligent and informed and be strategically ahead of the curve to fight the system and fight the man on their own
[00:23:30.662 --> 00:23:31.261]  terms.
[00:23:31.261 --> 00:23:37.441]   And that's all they're really doing. And because the thing they've never understood is they've always thought that the
[00:23:37.441 --> 00:23:40.261]  audience was kind of fake and that you were kind of fake.
[00:23:40.261 --> 00:23:43.261]  And they didn't understand it couldn't be more opposite.
[00:23:43.261 --> 00:23:46.390]  The reason the audience exists is because of how real it is.
[00:23:46.390 --> 00:23:49.261]   And the reason you exist is because of how authentic you are.
[00:23:49.261 --> 00:23:53.261]   So that's what they don't understand. They cannot crush the American spirit.
[00:23:53.261 --> 00:23:57.261]   That's it. And they believe they can crush me and they can crush you. And I'm not just saying that.
[00:23:57.610 --> 00:23:59.694]  This is a battle of wills, ladies and gentlemen.
[00:24:01.277 --> 00:24:01.878]  That's why now...
[00:24:04.594 --> 00:24:13.063]  I'm quite frankly surprised, because listeners are so used to us being steadfast, so used to us being resilient, that they're like, OK, well Jones has said he's close to oblivion quite a bit.
[00:24:13.083 --> 00:24:15.965]  We're getting a little extra support, but not what we should.
[00:24:16.766 --> 00:24:23.253]  And I think if it becomes evident where we actually do start shutting down, we'll have a lot of support, and then we'll try to reorganize and do something.
[00:24:23.293 --> 00:24:25.315]  But now's the time to support, if you ever were.
[00:24:25.655 --> 00:24:35.259]  Oh, no doubt, because this is what keeps InfoWars alive on a monthly basis, that pays all the salaries, that makes sure that it's broadcast can continue to be made, and continue to be distributed, and continue to be shared.
[00:24:35.619 --> 00:24:39.121]  So as long as the audience holds the line, they cannot breach that line.
[00:24:39.141 --> 00:24:45.884]  And Robert, how beautiful it is, is it, that there's no extra money, so they're doing these huge expenditures and long-time wars to shut us down.
[00:24:46.984 --> 00:24:53.910]  And we're just, our listeners just hold the line in a stalemate while the new world order comes out in the open and our credibility goes way up.
[00:24:54.391 --> 00:24:57.113]  They don't understand, like, every month our credibility goes up.
[00:24:57.513 --> 00:24:58.975]  Every month their credibility goes down.
[00:24:59.395 --> 00:25:03.859]  They don't understand, like, they think we're strangling us, and they don't understand, no, it's the other way around.
[00:25:04.079 --> 00:25:04.439]  Precisely.
[00:25:04.519 --> 00:25:06.360]  It's very much like the Battle of Bunker Hill.
[00:25:06.400 --> 00:25:14.543]  They thought they would win, and the British did win the Battle of Bunker Hill, but they lost the ultimate battle of the spirit and the soul because of how people fought back and resisted.
[00:25:14.823 --> 00:25:35.451]   So as long as the people hold the line, as long as they see InfoWars is still there, as long as they hear Alex Jones' voice is still heard, as long as the people are continued to get what they want to get and to distribute it accordingly and have heard and have listened to what they want to have heard and listened to, Then that will break down their ability to crush the populist movement and the American freedom movement.
[00:25:35.511 --> 00:25:39.453]  Well, Robert, they're always saying I'm this Machiavellian genius, and I'm not.
[00:25:39.513 --> 00:25:41.394]  I just go with my guts and what I think's right.
[00:25:41.655 --> 00:25:41.815]  Yes.
[00:25:42.515 --> 00:25:48.339]  And what they don't understand is if I was Machiavelli, I'd shut this down and disappear for six months.
[00:25:49.159 --> 00:25:53.442]  The minute I came back anywhere, it would have hundreds of millions of views.
[00:25:54.369 --> 00:25:56.852]  But I don't want to do that because of my crew and everything else.
[00:25:57.632 --> 00:25:58.834]  But they just, they don't even know.
[00:25:58.854 --> 00:26:00.215]  They don't even know how media works.
[00:26:00.295 --> 00:26:01.757]  It's like, it's really bizarre.
[00:26:02.037 --> 00:26:12.228]  They don't even get that as long as we stay on air and don't let them convince us that we've lost and convince us we've been silenced and convince us we're bad or they're the ones that lie on purpose, we make mistakes.
[00:26:13.530 --> 00:26:14.991]  We just got bigger from this!
[00:26:15.551 --> 00:26:18.312]  More people than ever are going to want to know, well, what is this forbidden thing?
[00:26:18.653 --> 00:26:20.153]  What is this fruit I'm not supposed to have?
[00:26:20.573 --> 00:26:20.994]  Oh, exactly.
[00:26:21.034 --> 00:26:23.655]  Well, you nuke Alex Jones, you get Godzilla.
[00:26:23.975 --> 00:26:24.976]  You don't get Hiroshima.
[00:26:25.336 --> 00:26:31.699]  And I think that's what they still don't understand and that they still won't understand as long as the people hold the line.
[00:26:31.919 --> 00:26:33.020]  Everybody holds the line.
[00:26:33.240 --> 00:26:34.881]  They will not be able to breach the line.
[00:26:35.221 --> 00:26:36.001]  And that's the key.
[00:26:36.021 --> 00:26:39.103]  But that's a great analogy from the latest Godzilla movie.
[00:26:40.003 --> 00:26:43.144]  When they nuked Godzilla, that's when he really gets powerful, because he was made out of radiation.
[00:26:43.485 --> 00:26:43.765]  Exactly.
[00:26:43.785 --> 00:26:44.665]  And that's what they don't understand.
[00:26:44.985 --> 00:26:50.248]  It's not fun being nuked, but I tell you, it's a little... Well, I mean, hey, you might as well live in interesting times.
[00:26:50.588 --> 00:26:51.869]  And so it's the willy.
[00:26:52.109 --> 00:26:58.311]  Every great story needs a great crisis, needs a great obstacle, needs a great difficulty.
[00:26:58.572 --> 00:27:03.514]  It's what gives the story its moral weight and moral power and potency.
[00:27:03.954 --> 00:27:04.875]  And that's no different here.
[00:27:04.975 --> 00:27:10.739]  This is the system's attempt to take out populist independent voices by every means possible.
[00:27:11.119 --> 00:27:25.648]  And the reality is they can't because they can't crush the soul and the spirit of working-class ordinary Americans who will hold the line, have held the line, and that is why freedom stays alive is because of ordinary people like the audience holding the line.
[00:27:26.209 --> 00:27:26.889]  I totally agree.
[00:27:26.929 --> 00:27:28.490]  Let's play some of these clips we promised to.
[00:27:28.570 --> 00:27:30.311]  I spent hours getting these together.
[00:27:30.331 --> 00:27:31.272]  We haven't played one yet.
[00:27:32.053 --> 00:27:35.138]   Let's play Clip 21.
[00:27:35.458 --> 00:27:36.579]  Here they are in closing arguments.
[00:27:36.599 --> 00:27:37.360]  This is just part of it.
[00:27:37.840 --> 00:27:41.983]  They say take away his megaphone, shut him down, he's patient, zero, send a message.
[00:27:42.364 --> 00:27:44.486]  This is their declaration of war against the First Amendment.
[00:27:44.946 --> 00:27:50.271]  Fashioning Sandy Hook not just into a Second Amendment killing operation, but a First Amendment killing operation.
[00:27:50.291 --> 00:27:50.651]  Here it is.
[00:27:51.792 --> 00:28:00.483]   I ask that with your verdict you not only Take Alex Jones' platform that he talks about away.
[00:28:01.304 --> 00:28:05.566]  I ask that you make certain he can't rebuild the platform.
[00:28:06.047 --> 00:28:07.067]  That's what matters.
[00:28:09.168 --> 00:28:19.354]  Take him out of this discourse, of this misinformation, of this peddling of lies, and make sure he can't do it again.
[00:28:20.975 --> 00:28:22.016]  That is punishment.
[00:28:22.796 --> 00:28:29.796]  That is deterrence.
[00:28:29.796 --> 00:28:34.796]  This information spreads six times faster than the truth.
[00:28:35.303 --> 00:28:39.905]  That's what we heard on that stand, and I believe it.
[00:28:39.945 --> 00:28:43.347]  Alex Jones found a way to monetize that.
[00:28:44.408 --> 00:28:46.549]  Boy, did he find a way to monetize it.
[00:28:47.409 --> 00:28:55.394]  And in monetizing that, he made a wealth, a huge, huge amount of money.
[00:28:57.203 --> 00:29:02.046]  I hope that we never see someone like him again.
[00:29:03.927 --> 00:29:06.548]  I hope that with your verdict he can go away.
[00:29:08.930 --> 00:29:18.335]  Alex Jones is patient zero for our society's inability to speak without lies.
[00:29:19.976 --> 00:29:20.576]  I believe it.
[00:29:22.839 --> 00:29:27.381]  He is patient zero for alternative facts.
[00:29:28.721 --> 00:29:29.842]  You heard it on that stand.
[00:29:30.502 --> 00:29:30.722]  Ms.
[00:29:30.742 --> 00:29:36.944]  Karpova on that stand literally used the words alternative facts or alternative reality, something like that.
[00:29:39.745 --> 00:29:40.306]  Sickening.
[00:29:41.706 --> 00:29:42.226]  Sickening.
[00:29:42.406 --> 00:29:43.667]  Two men can have a baby.
[00:29:43.747 --> 00:29:45.288]  Two women can have a baby in prison.
[00:29:46.548 --> 00:29:47.889]  Two plus two equals seven.
[00:29:48.969 --> 00:29:50.109]  Open borders is good.
[00:29:50.189 --> 00:29:51.370]  Joe Biden really got elected.
[00:29:52.402 --> 00:29:53.804]  Inflation isn't inflation.
[00:29:55.446 --> 00:29:57.888]  We're not in a recession, but a recession's not that bad.
[00:29:57.908 --> 00:30:00.531]  It goes on.
[00:30:00.751 --> 00:30:02.934]  There's like 10 minutes I want to play on the Sunday show tomorrow.
[00:30:03.334 --> 00:30:07.239]  His whole closing deal was just like, take his megaphone away.
[00:30:07.359 --> 00:30:08.220]  Ban everybody else.
[00:30:08.580 --> 00:30:09.541]  It starts with him.
[00:30:09.561 --> 00:30:11.003]  Now we'll have the truth.
[00:30:11.463 --> 00:30:12.064]  Well, put it this way.
[00:30:12.104 --> 00:30:14.507]  If you had said what he had said, they would have accused you of a death threat.
[00:30:14.787 --> 00:30:14.987]  Right?
[00:30:15.227 --> 00:30:16.329]  Take him out.
[00:30:16.629 --> 00:30:17.170]  Those are his words.
[00:30:17.230 --> 00:30:18.311]  And listen to the way he said it.
[00:30:18.571 --> 00:30:19.292]  Take him out.
[00:30:19.512 --> 00:30:20.173]  Take him out.
[00:30:20.393 --> 00:30:21.535]  That's the language being used.
[00:30:21.875 --> 00:30:24.378]  Never let someone like him ever show up again.
[00:30:25.039 --> 00:30:26.320]  That's what this case has been about.
[00:30:26.440 --> 00:30:27.441]  Send a message to everybody.
[00:30:27.461 --> 00:30:29.002]  You shut up, you dirty Americans.
[00:30:29.463 --> 00:30:30.884]  You flyover country scum.
[00:30:31.244 --> 00:30:33.246]  Or we will take you out.
[00:30:33.486 --> 00:30:35.688]  That's the message that they want the world to hear.
[00:30:35.748 --> 00:30:37.990]  That's the message they want the world to fear.
[00:30:38.371 --> 00:30:41.053]  And that is why it is so critical people continue to hold the line.
[00:30:41.313 --> 00:30:42.855]  Well, that's right.
[00:30:42.895 --> 00:30:44.536]  I mean, look.
[00:30:44.697 --> 00:30:45.918]  Ain't no retiring now.
[00:30:46.038 --> 00:30:48.660]  Ain't no going into lower gear now.
[00:30:51.226 --> 00:30:54.911]  Let me tell you, these people with their statements gave me more energy than I've ever had.
[00:30:55.032 --> 00:30:55.612]  It's on.
[00:30:55.632 --> 00:31:00.840]  You know, they have the phone and the secret contacts with Vlad, and you know, they were supposed to be going over to Moscow soon or whatever.
[00:31:00.860 --> 00:31:04.445]  Oh, I'm going to play more of their clips, but let's talk about that.
[00:31:05.026 --> 00:31:06.188]  It's six months of my phone.
[00:31:07.714 --> 00:31:09.195]  Late 2019, early 2020.
[00:31:09.996 --> 00:31:11.037]  It's some CPAC stuff.
[00:31:11.998 --> 00:31:14.640]  And it's pictures of my wife and me and the kids and stuff like that.
[00:31:15.401 --> 00:31:18.964]  And I gave Texas and I gave Connecticut the phones.
[00:31:19.425 --> 00:31:21.407]  They were searching them in six-month tranches.
[00:31:22.448 --> 00:31:26.852]  And the paralegal left like a six-month raw thing in there.
[00:31:27.392 --> 00:31:28.113]  And we all went through it.
[00:31:28.153 --> 00:31:28.753]  There's nothing there.
[00:31:29.701 --> 00:31:30.742]  We didn't do anything wrong anyways.
[00:31:31.522 --> 00:31:33.223]  And so he's like, we have two years.
[00:31:33.263 --> 00:31:34.404]  We have the whole phone.
[00:31:34.444 --> 00:31:35.144]  That was not true.
[00:31:35.644 --> 00:31:35.804]  Yeah.
[00:31:35.945 --> 00:31:37.465]  Like they have Hunter Biden's laptop.
[00:31:37.786 --> 00:31:39.146]  And of course, well, where's the crack pipes?
[00:31:39.206 --> 00:31:39.827]  Where's the whores?
[00:31:39.847 --> 00:31:40.987]  Where's the, sorry.
[00:31:41.308 --> 00:31:43.509]  I mean, there was a photo.
[00:31:43.549 --> 00:31:45.170]  I sent my wife or her naked.
[00:31:45.290 --> 00:31:45.530]  Okay.
[00:31:45.550 --> 00:31:46.050]  They got that.
[00:31:46.551 --> 00:31:48.011]  So my wife looks pretty good.
[00:31:48.052 --> 00:31:48.272]  Go ahead.
[00:31:48.332 --> 00:31:51.934]  I mean, the point is, is that there's one naked picture of my wife in there.
[00:31:52.334 --> 00:31:53.875]  So that's what they've got.
[00:31:54.455 --> 00:31:57.417]  And it's just no dick pics, no nothing.
[00:31:58.264 --> 00:32:01.545]  So, so, so, so, I mean, I'm a hard-working guy, guys.
[00:32:01.585 --> 00:32:03.226]  I'm not like running around party time here.
[00:32:03.806 --> 00:32:09.888]  I wish I was, but that's what's so insane about this is they tell you that and they act like that.
[00:32:09.988 --> 00:32:11.268]  Oh, January 6th has got it.
[00:32:11.588 --> 00:32:12.489]  It isn't even in 2021.
[00:32:14.049 --> 00:32:14.670]  It's from 2019.
[00:32:14.810 --> 00:32:17.932]  Yeah, it's more fake news.
[00:32:18.332 --> 00:32:27.599]  And it's an attempt to sort of... I mean, what's extraordinary is they got to see a microscopic up-close view of InfoWars and Alex Jones and they couldn't produce any incriminatory information.
[00:32:27.619 --> 00:32:29.721]  That's why they had... They had one text message about Paul.
[00:32:30.661 --> 00:32:31.482]  This looks like a B.S.
[00:32:31.502 --> 00:32:32.822]  Sandy Hook story.
[00:32:32.922 --> 00:32:35.544]  Exactly, which had nothing to do with Sandy Hook.
[00:32:35.644 --> 00:32:38.425]  Oh, we have your phone, and here it is!
[00:32:39.786 --> 00:32:42.407]  There's no basis of a criminal case whatsoever.
[00:32:42.448 --> 00:32:43.308]  There's no perjury.
[00:32:43.328 --> 00:32:44.088]  There's no lies.
[00:32:44.349 --> 00:32:45.809]  There never was discovery abuses.
[00:32:45.829 --> 00:32:50.112]  The only lies were the courts trying to make up stories about what existed and didn't exist.
[00:32:50.352 --> 00:32:54.174]  Well, the evidence that, basically, it was, give us the evidence that you're guilty.
[00:32:54.314 --> 00:32:55.995]  Well, I'm innocent, Your Honor.
[00:32:56.175 --> 00:32:59.397]  Okay, I will declare that you're guilty because you declared yourself innocent.
[00:33:00.017 --> 00:33:01.858]  They go, intimate Roger Stone text.
[00:33:02.438 --> 00:33:05.320]  It's like Roger saying, yeah, my wife fell and broke her leg.
[00:33:05.781 --> 00:33:06.441]  God, it's hard.
[00:33:06.741 --> 00:33:08.702]  Somebody just beat us up in the parking lot.
[00:33:09.263 --> 00:33:10.463]  I'm like, I'm so sorry, man.
[00:33:10.623 --> 00:33:11.464]  And that's intimate.
[00:33:11.824 --> 00:33:12.284]  Yeah, I know.
[00:33:12.545 --> 00:33:13.965]  I mean, all of it's just one thing.
[00:33:14.186 --> 00:33:18.308]  If there was anything there, it would be on the front page of CNN and The New York Times and everywhere else.
[00:33:18.348 --> 00:33:20.810]  It would have already been fully disclosed and revealed and released.
[00:33:21.210 --> 00:33:22.170]  There isn't anything there.
[00:33:22.370 --> 00:33:22.991]  It's like Trump.
[00:33:23.251 --> 00:33:30.136]  In other words, they get to do a macroscopic, microscopic look at your entire life, and all they can come up with is pretty much nothing.
[00:33:30.517 --> 00:33:32.218]  And that's because that's the reality and the truth.
[00:33:32.258 --> 00:33:35.060]  I remember somebody asked me, you know, what are the secrets of Alex Jones?
[00:33:35.241 --> 00:33:40.965]  Like, the real secrets, if you've got a sneak peek of his life, is he likes barbecue, he likes steak, he likes women, he likes water.
[00:33:40.985 --> 00:33:43.167]  I was about to say, his messages are like, will you go get me a T-bone?
[00:33:43.467 --> 00:33:44.087]  Yeah, exactly!
[00:33:44.327 --> 00:33:50.889]  I mean, he loves fireworks, he loves July 4th, he loves being out on the lake, he loves shooting guns that are fun in safe places.
[00:33:51.289 --> 00:33:52.289]  That's who Alex Jones is.
[00:33:52.329 --> 00:33:54.430]  That's the deep, dark secret of Alex Jones.
[00:33:54.450 --> 00:33:58.031]  If you've got a sneak peek into Alex Jones' life, that's what you find.
[00:33:58.431 --> 00:34:01.792]  An old-fashioned, old-school, true American.
[00:34:02.152 --> 00:34:04.333]  That's what drives them as crazy as anything else.
[00:34:04.973 --> 00:34:09.734]  Imagine how frustrated they were to have six months on my phone and there's one naked picture of my wife.
[00:34:10.599 --> 00:34:11.060]  I don't know.
[00:34:11.100 --> 00:34:12.261]  There's nothing there.
[00:34:12.601 --> 00:34:13.141]  Put it this way.
[00:34:13.261 --> 00:34:14.202]  That's my wife!
[00:34:14.943 --> 00:34:16.444]  I consider confession through projection.
[00:34:16.624 --> 00:34:22.548]  You can imagine what's on some of these people's phones, and what's on some of these people's computer profiles, and what's on some of these people's search engines.
[00:34:22.888 --> 00:34:28.933]  I mean, you can just look at some of the social media of some of the people who follow this Alex Jones hate community.
[00:34:29.333 --> 00:34:35.358]  And go, hmm, these people you don't want around your daughter, these people you don't want to be within a mile of if you can avoid it.
[00:34:35.578 --> 00:34:38.500]  You definitely don't want to be in a dark alley or a bedroom with them, that's for sure.
[00:34:38.840 --> 00:34:40.582]  It's that kind of vibe that you get.
[00:34:40.842 --> 00:34:45.645]   They project their own sins upon those they accuse when in fact Absolutely.
[00:34:45.665 --> 00:34:46.866]  So, let's play a few more clips here.
[00:34:46.706 --> 00:34:48.226]  those people they're criticizing.
[00:34:48.226 --> 00:34:49.266]  And that's what they found.
[00:34:49.266 --> 00:34:52.486]   They got to do the whole review, and at the end of the day,
[00:34:52.486 --> 00:34:57.485]   they couldn't find anything of consequence, and that's why they got stuck talking big.
[00:34:57.485 --> 00:34:59.346]  And how do they say it in Texas?
[00:34:59.346 --> 00:35:00.945]  All hat, no cattle.
[00:35:00.945 --> 00:35:01.786]  Absolutely.
[00:35:01.786 --> 00:35:05.026]  So let's play a few more clips here.
[00:35:05.026 --> 00:35:11.405]   Here is the judge scolding me for lying, saying I'm in bankruptcy,
[00:35:12.385 --> 00:35:17.385]  and scolding me for saying I'm innocent.
[00:35:17.782 --> 00:35:19.263]  Because you're not allowed to do that in America.
[00:35:19.803 --> 00:35:20.924]  And then let's play clip 23.
[00:35:21.144 --> 00:35:22.624]  Let's play these back-to-back.
[00:35:23.105 --> 00:35:25.326]  This is Bankston talking about his master plan.
[00:35:25.346 --> 00:35:25.686]  Here it is.
[00:35:27.407 --> 00:35:33.530]  You may not say to this jury that you comply with Discover.
[00:35:35.011 --> 00:35:36.132]  That is not true.
[00:35:36.932 --> 00:35:38.333]  You may not say it again.
[00:35:38.973 --> 00:35:42.315]  You may not tell this jury that you are bankrupt.
[00:35:42.855 --> 00:35:44.536]  That is also not true.
[00:35:45.077 --> 00:35:47.439]  You're already under oath to tell the truth.
[00:35:48.639 --> 00:35:54.944]  You've already violated that oath twice today in just those two examples.
[00:35:55.784 --> 00:36:05.211]  It seems absurd to instruct you again that you must tell the truth while you testify, yet here I am.
[00:36:05.551 --> 00:36:08.353]  You must tell the truth while you testify.
[00:36:08.894 --> 00:36:10.896]  This is not your show.
[00:36:11.136 --> 00:36:13.678]  Do you understand what I have said?
[00:36:14.178 --> 00:36:14.458]  Yes.
[00:36:14.839 --> 00:36:15.879]  I believe what I said was true.
[00:36:16.400 --> 00:36:19.882]  So I don't... Yes, you believe everything you say is true, but it isn't.
[00:36:20.203 --> 00:36:22.164]  Your beliefs do not make something true.
[00:36:22.865 --> 00:36:25.667]  That is... that is what we're doing here.
[00:36:26.447 --> 00:36:28.069]  Just because you claim... Pause.
[00:36:28.109 --> 00:36:28.689]  Back this up.
[00:36:28.709 --> 00:36:29.510]  Back it up 10 seconds.
[00:36:31.141 --> 00:36:39.545]  This is literally 1984, where Winston is torturing him to death, or O'Brien is torturing Winston to death, and he says, it doesn't matter what your eyes see, I'm reality.
[00:36:40.105 --> 00:36:42.306]  I mean, this is creep-fest, man.
[00:36:43.755 --> 00:36:45.436]  You know, what's the answer?
[00:36:45.456 --> 00:36:45.916]  2 plus 2.
[00:36:46.076 --> 00:36:46.776]  Oh, it's 4.
[00:36:47.377 --> 00:36:47.717]  Zap!
[00:36:48.117 --> 00:36:48.717]  No, no.
[00:36:48.737 --> 00:36:49.538]  2 plus 2 is 5.
[00:36:49.958 --> 00:36:50.958]  2 plus 2 is 5.
[00:36:51.318 --> 00:36:51.739]  And why?
[00:36:52.159 --> 00:36:53.559]  Because I say it is.
[00:36:53.579 --> 00:36:55.020]  And that's exactly what the judge says.
[00:36:55.340 --> 00:37:00.022]  The judge says, I know you believe this to be true, but the only truth is what I say is true.
[00:37:00.343 --> 00:37:02.704]  That's even earlier said the truth is in this courtroom.
[00:37:02.964 --> 00:37:03.604]  Yeah.
[00:37:03.644 --> 00:37:04.524]  Start the clip over.
[00:37:05.365 --> 00:37:06.085]  Start the clip over.
[00:37:06.125 --> 00:37:06.505]  Here it is.
[00:37:07.486 --> 00:37:13.636]  You may not say to this jury that you comply with Discover.
[00:37:13.636 --> 00:37:16.925]  That is not true.
[00:37:17.169 --> 00:37:18.589]  You may not say it again.
[00:37:19.210 --> 00:37:22.531]  You may not tell this jury that you are bankrupt.
[00:37:23.091 --> 00:37:24.912]  That is also not true.
[00:37:25.332 --> 00:37:27.693]  You're already under oath to tell the truth.
[00:37:28.893 --> 00:37:35.196]  You've already violated that oath twice today in just those two examples.
[00:37:36.036 --> 00:37:45.398]   It seems absurd to instruct you again That you must tell the truth while you testify, yet here I am.
[00:37:45.798 --> 00:37:48.679]  You must tell the truth while you testify.
[00:37:48.699 --> 00:37:51.140]  This is not your show.
[00:37:51.380 --> 00:37:53.920]  Do you understand what I have said?
[00:37:54.421 --> 00:37:54.741]  Yes.
[00:37:55.081 --> 00:37:56.141]  I believe what I said was true.
[00:37:57.081 --> 00:38:00.122]  Yes, you believe everything you say is true, but it isn't.
[00:38:00.462 --> 00:38:02.423]  Your beliefs do not make something true.
[00:38:03.103 --> 00:38:05.924]  That is what we're doing here.
[00:38:06.764 --> 00:38:10.605]  Just because you claim to think something is true does not make it true.
[00:38:11.061 --> 00:38:12.182]  It does not protect you.
[00:38:12.563 --> 00:38:13.824]  It is not allowed.
[00:38:16.507 --> 00:38:19.189]  I mean, this is North Korea.
[00:38:19.610 --> 00:38:21.732]  Yeah, and when you heard her say it, this is not your show.
[00:38:22.052 --> 00:38:23.274]  You know what she was wanting to say.
[00:38:23.294 --> 00:38:23.854]  This is my show.
[00:38:24.074 --> 00:38:24.595]  Exactly.
[00:38:25.035 --> 00:38:27.998]  And the judge is supposed to be an impartial referee.
[00:38:28.399 --> 00:38:33.864]  Imagine if you went to a football game and you saw the referee, the umpire, wearing the uniform of one of the teams.
[00:38:34.705 --> 00:38:40.149]  And then tell one of the teams, okay, your opponent can have 11 players, you can only have 5.
[00:38:40.790 --> 00:38:43.632]  They can throw a forward pass, you cannot.
[00:38:44.613 --> 00:38:46.574]  They can have certain blockers, you cannot.
[00:38:46.834 --> 00:38:56.622]  And then we'll throw, like I think they counted it up, 110, 115 objections, she sustained from the plaintiffs, and only like 8 or 9 she sustained from your side.
[00:38:56.902 --> 00:39:00.765]  I mean, imagine if all they did was throw flags on one side the entire game.
[00:39:01.085 --> 00:39:03.047]  Everybody would be like, this is a complete crock.
[00:39:04.541 --> 00:39:06.541]  Why is she so arrogant?
[00:39:06.541 --> 00:39:13.541]   Because this is what, if people wondered what does a social justice warrior who becomes a judge look like?
[00:39:13.541 --> 00:39:15.541]  You got to see a real live example.
[00:39:15.541 --> 00:39:21.541]   And again the difference is the Soviets and the Stasys and the Nazis, they knew how to run an actual show trial.
[00:39:21.541 --> 00:39:25.541]   The Cubans knew how to run an actual show trial so that at least it looked good.
[00:39:26.319 --> 00:39:28.761]  This looked like a disgrace.
[00:39:29.041 --> 00:39:32.943]  This made idiocracy look like an ideal version of justice.
[00:39:33.244 --> 00:39:39.748]  That's how bad this case was, how egregious it was, and it's why they did what they did and why they had to do what they had to do.
[00:39:40.028 --> 00:39:47.133]  If they had confidence in the facts, if they had confidence in the law, they would have allowed an open, impartial jury and had a neutral, fair judge.
[00:39:47.273 --> 00:39:47.613]  I agree.
[00:39:47.633 --> 00:39:49.755]  I also love how they said my cough is fake.
[00:39:49.775 --> 00:39:51.056]  I've been laryngitis for two weeks.
[00:39:51.676 --> 00:39:53.197]  I'm driving the crew crazy doing it.
[00:39:54.257 --> 00:39:56.838]  Why would I fake cough and have tears in my eyes?
[00:39:57.058 --> 00:40:02.320]  Because at one point he's asking me questions and I got tears in my eyes because my laryngitis and my larynx is torn up.
[00:40:03.000 --> 00:40:05.141]  And they're like, why are you fake coughing?
[00:40:05.201 --> 00:40:06.602]  Like, what the hell does that even mean?
[00:40:06.862 --> 00:40:10.083]  Well, I remember when he asked you, he goes, well, I don't hear you coughing on the air.
[00:40:10.383 --> 00:40:12.724]  He's like, that's why I have a cough button.
[00:40:13.084 --> 00:40:16.327]  I mean, anybody who knows you and has been around you knows that's the case.
[00:40:16.387 --> 00:40:19.410]  I mean, that's the kind of patent absurdity they were trying to make up.
[00:40:19.670 --> 00:40:22.733]  This was about scripting a narrative that was fake.
[00:40:22.753 --> 00:40:29.879]  If any aspect of it was deeply true, they would have allowed all the evidence in, they wouldn't have violated all the rules, they would have allowed a trial by jury.
[00:40:29.899 --> 00:40:31.600]  This is a perfect microcosm.
[00:40:32.281 --> 00:40:34.963]  We're not going to be spending two years going up to the Texas Supreme Court or whatever.
[00:40:34.983 --> 00:40:36.504]  Nobody's going to waste their money doing that.
[00:40:36.324 --> 00:40:39.483]  You can see that, where they create a whole false reality.
[00:40:39.483 --> 00:40:41.123]  It's like a live mushroom strategy.
[00:40:41.123 --> 00:40:43.123]  You know, you keep them in the dark and feed them crap.
[00:40:43.123 --> 00:40:44.123]  Just keep doing it.
[00:40:44.123 --> 00:40:45.124]  I agree.
[00:40:45.124 --> 00:40:47.124]  Let's go to the Bankston clip.
