[00:00.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[50:25.000 --> 50:26.000]  May I approach her?
[50:26.000 --> 50:31.000]  Okay.
[50:31.000 --> 50:55.000]  Mr. Jones, I'm going to ask you to look at page 252.
[50:55.000 --> 50:57.000]  You see this is a question where I say, I'm asking...
[50:57.000 --> 50:58.000]  Would you submit, sir?
[50:58.000 --> 50:59.000]  This is Mr. Jones' step.
[50:59.000 --> 51:00.000]  Well, there are four of them.
[51:00.000 --> 51:01.000]  Which one is that?
[51:01.000 --> 51:02.000]  April 5th, 2022.
[51:02.000 --> 51:03.000]  Page 252.
[51:03.000 --> 51:04.000]  Thank you.
[51:04.000 --> 51:07.000]  I'm asking if you agree with that.
[51:07.000 --> 51:08.000]  You've given me two options here.
[51:08.000 --> 51:12.000]  One option is just an actor playing the character.
[51:12.000 --> 51:17.000]  The other option is really who they say they are, but they're going along with the official
[51:17.000 --> 51:18.000]  script.
[51:18.000 --> 51:20.000]  Those are the options you gave me.
[51:20.000 --> 51:21.000]  Answer.
[51:21.000 --> 51:22.000]  Yes.
[51:22.000 --> 51:23.000]  That's what you said, right?
[51:23.000 --> 51:28.000]  The first question, the first option, Robin Parker is an actor creating a role.
[51:28.000 --> 51:32.000]  In that circumstance, Robin Parker is just a fictitious character, correct?
[51:32.000 --> 51:33.000]  What did you say?
[51:33.000 --> 51:34.000]  Yes.
[51:34.000 --> 51:36.000]  That's role playing, yes.
[51:36.000 --> 51:38.000]  You said yes, right?
[51:38.000 --> 51:39.000]  Yeah.
[51:39.000 --> 51:45.000]  In that question, in that context, the actor playing Robin Parker will be going out for
[51:45.000 --> 51:49.000]  the whole world to give a statement, knowing that he's just playing a fictitious part,
[51:49.000 --> 51:50.000]  correct?
[51:50.000 --> 51:51.000]  What did you say?
[51:51.000 --> 51:52.000]  Yes.
[51:52.000 --> 52:21.000]  You remember in your deposition, you acknowledged that for this hopes to work, it couldn't just
[52:21.000 --> 52:25.000]  be Robin Parker who was an actor, they all had to be an actor, correct?
[52:25.000 --> 52:27.000]  You've refreshed my memory.
[52:27.000 --> 52:29.000]  I believe I was answering your hypothetical questions.
[52:29.000 --> 52:30.000]  Okay.
[52:30.000 --> 52:32.000]  Listen to the question I just answered.
[52:32.000 --> 52:38.000]  You acknowledged in your deposition that when you were calling this a hopes, that it would
[52:38.000 --> 52:40.000]  work for this hopes to be pulled off.
[52:40.000 --> 52:42.000]  It wouldn't just be Robin Parker.
[52:42.000 --> 52:45.000]  You would have to be all the families who were actors, correct?
[52:45.000 --> 52:48.000]  You shouldn't do the former recovery of the controversy of whether it stays or not.
[52:48.000 --> 52:50.000]  Move to strike, your honor.
[52:50.000 --> 52:51.000]  Sistine.
[52:51.000 --> 52:53.000]  Can you answer that question, sir?
[52:53.000 --> 52:55.000]  Can you refresh me with a transcript?
[52:55.000 --> 52:56.000]  Sure.
[52:56.000 --> 53:01.000]  In fact, let's, you know what, let's just pull it up for everybody.
[53:01.000 --> 53:11.000]  So this is the exhibit.
[53:11.000 --> 53:16.000]  One moment here, all right.
[53:16.000 --> 53:23.000]  We have this here, right?
[53:23.000 --> 53:26.000]  Now I want you to play a portion of Mr. Jones's deposition.
[53:26.000 --> 53:44.000]  It's an admission.
[53:44.000 --> 53:47.000]  What was the exhibit number on this check?
[53:47.000 --> 53:48.000]  It's an admission.
[53:48.000 --> 54:10.000]  We'll get to the number for the deposition.
[54:10.000 --> 54:36.000]  Again, we are in the courtroom live in Connecticut here, Alex Jones as a witness.
[54:36.000 --> 54:41.000]  And you know what's sad is I'm sitting here contemplating because quite frankly, this
[54:41.000 --> 54:42.000]  whole thing is a waste of time.
[54:42.000 --> 54:43.000]  We know what's going on.
[54:43.000 --> 54:50.000]  It's a politicized lawsuit came 10 years after he said anything.
[54:50.000 --> 54:52.000]  And it's all about getting Alex Jones off the air.
[54:52.000 --> 54:55.000]  And this is just, this is just ceremony is what this is.
[54:55.000 --> 54:56.000]  And everybody knows it.
[54:56.000 --> 54:57.000]  This is all just ceremony.
[54:57.000 --> 55:03.000]  Everyone's playing their role in this grand theater of the end of the First Amendment,
[55:03.000 --> 55:09.000]  the end of opposition to political power, the end of questioning major events.
[55:09.000 --> 55:10.000]  That's what this is all about.
[55:10.000 --> 55:11.000]  And everybody knows it.
[55:11.000 --> 55:12.000]  And this is just ceremony.
[55:12.000 --> 55:13.000]  The Tynkin Village.
[55:13.000 --> 55:26.000]  A Tynkin Village, I believe, goes back to examples like the, for the Russian Revolution,
[55:26.000 --> 55:34.000]  that they would, was ours, would build fake villages for PR stunts.
[55:34.000 --> 55:36.000]  Then I think there was some lab.
[55:36.000 --> 55:38.000]  I read the exact historic nature of it.
[55:38.000 --> 55:39.000]  I may be wrong about that.
[55:39.000 --> 55:43.000]  Something to do with Russian history and government staging events.
[55:43.000 --> 55:44.000]  Right.
[55:44.000 --> 55:51.000]  And this Tynkin Village would be filled with people to play parts as if they were villagers,
[55:51.000 --> 55:52.000]  correct?
[55:52.000 --> 55:53.000]  Yes.
[55:53.000 --> 55:58.000]  Actors in a hoax that the government staged.
[55:58.000 --> 56:00.000]  It's like the Truman Show.
[56:00.000 --> 56:01.000]  And the Truman Show.
[56:01.000 --> 56:02.000]  That's a movie, yes?
[56:02.000 --> 56:03.000]  Yes.
[56:03.000 --> 56:12.000]  Where this fake village is plot down and everybody populates it is in on the hoax.
[56:12.000 --> 56:13.000]  Yes?
[56:13.000 --> 56:15.000]  I think that's what the movie's about.
[56:15.000 --> 56:19.000]  And that's what Tynkin Village is to your understanding.
[56:19.000 --> 56:24.000]  It's got a lot of definitions, but I think that's a fair one.
[56:24.000 --> 56:25.000]  Is that not right?
[56:25.000 --> 56:28.000]  Is that how you were using it when you were deposing?
[56:28.000 --> 56:30.000]  You've got to trust my memory.
[56:30.000 --> 56:32.000]  That's all we're trying to do here.
[56:32.000 --> 56:33.000]  All right.
[56:33.000 --> 56:39.000]  We'll play it.
[56:39.000 --> 56:47.000]  So I'm just at a point now where do I just continue to play this or do I cover the news?
[56:47.000 --> 56:50.000]  Because it's like, I know people want to watch this and it's us.
[56:50.000 --> 56:52.000]  I mean, it's the future of Info Wars.
[56:52.000 --> 56:53.000]  It's Alex Jones.
[56:53.000 --> 56:55.000]  This is the Alex Jones Show.
[56:55.000 --> 57:02.000]  But we also are on the brink of potentially having World War III and our leaders are
[57:02.000 --> 57:03.000]  doing nothing to stop it.
[57:03.000 --> 57:04.000]  No calls for peace.
[57:04.000 --> 57:08.000]  No calls for a sit down with Putin and Zelensky and Biden.
[57:08.000 --> 57:14.000]  Just Putin threatening war and Zelensky escalating things by saying Russia should be removed from
[57:14.000 --> 57:19.000]  the UN and Biden continuing to send troops and money and weapons over there.
[57:19.000 --> 57:24.000]  So I mean, again, this is just like cannon fodder.
[57:24.000 --> 57:30.000]  This is just like pornography for Democrats to force Alex into the psychological torture.
[57:30.000 --> 57:34.000]  But this is the Jones Show and this is the fate of Info Wars and the balance, the fate
[57:34.000 --> 57:35.000]  of free speech and everything else.
[57:35.000 --> 57:36.000]  So I cover it.
[57:36.000 --> 57:41.000]  But we may start getting into the news in the next hour, but we'll be monitoring this
[57:41.000 --> 57:42.000]  situation.
[57:42.000 --> 57:45.000]  Folks, remember to shop at InfoWordsStore.com.
[57:45.000 --> 57:47.000]  That's the only way we're able to be here.
[57:47.000 --> 58:16.000]  Here's your support.
[58:17.000 --> 58:41.000]  We're all under globalist attack.
[58:41.000 --> 59:07.000]  They don't want you to have these essential nutrients that are in this product.
[59:07.000 --> 59:13.000]  They don't want the general public understanding this and knowing this show.
[59:13.000 --> 59:18.000]  It's a very important situation with inflation and all the things out there hurting everybody
[59:18.000 --> 59:21.000]  to be able to do things tax wise.
[59:21.000 --> 59:24.000]  It's legal and lawful that allows you to keep more of your money.
[59:24.000 --> 59:29.000]  We wouldn't even be here if I hadn't gotten great tax advice in the last few years.
[59:29.000 --> 59:39.000]  The only way you fail is not writing down the URL, jonestaxrelief.com, one word, jonestaxrelief.com
[59:39.000 --> 1:00:07.000]  or call 833-904-285-833-904-285.
[1:00:07.000 --> 1:00:11.000]  We're going to continue to give you the live coverage here from the courtroom in Connecticut
[1:00:11.000 --> 1:00:16.000]  where Alex Jones is on the witness stand being told what he can and can't say because that's
[1:00:16.000 --> 1:00:18.000]  how the legal system works.
[1:00:18.000 --> 1:00:24.000]  Let's go back to the courtroom now.
[1:00:24.000 --> 1:00:26.000]  We've taken a lunch break.
[1:00:26.000 --> 1:00:31.000]  That means we've got about an hour here then and so I will be covering the news in this
[1:00:31.000 --> 1:00:38.000]  next hour of which there is no important news for me to cover.
[1:00:38.000 --> 1:00:41.000]  So let's do this then.
[1:00:41.000 --> 1:00:50.000]  In the meantime, let's go to...
[1:00:50.000 --> 1:00:52.000]  Boy, where should we go?
[1:00:52.000 --> 1:00:57.000]  So many video clips to get to.
[1:00:57.000 --> 1:00:58.000]  Oh my gosh.
[1:00:58.000 --> 1:01:01.000]  I forgot about a lot of these.
[1:01:01.000 --> 1:01:09.000]  Here, let's go to Democrat Mondair Jones lying about January 6th and gets caught in the middle
[1:01:09.000 --> 1:01:12.000]  of a lie by Republican Dan Bishop.
[1:01:12.000 --> 1:01:18.000]  Here it is in clip 21.
[1:01:18.000 --> 1:01:22.000]  Okay, and I'm sorry.
[1:01:22.000 --> 1:01:25.000]  I'm just having a tough time.
[1:01:25.000 --> 1:01:32.000]  This is about $25.2 billion in loan amounts in your bank, correct?
[1:01:32.000 --> 1:01:33.000]  Not anymore.
[1:01:33.000 --> 1:01:34.000]  No, it's down there.
[1:01:34.000 --> 1:01:35.000]  But at one point in time.
[1:01:35.000 --> 1:01:38.000]  And so we are looking...
[1:01:38.000 --> 1:01:45.000]  And so you're uncertain as to why the bank has not chosen to enroll in the SBA portal?
[1:01:45.000 --> 1:01:47.000]  I said we will get you the information.
[1:01:47.000 --> 1:01:48.000]  All right.
[1:01:48.000 --> 1:01:50.000]  That's a clip of AOC being an idiot.
[1:01:50.000 --> 1:01:56.000]  Do we have the clip?
[1:01:56.000 --> 1:01:59.000]  Okay.
[1:01:59.000 --> 1:02:06.000]  Do we have clip 17 then?
[1:02:06.000 --> 1:02:12.000]  Badges worn by some Hilliard teachers aimed at reaching out to LGBTQ plus students that
[1:02:12.000 --> 1:02:15.000]  some parents are pinning some protests on them.
[1:02:15.000 --> 1:02:20.000]  New at 6, they say the badges are steering their kids to the wrong place and exposing
[1:02:20.000 --> 1:02:22.000]  them to sexually explicit material.
[1:02:22.000 --> 1:02:25.000]  And they say school is not the place to be wearing them.
[1:02:25.000 --> 1:02:27.000]  Here's Luanne Stoya.
[1:02:27.000 --> 1:02:29.000]  Some of these are not fit to...
[1:02:29.000 --> 1:02:30.000]  Oh, okay.
[1:02:30.000 --> 1:02:35.000]  Hilliard parent Lisa Chaffee has checked out the website and says the content is nothing
[1:02:35.000 --> 1:02:40.000]  kids should access, like sexual techniques and sex acts.
[1:02:40.000 --> 1:02:46.000]  The badge has a QR code that once scanned takes you to a website that has extremely
[1:02:46.000 --> 1:02:48.000]  inappropriate information.
[1:02:48.000 --> 1:02:52.000]  And as a parent, that crosses the line.
[1:02:52.000 --> 1:02:56.000]  Teachers K through 12 can wear the badge that says I'm here.
[1:02:56.000 --> 1:02:58.000]  Safe person, safe space.
[1:02:58.000 --> 1:03:03.000]  The district says the intent of the badge is a message of safety and inclusion for all
[1:03:03.000 --> 1:03:04.000]  students.
[1:03:04.000 --> 1:03:08.000]  We do obviously want it to be a safe space for everybody, but we want it to be clear
[1:03:08.000 --> 1:03:13.000]  to what the zones are of how conversations are handled and that they're not just like
[1:03:13.000 --> 1:03:16.000]  this sort of misfiring in different directions.
[1:03:16.000 --> 1:03:20.000]  Well-intentioned people just, you know, going overboard in one direction or another and
[1:03:20.000 --> 1:03:22.000]  not having any state standards to follow.
[1:03:22.000 --> 1:03:26.000]  Nobody from the district would answer our questions on camera, but the superintendent
[1:03:26.000 --> 1:03:31.000]  sent us a statement reading in part, teachers were reminded that the resources linked to
[1:03:31.000 --> 1:03:35.000]  the QR code were for adult learning only.
[1:03:35.000 --> 1:03:40.000]  Teachers were reminded that if asked about the I'm here message on the badge, their
[1:03:40.000 --> 1:03:42.000]  response should be age appropriate.
[1:03:42.000 --> 1:03:47.000]  I want to clarify the law as it relates to discussions in the classroom.
[1:03:47.000 --> 1:03:54.000]  I think every teacher should be safe to go to to discuss any issue a student might have.
[1:03:54.000 --> 1:03:58.000]  They should not have to identify themselves as safe.
[1:03:58.000 --> 1:04:02.000]  Ah, yes, liberals showing your kids porn.
[1:04:02.000 --> 1:04:06.000]  They are really into it, aren't they?
[1:04:06.000 --> 1:04:10.000]  Man, it's really a shame, isn't it?
[1:04:10.000 --> 1:04:13.000]  It's really a shame.
[1:04:13.000 --> 1:04:17.000]  Is there anything liberals haven't destroyed yet?
[1:04:17.000 --> 1:04:19.000]  They've destroyed the justice system.
[1:04:19.000 --> 1:04:22.000]  They've destroyed the school system.
[1:04:22.000 --> 1:04:27.000]  They've destroyed the health care system.
[1:04:27.000 --> 1:04:31.000]  They're trying to completely destroy sports.
[1:04:31.000 --> 1:04:34.000]  Is there anything you guys won't destroy?
[1:04:34.000 --> 1:04:37.000]  Can you totalitarian freaks just leave us alone?
[1:04:37.000 --> 1:04:39.000]  That's all we want.
[1:04:39.000 --> 1:04:41.000]  We just want to be left alone.
[1:04:41.000 --> 1:04:42.000]  But you got to get those kids.
[1:04:42.000 --> 1:04:44.000]  You got to show them porn.
[1:04:44.000 --> 1:04:45.000]  You got to teach them how to have sex.
[1:04:45.000 --> 1:04:47.000]  You got to teach them how to have oral sex.
[1:04:47.000 --> 1:04:52.000]  And you got to tell them to chop their genitals off and chop their breasts off.
[1:04:52.000 --> 1:04:55.000]  And you call yourselves teachers.
[1:04:55.000 --> 1:04:59.000]  Yeah, okay.
[1:04:59.000 --> 1:05:04.000]  The best-selling book in America last week was The Great Reset and the War for the Worlds,
[1:05:04.000 --> 1:05:06.000]  written by Alex Jones.
[1:05:06.000 --> 1:05:10.000]  Jones sold more than 56,000 copies of his book last week.
[1:05:10.000 --> 1:05:13.000]  But the New York Times lied about that because the New York Times doesn't want you to know that.
[1:05:13.000 --> 1:05:18.000]  The New York Times wants you to believe that Alex Jones is more discredited than the New York Times.
[1:05:18.000 --> 1:05:23.000]  The paper that started the Iraq War by lying about weapons mass destruction and got a million people killed.
[1:05:23.000 --> 1:05:25.000]  So they lied about his book.
[1:05:25.000 --> 1:05:28.000]  The Great Reset and the War for the World.
[1:05:28.000 --> 1:05:33.000]  The historic book that lays out the plans of the Great Reset Death Star
[1:05:33.000 --> 1:05:39.000]  and exposes the New World Order's plans for global enslavement.
[1:05:39.000 --> 1:05:44.000]  Get your copy now at amazon.com to keep the book at number one.
[1:05:44.000 --> 1:05:49.000]  And infowarstore.com to help keep info wars on the air.
[1:05:49.000 --> 1:05:53.000]  The Great Reset and the War for the World by Alex Jones.
[1:05:53.000 --> 1:05:58.000]  Now, number one in the world.
[1:06:07.000 --> 1:06:10.000]  You found it. The tip of the spear.
[1:06:10.000 --> 1:06:16.000]  It is The Alex Jones Show with Owen Troyer.
[1:06:16.000 --> 1:06:24.000]  So certainly by now you're aware of another Democrat committing a murder of a conservative, a political murder.
[1:06:24.000 --> 1:06:30.000]  That's what they do. They justify it because you know Joe Biden said you're an extremist, so we kill you.
[1:06:30.000 --> 1:06:33.000]  Now can Joe Biden be sued?
[1:06:33.000 --> 1:06:39.000]  Can I sue Joe Biden as a Trump supporter that he's now incited violence against me?
[1:06:39.000 --> 1:06:42.000]  Of course not. They're liberals. They're above the law. It's a hierarchy system.
[1:06:42.000 --> 1:06:46.000]  It's not hypocrisy. It's hierarchy. They rule you.
[1:06:46.000 --> 1:06:49.000]  They're tyrants. They're authoritarians. They're liberals.
[1:06:49.000 --> 1:06:54.000]  Man accused of murdering 18-year-old conservative released on bail.
[1:06:54.000 --> 1:07:05.000]  So this 41-year-old Democrat runs over an 18-year-old boy because he's a conservative and murders him
[1:07:05.000 --> 1:07:18.000]  and admits that in the testimony he gave to police that he intentionally ran over a child, killed him, and did a hit-and-run.
[1:07:18.000 --> 1:07:29.000]  So we got a hit-and-run and vehicular manslaughter politically motivated and he's released from jail in less than 24 hours.
[1:07:29.000 --> 1:07:36.000]  Dr. Simone Gold walked into the Capitol for five minutes and walked out. She got, what was it, 60 or 90 days in jail.
[1:07:36.000 --> 1:07:42.000]  There was an old grandma, same thing, in a massive crowd of people, just the force of the weight of the crowd,
[1:07:42.000 --> 1:07:48.000]  she ends up in the Capitol, she leaves, doesn't even touch anything, she gets 60 days in jail.
[1:07:48.000 --> 1:07:54.000]  How many other January 6th defendants are rotting and being tortured in jail cells right now
[1:07:54.000 --> 1:08:01.000]  that did not commit any violent crime, did not hurt anyone on January 6th? Hundreds.
[1:08:01.000 --> 1:08:11.000]  But this Democrat intentionally runs over a kid in his car, kills him, and gets released in less than 24 hours.
[1:08:11.000 --> 1:08:18.000]  Now, how much of the mainstream news covered this? None.
[1:08:18.000 --> 1:08:25.000]  Media blackout. Homicidal far-left radical kills 18-year-old Republican Kyler Ellingson over his political views.
[1:08:25.000 --> 1:08:30.000]  ABC, CBS, NBC, CNN, MSNBC, silent.
[1:08:30.000 --> 1:08:37.000]  I saw the story on Tucker Carlson last night, I believe that's the only station that covered it was Tucker on Fox.
[1:08:37.000 --> 1:08:42.000]  I didn't see it anywhere else and the Gateway Pundit covers that now that no one else covered it.
[1:08:42.000 --> 1:08:53.000]  Now, you could sit here and say, there's Dr. Simone Gold finally out of jail, didn't hurt anyone,
[1:08:53.000 --> 1:08:57.000]  didn't touch anyone, was in there for five minutes, took a picture, I don't even know if she took a picture and left.
[1:08:57.000 --> 1:09:01.000]  She, you know, 60, 90 days in jail, that's what she gets, she's a conservative, she's a truth teller.
[1:09:01.000 --> 1:09:07.000]  You're a conservative, you're a truth teller, you get discriminated against, you get oppressed.
[1:09:07.000 --> 1:09:12.000]  They keep saying, oh, black people are oppressed, no, it's conservatives, it's conservatives.
[1:09:12.000 --> 1:09:17.000]  In fact, ask a black conservative, they'll tell you, have you dealt with discrimination in this country?
[1:09:17.000 --> 1:09:21.000]  Nope, not until I was a conservative.
[1:09:21.000 --> 1:09:27.000]  Why do you think that is? Because liberals are bigots and they're psychotic and they might kill you now.
[1:09:27.000 --> 1:09:32.000]  It's a very serious thing, a liberal might kill you now over your political beliefs.
[1:09:32.000 --> 1:09:37.000]  And so we could say, hey, what if the tables were turned?
[1:09:37.000 --> 1:09:46.000]  What if this was a, what if this was a conservative or a Trump supporter that ran over a liberal?
[1:09:46.000 --> 1:09:50.000]  Well, boy, you can only imagine, well, I don't have to imagine, I already know what would happen.
[1:09:50.000 --> 1:09:59.000]  James Fields is serving a life sentence for running over Heather Hire and the mainstream media covered that story 24-7.
[1:09:59.000 --> 1:10:05.000]  You remember that? So I don't even have to do what if. I already know what.
[1:10:05.000 --> 1:10:15.000]  And by the way, this guy that ran over Kyler, the young man, he's claiming, oh, he was afraid a mob was forming against him.
[1:10:15.000 --> 1:10:19.000]  There was no mob. There was no group of people forming against him.
[1:10:19.000 --> 1:10:25.000]  And that'll come out. He won't be able to prove that because he lied about it, is my guess.
[1:10:25.000 --> 1:10:34.000]  But what about James Field? He was literally surrounded by Bob bashing his car with baseball bats, pounding on his vehicle with fists,
[1:10:34.000 --> 1:10:38.000]  shaking the vehicle, threatening him.
[1:10:38.000 --> 1:10:45.000]  And in a panicked response, and I believe he also suffers on some sort of an autism spectrum,
[1:10:45.000 --> 1:10:55.000]  and in some sort of panicked response to people bashing his car with baseball bats and their fists, raging liberals,
[1:10:55.000 --> 1:11:04.000]  he slams on the gas, goes backwards and or forwards and hits a massively obese woman who then dies of a heart attack named Heather Hire.
[1:11:04.000 --> 1:11:07.000]  And he's going to, he's serving a life sentence right now.
[1:11:07.000 --> 1:11:15.000]  And Heather Hire's life was eulogized on mainstream media for months, for months.
[1:11:15.000 --> 1:11:20.000]  So we already know, we already know the story here.
[1:11:20.000 --> 1:11:24.000]  Liberals can get away with murder.
[1:11:24.000 --> 1:11:26.000]  And they've done it again.
[1:11:26.000 --> 1:11:29.000]  Just look at the two tiered justice system.
[1:11:29.000 --> 1:11:34.000]  Now you might agree with the case and the result in the James Field case.
[1:11:34.000 --> 1:11:37.000]  You might agree with that.
[1:11:37.000 --> 1:11:41.000]  But where's the equal application here?
[1:11:41.000 --> 1:11:48.000]  Will the man that just ran over a teenager because of a political dispute because he was a conservative,
[1:11:48.000 --> 1:11:54.000]  and Joe Biden said conservatives are extremists, and he said he was a Republican extremist, so I ran over with my car.
[1:11:54.000 --> 1:11:56.000]  He then gets released in less than 24 hours.
[1:11:56.000 --> 1:11:59.000]  Is he going to be serving a life sentence too?
[1:11:59.000 --> 1:12:03.000]  Somehow I doubt it.
[1:12:03.000 --> 1:12:06.000]  Somehow I doubt it.
[1:12:06.000 --> 1:12:10.000]  And you know, I'll actually give this individual credit.
[1:12:10.000 --> 1:12:16.000]  And I imagine there's still more facts in this case to come out, so I don't want to jump to too many conclusions here.
[1:12:16.000 --> 1:12:25.000]  But I actually give Shannon Brant credit because he's smart enough to know, oops, I just killed this kid.
[1:12:25.000 --> 1:12:29.000]  Ooh, how can I get away with it?
[1:12:29.000 --> 1:12:33.000]  I know. I'll say he's a Republican.
[1:12:33.000 --> 1:12:42.000]  Then the entire Democrat Party and mainstream media and justice system will have my back.
[1:12:42.000 --> 1:12:45.000]  Pretty smart move, actually.
[1:12:45.000 --> 1:12:49.000]  So, I mean, yeah, if you get caught with a dead body in your trunk, just say, hey, well, I'm a liberal Democrat.
[1:12:49.000 --> 1:12:50.000]  He was a Republican extremist.
[1:12:50.000 --> 1:12:52.000]  Joe Biden told me.
[1:12:52.000 --> 1:12:54.000]  Hey, whoa, whoa, whoa, whoa, I'm a liberal Democrat.
[1:12:54.000 --> 1:13:00.000]  The FBI said Trump supporters are the biggest threat to this country, so you're welcome.
[1:13:00.000 --> 1:13:02.000]  Yeah, I ran that kid over and killed him.
[1:13:02.000 --> 1:13:03.000]  He was a dirty Trump supporter.
[1:13:03.000 --> 1:13:04.000]  He's a magnate extremist.
[1:13:04.000 --> 1:13:07.000]  I'm doing Joe Biden's job.
[1:13:07.000 --> 1:13:09.000]  Doing what the FBI told me to do.
[1:13:09.000 --> 1:13:10.000]  I'm hunting down Republicans.
[1:13:10.000 --> 1:13:14.000]  I'm hunting down conservatives.
[1:13:14.000 --> 1:13:18.000]  So Heather Hire was eulogized.
[1:13:18.000 --> 1:13:24.000]  It's pretty obvious that James Fields, A, did not intend to kill Heather Hire.
[1:13:24.000 --> 1:13:28.000]  He didn't know who he was hitting when he slammed on his gas.
[1:13:28.000 --> 1:13:34.000]  And it's obvious that James Fields was not politically motivated to kill a bunch of people that day at the march.
[1:13:34.000 --> 1:13:37.000]  Otherwise, that's what he would have done.
[1:13:37.000 --> 1:13:42.000]  He was trying to get away from them.
[1:13:42.000 --> 1:13:46.000]  But okay, they gave him vehicular manslaughter.
[1:13:46.000 --> 1:13:49.000]  Or I don't even know, they might have hit him with first degree murder even.
[1:13:49.000 --> 1:13:52.000]  And he got a life sentence.
[1:13:52.000 --> 1:13:54.000]  So will Brant get a life sentence?
[1:13:54.000 --> 1:13:58.000]  Because it's obvious here, Brant intentionally ran over the individual.
[1:13:58.000 --> 1:13:59.000]  He did it intentionally.
[1:13:59.000 --> 1:14:00.000]  He didn't have to.
[1:14:00.000 --> 1:14:02.000]  He could have easily just driven away.
[1:14:02.000 --> 1:14:03.000]  He wasn't in a mass of people.
[1:14:03.000 --> 1:14:05.000]  He wasn't in a massive traffic jam.
[1:14:05.000 --> 1:14:07.000]  He could have just driven away.
[1:14:07.000 --> 1:14:13.000]  But no, he intentionally drove into the child and killed him.
[1:14:13.000 --> 1:14:15.000]  And it was obviously politically motivated.
[1:14:15.000 --> 1:14:17.000]  He said so in his own statement.
[1:14:17.000 --> 1:14:18.000]  Saying, yeah, I killed him.
[1:14:18.000 --> 1:14:20.000]  He was a mega extremist.
[1:14:20.000 --> 1:14:24.000]  He was a Republican extremist.
[1:14:24.000 --> 1:14:26.000]  So which is worse?
[1:14:26.000 --> 1:14:37.000]  James Fields in a crowd of people bashing his vehicle in and in the attempt to escape hitting people and killing one and getting a life sentence.
[1:14:37.000 --> 1:14:48.000]  Is that worse or is targeting a specific individual that you know is a conservative to run him over with your car and then doing so?
[1:14:48.000 --> 1:14:50.000]  Which is worse?
[1:14:50.000 --> 1:14:58.000]  Well, anybody who's being obvious or anyone who's being honest here, obviously the situation with Brant is much worse.
[1:14:58.000 --> 1:15:00.000]  Much worse.
[1:15:00.000 --> 1:15:06.000]  But who do you think is going to have the bigger punishment?
[1:15:06.000 --> 1:15:11.000]  So far, indications are Brant is going to get a very nice sentence here.
[1:15:11.000 --> 1:15:13.000]  He's going to get a very nice deal.
[1:15:13.000 --> 1:15:16.000]  He's already been released from jail.
[1:15:16.000 --> 1:15:21.000]  Pretty amazing stuff, isn't it?
[1:15:21.000 --> 1:15:24.000]  And everybody knows this is what's going on.
[1:15:24.000 --> 1:15:28.000]  Here's Kelly Paul on Twitter yesterday.
[1:15:28.000 --> 1:15:37.000]  Since Lee Zeldin stabbing, a Democrat official stabbed a journalist to death.
[1:15:37.000 --> 1:15:41.000]  A Democrat just murdered a journalist a couple of weeks ago, didn't get covered.
[1:15:41.000 --> 1:15:43.000]  And a teen Republican was murdered by a leftist.
[1:15:43.000 --> 1:15:49.000]  In Louisville, the mayor was assaulted and a candidate was shot by a leftist.
[1:15:49.000 --> 1:15:52.000]  Democrats justify the assault on my husband every day.
[1:15:52.000 --> 1:15:54.000]  Evil abounds.
[1:15:54.000 --> 1:15:59.000]  They accept the fact that liberal Democrats are the extremist group.
[1:15:59.000 --> 1:16:04.000]  Info wars work has never been having a bigger effect than it's having right now.
[1:16:04.000 --> 1:16:07.000]  And today is do or die time.
[1:16:07.000 --> 1:16:10.000]  Info wars gets the funding into the midterms in the next year.
[1:16:10.000 --> 1:16:12.000]  We're going to stay on air and be more effective than ever.
[1:16:12.000 --> 1:16:19.000]  But if we don't, I respect your decision and I'm ready to basically implode and shut down our main operations.
[1:16:19.000 --> 1:16:21.000]  I've done my work.
[1:16:21.000 --> 1:16:24.000]  I've put everything into it. I'm leaving it all in the field.
[1:16:24.000 --> 1:16:27.000]  But I believe at a gut level, you're going to come through.
[1:16:27.000 --> 1:16:30.000]  Plus, you're going to get great products that your family already need.
[1:16:30.000 --> 1:16:32.000]  So don't procrastinate.
[1:16:32.000 --> 1:16:33.000]  Show info wars.
[1:16:33.000 --> 1:16:35.000]  You want us to stay on the air.
[1:16:35.000 --> 1:16:38.000]  Go to infowarstore.com where we got three great products back in stock.
[1:16:38.000 --> 1:16:42.000]  Vitamin C and zinc, highest quality, super strong back in stock.
[1:16:42.000 --> 1:16:44.000]  Vitamin D3 and calcium.
[1:16:44.000 --> 1:16:50.000]  And of course, DNA force plus all these products are 50% off together in a combo pack
[1:16:50.000 --> 1:16:52.000]  or 40% off individually.
[1:16:52.000 --> 1:16:54.000]  So the great products you already need for your immune system
[1:16:54.000 --> 1:16:56.000]  and we need the money to stay on air.
[1:16:56.000 --> 1:16:58.000]  So please take action now. Thank you.
[1:16:58.000 --> 1:17:02.000]  Ultimate fish oil is back in stock at infowarstore.com.
[1:17:02.000 --> 1:17:04.000]  What does ultimate mean?
[1:17:04.000 --> 1:17:08.000]  That's just our name for the best, the highest grade.
[1:17:08.000 --> 1:17:14.000]  What this concentrated and show the oil, pure Arctic krill oil
[1:17:14.000 --> 1:17:21.000]  and high quality wild caught salmon oil does for your brain, your heart, your cardiovascular system
