[00:00:00.069 --> 00:00:01.751]  This is InfoWars, right?
[00:46:57.044 --> 00:47:10.850]  I felt like it was Ye level bars, where I said, let's remove this whole conversation of morality, and let's go, let's stick to the Bible and say, either Jesus said so, or Jesus said no.
[00:47:10.850 --> 00:47:12.131]  Hold on, I'm gonna wait till you drop this.
[00:47:13.459 --> 00:47:14.220]  Well, I listen.
[00:47:14.220 --> 00:47:14.820]  All right.
[00:47:14.820 --> 00:47:17.222]  So and I felt like that was profound.
[00:47:17.222 --> 00:47:22.765]  That's like a bar that made me top five streaming artists without an album this year.
[00:47:22.765 --> 00:47:29.750]  Either Jesus said so or Jesus said no because we want to bring in our creative direction in our opinion and our moral compass.
[00:47:29.750 --> 00:47:31.451]  Forget the words moral compass.
[00:47:31.451 --> 00:47:32.992]  Is it in the Bible?
[00:47:32.992 --> 00:47:34.493]  What are the red letters say?
[00:47:34.493 --> 00:47:36.174]  What did Jesus say about it?
[00:47:36.174 --> 00:47:38.456]  And then we make our decisions off of that.
[00:47:38.456 --> 00:47:41.998]  So I said this and then I also was I had an idea.
[00:47:41.998 --> 00:47:42.859]  Let's stop hoping.
[00:47:43.619 --> 00:47:44.320]  Let's pray.
[00:47:44.320 --> 00:47:45.782]  Let's talk directly to God.
[00:47:45.782 --> 00:47:47.043]  Let's stop hoping for stuff.
[00:47:47.043 --> 00:47:47.544]  I agree with that.
[00:47:47.544 --> 00:47:57.995]  He has hope in here and I took it out and I put it back in and then he and so I said this prayer and my family members they didn't say anything and then he said his prayer and
[00:47:58.476 --> 00:48:02.478]  And all the whole family was like, oh, that's the best prayer I ever heard!
[00:48:02.478 --> 00:48:03.939]  And he's like, I know, I know.
[00:48:03.939 --> 00:48:05.940]  My prayers can be intimidating.
[00:48:05.940 --> 00:48:07.141]  I know, I know.
[00:48:07.141 --> 00:48:08.922]  They're like, did you write that down?
[00:48:08.922 --> 00:48:10.283]  That was the best prayer ever!
[00:48:10.283 --> 00:48:12.584]  And I was thinking like, bro, why you set me up?
[00:48:12.584 --> 00:48:15.146]  Why you set me up to say my prayer right before your prayer?
[00:48:15.146 --> 00:48:16.466]  But this is his prayer.
[00:48:16.466 --> 00:48:17.847]  I was like, yo, send me that prayer, bro.
[00:48:17.847 --> 00:48:19.708]  That prayer was pretty good.
[00:48:19.708 --> 00:48:25.652]  It says, now Nick is Catholic, so he doesn't like referring to Jesus as Yahweh God.
[00:48:26.934 --> 00:48:29.017]  But I am.
[00:48:29.017 --> 00:48:30.299]  But am I black?
[00:48:30.299 --> 00:48:31.340]  Am I African?
[00:48:31.340 --> 00:48:33.604]  Am I Semite?
[00:48:33.604 --> 00:48:34.986]  Well, what is it?
[00:48:34.986 --> 00:48:36.227]  They call me anti-Semite.
[00:48:36.227 --> 00:48:37.429]  They said I'm a nigga and rap.
[00:48:37.429 --> 00:48:38.310]  They said I'm black.
[00:48:38.310 --> 00:48:39.993]  They told me, say it loud.
[00:48:39.993 --> 00:48:41.715]  I'm black and I'm proud.
[00:48:41.715 --> 00:48:43.298]  OK, James Brown, you tell me who I am.
[00:48:43.858 --> 00:48:47.502]  But, I know that I'm a child of God and I know Jesus died for us.
[00:48:47.502 --> 00:48:50.684]  This is the daily prayer written by my cousin Wayne.
[00:48:50.684 --> 00:48:53.867]  Yahweh God, thank you for life, health, and strength.
[00:48:53.867 --> 00:48:55.909]  Faith, hope, and love.
[00:48:55.909 --> 00:48:59.312]  And another day to bless, protect your most holy name.
[00:48:59.312 --> 00:49:05.017]  I surrender all Yahweh God and acknowledge that all things are spiritual before they are physical.
[00:49:05.017 --> 00:49:05.718]  For this reason,
[00:49:06.218 --> 00:49:13.302]  We also declare and decree that you are the maker, master, ruler, creator, and guider of our spiritual lives.
[00:49:13.302 --> 00:49:22.306]  We also acknowledge our brother Jesus, Yahshua, and the blood he shed that gave us blood-paved pathways back to the holy of the holies.
[00:49:22.306 --> 00:49:30.050]  As we humbly come before you, your almighty throne of mercy and grace, we welcome your glory to the rest...
[00:49:30.550 --> 00:49:48.021]  to rest heavenly upon our shoulders bless our crown with supernatural wisdom and understanding Yahweh God so that we may walk in the true knowledge of who you are and who you created us to be quiet our spiritual minds Yahweh God God slow us down and put us
[00:49:48.801 --> 00:49:54.643]  In proper alignment and divine timing with the will and purpose you have for our lives.
[00:49:54.643 --> 00:50:01.346]  Open our spiritual eyes, Yahweh God, so we may better see all of the divine things of the Spirit.
[00:50:01.346 --> 00:50:07.668]  Open our spiritual ears, Yahweh God, so we may better hear all of the sacred things of the Spirit.
[00:50:07.668 --> 00:50:10.489]  Guard our spiritual mouth, Yahweh God.
[00:50:10.489 --> 00:50:16.111]  Place a censer over our divine tongues, so we may only speak words that glorify and edify you.
[00:50:16.591 --> 00:50:28.716]  Soften our spiritual heart, Yahweh God, so we may walk into deeper communion, communication, commitment, intimacy, understanding, and a relationship with all of the divine things of the Spirit.
[00:50:28.716 --> 00:50:30.897]  Yahweh God, we recognize that
[00:50:32.784 --> 00:50:41.126]  We do not battle against flesh and blood, but against spirits and powers, principalities and rulers of spiritual wickedness in heavenly places.
[00:50:41.126 --> 00:50:45.687]  It is for this reason that we put on the whole armor of God, Yahweh God.
[00:50:45.687 --> 00:50:50.868]  We put on the helmet of salvation and the breastplate of righteousness.
[00:50:50.868 --> 00:50:57.829]  We firmly attach the belt of truth around our waist and drench our feet with the preparation of the gospel of peace.
[00:50:58.229 --> 00:51:07.651]  We take our Sword of Life Spirit, which is the Word of Life and the Shield of Faith, with which we will quench all of the fiery darts of the enemy.
[00:51:07.651 --> 00:51:20.514]  Thank you for blessing us from the top of our head to the bottom of our feet and everywhere in between with the first, what we need, everything that we deserve, and then the best that you have for our lives, Yahweh God.
[00:51:20.514 --> 00:51:22.254]  In Jesus' name, Amen.
[00:51:22.254 --> 00:51:23.674]  And perfect time to go to break.
[00:51:23.674 --> 00:51:26.655]  Hour number two, Uncensored with Ye.
[00:51:27.475 --> 00:51:30.716]  Nick Fuentes, I'm your guest host here in St.
[00:51:30.716 --> 00:51:33.156]  Asylum World, because the whole world's crazy.
[00:51:33.156 --> 00:51:34.237]  All of us are nuts.
[00:51:34.237 --> 00:51:35.757]  This is Twilight Zone 2.0.
[00:51:35.757 --> 00:51:37.378]  We will be right back.
[00:51:37.378 --> 00:51:39.058]  Don't disappoint me when you say that.
[00:51:39.058 --> 00:51:40.038]  No, I'm talking about all of us.
[00:51:40.038 --> 00:51:40.838]  The whole world's crazy.
[00:51:40.838 --> 00:51:42.819]  It is crazy.
[00:51:42.819 --> 00:51:44.439]  Everybody's crazy.
[00:51:44.439 --> 00:51:45.820]  I believe that.
[00:51:45.820 --> 00:51:47.860]  I'm saying the guest host here because these guys are hosting.
[00:51:47.860 --> 00:51:49.461]  We'll be right back with hour number two.
[00:52:04.434 --> 00:52:13.279]  December 2022 is here and we are proud and very excited to announce that free shipping is back at InfoWarStore.com.
[00:52:13.279 --> 00:52:17.101]  That's right, free shipping on all orders of $50 or more.
[00:52:17.101 --> 00:52:26.186]  But we've signed a new deal with a big national shipping company and they're able to cut our regular shipping costs by up to 50%.
[00:52:26.186 --> 00:52:28.208]  So that means even on orders that are below $50,
[00:52:28.988 --> 00:52:32.411]  You're going to be paying way lower than you were previously.
[00:52:32.411 --> 00:52:33.852]  This is a game changer.
[00:52:33.852 --> 00:52:35.413]  We're so excited about it.
[00:52:35.413 --> 00:52:37.655]  Our listeners should really ask for free shipping again.
[00:52:37.655 --> 00:52:42.099]  We couldn't afford it before, but by moving to a bigger national distributor, we're able to do it.
[00:52:42.099 --> 00:52:45.221]  So now, your orders will be shipped even faster.
[00:52:45.221 --> 00:52:47.203]  The same great customer service and more.
[00:52:47.663 --> 00:52:54.047]  So, get huge discounts and free shipping on so many great items at InfoWarsTore.com right now.
[00:52:54.047 --> 00:53:01.092]  I want to thank you all for your support, but now there's no excuse to boost your immune system, lead a healthier life, and keep InfoWars on the air.
[00:53:01.092 --> 00:53:01.913]  InfoWarsTore.com.
[00:53:04.386 --> 00:53:13.330]  The young generation, like Prime Minister Trudeau, half of this cabinet are actually young global leaders of the World Economic Forum.
[00:53:13.330 --> 00:53:17.532]  So if we penetrate the cabinets... Everything we discussed has been leaked to the press.
[00:53:17.532 --> 00:53:19.133]  That's not the purpose.
[00:53:19.133 --> 00:53:21.534]  And we're not that smart either.
[00:53:28.076 --> 00:53:31.777]  Canadians are watching very closely.
[00:53:31.777 --> 00:53:42.021]  Obviously everyone in China should be allowed to express themselves, should be allowed to share their perspectives and indeed protest.
[00:53:42.021 --> 00:53:42.761]  We're going to continue.
[00:53:43.161 --> 00:53:44.964]  There's a level of admiration I actually have for China.
[00:54:01.131 --> 00:54:13.124]  Because their basic dictatorship is allowing them to actually turn their economy around on a dime and say, we need to go green as fast as we need to start, you know, investing in solar.
[00:54:13.124 --> 00:54:19.170]  I mean, there is a flexibility that I know Stephen Harper must dream about of having a dictatorship that he could do everything he wanted.
[00:54:19.170 --> 00:54:21.733]  That I find quite interesting.
[00:54:22.262 --> 00:54:32.619]  Regardless of the fact that we are attacking your fundamental rights or limiting your fundamental rights, and the Charter says that's wrong.
[00:54:33.584 --> 00:54:35.904]  We're still going to go ahead and do with it.
[00:54:35.904 --> 00:54:58.529]  The small fringe minority of people who are on their way to Ottawa or who are holding unacceptable views that they're expressing do not represent the views of Canadians who have been there for each other, who know that following the science and stepping up to protect each other
[00:54:59.542 --> 00:55:05.007]  Is the best way to continue to ensure our freedoms, our rights, our values as a country.
[00:55:05.007 --> 00:55:16.477]  We are not intimidated by those who hurl insults and abuse at small business workers and steal food from the homeless.
[00:55:16.477 --> 00:55:21.401]  We won't give in to those who fly racist flags.
[00:55:21.401 --> 00:55:22.302]  We won't cave
[00:55:23.530 --> 00:55:28.916]  To those who engage in vandalism or dishonor the memory of our veterans.
[00:55:28.916 --> 00:55:33.400]  So to those responsible for this behavior, it needs to stop.
[00:55:33.400 --> 00:55:42.670]  The Emergencies Act will be used to strengthen and support law enforcement agencies at all levels across the country.
[00:55:42.670 --> 00:55:43.210]  As of today.
[00:55:44.286 --> 00:55:54.956]  A bank or other financial service provider will be able to immediately freeze or suspend an account without a court order.
[00:55:54.956 --> 00:55:57.979]  Justin Trudeau, I mean, I thought he was kind of a cool guy.
[00:55:57.979 --> 00:56:01.061]  But I started to read what he said.
[00:56:01.061 --> 00:56:02.363]  This is a couple of weeks ago.
[00:56:02.363 --> 00:56:07.187]  He was or maybe this is September, but he was talking about people who are not vaccinated.
[00:56:08.288 --> 00:56:09.830]  He said, they don't believe in science.
[00:56:09.830 --> 00:56:12.193]  They're often misogynistic, often racist.
[00:56:12.193 --> 00:56:12.934]  No, they're not.
[00:56:12.934 --> 00:56:14.716]  That was not smart of him at all.
[00:56:14.716 --> 00:56:15.056]  Right.
[00:56:15.056 --> 00:56:18.380]  He said, but they take up space.
[00:56:18.380 --> 00:56:22.385]  And with that, we have to make a choice in terms of a leader as a country.
[00:56:22.385 --> 00:56:24.087]  Do we tolerate these people?
[00:56:24.087 --> 00:56:25.268]  It's like, tolerate?
[00:56:25.268 --> 00:56:26.509]  Now you do sound like Hitler.
[00:56:27.330 --> 00:56:35.335]  Well, the Bill of Rights is a stumbling block on the way to shutting down speech that the left doesn't like, at least in government.
[00:56:35.335 --> 00:56:41.119]  But there's a new avenue for those who would like to censor what you say and think, and that's corporations.
[00:56:41.119 --> 00:56:43.460]  The left have wised up to this.
[00:56:43.460 --> 00:56:48.884]  If you want to stop someone from telling the truth, use companies to do it.
[00:56:48.884 --> 00:56:50.225]  The social media giants.
[00:56:50.225 --> 00:56:50.605]  And they are.
[00:56:50.965 --> 00:56:56.687]  For many on the left, the view seems to have become that if you can't beat them, prevent them from speaking.
[00:56:56.687 --> 00:57:01.509]  So far the most prominent casualty of the crusade against free expression has been the radio show host Alex Jones.
[00:57:01.509 --> 00:57:09.152]  There is a concerted effort by the Democratic Party and multinational corporations and big tech to silence conservative and nationalist and populist voices.
[00:57:09.292 --> 00:57:15.334]  There's also guys on CNN that spend their whole day calling Facebook and saying, can you ban this person?
[00:57:15.334 --> 00:57:22.376]  He may be America's best-known conspiracy theorist, but this week, Alex Jones' content will be a little harder to find.
[00:57:22.376 --> 00:57:32.179]  Shame on the mainstream corporate media for not defending the First Amendment, but instead attack-dogging, calling for federal regulators to shut down independent, free press working with big tech.
[00:57:32.796 --> 00:57:34.297]  People know what's true.
[00:57:34.297 --> 00:57:35.617]  They can smell it.
[00:57:35.617 --> 00:57:41.059]  InfoWars, the most banned network in the world.
[00:57:41.059 --> 00:57:43.080]  In a free country, everyone can be heard.
[00:57:43.080 --> 00:57:46.702]  In totalitarian societies, only the powerful can be heard.
[00:57:55.416 --> 00:58:02.598]  The evil abuse of children that the world is waking up to today has been going on for many, many years.
[00:58:02.598 --> 00:58:17.002]  The Industrial Revolution was fueled by hundreds of thousands of children sold off of orphan trains at local fairs across the country, many of which were born within orphan asylums and referred to as foundlings.
[00:58:17.842 --> 00:58:23.566]  History shows us that not everyone sees an innocent child as someone to protect.
[00:58:23.566 --> 00:58:31.851]  And the Balenciaga scandal is exposing a hidden cult that celebrates the death and torture of children.
[00:58:31.851 --> 00:58:40.476]  The same photographer who placed the Supreme Court ruling on child porn in the Balenciaga ad that sparked this whole recent scandal.
[00:58:40.956 --> 00:58:58.887]  Also did a photo shoot for France's Double Magazine that featured a traumatized looking child having her passport photo taken for a trip to the same Disney Cruise Line that provides snorkeling trips off the coast of Epstein's Island, otherwise known as Little St.
[00:58:58.887 --> 00:58:59.948]  James.
[00:58:59.948 --> 00:59:08.873]  Both photo shoots appear to have been styled by Russian stylist Lada Volkova, a highly celebrated stylist in the fashion industry.
[00:59:09.133 --> 00:59:16.957]  Who works for Vogue, Adidas, Chanel, and has been a top stylist for Balenciaga since 2014.
[00:59:16.957 --> 00:59:20.839]  She has deleted her Instagram account since the scandal hit.
[00:59:20.839 --> 00:59:25.821]  But archived images show a dark appreciation for child abuse.
[00:59:25.821 --> 00:59:33.525]  Images of violent pedophilia, child torture, child disembowelment, Satanism, and cannibalism.
[00:59:34.125 --> 00:59:46.411]  Many of these images are appreciated by her rich and famous designer friends, Gosha Rubchinsky and Mark Jacobs, both accused of peddling pedophilia in their own work.
[00:59:46.411 --> 00:59:53.534]  A recent video shows what appears to be fake babies sold in blood-spattered Balenciaga schwag.
[00:59:53.874 --> 00:59:54.955]  What's in your bag?
[00:59:54.955 --> 00:59:55.555]  In my bag?
[00:59:55.555 --> 01:00:00.919]  I don't know, like, stuff or maybe... Or like... Can we do a what's in your bag?
[01:00:00.919 --> 01:00:03.881]  Yeah, can we do a what's in the bag, please?
[01:00:03.881 --> 01:00:06.623]  Can I hold it for you and you can take things out?
[01:00:06.623 --> 01:00:07.184]  Excuse me.
[01:00:07.184 --> 01:00:07.524]  Yeah.
[01:00:09.285 --> 01:00:11.986]  There's like a, like when she starts to cry, like, then when she's gonna pee, I don't know.
[01:00:11.986 --> 01:00:12.927]  Then when she's boring, I don't know.
[01:00:12.927 --> 01:00:13.587]  Yeah, everything possible.
[01:00:27.552 --> 01:00:39.749]  Right as the Balenciaga scandal goes viral, Hollywood actress Nicole Kidman, who was recently glamorizing eating bugs, proudly releases her own Balenciaga ad on Instagram.
[01:00:40.962 --> 01:00:48.049]  From what we are learning about these people, it seems strange for us to put our faith in any single one of them.
[01:00:48.049 --> 01:00:51.232]  And by all appearances, this wasn't an accident.
[01:00:51.232 --> 01:00:54.235]  It seems to be another demoralizing PSYOP.
[01:00:54.235 --> 01:00:56.798]  The Balenciaga stuff just gets worse and worse.
[01:00:56.798 --> 01:00:57.259]  Check this out.
[01:00:58.496 --> 01:01:05.988]  The people that recruited all of the models for Balenciaga's runway show was a woman called Rachel Chandler who has been on Jeffrey Epstein's island.
[01:01:05.988 --> 01:01:12.379]  She's even posted a picture on Instagram of CCTV footage back in 2013 bragging about being on the island.
[01:01:12.915 --> 01:01:18.119]  This stuff's got me wondering if all high-end fashion brands are just fronts for human trafficking.
[01:01:18.119 --> 01:01:24.445]  So most of us know by now that Balenciaga got themselves cancelled by having BDSM bears photographed with children.
[01:01:24.445 --> 01:01:32.811]  The same style bears were featured in one of their last runway shows, which was held in a mud pit, as if the brand weren't disgusting enough.
[01:01:32.811 --> 01:01:34.233]  But who opened for the show?
[01:01:39.172 --> 01:01:44.455]  Yeah, Kanye West was pretty close with Balenciaga before they got cancelled for that last photo shoot.
[01:01:44.455 --> 01:01:47.116]  Kanye's been all over the place for years.
[01:01:47.116 --> 01:01:48.597]  Everybody knows that.
[01:01:48.597 --> 01:01:49.717]  I'm sure he's been through a lot.
[01:01:49.717 --> 01:01:52.379]  I feel for him, but let's keep our eyes open, yeah?
[01:01:52.379 --> 01:02:02.984]  It's a very small club, and yet the majority of us still seem to obsess over them, like royalty, which begs the question, do we have any power?
[01:02:02.984 --> 01:02:07.587]  And if we someday find that we do, what are we going to do about this evil?
[01:02:08.548 --> 01:02:11.016]  Reporting for InfoWars, this is Greg Reese.
[01:02:35.242 --> 01:02:37.123]  It's almost like we got Ye here.
[01:02:37.123 --> 01:02:39.784]  The whole building is just crazy.
[01:02:39.784 --> 01:02:41.645]  Alex Jones here back live with Ye.
[01:02:41.645 --> 01:02:44.246]  Nick Fuentes riding shotgun.
[01:02:44.246 --> 01:02:46.567]  And we're going to get Laura Loomer on the line.
[01:02:46.567 --> 01:02:48.047]  He didn't want to wear an earpiece.
[01:02:48.047 --> 01:02:48.968]  That's fine.
[01:02:48.968 --> 01:02:51.349]  We're going to call her on his phone in like 10 minutes or so.
[01:02:51.349 --> 01:02:52.549]  So we'll get to you, Laura.
[01:02:52.549 --> 01:02:53.770]  But he wants to get her on, so that's great.
[01:02:53.770 --> 01:02:54.770]  We'll get her on.
[01:02:54.770 --> 01:02:58.552]  Ye, let me bring up since you guys want to get on this topic.
[01:02:59.612 --> 01:03:15.162]  The meeting with Trump, they're now using it against Trump, they're misrepresenting who Nick is, and I think that's fair to say, and they're lying about you, and they're trying to make it the new reason that DeSantis should be the 2024 frontrunner.
[01:03:15.162 --> 01:03:20.806]  And I like DeSantis in many ways, but I don't like who he's aligning with, all these big donors, and him playing along with this.
[01:03:20.806 --> 01:03:21.967]  It's very troubling.
[01:03:21.967 --> 01:03:25.109]  So tell us about the meeting and what really happened there.
[01:03:25.109 --> 01:03:26.670]  Nick, you have the minutes on it.
[01:03:27.355 --> 01:03:29.577]  That's right.
[01:03:29.577 --> 01:03:33.020]  So, where to begin?
[01:03:33.020 --> 01:03:41.327]  I want to set the record straight, first of all, because there was a big piece on NBC the other day written by Mark Caputo with a lot of lies about the dinner.
[01:03:41.327 --> 01:03:43.949]  I don't know if people were misquoted or if bad quotes were given.
[01:03:44.850 --> 01:03:49.971]  People are being led to believe that this was somehow a setup or an ambush to make the president look bad.
[01:03:49.971 --> 01:03:51.111]  That's not true.
[01:03:51.111 --> 01:03:52.292]  Ye loves Trump.
[01:03:52.292 --> 01:03:53.412]  I love Trump.
[01:03:53.412 --> 01:03:59.253]  We came to the dinner to have a discussion with him and have a discussion with him about the 2024 race.
[01:03:59.253 --> 01:04:01.394]  Ye had a proposition for him.
[01:04:01.394 --> 01:04:04.815]  And so a lot of it was really put together in the last minute.
[01:04:04.815 --> 01:04:09.536]  I didn't even really know until I was at Mar-a-Lago whether or not we would be at the dinner.
[01:04:09.536 --> 01:04:13.697]  It was something that Ye and I discussed on the flight there and on the car ride over.
[01:04:14.517 --> 01:04:22.728]  I just want to get that cleared up straight away because I think Ye and I both believe that Trump is a great option.
[01:04:22.728 --> 01:04:25.491]  It really just comes down to Trump and Ye for the most part.
[01:04:25.491 --> 01:04:29.777]  But them trying to premeditatedly claim it was some secret meeting and he knew he was meeting with you, that's not true.
[01:04:30.117 --> 01:04:36.740]  No, yeah, and it was surprising because we had this conversation the day before we flew out.
[01:04:36.740 --> 01:04:38.061]  We were in L.A.
[01:04:38.061 --> 01:04:43.843]  on that Monday, and I was told it may not even be possible for you to get into Mar-a-Lago.
[01:04:43.843 --> 01:04:51.086]  They said because there's so many people that will intercept you, there's a guest list and you have to be on it, and there's a security list and all these things.
[01:04:51.086 --> 01:04:53.788]  So I was told that I may not even be able to get through.
[01:04:54.528 --> 01:05:06.053]  Well, we pulled up to the club, they checked out Ye, they checked out Karen's ID and information, we drove up, we walked in, we sat down in the lobby, the president came out of the dining room, and that was that.
[01:05:06.053 --> 01:05:15.358]  He invited Ye to dinner, and I don't know if it was Ye or Trump, but one of them said, uh, well, we want to bring, uh, Jamar, uh, Karen and Nick into the dining room.
[01:05:16.118 --> 01:05:22.065]  And so we came in, we sat down, well, we took some pictures, yay, sort of lit up the whole room.
[01:05:22.065 --> 01:05:24.347]  Everybody wanted to get a picture with him.
[01:05:24.347 --> 01:05:26.269]  We sat down at the table.
[01:05:26.269 --> 01:05:29.813]  And I want to say, initially, it was a very pleasant dinner.
[01:05:29.813 --> 01:05:32.476]  Trump gave kind of the standard black voter pitch.
[01:05:32.476 --> 01:05:35.880]  He talked about the HBCUs, the Opportunity Zones, things like that.
[01:05:36.661 --> 01:05:54.422]  And then it turned out that, um, Ye had accidentally sent a text message to a lawyer that both Trump and Ye share, um, and forwarded him some intel that Karen gave to us about how we were going to handle the Trump meeting and how to read his body language and the kinds of things that maybe we should avoid.
[01:05:55.123 --> 01:05:57.044]  Or things we might want to say.
[01:05:57.044 --> 01:06:07.168]  And so before the dinner, Ye accidentally forwarded that to a lawyer, who then in the middle of the dinner apparently called Trump to say, hey, Karen Giorno's involved.
[01:06:07.168 --> 01:06:08.209]  This is a setup.
[01:06:08.209 --> 01:06:10.390]  You guys are being set up right now.
[01:06:10.390 --> 01:06:12.571]  It was really just based on a misunderstanding.
[01:06:13.311 --> 01:06:14.172]  Who's this lawyer?
[01:06:14.172 --> 01:06:14.292]  Yes.
[01:06:14.292 --> 01:06:14.592]  No, I don't.
[01:06:43.491 --> 01:06:45.132]  So the dinner was actually very pleasant.
[01:06:45.132 --> 01:06:46.332]  It was very friendly.
[01:06:46.332 --> 01:06:48.272]  Ye picked out a song to play.
[01:06:48.272 --> 01:06:51.133]  He put on Say You Will off of 808s.
[01:06:51.133 --> 01:06:53.654]  And then Trump said, oh, I don't know, let's put on one of your hits.
[01:06:53.654 --> 01:06:54.654]  So he put on Stronger.
[01:06:54.654 --> 01:06:56.575]  It was very congenial.
[01:06:56.575 --> 01:07:03.477]  Well, then in the middle of the dinner, Trump gets this call because Nick Gravante apparently sent the text to one of Trump's guys or somebody.
[01:07:03.477 --> 01:07:08.258]  Somebody called Trump and said, Karen is giving Ye intel because Karen worked for Trump.
[01:07:08.258 --> 01:07:10.799]  She ran the state of Florida during the Republican primary in 16.
[01:07:12.159 --> 01:07:16.342]  Until he got the heads up, they thought it was some big ambush.
[01:07:16.342 --> 01:07:20.264]  So he gets off the phone, and the tone totally flipped.
[01:07:20.264 --> 01:07:25.648]  And he starts telling Ye these stories about how some of his black constituents had betrayed him.
[01:07:25.648 --> 01:07:26.649]  He told the story about...
[01:07:27.429 --> 01:07:29.671]  How he got A$AP Rocky out of jail.
[01:07:29.671 --> 01:07:35.114]  He told the story about how he got the NBA basketball players out of the Chinese jail.
[01:07:35.114 --> 01:07:39.998]  And the moral of the story was, if you go against me, if you're disloyal to me, I'll crush you.
[01:07:39.998 --> 01:07:43.640]  That was kind of the subtext of the stories from Trump.
[01:07:43.640 --> 01:07:53.367]  He said that Kim, Kim Kardashian, he said some nasty things about her because she endorsed Joe Biden after Trump released, what is it, Alice?
[01:07:53.367 --> 01:07:53.907]  Alice Johnson.
[01:07:54.207 --> 01:07:55.628]  Alex Johnson from prison.
[01:07:55.628 --> 01:07:57.869]  He commuted her sentence and then gave her a pardon.
[01:07:57.869 --> 01:07:59.930]  So he felt betrayed by that.
[01:07:59.930 --> 01:08:05.973]  And then Ye made the proposition and said, hey, I'd like you to be my running mate in 2024.
[01:08:05.973 --> 01:08:08.154]  And Trump sort of... I gave him the opportunity.
[01:08:08.154 --> 01:08:09.215]  I didn't say I would like him.
[01:08:09.215 --> 01:08:11.196]  I said you have the opportunity.
[01:08:11.196 --> 01:08:11.516]  Right.
[01:08:11.516 --> 01:08:11.796]  Yes.
[01:08:11.796 --> 01:08:13.997]  To be my running mate in 2024.
[01:08:13.997 --> 01:08:14.637]  Yes.
[01:08:14.637 --> 01:08:16.859]  Will he wear a mask as well, though?
[01:08:16.859 --> 01:08:19.960]  I think it would look cool.
[01:08:19.960 --> 01:08:21.081]  I do think it looks cool.
[01:08:22.188 --> 01:08:50.901]  So he sat back and folded his arms, and he kind of smirked, and he sort of dismissed it, but then he got a little bit heated, and he said, you can't win, you'll never win, don't run, you can win at a lot of things, but you can't win at this, and then he turned to me, and Karen, and said, you guys are smart, I know you work for him, but don't lie to him, tell him, tell him he can't win, and, you know, I love Trump, and I love Ye, and so I'm looking at Trump, and then I'm looking at Ye, and I'm looking at Trump, and Ye, he's telling me,
[01:08:51.971 --> 01:08:54.252]  Nick, they say you're a white supremacist.
[01:08:54.252 --> 01:08:55.212]  Are you a white supremacist?
[01:08:55.212 --> 01:08:56.573]  No, not at all.
[01:08:56.573 --> 01:08:57.953]  Well, spend some time on that.
[01:08:57.953 --> 01:09:03.996]  Yeah, you know, I'm a Catholic, I'm Christian, and so I believe that we are all... I know that sounds white supremacist right there, but it's not.
[01:09:03.996 --> 01:09:04.216]  Go ahead.
[01:09:07.579 --> 01:09:16.585]  Well, I believe that we're all children of God, and so I think that black, white, red, brown, whatever, we're all siblings in a certain sense because we're created by God.
[01:09:16.585 --> 01:09:19.287]  I do, though, believe that there are races.
[01:09:19.287 --> 01:09:27.232]  There are black people, there are white people, there are Hispanics, and these differences mean something to people, they mean things to each other.
[01:09:27.232 --> 01:09:31.395]  That doesn't mean that we can't get along, that doesn't mean that... But the left's saying it's bad to even have a culture.
[01:09:31.395 --> 01:09:33.517]  They're saying none of us can say I'm this or I'm that.
[01:09:33.957 --> 01:09:34.137]  Right.
[01:09:34.137 --> 01:09:35.457]  They want to melt us all down.
[01:09:35.457 --> 01:09:36.778]  That's what globalization is.
[01:09:36.778 --> 01:09:39.879]  They want to globalize the government, the economy, and the population.
[01:09:39.879 --> 01:09:41.239]  They want a global government.
[01:09:41.239 --> 01:09:43.460]  They want to globalize the economy through free trade.
[01:09:43.460 --> 01:09:44.660]  There's no culture.
[01:09:44.660 --> 01:09:45.180]  Exactly.
[01:09:45.180 --> 01:09:47.101]  And the population through immigration.
[01:09:47.101 --> 01:09:51.782]  And they want to make it so that in 50, 100 years, there are no distinct nations.
[01:09:51.782 --> 01:09:53.783]  There's no distinct peoples.
[01:09:53.783 --> 01:09:55.323]  So nobody can stand up to them.
[01:09:55.323 --> 01:09:55.624]  Right.
[01:09:55.624 --> 01:09:56.804]  Just a slave class.
[01:09:56.804 --> 01:09:57.844]  Undifferentiated.
[01:09:57.844 --> 01:09:59.305]  That's what they want.
[01:09:59.305 --> 01:10:02.566]  This is the future president you're talking to right now.
[01:10:02.566 --> 01:10:03.446]  Is Nick your running mate?
[01:10:04.503 --> 01:10:05.173]  He's not old enough.
[01:10:06.515 --> 01:10:08.736]  Yeah, Nick, how old are you?
[01:10:08.736 --> 01:10:10.117]  I'm 24.
[01:10:10.117 --> 01:10:11.358]  Maybe in a few cycles.
[01:10:11.358 --> 01:10:13.359]  And Trump loved Nick.
[01:10:13.359 --> 01:10:15.960]  He looked at me, he said, where did you find this kid?
[01:10:15.960 --> 01:10:19.082]  He had no idea until what's the guy that wrote the speech that you didn't like?
[01:10:19.082 --> 01:10:19.702]  Jason Miller.
[01:10:19.702 --> 01:10:23.644]  Did Jason Miller lied afterwards after they found out who you were?
[01:10:23.644 --> 01:10:25.925]  And what did Jason say in the press to start off?
