[00:00:00.000 --> 00:00:03.480]  [SIRENS]
[00:36:00.754 --> 00:36:06.542]  It's finally, you know, coming back to life and I, you know, it has restored my faith here in these people and I couldn't be more proud of them.
[00:36:06.862 --> 00:36:08.765]  The media was filming the tail end of it.
[00:36:08.965 --> 00:36:12.650]  Watch, like, 20, 30 people as there's a thousand on the other side.
[00:36:13.231 --> 00:36:18.054]  And, you know, these people there, you know, citizen documented, they're just screaming at them like, you're, you liars!
[00:36:18.395 --> 00:36:19.175]  Like, look over there!
[00:36:19.195 --> 00:36:20.236]  And they chased them away.
[00:36:20.256 --> 00:36:24.339]  And then they go on CBC and say, well, we fear for our safety because these people are so extreme.
[00:36:24.359 --> 00:36:26.200]  We, we don't, you know, they're, they're so crazy.
[00:36:26.240 --> 00:36:31.664]  They don't want us to lock them down and bankrupt them and starve them and force injections in them that kill you.
[00:36:31.704 --> 00:36:32.785]  What's wrong with them?
[00:36:32.805 --> 00:36:34.566]  I mean, Klaus Schwab's nice.
[00:36:36.838 --> 00:36:37.338]  Exactly.
[00:36:37.358 --> 00:36:40.761]  It's crazy and it's just basically, they've had enough.
[00:36:40.821 --> 00:36:41.862]  People don't want to live like this.
[00:36:42.262 --> 00:36:46.225]  And a fringe of minorities, not even Canada, this is now starting, this is spreading all over the world now.
[00:36:46.566 --> 00:36:47.907]  There's similar movements.
[00:36:47.987 --> 00:36:52.791]  I was about to say Germany, France, England, Australia, the truckers are pissed.
[00:36:53.051 --> 00:36:54.172]  Humanity's coming together.
[00:36:54.392 --> 00:36:56.614]  I love the PSYOP out of Canada and Australia.
[00:36:56.894 --> 00:36:59.056]  Don't get involved, you Americans or anybody.
[00:36:59.336 --> 00:37:01.919]  If we were under this tyranny, I want Canadians involved.
[00:37:02.239 --> 00:37:03.200]  I want everybody involved.
[00:37:03.220 --> 00:37:04.321]  I want Mexicans involved.
[00:37:04.981 --> 00:37:05.521]  To help us!
[00:37:05.561 --> 00:37:06.642]  We're all in this together!
[00:37:07.803 --> 00:37:14.427]  It's a global war on everybody, on all free people and anybody that just wants to live their lives and be free and they're coming after all of us.
[00:37:15.067 --> 00:37:15.828]  You can count on that.
[00:37:15.888 --> 00:37:16.368]  I've said that.
[00:37:16.408 --> 00:37:25.714]  If this works, and I don't see how they're going to get out of this unless they can spin something or invent something, these guys are, when it's done and they win, they're going to pack up and they're going to turn right around and they're coming to Washington next.
[00:37:26.454 --> 00:37:26.794]  Okay?
[00:37:27.074 --> 00:37:27.895]  This isn't going to stop.
[00:37:29.354 --> 00:37:30.014]  Until it's over.
[00:37:30.435 --> 00:37:33.637]  It's a beautiful thing you see happen and they're desperate.
[00:37:33.657 --> 00:37:35.439]  They're desperately trying to figure out a way to stop this.
[00:37:35.879 --> 00:37:38.521]  Well listen, I'm doing the regular Sunday show, 4 to 6 p.m.
[00:37:38.601 --> 00:37:42.865]  Please join me tomorrow, Jeremy McKenzie, RagingDissent.com.
[00:37:42.905 --> 00:37:44.086]  I can talk to you for five hours.
[00:37:44.346 --> 00:37:47.188]  We've got all these amazing Canadians on the phone to go to.
[00:37:47.468 --> 00:37:49.370]  Anything else in the last 60 seconds you'd like to add?
[00:37:51.202 --> 00:37:54.043]  Not really, just be careful, keep your head on a swivel.
[00:37:54.063 --> 00:38:05.827]  I would recommend anybody, if you see anything strange or going on, get it on camera and get out of there immediately because as we know what they did to their political prisoners you guys have down there in the United States over what happened last year.
[00:38:05.847 --> 00:38:08.607]  This is, again, peaceful movement.
[00:38:09.168 --> 00:38:12.889]  All we have to do, it's like the end of a championship boxing fight, you're up, it's over.
[00:38:13.009 --> 00:38:16.210]  Just don't get knocked out in the last three minutes of the last round and you're going home with the belt.
[00:38:16.230 --> 00:38:19.951]  That's right, you've won the last 11 rounds, the dude is bleeding, just don't let him knock you out.
[00:38:20.959 --> 00:38:21.399]  Yep.
[00:38:21.499 --> 00:38:24.560]  Even if he low blows you, he elbows you, he headbutts you, doesn't matter.
[00:38:24.580 --> 00:38:29.421]  I don't care if people spit on you, throw eggs at you, smile and wave, because the clock's ticking and they're going to lose.
[00:38:29.461 --> 00:38:30.621]  Jesus taught us how to do it.
[00:38:30.721 --> 00:38:31.422]  Gandhi did it.
[00:38:31.482 --> 00:38:32.402]  Martin Luther King Jr.
[00:38:32.722 --> 00:38:33.362]  This is the time.
[00:38:33.382 --> 00:38:37.603]  Because you're a tough guy, but you understand, a lot of people are trying to provocateur into anger.
[00:38:38.203 --> 00:38:41.384]  The real tough guys know how to take a punch when it means winning the whole game, right?
[00:38:42.584 --> 00:38:43.085]  Absolutely.
[00:38:43.165 --> 00:38:45.218]   And like I said, that's why That's why I'm here.
[00:38:45.238 --> 00:38:46.339]  They're trying to paint me as a terrorist.
[00:38:46.359 --> 00:38:48.601]  They're trying to paint Derek here as a terrorist and everybody.
[00:38:49.661 --> 00:38:53.424]  If it means it's better for the movement, I'm not going to take anything away from this.
[00:38:53.484 --> 00:38:58.348]  I'll hide under a rock if that's what it takes, because it's about the country, it's about the people.
[00:38:58.368 --> 00:38:59.969]  But the military and police ought to look at that.
[00:38:59.989 --> 00:39:05.873]  You're a decorated, honorably discharged combat veteran, and then here they are demonizing you because you're a veteran.
[00:39:06.053 --> 00:39:10.096]  That ought to tell all those people how expendable they are by this corrupt alien system.
[00:39:11.149 --> 00:39:12.973]  If you go against it, it doesn't matter who you are.
[00:39:13.033 --> 00:39:20.429]  You can be the most loyal soldier to the Empire until the very last day, and on the last day you do something it doesn't like, they'll throw you away as fast as anybody else.
[00:39:21.536 --> 00:39:22.757]  All right, very powerful.
[00:39:22.777 --> 00:39:25.639]  We'll talk to you tomorrow on the Sunday show.
[00:39:25.719 --> 00:39:27.360]  Thank you so much, sir.
[00:39:28.321 --> 00:39:34.886]  The powerful combination of both vitamin C and zinc are great stepping stones to leading a healthier life.
[00:39:35.266 --> 00:39:40.771]  InfoWars has made it easier to make sure you are getting enough in your system with a supplement that contains both.
[00:39:41.151 --> 00:39:47.516]  This InfoWars Life Offering Vitamin C Plus Zinc with Rose Hips should be your next purchase from the InfoWars store.
[00:39:47.816 --> 00:39:54.483]  The rose hips contained within are a part of the rose flower just below the petals that contain the rose plant seeds.
[00:39:55.044 --> 00:40:05.335]  Natural chemicals found in the hips may even be helpful for a variety of health conditions, including those with osteoarthritis and for those with pain after surgery, studies have shown.
[00:40:05.735 --> 00:40:14.280]  As for vitamin C and zinc themselves, you probably already know that they play an important role in nutrition, immune defense, and the maintenance of your everyday health.
[00:40:14.740 --> 00:40:20.983]  It has been reported that intake of both is often inadequate, even in affluent populations like here in America.
[00:40:21.343 --> 00:40:27.547]  So next time you visit, be sure to check it out at InfoWarsStore.com, where we promise our rose hips don't lie.
[00:40:27.927 --> 00:40:36.529]  Coming up in a few minutes, Dixie Rose is a trucker's wife who traveled with her family to hold the line for her Canadian family, Canada-Unity.com.
[00:40:36.789 --> 00:40:47.412]  We're getting her on the line, but I want to get to Derek and Decker and Alex and Alan and Jay and Trina and Brett and Ben and Jason and Miles.
[00:40:47.432 --> 00:40:51.753]  We'll get to all of you here on this live emergency transmission.
[00:40:51.793 --> 00:40:52.693]  Let's go first.
[00:40:53.473 --> 00:40:57.737]  To Trina in Ottawa, right there in the capital of the incredible country of Canada.
[00:40:57.757 --> 00:40:58.498]  What a gorgeous country.
[00:40:58.538 --> 00:40:59.319]  I'm sorry, I've been up there.
[00:40:59.499 --> 00:41:00.059]  Beautiful place.
[00:41:00.960 --> 00:41:02.682]  So sad it's captured by the globalists.
[00:41:02.962 --> 00:41:04.003]  Gotta free it.
[00:41:04.063 --> 00:41:05.104]  Trina in Ottawa.
[00:41:05.304 --> 00:41:07.006]  You're saying it's massive, awesome.
[00:41:07.226 --> 00:41:08.007]  You're right in the middle of it.
[00:41:08.027 --> 00:41:08.708]  What are you saying?
[00:41:10.453 --> 00:41:12.857]  Alex, thank you for taking my call.
[00:41:12.877 --> 00:41:14.660]  Oh my God, I can't believe what I'm talking to you.
[00:41:14.981 --> 00:41:18.507]  I also want to tell you thank you for giving Canada so much exposure.
[00:41:18.627 --> 00:41:19.589]  I've been listening to you for hours.
[00:41:19.609 --> 00:41:21.191]  Well, I mean, you're on northern flank.
[00:41:21.211 --> 00:41:22.213]  The enemy's taking you over.
[00:41:22.233 --> 00:41:22.734]  Are you kidding?
[00:41:22.754 --> 00:41:24.277]  My God, we're all in this together.
[00:41:25.305 --> 00:41:28.327]  We are in this together, and in solidarity.
[00:41:28.628 --> 00:41:44.220]  And it is a proud moment to be Canadian today, to be driving down around Parliament Hill and seeing everyone, from children, no masks, no nothing, just everyone is happy, and this is an amazing moment to be alive here today, that's for sure.
[00:41:45.333 --> 00:41:50.696]  Well, I want to go back to the point, because isn't it just like, and I agree with you in solidarity, that's wonderful, but it's like a risk game.
[00:41:50.796 --> 00:41:53.458]  The more territory the globalists get, the more power they have.
[00:41:53.858 --> 00:41:57.580]  Every piece they take is, is, is, I'm closer to a FEMA camp.
[00:41:57.880 --> 00:42:03.803]  So I have empathy because I care about your freedom and hate seeing you be slaves, but you understand, this is self-preservation I'm engaged in.
[00:42:04.163 --> 00:42:05.964]  They, if they can take you down, we're screwed.
[00:42:06.165 --> 00:42:07.605]  They've already got almost every U.S.
[00:42:07.665 --> 00:42:08.466]  city under their control.
[00:42:09.941 --> 00:42:10.501]  I know that.
[00:42:10.782 --> 00:42:12.743]  And we're experiencing this here too.
[00:42:13.023 --> 00:42:24.630]  And I've been afraid as a Canadian for the past, I don't know how many months, 22 months, because it felt like we were just rolling over and we were just allowing these invaders to take over our country.
[00:42:24.710 --> 00:42:28.272]  And we have never been more disappointed in our leader.
[00:42:29.413 --> 00:42:30.373]  I don't even want to call him that.
[00:42:30.393 --> 00:42:30.994]  He's not your leader.
[00:42:31.054 --> 00:42:32.935]  He is literally a globalist occupier.
[00:42:33.155 --> 00:42:36.097]  He is literally vetted and says he wants to be a dictator.
[00:42:37.079 --> 00:42:39.422]  Well, we are on to him, and we are not taking it.
[00:42:39.542 --> 00:42:44.647]  And these truckers, they have given us all hope, and people are just coming out of the woodwork.
[00:42:44.687 --> 00:42:46.009]  We have never been so proud.
[00:42:47.611 --> 00:42:48.291]  Beautifully said.
[00:42:48.331 --> 00:42:49.473]  Trina, what else would you like to add?
[00:42:50.994 --> 00:42:53.938]  I'd also like to add that your products are amazing.
[00:42:54.078 --> 00:43:00.044]  I'm going to give a, I absolutely love the winter sun and up here in Canada, we don't get enough of it in the winter.
[00:43:00.064 --> 00:43:01.506]  I love your brain force.
[00:43:01.566 --> 00:43:06.030]  So I'm definitely a supporter and I am just so pleased to just be talking with you.
[00:43:06.251 --> 00:43:07.432]  We love you here in Canada.
[00:43:07.512 --> 00:43:11.955]  Well, I love you, and I'm gonna fight to the end, and I see humanity rising up peacefully.
[00:43:11.995 --> 00:43:12.475]  It's beautiful.
[00:43:12.876 --> 00:43:13.456]  Be safe.
[00:43:13.556 --> 00:43:19.280]  Don't let a provocateur stop any provocateurs that try to firebomb or attack to demonize the whole group.
[00:43:19.620 --> 00:43:22.922]  But if they do firebomb or bomb something to blame you, say, we didn't do this.
[00:43:23.263 --> 00:43:24.483]  The globalists have the motive.
[00:43:24.744 --> 00:43:26.405]  Probably a false flag.
[00:43:26.545 --> 00:43:30.187]  Don't turn tail when they stage something, because they could truck bomb anything.
[00:43:30.467 --> 00:43:33.269]  People are real patriots doing this, bringing their children there.
[00:43:33.389 --> 00:43:34.150]  I salute them.
[00:43:34.210 --> 00:43:37.212]  I'm so proud of the sleeping giant that is the Canadians.
[00:43:39.033 --> 00:43:43.657]  Because I'm telling you in my life, I've learned, the quiet, nice guy is the guy that'll whip your ass in a fight.
[00:43:44.278 --> 00:43:48.141]  He ain't looking for a fight, he's not looking for trouble, but once you start it, they're going to finish it.
[00:43:48.161 --> 00:43:52.384]  The Canadians are so nice, but now they know they're in trouble, and now they're firing up!
[00:43:52.864 --> 00:43:54.626]  And this is what it's going to take to win!
[00:43:54.906 --> 00:44:04.514]  That's why we're here on Saturday, to salute our Canadian brothers and sisters, and our Australian brothers and sisters, and our German brothers and sisters, and people in Central and South America, still under lockdown.
[00:44:04.754 --> 00:44:05.715]  They're our brothers and sisters.
[00:44:05.935 --> 00:44:06.936]  This is wrong!
[00:44:07.236 --> 00:44:08.258]  This is evil!
[00:44:08.499 --> 00:44:09.280]  And it has to end now.
[00:44:09.340 --> 00:44:11.364]  Let's go a few more calls and we have Dixie Rose yet?
[00:44:13.528 --> 00:44:15.312]  All right, I'm gonna get one more call and we're gonna go to Dixie Rose.
[00:44:15.873 --> 00:44:17.716]  Let's go ahead and talk to...
[00:44:20.782 --> 00:44:29.804]  Let's go ahead and talk to Miles in Ottawa, also in the Canadian capital, where a million-plus people conservatively are now arriving.
[00:44:30.244 --> 00:44:33.584]  Literally turned out I was in hiding under a rock where he belongs.
[00:44:34.345 --> 00:44:37.005]  Miles in Ottawa, tell us what's going on in Dixie Rose.
[00:44:38.165 --> 00:44:42.486]  Alex, it has been so difficult the last two years to be a Canadian.
[00:44:43.026 --> 00:44:46.947]  They have disparaged and gaslit the population.
[00:44:47.421 --> 00:44:51.442]  We're having legitimate questions about an experimental vaccine.
[00:44:51.922 --> 00:44:54.163]  We are coerced by our employers.
[00:44:55.123 --> 00:44:57.043]  I can't get on a plane in this country.
[00:44:57.063 --> 00:44:59.204]  I have to drive across the country for work.
[00:44:59.244 --> 00:45:01.024]  Brother, you're under martial law.
[00:45:01.064 --> 00:45:02.864]  You're under the World Social Credit score.
[00:45:02.904 --> 00:45:04.685]  You're under it, yeah.
[00:45:04.845 --> 00:45:07.906]  And just the absolute state of hypnosis.
[00:45:08.386 --> 00:45:10.406]  So many Canadians are walking around in.
[00:45:10.726 --> 00:45:13.887]  They speak these positions that they can't defend.
[00:45:14.520 --> 00:45:17.361]  With the slightest bit of cross-examination.
[00:45:17.721 --> 00:45:19.501]  We have a drone population.
[00:45:19.541 --> 00:45:20.121]  It's pathetic.
[00:45:20.381 --> 00:45:21.822]  We don't have any critical thinking.
[00:45:22.162 --> 00:45:24.963]  But today, I left with my fiancée at five in the morning.
[00:45:25.303 --> 00:45:26.443]  We drove to Ottawa.
[00:45:27.343 --> 00:45:29.984]  It was convoys of trucks, pickup trucks.
[00:45:30.564 --> 00:45:32.945]  It is, everybody has flags on their cars.
[00:45:33.325 --> 00:45:35.065]  We go, we stop at rest stops.
[00:45:35.145 --> 00:45:36.105]  Nobody's wearing masks.
[00:45:36.326 --> 00:45:37.686]  It's absolutely incredible.
[00:45:37.946 --> 00:45:41.207]  It's the first time in two years I have been proud to be Canadian.
[00:45:42.645 --> 00:45:43.947]  We're not going to stop, Alex.
[00:45:43.987 --> 00:45:49.673]  This is just the start for those hiding out in a bunker somewhere, pretending that nothing's happening.
[00:45:49.993 --> 00:45:54.058]  But as of today, the tide is turning in Canada, and it's about to change.
[00:45:56.201 --> 00:46:01.481]   So beautiful, brother, and I could get into the psychology of Northern Europeans versus
[00:46:01.481 --> 00:46:07.240]   other groups because Northern Europeans work together because of Ice Age psychology, which
[00:46:07.240 --> 00:46:10.800]   if you have good leaders, it makes it really good because if you didn't work together in
[00:46:10.800 --> 00:46:12.860]  an Ice Age situation, you all died.
[00:46:12.860 --> 00:46:17.800]   But they can use that psychology in Northern Europeans, and Canada has that culture to
[00:46:17.800 --> 00:46:22.420]   follow orders and work together, but they're breaking the social contract and using that
[00:46:22.420 --> 00:46:23.621]  against us.
[00:46:23.621 --> 00:46:28.001]   So part of why Western civilization is able to thrive and build incredible things, our
[00:46:28.001 --> 00:46:29.960]  strength is being used against us.
[00:46:29.954 --> 00:46:33.277]  And now is the time to not comply and to not follow the orders.
[00:46:33.637 --> 00:46:35.098]  Miles, closing comments, my brother.
[00:46:36.519 --> 00:46:39.121]  You know, Alex, thank you, first of all, for covering it.
[00:46:39.181 --> 00:46:40.662]  I just want to mirror that last caller.
[00:46:41.102 --> 00:46:48.207]  Thank you to all of the American patriots that are talking about it, that are supporting Canadians, that are donating to that GoFundMe.
[00:46:48.632 --> 00:46:59.818]  You know, these truckers are there to stay, and I'm going to have to return back to my home, but as long as they're there, I'm going to show up on the weekends, I'm going to be there side-by-side with my Canadian brothers, and we're going to get this country back.
[00:47:00.318 --> 00:47:07.862]  And, you know, I was planning on moving to Texas with my fiancé, and I still would love to at some point in time, but until then, I want to live in a free country here.
[00:47:08.142 --> 00:47:23.035]   And I want the children of my friends, the children of my family, to be able to live in a country where we can speak our minds, where we don't have to live in some weird leftist It's disgusting, and thank you just so much, Alex.
[00:47:23.195 --> 00:47:23.955]  No, don't thank me.
[00:47:23.975 --> 00:47:26.197]  I want to thank you, because we're in this together.
[00:47:26.237 --> 00:47:28.358]  We salute Miles from Ottawa.
[00:47:28.738 --> 00:47:32.821]  We are all standing with our Canadian brothers and sisters against this evil.
[00:47:33.461 --> 00:47:34.842]  All right, more of your calls coming up.
[00:47:34.902 --> 00:47:35.803]  Everybody, I'm going to get to you.
[00:47:35.823 --> 00:47:36.503]  This is amazing.
[00:47:36.523 --> 00:47:38.344]  I want to thank the crew coming in on Saturday.
[00:47:38.725 --> 00:47:42.947]  Dixie Rose is a trucker's wife who traveled with her family to hold the line.
[00:47:43.328 --> 00:47:45.029]  That's right, with our Canadian family.
[00:47:45.669 --> 00:47:48.530]  Canada-unity.com, Dixie Rose.
[00:47:48.790 --> 00:47:50.010]  Dixie, thanks for joining us.
[00:47:50.030 --> 00:47:51.590]  You're there in the middle of this.
[00:47:52.070 --> 00:47:57.632]  Nothing is more important than human intelligence to give us a boil down and a gestalt of what you're witnessing.
[00:47:57.672 --> 00:47:58.472]  Thank you for joining us.
[00:47:59.792 --> 00:48:01.032]  Thank you for having me on.
[00:48:02.073 --> 00:48:05.393]  So tell us what's really happening in Canada and how big this really is.
[00:48:08.314 --> 00:48:10.474]  What's happening in Canada is amazing.
[00:48:11.275 --> 00:48:18.018]   I'm sitting here at the Vancouver Sorry about that.
[00:48:18.358 --> 00:48:23.643]  I'm sitting in Detroit, Michigan and at the bridge crossing over to Canada.
[00:48:24.324 --> 00:48:27.087]  And we're holding the line here because we can't cross the border.
[00:48:27.247 --> 00:48:29.009]  We can't go help our family in Canada.
[00:48:29.654 --> 00:48:34.717]  And that's really sad to me that they're under such a martial law that we can't even go over there and be able to come back.
[00:48:34.737 --> 00:48:35.557]  You know, that's important.
[00:48:35.577 --> 00:48:36.538]  I should have said this up front.
[00:48:36.558 --> 00:48:38.859]  They're trying to make Americans that go there being shot.
[00:48:39.500 --> 00:48:41.401]  Canadians that come to America have the injection.
[00:48:41.441 --> 00:48:50.586]  That's a martial law keeping two families, especially, like you said, up in Michigan and Canada or, you know, all these places.
[00:48:50.626 --> 00:48:52.107]  This is tyranny.
[00:48:53.047 --> 00:48:54.228]  And so that's what you're talking about.
[00:48:55.245 --> 00:48:56.026]  Yes, exactly.
[00:48:56.046 --> 00:48:59.469]  There are families that haven't seen their families in two years or more.
[00:49:00.070 --> 00:49:01.931]  And just like me, I have family in Canada.
[00:49:02.071 --> 00:49:03.353]  I haven't seen my nephews there.
[00:49:03.713 --> 00:49:09.458]  And it makes me really sad that I can't go over there and help them in this and be there in their territory, you know.
[00:49:09.538 --> 00:49:13.042]  So I'm sitting here with the convoy out here underneath the bridge.
[00:49:13.182 --> 00:49:14.143]  We're honking horns.
[00:49:14.223 --> 00:49:18.306]  We're showing our spirit for them because that's the only way we can do it on the U.S.
[00:49:18.326 --> 00:49:18.607]  side.
[00:49:19.007 --> 00:49:19.808]  All we can do is sit here.
[00:49:19.848 --> 00:49:23.190]   We're not leaving here Until they finish what they need to do in Canada.
[00:49:23.210 --> 00:49:24.010]  We are standing tall.
[00:49:24.030 --> 00:49:25.090]  We are holding the line here.
[00:49:25.150 --> 00:49:26.250]  And that's an important point.
[00:49:26.290 --> 00:49:28.811]  I've had a lot of truckers try to call in today from the U.S.
[00:49:28.851 --> 00:49:29.971]  and we really appreciate them.
[00:49:30.311 --> 00:49:31.452]  We're not discriminating against them.
[00:49:31.492 --> 00:49:33.472]  We mainly want to hear from folks in Canada.
[00:49:33.492 --> 00:49:41.774]  But exactly, there are people, I have family that has family that works in Canada in the oil fields and they haven't been able to see him in two years as well.
[00:49:42.775 --> 00:49:46.556]  It's, you know, my cousin Jerry Earl's son works up there.
[00:49:46.596 --> 00:49:48.056]  He hasn't seen him in two years.
[00:49:50.208 --> 00:49:51.609]  Yeah, that's what they're dealing with.
[00:49:51.950 --> 00:49:53.751]  I have listened to people cry.
[00:49:53.811 --> 00:49:56.894]  I've listened to little kids cry for a couple of days now.
[00:49:57.034 --> 00:50:02.759]  I started this journey last Sunday coming up here and I've been pushing it out, pushing it out.
[00:50:02.799 --> 00:50:04.280]  The media just runs it over.
[00:50:04.480 --> 00:50:08.304]  You can't get nothing out and some truckers don't even know about it.
[00:50:08.324 --> 00:50:15.309]   To be honest with you, some found out yesterday because we can't get the word out because media Exactly.
[00:50:15.409 --> 00:50:20.771]  If we didn't have total AI censorship, we would have already risen up peacefully and defeated all this.
[00:50:21.152 --> 00:50:24.673]  And that's why word of mouth, every person calling friends, calling family.
[00:50:24.933 --> 00:50:29.896]  I had my hair cut today by a lady that was a listener, but she hadn't listened in a few months because she's busy.
[00:50:29.956 --> 00:50:30.316]  I get it.
[00:50:30.736 --> 00:50:32.337]  She didn't even know about this.
[00:50:33.277 --> 00:50:34.799]  And I told her and she got all excited.
[00:50:35.059 --> 00:50:39.243]  That's why, folks, person to person, every little bit you do is not a little bit.
[00:50:39.583 --> 00:50:40.504]  It changes the world.
[00:50:40.564 --> 00:50:43.446]  It's that human interaction that trumps all this evil.
[00:50:44.587 --> 00:50:45.088]  Exactly.
[00:50:45.108 --> 00:50:45.829]  And you know what?
[00:50:46.729 --> 00:50:50.933]  I love my country, but my country is blind to what's going on right now.
[00:50:50.953 --> 00:50:52.735]  We're so divided we can't come together.
[00:50:52.775 --> 00:50:53.776]  Look what Canada's doing.
[00:50:54.540 --> 00:50:57.103]  They're bringing us all together, and I will support them.
[00:50:57.163 --> 00:50:59.945]  They are, to me, the North part of America.
[00:51:00.206 --> 00:51:02.408]  They're strong, bonded, loyal.
[00:51:02.708 --> 00:51:03.649]  That's what this country needs.
[00:51:03.669 --> 00:51:05.571]  And by the way, Canada's almost as big as the U.S.
[00:51:05.611 --> 00:51:06.512]  and got more resources.
[00:51:06.552 --> 00:51:07.833]  We want that to be a free country.
[00:51:08.454 --> 00:51:09.274]  Yes!
[00:51:09.334 --> 00:51:11.677]  Not some new North Korea north of the U.S.
[00:51:13.118 --> 00:51:13.739]  Exactly!
[00:51:13.759 --> 00:51:15.300]  And we gotta free these babies.
[00:51:15.641 --> 00:51:17.263]  I have been talking to them for two days.
[00:51:17.283 --> 00:51:20.146]  I mean, there's some I've actually been grown attached to.
[00:51:20.706 --> 00:51:26.232]  And it's absolutely amazing to sit here and be able to have this kind of bond with our family up there above us.
[00:51:26.372 --> 00:51:29.015]  And we need to open these borders and we need to be able to move across.
[00:51:29.525 --> 00:51:32.247]  Are you going to be able to get across?
[00:51:32.267 --> 00:51:39.091]  Because for folks who don't know, Detroit's the closest city to the capital of Canada, Ottawa.
[00:51:38.932 --> 00:51:42.092]   So are you going to be able to get across, because for folks who don't know, Detroit's
[00:51:42.092 --> 00:51:45.212]  the closest city to the capital of Canada, Ottawa.
[00:51:45.212 --> 00:51:48.771]  Are you going to be able to get across or what's happening?
[00:51:48.771 --> 00:51:50.172]  I don't, we can't get across.
[00:51:50.172 --> 00:51:54.132]   So, we're not going to be able to go over there, but we're going to hold the line here.
[00:51:54.130 --> 00:51:55.252]  We will be here as long as it takes.
[00:51:55.632 --> 00:51:56.613]  All right, Dixie Rose.
[00:51:56.673 --> 00:52:06.223]  Well, obviously, you know how important it is to expose that they want to lock society down with all this COVID garbage and not have us know that it's them.
[00:52:06.583 --> 00:52:16.493]   We're locking society down to point out it's Klaus Schwab and the UN and the globalists bragging That they're bringing in a post-industrial world by shutting down our society.
[00:52:16.573 --> 00:52:22.018]  It is war by bureaucrats cutting off infrastructure and it's a war crime.
[00:52:22.519 --> 00:52:26.042]  And these people need to be held accountable legally and lawfully.
[00:52:27.343 --> 00:52:27.804]  Exactly.
[00:52:27.864 --> 00:52:29.285]  We need to get the word out on this.
[00:52:29.565 --> 00:52:30.726]  We really do in our country.
[00:52:30.787 --> 00:52:31.347]  We really do.
[00:52:31.848 --> 00:52:33.209]  Dixie Rose, thank you so much.
[00:52:33.309 --> 00:52:34.690]  Canada-Unity.com.
[00:52:34.730 --> 00:52:35.071]  Thank you.
[00:52:35.751 --> 00:52:37.253]  I'm going to race through more of your calls.
[00:52:38.134 --> 00:52:39.596]  Toll free number to join us, 877-789-2539.
[00:52:39.416 --> 00:52:44.416]  877-789-2539, 877-789-2539.
[00:52:44.416 --> 00:52:47.416]  And I'll be taking calls on the Sunday show.
[00:52:47.380 --> 00:52:53.203]  Monday I'm going to take a lot of calls next week and have very call-based shows next week on the Alex Jones Weekday Show.
[00:52:53.223 --> 00:53:08.489]  But realize they're fighting across the board to suppress this rebellion, this peaceful rebellion against the permanent emergency and the biomedical tyranny of the Klaus Schwab UN, Club of Rome, Bill Gates UN takeover.
[00:53:10.550 --> 00:53:13.632]  That's why everybody has to go to InfoWars.com.
[00:53:18.391 --> 00:53:27.754]  And take the live show feed of this and say, Canada is fighting back against the martial law.
[00:53:28.634 --> 00:53:30.455]  Canada is saying no peacefully.
[00:53:31.055 --> 00:53:37.817]  And we need to get charged up and awake and out of our comfort zones and realize it isn't NFL playoffs that matter.
[00:53:39.036 --> 00:53:43.677]  It isn't going and acting cool with our buddies and playing pool, which is all fun to do.
[00:53:44.397 --> 00:53:50.879]  You've got to spend time engaged in freedom or it'll be taken away because the globalists see us as weak and pathetic.
[00:53:53.699 --> 00:53:55.100]  This is a permanent lockdown.
[00:53:55.240 --> 00:53:57.220]  It's only going to get worse unless we push back.
[00:53:57.640 --> 00:53:59.061]  Push back now.
[00:54:00.961 --> 00:54:03.622]  All right, let's go to Jay in Ontario, Canada.
[00:54:03.662 --> 00:54:04.922]  Jay, thanks for holding.
[00:54:05.922 --> 00:54:07.663]  You say you have family that are in the protest.
[00:54:07.703 --> 00:54:08.503]  Tell us what they're saying.
[00:54:09.813 --> 00:54:12.155]  Yes Alex, thank you for taking my call.
[00:54:12.335 --> 00:54:19.261]  I have my brothers there, my cousins are there and they're saying it is amazing the amount of love people are getting.
[00:54:19.301 --> 00:54:25.145]  So this whole narrative that this is a white nationalist extremist movement is completely wrong.
[00:54:25.786 --> 00:54:30.430]  I am Sikh and a lot of Sikhs are taking part in this and they're saying it's so amazing.
[00:54:30.450 --> 00:54:35.154]  I mean no one expected this to be this big and my cousins from Vancouver were there.
[00:54:35.314 --> 00:54:37.908]   It's just Overall, it's such a positive feeling.
[00:54:38.348 --> 00:54:39.969]  Freedom is contagious.
[00:54:40.569 --> 00:54:42.070]  How big are they saying the numbers are?
[00:54:43.150 --> 00:54:44.291]  Oh, they couldn't even get to it.
[00:54:44.331 --> 00:54:48.312]  So they had to stay in the outskirts of Ottawa because they couldn't get into it.
[00:54:48.452 --> 00:54:49.433]  All the hotels were booked.
[00:54:49.993 --> 00:54:51.994]  And getting in, it takes about an hour.
[00:54:52.494 --> 00:54:54.635]  Now, I mean, normally it's about a 10 minute drive.
[00:54:54.755 --> 00:54:58.597]  So they're totally just overwhelmed by the amount of people there.
[00:54:58.637 --> 00:55:00.058]  I mean, the media is totally lying.
[00:55:00.118 --> 00:55:04.349]   And, you know, living in Canada for the last two years, It is scary.
[00:55:04.710 --> 00:55:11.233]  It is scary because you don't know when they'll change the law, when they'll make you a criminal, just for being an organic human.
[00:55:11.353 --> 00:55:11.694]  That's it.
