[00:00.000 --> 00:21.160]  The
[50:54.440 --> 51:12.940]  against Russia. Enough of a Russian aggression. It is time for them to pay a heavier price.
[51:12.940 --> 51:21.440]  Our fight is not with the Russian people but with Putin. Our promise to you is to take
[51:21.440 --> 51:36.940]  your cause to Washington. Inform the American people of your bravery and make the case against
[51:36.940 --> 51:47.840]  Putin to the world. I believe you will win. I am convinced you will win and we will do
[51:47.840 --> 52:03.540]  everything we can to provide you with what you need to win. We have succeeded not because
[52:03.540 --> 52:19.540]  of equipment but because of your courage. So I thank you and the world is watching and
[52:19.540 --> 52:27.140]  the world is watching because we cannot allow Vladimir Putin to succeed here because if
[52:27.140 --> 52:52.140]  he succeeds here he will succeed in other countries. Two years before that George Soros bragged on
[52:52.140 --> 53:00.140]  the U.S. funding to overthrow the elected government, fire bomb the government buildings,
[53:00.140 --> 53:07.140]  kill thousands of police and start the civil war there. But I want to talk about real warfare,
[53:07.140 --> 53:12.140]  the real systems being used. You know, boots on the ground is the final phase of a takeover.
[53:12.140 --> 53:17.140]  But weather modification and mass starvation and poison shocks being given to our people
[53:17.140 --> 53:23.140]  and 5G and the cultural brainwashing and drag queen pedophile time, that's the real tip
[53:23.140 --> 53:27.140]  of the spear and it's not attacking the Russians, it's attacking them too. It's attacking us.
[53:27.140 --> 53:32.140]  We have an occupied, globalist government. We don't have an American government. We have
[53:32.140 --> 53:36.140]  a government that cuts off our oil drilling and cuts off our pipelines and opens our borders
[53:36.140 --> 53:40.140]  and ships in the fentanyl and does all the other things they've been doing and we're
[53:40.140 --> 53:46.140]  fed up with it and we're tired of it. Our war is with the new world order that's taken over.
[53:46.140 --> 53:52.140]  Russia is not expanding. Russia is encircled under attack. China, backed by the new world
[53:52.140 --> 53:58.140]  order, isn't building electric cars. They're building normal cars. We're being shut down.
[53:58.140 --> 54:03.140]  Dodd just came out and said they're not going to make himmy Hellcats anymore. They're going
[54:03.140 --> 54:08.140]  electric, which don't even work and are poisonous. It's incredible, ladies and gentlemen. We're
[54:08.140 --> 54:15.140]  under total and complete sabotage. Here's a powerful clip of Senator Herbert Cole questions
[54:15.140 --> 54:22.140]  Robert Fletcher on weather manipulation. This is 28 years ago in a Senate hearing and it's
[54:22.140 --> 54:27.140]  all real. It's all documented now. It's all going on like a backdrop, like the poison shots,
[54:27.140 --> 54:32.140]  any of it. We're not supposed to talk about it, but we are here. We are talking about it.
[54:32.140 --> 54:38.140]  We are discussing it. That's the real war. The open borders, the GMO, the poison shots,
[54:38.140 --> 54:41.140]  the weather modification. Here it is.
[54:41.140 --> 54:48.140]  Another question on the interview with the Los Angeles Times on April 21st. You said that
[54:48.140 --> 54:55.140]  you told the Associated Press that the American government has created weather tampering techniques
[54:55.140 --> 55:02.140]  so that the new world order will be able to starve millions of Americans and to control
[55:02.140 --> 55:06.140]  the rest. Would you explain what you were trying to say?
[55:06.140 --> 55:12.140]  Well, what I was trying to say is exactly what I said. There is weather control techniques.
[55:12.140 --> 55:16.140]  We have a complete package on that, which I did not bring, but I certainly will see
[55:16.140 --> 55:22.140]  to it that it is brought in for the record. Number one, the entire patents on the equipment.
[55:22.140 --> 55:27.140]  Number two, Senator Claiborne Pell's complete statement and story of his own that not only
[55:27.140 --> 55:32.140]  does it exist, but that we even utilize it as far back as the Vietnam War. You might want
[55:32.140 --> 55:36.140]  to touch base with Senator Pell. I just want to repeat before I turn it over.
[55:36.140 --> 55:40.140]  Yes, but we do have all that information. You're saying that the government has created
[55:40.140 --> 55:46.140]  weather tampering techniques so that the, quote, new world order will be able to starve
[55:46.140 --> 55:52.140]  millions of Americans. Worldwide. Millions of Americans and to control the rest.
[55:52.140 --> 55:58.140]  Yes, sir. And that's my belief. As bizarre as that sounds, when somebody had told me that
[55:58.140 --> 56:03.140]  equipment even existed 10 years ago, I would have thought they were nuts, sir. And at this
[56:03.140 --> 56:08.140]  point in time, we have all the documents to prove it. And if you think that 85 tornadoes
[56:08.140 --> 56:14.140]  takes place in the middle of our growing area by simultaneous accident, I'm sorry.
[56:14.140 --> 56:19.140]  Well, the equipment that's already set up internationally and as bizarre as that is,
[56:19.140 --> 56:24.140]  it is proven and documented. We will supply you with those documents. As bizarre as that
[56:24.140 --> 56:30.140]  is, I would say that weather wars, and this is a quoting actually Senator Claiborne Pell
[56:30.140 --> 56:35.140]  himself, that they are the greatest weapon ever created in the world. And that's the
[56:35.140 --> 56:38.140]  Senator's own statement. So yes, I had to do stand on that.
[56:38.140 --> 56:41.140]  Thank you, Mr. Fletcher. Thank you, Mr. Chairman.
[56:41.140 --> 56:48.140]  Anybody can type in Secretary of State William Cohen, 1998, admitting we have high-tech
[56:48.140 --> 56:53.140]  weather weapons. You can read the quote was in the Army Times. All right, folks, we're
[56:53.140 --> 56:56.140]  going to break. We've got a huge guest coming on, investigative journalist Steve Hirsch,
[56:56.140 --> 56:59.140]  confirming hundreds of thousands dead, conservative from the shot. You don't want to miss this
[56:59.140 --> 57:03.140]  information. They don't want us talking about it. We are next hour with all the latest
[57:03.140 --> 57:07.140]  information, Fauci's resignation and more. Separately, our flagship product with the
[57:07.140 --> 57:12.140]  PQQ, the CoQ10 and all the key real ingredients that boost your telomeres, your DNA, your
[57:12.140 --> 57:16.140]  immune system. It is back and it keeps us on air. It's an amazing product. Get DNA
[57:16.140 --> 57:21.140]  force now for 50% off for a limited time. We'll go to like 25% off very soon at
[57:21.140 --> 57:27.140]  infowarstore.com. Body's ultimate turmeric formula back in stock is discounted. We have
[57:27.140 --> 57:33.140]  X2. We have vitamin mineral fusion is about to sell out. We get more in about a month
[57:33.140 --> 57:37.140]  and a half, but it's selling out. Despite that, it's still 40% off. Everybody needs vitamin
[57:37.140 --> 57:41.140]  mineral fusion. Thanks for keeping us on air and your last chance to get signed copies
[57:41.140 --> 57:45.140]  of the great reset in the war for the world the next few days and no more signed copies.
[57:45.140 --> 57:52.140]  We'll be right back.
[58:23.140 --> 58:30.140]  So it is a true 360 win-win situation when you go to infowarstore.com and get DNA force
[58:30.140 --> 58:36.140]  plus finally our flagship product back in stock. It keeps us on the air and it's going
[58:36.140 --> 58:44.140]  to sell out quick. Despite that, we're offering it for 50% off at infowarstore.com
[58:44.140 --> 58:50.140]  to support our longtime viewers and listeners and for new folks to take advantage of it.
[58:50.140 --> 58:54.140]  The great reset in the war for the world is the book that the government doesn't want
[58:54.140 --> 58:59.140]  you to read that most of the big powerful companies trying to control your life, the
[58:59.140 --> 59:04.140]  big tech companies, they don't want you to read this book. They want to control what
[59:04.140 --> 59:09.140]  you think, what you do, what you read, but you don't want that. And Alex Jones doesn't
[59:09.140 --> 59:14.140]  want that. And this book shows you what's happening and gives you the sort of playbook
[59:14.140 --> 59:19.140]  for how to fight against it. And so by buying this book, you're going to prove that censorship
[59:19.140 --> 59:24.140]  doesn't work, that freedom is alive in this country. This is a central reading. And you
[59:24.140 --> 59:29.140]  know, I would go right now and buy it before the censorship kicks in. It's not going to
[59:29.140 --> 59:33.140]  be available in bookstores. It's not going to be available in libraries. They're going
[59:33.140 --> 59:37.140]  to try to take it down from every platform that they can, but they're not going to be
[59:37.140 --> 59:42.140]  able to do it. Prove that censorship doesn't work. Buy the great reset. Thank you, Alex
[59:42.140 --> 59:47.140]  Jones. I really appreciate you having me on. And I appreciate you writing this book and
[59:47.140 --> 59:49.140]  getting the information out there.
[1:00:00.140 --> 1:00:06.140]  Well, I don't know what will happen now. We've got some difficult days ahead, but I'm not
[1:00:06.140 --> 1:00:16.140]  concerned about that now. I just want to do God's will. And he's allowed me to go up
[1:00:16.140 --> 1:00:26.140]  to the mountain. And I've looked over and I've seen the promised land. I may not get
[1:00:26.140 --> 1:00:34.140]  that with you, but I want you to know tonight that we as a people will get to the promised
[1:00:34.140 --> 1:00:40.140]  land. We've got to come together. Whether you believe in that or not, you've got to
[1:00:40.140 --> 1:00:44.140]  decide whether you have dominion over yourself. I believe that the majority of the
[1:00:44.140 --> 1:00:49.140]  plain people of the United States will day in and day out make fewer mistakes in governing
[1:00:49.140 --> 1:00:54.140]  themselves than any smaller class or body of men, no matter what they're creating, will
[1:00:54.140 --> 1:00:58.140]  make in trying to govern them. And you've got to decide whether it's God that's going
[1:00:58.140 --> 1:01:03.140]  to have dominion over you that you get orders from or whether some other human that's
[1:01:03.140 --> 1:01:06.140]  jacked into the evil force is going to have dominion over you.
[1:01:06.140 --> 1:01:12.140]  What we're talking about now is like a second industrial revolution, but the product this
[1:01:12.140 --> 1:01:18.140]  time will not be textiles or machines or vehicles or even weapons. The product this
[1:01:18.140 --> 1:01:20.140]  time will be humans themselves.
[1:01:20.140 --> 1:01:25.140]  Do we want to have a human plan or a post human plan? Novol Harari and Klaus Schwab
[1:01:25.140 --> 1:01:29.140]  and Bill Gates say humans are obsolete. We're scum because they know we are their
[1:01:29.140 --> 1:01:34.140]  competition. They know that if we go for what we want and what God wants to have, they
[1:01:34.140 --> 1:01:38.140]  can't compete with that transmission. They can't compete with that blueprint. They
[1:01:38.140 --> 1:01:43.140]  can't compete without architecture. They can't compete with that master plan. But I
[1:01:43.140 --> 1:01:48.140]  just see it now. It'll be so clear soon. Are you pro human or are you anti human? You
[1:01:48.140 --> 1:01:53.140]  are the human resistance to this alien takeover. And again, when I say alien takeover, I
[1:01:53.140 --> 1:01:59.140]  don't mean some little tinfoil flying saucer crashing in Roswell from Alpha Centuries.
[1:01:59.140 --> 1:02:05.140]  I'm talking about the transmission in the universe of God's order and God's will or
[1:02:05.140 --> 1:02:11.140]  do you choose to serve the agents of death? And like Martin Luther King said, we're not
[1:02:11.140 --> 1:02:16.140]  going to judge them off what color they are. We're going to judge them off of the character
[1:02:16.140 --> 1:02:22.140]  of their actions and deeds. I'm going to say it right now real clear. I love everybody
[1:02:22.140 --> 1:02:27.140]  no matter what color your beautiful skin is, what I care about your heart and your guts
[1:02:27.140 --> 1:02:31.140]  and your mind. And you're under attack by these Satanists and they want to kill you
[1:02:31.140 --> 1:02:37.140]  and they want to kill your children. And I say we set our differences aside and I say
[1:02:37.140 --> 1:02:42.140]  we come together and we beat these people and we smash their technocracy and we build
[1:02:42.140 --> 1:02:47.140]  the future together and we can do anything with our real diversity. These enemies tell
[1:02:47.140 --> 1:02:52.140]  us all day about diversity. They mean divided and conquered groups of people separate from
[1:02:52.140 --> 1:02:59.140]  each other. This bill is supported by all of the Democrats, House and Senate. It's just
[1:02:59.140 --> 1:03:08.140]  the filibuster in a way. So in a way, if you really truly want to honor Dr. King, don't
[1:03:08.140 --> 1:03:15.140]  dishonor him by using a congressional custom as an excuse for protecting our democracy.
[1:03:15.140 --> 1:03:20.140]  But I tell you, if you have a problem figuring out whether you're from Mayor Trump and you
[1:03:20.140 --> 1:03:29.140]  ain't black. I want unity under a code of freedom and liberty and justice and coming together
[1:03:29.140 --> 1:03:35.140]  and working together and being strong. And that's what Info Wars is and that's why the
[1:03:35.140 --> 1:03:43.140]  enemies of humanity hate us so much because we love God and God loves humanity. And I
[1:03:43.140 --> 1:03:53.140]  am a human supremacist. I am a human supremacist. I am a human supremacist. I am a human supremacist.
[1:03:53.140 --> 1:04:00.140]  I am a human supremacist. I am a human supremacist. That term will be the future war with the
[1:04:00.140 --> 1:04:05.140]  robots and the AI. What you're hearing now is the entire future and everything they
[1:04:05.140 --> 1:04:11.140]  tried to stop us from doing. Our supremacy will not end with this planet. We will keep
[1:04:11.140 --> 1:04:16.140]  the stars. We will colonize. We will green dead worlds. We will go interdimensional. We
[1:04:16.140 --> 1:04:20.140]  will unlock the secrets of the universe. God has laid them out like Christmas presents
[1:04:20.140 --> 1:04:25.140]  for his children. And I am extremely honored to be in the fulcrum and the heart of the
[1:04:25.140 --> 1:04:33.140]  fight to bring our race, the human race, in a race for the future. And we will break
[1:04:33.140 --> 1:04:38.140]  the enemy. We will break the pedophiles. We will break the Satanist because God already
[1:04:38.140 --> 1:04:45.140]  sent his own self down here to show us he could do it. God would never ask us to go through
[1:04:45.140 --> 1:04:49.140]  an obstacle course. He wouldn't go through. And now we're going to go through what Christ
[1:04:49.140 --> 1:04:54.140]  did. And we're going to go through it and we're going to be destroyed but reborn on the other
[1:04:54.140 --> 1:05:23.140]  side.
[1:05:24.140 --> 1:05:31.140]  Ladies and gentlemen, drum roll please of books in the world. The great reset in the war for
[1:05:31.140 --> 1:05:41.140]  the world is 1, 2, 3, 4, 5, 6, 7, 8, 9. We are now number 9 in the world. This is major.
[1:05:41.140 --> 1:05:46.140]  This is political. This could fund our war chest. Just go to Amazon.com, everybody. And
[1:05:46.140 --> 1:05:52.140]  buy 10 copies. Send this blueprint to the Death Star and the New World Order. Because you
[1:05:52.140 --> 1:05:55.140]  know their whole plan how to stop them. Hit the great reset in the war for the world now.
[1:05:55.140 --> 1:06:00.140]  It's going to go to number 1. What are you making of that?
[1:06:00.140 --> 1:06:19.140]  You are listening to an Infowars.com frontline report. It's Alex Jones.
[1:06:19.140 --> 1:06:23.140]  Well, philanthropist, executive director of COVID-19 Early Treatment Fund and also the
[1:06:23.140 --> 1:06:29.140]  Bastion Safety Research Foundation. Steve Kirsch is our guest. He's in Europe, so his internet's
[1:06:29.140 --> 1:06:34.140]  a little bit spotty. But man, he went on Tucker Carlson. All he had a fill-in guest and just
[1:06:34.140 --> 1:06:37.140]  knocked out of the park exposing the real numbers, the latest developments with these
[1:06:37.140 --> 1:06:43.140]  poison shots. Here's a clip of that and we'll go to him and get his response to Fauci putting
[1:06:43.140 --> 1:06:46.140]  on his resignation letter today. Here it is.
[1:06:46.140 --> 1:06:51.140]  Steve Kirsch is an entrepreneur. Self-made success story. Enjoy this now to explain his reasoning.
[1:06:51.140 --> 1:06:56.140]  Steve, when did the Democratic Party start going south with you?
[1:06:56.140 --> 1:07:04.140]  Well, when they violated my trust, Brian. You know, they told the agencies, the FDA, the CDC,
[1:07:04.140 --> 1:07:09.140]  the NIH said that these vaccines were safe and effective. And when I started seeing my
[1:07:09.140 --> 1:07:15.140]  friends die and be injured and I started looking at the data, there was no question that
[1:07:15.140 --> 1:07:21.140]  this vaccine is the most dangerous vaccine ever created by man. It is a thousand times
[1:07:21.140 --> 1:07:26.140]  more deadly than the smallpox vaccine, and that's too unsafe for people to use. And I could
[1:07:26.140 --> 1:07:32.140]  not get even a single minute in front of any Democratic congressman. The best I got was
[1:07:32.140 --> 1:07:39.140]  that Rokana gave me to a staff member who took two months to get back to me. And when I asked
[1:07:39.140 --> 1:07:44.140]  if she had read what I had sent her, she said, no, it disagreed with the CDC, so it's not
[1:07:44.140 --> 1:07:50.140]  right. And so I didn't really read it. And so that's as far as I ever got.
[1:07:50.140 --> 1:07:54.140]  But you didn't stop there. You did your own research. What did you find? What did you find
[1:07:54.140 --> 1:07:59.140]  was effective? And what was the reaction when you put it out there?
[1:07:59.140 --> 1:08:04.140]  Well, what I found was that hundreds of thousands of Americans have been killed by this
[1:08:04.140 --> 1:08:12.140]  vaccine and millions have been injured. And, you know, they're clearly, you are more likely
[1:08:12.140 --> 1:08:17.140]  to be injured or dead from the vaccine than if you were unvaccinated. So what they're
[1:08:17.140 --> 1:08:23.140]  saying, and what the reality is, is completely opposite. There's a conservative radio show
[1:08:23.140 --> 1:08:29.140]  commentator, his name is Wayne Root. He had a wedding eight months ago, and he had about
[1:08:29.140 --> 1:08:35.140]  half conservatives, and half of his, they're all pretty much conservatives, OK, but half
[1:08:35.140 --> 1:08:41.140]  were vaccinated and half were not vaccinated. And he found that of the hundred people that
[1:08:41.140 --> 1:08:48.140]  were vaccinated, he had 26 people who were seriously injured, and he had seven people
[1:08:48.140 --> 1:08:52.140]  who died. And in the unvaccinated group, he had zero and zero.
[1:08:52.140 --> 1:08:53.140]  So Steve, yeah, we don't know.
[1:08:53.140 --> 1:08:56.140]  That is statistically impossible if the vaccines are safe.
[1:08:56.140 --> 1:09:00.140]  Right. So we can't verify those numbers. These are the numbers that you have. But in
[1:09:00.140 --> 1:09:09.140]  turn, the Democrats who you funded exceedingly, can't even return.
[1:09:09.140 --> 1:09:13.140]  Here we are. Steve Kerr joins us for the balance of the hour. But we do have numbers. We have
[1:09:13.140 --> 1:09:17.140]  insurance company numbers. We have government numbers. We have them all. He has them all
[1:09:17.140 --> 1:09:21.140]  in a substack. He's going to lay out the facts that now even the CDC saying, OK, the
[1:09:21.140 --> 1:09:26.140]  shot doesn't help. He doesn't protect you all over the world from Australia to Germany
[1:09:26.140 --> 1:09:30.140]  to the UK, to Canada, to the U.S. They're showing that people that have been injected
[1:09:30.140 --> 1:09:34.140]  are way more likely to actually get sick. So they're lying that, well, it doesn't give
[1:09:34.140 --> 1:09:39.140]  me full protection when it makes it less severe. Steve Kerr, great job exposing all this.
[1:09:39.140 --> 1:09:42.140]  You've been putting this out for a while, but now the numbers have become crystal clear.
[1:09:42.140 --> 1:09:47.140]  Thanks for joining us. Lay it out for us.
[1:09:47.140 --> 1:09:54.140]  Well, it's just like I said on Fox News. And, you know, Brian, who was the host, was caught
[1:09:54.140 --> 1:09:59.140]  off guard. And so he said, well, we can't verify those numbers. Well, he was actually
[1:09:59.140 --> 1:10:06.140]  telling people the truth because Fox News has contractual commitments that don't allow them
[1:10:06.140 --> 1:10:13.140]  to speak poorly about the vaccine. So they can't say anything anti-vax on Fox News. And
[1:10:13.140 --> 1:10:18.140]  so they can't verify my numbers because if they did, they would have to be admitting
[1:10:18.140 --> 1:10:23.140]  that the vaccines are not safe and not effective. And that's a whole other scandal that's admitted,
[1:10:23.140 --> 1:10:26.140]  but nobody talks about it. Explain to people that a whole bunch of media outlets got bought
[1:10:26.140 --> 1:10:31.140]  off of the contracts with Pfizer two years ago.
[1:10:31.140 --> 1:10:38.140]  Yeah. Well, we know that the White House has spent a billion dollars on influencing media
[1:10:38.140 --> 1:10:45.140]  and giving money to media to promote these vaccines. And the drug companies, we don't
[1:10:45.140 --> 1:10:51.140]  know what the contracts say, but it's pretty clear that there was no interest at Fox in
[1:10:51.140 --> 1:10:57.140]  validating the numbers. Now, if what I said is true, if we really have killed hundreds
[1:10:57.140 --> 1:11:02.140]  of thousands of people, you would think that Fox News would be interested in covering that
[1:11:02.140 --> 1:11:10.140]  and looking at my data. So after the interview, I talked to the producer and I said, hey,
[1:11:10.140 --> 1:11:17.140]  would you like to see the data? And there was no response. They don't want to see the
[1:11:17.140 --> 1:11:26.140]  data, but Naomi Wolf. So it's sort of the wolf is guarding the Fox House now. And Naomi
[1:11:26.140 --> 1:11:34.140]  Wolf went on her subset and she validated my numbers, but she didn't use any of the data
[1:11:34.140 --> 1:11:40.140]  that I supplied to her. She chose to use her own independent sources to see if she could
[1:11:40.140 --> 1:11:47.140]  verify what I said. And she found that what I said was true, both in hundreds of thousands
[1:11:47.140 --> 1:11:54.140]  of people being killed and millions of people being vaccine injured. Now, nobody else has
[1:11:54.140 --> 1:12:00.140]  even bothered to do this. So nobody else has contacted me for the data. No fact checker
[1:12:00.140 --> 1:12:07.140]  in the entire world will ask me for the data so that they could verify it and have a discussion
[1:12:07.140 --> 1:12:13.140]  with me that is recorded so that everybody can hear the discussion. So if they have any
[1:12:13.140 --> 1:12:20.140]  reservations at all, let's talk about it on a recorded video so that there is no question
[1:12:20.140 --> 1:12:26.140]  as to what was said and what the responses were because people will always have questions.
[1:12:26.140 --> 1:12:32.140]  We want to make sure that that is transparent and in front of the American people. Now,
[1:12:32.140 --> 1:12:41.140]  no fact checker has volunteered to check my data. No fact checker has asked for my data.
[1:12:41.140 --> 1:12:47.140]  And, you know, so people are basically ignoring this, which is the only thing that they can
[1:12:47.140 --> 1:12:54.140]  do is to ignore this and hope that it goes away because everything I said is verifiable.
[1:12:54.140 --> 1:13:00.140]  And what's more important is that people can verify it themselves. So for example, I went
[1:13:00.140 --> 1:13:06.140]  on Nextdoor. Now, Nextdoor is not very friendly to people like me who are counter narrative.
[1:13:06.140 --> 1:13:13.140]  And so my poll was up for one before Nextdoor took it down. But before they took it down,
[1:13:13.140 --> 1:13:20.140]  it showed that there were more deaths from the vaccine than from COVID. And that of course
[1:13:20.140 --> 1:13:26.140]  is why they took it down because the data wasn't working in their favor. So they took it down
[1:13:26.140 --> 1:13:33.140]  as misinformation, even though it was a valid survey. Now, on Nextdoor, most of the people
[1:13:33.140 --> 1:13:39.140]  on Nextdoor are all pro-vax people. You know, they're completely blue-pilled. They're
[1:13:39.140 --> 1:13:44.140]  swallowing the narrative. And people like me who say that people are being killed, they,
[1:13:44.140 --> 1:13:55.140]  people like me are ostracized. So it is absolutely stunning when even on a Nextdoor survey that
[1:13:55.140 --> 1:14:02.140]  you find that more people reported vaccine deaths. I mean, just don't even exist on
[1:14:02.140 --> 1:14:07.140]  Nextdoor. There are more vaccine deaths than there were COVID deaths. And of course, every
[1:14:07.140 --> 1:14:15.140]  survey I do, I always find that there are more deaths from people who are given remdesivir
[1:14:15.140 --> 1:14:22.140]  and being with and had their ivermectin and other drugs that work withheld. And so what's
[1:14:22.140 --> 1:14:29.140]  really killing people is the hospital protocols for COVID and not COVID itself. I mean, if
[1:14:29.140 --> 1:14:34.140]  it was just COVID itself, you know, and people were told to treat it with ivermectin and
[1:14:34.140 --> 1:14:41.140]  hydroxychloroquine and fluvoxamine and vitamin D and a bunch of other drugs that are proven
[1:14:41.140 --> 1:14:46.140]  to be safe and effective, there would be no pandemic. I mean, we can really stop this
[1:14:46.140 --> 1:14:52.140]  pandemic anytime we want, just with the snap of our fingers. All they have to do is one
[1:14:52.140 --> 1:14:58.140]  thing, do differently, which is to stop listening to the people that they're listening to now,
[1:14:58.140 --> 1:15:02.140]  and they should start listening to the people that they're censoring.
[1:15:02.140 --> 1:15:07.140]  I totally agree, Steve Gersh, I want to talk with Big Fisher. We have insurance companies,
[1:15:07.140 --> 1:15:11.140]  we have government numbers, we have New Zealand news reports admitting that it's the vaccinated
[1:15:11.140 --> 1:15:16.140]  that are super sick, and now record numbers of death, coroners are reporting, pathologists
[1:15:16.140 --> 1:15:21.140]  are reporting. I mean, you go off of the hardcore numbers, you've been saying this for a couple
[1:15:21.140 --> 1:15:26.140]  of years now, now it's all confirmed, now you have a main line, people like DeSantis
[1:15:26.140 --> 1:15:30.140]  coming out saying the vaccine doesn't work. It looks to me like, we're coming back for
[1:15:30.140 --> 1:15:34.140]  a break and talk about this, but the wheels are coming off, the whole thing is collapsing
[1:15:34.140 --> 1:15:37.140]  and it's fair to say that. I want to get your view of that's right and where you see this
[1:15:37.140 --> 1:15:43.140]  going now, because you've got Fauci resigning, so much more, Steve Gersh, SteveGersh.substack.com
[1:15:43.140 --> 1:15:49.140]  on Twitter, and ST Gersh, and GAB, ST Gersh, stay with us, we'll be right back with this
[1:15:49.140 --> 1:15:52.140]  man that's done probably more than anybody out there when it comes to actual statistics,
[1:15:52.140 --> 1:15:54.140]  laying it out, please stay with us.
[1:15:59.140 --> 1:16:03.140]  It feels to Alex Jones crazy, he's a conspiracy theory guy, he's a nutcase, he's got these
[1:16:03.140 --> 1:16:10.140]  rants and all that. What they miss is that this guy's ahead of the curve on so many
[1:16:10.140 --> 1:16:16.140]  different topics of signal, not noise. If you look at the signal, and you compare that
[1:16:16.140 --> 1:16:22.140]  to PBS and NPR and BBC, and we'll do what Alex Jones put out there, versus what your
[1:16:22.140 --> 1:16:27.140]  collective body has put out there, and if you're setting a human being and just watching
[1:16:27.140 --> 1:16:30.140]  it, you say, well, Alex Jones is ahead of this, not only that, you can't have explained
[1:16:30.140 --> 1:16:35.140]  it, you are one of the great thinkers of this. That is very rare, you've got to go back
[1:16:35.140 --> 1:16:40.140]  almost to the revolutionary generation and see that. In this new book, I've got to tell
[1:16:40.140 --> 1:16:44.140]  you, when Tony Lyons first approached me, I read this thing, I go, this is it, this
[1:16:44.140 --> 1:16:48.140]  is no Beatrix, you're not going to be flipping pages, you're going to be having a pin out
[1:16:48.140 --> 1:17:11.140]  and you're going to be underlying stuff.
[1:17:11.140 --> 1:17:18.140]  Don't panic. Stay calm, because now is the time that we must get our bearings and steer
[1:17:18.140 --> 1:17:24.140]  the ship onto a safe sound course. There is nothing stopping we, the people, from making
[1:17:24.140 --> 1:17:30.140]  our own rules and building our own society. All we've got to do is survive the crash,
[1:17:30.140 --> 1:17:36.140]  and right now, we still have time to prepare. The world fiat currency system is racing
[1:17:36.140 --> 1:17:42.140]  at zero. It's time to convert it into hard assets now, including food, water and survival
[1:17:42.140 --> 1:17:49.140]  gear to keep us strong and at the ready. Go to preparedtoday.com for the essentials,
[1:17:49.140 --> 1:17:58.140]  storable foods, water filtration, first aid, power and more at preparedtoday.com.
[1:17:58.140 --> 1:18:04.140]  Alex Jones expanded his broadcast by selling a line of products focused on healing from
[1:18:04.140 --> 1:18:10.140]  the toxic world of a corrupt system, which has allowed Infowars to remain a free public
[1:18:10.140 --> 1:18:15.140]  broadcast to combat the dangerous lies of the mainstream media.
[1:18:15.140 --> 1:18:22.140]  Alex Jones is patient zero for alternative facts.
[1:18:22.140 --> 1:18:25.140]  Do you understand what I have said?
[1:18:25.140 --> 1:18:28.140]  Yes, I believe what I said was true.
[1:18:28.140 --> 1:18:33.140]  Yes, you believe everything you say is true, but it isn't. Your beliefs do not make something
[1:18:33.140 --> 1:18:37.140]  true. That is what we're doing here.
[1:18:37.140 --> 1:18:42.140]  There's going to be a large set of plaintiffs who are going to be dividing up the corpse
[1:18:42.140 --> 1:18:44.140]  of Infowars in the bankruptcy estate.
[1:18:44.140 --> 1:18:50.140]  The Infowars audience has mobilized and awakened the world to the threat that is globalism,
[1:18:50.140 --> 1:18:57.140]  and with your continued support, we will keep going. Join us now and support the Infowar.
[1:18:57.140 --> 1:19:05.140]  The number one selling category in supplements worldwide is fat burners, is weight loss formulas.
[1:19:05.140 --> 1:19:12.140]  And listen, there are hundreds of them out there that work, but most of them do it in a toxic way.
[1:19:12.140 --> 1:19:17.140]  Ladies and gentlemen, we went out and did deep research on the safest, healthiest ways to
[1:19:17.140 --> 1:19:25.140]  take your overall body's metabolic system and your metabolism and turn that clock back
[1:19:25.140 --> 1:19:28.140]  turning up your metabolism.
[1:19:28.140 --> 1:19:32.140]  Ladies and gentlemen, Diet Force does it in a clean, healthy way. It's amazing.
[1:19:32.140 --> 1:19:37.140]  I've almost lost 40 pounds the last three months just using the samples of it, but now
[1:19:37.140 --> 1:19:42.140]  it's come into the Infowar store and is ready for sale to you and your family exclusively
[1:19:42.140 --> 1:19:44.140]  at Infowarsstore.com.
[1:19:44.140 --> 1:19:51.140]  Diet Force from X7 exclusively available at Infowarsstore.com for 40% off.
[1:19:51.140 --> 1:19:56.140]  I want you to experience Diet Force for yourself. I can't wait for the reviews because it's worked great for me.
[1:20:26.140 --> 1:20:31.140]  He's already had Congress and federal agencies tell him to save all his records.
[1:20:31.140 --> 1:20:35.140]  He ran the gain of function project calling it that.
[1:20:35.140 --> 1:20:40.140]  They said that they would blow up the old system of approval with a virus out of China.
[1:20:40.140 --> 1:20:46.140]  They said that three and a half years ago, about six, eight, nine months before the virus got released.
[1:20:46.140 --> 1:20:53.140]  Now, here we are, big picture with Steve Kirsch, investigative journalist, entrepreneur, engineer,
[1:20:53.140 --> 1:20:57.140]  breaking all this down, SteveKirsch.substack.com.
[1:20:57.140 --> 1:21:01.140]  I want to get into the numbers and what the media doesn't want you to show, but our listeners have seen them.
[1:21:01.140 --> 1:21:03.140]  They understand that and more and more is coming out.
[1:21:03.140 --> 1:21:05.140]  It's all over the news.
[1:21:05.140 --> 1:21:12.140]  Why is the former head of the CDC and the current head of the CDC and the head of Trump's task force, Berks,
[1:21:12.140 --> 1:21:17.140]  all of them coming on saying, we knew it wouldn't work. That's a quote, obviously by Berks.
[1:21:17.140 --> 1:21:20.140]  And what are they doing and what would you call this moment?
[1:21:20.140 --> 1:21:23.140]  Because for me, looking at it, it looks like they're scared.
