[00:00:03.578 --> 00:00:04.138]  Will you fight?
[00:25:46.435 --> 00:25:52.740]  Since China controls the money flow to the banks, and the banks control Hollywood, we don't have to figure out who controls Hollywood, do we?
[00:25:53.461 --> 00:25:58.885]  So, my agent said to me when I told him my book is being sabotaged from the top, and I'll explain it in a minute,
[00:25:59.883 --> 00:26:03.172]  My agent called me and he said this and I'm quoting Alex.
[00:26:03.673 --> 00:26:05.278]  This is a top New York literary agent.
[00:26:05.298 --> 00:26:05.579]  He said
[00:26:06.289 --> 00:26:08.190]  From the government to mainstream media.
[00:26:08.270 --> 00:26:08.870]  Oh no, that's him.
[00:26:09.690 --> 00:26:09.850]  Here.
[00:26:10.170 --> 00:26:16.693]  He said, from the government to mainstream media, there is a petrifying fear of China and the potential loss of their hypothetical business.
[00:26:17.073 --> 00:26:29.937]  The agent said to Savage, he was reminded of a conversation he had with a top Hollywood executive, who said to him, they wouldn't produce any films that were anti-China for fear of being blackballed in their market, basically letting the Chinese government censor our movies in this country.
[00:26:30.859 --> 00:26:38.871]  Then he said to me, Savage, there must be a way to galvanize conservative media behind the Time for War as the only book willing to take on China, the agent told Savage.
[00:26:39.111 --> 00:26:40.193]  Well, guess what, Alex?
[00:26:40.393 --> 00:26:45.740]  Aside from you, nobody will discuss this book and its premise.
[00:26:47.093 --> 00:26:49.654]  Well, let's break down what they're censoring here.
[00:26:49.734 --> 00:26:53.937]  But to tie in, Obama's shutting down dozens of power plants a week.
[00:26:54.377 --> 00:26:56.058]  They're not letting new plants open.
[00:26:56.638 --> 00:26:59.660]  They're totally clean coal power plants, about 51% of our power.
[00:27:00.160 --> 00:27:00.900]  This is brand new.
[00:27:00.920 --> 00:27:02.721]  This just happened at the end of the last hour.
[00:27:03.062 --> 00:27:05.263]  Obama is in Newport, Virginia.
[00:27:05.783 --> 00:27:08.684]  At one of the shipyards talking about getting America going.
[00:27:09.065 --> 00:27:11.526]  And I saw this on CNN during the break earlier.
[00:27:11.606 --> 00:27:12.406]  I couldn't believe it.
[00:27:12.726 --> 00:27:15.007]  Now, let's get into your book here that they're trying to censor.
[00:27:15.287 --> 00:27:19.109]  The premise of the book that I'm holding in my hand, Time for War with Michael Savage.
[00:27:20.130 --> 00:27:25.252]  Well, the premise is quite simple, which is that, okay, it starts with
[00:27:26.187 --> 00:27:33.090]  A helicopter in Afghanistan, a Chinook, carrying a squad of Navy SEALs plummeting to the earth in Afghanistan.
[00:27:33.490 --> 00:27:43.654]  Remember when that happened in 11, when our great Commander-in-Chief was never blamed for the loss of more Navy SEALs in one incident than in an entire history of the SEALs unit?
[00:27:43.974 --> 00:27:51.598]  How come there's never been an investigation of who put all those Navy SEALs in a single old flying helicopter and flew them into a hot zone?
[00:27:51.618 --> 00:27:52.098]  Who did that?
[00:27:52.598 --> 00:27:54.159]  Who in the military made that decision?
[00:27:54.259 --> 00:27:57.661]  Or worse yet, was the decision made by someone other than in the military?
[00:27:57.941 --> 00:27:59.522]  Why has there been no Republican outcry?
[00:27:59.542 --> 00:28:00.562]  That's how my book begins.
[00:28:01.123 --> 00:28:03.064]  But the question is, what happens next?
[00:28:03.104 --> 00:28:12.209]  Well, I fictionalized that story in order to make America wake up to the fact that maybe, just maybe, someone will ask, who killed all our Navy SEALs?
[00:28:12.909 --> 00:28:19.593]  And number two, my allegation, meaning through my fiction, it's a novel, A Time for War, is that there's a Chinese agent
[00:28:21.428 --> 00:28:23.330]  who brings it down with an EMP attack.
[00:28:30.049 --> 00:28:41.698]  Neutralize our military, but also a two-pronged attack that will disarm the American military through EMP blasts, and then release a deadly toxin, killing hundreds of thousands of civilians.
[00:28:41.778 --> 00:28:49.544]  And my hero, Jack Hatfield, and Dover, a young lady, race to locate this new ground zero and save an unsuspecting country.
[00:28:49.584 --> 00:28:52.406]  That's the theme of A Time for War in my novel.
[00:28:52.426 --> 00:28:52.907]  It's a novel.
[00:28:53.287 --> 00:28:53.727]  It's a novel.
[00:28:53.747 --> 00:28:54.268]  That's what it is.
[00:29:03.613 --> 00:29:10.475]  It's no secret that pathogens such as bacteria, viruses, moles and fungus can inflict severe damage in the human body.
[00:29:10.635 --> 00:29:15.077]  Fortunately, a new and vastly improved silver solution has been developed.
[00:29:15.277 --> 00:29:25.880]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[00:29:26.080 --> 00:29:31.322]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[00:29:31.542 --> 00:29:39.667]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[00:29:39.987 --> 00:29:48.772]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[00:29:48.852 --> 00:29:52.395]  Find out how Supernatural Silver could change your life.
[00:29:52.535 --> 00:29:56.977]  Go to SupernaturalSilver.com and use the promo code HEALTHY for 20% off.
[00:29:58.018 --> 00:30:02.099]  That's supernaturalsilver.com and like us on Facebook.
[00:30:05.140 --> 00:30:12.803]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:30:13.243 --> 00:30:16.864]  Alex and his staff have used these pure soap products for years.
[00:30:17.305 --> 00:30:24.147]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:30:24.607 --> 00:30:27.428]  See them on the web at 5starsoap.com.
[00:30:27.648 --> 00:30:32.152]  Or call 800-340-7091 for a free catalog.
[00:30:32.472 --> 00:30:38.136]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:30:38.417 --> 00:30:43.521]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:30:43.821 --> 00:30:45.462]  This is an amazing deal.
[00:30:45.823 --> 00:30:50.426]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:30:51.047 --> 00:30:53.229]  See them on the web at 5starsoap.com.
[00:30:54.089 --> 00:30:58.693]  Or call 800-340-7091 for a free catalog.
[00:31:02.716 --> 00:31:05.479]  Alex Jones here with a message to fellow freedom lovers.
[00:31:05.759 --> 00:31:10.583]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:31:10.763 --> 00:31:17.949]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:31:18.069 --> 00:31:23.471]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:31:23.691 --> 00:31:27.432]  These are items that I did research on, that I personally use.
[00:31:27.712 --> 00:31:32.234]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:31:32.454 --> 00:31:37.656]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:31:37.916 --> 00:31:40.999]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:31:41.159 --> 00:31:43.401]  When Disaster Strikes by Matthew Stein.
[00:31:43.662 --> 00:31:48.226]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:31:48.426 --> 00:31:50.869]  Hand Crank Shortwave AM FM Radios.
[00:31:51.309 --> 00:31:58.296]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:31:58.496 --> 00:31:59.556]  We're getting prepared.
[00:31:59.756 --> 00:32:00.197]  Are you?
[00:32:00.417 --> 00:32:02.237]  Infowarsshop.com.
[00:32:02.937 --> 00:32:05.978]  You prepare by purchasing gold, food, and firearms.
[00:32:06.338 --> 00:32:11.800]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:32:12.380 --> 00:32:15.581]  When you're sleeping or away from home, who's watching out for intruders?
[00:32:16.281 --> 00:32:17.522]  Check out SimpliSafe.
[00:32:17.862 --> 00:32:21.723]  It's a new do-it-yourself home security system that is completely wireless.
[00:32:22.323 --> 00:32:24.344]  Go to GetSimpliSafe.com.
[00:32:25.024 --> 00:32:27.427]  SimpliSafe is independent and off the grid.
[00:32:27.768 --> 00:32:31.552]  It runs on battery power, so even if the grid goes down, you're protected.
[00:32:32.113 --> 00:32:38.281]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:32:38.781 --> 00:32:40.303]  Get SimpliSafe.com
[00:32:41.104 --> 00:32:45.307]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:32:45.767 --> 00:32:47.949]  So there's no need to let a stranger into your home.
[00:32:48.489 --> 00:32:52.072]  If you move or need to relocate, you can take the system with you wherever you go.
[00:32:52.572 --> 00:32:59.017]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:32:59.597 --> 00:33:01.739]  Again, that's GetSimplySafe.com.
[00:33:03.959 --> 00:33:06.821]  Coast to Coast, direct from Austin.
[00:33:07.542 --> 00:33:10.744]  You're listening to the Alex Jones Broadcasting Network.
[00:33:18.624 --> 00:33:24.790]  So Alex, the question is, where do I come up with the theory that I am being manipulated?
[00:33:24.830 --> 00:33:26.611]  But they're doing it all over the place.
[00:33:26.691 --> 00:33:28.573]  I mean, the government's owned by China now.
[00:33:29.194 --> 00:33:36.880]  The globalists signed us on to communism and used NAFTA and GATT and all these rules to shut down our industry so only China could thrive.
[00:33:37.201 --> 00:33:39.723]  They got their population jumping off suicide nets.
[00:33:40.123 --> 00:33:41.705]  I mean, this is how they brought America down.
[00:33:42.628 --> 00:33:43.989]  Yeah, but let me answer the question.
[00:33:44.009 --> 00:33:50.736]  People are going to say Savage still didn't answer the fact that he's making a great charge here, that the China lobby is censoring his new book.
[00:33:50.816 --> 00:33:51.857]  Where is the proof, right?
[00:33:52.437 --> 00:33:59.704]  Well, let me give you one piece of evidence, because I'm trained as a scientist, and the only proof is a series of evidence, evidentiary facts.
[00:33:59.764 --> 00:34:00.905]  It's like a court of law, right?
[00:34:01.365 --> 00:34:06.050]  We can't definitively show you a video of Chinese agents sitting and talking and saying, kill the book.
[00:34:06.490 --> 00:34:09.513]  I can show you facts and let people draw the conclusions for themselves.
[00:34:10.109 --> 00:34:15.353]  When this book first came out, there was an ad campaign that was leading with, is China already at war with the US?
[00:34:15.493 --> 00:34:15.773]  Okay?
[00:34:16.173 --> 00:34:19.456]  That was the lead line, is China already at war with the US?
[00:34:19.896 --> 00:34:26.561]  By the time the book appeared, that ad line was dropped and it became, it became a book about terrorism.
[00:34:26.901 --> 00:34:27.681]  Generic, okay?
[00:34:27.721 --> 00:34:29.122]  A generic book about terrorism.
[00:34:29.863 --> 00:34:34.726]  Secondly, we had an ad campaign planned for the day of launch, which was last week on a Tuesday.
[00:34:35.227 --> 00:34:38.669]  It was supposed to be on the top of some major websites, I will not mention which.
[00:34:39.130 --> 00:34:39.650]  I woke up,
[00:34:40.377 --> 00:34:43.306]  Early in the morning, looking forward to seeing the ads, they didn't appear.
[00:34:44.014 --> 00:34:45.675]  I was screaming and yelling all day long.
[00:34:46.035 --> 00:34:51.136]  Finally, a word came back that it was bumped because of this.
[00:34:51.156 --> 00:34:52.157]  It was bumped because of that.
[00:34:52.177 --> 00:34:52.877]  It was a mistake.
[00:34:53.237 --> 00:34:57.878]  And the ads that were meant to run were suddenly running on Sunday morning and on Sunday midnight.
[00:34:57.918 --> 00:34:59.979]  They were never appearing where they were supposed to appear.
[00:35:00.239 --> 00:35:01.879]  It didn't happen by accident, Alex.
[00:35:02.220 --> 00:35:02.980]  Money was paid.
[00:35:03.260 --> 00:35:04.260]  Contracts were signed.
[00:35:04.640 --> 00:35:06.541]  This was shafted from the top down.
[00:35:06.841 --> 00:35:07.541]  Can I prove it?
[00:35:07.921 --> 00:35:09.142]  No, but I can offer some evidence.
[00:35:09.582 --> 00:35:13.483]  And the publisher is owned by a German holding company, by the way, without smearing the publisher.
[00:35:14.123 --> 00:35:14.723]  Absolutely.
[00:35:14.743 --> 00:35:21.687]  Well, I mean, as the CFR has said, in the New World Order, everything's being positioned to China to leverage everybody out of the lowest common denominator to bring in this system.
[00:35:40.529 --> 00:35:45.070]  Well, the one good news about it all is I've always liked Chinese food, so maybe I can look forward to that.
[00:35:45.190 --> 00:35:50.192]  But the thing is, you know, that wouldn't be the only good news of the whole thing.
[00:35:50.252 --> 00:35:56.654]  It's not a bad cuisine if you don't get low-salt, low-fat Chinese food, which is impossible to find in San Francisco.
[00:35:57.234 --> 00:35:59.576]  You know, is this Sinophobia, Alex?
[00:35:59.616 --> 00:36:02.438]  Because we're going to be accused... Look, you're a renegade broadcaster.
[00:36:02.898 --> 00:36:04.619]  I'm somewhat of a renegade broadcaster.
[00:36:04.639 --> 00:36:04.999]  You know that.
[00:36:05.039 --> 00:36:07.741]  We're sort of outcasts and we love it because that's what we are.
[00:36:08.041 --> 00:36:15.306]  We don't want to be one of these old men sitting on the boardwalk with our pants legs rolled up complaining like Bill Planted yesterday from CBS.
[00:36:15.326 --> 00:36:16.266]  Did you hear that sound clip?
[00:36:16.286 --> 00:36:17.007]  You've got to hear this one.
[00:36:17.447 --> 00:36:22.032]  Bill Plante complains to his friend Howie Kites of the major media.
[00:36:22.072 --> 00:36:24.634]  You know, Howie Kites and Bill Plante.
[00:36:25.015 --> 00:36:26.496]  And Bill says this.
[00:36:26.957 --> 00:36:29.459]  He says, we've gotten used to being called whiny lapdogs.
[00:36:29.499 --> 00:36:30.560]  I've heard it for 30 years.
[00:36:31.041 --> 00:36:33.083]  But he said, this is about access to the president.
[00:36:33.423 --> 00:36:35.085]  And access to the president has been cut.
[00:36:35.585 --> 00:36:38.307]  And pushed and curtailed over every administration I've covered.
[00:36:38.688 --> 00:36:40.149]  But here's the nub of it, Howie.
[00:36:40.509 --> 00:36:43.611]  This administration has the tools to reach people on their own now.
[00:36:43.952 --> 00:36:45.353]  They don't need us that much.
[00:36:45.753 --> 00:36:52.198]  And to the extent that they're able to do that, Howie, they're undercutting the First Amendment, which guarantees a free press through many voices.
[00:36:52.518 --> 00:36:53.339]  Isn't that hilarious?
[00:36:53.379 --> 00:36:53.959]  That's right.
[00:36:54.300 --> 00:37:01.305]  These idiots sold out, repeated and regurgitated what the establishment said, and now they're being totally cut off, and they're complaining.
[00:37:01.545 --> 00:37:05.068]  Yeah, a free press through many voices, as long as they're all liberal voices.
[00:37:05.508 --> 00:37:07.289]  Certainly, you've never been on the free press.
[00:37:07.890 --> 00:37:09.611]  I've never been heard from by the free press.
[00:37:09.651 --> 00:37:10.692]  We don't exist, Alex.
[00:37:11.232 --> 00:37:12.693]  Our large audiences don't exist.
[00:37:12.713 --> 00:37:12.973]  That's right.
[00:37:12.993 --> 00:37:19.838]  They're the ultimate censors, legends in their own mind, who sit up there on a mountain, telling us what exists and doesn't exist.
[00:37:20.098 --> 00:37:29.445]  Did you see Gibbs, regardless of where you stand on the drone program, saying he was told to say the program didn't exist, like the Wizard of Oz, even when the program was public?
[00:37:29.765 --> 00:37:30.386]  Did you see that?
[00:37:31.047 --> 00:37:32.809]  Yeah, I'm not a big fan of Gibbs.
[00:37:32.909 --> 00:37:34.150]  I happen to like drones.
[00:37:34.190 --> 00:37:35.471]  I know you and I disagree on this.
[00:37:36.031 --> 00:37:40.976]  I'd rather see a drone go and kill a real terrorist than sending an American platoon over there to do it.
[00:37:40.996 --> 00:37:41.276]  No, no, no.
[00:37:41.316 --> 00:37:43.498]  I'm talking about them being domestically used against us.
[00:37:43.518 --> 00:37:45.300]  Well, of course, for against drones in America.
[00:37:45.420 --> 00:37:49.663]  You know, the only drone I would approve of would be a drone manned by a government official.
[00:37:49.784 --> 00:37:51.245]  Remember, Hitler used the first drones.
[00:37:51.265 --> 00:37:52.706]  They were called V-1s and V-2s.
[00:37:52.966 --> 00:37:55.268]  Remember the unmanned rockets that he sent on England?
[00:37:55.569 --> 00:37:57.911]  What, now our own government is using V-1s against us?
[00:37:58.431 --> 00:38:01.013]  Absolutely, and in fact, Michael Savage here with us.
[00:38:01.053 --> 00:38:04.115]  The crew's doing a great job trying to capture stuff live off TV.
[00:38:04.395 --> 00:38:11.399]  We do, drumroll please, have the clip of Obama at a shipbuilding factory in Virginia just about 30 minutes ago.
[00:38:11.760 --> 00:38:17.803]  He said this, this is breaking, you didn't build it statement, number two, from CNN, here it is.
[00:38:20.805 --> 00:38:23.147]  But in order for us to make that happen, I'm gonna need you.
[00:38:25.063 --> 00:38:29.406]  You know, the one thing about being president is after four years you get pretty humble.
[00:38:30.746 --> 00:38:33.308]  You'd think maybe you wouldn't, but actually you become more humble.
[00:38:33.328 --> 00:38:34.449]  You realize what you don't know.
[00:38:34.489 --> 00:38:37.290]  You realize, you know, all the mistakes you make.
[00:38:37.751 --> 00:38:40.332]  But you also realize you can't do things by yourself.
[00:38:40.492 --> 00:38:41.793]  That's not how our system works.
[00:38:42.593 --> 00:38:46.876]  You've got to have the help and the goodwill of Congress.
[00:38:47.636 --> 00:38:53.580]  And what that means is you've got to make sure that constituents of members of Congress are putting some pressure on them.
[00:38:53.780 --> 00:39:01.225]  So again, that's a backhanded way he's saying, oh, I can't be a dictator, but what he's really saying at a factory is, you can't do things by yourself.
[00:39:01.845 --> 00:39:09.670]  Well, I think what he's saying is, I need you to run to Congress and make them cave in and make sure I can give increases in taxes again, is what he's really saying.
[00:39:09.730 --> 00:39:12.571]  Of course he doesn't believe anyone does anything without the government's help.
[00:39:12.912 --> 00:39:14.412]  This is how statists think.
[00:39:15.093 --> 00:39:20.196]  This is how statists have been brainwashed from childhood to believe that, for example,
[00:39:20.894 --> 00:39:23.156]  Picasso didn't paint this painting by himself.
[00:39:23.196 --> 00:39:29.041]  He'd argue that he had to go buy the paints, he had to buy the paintbrush, he had to buy the easel, and he had to rent the model.
[00:39:29.081 --> 00:39:34.726]  But other individuals contributed to make a better choice and more variance in society.
[00:39:34.966 --> 00:39:38.309]  The idea of collectivism, all it creates is nightmares.
[00:39:38.971 --> 00:39:41.513]  Well, we understand that, but Alex, listen to how they think.
[00:39:41.573 --> 00:39:43.294]  You know as well as I do how they think.
[00:39:43.915 --> 00:39:48.818]  Why do you think that in the Soviet Union of the past, and in China today, there is no individual art?
[00:39:49.379 --> 00:39:51.701]  The art has to be state-approved art, is that correct?
[00:39:52.001 --> 00:40:04.670]  How different is that than state-approved art in America today, where there are very few creative artists who are ever seen, unless they're working through the National Endowment for the Humanities, National Endowments for the Arts, or they're in a university-tenured position?
[00:40:05.151 --> 00:40:08.213]  You don't see or hear from them, because they're not state-sponsored.
[00:40:08.773 --> 00:40:12.498]  We are becoming increasingly like a Soviet state.
[00:40:12.538 --> 00:40:14.741]  We understand that, Alex, and we're fighting against it.
[00:40:15.262 --> 00:40:20.949]  The question to you, Alex, is people are screaming, what the heck can I do about it?
[00:40:21.548 --> 00:40:22.148]  I've tried.
[00:40:23.088 --> 00:40:29.050]  Look what they gave us in the last election, a choice between Mr. Milk Toast and the Communists, the naked Marxists.
[00:40:29.570 --> 00:40:37.352]  Then the naked Marxist Obama floods America with illegal aliens three months before the election by granting amnesty through the quote, Dream Act.
[00:40:37.772 --> 00:40:42.993]  Without congressional approval, there wasn't a peep, a peep out of the drunks called Republicans.
[00:40:43.293 --> 00:40:46.894]  Well, Michael, that was my next point, is that isn't it time for impeachment?
[00:40:46.934 --> 00:40:47.814]  It was a long time ago.
[00:40:48.054 --> 00:40:49.875]  He says our military is under NATO.
[00:40:50.535 --> 00:40:51.015]  Control.
[00:40:51.976 --> 00:40:59.322]  He goes on to say that he can have cyber security shut down a free speech if Congress doesn't act.
[00:40:59.722 --> 00:41:02.745]  He says now he can legalize the illegal aliens by fiat.
[00:41:02.965 --> 00:41:06.868]  Well, you and I can't go to Mexico and have babies for free and everything paid for.
[00:41:07.188 --> 00:41:12.132]  They're taking American hospitality and using it to literally bankrupt this country.
[00:41:12.352 --> 00:41:15.895]  And isn't that their goal is to bankrupt things to collectivize it?
[00:41:16.275 --> 00:41:18.655]  I'm not sure that they want to bankrupt the country.
[00:41:18.695 --> 00:41:20.796]  I think they just simply are into controlling it.
[00:41:20.856 --> 00:41:23.356]  And remember, Alex, my analogy is different than yours.
[00:41:24.176 --> 00:41:25.897]  There was a TV show called The Sopranos.
[00:41:25.917 --> 00:41:27.257]  You probably don't watch much TV.
[00:41:27.277 --> 00:41:27.897]  No, I've seen it.
[00:41:27.937 --> 00:41:28.617]  Yeah, the mobsters.
[00:41:28.637 --> 00:41:32.918]  Okay, so it's when the mobsters from New Jersey, they run a gambling, private gambling den, right?
[00:41:33.298 --> 00:41:36.939]  They get a guy in who's a friend of theirs, by the way, who owns a huge sporting goods store.
[00:41:37.259 --> 00:41:39.739]  And they tell him, don't gamble, you're a sick, degenerate gambler.
[00:41:39.759 --> 00:41:40.539]  He gambles anyway.
[00:41:40.819 --> 00:41:42.039]  He loses all of his money.
[00:41:42.459 --> 00:41:45.240]  So the mafia gets their hands into his sporting goods store, right?
[00:41:45.720 --> 00:41:51.223]  Now, the next scene is they already move into the store, they get in the back room, and they're taking stuff out of the back door.
[00:41:51.463 --> 00:41:52.663]  They now own the guy.
[00:41:53.184 --> 00:42:04.989]  Not only are they busting out the store by selling things in the back out of trucks, now they're taking a line of credit, Alex, that the store has, and they're running up first class airline tickets for the $200 million.
[00:42:05.509 --> 00:42:06.830]  What does that sound like to you?
[00:42:07.190 --> 00:42:10.952]  It sounds like we've been taken over by the same gang that took over the sporting goods store.
[00:42:11.252 --> 00:42:13.873]  And they're busting us out by taking our credit line and running it up.
[00:42:15.094 --> 00:42:15.795]  I totally agree with you.
[00:42:15.815 --> 00:42:17.136]  That's my analysis exactly.
[00:42:17.336 --> 00:42:19.738]  It's like a gang took over America.
[00:42:19.778 --> 00:42:21.719]  How dumb do you have to be not to see it?
[00:42:21.739 --> 00:42:23.561]  No, it's government anarchy, as you call it.
[00:42:24.161 --> 00:42:26.663]  It is government anarchy, and that's a phrase I was using.
[00:42:26.983 --> 00:42:29.025]  But people don't understand what I say, Alex.
[00:42:29.305 --> 00:42:29.966]  Maybe some do.
[00:42:29.986 --> 00:42:30.606]  I have a big audience.
[00:42:30.626 --> 00:42:31.587]  Hey, let me bring this up.
[00:42:31.707 --> 00:42:37.272]  Why do all of the major conservative libertarian hosts talk crap about each other or start fights?
[00:42:37.732 --> 00:42:38.593]  I don't do that.
[00:42:39.193 --> 00:42:45.598]  But when I'm listening to talk radio, they're constantly sniping at you and then acting like you're sniping at them when they're starting it.
[00:42:45.938 --> 00:42:51.022]  And then I've got, you know, Mr. and Mr. Beck behind the scenes always trying to make stuff up.
[00:42:51.582 --> 00:42:54.024]  Don't they get there's going to be no country in the future?
[00:42:54.384 --> 00:42:55.926]  Alex, here's the answer.
[00:42:55.946 --> 00:42:58.888]  When you're the lead sled dog, the other dogs are barking at your ass.
[00:42:59.468 --> 00:43:00.369]  I guess that's true, yeah.
[00:43:03.089 --> 00:43:04.730]  Introducing Pro-1.
[00:43:04.990 --> 00:43:08.493]  All of your filtration in one system, portable, on-the-go.
[00:43:08.633 --> 00:43:13.036]  No more do you have two or three filters to just reduce sodium fluoride.
[00:43:13.156 --> 00:43:19.180]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:43:19.300 --> 00:43:30.068]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:43:30.268 --> 00:43:36.574]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:43:36.774 --> 00:43:51.507]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:43:53.510 --> 00:43:59.379]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:44:07.074 --> 00:44:07.975]  Tyranny is here.
[00:44:08.335 --> 00:44:11.816]  The grim future foretold in 1984 has become reality.
[00:44:12.197 --> 00:44:14.478]  It really says that the state is God.
[00:44:14.498 --> 00:44:19.921]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:44:20.361 --> 00:44:26.644]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:44:27.024 --> 00:44:32.587]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:44:33.007 --> 00:44:36.669]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[00:44:37.169 --> 00:44:41.170]  Prepare to enter the secretive world of emergency dictatorship.
[00:44:41.470 --> 00:44:47.351]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:44:47.411 --> 00:44:50.372]  It's only the beginning of the New World Order's hellish plan.
[00:44:50.972 --> 00:44:52.392]  The police state isn't coming.
[00:44:52.932 --> 00:44:53.452]  It's here.
[00:44:54.053 --> 00:45:00.854]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:45:03.260 --> 00:45:04.582]  Your freedoms are on the line.
[00:45:04.802 --> 00:45:06.444]  The Second Amendment is in danger.
[00:45:06.624 --> 00:45:08.706]  How soon before your freedoms are taken away?
[00:45:08.966 --> 00:45:10.508]  What can you not live without?
[00:45:10.688 --> 00:45:12.130]  What is your greatest dependency?
[00:45:12.390 --> 00:45:13.111]  Is it your guns?
[00:45:13.391 --> 00:45:14.012]  Is it your home?
[00:45:14.332 --> 00:45:15.453]  No, it's food.
[00:45:15.754 --> 00:45:17.636]  It all boils down to the food supply.
[00:45:17.876 --> 00:45:21.160]  Tyrannical governments control people by controlling their food supply.
[00:45:21.380 --> 00:45:22.441]  Don't be dependent.
[00:45:22.621 --> 00:45:23.562]  Be self-sufficient.
[00:45:23.702 --> 00:45:24.343]  Don't wait for the
[00:45:24.363 --> 00:45:24.783]  I think so.
[00:45:39.933 --> 00:45:44.477]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[00:46:09.887 --> 00:46:15.772]  At Silverlungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[00:46:16.633 --> 00:46:26.721]  Our most popular silver-based products are the 32-ounce Nano Silver Solutions, our 2-ounce Nano Silver Nasal Applicators, as well as our all-natural silver soaps.
[00:46:27.601 --> 00:46:30.904]  Just released is our 100% natural silver gel.
[00:46:31.745 --> 00:46:37.930]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[00:46:38.650 --> 00:46:49.079]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[00:46:49.899 --> 00:46:57.626]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[00:46:58.666 --> 00:47:01.589]  That's www.silverlungs.com
[00:47:03.877 --> 00:47:06.724]  Coast to coast, direct from Austin.
[00:47:07.486 --> 00:47:10.694]  You're listening to the Alex Jones Broadcasting Network.
[00:47:14.525 --> 00:47:19.006]  Defending the Republic from enemies, foreign and domestic.
[00:47:19.026 --> 00:47:20.526]  It's Alex Jones.
[00:47:21.146 --> 00:47:21.986]  What about Dorner?
[00:47:22.406 --> 00:47:25.227]  Yeah, the whole system was paralyzed for a week over one guy.
[00:47:25.247 --> 00:47:27.647]  How do they think they're going to start a civil war?
[00:47:27.967 --> 00:47:35.869]  By the way, he was a pro-gun guy who then... I mean, an anti-gun guy who was then out there using guns to reportedly shoot police.
[00:47:37.049 --> 00:47:38.369]  That was a crazy case.
[00:47:38.589 --> 00:47:42.590]  And what the media did, the vermin in the media, and I'll say it until people hear me,
[00:47:43.402 --> 00:47:45.484]  Okay, I won't use a word that's so charged.
[00:47:45.544 --> 00:47:48.067]  The solenterates in the media, the worms in the media.
[00:47:48.607 --> 00:47:50.229]  The worms in the media, how's that?
[00:47:50.829 --> 00:48:05.144]  The worms in the media refused to report that that mad crazed cop, Dorner, who was killing people, his first two victims were a couple, a young woman who was of Chinese African-American descent and her
[00:48:05.979 --> 00:48:07.501]  Fiancé, who was African-American.
