[00:00:00.009 --> 00:00:01.718]  Alex Jones Broadcasting Network.
[00:44:25.916 --> 00:44:34.098]  You really see it's all the same control freak scientific dictatorship system under different names.
[00:44:34.598 --> 00:44:37.079]  It's just that the brilliantly evil Brzezinski
[00:44:38.514 --> 00:44:48.236]  Who believes in things beyond good and evil, foresaw the gestalt, and got the real world manager, David Rockefeller, behind it.
[00:44:48.616 --> 00:44:53.858]  Because David Rockefeller, if you had to say one guy's king of the world, you'd have to say it was David Rockefeller.
[00:44:53.898 --> 00:44:59.099]  Not so much now, but he was the prime mover working 18 hours a day to bring this world government in.
[00:44:59.139 --> 00:45:03.720]  And now his people are in place everywhere, and he chose the Brzezinski model
[00:45:04.580 --> 00:45:05.081]  On record.
[00:45:05.301 --> 00:45:08.506]  And then he integrated it with eco-science eugenicist model.
[00:45:09.348 --> 00:45:11.491]  The injections and the additives to dumb us down.
[00:45:11.511 --> 00:45:13.073]  It's all White House science are on record.
[00:45:13.574 --> 00:45:17.640]  And you realize this is their military battle plan assaulting us.
[00:45:17.741 --> 00:45:18.982]  And they think we're so dumb.
[00:45:20.583 --> 00:45:22.566]  That we wouldn't get this and warn people.
[00:45:22.606 --> 00:45:31.840]  And the elite's comments to me when I've talked to some of the high-level people, and I mean head of the Kissinger Group on record and others off record, is, Alex, the public can't even understand you.
[00:45:32.260 --> 00:45:35.705]  You're one of us, even if you don't know it, and you're going to grow up and see that.
[00:45:36.326 --> 00:45:41.370]  I'm going to grow up and see that and block development in the third world when that would actually reduce their population.
[00:45:41.670 --> 00:45:47.594]  What you claim you want, I've got to see that when you're busy funding Al Qaeda to then blow stuff up to take my rights.
[00:45:47.935 --> 00:45:50.636]  The point is they claim it's all scientific for the better good.
[00:45:51.257 --> 00:45:55.900]  At the bottom of it is really an authoritarian lust for dehumanization.
[00:45:55.920 --> 00:45:59.983]  And I want you to continue with your presentation and all these slides you sent us for the TV viewers.
[00:46:01.624 --> 00:46:10.248]  Continuing to get into their plan, studying them, and working with Sutton on their larger plan, what would you say their real philosophy was?
[00:46:11.168 --> 00:46:12.909]  I mean, in just ten words or less.
[00:46:12.949 --> 00:46:14.109]  I mean, what is it?
[00:46:14.210 --> 00:46:15.650]  Neo-feudalist?
[00:46:15.690 --> 00:46:17.231]  Just haters of humanity?
[00:46:17.291 --> 00:46:18.011]  Control freaks?
[00:46:18.331 --> 00:46:19.272]  Who are these people?
[00:46:20.352 --> 00:46:22.333]  Well, they're driven by money.
[00:46:22.653 --> 00:46:24.494]  They're driven by a lust for money.
[00:46:25.757 --> 00:46:29.380]  They sought to create a new international economic order in 1973.
[00:46:29.981 --> 00:46:32.583]  I don't really think that game plan has changed.
[00:46:34.505 --> 00:46:35.886]  It's still an economic issue.
[00:46:35.906 --> 00:46:37.107]  It's still about profits.
[00:46:37.627 --> 00:46:40.249]  It's still about manipulation of the markets for their good.
[00:46:41.871 --> 00:46:46.094]  They would press out competition, and they have pressed out competition over the decades.
[00:46:47.174 --> 00:46:52.537]  Um, so it's still, they're still looking to make as much money as they can.
[00:46:53.438 --> 00:46:56.579]  They have little regard for the amount of money that you and I might make.
[00:46:56.820 --> 00:47:02.923]  In fact, the original model of technocracy from the 30s did away with private property altogether.
[00:47:02.963 --> 00:47:08.566]  We see this theme picked up in Agenda 21 documents, by the way, that private property is out.
[00:47:09.427 --> 00:47:11.088]  Well sure, they want a post-industrial world.
[00:47:11.108 --> 00:47:15.070]  They want to make us poor, in their own words, as a tool of control.
[00:47:16.155 --> 00:47:19.577]  Well, essentially, what they want is just all of our production, Alex.
[00:47:19.657 --> 00:47:32.224]  If you go back to the feudal world, the Dark Ages, it was very dark, and you look at people back then, they were mostly farmers, agrarian, but they were productive, they were able to grow things, and the land yielded stuff.
[00:47:32.745 --> 00:47:39.489]  It's just that the lords of the land took 90% of everything that they grew.
[00:47:40.129 --> 00:47:42.471]  Or, you know, the animals they bred.
[00:47:42.511 --> 00:47:47.755]  They were not allowed to keep anything except for just, you know, what they needed to stay alive.
[00:47:48.296 --> 00:47:49.877]  And this is kind of where we're going.
[00:47:50.217 --> 00:47:56.502]  They're still looking at getting the output of our hands, if you will, the output of our production.
[00:47:57.223 --> 00:47:59.045]  But they want it for themselves.
[00:47:59.085 --> 00:48:01.306]  They don't want to share it back with us.
[00:48:02.027 --> 00:48:06.411]  So even in the end, that's still a very economic-oriented
[00:48:07.191 --> 00:48:14.757]  You're right, and they used our energy to build their little castles in the sky for their power trip, so it's robbing our destiny.
[00:48:15.017 --> 00:48:16.238]  Continue with your presentation.
[00:48:16.769 --> 00:48:17.749]  That's exactly right.
[00:48:18.250 --> 00:48:30.195]  Zbigniew Brzezinski wrote in 1970, again in Between Two Ages, and I quote this, he said, The nation-state as a fundamental unit of man's organized life has ceased to be the principal creative force.
[00:48:30.835 --> 00:48:40.359]  International banks and multinational corporations are acting and planning in terms that are far in advance of the political concept of the nation-state.
[00:48:41.701 --> 00:48:42.201]  Close quote.
[00:48:42.942 --> 00:48:45.985]  That says a mouthful, but this also has not changed.
[00:48:46.025 --> 00:48:51.470]  This philosophy of this elite group has not changed since Brzezinski wrote that in 1970.
[00:48:52.931 --> 00:48:59.717]  And they believe that the nation-state is basically just not compatible with reality, and they are acting as if it did not exist.
[00:49:01.078 --> 00:49:25.436]  So, as they move forward in the world, in China, in Europe, and of course in India and other minor countries, and especially in North America, as they have moved forward, we can see their fingerprints and their footprints all over the economic scene, and they have used or co-opted the political mechanisms to achieve their new economic order pipe dream.
[00:49:26.667 --> 00:49:27.268]  Well, that's right.
[00:49:27.348 --> 00:49:33.856]  Instead of an economy based on whoever has the best innovations, who's the most honorable, it becomes who is the technocrats?
[00:49:34.156 --> 00:49:35.237]  Who is in control?
[00:49:35.638 --> 00:49:44.008]  And then they're tax-exempt under globalism and have diplomatic immunity, and we are just crushed by total surveillance, which is their plan.
[00:49:45.350 --> 00:49:54.415]  You know, you're old enough to remember some of the old green people from maybe the 60s and 70s with their long hair and so on.
[00:49:54.895 --> 00:50:10.723]  If you can find one of those original green people today and talk to them about the current state of the green movement, you'll see them spitting molten nails because they believe that their movement was taken over by these people, the Rockefeller crowd and so on.
[00:50:11.283 --> 00:50:35.242]  They were given a lot of money, then they were told after they had the money, well you're not managing right, we need to send in our managers to manage the organization, and basically the whole green movement got hijacked by this group and now has been turned on us, of course showered with money, but it has been turned on us to bring this green agenda to bring in an energy-based society.
[00:50:35.942 --> 00:50:42.028]  And as an economic system, I can't stress that enough because that's what Smart Grid is all about, for instance.
[00:50:42.368 --> 00:50:44.951]  That's what Cap-and-Trade is all about, for instance.
[00:50:45.291 --> 00:50:47.854]  That's what global warming is all about, for instance.
[00:50:47.894 --> 00:50:58.824]  With Al Gore being on the front of every publication, almost, that has anything to do with global warming, Al Gore is a member of the Trilateral Commission.
[00:50:58.844 --> 00:50:59.245]  Still is.
[00:50:59.505 --> 00:50:59.906]  That's right.
[00:50:59.946 --> 00:51:00.307]  Stay there.
[00:51:00.327 --> 00:51:02.672]  We're going to come back with our guest to break this down.
[00:51:02.733 --> 00:51:04.898]  I'm Alex Jones with InfoWars.com.
[00:51:04.918 --> 00:51:05.920]  You can follow us on Twitter.
[00:51:06.281 --> 00:51:09.328]  You can check out Patrick Wood's site, AugustForecast.com.
[00:51:11.280 --> 00:51:16.384]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[00:51:16.744 --> 00:51:25.210]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:51:25.630 --> 00:51:32.935]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:51:33.456 --> 00:51:40.861]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:51:41.361 --> 00:51:44.742]  I personally store and use their high-quality products.
[00:51:45.302 --> 00:51:48.943]  It tastes great, and it's easy to store for up to 25 years.
[00:51:49.503 --> 00:51:56.085]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:51:56.645 --> 00:52:03.367]  Visit mypatriotsupply.com forward slash Alex today, with the New World Order making rapid advances on every front.
[00:52:03.847 --> 00:52:07.908]  It is essential to prepare with My Patriot Supply today.
[00:52:11.232 --> 00:52:13.996]  Protecting your home with a security system is a must.
[00:52:14.217 --> 00:52:20.266]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:52:20.606 --> 00:52:26.996]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:52:27.396 --> 00:52:29.337]  Not with SimpliSafe Home Security.
[00:52:29.678 --> 00:52:30.718]  They're the good guys.
[00:52:31.019 --> 00:52:33.740]  You can trust SimpliSafe to protect your family.
[00:52:34.101 --> 00:52:38.403]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:52:38.604 --> 00:52:41.886]  You'll get 24-hour protection for just $14.99 a month.
[00:52:42.146 --> 00:52:44.868]  There are no hidden fees and no contracts.
[00:52:45.068 --> 00:52:46.049]  You'll save thousands.
[00:52:46.289 --> 00:52:49.371]  Plus, you're protected by their 100% money-back guarantee.
[00:52:49.691 --> 00:52:52.753]  Protect yourself against home invasions and break-ins.
[00:52:53.133 --> 00:52:57.056]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:52:58.137 --> 00:52:59.237]  A $25 gift, free.
[00:52:59.657 --> 00:53:02.259]  So don't waste your time dealing with scum.
[00:53:02.639 --> 00:53:04.820]  Visit GetSimplySafe.com.
[00:53:05.180 --> 00:53:07.201]  GetSimplySafe.com.
[00:53:07.461 --> 00:53:09.402]  GetSimplySafe.com.
[00:53:10.623 --> 00:53:13.104]  My name is Frank Bates, and I got a confession to make.
[00:53:13.645 --> 00:53:20.989]  Just a few days ago, FEMA went directly to my supplier and tried to buy my entire stockpile of high-quality survival food.
[00:53:21.509 --> 00:53:25.211]  It sounds crazy, but I'll show you the exact letter they sent in a minute.
[00:53:25.771 --> 00:53:31.475]  Revealing FEMA's plot could land me in hot water and I think you deserve to know exactly what they're doing.
[00:53:31.995 --> 00:53:41.361]  Go to FEMAHatesThis.com to see undeniable video proof that the government is on the hunt for as much survival food as they can grab in 24 hours.
[00:53:41.761 --> 00:53:47.505]  Be warned, it's really disturbing because the fact is FEMA must know something we don't.
[00:53:47.805 --> 00:53:58.690]  Go to femahatesthis.com to see why survival food is the number one item to hoard right now and why supplies are so low or even completely sold out already at many stores across America.
[00:53:58.890 --> 00:54:05.773]  Do it now because I don't know how long it will be online so go to femahatesthis.com while you can.
[00:54:06.194 --> 00:54:08.054]  That's femahatesthis.com.
[00:54:23.393 --> 00:54:24.954]  Don't want no shackles.
[00:54:26.916 --> 00:54:28.837]  Don't want no shackles on me.
[00:54:28.877 --> 00:54:33.141]  Folks, here's an example of how the propaganda is 24-7.
[00:54:33.441 --> 00:54:43.329]  I was in the coffee room this morning watching MSNBC monitoring state-run media and they were promoting the end of the earth because of the hurricane or the
[00:54:46.789 --> 00:54:50.532]  Typhoon that hit the Philippines and saying Al Gore was right.
[00:54:50.553 --> 00:54:52.434]  We've got to do the carbon taxes.
[00:54:52.955 --> 00:54:53.775]  That will save it.
[00:54:55.217 --> 00:55:06.087]  And then just now during the break on CNN, they're worshipping Ted Turner and his far-reaching impact was the headline and how he is saving the earth.
[00:55:06.827 --> 00:55:08.749]  I mean, it's just never-ending.
[00:55:08.789 --> 00:55:09.950]  Let us run the world.
[00:55:10.351 --> 00:55:11.392]  We're saving you.
[00:55:12.799 --> 00:55:20.521]  And then meanwhile, Ted Turner, David Rockefeller, all of them are on record supporting an 80 plus percent population reduction.
[00:55:20.801 --> 00:55:22.142]  We're joined by Patrick Wood.
[00:55:22.202 --> 00:55:23.962]  He sent us amazing documents today.
[00:55:24.002 --> 00:55:29.524]  If you're a TV viewer, we've been putting these documents and documentation and quotes up on screen.
[00:55:29.564 --> 00:55:31.224]  We've got until five after next hour.
[00:55:31.584 --> 00:55:35.365]  Then we've got the famous Secret Service agent joining us with Inside Intel.
[00:55:35.966 --> 00:55:39.927]  But Patrick, in the time we've got left in this segment and the next, I want to have you back very soon.
[00:55:41.468 --> 00:55:54.822]  Get into their philosophy, eugenics, how it ties into the older globalist plans and all the other key points that people need to know about technocracy, the system that we're going under right now.
[00:55:55.902 --> 00:56:04.551]  Well, we haven't really broached the subject of transhumanism, and I don't know that we have time to do that, but... Start getting into it.
[00:56:05.211 --> 00:56:14.681]  The Rockefeller crowd back in the 30s, well, the 1920s and 30s, poured a lot of money into the eugenics movement.
[00:56:14.881 --> 00:56:16.402]  And it was a very big movement back then.
[00:56:16.462 --> 00:56:17.542]  It's kind of been buried.
[00:56:18.562 --> 00:56:25.025]  Especially buried since World War II with Nazi Germany's experience with eugenics.
[00:56:25.525 --> 00:56:28.726]  Kind of been a taboo topic and hasn't been discussed much.
[00:56:28.786 --> 00:56:30.827]  Yeah, they call it implementation by stealth.
[00:56:30.887 --> 00:56:31.967]  That's their official policy.
[00:56:32.605 --> 00:56:34.286]  Well, it is now, for sure.
[00:56:35.027 --> 00:56:44.735]  Back then, though, since there wasn't a lot of money poured on top of Technocracy Incorporated, eugenics was not really part of their agenda.
[00:56:45.215 --> 00:56:46.677]  Not directly, in any case.
[00:56:46.817 --> 00:56:58.547]  Some of their members were obviously influenced by the eugenics movement back then, but that was not really an official part of their platform, if you will.
[00:56:59.867 --> 00:57:01.628]  They were very economic in nature.
[00:57:01.668 --> 00:57:08.710]  They were focused on creating an economy that would be balanced, that would be free of poverty.
[00:57:09.070 --> 00:57:12.892]  Exactly, but David Rockefeller wants to use it to carry out eugenics.
[00:57:13.212 --> 00:57:16.873]  He wants a computerized, weaponized system to dehumanize.
[00:57:17.912 --> 00:57:29.158]  Well, yes, we can see the dovetail in modern times, where eugenics is an undercurrent that's starting to come back to the surface in this.
[00:57:29.598 --> 00:57:32.119]  Transhumanism really brings this out.
[00:57:32.219 --> 00:57:37.482]  Transhumanism and technocracy are like Siamese twins joined at the hip, if you will.
[00:57:37.522 --> 00:57:41.004]  They're both based on scientism, the philosophy of scientism.
[00:57:41.624 --> 00:57:50.451]  And transhumanism basically sets up a society of the haves and the have-nots, again, based on genetic modification.
[00:57:51.051 --> 00:58:07.964]  And so those who are genetically enhanced, if you will, will be the haves, and the rest of the people who are not genetically enhanced, maybe they won't be as smart, maybe they won't be as strong or athletic or whatever, they will be the have-nots.
[00:58:08.784 --> 00:58:17.407]  And, you know, basically we'll end up with a eugenic system that can be controlled by a push button rather than by EDIC as it was during Nazi Germany.
[00:58:17.607 --> 00:58:25.269]  And then people will beg to be enslaved by the new genetic modifications in the toxic environment when it's really a Trojan horse back door of control.
[00:58:25.329 --> 00:58:26.690]  That's how they always sell it.
[00:58:27.430 --> 00:58:39.034]  Absolutely on target with your research, and of course, as you said, Huxley was one of these transhumanists before it even had the term, and his brother founded that movement when eugenics was given a bad name on record.
[00:58:39.054 --> 00:58:42.515]  We're gonna come back in 60 seconds, give you five more minutes to get into other tidbits.
[00:58:42.555 --> 00:58:44.916]  We'll definitely have to have you back in the near future.
[00:58:45.396 --> 00:58:48.657]  Third hour coming up, InfoWars.com.
[00:58:51.518 --> 00:58:53.199]  You are listening to GCN.
[00:58:54.989 --> 00:58:57.216]  Visit GCNlive.com today!
[00:59:01.291 --> 00:59:07.537]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[00:59:07.937 --> 00:59:10.299]  Renowned author and expert, Joel Skousen.
[00:59:10.399 --> 00:59:10.699]  The U.S.
[00:59:10.779 --> 00:59:14.903]  isn't building huge underground bases and bunkers because of some terrorist threat.
[00:59:15.003 --> 00:59:17.586]  They know that a massive nuclear attack is coming.
[00:59:17.986 --> 00:59:19.227]  They want that attack to come.
[00:59:19.467 --> 00:59:25.633]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[00:59:26.033 --> 00:59:28.477]  What I tell people is that you do have time.
[00:59:28.697 --> 00:59:33.483]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[00:59:33.664 --> 00:59:41.114]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[00:59:41.414 --> 00:59:43.976]  There is no preparedness without strategy.
[00:59:44.156 --> 00:59:46.817]  This Christmas, give the gift of preparedness.
[00:59:47.258 --> 00:59:51.520]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[00:59:51.840 --> 00:59:57.804]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[00:59:57.824 --> 01:00:05.789]  Waging war on corruption.
[01:00:06.249 --> 01:00:09.031]  Alex Jones on the GCM Radio Network.
[01:00:14.895 --> 01:00:15.535]  Big Brother.
[01:00:16.215 --> 01:00:17.236]  Mainstream media.
[01:00:17.976 --> 01:00:19.076]  Government cover-ups.
[01:00:19.737 --> 01:00:20.537]  You want answers?
[01:00:21.317 --> 01:00:22.197]  Well, so does he.
[01:00:22.857 --> 01:00:26.479]  He's Alex Jones on the GCN Radio Network.
[01:00:27.059 --> 01:00:31.120]  And now, live from Austin, Texas, Alex Jones.
[01:00:42.612 --> 01:00:47.535]  All right, final segment with the man that heads up augustforecast.com, the amazing Patrick Wood.
[01:00:47.555 --> 01:00:53.358]  And I tell you, next time I'm out of town, because this excites me so much I won't shut up, but I'm adding important info.
[01:00:54.319 --> 01:00:58.021]  And like David Knight does the show, he's a smart engineer, knows about this stuff.
[01:00:58.041 --> 01:01:00.362]  He ought to have Wood on for like two hours.
[01:01:02.059 --> 01:01:07.785]  So the next time I'm out of town or the next time I'm not doing the show and I have night doing it, I want to get wood on for two hours.
[01:01:08.225 --> 01:01:11.109]  Patrick, what have we not covered today that people need to know about?
[01:01:11.389 --> 01:01:15.453]  I think it's important that suddenly the globalists, the new term they use is technocrat.
[01:01:15.473 --> 01:01:20.178]  I mean, they're really trying to make that sexy and, you know, it's not surveillance that they watch everything we do.
[01:01:20.418 --> 01:01:24.603]  They're watching it to make the economy better, but really they're just giving it to the insiders.
[01:01:25.523 --> 01:01:34.510]  Well, you know, the spooky thing is, let me read you two of the official requirements from the 1932 document called Technocracy Study Course.
[01:01:34.550 --> 01:01:36.252]  That was kind of their Bible of the day.
[01:01:37.458 --> 01:01:41.959]  One said, quote, provide a specific registration of the type, kind, etc.
[01:01:41.999 --> 01:01:44.420]  of all goods and services where produced or where used.
[01:01:44.920 --> 01:01:53.603]  The next one says, provide specific registration of the consumption of each individual plus a record and description of the individual.
[01:01:54.043 --> 01:01:59.045]  And Alex, this is exactly what the Total Surveillance Society is doing to us right now.
[01:01:59.505 --> 01:02:12.932]  They're collecting all of the financial records, as well as any other profile or psychographic information they can get, so they can slice us and dice us economically, if you will, and put us in, you know, maybe pigeonhole us politically as well.
[01:02:12.952 --> 01:02:17.855]  You know, there are threats to their system, but this is an economic movement.
[01:02:18.715 --> 01:02:32.559]  To try and extract the maximum amount possible from individual consumers is very consumer-centric, but everything is focused on collecting this information to make this system work.
[01:02:32.879 --> 01:02:43.022]  This is the last piece, according to the original documents of technocracy, that needs to be put in place before technocracy can actually be enforced.
[01:02:44.062 --> 01:03:03.221]  And that's why I'm really concerned today about this total awareness society business because when they get this in place completely, somewhere in knowledge is power of course, there's going to come a time when they can flip the switch and basically say, we're now in control and now you will do what we say.
[01:03:03.281 --> 01:03:03.742]  That's right.
[01:03:04.122 --> 01:03:05.683]  It's a total military takeover.
[01:03:05.964 --> 01:03:08.365]  The smart meters controlling how hot or cold our house is.
[01:03:08.666 --> 01:03:11.368]  The satellites not letting us cut a tiny tree in our backyard.
[01:03:11.888 --> 01:03:13.910]  Just absolute bureaucratic hell.
[01:03:14.290 --> 01:03:17.392]  And then the robots get rid of the regular jobs and the farming.
[01:03:18.013 --> 01:03:29.722]  So literally, like a Kurt Vonnegut book, their plan is to have a third of the population as enforcers, and they're going to hire the people they poisoned through the eugenics operation to literally rule over those of us that are informed.
[01:03:30.022 --> 01:03:32.584]  So it's not even the eugenics that they've claimed they're building.
[01:03:33.706 --> 01:03:39.890]  If somebody wanted really to feed the world, what we need to do is increase the CO2 content in the atmosphere by 10%.
[01:03:39.970 --> 01:03:41.071]  That's right.
[01:03:42.192 --> 01:03:43.773]  It would feed the world in a heartbeat.
[01:03:43.913 --> 01:03:57.663]  But when you take CO2 out, plants can't grow, crops can't thrive, and people start... Well, see, I would endorse a real open market, open source technocracy
[01:03:58.323 --> 01:04:00.766]  That empowered and had us go to Alpha Centauri's.
[01:04:01.107 --> 01:04:09.838]  But this, this, this, this technocracy is a bunch of beam counting communists adopted by robber baron eugenicists that openly are using it as a weapon system.
[01:04:10.259 --> 01:04:14.344]  And so we've got to point out technocracy is what's delivering the poverty.
[01:04:14.685 --> 01:04:15.346]  It's the enemy.
[01:04:16.539 --> 01:04:21.102]  It is the enemy, and the people who have brought us technocracy are the enemy as well.
[01:04:21.683 --> 01:04:30.909]  I wouldn't really lay the blame necessarily at the feet of congressmen and senators, but, you know, because they've mostly been useful idiots and not really knowing what they're doing.
[01:04:31.690 --> 01:04:38.094]  But if we look behind it to these people who have brought us technocracy, this is where the trouble is.
[01:04:38.114 --> 01:04:44.239]  And if we don't get rid of those people and get them out of our government system and get them off our back,
[01:04:45.583 --> 01:04:49.264]  They will not be stopped, and we will never be satisfied.
[01:04:49.744 --> 01:04:53.045]  You know, how much water can you squeeze out of a sponge?
[01:04:53.685 --> 01:04:55.105]  This is what they're doing to us.
[01:04:55.525 --> 01:04:59.806]  And the only way to get more water out of the sponge is to wring it harder and harder.
[01:04:59.846 --> 01:05:00.186]  That's right.
[01:05:00.206 --> 01:05:00.906]  That's the plan.
[01:05:00.946 --> 01:05:03.007]  Patrick Wood, Augustforecast.com.
[01:05:03.047 --> 01:05:04.427]  We're going to be talking to you soon.
[01:05:04.787 --> 01:05:06.547]  Folks can find your great work right there.
[01:05:06.607 --> 01:05:07.628]  Thank you so much, sir.
[01:05:08.328 --> 01:05:08.768]  Thank you, Alex.
[01:05:10.754 --> 01:05:15.836]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:05:16.216 --> 01:05:24.698]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:05:25.098 --> 01:05:32.401]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:05:32.921 --> 01:05:40.323]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:05:40.823 --> 01:05:44.224]  I personally store and use their high-quality products.
[01:05:44.785 --> 01:05:48.426]  It tastes great, and it's easy to store for up to 25 years.
[01:05:48.966 --> 01:05:55.569]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:05:56.129 --> 01:06:02.851]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[01:06:03.331 --> 01:06:07.373]  It is essential to prepare with My Patriot Supply today.
[01:06:09.986 --> 01:06:15.569]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[01:06:15.789 --> 01:06:23.012]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[01:06:23.172 --> 01:06:26.354]  Radioactive contamination is now in most of the food supply.
[01:06:26.514 --> 01:06:28.316]  There's only two ways to avoid this.
[01:06:28.557 --> 01:06:33.123]  Move south of the equator or properly protect your thyroid with nascent iodine.
[01:06:33.223 --> 01:06:35.966]  Looking to protect my family, I've done deep research.
[01:06:36.127 --> 01:06:41.914]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:06:42.074 --> 01:06:45.557]  It's made right here in the USA completely non-GMO.
[01:06:45.737 --> 01:06:54.043]  I searched out the best quality and now have developed a double strength form of nascent iodine exclusively available at InfoWarsLife.com.
[01:06:54.223 --> 01:07:00.087]  Nascent iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:07:00.207 --> 01:07:02.208]  Survival Shield Nascent Iodine.
[01:07:02.369 --> 01:07:07.192]  Secure your super high quality nascent iodine today at InfoWarsLife.com.
[01:07:07.492 --> 01:07:09.253]  That's InfoWarsLife.com.
[01:07:10.154 --> 01:07:11.795]  Introducing Pro-1.
[01:07:12.035 --> 01:07:15.557]  All of your filtration in one system, portable, on-the-go.
[01:07:15.697 --> 01:07:20.100]  No more do you have two or three filters to just reduce sodium fluoride.
[01:07:20.240 --> 01:07:26.224]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:07:26.344 --> 01:07:37.130]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:07:37.330 --> 01:07:43.631]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:07:43.811 --> 01:08:00.794]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:08:01.134 --> 01:08:05.515]  Get your Pro-Pure with the new Pro-1 filters today at infowarestore.com.
[01:08:05.735 --> 01:08:06.115]  We're good to go.
[01:08:25.974 --> 01:08:26.736]  Big Brother.
[01:08:27.157 --> 01:08:28.419]  Mainstream media.
[01:08:29.040 --> 01:08:30.183]  Government cover-ups.
[01:08:30.644 --> 01:08:31.626]  You want answers?
[01:08:32.227 --> 01:08:33.369]  Well, so does he.
[01:08:33.850 --> 01:08:37.477]  It's Alex Jones on the GCN Radio Network.
[01:08:42.399 --> 01:08:51.142]  Coming up at the bottom of the hour, I'm going to go back to Roy, Jeff, John, Peter, Kat, and others that want to talk about Obamacare.
[01:08:51.402 --> 01:08:53.042]  Are they still supporters of it or were they ever?
[01:08:53.803 --> 01:08:56.183]  Some of them are Obama supporters calling and they want to discuss it.
[01:08:56.764 --> 01:09:03.386]  Speaking of that, we're going to put up on screen for TV viewers, radio listeners can go to InfoWars.com or PrisonPlanet.com.
[01:09:04.526 --> 01:09:10.573]  Former MSNBC host, health plan soars 350% thanks to Obamacare.
[01:09:11.174 --> 01:09:18.021]  And he tweeted out, I bought a catastrophic health policy for $170 a month when I left MSNBC.
[01:09:18.081 --> 01:09:22.406]  Obamacare cancelled the policy, new rate $600 a month, thanks Mr. President.
[01:09:25.214 --> 01:09:26.315]  And he should feel good.
[01:09:26.775 --> 01:09:30.237]  Some folks are having 500, 600 percent increases.
[01:09:30.718 --> 01:09:31.698]  So there you go.
[01:09:31.718 --> 01:09:33.139]  Affordable Care Act.
[01:09:33.159 --> 01:09:35.601]  The joke is on all of us.
[01:09:36.461 --> 01:09:39.583]  And I want to replay his quote meltdown where he said, we have a corrupt government.
[01:09:39.923 --> 01:09:40.404]  It's evil.
[01:09:40.644 --> 01:09:41.685]  They've all got to be removed.
[01:09:41.945 --> 01:09:42.925]  America's in deep trouble.
[01:09:42.985 --> 01:09:44.947]  And they fired him, basically forced him out of it.
[01:09:44.987 --> 01:09:45.387]  Remember that?
[01:09:46.207 --> 01:09:46.808]  How long ago was that?
[01:09:46.828 --> 01:09:47.808]  It was like a year ago.
[01:09:47.828 --> 01:09:48.569]  Time just flies.
[01:09:49.189 --> 01:09:49.590]  Six months?
[01:09:49.610 --> 01:09:50.050]  I don't remember.
[01:09:51.727 --> 01:09:52.508]  About six months ago.
[01:09:53.569 --> 01:09:55.270]  I mean, he just said what was true.
[01:09:55.450 --> 01:09:56.351]  That's crazy!
[01:09:57.051 --> 01:09:58.933]  There's not an out-of-control political class.
[01:09:59.393 --> 01:10:00.114]  You're fired!
[01:10:00.634 --> 01:10:05.618]  Doesn't matter if you had some of the highest ratings in that area for that station that has no ratings.
[01:10:06.379 --> 01:10:10.422]  I mean, it's just, it's like, if you don't commit to evil, you get purged.
