[00:00:04.904 --> 00:00:06.105]  They fled from tyranny.
[00:26:08.660 --> 00:26:09.880]  What, if anything, have we learned?
[00:26:09.900 --> 00:26:11.361]  I'm joined by Aaron Dykes and Derrick McBreen.
[00:26:35.638 --> 00:26:46.030]  Well guys, it's been 10 years, but it's not just a dry history discussion that we're having here because we're seeing exactly the same kind of stuff happening today in Syria and trying to justify conflicts with Iran.
[00:26:46.731 --> 00:26:52.158]  What do you think about the similarity between 10 years ago and today in terms of public opinion?
[00:26:52.498 --> 00:26:53.699]  Well, here's the headline right here.
[00:26:53.779 --> 00:26:57.842]  Syria, rebels, regime blaming each other for first alleged chemical weapons attack.
[00:26:58.182 --> 00:27:00.043]  We've heard them cooking this up for months.
[00:27:00.363 --> 00:27:02.365]  We've already had stuff like Wag the Dog.
[00:27:02.385 --> 00:27:05.307]  The media publishes a Photoshop forgery to sell the war.
[00:27:05.907 --> 00:27:10.190]  We had the lies about Syrian Danny who faked being in gunfire.
[00:27:10.510 --> 00:27:22.198]  It's just a rehash of lie after lie after premeditated lie we saw in the buildup to Iraq and in the continued selling of it as they obviously intended the occupation to go on basically indefinitely.
[00:27:22.398 --> 00:27:23.018]  Yeah.
[00:27:23.038 --> 00:27:23.839]  What do you think, Darren?
[00:27:23.859 --> 00:27:25.320]  Do you think the public's buying it this time around?
[00:27:25.780 --> 00:27:26.140]  They will.
[00:27:26.741 --> 00:27:31.143]  A lot of them will, of course, with the help of... Well, to the extent that they did last time.
[00:27:31.664 --> 00:27:32.144]  Absolutely.
[00:27:32.424 --> 00:27:33.065]  I think they will.
[00:27:33.225 --> 00:27:34.486]  Unfortunately, it's sad.
[00:27:34.686 --> 00:27:39.229]  And I'm guilty as far as if you go all the way back to the first Gulf War, for example,
[00:27:40.009 --> 00:27:42.392]  I mean, I bought it hook, line, and sinker, you know?
[00:27:42.472 --> 00:27:57.409]  I mean, when I saw what they did is they rolled out, I don't know if you remember, but it was the babies from the incubators that they said the Iraq Republican Guard came in and threw, I forget how many, I think it was 90 or so babies out and dumped them out in the street.
[00:27:58.050 --> 00:28:00.671]  And it wasn't just, you know, hearsay.
[00:28:00.791 --> 00:28:04.312]  I mean, there was congressmen talking about it, Bush Sr.
[00:28:04.412 --> 00:28:14.714]  was talking about it, and then a young girl whose eyewitness testimony, 13 years old, or no, I think she was 15, up there crying, very dramatic testimony.
[00:28:14.734 --> 00:28:16.655]  Turned out to be a diplomat's daughter just making stuff up.
[00:28:16.675 --> 00:28:21.056]  The ambassador to Kuwait's daughter, and she took acting lessons we hear years later.
[00:28:21.136 --> 00:28:24.277]  So they go through great lengths to tell a lie.
[00:28:24.737 --> 00:28:31.884]  I'm glad you brought that up, too, because when I gave these, you know, we're talking about the cost of what happened with Iraq, and of course the first thing is the cost of human lives.
[00:28:32.525 --> 00:28:38.351]  And I was talking about the official estimates from our government being 100,000 and other people totaling up to 190,000.
[00:28:38.391 --> 00:28:39.052]  Those were direct estimates.
[00:28:40.994 --> 00:28:42.755]  Uh, I guess immediate casualties.
[00:28:42.795 --> 00:28:47.780]  But as you guys pointed out, if you go back and look at sanctions and other stuff, it's well over a million.
[00:28:47.840 --> 00:28:53.625]  We've got at least a million of sanctions under the decade during Clinton and kind of the latter years of Bush 1.
[00:28:54.006 --> 00:29:00.652]  And then an estimated another million dead in civilian totals and everything during the Iraq War from 2003 on.
[00:29:00.672 --> 00:29:03.735]  You know, we know this from watchdog groups and people monitoring it.
[00:29:03.775 --> 00:29:06.117]  Of course, not from official estimates in the government.
[00:29:06.937 --> 00:29:18.506]  But yeah, it's a continued lie that, oh, it's going to be over real quick, it's only going to cost this much money, it is how many times more in cost, and it's tremendously more expensive, and they had to know that.
[00:29:18.626 --> 00:29:25.471]  And then when we look at the casualty figures, there's a slow kill because of DU and that sort of thing with our troops, as well as the people in Fallujah.
[00:29:25.552 --> 00:29:34.018]  You look at the cancer rates there, and the infant mortality and the birth defects, it is comparable, if not a little bit more, than Nagasaki and Hiroshima.
[00:29:34.699 --> 00:29:36.420]  Yeah, what kind of weaponry did they use?
[00:29:36.780 --> 00:29:43.183]  I mean, it's, it's, you know, it's hard to tell, but I mean, they're having severe problems with birth defects and that sort of thing.
[00:29:43.764 --> 00:29:49.887]  And, um, you know, what, what this reminds me, this 10 year anniversary reminds me is, um, in 2003, uh,
[00:29:52.468 --> 00:29:57.829]  I listened to Alex Jones and his team of reporters and his writers on the Alex Jones Show.
[00:29:58.189 --> 00:29:59.090]  They called it how it was.
[00:29:59.130 --> 00:30:02.531]  They said there is no weapons of mass destruction.
[00:30:03.111 --> 00:30:08.312]  Alex had Scott Ritter on the show and it kind of reminds me of the same thing now.
[00:30:08.412 --> 00:30:12.193]  Here we are with the Department of Homeland Security and this massive arms buildup.
[00:30:12.853 --> 00:30:13.553]  We report it.
[00:30:14.054 --> 00:30:16.595]  Nobody else pays any attention except for Drudge.
[00:30:17.495 --> 00:30:23.218]  A few weeks later, Lou Dobbs is commenting on it, Sarah Palin, and then Forbes.
[00:30:23.618 --> 00:30:30.941]  But once again, you know, just like back in 2003 with the run-up to the Iraq War, Infowars is on top of it.
[00:30:31.201 --> 00:30:31.902]  Yeah, absolutely.
[00:30:32.182 --> 00:30:34.844]  Well, let's hope that the same thing this time around.
[00:30:34.884 --> 00:30:36.505]  Let's hope that we get a little bit more of a footprint.
[00:30:36.705 --> 00:30:40.768]  I mean, we're already seeing an effect with the DHS ammo purchases, right?
[00:30:40.828 --> 00:30:41.688]  This is starting to break.
[00:30:41.768 --> 00:30:45.091]  It has been picked up by the mainstream media, as well as the congressman, as we reported on earlier today.
[00:30:45.111 --> 00:30:45.751]  That's right, that's right.
[00:30:45.811 --> 00:30:47.753]  So, I mean, we're having more of an effect now.
[00:30:48.393 --> 00:30:52.676]  InfoWars, Alex Jones has a much wider footprint, and so maybe, you know...
[00:30:52.856 --> 00:31:11.529]  It is worth noting, though, back in 2003, I was in college then, while a lot of the TV-watching public bought the lies Hook, Line, and Sinker, it was pretty transparent to a lot of people, if they were paying attention at all, really regardless of their stripes, because there were massive protests against the Iraq War, even in February, before the war launched in March.
[00:31:11.909 --> 00:31:15.551]  I protested against it in March at the time, and a lot of people did.
[00:31:15.571 --> 00:31:22.756]  A lot of people saw through it, and it was difficult to watch those lies, but I guess you tell them enough, and they become accepted, and then once those lies are
[00:31:23.116 --> 00:31:27.258]  And even back then though, you could see the power of the left-right paradigm.
[00:31:27.398 --> 00:31:37.902]  Because it was a lot of the liberals and a lot of the left that weren't buying it, and they were the ones that were prominently out there protesting it, while a lot of, you know, I have friends that are conservatives, they were all for it.
[00:31:37.922 --> 00:31:38.942]  That's true, yeah.
[00:31:38.962 --> 00:31:39.883]  They wanted to go in there.
[00:31:40.383 --> 00:31:52.248]  And sadly, I'll never forget watching TV when, you know, it was 2003, and they started bombing Iraq, and I could hear neighbors up and down my block
[00:31:52.928 --> 00:31:54.168]  We're good to go.
[00:32:16.733 --> 00:32:25.639]  The document specifically leaked from Downing Street, of course, in Britain, with the correlation between Tony Blair and George Bush, that military action was seen as inevitable.
[00:32:25.979 --> 00:32:31.923]  Bush wanted to remove Saddam through military action justified by conjunctive terrorism and WMD.
[00:32:32.964 --> 00:32:39.568]  But the intelligence and facts were being fixed around the policy, and then you had countless people warning about this deception.
[00:32:39.628 --> 00:32:48.834]  We just had a memo that broke a few weeks ago in 2013, where you had Rumsfeld with this memo about, should we say Saddam's moving against the Kurds?
[00:32:49.254 --> 00:32:54.758]  Should we say that Saddam's connection to September 11th was discovered, or the anthrax attacks?
[00:32:55.078 --> 00:32:57.679]  Should we have a dispute over the WMD inspections?
[00:32:57.980 --> 00:32:59.881]  Of course, we know they went with the WMD.
[00:33:00.281 --> 00:33:01.922]  It was a naked lie.
[00:33:02.262 --> 00:33:10.624]  You had a lot of people warning from within the Bush administration, like Treasury Secretary O'Neill, that they were planning the Iraq invasion before 9-11.
[00:33:11.104 --> 00:33:12.224]  You had others, too.
[00:33:12.604 --> 00:33:15.345]  You had George Tenet, who later wrote a book about it.
[00:33:15.425 --> 00:33:19.926]  You had other documents that showed they were planning Iraq ahead of 9-11.
[00:33:20.066 --> 00:33:24.147]  And of course we know that from studying things like the Project for a New American Century.
[00:33:24.487 --> 00:33:26.828]  The British knew that we were planning the Iraq War before 9-11.
[00:33:27.728 --> 00:33:30.431]  And it really just goes on and on and on.
[00:33:31.031 --> 00:33:34.314]  And I really want to get into this, the long-term geopolitical things.
[00:33:34.795 --> 00:33:39.900]  You can check out documentaries like Adam Curtis, who's a BBC reporter, The Power of Nightmares.
[00:33:39.940 --> 00:33:52.151]  He goes all the way back to the 60s, where guys like Wolfowitz, Rumsfeld, Cheney, these kind of guys, as they came into power with these various presidents, they had been building up the Muslim extremist element since the 60s.
[00:33:53.092 --> 00:34:05.095]  And they had something called Team B that for decades over-exaggerated the power of the Soviet Union so that they could justify a bigger and bigger Defense Department budget and so they could keep that Cold War going.
[00:34:05.475 --> 00:34:12.957]  Well, by the time that the Soviet Union falls in 1991 officially, you had the emergence of the Wolfowitz Doctrine.
[00:34:12.997 --> 00:34:14.758]  In 1992 it became public.
[00:34:15.478 --> 00:34:18.779]  People like General Wesley Clark, who we're going to go to a clip here in a moment of,
[00:34:19.439 --> 00:34:26.461]  He was told within the Defense Department, circa 1991, that they wanted to exert their geopolitical influence.
[00:34:26.501 --> 00:34:36.425]  They saw an opportunity with the fall of the Soviet Union, so they wanted to go after these chess pieces in the Caucasus states, in the Middle East, in other areas, Northern Africa, etc.
[00:34:37.619 --> 00:34:44.468]  Well, look, we trained 100,000 Mujahideen under Bush Sr., and who among those?
[00:34:45.149 --> 00:34:46.711]  Osama Bin Laden.
[00:34:46.751 --> 00:34:47.472]  I mean, there you go.
[00:34:47.732 --> 00:34:49.615]  A trained CIA asset right there.
[00:34:49.655 --> 00:34:52.098]  And we look at this and it's like, who's benefited from this, right?
[00:34:52.619 --> 00:34:53.319]  It's not the American people.
[00:34:53.599 --> 00:34:55.380]  It's not the Iraqi people for sure, right?
[00:34:55.600 --> 00:34:57.161]  But I mean, the American people are not more secure.
[00:34:57.181 --> 00:34:58.441]  We live in a less secure world.
[00:34:58.721 --> 00:35:01.002]  There's blowback, as Ron Paul would point out.
[00:35:01.342 --> 00:35:11.245]  And look at the tremendous cost that we're going to be... We've paid a tremendous cost in human life, tremendous cost in financial things that are going to be paid for by generations.
[00:35:11.725 --> 00:35:16.207]  And yet, we have a military-industrial complex that did quite well off of all this, didn't they?
[00:35:16.347 --> 00:35:21.929]  And they've used false flags and all manner of lies to get us into these wars, knowing that it's so hard to get out of them.
[00:35:22.495 --> 00:35:25.697]  I was just going to say we're creating blowback because we're making enemies.
[00:35:26.297 --> 00:35:27.437]  I want people to see this clip.
[00:35:27.457 --> 00:35:28.278]  We've played it before.
[00:35:28.318 --> 00:35:29.018]  We've covered it.
[00:35:29.298 --> 00:35:30.619]  It was on Democracy Now!
[00:35:30.679 --> 00:35:31.820]  It was on 4TV.
[00:35:32.200 --> 00:35:33.080]  But here's the headline.
[00:35:33.140 --> 00:35:36.782]  We're going to take out seven countries in five years.
[00:35:37.222 --> 00:35:42.905]  Among them, Iraq, Syria, Lebanon, Libya, Somalia, Sudan, and Iran.
[00:35:42.925 --> 00:35:44.826]  And I don't even think that list is exhaustive.
[00:35:45.166 --> 00:35:47.067]  But obviously there's designs on Iran.
[00:35:47.307 --> 00:35:48.428]  We've already done Iraq.
[00:35:48.488 --> 00:35:49.768]  Syria is happening right now.
[00:35:50.188 --> 00:35:51.749]  Libya was last year's news.
[00:35:52.069 --> 00:35:54.630]  Somalia and Sudan have had their own internal wars.
[00:35:54.731 --> 00:35:57.072]  We've been drone striking them in the name of terrorism.
[00:35:57.452 --> 00:36:04.515]  And Lebanon is tied with all these countries through the larger pretext of terrorism and presumably we may be getting to them shortly.
[00:36:04.555 --> 00:36:09.817]  I want to roll this clip about how General Wesley Clark, I believe is a four-star general, he ran for president in 2004.
[00:36:11.138 --> 00:36:17.185]  He was warned at the Pentagon from his buddies, from guys like Wolfowitz, from guys like Rumsfeld, that all this was coming.
[00:36:18.306 --> 00:36:27.036]  I went through the Pentagon ten days after 9-11, and an officer from the Joint Staff called me into his office and said, I want you to know, he said, sir, we're going to attack Iraq.
[00:36:28.117 --> 00:36:28.898]  And I said, why?
[00:36:29.859 --> 00:36:30.200]  He said,
[00:36:31.556 --> 00:36:32.156]  We don't know.
[00:36:32.176 --> 00:36:34.797]  And then I came back to the Pentagon about six weeks later.
[00:36:34.837 --> 00:36:35.697]  I saw the same officer.
[00:36:35.717 --> 00:36:38.477]  I said, why haven't we attacked Iraq?
[00:36:38.497 --> 00:36:39.638]  Are we still going to attack Iraq?
[00:36:39.678 --> 00:36:41.518]  He said, oh, sir, it's worse than that.
[00:36:41.718 --> 00:36:48.819]  I just got this memo from the Secretary of Defense's office that says we're going to attack and destroy the governments in seven countries in five years.
[00:36:49.720 --> 00:36:56.401]  We're going to start with Iraq, and then we're going to move to Syria, Lebanon, Libya, Somalia, Sudan, and Iran.
[00:36:58.197 --> 00:37:00.199]  Well, it's like so many things that the government does.
[00:37:00.219 --> 00:37:05.083]  You know, we have, the public understands that there's, or believes that there's one justification or one agenda.
[00:37:05.464 --> 00:37:07.265]  And the government's got a completely different agenda.
[00:37:07.285 --> 00:37:08.787]  I mean, look at education, for example.
[00:37:08.807 --> 00:37:12.290]  You know, we're thinking that we're sending our kids to school so they can learn to read and write.
[00:37:12.530 --> 00:37:18.876]  They're getting sent to school so they can be trained to trust the government and, you know, be trained to live in a police state, essentially.
[00:37:19.437 --> 00:37:23.020]  And we see the same thing with the war on drugs, you know, but these guys have got a different agenda.
[00:37:23.340 --> 00:37:24.001]  That's what we've got.
[00:37:24.021 --> 00:37:27.803]  They've got a geopolitical agenda and it's a long-term strategy.
[00:37:28.323 --> 00:37:29.644]  And again, the clip goes on.
[00:37:29.684 --> 00:37:41.271]  This was the stuff he was told immediately after 9-11, but then he reminisces on the things he was told in 1991, which already mentioned the Wolfowitz Doctrine, and how Wolfowitz personally told him they had designs on these countries.
[00:37:41.692 --> 00:37:51.438]  And again, in the year 2000, you know about this, Darren, before 9-11, we had the formation of the Project for a New American Century, headed by William Crystal of the
[00:37:51.858 --> 00:37:52.539]  We're good to go.
[00:38:15.579 --> 00:38:19.323]  Yeah, so Americans look at this basically and say, you know, how did we screw up so badly?
[00:38:19.443 --> 00:38:25.630]  You know, we spent all this money, all these lives, and here we've got a government that's more friendly to Iran than ever, right?
[00:38:25.950 --> 00:38:34.700]  Same thing we'd look at with the educational system or whatever, but we don't understand, the American public doesn't understand, that there's an agenda here, and they're getting exactly what they intended.
[00:38:35.720 --> 00:38:39.142]  Let's close up this discussion and we'll talk a little bit about this media complicity.
[00:38:39.162 --> 00:38:51.267]  You know, we look at CNN, the one that you started out with was a Downing Street memo, Aaron, and that memo, when they were reporting it, they started reading it and then they abruptly stopped at the point where they said that Bush wanted to have this
[00:38:51.947 --> 00:38:54.010]  You know, done through a military justification.
[00:38:54.390 --> 00:38:55.331]  They just stopped reading it.
[00:38:55.631 --> 00:38:59.355]  So, basically they read a little bit of the truth, but we didn't get the whole truth.
[00:38:59.856 --> 00:39:02.299]  And when you cut out the whole truth, basically you've got a lie.
[00:39:02.319 --> 00:39:03.640]  And we're still seeing that happen today.
[00:39:03.660 --> 00:39:10.668]  There's not much coverage about the 10 year anniversary, and when CNN covers it, they put stuff up like a story about Jessica Lynch, for example.
[00:39:11.328 --> 00:39:12.990]  Yeah, Pat Tillman, all these lies.
[00:39:13.070 --> 00:39:15.392]  Curveball came out, admitted the WMDs were false.
[00:39:15.733 --> 00:39:16.754]  And isn't it shameful?
[00:39:16.854 --> 00:39:18.215]  Ten years and they're still not done.
[00:39:18.255 --> 00:39:19.356]  They'll say it's not a war.
[00:39:19.717 --> 00:39:20.497]  It's still a war.
[00:39:20.838 --> 00:39:22.519]  Darren, you've covered it in your special reports.
[00:39:22.579 --> 00:39:24.461]  We saw the fake news during the Gulf War.
[00:39:25.122 --> 00:39:26.103]  They're still doing fake news.
[00:39:26.523 --> 00:39:28.684]  Absolutely, and I was just going to touch on U.N.
[00:39:28.784 --> 00:39:32.105]  Ambassador Joseph Wilson.
[00:39:32.325 --> 00:39:32.785]  Oh, that's right.
[00:39:32.805 --> 00:39:42.228]  He went out there and Bush told him to investigate the yellow cake from Niger, saying that Saddam Hussein was attempting to buy the yellow cake to make nuclear weapons.
[00:39:42.928 --> 00:39:45.189]  And he came back and he said, look, I got nothing.
[00:39:45.329 --> 00:39:47.050]  You know, I have a whole team of investigators.
[00:39:47.110 --> 00:39:47.810]  We got nothing.
[00:39:48.490 --> 00:40:00.057]  And then, well a couple days later, Bush is doing a address to the nation, and he mentions that Saddam Hussein tried to buy Yellow Cake from Niger.
[00:40:00.777 --> 00:40:06.841]  And, you know, Wilson's back home along with the CIA folks who were out there investigating all this time, and they just couldn't believe it.
[00:40:07.441 --> 00:40:11.026]  Yeah, they're like, my God, he's lying to everyone right in front of our faces.
[00:40:11.587 --> 00:40:18.136]  So then a couple days later, Wilson went on Meet the Press and told them, you know, say this is not what happened.
[00:40:18.156 --> 00:40:23.603]  You know, there's really not, you know, Saddam did not try to purchase Yellowcake.
[00:40:24.504 --> 00:40:31.308]  And what happened a couple days later, that's when Valerie Plame got outed through the media that she was a CIA asset.
[00:40:31.628 --> 00:40:34.529]  Valerie Plame being Joe Wilson's wife.
[00:40:34.730 --> 00:40:36.430]  So they put her in a lot of danger.
[00:40:37.151 --> 00:40:40.613]  The guys that were in the CIA that were working along with her, they were in danger.
[00:40:40.633 --> 00:40:45.055]  They had to shut down companies that were CIA front companies.
[00:40:47.344 --> 00:40:49.606]  And what was their purpose?
[00:40:50.246 --> 00:40:56.031]  Was to stop weapons of mass destruction from coming into the country, you know, from terrorists and all that.
[00:40:56.071 --> 00:41:00.474]  So, I mean, absolutely treasonous what the Bush administration did.
[00:41:00.854 --> 00:41:09.962]  Well, they say people who don't know history are doomed to repeat it, and so let's just hope that this is such recent history, let's hope that the American people don't fall for it a second time.
[00:41:09.982 --> 00:41:12.784]  You know, they're all saying, fool me once, shame on you, fool me twice, shame on me.
[00:41:13.264 --> 00:41:21.531]  Let's hope that people learn something from this, and let's hope that, just like we're starting to see with the ammunition purchases, let's hope that maybe the truth is going to get out this time.
[00:41:21.591 --> 00:41:26.035]  Maybe Infowars and alternative media is going to be able to get the truth out that the mainstream media won't do.
[00:41:26.135 --> 00:41:31.319]  Yeah, wake up folks, turn off your TVs and check out Info Wars and alternative media.
[00:41:31.379 --> 00:41:36.563]  And people made the argument these wars were to install central banks in the final countries that didn't have central banks.
[00:41:36.863 --> 00:41:46.050]  And you see things like Paul Bremmer's 100 Orders, which is basically a corporatist occupation of Iraq, all the way down to mandating GMO seeds and just everything.
[00:41:46.811 --> 00:41:48.112]  Yeah, well, thank you guys.
[00:41:48.192 --> 00:41:48.492]  Appreciate it.
[00:41:48.512 --> 00:41:48.732]  Thanks.
[00:41:48.892 --> 00:41:49.253]  Great job.
[00:41:49.853 --> 00:41:51.534]  Well, we are in an Info War.
[00:41:52.035 --> 00:41:54.577]  And we're in an Info War so that we don't have to fight real wars.
[00:41:55.493 --> 00:41:59.717]  And you can help us get that information out by becoming a Prison Planet TV subscriber.
[00:42:00.257 --> 00:42:02.019]  You can help to get that information out to other people.
[00:42:02.499 --> 00:42:04.601]  Ten people at a time can watch it.
[00:42:04.641 --> 00:42:06.383]  Of course, you can pass it out to more people than that.
[00:42:06.863 --> 00:42:11.868]  It's more important than ever, because the government's MO, the government's agenda, is not changing.
[00:42:12.288 --> 00:42:18.614]  As you heard Aaron Dykes talk about, they've had a long-term agenda of countries to go into and overthrow for quite some time.
[00:42:19.204 --> 00:42:25.787]  This is not an agenda of providing more security for the United States, but this is an agenda for bankers, an internationalist agenda.
[00:42:26.147 --> 00:42:27.468]  You need to educate people about that.
[00:42:27.488 --> 00:42:33.311]  The best way you can do that is to support InfoWars through Prison Planet TV or buying products from the InfoWars store.
[00:42:33.951 --> 00:42:35.692]  All that helps to fund our operation.
[00:42:36.592 --> 00:42:37.452]  Well, that's it for tonight.
[00:42:37.512 --> 00:42:39.013]  We'll be back tomorrow at 7 p.m.
[00:42:39.053 --> 00:42:40.154]  Central, 8 p.m.
[00:42:40.314 --> 00:42:40.614]  Eastern.
[00:42:58.805 --> 00:42:59.207]  Yeah.
