[00:00:00.170 --> 00:00:00.613]  Network.
[00:47:14.921 --> 00:47:17.464]  And, uh, I'm not saying turn your guns in.
[00:47:17.484 --> 00:47:19.547]  I'm just really trying to think how the Civil War doesn't happen.
[00:47:19.827 --> 00:47:22.811]  But then they're going to try to take you in and interrogate you and take your family.
[00:47:22.831 --> 00:47:24.393]  And it's just, I mean, you can't help it.
[00:47:24.794 --> 00:47:26.856]  You try to avoid them, you try to wake them up now.
[00:47:26.876 --> 00:47:33.504]  I mean, you better be talking to police and military right now, before we've got to, before Obama orders them to march in against us.
[00:47:34.369 --> 00:47:41.618]  This is so horrible and they're going to sit up there and laugh and eat popcorn in Europe and overseas while all this is going on.
[00:47:41.658 --> 00:47:44.802]  This is so funny to the New World Order, what they're doing right now.
[00:47:46.946 --> 00:47:48.727]  By the way, this is like a six minute clip or whatever.
[00:47:48.747 --> 00:47:49.907]  We're not going to have time to air it all.
[00:47:49.927 --> 00:47:54.029]  But, you know, the news said I am making it up that there's a new world order and that's a corporate world government.
[00:47:54.669 --> 00:47:55.770]  Even though they brag that's happening.
[00:47:55.810 --> 00:47:58.671]  Here's a few clips of world leaders talking about a new world order.
[00:47:58.691 --> 00:48:04.534]  But if I talk about it and some guy that shoots a TSA agent, allegedly, has this in his bag, it's my fault.
[00:48:04.834 --> 00:48:06.274]  And now Ron Paul's fault as well.
[00:48:06.454 --> 00:48:06.835]  Here it is.
[00:48:07.175 --> 00:48:14.518]  We have before us the opportunity to forge for ourselves and for future generations a new world order.
[00:48:15.348 --> 00:48:20.693]  A world where the rule of law, not the law of the jungle, governs the conduct of the nation.
[00:48:20.713 --> 00:48:22.294]  This is actually the law of the jungle they have over us.
[00:48:22.715 --> 00:48:23.675]  When we are successful.
[00:48:23.735 --> 00:48:24.316]  And we will be.
[00:48:24.716 --> 00:48:25.377]  And we will be.
[00:48:26.258 --> 00:48:28.680]  We have a real chance at this new world order.
[00:48:29.400 --> 00:48:37.287]  An order in which a credible United Nations can use its peacekeeping role to fulfill the promise and vision of the United Nations.
[00:48:37.307 --> 00:48:39.189]  By the way, they just invaded Central Africa.
[00:48:39.209 --> 00:48:40.670]  It is a big idea.
[00:48:40.750 --> 00:48:41.331]  UN offense.
[00:48:41.751 --> 00:48:42.792]  A new world order.
[00:48:44.173 --> 00:48:48.255]  A world in which there is the very real prospect of a new world order.
[00:48:48.955 --> 00:48:56.218]  After 1989, President Bush said, and it's a phrase that I often use myself, that we needed a new world order.
[00:48:56.398 --> 00:49:01.060]  There is a chance for the President of the United States to use this disaster
[00:49:02.043 --> 00:49:09.587]  To carry out what his father, a phrase his father used I think only once, and hasn't been used since, and that is a new world order.
[00:49:09.667 --> 00:49:15.870]  So that the problem of the Bush presidency will be the emergence of a new international order.
[00:49:16.811 --> 00:49:20.713]  Within the next four years we will see the emergence of a new international order.
[00:49:20.733 --> 00:49:21.634]  The beginning, the beginning.
[00:49:21.974 --> 00:49:22.834]  And it's already happening.
[00:49:22.854 --> 00:49:24.715]  World currency being announced.
[00:49:24.735 --> 00:49:25.716]  The pieces are in flux.
[00:49:25.796 --> 00:49:26.496]  SDR right now.
[00:49:29.161 --> 00:49:33.303]  Before they do, the Chinese Yard, let us reorder this world around us.
[00:49:34.183 --> 00:49:43.888]  I think his task will be to develop an overall strategy for America in this period when really a new world order can be created.
[00:49:43.928 --> 00:49:45.249]  That's Kissinger on Obama.
[00:49:45.329 --> 00:49:47.590]  It isn't just a crisis.
[00:49:48.250 --> 00:49:51.352]  It's about the future of Europe and a new world order.
[00:49:52.632 --> 00:49:54.453]  There's a need for a new world order.
[00:49:55.574 --> 00:49:57.335]  But it has different characteristics.
[00:49:58.550 --> 00:50:01.791]  In different parts of the world.
[00:50:01.891 --> 00:50:10.435]  All we've got to do is realize that we are under attack.
[00:50:12.176 --> 00:50:15.877]  We are now facing a common challenge.
[00:50:15.957 --> 00:50:19.819]  And the challenge is how to build a world order.
[00:50:23.872 --> 00:50:31.554]  So, in conclusion, ladies and gentlemen, a new world is emerging.
[00:50:32.654 --> 00:50:38.896]  It is a new world order with significantly different and radically new challenges.
[00:50:38.916 --> 00:50:39.716]  The end of the family.
[00:50:40.176 --> 00:50:41.017]  The end of everything.
[00:50:41.037 --> 00:50:49.319]  The task we have now is to actually create a new world order.
[00:50:49.439 --> 00:50:51.420]  Enemy operations are now going into high gear.
[00:50:52.677 --> 00:50:54.800]  But again, none of this exists.
[00:50:54.821 --> 00:50:56.343]  There is no New World Order.
[00:51:09.417 --> 00:51:15.024]  My friends Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:51:15.165 --> 00:51:22.414]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:51:22.555 --> 00:51:25.719]  Radioactive contamination is now in most of the food supply.
[00:51:25.859 --> 00:51:27.659]  There's only two ways to avoid this.
[00:51:27.879 --> 00:51:32.460]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:51:32.540 --> 00:51:35.281]  Looking to protect my family, I've done deep research.
[00:51:35.441 --> 00:51:41.242]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:51:41.402 --> 00:51:44.882]  It's made right here in the USA, completely non-GMO.
[00:51:45.082 --> 00:51:50.123]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:51:50.323 --> 00:51:53.304]  Exclusively available at Infowarslife.com.
[00:51:53.504 --> 00:51:59.391]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:51:59.491 --> 00:52:01.493]  Survival Shield Nascent Iodine.
[00:52:01.653 --> 00:52:07.079]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[00:52:07.159 --> 00:52:08.541]  That's InfoWarsLife.com.
[00:52:09.841 --> 00:52:22.968]  With over 3,000 years of historic use, PureSilver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens, and parasites.
[00:52:23.608 --> 00:52:33.914]  At Silverlungs, we have developed a reliable and easy-to-use full production system for creating endless PureNanoSilver solutions right from the convenience and comfort of your home.
[00:52:34.534 --> 00:52:38.777]  Your self-produced nano-silver solutions can be applied topically to the skin.
[00:52:39.197 --> 00:52:55.248]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays, our nano-silver soap, and our most popular product, the all-natural nano-silver gel.
[00:52:56.088 --> 00:53:03.518]  Visit www.silverlungs.com to learn more about the industry-leading technology of the Silver Lungs System.
[00:53:03.938 --> 00:53:07.163]  That's www.silverlungs.com.
[00:53:10.387 --> 00:53:11.949]  Time and time again.
[00:53:11.969 --> 00:53:14.811]  You need to come here and help us.
[00:53:14.912 --> 00:53:15.993]  We need assistance.
[00:53:16.373 --> 00:53:16.914]  Please!
[00:53:17.194 --> 00:53:20.477]  Those we should be able to depend on let us down.
[00:53:20.757 --> 00:53:26.903]  Federal and state and local officials saying help is on the way, while the folks here in Bell Harbor say show me.
[00:53:27.164 --> 00:53:29.526]  Don't depend on the government to save you.
[00:53:29.686 --> 00:53:33.290]  Take action now so that you're prepared for the next disaster.
[00:53:33.570 --> 00:53:36.012]  With MyPatriotsupply.com.
[00:53:36.312 --> 00:53:48.621]  Get the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books and more at MyPatriotsupply.com.
[00:53:48.641 --> 00:53:49.322]  Call 866-229-0927.
[00:53:49.342 --> 00:53:54.365]  We are hurting down here and we need help immediately.
[00:53:56.847 --> 00:54:01.231]  Before it's time to survive, it's time to prepare.
[00:54:01.632 --> 00:54:06.016]  MyPatriotSupply.com MyPatriotSupply.com
[00:54:23.966 --> 00:54:31.890]  I literally have several hundred incredibly important news articles that I will blitz through in the first 30 minutes of the next hour.
[00:54:31.910 --> 00:54:32.591]  I'm going to do it.
[00:54:32.611 --> 00:54:33.211]  I'm going to focus.
[00:54:33.231 --> 00:54:33.871]  I'm going to cover it.
[00:54:34.452 --> 00:54:39.414]  But it's hard to get into anything else when you know there really is a military coup going on.
[00:54:40.055 --> 00:54:46.678]  And when you've studied history and then you see their own manuals, just watching it from afar, you know we're in trouble.
[00:54:47.319 --> 00:54:53.022]  But when you actually look into then the training and then it's not even hidden, no wonder the military's freaking out.
[00:54:54.116 --> 00:55:07.019]  And it seems to only be the military that is really freaking out about this, so I will open the phones up in the third hour today, so we've got other guests and breaking news coming up in the next hour, for active duty military and police.
[00:55:08.260 --> 00:55:12.443]  Because now it's reached a crescendo of debate under the new training.
[00:55:12.483 --> 00:55:18.126]  The state police, you know, have spoken out in places like Colorado, where they tell them, you may have to take guns from all Christians.
[00:55:18.906 --> 00:55:23.589]  And the state police came out six months ago, they started getting out of their chairs going, is this a joke?
[00:55:23.709 --> 00:55:25.390]  They're like, no, it's not a joke!
[00:55:27.292 --> 00:55:28.152]  Now sit down!
[00:55:28.712 --> 00:55:29.913]  Or give me your resignation!
[00:55:29.933 --> 00:55:33.675]  I mean, right there, that's authoritarianism!
[00:55:35.136 --> 00:55:37.478]  That's Soviet Union, ladies and gentlemen.
[00:55:38.388 --> 00:55:42.149]  I mean, that's the thing is that it's light years ahead of anything I can imagine.
[00:55:42.169 --> 00:55:53.312]  You know that family in Colorado where their daughter and other girls, there was a guy in there looking at them through the bathroom stalls who said that he was, you know, transgender or whatever?
[00:55:53.332 --> 00:55:58.693]  And the point is, it's just a way for people, in many cases, that want to push folks around to dominate.
[00:55:58.993 --> 00:56:02.554]  Now the police told them, we're watching you and we might arrest you for hate.
[00:56:03.669 --> 00:56:10.694]  And now Swedish cinemas take aim at gender bias with a new test to make sure that it promotes feminism.
[00:56:10.915 --> 00:56:12.996]  And see, soon you won't be able to get on the air.
[00:56:13.557 --> 00:56:15.518]  This is their plan, unless you promote what they want.
[00:56:15.899 --> 00:56:25.806]  In Europe, they're making it illegal to criticize their brand of feminism, which means women running everything with the state as their man, which is the slave model.
[00:56:27.648 --> 00:56:31.551]  Oh yeah, the house slaves in Rome and right here in the South were women
[00:56:33.376 --> 00:56:34.457]  Women running things.
[00:56:35.337 --> 00:56:36.018]  They were the foremen.
[00:56:37.239 --> 00:56:39.821]  You never see that in all these fake movies like Roots and stuff.
[00:56:39.921 --> 00:56:43.343]  You know who actually was cracking the whip?
[00:56:43.364 --> 00:56:44.664]  About a 350 pound woman.
[00:56:45.405 --> 00:56:45.985]  That's a fact.
[00:56:46.426 --> 00:56:46.966]  Black woman.
[00:56:47.006 --> 00:56:48.167]  That's who was out there with that whip.
[00:56:48.667 --> 00:56:50.549]  Get that work done right now!
[00:56:50.949 --> 00:56:52.630]  That's your feminism right there, baby.
[00:56:52.891 --> 00:56:53.791]  The Romans had that.
[00:56:56.053 --> 00:56:58.395]  Don't think that came from just invented for black folks.
[00:57:00.779 --> 00:57:06.361]  You're gonna learn though, everybody's gonna learn real good how all this really works.
[00:57:09.641 --> 00:57:18.264]  When my dad picked cotton when he was a kid, and his parents would send him over to the neighboring farm to do it, it was white people and black people picking cotton.
[00:57:18.564 --> 00:57:21.265]  And do you know who all the foremen were?
[00:57:21.345 --> 00:57:22.505]  350 pound black women.
[00:57:24.366 --> 00:57:26.146]  All right, I'm done, I'm gonna leave it right there.
[00:57:26.626 --> 00:57:29.227]  Okay, let's continue, ladies and gentlemen.
[00:57:31.618 --> 00:57:34.159]  We've got this big news on Fukushima coming up.
[00:57:34.859 --> 00:57:37.880]  This is with the physicist and scientist David Suzuki.
[00:57:38.341 --> 00:57:39.901]  We're going to break this down coming up.
[00:57:39.941 --> 00:57:41.142]  Let's go ahead and go out with this clip.
[00:57:42.162 --> 00:57:48.924]  Three out of the four plants were destroyed in the earthquake.
[00:57:49.505 --> 00:57:52.746]  The fourth one has been so badly damaged
[00:57:54.011 --> 00:58:03.096]  That the fear is, if there's another earthquake of a seven or above, that that building will go and then all hell breaks loose.
[00:58:03.737 --> 00:58:08.179]  And the probability of a seven or above earthquake in the next three years is over 95%.
[00:58:10.243 --> 00:58:17.049]  Now what they've got in there is 1,300 rods of spent fuel that have to be kept in water all the time.
[00:58:17.710 --> 00:58:19.211]  And they have no way of getting it out.
[00:58:19.231 --> 00:58:22.954]  And as you know, they're pouring water in, and that water's leaking out.
[00:58:22.974 --> 00:58:29.279]  And now they've got this cockamamie scheme of trying to freeze the soil so it'll form a frozen wall.
[00:58:29.680 --> 00:58:30.621]  They don't know what to do.
[00:58:30.641 --> 00:58:34.244]  And the thing we need is to get an international
[00:58:34.904 --> 00:58:39.088]  This is GCN, the Genesis Communications Radio Network.
[00:58:59.133 --> 00:59:04.715]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:59:04.915 --> 00:59:12.139]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:59:12.299 --> 00:59:15.480]  Radioactive contamination is now in most of the food supply.
[00:59:15.660 --> 00:59:17.461]  There's only two ways to avoid this.
[00:59:17.701 --> 00:59:22.262]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:59:22.342 --> 00:59:25.103]  Looking to protect my family, I've done deep research.
[00:59:25.263 --> 00:59:30.725]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:59:30.725 --> 00:59:31.265]  We're good.
[01:00:02.273 --> 01:00:04.193]  Waging war on corruption.
[01:00:04.654 --> 01:00:07.554]  Alex Jones on the GCN Radio Network.
[01:00:13.995 --> 01:00:14.656]  Big Brother.
[01:00:15.316 --> 01:00:16.356]  Mainstream media.
[01:00:17.096 --> 01:00:18.176]  Government cover-ups.
[01:00:18.836 --> 01:00:19.657]  You want answers?
[01:00:20.417 --> 01:00:21.357]  Well, so does he.
[01:00:21.977 --> 01:00:25.578]  He's Alex Jones on the GCN Radio Network.
[01:00:26.158 --> 01:00:30.239]  And now, live from Austin, Texas, Alex Jones.
[01:00:32.715 --> 01:00:37.437]  This news is the top story up on Infowars.com right now.
[01:00:38.937 --> 01:00:43.019]  Top scientist, another Fukushima quake would mean U.S.
[01:00:43.059 --> 01:00:43.879]  evacuation.
[01:00:44.460 --> 01:00:45.520]  Bye-bye Japan.
[01:00:46.541 --> 01:00:54.164]  We linked two days ago to a Russia Today article about this, but now this is starting to get picked up and is becoming big news.
[01:00:54.764 --> 01:00:58.206]  I'm not saying this is going to happen, but it is in the cards.
[01:00:59.338 --> 01:01:05.962]  In fact, it's not even a remote possibility, it is a possibility.
[01:01:06.903 --> 01:01:11.126]  Though I wouldn't say probable, from my own research, but you can decide for yourself.
[01:01:11.166 --> 01:01:12.627]  The article's up on InfoWars.com.
[01:01:12.647 --> 01:01:20.132]  We're going to have Anthony Gucciardi joining us, and we should already show folks a NOAA radiation map.
[01:01:21.544 --> 01:01:33.627]  This is put out by the federal government's National Oceanic Administration, or I forget what NOAA stands for, National Oceanic and Aeronautical, what does it stand for?
[01:01:34.227 --> 01:01:40.909]  It'll pop in my head, but you know NOAA, that's the National Weather Service, and that's what their real name is, but they call it, they call it the National Weather Service, but it's NOAA.
[01:01:41.869 --> 01:01:50.572]  And we have this radiation map that we can also add to Gucciardi's article that shows
[01:01:52.699 --> 01:02:06.805]  Already, with the five of the six reactors that leaked and several of them exploded, already the radiation increasing across the world, particularly in the northern hemisphere.
[01:02:07.965 --> 01:02:11.306]  And the government, the media, does not tell you to get good iodine.
[01:02:11.346 --> 01:02:14.128]  They do not tell you to protect yourself.
[01:02:14.148 --> 01:02:19.510]  They don't tell you to go get Himalayan salts and have it in your food, which helps protect the thyroid.
[01:02:20.356 --> 01:02:34.161]  They sure don't tell you that Aliche, we had a, and I'm not allowed to say who, we had a major, major cosmetics company buy masses of this and they want to buy as much as we can sell them.
[01:02:34.661 --> 01:02:42.244]  The survival shield, I wasn't meaning to plug this now, but might as well, the special proprietary nascent iodine
[01:02:42.984 --> 01:02:45.066]  That's produced electricity and other technologies.
[01:02:45.126 --> 01:02:46.867]  I'm not gonna, I'm not allowed to get into it all.
[01:02:47.868 --> 01:02:50.330]  But you can see this is half empty because I take it.
[01:02:50.390 --> 01:03:03.300]  This is my personal bottle of the Nascent Survival Shield dietary supplement that all the experts that we've had on, the doctors, the medical doctors, the scientists, the nutritionists, you know, said this is, this is the big secret product right here.
[01:03:03.320 --> 01:03:06.182]  So I started taking it for a few months and was just blown away by it.
[01:03:06.262 --> 01:03:08.724]  So I've now popularized this.
[01:03:09.384 --> 01:03:11.386]  And again, we ran out of it, tried to find other suppliers.
[01:03:11.986 --> 01:03:13.507]  And it was not really nascent iodine.
[01:03:13.607 --> 01:03:15.107]  It's terrible tasting.
[01:03:15.727 --> 01:03:19.229]  And Group said, look, that's why I developed this 20 years ago.
[01:03:19.249 --> 01:03:20.409]  20 years ago with these Russians.
[01:03:20.950 --> 01:03:22.350]  At a lab that's been there for 40 years.
[01:03:23.450 --> 01:03:24.691]  A very small lab, by the way.
[01:03:24.711 --> 01:03:26.772]  I mean, it's medium-sized, but compared to a lot of big ones.
[01:03:28.021 --> 01:03:33.246]  And I rolled it out and people getting it have been giving me nothing but stellar reviews.
[01:03:33.266 --> 01:03:34.186]  I might as well just plug now.
[01:03:34.206 --> 01:03:35.507]  I didn't plug anything last hour.
[01:03:35.527 --> 01:03:37.029]  That's how we fund ourselves as well.
[01:03:37.970 --> 01:03:40.412]  We just got in a massive load of this last week.
[01:03:40.472 --> 01:03:48.839]  Another huge load showing up today that will cover the back order we've got for about a week and will give us enough at the current sales rate for another week.
[01:03:48.979 --> 01:03:51.041]  And then it'll be back ordered for about three weeks again.
[01:03:51.421 --> 01:03:55.704]  So ladies and gentlemen, if you want the Survival Shield InfoWars Life,
[01:03:56.565 --> 01:03:57.427]  I don't know.
[01:04:08.783 --> 01:04:10.444]  We have a lot of elites buying from us.
[01:04:10.524 --> 01:04:12.485]  Because I learned the elite was already on this stuff.
[01:04:12.505 --> 01:04:12.925]  That's why.
[01:04:12.945 --> 01:04:14.086]  And I did a lot of research.
[01:04:14.106 --> 01:04:15.807]  I'm going to come out with vitamins and minerals and stuff.
[01:04:16.067 --> 01:04:17.128]  What is the best?
[01:04:17.468 --> 01:04:20.730]  And I have other people on, like Pharmacist Ben Fuchs, that isn't even involved in this.
[01:04:21.030 --> 01:04:22.191]  And he goes, yes, it's incredible.
[01:04:22.291 --> 01:04:22.811]  Oh my gosh.
[01:04:23.151 --> 01:04:24.052]  Because it is.
[01:04:24.552 --> 01:04:25.793]  I bring you the best.
[01:04:25.873 --> 01:04:26.453]  That's what I do.
[01:04:26.493 --> 01:04:28.714]  The best pro-pure water filters at the lowest price.
[01:04:28.974 --> 01:04:29.775]  Promo code water.
[01:04:30.115 --> 01:04:31.516]  I bring you the best nascent iodine.
[01:04:32.136 --> 01:04:35.038]  If I love Beyond Tangy Tangerine, I bring you that at Infowarshealth.com.
[01:04:35.518 --> 01:04:54.531]  But Infowarslife.com, nascent iodine dietary supplement, and with all the stuff going on, it's not a silver bullet, it's not perfect, but from all the scientists we've talked to and what the government admits with iodine, period, in the thyroid, this is as much protection, unfortunately, you can get unless you live in a bunker that's got total air filtering.
[01:04:54.551 --> 01:04:55.792]  Of course!
[01:04:57.062 --> 01:04:59.963]  There's all the health issues, just what it does to your body regardless.
[01:05:00.243 --> 01:05:03.265]  Find out the details at InfoWarsLife.com or call toll free 888-253-3139.
[01:05:03.285 --> 01:05:03.885]  We've got it in.
[01:05:04.205 --> 01:05:05.086]  You can buy it in bulk.
[01:05:09.744 --> 01:05:14.846]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:05:15.226 --> 01:05:23.688]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:05:24.108 --> 01:05:31.411]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:05:31.931 --> 01:05:39.333]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:05:39.833 --> 01:05:43.235]  I personally store and use their high-quality products.
[01:05:43.795 --> 01:05:47.417]  It tastes great, and it's easy to store for up to 25 years.
[01:05:47.977 --> 01:05:54.560]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:05:55.120 --> 01:06:01.864]  Visit mypatriotsupply.com forward slash alex today, with the New World Order making rapid advances on every front.
[01:06:02.344 --> 01:06:06.386]  It is essential to prepare with My Patriot Supply today.
[01:06:08.852 --> 01:06:11.576]  Alex Jones here with a message to fellow freedom lovers.
[01:06:11.857 --> 01:06:16.704]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:06:16.884 --> 01:06:24.055]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:06:24.195 --> 01:06:29.599]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:06:29.820 --> 01:06:33.563]  These are items that I did research on, that I personally use.
[01:06:33.843 --> 01:06:38.366]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:06:38.567 --> 01:06:43.791]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:06:44.031 --> 01:06:47.113]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:06:47.273 --> 01:06:49.515]  When Disaster Strikes by Matthew Stein.
[01:06:49.775 --> 01:06:54.358]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:06:54.538 --> 01:06:56.980]  Hand-cranked shortwave AM FM radios.
[01:06:57.420 --> 01:07:04.425]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[01:07:04.625 --> 01:07:05.646]  We're getting prepared.
[01:07:05.886 --> 01:07:06.187]  Are you?
[01:07:19.721 --> 01:07:22.182]  It is the only one that does it and out of the gates!
[01:07:22.223 --> 01:07:23.803]  We have it discounted at 10% off with promo code WATER.
[01:07:23.823 --> 01:07:26.985]  This is the only system that in one unit helps reduce or remove pesticides.
[01:07:48.038 --> 01:07:59.285]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:07:59.625 --> 01:08:04.928]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[01:08:14.079 --> 01:08:14.720]  Big Brother.
[01:08:15.380 --> 01:08:16.401]  Mainstream media.
[01:08:17.141 --> 01:08:18.242]  Government cover-ups.
[01:08:18.903 --> 01:08:19.723]  You want answers?
[01:08:20.484 --> 01:08:21.405]  Well, so does he.
[01:08:22.045 --> 01:08:25.648]  He's Alex Jones on the GCN Radio Network.
[01:08:26.228 --> 01:08:30.332]  And now, live from Austin, Texas, Alex Jones.
[01:08:31.272 --> 01:08:35.436]  Ladies and gentlemen, it is bombshell news after bombshell news.
[01:08:36.096 --> 01:08:40.860]  Up at PrisonPlanet.com and InfoWars.com, let's go over some of the headlines.
[01:08:42.347 --> 01:08:43.288]  Top scientist.
[01:08:44.028 --> 01:08:48.011]  Another Fukushima quake would mean US evacuation.
[01:08:48.131 --> 01:08:49.192]  Bye-bye Japan.
[01:08:49.672 --> 01:08:51.053]  Those are quotes, by the way.
[01:08:52.074 --> 01:08:53.315]  Actually, there won't be evacuation.
[01:08:53.355 --> 01:08:55.296]  No matter how high the radiation is, they'll tell you it's fine.
[01:08:56.577 --> 01:08:57.538]  Serial liar.
[01:08:57.638 --> 01:09:00.340]  Video of Obama blatantly lying 36 times.
[01:09:00.380 --> 01:09:01.121]  I want to play that.
[01:09:02.162 --> 01:09:03.302]  It's a compilation later.
[01:09:03.902 --> 01:09:07.743]  DHS publicly denies preparation for riots, civil unrest.
[01:09:08.143 --> 01:09:09.103]  That is so huge.
[01:09:09.804 --> 01:09:22.346]  Their own Fed.biz.gov website has literally hundreds of solicitations a month that says for civil unrest riots.
[01:09:23.146 --> 01:09:25.507]  And it's all over local newspapers around the country.
[01:09:25.767 --> 01:09:26.307]  We covered it.
[01:09:26.707 --> 01:09:30.168]  Where the military and police admit they've been ordered to get ready for it.
[01:09:30.996 --> 01:09:37.682]  I mean, I could open the phones up right now and have unlimited police and military call in and say, no, we've been told get ready for imminent unrest.
[01:09:38.243 --> 01:09:43.928]  Now, I don't know if that's going to happen when they cut back on some of the welfare and food stamps because they want to pay all that money to foreign banks.
[01:09:44.769 --> 01:09:46.870]  And Obama's got, got reelected.
[01:09:46.890 --> 01:09:47.931]  He's got, got you now.
[01:09:47.971 --> 01:09:54.958]  He's going to double, triple your rates, not give you free health care, and then promise that if you just keep, you know, doing what he says, you'll get something free someday.
[01:09:55.358 --> 01:09:56.019]  That's the plan.
[01:09:56.059 --> 01:09:57.100]  But that is so huge.
[01:09:59.261 --> 01:10:00.581]  But again, why shouldn't they lie?
[01:10:00.641 --> 01:10:01.362]  We're the enemy.
[01:10:01.782 --> 01:10:07.144]  They lie and say, there's no new world order, no corporate global government, anyone that says it is racist.
[01:10:08.004 --> 01:10:16.707]  And then all these world leaders on C-SPAN are constantly calling for a corporate private world government that ends the family and basically turns us into like slaves.
[01:10:17.207 --> 01:10:18.147]  It's so incredible.
[01:10:18.167 --> 01:10:19.688]  They just go, there's no world government.
[01:10:19.888 --> 01:10:21.208]  There's no mercury in your shot.
[01:10:21.729 --> 01:10:22.729]  Fluoride's good for you.
[01:10:24.229 --> 01:10:26.550]  Cancer rates aren't up, even though they're 3,000%.
[01:10:26.850 --> 01:10:28.511]  Plus, everything's fine.
[01:10:28.931 --> 01:10:30.432]  Bisphenol A's not bad for you.
[01:10:30.632 --> 01:10:32.092]  Bisphenol A's not bad for you.
[01:10:32.333 --> 01:10:33.853]  Bisphenol A's not bad for you.
[01:10:34.413 --> 01:10:37.035]  And they go, oh, millions cancer, no big deal.
[01:10:37.235 --> 01:10:38.075]  We're gonna keep it in there.
[01:10:38.275 --> 01:10:39.876]  Or put something even worse in, how's that sound?
[01:10:40.276 --> 01:10:43.097]  I mean, it's, and then you find the white papers where they did it on purpose.
[01:10:44.118 --> 01:10:46.099]  John P. Holdren, it's so funny to them.
[01:10:47.559 --> 01:10:53.482]  So incredibly funny that all of this is going on.
[01:10:54.847 --> 01:10:58.951]  Now, continuing, ladies and gentlemen, with the news here.
[01:10:59.552 --> 01:11:02.535]  Top scientist, another Fukushima quake would mean U.S.
[01:11:02.635 --> 01:11:03.436]  evacuation.
[01:11:05.018 --> 01:11:06.259]  Bye-bye, Japan.
[01:11:07.200 --> 01:11:11.825]  Serial liar, video of Obama blatantly lying 36 times.
[01:11:12.245 --> 01:11:15.889]  DHS publicly denies preparation for riot civil unrest.
[01:11:18.001 --> 01:11:19.603]  Man, I tell you, that's a big, that's a good one.
[01:11:20.004 --> 01:11:23.709]  Kind of like Obama saying two days ago, I never said we would knock you off your insurance.
[01:11:24.090 --> 01:11:25.091]  That's preposterous.
[01:11:25.652 --> 01:11:26.994]  Bunch of racist liars.
[01:11:27.675 --> 01:11:32.902]  InfoWars announces we will resist TSA and NSA tyranny.
[01:11:33.563 --> 01:11:34.805]  10K film contest.
[01:11:36.192 --> 01:11:40.053]  Democrat win in Virginia signals new attack on Second Amendment.
[01:11:40.433 --> 01:11:42.553]  Oh yeah, they're going to get our guns in Texas and Virginia.
[01:11:42.893 --> 01:11:44.754]  Bring in enough illegals, that's the official plan.
[01:11:45.274 --> 01:11:45.874]  Let them vote.
[01:11:45.994 --> 01:11:46.894]  Buy, buy guns.
[01:11:48.014 --> 01:11:49.995]  Or have a civil war, which is what they really want.
[01:11:50.015 --> 01:11:53.516]  And they're going to have it, because they know how to run a commie takeover, don't they?
[01:11:54.376 --> 01:11:59.217]  Continuing, families threatened with police monitoring over transgender complaints.
[01:11:59.257 --> 01:12:04.818]  Yeah, you don't like men going in the women's and
[01:12:06.044 --> 01:12:06.644]  Men's bathroom.
