[00:00:11.730 --> 00:00:12.150]  I don't know.
[00:28:20.259 --> 00:28:33.628]  Well, on the evening of January 31st, that was a Thursday evening, many of the neighbors feel that's when Marshall and his 17-year-old son Alex and his 14-year-old
[00:28:36.150 --> 00:28:52.611]  Daughter Michaela along with their pet dog a small white Shih Tzu named Suki Were shot to death each with a single bullet Marshall reportedly a single bullet to the left side of his head
[00:28:54.093 --> 00:29:14.983]  However, the Sheriff's Department did not investigate this incident until Saturday morning, so that would have been February the 1st, the day before the Super Bowl, which is very critical to this, somewhat critical to this investigation as well.
[00:29:15.623 --> 00:29:16.424]  I don't know.
[00:29:31.099 --> 00:29:39.525]  At the Marshall House on Saturday morning, looking through the window by the front door, they noticed there was a body at the end of the hallway.
[00:29:39.585 --> 00:29:42.967]  They contacted a neighbor who went right into the house.
[00:29:43.007 --> 00:29:51.373]  The door was wide open, unlocked, and saw Phil Marshall laying at the end of that hallway, shot dead.
[00:29:51.393 --> 00:29:54.355]  The sheriff was contacted.
[00:29:54.375 --> 00:29:54.875]  911 was called.
[00:29:54.895 --> 00:29:55.676]  The sheriff showed up.
[00:29:56.136 --> 00:29:58.437]  Shoot all those who are not law enforcement away.
[00:29:59.157 --> 00:30:06.460]  They then discovered the bodies of the two teens on different sections of a sectional couch.
[00:30:07.921 --> 00:30:13.964]  A U-shaped sectional couch in the living area and also they found the dog dead in a bedroom.
[00:30:15.064 --> 00:30:33.369]  Uh, they conducted an investigation and quickly ruled the next day that it was beyond a doubt, conclusively, a murder-suicide where Marshall just flipped out, shot his kid, shot his dog, and shot himself.
[00:30:34.229 --> 00:30:51.114]  None of the friends of Phil Marshall, his neighbors, none of these people who knew him very well, both in the small town of Murphy's, and this occurred in a sub-development, a gated community called Forest Meadows, all those who knew Marshall said this was not
[00:30:51.654 --> 00:31:07.092]  The person they knew, and they discounted this murder-suicide scenario, but the Sheriff's Department quickly concluded it, and then, before the investigation was completed, authorized professional cleaners to come in and clean the premises.
[00:31:07.772 --> 00:31:09.353]  Open and shut case, just like you said.
[00:31:09.433 --> 00:31:13.396]  And all the details of it, we're going to go through many of those points one by one.
[00:31:13.716 --> 00:31:19.159]  But before we get too deep into Marshall, let's look at some other examples of alleged murder-suicides.
[00:31:19.179 --> 00:31:20.620]  I believe you're familiar with this case.
[00:31:20.980 --> 00:31:26.944]  One of Nancy Schaefer, a CPS worker who I believe was untapped to come to the Alex Jones Show years ago.
[00:31:27.484 --> 00:31:30.366]  And she had some hard-hitting information to deliver on that end.
[00:31:30.746 --> 00:31:34.268]  And she was found allegedly killed by her husband, who then killed himself.
[00:31:34.948 --> 00:31:47.737]  Terrence Shanky, officer during the Oklahoma City bombing, you know, allegedly slid his wrist, walked, you know, about a mile away from his vehicle, then shot himself, and one lady I'm sure you're familiar with, the DC Madam.
[00:31:48.388 --> 00:31:48.748]  Yes.
[00:31:49.448 --> 00:32:02.032]  Yes, all those, and also Pulitzer Prize winning journalist Gary Webb, not too far away in Sacramento, allegedly shot himself twice in his head.
[00:32:02.052 --> 00:32:10.474]  They ruled it a suicide, and he had been complaining about some harassment from government people before that happened.
[00:32:12.674 --> 00:32:30.140]  As a matter of fact, I have to say that one person who knew Marshall very well has a relative who's the head of homicide for a medium-sized town in the San Francisco area, and this head of homicide said,
[00:32:30.720 --> 00:32:31.701]  It happens all the time.
[00:32:31.981 --> 00:32:37.366]  We deal with these murders that are made to look like suicides many, many times.
[00:32:37.446 --> 00:32:52.058]  So if that's the case in the San Francisco Bay Area, why does that scenario not translate over to the small Calaveras County at the foothills of the Sierra Nevadas?
[00:32:52.459 --> 00:32:54.720]  Why does it happen in the Bay Area and not there?
[00:32:55.741 --> 00:33:04.924]  I have to say that the Sheriff's Department is not considered one of the top-notch ones.
[00:33:05.485 --> 00:33:08.746]  They denied that there could be any outside involvement.
[00:33:08.966 --> 00:33:10.827]  And they also said this is a county matter.
[00:33:10.867 --> 00:33:14.068]  They weren't going to bring in external law enforcement.
[00:33:15.408 --> 00:33:29.791]  A few days after Marshall was found, and after the yellow tape was lifted from the crime scene, and after the professional cleaners were seen there, there were three black SUVs spotted in the driveway.
[00:33:29.931 --> 00:33:41.654]  One with California State government tags, and another one licensed undetermined by the witness that was bristling with communications antennas.
[00:33:42.475 --> 00:33:44.657]  Off the roof of the vehicle.
[00:33:45.778 --> 00:33:59.052]  Also, after that incident, there were two unmarked cars in the driveway and about five or six investigators were going in and out of the house, the backyard, with flashlights at nine o'clock in the evening.
[00:33:59.452 --> 00:34:13.824]  So, clearly, there was some interest in this case even after the sheriff had declared it a murder-suicide, case closed, and lifted the yellow tape, thereby contaminating a crime scene.
[00:34:14.384 --> 00:34:22.211]  Exactly, and from what I understand, this particular sheriff's department specialized in meth busts, bringing down meth houses and such as that.
[00:34:22.911 --> 00:34:26.613]  Yeah, Calaveras County, like I said, it's a small county.
[00:34:26.793 --> 00:34:43.041]  The three major towns there are San Andreas, the county seat, Angels Camp, which was popularized by Mark Twain for the frog jumping events there, and also Murphy's, which is very close to where Marshall lived.
[00:34:44.222 --> 00:34:46.343]  A very small town.
[00:34:46.423 --> 00:34:50.445]  So the situation is, those who knew Marshall best
[00:34:51.025 --> 00:34:53.267]  Quickly discounted the suicide notion.
[00:34:53.307 --> 00:35:03.637]  Those who did not know him, or may have known him only through the teens that attended the high school, seem to go along with the sheriff.
[00:35:03.677 --> 00:35:12.405]  The local press, I have to say, aside from the Calaveras Enterprise, a 150-year-old newspaper that actually once covered the trial of Black Bart.
[00:35:15.625 --> 00:35:17.966]  Some of these small papers are struggling to survive.
[00:35:18.706 --> 00:35:20.246]  They did pose some questions.
[00:35:20.987 --> 00:35:31.831]  They tried to look into it, but another paper, the Union Democrat from Sonora, just really went after Marshall, called him a killer, a ticking time bomb, ready to snap.
[00:35:32.251 --> 00:35:35.673]  And then when his first wife, who he has had no contact,
[00:35:36.093 --> 00:35:36.394]  I don't know.
[00:35:52.877 --> 00:35:58.742]  9-11 is an auditor for the Strategic Petroleum Reserve for the Department of Energy, the U.S.
[00:35:58.762 --> 00:36:00.423]  Department of Energy in Louisiana.
[00:36:01.304 --> 00:36:21.121]  Obviously, when Marshall is saying that Cheney and Bush were tied up with 9-11 as a false flag attack, obviously you're not going to want to hear anything from anyone with that kind of relationship with a member of the Energy Department and somebody so close to the oil industry, because the oil industry and Mr. Bush and Mr.
[00:36:24.043 --> 00:36:25.224]  Exactly.
[00:36:25.244 --> 00:36:29.887]  And speaking of the demonization of Mr. Marshall, we have this article from the Mail Online.
[00:36:29.927 --> 00:36:32.649]  And there's one thing I'd like to point out in this article.
[00:36:32.669 --> 00:36:35.771]  If you guys can scroll down to the middle of the page, there's a tweet from his daughter.
[00:36:48.059 --> 00:36:50.921]  And she said, would it be wrong if I threw my cat at my dad?
[00:36:51.242 --> 00:36:58.867]  And that's supposed to be some, I guess, some type of proof that he would murder his daughter because it's a surprise, a teenager being angry at her father.
[00:36:58.887 --> 00:37:04.191]  You know, you can't go out with Johnny this weekend and the kids get mad and they go on Facebook and Twitter or whatever else.
[00:37:04.571 --> 00:37:08.634]  But now there are some key points, many of them that you've already mentioned, but I'd like to go a little more in depth.
[00:37:09.015 --> 00:37:13.258]  Just details of the apparent murder-suicide, I should say the alleged
[00:37:13.838 --> 00:37:14.679]  Murder, suicide.
[00:37:15.059 --> 00:37:19.743]  One of them is Marshall's involvement in the government, things such as Iran-Contra.
[00:37:19.763 --> 00:37:24.387]  Have you found that to be a factual thing, or do you think that has any play in this?
[00:37:24.968 --> 00:37:29.392]  It may well have a lot to do with his murder and those of his kids.
[00:37:29.712 --> 00:37:38.380]  Marshall was a contract pilot for the CIA and DEA up until about 1985, when he went to take a job with Eastern Airlines.
[00:37:39.941 --> 00:38:00.497]  Then when Eastern Airlines was taken over by Frank Lorenzo, you know, the union-busting business guy, Marshall said he wasn't going to cross any picket lines, he wasn't going to be a scab pilot, so he went over to United, from which he retired for medical reasons later.
[00:38:00.517 --> 00:38:04.160]  I know he suffered from a bad knee, he was taking medication for that.
[00:38:05.000 --> 00:38:06.441]  I don't know.
[00:38:27.270 --> 00:38:29.231]  Pretty mellow, he was a pretty mellow guy.
[00:38:29.691 --> 00:38:37.155]  On occasion, though, he wasn't paranoid or anything, but he did tell some friends, like, hey, I gotta be careful with the stuff I'm writing.
[00:38:37.495 --> 00:38:48.320]  And I think the critical issue here is, he was, after he wrote his book, The Big Bamboozle, about the 9-11 false flag, that came out around last November, and he was on the AM Coast to Coast.
[00:38:49.020 --> 00:38:57.827]  Appeared on that show with Susan Lindauer, who also had some revelations about the whole 9-11 war with Iraq situation.
[00:39:00.429 --> 00:39:09.096]  Phil Marshall was writing yet another book, and he told one very good friend of his, way do you see the stuff I'm going to have in this book, you know, this next book.
[00:39:09.156 --> 00:39:12.319]  So we don't know what happened to Marshall's computer.
[00:39:12.919 --> 00:39:15.643]  Obviously, it's looking through the window.
[00:39:15.663 --> 00:39:17.465]  It was ripped out of the wall.
[00:39:17.786 --> 00:39:26.317]  We don't know if the Sheriff's Department still has it or the family of the estranged wife has it.
[00:39:26.717 --> 00:39:28.900]  But I did notice one very interesting thing.
[00:39:28.940 --> 00:39:31.063]  When I went to the front of Marshall's house,
[00:39:31.523 --> 00:39:39.673]  There were about eight or nine empty bankers boxes sitting there now whether they were extras from Documents already removed.
[00:39:39.793 --> 00:39:46.862]  I don't know or or maybe they had documents that were removed and they threw the empty boxes there I also know that the
[00:39:47.322 --> 00:39:51.285]  I was at the Marshall residence looking at it on February 13th.
[00:39:51.345 --> 00:39:56.308]  That evening, someone tried to break in through a sliding door in the back of the residence.
[00:39:58.690 --> 00:40:10.377]  It's quite clear that Marshall had something that somebody wanted so bad they were willing to kill him and his children and a family dog for.
[00:40:10.397 --> 00:40:13.779]  I'm going point by point here, Wayne.
[00:40:14.260 --> 00:40:16.201]  We see that there was no suicide note.
[00:40:17.119 --> 00:40:17.399]  None.
[00:40:17.899 --> 00:40:18.839]  No suicide, none.
[00:40:18.879 --> 00:40:19.480]  Very interesting.
[00:40:19.780 --> 00:40:28.842]  Although the sheriff has put out the word, you know, no comment, and basically has impressed many people in the county to say the same thing.
[00:40:29.782 --> 00:40:39.845]  Except for one thing, I got this from, this was posted on a local website out in Calaveras County, and basically this note states,
[00:40:40.785 --> 00:40:52.693]  If the press comes around asking friends of the teens were to say, tell them that this is a result of a diagnosed mentally ill person getting their hands on a gun.
[00:40:53.193 --> 00:41:08.843]  So you see a lot like after Newtown in Connecticut, you see a lot of hearts and you know, these, you know, they're nice gestures, but clearly some people are pushing the anti-gun issue, the agenda.
[00:41:09.244 --> 00:41:09.804]  I have to say,
[00:41:10.144 --> 00:41:17.810]  Marshall told friends, I have this Glock 9mm, but a lot of good it'll do me because I don't have any ammunition for it.
[00:41:18.531 --> 00:41:30.721]  One thing the sheriff did state, and this was leaked, he said that they found Marshall's wedding ring on a box of 9mm ammo used for the Glock at the scene.
[00:41:31.710 --> 00:41:36.632]  Friends said after Marshall was separated from his wife, he never wore his wedding ring.
[00:41:37.592 --> 00:41:37.812]  Ever.
[00:41:38.052 --> 00:41:40.433]  And so they were very surprised to see that.
[00:41:41.473 --> 00:41:41.913]  Exactly.
[00:41:42.393 --> 00:41:45.654]  Now, we also see the thing of a professional cleaning team brought in.
[00:41:45.674 --> 00:41:56.098]  Now, I'm not a CSI expert, but I think a professional cleaning team or anybody who's not directly relegated to the scene could potentially mess it up.
[00:41:56.658 --> 00:41:59.819]  And another one of my questions is, who would pay for something like that?
[00:42:00.379 --> 00:42:04.741]  You know, would his wife, ex-wife, want to have the house clean for whatever reason?
[00:42:04.802 --> 00:42:08.103]  Well, again, this is kind of very unusual.
[00:42:08.263 --> 00:42:23.852]  The estranged wife was actually in Turkey on a trip that Phil Marshall arranged because he was trying to set her up in an import business to import linens and soaps, you know, specialty soaps and saffron from Turkey.
[00:42:24.512 --> 00:42:29.535]  Her background was in buying such things once for Nordstrom's department store.
[00:42:29.855 --> 00:42:33.977]  So, you know, it wasn't that it was an acrimonious divorce.
[00:42:35.038 --> 00:42:35.999]  They were very friendly.
[00:42:36.059 --> 00:42:39.160]  He was trying to set her up in business so she'd have something to do.
[00:42:39.220 --> 00:42:44.904]  So it was the sheriff that expressed an interest in getting the professional cleaner in there.
[00:42:45.404 --> 00:42:51.608]  Again, it's not certain who was paying for that, although they did bring a local service in.
[00:42:53.549 --> 00:42:57.411]  The sheriff said first bring it in on Sunday after they wrapped up their investigation.
[00:42:57.891 --> 00:43:00.433]  But many of those are closed on Sunday.
[00:43:00.994 --> 00:43:10.502]  They found one that was willing to work on Sunday but they didn't do a complete job so they were back again in the next few days to finish the cleaning job.
[00:43:11.411 --> 00:43:11.871]  Exactly.
[00:43:12.352 --> 00:43:16.514]  Now, people said he wasn't so much of a paranoid guy, but he was concerned for safety.
[00:43:16.594 --> 00:43:25.300]  I'd say it's reasonable to say that you want your house being locked, you want your doors locked, your windows locked, and they found the door open at the scene, I believe.
[00:43:26.160 --> 00:43:29.122]  Yes, there was a side door of the house.
[00:43:29.522 --> 00:43:38.588]  If you're looking at the house, it would have been on the right-hand side that led into a storage area, sort of a false basement storage area.
[00:43:39.828 --> 00:43:46.831]  And that door was never used, never opened, and that was found at the scene to be ajar.
[00:43:46.951 --> 00:43:53.333]  So here we have the front door wide open, unlocked, and a side door open as well.
[00:43:53.473 --> 00:43:58.775]  A side door that was, everyone said, that door was never really used and never opened.
[00:43:59.556 --> 00:44:03.017]  Now this somewhat ties into the suicide note we mentioned earlier, or lack thereof.
[00:44:03.517 --> 00:44:08.039]  Is there any reason or indication why this man would not only want to kill himself, but his children?
[00:44:08.866 --> 00:44:09.967]  None whatsoever.
[00:44:10.047 --> 00:44:22.394]  As a matter of fact, with his son, you know, he was active with Little League, with the football, high school football, and with the daughter, you know, all school-related things.
[00:44:22.434 --> 00:44:27.296]  He was a volunteer parent that would involve himself with these school activities.
[00:44:28.417 --> 00:44:31.799]  You know, he had a bit of a sense of humor, so when the daughter said, should I throw
[00:44:32.619 --> 00:44:32.800]  I don't
[00:44:49.694 --> 00:45:04.663]  You know it's uh you know it can get uh and you know Marshall himself was uh you know not what you would call a strict domineering dad but you know he he was taking care of the kids while their mother was over on this trip to Turkey.
[00:45:05.439 --> 00:45:05.899]  Exactly.
[00:45:05.919 --> 00:45:16.543]  Now let's talk about some of the things that Marshall believed were published in his book, such as things like the 9-11 hijackers being trained in U.S.
[00:45:16.583 --> 00:45:17.043]  bases.
[00:45:17.063 --> 00:45:21.685]  We see things like guys such as Mohammed Atta and several others.
[00:45:21.765 --> 00:45:26.087]  I see Saeed al-Maghadi and people such as that.
[00:45:26.527 --> 00:45:31.849]  So people who are not familiar with this type of information, what would you tell people about these terrorists who were trained right here on U.S.
[00:45:31.869 --> 00:45:32.089]  soil?
[00:45:33.149 --> 00:45:45.880]  Well, I think that the perspective that Phil Marshall had is that some of these hijackers, alleged hijackers, had a lot of activity in the southern part of the United States.
[00:45:45.940 --> 00:45:52.405]  Some of the same bases that were very key in the Iran-Contra scandal, bases and airfields that
[00:45:52.765 --> 00:45:55.647]  Phil Marshall was definitely familiar with.
[00:45:55.747 --> 00:46:15.077]  So, when we see linkages of Atta and his colleagues to Maxwell Air Force Base in Alabama, Naval Air Station Pensacola, and other airfields around that area, obviously Marshall had an insight there that many others probably failed to see.
[00:46:16.037 --> 00:46:21.580]  Also, it's unclear to me yet whether Marshall had any direct
[00:46:21.800 --> 00:46:22.100]  We're good.
[00:46:40.132 --> 00:46:46.758]  On his farm in Florida, when asked by a colleague of mine what he meant by that, Graham said, that's me.
[00:46:47.259 --> 00:46:48.740]  That's what I think is going to happen to me.
[00:46:48.800 --> 00:47:00.310]  So when you have the former head of the Senate Intelligence Committee voicing fears for his safety, who says that the Saudi government, you know, when you say the Saudi government, you've got to include the CIA.
[00:47:00.651 --> 00:47:01.331]  Very interesting.
[00:47:01.631 --> 00:47:03.954]  The CIA station chief in the 90s, mid 90s, was
[00:47:05.795 --> 00:47:12.221]  Was this guy Brennan, John Brennan, who Obama wants to be the head of the CIA.
[00:47:13.062 --> 00:47:14.943]  So what does he know about 9-11?
[00:47:15.284 --> 00:47:28.516]  And did he order the taking out of Phil Marshall and his kids because they could pose some problem for him with his confirmation to be CIA director by the U.S.
[00:47:28.556 --> 00:47:28.876]  Senate?
[00:47:29.500 --> 00:47:29.740]  Right.
[00:47:30.241 --> 00:47:35.824]  Now, with the death of Marshall, let's say he was taken out, who would benefit from his death?
[00:47:35.904 --> 00:47:42.629]  I know you just said the person right there and people in the CIA, but is there anybody else who would potentially benefit from his death?
[00:47:42.869 --> 00:47:53.756]  Well, John Brennan clearly would benefit by not dredging up all that stuff from the 80s and 90s, but also the Bush family.
[00:47:53.797 --> 00:47:54.377]  Let's face it,
[00:47:55.277 --> 00:47:59.378]  George P. Bush is being groomed for political office in the state of Texas.
[00:47:59.398 --> 00:48:00.638]  That's the son of Jeb Bush.
[00:48:00.958 --> 00:48:07.199]  Jeb Bush himself is being talked about as a potential presidential candidate in 2016.
[00:48:07.279 --> 00:48:14.541]  So, herein we have the Bush family, and of course, you know, trying to clean the slate there, possibly.
[00:48:15.361 --> 00:48:17.081]  And we always have to look at Cheney.
[00:48:17.861 --> 00:48:22.042]  I always thought Cheney had something to do with Gene Palfrey's
[00:48:23.002 --> 00:48:31.367]  A murder because he figured very prominently in her Pamela Martin and Associates escort business when he was the head of Halliburton.
[00:48:32.167 --> 00:48:32.388]  Right.
[00:48:32.808 --> 00:48:38.491]  Now, Wayne, in your research and investigation of this, what do you think the likelihood of a real investigation?
[00:48:38.511 --> 00:48:43.314]  There's not some open and shut, sheriffs say it happened exactly like this, getting a real investigation.
[00:48:43.334 --> 00:48:45.255]  What are the thoughts, what are your thoughts on that?
[00:48:45.871 --> 00:48:51.417]  Yeah, I'm afraid because of the remoteness of Calaveras County, we've got very small towns there.
[00:48:51.837 --> 00:48:56.682]  I'm really concerned that what we could have here is that this case goes nowhere.
[00:48:57.103 --> 00:49:06.973]  I think the only way we could move this case forward is people, especially people in California, should put pressure on the Attorney General of the State of California.
[00:49:07.393 --> 00:49:16.159]  First of all, and Governor Brown, Governor Jerry Brown, to say, wait a minute, we're going to take over this case.
[00:49:16.219 --> 00:49:22.923]  Now it doesn't mean the state's going to do any better job than the county sheriff, but they might move some reports.
[00:49:22.943 --> 00:49:24.724]  There's two reports that are outstanding.
[00:49:25.044 --> 00:49:28.846]  They made this conclusion before two very critical reports have been issued.
[00:49:28.986 --> 00:49:31.108]  One is the toxicology report done on
[00:49:31.608 --> 00:49:42.040]  The bodies, that's being done in Sacramento, and the GSR, the gunshot residue report, which is still not completed.
[00:49:42.120 --> 00:49:49.308]  So with two reports, obviously those in California are in a much better position to put pressure
[00:49:49.868 --> 00:49:55.472]  On Governor Brown and the Attorney General of California than anyone outside the state is.
[00:49:55.572 --> 00:50:07.101]  Unless it would go federal, but I see no indication or I would have no expectations that anyone could get Attorney General Eric Holder to take an independent look at this.
[00:50:07.121 --> 00:50:08.522]  I doubt it.
[00:50:08.602 --> 00:50:12.064]  He's too busy not releasing the documents for Fast and Furious.
[00:50:12.465 --> 00:50:13.866]  Closing remarks, Wayne Matson.
[00:50:14.793 --> 00:50:23.815]  Well, it concerns me that a person like Phil Marshall and his kids could be disappeared in plain sight.
[00:50:24.275 --> 00:50:25.375]  This is what happened.
[00:50:26.875 --> 00:50:42.138]  There was obviously a campaign to discredit this individual by some local media, by county government, and I believe by people who interceded from the federal government and people close to the Central Intelligence Agency.
[00:50:42.999 --> 00:51:04.137]  If this continues to take place, we are no better than Argentina and Chile in the 1970s and 80s when prominent journalists, authors, playwrights, people in government, jurists, lawyers all disappeared in these countries under fascist junta control.
[00:51:04.817 --> 00:51:14.428]  And if that continues in this country, we are no better than those juntas in Latin America, all of which are now thriving democracies, I might add.
[00:51:14.808 --> 00:51:18.872]  But we're going to where those countries used to be.
[00:51:19.333 --> 00:51:19.793]  Exactly.
[00:51:20.254 --> 00:51:21.996]  Wayne Madsen of WayneMadsenReport.com.
[00:51:22.016 --> 00:51:23.517]  Thank you for your time, sir.
[00:51:24.258 --> 00:51:24.979]  Good to be with you.
[00:51:26.972 --> 00:51:28.454]  Alright, there goes Wayne Madsen.
[00:51:28.474 --> 00:51:38.565]  Now, regardless if you believe in Philip Marshall's take on 9-11 or not, the thing about this is it's a very suspect murder-suicide, you know, just death in general.
[00:51:38.946 --> 00:51:42.590]  Why would this man who had, you know, no violent history according to his...
[00:51:42.990 --> 00:51:43.671]  I don't think so.
[00:52:01.773 --> 00:52:07.536]  Mr. Marshall may have had some sensitive information about those in government right now, and may have been killed just for that.
[00:52:07.937 --> 00:52:13.520]  But on the topic of 9-11 that Mr. Marshall wrote about, if you go to the InfoWars shop, you can get it right there.
[00:52:13.540 --> 00:52:21.845]  You see the 9-11 documentary special, and you can see we have Truth Rising, Marshall Law, Masters of Terror, and 9-11, The Road to Tyranny.
[00:52:22.305 --> 00:52:24.810]  Get that, check it out, give it to your family and friends.
[00:52:24.850 --> 00:52:27.195]  You may know about it, but don't assume that everybody does.
[00:52:27.515 --> 00:52:30.441]  Well, that's going to do it for this edition of the Info Wars Nightly News.
[00:52:30.761 --> 00:52:32.906]  I'm your host, Jakari Jackson, and we'll see you next time.
[00:53:24.244 --> 00:53:24.625]  I don't know.
