[00:00:00.149 --> 00:00:02.172]  You're listening to GCN.
[00:38:56.018 --> 00:39:00.860]  Obamacare taxpayers must report personal health info to IRS.
[00:39:00.980 --> 00:39:04.081]  Oh now, remember they denied death panels, they denied IRS.
[00:39:04.142 --> 00:39:04.902]  It's all in the bill.
[00:39:06.112 --> 00:39:09.653]  Now they're saying, yeah, we're gonna pass your health records around to whoever wants them.
[00:39:10.073 --> 00:39:18.536]  And it turns out, in the campaign, tax info was illegally used against candidates, especially Tea Party libertarians, all over America.
[00:39:18.836 --> 00:39:27.479]  Gee, the White House-run Media Matters, who isn't pertinent and doesn't have an audience, but it's important because it is admittedly written by the White House.
[00:39:27.779 --> 00:39:28.999]  That's White House talking points.
[00:39:29.259 --> 00:39:33.741]  They say, let's break in to alternative media and destroy it!
[00:39:35.401 --> 00:39:40.003]  They think you're so dumb, they publicly parade around talking about espionage.
[00:39:40.283 --> 00:39:41.763]  They're listening to me right now.
[00:39:43.184 --> 00:39:48.286]  They publicly engage in espionage against the free press of this Republic!
[00:39:49.306 --> 00:39:54.248]  They're in the Washington Post going, you know, we target people that talk about the Constitution.
[00:39:55.068 --> 00:39:57.549]  The Constitution is America.
[00:39:57.849 --> 00:40:00.350]  The Constitution is the Republic.
[00:40:00.630 --> 00:40:02.831]  The Constitution binds down the government.
[00:40:04.025 --> 00:40:06.186]  Declaration of Independence demonized by FEMA.
[00:40:07.948 --> 00:40:09.569]  Bill of Rights, Constitution, all of it.
[00:40:09.809 --> 00:40:12.270]  These people are the enemy, ladies and gentlemen.
[00:40:13.571 --> 00:40:16.953]  Do they need to wear foreign uniforms before you figure that out?
[00:40:17.394 --> 00:40:19.595]  It's not rhetoric when I say they're spying on you.
[00:40:19.815 --> 00:40:22.117]  It's not rhetoric when I say they're persecuting people.
[00:40:22.397 --> 00:40:23.378]  It's not rhetoric!
[00:40:26.740 --> 00:40:32.383]  The best place to get the coverage on IRSgate, on EnemiesListGate, is DrudgeReport.com.
[00:40:32.403 --> 00:40:33.044]  Let's punch it up.
[00:40:34.119 --> 00:40:35.379]  A new enemies list.
[00:40:35.439 --> 00:40:37.360]  That's the top headline.
[00:40:38.180 --> 00:40:40.321]  IRS begins targeting conservatives in March of 2010.
[00:40:41.081 --> 00:40:42.982]  That's what the inspector general says.
[00:40:43.402 --> 00:40:45.143]  Try 30 years ago.
[00:40:45.703 --> 00:40:49.504]  Probe expands to groups opposed to government teaching constitution.
[00:40:51.165 --> 00:40:53.645]  Yeah, yeah, don't have groups teaching that.
[00:40:54.466 --> 00:40:55.026]  Security
[00:40:56.249 --> 00:40:57.570]  Scrutiny deeper than thought.
[00:40:57.970 --> 00:40:59.151]  Kept shifting targets.
[00:40:59.831 --> 00:41:02.513]  Agency accused of leaking confidential tax documents during election.
[00:41:03.354 --> 00:41:04.274]  They did it publicly.
[00:41:07.156 --> 00:41:07.717]  Flashback.
[00:41:07.797 --> 00:41:09.758]  Romney donor vilified by Obama campaign.
[00:41:11.239 --> 00:41:12.760]  Then subjected to two audits.
[00:41:16.058 --> 00:41:23.080]  And then they've got Democrats bragging and defending it, saying it's a good idea, and statements they've made about how they need to use the IRS on it.
[00:41:23.340 --> 00:41:26.820]  Hell, I just remembered saying that, and we're going to Paul Watson with the biggest report ever.
[00:41:28.201 --> 00:41:43.104]  I just remembered, they have talked about, on MSNBC, when I've seen them, using the IRS against Tea Party groups, and how it's wrong that they're tax-exempt, and promoting their political view.
[00:41:46.886 --> 00:41:48.527]  How about the Constitution, you punks?
[00:41:49.387 --> 00:41:50.888]  I mean, look, it's like Fast and Furious.
[00:41:51.108 --> 00:41:57.991]  They bragged about Fast and Furious two years before it broke, and then said they never had the press conferences where they all admitted to the program.
[00:41:59.491 --> 00:42:01.072]  That's how dumb they think you are.
[00:42:09.135 --> 00:42:13.517]  Ladies and gentlemen, the administration is going down unless they stage a terror attack.
[00:42:16.277 --> 00:42:20.619]  Rand Paul declares Obama is working with anti-American globalists to basically overthrow America.
[00:42:20.920 --> 00:42:21.200]  Yes!
[00:42:21.640 --> 00:42:21.940]  Yes!
[00:42:22.360 --> 00:42:22.681]  Yes!
[00:42:23.081 --> 00:42:23.401]  Yes!
[00:42:23.821 --> 00:42:24.141]  Yes!
[00:42:24.562 --> 00:42:26.042]  That is what is going to beat them.
[00:42:26.122 --> 00:42:26.643]  The truth.
[00:42:27.543 --> 00:42:30.845]  Their attack is so outrageous, so over the top.
[00:42:32.026 --> 00:42:33.807]  We're going to Catherine Albert at about 15 after.
[00:42:33.847 --> 00:42:34.187]  Let her know.
[00:42:34.467 --> 00:42:35.407]  Keep an watch until then.
[00:42:36.668 --> 00:42:43.292]  Their attack is so naked, so brazen, so out in the open that people don't respond to it properly because it's hard to believe it's happening.
[00:42:43.868 --> 00:42:45.089]  And they're like, oh, he's discredited.
[00:42:45.309 --> 00:42:46.329]  No, he's not discredited.
[00:42:46.769 --> 00:42:50.491]  His star, politically, is shooting up like a rocket because he's telling it like it is.
[00:42:50.771 --> 00:42:51.771]  Same thing Ted Cruz.
[00:42:51.931 --> 00:42:55.173]  And they go, oh, Ted Cruz is discrediting conservatives and libertarians.
[00:42:55.233 --> 00:42:55.693]  No, he's not.
[00:42:55.913 --> 00:42:57.054]  He's energizing them.
[00:42:57.774 --> 00:43:00.935]  Whatever they tell you is discrediting, that's what you've got to go with.
[00:43:01.395 --> 00:43:03.797]  Oh, don't be associated with Alex Jones.
[00:43:04.297 --> 00:43:05.717]  That guy's discredited.
[00:43:05.797 --> 00:43:07.018]  Oh, yeah, I'm real discredited.
[00:43:09.735 --> 00:43:17.921]  There's also an article on DrudgeReport.com about a giant drill they're doing at an amusement park, FEMA, for martial law.
[00:43:18.322 --> 00:43:29.871]  And there's another article Drudge was linked to from Infowars.com dealing with more drills, training where tea partiers and parents and homeschoolers are going to attack public schools.
[00:43:30.652 --> 00:43:31.812]  How do you demonize a group?
[00:43:31.973 --> 00:43:33.254]  Well, you just go train the police.
[00:43:33.274 --> 00:43:33.634]  They're bad.
[00:43:38.399 --> 00:43:39.780]  So that's all coming up.
[00:43:39.920 --> 00:43:41.742]  We're going to look at how they use your data.
[00:43:42.202 --> 00:43:49.208]  And why is Google at the heart of Bilderberg, the shadow corporate, illegal, crony, capitalist, anti-free market group?
[00:43:50.328 --> 00:43:51.589]  Why are they at the heart of it?
[00:43:52.730 --> 00:43:54.652]  I'll tell you why they're at the heart of it.
[00:43:54.992 --> 00:44:02.598]  Because they are the unofficial NSA where they're getting people to opt in to
[00:44:07.216 --> 00:44:09.217]  Waving their rights and being spied on.
[00:44:09.557 --> 00:44:16.740]  But even when you have the privacy settings and tell Google no, it's on record hacking into everybody's computer and stealing all your data.
[00:44:17.020 --> 00:44:19.681]  Photos, passwords, mobile cars driving around.
[00:44:19.881 --> 00:44:21.722]  They're NSA vehicles, really.
[00:44:22.382 --> 00:44:28.464]  Globalist, private, corporate, NSA, fraudulent, felony, every millisecond committing systems worldwide.
[00:44:29.725 --> 00:44:35.647]  On record, driving around with back doors built into Apple, built into Microsoft, built into everything but
[00:44:37.267 --> 00:44:38.811]  Some of the other systems like Linux.
[00:44:41.777 --> 00:44:46.669]  And they're going around jacking and stealing everything and then they don't get in trouble for it.
[00:44:48.851 --> 00:45:12.700]  But see, oh, it's Don't Be Evil, a cute little Google, and Google has, you know, hippies working there, and metrosexual trendies, and they've got ping pong, and they've got foosball, and they've got video games, and they're always, look at that, movies coming out with comedians about how Google's friendly, and they drink beer and have fun, and oh, they're sweetie pies.
[00:45:14.085 --> 00:45:20.406]  All to be non-threatening, that's their uniform, while they're really the technocrats able to predict what mass movements are going to do.
[00:45:22.867 --> 00:45:29.588]  And that's why now, punching it up on screen for TV viewers, every radio listener has got to go to InfoWars.com and get this article out to everyone they know.
[00:45:30.729 --> 00:45:36.870]  Because when we get news this big, we don't ever tend to really hype it up like we should.
[00:45:37.150 --> 00:45:39.651]  And if you don't hype something up, nobody pays attention to it.
[00:45:40.011 --> 00:45:40.671]  This is big.
[00:45:41.701 --> 00:46:05.334]  Our sources for years, and we've gone to Switzerland and confirmed it, and some of it's come out at Davos, it's come out in the news, that Google was more and more absorbing Bilderberg, and that the old robber baron technocrats, David Rockefeller, the Bigni Brzezinski, the CFR, were passing things on to the technocrats and people like Eric Schmidt.
[00:46:07.216 --> 00:46:09.937]  And if you go to Infowars.com, we have photos, we have video.
[00:46:10.197 --> 00:46:16.760]  From there, at the Grove Resort and Hotel, where they ran major OSS operations in World War II, you name it.
[00:46:17.020 --> 00:46:22.803]  Where Bilderberg, four years ago, three years ago, every year plans Arab Springs and revolutions.
[00:46:23.123 --> 00:46:24.364]  They need people power.
[00:46:24.884 --> 00:46:32.607]  So they are creating a system to track, control, surveil you, and know your dreams, to then see trends and pre-program you.
[00:46:33.068 --> 00:46:35.809]  All packaged as if it's non-threatening and trendy,
[00:46:36.089 --> 00:46:43.718]  Because look, Warren Buffett's got an ice cream cone, and look, Google's drinking beer, and they've got guys with metrosexual, you know, rainbow socks on.
[00:46:43.898 --> 00:46:50.025]  So, but being behind closed doors, folks, they're, they're globalist operatives saluting in military formation.
[00:46:51.046 --> 00:46:53.349]  That's our intel from inside Microsoft.
[00:46:54.531 --> 00:46:56.454]  From inside Google, inside all of it.
[00:46:56.474 --> 00:46:58.637]  These are military operations.
[00:46:58.657 --> 00:47:00.320]  I mean, I know people that have been in the meetings.
[00:47:01.061 --> 00:47:04.246]  There are top generals in there, cyber security, all of it.
[00:47:04.566 --> 00:47:05.628]  This is unbelievable.
[00:47:05.848 --> 00:47:08.191]  And I told Watson three weeks ago, I said, you've got to get...
[00:47:09.229 --> 00:47:22.740]  There, because they're already setting up, and he was visiting family in France for a couple of weeks, working from France, and then he got back and he finally got there, and it was the mother load of the employees, managers, because it's all hiding in plain view.
[00:47:22.780 --> 00:47:33.508]  The public is in such a trance, they don't see guard shacks being set up and checkpoints, and they're just like, oh yes, we staged the Arab Spring here, we're bringing in global government, we have recordings of this.
[00:47:34.429 --> 00:47:37.152]  Oh yes, Google runs Bilderberg, and we're so important.
[00:47:37.372 --> 00:47:41.516]  The mayor's in the news going, oh I'm so glad Bilderberg's coming here, we're so prestigious.
[00:47:42.036 --> 00:47:44.098]  Oh, protesters are so evil.
[00:47:45.239 --> 00:47:50.104]  Paul Watson, this segment, next segment, for 15 minutes, the next hour, you've got the floor as we expose this.
[00:47:50.704 --> 00:47:59.793]  I know you've got part two tomorrow, but we've got the agenda, everything, and this is confirming what our sources told us, really three years ago, two years ago, a year ago, and three weeks ago.
[00:48:00.333 --> 00:48:04.075]  And I'm so glad you got over there to report on this in the photos and video.
[00:48:04.335 --> 00:48:05.615]  We're up on InfoWars.com.
[00:48:05.635 --> 00:48:12.299]  I know I'm ranting here, but I mean, look at the IRS with our health records now and spying on people.
[00:48:12.719 --> 00:48:23.264]  And imagine Google makes them, you know, look like babies, look like amoebas compared to a T-Rex in the damage they can do.
[00:48:23.324 --> 00:48:23.884]  Paul Watson.
[00:48:25.543 --> 00:48:26.504]  Well, that's right, Alex.
[00:48:26.564 --> 00:48:31.389]  I mean, Google really is setting itself up as, you know, the beast system.
[00:48:31.990 --> 00:48:38.597]  And we went to the Grove Hotel in Hertfordshire on Friday, expecting to dig up some dirt about Bilderberg.
[00:48:38.997 --> 00:48:43.582]  We actually ended up uncovering an even bigger story, which is the fact, as you said,
[00:48:44.202 --> 00:48:49.288]  Builderberg, along with other high-profile networks, are being merged into Google.
[00:48:49.748 --> 00:48:59.638]  And in fact, we discovered that the Google Zeitgeist Conference, which has been described by the London Independent as a cuddlier version of the Bilderberg Group,
[00:49:00.499 --> 00:49:03.860]  Is taking place in about a week's time.
[00:49:03.920 --> 00:49:09.881]  I think it begins at the same location as Bilderberg does just 10 days after.
[00:49:09.961 --> 00:49:11.142]  And again, there's that meme.
[00:49:11.162 --> 00:49:11.842]  There's that meme.
[00:49:12.182 --> 00:49:13.162]  It's cuddly.
[00:49:13.502 --> 00:49:15.003]  They're breaking into your computers.
[00:49:15.363 --> 00:49:19.444]  It's run by the Pentagon and North Com and foreign governments.
[00:49:19.804 --> 00:49:20.984]  We've got your medical records.
[00:49:21.004 --> 00:49:21.684]  We're going to use them.
[00:49:21.704 --> 00:49:23.245]  We're going to steal your bank accounts too.
[00:49:23.525 --> 00:49:24.865]  We want to know where all your money's at.
[00:49:24.965 --> 00:49:28.766]  NSA admits they're spying on us without warrants through Google, but it's
[00:49:29.526 --> 00:49:30.747]  It's cuddly, Paul!
[00:49:32.648 --> 00:49:33.809]  Well, here's the fact.
[00:49:34.009 --> 00:49:38.913]  I mean, Schmidt was obviously a major donor to Obama's political campaigns.
[00:49:39.153 --> 00:49:42.055]  They actually offered him the position of Treasury Secretary.
[00:49:42.095 --> 00:49:42.876]  He turned it down.
[00:49:43.536 --> 00:49:46.498]  He was a major advisor to Obama's political campaign.
[00:49:47.619 --> 00:49:55.244]  In Britain, Google representatives have met with the current Conservative government 23 times since 2010.
[00:49:56.846 --> 00:50:02.930]  So both in America and in Britain, the Google government relationship is cozier than ever.
[00:50:03.370 --> 00:50:10.035]  And in fact, David Cameron, four years before he became Prime Minister, addressed the Google Zeitgeist Conference in 2006.
[00:50:10.955 --> 00:50:12.537]  Chancellor George Osborne
[00:50:13.177 --> 00:50:16.159]  visited and gave a speech at Google Zeitgeist in 2011.
[00:50:17.039 --> 00:50:21.082]  Two weeks later he was in Switzerland at the Bilderberg Conference in St.
[00:50:21.122 --> 00:50:21.502]  Moritz.
[00:50:21.542 --> 00:50:23.523]  So the crossover is clear.
[00:50:23.863 --> 00:50:29.526]  Bill Clinton, a major Google Zeitgeist speaker, of course he was at the 91 Bilderberg meeting.
[00:50:29.546 --> 00:50:32.228]  They groomed him before he became president.
[00:50:33.226 --> 00:50:34.287]  And just it goes on and on.
[00:50:34.347 --> 00:50:38.228]  Prince Charles, the memberships at the top are basically the same.
[00:50:38.308 --> 00:50:42.470]  So this is why we say Bilderberg is being merged into Google.
[00:50:42.730 --> 00:50:44.531]  That's why we coined the term Googleberg.
[00:50:45.492 --> 00:50:52.555]  And it's all part of this technocratic revolution that Eric Schmidt brags about at these Google Zeitgeist conferences.
[00:50:52.895 --> 00:51:02.270]  Also bragged that they're going to have web IDs and taxes selectively enforced to shut down their competition and ban people off the web that are troublemakers.
[00:51:02.511 --> 00:51:03.392]  And Paul, again...
[00:51:04.384 --> 00:51:20.096]  Our sources, and we confirmed this in Switzerland, we confirmed this last year, more and more the old attendees are dying or leaving, and it is Google, it is Facebook, it is Apple, and now from our sources they said go there, basically it's a mega Bilderberg meeting.
[00:51:20.377 --> 00:51:24.760]  Meetings before, during, and after, and they're passing the torch to Google.
[00:51:25.080 --> 00:51:28.082]  This is a big deal, and now you are able
[00:51:28.903 --> 00:51:32.492]  To confirm from our source what's on the agenda.
[00:51:33.193 --> 00:51:36.080]  And we also indexed that with some WikiLeaks information.
[00:51:36.100 --> 00:51:36.801]  I mean, this is big.
[00:51:38.618 --> 00:51:52.762]  Well, exactly, we've got the agenda and we've also got reports like the one out of the London Telegraph which described Google Zeitgeist as, quote, one of the most high-powered gatherings of business leaders, thinkers and those that are considered to generally shape the global future.
[00:51:53.403 --> 00:51:57.964]  Another report compared it to the Davos Economic Forum which just happened in January.
[00:51:58.384 --> 00:52:00.725]  So this is a major, major conference.
[00:52:01.585 --> 00:52:03.367]  Almost exactly the same as Bilderberg.
[00:52:03.407 --> 00:52:04.589]  It's closed to the public.
[00:52:04.969 --> 00:52:10.155]  The hotel has to organize with state security to protect the function.
[00:52:10.495 --> 00:52:12.257]  The public aren't allowed anywhere near it.
[00:52:12.618 --> 00:52:14.520]  And yet, hardly anybody knows about it.
[00:52:14.640 --> 00:52:20.687]  People have started to lift the veil from Bilderberg, which is probably why they're trying to merge it into these
[00:52:21.367 --> 00:52:25.070]  As you said, you know, trendy metrosexual groups.
[00:52:25.190 --> 00:52:35.176]  I called it the rebranding of authoritarian anti-democratic power networks into trendy philanthropic style forums because that's exactly what it is.
[00:52:35.637 --> 00:52:42.041]  If you go and watch the Google Zeitgeist speeches, there's a YouTube channel where they release what they want to put out there.
[00:52:42.801 --> 00:52:44.763]  It's basically Eric Schmidt saying,
[00:52:45.623 --> 00:52:51.086]  Look, we know people are constantly glued to their smartphones, but that's not enough.
[00:52:51.226 --> 00:52:56.569]  I mean, even though all the studies show it's making people desperately unhappy, it's literally rewiring their brains.
[00:52:57.310 --> 00:53:05.074]  He says that's not enough, and he wants a complete transhumanist future where, forget Google Glass, there's going to be a Google chip implanted in your brain.
[00:53:05.374 --> 00:53:09.277]  He wants cars that drive themselves, obviously tracking your every movement.
[00:53:09.317 --> 00:53:11.398]  Oh yeah, this gives them total control.
[00:53:12.319 --> 00:53:20.245]  And tell folks the photos you and others took, I've got them on screen for TV viewers, of the transhumanist dead body being taken over by the robot.
[00:53:20.505 --> 00:53:26.911]  And the message of the sculpture is that the old human is dead, and then the machine rewires as it kills humanity.
[00:53:26.971 --> 00:53:30.313]  This is the technocratic plan, and this is where they like to meet.
[00:53:30.854 --> 00:53:36.679]  I mean, this is unbelievable, all the videos and photos you've got in your report at InfoWars.com.
[00:53:38.260 --> 00:53:50.808]  Well, it's... The hotel is surrounded by a vast, sprawling estate, 300 acres, an 18-hole golf course, and these beautiful gardens, but they're full of these weird statues.
[00:53:51.129 --> 00:53:54.031]  As you mentioned, one is a half-human, half-skeleton.
[00:53:54.671 --> 00:53:56.112]  Crawling out of a pond.
[00:53:56.692 --> 00:54:00.115]  There are other kind of transhumanist statues in that garden.
[00:54:00.635 --> 00:54:03.877]  And just the whole place is very strange to say the least.
[00:54:03.937 --> 00:54:05.939]  It's extremely ornate and beautiful.
[00:54:07.440 --> 00:54:10.241]  Inside, we managed to get a look at some of the conference rooms.
[00:54:10.342 --> 00:54:16.005]  Actually, in the major conference room in the hotel, you could see they were rigging up something in the roof.
[00:54:16.045 --> 00:54:20.768]  They were obviously setting it up for a major conference, which is probably the Google's eye, guys.
[00:54:20.809 --> 00:54:23.931]  But one of the hotel managers actually told us that
[00:54:24.671 --> 00:54:29.517]  They've got four or five major conferences coming up in May, June and July.
[00:54:30.098 --> 00:54:32.541]  One's Google, one's Bilderberg, we don't know what the others are.
[00:54:32.881 --> 00:54:37.107]  But this seems to be a central hub for the elite's agenda in Britain.
[00:54:37.507 --> 00:54:41.652]  It's literally about a 15-minute drive from Heathrow Airport.
[00:54:41.672 --> 00:54:43.214]  The word we got is that...
[00:54:44.306 --> 00:54:58.460]  Is that look at this, it's bigger than Bilderberg, there's a merger and they're basically permanently moving into that area because it's surrounded by the old OSS, MI6 command bases in the area.
[00:54:58.540 --> 00:55:03.005]  Basically that entire area has been a globalist command base all along.
[00:55:04.636 --> 00:55:12.219]  Yeah, in fact on their own website they brag about how people have been eating and mating there for 9,000 years.
[00:55:12.680 --> 00:55:14.961]  So it's obviously a very sacred place for them.
[00:55:15.561 --> 00:55:20.103]  And it's a routine haunt of celebrities and global elitists.
[00:55:20.543 --> 00:55:26.546]  In fact, it's renowned as a place where celebrities and politicians go to not be bothered.
[00:55:26.966 --> 00:55:37.010]  In fact, when we went there, the entire Manchester City football team was staying the night before the FA Cup Final, which is Britain's version of the Super Bowl, for soccer.
[00:55:37.410 --> 00:55:39.871]  So, rich, very rich people.
[00:55:39.911 --> 00:55:42.652]  I mean, the Presidential Suite is £1,000 a night.
[00:55:42.692 --> 00:55:44.893]  That's, you know, $1,700 a night.
[00:55:45.793 --> 00:55:47.834]  It's a major sprawling complex.
[00:55:47.894 --> 00:55:50.434]  It's completely different to Chantilly or St.
[00:55:50.475 --> 00:55:52.835]  Moritz, which are relatively small in comparison.
[00:55:53.256 --> 00:55:53.996]  And the access
[00:55:54.776 --> 00:56:13.631]  ...is basically terrible in terms of a protester, from the viewpoint of a protester, because there's two long driveways on both the front and back entrances, and it's very difficult to not only get near the hotel, but there are few areas to stand around it, as there was in St.
[00:56:13.671 --> 00:56:17.574]  Moritz, there was a huge embankment which you could get 300 protesters on.
[00:56:18.034 --> 00:56:20.857]  Looks like we're just going to have to stand along the side of the road,
[00:56:21.357 --> 00:56:32.823]  It's not going to be great in terms of congregation, but that's why they've chosen this venue, because of its remoteness and because of the terrible access for anybody who tries to get near it to protest.
[00:56:33.044 --> 00:56:35.745]  Now, Paul, that's the difference between half empty, half full.
[00:56:35.845 --> 00:56:39.707]  I agree with you, but that actually makes it better, because you've only got two entrances.
[00:56:39.767 --> 00:56:41.869]  The back entrance is the shorter one.
[00:56:42.269 --> 00:56:45.691]  We'll be able to station reporters on both ends of that.
[00:56:46.511 --> 00:56:51.599]  And then that makes it harder for them to get past us without us getting video.
[00:56:52.100 --> 00:57:00.332]  We've also got to get the red filters for all the cameras, folks, so you can shoot through the tent or your cameras won't catch them.
[00:57:00.352 --> 00:57:01.433]  But if you put a red filter,
[00:57:02.294 --> 00:57:03.997]  Over your camera, you will have them.
[00:57:04.017 --> 00:57:06.460]  Just a little tip to all the demonstrators and people.
[00:57:06.740 --> 00:57:19.057]  And I've never seen such pre-demonization by the mayor, this woman, saying, you know, they're so royal, we're so lucky to have them coming here, but the rebel undoubtedly will be violent.
[00:57:19.858 --> 00:57:21.259]  Scum protesters.
[00:57:21.299 --> 00:57:24.660]  I mean, I can't believe she's in the... Plus, I thought Bilderberg didn't exist.
[00:57:24.740 --> 00:57:30.503]  Usually they just say, there's insane people imagining the helicopters landing and the troops.
[00:57:31.063 --> 00:57:33.984]  There's insane schizophrenics have come to town.
[00:57:34.004 --> 00:57:36.785]  But instead she's like, there's a rabble!
[00:57:37.266 --> 00:57:41.828]  I'm so glad to... Thank God we're elite enough to have them, though.
[00:57:42.128 --> 00:57:43.088]  I'm so honored.
[00:57:43.308 --> 00:57:44.109]  I'm sorry, Paul.
[00:57:44.149 --> 00:57:46.810]  I'm shifting into my Englishness for a moment.
[00:57:48.752 --> 00:57:53.434]  Well, I mean, she's come out and basically demonized the protesters as being violent.
[00:57:54.155 --> 00:57:57.456]  There's never been a violent incident at a Bilderberg protest.
[00:57:57.476 --> 00:58:03.059]  There was some weird thing in Switzerland where they tried to frame up some people for a bomb threat, which turned out to be nonsense.
[00:58:03.399 --> 00:58:05.400]  Yeah, that was staged by other people, yeah.
[00:58:05.660 --> 00:58:07.081]  That was an excuse to move everybody back.
[00:58:07.301 --> 00:58:08.302]  And they'll do that here, too.
[00:58:08.622 --> 00:58:09.382]  It's for your safety!
[00:58:09.662 --> 00:58:10.383]  Get back there, mate!
[00:58:10.563 --> 00:58:11.444]  I'll have to arrest you!
[00:58:11.484 --> 00:58:12.104]  Have you deported?
[00:58:12.464 --> 00:58:14.165]  We're protecting criminals inside.
[00:58:14.405 --> 00:58:18.328]  Busy stealing our pension funds and overrunning the country with third-world populations.
[00:58:18.808 --> 00:58:20.589]  Now get back, you Yankee scum!
[00:58:21.350 --> 00:58:26.013]  I'll just show you a little bit of the power of the Royal Guard Brigade!
[00:58:26.833 --> 00:58:31.457]  And unless it's Scots to quaff it down, deal with the troublemaker.
[00:58:31.778 --> 00:58:33.659]  Look at that pumpkin-headed yank.
[00:58:34.020 --> 00:58:35.601]  That's the one, Alex Jones.
[00:58:35.981 --> 00:58:45.630]  I want you to know, young man, we'll be watching you continually while we protect the transhumanists putting cancer viruses in our children's shots.
[00:58:49.513 --> 00:58:53.477]  This is GCN, the Genesis Communications Radio Network.
[00:58:56.952 --> 00:59:03.935]  A little over a year ago, I began to do a lot of research into why, even if I had a pretty good-sized meal, that I was still starving.
[00:59:04.175 --> 00:59:21.803]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:59:22.043 --> 00:59:26.165]  I then searched out the best vitamin and mineral company out there.
[00:59:27.106 --> 00:59:36.051]  And once you've got that, you don't have to eat as much to be satisfied.
[00:59:36.372 --> 00:59:42.436]  I've lost 37 pounds in two months simply getting the vitamins and minerals I need.
[00:59:42.556 --> 00:59:43.737]  And check it out for yourself.
[00:59:43.957 --> 00:59:44.697]  It's incredible.
[00:59:44.837 --> 00:59:53.883]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:59:54.043 --> 00:59:55.885]  That's Infowarsteam.com.
[00:59:59.832 --> 01:00:01.736]  Waging war on corruption.
[01:00:02.217 --> 01:00:05.002]  Alex Jones on the GCM Radio Network.
[01:00:11.618 --> 01:00:15.781]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:16.441 --> 01:00:17.242]  You want answers?
[01:00:18.023 --> 01:00:18.943]  Well, so does he.
[01:00:18.963 --> 01:00:23.246]  He's Alex Jones on the GCN Radio Network.
[01:00:23.767 --> 01:00:27.810]  And now, live from Austin, Texas, Alex Jones.
[01:00:34.071 --> 01:00:43.017]  All right, Catherine Albrecht is going to be with us about 10 or 15 after Paul Watson is with us, breaking undoubtedly what is some of the biggest Bilderberg news ever.
[01:00:43.737 --> 01:00:45.518]  Google is merging with it.
[01:00:45.538 --> 01:00:50.782]  I mean, we know they've been merging, but now they're officially merging it with a total surveillance grid.
[01:00:51.122 --> 01:00:52.603]  They're demonizing demonstrators.
[01:00:52.623 --> 01:00:54.144]  Here's the Watford Observer.
[01:00:54.604 --> 01:01:02.810]  For new listeners, the Bilderberg group is one of the top globalist crime syndicate meeting places, where they buy and sell our politicians in violation of federal law.
[01:01:03.570 --> 01:01:08.933]  The Grove Hotel set to host Bilderberg outside London, one of the most elite hotels in the world.
[01:01:09.894 --> 01:01:15.057]  Watson went and stayed there Friday night, and she talks about how, I'm worried about violence.
[01:01:15.077 --> 01:01:17.439]  These protesters are always violent.
[01:01:17.939 --> 01:01:22.322]  She goes, I feel lucky that we're elitist enough to have them.
[01:01:22.902 --> 01:01:25.424]  I'm concerned about the use of police resources, but it's good.
[01:01:26.204 --> 01:01:29.509]  The Grove has been deemed a prestigious enough venue.
[01:01:29.529 --> 01:01:41.827]  Oh, so they've gone from Bilderberg not existing to, it's prestigious enough, perhaps I can chew on the, on the, uh, on the skin growths of David Rockefeller's big toe.
[01:01:43.348 --> 01:01:46.730]  The mayor probably wants to suck on David Rockefeller's toes.
[01:01:47.691 --> 01:01:48.411]  I'm sorry, folks.
[01:01:48.431 --> 01:01:48.992]  A little humor.
[01:01:49.672 --> 01:01:49.992]  I'm sorry.
[01:01:50.012 --> 01:01:51.033]  Let's go back to Paul Watson.
[01:01:51.273 --> 01:01:53.334]  Paul, I cannot say how big this is.
[01:01:53.354 --> 01:01:55.836]  I mean, we've got their agenda early.
[01:01:55.916 --> 01:01:57.316]  Our sources have been confirmed.
[01:01:57.617 --> 01:01:58.757]  It's a giant Google nest.
[01:01:58.777 --> 01:02:02.319]  You said you saw them, you know, setting up guard nest.
[01:02:02.399 --> 01:02:04.961]  And they talked a lot to you the first day.
[01:02:04.981 --> 01:02:05.741]  You got a lot of intel.
[01:02:05.761 --> 01:02:08.703]  Then they obviously had it under surveillance and freaked out the next day.
[01:02:09.484 --> 01:02:11.725]  You've got a lot of this recorded, too, if anybody doubts it.
[01:02:13.257 --> 01:02:30.410]  Well yeah, isn't it ironic that the Watford Mayor is talking about violence when the President of the Supreme Court of Italy and the guy who investigated the assassination attempt on the Pope came out a few weeks ago and said the Bilderberg Group is involved in terrorist attacks in Gladio.
[01:02:30.730 --> 01:02:31.551]  I've got the evidence.
[01:02:32.071 --> 01:02:34.493]  Watford Observer's not talking about that, are they?
[01:02:34.513 --> 01:02:38.156]  They're talking about non-existent violence from peaceful protesters.
[01:02:38.216 --> 01:02:39.877]  Shut your mouth, rabble!
