[00:00:13.212 --> 00:00:14.473]  They fled from tyranny.
[00:27:54.977 --> 00:27:59.057]  And now, you can become a micro-distributor of the Info Wars magazine.
[00:27:59.077 --> 00:28:03.098]  Plus, get your own copy delivered right to your door each and every month.
[00:28:03.638 --> 00:28:12.260]  And if you're tired like I am of you and your family being exposed to polluted drinking water, get the Pro One High Performance Water Filter.
[00:28:12.581 --> 00:28:18.602]  It gets rid of all pathogenic bacteria, cysts, fluoride, heavy metals, and numerous other contaminants.
[00:28:20.327 --> 00:28:24.350]  So join the revolution at Infowarshop.com.
[00:28:29.152 --> 00:28:32.094]  Jakari Jackson here, and I want to talk to you for a second about water.
[00:28:32.735 --> 00:28:40.139]  You know about Pro-Pure, our flagship water purification system, but check out some of our portable water filter products at Infowarsstore.com.
[00:28:40.720 --> 00:28:42.401]  The Clearly Filtered Water Pitcher.
[00:28:43.161 --> 00:28:47.244]  Also, for those of you on the go, we have the Athlete Edition Filtered Water Bottle.
[00:28:48.064 --> 00:28:49.225]  And, the R.A.D.
[00:28:49.326 --> 00:28:52.569]  Eliminator Pro-Filtered Sports Bottle that removes radiation.
[00:28:53.050 --> 00:28:55.973]  And keep in mind, we have replacement filters for all of these products.
[00:28:56.613 --> 00:28:59.617]  The ever-popular grab-and-go bag favorite, the LifeStraw.
[00:29:00.237 --> 00:29:02.299]  The Crystal Quest Shower Filter System.
[00:29:03.441 --> 00:29:06.324]  And the Aquapod Kit, great for mass storage of water.
[00:29:07.864 --> 00:29:12.769]  And while you're at the InfoWars shop, pick up a copy of our latest book, 31 Days to Survival.
[00:29:13.369 --> 00:29:19.054]  You can find all this and more at the InfoWarsStore.com, and don't forget it's your support that funds our operation.
[00:29:19.475 --> 00:29:23.599]  Sign up for our free newsletter at InfoWars.com forward slash newsletter.
[00:29:28.510 --> 00:29:32.512]  InfoWars Magazine is more than just our answer to the internet kill switch.
[00:29:33.192 --> 00:29:47.077]  We're also going back to the roots of this country, when our founders, for a decade before 1776, known as the Pamploteers, with hundreds of little printing presses in every colony, got out the real news, the real information, and countered the system.
[00:29:47.398 --> 00:29:52.199]  This is tailored design with the truth to wake up your friends and family.
[00:29:52.480 --> 00:29:55.521]  This is the 21st century version of the Pamploteers.
[00:29:56.121 --> 00:29:59.523]  Get them at Infowarshop.com or Infowarsstore.com.
[00:29:59.983 --> 00:30:01.223]  Sign up and buy them in bulk.
[00:30:01.703 --> 00:30:12.508]  Sign up and be a micro-distributor for a full year to buy them in bulk and get one of the new stands added or sign up and get 12 issues delivered to your door or give a gift subscription.
[00:30:12.788 --> 00:30:16.310]  Whatever you do, be part of the fight and I want to salute
[00:30:16.630 --> 00:30:28.704]  And thank all of you that are subscribers and are getting the magazine in bulk or who have ever come to InfoWarsTore.com and bought any of our products because we are supported by patriots and liberty lovers like you.
[00:30:29.085 --> 00:30:30.607]  We couldn't do it without you.
[00:30:38.683 --> 00:30:40.825]  We are back on the InfoWars Nightly News.
[00:30:40.885 --> 00:30:58.361]  Joining us now is Rob Jacobson, who's worked behind the scenes for now more than eight years, mainly behind the scenes at InfoWars, to talk about what happened over the weekend at South by Southwest, which, for those who don't know, is a huge music and movie and interactive event festival.
[00:30:58.742 --> 00:30:59.783]  Lots of special guests.
[00:31:00.223 --> 00:31:12.914]  Hundreds and hundreds of people and bands and groups handing out things in the streets, flyers, promotional materials, but our street team got cited by police for handing out these magazines.
[00:31:12.974 --> 00:31:24.543]  Of course, you can get subscriptions of the Infowars magazine, you can hand them out in bulk, but they were handing them out for free on the streets of Austin and were cited by police for something there's no code for.
[00:31:24.943 --> 00:31:26.885]  We know that because we called the police station
[00:31:27.285 --> 00:31:36.957]  And found that there was nothing to enforce the event or someone in the city we're trying to figure out exactly what had pressured them to give a warning citation to one of our people.
[00:31:37.538 --> 00:31:41.322]  They later backed off and we found that most of the police actually didn't agree with that.
[00:31:41.362 --> 00:31:45.688]  We have one clip here of a police officer saying he wasn't handing out citations.
[00:31:45.748 --> 00:31:46.409]  Can we roll that now?
[00:31:47.193 --> 00:31:49.555]  Can you get the sergeant for me?
[00:31:49.655 --> 00:31:51.277]  Is there anything specific that you need to ask?
[00:31:51.297 --> 00:31:56.761]  Yes, I'd like to... I'm not going to call up the sergeant and ask out here unless you need something that you need right now.
[00:31:56.781 --> 00:31:59.944]  Yeah, there are people receiving citations for handing things out.
[00:32:00.384 --> 00:32:00.725]  Where?
[00:32:00.925 --> 00:32:02.606]  I need a specific instance.
[00:32:02.646 --> 00:32:04.408]  There's one citation.
[00:32:04.608 --> 00:32:05.008]  Okay.
[00:32:05.028 --> 00:32:08.732]  There's a phone number right here that you can probably call.
[00:32:08.852 --> 00:32:10.613]  Are you handing out any citations today?
[00:32:10.693 --> 00:32:11.134]  No, I'm not.
[00:32:14.502 --> 00:32:15.763]  So we sent reporters down there.
[00:32:15.803 --> 00:32:17.725]  That was David Ortiz speaking with police.
[00:32:17.785 --> 00:32:19.106]  We spoke with police also.
[00:32:19.146 --> 00:32:20.567]  They said they weren't enforcing it.
[00:32:20.888 --> 00:32:23.210]  There's no law or policy they were aware of.
[00:32:23.650 --> 00:32:24.431]  It just happened.
[00:32:24.491 --> 00:32:29.915]  So, of course, Alex decided to go down and protest it because it's selective infringement of free speech.
[00:32:30.256 --> 00:32:31.617]  There's really no reason to do it.
[00:32:31.677 --> 00:32:34.720]  Again, people are handing out promotions all over downtown Austin.
[00:32:35.080 --> 00:32:36.201]  Rob Jacobson, you were there.
[00:32:36.261 --> 00:32:39.724]  Tell us what happened at the protest and what you think about this free speech issue.
[00:32:39.824 --> 00:32:41.185]  Well, thanks, Aaron.
[00:32:41.225 --> 00:32:57.379]  I'm glad, first of all, when we went down there, there were about 150-200 people who showed up, and it was really exciting to see that many people show up at such short notice, because, Aaron, this is a really important subject, freedom of speech and selective enforcement going on at the same time.
[00:32:57.519 --> 00:33:02.663]  I mean, when South By rolls into town, it really is like the circus has rolled into town.
[00:33:02.703 --> 00:33:05.666]  There's entertainers, movie people, just
[00:33:06.286 --> 00:33:09.088]  Characters of all sort here to promote themselves.
[00:33:09.108 --> 00:33:10.089]  Celebrities and VIPs.
[00:33:10.189 --> 00:33:10.830]  Everything.
[00:33:10.870 --> 00:33:12.271]  You can see anybody.
[00:33:12.311 --> 00:33:17.194]  You see everybody and everybody in town for this week and they're handing out their palm cards.
[00:33:17.234 --> 00:33:18.856]  They're handing out CDs.
[00:33:18.896 --> 00:33:20.257]  They're handing out videos.
[00:33:20.337 --> 00:33:22.538]  They're doing performances on the street.
[00:33:22.899 --> 00:33:23.959]  They got t-shirts.
[00:33:23.979 --> 00:33:27.582]  They got everything you could think of and it's going on right now.
[00:33:27.662 --> 00:33:28.063]  If you just
[00:33:28.983 --> 00:33:35.625]  You could just go downtown right now and get any type of this merch being hand out to everybody on the street.
[00:33:35.665 --> 00:33:47.388]  And it was surprising, I guess, for everybody to find out that when our street team went down there to hand out basically what everybody else is entitled to hand out, we got selectively enforced by South by Southwest.
[00:33:47.448 --> 00:33:57.471]  I mean, from what we gather, it's by South by Southwest because the very next day the cops stopped enforcing that, knowing that there was no enforcement
[00:33:58.511 --> 00:33:59.411]  For them to follow.
[00:33:59.632 --> 00:34:03.453]  We can't give someone a ticket if there's no citation, if there's no ordinance.
[00:34:03.493 --> 00:34:07.615]  And there's not, according to anything we can gather, what the police station itself told us.
[00:34:07.815 --> 00:34:14.937]  Plus, I mean, to give a pamphlet of information out on a public street is every American's right to do so.
[00:34:15.017 --> 00:34:17.738]  I mean, we're not, you know, putting anybody in danger.
[00:34:17.758 --> 00:34:19.779]  It's very like America Ground Zero right there.
[00:34:19.839 --> 00:34:20.319]  Exactly.
[00:34:20.339 --> 00:34:21.660]  That's revolution material there.
[00:34:21.880 --> 00:34:44.827]  And on top of that we heard from another person who participated at the event yesterday that also while handing out, I think it was a member of our street team, was telling us that while handing out these magazines, after the cops were told not to enforce the citation, a bouncer came out and basically bowed up to a member of our street team and said you can't
[00:34:45.787 --> 00:34:47.149]  I think it was Max, actually.
[00:34:47.669 --> 00:34:51.773]  By the way, we have some footage of some of the people on the street team handing out the magazines.
[00:34:51.793 --> 00:34:53.094]  You could do this, too, in your area.
[00:34:53.434 --> 00:34:59.180]  But yeah, we're getting harassed downtown when there's just hundreds, maybe even thousands of groups trying to promote whatever it is.
[00:34:59.220 --> 00:35:02.763]  They're into a band or some kind of special deal, whatever it is.
[00:35:03.163 --> 00:35:04.284]  Everyone's trying to promote.
[00:35:04.325 --> 00:35:08.969]  Nobody's necessarily trying to sell anything, per se, just by handing something out on the street.
[00:35:09.269 --> 00:35:18.593]  I think for most artists, South By is about networking, it's about getting to know other people, getting the word out about yourself, and that's exactly what we were doing.
[00:35:18.613 --> 00:35:30.458]  We were getting our word out, we have a message about what's going on in this country, we also have a message about where to find this information, and we have every entitlement to go down there just like everybody else does, and to
[00:35:31.358 --> 00:35:41.730]  Get the word out on the street of what we're up to and for the cops to come down and then for even worse for South by themselves to come down get their bouncer to bow up to our guys.
[00:35:41.750 --> 00:35:43.232]  It's ridiculous.
[00:35:43.292 --> 00:35:46.175]  I mean South by Southwest does come into town.
[00:35:46.576 --> 00:35:49.499]  It does have the city does have this kind of feeling like
[00:35:50.160 --> 00:35:55.284]  They're dominating the entire city, but that doesn't mean they are dominating the city, and the citizens still have their rights.
[00:35:55.304 --> 00:35:59.008]  They're an important and noted fixture, but yeah, our rights don't go away because they're having a festival.
[00:35:59.028 --> 00:36:00.329]  And by the way, it's decentralized.
[00:36:00.349 --> 00:36:03.291]  They use hundreds, dozens of event locations.
[00:36:03.311 --> 00:36:03.672]  Exactly.
[00:36:03.712 --> 00:36:06.534]  It's not all just at one central convention center or something.
[00:36:06.554 --> 00:36:06.954]  No.
[00:36:06.974 --> 00:36:08.336]  That's only one of the locations they use.
[00:36:08.356 --> 00:36:09.256]  There's hundreds of bars all over.
[00:36:09.276 --> 00:36:14.241]  Now, we're about to go to the video clip in just a moment, but tell us briefly what happened at the actual protest with Alex.
[00:36:14.915 --> 00:36:17.216]  Well, briefly what happened is Alex protested.
[00:36:17.256 --> 00:36:17.777]  He showed up.
[00:36:17.817 --> 00:36:20.258]  There was a lot of participants that showed up as well.
[00:36:20.338 --> 00:36:28.623]  And he basically made it clear to the cops who were involved, who were there, who all seemed like they were all in agreement with Alex.
[00:36:28.683 --> 00:36:32.985]  Like it was a ridiculous thing to even be suggested that there be selective enforcement like that.
[00:36:33.746 --> 00:36:42.611]  And there was a lot of security people who were behind the scenes that kind of approached the glass and took a look at us and then walked away with their little earpieces.
[00:36:42.671 --> 00:36:44.693]  But they heard us and the cops backed off.
[00:36:44.733 --> 00:36:50.457]  So here's the InfoWars magazine some people in the city of Austin and indeed around the globe don't want you to see.
[00:36:50.737 --> 00:37:00.885]  Let's go now to the piece David Knight put together showing us that South by Southwest protest and why it fits in with the spirit of independence we're trying to promote here at InfoWars.com.
[00:37:03.887 --> 00:37:05.929]  March 6th, 1836.
[00:37:05.969 --> 00:37:08.471]  The Battle for the Alamo.
[00:37:09.902 --> 00:37:11.143]  177 years ago.
[00:37:11.944 --> 00:37:13.945]  We still remember and celebrate their bravery.
[00:37:14.886 --> 00:37:15.967]  But what did they die for?
[00:37:16.467 --> 00:37:18.028]  It wasn't Anglo versus Mexican.
[00:37:18.688 --> 00:37:22.491]  It was people of every tongue, tribe, and race standing against tyranny.
[00:37:23.752 --> 00:37:24.933]  They could have gone along quietly.
[00:37:25.854 --> 00:37:26.814]  They could have surrendered.
[00:37:27.575 --> 00:37:28.716]  And surrendered their freedoms.
[00:37:29.396 --> 00:37:29.876]  But they didn't.
[00:37:30.997 --> 00:37:34.520]  They drew their line in the sand and said, we'll die before we give up our freedoms.
[00:37:35.728 --> 00:37:43.913]  Well, Colonel Travis drew a line in the sand at the Alamo, and 60 years before the Alamo, the founders of this country drew the line at a small tax on tea.
[00:37:45.253 --> 00:37:47.314]  Where do you draw the line on tyranny?
[00:37:49.115 --> 00:37:56.920]  As I returned to Austin, I found that like cities all over America, corporatists were trying to deny basic freedoms by intimidation.
[00:37:58.095 --> 00:38:00.876]  South by Southwest is big business here in Austin.
[00:38:01.576 --> 00:38:07.538]  It's a huge industry show for music, film, and interactive media, and they seem to think they own Austin for that week.
[00:38:08.678 --> 00:38:17.400]  As InfoWars is handing out our monthly magazine for free, South by Southwest got some Austin police officers to issue warnings, then tickets, when we wouldn't stop.
[00:38:18.340 --> 00:38:23.902]  But there is no ordinance against handing out free information on public streets, whether or not South by Southwest is in town.
[00:38:26.506 --> 00:38:28.607]  I told you they couldn't hand him out!
[00:38:28.627 --> 00:38:29.147]  We got a ticket!
[00:38:43.131 --> 00:38:47.993]  And this cop, he was giving out warnings to everybody, even people that were giving away free logs.
[00:38:48.573 --> 00:38:49.954]  Yeah, they got tickets as well.
[00:38:50.574 --> 00:39:01.119]  Actually, this guy was harassing us and saying that we can't give away more magazines because we are not sponsors of Southwest.
[00:39:01.159 --> 00:39:02.280]  Did you hear that?
[00:39:02.400 --> 00:39:09.023]  Now Southwest people are saying that the cops are harassing us because the cops are now behaving like they should under the Constitution.
[00:39:09.503 --> 00:39:11.644]  They're now having
[00:39:13.592 --> 00:39:16.073]  Nothing stops people that aren't backing down!
[00:39:16.373 --> 00:39:20.795]  Nothing stops people that are willing to die!
[00:39:20.875 --> 00:39:22.655]  Nothing stops 1776!
[00:39:22.715 --> 00:39:23.756]  Nothing stops it!
[00:39:46.347 --> 00:39:47.508]  Words for V for Vendetta!
[00:39:48.188 --> 00:39:49.849]  Flesh and blood, it dies!
[00:39:49.869 --> 00:39:53.511]  It's not bulletproof, but ideas!
[00:39:54.312 --> 00:39:57.193]  IDEAS ARE BULLETPROOF!
[00:39:57.333 --> 00:39:58.294]  YOU GOT THAT?
[00:39:58.674 --> 00:40:00.035]  I AM BULLETPROOF!
[00:40:00.295 --> 00:40:01.175]  FOREVER!
[00:40:01.916 --> 00:40:06.358]  We're all bulletproof when we stand in the light and stand for liberty!
[00:40:06.578 --> 00:40:10.641]  And only you tyrants can go straight to hell!
[00:40:16.954 --> 00:40:32.841]  To stand against these straw men, to stand against these thugs, to stand against these control freaks that thought they'd come here with their trendy Hollywood mafia crap and tell us they run our lives and don't run anything!
[00:40:35.845 --> 00:40:40.448]  Liberty or death!
[00:40:41.028 --> 00:40:43.630]  Liberty or death!
[00:41:05.044 --> 00:41:06.664]  The answer to 1984 is 1776!
[00:41:28.800 --> 00:41:31.481]  I can't believe it.
