[00:00:06.659 --> 00:00:07.920]  They fled from tyranny.
[00:24:07.751 --> 00:24:07.951]  note.
[00:24:08.231 --> 00:24:10.193]  And still it was fiat, but it had some gold backing.
[00:24:10.573 --> 00:24:12.475]  And she just was like, acting like I was a terrorist.
[00:24:12.695 --> 00:24:14.776]  I mean, knowledge is almost criminal today.
[00:24:14.956 --> 00:24:16.077]  Yeah, there's one of them right there, Ted.
[00:24:16.277 --> 00:24:18.119]  Tell folks about Kennedy, his executive order.
[00:24:18.639 --> 00:24:26.842]  Well, I mean, Kennedy issued the $5 bill, and it was a Treasury note, and that's speculative as to one of the reasons why he was shot.
[00:24:28.043 --> 00:24:33.865]  What Kennedy did is he bi-stepped the Federal Reserve System and decided to start issuing notes out of the Treasury.
[00:24:34.445 --> 00:24:35.466]  This could be done again.
[00:24:35.826 --> 00:24:44.369]  However, the Federal Reserve System has a clamp, has a clinch on the United States federal government, and they just simply won't allow for that.
[00:24:44.650 --> 00:24:46.150]  There are too many people in power.
[00:24:46.750 --> 00:24:47.931]  Let me show people this real quick.
[00:24:48.411 --> 00:24:51.473]  Since you, okay, Document Cam, I know I'm throwing this at you guys quick.
[00:24:51.493 --> 00:24:52.854]  I know you're aimed at his articles.
[00:24:53.234 --> 00:24:55.816]  Federal Reserve Note.
[00:24:55.876 --> 00:24:58.958]  Let's zoom in on that, then we'll cut back, because I don't have one of the real copies today.
[00:24:58.978 --> 00:25:02.660]  There's actually one somewhere in my office, but it's a big mess in there with so many documents.
[00:25:03.240 --> 00:25:04.781]  Federal Reserve Note.
[00:25:05.342 --> 00:25:13.647]  That's a $20, not dollar bill, Federal Reserve Note that you've got to pay them interest on just to have it, whereas the government should just be issuing it.
[00:25:14.027 --> 00:25:15.388]  Even if they're going to have fiat, it should be them.
[00:25:17.583 --> 00:25:22.186]  Now, so it's a total fraud, a total imposture, a total counterfeit.
[00:25:22.586 --> 00:25:24.588]  Now let's show people a real U.S.
[00:25:24.648 --> 00:25:29.551]  note, 1963, months after signing the executive order to issue it, they blow his head off in Dallas.
[00:25:29.771 --> 00:25:30.712]  Guys, punch that back up.
[00:25:30.972 --> 00:25:31.252]  Boom!
[00:25:31.432 --> 00:25:32.273]  What's it say up at the top?
[00:25:32.573 --> 00:25:34.094]  United States note.
[00:25:34.795 --> 00:25:36.236]  United States note.
[00:25:36.796 --> 00:25:38.177]  United States note.
[00:25:38.737 --> 00:25:40.038]  United States note.
[00:25:40.659 --> 00:25:41.919]  United States note.
[00:25:42.300 --> 00:25:43.320]  Now, let's go over here.
[00:25:43.560 --> 00:25:44.821]  Federal Reserve note.
[00:25:45.562 --> 00:25:46.823]  Federal Reserve note.
[00:25:47.543 --> 00:25:48.844]  Federal Reserve note.
[00:25:48.904 --> 00:25:50.046]  I'm not trying to be obnoxious here.
[00:25:50.066 --> 00:25:51.087]  I'm trying to break programming.
[00:25:51.587 --> 00:25:52.608]  This is a fraud.
[00:25:53.389 --> 00:25:55.131]  Now, that's why we talk about gold and silver.
[00:25:55.151 --> 00:25:56.852]  6,000 years, the ultimate store of wealth.
[00:25:57.092 --> 00:25:57.993]  Hedge against inflation.
[00:25:58.254 --> 00:25:58.774]  Uncertainty.
[00:25:58.814 --> 00:25:59.595]  What's the elite get?
[00:26:00.476 --> 00:26:03.799]  Because it transcends even fiat U.S.
[00:26:03.879 --> 00:26:05.400]  note, or Federal Reserve note even worse.
[00:26:08.071 --> 00:26:08.391]  You know, U.S.
[00:26:08.431 --> 00:26:09.893]  notes are at least like toilet paper.
[00:26:09.913 --> 00:26:12.636]  Federal Reserve notes are like cactus spines.
[00:26:13.016 --> 00:26:14.137]  I mean, it's very painful.
[00:26:14.177 --> 00:26:15.539]  We don't want to use that as toilet paper.
[00:26:15.619 --> 00:26:16.740]  It's beyond toilet paper.
[00:26:17.321 --> 00:26:18.542]  Break that down, Ted.
[00:26:20.584 --> 00:26:22.046]  What these guys don't want us to know.
[00:26:22.446 --> 00:26:28.709]  Well, I mean, the whole point of it is that they've been able to convince our Congress to allow them to create our currency.
[00:26:29.130 --> 00:26:31.251]  And now they are able to buy off our politicians.
[00:26:31.311 --> 00:26:33.192]  Our politicians are addicted to debt.
[00:26:33.232 --> 00:26:34.432]  They love deficit spending.
[00:26:34.673 --> 00:26:42.757]  The last thing they want to do is raise taxes to pay for all these plans and all these new bills that they have in their repertoire.
[00:26:42.797 --> 00:26:44.458]  So they hit you with an inflation tax?
[00:26:45.138 --> 00:26:50.619]  It's much easier to hit you with an inflation tax than it is to raise taxes directly from you.
[00:26:50.979 --> 00:26:52.920]  And so now they're connected to the Federal Reserve.
[00:26:52.940 --> 00:26:57.340]  The Federal Reserve knows that they have this political relationship between the politicians and themselves.
[00:26:57.740 --> 00:27:03.381]  The politicians are going to continue to look to the Federal Reserve System to stimulate the economy, just like it says in Bloomberg.
[00:27:03.882 --> 00:27:05.942]  And that's what we have going on.
[00:27:06.222 --> 00:27:07.282]  Why do we let this happen?
[00:27:07.302 --> 00:27:07.782]  It boggles my mind.
[00:27:07.922 --> 00:27:09.203]  You're saying the programming.
[00:27:11.923 --> 00:27:12.883]  We're good to go.
[00:27:31.969 --> 00:27:34.172]  Well, it's kind of like the Helter Skelter song.
[00:27:34.812 --> 00:27:36.715]  I'm coming down fast, but I'm miles above you.
[00:27:36.755 --> 00:27:38.897]  It's like one guy jumps out of the airplane.
[00:27:39.097 --> 00:27:43.923]  That's maybe the Argentine dollar or the Mexican peso.
[00:27:44.423 --> 00:27:45.104]  It's falling.
[00:27:45.485 --> 00:27:48.748]  But then the dollar's falling too, but it jumped out later, so it's miles above it.
[00:27:49.429 --> 00:27:59.113]  Well, yeah, I mean, when you're talking about the dollar falling at 82.61 down 31 cents, you're measuring it against the European Union, the yen, the pound, the Canadian dollar, the corona.
[00:27:59.533 --> 00:28:01.154]  But the fraud is they've all been dropping.
[00:28:01.234 --> 00:28:01.895]  Right, exactly.
[00:28:01.935 --> 00:28:07.377]  All these countries are trying to... So it's like, oh, look, well, you know, we're just a little bit below them, but it's all going down.
[00:28:07.557 --> 00:28:12.360]  When you're inflating your currency, you're exporting your inflation overseas is what you're doing.
[00:28:12.380 --> 00:28:13.420]  But now it's coming back.
[00:28:13.480 --> 00:28:14.201]  So let me ask you this.
[00:28:14.501 --> 00:28:16.822]  We've already seen our big uptick and they have skewed numbers.
[00:28:16.842 --> 00:28:18.323]  Everybody knows stuff's getting more expensive.
[00:28:18.883 --> 00:28:22.505]  Even mainline experts are now saying, oh, there's going to be some serious inflation later.
[00:28:22.845 --> 00:28:24.026]  When it hits, what does it do?
[00:28:24.406 --> 00:28:28.727]  Well, when it hits, what happens is that the prices of items, goods and services start to rise.
[00:28:28.787 --> 00:28:37.109]  I mean, we're in buying bread at the grocery store, and rather than paying $5 a loaf, now we're paying $7, and then two weeks later, $10, and so on and so forth.
[00:28:37.709 --> 00:28:40.769]  What happens is people start to lose faith in this $20 bill.
[00:28:41.149 --> 00:28:49.651]  And as soon as they get paid, they run down to the grocery store or to the hardware store, whatever they can get that's tangible, that's going to hold its value fast.
[00:28:49.731 --> 00:28:51.312]  And that's why these are always in the same.
[00:28:51.572 --> 00:28:52.992]  They devalue slowly.
[00:28:53.652 --> 00:28:55.175]  And then they really start devaluing.
[00:28:55.656 --> 00:29:00.626]  So, you know, they're devaluing slow, then they start really doing it faster, and then suddenly the devaluation is hyperbolic.
[00:29:00.666 --> 00:29:03.031]  Or if you looked at it on a graph upwards, it kind of goes...
[00:29:04.192 --> 00:29:07.494]  You know, it slowly goes up, and then it goes straight up.
[00:29:08.115 --> 00:29:11.997]  So to show folks, let me show folks a hyperbolic curve here on television.
[00:29:12.297 --> 00:29:17.521]  You know, it starts like that, slow deflation, all of a sudden, and then it goes, and then it shoots 10,000 feet up in one minute.
[00:29:18.001 --> 00:29:28.388]  You know, it took 100 years from 1913 to now to get to this point of devaluation, and now it's just going to go, now it's the, so we're starting to hit that, I mean, how bad will it get?
[00:29:28.488 --> 00:29:29.889]  Well, I mean, that's the issue.
[00:29:29.949 --> 00:29:32.871]  I mean, the thing about it is, is here we are, the people making the cotton.
[00:29:32.891 --> 00:29:33.692]  You like that sound effect?
[00:29:34.392 --> 00:29:37.613]  Yeah, you're talking about what goes on.
[00:29:37.633 --> 00:29:44.535]  I mean, right now, if you take a look at the opposite of that curve of the inflation, you look at the national debt and they match one another.
[00:29:44.575 --> 00:29:48.917]  If you invert one and set next to the next, it'll be the same, that same increase.
[00:29:49.997 --> 00:29:52.558]  As the debt increases, the value of the currency drops.
[00:29:52.658 --> 00:29:59.420]  And they're doing stuff like serving, you know, to keep the hidden horse meat for real beef, bigger packages, air in them.
[00:29:59.440 --> 00:30:00.821]  I mean, that's all coming out too.
[00:30:01.001 --> 00:30:04.545]  Well, yeah, anything you can do to disguise what's really going on.
[00:30:04.585 --> 00:30:07.188]  Because the minute it really starts, then it accelerates.
[00:30:07.429 --> 00:30:11.734]  That's why they use naked shorting to drive down gold and silver, while they themselves are greedily grabbing it.
[00:30:12.034 --> 00:30:12.715]  Right, exactly.
[00:30:12.755 --> 00:30:13.816]  And you can see that right now.
[00:30:13.836 --> 00:30:15.338]  I mean, people like we were talking about earlier.
[00:30:15.398 --> 00:30:20.985]  Soros is in there buying gold, yet at the same time, talking gold down so the rest of the people don't buy it.
[00:30:21.425 --> 00:30:22.826]  You know, so why would he do that?
[00:30:22.866 --> 00:30:24.247]  Well, Soros knows what's going on.
[00:30:24.387 --> 00:30:31.472]  He understands the Federal Reserve System, he understands money, and he understands trading in the leveraged markets better than just about anybody.
[00:30:31.712 --> 00:30:32.532]  Absolutely, Ted.
[00:30:32.933 --> 00:30:33.793]  Well, go ahead.
[00:30:34.194 --> 00:30:38.696]  Well, I mean, that's why people like him are buying the gold and they're putting it away.
[00:30:38.737 --> 00:30:40.378]  They can see the train wreck coming.
[00:30:41.118 --> 00:30:52.351]  We have an economic crash that's happening that's as plain as day, and they're saying, hey, don't worry about it, get in the S&P 500, the Federal Reserve System will continue to add economic stimulus to the economy.
[00:30:52.431 --> 00:31:00.881]  So they're just feeding the fiat garbage, the toxic debt into there, to create the illusion of prosperity, but it's just like gas is $4 a gallon now.
[00:31:01.702 --> 00:31:04.883]  It's not that gas is even worth more, it takes more dollars to buy it.
[00:31:05.223 --> 00:31:07.624]  Same thing with the stock market, or is that oversimplification?
[00:31:07.884 --> 00:31:11.866]  No, that's exactly what it is, because gas is a commodity that trades internationally.
[00:31:12.286 --> 00:31:15.867]  It will reflect, if the dollar's dropping in price, gas will come up in price.
[00:31:15.907 --> 00:31:16.688]  It's a commodity.
[00:31:17.748 --> 00:31:23.230]  If it can't be sold here for $4 a gallon, it'll be shipped overseas and sold over there.
[00:31:23.450 --> 00:31:32.839]  I mean, wherever that inflation will appear, wherever it's happening, it's like you can disguise, you can put lipstick on a pig, but it's still a pig.
[00:31:34.900 --> 00:31:43.228]  From all the economists you track, you do this even more than I do, and I'm obsessed with it, but you've been in this 30 years, I've been in it 16, 17, maybe 5, really understanding it a little bit.
[00:31:44.569 --> 00:31:45.489]  What's the time frame?
[00:31:45.509 --> 00:31:47.330]  What do you think in your gut?
[00:31:48.730 --> 00:31:53.451]  Now the establishment more and more is acting like things are going to get... It's already horrible in Europe and other areas.
[00:31:53.811 --> 00:31:54.891]  Or is there a way to get out of this?
[00:31:55.531 --> 00:31:56.972]  How do you get out of it?
[00:31:56.992 --> 00:31:58.552]  You get to commodities is what you do.
[00:31:58.572 --> 00:31:59.892]  You get away from the dollar.
[00:31:59.932 --> 00:32:04.653]  Anything that has to do with paper, anything that has to do with the system... Sure, that's individually.
[00:32:04.873 --> 00:32:07.974]  But what's the time frame for the overall system retrograde?
[00:32:08.174 --> 00:32:11.856]  Well, I can tell you right now, we're already in it right now, and it's going to accelerate.
[00:32:11.896 --> 00:32:14.197]  Right now, I expect the summer things are going to go along.
[00:32:14.257 --> 00:32:17.418]  I wouldn't be surprised a bit if I see $1,550 again on gold.
[00:32:17.458 --> 00:32:21.580]  But then again, this fall, it wouldn't be surprising at all to see $1,900 gold.
[00:32:21.980 --> 00:32:24.121]  We are in this accelerated process.
[00:32:24.181 --> 00:32:26.843]  The Fed is forced to put more money into it.
[00:32:26.883 --> 00:32:28.543]  We're now on QE infinity, QE4.
[00:32:29.024 --> 00:32:31.265]  We're in an upside-down world where...
[00:32:32.279 --> 00:32:36.202]  Where they can drive gold down a little bit while hyper-inflating things.
[00:32:37.023 --> 00:32:38.524]  But as always, it's the beach ball.
[00:32:38.564 --> 00:32:39.665]  You see the 12-year graph.
[00:32:40.045 --> 00:32:43.168]  Gold goes up, they drop it down a little bit, it always bounces up even more.
[00:32:43.688 --> 00:32:46.511]  So it could even go even higher next time it bounces than 1900.
[00:32:47.231 --> 00:32:47.752]  Exactly.
[00:32:48.252 --> 00:32:57.820]  And the reason why that is, I mean, right now they've added enough stimulus, which is considered, you know, if it was a heroin junkie, they just added enough heroin for the junkie to feel good for a while.
[00:32:58.180 --> 00:32:59.561]  So, what do we have in return?
[00:32:59.821 --> 00:33:09.830]  Stock market's going up, the economy looks good, jobless claims are going down, you know, unemployment numbers are going down, but really what's happening is people are getting off the unemployment... Let's show people a 12-year graft on gold.
[00:33:10.250 --> 00:33:11.491]  Show folks a 12-year graft.
[00:33:11.671 --> 00:33:15.595]  You know, Ted, just in closing here, you've been a great sponsor of mine.
[00:33:16.355 --> 00:33:24.160]  Of all the people that have supported us over the years, the longest continual supporter, other than the general listeners, we've had some that have been supporting us for 17, almost 18 years.
[00:33:24.240 --> 00:33:26.601]  I was doing the math since being on air since late 1995.
[00:33:27.142 --> 00:33:28.623]  You said it's almost 18 years.
[00:33:29.043 --> 00:33:31.765]  I started talking to you in late 96, about a year later.
[00:33:32.725 --> 00:33:32.905]  That's
[00:33:47.922 --> 00:33:52.305]  If people see prices that are lower on the bullion you have, it's almost always a bait-and-switch.
[00:33:52.325 --> 00:33:57.527]  I mean, I see deals, you know, where they're offering a quarter ounce, you know, new $5, you know, gold piece for $178.
[00:33:57.888 --> 00:34:01.730]  Everybody knows they're $415, $450, if you can get them.
[00:34:01.910 --> 00:34:02.991]  A lot of folks bait-and-switch.
[00:34:03.031 --> 00:34:05.552]  They get it and try to wait until it drops to even get your coin.
[00:34:05.832 --> 00:34:10.395]  You've got almost everything on site, what you're advertising you do, in your vaults there in Minnesota.
[00:34:11.335 --> 00:34:23.430]  And the tiny... People need to know, when you're making 3, 4, 5% on a coin, if you're lucky, you were telling me, margins are down so much because of the tough economy and everything, that you've got to pay for brokers, power, all the stuff you're doing.
[00:34:23.751 --> 00:34:27.095]  That is helping you with Genesis Communications, helping you with everything we do.
[00:34:27.876 --> 00:34:30.019]  And how many affiliates does Genesis have now?
[00:34:30.219 --> 00:34:34.361]  Well, Genesis, like you were saying, if we put it all together, it's numbering into the thousands.
[00:34:34.381 --> 00:34:37.103]  And how did that happen?
[00:34:37.143 --> 00:34:40.825]  It happened by all the hard work like you've done with your program.
[00:34:41.205 --> 00:34:43.547]  And it just continues to get bigger and stronger.
[00:34:43.907 --> 00:34:45.308]  But it does take a lot of money.
[00:34:45.348 --> 00:34:46.849]  That studio time is not free.
[00:34:47.209 --> 00:34:51.931]  So the sponsors that I have at Genesis Communications Network, I have to thank.
[00:34:53.132 --> 00:34:54.513]  Great shows like yours, Alex.
[00:34:54.573 --> 00:35:02.698]  I mean, I'm so blessed to be able to have your show on the Genesis Communications Network, and the listeners have been wonderful as well.
[00:35:02.718 --> 00:35:07.381]  It's kind of scary that as radical as my show is, it's now being accepted because it's real.
[00:35:07.781 --> 00:35:13.825]  We're in a radical, extreme time, and it's just amazing, but I mean, you've built
[00:35:14.565 --> 00:35:17.146]  Genesis up since 1997 from nothing.
[00:35:17.787 --> 00:35:19.647]  I knew you before you even had a network as a sponsor.
[00:35:20.548 --> 00:35:22.929]  And it's just important people to go to MidasResources.com.
[00:35:22.949 --> 00:35:30.993]  They can also go to InfoWars.com and on the right hand side we have the two silver dollars with the free shipping, two films and a book for $72.
[00:35:31.433 --> 00:35:35.655]  You're losing money, you told me Ted, on two silver dollars and the free shipping because
[00:35:36.075 --> 00:35:41.439]  I mean, normally two silver dollars right now would be almost $70 from over, you know, from 100 years ago.
[00:35:41.459 --> 00:35:43.080]  So there's a collector thing as well.
[00:35:43.481 --> 00:35:55.229]  But you're talking about the silver dollars adding into that equation, the Obama deception, the book on the dishonest money, and the great animated film on the Federal Reserve and the Rothschilds, American Dream.
[00:35:55.249 --> 00:36:00.353]  I mean, that's a $60 value with the shipping, $10 value, $70 value free.
[00:36:00.593 --> 00:36:03.376]  And you do it to introduce people as a loss leader to the gold and silver.
[00:36:04.256 --> 00:36:07.119]  Well, I mean, the main thing is the education piece that the people get.
[00:36:07.139 --> 00:36:08.280]  By the time they get done reading
[00:36:28.559 --> 00:36:35.164]  The book, Dishonest Money, and by the time they watch our Obama deception and pop in that video of the American Dream, they get it.
[00:36:35.744 --> 00:36:37.986]  And now they know why they need to own gold and silver.
[00:36:38.966 --> 00:36:40.828]  Then we get a chance to do business with them.
[00:36:41.008 --> 00:36:43.690]  And you've got more than half your investments and assets in gold.
[00:36:44.190 --> 00:36:44.730]  Yep, I do.
[00:36:44.830 --> 00:36:48.212]  As a matter of fact, because I do believe in gold, I think it's the best place to be.
[00:36:48.852 --> 00:36:52.474]  When you see what's going on... And how much did you donate for the blimps in Ron Paul Air Force?
[00:36:52.874 --> 00:36:54.815]  Wasn't it like four years ago, like 400 grand?
[00:36:54.835 --> 00:36:57.516]  Yeah, it was in the several hundred thousand range.
[00:36:57.716 --> 00:37:00.857]  But both elections... But my point is, you're a madman.
[00:37:00.917 --> 00:37:03.018]  I mean, you're out there really trying to get the word out.
[00:37:03.398 --> 00:37:12.482]  I mean, you hate the New World Order, and viewers are like, well, I already have the Obama deception, I already have dishonest money, I already have... Get the silver dollars, it's a great deal, and then give people that info.
[00:37:12.702 --> 00:37:13.363]  Right, exactly.
[00:37:13.423 --> 00:37:14.804]  Hand the videos out.
[00:37:15.064 --> 00:37:16.425]  Read the book, pass the book out.
[00:37:16.466 --> 00:37:17.887]  Is it limited how many they can get?
[00:37:18.087 --> 00:37:20.449]  Well, I am going to hold it to one per person.
[00:37:21.110 --> 00:37:24.433]  If you have a friend, family member, whatever, you can get it for them too.
[00:37:24.453 --> 00:37:31.239]  It's just, what I can't do is I can't have somebody order a hundred of these videos and lose, you know... And then sell them on e-mail.
[00:37:31.259 --> 00:37:32.100]  We've already had that happen.
[00:37:32.120 --> 00:37:33.181]  That's exactly what happens.
[00:37:33.821 --> 00:37:37.303]  So, yeah, so we do limit it to one per customer.
[00:37:37.903 --> 00:37:41.565]  However, mom orders one, dad orders one, the kid gets one.
[00:37:41.585 --> 00:37:42.626]  That happens all the time.
[00:37:42.886 --> 00:37:44.587]  And we get it to everybody.
[00:37:44.607 --> 00:37:46.708]  800-686-237.
[00:37:47.168 --> 00:37:50.089]  Anything else you want to add in closing before we go to break and come back with Tex Marsh?
[00:37:50.349 --> 00:37:51.710]  I know he's chomping at the bit out there.
[00:37:51.730 --> 00:37:52.991]  Hey Tex, hey Wanda.
[00:37:53.871 --> 00:37:55.132]  Alright, yeah, they're coming, yeah.
[00:37:56.371 --> 00:37:58.072]  Okay.
[00:37:58.112 --> 00:38:07.835]  I just wanted to say that it's important that you don't lose faith in the gold and silver just because we're watching the prices go down and the stock market is hot at this time.
[00:38:08.376 --> 00:38:10.456]  That's the best time to be getting into gold and silver.
[00:38:10.796 --> 00:38:22.041]  If you wait until we have the next economic crises, like when George Bush was asking for TARP and gold is running from $600 to $1,900 an ounce, you can get caught into the excitement of it.
[00:38:23.001 --> 00:38:23.381]  I believe.
[00:38:23.401 --> 00:38:25.703]  Well, you know, I didn't buy for years now that it's gone down a little bit.
[00:38:25.743 --> 00:38:26.504]  That's when I've been in.
[00:38:26.984 --> 00:38:28.025]  Got some silver and some gold.
[00:38:28.065 --> 00:38:29.166]  I mean, that's just the way to go.
[00:38:29.826 --> 00:38:32.809]  And, well, Ted Anderson, I really want to thank you for being here.
[00:38:32.829 --> 00:38:33.049]  800-686-237.
[00:38:33.309 --> 00:38:36.892]  You were saying if you wait, it'll be the wrong time.
[00:38:37.072 --> 00:38:37.472]  I agree.
[00:38:37.733 --> 00:38:38.733]  I mean, that's what I'm saying.
[00:38:38.994 --> 00:38:41.856]  If you wait until the crisis happens, you're going to be paying a lot more.
[00:38:42.176 --> 00:38:42.796]  We're good to go.
[00:39:12.208 --> 00:39:14.889]  And anybody that knows anything, people can't even believe that deal.
[00:39:14.909 --> 00:39:15.550]  I see them on YouTube.
[00:39:15.570 --> 00:39:19.151]  They're like, oh, there's no way that actually had two silver dollars and two films.
[00:39:19.932 --> 00:39:21.572]  I mean, it's incredible.
[00:39:21.652 --> 00:39:22.433]  And the free shipping.
[00:39:23.033 --> 00:39:23.994]  So it's all up there.
[00:39:24.154 --> 00:39:26.135]  MidasResources.com, InfoWars.com.
[00:39:26.355 --> 00:39:28.296]  Ted, you've got to come to Austin more often, bro.
[00:39:28.336 --> 00:39:30.677]  Hey, I know it's colder down here than Minnesota.
[00:39:30.717 --> 00:39:31.377]  Yeah, I know, yeah.
[00:39:31.757 --> 00:39:33.698]  It smells up to here still.
[00:39:33.738 --> 00:39:35.279]  Yeah, you're having a cold spring.
[00:39:35.399 --> 00:39:35.919]  Yeah, we are.
[00:39:36.239 --> 00:39:37.380]  Groundhog, did he see his shadow?
[00:39:38.700 --> 00:39:39.341]  Not sure he did.
[00:39:40.490 --> 00:39:41.832]  He may be the new Al Qaeda.
[00:39:42.133 --> 00:39:44.737]  I heard the groundhogs are racist.
[00:39:45.277 --> 00:39:46.299]  He doesn't love world government.
[00:39:46.319 --> 00:39:46.960]  It doesn't exist.
[00:39:48.382 --> 00:39:50.485]  A little joke from the radio show today, folks.
[00:39:51.286 --> 00:39:53.570]  That was a little wild when I went into that whole satire piece with you.
[00:39:54.967 --> 00:39:55.648]  Ted Anderson.
[00:39:56.128 --> 00:39:57.069]  All right, we're gonna go to break.
[00:39:57.229 --> 00:39:59.751]  Again, great job the crew and all you the subscribers out there.
[00:40:00.411 --> 00:40:02.793]  The truth will be televised if you continue to support it.
[00:40:02.813 --> 00:40:05.234]  We'll be back with Tex Mars in that seat.
[00:40:05.635 --> 00:40:10.138]  I'm Alex Jones with PrisonPlanet.tv and InfoWars Nightly News.
[00:40:14.594 --> 00:40:20.558]  I'm Darren McBreen and these are some of the new items that are available now at Infowarsshop.com.
[00:40:20.698 --> 00:40:26.121]  Alert the public to Obama's blatant abuse of power with the new Obama t-shirt.
[00:40:26.241 --> 00:40:29.943]  Obama's joker face on the front and come and take it on the back.
[00:40:30.103 --> 00:40:34.086]  It's time to publicly call him out for what he is, a tyrant.
[00:40:34.166 --> 00:40:38.008]  Defend the second amendment with our top seller come and take it t-shirt.
[00:40:38.148 --> 00:40:42.270]  And look at that, women's cut tank tops and t-shirts now available.
[00:40:42.411 --> 00:40:42.891]  Nice hat.
[00:40:43.191 --> 00:40:45.292]  Plus, the Don't Tread On Me flag.
[00:40:45.312 --> 00:40:49.373]  And now, you can become a micro-distributor of the Info Wars magazine.
[00:40:49.413 --> 00:40:53.455]  Plus, get your own cop delivered right to your door each and every month.
[00:40:53.975 --> 00:41:02.618]  And if you're tired like I am of you and your family being exposed to polluted drinking water, get the Pro-1 High Performance Water Filter.
[00:41:02.919 --> 00:41:08.941]  It gets rid of all pathogenic bacteria, cysts, fluoride, heavy metals, and numerous other contaminants.
[00:41:10.669 --> 00:41:14.180]  So join the revolution at infowarshop.com
[00:41:19.804 --> 00:41:23.806]  InfoWars Magazine is more than just our answer to the internet kill switch.
[00:41:24.486 --> 00:41:38.372]  We're also going back to the roots of this country, when our founders, for a decade before 1776, known as the Pamploteers, with hundreds of little printing presses in every colony, got out the real news, the real information, and countered the system.
[00:41:38.692 --> 00:41:43.514]  This is tailored design with the truth to wake up your friends and family.
[00:41:43.775 --> 00:41:46.836]  This is the 21st century version of the Pamploteers.
[00:41:47.156 --> 00:41:50.819]  So get them at Infowarshop.com or Infowarsstore.com.
[00:41:51.280 --> 00:41:52.541]  Sign up and buy them in bulk.
[00:41:53.001 --> 00:41:59.046]  Sign up and be a micro-distributor for a full year to buy them in bulk and get one of the new stands added.
[00:41:59.667 --> 00:42:03.810]  Or sign up and get 12 issues delivered to your door or give a gift subscription.
[00:42:04.071 --> 00:42:09.055]  Whatever you do, be part of the fight and I want to salute and thank all of you.
[00:42:09.275 --> 00:42:09.755]  We're good to go.
[00:42:30.080 --> 00:42:36.185]  And in conclusion tonight on InfoWars Nightly News, we're going to be interviewing Professor Tex Mars.
[00:42:36.805 --> 00:42:40.328]  And of course, he was a University of Texas professor of space and aeronautics.
[00:42:40.348 --> 00:42:42.130]  He was an Air Force officer.
[00:42:43.190 --> 00:42:48.555]  He's one of the most read and best-selling authors in nonfiction on the science of robots.
[00:42:48.955 --> 00:42:50.016]  He's been a futurist.
[00:42:51.137 --> 00:42:52.157]  He's also a pastor.
[00:42:53.318 --> 00:42:57.062]  And he's written more than 40 books, including military textbooks.
[00:42:57.422 --> 00:43:00.424]  He's sold more than 20 million books total.
[00:43:01.305 --> 00:43:11.314]  And he joins us here in studio to get into the greatest threat to humanity, the singularity, the entire technocracy.
[00:43:11.954 --> 00:43:19.102]  And so, Tex Marsh joins us here live on this Thursday edition of InfoWars Nightly News.
[00:43:19.402 --> 00:43:22.285]  The website is PowerOfProphecy.com.
[00:43:22.846 --> 00:43:24.608]  And he's got a new book coming out.
[00:43:24.648 --> 00:43:28.212]  You know, I was thinking about Tex a few weeks ago and meaning to call him, and then he called me.
[00:43:28.232 --> 00:43:31.035]  And I said, hey, I want you to come in and cover whatever you want to talk about.
[00:43:32.176 --> 00:43:43.887]  He showed up today with a bunch of slides we're going to be showing you from his upcoming book that isn't out for a few months that gets into the, I guess the final revolution you could call it, or at least the Illuminati thinks that.
[00:43:44.267 --> 00:43:47.530]  And so it's going to be a history lesson to understand what makes the establishment tick.
[00:43:48.011 --> 00:43:50.393]  I haven't read the new book yet because it's not even been printed.
[00:43:50.853 --> 00:43:53.476]  I just spent 10 minutes looking at some of the slides and notes.
[00:43:53.536 --> 00:43:55.718]  It looks like it's pretty important information.
[00:43:56.358 --> 00:44:05.450]  And so I'm very, very excited to have fellow Austinite, fellow Texan, fellow American, Tex Marsh here in our studios and his lovely wife, Wanda.
[00:44:05.490 --> 00:44:06.651]  Tex, great to have you here, my friend.
[00:44:06.892 --> 00:44:07.873]  Alex, great to be with you.
[00:44:08.133 --> 00:44:08.574]  Really is.
[00:44:08.774 --> 00:44:09.595]  But good to see you.
[00:44:09.955 --> 00:44:11.097]  So, wow.
[00:44:11.537 --> 00:44:13.198]  It's been a long time since I had you on the air.
[00:44:13.218 --> 00:44:13.998]  I appreciate you coming in.
[00:44:14.018 --> 00:44:15.398]  You've got your own radio show, of course.
[00:44:15.758 --> 00:44:16.319]  I should have added.
[00:44:16.339 --> 00:44:18.159]  It's so hard to go over such a lengthy bio.
[00:44:19.239 --> 00:44:27.222]  Where should we start here, Tex, on this giant subject that you're going to give the viewers out there the very first look at?
[00:44:27.922 --> 00:44:31.865]  Well, I think we really need to look at three elements of the Illuminati.
[00:44:31.885 --> 00:44:37.729]  If we want to study the history of the Illuminati, of the elite, let's just call them, I think there are three great elements.
[00:44:37.769 --> 00:44:40.050]  The first one is the French Revolution.
[00:44:40.951 --> 00:44:42.412]  People say, well, why go back that far?
[00:44:42.852 --> 00:44:45.714]  Because it really set up everything for today.
[00:44:45.974 --> 00:44:52.398]  Then a hundred years later, we had the communist explosion, the communist revolution in the Soviet Union.
