[00:00:03.123 --> 00:00:05.145]  You're listening to GCN.
[01:09:18.464 --> 01:09:21.485]  And this looks really, really bad.
[01:09:21.525 --> 01:09:24.806]  Let's keep scrolling down here, ladies and gentlemen.
[01:09:26.531 --> 01:09:29.042]  We're streaming video of this right now at InfoWars.com.
[01:09:33.786 --> 01:09:37.109]  And you can hear Paul Watson there typing in the background.
[01:09:37.829 --> 01:09:40.511]  Paul Watson is posting this right now on Infowars.com.
[01:09:40.571 --> 01:09:43.333]  He's mirroring all of this information.
[01:09:43.373 --> 01:09:49.418]  This has been out for eight hours with 228,000 views, but has not hit the mainstream.
[01:09:49.438 --> 01:09:54.622]  And right as I'm talking to Paul, CNN there in the break goes, they believe they've ID'd suspects.
[01:09:54.682 --> 01:09:55.643]  That was the headline.
[01:09:56.243 --> 01:09:58.465]  So all this is breaking and they're not even showing
[01:09:59.125 --> 01:10:00.688]  This information, unless I missed it.
[01:10:00.988 --> 01:10:03.312]  Paul, has this broken in the mainstream news?
[01:10:03.612 --> 01:10:05.054]  This bombshell you just dropped?
[01:10:06.636 --> 01:10:12.825]  No, I just did a Google search on Google News and it doesn't appear to be discussed in the mainstream media.
[01:10:14.798 --> 01:10:15.358]  Oh my God.
[01:10:15.999 --> 01:10:21.141]  I'm watching video too that nobody seemed to pick up, but the collective brain of people out there looking at all these videos.
[01:10:21.161 --> 01:10:29.565]  I'm looking at news, breaking news from right when it happened, analyzing footage, and you can really see some suspicious stuff here, guys.
[01:10:29.925 --> 01:10:30.705]  Keep scrolling through.
[01:10:30.725 --> 01:10:33.586]  Look at this Middle Eastern looking guy with the backpack.
[01:10:34.947 --> 01:10:35.467]  Oh man.
[01:10:36.348 --> 01:10:40.409]  He looks North African, military pants.
[01:10:41.410 --> 01:10:42.230]  That looks like a cop.
[01:10:42.250 --> 01:10:43.471]  That looks like a guy part of a drill.
[01:10:44.207 --> 01:10:50.351]  And he's pictured with another military-looking white guy in exactly the same clothing, both of them on cell phones.
[01:11:14.107 --> 01:11:14.428]  Incredible.
[01:11:15.109 --> 01:11:22.362]  Paul Watson, give people a quick briefing and then just data dump this entire thing up to InfoWars.com right now.
[01:11:22.583 --> 01:11:23.083]  Paul Watson.
[01:11:24.244 --> 01:11:32.046]  Well, these photos show suspects right on the scene of where the bombing took place, wearing heavy black coats and backpacks.
[01:11:32.706 --> 01:11:36.868]  And one of the backpacks was found literally feet away from where the bomb exploded.
[01:11:37.048 --> 01:11:39.669]  And by the way, it looks like they both got issued credentials.
[01:11:40.369 --> 01:11:42.449]  No wonder the media doesn't want us seeing this.
[01:11:42.729 --> 01:11:44.030]  This might have been a drill team.
[01:11:44.310 --> 01:11:44.770]  That's it!
[01:11:44.890 --> 01:11:47.751]  They're running a drill just like 7-7 and blow up the Patsy's.
[01:11:49.062 --> 01:11:49.722]  Oh my God.
[01:11:50.403 --> 01:11:51.583]  Those are definitely cops.
[01:11:51.603 --> 01:11:53.044]  Those are definitely military types.
[01:11:53.424 --> 01:11:55.505]  Those aren't terrorists.
[01:11:55.565 --> 01:11:57.966]  Two of them look like military types.
[01:11:58.186 --> 01:12:00.407]  The other two look like patsies.
[01:12:00.687 --> 01:12:01.747]  If you see the guy in the blue coat.
[01:12:01.767 --> 01:12:03.368]  They look mentally retarded.
[01:12:03.488 --> 01:12:05.649]  They look like serial killer types, like Henry Lee Lucas.
[01:12:06.949 --> 01:12:10.090]  Yeah, there's one guy in a blue coat who's white.
[01:12:10.130 --> 01:12:10.591]  Wait a minute!
[01:12:10.751 --> 01:12:13.792]  One guy is wearing a Kyle the Sniper hat.
[01:12:14.032 --> 01:12:15.833]  Remember Kyle the Sniper that got killed?
[01:12:16.732 --> 01:12:17.714]  Remember Chris Kyle?
[01:12:18.075 --> 01:12:25.854]  That guy's... Well, yeah, that's a Punisher hat, but it looks almost like Chris Kyle's sniper hat is basically a rip-off of the Punisher.
[01:12:27.881 --> 01:12:28.522]  Oh my God.
[01:12:28.822 --> 01:12:30.964]  These individuals are not looking at the marathon.
[01:12:30.984 --> 01:12:32.245]  They're constantly looking away.
[01:12:32.646 --> 01:12:39.612]  And in one scene, it shows one of them running away from the blast right after it happens in contradiction to everybody else.
[01:12:39.693 --> 01:12:41.835]  All right, Paul, I want to let you get out of here.
[01:12:41.895 --> 01:12:45.358]  I want you to data dump all this to Infowars.com.
[01:12:45.398 --> 01:12:47.580]  I want you to mirror this right now.
[01:12:47.600 --> 01:12:48.081]  It's already on.
[01:12:48.701 --> 01:12:49.262]  I've just done it.
[01:12:49.482 --> 01:12:50.844]  Alright, InfoWars.com.
[01:12:50.944 --> 01:12:59.093]  I'm gonna let you update it, write a blurb, give people the data dump, because these are people just researching data dumps, and this is unbelievable.
[01:12:59.153 --> 01:13:00.935]  This looks so suspicious.
[01:13:01.616 --> 01:13:02.457]  This is huge!
[01:13:02.617 --> 01:13:03.578]  Okay, Paul Watson?
[01:13:04.439 --> 01:13:05.921]  Paul Watson, I'm gonna let you get back to your work.
[01:13:05.981 --> 01:13:06.762]  Anything else you want to add?
[01:13:08.246 --> 01:13:22.445]  Uh, no, just that the drills, either the police are lying or the eyewitnesses are lying, because the police said there were no drills, they had no previous intelligence, yet the eyewitness said that they were told there was a drill going on that very morning, so... Yeah, because people know, people know...
[01:13:23.126 --> 01:13:25.188]  People ought to be worried about big black backpacks.
[01:13:25.428 --> 01:13:29.372]  Could the government really be this inept to blow this up in front of us and even get caught?
[01:13:30.073 --> 01:13:33.856]  I mean, 7-7, they did a drill, set up the Patsy's, that came out.
[01:13:34.297 --> 01:13:35.958]  My God, these photos are incredible.
[01:13:35.979 --> 01:13:37.320]  They've been saying they don't know about these.
[01:13:37.560 --> 01:13:38.681]  These are in news feeds.
[01:13:38.721 --> 01:13:40.123]  These are hidden in plain view.
[01:13:40.743 --> 01:13:58.355]  This was hiding in plain view, right where the bombs go off, what looks like military intelligence, white guys and Arabs or Hispanics, with what look like patsies with them, wearing the same boots to be identified, and no wonder they told everybody, don't be alarmed on loudspeakers, this is just a drill.
[01:13:58.895 --> 01:14:00.215]  Oh my God!
[01:14:00.796 --> 01:14:02.536]  Oh my God!
[01:14:02.556 --> 01:14:04.356]  This is unbelievable!
[01:14:04.476 --> 01:14:04.997]  I'm sorry.
[01:14:05.217 --> 01:14:06.217]  We've got no leads.
[01:14:06.357 --> 01:14:07.177]  Please help us.
[01:14:07.217 --> 01:14:10.138]  And yet these photos have been out for three days now.
[01:14:10.478 --> 01:14:12.599]  And people are only just picking up on that.
[01:14:12.679 --> 01:14:14.519]  That guy looks total military intelligence.
[01:14:14.559 --> 01:14:16.720]  That guy looks like Spookville, man.
[01:14:16.740 --> 01:14:20.861]  I mean, I've been around these people so many times and I've tried to infiltrate events and things.
[01:14:20.921 --> 01:14:23.381]  I mean, that is Navy SEAL right there.
[01:14:23.401 --> 01:14:25.302]  Oh my God.
[01:14:25.902 --> 01:14:29.304]  I mean, if I've seen Navy SEALs once, I've seen them a thousand times.
[01:14:29.965 --> 01:14:31.166]  That blonde-haired guy.
[01:14:31.506 --> 01:14:32.527]  Go back to those guys.
[01:14:32.947 --> 01:14:36.209]  I mean, I can... Oh, no, no.
[01:14:36.389 --> 01:14:37.690]  Go back to the other blonde-haired guy.
[01:14:39.151 --> 01:14:40.252]  That guy looks like a spy.
[01:14:40.392 --> 01:14:41.292]  Yeah, yeah.
[01:14:41.673 --> 01:14:42.753]  The guy next to the other guy.
[01:14:42.793 --> 01:14:44.675]  They've got backpacks with credentials.
[01:14:44.695 --> 01:14:45.936]  Look at the credentials sticking out.
[01:14:46.736 --> 01:14:47.697]  And that's the drill.
[01:14:47.957 --> 01:14:48.777]  And these are photos.
[01:14:48.857 --> 01:14:50.979]  It shows the flags right where the bombs went off.
[01:14:51.619 --> 01:14:53.220]  Paul, I'm actually freaked out.
[01:14:53.240 --> 01:14:53.641]  I don't even...
[01:14:55.014 --> 01:14:56.015]  What do you think, Watson?
[01:14:57.516 --> 01:15:03.420]  I think that if these guys weren't the terrorists, then they were involved in the drill, which probably overlapped each other.
[01:15:03.460 --> 01:15:08.904]  But how they've not picked up on this when these images are freely available is bizarre.
[01:15:09.725 --> 01:15:11.286]  Well, everybody watches 4chan.
[01:15:11.326 --> 01:15:13.468]  It took us eight hours to find them because we had to sleep.
[01:15:14.232 --> 01:15:15.433]  Oh, actually, I wasn't sleeping.
[01:15:15.453 --> 01:15:17.694]  I'm robot energized now.
[01:15:18.815 --> 01:15:25.779]  But I tell you, ladies and gentlemen, oh my gosh, I'm just so glad there's other groups out there and people analyzing this because they can't take us all out.
[01:15:26.159 --> 01:15:28.901]  Paul, I'm going to let you go to add all your data right now.
[01:15:29.081 --> 01:15:31.543]  Add your blurbs, add your data, get to IT.
[01:15:31.643 --> 01:15:36.826]  I guarantee you with this announcement, with InfoWars.com breaking this in the media, because this is breaking right now in the media,
[01:15:37.266 --> 01:15:40.768]  On over 150 stations, XM-166, and internet.
[01:15:41.128 --> 01:15:43.529]  I guarantee you we're going to have the biggest traffic we've ever had.
[01:15:43.549 --> 01:15:45.210]  We already had the biggest traffic ever two days ago.
[01:15:45.590 --> 01:15:47.751]  And the guys, Scotty, kept the engine room up.
[01:15:48.031 --> 01:15:50.252]  But just get IT on it now.
[01:15:50.573 --> 01:15:53.794]  Plus we've been hit, like everybody in the country, with this sickness.
[01:15:53.834 --> 01:15:54.935]  So a bunch of the crew's sick.
[01:15:56.416 --> 01:16:02.679]  And it is just totally and completely blowing me away right now.
[01:16:02.739 --> 01:16:03.880]  Paul Watson, anything else?
[01:16:04.460 --> 01:16:05.961]  I know you've got to write some of this up.
[01:16:06.682 --> 01:16:07.022]  Look at this.
[01:16:07.042 --> 01:16:11.705]  CNN, now that we said this, instantly came out saying suspect identified developing.
[01:16:11.865 --> 01:16:13.346]  But they haven't shown the photos yet.
[01:16:13.666 --> 01:16:18.789]  Infowars.com, Dan Bodondi goes in to the press conference and says false flags staged.
[01:16:19.049 --> 01:16:21.451]  And the governor and all of them instantly jump.
[01:16:22.091 --> 01:16:31.058]  Like, when you've been guilty, and your dad comes in and goes, I found the liquor bottle under your bed, and you have that pang of, oh my God, I get caught.
[01:16:31.078 --> 01:16:34.980]  I mean, they are acting so guilty.
[01:16:35.040 --> 01:16:36.221]  Paul Watson, what do you say?
[01:16:37.822 --> 01:16:43.226]  Well, the officials already came out yesterday and said it's a domestic, homegrown extremist.
[01:16:43.306 --> 01:16:46.329]  So, CNN's now reporting they've identified a suspect.
[01:16:46.389 --> 01:16:47.990]  So, you know what to expect.
[01:16:49.505 --> 01:16:50.446]  Oh, and look at the patsy.
[01:16:50.486 --> 01:16:52.328]  He looks like a complete moron.
[01:16:55.552 --> 01:16:56.253]  Oh my gosh.
[01:16:56.313 --> 01:16:57.774]  This is unbelievable, Watson.
[01:16:58.575 --> 01:17:00.197]  Watson, get in there with all the data dump.
[01:17:00.257 --> 01:17:02.299]  Write blurbs into it so people know what they're seeing.
[01:17:03.100 --> 01:17:05.042]  This is unprecedented.
[01:17:05.062 --> 01:17:07.945]  We're going to tweet this out at Real Alex Jones right now.
[01:17:08.466 --> 01:17:09.067]  Pray for us.
[01:17:09.127 --> 01:17:09.928]  Pray for America.
[01:17:10.348 --> 01:17:10.749]  Watson!
[01:17:12.205 --> 01:17:16.589]  Do you think they've run an old-fashioned gladio just like in Madrid on 333?
[01:17:16.769 --> 01:17:18.291]  You need to add that.
[01:17:18.711 --> 01:17:25.197]  It came out a week later that the police had done a drill and that they were involved in the bombing and it brought the government down and got swept under the rug.
[01:17:25.277 --> 01:17:32.364]  Could they be this ham-fisted to run a drill, everybody sees guys with backpacks get scared, don't worry everybody, it's just a drill, then blow them up?
[01:17:33.556 --> 01:17:37.680]  I mean, could they really be this evil and this stupid and just do it in front of everybody?
[01:17:38.040 --> 01:17:47.328]  And then be running around going, we don't know, we don't have leads, when they've had this all along, and then within two minutes of you saying it, Blitzer's talking in his ear, freaking out and starts announcing it.
[01:17:47.568 --> 01:17:49.249]  I was watching it during the break, Watson.
[01:17:49.609 --> 01:17:51.131]  This is amazing, Watson!
[01:17:52.872 --> 01:17:57.596]  Well, New York Times admits most domestic terror plots, quote, facilitated by the FBI.
[01:17:57.616 --> 01:18:00.298]  That's not InfoWars saying that, that's the New York Times.
[01:18:01.319 --> 01:18:01.940]  So we'll see.
[01:18:02.850 --> 01:18:05.753]  And they're now reporting on the 4chan stuff without saying the name of it.
[01:18:06.153 --> 01:18:06.533]  Wow!
[01:18:06.914 --> 01:18:12.318]  We just scooped them all, which I could care less about, except now that we can defeat them trying to spin this.
[01:18:12.679 --> 01:18:14.880]  Watson, get in there, write the data right now.
[01:18:15.401 --> 01:18:17.923]  DrudgeReport.com, CNN Suspect Identified Developing.
[01:18:18.163 --> 01:18:21.906]  We'll send our link over to Drudge, or you can link to 4chan, but we're going to give analysis.
[01:18:22.867 --> 01:18:26.450]  So InfoWars.com right now is the only place that has it with analysis.
[01:18:26.570 --> 01:18:27.651]  InfoWars.com.
[01:18:28.412 --> 01:18:28.892]  Unbelievable.
[01:18:28.912 --> 01:18:30.154]  Paul Watson, again, anything else?
[01:18:31.383 --> 01:18:32.183]  No, that's it, I think.
[01:18:32.603 --> 01:18:33.624]  Alright, get on it right now.
[01:18:33.924 --> 01:18:47.528]  For those that do not know, I have been to military bases, I've been to outdoor training more than 50 times, I have dealt with it all, you know, secret service situations, infiltrated Bohemian Grove.
[01:18:48.489 --> 01:18:49.769]  This is what I do, okay?
[01:18:51.270 --> 01:18:52.730]  And it doesn't take a rocket science either.
[01:18:53.230 --> 01:18:55.171]  Those are obviously military.
[01:18:55.831 --> 01:18:57.833]  I can tell cops versus military.
[01:18:58.213 --> 01:19:00.456]  These guys are in special forces shape.
[01:19:01.737 --> 01:19:08.503]  They have the exact cool bearing where as you get kind of new guys that just got out of boot camp or you know or got their chest taken out acting tough.
[01:19:09.244 --> 01:19:10.425]  But they're hiding in plain view.
[01:19:10.465 --> 01:19:11.466]  Their posture is.
[01:19:11.747 --> 01:19:13.388]  They've got full credentials to be there.
[01:19:14.289 --> 01:19:18.733]  But they look in their eyes a little confused like they're waiting for orders.
[01:19:20.154 --> 01:19:34.662]  in these dozens and dozens of photos and these photos and videos are from right before the bombing and then during it and after and it is unprecedented
[01:19:35.943 --> 01:19:49.201]  These guys are all wearing the same tan military pants and tan combat boots with black tops, ball caps, and they're operatives 110% with big black backpacks.
[01:19:49.261 --> 01:19:52.024]  And ladies and gentlemen, the black backpacks.
[01:19:52.825 --> 01:19:54.987]  ...are the things that reportedly had the bombs in them.
[01:19:55.488 --> 01:19:59.552]  I mean, this is incredible, ladies and gentlemen.
[01:20:00.112 --> 01:20:02.054]  I am just speechless right now.
[01:20:02.535 --> 01:20:04.036]  And they think the public's so dumb.
[01:20:05.197 --> 01:20:06.118]  This is incredible.
[01:20:06.859 --> 01:20:07.820]  This is false flag.
[01:20:07.860 --> 01:20:08.560]  It's false flag.
[01:20:10.231 --> 01:20:17.294]  HempUSA.org has a revolutionary wonder food for detoxing the body and rebuilding the immune system.
[01:20:17.594 --> 01:20:25.938]  Microplant powder can help unclog arteries and soften heart valves while removing heavy metals, virus, fungus, bacteria, and parasites.
[01:20:26.138 --> 01:20:29.680]  Plus, it cleans and purifies the blood, lungs, stomach, and colon.
[01:20:29.840 --> 01:20:32.821]  Keep your body clean with Microplant Powder.
[01:20:33.221 --> 01:20:34.602]  Order today at 888-910-4367 or visit HempUSA.org.
[01:20:39.401 --> 01:20:40.462]  Hi, this is Ted Anderson.
[01:20:40.642 --> 01:20:45.025]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:20:45.205 --> 01:20:50.909]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:20:51.009 --> 01:20:54.431]  Gold has outperformed paper investments, yet no word about IRAs.
[01:20:54.651 --> 01:20:57.253]  If you would like to have gold for your retirement, call 800-686-2237.
[01:20:57.373 --> 01:21:02.296]  Don't get left behind by rising inflation and low returns.
[01:21:02.436 --> 01:21:02.657]  Call 800-686-2237.
[01:21:02.677 --> 01:21:04.078]  Secure your future and call 1-800-686-2237.
[01:21:09.982 --> 01:21:18.228]  Devastating events like earthquakes, tornadoes, floods, hurricanes, or the threat of martial law have highlighted the need for Americans to prepare for emergencies.
[01:21:18.528 --> 01:21:21.971]  As a result, millions are stockpiling food, gold, and weapons.
[01:21:22.211 --> 01:21:26.354]  But how will these items help if you or one of your loved ones becomes ill?
[01:21:26.674 --> 01:21:31.378]  Supernatural silver is the ultimate tool to prepare you for a medical emergency.
[01:21:31.698 --> 01:21:41.610]  Supernatural silver is a natural antibiotic that is uniquely effective against bacteria, viruses, moles and fungus, and is remarkable for wound care.
[01:21:41.830 --> 01:21:46.596]  Taken internally or used topically, it can help keep you safe from deadly pathogens.
[01:21:46.656 --> 01:21:47.336]  I think so.
[01:22:09.315 --> 01:22:11.236]  In the last two years alone, the U.S.
[01:22:11.256 --> 01:22:13.178]  has seen huge losses to our food supply.
[01:22:13.398 --> 01:22:18.842]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[01:22:19.082 --> 01:22:22.845]  In 2012, we saw the largest drought in the country in more than 50 years.
[01:22:23.125 --> 01:22:26.828]  You may think out of sight, out of mind, and so you don't think you will be affected.
[01:22:27.008 --> 01:22:28.189]  The fact is, you are.
[01:22:28.389 --> 01:22:29.170]  We all are.
[01:22:29.410 --> 01:22:31.732]  Food shortages drive prices up for everyone.
[01:22:32.032 --> 01:22:40.317]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoodsDirect.
[01:22:40.517 --> 01:22:41.738]  Be prepared before you need it.
[01:22:41.898 --> 01:22:45.140]  With nutrient-dense food you can store for up to 25 years.
[01:22:45.360 --> 01:22:47.602]  You can hope for the best, but hope won't feed you.
[01:22:47.722 --> 01:22:52.124]  Do what I've done and get your own supply of the best storable foods out there from eFoodsDirect.
[01:22:52.264 --> 01:22:58.108]  Call 800-409-5633 or visit them on the web at efoodsdirect.com forward slash Alex.
[01:22:58.368 --> 01:22:59.771]  And check out their spring specials.
[01:23:00.011 --> 01:23:06.263]  Again, that number is 800-409-5633 or on the web at efoodsdirect.com forward slash Alex.
[01:23:06.503 --> 01:23:08.347]  You can bet your life on eFoodsDirect.
[01:23:09.352 --> 01:23:11.253]  We've lived in this neighborhood for years.
[01:23:11.734 --> 01:23:14.836]  We have an alarm system and all of our doors have deadbolts.
[01:23:15.276 --> 01:23:18.858]  They kicked in our door and were in and out of our house in about 5 minutes.
[01:23:19.238 --> 01:23:24.822]  The police arrived in about 20 minutes, but they were long gone with our TV, jewelry, and my guns.
[01:23:25.142 --> 01:23:27.684]  I kept thinking, what if my family had been home?
[01:23:28.044 --> 01:23:35.009]  The police officer said that more than 85% of break-ins are through a door, and that deadbolts alone don't stop intruders.
[01:23:35.589 --> 01:23:41.053]  The officer told me to go to EasyArmor.net if we wanted something that would actually stop an intruder.
[01:23:41.453 --> 01:23:47.277]  EasyArmor reinforces all of the weak points on your doors and is guaranteed to prevent kick-ins.
[01:23:47.577 --> 01:23:53.361]  I was surprised at how little EasyArmor costs and I installed EasyArmor in about 30 minutes.
[01:23:53.601 --> 01:23:55.082]  Visit EasyArmor.net.
[01:23:55.202 --> 01:23:58.223]  That's the letters E-Z-A-R-M-O-R.net.
[01:23:58.384 --> 01:24:00.445]  Or call 888-58-ARMOR.
[01:24:00.545 --> 01:24:02.145]  That's 888-582-7667.
[01:24:03.306 --> 01:24:04.727]  EasyArmor.net.
[01:24:04.927 --> 01:24:06.528]  Ultimate door security made easy.
[01:24:12.111 --> 01:24:15.532]  I remember when, I remember, I remember when I lost my mind.
[01:24:15.552 --> 01:24:18.554]  There was something so pleasant about that place.
[01:24:21.218 --> 01:24:24.459]  Ladies and gentlemen, I am, for the first time, probably ever,
[01:24:48.015 --> 01:24:49.076]  Basically speechless.
[01:24:49.596 --> 01:24:51.017]  Alex Jones here right now.
[01:24:53.178 --> 01:25:00.583]  Even though I did coast-to-coast AM and opened the Anansi today and only got two hours sleep, I have so much energy right now I feel like I could run up and down a mountain.
[01:25:03.304 --> 01:25:12.770]  When you have as much research and data as I have, just because I focus on this full-time, and you see things like this, and then you see the timestamps and you see it confirmed,
[01:25:17.185 --> 01:25:31.229]  And you see it on local news footage, and you see the guys with the backpacks, with the pressure cookers, in them, and then after the explosion, the straps matching, and you even see who they're going to make the patsy.
[01:25:33.850 --> 01:25:35.230]  It is incredible.
[01:25:35.270 --> 01:25:37.151]  You see the military intelligence people.
[01:25:38.530 --> 01:25:44.536]  You see different teams and then you see what looks like the Patsy.
[01:25:44.676 --> 01:25:46.118]  This is unbelievable.
[01:25:46.278 --> 01:25:48.520]  And ladies and gentlemen, this is John Doe No.
[01:25:48.540 --> 01:25:49.401]  2 and No.
[01:25:49.641 --> 01:25:50.102]  3 and No.
[01:25:50.122 --> 01:25:50.382]  4 and No.
[01:25:50.402 --> 01:25:51.343]  5 of Oklahoma City.
[01:25:51.583 --> 01:25:58.030]  But this time they're not going to be able to confiscate the videotapes out of 17 locations that FBI agents later went public about.
[01:25:58.710 --> 01:26:10.415]  And said they'd seen it showed McVeigh with six other men identified as the people Carol Howell, the head of HUD, saw planting the gray sticks of butter and she asked what they were doing and were doing telephone work the day before.
[01:26:11.295 --> 01:26:18.998]  And she was struck by how good looking one of them in particular was, she later identified, a member of German intelligence.
[01:26:19.218 --> 01:26:23.760]  Because they'll also use foreign intelligence groups, people that have been involved in Gladio and things.
[01:26:27.839 --> 01:26:31.484]  And of course, other people in the building were so struck by how tough these guys looked.
[01:26:31.724 --> 01:26:33.667]  Just like, you know, you're like, no, these people are evil.
[01:26:34.288 --> 01:26:35.389]  And how mean they looked.
[01:26:35.750 --> 01:26:37.031]  And how good looking they looked.
[01:26:37.051 --> 01:26:38.814]  I mean, it was like striking people.
[01:26:38.914 --> 01:26:45.142]  You know, it's like... I just can't even handle it anymore.
[01:26:50.782 --> 01:27:01.029]  The fact that you can see the Patsy, which again, this is what it looks like to me, and it's what's being broken down, and then it shows later the backpack after it's exploded.
[01:27:01.049 --> 01:27:02.850]  It's the same backpack, the same stripes.
[01:27:03.671 --> 01:27:06.913]  It's been released by the AP, the photo of what's left of the backpack.
[01:27:07.253 --> 01:27:17.541]  And then you see what looks like the gentleman with the backpack, who is in all the photos basically looking the different direction than everybody else, and just fitting the exact MO.
[01:27:17.781 --> 01:27:18.922]  And if it's not, then I'm wrong.
[01:27:19.682 --> 01:27:38.721]  And, you know, 4chan is wrong, but he fits in, and then he's surrounded by all these other guys with big black backpacks on their back, and then he's got a little backpack there, and then again the straps match it exactly, and then he's surrounded by guys, and when the military is in plainclothes, it's ridiculous how obvious it is.
[01:27:38.741 --> 01:27:43.705]  You can see this in my films, where they'll have plainclothes military during city drills to study the public.
[01:27:44.486 --> 01:27:51.051]  And they'll be wearing tan pants or black pants with the same boots to identify and with caps to be identified.
[01:27:52.112 --> 01:27:53.673]  And you can see it right there.
[01:27:53.693 --> 01:27:55.995]  There they are with the tan military BDUs.
[01:27:56.975 --> 01:28:07.844]  They've got black jackets, big black backpacks, and military bearing.
[01:28:09.173 --> 01:28:14.878]  Standing there both on cell phones, and then we've got other photos of them right where the bombs went off, right by the flags.
[01:28:15.479 --> 01:28:17.420]  And then you've got the guy that looks like the Patsy.
[01:28:18.842 --> 01:28:20.223]  And I'm not trying to be mean to the guy.
[01:28:20.543 --> 01:28:22.505]  These guys are obviously military intelligence.
[01:28:22.545 --> 01:28:24.486]  They were there right before it went off.
[01:28:24.847 --> 01:28:25.607]  That's undoubted.
[01:28:25.908 --> 01:28:26.548]  The Patsy...
[01:28:27.689 --> 01:28:34.492]  Looks like the type they'd set up, and fits the body language MO, a bunch of stuff, and they're saying they've got their suspect.
[01:28:34.772 --> 01:28:44.396]  You notice within minutes of us announcing this, CNN said they have the suspect, and that it's actually on local news footage, which we were already showing, if you're watching us on TV.
[01:28:44.976 --> 01:28:50.138]  For radio listeners, you've got to go to mfallwars.com and see this right now.
[01:28:52.225 --> 01:28:53.947]  By the grace of God, I'm still alive.
[01:28:54.007 --> 01:28:57.690]  You know, I've never felt like I'm in more danger, and my sixth sense has always been on target.
[01:28:58.190 --> 01:29:03.275]  I've never felt more, more, more sense of doom than I came in and told them.
[01:29:03.335 --> 01:29:08.359]  I mean, I told them right before the Bin Laden thing, the fake deal, the day before, and they said, uh-oh, you're always right about this.
[01:29:08.739 --> 01:29:12.082]  I told them right before Sandy Hook, I said, there's something horrible's gonna happen tomorrow.
[01:29:13.363 --> 01:29:14.945]  Yeah, there it is, wearing the Punisher hat.
[01:29:15.965 --> 01:29:18.648]  And I told them, I told them,
[01:29:20.812 --> 01:29:23.493]  That morning, and I said on air, I said we've all got to unify.
[01:29:23.513 --> 01:29:24.494]  This is it.
[01:29:24.894 --> 01:29:25.755]  It's about to happen.
[01:29:25.975 --> 01:29:30.097]  And then I said yesterday, watch them mail bioweapons to Congress.
[01:29:30.917 --> 01:29:31.437]  I'm on record!
[01:29:31.457 --> 01:29:32.378]  I'm on record!
[01:29:33.577 --> 01:29:39.259]  I mean, because they just do the same thing over and over again, and now it's up at InfoWars.com.
[01:29:40.059 --> 01:29:43.520]  It's up at InfoWars.com right now, ladies and gentlemen.
[01:29:43.860 --> 01:29:45.760]  Boston bombing culprits identified.
[01:29:46.201 --> 01:29:48.121]  Images show suspicious men with backpacks.
[01:29:48.461 --> 01:29:49.721]  I want Watson to fill it all in.
[01:29:49.761 --> 01:29:53.883]  They fit military intelligence, wearing the same outfits, the drill, all of it.
[01:29:54.383 --> 01:29:56.443]  This is unbelievable.
[01:29:56.503 --> 01:29:58.184]  This is smoking gun level.
[01:29:59.084 --> 01:29:59.984]  We're on the march.
[01:30:00.464 --> 01:30:01.985]  The Empire's on the run.
[01:30:03.002 --> 01:30:05.681]  Alex Jones and the GCN Radio Network.
[01:30:09.747 --> 01:30:11.388]  Introducing Pro-1.
[01:30:11.648 --> 01:30:15.150]  All of your filtration in one system, portable, on the go.
[01:30:15.290 --> 01:30:19.692]  No more do you have two or three filters to just reduce sodium fluoride.
[01:30:19.812 --> 01:30:25.815]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:30:25.935 --> 01:30:36.720]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:30:36.920 --> 01:30:39.621]  It is the only one that does it, and out of the gates!
[01:30:39.781 --> 01:30:43.221]  We have it discounted at 10% off with promo code WATER.
[01:30:43.422 --> 01:30:58.145]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[01:30:58.365 --> 01:31:00.388]  And sodium hexafluorosilicate.
[01:31:00.728 --> 01:31:06.035]  Get your ProPure with the new ProOne filters today at InfoWareStore.com or by calling 888-253-3139.
[01:31:11.562 --> 01:31:19.248]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:31:19.688 --> 01:31:23.311]  Alex and his staff have used these pure soap products for years.
[01:31:23.751 --> 01:31:30.576]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:31:31.057 --> 01:31:33.879]  See them on the web at 5starsoap.com.
[01:31:34.079 --> 01:31:38.582]  Or call 800-340-7091 for a free catalog.
[01:31:38.923 --> 01:31:44.587]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:31:44.847 --> 01:31:49.951]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:31:50.271 --> 01:31:51.893]  This is an amazing deal.
