[00:00:00.089 --> 00:00:01.309]  Network.
[00:37:48.895 --> 00:37:51.777]  They're primitive humans, but they still have their human programming.
[00:37:51.817 --> 00:37:56.560]  If there are invaders, I better fight them, which is what any group of humans has always done.
[00:37:59.488 --> 00:38:08.336]  And the globalists hire a bunch of Muslim terrorists to stage attacks, to carry out real attacks, or to take the blame for attacks, to attack the West so they can take all of our liberties.
[00:38:08.376 --> 00:38:09.978]  And I'm already getting into Benghazi now.
[00:38:10.498 --> 00:38:11.679]  We got two big guests today.
[00:38:11.719 --> 00:38:17.004]  We have Dr. Jim Garrow, who's run the program to save 30-plus thousand Chinese girls.
[00:38:17.064 --> 00:38:18.886]  He's been nominated for the Nobel Prize.
[00:38:19.366 --> 00:38:20.868]  He says he's talked to a top
[00:38:21.388 --> 00:38:25.631]  Military retired officer who told him that Obama is doing a litmus test.
[00:38:25.651 --> 00:38:26.632]  Will you fire on U.S.
[00:38:26.652 --> 00:38:27.012]  citizens?
[00:38:27.392 --> 00:38:29.654]  Now, I believe he talked to this person and they told him that.
[00:38:29.674 --> 00:38:42.482]  And the article he wrote about it adds the fact that they're buying a billion six bullets, armored vehicles, and the new army manuals since 2010 say, you know, train them to cordon cities, confiscate guns, and shoot Americans.
[00:38:42.763 --> 00:38:44.204]  I can play you ABC Nightly News.
[00:38:45.799 --> 00:38:50.540]  And Katrina, with the Army officer saying, if you don't turn your guns in, we, you know, we kill Americans.
[00:38:51.200 --> 00:38:52.240]  And by the way, a lot of that went on.
[00:38:52.260 --> 00:38:59.482]  You know, it's the same ABC piece where the police chief says, all the guns will be taken, no one will be allowed to be armed.
[00:38:59.702 --> 00:39:04.183]  You just type in gun confiscation, New Orleans, there's NRA videos with millions of views on YouTube.
[00:39:05.403 --> 00:39:06.743]  If you're a new listener, I'm not going to play it again.
[00:39:06.763 --> 00:39:09.384]  I've probably played it a hundred times in the last six, seven years since Katrina.
[00:39:09.404 --> 00:39:10.124]  I'm not playing it again.
[00:39:10.164 --> 00:39:10.784]  You know it's there.
[00:39:10.804 --> 00:39:13.845]  I mean, for a couple of weeks people denied gun confiscation was even happening.
[00:39:16.297 --> 00:39:24.063]  So he's going to be joining us, and then the main host of the Young Turks, Sync, is going to be coming on the broadcast.
[00:39:24.864 --> 00:39:28.267]  We look forward to that for a lively discussion.
[00:39:28.947 --> 00:39:31.710]  And if we have time while he's on, Melissa Melton.
[00:39:33.001 --> 00:39:37.844]  I told her, one of our reporters and researchers, she actually in college, part of her degree is stats.
[00:39:39.306 --> 00:39:50.013]  So I said, listen, I just guesstimated off these FBI numbers, 49% and 21% drop in overall violent crime and gun crime.
[00:39:50.033 --> 00:39:53.636]  So I had her spend the last couple of days breaking it down at FBI.gov.
[00:39:53.656 --> 00:39:59.780]  She's trying to export the video right now for radio listeners, we'll post on InfoWars, where we can show you that indeed my
[00:40:01.776 --> 00:40:03.097]  Mental math was correct.
[00:40:03.117 --> 00:40:06.660]  Of course, I also saw them flash the numbers on Fox News and went and double-checked it.
[00:40:06.880 --> 00:40:07.981]  They didn't even show the graphs.
[00:40:08.001 --> 00:40:11.943]  We're going to show all those off FBI.gov.
[00:40:12.524 --> 00:40:13.785]  49% drop.
[00:40:15.366 --> 00:40:16.046]  And I was wrong.
[00:40:16.086 --> 00:40:17.768]  I misunderstood it when I saw it on Fox.
[00:40:17.788 --> 00:40:19.729]  When I looked at the numbers myself, they just showed numbers.
[00:40:19.769 --> 00:40:25.013]  It's 49% in violent crime total in the last 20 years, since 1991.
[00:40:26.957 --> 00:40:28.098]  The numbers are always about a year behind.
[00:40:28.118 --> 00:40:32.322]  The last numbers we have is 11, so they say since 1991.
[00:40:33.883 --> 00:40:35.085]  And then we have the other numbers.
[00:40:36.526 --> 00:40:37.347]  It's even higher.
[00:40:37.367 --> 00:40:41.210]  Illegal acts with guns has gone down even more.
[00:40:41.531 --> 00:40:42.732]  America's swimming in guns.
[00:40:42.792 --> 00:40:44.093]  Criminals have got their heads down.
[00:40:44.653 --> 00:40:47.196]  They go into immigrant areas where they know people aren't armed.
[00:40:47.216 --> 00:40:52.501]  The Chinese triads go and feed on the Chinese immigrants they know don't have a gun culture.
[00:40:54.135 --> 00:40:57.618]  The Mexican Mafia goes and feeds on the poor Mexicans, they know most of them don't have guns.
[00:41:00.100 --> 00:41:03.703]  Chicago, New York, where the guns have been taken, the criminals go and feed on you and your family.
[00:41:04.284 --> 00:41:06.245]  I mean, criminals do not do home invasions.
[00:41:07.126 --> 00:41:15.673]  It's like, I was looking at the numbers, it was over a hundred times more common in Chicago than, say, in a small town in West Texas, or even a big city like Dallas.
[00:41:15.713 --> 00:41:18.155]  I mean, they don't home invade while you're there.
[00:41:18.215 --> 00:41:21.057]  They make sure you're not there, and then they still don't.
[00:41:22.090 --> 00:41:25.793]  Because, I mean, every day I read in the back of the paper where people kill somebody in their house.
[00:41:27.514 --> 00:41:35.660]  These criminals are so dumb, the ones that are dumb enough to enter a house, they'll be like, stop, I have a gun, and they keep coming with a machete or whatever, and they're always whacked out on drugs and they die.
[00:41:35.861 --> 00:41:50.252]  The criminals are on the run, and that's why they're big overlord criminals, the big daddy criminals, like Chicago mob boss, the Godfather, as he's called, Emanuel and Obama, their instinct is, don't hurt our criminal brethren.
[00:41:51.207 --> 00:41:52.889]  And they want the fear.
[00:41:52.909 --> 00:41:53.930]  They want the locked doors.
[00:41:54.170 --> 00:41:57.833]  They want you to have to call for more police, which they then hire their own criminals to beat.
[00:41:58.794 --> 00:41:59.955]  And then dominate you.
[00:41:59.975 --> 00:42:02.238]  They don't like the fact that most police are awake now.
[00:42:02.438 --> 00:42:05.060]  They don't like the fact that most forces aren't corrupt in the country.
[00:42:05.641 --> 00:42:09.444]  They want to convert us to a mafia system where they're above the law and safe.
[00:42:09.705 --> 00:42:11.767]  And our gun culture is winning and taking over.
[00:42:12.027 --> 00:42:13.368]  Even Clinton said this last week.
[00:42:13.408 --> 00:42:14.309]  I'm yet to play the video.
[00:42:14.549 --> 00:42:15.550]  It was up at Infowars.com.
[00:42:17.168 --> 00:42:19.709]  So they understand this is a desperate gamble for them.
[00:42:20.030 --> 00:42:23.972]  They've got to kill the gun culture now because it's cancer to them.
[00:42:24.032 --> 00:42:24.752]  It's growing.
[00:42:25.112 --> 00:42:26.153]  This is a big surgery.
[00:42:26.193 --> 00:42:27.234]  They don't know if they're going to make it.
[00:42:27.494 --> 00:42:28.354]  They're in their doctor.
[00:42:28.374 --> 00:42:29.655]  Can we cut out the Constitution?
[00:42:29.935 --> 00:42:34.137]  Rangel said it's our ultimate goal to get over the Constitution and Southerners.
[00:42:36.879 --> 00:42:38.920]  I love how they try to say it's Southerners that want guns.
[00:42:38.940 --> 00:42:40.741]  Folks, it's people all over this country that want guns.
[00:42:43.444 --> 00:42:48.627]  I just saw a Tiananmen Square video from one of the hundreds of gun rallies with people with guns at the capitals.
[00:42:49.147 --> 00:42:50.188]  Loaded in many cases.
[00:42:50.668 --> 00:42:51.789]  Exercising the right.
[00:42:51.809 --> 00:42:53.010]  See, the system can't stand that.
[00:42:54.005 --> 00:42:58.688]  They want to shame you and act like guns are already illegal, so when the carpet cleaner's at your house, they call the cops on you.
[00:42:58.908 --> 00:43:09.575]  That's what these new laws they're proposing, and new executive orders say, is that if someone feels threatened by a gun at your house, go ahead and call the cops, they'll go ahead and take your guns, and then they'll make you go to a psychological evaluation.
[00:43:09.996 --> 00:43:12.778]  And they say just wanting guns is a sign of mental illness.
[00:43:13.318 --> 00:43:14.579]  Or not trusting government.
[00:43:14.779 --> 00:43:16.660]  Well then America was founded on mental illness.
[00:43:17.140 --> 00:43:19.902]  And then we just got all the wealth and all the power, because we had the liberty.
[00:43:20.323 --> 00:43:23.485]  I guess mental illness, you know what, if that's crazy, throw me in there.
[00:43:24.245 --> 00:43:24.545]  Okay?
[00:43:26.787 --> 00:43:27.268]  You're right!
[00:43:27.428 --> 00:43:28.689]  You control-freak criminals!
[00:43:28.909 --> 00:43:31.871]  I absolutely hate you and know who you are and I want nothing to do with you.
[00:43:32.092 --> 00:43:33.893]  And if you call that crazy, you bet I am.
[00:43:35.835 --> 00:43:37.396]  I'm as crazy as the day is long.
[00:43:37.556 --> 00:43:37.896]  You bet.
[00:43:39.237 --> 00:43:40.238]  Now let's go to this piece.
[00:43:40.599 --> 00:43:41.760]  This is Nightline.
[00:43:45.182 --> 00:43:46.984]  And this was two and a half years ago they came here.
[00:43:49.224 --> 00:44:09.942]  And you notice they don't even say, at least on the version I saw, and point out this is two and a half years old, it's like, we went and talked to Alex, and then they cut in the Piers Morgan appearance, and at the end they say he'll now be under a lot of scrutiny, implying it was evil for me to say I have 50 guns.
[00:44:10.702 --> 00:44:11.863]  It was just a guesstimation.
[00:44:13.605 --> 00:44:15.166]  As if, oh my gosh, he's dangerous.
[00:44:15.726 --> 00:44:17.308]  And then they show me throwing the football.
[00:44:20.407 --> 00:44:23.489]  And then they imply, oh, he's not always this crazy in person.
[00:44:23.529 --> 00:44:24.390]  It's all an act.
[00:44:27.592 --> 00:44:29.773]  Because there's a football in the back of the car and we're getting in it.
[00:44:29.793 --> 00:44:31.194]  They're like, oh, you got a football?
[00:44:31.234 --> 00:44:31.575]  What's that?
[00:44:31.635 --> 00:44:32.515]  Oh, you relax.
[00:44:33.096 --> 00:44:34.296]  I go, well, yeah, of course I do.
[00:44:34.356 --> 00:44:34.897]  I have children.
[00:44:35.157 --> 00:44:36.037]  It's my son's football.
[00:44:37.098 --> 00:44:38.359]  And I'm like, here, you want to catch it?
[00:44:39.220 --> 00:44:41.761]  And they cut it in going, well, he didn't know the camera was rolling.
[00:44:41.781 --> 00:44:42.542]  He was playing football.
[00:44:42.582 --> 00:44:43.222]  That's not true.
[00:44:44.623 --> 00:44:48.446]  And then they say, he talked about many things with us not related to the New World Order.
[00:44:49.994 --> 00:44:51.274]  Talk about their family, stuff like that.
[00:44:51.294 --> 00:44:51.854]  Went to dinner with them.
[00:44:51.874 --> 00:44:52.615]  I've told that story.
[00:44:52.915 --> 00:44:56.135]  But the point is, well, let's go ahead and start the piece.
[00:44:58.036 --> 00:45:02.436]  Here is Nightline, you know, implying I take bits and pieces.
[00:45:04.557 --> 00:45:05.177]  Here's that clip.
[00:45:05.717 --> 00:45:14.939]  We begin with America and its guns as President Obama prepares to announce his sweeping plan to curb gun violence tomorrow across the country.
[00:45:15.639 --> 00:45:16.439]  Back to the start.
[00:45:16.479 --> 00:45:17.780]  I've got to just analyze the whole thing.
[00:45:17.820 --> 00:45:18.060]  I'm sorry.
[00:45:18.080 --> 00:45:18.900]  It'll take a few segments.
[00:45:20.180 --> 00:45:21.982]  Talk about a woman who loves the sound of her voice.
[00:45:22.002 --> 00:45:24.784]  America's goods!
[00:45:25.184 --> 00:45:26.606]  President Obama!
[00:45:26.986 --> 00:45:28.067]  President Obama!
[00:45:28.327 --> 00:45:30.909]  It's like some kind of weird, like, confidence game.
[00:45:31.430 --> 00:45:32.391]  These people are a joke.
[00:45:32.671 --> 00:45:33.832]  Reading off her teleprompter.
[00:45:34.152 --> 00:45:39.637]  And then they cut to the host of ABC Nightly News, who came down here, and again, listen to this.
[00:45:40.718 --> 00:45:46.563]  And then they say, hey, that CNN piece about one-child policies, that was tongue-in-cheeky.
[00:45:47.785 --> 00:45:48.225]  Jokey.
[00:45:48.425 --> 00:45:49.206]  Did he read the article?
[00:45:49.246 --> 00:45:49.806]  No, it wasn't.
[00:45:50.807 --> 00:45:53.048]  They just felt turning like, yeah, drones are killing people.
[00:45:53.068 --> 00:45:54.129]  It's real cool.
[00:45:54.169 --> 00:45:54.489]  Yeah.
[00:45:54.769 --> 00:45:54.949]  Yeah.
[00:45:54.969 --> 00:45:57.551]  We're setting up checkpoints on the highway to take blood.
[00:45:57.871 --> 00:45:59.352]  It's all done.
[00:46:00.012 --> 00:46:01.253]  That's part of their psych warfare.
[00:46:03.078 --> 00:46:04.118]  Everything's fine, see?
[00:46:04.339 --> 00:46:05.099]  Let's go back to the clip.
[00:46:05.139 --> 00:46:05.519]  Here it is.
[00:46:05.839 --> 00:46:13.802]  We begin with America and its guns as President Obama prepares to announce his sweeping plan to curb gun violence tomorrow.
[00:46:14.343 --> 00:46:19.305]  Across the country, millions have already rushed out to buy a record number of new guns.
[00:46:19.805 --> 00:46:24.887]  And one man who thinks that's a very good thing, radio shock jock Alex Jones.
[00:46:25.327 --> 00:46:31.490]  He made national headlines last week with a fiery pro-gun tirade that quickly... Back in a few seconds.
[00:46:31.570 --> 00:46:31.870]  Thank you.
[00:46:33.396 --> 00:46:41.619]  I'm a shock jock, because... I mean, I think it's shocking that Rangel says we've got to overcome the Constitution and that Southerners are just bad people, period.
[00:46:42.419 --> 00:46:43.079]  I mean, wow!
[00:46:44.019 --> 00:46:45.880]  Imagine if he said, Northeasterners, they're trash.
[00:46:45.980 --> 00:46:47.480]  I mean, it's just ridiculous.
[00:46:50.741 --> 00:46:51.782]  And the Constitution's bad.
[00:46:51.822 --> 00:46:54.382]  I mean, Australian gun grabbers target bolt-action rifles.
[00:46:55.063 --> 00:47:00.804]  They always take the semi-autos first, then the handguns, then the pistols, then the bolt-actions, then the single-shot.
[00:47:00.965 --> 00:47:02.205]  They want all guns turned in.
[00:47:03.041 --> 00:47:03.802]  We knew that was coming.
[00:47:03.822 --> 00:47:04.462]  They do that everywhere.
[00:47:04.783 --> 00:47:05.523]  This is how they do it.
[00:47:07.966 --> 00:47:08.867]  See, I find that shocking.
[00:47:08.947 --> 00:47:15.653]  I find it shocking that they pass the NDAA to secretly arrest and kill and disappear U.S.
[00:47:15.673 --> 00:47:16.073]  citizens.
[00:47:16.333 --> 00:47:20.938]  I find it shocking that megabanks have been caught laundering hundreds of billions of dollars of drug money and don't get in trouble.
[00:47:21.158 --> 00:47:25.001]  But see, I'm a shock jock because I'm here going, wake up, America!
[00:47:25.262 --> 00:47:26.263]  We're going into tyranny!
[00:47:26.863 --> 00:47:30.326]  But they just want you to be easy and cool and go watch a sitcom, have a martini.
[00:47:30.566 --> 00:47:31.767]  Hey man, everything's fine.
[00:47:32.207 --> 00:47:33.488]  I'm here to get you out of your coma.
[00:47:33.849 --> 00:47:35.029]  You see, that's why it was so shocking.
[00:47:35.210 --> 00:47:41.374]  They thought I was going to come on and debate the First Amendment and should he be deported and they wanted talking points and we're going to stick to this, aren't we?
[00:47:41.394 --> 00:47:43.956]  And he had Alan Dershowitz ready in the next segment.
[00:47:45.117 --> 00:47:46.278]  I went off the script, folks.
[00:47:46.318 --> 00:47:49.501]  It wasn't, oh, they got me on there because they knew I'd blow up.
[00:47:51.665 --> 00:47:57.729]  They picked that up and broadcast that everywhere before they realized, oh wait a minute, this is actually waking people up.
[00:47:58.070 --> 00:47:59.090]  Which it did, see?
[00:48:00.151 --> 00:48:01.872]  No weapon formed against us shall prosper.
[00:48:02.153 --> 00:48:06.756]  Let's go back to Nightline with a recycled, re-edited piece.
[00:48:06.796 --> 00:48:07.216]  Here it is.
[00:48:07.496 --> 00:48:11.900]  Headlines last week with a fiery pro-gun tirade that quickly went viral.
[00:48:12.460 --> 00:48:14.201]  And that's not all he's got to say.
[00:48:14.421 --> 00:48:16.383]  Here's ABC's Dan Harris.
[00:48:17.702 --> 00:48:19.543]  Are you for Hitler or against Hitler?
[00:48:19.603 --> 00:48:21.064]  Whatever they say, it's the opposite.
[00:48:21.264 --> 00:48:23.425]  Let's just back it up.
[00:48:23.485 --> 00:48:24.646]  I mean, what does that even mean?
[00:48:24.986 --> 00:48:27.388]  My point was, you're either for Stalin or against Stalin.
[00:48:27.408 --> 00:48:29.109]  You're either for Hitler or against Hitler.
[00:48:29.489 --> 00:48:35.292]  You're either against this new world order and all this tyranny, or you're either for it or you're against it.
[00:48:35.533 --> 00:48:36.293]  It's very simple.
[00:48:36.453 --> 00:48:37.914]  But they just have a thing about Hitler.
[00:48:39.675 --> 00:48:40.896]  So people go, oh, Hitler.
[00:48:41.676 --> 00:48:42.957]  I saw a piece David Knight did.
[00:48:46.886 --> 00:48:51.291]  It was one of the crew about Martin Luther King.
[00:48:51.311 --> 00:48:52.011]  It was Mike Adams.
[00:48:52.792 --> 00:48:56.456]  Martin Luther King and how he wouldn't support Obama.
[00:48:56.756 --> 00:48:58.958]  And I saw people commenting in there and they were serious.
[00:48:59.859 --> 00:49:02.462]  They go, are they bashing Martin Luther King in this piece?
[00:49:02.482 --> 00:49:06.847]  Because at the end, Mike Adams says America doesn't want kings anymore.
[00:49:07.867 --> 00:49:13.313]  And we're talking about King George III, and we don't want King Obama, and then people thought it was code against Martin Luther King.
[00:49:13.393 --> 00:49:14.494]  I mean, whoa!
[00:49:14.894 --> 00:49:20.560]  New World Order is coming down on people at a million miles an hour, and people are looking for codes.
[00:49:22.422 --> 00:49:24.203]  I'm going to shut up, though, because I want to break here in a minute and a half.
[00:49:24.244 --> 00:49:25.084]  Let's start with this clip.
[00:49:25.104 --> 00:49:25.385]  Here it is.
[00:49:26.474 --> 00:49:28.315]  Are you for Hitler or against Hitler?
[00:49:28.375 --> 00:49:29.915]  Whatever they say, it's the opposite.
[00:49:30.135 --> 00:49:31.976]  They never tell the truth.
[00:49:32.316 --> 00:49:40.538]  Tonight, as millions of Americans worry about the government taking away their guns, this man, Alex Jones, is pushing a lot of buttons.
[00:49:40.818 --> 00:49:46.099]  And I'm here to tell you, 1776 will commence again if you try to take our firearms.
[00:49:46.279 --> 00:49:47.580]  We will not relinquish them.
[00:49:47.800 --> 00:49:48.780]  Do you understand?
[00:49:49.100 --> 00:49:52.081]  The Republic will rise again when you attempt to take our guns.
[00:49:52.381 --> 00:49:57.523]  When Jones went on CNN's Piers Morgan Tonight... Why'd our government shipments into Mexico?
[00:49:57.923 --> 00:50:04.006]  To discuss gun control in the wake of the Sandy Hook Massacre... You're a hatchet man of the New World Order!
[00:50:04.186 --> 00:50:05.827]  He created a sensation.
[00:50:05.847 --> 00:50:07.868]  This video went massively viral.
[00:50:08.248 --> 00:50:09.369]  And I want to say this right here.
[00:50:09.409 --> 00:50:10.369]  You think you're a tough guy?
[00:50:11.190 --> 00:50:12.951]  Have me back with a boxing ring in here.
[00:50:13.251 --> 00:50:15.152]  But who is Alex Jones?
[00:50:15.553 --> 00:50:18.535]  We've got ABC Nightly News slash Nightline here.
[00:50:18.615 --> 00:50:24.378]  Despite his mistrust of the so-called mainstream media, Jones agreed to let us into his world for a day.
[00:50:24.899 --> 00:50:29.301]  We're just soldiers looking across each other on the picket line here.
[00:50:29.742 --> 00:50:30.923]  America has been captured.
[00:50:31.483 --> 00:50:32.584]  America is being robbed.
[00:50:32.684 --> 00:50:35.225]  We are now being looted like a third world nation.
[00:50:35.425 --> 00:50:37.327]  Well, I'm not going to sit down and shut up.
[00:50:38.407 --> 00:50:45.170]  Jones is arguably the nation's premier purveyor of what could be called paranoia porn.
[00:50:46.350 --> 00:50:49.911]  Yeah, we were paranoid porn pushers when we said they were gonna come for your guns.
[00:50:50.511 --> 00:50:55.733]  We were paranoid porn pushers when we said that they would raise taxes on poor people, which they've now done.
[00:50:56.213 --> 00:50:59.975]  We were paranoid porn pushers when we said foreign countries would take their gold out of the U.S.
[00:51:00.175 --> 00:51:00.955]  It's all happening!
[00:51:01.195 --> 00:51:01.775]  All happening!
[00:51:01.935 --> 00:51:06.657]  If you've ever wanted one of our best-selling generators, but were waiting for an offer so crazy
[00:51:06.897 --> 00:51:07.818]  You couldn't refuse.
[00:51:07.938 --> 00:51:10.319]  Then you're not going to want to miss this exciting message.
[00:51:10.559 --> 00:51:11.080]  Here's why.
[00:51:11.360 --> 00:51:14.382]  Our solar generators provide life-saving electrical power.
[00:51:14.642 --> 00:51:21.066]  And unlike gas generators, solar generators run quietly, emit no fumes, and produce electricity from the sun.
[00:51:21.326 --> 00:51:24.668]  So when the lights go out, you'll always have the power you need.
[00:51:24.768 --> 00:51:25.809]  Now here's the best part.
[00:51:26.269 --> 00:51:30.772]  Every year we accumulate a few solar generators that we just can't sell as new.
[00:51:31.052 --> 00:51:36.796]  We put them in a special spot in our warehouse and we discount them heavily at the end of each year.
[00:51:36.916 --> 00:51:40.658]  We call them scratch and dent units, but they're really just like new.
[00:51:40.919 --> 00:51:43.160]  Each unit comes with a full factory warranty.
[00:51:43.320 --> 00:51:45.622]  And special bonuses you just won't believe.
[00:51:46.062 --> 00:51:47.443]  Don't wait, they go fast.
[00:51:47.703 --> 00:51:49.365]  Go to scratchanddentsolar.com.
[00:51:49.405 --> 00:51:51.506]  That's scratchanddentsolar.com.
[00:51:51.607 --> 00:51:56.290]  For the craziest offer we've ever made, go to scratchanddentsolar.com.
[00:51:56.330 --> 00:51:58.192]  That's scratchanddentsolar.com.
[00:52:01.468 --> 00:52:06.812]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:52:06.932 --> 00:52:11.976]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:52:12.137 --> 00:52:12.937]  Why spend more?
[00:52:13.117 --> 00:52:20.864]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:52:21.144 --> 00:52:21.624]  Yes, only $37.95.
[00:52:21.684 --> 00:52:22.585]  That's 70% less than our competitors.
[00:52:25.307 --> 00:52:28.470]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:52:28.690 --> 00:52:35.177]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:52:35.337 --> 00:52:37.979]  Plus, all orders over $49 ship free.
[00:52:38.179 --> 00:52:41.823]  MyPatriotSupply.com is American owned by patriots like you.
[00:52:42.043 --> 00:52:43.825]  Passionate about freedom and preparedness.
[00:52:44.045 --> 00:52:46.889]  Call now, 866-229-0927.
[00:52:47.209 --> 00:52:49.832]  That's 866-229-0927.
[00:52:50.193 --> 00:52:55.920]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:52:56.060 --> 00:52:57.041]  Choose the original.
[00:52:57.161 --> 00:53:00.745]  Choose the survival seed vault at MyPatriotSupply.com.
[00:53:01.306 --> 00:53:06.328]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:53:06.528 --> 00:53:15.652]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:53:15.892 --> 00:53:29.937]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:53:30.217 --> 00:53:35.482]  Order the Berkey Light System today, complete with two black Berkey elements for only two hundred and thirty one dollars.
[00:53:35.642 --> 00:53:38.165]  And the Berkey Guy will ship your order free of charge.
[00:53:38.345 --> 00:53:45.232]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only thirty nine ninety nine.
[00:53:45.372 --> 00:53:47.454]  That's over 30% off the retail price.
[00:53:47.694 --> 00:53:51.959]  Call the Berkey guy at 1-877-886-3653.
[00:53:51.999 --> 00:53:55.803]  That's 1-877-886-3653.
[00:53:56.364 --> 00:53:58.546]  Or order online at GoBerkey.com.
[00:53:58.686 --> 00:54:00.649]  That's GoBerkey.com today.
[00:54:02.290 --> 00:54:07.857]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:54:17.780 --> 00:54:30.914]  Don't forget, ladies and gentlemen, this broadcast and our entire news organization is funded by American patriots like you, not by government or Rockefeller funds stolen from taxpayers like NPR and others.
[00:54:31.454 --> 00:54:34.478]  So be sure and buy the books, the videos, the new Come and Take It.
[00:54:35.138 --> 00:54:38.159]  Best-selling t-shirt at InfowarsStore.com.
[00:54:38.519 --> 00:54:43.301]  And be sure to get the best gravity-fed stainless steel filters out there at InfowarsStore.com.
[00:54:43.642 --> 00:54:48.123]  ProPure, 10% off the already lowest price out there with the promo code WATER.
[00:54:48.544 --> 00:54:58.968]  InfowarsStore.com or InfowarsShop.com are linked through at PrisonPlanet.com or PrisonPlanet.tv right over to the shopping cart.
[00:54:59.828 --> 00:55:02.029]  And again, I want to thank everybody for their support out there.
[00:55:02.049 --> 00:55:06.270]  We could not do it without you and also supporting our sponsors.
[00:55:06.310 --> 00:55:08.790]  We have some new skateboards.
[00:55:09.050 --> 00:55:09.930]  We got contacted.
[00:55:10.110 --> 00:55:18.732]  I shouldn't even talk about this yet, but the point is they're up there on the site, so I need to discuss that probably at another point.
[00:55:18.792 --> 00:55:25.394]  Great way to wake people up is to have skateboards with infowars.com and the Alien Workshop artwork on it.
[00:55:26.593 --> 00:55:35.447]  Okay, let's get back to the Nightline, and I gotta get into Benghazi after this guest comes on, and we got the head of the Young Turks coming on the broadcast here today, and a lot of other important economic news.
[00:55:36.488 --> 00:55:40.875]  But first, let's go ahead and go back to the Nightline piece.
[00:55:40.915 --> 00:55:41.296]  Here it is.
[00:55:42.714 --> 00:55:44.115]  The truth strikes back.
[00:55:44.555 --> 00:55:45.776]  I'm live in 30 seconds.
[00:55:46.096 --> 00:55:52.520]  Out of his studios near Austin, Texas, his radio show and webcast reach an estimated 1 million people a day.
[00:55:52.560 --> 00:55:55.081]  This federal intrusion is out of control.
[00:55:55.361 --> 00:56:01.665]  And on YouTube and elsewhere, Jones estimates 200 million people have seen his documentary.
[00:56:01.685 --> 00:56:03.486]  We're taking our destiny back!
[00:56:03.866 --> 00:56:06.587]  You're not our gods or our masters!
[00:56:06.947 --> 00:56:14.070]  With titles like The Fall of the Republic, Endgame Blueprint for Global Enslavement, and The Obama Deception.
[00:56:14.310 --> 00:56:16.271]  Do you actually believe everything you say?
[00:56:16.751 --> 00:56:17.992]  I believe all of it, absolutely.
[00:56:18.072 --> 00:56:18.992]  What I'm telling is the truth.
[00:56:19.152 --> 00:56:22.353]  None of it is, you know, a shtick, a show at all?
[00:56:22.654 --> 00:56:22.834]  No.
[00:56:23.274 --> 00:56:23.714]  It's all true.
[00:56:23.794 --> 00:56:25.395]  Do you think Obama's a criminal?
[00:56:26.255 --> 00:56:28.837]  Barack Obama is definitely an unconstitutional criminal.
[00:56:29.157 --> 00:56:35.340]  Jones espouses a litany of conspiracy theories, although he thinks that term belittles his reporting.
[00:56:35.520 --> 00:56:37.101]  FEMA's running concentration camps?
[00:56:37.321 --> 00:56:37.922]  Setting them up.
[00:56:38.242 --> 00:56:43.064]  They have designated sports stadiums, they have designated fields for the American people.
[00:56:43.084 --> 00:56:44.645]  The manuals are public, I gave them to him.
[00:56:44.885 --> 00:56:46.066]  The government's poisoning the water?
[00:56:46.486 --> 00:56:47.087]  Absolutely.
[00:56:47.107 --> 00:56:50.529]  I have all these other government documents where the government... Hit pause!
[00:56:51.289 --> 00:56:57.091]  And again, I sat there and showed them the book, showed them the quotes, showed them the plans, and they didn't want to look at it.
[00:56:57.511 --> 00:56:59.472]  So they cut all that out when I'm giving proof.
[00:57:00.212 --> 00:57:01.353]  This guy's crazy.
[00:57:01.373 --> 00:57:03.593]  Next they're going to say they injected black people with syphilis.
[00:57:03.633 --> 00:57:04.174]  Oh, they did that.
[00:57:04.594 --> 00:57:09.756]  Next they're going to say that a bunch of kids just got paralyzed again from the Bill Gates meningitis shots.
[00:57:09.896 --> 00:57:12.017]  Oh, never mind.
[00:57:12.397 --> 00:57:14.537]  Next they'll say they radiated the troops and killed a bunch of them.
[00:57:14.878 --> 00:57:15.498]  Oh, they did that.
[00:57:16.278 --> 00:57:18.880]  Next they'll say they sterilized a half million women without their consent.
[00:57:18.940 --> 00:57:19.541]  Oh, they did that?
[00:57:20.201 --> 00:57:25.826]  Next they're going to say that the troops were exposed to sarin gas and it got covered up in the Gulf War and tens of thousands died.
[00:57:25.886 --> 00:57:27.487]  Oh, that happened?
