[00:00:00.349 --> 00:00:01.570]  Well, so does he.
[00:24:51.744 --> 00:24:53.405]  And so Robert Gibbs, we have that clip.
[00:24:53.745 --> 00:24:56.526]  But I went through the process of becoming press secretary.
[00:24:56.586 --> 00:25:01.628]  One of the things, one of the first things they told me was, you're not even to acknowledge the drone program.
[00:25:01.848 --> 00:25:04.189]  You're not even to discuss that it exists.
[00:25:05.109 --> 00:25:12.192]  And so I would get a question like that and literally I couldn't tell you what major ass because once I figured out it was about the drone program.
[00:25:12.832 --> 00:25:14.373]  I realize I'm not supposed to talk about it.
[00:25:15.293 --> 00:25:18.134]  But here's what's inherently crazy about that proposition.
[00:25:18.894 --> 00:25:24.276]  You're being asked a question based on reporting of a program that exists.
[00:25:24.856 --> 00:25:25.056]  Right?
[00:25:25.236 --> 00:25:32.259]  So you're the official government spokesperson acting as if the entire program... Pay no attention to the man behind the curtain.
[00:25:33.510 --> 00:25:37.311]  So, at first, I'm talking to the code enforcer over the phone, driving back to Austin.
[00:25:37.331 --> 00:25:38.411]  He's like, what's the big deal?
[00:25:38.711 --> 00:25:39.791]  You know, I've heard your show.
[00:25:39.891 --> 00:25:41.232]  Come on, just work with us.
[00:25:41.492 --> 00:25:43.932]  And I'm like, you don't want stickers on our car, in America.
[00:25:43.952 --> 00:25:45.353]  And he goes, I'm just following orders.
[00:25:46.013 --> 00:25:49.053]  And the cops are there, with him, because I'm talking to my crew off and on.
[00:25:49.793 --> 00:25:54.174]  And I just said, well, you can do whatever you want, crew, but I just keep handing them out and tell them, go ahead and give you tickets.
[00:25:55.095 --> 00:25:57.215]  And then finally, the police just said, we're not going to do this.
[00:25:57.655 --> 00:26:01.696]  And again, within that little story, if we would have just gone along,
[00:26:04.059 --> 00:26:05.660]  And the police would have just gone along?
[00:26:06.081 --> 00:26:18.210]  That would have been North Korean-level tyranny in the town where I live, in Austin, Texas, you know, named after Stephen F. Austin, one of the founders of this great state.
[00:26:18.511 --> 00:26:21.153]  Travis County, named after William Barrett Travis.
[00:26:22.254 --> 00:26:31.501]  Can you imagine if you told William Barrett Travis, there'll come a day where you can't hand out pamphlets in Texas, he'd say, oh, is that Santa Ana?
[00:26:31.561 --> 00:26:32.342]  Is that the dictator?
[00:26:33.547 --> 00:26:36.250]  I mean, only dictators act like this.
[00:26:36.290 --> 00:26:37.211]  This is outrageous.
[00:26:37.471 --> 00:26:40.213]  And if we just comply and go along, it's over.
[00:26:40.514 --> 00:26:44.717]  Take the establishment dinosaur media, and I'm going to come back and get into all the news, and believe me, it's important.
[00:26:46.079 --> 00:26:52.605]  Rand Paul gets up on, what, Wednesday night, and he filibusters for 13 hours, and the media tried to ignore it.
[00:26:54.046 --> 00:26:59.031]  And he had to filibuster because, as a senator, in the approval of the new CIA director,
[00:27:01.052 --> 00:27:05.295]  Because, again, the House and the Senate is the legislative arm.
[00:27:05.555 --> 00:27:07.176]  It's actually the boss of the executive.
[00:27:07.216 --> 00:27:08.157]  It creates the laws.
[00:27:08.557 --> 00:27:12.560]  It confirms the officers and the directors and the cabinet people.
[00:27:13.040 --> 00:27:15.101]  The President's not a dictator, at least he isn't supposed to be.
[00:27:15.582 --> 00:27:16.983]  So, he's like, I want
[00:27:17.443 --> 00:27:22.749]  The details, I want answers on domestic drone programs that you're admittedly launching.
[00:27:23.049 --> 00:27:24.470]  Give me the information.
[00:27:24.611 --> 00:27:26.432]  And they said it's classified, you can't have it.
[00:27:26.713 --> 00:27:27.654]  It's classified?
[00:27:27.674 --> 00:27:28.535]  I'm a U.S.
[00:27:28.595 --> 00:27:28.935]  Senator.
[00:27:29.315 --> 00:27:29.836]  The U.S.
[00:27:29.916 --> 00:27:32.319]  Intelligence Committee on the Senate can't get this.
[00:27:33.564 --> 00:27:34.505]  We're your boss.
[00:27:35.165 --> 00:27:44.971]  Definitely co-equal, but control the laws and the approval of who's in charge so the president can't just put all his people in and take over.
[00:27:45.371 --> 00:27:47.072]  So in this area, we're above the president.
[00:27:47.372 --> 00:27:47.972]  Give me that.
[00:27:48.193 --> 00:27:49.173]  And they said, no, we're not.
[00:27:49.593 --> 00:27:52.155]  In fact, they wouldn't even respond for several months.
[00:27:52.555 --> 00:27:55.517]  So Rand Paul had to go filibuster for 13 hours and
[00:27:57.518 --> 00:28:04.907]  So they released the memos, and it said, yes, we can kill Americans, and we're planning to bomb Americans, basically, and weaponize the drones, and $45 billion to do it.
[00:28:05.207 --> 00:28:11.214]  And then when that memo came out a day later, Holder puts out a memo saying, but we're not going to do that, and we're not planning to do that.
[00:28:15.356 --> 00:28:20.540]  The point is, is they stonewalled Rand Paul and the entire Senate and the House Intelligence Committee.
[00:28:20.740 --> 00:28:21.961]  They've asked for all this stuff.
[00:28:22.341 --> 00:28:24.363]  They've asked for Obama's continuity of government.
[00:28:24.743 --> 00:28:27.845]  Martial law provisions they've put in have been told you can't see it.
[00:28:28.226 --> 00:28:29.847]  They should impeach him immediately!
[00:28:30.187 --> 00:28:37.873]  You're going to tell the intelligence committees they can't see the national plan that's supposed to be developed by Congress and executed?
[00:28:38.073 --> 00:28:39.914]  The Congress is the football coach.
[00:28:41.095 --> 00:28:41.455]  Okay?
[00:28:43.237 --> 00:28:44.518]  The American people are the owners.
[00:28:45.953 --> 00:28:52.459]  The Congress is the football coach and the President is the quarterback executing his orders.
[00:28:52.940 --> 00:28:54.381]  He's not the owner of the team.
[00:28:54.601 --> 00:28:55.803]  We'll be right back with big news.
[00:28:55.823 --> 00:28:56.303]  Stay with us.
[00:29:02.842 --> 00:29:10.529]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:29:10.949 --> 00:29:14.593]  Alex and his staff have used these pure soap products for years.
[00:29:15.033 --> 00:29:21.859]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:29:22.339 --> 00:29:25.162]  See them on the web at 5starsoap.com.
[00:29:25.362 --> 00:29:29.864]  Or call 800-340-7091 for a free catalog.
[00:29:30.184 --> 00:29:35.846]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:29:36.126 --> 00:29:41.249]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:29:41.529 --> 00:29:43.149]  This is an amazing deal.
[00:29:43.509 --> 00:29:48.131]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:29:48.752 --> 00:29:51.893]  See them on the web at 5starsoap.com or call
[00:29:52.133 --> 00:29:53.218]  Call 1-800-340-7091 for a free catalog.
[00:30:00.868 --> 00:30:03.931]  You prepare by purchasing gold, food, and firearms.
[00:30:04.291 --> 00:30:09.757]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:30:10.337 --> 00:30:13.540]  When you're sleeping or away from home, who's watching out for intruders?
[00:30:14.221 --> 00:30:15.482]  Check out SimpliSafe.
[00:30:15.803 --> 00:30:19.686]  It's a new do-it-yourself home security system that is completely wireless.
[00:30:20.267 --> 00:30:22.309]  Go to GetSimpliSafe.com.
[00:30:22.972 --> 00:30:25.354]  SimpliSafe is independent and off the grid.
[00:30:25.694 --> 00:30:29.496]  It runs on battery power, so even if the grid goes down, you're protected.
[00:30:30.056 --> 00:30:36.220]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:30:36.721 --> 00:30:38.242]  Get SimpliSafe.com
[00:30:39.042 --> 00:30:43.264]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:30:43.705 --> 00:30:45.906]  So there's no need to let a stranger into your home.
[00:30:46.426 --> 00:30:50.008]  If you move or need to relocate, you can take the system with you wherever you go.
[00:30:50.509 --> 00:30:56.952]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:30:57.533 --> 00:30:59.694]  Again, that's GetSimplySafe.com
[00:31:00.908 --> 00:31:04.391]  If you're listening, you know your basic freedoms are being threatened every day.
[00:31:04.692 --> 00:31:07.754]  If you're listening, you know the economy is not getting better.
[00:31:07.935 --> 00:31:10.357]  You know gas and food prices are skyrocketing.
[00:31:10.737 --> 00:31:12.679]  Now is the time to get prepared.
[00:31:12.879 --> 00:31:15.722]  For years we've told you about our friends at eFoods Direct.
[00:31:15.862 --> 00:31:18.925]  They have the best tasting long-term storable food on the planet.
[00:31:19.105 --> 00:31:23.029]  This food will taste just as great 25 years from now as it does tonight.
[00:31:23.229 --> 00:31:28.774]  A long-term food supply allows you to freeze the cost and the availability of the one thing you need most.
[00:31:29.094 --> 00:31:32.437]  Be prepared and get your supply from eFoods Direct.
[00:31:32.738 --> 00:31:38.002]  Right now is the best time to stock up and save hundreds of dollars with free shipping on all food supplies.
[00:31:38.243 --> 00:31:39.644]  Give yourself peace of mind.
[00:31:39.904 --> 00:31:40.625]  And be prepared.
[00:31:40.645 --> 00:31:47.669]  Act now and call 800-409-5633 or visit efoodsdirect.com slash Alex.
[00:31:47.930 --> 00:31:50.451]  Get free shipping on all orders for a limited time.
[00:31:50.572 --> 00:31:56.676]  Call 800-409-5633 or go to efoodsdirect.com slash Alex.
[00:31:56.856 --> 00:31:59.438]  You can bet your life on eFoodsDirect.
[00:32:00.623 --> 00:32:01.644]  I had tried everything.
[00:32:01.704 --> 00:32:06.770]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[00:32:07.190 --> 00:32:11.675]  My body was literally starving for minerals and trace elements as well as key vitamins.
[00:32:12.016 --> 00:32:18.383]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[00:32:18.883 --> 00:32:29.350]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[00:32:30.091 --> 00:32:34.234]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[00:32:34.574 --> 00:32:37.576]  When I started taking the Tangy Tangerine and other products every day,
[00:32:37.916 --> 00:32:40.578]  I lost more than 37 pounds in just two months.
[00:32:40.819 --> 00:32:41.959]  Now that's results.
[00:32:42.380 --> 00:32:48.805]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products.
[00:32:49.165 --> 00:32:54.510]  And you will see the changes in the way you look, feel, and in your appetite almost immediately.
[00:32:54.910 --> 00:32:57.132]  Start your journey to health and wellness today.
[00:32:57.452 --> 00:32:58.533]  Infowarsteam.com
[00:33:01.638 --> 00:33:04.559]  Coast to coast, direct from Austin.
[00:33:05.239 --> 00:33:09.321]  You're listening to the Alex Jones Broadcasting Network.
[00:33:16.123 --> 00:33:21.105]  He aligns himself with the truth and it's time for you to choose a side.
[00:33:21.425 --> 00:33:23.585]  You're listening to Alex Jones.
[00:33:27.543 --> 00:33:38.345]  So what the social engineers do, and you know this, everybody knows this, they incrementally just take more and more.
[00:33:39.165 --> 00:33:41.286]  And they'll deny something when you bring it up.
[00:33:41.646 --> 00:33:45.727]  Hey, why do I see giant tanks driving around in checkpoints?
[00:33:46.407 --> 00:33:47.427]  Oh, that's not happening.
[00:33:47.447 --> 00:33:48.527]  You're like, yeah, I got a video of it.
[00:33:48.567 --> 00:33:49.027]  No, it's not.
[00:33:49.047 --> 00:33:52.828]  And then later, once the public's conditioned, they admit it.
[00:33:54.275 --> 00:33:56.677]  Or there's no death panels in the Obamacare bill.
[00:33:56.697 --> 00:33:58.158]  They're like, well, here's the subsection.
[00:33:59.319 --> 00:34:00.600]  You're a conspiracy theorist.
[00:34:01.240 --> 00:34:12.609]  One week after it passed, cover of Newsweek, the case for killing Granny and death panels, and then now you... I listen to Democrat radio sometimes, and they're just like, death panels are great, we need them.
[00:34:12.889 --> 00:34:14.310]  I mean, come on, it's the way to go.
[00:34:15.811 --> 00:34:17.152]  Hey, we don't want your guns.
[00:34:17.652 --> 00:34:18.453]  Everything's fine.
[00:34:18.473 --> 00:34:26.939]  Go back to sleep as they introduce bills at every state level, ban mags over seven rounds, raiding gun owners' houses all over the country.
[00:34:26.959 --> 00:34:29.521]  I mean, I got a stack of that news I haven't gotten to yet.
[00:34:29.601 --> 00:34:30.462]  It is bad.
[00:34:31.283 --> 00:34:43.192]  While saying, yeah, the crazy conspiracy theorist Alex Jones, the Southern Poverty Law Center wrote a letter to the Justice Department, which, it's a joke, that's their surrogate mouthpiece.
[00:34:44.890 --> 00:34:48.171]  So the Justice Department can say more radical things, but then say it's not them.
[00:34:48.211 --> 00:34:50.832]  It's the Justice Department on record for 30-something years.
[00:34:51.613 --> 00:34:56.775]  And they're like, Alex Jones and others, they're claiming that the government wants to take the guns.
[00:34:56.835 --> 00:34:57.975]  It's a conspiracy theory.
[00:34:58.015 --> 00:34:58.595]  That's a quote.
[00:34:58.996 --> 00:35:01.757]  And we think that there's about to be terror attacks.
[00:35:02.737 --> 00:35:09.620]  I mean, think of how radical that is to imply that myself, I'm listed, and others,
[00:35:10.976 --> 00:35:18.423]  Are the Constitution Party, Oath Keepers, returning veterans, I'm reading here, are going to blow up federal buildings?
[00:35:20.384 --> 00:35:21.866]  And you're like, well, McVeigh did.
[00:35:22.166 --> 00:35:29.032]  Folks, anybody that knows about that, I've interviewed the police that were the first responders, the ones they didn't kill, like Terrence Yakey, cop of the year.
[00:35:29.392 --> 00:35:30.773]  They blew that thing sky high.
[00:35:31.687 --> 00:35:34.028]  They declared national security on the surveillance tapes.
[00:35:34.128 --> 00:35:37.971]  I talked to the FBI agents that, it was in the LA Times, who said, we saw the tapes.
[00:35:38.291 --> 00:35:40.272]  It shows multiple men with McVeigh.
[00:35:40.492 --> 00:35:44.655]  And I've talked to the head of HUD, Jane Graham, who was there.
[00:35:45.195 --> 00:35:51.619]  It was famous federal agents who she saw on TV, basically responding to the aftermath.
[00:35:51.639 --> 00:35:55.581]  She's like, that's who was running the wires and planting the gray sticks of butter.
[00:35:58.143 --> 00:35:59.384]  I've interviewed the police.
[00:36:01.127 --> 00:36:18.103]  Like Mr. Browning and others on this show who saw the feds involved and who had them come to their offices in the Oklahoma City office, into the sergeant's office, and said, you and your wife are dead if you don't shut up about what you saw.
[00:36:18.864 --> 00:36:21.586]  Oh yeah, the right wing's going to blow up federal buildings.
[00:36:21.807 --> 00:36:22.768]  Give me a break, folks.
[00:36:22.788 --> 00:36:24.669]  Let me tell you who's going to blow up federal buildings.
[00:36:25.546 --> 00:36:29.689]  The global crime syndicate that sees this country and controls our government.
[00:36:30.029 --> 00:36:32.170]  Our government didn't bomb Oklahoma City.
[00:36:33.111 --> 00:36:35.333]  Our government didn't carry out 9-11.
[00:36:36.413 --> 00:36:49.782]  Our government has been hijacked, and there are criminal cells, global corporate mafia cells, within the CIA, the FBI, and everything else, staging this stuff, or hiring provocateurs.
[00:36:50.202 --> 00:36:53.605]  So my point is, you're not going to get freedom by cowering over this.
[00:36:56.135 --> 00:36:59.801]  You're not going to get freedom by cowering to this, okay?
[00:37:00.161 --> 00:37:02.344]  The only future we've got is standing up.
[00:37:02.545 --> 00:37:03.767]  You know why we have so much wealth?
[00:37:03.967 --> 00:37:08.654]  By 4% of the world, that's the American population, until the 70s had half the wealth.
[00:37:08.954 --> 00:37:09.655]  At one point it was 57%.
[00:37:09.776 --> 00:37:10.236]  Look this up.
[00:37:13.316 --> 00:37:17.597]  Just type in US has half the world's wealth and you'll see the articles.
[00:37:18.658 --> 00:37:22.198]  57% of the world's wealth owned by a gigantic, fat middle class.
[00:37:22.439 --> 00:37:25.099]  The fattest, biggest middle class the world's ever seen.
[00:37:25.659 --> 00:37:26.720]  Champion middle class.
[00:37:27.720 --> 00:37:32.121]  Fully 45% up to 50% of the population, middle class, upper middle class.
[00:37:32.321 --> 00:37:33.261]  Now it's down to like 25%.
[00:37:33.481 --> 00:37:35.122]  And you know why?
[00:37:35.322 --> 00:37:38.402]  We weren't free, but compared to other countries, we were super free.
[00:37:39.263 --> 00:37:40.143]  Super fly free.
[00:37:42.048 --> 00:37:44.230]  Because there wasn't a monopoly in this country.
[00:37:44.270 --> 00:37:48.334]  There were a few oligopolies and a few little monopolies, but not a total globalist monopoly.
[00:37:48.754 --> 00:37:56.021]  Where big corporations control government, they then take your tax money and pay it to them in corporate contracts and government contracts and bailouts.
[00:37:57.822 --> 00:38:03.147]  You don't have freedom, just like Rand Paul stood up and said, I'm going to filibuster until you give me the drone info.
[00:38:04.348 --> 00:38:04.989]  They gave it to him.
[00:38:05.689 --> 00:38:08.412]  They told me, my crew, we can't hand out magazines in Austin.
[00:38:09.502 --> 00:38:12.385]  Turned out by the time I showed up to get in their face, the cops had refused.
[00:38:16.050 --> 00:38:18.392]  That's a big victory just to do the right thing.
[00:38:20.094 --> 00:38:21.296]  It was like when I was at Bilderberg.
[00:38:21.576 --> 00:38:29.465]  They gave them orders to not let the demonstrators up in Virginia last year walk across the public driveway that is a public right-of-way
[00:38:30.738 --> 00:38:32.199]  And the cops were told, arrest us.
[00:38:32.219 --> 00:38:35.481]  And I said, hey, you know the Virginia law says we can walk across there?
[00:38:35.781 --> 00:38:37.482]  He goes, I know, but I've been ordered special event.
[00:38:37.782 --> 00:38:39.543]  I said, you want your kids growing up in a country like that?
[00:38:40.844 --> 00:38:41.864]  He goes, well, they're watching us.
[00:38:41.944 --> 00:38:45.026]  My commanders are off those cameras right across the street in that mobile unit.
[00:38:45.046 --> 00:38:47.527]  They have a mobile trailer with cameras on it and microphones.
[00:38:47.547 --> 00:38:50.029]  And I said, oh, so now you're afraid to do the right thing.
[00:38:50.069 --> 00:38:53.230]  I said to the commander out there with like 60 cops out there on the SWAT team.
[00:38:53.531 --> 00:38:54.411]  He goes, no, you're right.
[00:38:54.591 --> 00:38:55.452]  OK, use the street.
[00:38:56.169 --> 00:38:58.570]  And then all the cops were smiling and giving us high fives and stuff.
[00:38:58.790 --> 00:39:00.571]  Just revolt and say no!
[00:39:00.971 --> 00:39:02.952]  No to North Korea!
[00:39:03.232 --> 00:39:07.274]  You're not a bunch of Dennis Rodman's... I haven't even talked about that yet, I was out of town.
[00:39:07.754 --> 00:39:15.157]  You know, going over there to a third generation, hereditary dictator, over a million people starved to death or killed a year.
[00:39:15.937 --> 00:39:19.158]  You talk about total government and he goes over there to make money.
[00:39:19.759 --> 00:39:22.560]  And it shows how pathetic the government ruling system is.
[00:39:23.612 --> 00:39:35.781]  That it's so empty, that it's such a husk, that the pathetic Kim Jong-un hugging some nobody, burnout, Z celebrity, bankrupt Dennis Rodman.
[00:39:38.720 --> 00:39:42.383]  I mean, this cult of celebrities is going to do something special for you.
[00:39:42.603 --> 00:39:49.268]  Let me just tell all the yuppies, I know that's how they control you, who grew up watching television 18 hours a day, and you think you're not somebody until you know celebrities.
[00:39:50.009 --> 00:39:56.534]  I have been at probably 50 top Hollywood parties, and I couldn't wait to get out of them, just all the most famous people in them.
[00:39:57.154 --> 00:40:02.559]  I have been then at events, let's go over to this person's house, and I'm like, I don't want to go.
[00:40:03.159 --> 00:40:04.060]  Let's watch a movie.
[00:40:05.029 --> 00:40:09.211]  You know, let's go play, you know, putt-putt golf or something, because it's so empty.
[00:40:09.551 --> 00:40:18.576]  And I see how Madison Avenue and Wall Street and the corporate people and the Oscars and all of it controls the public with the cult of empty celebrity.
[00:40:20.457 --> 00:40:21.398]  You know who I want to meet?
[00:40:21.658 --> 00:40:24.659]  People that, you know, jump from the edge of space.
[00:40:27.608 --> 00:40:37.495]  And, you know, heat up like a meteorite coming into the atmosphere, or some mathematician, or some firefighter that goes into a burning house and saves a kid and, you know, gets half their body burnt.
[00:40:37.675 --> 00:40:40.317]  That's who's interesting to me, is artists and people.
[00:40:40.697 --> 00:40:42.879]  There's a lot of people that I get, you know, giddy about meeting.
[00:40:43.139 --> 00:40:44.880]  Incredible journalists, trailblazers.
[00:40:45.380 --> 00:40:50.164]  But the system knows that, and Edward Bernays set this up in the 20s, the nephew of Sigmund Freud.
[00:40:50.364 --> 00:40:54.727]  He admitted our heroes are inventors, scientists, trailblazers.
[00:40:56.883 --> 00:41:04.988]  Explorers, that's why we were the highest IQ, highest education, smartest, most inventive, because people were into that.
[00:41:05.389 --> 00:41:09.792]  And they said, we've got to stop making that the icons, we've got to dumb people down.
[00:41:10.212 --> 00:41:18.878]  So now it's all these stupid hip-hop people, and burnout drug-head rock and roll, and Hollywood, and all of that, and it's totally and completely empty.
[00:41:23.530 --> 00:41:31.131]  I mean, look at how empty the North Korean sycophant Communist Party is to sit there and get off glowing on power trips.
[00:41:31.391 --> 00:41:36.272]  Those power tripping looks the top communists have in their eyes are the same ones the politicians have.
[00:41:36.512 --> 00:41:41.993]  They're a bunch of crazy narcissists who are into totally dominating people and being on top.
[00:41:42.233 --> 00:41:44.654]  And if they've got to bring the whole country down to do it, they'll do it.
[00:41:45.354 --> 00:41:48.474]  If you've got to starve to death so they can live in a palace, they'll do it.
[00:41:49.454 --> 00:41:51.895]  Big government collectivism is the enemy.
[00:41:52.932 --> 00:41:58.494]  And they've got communist, socialist, and fascist varieties of it, but it all ends up becoming the same thing.
[00:42:00.034 --> 00:42:11.437]  And just to watch the sickening communist North Koreans groveling at pathetic celebrity is just the essence of everything I oppose.
[00:42:11.477 --> 00:42:14.478]  So, here's the motto, then I'm going to come back with the news.
[00:42:16.306 --> 00:42:18.408]  Stand up for your rights or lose them and be a slave.
[00:42:18.568 --> 00:42:20.289]  Act like a sheep, get eaten by wolves.
[00:42:20.690 --> 00:42:22.791]  Roll over to tyranny, you have no future.
[00:42:23.512 --> 00:42:24.653]  You want to truly be alive?
[00:42:24.733 --> 00:42:25.514]  Get animated.
[00:42:25.774 --> 00:42:39.765]  Realize you're empowered because you love liberty and get in tyrants' faces and live for freedom and live for the truth and you will be empowered because that's what life is really all about, is being informed, not being a fool.
[00:42:40.666 --> 00:42:44.688]  Not being a sucker, not being a schmuck, not being a mark, not being an idiot.
[00:42:45.109 --> 00:42:51.812]  And when we stop being pushovers, like our ancestors were, we'll become so wealthy, we'll become decadent slobs again.
[00:42:52.033 --> 00:42:52.633]  That's the problem.
[00:42:53.073 --> 00:42:57.115]  All of the incredible largesse, the prosperity, has turned us into this.
[00:42:57.175 --> 00:42:59.657]  Now we're losing the prosperity as we lose the liberty.
[00:43:00.669 --> 00:43:02.310]  Introducing Pro-1.
[00:43:02.570 --> 00:43:06.072]  All of your filtration in one system, portable, on the go.
[00:43:06.212 --> 00:43:10.615]  No more do you have two or three filters to just reduce sodium fluoride.
[00:43:10.755 --> 00:43:16.739]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:43:16.859 --> 00:43:27.645]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:43:27.845 --> 00:43:34.151]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:43:34.351 --> 00:43:49.084]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:43:51.646 --> 00:43:56.951]  Get your Pro-Pure with the new Pro-1 filters today at infowarstore.com or by calling 888-253-3139.
[00:44:00.842 --> 00:44:09.087]  Devastating events like earthquakes, tornadoes, floods, hurricanes, or the threat of martial law have highlighted the need for Americans to prepare for emergencies.
[00:44:09.387 --> 00:44:12.829]  As a result, millions are stockpiling food, gold, and weapons.
[00:44:13.069 --> 00:44:17.232]  But how will these items help if you or one of your loved ones becomes ill?
[00:44:17.532 --> 00:44:22.235]  Supernatural silver is the ultimate tool to prepare you for a medical emergency.
[00:44:22.555 --> 00:44:32.464]  Supernatural silver is a natural antibiotic that is uniquely effective against bacteria, viruses, moles, and fungus, and is remarkable for wound care.
[00:44:32.684 --> 00:44:37.869]  Taken internally or used topically, it can help keep you safe from deadly pathogens.
[00:44:38.109 --> 00:44:46.671]  Supernatural Silver has over 500 different uses and a long-term shelf life, making it the number one choice of preppers across the country.
[00:44:46.891 --> 00:44:53.853]  To find out how this amazing new technology can help you be prepared, go to SupernaturalSilver.com.
[00:44:54.133 --> 00:44:58.055]  Use the promo code PREPARED for 20% off your entire order.
[00:44:58.255 --> 00:44:59.415]  And like us on Facebook!
[00:45:02.432 --> 00:45:10.119]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:45:10.559 --> 00:45:14.183]  Alex and his staff have used these pure soap products for years.
[00:45:14.623 --> 00:45:21.449]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:45:21.929 --> 00:45:24.412]  See them on the web at 5starsoap.com.
[00:45:24.952 --> 00:45:29.456]  Or call 800-340-7091 for a free catalog.
[00:45:29.776 --> 00:45:35.440]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:45:35.720 --> 00:45:40.824]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:45:41.124 --> 00:45:42.746]  This is an amazing deal.
[00:45:43.126 --> 00:45:47.729]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:45:48.350 --> 00:45:50.512]  See them on the web at 5starsoap.com.
[00:45:51.092 --> 00:45:52.834]  Or call 800-340-7091 for a free catalog.
[00:46:00.461 --> 00:46:03.523]  You prepare by purchasing gold, food and firearms.
[00:46:03.863 --> 00:46:09.327]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:46:09.908 --> 00:46:13.110]  When you're sleeping or away from home, who's watching out for intruders?
[00:46:13.790 --> 00:46:15.051]  Check out SimpliSafe.
[00:46:15.391 --> 00:46:19.254]  It's a new do-it-yourself home security system that is completely wireless.
[00:46:19.854 --> 00:46:21.876]  Go to GetSimpliSafe.com
[00:46:22.546 --> 00:46:24.947]  SimpliSafe is independent and off the grid.
[00:46:25.288 --> 00:46:29.070]  It runs on battery power, so even if the grid goes down, you're protected.
[00:46:29.650 --> 00:46:35.794]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:46:36.294 --> 00:46:37.915]  Get SimpliSafe.com.
[00:46:38.636 --> 00:46:45.460]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[00:46:46.000 --> 00:46:49.583]  If you move or need to relocate, you can take the system with you wherever you go.
[00:46:50.083 --> 00:46:56.548]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:46:57.108 --> 00:46:59.270]  Again, that's GetSimpliSafe.com.
[00:47:01.607 --> 00:47:04.568]  Coast to coast, direct from Austin.
[00:47:05.188 --> 00:47:09.289]  You're listening to the Alex Jones Broadcasting Network.
[00:47:18.752 --> 00:47:27.035]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[00:47:30.970 --> 00:47:34.512]  You've got to stand up for yourself or become a slave.
[00:47:34.572 --> 00:47:38.615]  I know that's simple, but a lot of profound things are simple.
[00:47:42.557 --> 00:47:57.506]  All over the world, people are demanding GMO labeling so you can know what you're eating if a fish has grasshopper genes in it, or if corn has insect genes in it, or bacteria genes in it, or virus RNA.
[00:47:58.826 --> 00:48:01.748]  And now Whole Foods under pressure saying they're going to start by 2018.
[00:48:02.088 --> 00:48:09.513]  It's kind of like, we're going to leave Afghanistan by 2010, by 2012, by 2013, by 2014.
[00:48:09.994 --> 00:48:11.415]  But at least they're having to pay lip service.
[00:48:11.435 --> 00:48:13.656]  They're going to start trying to label GMO.
[00:48:15.277 --> 00:48:17.659]  First, they denied that there was any GMO in their stores.
[00:48:18.039 --> 00:48:19.620]  We went down with others and covered it.
[00:48:21.141 --> 00:48:22.923]  And it became big news the last few years.
[00:48:23.103 --> 00:48:25.424]  And then they had to admit that there was GMO in their food.
[00:48:25.885 --> 00:48:27.886]  First, they tried the stonewalling.
[00:48:29.767 --> 00:48:30.968]  Again, they always try that.
[00:48:31.408 --> 00:48:32.970]  No, no, no, nothing to see here.
