[00:00:02.304 --> 00:00:04.326]  You're listening to GCN.
[00:44:15.692 --> 00:44:17.553]  Just in a breast cancer study.
[00:44:18.854 --> 00:44:28.598]  And now they are allowing 1,000 times what they were previously authorizing in the water.
[00:44:30.019 --> 00:44:31.199]  And then there's a lot more to the story.
[00:44:31.239 --> 00:44:34.281]  The point is it's up on InfoWars.com and NaturalNews.com.
[00:44:35.737 --> 00:44:36.918]  But here it is right here.
[00:44:37.278 --> 00:44:41.703]  Researchers find biological evidence of Gulf War illness.
[00:44:44.286 --> 00:44:47.409]  And it goes over the fact that, okay, they are brain damaged.
[00:44:47.929 --> 00:44:48.911]  Okay, this is going on.
[00:44:48.951 --> 00:44:52.434]  Well, they did autopsies a few years after the war on people dying.
[00:44:52.474 --> 00:44:53.295]  You can look this up.
[00:44:53.776 --> 00:44:55.618]  It was even in Life magazine.
[00:44:57.020 --> 00:45:07.124]  And found that they had nerve gas, sarin, VX, and other agents in their brain stems, and that's finally what killed them was losing motor control, and finally they can't breathe anymore and suffocate.
[00:45:08.524 --> 00:45:16.627]  So you go from being a Marine Corps colonel, Mr. Tough Guy, to your wife changing your diapers, to fighting for your life, then on a respirator, then dead.
[00:45:17.387 --> 00:45:24.570]  And they knew, folks, just like they knew the dust at the World Trade Center was deadly day one, and said, take off your respirators, you don't even need them!
[00:45:25.578 --> 00:45:30.161]  Because if they would have said, issue respirators, they would have had to admit that the dust was deadly.
[00:45:33.803 --> 00:45:35.504]  And you ask, why do they do this?
[00:45:35.984 --> 00:45:37.425]  It's not just that life's cheap.
[00:45:37.785 --> 00:45:39.286]  They enjoy killing you.
[00:45:40.727 --> 00:45:45.910]  Bayer Pharmaceutical, as you know, about eight years ago, was found guilty in France.
[00:45:46.491 --> 00:45:49.472]  They also were criminally in trouble in Australia.
[00:45:49.512 --> 00:45:50.393]  Nothing even happened here.
[00:45:50.853 --> 00:45:51.874]  And the documents came out.
[00:45:52.414 --> 00:45:53.115]  In the court case.
[00:45:54.181 --> 00:45:55.622]  It was on NBC News, you name it.
[00:45:56.342 --> 00:45:59.383]  Just type in Bayer Blood Scandal.
[00:46:00.384 --> 00:46:11.529]  And they knew that every ampule of factor VIII for hemophiliacs and other disorders was filled with a megadose of HIV, hepatitis, multiple types of hepatitis.
[00:46:11.569 --> 00:46:16.051]  It was a death sentence injected into people with compromised immune systems.
[00:46:17.131 --> 00:46:17.851]  A death sentence.
[00:46:18.452 --> 00:46:21.193]  And they had the corporate minutes where for a decade
[00:46:23.018 --> 00:46:27.279]  They were in there suppressing their own sub-executives who didn't want to be part of it.
[00:46:32.300 --> 00:46:35.761]  Because it was seen as a public service to kill hemophiliacs.
[00:46:39.422 --> 00:46:43.463]  So I want you all to listen to me and listen real good.
[00:46:45.103 --> 00:46:46.543]  I don't like having to do this job.
[00:46:46.763 --> 00:46:50.824]  I never thought of myself as being one of the most prominent people in this fight.
[00:46:51.364 --> 00:46:52.945]  I don't have all the answers.
[00:46:54.405 --> 00:46:56.086]  I don't want to be your leader.
[00:46:56.806 --> 00:46:59.626]  I don't claim to do an even near perfect job.
[00:47:00.607 --> 00:47:03.207]  But we're the best there is here at infowars.com.
[00:47:04.768 --> 00:47:05.788]  And I've done the research.
[00:47:07.003 --> 00:47:10.704]  And quite frankly, things are much worse than I can even explain here, because there's so much.
[00:47:10.944 --> 00:47:14.765]  I mean, look at just the news from today, here on my desk, if you're watching us on TV.
[00:47:14.965 --> 00:47:19.406]  There's probably 200 news articles here, each one more important than the last.
[00:47:21.967 --> 00:47:31.950]  All I can say to you, out there, all I can say to you,
[00:47:34.500 --> 00:47:47.905]  Is that I know there are a lot of smart professional people out there who've been taught their entire life that getting ahead means not taking risk, going with the flow and working in the system.
[00:47:48.245 --> 00:47:51.126]  And I know a lot of you know this, but you say, well, how are you going to change it?
[00:47:51.526 --> 00:47:52.626]  What are we going to do about it?
[00:47:53.006 --> 00:47:53.987]  The public's dumbed down.
[00:47:54.047 --> 00:47:54.687]  Nobody cares.
[00:47:55.907 --> 00:48:00.849]  If you have that attitude, it is a death sentence to you and your family.
[00:48:02.574 --> 00:48:03.154]  Look at the numbers.
[00:48:03.735 --> 00:48:16.862]  If you look at neurological disorders, if you look at all the different diseases increasing, everything, no one is going to escape this.
[00:48:16.962 --> 00:48:27.348]  And your progeny, your children, their children, the whole future of humanity is being cursed by the pollution of evil, the corruption that's going on right now.
[00:48:28.883 --> 00:48:31.184]  Everything is organized around being anti-human.
[00:48:31.724 --> 00:48:35.706]  And so as long as it hurts humans, it's authorized and encouraged.
[00:48:35.806 --> 00:48:50.711]  And the worst of the worst have competed to get in positions of power, and they really enjoy trying to forcibly inoculate you and your family, not to protect you from pathogens, but to brain damage you and hurt you, on record.
[00:48:51.351 --> 00:48:55.273]  Just like the fluoride, just like the glyphosates, just like the
[00:48:57.794 --> 00:48:59.475]  Additives that are put in so many things.
[00:48:59.535 --> 00:49:09.741]  This is all done publicly to so poison and so intoxicate humanity that we're basically walking dead.
[00:49:10.862 --> 00:49:14.884]  And we're not walking dead yet, but we're getting close to it.
[00:49:18.767 --> 00:49:23.169]  Even the best of our species show the wear and tear from this poisoning process.
[00:49:24.070 --> 00:49:25.331]  And this is the big enchilada.
[00:49:26.149 --> 00:49:30.172]  They knew when they blew up giant chemical weapons bases.
[00:49:30.593 --> 00:49:33.695]  He had like the fourth biggest stockpile, it was estimated.
[00:49:33.735 --> 00:49:35.056]  I was doing some research again last night.
[00:49:35.597 --> 00:49:39.220]  Saddam had one of the biggest caches of chemical weapons in the world.
[00:49:39.240 --> 00:49:41.742]  It had been mainly sold to him by the U.S.
[00:49:42.022 --> 00:49:42.362]  The U.S.
[00:49:42.382 --> 00:49:49.828]  had given him satellite trajectory and weather maps on how to fire it and artillery and spread out of helicopters on the Iranians.
[00:49:50.814 --> 00:49:53.475]  They always go, he used gas on his own people.
[00:49:54.115 --> 00:49:59.578]  Yeah, and our criminal government commanded him and ran that operation.
[00:50:01.719 --> 00:50:05.140]  And then they blow it all up, just huge caches of it.
[00:50:07.622 --> 00:50:09.482]  It rains down over the region.
[00:50:09.903 --> 00:50:13.764]  Our troops would only pull back, in some cases, five, six miles.
[00:50:15.505 --> 00:50:19.487]  And would have convulsions on the spot, would be coughing, eyes watering.
[00:50:22.947 --> 00:50:24.447]  And all of this is going on.
[00:50:24.467 --> 00:50:25.308]  Yeah, there's AP.
[00:50:26.208 --> 00:50:28.428]  Rumsfeld helped Iraq get chemical weapons.
[00:50:28.488 --> 00:50:30.749]  Yeah, he helped Iran get weapons.
[00:50:30.789 --> 00:50:33.530]  He helped North Korea get nuclear reactors.
[00:50:34.770 --> 00:50:43.512]  And they knew when they blew all these, over 200 facilities, big ones, many of them huge, that it would rain down.
[00:50:43.532 --> 00:50:45.012]  And then they said, oh, your detectors are going off?
[00:50:45.653 --> 00:50:46.433]  False alarm.
[00:50:46.453 --> 00:50:47.893]  Remember you heard on the news?
[00:50:48.193 --> 00:50:49.414]  Chemical weapons alarms.
[00:50:49.754 --> 00:50:50.954]  False alarm, false alarm.
[00:50:53.044 --> 00:50:55.413]  And then they didn't give them treatment when they go in.
[00:50:55.674 --> 00:50:56.839]  They won't give them surgeries.
[00:50:56.879 --> 00:50:57.601]  They won't give them help.
[00:50:57.882 --> 00:50:58.806]  They give them Prozac.
[00:51:01.881 --> 00:51:04.043]  I mean, that's what they think about all of you folks.
[00:51:04.463 --> 00:51:04.723]  Okay?
[00:51:04.743 --> 00:51:08.926]  We have really bad people that have been known to do secret experiments in control.
[00:51:31.981 --> 00:51:40.286]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoods Direct.
[00:51:40.486 --> 00:51:41.707]  Be prepared before you need it.
[00:51:41.867 --> 00:51:45.029]  With nutrient-dense food you can store for up to 25 years.
[00:51:45.329 --> 00:51:47.551]  You can hope for the best, but hope won't feed you.
[00:51:47.691 --> 00:51:52.073]  Do what I've done and get your own supply of the best storable foods out there from eFoods Direct.
[00:51:52.213 --> 00:51:58.077]  Call 800-409-5633 or visit them on the web at efoodsdirect.com forward slash Alex.
[00:51:58.317 --> 00:51:59.739]  And check out their spring specials.
[00:51:59.979 --> 00:52:06.227]  Again, that number is 800-409-5633 or on the web at efoodsdirect.com forward slash Alex.
[00:52:06.467 --> 00:52:08.310]  You can bet your life on eFoodsDirect.
[00:52:08.806 --> 00:52:13.810]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:52:14.030 --> 00:52:23.157]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:52:23.397 --> 00:52:37.428]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:52:37.708 --> 00:52:42.970]  Order the Berkey Light System today, complete with two black Berkey elements for only two hundred and thirty one dollars.
[00:52:43.110 --> 00:52:45.631]  And the Berkey Guy will ship your order free of charge.
[00:52:45.831 --> 00:52:52.673]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only thirty nine ninety nine.
[00:52:52.833 --> 00:52:54.974]  That's over 30% off the retail price.
[00:52:55.175 --> 00:52:56.095]  Call the Berkey guy at 1-877-886-3653.
[00:52:56.115 --> 00:52:56.315]  That's 1-877-886-3653.
[00:52:56.335 --> 00:52:57.256]  Or order online at GoBerkey.com.
[00:52:57.296 --> 00:52:57.816]  That's GoBerkey.com today!
[00:53:08.803 --> 00:53:18.669]  Now is the perfect time to spring clean your body with Supernatural Silver, a non-toxic disinfectant for the body that can be used internally or externally.
[00:53:18.929 --> 00:53:24.373]  It helps the immune system by killing the bacteria, viruses, and mold that cause disease.
[00:53:24.693 --> 00:53:32.496]  This helps to reduce the workload of your already overworked immune system and allows the immune system to refocus its energy and recharge.
[00:53:32.757 --> 00:53:42.781]  Supernatural Silver can help combat over 300 different conditions and it has the ability to kill over 143 types of bacteria, viruses, mold and yeast.
[00:53:43.081 --> 00:53:55.411]  Supernatural Silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions, and nursing homes.
[00:53:55.571 --> 00:54:01.596]  To see how Supernatural Silver can change your life, go to SupernaturalSilver.com.
[00:54:01.876 --> 00:54:04.759]  Use the promo code SILVER2013 for 20% off and like us on Facebook.
[00:54:27.519 --> 00:54:29.540]  And I want to be clear, ladies and gentlemen.
[00:54:29.880 --> 00:54:32.542]  So many new listeners say, man, this guy is so negative.
[00:54:33.442 --> 00:54:34.282]  I don't want to hear this.
[00:54:35.303 --> 00:54:39.125]  No, I'm telling you that major studies have shown that Roundup
[00:54:40.981 --> 00:54:46.705]  I mean, they've got movies about it with George Clooney, for heaven's sakes, is massively increasing cancer.
[00:54:48.226 --> 00:54:50.388]  And I'm here telling you we need to do something about it.
[00:54:51.215 --> 00:54:56.660]  I'm here telling you they put fluoride in the water to give you cancer and dumb you down, and they're on record doing it.
[00:54:57.200 --> 00:54:58.862]  Let's get moving and warn people.
[00:54:59.602 --> 00:55:04.287]  I guess this show is negative if you don't think anything of yourself, and you just think you have no power.
[00:55:04.347 --> 00:55:06.609]  Me, I take all this real personal.
[00:55:07.369 --> 00:55:08.650]  And I'm angry and I'm focused.
[00:55:08.670 --> 00:55:09.411]  And here's something else.
[00:55:09.811 --> 00:55:14.075]  I don't apologize for going to the BBC and getting in their presenter's face who was laughing at me.
[00:55:14.455 --> 00:55:17.999]  I don't apologize for getting in the face of Piers Morgan.
[00:55:19.178 --> 00:55:24.021]  I don't apologize to get in the face of FBI agents on video when they've gotten in my face.
[00:55:24.522 --> 00:55:25.622]  I've done nothing wrong.
[00:55:26.003 --> 00:55:31.206]  I'm here trying to wake people up, and I'm sick of the globalists trying to keep everybody calm.
[00:55:31.346 --> 00:55:33.348]  They're like, oh, the way to be credible is to stay calm.
[00:55:33.548 --> 00:55:33.868]  Bull.
[00:55:34.849 --> 00:55:40.313]  They've taught you it's all about staying calm and wearing a psychopath suit and sitting there lying to people.
[00:55:41.155 --> 00:55:50.178]  With a bunch of crooks in Congress and crooks on national TV all acting calm and everything's normal and everybody don't upset anybody.
[00:55:50.719 --> 00:55:54.000]  That's because they don't want you to awaken.
[00:55:55.000 --> 00:55:58.481]  Coming up, confidence in newspapers at near record lows.
[00:55:58.822 --> 00:56:01.303]  Polls find, oh really, UPI?
[00:56:02.263 --> 00:56:06.845]  Poll, Obama approval rating plunges more, the most on people under 30.
[00:56:07.725 --> 00:56:10.286]  17 points, you lost the trendy factor, Bubba.
[00:56:12.762 --> 00:56:14.283]  Guess who's way up in under 30?
[00:56:14.744 --> 00:56:15.784]  Infowars.com.
[00:56:18.907 --> 00:56:19.307]  Poll.
[00:56:19.407 --> 00:56:22.029]  Obama approval rating drops amid slew of controversies.
[00:56:22.049 --> 00:56:23.410]  What's the problem with that, though?
[00:56:23.711 --> 00:56:24.591]  He's just a puppet.
[00:56:24.892 --> 00:56:26.713]  The system needs to lose credibility.
[00:56:27.253 --> 00:56:30.336]  The Federal Reserve, the private offshore banking cartel.
[00:56:31.697 --> 00:56:32.738]  But it's called federal.
[00:56:34.960 --> 00:56:37.262]  Maybe Jeffrey Dahmer should have called himself Federal Reserve.
[00:56:37.682 --> 00:56:40.224]  The cops would have just walked off and said, oh, continue murdering people.
[00:56:40.804 --> 00:56:44.106]  Poll, confidence in Congress at all-time low.
[00:56:44.246 --> 00:56:50.711]  Again, the good news is people know they're being lied to, they know they're being screwed over, but...
[00:56:51.621 --> 00:56:52.722]  That isn't enough, folks.
[00:56:52.782 --> 00:56:58.489]  The system knows you're waking up so they're buying armored vehicles, building bases, billions of bullets, training for war against us.
[00:56:59.070 --> 00:57:07.639]  We've got to get aggressive and in their face now, and we've got to vote with our dollars and support alternative and real media, and we all need to run for office.
[00:57:08.755 --> 00:57:14.762]  And we all just need to swarm the system with so many different actions, there's no way they can respond to it.
[00:57:15.203 --> 00:57:25.995]  Even if they've got AI predictive systems that can pretty much gauge the future to a great extent, it won't matter, they'll just see their own doom.
[00:57:27.239 --> 00:57:29.062]  Now false flags a household word.
[00:57:29.102 --> 00:57:32.907]  They've got mainstream news articles I saw this weekend in Britain and the U.S.
[00:57:33.268 --> 00:57:34.389]  saying, did the U.S.
[00:57:34.449 --> 00:57:36.112]  and NATO stage the chemical attack?
[00:57:36.732 --> 00:57:38.255]  These people predicted it.
[00:57:38.936 --> 00:57:39.657]  These people are us.
[00:57:44.008 --> 00:57:46.391]  You see, I just want humanity to survive.
[00:57:46.471 --> 00:57:48.072]  I don't understand what's so alien about that.
[00:57:48.853 --> 00:57:50.996]  People think they get ahead screwing other people.
[00:57:51.256 --> 00:57:54.419]  And that's not how you get ahead long-term, ladies and gentlemen.
[00:57:54.860 --> 00:57:55.681]  I'm gonna stop preaching.
[00:57:55.721 --> 00:57:58.263]  I'll get to all this news when Max Keiser coming up.
[00:57:58.283 --> 00:57:59.965]  We'll take phone calls, I promise.
[00:57:59.985 --> 00:58:01.187]  Wide open phones in the third hour.
[00:58:02.885 --> 00:58:06.850]  Briefly, ladies and gentlemen, I want to tell you about some of the sponsors that make our broadcast possible.
[00:58:06.910 --> 00:58:08.792]  One of them is Infidel Body Armor.
[00:58:08.872 --> 00:58:14.178]  You can go to their website and see their amazing catalog of everything from backpacks to body armor, backpack body armor.
[00:58:14.659 --> 00:58:17.922]  It's all available, ladies and gentlemen, on their website.
[00:58:18.803 --> 00:58:21.104]  At InfidelBodyArmor.com.
[00:58:21.184 --> 00:58:23.306]  One word, InfidelBodyArmor.com.
[00:58:24.226 --> 00:58:26.768]  And regular body armor only stops about six rounds.
[00:58:26.808 --> 00:58:28.249]  This stops hundreds.
[00:58:28.429 --> 00:58:29.109]  Go check it out.
[00:58:29.589 --> 00:58:33.972]  InfidelBodyArmor.com or 888-608-6605.
[00:58:33.992 --> 00:58:35.613]  888-608-6605.
[00:58:36.053 --> 00:58:38.755]  And don't forget, we have ProPure water filters at the lowest price.
[00:58:39.095 --> 00:58:44.478]  Discounted 10% off with promo code WATER at InfowarsStore.com.
[00:58:44.558 --> 00:58:46.940]  And get your PrisonPlanet.tv memberships as well.
[00:58:51.961 --> 00:58:55.722]  This is GCN, the Genesis Communications Radio Network.
[00:58:59.083 --> 00:59:01.004]  In the last two years alone, the U.S.
[00:59:01.024 --> 00:59:03.565]  has seen huge losses to our food supply.
[00:59:03.845 --> 00:59:08.646]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[00:59:08.846 --> 00:59:12.607]  In 2012, we saw the largest drought in the country in more than 50 years.
[00:59:12.867 --> 00:59:16.588]  You may think out of sight, out of mind, and so you don't think you will be affected.
[00:59:16.769 --> 00:59:17.949]  The fact is, you are.
[00:59:18.149 --> 00:59:18.929]  We all are.
[00:59:19.169 --> 00:59:21.490]  Food shortages drive prices up for everyone.
[00:59:21.790 --> 00:59:30.097]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoodsDirect.
[00:59:30.277 --> 00:59:31.498]  Be prepared before you need it.
[00:59:31.678 --> 00:59:34.841]  With nutrient-dense food you can store for up to 25 years.
[00:59:35.121 --> 00:59:37.363]  You can hope for the best, but hope won't feed you.
[00:59:37.503 --> 00:59:41.887]  Do what I've done and get your own supply of the best storable foods out there from eFoodsDirect.
[00:59:42.027 --> 00:59:47.872]  Call 800-409-5633 or visit them on the web at efoodsdirect.com forward slash Alex.
[00:59:48.132 --> 00:59:49.533]  And check out their spring specials.
[00:59:49.773 --> 00:59:56.019]  Again, that number is 800-409-5633 or on the web at efoodsdirect.com forward slash Alex.
[00:59:56.259 --> 00:59:58.160]  You can bet your life on eFoodsDirect.
[01:00:02.043 --> 01:00:03.965]  Waging war on corruption.
[01:00:04.445 --> 01:00:07.208]  Alex Jones on the GCM Radio Network.
[01:00:13.817 --> 01:00:18.000]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:18.660 --> 01:00:19.461]  You want answers?
[01:00:20.242 --> 01:00:21.142]  Well, so does he.
[01:00:21.803 --> 01:00:25.445]  He's Alex Jones on the GCN Radio Network.
[01:00:25.986 --> 01:00:30.049]  And now, live from Austin, Texas, Alex Jones.
[01:00:32.699 --> 01:00:38.187]  Well, Edward Snowden tells the press in an online press conference that the truth is coming out.
[01:00:38.247 --> 01:00:41.172]  The government can't stop by murdering me.
[01:00:41.192 --> 01:00:43.896]  But he goes on to say they want to murder him.
[01:00:43.916 --> 01:00:47.581]  The Chinese government's come out and said he's not working for them.
[01:00:48.604 --> 01:00:50.465]  And said it's ridiculous that Dick Cheney said that.
[01:00:50.505 --> 01:00:53.026]  If anybody's working for the Communist Chinese, it's Dick Cheney.
[01:00:53.687 --> 01:00:56.788]  And the Bushes, and all them opening up China and selling us out to them.
[01:00:57.249 --> 01:00:58.289]  Bill Clinton, all of them.
[01:00:58.349 --> 01:00:59.110]  It's just ridiculous.
[01:00:59.630 --> 01:01:01.691]  Give up your rights to the military industrial complex.
[01:01:01.731 --> 01:01:03.432]  The Chinese Communists will get us.
[01:01:04.052 --> 01:01:05.513]  The globalists put them in power.
[01:01:06.173 --> 01:01:07.394]  Kicked out Chiang Kai-shek.
[01:01:09.224 --> 01:01:09.825]  Unbelievable.
[01:01:10.445 --> 01:01:14.188]  That's just some of what is coming up on that front.
[01:01:14.208 --> 01:01:17.151]  We're going to be joined as well by Max Keiser.
[01:01:17.852 --> 01:01:21.975]  He's got a new article out that's just went up on InfoWars.com.
[01:01:22.776 --> 01:01:29.161]  The collapse of the current Bankster regime is upon us, is his headline, and he wrote this article for InfoWars.com.
[01:01:31.837 --> 01:01:34.940]  We've got that article up there right now.
[01:01:35.040 --> 01:01:36.381]  He will be joining us.
[01:01:36.742 --> 01:01:44.729]  He said you'd see a dollar plunge and a worldwide stock market plunge starting at the end of April, early May, and he'll tell you that he's a month and a half off.
[01:01:44.749 --> 01:01:46.010]  That's what he was saying a week and a half ago.
[01:01:46.050 --> 01:01:49.834]  I still wasn't convinced completely, but more and more I hope he's wrong.
[01:01:50.154 --> 01:01:54.799]  Even though it's a fiat system, we're riding on top of it.
[01:01:56.048 --> 01:02:03.515]  And it's just that the Federal Reserve hinting at ending QE4 or QE Unlimited or
[01:02:08.752 --> 01:02:13.675]  QE Infinity, which is just free money to them that they loan out to us at 10, 20, 30 percent.
[01:02:14.756 --> 01:02:25.162]  Just hinting at that to show how kept we are, how controlled we are by these foreign offshore banks has set the stock market the last few weeks, as you know, going downward.
[01:02:25.202 --> 01:02:31.026]  So we're going to be looking at that with Max Keiser here in the next segment.
[01:02:31.086 --> 01:02:36.750]  First, I'll get into the latest NSA news as well.
[01:02:38.211 --> 01:02:48.097]  And again, I got into the fact, just to illustrate who the globalists are, they knew blowing up nerve gas caches would maim and kill many of our troops and debilitate them.
[01:02:48.117 --> 01:02:49.637]  That's now admitted in the New York Times.
[01:02:50.198 --> 01:02:51.378]  Just shows you who these people are.
[01:02:51.879 --> 01:02:55.081]  California allows up to a thousand times glyphosate that they know.
[01:02:56.281 --> 01:02:59.203]  A thousand times lesser massively increases breast cancer.
[01:02:59.763 --> 01:03:06.047]  Venezuela considers banning baby bottle feeding because it makes the brain smaller, the IQs lower, and the children unhealthy.
[01:03:06.727 --> 01:03:09.069]  Yeah, it's all done by the eugenicists.
[01:03:09.549 --> 01:03:12.091]  They have the working class basically brain damage the children.
[01:03:13.652 --> 01:03:15.954]  And they've known this for 50, 60 years.
[01:03:16.314 --> 01:03:17.255]  Of course they've known it.
[01:03:18.236 --> 01:03:23.560]  How many controversies have they had where babies... Guys, will you print me an article on this because it sounds insane.
[01:03:24.240 --> 01:03:27.083]  Just type in baby formula, baby deaths.
[01:03:27.683 --> 01:03:32.547]  You'll see stuff in China and India and Africa where the globalists really sell the bad stuff.
[01:03:33.207 --> 01:03:35.049]  Where the babies just die.
[01:03:35.956 --> 01:03:44.280]  Here, they know that'd be a little too obvious, so they just, you know, get ready to have, um, what are people getting, you know, diabetes when they're five?
[01:03:44.300 --> 01:03:49.402]  Well, you're getting, you know, 75% high fructose corn syrup and sugar in the average baby formula.
[01:03:49.422 --> 01:03:51.303]  I mean, of course, your pancreas is dead on arrival.
[01:03:53.304 --> 01:03:55.485]  But what's wrong with having your arms and legs sawed off?
[01:03:55.565 --> 01:03:59.947]  I mean, you know, I got a buddy right now who's got diabetes, might have to get his toe chopped off.
[01:04:01.561 --> 01:04:02.221]  What's wrong with that?
[01:04:02.241 --> 01:04:03.142]  That's loving and liberal.
[01:04:03.702 --> 01:04:04.202]  It's trendy.
[01:04:04.222 --> 01:04:06.943]  I mean, what's wrong with Bayer putting HIV in the shots for hemophiliacs?
[01:04:07.143 --> 01:04:07.563]  It's loving.
[01:04:08.443 --> 01:04:08.963]  It's trendy.
[01:04:08.983 --> 01:04:11.184]  Of course, I'm being sickeningly sarcastic.
[01:04:11.484 --> 01:04:12.525]  This stuff gets to me.
[01:04:13.025 --> 01:04:14.345]  And that's what I'm talking about.
[01:04:14.465 --> 01:04:15.546]  That's what I'm exposing.
[01:04:15.846 --> 01:04:16.866]  That's what I'm angry about.
[01:04:16.926 --> 01:04:19.007]  So I'm recapping that for people that joined us.
[01:04:19.047 --> 01:04:22.908]  But I've got about 15 stacks of news here I've not yet gotten to.
[01:04:22.928 --> 01:04:27.990]  And we're going to go over it all with Max Keiser on the other side of this quick break.
[01:04:28.010 --> 01:04:28.450]  But first,
[01:04:29.530 --> 01:04:33.533]  Is this his prediction, a month and a half late coming true?
[01:04:33.573 --> 01:04:36.355]  Another article by Paul Joseph Watson that just went up.
[01:04:36.395 --> 01:04:38.196]  Did Israel attack Syria again?
[01:04:38.697 --> 01:04:41.719]  Strike on advanced weapons shipment threatens huge escalation of conflict.
[01:04:42.059 --> 01:04:46.362]  The Saudi Arabians are announcing they're going to ship missiles to Al-Qaeda.
[01:04:49.044 --> 01:04:49.905]  Unbelievable.
[01:04:52.065 --> 01:04:53.446]  When Al Qaeda blows up U.S.
[01:04:53.506 --> 01:04:59.651]  airliners with these missiles, will they invade a country not involved again, like Iraq?
[01:04:59.711 --> 01:05:00.071]  Probably.
[01:05:01.052 --> 01:05:04.294]  Probably, because there's a war against reality going on.
[01:05:04.855 --> 01:05:05.315]  Stay with us.
[01:05:05.375 --> 01:05:07.196]  I'm your host, Alex Jones, PrisonPlanet.tv.
[01:05:09.144 --> 01:05:20.292]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:05:20.932 --> 01:05:32.100]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:05:32.380 --> 01:05:38.605]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[01:05:39.045 --> 01:05:42.047]  You're getting soap products twice as good as what you're using now.
[01:05:42.587 --> 01:05:47.010]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:05:47.251 --> 01:05:54.315]  Call 1-800-340-7091 or visit www.5starsoap.com.
[01:05:54.616 --> 01:05:58.718]  Alex and his staff have used these earth-friendly pure soaps for years.
[01:05:59.259 --> 01:06:04.102]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:06:09.325 --> 01:06:19.193]  Now is the perfect time to spring clean your body with Supernatural Silver, a non-toxic disinfectant for the body that can be used internally or externally.
[01:06:19.433 --> 01:06:24.897]  It helps the immune system by killing the bacteria, viruses, and mold that cause disease.
[01:06:25.197 --> 01:06:33.003]  This helps to reduce the workload of your already overworked immune system and allows the immune system to refocus its energy and recharge.
[01:06:33.283 --> 01:06:43.290]  Supernatural Silver can help combat over 300 different conditions and it has the ability to kill over 143 types of bacteria, viruses, mold and yeast.
[01:06:43.610 --> 01:06:55.920]  Supernatural Silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions, and nursing homes.
[01:06:56.080 --> 01:07:02.125]  To see how Supernatural Silver can change your life, go to SupernaturalSilver.com.
[01:07:02.385 --> 01:07:07.670]  Use the promo code SILVER2013 for 20% off and like us on Facebook.
[01:07:08.812 --> 01:07:15.776]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:07:16.016 --> 01:07:33.646]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:07:33.906 --> 01:07:38.028]  I then searched out the best vitamin and mineral company out there.
[01:07:38.288 --> 01:07:39.869]  And discovered Young-Jevity.
[01:07:40.069 --> 01:07:47.915]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:07:48.215 --> 01:07:54.319]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:07:54.539 --> 01:07:55.580]  Check it out for yourself.
[01:07:55.820 --> 01:07:56.560]  It's incredible.
[01:07:56.700 --> 01:08:05.746]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:08:05.907 --> 01:08:07.748]  That's Infowarsteam.com.
[01:08:13.931 --> 01:08:14.592]  Big Brother.
[01:08:15.232 --> 01:08:16.313]  Mainstream media.
[01:08:17.013 --> 01:08:18.274]  Government cover-ups.
[01:08:18.774 --> 01:08:19.595]  You want answers?
[01:08:20.355 --> 01:08:21.216]  Well, so does he.
[01:08:21.916 --> 01:08:25.859]  He's Alex Jones on the GCN Radio Network.
[01:08:26.099 --> 01:08:30.181]  And now, live from Austin, Texas, Alex Jones.
