[00:00:02.782 --> 00:00:04.806]  You're listening to GCN.
[00:51:17.005 --> 00:51:23.070]  A bitcoin is the first decentralized currency that can be easily transferred from person to person over the internet.
[00:51:23.490 --> 00:51:24.891]  No bank needed.
[00:51:25.291 --> 00:51:30.577]  This means lower fees and accounts can never be frozen, limited or closed.
[00:51:30.998 --> 00:51:32.800]  You are in control of your money.
[00:51:33.260 --> 00:51:34.061]  And the best part?
[00:51:34.421 --> 00:51:37.645]  You can start earning and making money with Bitcoins right away.
[00:51:38.045 --> 00:51:45.434]  No computer or expertise is required to earn money with Bitcoins and a growing number of merchants now accept Bitcoins.
[00:51:45.874 --> 00:51:49.617]  Plus, they're easily exchanged for dollars, euros, and more.
[00:51:49.938 --> 00:52:01.448]  Learn more about the easiest, cheapest, most profitable way to enter the Bitcoin market and get paid every two weeks by one of the fastest growing Bitcoin miners in the world at cloudhashing.com.
[00:52:01.948 --> 00:52:04.791]  Just like it sounds, cloudhashing.com.
[00:52:05.191 --> 00:52:07.093]  That's cloudhashing.com.
[00:52:07.513 --> 00:52:08.995]  We mine your business.
[00:52:10.598 --> 00:52:18.200]  That's the sound of a .44 Magnum and TraumaMaxx, a high-tech hybrid Kevlar bulletproof vest from InfidelBodyArmor.com.
[00:52:18.320 --> 00:52:20.620]  We'll stop it and most pistol rounds.
[00:52:20.821 --> 00:52:27.422]  TraumaMaxx is a major breakthrough in pistol-rated body armor and prices start at just $170 per insert.
[00:52:27.642 --> 00:52:32.643]  More protection, more stopping power, more mobility, and it weighs less than 5 pounds.
[00:52:32.863 --> 00:52:35.324]  Get details at InfidelBodyArmor.com.
[00:52:35.524 --> 00:52:38.685]  That's I-N-F-I-D-E-L-BodyArmor.com.
[00:52:39.724 --> 00:52:45.587]  Virtually anyone can hack your cell phone and track your calls, your texts, your emails, your every movement.
[00:52:45.847 --> 00:52:47.608]  But only if they can detect a signal.
[00:52:47.948 --> 00:52:51.609]  Stay one step ahead of hackers and Big Brother with a Blockett Pocket.
[00:52:51.930 --> 00:52:57.232]  A custom-made pocket infused with pure silver that creates a complete Faraday enclosure for your cell phone.
[00:52:57.532 --> 00:53:03.257]  For free shipping to the lower 48, visit BlockItPocket.com or call 888-315-9618.
[00:53:04.658 --> 00:53:06.479]  BlockItPocket.com.
[00:53:06.820 --> 00:53:08.401]  Enhancing health and privacy.
[00:53:08.841 --> 00:53:14.446]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:53:14.586 --> 00:53:21.812]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:53:21.972 --> 00:53:25.214]  Radioactive contamination is now in most of the food supply.
[00:53:25.294 --> 00:53:27.056]  There's only two ways to avoid this.
[00:53:27.296 --> 00:53:27.516]  I think?
[00:53:49.841 --> 00:53:52.784]  Exclusively available at Infowarslife.com.
[00:53:52.924 --> 00:53:58.790]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:53:58.910 --> 00:54:00.912]  Survival Shield Nascent Iodine.
[00:54:01.072 --> 00:54:06.518]  Secure your super high quality Nascent Iodine today at Infowarslife.com.
[00:54:06.598 --> 00:54:07.959]  That's Infowarslife.com.
[00:54:14.308 --> 00:54:16.790]  There's a killer on the road
[00:54:43.809 --> 00:54:45.150]  I want to take a long holiday.
[00:54:45.951 --> 00:54:47.652]  Let my children play.
[00:54:47.732 --> 00:54:51.835]  Man, I just love that guy's voice.
[00:54:51.895 --> 00:54:56.379]  What about you?
[00:55:08.342 --> 00:55:09.983]  My brain is squirming like a toad.
[00:55:10.003 --> 00:55:12.404]  Let's go back to your phone calls here.
[00:55:12.805 --> 00:55:30.095]  We do have Greg Pallas with breaking intel on the banker takeover of the planet, what's happening in Europe, the latest with the dollar, the QE, Unlimited, what the hedge fund hyenas are doing, investigative journalist, former top federal fraud investigator Greg Pallas will be joining us at the bottom of the next hour.
[00:55:30.776 --> 00:55:32.677]  We're also going to have Mr. McAvee.
[00:55:33.905 --> 00:55:35.466]  John McAfee, the guy.
[00:55:36.126 --> 00:55:39.708]  We'll talk about the NSA and more in studio.
[00:55:43.010 --> 00:55:45.091]  So that should be quite interesting to meet him in person.
[00:55:45.131 --> 00:55:46.712]  He's arriving in about 45 minutes.
[00:55:47.032 --> 00:55:47.952]  He's already here in Austin.
[00:55:48.293 --> 00:55:49.833]  Ismad in Minnesota.
[00:55:49.853 --> 00:55:52.275]  Then we'll talk to Chris, George, Jeffrey, and others.
[00:55:52.595 --> 00:55:55.616]  What is your take on Obamacare?
[00:55:58.258 --> 00:56:00.479]  Oh, you mean Obamacare, sir?
[00:56:01.974 --> 00:56:07.479]  What, uh, did you say, uh, gang raping the Obamacare or, uh, what did you say?
[00:56:08.300 --> 00:56:09.501]  Oh yeah, Obamacare.
[00:56:09.922 --> 00:56:10.683]  Oh, booger care.
[00:56:10.703 --> 00:56:12.645]  I couldn't tell what you were saying.
[00:56:12.665 --> 00:56:13.906]  Yeah, uh, my M- my M.A.
[00:56:13.926 --> 00:56:15.447]  went up by double, I believe.
[00:56:15.507 --> 00:56:16.889]  I took a look at it just today.
[00:56:16.909 --> 00:56:18.671]  I had to go out and get my bank statement.
[00:56:18.691 --> 00:56:21.874]  By the way, don't worry, they say it's going to double again because it's affordable care.
[00:56:23.696 --> 00:56:25.237]  I already, well, yeah, I already know it is.
[00:56:26.408 --> 00:56:38.635]  I heard somebody else say on, I think it was your radio show, that, no, it was Coast to Coast AM, that whatever they say in something like that, always think the opposite.
[00:56:39.976 --> 00:56:44.278]  Well, no, that's what the character Winston Smith in 1984 did.
[00:56:45.099 --> 00:56:48.961]  In fact, the British used to actually say that, don't believe anything until it's been officially denied.
[00:56:50.662 --> 00:56:54.184]  This morning I saw about 75 motorcycle cops on the way into home.
[00:56:55.254 --> 00:57:00.596]  Standing there, bugging their eyes out at people, making the roads slow down, but then acting like traffic cops.
[00:57:01.276 --> 00:57:04.857]  So I rolled by one at one mile an hour and I said, what's going on?
[00:57:04.877 --> 00:57:07.237]  And he said, don't worry about it!
[00:57:07.257 --> 00:57:08.398]  I thought I was in New York City.
[00:57:09.418 --> 00:57:10.518]  Don't worry about it.
[00:57:11.179 --> 00:57:11.799]  Hey, you know what?
[00:57:11.859 --> 00:57:13.679]  Nobody's going to worry about that guy's pension either.
[00:57:13.699 --> 00:57:17.340]  You know, we have this attitude of where, I mean, how do you get an Austin cop?
[00:57:17.360 --> 00:57:19.261]  Because they're not bad compared to a lot of cities I've been in.
[00:57:20.225 --> 00:57:23.466]  Mixed in with Travis County Sheriff's deputies, whatever they were doing out on 290.
[00:57:24.006 --> 00:57:32.608]  How do you get them to the point of bugging their eyes out and getting mad at someone if you politely say, hey, what's going on?
[00:57:32.628 --> 00:57:42.591]  And the cops, there's two of them, just their mouths hung up and they went... It's like we went to the NSA to talk to their PR person.
[00:57:42.991 --> 00:57:46.192]  Their mouths were hanging up and it's like, you just talk to me?
[00:57:46.712 --> 00:57:48.633]  That's going to be a death sentence soon, bud.
[00:57:50.776 --> 00:57:51.556]  Because we're so free.
[00:57:52.157 --> 00:57:55.019]  But I guess you've got a fluoride-headed population so they're used to that.
[00:57:55.439 --> 00:57:58.361]  The average public I see when they see a cop they look like a dog that's scared.
[00:57:58.381 --> 00:58:00.962]  They almost roll over on their back and start peeing on themselves.
[00:58:01.323 --> 00:58:07.747]  So I would expect then that I guess cops just get used to that and think of us as like lowly worm-like creatures.
[00:58:08.530 --> 00:58:11.612]  Though I did run into a lot of cool cops down in San Antonio this weekend.
[00:58:11.912 --> 00:58:12.772]  Anything else, sir?
[00:58:12.812 --> 00:58:14.333]  Anything else racist you'd like to say?
[00:58:14.753 --> 00:58:24.298]  I think calling foreign bank-run rape care meant to rob everyone and a lower standard of care and wreck our health care system is racist to call it booger care.
[00:58:24.638 --> 00:58:26.079]  Do you want to apologize to boogers?
[00:58:28.171 --> 00:58:29.492]  Yeah, I'm so sorry, boogers.
[00:58:29.812 --> 00:58:34.296]  I didn't mean to actually have an opinion that wasn't given to me by the media, a.k.a.
[00:58:34.336 --> 00:58:34.716]  the meat.
[00:58:35.077 --> 00:58:37.899]  But here's something else I want to say real quick, Mr. Jones.
[00:58:37.919 --> 00:58:38.620]  Go ahead, racist.
[00:58:38.700 --> 00:58:39.560]  Go ahead, racist.
[00:58:40.701 --> 00:58:48.207]  Yes, uh, we, uh, the United States of America is... Your phone's breaking up, racist.
[00:58:52.231 --> 00:58:56.214]  This is GCN, the Genesis Communications Radio Network.
[00:58:59.349 --> 00:59:10.498]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[00:59:11.139 --> 00:59:22.308]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[00:59:22.588 --> 00:59:28.793]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[00:59:29.233 --> 00:59:32.234]  You're getting soap products twice as good as what you're using now.
[00:59:32.774 --> 00:59:37.196]  This is an amazing deal and you will love the way real soap makes your skin feel.
[00:59:37.456 --> 00:59:44.499]  Call 1-800-340-7091 or visit www.5starsoap.com.
[00:59:44.819 --> 00:59:48.921]  Alex and his staff have used these earth-friendly pure soaps for years.
[00:59:49.461 --> 00:59:54.303]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:00:02.475 --> 01:00:04.379]  Waging war on corruption.
[01:00:04.861 --> 01:00:07.647]  Alex Jones on the GCN Radio Network.
[01:00:14.229 --> 01:00:18.390]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:19.050 --> 01:00:19.850]  You want answers?
[01:00:20.631 --> 01:00:21.531]  Well, so does he.
[01:00:22.191 --> 01:00:25.832]  He's Alex Jones on the GCN Radio Network.
[01:00:26.372 --> 01:00:30.433]  And now, live from Austin, Texas, Alex Jones.
[01:00:37.927 --> 01:00:41.150]  Our republic is in the midst of a foreign corporate takeover.
[01:00:41.931 --> 01:00:43.992]  The federal government's been almost completely captured.
[01:00:44.853 --> 01:00:48.637]  Our military, trained to recognize things like that, is waking up because they see it.
[01:00:49.297 --> 01:00:53.661]  They're being forced to train to take on gun owners, libertarians, turning veterans.
[01:00:53.681 --> 01:00:54.582]  So that's the good news.
[01:00:55.503 --> 01:00:58.265]  The bad news is that the globalists are just moving forward.
[01:00:59.426 --> 01:01:03.710]  They're now destroying the already damaged healthcare system, as we predicted, as was planned.
[01:01:03.730 --> 01:01:04.671]  They've done this other places.
[01:01:06.838 --> 01:01:10.940]  And just preparing everyone to learn that they don't get free health care because the computer didn't work.
[01:01:10.960 --> 01:01:13.821]  I mean, it's just all about a giant scam.
[01:01:13.861 --> 01:01:14.942]  And we predicted this would happen.
[01:01:14.982 --> 01:01:16.343]  I mean, it's not like we're rocket scientists.
[01:01:16.723 --> 01:01:18.003]  We know the enemy we fight.
[01:01:19.304 --> 01:01:25.567]  And as soon as the public realizes they've been conned, and just how much trouble we're in, we can begin to dig ourselves out of this.
[01:01:27.301 --> 01:01:32.962]  The problem is the average Homeland Security personnel have been hand-picked, psychologically tested, to be imperious.
[01:01:32.982 --> 01:01:37.884]  In fact, in the Homeland Security ads that we've covered, they say, are you imperious?
[01:01:39.644 --> 01:01:41.705]  Meaning domineering, hateful towards the public?
[01:01:42.265 --> 01:01:43.345]  Well, then we want you.
[01:01:43.705 --> 01:01:46.326]  And they tell them that's how you project confidences.
[01:01:46.946 --> 01:01:52.247]  Swagger around in judge dread outfits, bugging your eyes out at people.
[01:01:52.267 --> 01:01:54.888]  So while BozoCare is falling apart,
[01:01:58.598 --> 01:01:59.858]  Right now, let's just go back to your calls.
[01:02:00.198 --> 01:02:02.239]  Chris in Nevada, you're on the air.
[01:02:02.299 --> 01:02:02.559]  Welcome.
[01:02:02.579 --> 01:02:03.099]  Thank you for holding.
[01:02:03.119 --> 01:02:05.740]  Hey Alex, how you doing?
[01:02:06.080 --> 01:02:07.000]  I'm doing pretty good, brother.
[01:02:07.020 --> 01:02:11.241]  Hey, I'm the one that you told me that the military soft killed me.
[01:02:11.321 --> 01:02:16.862]  I was the fella that told you that the military moved a lot of my bow like 15 feet and you told me they soft killed me.
[01:02:18.303 --> 01:02:24.144]  I got, now I have six months of tangy tangerine that I use to keep myself going.
[01:02:25.111 --> 01:02:43.996]  But, the reason for my call was, is I read an article a couple weeks back, and it was an op-ed where a fella had reported that all these people with these computer glitches, thinking that they're getting into the Obamacare, well one of the things they give you, or you give, is your social security number.
[01:02:44.497 --> 01:02:49.418]  And lo and behold, all these people who think they got their Obamacare with the glitch,
[01:02:50.074 --> 01:02:52.596]  Are going to get the penalty slapped on them immediately.
[01:02:52.716 --> 01:02:53.297]  Oh, no, no, no.
[01:02:53.357 --> 01:02:54.458]  And that's why it's there.
[01:02:54.498 --> 01:02:54.878]  No, no, no.
[01:02:54.918 --> 01:02:57.160]  That's what Mike Adams said two and a half weeks ago.
[01:02:57.180 --> 01:02:58.061]  And it's now confirmed.
[01:02:58.561 --> 01:03:01.323]  And that's why Consumer Reports has come out and said, don't be part of it.
[01:03:01.724 --> 01:03:02.244]  Exactly.
[01:03:02.304 --> 01:03:05.407]  They get a list of people that aren't compliant to fine.
[01:03:05.907 --> 01:03:06.548]  I mean, that's it.
[01:03:07.148 --> 01:03:08.049]  So that's what you get.
[01:03:08.089 --> 01:03:14.995]  The free health care you get is a fine and then no health care because it won't even work, even if you want to pay for it.
[01:03:16.195 --> 01:03:17.596]  I shouldn't laugh, it's so sick.
[01:03:17.656 --> 01:03:19.697]  But, I mean, think of the genius of that.
[01:03:20.257 --> 01:03:25.040]  It's like in Goodfellas where he's like to the lady, go in there, yeah, go in that garage.
[01:03:25.460 --> 01:03:26.801]  That's where the free furs are.
[01:03:26.821 --> 01:03:31.523]  And then she starts looking in there and sees the guy's ready to kill her and she goes, no, I'm not going in there.
[01:03:32.023 --> 01:03:32.864]  And he gets mad at her.
[01:03:33.544 --> 01:03:34.785]  By the way, that's a true story.
[01:03:35.645 --> 01:03:36.886]  That movie's based on a true story.
[01:03:37.506 --> 01:03:42.529]  One of the only real Italian mafia defectors to ever blow the whistle on what was happening deep inside the East Coast mob.
[01:03:43.149 --> 01:03:55.825]  But the average Obama person, they could see a child being sawed in half with a hacksaw, and if they told them there was something free in there, they'd say, come on in, strip your clothes off, we're going to chain you down, you're going to get something free!
[01:03:57.725 --> 01:04:02.567]  And now that you're chained down, they go, yeah, I'm going to take a blowtorch to you and pull your teeth out with pliers.
[01:04:02.607 --> 01:04:03.948]  That's the free thing you're going to get.
[01:04:04.488 --> 01:04:13.492]  And even as they're having their teeth ripped out, if they tell them, I'm a Nigerian prince, you're now winning the $5 million in the Nigerian email, they will actually thank them for it.
[01:04:13.832 --> 01:04:17.233]  I'm telling you, these people would thank Obama if he was slitting their throat.
[01:04:17.253 --> 01:04:17.894]  You understand that?
[01:04:18.994 --> 01:04:23.256]  Yeah, I got a question for you real quick, and I'll let you get back to the other callers.
[01:04:24.022 --> 01:04:41.318]  Why is it that Obama, being a Marxist slash socialist or communist, thinks that he can implement socialism or communism better than any of the other countries in the past, when all we've seen is utter and complete collapse of those systems in the past?
[01:04:42.920 --> 01:04:49.566]  Well, because the collapse is the authoritarian takeover by criminals that call slavery communism.
[01:04:50.646 --> 01:04:51.687]  And it's always the same.
[01:04:51.787 --> 01:04:55.070]  So the low-level minions are just being conned because they want a free ride.
[01:04:55.951 --> 01:04:58.834]  But the folks running the communist system, they know what it is.
[01:04:59.114 --> 01:05:04.739]  But it's communism for the political system with mega-rich people offshore exempt from it.
[01:05:05.000 --> 01:05:06.000]  More calls coming up.
[01:05:06.020 --> 01:05:06.401]  Stay with us.
[01:05:09.912 --> 01:05:12.674]  Protecting your home with a security system is a must.
[01:05:12.894 --> 01:05:18.939]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[01:05:19.280 --> 01:05:25.665]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[01:05:26.065 --> 01:05:28.026]  Not with SimpliSafe Home Security.
[01:05:28.367 --> 01:05:29.407]  They're the good guys.
[01:05:29.708 --> 01:05:32.409]  You can trust SimpliSafe to protect your family.
[01:05:32.790 --> 01:05:37.072]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[01:05:37.293 --> 01:05:40.575]  You'll get 24-hour protection for just $14.99 a month.
[01:05:40.835 --> 01:05:43.557]  There are no hidden fees and no contracts.
[01:05:43.757 --> 01:05:44.718]  You'll save thousands.
[01:05:44.978 --> 01:05:48.040]  Plus, you're protected by their 100% money-back guarantee.
[01:05:48.380 --> 01:05:51.442]  Protect yourself against home invasions and break-ins.
[01:05:51.802 --> 01:05:55.745]  Order your SimpliSafe system now and receive a wireless keychain remote.
[01:05:56.005 --> 01:05:57.928]  A $25 gift, free.
[01:05:58.349 --> 01:06:00.973]  So don't waste your time dealing with scum.
[01:06:01.334 --> 01:06:08.025]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[01:06:09.184 --> 01:06:10.805]  Introducing Pro1.
[01:06:11.065 --> 01:06:14.588]  All of your filtration in one system, portable, on the go.
[01:06:14.708 --> 01:06:19.131]  No more do you have two or three filters to just reduce sodium fluoride.
[01:06:19.251 --> 01:06:25.235]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[01:06:25.375 --> 01:06:36.362]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:06:36.382 --> 01:06:39.004]  It is the only one that does it and out of the gate.
[01:06:39.204 --> 01:06:42.646]  We have it discounted at 10% off with promo code WATER.
[01:06:42.846 --> 01:06:59.836]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:07:00.156 --> 01:07:05.479]  Get your Pro-Pure with the new Pro-1 filters today at InfoWarsTore.com or by calling 888-253-3139.
[01:07:09.457 --> 01:07:14.558]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:07:14.918 --> 01:07:23.400]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:07:23.820 --> 01:07:31.101]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:07:31.641 --> 01:07:39.023]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:07:39.543 --> 01:07:42.924]  I personally store and use their high-quality products.
[01:07:43.485 --> 01:07:47.126]  It tastes great, and it's easy to store for up to 25 years.
[01:07:47.686 --> 01:07:54.269]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:07:54.829 --> 01:08:01.552]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[01:08:02.032 --> 01:08:06.074]  It is essential to prepare with My Patriot Supply today.
[01:08:14.366 --> 01:08:18.488]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:19.188 --> 01:08:19.989]  You want answers?
[01:08:20.769 --> 01:08:21.669]  Well, so does he.
[01:08:22.310 --> 01:08:25.972]  He's Alex Jones on the GCN Radio Network.
[01:08:26.512 --> 01:08:30.574]  And now, live from Austin, Texas, Alex Jones.
[01:08:35.009 --> 01:08:44.793]  Greg Pallast, the fraud investigator, former top federal fraud investigator, best-selling author, investigative journalist for ABC Nightly News, BBC.
[01:08:45.593 --> 01:08:54.997]  Well, he still works for them sometimes, but he brings the stuff that's too hot for them to handle because of the control JPMorgan Chase and others have to this show.
[01:08:55.537 --> 01:09:03.960]  He's going to talk about the $13 billion debt that Chase has now, a record settlement, which is even a big deal for Lloyd Blankfein.
[01:09:05.109 --> 01:09:09.470]  So this is a huge, huge issue.
[01:09:11.770 --> 01:09:14.531]  Now, we're going to be going over all of that with him.
[01:09:14.551 --> 01:09:16.171]  I'm going to go back to your calls here in a moment.
[01:09:16.591 --> 01:09:18.372]  And then we've got Mr. McAfee.
[01:09:18.492 --> 01:09:19.572]  John McAfee is here.
[01:09:19.592 --> 01:09:20.352]  He's here now.
[01:09:20.972 --> 01:09:22.312]  Really interesting meeting him in person.
[01:09:22.332 --> 01:09:25.813]  He's got some bombshell inside info on Obamacare.
[01:09:26.693 --> 01:09:28.974]  He was just interviewed by NBC right before he came here.
[01:09:29.054 --> 01:09:29.794]  That'll be on tonight.
[01:09:30.785 --> 01:09:36.728]  We've got breaking news with John McAfee, legendary computer programmer, coming up.
[01:09:36.768 --> 01:09:41.971]  We'll get his take on that and so much more here today.
[01:09:43.471 --> 01:09:49.234]  But again, we're also going to be breaking down Obamacare and so much more in the latest on the NSA.
[01:09:49.634 --> 01:09:50.615]  Before I go any further,
[01:09:52.003 --> 01:09:54.664]  Because my offices are getting flooded with phone calls.
[01:09:54.924 --> 01:09:59.327]  XM Channel 244 took us off reportedly last Friday.
[01:10:00.087 --> 01:10:07.531]  I had been told earlier in the year that XM Sirius was basically having a lot of problems, internal shake-ups.
[01:10:08.559 --> 01:10:16.708]  And more, and that it was not personal, but that most of their libertarian conservative talk shows would be taken off.
[01:10:16.748 --> 01:10:24.917]  It's not just us, it's other networks, other affiliates, other groups, and there's internal battles going on politically within
[01:10:26.522 --> 01:10:33.583]  Sirius XM to have no conservative or libertarian shows on the air other than Fox News and Fox Channels.
[01:10:34.084 --> 01:10:36.884]  And we were replaced with Fox sub-channels.
[01:10:37.984 --> 01:10:52.987]  Even though XM executives that contacted us said that they get a lot of subscriptions, were extremely popular, obviously it was not just us, it was hundreds of other libertarian and conservative shows were taken off of Sirius XM.
[01:10:53.347 --> 01:10:55.408]  So if you are a subscriber, like I am,
[01:10:56.556 --> 01:10:59.657]  And you want to hear these type shows, you need to contact them, not us.
[01:11:00.137 --> 01:11:07.899]  We are being inundated with hundreds of calls an hour to our few customer service people.
[01:11:08.219 --> 01:11:09.139]  We can do nothing.
[01:11:10.220 --> 01:11:11.840]  I told you about this a long time ago.
[01:11:12.780 --> 01:11:22.703]  They were going to take us off six months ago, but because there was an executive discussion and thing that went on, they made the decision to put off those corporate board decisions
[01:11:24.778 --> 01:11:26.639]  Because of fear of backlash.
[01:11:28.080 --> 01:11:29.900]  And so we were kept on.
[01:11:29.960 --> 01:11:30.561]  We're gone now.
[01:11:31.081 --> 01:11:33.362]  And I've been on there about three years.
[01:11:33.442 --> 01:11:34.983]  I was surprised we were on there that long.
[01:11:35.323 --> 01:11:37.604]  We're on over 160 AM and FM stations.
[01:11:37.984 --> 01:11:39.765]  That's a lot for a show that's this hardcore.
[01:11:40.525 --> 01:11:44.687]  But we're dominating on all the different internet audio feed platforms.
[01:11:44.947 --> 01:11:45.748]  We're dominating.
[01:11:47.468 --> 01:11:48.329]  From Stitcher to
[01:11:50.871 --> 01:11:56.173]  All the other major systems, Boxee, Roku, the old systems like Shoutcast.
[01:11:56.193 --> 01:12:01.954]  I mean, we're just in the top 20 to the top five on most systems, the number one on many.
[01:12:02.375 --> 01:12:04.695]  So we're dominating in the free market of ideas.
[01:12:05.095 --> 01:12:12.558]  The problem is they're coming out with systems where they can censor libertarian or patriotic talk system-wide across platforms.
[01:12:13.218 --> 01:12:15.659]  And that's the real thing that we're facing in the future.
[01:12:15.739 --> 01:12:19.940]  So it is important that people record and save on their own hard drives
[01:12:21.080 --> 01:12:23.342]  This show, this broadcast, this information.
[01:12:23.863 --> 01:12:30.469]  Because we could wake up with a big false flag one morning and we're blocked on the satellites, the AM, the FM, even the shortwave.
[01:12:30.509 --> 01:12:34.332]  You won't be hearing this show anymore under continuity of government COG.
[01:12:35.073 --> 01:12:39.196]  So you don't know what you've got until it's gone and we are off XM channel 244.
[01:12:40.177 --> 01:12:42.419]  First they moved us from one channel to a higher channel.
[01:12:42.899 --> 01:12:44.961]  They said to try to kill backlash.
[01:12:45.542 --> 01:12:48.024]  They moved all their hot talk channels to higher channels.
[01:12:49.451 --> 01:12:53.013]  To kind of kill the audience and confuse people, and now they've just killed it entirely.
[01:12:53.453 --> 01:13:01.318]  So call XM, call Sirius yourself, please, and send them emails or call their corporate offices if you want to hear us back on.
[01:13:01.558 --> 01:13:09.083]  In fact, maybe we should dig up their corporate numbers, not our internal corporate numbers, because those are friends inside SiriusXM, you know, vice presidents and people.
[01:13:09.603 --> 01:13:15.527]  We need to just give the general main corporate number out, probably, for folks to direct their calls there instead of here.
[01:13:15.887 --> 01:13:18.069]  So again, please, I understand you're upset.
[01:13:18.829 --> 01:13:19.970]  Please stop calling us here.
[01:13:20.030 --> 01:13:21.270]  We can't do anything about it, okay?
[01:13:21.950 --> 01:13:23.971]  We are not the ones that did it, okay?
[01:13:24.352 --> 01:13:25.972]  I didn't flip a switch and take us off there.
[01:13:26.753 --> 01:13:28.013]  I thought it was coming six months ago.
[01:13:28.033 --> 01:13:33.716]  In fact, we broke that they were going to take almost all conservative libertarian programming off SiriusXM.
[01:13:34.276 --> 01:13:34.976]  So that's been done.
[01:13:36.217 --> 01:13:38.058]  Let's go to Jeffrey in Alabama.
[01:13:38.078 --> 01:13:44.221]  Your take on Obamacare now that premiums on average have doubled and we've seen on average a tripling
[01:13:45.177 --> 01:13:45.838]  of deductibles.
[01:13:46.298 --> 01:13:47.899]  Isn't that what Affordable Care Act means?
[01:13:48.139 --> 01:13:52.423]  When I hear Affordable Care Act, I think tripling deductibles, doubling premiums.
[01:13:52.463 --> 01:13:52.823]  Don't you?
[01:13:53.984 --> 01:13:58.368]  Yes, it's the offshore mafia takeover of the Zionist Rothschild Nazis, as you have told us.
[01:13:58.828 --> 01:14:04.032]  I don't want to wind up like Captain Sarp, Donner, Ventress, and be a victim of the Savage Morticians, a bar death from a Warhammer.
[01:14:04.072 --> 01:14:04.773]  How are you doing, Super 5?
[01:14:06.154 --> 01:14:06.794]  I am doing good.
[01:14:06.835 --> 01:14:09.136]  I'm trying to follow what you said there, but it sounded interesting.
[01:14:09.156 --> 01:14:09.737]  Go ahead, sir.
[01:14:10.718 --> 01:14:12.119]  I just said Savage Morticians.
[01:14:12.179 --> 01:14:13.520]  It's a Warhammer sci-fi quote.
[01:14:14.188 --> 01:14:15.430]  Uh, Sarpadon had it bad.
[01:14:15.911 --> 01:14:18.575]  He came back, but he was tapping on the table when he talked to his boss.
[01:14:19.256 --> 01:14:21.258]  Uh, Cynthia Free, I love you and the show.
[01:14:21.298 --> 01:14:23.662]  I've learned so many things from watching you.
[01:14:24.543 --> 01:14:25.384]  And I'm not a racist.
[01:14:25.424 --> 01:14:26.065]  I'm an Alabama.
[01:14:26.085 --> 01:14:26.846]  I'm not a racist.
[01:14:26.926 --> 01:14:28.569]  I'm a human racist over aliens.
[01:14:30.129 --> 01:14:31.630]  I hear you, and that's racist as well.
[01:14:31.791 --> 01:14:39.477]  I believe if aliens arrived in their starships and said, give us your children, we're going to suck their brains out through huge straws.
[01:14:40.058 --> 01:14:53.569]  As long as the straws were pink, and as long as the aliens said, let us eat your children's brains, or you're racist, the average trendy would present their child to the alien 14-foot insect creatures to suck their brains out.
[01:14:53.609 --> 01:14:54.390]  I appreciate your call.
[01:14:55.600 --> 01:15:00.002]  And I think we should give our children's brains to the aliens to prove we're not racist.
[01:15:00.602 --> 01:15:03.264]  All right, let's go ahead now and take another call.
[01:15:04.044 --> 01:15:05.485]  George in New Zealand.
[01:15:05.525 --> 01:15:06.045]  Go ahead, sir.
[01:15:07.568 --> 01:15:17.614]  Hello, I wanted to mention one other halogen that you hadn't covered between fluorine and bromine and the periodic table is chlorine.
[01:15:18.735 --> 01:15:23.818]  I'm a physician and went to school in San Antonio and flipping through looking for an article.
