[00:00:08.116 --> 00:00:10.365]  Oh, yeah.
[00:28:16.578 --> 00:28:18.999]  Are these grounds open for free speech?
[00:28:19.019 --> 00:28:19.539]  For sure.
[00:28:19.579 --> 00:28:34.542]  There is also federal laws that we have to follow and that's why I'm trying to find out because under the federal regulations, if you're using it for any type of commercial purposes, if you're going to show this for any type of gang or anything like that, that's where we come into that.
[00:28:34.582 --> 00:28:35.802]  That's why I'm just trying to find out.
[00:28:37.446 --> 00:28:39.907]  I'm a citizen here videotaping this event.
[00:28:40.447 --> 00:28:42.868]  There's a lot of citizens here videotaping.
[00:28:42.928 --> 00:28:44.908]  He's a citizen and he's videotaping this event.
[00:28:45.408 --> 00:28:50.450]  I don't understand why I'm being hassled because I'm just trying to videotape this event and document life.
[00:28:50.610 --> 00:28:51.310]  This is life.
[00:28:52.250 --> 00:28:53.171]  Absolutely.
[00:28:53.231 --> 00:28:56.572]  We're just asking you not to interview our volunteers.
[00:28:57.212 --> 00:28:58.172]  You can take video.
[00:28:58.192 --> 00:28:58.993]  You can take stills.
[00:28:59.073 --> 00:29:03.174]  We just ask that you don't interview anyone without our consent at the end.
[00:29:03.214 --> 00:29:06.795]  Because we do, our public affairs does need to coordinate any interviews.
[00:29:10.617 --> 00:29:19.741]  I interviewed some people running the LA Marathon and none of them had any clue that so many veterans were basically exiled from the veterans home.
[00:29:20.342 --> 00:29:23.103]  This was a bigger issue than I had even realized.
[00:29:23.843 --> 00:29:25.604]  It's basically, it's the deed of 1888.
[00:29:27.426 --> 00:29:42.691]  On March 3, 1888, John P. Jones and Arcadia DeBaker patriotically deeded over 400 acres of pristine West Los Angeles land to be permanently maintained as a National Home for Veterans.
[00:29:43.071 --> 00:29:49.673]  And it states five times in the deed to be permanently maintained as a National Home for Disabled Soldiers.
[00:29:49.713 --> 00:29:56.635]  There's an act of Congress that preceded that one even before this could be established and it's incorporated into the deed.
[00:29:57.315 --> 00:30:03.337]  It refers back to the Congressional Act of 1887, one year prior.
[00:30:04.097 --> 00:30:07.579]  Last year, around this time, you were arrested?
[00:30:07.599 --> 00:30:09.239]  That was in 2009, actually.
[00:30:09.399 --> 00:30:10.560]  Oh, it was in 2009?
[00:30:10.980 --> 00:30:15.922]  We had the American flag up here, and they came out and took it down.
[00:30:16.802 --> 00:30:22.484]  We were headed up there for 66 Sundays, and we hung it in distress, which is totally legal.
[00:30:22.944 --> 00:30:26.006]  When a ship is in distress, you hang it on the vessel.
[00:30:26.126 --> 00:30:26.986]  We did it here.
[00:30:27.006 --> 00:30:27.646]  They came out.
[00:30:27.686 --> 00:30:34.749]  I was arrested six times, and all six of those citations were false, trumped up, dismissed at federal court.
[00:30:36.024 --> 00:30:40.525]  This is the home that the head of the VA is allowed to stay at.
[00:30:40.785 --> 00:30:42.066]  It's a giant mansion.
[00:30:42.526 --> 00:30:43.486]  She's not a veteran.
[00:30:43.946 --> 00:30:53.188]  Donna Beiter has a court order to recuse herself from her position, yet she treasonously remains, and nobody has enforced it.
[00:30:53.208 --> 00:31:00.990]  I have reached out to Secretary Shinseki, Congressman Waxman, who, this is in his district, to Senator Feinstein, the U.S.
[00:31:01.010 --> 00:31:01.351]  Senator.
[00:31:04.816 --> 00:31:06.397]  One, I'm not a sixth grader.
[00:31:07.158 --> 00:31:09.480]  Senator, I've been on this committee for 20 years.
[00:31:09.540 --> 00:31:17.906]  Is it the view of the senior senator from California that Congress should be in the business of specifying particular individuals who are not covered by the Bill of Rights?
[00:31:18.107 --> 00:31:20.669]  Sir, Congress is in the business of making law.
[00:31:21.069 --> 00:31:23.251]  The Supreme Court interprets the law.
[00:31:23.491 --> 00:31:25.613]  They strike down the law, they strike down the law.
[00:31:25.993 --> 00:31:31.097]  And if this is brought up before the court, if it should pass, I'm sure that argument will be made.
[00:31:31.277 --> 00:31:32.338]  That's exactly the point.
[00:31:32.898 --> 00:31:41.723]  The Senator knows, having attended law school and professors to have some experience in the Constitution, none of these rights are absolute.
[00:31:42.864 --> 00:31:47.066]  It underscores the mental illness of this woman, quite frankly.
[00:31:47.106 --> 00:31:48.847]  She should be impeached, thrown out.
[00:31:49.208 --> 00:31:50.969]  This is, again, a part and parcel.
[00:31:51.049 --> 00:31:56.672]  She supports the very wealthy homeowner groups that support her that wants us for a public park.
[00:31:56.732 --> 00:31:58.313]  Both her and Henry Waxman.
[00:31:58.553 --> 00:32:05.800]  Dianne Feinstein is trying to take the vets' guns from one hand while taking their money from the other.
[00:32:06.140 --> 00:32:14.047]  Well, first of all, she has aided and abetted with the O-Winner Group to get this land, where we're looking right here, which is a billion dollar piece of property.
[00:32:14.067 --> 00:32:17.370]  If you could build a building like this over here, it's worth a billion.
[00:32:17.390 --> 00:32:18.511]  There's 16 acres.
[00:32:19.272 --> 00:32:23.756]  Local comparables on land like this is 50 to 60 million an acre.
[00:32:23.796 --> 00:32:24.717]  There's 16 acres.
[00:32:25.337 --> 00:32:36.228]  She arranged her and Waxman that this group could get this land right here where veterans from the Civil War once walked and turn it into a public park rent-free.
[00:32:37.574 --> 00:32:49.223]  They have the veterans kicked out of their veterans home, out panhandling on the streets, while government wildcatters pump black gold from the veins of the American soldiers.
[00:32:49.563 --> 00:32:51.685]  Is that oil going to the veterans?
[00:32:51.805 --> 00:32:53.747]  Not at all, thank you for asking.
[00:32:53.787 --> 00:32:54.607]  This is a gift.
[00:32:54.707 --> 00:33:03.174]  First of all, two families, they opened the first veterans home after the Civil War for disabled homeless veterans.
[00:33:03.234 --> 00:33:04.235]  This land was selected.
[00:33:06.462 --> 00:33:07.062]  It's so amazing.
[00:33:07.663 --> 00:33:10.105]  There's an oil well on this property.
[00:33:10.265 --> 00:33:16.630]  And to make sure that this would always be funded, at least, there's an oil well.
[00:33:16.670 --> 00:33:20.533]  The royalties don't go to the VA, they go to the Department of Interior.
[00:33:20.553 --> 00:33:23.536]  So who's getting all the oil money?
[00:33:23.556 --> 00:33:27.639]  Well, the last we know of it is Brightburn Energy, who holds the lease on it.
[00:33:27.839 --> 00:33:32.102]  And then the Department of Interior gets the royalties, not the VA.
[00:33:32.122 --> 00:33:33.864]  The list goes on and on.
[00:33:43.771 --> 00:33:55.482]  How would you feel if you were temporarily kicked out of your home so that the government could remodel it, meanwhile they're having a marathon in your backyard and you're kicked out on the streets homeless?
[00:34:00.475 --> 00:34:03.577]  Shout out to all the veterans out there running!
[00:34:03.617 --> 00:34:04.878]  Welcome to Alberta!
[00:34:04.898 --> 00:34:07.019]  We're so proud of you guys for serving!
[00:34:07.099 --> 00:34:08.220]  You guys are awesome!
[00:34:08.260 --> 00:34:13.723]  None of the funds that are actually going towards helping veterans are really even going towards helping the veterans.
[00:34:13.803 --> 00:34:14.624]  No, no, no.
[00:34:14.704 --> 00:34:18.466]  It's like the non-profits that are out there raising money to help the veterans.
[00:34:18.486 --> 00:34:24.990]  They all get big fat salaries and expenses, and at the end they say, where's $1.98 for the veterans?
[00:34:25.010 --> 00:34:28.612]  You know, we raised tens of millions of dollars and here's a token for it.
[00:34:28.712 --> 00:34:34.558]  We've never been able to get a lot of the details of exactly how much money they got and how that money was used.
[00:34:45.609 --> 00:34:46.369]  Gentlemen, time has expired.
[00:35:07.863 --> 00:35:11.244]  At this time, I would like to... Point of order, Mr. Chairman.
[00:35:11.264 --> 00:35:13.985]  You've made a statement where you were not recognized for the time.
[00:35:14.265 --> 00:35:16.166]  You cut me out in the middle of the session.
[00:35:16.906 --> 00:35:21.027]  I'd like to know the substantiation for your... Your time was up, Mr. Waxman.
[00:35:21.047 --> 00:35:24.128]  Why are you interrupting members and then you take unlimited time for yourself?
[00:35:24.848 --> 00:35:28.489]  I'm responding to your questions, your allegations.
[00:35:29.170 --> 00:35:33.511]  I'm the chairman and I'm telling you right now we're going to recess for 10 minutes.
[00:35:34.871 --> 00:35:37.092]  Do you think the only way to incentivize a country
[00:35:37.797 --> 00:35:39.860]  Is by offering them more and more carrots?
[00:35:40.701 --> 00:35:42.363]  You're gonna have some threat.
[00:35:42.743 --> 00:35:44.505]  You're gonna have some threat.
[00:35:45.026 --> 00:35:49.010]  President Bush allotted $15 million for steroid education.
[00:35:49.491 --> 00:35:50.412]  Where is that money gone?
[00:35:52.434 --> 00:35:52.915]  I don't know.
[00:35:52.935 --> 00:35:54.897]  Do you know?
[00:35:56.457 --> 00:35:58.298]  Okay, we don't know.
[00:35:59.099 --> 00:36:06.423]  He was seated in Congress about three months, four months before the fall of Saigon, the end of the Vietnam War.
[00:36:06.463 --> 00:36:08.605]  Henry was protesting that war.
[00:36:08.665 --> 00:36:10.686]  Not fighting it, but protesting it.
[00:36:10.706 --> 00:36:16.270]  They recently appropriated $20 million to rehab one of those rat-infested buildings.
[00:36:16.730 --> 00:36:23.912]  It appears that the VA is giving the veterans mixed messages about what it takes to live on the VA's property.
[00:36:42.475 --> 00:36:45.996]  So it's a Catch-22 situation that they got with the veterans.
[00:36:46.356 --> 00:36:52.238]  This is, without a doubt, the biggest land fraud scam in American history.
[00:36:52.338 --> 00:37:04.242]  And it'll prove to be some of the most atrocious crimes against humanity, and that being our disabled homeless veterans who are forced to live in Black Alley Squalor.
[00:37:04.582 --> 00:37:05.403]  So what do you think?
[00:37:05.443 --> 00:37:08.585]  Do you think all veterans are mentally ill like Dianne Feinstein states?
[00:37:29.841 --> 00:37:32.122]  I served in the United States Marine Corps.
[00:37:32.823 --> 00:37:33.803]  I was not in Vietnam.
[00:37:33.883 --> 00:37:37.065]  I joined up after Vietnam was over in 1978.
[00:37:38.005 --> 00:37:44.729]  What do you think about Dianne Feinstein's comments saying that all veterans are mentally ill?
[00:37:45.109 --> 00:37:53.999]  This amendment, Mr. Chairman, would allow members of the armed forces and veterans to obtain and possess the self-defense weapons prohibited by this legislation.
[00:37:54.600 --> 00:37:59.926]  We should think long and hard before disarming these heroes, preventing them from protecting their families and their communities.
[00:38:01.227 --> 00:38:02.989]  If I understand this,
[00:38:05.675 --> 00:38:09.777]  This adds an exemption of retired military.
[00:38:10.538 --> 00:38:32.351]  The problem with expanding this is that, you know, with the advent of PTSD, it's not clear how the cellar transfer of a firearm covered by this bill would verify that an individual was a member or a veteran and...
[00:38:34.512 --> 00:38:36.794]  That there was no impairment of that individual?
[00:38:36.894 --> 00:38:48.462]  I think it's a mistake to paint so broadly as to say any active-duty military or veterans can't use these kinds of weapons or any other lawful weapons for self-defense.
[00:38:48.922 --> 00:38:52.425]  PTSD sufferers are already prohibited by law.
[00:38:52.865 --> 00:39:01.952]  So, if she said that, then she is actually unbalanced, and she should not own a firearm, and vets should have firearms rather than gang members.
[00:39:03.186 --> 00:39:08.828]  I'm Millie Weaver reporting to you from Hollywood, California with InfoWars.com
[00:39:33.519 --> 00:39:35.822]  4 million subscribers this guy's got.
[00:39:35.902 --> 00:39:39.106]  He's got half a billion views for his videos.
[00:39:39.266 --> 00:39:43.332]  Every video he puts out gets several million views at least on YouTube.
[00:39:44.193 --> 00:39:47.397]  And this was a raid which took place a few days ago now.
[00:39:48.038 --> 00:40:06.779]  In connection with the death of Keith Ratliff, who was the owner of FPS Russia, he of course died in mysterious circumstances back in January, a gunshot wound to the head, a development that at the time some feared was part of this purge against prominent Second Amendment advocates.
[00:40:08.103 --> 00:40:14.290]  And it says, Hart County Sheriff Mike Cleveland said about 50 agents from the Georgia Bureau of Investigation, U.S.
[00:40:14.330 --> 00:40:21.478]  Bureau of Alcohol, Tobacco and Firearms converged on a farm owned by FPS Russia host Kyle Myers and Ratliff.
[00:40:22.219 --> 00:40:27.766]  Quote, they were conducting an investigation regarding the explosives the pair were using on their YouTube show.
[00:40:28.426 --> 00:40:33.908]  Cleveland said they were blowing up cars and other things in Hart County on their farm.
[00:40:34.148 --> 00:40:41.050]  Agents were looking for explosives or anything connected to explosives that would have put them in violation of federal law.
[00:40:42.190 --> 00:40:53.933]  So the Feds basically admitted that the explosives that were being used for these YouTube videos, where they just basically get massive guns and blow up vehicles, it's all a lot of fun.
[00:40:53.953 --> 00:40:55.494]  That's why they get so many million views.
[00:40:56.795 --> 00:41:00.338]  They admitted that those explosives were legal up to a certain limit.
[00:41:00.718 --> 00:41:08.145]  No arrests were made and the police, the feds, refused to say if any illegal explosives were found.
[00:41:08.885 --> 00:41:23.158]  So it seems to me from the reports that they were invoking the death of Ratliff from back in January as merely an excuse to get on the property of Myers, this FPS Russia host, and raid him.
[00:41:24.485 --> 00:41:43.609]  And the question is, since they've discovered nothing illegal, no arrests were made, is it merely part of the continued harassment of prominent Second Amendment advocates that we've seen over the last few months in the aftermath of Sandy Hook and amidst the Obama administration's push for gun control?
[00:41:44.469 --> 00:41:45.710]  So is it part of the purge?
[00:41:45.750 --> 00:41:48.290]  We'll continue to track that story.
[00:41:49.630 --> 00:41:51.871]  That's it for the news, now we go to the Daily Quote.
[00:41:53.035 --> 00:41:58.299]  The First Amendment rejects red tape, cover-up and double-speak.
[00:41:59.080 --> 00:42:02.302]  That's Roy Barnes, former Governor of Georgia.
[00:42:02.923 --> 00:42:15.092]  And of course a lot of people in America would like to water down that concept through political correctness and all manner of other devices, but that's why we're here every night standing up against that kind of control freak mentality.
[00:42:16.693 --> 00:42:22.485]  Stick around because after the break Rob Dew interviews Gerald Solente on the latest economic crisis news.
[00:42:22.865 --> 00:42:24.649]  This is InfoWars Nightly News.
[00:42:24.689 --> 00:42:25.310]  Stay tuned.
[00:42:30.037 --> 00:42:35.581]  I'm Darren McBreen and these are some of the new items that are available now at Infowarsshop.com.
[00:42:35.801 --> 00:42:41.566]  Alert the public to Obama's blatant abuse of power with the new Obama t-shirt.
[00:42:41.686 --> 00:42:45.348]  Obama's joker face on the front and come and take it on the back.
[00:42:45.568 --> 00:42:49.531]  It's time to publicly call him out for what he is, a tyrant.
[00:42:49.631 --> 00:42:53.474]  Defend the second amendment with our top seller come and take it t-shirts.
[00:42:53.594 --> 00:42:57.717]  And look at that, women's cut tank tops and t-shirts now available.
[00:42:57.857 --> 00:42:58.338]  Nice hat.
[00:42:58.638 --> 00:43:00.739]  Plus, the Don't Tread On Me flag.
[00:43:00.759 --> 00:43:04.840]  And now, you can become a micro-distributor of the Info Wars magazine.
[00:43:04.860 --> 00:43:08.882]  Plus, get your own copy delivered right to your door each and every month.
[00:43:09.422 --> 00:43:18.065]  And if you're tired like I am of you and your family being exposed to polluted drinking water, get the Pro One High Performance Water Filter.
[00:43:18.385 --> 00:43:24.387]  It gets rid of all pathogenic bacteria, cysts, fluoride, heavy metals, and numerous other contaminants.
[00:43:26.112 --> 00:43:30.135]  So join the revolution at Infowarshop.com.
[00:43:34.937 --> 00:43:37.899]  Jakari Jackson here, and I want to talk to you for a second about water.
[00:43:38.520 --> 00:43:45.944]  You know about ProPure, our flagship water purification system, but check out some of our portable water filter products at Infowarsstore.com.
[00:43:46.505 --> 00:43:48.206]  The Clearly Filtered Water Pitcher.
[00:43:48.946 --> 00:43:52.969]  Also, for those of you on the go, we have the Athlete Edition Filtered Water Bottle.
[00:43:53.849 --> 00:43:55.031]  And the R.A.D.
[00:43:55.111 --> 00:43:58.354]  Eliminator Pro-Filtered Sports Bottle that removes radiation.
[00:43:58.835 --> 00:44:01.778]  And keep in mind we have replacement filters for all of these products.
[00:44:02.398 --> 00:44:05.422]  The ever-popular grab-and-go bag favorite, the LifeStraw.
[00:44:06.022 --> 00:44:08.084]  The Crystal Quest Shower Filter System.
[00:44:09.226 --> 00:44:12.129]  And the Aquapod Kit, great for mass storage of water.
[00:44:13.666 --> 00:44:18.552]  And while you're at the InfoWars shop, pick up a copy of our latest book, 31 Days to Survival.
[00:44:19.172 --> 00:44:24.819]  You can find all this and more at the InfoWarsStore.com, and don't forget it's your support that funds our operation.
[00:44:25.279 --> 00:44:29.384]  Sign up for our free newsletter at InfoWars.com forward slash newsletter.
[00:44:37.386 --> 00:44:39.147]  Welcome back to the InfoWars Nightly News.
[00:44:39.187 --> 00:44:41.747]  Thanks to Paul Joseph Watson for doing the news portion.
[00:44:42.428 --> 00:44:43.548]  And this is our interview portion.
[00:44:43.608 --> 00:44:48.289]  And our guest coming up today is no stranger to the InfoWars Nightly News or the Alex Jones Show.
[00:44:48.710 --> 00:44:56.652]  In fact, on Monday, he was on Alex's show talking about the Cyprus haircut, which he's going to have lots of stuff to say about that, I'm sure.
[00:44:57.112 --> 00:45:00.813]  And you can find a whole host of information at the Trends Journal.
[00:45:01.194 --> 00:45:03.954]  And it's TrendsJournal.com, TrendsJournal.com.
[00:45:03.974 --> 00:45:04.675]  And I turn now to
[00:45:05.715 --> 00:45:11.278]  Rider and head CEO and basically a jack-of-all-trades, Gerald Salente.
[00:45:11.318 --> 00:45:12.178]  How's it going today, sir?
[00:45:12.358 --> 00:45:12.739]  Hello.
[00:45:12.959 --> 00:45:13.759]  Thanks for having me.
[00:45:14.079 --> 00:45:15.660]  Oh, always a pleasure to have you on here.
[00:45:16.000 --> 00:45:20.002]  So, I told you a couple days ago I wanted to get you on to talk about Cyprus and the fallout.
[00:45:20.443 --> 00:45:21.543]  Should they quit the Euro?
[00:45:21.743 --> 00:45:24.705]  And, you know, what should they do in this situation?
[00:45:24.725 --> 00:45:26.966]  They're basically taking a 40% haircut right now.
[00:45:27.671 --> 00:45:29.513]  Well, let's take that word that you just used.
[00:45:29.713 --> 00:45:34.697]  So I'm surprised that a guy like you has been brainwashed to use the word like haircut.
[00:45:34.977 --> 00:45:37.119]  Why, I just got a haircut the other day.
[00:45:37.139 --> 00:45:38.720]  It's not a haircut, man.
[00:45:38.760 --> 00:45:40.141]  They stole their money.
[00:45:40.682 --> 00:45:42.783]  That's white shoe boy language.
[00:45:43.304 --> 00:45:45.065]  And that's what's going on over here.
[00:45:45.085 --> 00:45:47.487]  They're stealing money out of the accounts.
[00:45:47.888 --> 00:45:50.309]  Just kind of like what they did to me with MF Global.
[00:45:51.050 --> 00:45:53.011]  So it's an MF all over the world.
[00:45:53.091 --> 00:45:56.952]  Everybody gets effed, one way or another, when you deal with the banks.
[00:45:57.532 --> 00:45:58.633]  So here's the story.
[00:45:58.713 --> 00:46:02.714]  Should Cyprus stay in the Eurozone after what happened?
[00:46:03.214 --> 00:46:15.278]  Because if they leave, that could be really detrimental to it, because we have weakness in Greece, weakness in Italy, weakness in Spain, weakness in Ireland, weakness in Portugal, and weakness in France.
[00:46:16.419 --> 00:46:19.480]  Germany's probably the only one really holding up to any great extent.
[00:46:20.620 --> 00:46:23.121]  So, you know, I'm of Italian descent.
[00:46:23.301 --> 00:46:27.082]  Each nationality has certain characteristics that identify it.
[00:46:27.722 --> 00:46:38.866]  So I would say, if the Greek Cypriots are really into S&M, they should stick it out in the Eurozone, because they're going to keep getting it stuck to them.
[00:46:39.626 --> 00:46:49.589]  How could anybody with any dignity and respect allow themselves to be taken over, as they have, by the bankers?
[00:46:50.714 --> 00:47:05.924]  And I want to make something really clear for all those people out there that say things like, hey listen, if the economy's collapsing and things are going to hell, what good is gold and silver going to do for me?
[00:47:06.805 --> 00:47:09.267]  Well, check this one out.
[00:47:10.067 --> 00:47:17.012]  Suppose you were a Greek Cypriot, and suppose you were there right now, and you can't get much money out of the bank.
[00:47:17.913 --> 00:47:19.794]  But you have gold and silver!
[00:47:20.987 --> 00:47:28.051]  You think you could buy what you want and what you need and really get a great deal with it?
[00:47:28.471 --> 00:47:47.340]  Because who, at this point, living in Cyprus, wouldn't rather have gold and silver than those worthless euros, or better than that, the euros that they stole from you, or the euros that you can't get out of the bank?
[00:47:47.740 --> 00:47:48.741]  If there's ever
[00:47:49.582 --> 00:48:01.498]  Ever, ever, ever a time for people to see the value of gold and silver before their eyes, it could not be clearer than now.
[00:48:02.019 --> 00:48:05.383]  And if you can't see it, and you don't understand it,
[00:48:06.547 --> 00:48:09.390]  Let's start talking about gay marriage and gun control.
[00:48:09.710 --> 00:48:11.392]  Maybe you'd like to hear more about that.
[00:48:11.712 --> 00:48:13.253]  There you go, the football issues.
[00:48:13.814 --> 00:48:19.059]  And I use the term haircut because they are using it, and it is brainwashing.
[00:48:19.139 --> 00:48:22.703]  It totally, you know, they sit there and make it seem like it's no big deal.
[00:48:22.783 --> 00:48:26.566]  It's just gonna be, it's just a little trim off the top, a little bit off the sides.
[00:48:26.987 --> 00:48:28.348]  Oh, but it's actually 40% of their savings accounts.
[00:48:30.490 --> 00:48:31.592]  And they're checking accounts.
[00:48:32.152 --> 00:48:35.857]  And now they're not letting the Cypriots get out more than 300 euros a day.
[00:48:36.357 --> 00:48:37.659]  They're going to keep them from withdrawing that.
[00:48:37.699 --> 00:48:40.102]  So your position on gold is exactly right.
[00:48:40.382 --> 00:48:45.268]  If you are holding your own gold and silver, not in a safety deposit box, but somewhere where it's actually safe,
[00:48:46.169 --> 00:48:54.114]  From the prying hands of bankers, you know, you would have money to go out there and buy the food you need, the gas you need, because they're literally on an island there in Cyprus.
[00:48:54.895 --> 00:49:05.081]  But anyway, if this happens anywhere, and let's suppose you have a, you know, you're selling gas and groceries, and some cat comes into you with silver and gold.
[00:49:05.442 --> 00:49:07.203]  You think you're going to sell it to him?
[00:49:07.743 --> 00:49:10.924]  And you think you're gonna give him or her a great price?
[00:49:11.344 --> 00:49:13.645]  Because you're hungry for dough, too!
[00:49:14.005 --> 00:49:16.205]  And you know this is the real deal.
[00:49:17.386 --> 00:49:28.389]  And so, for those people out there, by the way, that listen to America's public enemy number one, Osama bin Bernanke, who says that gold isn't money,
[00:49:28.829 --> 00:49:39.362]  Oh, the same Ben Bernanke, by the way, that the Fed Minute Show didn't see the panic of aid coming, even when we were in it, along with the other Fed dumbbells who didn't see it.
[00:49:39.742 --> 00:49:41.464]  When he says gold isn't money...
[00:49:42.967 --> 00:49:49.694]  Tell that to the Iranians, who have been frozen out of the banking system by the U.S.
[00:49:49.995 --> 00:49:57.243]  and NATO and the Arab Little League allies, and they're selling oil to China.
[00:49:57.663 --> 00:50:00.747]  And guess what China's giving them in return for the oil?
[00:50:00.767 --> 00:50:00.847]  Gold!
[00:50:03.251 --> 00:50:05.513]  Millions of dollars worth.
[00:50:06.414 --> 00:50:08.256]  Gold is money.
[00:50:08.757 --> 00:50:14.282]  It's only not money if you're a benanki moron!
[00:50:14.803 --> 00:50:24.752]  It's only not money if you can get away with saying that, and the prostitutes allow you to, because after all, they're prostitutes.
[00:50:25.233 --> 00:50:25.853]  It's money.
[00:50:26.534 --> 00:50:32.899]  And there is no greater example that exists today than the incident that's happening in Cyprus.
[00:50:33.520 --> 00:50:37.423]  And Cyprus is the canary in the mine.
[00:50:38.544 --> 00:50:39.244]  That's right.
[00:50:39.585 --> 00:50:47.451]  What's going on with the Cyprus banks, the money is supposed to be guaranteed by the ECB and the European Monetary Union.
[00:50:47.791 --> 00:50:48.312]  It's not.
[00:50:48.932 --> 00:50:58.418]  Oh yes it is, under 100,000 euros, but they also wanted to give a little trimming to those folks as well, to the tune of 6.5%.
[00:50:59.539 --> 00:51:12.006]  And that 40% that you mentioned, actually, with one of the biggest of the banks also closing down in Cyprus, those people with over 100,000, they may lose everything.
[00:51:12.767 --> 00:51:13.307]  Everything!
[00:51:14.212 --> 00:51:16.512]  Just like you lost from MF Global.
[00:51:16.552 --> 00:51:20.373]  They just took everything, it just disappeared in thin air, never to be seen again.
[00:51:21.333 --> 00:51:31.255]  Yes, and if I may, I know this might not be politically correct, and it may upset some people, but this is Easter time.
[00:51:32.055 --> 00:51:33.896]  So, just think about this.
[00:51:34.596 --> 00:51:35.336]  I know where you're going.
[00:51:36.096 --> 00:51:40.017]  The only time that the Prince of Peace becomes violent
[00:51:40.911 --> 00:51:46.434]  Is when he chases the money changers out of the temple.
[00:51:46.574 --> 00:51:46.875]  Yeah.
[00:51:47.495 --> 00:51:49.016]  It's as old as history.
[00:51:49.036 --> 00:51:51.777]  I was actually telling my son that story, Gerald.
[00:51:51.817 --> 00:51:57.301]  I was telling my son that story about Jesus Christ taking a whip and beating the bankers.
[00:51:57.361 --> 00:52:00.042]  I said that's the only time he ever raised a hand against anyone.
[00:52:00.783 --> 00:52:03.604]  Unless it was to heal them, was to chase the bankers out.
[00:52:03.704 --> 00:52:04.905]  So continue, keep going.
[00:52:05.325 --> 00:52:06.426]  Now here's 1800 years later.
[00:52:09.588 --> 00:52:35.214]  James Madison, President of the United States and a founding father of the nation, quote, history records that the money changers, the money changers, have used every form of abuse, intrigue,
[00:52:36.314 --> 00:52:49.733]  Deceit and violent means possible to maintain their control over governments by controlling money and its issuance.
[00:52:51.135 --> 00:52:51.715]  And now
[00:52:53.713 --> 00:52:58.659]  300 years later, 200 years later, nothing has changed.
[00:52:59.600 --> 00:53:02.003]  There's still the money changers.
[00:53:02.664 --> 00:53:05.587]  Only the names and the outfits have changed.
[00:53:06.108 --> 00:53:07.329]  You know what I was thinking?
[00:53:08.636 --> 00:53:17.462]  I was thinking, being that, you know, you can't get the history right why we invaded Iraq over the false, you know, the lies that they told.
[00:53:17.482 --> 00:53:17.962]  Right.
[00:53:18.543 --> 00:53:24.327]  Or why we're in Afghanistan or the humanitarian mission in Libya.
[00:53:24.347 --> 00:53:27.669]  You remember that time-limited, scope-limited kinetic action.
[00:53:28.309 --> 00:53:31.411]  You know, maybe the story of Christ isn't just right.
[00:53:31.491 --> 00:53:35.614]  I mean, after all, it's 2013 years ago.
[00:53:36.074 --> 00:53:38.216]  Maybe they messed it up a little bit.
[00:53:38.996 --> 00:53:42.678]  Maybe it was the money changes that killed Jesus.
[00:53:43.458 --> 00:53:44.639]  That's my take.
[00:53:45.259 --> 00:53:51.422]  Because he was the one that exposed them for what they were doing to the people.
[00:53:51.802 --> 00:54:02.247]  When you think about it, the Prince of Peace becomes violent because of the abuses that Madison talks about 1,800 years later.
[00:54:03.548 --> 00:54:05.509]  So just to put it into context,
[00:54:06.704 --> 00:54:11.467]  The bankers are destroying the planet in every way possible.
[00:54:12.387 --> 00:54:14.408]  They've destroyed our country.
[00:54:14.829 --> 00:54:21.132]  They're destroying Europe, and they're destroying the lives of everybody that gets in their way.
[00:54:22.093 --> 00:54:28.997]  So, just a note to see what it was, how it's been, and what it's become.
[00:54:29.957 --> 00:54:31.218]  Nothing has changed.
[00:54:32.028 --> 00:54:33.309]  Yeah, I totally agree.
[00:54:33.589 --> 00:54:36.012]  And I actually said the same thing to my son after that.
[00:54:36.032 --> 00:54:39.915]  I said, soon after that, they put him on the cross because he was asking why he got put on the cross.
[00:54:39.935 --> 00:54:41.476]  And I said, well, I'll tell you what I think.
[00:54:42.057 --> 00:54:45.860]  Right before he died, he chased the money changers out of the temple.
[00:54:45.900 --> 00:54:46.441]  He whipped them.
[00:54:47.202 --> 00:54:47.602]  Yeah.
[00:54:47.862 --> 00:54:49.464]  And, you know, these guys have money.
[00:54:49.524 --> 00:54:52.987]  So they got together and essentially lynched him.
[00:54:53.735 --> 00:55:03.461]  You know, this was a public lynching for somebody that they didn't like talking, they didn't like him spreading this type of gospel around against the bankers and money changers.
[00:55:03.721 --> 00:55:09.224]  Yeah, so here we are in a holiday, you know, that's holy for the Jewish people and the Christians.
[00:55:09.764 --> 00:55:13.786]  You know, you better put your heads together on this one and get it straight.
[00:55:14.087 --> 00:55:14.267]  Yeah.
[00:55:14.807 --> 00:55:23.915]  You know, it's atrocities, you know, they celebrate the Passover, what happened to them, and we celebrate, you know, they celebrate, you know, this crucifixion of Christ.
[00:55:23.955 --> 00:55:25.076]  Nothing to celebrate.
[00:55:25.557 --> 00:55:29.821]  But, you know, in the sense that this is really serious.
[00:55:31.082 --> 00:55:33.764]  Again, the only time that he becomes violent
[00:55:34.645 --> 00:55:45.715]  It's to drive the people out of the temple because the money changers are destroying the people and it hasn't changed.
[00:55:46.036 --> 00:55:47.977]  Look at the poor Greek Cypriots.
[00:55:48.438 --> 00:55:53.202]  Look at the lines of the elderly out there trying to get what they can.
