[00:00:00.089 --> 00:00:00.889]  Come on!
[00:29:10.408 --> 00:29:20.015]  And I know you as regular viewers get this, but that's why you've got to take this report and share it with friends and family or take the clips out that you think are most important and put them on Twitter and Facebook and Instagram and YouTube.
[00:29:20.495 --> 00:29:22.817]  Because if you don't, the globalists are going to win.
[00:29:23.757 --> 00:29:25.399]  You've got to show people this information.
[00:29:25.459 --> 00:29:31.443]  So let's play a clip from national television in England where a caller calls in and says doctors refuse to see him.
[00:29:33.561 --> 00:29:38.503]  For months and months and months and wouldn't even give him an antibiotic when he thought he had a skin rash.
[00:29:39.564 --> 00:29:41.284]  And it turned out it was cancer.
[00:29:41.945 --> 00:29:46.227]  And now they're saying, well, you're probably not going to live, so we're not going to even give you treatment.
[00:29:46.927 --> 00:29:48.828]  That's what it's like to live under this system.
[00:29:49.448 --> 00:29:55.891]  I remember six, seven years ago, Paul Joseph Watson that does work for Infowars.com had a cold for a few weeks, was coughing up blood.
[00:29:56.653 --> 00:29:57.974]  Had a bacterial infection you later learned.
[00:29:58.394 --> 00:30:00.055]  You have to go to the National Health Service first.
[00:30:00.375 --> 00:30:03.878]  They have private clinics for the rich, but you gotta get permission to go to them, and he's not rich.
[00:30:04.878 --> 00:30:11.863]  And he goes, and they give him just a pack of aspirin, Tylenol, and some tissues.
[00:30:14.164 --> 00:30:16.746]  And he coughs up blood more, and he's about to die.
[00:30:17.126 --> 00:30:24.551]  He goes to them, and he finally gets permission to go to a private clinic, pays them thousands of pounds, thousands of dollars,
[00:30:25.469 --> 00:30:26.710]  So I rang up the doctor for an appointment.
[00:30:26.730 --> 00:30:30.874]  I was categorically refused an appointment and told to take a photograph and send it in.
[00:30:53.214 --> 00:30:55.876]  I'm sorry but I get a bit emotional.
[00:30:59.758 --> 00:31:09.663]  I then took the photograph and sent it in and to my delight they rang me back a few hours later and said the doctor said you've got an infection we'll give you some antibiotics.
[00:31:09.903 --> 00:31:20.309]  I took the antibiotics obviously for over a week and several weeks later my wife said to me you need to ring the doctor again it's getting worse so I rang the doctor again and
[00:31:20.782 --> 00:31:33.045]  To be categorically told that the doctors wouldn't see me, I then said to them, I've been double jabbed, I'll wear a mask, I'll even wear rubber gloves, but I insist on seeing a doctor.
[00:31:34.945 --> 00:31:42.947]  Anyway, they did see me this time and they referred me to have a biopsy done, of which they told me it was cancerous.
[00:31:43.567 --> 00:31:48.488]  And I was then referred to Leicester Royal Infirmary.
[00:31:49.332 --> 00:31:50.093]  Did you catch that?
[00:32:20.202 --> 00:32:21.042]  He starts crying.
[00:32:21.082 --> 00:32:22.903]  He says, I took both the shots.
[00:32:23.943 --> 00:32:24.963]  I wore the mask.
[00:32:26.524 --> 00:32:32.766]  And he doesn't even put two and two together on the timeline that he got the cancer recently after he took the shot.
[00:32:34.046 --> 00:32:39.948]  Which again, spike proteins of these viruses is what directly drives cancer in the body.
[00:32:40.268 --> 00:32:47.250]  When they did previous tests with SARS, the same virus family, on rats, it gave them cancer, not just blood clots.
[00:32:48.052 --> 00:32:54.275]  And I had a lot of scientists and medical doctors on the show this week that went over that.
[00:32:55.455 --> 00:32:55.676]  Wow.
[00:32:56.716 --> 00:32:58.497]  I'll tell you about that coming up.
[00:32:58.957 --> 00:33:11.503]  But since I mentioned the children, here's Boris Johnson on Friday, turned out to be a horrible little globalist operator who says he openly gets orders from Bill Gates, said that publicly.
[00:33:12.708 --> 00:33:22.617]  Here he is not caring what his National Health Service says, not caring what his own scientists say, that you shouldn't give this to children, you shouldn't give people a third round of shots.
[00:33:23.117 --> 00:33:24.719]  Here he is calling for it.
[00:33:25.259 --> 00:33:38.111]  You're absolutely right that the priorities now are the older generation going into autumn and winter and we've always said that there'll be a booster program in September, in this month, and we're going ahead.
[00:33:39.392 --> 00:33:45.895]  With that, what I would also say is 16-17 year olds are eligible.
[00:33:47.616 --> 00:33:48.376]  They've been approved.
[00:33:48.396 --> 00:34:00.102]  They're a very important group for potential transmission and I would urge everybody, all 16-17 year olds, everybody who knows a 16-17 year old, I mean the numbers are coming up very fast now.
[00:34:00.542 --> 00:34:08.305]  It's very encouraging to see more and more 16, 17-year-olds taking the jab, but we need to go faster with those.
[00:34:08.605 --> 00:34:09.866]  So get your jab if you're 16, 17.
[00:34:10.606 --> 00:34:14.468]  And then finally, yes, we've done brilliantly.
[00:34:14.488 --> 00:34:17.729]  88% of everybody over 16 in this country has had a jab.
[00:34:17.989 --> 00:34:21.270]  I think 78% have had two jabs or some number like that.
[00:34:21.430 --> 00:34:24.612]  It's a huge, huge success for the programme.
[00:34:25.632 --> 00:34:34.537]  There are still some who need that protection and I just urge everybody to, who hasn't yet had one, go and get it now.
[00:34:34.637 --> 00:34:50.327]  In late August, InfoWars saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[00:34:50.887 --> 00:34:54.229]  Now ladies and gentlemen, storable food has always been something that's important to have.
[00:34:54.529 --> 00:35:01.278]  It's a checkbox that everybody needs to have taken care of right along with water filtration, self-defense, and a relationship with God.
[00:35:01.879 --> 00:35:05.544]  But now more than ever you need to get your storable food orders in now.
[00:35:05.965 --> 00:35:08.368]  We're ready to ship to you within 24 hours of your order.
[00:35:08.708 --> 00:35:09.449]  It's high quality.
[00:35:09.509 --> 00:35:10.611]  It's very very low cost.
[00:35:11.027 --> 00:35:11.447]  I think so.
[00:35:34.522 --> 00:35:49.028]  By the way, people send me stuff to my phone, they send it to my email, and I also surf the web quite a bit, my wife does as well, and I saw a lot of comments on Reddit, and I saw a bunch on Twitter saying, Alex Jones has secretly taken the vaccine.
[00:35:49.448 --> 00:35:50.949]  No proof, you're a conspiracy terrorist.
[00:35:51.309 --> 00:35:54.330]  I would never take it, you're insane, you're crazy, you're liars.
[00:35:54.791 --> 00:35:57.172]  And something else they're saying is, I'm lying!
[00:35:58.137 --> 00:36:03.199]  The UK government hasn't come out and said don't give young people and children the shots.
[00:36:03.559 --> 00:36:05.760]  So in your face, here is the news.
[00:36:06.420 --> 00:36:21.245]  The JCVI, the Joint Committee on Vaccination and Immunisation, is not recommending Covid vaccines for healthy children between the ages of 12 and 15.
[00:36:23.786 --> 00:36:30.412]  We know, of course, that the vaccine rollout, the first doses have been expanded to children who are 16 years old.
[00:36:30.993 --> 00:36:34.916]  But there was plenty of speculation about whether school-aged children were going to get that vaccine too.
[00:36:34.956 --> 00:36:41.262]  And we know that there's been an open letter written today from parents, unions, scientists, including scientists
[00:36:41.582 --> 00:36:50.388]  From the independence age group urging younger children the government to look at vaccinating younger children so they can be better protected.
[00:36:50.428 --> 00:36:52.550]  Of course that is a big transfer of society.
[00:36:52.630 --> 00:36:55.872]  Children that are now back at school mixing.
[00:36:56.432 --> 00:37:01.996]  So I think there have been many who had expected the rollout to be expanded to those younger age groups.
[00:37:02.156 --> 00:37:10.142]  But we now have confirmation that the vaccine is not being recommended by the government's vaccine advisors for children aged between 12
[00:37:11.162 --> 00:37:11.262]  Yes.
[00:37:31.229 --> 00:37:35.254]  200,000 more children are going to be invited for vaccines.
[00:37:35.514 --> 00:37:46.265]  But the breaking news this afternoon is that children aged between 12 and 15 years old are not being recommended by the government's vaccine advisers to receive the COVID-19 jab.
[00:37:47.006 --> 00:38:05.958]  Yes, indeed, Ali, and we've got some words coming out now from the JCVI that says benefits are insufficient to support this mass vaccination for 12 to 15 year olds, but those with underlying health conditions will get it.
[00:38:06.018 --> 00:38:07.719]  So certainly not across the board.
[00:38:07.899 --> 00:38:10.460]  And as you say, there's something of a surprise.
[00:38:10.620 --> 00:38:14.783]  So it's critical to understand that earlier I showed you the Toronto Star.
[00:38:15.263 --> 00:38:31.775]  And I showed you the BBC and I showed you all these headlines about record heart attacks in young people, including teenagers that take the injections in Israel and teenagers that take the injections in Canada and how these numbers are getting more and more and more and more intense.
[00:38:32.015 --> 00:38:38.800]  And now around the world, Australia and France are announcing, we're going to inject your children whether you like it or not.
[00:38:38.900 --> 00:38:43.664]  I mean, this is so dystopic, even when their own regulators are saying, don't do it.
[00:38:44.397 --> 00:38:45.938]  This is a globalist revolution.
[00:38:45.958 --> 00:38:48.621]  Because if they can get away with this, they've conquered us, ladies and gentlemen.
[00:38:48.861 --> 00:38:49.782]  They've broken our will.
[00:38:50.402 --> 00:39:02.493]  So, here's a very important clip of Dr. Ryan Cole talking about scarring in the hearts of children with microscopic photos through a microscope of their hearts.
[00:39:02.915 --> 00:39:08.222]  Thank you for taking us into the details because it's super interesting to look at what's actually happening in the cells.
[00:39:08.242 --> 00:39:10.885]  The idea of scarring on all these children.
[00:39:10.925 --> 00:39:12.848]  We've heard the CDC say exactly that.
[00:39:12.888 --> 00:39:18.395]  Well, there were mild cases of myocarditis and as you've said and other doctors have said,
[00:39:19.155 --> 00:39:20.096]  There's no such thing.
[00:39:20.156 --> 00:39:22.398]  You are creating scars that will never go away.
[00:39:22.458 --> 00:39:25.500]  We have no idea what the long-term implications are of this.
[00:39:26.341 --> 00:39:30.504]  Most of these kids go into hospitals, a lot of them athletes that can't compete in sports now.
[00:39:30.544 --> 00:39:37.529]  They're on heart medications for a group, by the way, of individuals that aren't really even at risk for this illness.
[00:39:38.390 --> 00:39:43.694]  Incredibly high success rate of, you know, and really super low even symptomatic conditions.
[00:39:45.014 --> 00:39:46.975]  I hope that we can have you on again.
[00:39:46.995 --> 00:39:51.516]  There's so much to talk about, especially since you're deep in the middle of it.
[00:39:52.476 --> 00:39:53.956]  But I want to thank you for being brave.
[00:39:53.996 --> 00:39:59.117]  I want to thank you for standing up for science, because that's what I really think is under attack here.
[00:39:59.317 --> 00:40:00.837]  Real science is under attack.
[00:40:00.877 --> 00:40:05.919]  We've lost, as you said, the principle of science should be more like the French legal system.
[00:40:06.019 --> 00:40:09.539]  It is guilty until proven innocent, especially when it's being tested.
[00:40:09.939 --> 00:40:12.740]  There should have been the number one conversation at FDA.
[00:40:13.200 --> 00:40:19.223]  Not the safety trials done by Pfizer that's trying to put a bow on their products that's going to make them tens of billions of dollars.
[00:40:19.283 --> 00:40:32.989]  This is all incredible information and I think it's important to put it all together in one place as an archive, day by day, as things unfold so we can chronicle the criminal activity of the globalists so they'll be held accountable at Nuremberg too, which we must have.
[00:40:33.689 --> 00:40:35.650]  It's either us or them, ladies and gentlemen.
[00:40:36.430 --> 00:40:37.431]  As the CFR said,
[00:40:37.947 --> 00:40:43.671]  This is a world that gets more dystopic, more nightmare by design until we're all dead and the globalists inherit the earth.
[00:40:43.731 --> 00:40:50.815]  And I pledge everything I've got, my name, my blood, my sweat, my immortal soul against these people.
[00:40:50.855 --> 00:40:52.016]  And I hope you'll join me as well.
[00:40:52.616 --> 00:40:54.197]  So let's go ahead and go to a Tucker Carlson clip.
[00:40:54.237 --> 00:40:55.158]  He makes a great point.
[00:40:56.479 --> 00:40:58.500]  Illegal aliens can come to this country.
[00:40:59.912 --> 00:41:22.191]  And they can have fake IDs, they can come here illegally, they can vote in all the different Democrat jurisdictions illegally, but if you get caught, as a healthcare worker particularly, with a fake vaccine card so you can keep your job, oh by the way the illegal aliens come in here and don't have to take shots, the Afghans don't have to, just our military does, then you get charged with a felony?
[00:41:24.059 --> 00:41:25.840]  When it's not a law that you've got to do this.
[00:41:25.920 --> 00:41:28.502]  In fact, the FBI is trying to claim this is fraud.
[00:41:28.622 --> 00:41:30.723]  Everything the government's done is a fraud.
[00:41:30.924 --> 00:41:32.264]  The PCR test is a fraud.
[00:41:32.445 --> 00:41:35.467]  These injections don't protect you and lower your immune system, make you sick.
[00:41:35.687 --> 00:41:36.307]  They're a fraud.
[00:41:36.988 --> 00:41:47.695]  So it's like saying Jews having secret papers in Nazi Germany or Russians having secret papers or fake papers to be able to get around in Soviet Russia were bad.
[00:41:48.115 --> 00:41:49.396]  No, these aren't bad people.
[00:41:49.956 --> 00:41:50.717]  These are folks that are
[00:41:51.477 --> 00:42:09.384]  Really, who are healthcare workers, who have seen people get sick, who've seen people get very, very ill and die, like the nurse talked about earlier, who's out there marching, and have seen all the hysterectomies and all the cancer, and they admit these vaccines, quote, trigger cancer, but say in the New York Times, it's no big deal!
[00:42:10.947 --> 00:42:14.592]  This is just an exercise in madness, an exercise in killing us.
[00:42:15.413 --> 00:42:18.397]  If the globalists showed up with tanks and airplanes and machine guns, we'd fight them.
[00:42:18.637 --> 00:42:22.763]  But they do it through the medical system and through censorship and through control.
[00:42:23.223 --> 00:42:24.124]  So here's Tucker Carlson.
[00:42:25.014 --> 00:42:30.441]  So with that in mind, it was interesting to see this week's big announcement from the District Attorney of New York City, Cyrus Vance.
[00:42:31.162 --> 00:42:36.269]  Vance has just charged 13 Americans with felonies for buying fake vaccination cards.
[00:42:36.409 --> 00:42:42.877]  Several of the suspects, according to prosecutors, were health care workers who've been told by the state they'll be fired unless they get the shot.
[00:42:43.658 --> 00:42:47.039]  So politicians telling doctors and nurses what medicine to take.
[00:42:47.059 --> 00:42:49.480]  That's exactly what they told us they were against for decades.
[00:42:50.041 --> 00:42:51.181]  Again, these are health care workers.
[00:42:51.201 --> 00:42:55.183]  They know the science of COVID far better than politicians, governors, prosecutors.
[00:42:55.883 --> 00:43:01.285]  So in good conscience, they've risked their careers to preserve their right to bodily autonomy.
[00:43:01.345 --> 00:43:02.646]  And now they're in jail for that.
[00:43:03.516 --> 00:43:09.838]  Now these arrests will be used to justify digital health passports for the entire American population.
[00:43:09.898 --> 00:43:10.638]  That is true.
[00:43:11.219 --> 00:43:12.079]  Save this tape.
[00:43:12.719 --> 00:43:17.961]  In fact, Cyrus Vance has already enlisted big tech to help root out the disobedient in New York.
[00:43:18.061 --> 00:43:24.323]  Quote, we need companies like Facebook to take action to prevent the fraud happening on their platform, Vance said.
[00:43:24.823 --> 00:43:31.926]  Making, selling, and purchasing forged vaccination cards are serious crimes with serious public safety consequences.
[00:43:33.087 --> 00:43:34.047]  Except that's a lie.
[00:43:34.868 --> 00:43:38.932]  Buying a fake vaccination card is not a quote serious crime.
[00:43:39.353 --> 00:43:41.735]  It's not even close to a serious crime.
[00:43:42.415 --> 00:43:51.604]  Buying a fake vaccination card is an act of desperation by decent law-abiding Americans who have been forced into a corner by tyrants.
[00:43:52.425 --> 00:43:53.966]  You know it's a serious crime?
[00:43:54.989 --> 00:43:58.390]  Forcing Americans to take drugs they don't need or want.
[00:43:58.530 --> 00:44:00.230]  That's a very serious crime.
[00:44:00.610 --> 00:44:03.491]  And let's hope, in the end, someone is punished for it, severely.
[00:44:03.671 --> 00:44:04.491]  And I want to be clear.
[00:44:05.551 --> 00:44:12.013]  Those of you watching this live, or those of you watching this archived, at Band.Video, you're doing a great job.
[00:44:12.093 --> 00:44:14.093]  Many of these reports are getting 2 or 3 million views.
[00:44:14.413 --> 00:44:15.393]  It's changing the world.
[00:44:15.694 --> 00:44:16.714]  We can beat the globalists.
[00:44:16.734 --> 00:44:20.074]  They wouldn't be censoring if this information wasn't having an effect on them.
[00:44:20.114 --> 00:44:22.275]  So please, take this report,
[00:44:23.081 --> 00:44:31.628]  Share it on your email, your text message, by word of mouth, take clips out of it, repost on your Twitter, your Facebook, your Instagram, your YouTube, and try different things.
[00:44:31.728 --> 00:44:42.317]  Leave my name out of the headline or say, look at this evil conspiracy theorist, and then the AI bots don't see it and it gets through, and millions of other people see it, not just folks at Bandot Video.
[00:44:42.357 --> 00:44:47.121]  But you can reach out to your neighbors, your friends, your family, perfect strangers, and say, listen,
[00:44:47.875 --> 00:44:48.775]  You're being lied to.
[00:44:49.235 --> 00:44:50.696]  This is a global corporate takeover.
[00:44:50.916 --> 00:44:53.057]  They don't want to pay out your social security worldwide.
[00:44:53.317 --> 00:44:55.297]  They want to kill off the baby boomers.
[00:44:55.998 --> 00:44:59.879]  And they've psychologically studied this and prepared this as their takeover.
[00:45:00.119 --> 00:45:03.700]  But if people become aware of it, we can stop this dystopia.
[00:45:04.040 --> 00:45:05.581]  It's the only future we have.
[00:45:06.021 --> 00:45:07.461]  I predicted all this a decade ago.
[00:45:07.501 --> 00:45:09.402]  I predicted it all two years ago, a year ago.
[00:45:09.422 --> 00:45:12.043]  I said what was going to be happening now, word for word.
[00:45:12.143 --> 00:45:12.683]  How did I know?
[00:45:13.343 --> 00:45:14.443]  It's a globalist program.
[00:45:14.704 --> 00:45:15.844]  It's a globalist operation.
[00:45:16.837 --> 00:45:21.418]  Now here's Governor DeSantis, who I think is a good guy overall, who's playing both sides of the field, though.
[00:45:21.778 --> 00:45:26.620]  And he's saying, you know, I got the vaccine and all the rest of it, but, you know, if you don't want to get it, that's fine, that's your right.
[00:45:26.900 --> 00:45:28.260]  And we shouldn't have vaccine passports.
[00:45:28.280 --> 00:45:28.500]  Great.
[00:45:28.920 --> 00:45:30.981]  He should just come out against it because it's not a vaccine.
[00:45:31.641 --> 00:45:33.822]  But here he is in two clips from a press conference
[00:45:34.582 --> 00:45:45.470]  Really laying out the facts and the reality of how they're trying to suppress treatments that are basically 100% if they catch you early like Regeneron.
[00:45:45.970 --> 00:45:47.591]  I don't own any stock in Regeneron.
[00:45:48.032 --> 00:45:49.353]  I'm not involved with Regeneron.
[00:45:49.373 --> 00:45:50.694]  It's been around since the late 80s.
[00:45:50.934 --> 00:45:52.014]  It's got a bunch of patents.
[00:45:52.335 --> 00:45:53.355]  They have liability.
[00:45:53.596 --> 00:45:55.057]  They don't have liability protection.
[00:45:55.077 --> 00:45:57.999]  They're the most profitable big
[00:45:59.218 --> 00:45:59.518]  Thank you.
[00:46:20.922 --> 00:46:29.228]  And then after we play these clips, I'm going to come back and get into the war on ivermectin and why that's so important in the latest developments.
[00:46:29.248 --> 00:46:33.131]  Respectfully to them, I would say vaccine passports.
[00:46:34.292 --> 00:46:35.293]  One, I'm vaccinated.
[00:46:35.853 --> 00:46:41.057]  I'm offended that someone would make me show something just to go to a restaurant or just to live life.
[00:46:41.377 --> 00:46:45.981]  And there's a lot of people who already recovered from COVID who do have immunity.
[00:46:46.361 --> 00:46:47.482]  You actually are saying
[00:46:47.972 --> 00:46:55.294]  Me with a Johnson & Johnson shot can go in, but someone who's recovered from COVID and probably has stronger immunity, they can't go in?
[00:46:55.514 --> 00:46:57.094]  I'm sorry, that is anti-science.
[00:46:57.514 --> 00:47:00.155]  I also don't want two classes of citizens.
[00:47:00.435 --> 00:47:06.977]  You know, we have some people in our communities who just made the decision this is something that they're not going to do.
[00:47:07.017 --> 00:47:09.177]  So what, you're going to write them out of society?
[00:47:09.417 --> 00:47:11.038]  They're not going to be able to go show their face?
[00:47:11.298 --> 00:47:15.119]  And some of these places that have vaccine passports, because the little kitties
[00:47:15.646 --> 00:47:16.247]  We're good to go.
[00:47:37.734 --> 00:47:45.882]  Okay, if you force everyone to be able to have it in order to kind of live in society, then you'll be able to basically just new COVID.
[00:47:45.942 --> 00:47:47.284]  We know that that's not the case.
[00:47:47.584 --> 00:47:49.746]  You know, very, very high vaccination rates.
[00:47:49.766 --> 00:47:50.927]  You still have big waves.
[00:47:51.228 --> 00:47:52.609]  So it just doesn't make any sense.
[00:47:52.669 --> 00:47:58.195]  And my view is we got to protect people's ability to live their lives.
[00:47:58.595 --> 00:47:59.436]  I don't want
[00:48:00.109 --> 00:48:06.434]  Uh, biomedical security state in which are constantly having to do this just to be able to live everyday life.
[00:48:06.815 --> 00:48:13.020]  At the end of the day, the vaccines have helped people ward off severe illness.
[00:48:13.480 --> 00:48:16.022]  And we obviously work very hard to distribute it.
[00:48:16.362 --> 00:48:22.287]  At the end of the day, though, it is what somebody it's about your health and whether you want that protection or not.
[00:48:22.668 --> 00:48:24.189]  It really doesn't impact
[00:48:25.079 --> 00:48:46.934]  Me or anyone else because we've seen the data on this and so the theory behind it I think has gone totally up in smoke And I also just think that there's been huge mistakes made along the way with some of these authorities Lecturing people about this I can tell you there's a lot of folks that when they hear that They're on the fence that pushes them in the other direction
[00:48:47.461 --> 00:48:49.743]  That is not the way that you do it.
[00:48:49.783 --> 00:48:51.805]  What I try to do is just give the data.
[00:48:52.246 --> 00:48:53.347]  I give it honestly.
[00:48:53.847 --> 00:49:02.075]  I'm not going to sugarcoat it and I'm not going to tell somebody something that is not true based on the data just because I want them to behave in a certain way.
[00:49:02.095 --> 00:49:08.521]  A lot of these folks, they tell these noble lies because they want you to behave in a certain way and so they don't give the whole truth.
[00:49:08.541 --> 00:49:12.545]  I mean, you look at the fact that we're even having to do this with this early treatment.
[00:49:13.032 --> 00:49:20.162]  That, that should not have been, we should, I mean, we're happy to do it because we want to help, but this should have been something that was screamed from the rooftops.
[00:49:21.020 --> 00:49:24.242]  from HHS and CDC since last December.
[00:49:24.542 --> 00:49:29.765]  Can you imagine if 100% of Americans knew that this was something that was available?
[00:49:29.785 --> 00:49:32.306]  You know how many people we would have kept out of the hospital?
[00:49:32.326 --> 00:49:35.668]  You know how many people that would not have died over the last nine months?
[00:49:36.188 --> 00:49:43.832]  That's just a fact and we're obviously correcting that in Florida and we're actually helping other states too because we've put a lot of emphasis on it.
[00:49:43.852 --> 00:49:48.635]  But you know I look at that and I wonder why if you have an effective treatment
[00:49:48.971 --> 00:49:55.876]  I mean, this treatment was used on an experimental basis to the President of the United States in October, and very effectively.
[00:49:56.697 --> 00:49:58.398]  Why would you not be talking about it?
[00:49:58.798 --> 00:50:12.368]  And I think one of the reasons that people didn't, some didn't think that they should talk about it, is because they didn't want people to think, okay, maybe you don't need to get vaccinated, maybe you just get the treatment, and they worried that people would take that message.
[00:50:12.748 --> 00:50:17.712]  And my view is, you know, we've never said it's either or, we think that they complement each other, but,
[00:50:18.280 --> 00:50:22.881]  If someone does do that, that's not a reason to not give them the full information.
[00:50:23.001 --> 00:50:25.822]  That's not a reason to provide this, you know, for everybody.
[00:50:25.882 --> 00:50:30.944]  So, you know, I think some of the stuff with the vaccine passports, I mean, it's an overreach.
[00:50:31.544 --> 00:50:32.624]  It's too intrusive.
[00:50:32.924 --> 00:50:39.827]  And at the end of the day, my philosophy is, as governor, my job is to protect your individual freedom.
[00:50:40.247 --> 00:50:42.667]  My job is not to protect corporate freedom.
[00:50:42.948 --> 00:50:44.308]  That is not what I'm here for.
[00:50:44.781 --> 00:50:52.529]  I mean, we have a good business climate, we have everything, but this idea that businesses can just do whatever they want and invade your privacy in doing all that?
[00:50:53.009 --> 00:50:54.450]  No, I'm not signing up for that.
[00:50:54.611 --> 00:51:08.104]  Now I'm going to get to this huge Ivermectin story, or group of stories in a moment, but first let's play the wildly unpopular admitted communist mayor of New York City, de Blasio.
[00:51:09.870 --> 00:51:14.172]  Engage in the most creepy, cringeworthy garbage I've ever seen.
[00:51:15.132 --> 00:51:23.215]  First he offered free ice creams and hamburgers if you take the experimental shot that's been known to cause cancer and lower your immune system and doesn't protect you.
[00:51:23.736 --> 00:51:26.597]  But now he's gone to the next level.
[00:51:27.137 --> 00:51:37.081]  Sell out your health and your whole future to the bullies who say you can't go to a football game or can't go to a movie unless you have a pass that's digital and take big pharmas
[00:51:38.601 --> 00:51:43.242]  Liability-protected shot in your body, and you get a comic book on top of it.
[00:51:43.543 --> 00:51:45.703]  Maybe they can even bury you with a comic book.
[00:51:48.604 --> 00:51:49.684]  Oh, oh, I'm sorry.
[00:51:49.704 --> 00:51:55.206]  I got so caught up in this Marvel comic book.
[00:51:55.286 --> 00:51:57.147]  I just didn't realize the press conference had begun.
[00:51:57.167 --> 00:51:58.887]  This is amazing.
[00:51:58.987 --> 00:52:00.628]  It's limited edition.
[00:52:02.328 --> 00:52:03.289]  It's exclusive.
[00:52:05.029 --> 00:52:05.769]  It's really special.
[00:52:05.809 --> 00:52:07.110]  It's amazing, but you can't
[00:52:08.018 --> 00:52:08.779]  Just get it anywhere.
[00:52:10.000 --> 00:52:12.181]  You can only get it at a vaccination site.
[00:52:12.802 --> 00:52:14.183]  A SOMOS vaccination site.
[00:52:14.243 --> 00:52:20.748]  This is where we're going to help make kids safe and, like the Avengers, fight back against evil.
[00:52:20.788 --> 00:52:22.330]  In this case, evil is COVID.
[00:52:22.350 --> 00:52:23.270]  I think you figured that out.
[00:52:23.871 --> 00:52:31.137]  So here is a great example of an effort to reach our young people with something they care about a lot.
[00:52:32.197 --> 00:52:33.038]  Reach our families.
[00:52:33.639 --> 00:52:34.439]  Get people safe.
[00:52:34.780 --> 00:52:35.941]  Get people vaccinated.
[00:52:36.806 --> 00:52:55.761]  Here's one great example, but tomorrow, another great example, the official NBA 2K tournament begins at 11 a.m., grand prize, Xbox Series X. Man, that guy is the most disingenuous, fake, evil-looking person I've seen other than Brian Stelter.
[00:52:55.941 --> 00:52:59.244]  I mean, I'm not saying Mayor de Blasio is a pedophile.
[00:53:00.004 --> 00:53:03.227]  I'm just saying, if I was going to cast somebody in a Hollywood movie,
[00:53:04.056 --> 00:53:09.277]  To play the part of a guy that drives around in an ice cream truck, kidnapping children and eating them, it would be him.
[00:53:09.357 --> 00:53:12.558]  But instead, he's just eating our freedoms and destroying our souls.
[00:53:13.799 --> 00:53:20.400]  Now, let's get to some of the biggest fake news by the corporate media I've ever seen.
[00:53:21.280 --> 00:53:25.321]  A good friend of mine, who sent me the story, had this to say.
[00:53:26.522 --> 00:53:30.923]  He said, we are seeing the implosion of mainstream media in real time.
[00:53:32.315 --> 00:53:39.097]  He went on to say, imagine being someone who believes this.
[00:53:40.577 --> 00:53:44.819]  Because with an image search in minutes, I could find that the image they used was not from there.
[00:53:45.799 --> 00:54:00.383]  And with a few phone calls and a few searches, I was easily able to discover that the state north of me, Oklahoma, does not have long lines of ambulances that can't get into the hospital because there's long lines of people
[00:54:01.571 --> 00:54:04.152]  Sick and dying from Ivermectin.
[00:54:06.274 --> 00:54:13.277]  It's as big a lie as Fauci a few months ago saying 99% of deaths in the hospitals aren't vaccinated.
[00:54:14.938 --> 00:54:15.759]  We went and looked it up.
[00:54:15.839 --> 00:54:21.022]  He was using numbers from 2020 before the vaccine was even out.
[00:54:21.862 --> 00:54:25.224]  So of course all the deaths were from the unvaccinated.
[00:54:27.796 --> 00:54:28.977]  I mean, think about that.
[00:54:29.237 --> 00:54:30.318]  So here's Rolling Stone.
[00:54:30.358 --> 00:54:32.039]  I tracked it back to the local TV station.
[00:54:32.299 --> 00:54:33.079]  It's a fake story.
[00:54:34.961 --> 00:54:36.582]  And heads up, we're sending reporters up there.
[00:54:38.803 --> 00:54:46.448]  Gunshot victims left waiting as horse dewormer overdoses overwhelm Oklahoma, doctor says.
[00:54:47.108 --> 00:54:49.490]  And they quote this doctor on a local station.
[00:54:54.032 --> 00:55:06.739]  I'm tempted to get in my car right now because they list the hospitals and they've got the newscasts, but they don't show any of this other than file footage of other places.
[00:55:06.959 --> 00:55:14.644]  Remember all the file footage last year of dummies in the hospitals with ventilators down their throats?
[00:55:14.984 --> 00:55:16.465]  Because the hospitals were empty then.
[00:55:17.426 --> 00:55:19.527]  And they were lying then and doing all their TikTok videos.
[00:55:19.748 --> 00:55:20.668]  The statistics came out.
[00:55:20.868 --> 00:55:23.210]  They were counting gunshot wounds, car wrecks as COVID.
[00:55:23.490 --> 00:55:27.373]  Now it's real from the vaccinated dying and shedding the live viruses.
[00:55:27.713 --> 00:55:31.475]  Just like the majority of polio cases today are from the vaccinated shedding.
[00:55:31.676 --> 00:55:32.596]  It's a live virus as well.
[00:55:32.776 --> 00:55:33.617]  These are facts!
[00:55:35.118 --> 00:55:40.301]  And they're blaming us that haven't taken their shots for what's happening when it's them getting us sick.
[00:55:40.361 --> 00:55:41.942]  But I digress.
[00:55:42.023 --> 00:55:42.443]  Here it is.
[00:55:42.763 --> 00:55:45.225]  Gunshot victims left waiting
[00:55:46.411 --> 00:55:52.299]  As horse dewormer overdoses overwhelmed Oklahoma hospitals, says doctor.
[00:55:53.600 --> 00:55:54.281]  Well guess what?
[00:55:55.483 --> 00:56:00.349]  Because it is stronger, my family and I actually did take
