[00:00:00.000 --> 00:00:10.000]  [BLANK_AUDIO]
[00:37:28.223 --> 00:37:29.424]  I'm not talking to you like that.
[00:37:29.544 --> 00:37:30.685]  You already know what's going on.
[00:37:31.146 --> 00:37:40.394]  I'm talking to the people that tune into this and think this is funny, or think this is cute, or think this is some type of damn joke, like I said a year ago.
[00:37:41.916 --> 00:37:49.296]   I said, if society collapses, Within 15 days, almost everybody becomes a cannibal and behaves like a mindless zombie.
[00:37:49.777 --> 00:37:57.005]  And I said, I don't want to have to sit there and look at my neighbors and think about having to size them up and haul them up on a chain and eat their ass.
[00:37:57.646 --> 00:38:02.711]  But in a big enough crisis, I probably would eat my neighbors, hypothetically, to feed my starving children.
[00:38:03.052 --> 00:38:13.554]   But I went on to say this is a Modest proposal type essay from hundreds of years ago where they were starving this Irish to death, the English were.
[00:38:14.355 --> 00:38:23.986]  So an essayist penned an article saying, in the newspaper saying, why don't we just tell the Irish to fatten up their children like piglets and sell them to us and then they'd actually have some money for food.
[00:38:25.669 --> 00:38:27.570]  But that's where we are, ladies and gentlemen.
[00:38:27.950 --> 00:38:39.256]  Soylent Green in 1984 and Brave New World are competing worldviews that the globalists want to carry out in a giant Malthusian depopulation orgy.
[00:38:39.596 --> 00:38:52.123]  And if you don't know who Malthus is, and you don't know who Plato is, and you don't know who Adolf Hitler really was, and if you don't know who John D. Rockefeller was, and you don't know who Bill Gates really is, you better find out real quick.
[00:38:52.363 --> 00:38:58.912]  Because they're going to keep the facade of the football and the beaches and the, but oh, empty shelves and you can't really travel now.
[00:38:58.973 --> 00:39:00.875]  And oh, all the airlines are shutting down.
[00:39:00.895 --> 00:39:02.558]  People won't take the shots because they're smart.
[00:39:02.938 --> 00:39:07.285]  They knew by doing this vaccine mandates, it would make society break down.
[00:39:09.059 --> 00:39:11.460]  They knew it would cause the breakdown of civilization.
[00:39:11.480 --> 00:39:13.120]  They'd already done all the actuaries.
[00:39:13.140 --> 00:39:14.720]  They'd already done all the focus groups.
[00:39:14.760 --> 00:39:17.381]  They knew 30-40% of the public would never take the shots.
[00:39:17.721 --> 00:39:28.664]  And once it came out that the shots were poisonous, they know that 90% won't take it, and then they just announce everything's shut down, and the corporate heads all say it's shut down, and then everything starts unraveling even faster!
[00:39:30.519 --> 00:39:37.079]   It's been battle planned, it's been prepared, it's been psy-opped, and the only way you get out of it is recognizing the whole
[00:39:37.079 --> 00:39:41.090]   damn thing for what it is and pulling back and saying, "Whoa, I don't want to be part
[00:39:41.090 --> 00:39:41.559]  of this."
[00:39:41.559 --> 00:39:50.038]  They take particularly research scientists that have...
[00:39:50.047 --> 00:39:54.846]   the best inventions, the highest test scores, and they recruit them in high school, in college,
[00:39:54.846 --> 00:40:01.847]   and afterwards, and they put them in this science cult around these eugenicists, death cult people,
[00:40:01.847 --> 00:40:04.927]  and then they recruit them deeper into it.
[00:40:04.927 --> 00:40:06.766]  And a lot of people actually get out of this.
[00:40:06.766 --> 00:40:09.606]   That's why tens of thousands of scientists around the world have been killed,
[00:40:09.606 --> 00:40:12.885]   shot in the back of the head, tortured to death, run over by cars, you name it.
[00:40:12.885 --> 00:40:16.327]   But I've talked to scientists who got into it and got out of it.
[00:40:17.885 --> 00:40:24.567]   I'm talking to men about 15, 16 years ago who were also brought in and briefed on all this.
[00:40:25.526 --> 00:40:30.649]  So, man, you don't have to believe me from 20 years ago and see it come true now.
[00:40:31.009 --> 00:40:31.850]  This is their plan.
[00:40:33.345 --> 00:40:37.969]  And so, you know, I've already ranted and raved here, and I've got a lot to get to, and I said I wanted to cover some positive news.
[00:40:38.509 --> 00:40:50.898]  But the bad news is, when William Shatner says, oh, the poor earth, we've got to save it with the big, horrible cataclysm, the collapse, the thing that's coming, you know, he's talking to the media, you know what it is, right?
[00:40:50.918 --> 00:41:02.813]   Because he goes to big rooms full of the top scientists and the movie stars and, you know, the banker heads and the governors, and they're just all in there, but see, Who hasn't been let in on these meetings, huh?
[00:41:03.493 --> 00:41:04.013]  You can see it.
[00:41:04.033 --> 00:41:05.114]  It's who's being demonized.
[00:41:05.174 --> 00:41:06.134]  It's who's being attacked.
[00:41:06.154 --> 00:41:07.415]  It's who the media is going after.
[00:41:07.675 --> 00:41:29.786]  And they're the idiots working at CNN, the idiots working at MSNBC and ABC News, pretending like they're going to be part of the power structure, pretending like they're going to be able to lie to the public and engage in propaganda and push deadly vaccines on people, and that somehow they're not expendable themselves when almost all those people working in those institutions, including the military, have not been let in on any of this information.
[00:41:33.131 --> 00:41:48.442]  But I can tell you a lot of smart people who are also not far-sighted, who are short-sighted, they now know this is real, so they're just kissing the ass of the system, hoping that it somehow protects them, hoping that the cannibals eat them last.
[00:41:51.264 --> 00:41:52.785]  So that's where we are, ladies and gentlemen.
[00:41:55.339 --> 00:42:07.323]  I can sit here, and I can cover all the little other side stories that are so entertaining, that are so interesting, but at the end of the day, why are all these world leaders and all these prominent people saying, I'm sorry you'll all be dead in ten years!
[00:42:08.143 --> 00:42:09.124]  Thanks for coming!
[00:42:09.244 --> 00:42:12.385]  It's sad, but we've got to save the Earth!
[00:42:12.825 --> 00:42:17.426]  And then the anchors are nodding, yes, because no one asks, what are you talking about?
[00:42:17.446 --> 00:42:20.928]  It's just, you know, is it right what we're doing?
[00:42:23.008 --> 00:42:41.164]   Dr. Rima Lebo was Dr. Remo Abo was the treating physician to a very famous woman leader who is still in office and who's been serving for 14 years.
[00:42:41.404 --> 00:42:43.345]  I think anybody can figure out who that is.
[00:42:43.365 --> 00:42:44.046]  Would you like to tell them?
[00:42:44.146 --> 00:42:45.847]  Should I tell you what continent it's on?
[00:42:45.887 --> 00:42:47.128]  It's named after the goddess Europa.
[00:42:50.925 --> 00:42:57.832]  And her husband was the former head of the Army, former head of special operations before that, former head of all the secret projects with the CIA.
[00:42:58.373 --> 00:43:01.075]  And before he died, Stubblebine and all of them came on the show.
[00:43:01.196 --> 00:43:02.337]  They'd also been on the Ventura Show.
[00:43:03.338 --> 00:43:04.319]  This aired 12 years ago.
[00:43:04.939 --> 00:43:11.015]   But when this world leader, head of state, Was being treated by the physician.
[00:43:11.055 --> 00:43:12.576]  She said, well, you know about the culling.
[00:43:12.596 --> 00:43:13.857]  You know, it's going to come soon.
[00:43:13.877 --> 00:43:15.157]  We'll have to kill 90%.
[00:43:15.877 --> 00:43:17.998]  And I just really worry about it and feel bad about it.
[00:43:18.038 --> 00:43:18.519]  Don't you?
[00:43:18.779 --> 00:43:21.860]  And Lebo went ahead and played along because she already knew a lot.
[00:43:21.880 --> 00:43:23.801]  You know, her husband had been running a lot of this stuff.
[00:43:23.821 --> 00:43:26.122]  I guess he turned against it later.
[00:43:27.142 --> 00:43:40.176]   But sitting there hearing all this and see, she went and testified and she said, they're going to give you a vaccine that gives you antibody Dependency enhancement.
[00:43:42.337 --> 00:43:51.822]  She's on the show 12 years ago, 2009, with me saying it because we have the documents.
[00:43:53.642 --> 00:43:56.143]  And see, I was told who she treated.
[00:43:56.184 --> 00:43:56.824]  She didn't tell me.
[00:43:57.264 --> 00:43:59.325]  I later asked her, she said, how the hell do you know that?
[00:44:00.205 --> 00:44:01.046]  I could lose my license.
[00:44:01.066 --> 00:44:01.526]  Who told you that?
[00:44:01.546 --> 00:44:02.466]  I said, you don't worry about it.
[00:44:02.546 --> 00:44:03.427]  I know who you treated.
[00:44:06.948 --> 00:44:08.429]  So folks, are you going?
[00:44:10.543 --> 00:44:12.484]  To start understanding what's happening.
[00:44:13.785 --> 00:44:17.487]  Yeah, and I don't know why they're calling it a prophetic warming 2017, because that's not 2017.
[00:44:17.527 --> 00:44:22.870]  What they do is they find old stuff, they put it out with a new date in 2017, and they say that's it.
[00:44:23.370 --> 00:44:24.451]  So guys, just take it down, please.
[00:44:24.951 --> 00:44:26.112]  I'm not mad.
[00:44:26.432 --> 00:44:27.132]  We're going to show it.
[00:44:27.272 --> 00:44:28.153]  It's true TV.
[00:44:28.593 --> 00:44:29.554]  The clip's everywhere.
[00:44:29.974 --> 00:44:34.857]  It's Dr. Rima Labo, it's Jesse Ventura, forced vaccine depopulation plan.
[00:44:34.897 --> 00:44:35.317]  It's everywhere.
[00:44:35.697 --> 00:44:45.820]  You'd have to be hiding under a rock not to know that vitamin D, vitamin C, zinc, and other essential vitamins and minerals are essential to our bodies, to our immune systems.
[00:44:45.840 --> 00:44:48.321]  If we don't have them long-term, we die.
[00:44:49.001 --> 00:45:00.044]  But what a lot of people don't know is even if you have those compounds, the levels that are recommended, if you don't have deep, restful, clean sleep, your body will fall apart even faster.
[00:45:00.464 --> 00:45:06.013]   And with so many chemicals in the food and water and so much agitation in the culture and life, It's hard to settle down.
[00:45:06.053 --> 00:45:06.693]  It's hard to relax.
[00:45:06.733 --> 00:45:07.714]  Well, let me tell you something right now.
[00:45:08.355 --> 00:45:11.757]  Down and Out is an incredibly strong natural compound.
[00:45:12.158 --> 00:45:15.761]  It's got over eight compounds in it that will give you deep, pure, clean sleep.
[00:45:16.141 --> 00:45:17.582]  And it's such a game changer.
[00:45:17.602 --> 00:45:21.345]  So with all the vitamins and minerals, the last big ingredient is Down and Out.
[00:45:21.625 --> 00:45:25.848]  Available again at m4wrestore.com for 50% off.
[00:45:25.889 --> 00:45:26.289]  And you know what?
[00:45:26.329 --> 00:45:31.853]  I'm going to keep it at 50% off until it sells out, even though we've already sold out a half of it in just the last month.
[00:45:32.013 --> 00:45:33.895]  And we probably aren't going to have more for about five months.
[00:45:36.856 --> 00:45:40.898]  As soon as you and I finish, I'm leaving the country again.
[00:45:40.998 --> 00:45:41.258]  Why?
[00:45:41.739 --> 00:45:54.766]  Because in a very short time, not today, not tomorrow, but very soon, we'll be facing compulsory vaccination under the mistaken term of voluntary vaccination.
[00:45:55.086 --> 00:45:56.947]  What is it about these vaccinations?
[00:45:57.007 --> 00:45:58.208]  You think that they're bad?
[00:45:58.648 --> 00:46:07.953]  Well, first of all, let's start with the fact that the World Health Organization has decided that we have 90% too many people.
[00:46:08.453 --> 00:46:16.798]  The World Health Organization has been working since 1974 on vaccines to create permanent sterility.
[00:46:17.118 --> 00:46:19.740]  Doctor, the response is going to be, you're crazy.
[00:46:20.060 --> 00:46:21.441]  How can you say this stuff?
[00:46:21.661 --> 00:46:23.842]  I show them the documentation.
[00:46:25.405 --> 00:46:27.027]  Well, this is pretty shocking.
[00:46:27.267 --> 00:46:29.570]  This process has already been ongoing.
[00:46:29.750 --> 00:46:41.562]  To make matters worse, we know that the vaccines that were illegally approved by the FDA contain a substance called squalene.
[00:46:41.702 --> 00:46:46.668]  If I inject you with squalene, your immune system will attack the squalene.
[00:46:47.128 --> 00:46:50.770]  But then it starts attacking all of the parts of your body.
[00:46:51.190 --> 00:46:54.472]  What does that look like when you meet a person to whom that is happening?
[00:46:54.512 --> 00:46:56.053]  It looks like Gulf War Syndrome.
[00:46:56.573 --> 00:47:03.277]  It looks like every joint in the body swollen and intolerably painful and immobilized.
[00:47:03.297 --> 00:47:05.778]  This is in these shots they're gonna give us?
[00:47:05.838 --> 00:47:07.839]  It's in some of them, but the U.S.
[00:47:07.879 --> 00:47:10.140]  government has a trick up their sleeve.
[00:47:10.340 --> 00:47:19.252]   They will Induce a pandemic using the nasal mist vaccine, which is a live attenuated virus.
[00:47:19.733 --> 00:47:23.077]  That means that if I take it, I can infect you.
[00:47:23.718 --> 00:47:25.040]  You're going to get the flu.
[00:47:25.441 --> 00:47:27.784]  Everybody around us is going to get the flu.
[00:47:28.705 --> 00:47:37.547]  Then the United States government, based on their statements that they've already made, will say, my, we have a pandemic.
[00:47:38.027 --> 00:47:40.207]  My goodness, we don't have enough doses.
[00:47:40.747 --> 00:47:53.690]  So we'll add mix squaling at the 90,000 injection stations that the Department of Health and Human Services announced that they will ship the vaccines to.
[00:47:57.881 --> 00:47:58.782]  That's where this is.
[00:48:00.123 --> 00:48:07.131]  And imagine the control that gives them of this cataclysm, this collapse coming, this total death's coming.
[00:48:07.351 --> 00:48:17.482]  But don't worry, you're going to be prepared with it and you're going to be with us during it and you're going to survive because you're a good person and you understand we've got to kill everybody for their own good.
[00:48:19.445 --> 00:48:27.190]  Because, you know, during a pole shift, all the electricity is going to go out for years, and seven and a half, eight billion people are like army ants.
[00:48:27.231 --> 00:48:41.300]  You know, they'll steal and destroy, and there'll be road warrior events, and there'll be societal degeneration, the likes of which this planet has never seen, with warlords and everything else.
[00:48:41.381 --> 00:48:52.131]   So, we've got to get rid of the majority of the public, and we're going to have a vote At this event, at this private island, which just took 500 of you to see what you think.
[00:48:52.171 --> 00:48:56.032]  And they have you come, agree in consensus, and vote for what they've already planned.
[00:48:56.092 --> 00:48:57.572]  But they get you to join the consensus.
[00:48:57.892 --> 00:49:01.633]  Oh, you think we should go ahead and use the bioweapon to get rid of them ahead of time?
[00:49:02.093 --> 00:49:02.993]  Oh, okay, we'll vote.
[00:49:03.233 --> 00:49:06.314]  Oh, okay, we're going to follow your directive to kill everyone.
[00:49:06.454 --> 00:49:08.555]  We just so happen to have made it right over here.
[00:49:08.855 --> 00:49:14.896]  But first, we've got to roll it out and get everybody ready for the lockdowns and how to take the shots and how to behave when it happens.
[00:49:17.031 --> 00:49:20.473]  And just, we've got to save the earth, we've got to save the animals, we've got to save the whales.
[00:49:20.993 --> 00:49:27.337]  And so, we've got to release it and get rid of everybody before, before the pole shift.
[00:49:27.457 --> 00:49:27.917]  Okay?
[00:49:31.027 --> 00:49:31.968]  And they tell them other stuff.
[00:49:32.008 --> 00:49:34.489]  That's as high level as I've gotten in the brainwashing they give them.
[00:49:34.509 --> 00:49:37.671]  But the higher level stuff, it's, well, okay, these are the alien species.
[00:49:37.711 --> 00:49:39.252]  They told us only a certain amount of us can live.
[00:49:39.492 --> 00:49:40.673]  We're going to merge the machines later.
[00:49:40.693 --> 00:49:42.714]  Then they're going to blow the planet up and move on.
[00:49:43.014 --> 00:49:53.641]  And then you learn that's the original transmission that they put in all their science fiction from 100 years ago, 80 years ago, 70 years ago, 60 years ago, out of MI6, out of OSS, with?
[00:49:54.341 --> 00:49:54.661]  Who?
[00:49:55.402 --> 00:50:02.320]   Arthur C. Clarke childhood's end, where the loving 12-foot red devils come and they take over the children,
[00:50:02.320 --> 00:50:06.402]   they take them from the parents, they teach them the way, they merge with the other mind,
[00:50:06.402 --> 00:50:10.521]   give up their bodies, merge with the spaceship that arrives, and then they blow the planet Earth up
[00:50:10.521 --> 00:50:14.722]   because they were evil humans on Earth that would not follow the orders of the loving aliens.
[00:50:14.722 --> 00:50:22.722]   Now, I don't know if they're really getting transmissions from these.
[00:50:22.726 --> 00:50:23.706]  I don't understand all that.
[00:50:24.066 --> 00:50:26.546]  I just know that my soul tells me not to be part of this.
[00:50:27.567 --> 00:50:28.067]  And so there.
[00:50:28.487 --> 00:50:31.007]  There's the rest of the story, ladies and gentlemen.
[00:50:31.347 --> 00:50:32.787]  You wanna know the bottom of the rabbit hole?
[00:50:33.067 --> 00:50:41.229]  The people running things think that they've made deals with aliens, that if they just kill the majority of us, they'll give them life extension and let them live forever.
[00:50:41.469 --> 00:50:42.509]  It's very simple.
[00:50:43.049 --> 00:51:06.851]   And then, I told you when Prometheus came out ten years ago, That it's a Christ story allegory of aliens coming and Christ was an engineer, and that they came here and that we've not behaved, so a decision has been made to go back and kill us, and the engineers themselves are just a biomechanical humanoid android that's a copy of what the ancient race of humanoids was that ascended to a higher dimension.
[00:51:07.911 --> 00:51:15.015]  I made films on it, I talked about it, I told everybody, I told Joe Rogan four years ago on his show, Elon Musk agreed with it, that that's what the globalists believe.
[00:51:15.934 --> 00:51:23.846]  Recently, when the new one came out, he did a DVD on the latest one two years ago, and they admitted in the original script that was actually what the plan was.
[00:51:24.086 --> 00:51:25.468]  How did I know that?
[00:51:25.709 --> 00:51:27.932]  Because it's the Illuminati secret religion!
[00:51:28.823 --> 00:51:31.004]  And they're now starting to externalize it.
[00:51:31.304 --> 00:51:33.304]  So I don't know if there's 12-foot engineers.
[00:51:33.584 --> 00:51:35.225]  I don't know if there's these 12-foot devils.
[00:51:35.545 --> 00:51:36.445]  I don't know all that.
[00:51:36.925 --> 00:51:53.050]  I know the people running things believe they're working for off-world entities, and that they inter-dimensionally contact them when they take DMT and all the rest of it, and the devils that look like little jesters crossed with an elf, always say, reject Jesus.
[00:51:53.590 --> 00:51:54.631]  Create abortion.
[00:51:54.771 --> 00:51:55.711]  Get rid of babies.
[00:51:55.811 --> 00:51:56.511]  Kill babies.
[00:51:56.832 --> 00:51:57.592]  Save the Earth.
[00:51:57.652 --> 00:51:58.652]  Your planet is dying.
[00:51:58.773 --> 00:51:59.493]  Kill your babies.
[00:51:59.773 --> 00:52:02.894]  Bring your babies to us and chop them up and we'll give you secrets.
[00:52:03.115 --> 00:52:05.596]  You'll live forever if you just kill your babies.
[00:52:05.916 --> 00:52:06.816]  Kill your babies!
[00:52:06.896 --> 00:52:07.617]  Kill yourselves!
[00:52:07.657 --> 00:52:08.037]  Kill!
[00:52:09.578 --> 00:52:10.218]  Kill yourselves!
[00:52:10.278 --> 00:52:10.878]  Kill yourselves!
[00:52:11.178 --> 00:52:12.539]  Every culture, the message is kill!
[00:52:12.619 --> 00:52:12.879]  Kill!
[00:52:12.959 --> 00:52:13.279]  Kill!
[00:52:13.880 --> 00:52:14.580]  You're a god!
[00:52:14.640 --> 00:52:15.501]  You know you're a god?
[00:52:15.721 --> 00:52:18.022]  You'll only live forever if you start killing people.
[00:52:18.302 --> 00:52:20.843]  That's what you gotta do to prove that you're really good.
[00:52:20.863 --> 00:52:22.544]  And that's what they tell you.
[00:52:24.372 --> 00:52:25.253]  Every culture did it.
[00:52:28.074 --> 00:52:28.675]  You ask why?
[00:52:28.695 --> 00:52:36.159]  Well, because their priests took hallucinogens and interfaced with entities that told them they would give them secret knowledge if they did this.
[00:52:39.620 --> 00:52:43.903]  Oh, the alien bust out of your chest, the Aztecs pull your heart out.
[00:52:44.163 --> 00:52:45.083]  It's the same thing.
[00:52:45.463 --> 00:52:51.222]   The birth out of us comes this alien thing, out of the black goo of the New World Order,
[00:52:51.222 --> 00:52:54.822]   out of the GMO, out of very small things come their big things,
[00:52:54.822 --> 00:52:59.463]   out of what they put in our body and then watch us mutate just like Prometheus.
[00:52:59.463 --> 00:53:07.702]  All right.
[00:53:07.875 --> 00:53:09.836]  Let's get to the positive news here, though, for a moment.
[00:53:10.776 --> 00:53:20.539]  There are a lot of people like Joe Rogan and Tucker Carlson and so many others that thought I was pretty crazy 10 years ago, 20 years ago.
[00:53:22.420 --> 00:53:27.962]  And I've known Rogan for 22 years or longer, and I've known Tucker for more than 10.
[00:53:29.582 --> 00:53:34.504]  And you know, 10 years ago, Tucker went from, I think you were a bad guy, to I think you're right about a lot of stuff, even though you're wacky.
[00:53:37.096 --> 00:53:37.877]  It was a process.
[00:53:39.178 --> 00:53:41.580]  And now they've seen basically everything I talked about come true.
[00:53:41.880 --> 00:53:46.023]  So they on their own are out doing their own research and finding out how much they're being lied to.
[00:53:46.283 --> 00:53:48.765]  So they've been red-pilled, not by me.
[00:53:49.306 --> 00:53:51.027]  I was able to tell them this is going to come.
[00:53:51.047 --> 00:54:03.577]  And then when they saw that come, because I knew that when I could tell them the future off the Globalist Zone admissions and plans, it would sound fantastical, but they would remember what I told them so that once they actually saw it happen, they would then know I was right.
[00:54:03.817 --> 00:54:06.219]  Then they would ask me how I knew all this, and then I could tell them.
[00:54:07.816 --> 00:54:11.059]  Because I work long range, just like the globalists do.
[00:54:11.079 --> 00:54:15.902]  That's how you got to counter them is in long range thinking, long range understanding.
[00:54:18.264 --> 00:54:20.045]  Not just in the moment, like we're a dumb animal.
[00:54:20.065 --> 00:54:20.826]  We're not dumb animals.
[00:54:20.846 --> 00:54:21.627]  We're builders.
[00:54:22.547 --> 00:54:28.532]  And that's why the enemy wants control of us so that we build our own prison and our own guillotine, spiritually.
[00:54:30.137 --> 00:54:35.481]  And so, obviously, I'm not going to give people any inside baseball on Joe Rogan or anybody else like that.
[00:54:35.521 --> 00:54:37.823]  You can see what's going on with Joe Rogan.
[00:54:37.843 --> 00:54:53.355]  You saw me over a year ago say, about a year and a half ago, I said, Joe is waking up, Joe is Red Pill, and when he gets in a position to be independent, he is going to go after the censors and go after the establishment in his own way, like a, you know, a judo practitioner would do.
[00:54:54.349 --> 00:55:01.183]  People said, oh no, he's a sellout, oh he's a liberal, oh you know, it's all BS, you're wrong Alex, you're just kissing your old friend's ass.
[00:55:01.423 --> 00:55:03.567]  And I'm like, no, I went after Job.
[00:55:04.977 --> 00:55:10.577]   Gosh, now it's four plus years ago, because I knew he knew all this, and I knew I told him this was all coming.
[00:55:10.577 --> 00:55:16.416]   And I knew that he was being liberal and going along with the left out there and trying to assimilate and just trying
[00:55:16.416 --> 00:55:17.017]  to get along.
[00:55:17.017 --> 00:55:18.297]  That's what Joe wants to do.
[00:55:18.297 --> 00:55:20.576]   And I was explaining, you're not going to be able to get along.
[00:55:20.576 --> 00:55:22.457]  They're going to come after you and your family.
[00:55:22.457 --> 00:55:24.336]  Los Angeles is going to collapse.
[00:55:24.336 --> 00:55:25.536]  It's going to be hell on earth.
[00:55:25.536 --> 00:55:27.417]  A post-industrial world's coming.
[00:55:27.417 --> 00:55:29.977]  You know, tell your kids they don't need to go to college.
[00:55:30.072 --> 00:55:31.052]  None of that's going to exist.
[00:55:31.253 --> 00:55:37.676]  They're going to destroy the whole future world with a great reset, with a controlled collapse, a post-industrial world.
[00:55:39.977 --> 00:55:48.662]  And Joe started seeing all of it come true and then Joe realized, and I was a big jerk about it and I did it wrong and I was very vicious on air, to get his attention and to attack him.
[00:55:49.787 --> 00:56:10.235]  With brotherly love into understanding just how serious the situation was and if he was trying to go along to get along and conform with something that wants to kill him and his family that I was going to come after him viciously to just give him a little understanding of what was coming in the future from people far worse than me if he didn't wake the wake the you know what up.
[00:56:11.701 --> 00:56:22.103]  And so that's not about Alex Jones getting credit with that, it was the world being tyrannical, and the oppression, and the lying, and the fact that the gloves are off, and the mask is off, that finally got Joe to wake up!
[00:56:23.804 --> 00:56:26.804]  But now you see he's a good guy, as the pressure's on.
[00:56:26.844 --> 00:56:32.485]  He wants to be with humanity, he wants to buck the system, and he sees humanity wants the truth too, and it makes him more popular.
[00:56:33.946 --> 00:56:38.728]   And so Dave Chappelle, Who's gone along with a lot of political correctness over the years.
[00:56:38.888 --> 00:56:43.049]  Very politically correct, you know, with kind of a leftist angle ten years ago, even five years ago.
[00:56:43.169 --> 00:56:44.969]  Now coming out saying, F Big Tech.
[00:56:45.670 --> 00:56:46.930]  F all these big operations.
[00:56:47.370 --> 00:56:49.831]  You know, transgenders are encroaching on women's areas.
[00:56:49.891 --> 00:56:54.512]  I don't hate transgenders, he's saying, but you can't sit there and say that everybody didn't come out of a woman.
[00:56:54.752 --> 00:57:00.974]  But they're getting ready where humans don't come out of women, where humanoids are made in test tubes, so they want to delegitimize that.
[00:57:01.454 --> 00:57:03.235]  Almost all the births are now cesareans.
[00:57:03.696 --> 00:57:05.037]  Most women aren't breastfeeding.
[00:57:05.237 --> 00:57:06.498]  We're being phased out.
[00:57:06.878 --> 00:57:10.881]  Babies are supposed to sleep with their mother, not be put in a crib in an industrial setting.
[00:57:11.362 --> 00:57:12.863]  All of this is dehumanization!
[00:57:14.400 --> 00:57:16.361]  And so yes, humanity wants freedom.
[00:57:16.401 --> 00:57:17.762]  Humanity desires freedom.
[00:57:18.142 --> 00:57:29.989]  And so the most avant-garde popular people are challenging the narrative, challenging the system, challenging the COVID-19 lockdowns, challenging all this and saying, we don't want to assimilate to your tyranny.
[00:57:30.049 --> 00:57:33.490]  We want to overcome this tyranny and not be part of it.
[00:57:33.510 --> 00:57:39.750]   And that's the animating contest of liberty that we are so incredibly close to actually having.
[00:57:39.750 --> 00:57:50.869]   So first I want to play the William Shatner clip and then I want to go to
[00:57:50.869 --> 00:57:54.150]   Joe Rogan and Dave Chappelle and talk about what happened there.
[00:57:54.298 --> 00:57:58.201]  But you have Gupta.
[00:57:59.497 --> 00:58:16.102]  Who obviously doesn't like CNN, who obviously doesn't like being a paid frontman, who obviously knows Ivermectin works and hydroxychloroquine, and knows the vaccine's poison, and knows this is all BS, and knows he has to go on TV while psycho Bill Gates brags about how Jeffrey Epstein's dead, ha ha ha.
[00:58:16.502 --> 00:58:29.086]  So he goes on there to get the publicity and to try to build his own system because they all envy Joe being able to have their own thing, to be their own man, and to not be Jeff Zucker's creature.
[00:58:30.882 --> 00:58:34.844]  And I can tell you that that's exactly what's going on.
[00:58:35.284 --> 00:58:36.784]  Sanjay Gupta is trapped.
[00:58:36.985 --> 00:58:38.705]  Sanjay Gupta is a slave.
[00:58:38.825 --> 00:58:40.446]  It doesn't mean that he's a good person.
[00:58:40.506 --> 00:58:41.106]  He's a coward.
[00:58:42.007 --> 00:58:48.149]  But he had enough courage to go on Joe and get dominated with just simple facts.
[00:58:49.510 --> 00:58:51.811]  Because Gupta knows the truth about all these facts.
[00:58:54.072 --> 00:58:56.893]  So he basically went on Joe's show and took a dive.
[00:58:57.867 --> 00:59:13.114]  So it's the next level for people like him that are cowards to start flirting with the idea of being honorable and to know he's a fraud and then to go on there and basically let all that come out knowing he couldn't defend himself.
[00:59:15.535 --> 00:59:16.455]  Is that a form of courage?
[00:59:16.535 --> 00:59:20.657]  I mean, I guess you could say that, but that's really what's going on here.
[00:59:21.017 --> 00:59:24.799]  And there's tweets out there that Joe's taking a real interest in and so have I.
[00:59:26.044 --> 00:59:31.268]  Of journalists that were talking to CNN journalists behind the scenes about, hey, get Ivermectin to Sanjay Gupta.
[00:59:32.310 --> 00:59:48.338]  The reporter told Sanjay Gupta that and then suddenly they had basically like CNN-type detectives calling up asking the employers and people of the other journalists in another journalistic outfit, why are you approaching Sanjay Gupta with Ivermectin?
[00:59:48.398 --> 00:59:49.839]  It's an intelligence agency.
[00:59:50.199 --> 00:59:50.860]  It's a cult.
[00:59:50.980 --> 00:59:51.840]  It's goons.
[00:59:52.240 --> 01:00:06.001]   Literally watching their reporters and watching their front people who are on one-inch leashes Even wanting to know if they're privately being talked to by Joe Rogan or somebody else about Ivermectin, and why don't you tell the public Ivermectin's good?
[01:00:06.262 --> 01:00:08.643]  Why don't you tell them about all these studies about Ivermectin being good?
[01:00:08.903 --> 01:00:11.605]  Why don't you tell them about Budesedine and the Oxford study?
[01:00:11.845 --> 01:00:13.526]  Why don't you tell them that, Sanjay?
[01:00:15.126 --> 01:00:17.208]  Why aren't you with humanity, Sanjay?
[01:00:18.468 --> 01:00:21.650]  Why are you part of the group that's killing us, Sanjay Gupta?
[01:00:22.831 --> 01:00:22.991]  See?
[01:00:26.448 --> 01:00:30.210]  And so this is all the struggle in every man and woman's heart of good versus evil.
[01:00:31.850 --> 01:00:43.696]  And if we're going to have society survive and have any future, good is going to have to win that battle in a minority of focused, aggressive individuals who will not let humanity go quietly in the night.
[01:00:44.016 --> 01:00:45.056]  Most people are followers.
[01:00:45.096 --> 01:00:45.857]  That's who they are.
[01:00:45.877 --> 01:00:49.798]  And it's our job to lead them.
[01:00:49.898 --> 01:01:06.010]   It's our job to stand up by example and tell the truth and be ridiculed and attacked by the system, knowing That as this horrible system unfolds, people are finally going to realize how dangerous it is and turn the tide, and it's going to start with the leadership of individuals out there that are prominent.
[01:01:07.691 --> 01:01:17.028]   And that's why your support of this broadcast is so critical, because you can directly track Getting Trump elected, getting other nationalists elected, getting Bolsonaro elected, he's given us credit.
[01:01:17.948 --> 01:01:21.789]  Getting the UKIP party, and they're not perfect, but it was a start in there.
[01:01:21.989 --> 01:01:28.152]  And all the major patriot populist groups of the world will say Infowars is a key influence, sometimes the main influence.
[01:01:28.952 --> 01:01:33.854]  Nigel Farage said on air years ago, half our support in UKIP is from your show, going back 20 years ago, 15 years ago.
