[00:00:00.000 --> 00:00:01.000]  [BEEP]
[00:51:34.860 --> 00:51:36.100]  Prominent people want to talk to Joe.
[00:51:36.140 --> 00:51:37.540]  He's like their counselor or something.
[00:51:40.461 --> 00:51:41.341]  And that's a wonderful thing.
[00:51:42.602 --> 00:51:43.403]  And that's what's going on.
[00:51:44.404 --> 00:51:47.486]  And so we're in a very, very magic time right now, ladies and gentlemen.
[00:51:48.407 --> 00:51:54.973]  And now you see Jack Dorsey out in Wall Street Journal articles, planning to launch new websites and new things that are pro-free speech.
[00:51:55.334 --> 00:51:57.716]  Because isn't that the future?
[00:51:57.856 --> 00:51:59.197]  Isn't that the only future?
[00:51:59.217 --> 00:52:01.459]  I mean, don't you think tyranny is going to fail?
[00:52:01.740 --> 00:52:12.840]   Don't you think Facebook and Google and Apple and all this heart and the ADL And that Martian ambassador, the head of it?
[00:52:13.321 --> 00:52:18.004]  I mean, do you really think that's going to win?
[00:52:20.246 --> 00:52:29.973]  And so that's where I get into the positive news of Elon Musk coming out and saying, well, I don't want to, you know, couldn't work at CNN, couldn't go on CNN.
[00:52:30.053 --> 00:52:30.913]  I'm not a pedophile.
[00:52:31.594 --> 00:52:35.697]  And oh, you know, wokeness is a virus they load on your brain to control you.
[00:52:35.737 --> 00:52:37.058]  How do you get the virus off?
[00:52:39.275 --> 00:52:40.176]  And what's Elon telling you?
[00:52:40.196 --> 00:52:41.236]  How do you get the virus off?
[00:52:41.256 --> 00:52:42.217]  How do you get the virus off?
[00:52:43.418 --> 00:52:45.360]  Right at the time we're launching, how do you get the virus off?
[00:52:46.300 --> 00:52:49.623]  Luckily he went on Joe a month after I was on a few years ago and said, yeah, it's interdimensional.
[00:52:49.643 --> 00:52:50.844]  It's interdimensional operation.
[00:52:50.864 --> 00:52:52.005]  Interdimensional war.
[00:52:52.645 --> 00:52:58.890]  People know this, but they're looking for the inflection point to break in and make the move against the globalists.
[00:52:59.070 --> 00:53:02.392]  And maybe Musk is a total opportunist and just knows the old system's going down.
[00:53:02.652 --> 00:53:04.414]  He'd like to position himself for the resistance.
[00:53:04.774 --> 00:53:05.855]  I don't care either way.
[00:53:06.075 --> 00:53:08.437]  As long as we have a pro-human future, that's what I'm looking for.
[00:53:11.721 --> 00:53:13.945]  It's a very exciting point, ladies and gentlemen.
[00:53:14.566 --> 00:53:19.515]  And you, the listeners and viewers of this show, you are the focal point of that awakening.
[00:53:20.675 --> 00:53:26.437]  And you are recognized by the power structure as the main resistance against their anti-human operations.
[00:53:26.577 --> 00:53:28.258]  I don't tell you that to pump you up.
[00:53:28.538 --> 00:53:30.819]  I don't tell you that to massage your ego.
[00:53:30.899 --> 00:53:38.983]  I tell you that because you're soldiers in a mind war, in a spirit war, who we absolutely have to have realize you are in a fight.
[00:53:39.703 --> 00:53:44.025]  And you are the resistance, and you are the leadership, and you've already done an incredible job.
[00:53:44.245 --> 00:53:47.686]  So start thinking about what else it is you can do to change the world.
[00:53:47.906 --> 00:53:49.607]  We've got some great examples at the start of the next hour.
[00:53:50.510 --> 00:53:51.991]  The system knows you're awake.
[00:53:52.451 --> 00:53:53.531]  They're making their move.
[00:53:53.792 --> 00:54:01.575]  They're getting the gulags set up to try to shut all the food and water off and make you go bow down and brainwash you to go back into control.
[00:54:01.815 --> 00:54:02.696]  It's not going to happen.
[00:54:03.856 --> 00:54:04.817]  Nothing against the Russians.
[00:54:04.857 --> 00:54:06.617]  Great, smart, tough, badass people.
[00:54:06.657 --> 00:54:10.119]  But they've been under the czars for 500 years and had no basic freedom.
[00:54:10.359 --> 00:54:12.240]  When the communists took over, they didn't know what hit them.
[00:54:12.920 --> 00:54:14.181]  That's not gonna work here.
[00:54:14.782 --> 00:54:17.124]  Don't take our decadence and all the rest of it as weakness.
[00:54:17.544 --> 00:54:18.825]  Take that as us being asleep.
[00:54:19.125 --> 00:54:23.809]  This country, the globalists are starting a fight with King Kong.
[00:54:26.891 --> 00:54:28.372]  And I don't want the physical fight.
[00:54:28.392 --> 00:54:33.296]  Again, we're winning the spiritual and intellectual and mathematical cultural fight.
[00:54:35.188 --> 00:54:37.151]  But they're not going to let us do that without a fight.
[00:54:37.231 --> 00:54:41.578]  They're going to start a physical fight, and everything's being lined up and prepared for that the next 300 days.
[00:54:41.798 --> 00:54:43.381]  They'll launch it before the election.
[00:54:43.761 --> 00:54:46.526]  I'd give it 300 days before mass terror attacks, you name it.
[00:54:46.726 --> 00:54:49.350]  And it's going to be blamed on me, and we're going to be off the air, folks.
[00:54:49.370 --> 00:54:50.392]  They're going to take us off the air.
[00:54:51.704 --> 00:55:05.412]  But it doesn't matter, you've already got the transmission, you know what went down, and you understand who did it, and you understand that it's gonna be love and mass awakening, and just, oh, you take out Alex Jones, a thousand more rise up who understand what's happening to educate others, and they're gonna lose!
[00:55:05.632 --> 00:55:06.533]  It's gonna be game over!
[00:55:10.955 --> 00:55:13.797]  I'm ranting here, so I haven't even gotten into all these clips yet, but here it is.
[00:55:15.158 --> 00:55:20.741]  If you could die of irony, she would be dead, must slams Liz Warren's woke culture in epic Babylon B interview.
[00:55:21.633 --> 00:55:24.815]  Elon Musk says he's not perverted enough to be on CNN.
[00:55:26.196 --> 00:55:27.257]  Talks about pedophiles.
[00:55:27.737 --> 00:55:33.060]  Elon Musk says the woke mind virus is arguably one of the biggest threats in modern civilization.
[00:55:35.081 --> 00:55:38.523]  At its heart, wokeness is, this is a perfect quote.
[00:55:38.544 --> 00:55:41.165]  I mean, this is like so true, I couldn't say it this good.
[00:55:41.725 --> 00:55:47.249]  At its heart, wokeness is divisive, exclusionary, and hateful.
[00:55:48.780 --> 00:55:54.803]  It basically gives mean people a shield to be mean and cruel, armored in false virtue.
[00:55:55.263 --> 00:55:57.524]  That is a perfect quote.
[00:56:00.225 --> 00:56:01.865]  Wow, who's this new Elon Musk?
[00:56:03.266 --> 00:56:04.947]  Oh, I heard he was coming.
[00:56:07.308 --> 00:56:08.728]  I didn't know it was gonna be true.
[00:56:08.748 --> 00:56:13.110]  I mean, I'm still gonna judge a tree by its fruits, but I like the direction we're going here.
[00:56:13.430 --> 00:56:14.290]  Have more children.
[00:56:14.591 --> 00:56:15.631]  Say no to the New World Order.
[00:56:15.971 --> 00:56:17.812]  Transgenderism targeting children's wrong.
[00:56:19.537 --> 00:56:20.698]  Globalism is evil.
[00:56:21.138 --> 00:56:22.379]  The vaccines aren't safe.
[00:56:22.499 --> 00:56:23.059]  All of it's true.
[00:56:23.620 --> 00:56:24.961]  And it's coming out of Elon Musk's mouth.
[00:56:27.002 --> 00:56:29.484]  Elon Musk says Metaverse isn't compelling.
[00:56:31.025 --> 00:56:34.107]  Web 3.0, it says it's mostly marketing.
[00:56:34.867 --> 00:56:36.108]  Which is totally true.
[00:56:39.742 --> 00:56:44.727]  Oh, and then the woke Matrix screenwriters complain about the phrase, red pill being kidnapped by right-wingers.
[00:56:44.787 --> 00:56:45.688]  By right-wingers?
[00:56:46.088 --> 00:56:47.890]  We're not right-wingers, we're just pro-humans.
[00:56:48.230 --> 00:56:50.412]  You guys work for the establishment over there at the Matrix.
[00:56:52.614 --> 00:56:53.896]  And I know Keanu knows that.
[00:56:55.897 --> 00:57:02.143]  Keanu's been a listener of this show before I ever even met him and was a consultant on Scandidarkly.
[00:57:03.284 --> 00:57:04.806]  Not bragging, it just shows how far we've come.
[00:57:05.905 --> 00:57:08.946]  Johnna Reeves was buying my films in 2002.
[00:57:08.986 --> 00:57:09.326]  Told me.
[00:57:09.386 --> 00:57:13.707]  Said, hey, will you sign these for me?
[00:57:15.868 --> 00:57:16.808]  And Winona Ryder.
[00:57:17.169 --> 00:57:17.749]  It's crazy.
[00:57:18.089 --> 00:57:24.691]  And again, that shows the power of this broadcast all these years later, and the power of what all of you have done.
[00:57:25.051 --> 00:57:30.113]  So thank you for what you've done, because you put us, all of us together, in the position to fight back against these tyrants.
[00:57:30.353 --> 00:57:31.833]  But learn about the mind virus.
[00:57:31.913 --> 00:57:34.114]  Learn how to get the mind viruses out of you.
[00:57:34.814 --> 00:57:36.616]  Nobody's put it together like this in any way.
[00:57:36.836 --> 00:57:38.178]  It's at ResetWars.com.
[00:57:38.438 --> 00:57:39.259]  It funds the operation.
[00:57:39.299 --> 00:57:39.659]  It's critical.
[00:57:39.679 --> 00:57:40.540]  I want to thank you for your support.
[00:57:40.841 --> 00:57:43.423]  It's available at ResetWars.com.
[00:57:43.824 --> 00:57:47.087]  25% off until the end of Christmas, coming up in about four days.
[00:57:47.388 --> 00:57:47.928]  We'll be right back.
[00:57:47.948 --> 00:57:48.349]  Stay with us.
[00:57:50.589 --> 00:57:58.015]  From the bottom of my heart, I want to thank all the InfoWars listeners and viewers for your past support in the last 28 years.
[00:57:58.835 --> 00:58:01.838]  We have truly, with God's help, changed the world for the better.
[00:58:02.298 --> 00:58:05.821]  We are the main opposition to the globalist tyranny worldwide.
[00:58:06.441 --> 00:58:11.605]  That's why the New World Order and the Democratic Party they control, the Chi-Coms, are trying to shut down InfoWars.
[00:58:12.026 --> 00:58:18.451]  Because we are the main voice of the populist movement exposing their Build Back Better Great Reset agenda.
[00:58:19.113 --> 00:58:22.694]  Nobody else has been doing that anywhere close to the level we've been doing it.
[00:58:22.994 --> 00:58:35.499]  But now, more and more people are actually waking up, more and more people are actually understanding that this is a modern form of economic and biological warfare being carried out against us by Klaus Schwab, Bill Gates, and his controllers.
[00:58:35.959 --> 00:58:37.960]  So I've taken on mass murderers.
[00:58:38.220 --> 00:58:41.741]  We've taken on, you've taken on, the most criminal people on Earth.
[00:58:42.141 --> 00:58:44.502]  InfoWars isn't just some broadcast, it's not entertainment.
[00:58:44.962 --> 00:58:47.884]   It is the symbol It is the standard.
[00:58:48.584 --> 00:58:58.913]  It is literally something that the globalists hate and want to destroy, and we can't let them do that because now people are more ready to wake up than they've ever been.
[00:58:59.233 --> 00:59:06.499]  People's minds are so incredibly fertile right now to the truth, and so InfoWars is entering the most important part of its mission.
[00:59:06.719 --> 00:59:17.728]   That means you're entering the most important part of your mission, and that's why I'm asking you now more than ever to pray for InfoWars, to pray for Global Awakening, And to support us at InfoWarsTore.com.
[00:59:18.088 --> 00:59:21.150]  We have some of the best deals of the year running right now through Christmas and New Years.
[00:59:21.591 --> 00:59:27.395]  And without your support, I can tell you, InfoWars will begin imploding by the middle of next year.
[00:59:27.435 --> 00:59:29.816]  We've got to have the funds to continue in the fight.
[00:59:30.137 --> 00:59:31.558]  I know you don't want to give in to the globalists.
[00:59:31.638 --> 00:59:32.678]  I know you don't want them to win.
[00:59:32.999 --> 00:59:38.002]  So I'm asking you right now to continue to support InfoWarsTore.com while you get great products at the same time.
[00:59:38.262 --> 00:59:42.025]  The supplements, the films, the books, the t-shirts, the air filtration, the water filtration.
[00:59:42.566 --> 00:59:46.654]  Hundreds and hundreds and hundreds of other high quality items are all at InfoWarStore.com.
[00:59:46.715 --> 00:59:50.715]   This is Free Will, you are the InfoWar, and I thank you for your support.
[01:00:14.715 --> 01:00:20.715]   Alright, we got big developments on the January 6th committee that I want to explain to everybody.
[01:00:20.881 --> 01:00:27.806]  It's a lot bigger than just trying to put Alex Jones and Donald Trump and Ali Alexander and Roger Stone and General Flynn in jail.
[01:00:28.806 --> 01:00:29.366]  Mark Meadows.
[01:00:29.947 --> 01:00:38.934]  It's about branding us as terrorists and launching a bunch of big terror attacks in the next nine months, ten months, to bring us into full martial law.
[01:00:38.954 --> 01:00:40.855]  We'll talk about that at the bottom of the hour.
[01:00:41.236 --> 01:00:42.277]  There's been some new developments.
[01:00:42.357 --> 01:00:43.618]  Ali Alexander is going to pop in.
[01:00:43.978 --> 01:00:45.219]  And I got two files here.
[01:00:45.359 --> 01:00:45.779]  So much.
[01:00:45.839 --> 01:00:49.722]  I've got to go back over to the breaks because I need to research it again.
[01:00:49.762 --> 01:00:50.323]  There's so much.
[01:00:51.016 --> 01:00:58.320]  About Liz Cheney funding an insurrection at the Capitol previously as a dry run before January 6th.
[01:00:58.400 --> 01:00:59.581]  This is not getting any attention.
[01:01:00.101 --> 01:01:02.423]  We're going to be breaking that coming up with Ali Alexander.
[01:01:03.803 --> 01:01:04.704]  And then Greg Reese.
[01:01:05.184 --> 01:01:09.026]  I'm going to air his powerful report in the last segment.
[01:01:09.066 --> 01:01:13.229]  So we'll have Mike Adams on for four segments, not five.
[01:01:13.609 --> 01:01:16.631]  The last segment of the last hour, because it really needs to get seen.
[01:01:17.031 --> 01:01:18.872]  And I rarely even tell Greg Reese what I want.
[01:01:20.185 --> 01:01:22.386]  He's just really smart and on to everything and doing stuff.
[01:01:22.426 --> 01:01:25.328]  And I said, Hey, I saw your earlier report that covered part of this.
[01:01:25.368 --> 01:01:26.248]  Why don't you cover it all?
[01:01:26.889 --> 01:01:29.310]  So I just talked to him about like two minutes and he said, Oh, I totally got it.
[01:01:29.670 --> 01:01:35.573]  And he just knocked it out of the park with this new report about the hundred year conspiracy to bring down the Republic.
[01:01:35.893 --> 01:01:41.536]  So the rest of the world collapses because as bad as America is, you now see the rest of the world's locked down and even worse tyranny.
[01:01:42.017 --> 01:01:43.037]  We are the new Atlantis.
[01:01:43.457 --> 01:01:45.058]  The video's on Infowars.com.
[01:01:45.078 --> 01:01:46.079]  It's on Bandot Video.
[01:01:47.199 --> 01:01:47.960]  Exclusive report.
[01:01:49.960 --> 01:01:52.201]  100 years of conspiracy to destroy American freedom.
[01:01:52.601 --> 01:01:58.283]  If you want to beat the new world order, it needs 50 million views.
[01:01:58.403 --> 01:01:59.383]  It's going to get a million views.
[01:01:59.923 --> 01:02:01.764]  People go, oh, a million views on your own platform, great.
[01:02:01.964 --> 01:02:03.605]  I don't care about me getting views.
[01:02:03.665 --> 01:02:04.945]  I care about stopping them.
[01:02:05.725 --> 01:02:07.186]  And only you can stop them.
[01:02:07.266 --> 01:02:08.906]  You have the power, not me.
[01:02:09.487 --> 01:02:11.527]  You, the audience, are activists.
[01:02:11.727 --> 01:02:12.908]  You are the people in the arena.
[01:02:14.248 --> 01:02:16.609]  Here's someone, Tucker Carlson, exposing the pedo rings and more.
[01:02:18.551 --> 01:02:19.651]  ...going on at CNN right now.
[01:02:19.791 --> 01:02:25.893]  In just the past week or two, two separate CNN producers have been accused of child molestation.
[01:02:26.433 --> 01:02:27.994]  One of them was a man called John Griffin.
[01:02:28.034 --> 01:02:33.555]  He was just indicted by a federal grand jury for attempting to, quote, induce minors to engage in unlawful sexual activity.
[01:02:33.575 --> 01:02:34.775]  We're not going to get into details.
[01:02:35.075 --> 01:02:35.836]  They're horrifying.
[01:02:35.876 --> 01:02:36.596]  He's been fired.
[01:02:37.256 --> 01:02:39.337]  Griffin used to work for Chris Cuomo.
[01:02:39.377 --> 01:02:41.698]  He bragged about working shoulder-to-shoulder with him.
[01:02:41.819 --> 01:02:42.459]  We'll leave it there.
[01:02:43.139 --> 01:02:48.082]  Then just days after that story, Project Veritas exposed another creep at CNN.
[01:02:48.722 --> 01:02:55.086]  They published graphic text messages and a video of a CNN producer, apparently a CNN producer, fantasizing about molesting a child.
[01:02:55.796 --> 01:03:01.418]  Project Veritas said the producer also allegedly sought explicit photographs of that child.
[01:03:01.879 --> 01:03:04.740]  So we called over to CNN to ask, is this one of your employees?
[01:03:05.140 --> 01:03:07.881]  We have the name, we're not going to air it, because none of this has gone to trial.
[01:03:08.902 --> 01:03:09.902]  But does he still work there?
[01:03:09.922 --> 01:03:11.163]  They didn't get back to us.
[01:03:12.076 --> 01:03:13.617]  But this seems like a real story.
[01:03:13.837 --> 01:03:24.281]  So, to put it into context, as of today, there are more accused pedophiles at CNN than Americans who have died of the so-called Omicron variant that's supposed to be so deadly.
[01:03:25.022 --> 01:03:26.562]  Now, that seems like news to us.
[01:03:26.602 --> 01:03:28.063]  You'd think CNN would be covering it.
[01:03:28.083 --> 01:03:28.763]  Like, what the hell?
[01:03:29.164 --> 01:03:30.544]  How many companies can say that?
[01:03:31.525 --> 01:03:32.605]  But that's not what they're covering.
[01:03:33.105 --> 01:03:40.449]  If you were watching the Unix Show over the weekend, you learned that it's actually Fox News that suffered a week of, quote, embarrassing headlines.
[01:03:43.015 --> 01:03:44.456]  Aging Dr. Freud!
[01:03:44.876 --> 01:03:47.077]  We point out lots of examples of transference.
[01:03:47.097 --> 01:03:51.100]  That's when you take the things, the sins you've committed, and accuse others of them.
[01:03:52.500 --> 01:03:53.641]  Nothing better than this example.
[01:03:54.501 --> 01:03:54.681]  Ever.
[01:03:55.482 --> 01:04:01.025]  So if you're a normal person flying commercially, you don't go 10 seconds without a mask before you're scolded by a flight attendant.
[01:04:01.045 --> 01:04:05.647]  By the way, that says they bark advertisements for credit cards over the PA system.
[01:04:06.328 --> 01:04:07.408]  When did that start happening?
[01:04:07.428 --> 01:04:09.570]  You're like a captive in some kind of credit card ad?
[01:04:09.710 --> 01:04:09.910]  What?
[01:04:10.998 --> 01:04:11.418]  Happens.
[01:04:12.018 --> 01:04:14.879]  But none of this applies to you if you're Maxine Waters.
[01:04:14.919 --> 01:04:17.299]  Because you make the rules, you don't obey them.
[01:04:17.339 --> 01:04:19.259]  You can be a super spreader all you want.
[01:04:19.740 --> 01:04:26.821]  Maxine Waters just spotted maskless on a United flight from Dulles to LA, where she lives in a rich, very pale neighborhood.
[01:04:27.401 --> 01:04:34.122]  According to the Daily Wire, which got the picture, flight attendants only asked Waters to put on her mask after they were alerted by a tipster.
[01:04:34.642 --> 01:04:38.563]  So she could go barefaced for a full hour and even took a maskless nap.
[01:04:38.643 --> 01:04:38.843]  Boy!
[01:04:39.503 --> 01:04:45.925]  If there's a definition of luxury in commercial air travel, a maskless nap is it.
[01:04:45.945 --> 01:04:49.145]  Can you imagine being allowed to breathe while you nap on a plane?
[01:04:50.146 --> 01:04:57.107]  You notice that Maxine Waters was not physically dragged off the plane, charged with a federal felony, permanently banned from flying.
[01:04:57.147 --> 01:04:58.287]  Folks, we're going to go on a break.
[01:04:58.547 --> 01:04:58.988]  We'll be back.
[01:04:59.008 --> 01:05:00.408]  The Big News is 60 seconds out.
[01:05:02.481 --> 01:05:09.123]  I have come to you countless times over the last 28 years and asked for your support, and you have come through, and you know who you are.
[01:05:09.743 --> 01:05:13.505]  And all that work is building towards the crescendo of 2022.
[01:05:14.805 --> 01:05:22.548]  I can say without a shadow of a doubt, intellectually, spiritually, and at a gut level, that all hell has already broken loose, and it's about to get 10 times worse.
[01:05:23.188 --> 01:05:25.710]  But this is the time that drives men and women's souls.
[01:05:25.970 --> 01:05:28.792]  And this is the time when we're going to all see who we really are.
[01:05:29.232 --> 01:05:33.896]  So now, more than ever, please spread the word about InfoWars.com and the articles, the videos.
[01:05:34.296 --> 01:05:38.939]  And please keep us on the air while you get great products at the same time at InfoWarsStore.com.
[01:05:39.319 --> 01:05:47.265]  We have got the best supplements, the best films, the best books, the most informative information, all at one place, thousands of items at InfoWarsStore.com.
[01:05:47.525 --> 01:05:50.107]  And it's a win-win because you don't just get great products.
[01:05:50.407 --> 01:05:52.950]  You keep the tip of the spear InfoWars on air.
[01:05:53.191 --> 01:05:55.974]  You keep that light of liberty burning bright on that hill.
[01:05:56.274 --> 01:05:57.716]  Thank you so much for your support.
[01:05:57.757 --> 01:06:01.115]  please visit infowarestore.com and I'll see you in 2022.
[01:06:01.115 --> 01:06:14.635]  big brother.
[01:06:15.155 --> 01:06:16.396]  Mainstream media.
[01:06:16.956 --> 01:06:18.077]  Government cover-ups.
[01:06:18.878 --> 01:06:20.319]  You want to stop tyranny?
[01:06:20.539 --> 01:06:21.660]  Well, so does he.
[01:06:22.200 --> 01:06:26.944]  Live from the InfoWars.com studios, it's Alex Jones.
[01:06:27.564 --> 01:06:34.870]  Here we are in the twilight of 2021, December 22nd on this Wednesday edition.
[01:06:35.510 --> 01:06:36.691]  Winter solstice is over.
[01:06:36.751 --> 01:06:38.512]  The darkest day of the year has passed.
[01:06:39.713 --> 01:06:46.908]   As we Dive into the next 365-day orbit around our sun.
[01:06:48.629 --> 01:06:50.910]  What an amazing universe we live in.
[01:06:50.930 --> 01:07:02.815]  And as soon as we realize that the Maxine Waters and the Bill Clintons and the Hillary Clintons and the George Soroses are not in charge, that we're in charge, the better.
[01:07:04.730 --> 01:07:29.237]  So, I got into Elon Musk some at the end of the last hour, and the fact that, again, I was told by a lot of prominent people, including people very close to Elon Musk, I mean, it's hard to get any closer, that, no, he's awake, he knows what's going on, he wants a pro-human future, he doesn't want to exterminate the population, he wants people to have more children, he wants space colonies, but he wants us to have the right to be cyborgs if we want to, but we're not going to make anybody.
[01:07:30.518 --> 01:07:34.399]  Which I don't particularly even like him saying that, but it's true, if you're into freedom, you can do that.
[01:07:35.345 --> 01:07:46.708]  And then now, I told you six months ago, I said reportedly Mott's gonna come out and do all this stuff against the AI, the takeover, the forced injections, the destruction of the family, the depopulation agenda.
[01:07:48.548 --> 01:07:50.449]  And now he's come out against all of it.
[01:07:50.909 --> 01:07:52.529]  And it's getting more intense the last month.
[01:07:52.729 --> 01:07:53.789]  It's like every day.
[01:07:54.309 --> 01:07:55.610]  I'm not the only one that's taken notice of it.
[01:07:55.650 --> 01:07:56.150]  Everybody has.
[01:07:57.788 --> 01:08:03.756]  So this is a big day and he did an interview with the Babylon Bee who are great folks.
[01:08:03.796 --> 01:08:07.040]  They've really defended me being under attack quite a bit.
[01:08:07.080 --> 01:08:14.530]  They had an article they retweeted yesterday making the joke that I should be the new CDC director because I've been more accurate than Fauci, which is true.
[01:08:18.390 --> 01:08:23.094]  They had Elon Musk on, and this morning, just part of the clip was 45 minutes.
[01:08:23.134 --> 01:08:24.795]  It was 45 minutes I didn't have.
[01:08:24.815 --> 01:08:27.957]  I had a lot of work to do, but I did watch and listen to almost all of it.
[01:08:28.658 --> 01:08:32.981]  And really, I considered coming in here today and just playing the whole thing.
[01:08:33.021 --> 01:08:35.943]  I could have filled three, four hours with play a clip, make a comment.
[01:08:36.003 --> 01:08:39.926]  I mean, it's hard to find fault with what he said, any of it.
[01:08:41.507 --> 01:08:42.948]  Does that mean I'm endorsing Elon Musk?
[01:08:42.988 --> 01:08:43.128]  No.
[01:08:43.148 --> 01:08:47.792]  In fact, I've got friends and family text messaging me three times already.
[01:08:48.607 --> 01:08:56.129]  Hey, here you are with one of your videos criticizing Elon Musk six months ago with Gregg Reese.
[01:08:56.189 --> 01:08:57.450]  Well, we don't run a cult here.
[01:08:57.470 --> 01:09:02.831]  We're not like CNN that says, here's our view, white people are bad, go out and report it.
[01:09:03.291 --> 01:09:05.472]  Or here's our view, free speech is bad, go out and report it.
[01:09:05.792 --> 01:09:07.733]  Here's our view, pedophilia is good, go out and report it.
[01:09:08.793 --> 01:09:14.435]  I hire people that I think are smart and are intelligent and are informative and do their research, and then I basically let them do whatever they want.
[01:09:14.675 --> 01:09:18.056]  Then if we start having problems, which doesn't happen very often, then I come and say something.
[01:09:19.230 --> 01:09:21.472]  Elon, you know, deserves to be roasted here.
[01:09:21.492 --> 01:09:23.093]  Elon deserves people to investigate him.
[01:09:23.493 --> 01:09:24.433]  He's the richest man in the world.
[01:09:25.134 --> 01:09:26.415]  And we need to know about that.
[01:09:26.435 --> 01:09:27.235]  So Greg Rees is important.
[01:09:27.255 --> 01:09:28.376]  He has some pertinent things in it.
[01:09:28.836 --> 01:09:33.139]  But when I see somebody doing good things, I'm going to talk about it.
[01:09:33.959 --> 01:09:39.343]  Because Greg's probably where I was five, ten years ago, where I didn't trust anybody in the establishment.
[01:09:39.823 --> 01:09:40.584]  That's probably smart.
[01:09:41.601 --> 01:09:45.682]  But see, we've reached a point where people realize this is real depopulation.
[01:09:45.702 --> 01:09:46.763]  This is real world government.
[01:09:47.003 --> 01:09:48.443]  This is the end of open free societies.
[01:09:48.463 --> 01:09:49.724]  This is a frickin' nightmare.
[01:09:50.084 --> 01:10:04.169]  And rich people that are smart enough to say, I'm not going to be very secure in a world where there's no checks and balances, they might start rethinking what they've signed on to.
[01:10:04.669 --> 01:10:17.181]   You know, Saul of Tarsus, was a guy that went around a Pharisee of the Sanhedrin of the Jewish High Court who went around persecuting followers of Christ and killing them.
[01:10:19.763 --> 01:10:23.346]  And God hit him with a download and knocked him off his horse.
[01:10:24.226 --> 01:10:25.407]  And he wasn't the same, was he?
[01:10:25.988 --> 01:10:28.830]  Now, I'm not even saying Elon Musk was as bad as Saul of Tarsus.
[01:10:30.531 --> 01:10:34.354]  But we have to understand that God works in mysterious ways.
[01:10:34.634 --> 01:10:36.676]  And he rises up leaders and he takes down leaders.
[01:10:37.458 --> 01:10:40.120]  And sometimes people have the anointing, sometimes they don't.
[01:10:41.141 --> 01:10:42.141]  And that's just the way this works.
[01:10:42.181 --> 01:10:44.443]  So I'm not endorsing Elon Musk.
[01:10:44.583 --> 01:10:51.768]  I'm not saying, oh my gosh, I was just told this was all going to happen a year ago, actually, over 14 months ago.
[01:10:52.428 --> 01:10:53.529]  And then again, six months ago.
[01:10:54.810 --> 01:10:55.750]  Like, hey, are you watching him?
[01:10:55.790 --> 01:10:56.271]  Are you CNC?
[01:10:56.291 --> 01:10:57.071]  He's going to do this.
[01:10:57.171 --> 01:10:58.052]  And then there it is.
[01:10:59.613 --> 01:11:01.755]  And so it's a very exciting thing.
[01:11:02.677 --> 01:11:05.918]  Will he be the next Tucker Carlson, the next Joe Rogan, or will he take it even higher than that?
[01:11:05.938 --> 01:11:10.038]  Because he tried to come out against the Globalists four years ago, and they almost destroyed his company.
[01:11:10.399 --> 01:11:13.839]  So then he kind of pulled back in, and now he's back even more hardcore.
[01:11:14.179 --> 01:11:15.700]  So you judge a tree by its fruits.
[01:11:15.740 --> 01:11:17.400]  You judge a restaurant by how good the food is.
[01:11:17.620 --> 01:11:20.260]  You judge a band by the music they play, not by what they look like.
[01:11:20.841 --> 01:11:23.401]  And so all I'm saying is, we're on the edge of something big.
[01:11:23.701 --> 01:11:29.929]   The fact that Elon Musk is anti-Globalist at this point, even if it's all A let-on by him?
[01:11:30.369 --> 01:11:31.430]  What does that signify?
[01:11:31.730 --> 01:11:32.871]  The globalists are weak.
[01:11:33.251 --> 01:11:37.835]  People are questioning whether we're going to take this plunge into permanent lockdown and mass extermination.
[01:11:38.175 --> 01:11:45.640]  I mean, let's hope that people can defect from the system and join us and win.
[01:11:46.281 --> 01:11:48.903]  Let's not think we're losers and can't do that together.
[01:11:50.404 --> 01:11:52.365]  So let's play clip four and five.
[01:11:52.446 --> 01:12:06.176]   This is Elon Musk says the woke mind virus is arguably one of the biggest threats To modern civilization, I totally agree with Elon Musk says he's not perverted enough, aka a pedophile, to go on CNN.
[01:12:06.196 --> 01:12:06.616]  Here it is.
[01:12:07.177 --> 01:12:11.637]  And I was wondering if you could decipher this tweet of yours for me, because I'm not a programmer.
[01:12:11.897 --> 01:12:16.358]  You wrote, Traceroute woke underscore mind underscore virus.
[01:12:17.198 --> 01:12:17.838]  What does that mean?
[01:12:18.258 --> 01:12:31.671]   OK, so Traceroute is a networking command to so if you want to figure out a path to a particular server or domain.
[01:12:31.671 --> 01:12:35.911]  You'd say Traceroute or in Windows, TracerT.
[01:12:35.911 --> 01:12:44.871]   That would show you the path to a particular source server, either an IP address or domain name.
[01:12:44.871 --> 01:12:49.711]   And it would show you basically all the hops that it goes through
[01:12:49.711 --> 01:12:53.071]  and the latency between each hop.
[01:12:53.071 --> 01:12:53.911]  And so--
[01:12:53.911 --> 01:12:56.231]  I know some of those words.
[01:12:56.231 --> 01:12:57.630]  Yeah.
[01:12:57.630 --> 01:13:02.271]  So Traceroute would be like where did it come from?
[01:13:03.052 --> 01:13:03.992]  Where did the virus come from?
[01:13:04.813 --> 01:13:05.633]  What is its origin?
[01:13:06.374 --> 01:13:07.054]  So did this work?
[01:13:07.134 --> 01:13:08.615]  Did this command work?
