[00:00:00.049 --> 00:00:00.390]  All right.
[00:23:09.900 --> 00:23:12.282]  Great job, crew, you pulled it up in mere seconds.
[00:23:13.923 --> 00:23:16.605]  This is coming up next segment, but let's just get back into this.
[00:23:17.694 --> 00:23:27.082]  Democrats who praised 2004 objections to Electoral College now slam Senator Hawley and Senator Cruz, saying they're criminals that need to be arrested.
[00:23:27.962 --> 00:23:43.275]  Senator Cruz, members of Congress have a third option when it comes to certifying the election, to call for a 10-day audit to actually hear the evidence of the fraud, what they are constitutionally meant to see, not to mention the legislature is never passing a law to allow the fraudulent $80 million balance.
[00:23:45.509 --> 00:23:50.410]  That's what we need, not just buying the gaslighting that, oh, Trump lost, oh, Biden won.
[00:23:50.550 --> 00:23:52.011]  Zero evidence of fraud.
[00:23:54.591 --> 00:23:56.092]  Mother and father is bad.
[00:23:56.812 --> 00:23:58.552]  Joe Biden has giant crowds.
[00:24:00.012 --> 00:24:08.475]  After weeks of silence lawsuits, Pence says he welcomes January 6th Metro College Challenge and has canceled his European and Israeli vacation.
[00:24:09.555 --> 00:24:14.376]  So there you go, ladies and gentlemen, a major sign that
[00:24:15.523 --> 00:24:26.349]  There are major cracks in the whole gaslighting facade of, oh no, there's no voter fraud or election fraud ever any way in America.
[00:24:27.790 --> 00:24:29.571]  Continuing, we already played this clip.
[00:24:29.611 --> 00:24:34.154]  CNN's Tapper says Republicans objecting to Biden is a bloodless coup.
[00:24:34.674 --> 00:24:36.375]  Again, total projection what they've done before.
[00:24:38.032 --> 00:24:43.136]  Republican efforts to undermine Biden victory exposed growing anti-democratic streaks, says CNN.
[00:24:43.837 --> 00:24:51.403]  Today, they said that, but they were the ones calling four years ago for the very same procedure, which they did do, but had no votes.
[00:24:53.425 --> 00:24:58.189]  NBC's Chuck Todd, GOP Senator on Electoral College, you are the arsonist here.
[00:24:59.510 --> 00:25:05.255]  We'll play that clip in a moment with Senator Ron Johnson of Wisconsin.
[00:25:06.610 --> 00:25:07.050]  It's over.
[00:25:07.150 --> 00:25:09.491]  Bipartisan senators rebuke voter fraud claims.
[00:25:10.211 --> 00:25:15.572]  All the three or four neocon senators like Mitt Romney and them just say, oh, this is open and shut.
[00:25:15.612 --> 00:25:16.233]  It's all done.
[00:25:16.253 --> 00:25:24.135]  And as I mentioned, Representative Tom Cole, Nancy Pelosi's House rules of blatant and cowardly assault, dark day for free debate.
[00:25:24.515 --> 00:25:27.096]  She says, you know, you're not allowed to insult a member of the House.
[00:25:27.116 --> 00:25:28.616]  You're not allowed to say the N-word in the House.
[00:25:28.636 --> 00:25:29.376]  That sounds reasonable.
[00:25:29.856 --> 00:25:32.897]  But now you're not allowed to say mother, father, child, boy, girl.
[00:25:33.177 --> 00:25:35.598]  Those are all dirty words according to her House rules.
[00:25:37.145 --> 00:25:37.926]  I'm not joking.
[00:25:38.887 --> 00:25:39.388]  That's real.
[00:25:39.728 --> 00:25:40.389]  We must win!
[00:25:41.783 --> 00:25:46.986]  The patriots must win, I agree with John Hall, the civil war over the heart and soul of the GOP.
[00:25:47.006 --> 00:25:48.266]  That's why we go to D.C.
[00:25:48.586 --> 00:25:50.067]  and we never accept Joe Biden.
[00:25:50.628 --> 00:25:53.089]  We never accept the fraud, the CHICOM agent.
[00:25:53.369 --> 00:25:55.390]  And we let them know that we've only begun to fight.
[00:25:55.730 --> 00:26:00.873]  We don't submit to their illegality and their fraud and their bringing in illegal aliens to vote.
[00:26:01.553 --> 00:26:05.455]  And openly having that done in all these states and handing out driver's licenses so they can vote.
[00:26:05.675 --> 00:26:06.836]  And so dead people can vote.
[00:26:07.731 --> 00:26:11.135]  No, we understand the truth and we will never surrender to you.
[00:26:11.375 --> 00:26:12.476]  We will never back down.
[00:26:14.398 --> 00:26:16.300]  Since I mentioned it, here is part of that clip.
[00:26:17.321 --> 00:26:20.304]  Chuck Todd with GOP Senator Electoral College Challenge.
[00:26:20.364 --> 00:26:21.565]  You are the arsonist here.
[00:26:21.605 --> 00:26:21.926]  Here it is.
[00:26:23.117 --> 00:26:25.278]  Senator, I want to quote Senator Ben Sasse for you.
[00:26:25.718 --> 00:26:30.399]  Because what you're alleging is essentially, you and your colleagues have created this controversy.
[00:26:30.799 --> 00:26:35.321]  So right now we are locked into a destructive, vicious circle, in some ways as you kind of outlined.
[00:26:35.781 --> 00:26:38.922]  Except, which is, you made an allegation that there was widespread fraud.
[00:26:39.342 --> 00:26:42.103]  You have failed to offer specific evidence of that widespread fraud.
[00:26:42.443 --> 00:26:47.885]  But you're demanding an investigation on the grounds that there are allegations of widespread fraud.
[00:26:48.385 --> 00:26:50.706]  So essentially, you're the arsonist here.
[00:26:51.686 --> 00:26:53.367]  President Trump is the arsonist here.
[00:26:53.567 --> 00:27:05.451]  You've started this fire and now you're saying, whoa, look at this, oh my god, all these people believe what we told them because you didn't have the guts to tell the truth that this election was fair.
[00:27:06.892 --> 00:27:11.495]  Chuck, this fire was started back in January of 2017.
[00:27:11.575 --> 00:27:13.657]  People like Mark Zaid, in his tweet,
[00:27:37.052 --> 00:27:41.813]  It's the Democrats that said we're not going to accept the red mirage when it looks like Trump won.
[00:27:43.053 --> 00:27:46.614]  And we're going to fight this and even if he wins, we're not going to accept the inauguration.
[00:27:46.634 --> 00:27:49.215]  We're going to have a new inauguration and Joe Biden will be the president.
[00:27:49.615 --> 00:27:50.835]  I say Trump should do that.
[00:27:51.355 --> 00:27:55.796]  Because the media and the globalists and big tech and all of them are telling us this big lie.
[00:27:56.756 --> 00:28:01.518]  Remember, they closed at about 1 o'clock in the morning on average.
[00:28:01.538 --> 00:28:01.978]  1, 1.32 o'clock.
[00:28:04.560 --> 00:28:05.023]  Michigan.
[00:28:05.365 --> 00:28:06.110]  Wisconsin.
[00:28:06.553 --> 00:28:07.277]  Pennsylvania.
[00:28:09.005 --> 00:28:15.006]  Georgia, Nevada, Arizona, and then magically, when they said, we're not counting anymore, everybody goes home.
[00:28:15.506 --> 00:28:17.627]  People are like, wait, you said it was closed on record.
[00:28:17.907 --> 00:28:18.907]  Why did it all spike for Biden?
[00:28:19.347 --> 00:28:26.748]  We have the video of them pulling out the suitcases, and we're CHICOM agents coming in in Michigan, 4 a.m., and then suddenly just boom, boom, boom.
[00:28:26.928 --> 00:28:28.369]  They were still counting when they were closed.
[00:28:28.869 --> 00:28:29.569]  It's open and shut.
[00:28:29.589 --> 00:28:30.829]  It's like, the bank's closed.
[00:28:31.169 --> 00:28:33.450]  Why are people loading bags of money into trucks outside?
[00:28:33.770 --> 00:28:34.750]  It's a robbery.
[00:28:35.450 --> 00:28:39.352]  It's a robbery, and Trump tweeted out the video of this, pissing off the globalists.
[00:28:39.932 --> 00:28:42.354]  Wow, so much to do in the 17 days.
[00:28:43.494 --> 00:28:44.755]  It was 79 days to hell.
[00:28:44.775 --> 00:28:45.896]  We told you this was coming.
[00:28:46.256 --> 00:28:49.437]  Now there's 17 days left in the 79 days to hell.
[00:28:49.478 --> 00:28:50.058]  We'll be right back.
[00:29:08.769 --> 00:29:12.935]  InfoWars, the most banned network in the world.
[00:29:14.096 --> 00:29:18.201]  January 8th, 2021 is a very important date.
[00:29:19.063 --> 00:29:21.265]  That's this coming Friday.
[00:29:22.478 --> 00:29:24.159]  January 8th, 2021.
[00:29:25.280 --> 00:29:36.007]  That's when our great sponsor, My Patriot Supply, for high quality, storable food, has to go up on their prices because there's so much inflation and there's so much massive demand coming in.
[00:29:36.747 --> 00:29:45.833]  As the public and the world wakes up to the fact that the globalists are using the lockdown to bankrupt people and destroy small businesses and bring us to our knees.
[00:29:46.374 --> 00:29:49.036]  The public is now learning just how dystopic
[00:29:49.966 --> 00:29:56.028]  This long-term lockdown is and the fact that it's premeditated to bring the United States to its knees.
[00:29:56.528 --> 00:29:58.209]  People are digging in.
[00:29:58.769 --> 00:30:00.330]  Food sales are exploding.
[00:30:00.750 --> 00:30:05.332]  Now you remember back 10 months ago there were five six-month waits on storable food but
[00:30:06.491 --> 00:30:08.753]  Our sponsor could get it to you in a couple months.
[00:30:08.833 --> 00:30:09.974]  Everybody did get their food.
[00:30:10.354 --> 00:30:15.177]  Well, they have all the food now on hand, packaged, high quality, ready to go to you.
[00:30:15.538 --> 00:30:16.859]  A lot of other suppliers don't.
[00:30:17.399 --> 00:30:19.140]  Now that's important, but not as important as this.
[00:30:20.181 --> 00:30:20.741]  On the 8th,
[00:30:22.165 --> 00:30:31.752]  They will then be forced to go up on their prices because they're unable to basically pay their bills at the current rate because food prices are going up so much in the future.
[00:30:31.952 --> 00:30:33.554]  They've already gone up so much.
[00:30:33.694 --> 00:30:37.336]  So you need to get your orders in by the 8th.
[00:30:38.137 --> 00:30:47.943]  To get it shipped out to you within days of receipt of it, and to lock in those lower prices, and to save up to $850 in savings on their different packages.
[00:30:48.123 --> 00:30:56.428]  Because they're not just keeping the prices at their regular price, they're doing one final big sale on one month, four months, six months, year supplies.
[00:30:56.788 --> 00:31:00.370]  And they've got so many other great items, air filtration, water filtration.
[00:31:01.490 --> 00:31:02.211]  They've got it all.
[00:31:02.331 --> 00:31:03.752]  This is where I get my storable food.
[00:31:03.772 --> 00:31:04.852]  They've been my sponsor for 13 years.
[00:31:04.872 --> 00:31:05.713]  The company's 14 years old.
[00:31:08.433 --> 00:31:19.041]  After being in business for 10 years, they became the biggest storable food company in the United States because of the quality, because of the customer service, and because of the great packaging and portability.
[00:31:19.382 --> 00:31:27.348]  So, again, as the public figures out that we're going into the Great Reset and New World Order, you're going to see runs on food, you're going to see food prices already going up.
[00:31:27.848 --> 00:31:35.493]  Lock in your orders now, while you can save money and get it delivered to you very, very quickly before the sheep will really figure it out.
[00:31:35.533 --> 00:31:40.857]  And I believe you'll see major food price increases, shortages, and more within the next year.
[00:31:41.297 --> 00:31:44.039]  So go to preparewithalex.com.
[00:31:44.379 --> 00:31:45.980]  Preparewithalex.com.
[00:31:46.440 --> 00:31:48.722]  You always get the lowest prices at themforestore.com.
[00:31:48.822 --> 00:31:50.002]  They just drop ship from us.
[00:31:50.243 --> 00:31:50.963]  They're in our back end.
[00:31:50.983 --> 00:31:51.684]  We're partnered with them.
[00:31:51.904 --> 00:31:53.425]  We have the full selection at themforestore.com.
[00:31:54.065 --> 00:32:04.159]  But I'm able to contractually do sales bigger than any of their other distributors on these specialty sites that they launch through their own system at preparewithalex.com.
[00:32:04.519 --> 00:32:10.648]  So that additional discount and the 2020 prices are all still available until January 8th at
[00:32:11.028 --> 00:32:12.930]  PrepareWithAlex.com.
[00:32:12.990 --> 00:32:18.455]  There's also a toll-free number there on the side as well if you'd like to call and talk to one of the representatives or operators.
[00:32:18.736 --> 00:32:25.322]  They're open 24 hours a day, ready to take your calls, and almost all their food packages ship within 24 hours.
[00:32:25.362 --> 00:32:31.368]  Some people buy specialty food packages, and sometimes the factory doesn't have it quite ready, so it ships out a couple days, but they have it.
[00:32:31.708 --> 00:32:32.349]  It's on hand.
[00:32:32.409 --> 00:32:33.170]  It's high quality.
[00:32:33.550 --> 00:32:41.272]  Go to preparewithalex.com and lock it in, and get your orders in by January 8th to get the big discounts and 2020 prices.
[00:32:41.292 --> 00:32:48.515]  But whatever you do, get prepared, get ready, get politically active, because this is the beginning of the great clash with the New World Order.
[00:32:48.855 --> 00:32:50.855]  We are going into this thing, so get ready.
[00:32:51.135 --> 00:32:52.276]  God bless, and good luck.
[00:32:56.497 --> 00:33:02.399]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:39.755 --> 00:33:40.295]  Welcome back.
[00:33:40.335 --> 00:33:43.616]  I'm your host, Alex Jones, on this live Sunday transmission.
[00:33:43.877 --> 00:33:48.358]  Every day, every hour is so precious right now as the globalists make their move on humanity.
[00:33:48.918 --> 00:33:50.479]  Coming up next segment, I'm going to hit
[00:33:51.513 --> 00:33:55.795]  The Democrats announcing concentration camps for conservatives.
[00:33:55.835 --> 00:34:03.999]  They say they're going to send out the Bill and Melinda Gates Foundation, the Clinton Foundation, I've played you the clips, the contact tracers, that little computer they program.
[00:34:04.720 --> 00:34:07.041]  And then if you don't submit to a test, you go to a camp.
[00:34:07.981 --> 00:34:10.983]  And then, of course, once you're someone on their list, the computer is reprogrammed.
[00:34:11.363 --> 00:34:12.764]  You will then have to go to the facility.
[00:34:12.784 --> 00:34:16.846]  You'll be intubated with a ventilator and murdered.
[00:34:17.586 --> 00:34:18.247]  I don't think so.
[00:34:37.734 --> 00:34:39.097]  Is saying it's COVID-19.
[00:34:39.117 --> 00:34:41.260]  This is their big criminal revolution.
[00:34:41.300 --> 00:34:43.624]  This is their excuse to round you up and arrest you.
[00:34:43.644 --> 00:34:46.189]  That's coming up next segment.
[00:34:46.930 --> 00:34:48.473]  And then mainstream news.
[00:34:48.533 --> 00:34:49.695]  This is even in Reuters.
[00:34:50.706 --> 00:35:00.170]  Lockdown proponent Bill Gates quietly funding plan to dim the sun's rays by Jared airplanes spraying aluminum dioxide out in their jet fuel.
[00:35:00.750 --> 00:35:02.951]  Now, we've covered this for 20 years.
[00:35:03.891 --> 00:35:09.133]  Gates funded a Nobel Prize in 92, the scientists that developed the plan, and they've been doing it.
[00:35:09.173 --> 00:35:11.694]  You notice, chemtrails went down the last few years.
[00:35:11.734 --> 00:35:12.734]  Trump killed the program.
[00:35:14.275 --> 00:35:15.535]  They'll be back now, don't worry.
[00:35:16.315 --> 00:35:17.356]  So it's all being announced.
[00:35:18.206 --> 00:35:21.387]  He controls your weather, he controls your diet, he controls what goes in your body.
[00:35:22.107 --> 00:35:25.948]  He controls everything because, well, he's the New World Order.
[00:35:25.968 --> 00:35:28.689]  About when to find out about old Billy Boy Gates.
[00:35:28.709 --> 00:35:29.229]  That's coming up.
[00:35:29.569 --> 00:35:40.592]  And I'll show you the former CIA director, Brennan, four years ago, five years ago, when he was still in the CIA, admitting they are geoengineering already, but in beta.
[00:35:41.932 --> 00:35:44.733]  Talk about, you come into your bedroom and I'm having sex with your wife.
[00:35:45.666 --> 00:35:46.867]  I go, it's okay, Ralph.
[00:35:46.967 --> 00:35:47.927]  It's beta testing.
[00:35:49.868 --> 00:35:52.790]  Or I go over to your house and beat you in the head with a ball-peen hammer to death.
[00:35:52.850 --> 00:35:54.631]  And I go, it's okay, David.
[00:35:55.412 --> 00:35:56.432]  It's okay, John.
[00:35:57.113 --> 00:35:58.253]  It's just a beta test.
[00:36:02.076 --> 00:36:05.918]  What Bill Gates said a few months ago in Colbert, he said, oh, COVID's just a drill.
[00:36:06.218 --> 00:36:07.178]  The real thing's coming.
[00:36:10.140 --> 00:36:11.301]  And they're mad scientists.
[00:36:13.202 --> 00:36:14.883]  Think Dr. Evil, but in the real world.
[00:36:17.082 --> 00:36:18.462]  So that's all coming up.
[00:36:20.263 --> 00:36:22.143]  That's all coming up next hour.
[00:36:24.583 --> 00:36:38.206]  But let's go ahead and go to what would happen if the Senators vote with the majority to hold up the Electoral College and have a 10-day hearing.
[00:36:42.086 --> 00:36:45.747]  And that would constitutionally bring them up to right before the 20th, which has been done twice before.
[00:36:47.176 --> 00:36:47.896]  To have hearings.
[00:36:49.937 --> 00:36:52.758]  Well then big tech and everybody wouldn't be able to override it and censor.
[00:36:54.439 --> 00:37:01.201]  And then you'd see how these, actually ten states, but five that count, went and engaged in fraud.
[00:37:03.082 --> 00:37:08.264]  And the legislature didn't pass a law to take mail-in ballots with no ID or no proof, or no signature.
[00:37:10.428 --> 00:37:17.214]  And you look at those states, 500,000, 200,000, 300,000 people voted twice, and it was always for Joe Biden.
[00:37:17.875 --> 00:37:21.839]  When they find all these truckloads of torn up ballots, it's always Trump ballots.
[00:37:24.241 --> 00:37:30.127]  The criminals are stealing it in front of God and country, in front of the whole world, but people are waking up very, very quickly.
[00:37:31.761 --> 00:37:34.505]  So, One American News put out this report.
[00:37:34.606 --> 00:37:35.747]  Trump retweeted it.
[00:37:36.028 --> 00:37:38.351]  It's up on InfoWars.com and NewsWars.com.
[00:37:38.792 --> 00:37:39.894]  I suggest you share it.
[00:37:40.234 --> 00:37:41.396]  That's how we override the censors.
[00:37:42.197 --> 00:37:46.184]  But here's part of that report showing the fraud, the clear fraud in Georgia.
[00:37:46.204 --> 00:37:46.544]  Here it is.
[00:37:47.717 --> 00:37:58.644]  After pulling out hidden boxes stuffed with ballots, footage analyzed by Gateway Pundit reveals Freeman apparently scanning the same stack of ballots over and over again.
[00:37:59.264 --> 00:38:08.750]  Surveillance cameras show these poll workers watched and waited until the GOP observers and reporters had left the room before they resumed scanning their ballots.
[00:38:09.351 --> 00:38:11.492]  These four... Oh, hit pause and back it up to the beginning.
[00:38:12.598 --> 00:38:33.159]  Yeah, they set a water main busted, they kick everybody out, I've watched the raw footage, and then they look around, like Wile E. Coyote when he's got a sheep on his back, or when your kid's in the cookie jar, and they pull out black suitcases from underneath the, and then start, I mean, and they're both Democratic operatives, and it just gets worse from there.
[00:38:33.380 --> 00:38:34.581]  Here, sorry, go ahead and roll the report.
[00:38:36.863 --> 00:38:47.787]  After pulling out hidden boxes stuffed with ballots, footage analyzed by Gateway Pundit reveals Freeman apparently scanning the same stack of ballots over and over again.
[00:38:48.387 --> 00:38:57.850]  Surveillance cameras show these poll workers watched and waited until the GOP observers and reporters had left the room before they resumed scanning their ballots.
[00:38:58.470 --> 00:39:05.217]  These four workers then continued counting uninterrupted for over three hours until sometime after one in the morning.
[00:39:05.758 --> 00:39:17.710]  During this time, Ruby Freeman, as seen here in this video, repeatedly scanned the same batch of ballots at least three times, which is highly illegal, and it's all captured on tape.
[00:39:18.371 --> 00:39:30.059]  Freeman was working with her daughter, Wandrea Moss, who was also her election supervisor, and was also caught on camera as one of the four workers who remained behind after election monitors were forced to leave the building.
[00:39:30.659 --> 00:39:42.407]  Georgia's officials have made serious efforts to dismiss the evidence presented on these videos, but so far there has been no explanation as to why Ruby Freeman scanned the same ballots multiple times.
[00:39:43.007 --> 00:39:47.150]  Nor why they remained behind while the rest of the building was evacuated.
[00:39:47.870 --> 00:40:03.531]  Lawyers said it's highly unusual for anyone to store briefcases full of ballots under tablecloths and it's not clear when those briefcases were delivered or why Ruby Freeman and her daughter waited until GOP observers left before they got them out.
[00:40:04.272 --> 00:40:17.499]  Based on the number of ballots observed in the briefcases and the number of times Ruby Freeman scanned the same set of ballots, experts say they could easily account for the sudden and mysterious spike in votes for Joe Biden.
[00:40:18.020 --> 00:40:19.901]  Pearson Sharp, One America News.
[00:40:21.004 --> 00:40:22.005]  That's not a spike.
[00:40:22.245 --> 00:40:23.506]  That's a mega spike.
[00:40:23.926 --> 00:40:26.368]  But of course, Twitter's trying to block the President getting this out.
[00:40:26.728 --> 00:40:28.590]  The full video is posted to Band.Video.
[00:40:29.230 --> 00:40:30.351]  I suggest you share it.
[00:40:30.391 --> 00:40:36.616]  I suggest you override the enemy at theresistance.video, the new URL that the enemy is not yet blocking.
[00:40:37.156 --> 00:40:41.159]  But speaking of that, yeah, there's new HD footage up close of her scanning the same ballots.
[00:40:41.659 --> 00:40:42.680]  Felonies each time.
[00:40:42.940 --> 00:40:44.622]  Over and over.
[00:40:45.402 --> 00:40:46.383]  And over again.
[00:40:46.423 --> 00:40:52.028]  But after all, Trump's Hitler, so he deserves it, even though Jordan Soros is funding them, who actually work for Hitler.
[00:40:52.489 --> 00:40:53.570]  Let's roll this little clip.
[00:40:53.810 --> 00:40:54.651]  This is just part of it.
[00:40:54.671 --> 00:41:03.239]  It's a three-minute clip of Democrats in 2004-2000 calling to block Electoral College's votes in the Senate and House.
[00:41:03.599 --> 00:41:04.740]  Now they call it fascism.
[00:41:04.760 --> 00:41:05.141]  Here it is.
[00:41:05.950 --> 00:41:12.957]  The chair now hands to the tellers the certificate of the electors for president and vice president of the state of Florida.
[00:41:12.997 --> 00:41:21.666]  Mr. President, the objection is in writing, signed by a number of members of the House of Representatives, but not by a member of the Senate.
[00:41:21.977 --> 00:41:27.999]  Mr. President, I stand for the purpose of objecting to the counting of the vote from the state of Florida as read.
[00:41:28.419 --> 00:41:37.881]  Mr. President, I rise on behalf of the Congressional Black Caucus to object to the 25 electoral votes from Florida.
[00:41:37.901 --> 00:41:39.621]  Mr. President, thank you for your inquiry.
[00:41:40.162 --> 00:41:40.942]  It is in writing.
[00:41:41.022 --> 00:41:49.724]  It is signed by myself on behalf of my diverse constituents and the millions of Americans who have been disenfranchised by Florida's inaccurate vote count.
[00:41:50.264 --> 00:41:51.966]  Is the objection signed by a senator?
[00:41:52.166 --> 00:41:57.950]  Well, Mr. President, I am objecting to the idea that votes in Florida were not counted.
[00:41:57.970 --> 00:41:59.651]  The clerk will report the objection.
[00:42:01.512 --> 00:42:15.763]  We, a member of the House of Representatives and a United States senator, object to the counting of the electoral votes of the state of Ohio on the ground that they were not, under all of the known circumstances, regularly given.
[00:42:16.443 --> 00:42:18.805]  Signed, Stephanie Tubbs.
[00:42:19.286 --> 00:42:21.996]  Jones, State of Ohio.
[00:42:22.959 --> 00:42:25.086]  Barbara Boxer, State of California.
[00:42:25.848 --> 00:42:28.169]  The objection today is raised.
[00:42:28.409 --> 00:42:31.150]  Okay, so it goes on, and it goes on, and it goes on.
[00:42:31.630 --> 00:42:36.372]  The point is, they're acting like this is illegal now, running around ninnying, saying, how dare you do any of this?
[00:42:36.392 --> 00:42:37.933]  And it's all pure crap.
[00:42:37.953 --> 00:42:40.494]  They're a bunch of chi-com, globalist agents.
[00:42:40.754 --> 00:42:42.735]  They have chips on their shoulders and hate America.
[00:42:43.275 --> 00:42:49.757]  And if we just simply stand up and stop buying their crap, stop following their orders, they will be defeated like phantoms at dawn.
[00:42:49.817 --> 00:42:50.818]  Stay with us, we'll be right back.
[00:42:54.178 --> 00:43:00.262]  The populist movement that elected President Trump four years ago re-elected him by an even bigger landslide.
[00:43:00.723 --> 00:43:03.845]  Rejecting and repudiating and discrediting the globalists.
[00:43:04.385 --> 00:43:06.366]  That's why they had to overturn the chessboard.
[00:43:06.627 --> 00:43:09.729]  That's why they had to engage in naked election fraud in front of everyone.
[00:43:10.169 --> 00:43:10.910]  And as long as we
[00:43:11.790 --> 00:43:13.351]  Never accept the fraudulent results.
[00:43:13.712 --> 00:43:28.924]  As long as we don't let them gaslight us into submission, as long as we point out this is a foreign, globalist takeover of our country, and that all the depression and all of the collapse that's coming is because of the New World Order, this will end up fully destroying them in the future if we don't submit.
[00:43:29.364 --> 00:43:36.610]  If we submit, they'll normalize the communism, they'll normalize putting us into a depression, they'll normalize breaking up our families, taking our guns.
[00:43:37.170 --> 00:43:40.313]  We can't let that happen, and InfoWars is more important than ever.
[00:43:40.873 --> 00:43:43.616]  So please, Paul Reveres, I salute you for your past actions.
[00:43:43.936 --> 00:43:47.979]  Keep spreading Band Off video at InfoWars.com, and come to the big D.C.
[00:43:47.999 --> 00:43:50.581]  marches on the 5th and 6th of January.
[00:43:50.782 --> 00:43:51.502]  I'll see you there.
[00:43:51.602 --> 00:43:52.103]  God bless.
[00:43:54.170 --> 00:43:58.112]  Inflation is here, and many experts believe hyperinflation could be coming.
[00:43:58.413 --> 00:44:01.494]  Especially if the globalists are successful in killing the dollar.
[00:44:02.015 --> 00:44:06.998]  Tens of millions of Americans that were not awake are now beginning to store food.
[00:44:07.258 --> 00:44:10.320]  That's a good thing, but it's going to drive up prices.
[00:44:10.340 --> 00:44:13.622]  We're already beginning to see record sales once again.
[00:44:14.082 --> 00:44:17.464]  We the people understand it's up to us to protect ourselves.
[00:44:17.524 --> 00:44:19.504]  It's up to us to become self-sufficient.
[00:44:19.805 --> 00:44:27.628]  The globalists are waging siege against us, trying to destroy our businesses, trying to bankrupt our families, our towns, our churches.
[00:44:27.788 --> 00:44:31.930]  That's why, while we still can, we've got to get prepared and get ready.
[00:44:32.270 --> 00:44:43.557]  Take advantage of a huge final mega sale before prices go up at preparewithalex.com and save up to $850 off the highest quality storable foods out there.
[00:44:43.997 --> 00:44:53.323]  You've got until Friday, January 8th to get your orders in at preparewithalex.com and lock in the lowest prices out there on high quality storable food.
[00:44:55.014 --> 00:45:01.416]  Due to the COVID lockdown destroying the supply chain, many of the best-selling products in floors are no longer available.
[00:45:01.876 --> 00:45:09.378]  And I thought that Pollen Block might be gone forever, but after eight months, we got about 25% of the order we put in delivered to us.
[00:45:09.718 --> 00:45:11.298]  The rest, they hope, in a few months comes in.
[00:45:11.778 --> 00:45:17.000]  It's a proprietary system using specially fed quail and their eggs.
[00:45:17.560 --> 00:45:22.021]  It's very powerful when it comes to blocking seasonal irritants and a lot more.
[00:45:22.381 --> 00:45:27.084]  So get your Pollen Block back in stock at InfoWareStore.com today.
[00:45:27.525 --> 00:45:30.146]  And by the way, Activated Charcoal Toothpaste sold out for months.
[00:45:30.426 --> 00:45:31.627]  It's now back in stock as well.
[00:45:31.867 --> 00:45:33.689]  They're great products and it funds the InfoWare.
[00:45:33.869 --> 00:45:38.252]  So get your Pollen Block and get your Activated Charcoal Toothpaste at InfoWareStore.com today.
[00:45:38.572 --> 00:45:42.194]  Again, our Activated Charcoal Toothpaste doesn't have additives.
[00:45:42.274 --> 00:45:43.175]  It's concentrated.
[00:45:43.195 --> 00:45:43.995]  People love it.
[00:45:44.296 --> 00:45:44.936]  It's amazing.
[00:45:44.956 --> 00:45:46.277]  There's no toothpaste out there like it.
[00:45:46.537 --> 00:45:48.138]  And Pollen Block is proprietary as well.
[00:45:48.318 --> 00:45:50.220]  They're back in stock at InfoWareStore.com.
[00:45:52.261 --> 00:45:52.650]  We're good.
[00:46:24.087 --> 00:46:27.349]  Three billion human lives ended on August 29th, 1997.
[00:46:27.669 --> 00:46:33.973]  The survivors of the nuclear fire called the war Judgment Day.
[00:46:35.093 --> 00:46:37.294]  They lived only to face a new nightmare.
[00:46:38.175 --> 00:46:39.756]  The war against the machines.
[00:46:56.420 --> 00:47:00.522]  Leading a frontal assault on the lies of the New World Order.
[00:47:01.022 --> 00:47:02.362]  It's Alex Jones.
[00:47:07.324 --> 00:47:08.065]  Big Brother.
[00:47:09.025 --> 00:47:10.305]  Mainstream media.
[00:47:11.346 --> 00:47:12.486]  Government cover-ups.
[00:47:13.146 --> 00:47:14.587]  You want to stop tyranny?
[00:47:15.227 --> 00:47:16.508]  Well, so does he.
[00:47:17.368 --> 00:47:22.030]  Live from the InfoWars.com studios, it's Alex Jones.
[00:47:24.199 --> 00:47:30.062]  Well, when I was growing up as a child, I thought about politics, I thought about science, I thought about the world, I thought about the nature of the universe.
[00:47:30.723 --> 00:47:33.204]  And I thought everybody else was thinking like I was.
[00:47:34.305 --> 00:47:34.865]  But they weren't.
[00:47:35.685 --> 00:47:41.128]  Most people were looking at things one-dimensionally, according to whatever they were being pre-programmed with.
[00:47:42.109 --> 00:47:51.694]  So then I began to research, well, how the world really works, and I found out there are people that know how it works, but they use that knowledge to control and enslave humanity, not empower humanity.
[00:47:53.260 --> 00:48:17.009]  And as I became prominent, as I became effective exposing them, like I was a baseball card or a Pokemon card, people like Roger Ailes, because he never hid the fact that he did that, and others came along to collect me like I was a piece of memorabilia.
[00:48:17.949 --> 00:48:20.630]  A Mickey Mantle, Babe Ruth baseball.
[00:48:21.451 --> 00:48:22.331]  But I wasn't for sale.
[00:48:24.212 --> 00:48:34.795]  And so many others have groomed themselves and prepared themselves and done everything to try to ingratiate themselves with this group of mummies.
[00:48:36.976 --> 00:48:47.180]  I love that quote written by Oliver Stone from Scarface, which is a composite of True Stories.
[00:48:47.900 --> 00:48:49.580]  And he's sitting there at the fancy restaurant.
[00:48:50.361 --> 00:48:51.161]  He goes, is this it?
[00:48:52.110 --> 00:49:01.454]  You end up here like a mummy, you got a bag for a belly, and all you need to point your finger at me and you can go, look, look, there's the bad guy.
[00:49:01.935 --> 00:49:04.076]  He goes, so say goodnight to the bad guy.
[00:49:10.118 --> 00:49:10.879]  I believe in you.
