[00:00:00.000 --> 00:00:01.000]  [clicking]
[00:23:59.047 --> 00:24:05.390]  Which is their official Ted Turner, Bill Gates, Warren Buffett, Klaus Schwab, David Rockefeller plan.
[00:24:07.211 --> 00:24:09.172]  That I've covered ad nauseum and made films about.
[00:24:13.999 --> 00:24:14.679]  And here we are.
[00:24:14.699 --> 00:24:37.732]  I mean, ladies and gentlemen, we have wolf packs of medical CEOs from the Moderna, Pfizer global level, right down to the local hospital groups, almost all of them, literally keeping third trimester babies alive and delivering them to research facilities with beating hearts to be dissected.
[00:24:38.593 --> 00:24:40.894]  That was in government documents 10 years ago.
[00:24:42.421 --> 00:24:50.213]  And federal and state judges allowed lawsuits to sue the pro-life groups that got the documents until they went bankrupt.
[00:24:50.474 --> 00:24:51.175]  People don't care.
[00:24:51.616 --> 00:24:53.118]  They're saving babies that are being murdered.
[00:24:53.418 --> 00:24:53.739]  Kill us!
[00:24:54.810 --> 00:24:57.452]  But people ask, how did I know all of that?
[00:24:57.813 --> 00:25:03.537]  Well, because they got the documents 10 years ago out of Illinois and out of California and other states.
[00:25:04.218 --> 00:25:07.100]  And now it's in the news that, yeah, they deliver babies at 42 weeks.
[00:25:08.081 --> 00:25:09.282]  That's after a baby's born.
[00:25:10.003 --> 00:25:12.565]  That's nine months, folks, plus.
[00:25:15.620 --> 00:25:22.562]  And people like, on the street today, a person asked me, how did you know about them and the baby parts and keeping babies alive?
[00:25:22.622 --> 00:25:25.763]  I said, well, it's in the damn government grants.
[00:25:27.424 --> 00:25:29.184]  So, you think you're safe?
[00:25:30.785 --> 00:25:35.466]  They tell a woman, oh yeah, you're a poor lady, yeah, you want an abortion at eight and a half months?
[00:25:35.486 --> 00:25:35.686]  Sure.
[00:25:36.026 --> 00:25:50.153]   They keep the baby alive, in many cases, and ship it in an ambulance to a university In Ohio, everywhere it's come out, and they poured sugarloaf and snot out of them.
[00:25:50.173 --> 00:26:00.061]  I mean, do you understand what, you understand that it came out three years ago in DW.com, the biggest German TV station, the mainline national TV.
[00:26:00.081 --> 00:26:01.583]  It's like ABC News over there.
[00:26:02.782 --> 00:26:12.187]  That 30,000 children were taken from Christian homes and given to convicted pedophiles to be raped to create the new civilization of love.
[00:26:12.587 --> 00:26:14.328]  That a man raping a little boy is love.
[00:26:14.848 --> 00:26:18.209]  They said to create the new family structure of men having sex with two-year-olds.
[00:26:19.690 --> 00:26:22.291]  Then by age five and six they were leased out and sold.
[00:26:22.471 --> 00:26:26.033]  That finally hit New Yorker magazine three months ago and it was a whitewash.
[00:26:26.453 --> 00:26:28.995]  These people are murdering criminals!
[00:26:29.055 --> 00:26:31.716]  They're armies of pedophile satanists!
[00:26:33.669 --> 00:26:52.002]  And now they're bragging that, oh, 666 is upon us, and William Shatner's saying, the earth, I see death, the great cataclysm, the earth's dying, we've got to save it with the great cataclysm, and everyone's nodding with him, yes, yes, yes, yes!
[00:26:56.445 --> 00:26:58.206]  You think they're just gonna collapse the third world?
[00:26:58.226 --> 00:27:00.648]  Because Africa and Latin America's still locked down, folks.
[00:27:03.643 --> 00:27:10.365]  Big corporations just said, you know, we're not gonna get any of your sugarcane, any of your papayas, any of your flowers.
[00:27:10.425 --> 00:27:11.085]  It's a huge thing.
[00:27:11.105 --> 00:27:12.126]  These people live in Africa.
[00:27:12.446 --> 00:27:14.446]  Big giant flower plantations.
[00:27:14.466 --> 00:27:17.667]  They grow flowers, you know, and fly them by jet into Europe and the U.S.
[00:27:17.707 --> 00:27:19.028]  All those fancy flowers you see?
[00:27:19.048 --> 00:27:20.148]  I was growing in Africa.
[00:27:21.028 --> 00:27:21.448]  Most of them.
[00:27:23.749 --> 00:27:26.410]  All that crazy, wild-looking tropical stuff, like, where the hell did they grow this?
[00:27:26.450 --> 00:27:27.270]  They grew it in Africa.
[00:27:27.890 --> 00:27:28.811]  They turned that off.
[00:27:28.831 --> 00:27:32.712]  Those people, 15 million extra Africans starved to death in the last 20 months.
[00:27:34.005 --> 00:27:35.786]  Well, you wear your mask and strut around.
[00:27:35.806 --> 00:27:36.826]  You're for the environment.
[00:27:36.866 --> 00:27:37.886]  You're saving lives.
[00:27:38.207 --> 00:27:42.328]  No, you bought into the lie, and you help murder people en masse.
[00:27:42.868 --> 00:27:44.989]  And you think, okay, well, there's too many Africans.
[00:27:45.129 --> 00:27:47.490]  Well, the New World Order's gonna kill your ass, too.
[00:27:49.582 --> 00:27:51.644]  And I'm going to explain this again because I got plenty of news to give.
[00:27:51.664 --> 00:27:52.684]  I want to say this one more time.
[00:27:52.764 --> 00:27:58.489]  We're going to play a little clip from that and we'll come back into some really hardcore info about how they're paying these shows and paying the media.
[00:27:59.490 --> 00:28:06.976]  Tens of thousands of different groups, not just HBO, not just Twitter, not just CNBC, they're all being paid by Big Pharma.
[00:28:07.096 --> 00:28:11.119]  Because Big Pharma is being given unlimited money by the big banks because this is their weapon system.
[00:28:12.335 --> 00:28:16.719]  Not airplanes, not tanks, not commandos, but evil policy.
[00:28:17.100 --> 00:28:19.322]  A broken social contract.
[00:28:20.203 --> 00:28:22.725]  Bringing you a social credit score of total imprisonment.
[00:28:24.747 --> 00:28:27.109]  So, let's just expand on this.
[00:28:27.750 --> 00:28:30.272]  This is the shutdown of the world economy.
[00:28:33.055 --> 00:28:40.259]   And Then Friday it comes out and I go, oh my God, that's why all these federal agencies are exempt.
[00:28:40.820 --> 00:28:44.904]  That's why Biden hasn't even done a real executive order or a real law because it's all a bluff.
[00:28:45.445 --> 00:28:47.607]  Because none of their people are having to do it.
[00:28:48.148 --> 00:28:50.991]  They're simply doing it to shut the economy down.
[00:28:51.031 --> 00:28:52.252]  And then when Thanksgiving comes...
[00:28:52.853 --> 00:29:01.858]  And they banned 60% of the TSA from working, and everything shuts down further, and none of the ships come to deliver all the goods for all the small businesses, they all go out of business.
[00:29:02.078 --> 00:29:15.444]  So they hit you with the lockdowns last year, now they hit you with the food lockdowns this year, and all the delivery goods for small businesses to stay open, from service businesses to retail businesses, and then Klaus Schwab says, we're doing this to save the Earth!
[00:29:15.705 --> 00:29:17.105]  This is part of the Great Reset!
[00:29:17.285 --> 00:29:18.046]  I have clips!
[00:29:18.826 --> 00:29:21.448]  Of the Davos Group bragging new ones.
[00:29:21.548 --> 00:29:24.270]  Not the stuff last year of you'll own nothing, have nothing, you'll like it.
[00:29:24.571 --> 00:29:25.892]  We have new clips.
[00:29:27.413 --> 00:29:28.073]  New clips.
[00:29:29.675 --> 00:29:32.357]  Of them saying, yes, this is for the earth.
[00:29:32.377 --> 00:29:34.718]  That's why everything's shut down and why there's no supply chain.
[00:29:35.079 --> 00:29:35.679]  And it's good.
[00:29:35.699 --> 00:29:37.781]  It's saving you from the carbon footprint.
[00:29:38.421 --> 00:29:41.324]  And we're saving you from greenhouse gases by shutting it down.
[00:29:41.484 --> 00:29:44.066]  And we're going to take your blood to be able to travel.
[00:29:45.387 --> 00:29:46.568]  Videos on Infowars.com.
[00:29:48.404 --> 00:29:48.724]  You see?
[00:29:48.744 --> 00:29:53.626]  I mean, man, and people just think, capitulate, give in to this, they're going to be protected.
[00:29:54.086 --> 00:29:58.168]  But when I come back... Yeah, there it is.
[00:29:58.868 --> 00:29:59.589]  On screen for you.
[00:29:59.849 --> 00:30:01.970]  COVID Pass plans to launch in September.
[00:30:02.190 --> 00:30:02.650]  Global.
[00:30:03.330 --> 00:30:07.052]  It commits to mandatory carbon offsetting for each of its passengers.
[00:30:07.810 --> 00:30:11.691]  To preserve the environmental benefits and reduce air travel during the crisis.
[00:30:12.151 --> 00:30:16.853]  Did you hear me when I said the vaccine pass is the carbon pass?
[00:30:17.213 --> 00:30:20.373]  Now it's official!
[00:30:21.654 --> 00:30:24.935]  Not just in documents, not just in their plans, it's here!
[00:30:27.335 --> 00:30:28.516]  And I got the John Hopkins.
[00:30:28.536 --> 00:30:28.896]  You know what?
[00:30:28.936 --> 00:30:31.417]  I've already played that five times in a row, but I'm gonna play that next.
[00:30:31.757 --> 00:30:33.237]  That's even more important than all of this.
[00:30:33.777 --> 00:30:36.378]  I have the John Hopkins data.
[00:30:38.777 --> 00:30:58.153]  Of A to Z, the most populous nations in the world, and you see on their own data that when the vaccination begins, which is a vaccination, that the explosions in illnesses, hospitalizations, and deaths begins exactly within days of it, the same in every country.
[00:30:59.366 --> 00:31:09.980]  I don't need to be an epidemiologist, or a scientist, or any of that, even though they all agree with me, all the real ones, the vast majority of them, all the who's who's, the Nobel Prize winners, the former head of Pfizer, all of them, who have souls.
[00:31:12.363 --> 00:31:16.808]  They all said this would happen and now I don't need to ask them.
[00:31:17.188 --> 00:31:31.203]  I know all over the world the worst grafts, the worst cases, the worst deaths, the worst illnesses are right after you take the shot within a few days and then it just goes up within two weeks and just skyrockets up in every case.
[00:31:31.664 --> 00:31:33.065]  Do I need to be a coroner?
[00:31:33.185 --> 00:31:33.786]  Do I need to be a...
[00:31:35.154 --> 00:31:54.508]  medical doctor, a pathologist, to know that if I walk up to somebody, or you do, with a double barrel shotgun with slugs in it, and you shoot somebody in the head at point-blank range with both barrels and blow their head completely off, there's no brains left, the whole top of the head, the brain all blows out the back.
[00:31:54.848 --> 00:31:57.029]  Do I need to be an epidemiologist?
[00:31:57.330 --> 00:31:59.751]  Do I need to be a scientist, a virologist?
[00:32:00.012 --> 00:32:03.874]  Do I need to be a pathologist to know that person just had their brains blown out?
[00:32:04.235 --> 00:32:04.355]  No!
[00:32:05.035 --> 00:32:15.485]  Well, anybody can look at John Hopkins' own graph around the world, and every damn place, the illnesses, the hospitalizations, and the deaths skyrocket right after the damn shots!
[00:32:18.484 --> 00:32:23.168]  It's like, hey, take a meat cleaver and slam it down over four of your fingers.
[00:32:23.248 --> 00:32:24.089]  It's going to cut them off.
[00:32:24.369 --> 00:32:26.712]  Do you need to be a pathologist to know it just did that?
[00:32:27.272 --> 00:32:37.962]  How about a kid walks out in traffic and a bus hits him going 60 miles an hour and you see the kid get run over underneath the wheels and gulp like a fish out of water for five seconds and their eyes roll back in their head.
[00:32:38.142 --> 00:32:40.604]  You need to have a pathologist tell you that killed him.
[00:32:40.745 --> 00:32:42.106]  But we do have the pathologist.
[00:32:42.506 --> 00:32:52.331]  The main National German Pathology Association six months ago came out and said, we're seeing double the deaths and double the cancers and all this other stuff from the shot.
[00:32:52.431 --> 00:32:53.472]  Stop them now!
[00:32:54.472 --> 00:32:55.713]  They're murdering you!
[00:32:55.933 --> 00:32:57.074]  They're actually doing it!
[00:32:57.033 --> 00:32:59.033]  And they think, "Ahh!"
[00:32:59.033 --> 00:33:03.033]  [Music]
[00:33:03.033 --> 00:33:07.033]   Welcome back to the front lines [Music]
[00:33:07.033 --> 00:33:11.033]   of the fight for a human future.
[00:33:11.033 --> 00:33:18.033]  [Music]
[00:33:18.033 --> 00:33:20.033]  There's the Sunday News headline.
[00:33:19.951 --> 00:33:22.333]  It's powerful, it's strong, but not even strong enough.
[00:33:22.353 --> 00:33:29.719]  I can't come up with words to describe how insane this great cataclysm is that we have been put into.
[00:33:29.759 --> 00:33:37.685]  This organized Armageddon, this organized, incrementally rolled out world depopulation.
[00:33:37.706 --> 00:33:38.526]  But there's the headline.
[00:33:38.606 --> 00:33:39.387]  Sunday Live.
[00:33:40.288 --> 00:33:42.830]  Biden's vaccine mandate collapsing U.S.
[00:33:42.870 --> 00:33:48.902]   military while China test launches hypersonic Hydrogen bomb-tipped space missile.
[00:33:51.224 --> 00:33:54.286]  And again, China isn't making its military take these injections.
[00:33:54.326 --> 00:33:56.809]  In fact, it won't take the Bill Gates injections.
[00:33:56.829 --> 00:34:06.437]  See, that's a weapon to shut us down and destroy our military and take the United States out of the picture for the UN-Chicom-run world government to take over.
[00:34:06.497 --> 00:34:07.498]  And it's here.
[00:34:08.999 --> 00:34:10.520]  Let's talk about the real evil.
[00:34:10.560 --> 00:34:16.464]  You know, if you just tuned in here on the Alex Jones Show, earlier I showed this graphic that is in the live show feed.
[00:34:16.484 --> 00:34:22.207]  If you guys put that article back up on screen, Sunday Live Biden's Vaccine Mandate Collapsing U.S.
[00:34:22.247 --> 00:34:47.646]   Military While China Test-Launches Hypersonic Hydrogen Bomb-Tipped Missile, you can see that we have posted under it the graphic I'm saying I hope you share that shows All these different CEOs and all these different top people who are in the FDA or have been in the FDA are over Reuters, then fact-checking stories about their own financial interests.
[00:34:49.767 --> 00:34:50.668]  Scott Gottlieb.
[00:34:52.148 --> 00:34:55.210]  On the left is the former FDA commissioner in charge of regulating Pfizer.
[00:34:55.270 --> 00:34:59.072]  On the right is a current member of the board of director of Pfizer's.
[00:34:59.112 --> 00:35:00.252]  And it goes down the list.
[00:35:00.592 --> 00:35:01.793]  This is just a sampling.
[00:35:03.868 --> 00:35:05.710]  But what else is going on in the payoffs?
[00:35:05.850 --> 00:35:07.813]  CNBC doesn't even hide it on Twitter.
[00:35:08.273 --> 00:35:14.901]  Paid money by Pfizer to run a story about the miracle of mRNA and how it's going to heal everything and how great it is.
[00:35:15.161 --> 00:35:22.891]  And that's why they're forcing us to take it because Fauci said we need a new virus, a new threat to blow up the old system and make people accept it.
[00:35:23.854 --> 00:35:24.995]  Just make people do it!
[00:35:25.075 --> 00:35:36.882]  And, oh, but don't worry, Reuters came out and wrote a fact check saying that wasn't true in our report, even though we showed video of it, because James C. Smith, on the left, is the CEO of Reuters, in charge of informing people about the COVID-19 vaccines.
[00:35:37.202 --> 00:35:40.324]  On the right, he's a current member of the board of directors of Pfizer.
[00:35:44.246 --> 00:35:45.127]  You see how that works?
[00:35:46.388 --> 00:35:48.389]  Fact-checking himself, lying to you.
[00:35:50.814 --> 00:35:58.400]  And our own military that won't take the shots are being put in a drug offender's sexual deviant section and then being drummed out of the military to collapse our military.
[00:36:00.022 --> 00:36:03.404]  This is how you take over America and it's all UN globalist corporate directed.
[00:36:03.444 --> 00:36:04.826]  You lived to see it.
[00:36:05.466 --> 00:36:13.613]  And then as all these people get sick and die with the antibody dependency enhancement that was predicted by all the experts, they go, oh, it's a new cold.
[00:36:13.833 --> 00:36:16.795]  Doesn't test positive as COVID, but everybody's dying the same way.
[00:36:16.816 --> 00:36:19.538]  The body's attacking itself.
[00:36:21.354 --> 00:36:27.501]  Here's John Oliver who attacked me a few days ago with his HBO hit piece.
[00:36:28.022 --> 00:36:30.665]  HBO's probably got six or seven shows running right now that attacked me.
[00:36:30.685 --> 00:36:32.287]  They've got another big one in production.
[00:36:32.307 --> 00:36:34.169]  They've been trying to call me for interviews.
[00:36:34.230 --> 00:36:36.713]  I said, no thanks, you're just going to edit it out of context.
[00:36:39.850 --> 00:36:53.254]  He starts the show saying disinformation shows an image of Alex Jones, and then he cuts to a woman, a Hispanic lady, that got it from Spanish news, and a Spanish-speaking doctor that said there are, quote, natural cures to COVID.
[00:36:53.394 --> 00:36:54.775]  And he goes, that's insane!
[00:36:54.835 --> 00:36:56.956]  There's no cure for COVID except the vaccine.
[00:36:57.276 --> 00:37:01.057]  Really, the vaccine doubles your chances of getting it, doesn't protect you, doesn't cut the severity.
[00:37:01.477 --> 00:37:03.838]  I just showed you all the statistics last segment from John Hopkins.
[00:37:05.182 --> 00:37:07.043]  He just says it's preposterous, there is no cure.
[00:37:07.264 --> 00:37:18.693]  Really, everyone that has natural immunity, like myself and my parents and everybody else that went through this, this year, we all had the cure called our immune system, John Oliver.
[00:37:18.913 --> 00:37:20.314]  But there he is gaslighting.
[00:37:21.335 --> 00:37:22.776]  One week it's ivermectin, doesn't help you.
[00:37:22.796 --> 00:37:24.157]  Another week, vitamin D doesn't help you.
[00:37:24.397 --> 00:37:31.503]  Another week, hydroxychloroquine, because he's there to suppress you and make you think your only hope is these shots that actually slow kill you.
[00:37:33.339 --> 00:37:35.180]  You talk about selling your soul.
[00:37:35.280 --> 00:37:38.461]  So we didn't get money from Bill Gates or anybody.
[00:37:38.501 --> 00:37:39.422]  We got funded by you.
[00:37:39.462 --> 00:37:49.366]  In fact, I think I'm going to start putting a little, basically a text ad on all of our articles saying, not funded by Bill Gates or any other major corporation or the UN or Pfizer.
[00:37:49.706 --> 00:37:51.807]  Funded by viewers and listeners like you!
[00:37:51.827 --> 00:37:54.248]  We should disclose!
[00:37:54.308 --> 00:37:55.489]  We're funded by the listeners!
[00:37:57.850 --> 00:37:59.191]  At infowarestore.com!
[00:38:01.974 --> 00:38:03.655]  Go see the John Hopkins data for yourself.
[00:38:03.675 --> 00:38:07.098]  John Hopkins data proves COVID shots causing majority of illness and death.
[00:38:07.798 --> 00:38:09.940]  I've got mainline articles admitting it in the back of the paper.
[00:38:10.500 --> 00:38:11.301]  This is crazy.
[00:38:12.449 --> 00:38:22.976]  But here's John Oliver, it's a long 20-something minute program, I'm not going to play the whole thing, but here's just some of the parts where he attacked me with straw men, comparing me to other people that are kooks, some that aren't kooks.
[00:38:23.196 --> 00:38:24.657]  But the Hispanic lady's not a kook.
[00:38:24.877 --> 00:38:34.024]  She heard from a Hispanic medical doctor, in Spanish, saying, hey, there is hope, here's all these things, a good immune system, vitamin D, blah, blah, blah.
[00:38:34.264 --> 00:38:36.605]  And then John Oliver's like, this is insane!
[00:38:36.886 --> 00:38:38.747]  There is no cure except the shot!
[00:38:40.157 --> 00:38:46.010]  Except anybody who had immunity is 27 times better than the shot, even in their flawed studies.
[00:38:46.150 --> 00:38:47.293]  Because the shot's not good at all.
[00:38:47.854 --> 00:38:50.119]  That's the reality, but John Oliver thinks you're stupid.
[00:38:50.320 --> 00:38:50.640]  Here it is.
[00:38:51.525 --> 00:38:54.146]  Our story isn't going to be about the fun side of the internet tonight.
[00:38:54.166 --> 00:38:56.607]  It's going to be about the rampant misinformation on it.
[00:38:56.767 --> 00:39:02.209]  Something that we've covered multiple times before, from Alex Jones, to vaccine misinformation, to conspiracy theories.
[00:39:02.229 --> 00:39:07.291]  But tonight, we're going to be looking specifically at misinformation that spreads among immigrant diaspora communities.
[00:39:07.331 --> 00:39:10.092]  The spread of misinformation has real consequences.
[00:39:10.352 --> 00:39:18.975]  When a reporter recently tried to figure out why vaccination rates among Latino communities in California's Central Valley remain low, one woman explained her reluctance like this.
[00:39:19.602 --> 00:39:21.243]  I've heard of a health leader.
[00:39:21.283 --> 00:39:22.164]  Like who?
[00:39:22.184 --> 00:39:23.945]  It's a doctor.
[00:39:24.085 --> 00:39:25.746]  It's a doctor I've heard of.
[00:39:25.846 --> 00:39:27.107]  I've seen him in documentaries.
[00:39:27.687 --> 00:39:30.909]  He tells us that the virus is curable.
[00:39:31.349 --> 00:39:32.030]  This is the doctor.
[00:39:32.070 --> 00:39:33.230]  Look, my name is the doctor.
[00:39:33.310 --> 00:39:37.893]  But the most important thing is that for my people, El Salvador, the answer is no.
[00:39:37.933 --> 00:39:39.594]  We don't have to get the COVID vaccine.
[00:39:39.634 --> 00:39:41.415]  How did you get this video?
[00:39:41.475 --> 00:39:42.676]  They sent it to me.
[00:39:42.696 --> 00:39:43.817]  My mom sent it to me.
[00:39:45.075 --> 00:39:45.916]  Through what media?
[00:39:45.996 --> 00:39:46.896]  Through Facebook.
[00:39:46.917 --> 00:39:52.721]  Why did you decide to believe this doctor and not a doctor like Dr. Fauci?
[00:39:52.741 --> 00:39:54.942]  I've never seen Dr. Fauci.
[00:39:55.102 --> 00:39:55.743]  You've never seen him?
[00:39:55.763 --> 00:39:55.843]  No.
[00:39:56.687 --> 00:39:56.827]  No.
[00:39:57.228 --> 00:39:59.189]  Yeah, that's not great, is it?
[00:39:59.529 --> 00:40:07.015]  And it's a pretty good reminder of how, thanks to social media, it is possible to silo yourself off and have very different experiences of living in America.
[00:40:07.075 --> 00:40:07.215]  It was.
[00:40:07.235 --> 00:40:08.336]  Because she was aware of it.
[00:40:08.356 --> 00:40:16.222]  See, because big, big, big pharma's upset because all these people won't die now because they actually got mudecidine or they actually got vitamin D or they actually got zinc.
[00:40:16.502 --> 00:40:20.425]  You know, 86% of people that got sick with COVID were deficient in vitamin D.
[00:40:21.406 --> 00:40:23.849]  Oh, these bad Hispanics, they're just not smart.
[00:40:24.549 --> 00:40:27.112]  But the British twit, he's gonna teach us how to do it.
[00:40:27.533 --> 00:40:29.094]  But what about Ernest Ramirez, you know?
[00:40:29.615 --> 00:40:33.298]  His son died after getting the Pfizer shot of a heart attack and they said it killed him.
[00:40:33.579 --> 00:40:36.582]  But then GoFundMe wouldn't let him raise money for the funeral or anything.
[00:40:36.822 --> 00:40:40.065]  Because you need to shut up and just take the death of your son we murdered.
[00:40:40.186 --> 00:40:55.385]  Oh, let's go back to John Oliver.
[00:40:55.578 --> 00:41:05.446]  For many older Vietnamese Americans, there is such a vacuum of credible news channels that broadcast in Vietnamese, that many turn to YouTube for their news, with certain channels on in their houses 24-7.
[00:41:07.387 --> 00:41:12.198]  One popular host based here in the United States is Nguy Vu, who brands himself King Radio.
[00:41:12.238 --> 00:41:16.368]  He's basically a Vietnamese Alex Jones, as you can see in rants like these.
[00:41:17.473 --> 00:41:19.814]  China completely has control of Biden.
[00:41:19.934 --> 00:41:23.494]  The whole situation with Hunter Biden's laptop and the trove of data it contains?
[00:41:23.915 --> 00:41:25.395]  All true.
[00:41:25.495 --> 00:41:27.515]  I think Xi Jinping has got his hands on all of it.
[00:41:28.956 --> 00:41:32.636]  George Soros was part of the financial plot to overthrow the Trump administration.
[00:41:32.716 --> 00:41:34.777]  That's true.
[00:41:35.777 --> 00:41:37.898]  Why are we still being forced to wear masks?
[00:41:38.258 --> 00:41:39.418]  Masks are killing people.
[00:41:40.619 --> 00:41:49.772]  If you're in a state that gives you the right to not wear a mask, and then you enter someone's house but they try to make you wear one, tell them fuck you!
[00:41:50.922 --> 00:41:54.485]  I mean, you can see where the Alex Jones comparisons come from.
[00:41:54.965 --> 00:42:04.332]  Both have voices that sound like bones going through a wood chipper, both have an inability to control the volume of said voices, and both have sets clearly inspired by a Windows 95 screensaver.
[00:42:05.012 --> 00:42:16.560]  Also, they both seem to have the same business model, with King Radio selling its audience Viagra, medications, and beauty creams that he claims are made by his cousin, which should be a huge red flag.
[00:42:17.041 --> 00:42:22.024]   Unless his cousin is named Steve Clinique, I do not want Let's stop right there.
[00:42:22.385 --> 00:42:25.127]  So Pfizer tries to make you take their product and does.
[00:42:25.547 --> 00:42:26.608]  Well, they're exempt from it.
[00:42:27.129 --> 00:42:30.011]  But then we're bad because we make products and sell them.
[00:42:30.352 --> 00:42:32.033]  Horrible, non-essential businesses.
[00:42:32.233 --> 00:42:33.194]  By the way, support us.
[00:42:33.374 --> 00:42:33.975]  Underwrite us.
[00:42:34.315 --> 00:42:35.716]  The big sale ends tonight.
[00:42:35.796 --> 00:42:37.938]  I may extend it through tomorrow, but that's it.
[00:42:37.958 --> 00:42:39.119]  40% off on DNA Force Plus.
[00:42:39.580 --> 00:42:39.900]  Ultra 12.
[00:42:41.121 --> 00:42:43.846]  Winner's son, 50% off, and a bunch of other products.
[00:42:43.866 --> 00:42:46.470]  That sale, in fact, I've got the print-up right here with me.
[00:42:46.490 --> 00:42:47.913]  It's going to really anger John Oliver.
[00:42:47.933 --> 00:42:52.881]  But if it's okay with John Oliver, I'm sorry I'm not backed by HBO and George Soros and the rest of it.
[00:42:53.161 --> 00:42:54.023]  DNA Force Plus.
[00:42:54.915 --> 00:42:59.297]  Back in stock, 40% off, less than 24 hours to get that Brain Force Ultra.
[00:42:59.577 --> 00:43:00.598]  That's selling out.
[00:43:01.138 --> 00:43:04.219]  We've got down and out liquid sleep support with eight different natural compounds.
[00:43:04.279 --> 00:43:05.300]  It's absolutely powerful.
[00:43:05.320 --> 00:43:06.100]  50% off.
[00:43:06.440 --> 00:43:07.521]  Survival Shield X2, 40% off.
[00:43:07.561 --> 00:43:09.842]  Super Metal Vitality, 40% off.
[00:43:09.982 --> 00:43:11.742]  Infowarstore.com.
[00:43:12.023 --> 00:43:17.525]  Yes, underwrite us, keep us on air, but whatever you do, pray for a global awakening and share the live feed of this show.
[00:43:17.945 --> 00:43:24.288]  And share it on your email, your text message, by word of mouth, and tell folks about the local radio stations you're listening to and the TV stations you're watching.
[00:43:24.588 --> 00:43:28.331]  We're risking our lives fighting this tyranny because we know there's no future if we don't do it.
[00:43:28.631 --> 00:43:31.034]  Somebody's got to take one for the team, and we're doing it.
[00:43:31.054 --> 00:43:31.474]  We're going 110%.
[00:43:32.515 --> 00:43:34.515]  It's hour two coming up.
[00:43:34.515 --> 00:44:08.116]   You realize that The level, the magnitude, the insanity of the naked criminal activity to have all these federal regulators on the board of Moderna, on the board of Pfizer, Reuters, currently on the board of Pfizer, putting out this info and lying for them, and then not even disclosing it in the articles at Reuters.
[00:44:08.196 --> 00:44:11.017]  I mean, that is just, just absolutely criminal.
[00:44:11.697 --> 00:44:13.277]  But they know they control the Justice Department.
[00:44:14.078 --> 00:44:18.599]  And the Republicans, even the best people we've got, are very, very weak responses to all this.
[00:44:19.670 --> 00:44:20.951]  I'll talk about that more next segment.
[00:44:20.971 --> 00:44:30.155]  But this story out of CNBC where it says on CNBC's Twitter that this article is paid for by Pfizer.
[00:44:32.396 --> 00:44:36.657]  And I wonder if at the end of the article it says paid for by Pfizer on the physical article.
[00:44:37.018 --> 00:44:39.679]  Because used to they would say paid for by Bill Gates at the very bottom.
[00:44:40.719 --> 00:44:40.939]  Nope!
[00:44:41.860 --> 00:44:53.504]   They're not even telling you in the actual article on CNBC it's paid for But it is paid for, they're admitting, on Twitter.
[00:44:53.805 --> 00:44:57.246]  And I guess that's because of some federal laws when something's a paid advertisement.
[00:44:59.868 --> 00:45:02.649]  Oh, it does say at the top, paid post for Pfizer.
[00:45:02.929 --> 00:45:03.570]  Wow!
[00:45:03.710 --> 00:45:04.630]  So even on there it is.
[00:45:04.670 --> 00:45:05.691]  I thought it would be at the bottom.
[00:45:05.711 --> 00:45:06.651]  Now they're sticking it at the top.
[00:45:06.711 --> 00:45:09.793]  Wow, they really flaunt all this in your face.
[00:45:11.186 --> 00:45:16.690]  Well, they declare our military as sexual deviants and drug offenders if they don't take the poison shot.
[00:45:17.131 --> 00:45:20.173]  That's criminal drug evasion right out of THX 1138.
[00:45:20.493 --> 00:45:27.959]  So here's John Oliver, who is a very slimy evil person.
[00:45:27.979 --> 00:45:30.121]  I mean, it doesn't get much more evil than this guy.
[00:45:30.141 --> 00:45:46.481]   There's videos documenting it out there, the techniques he uses, but he'll tell a funny joke and show a silly woman or a silly animal or a silly man, something totally ridiculous, and then Tell a bunch of really sick, evil disinformation and then tell another big lie and repeat it over and over again.
[00:45:46.501 --> 00:45:49.602]  So he tells a big joke right before the next giant whopper lies.
[00:45:49.842 --> 00:45:52.023]  Like, look at this stupid Hispanic lady.
[00:45:52.063 --> 00:45:52.844]  What does she know?
[00:45:53.264 --> 00:46:02.748]  Oh, look at this Vietnamese guy, you know, saying that Soros is involved in politics or that, you know, that Xi Jinping owns Biden.
[00:46:02.788 --> 00:46:08.191]  Biden just said, in fact, cue it up for next segment, Biden said China owns America.
[00:46:08.911 --> 00:46:11.472]  Hell, this guy's just saying China owns Joe!
[00:46:12.112 --> 00:46:14.093]  Joe says, I know Xi Jinping better than anybody!
[00:46:14.333 --> 00:46:15.094]  Even his own people!
[00:46:15.294 --> 00:46:17.815]  I spent two hours a week talking to him for years!
[00:46:18.135 --> 00:46:19.156]  I love Xi Jinping!
[00:46:19.776 --> 00:46:20.416]  Yeah, we know you do!
[00:46:20.436 --> 00:46:24.818]  Now you're destroying our country and our military and everything else, and then we've got this twit!
[00:46:25.398 --> 00:46:36.003]  I love British folks, but I mean, you know, just... Hollywood loves to bring Brits over here, like, that means you have a higher IQ because you'll speak in a British accent, because of the Cockney accent, and then they do this, it's a sick joke!
[00:46:37.108 --> 00:46:39.010]  So he's sitting here preying on you with lies.
