[00:00:00.429 --> 00:00:04.212]  2024.
[01:34:55.277 --> 01:34:57.038]  This republic is falling.
[01:34:57.298 --> 01:34:58.098]  It is crumbling.
[01:34:58.118 --> 01:34:58.959]  I just want to be clear.
[01:34:59.499 --> 01:35:00.459]  It will not be saved.
[01:35:00.739 --> 01:35:03.580]  The money system, the currency will not be saved.
[01:35:04.551 --> 01:35:09.920]  That's why they need nuclear war, because they know they've got to have a crisis big enough to not go to prison for what they've done.
[01:35:09.980 --> 01:35:11.623]  This is all about them surviving.
[01:35:13.095 --> 01:35:16.436]  Yeah, that's right, and they don't care what gets destroyed as long as they survive.
[01:35:16.817 --> 01:35:21.779]  But states like Texas and Florida and others, you've got to be thinking about the replacement currency system.
[01:35:21.859 --> 01:35:24.720]  How do you keep your economies running as the dollar collapses?
[01:35:25.080 --> 01:35:32.563]  And also, the collapse of the United States military, because when the Treasury defaults on the dollar debt, the military will be non-functional.
[01:35:33.023 --> 01:35:37.285]  Alex, I know you've thought about this, but think about the implications for Ukraine.
[01:35:37.825 --> 01:35:43.188]  For Israel, for Taiwan, for all the soldiers and all the military bases all over the world.
[01:35:43.208 --> 01:35:45.409]  They're going to be cut off and have no paychecks.
[01:35:46.289 --> 01:35:49.430]  And then the attacks will come just instantly against the U.S.
[01:35:49.470 --> 01:35:51.731]  bases by all the other countries that the U.S.
[01:35:51.771 --> 01:35:52.732]  has bombed over the years.
[01:35:53.132 --> 01:35:56.514]  So this is going to get Mad Max is where this is going.
[01:35:56.554 --> 01:35:57.754]  I don't know when exactly.
[01:35:57.774 --> 01:36:00.095]  I don't know the sequence, but that's where it's going.
[01:36:00.455 --> 01:36:01.816]  So be prepared in every way you can.
[01:36:04.495 --> 01:36:06.576]  And what's crazy is, Chase, I'm going to interrupt you.
[01:36:06.716 --> 01:36:06.977]  Go ahead.
[01:36:07.317 --> 01:36:08.317]  I've known you 20 years, Mike.
[01:36:08.377 --> 01:36:09.638]  You're mainly the nutrition guy.
[01:36:09.658 --> 01:36:10.579]  I'm worried about GMO.
[01:36:10.599 --> 01:36:14.361]  Then about 10 years ago, or 12 years ago, you got really hardcore and said no.
[01:36:15.121 --> 01:36:16.942]  So people say Alex Jones is the modern news today.
[01:36:17.002 --> 01:36:21.925]  You've been next decade's news today on the blackpilling, but not to be blackpilled to get people ready.
[01:36:21.985 --> 01:36:29.329]  I mean, you, I mean, I would say, you know, Mike's too blackpilled 10 years ago, but you, when did you click and really get this?
[01:36:29.450 --> 01:36:29.910]  No, because you,
[01:36:30.663 --> 01:36:31.984]  Because we're not in a competition.
[01:36:32.004 --> 01:36:34.065]  I'm ahead of you on some things, you're ahead of me on a lot of things.
[01:36:34.365 --> 01:36:40.669]  But when did you really, because you were saying 10 years ago, get new currencies, it's all going to collapse, prepare, they're going to cut the food off.
[01:36:40.909 --> 01:36:43.971]  And I knew that was in their plans, but I was like, still it's kind of like, well, it's academic.
[01:36:44.351 --> 01:36:45.392]  You've really nailed it.
[01:36:46.897 --> 01:36:48.558]  Well, look, you're going to have Steve Quayle on.
[01:36:48.959 --> 01:36:55.784]  I thought the same thing about Steve Quayle 20 years ago, that you were just saying you thought about me 10 years ago, and Steve Quayle was right before all of us.
[01:36:55.864 --> 01:36:59.807]  I mean, like, I used to hear Steve Quayle like, how could it possibly be that bad?
[01:36:59.847 --> 01:37:02.610]  And now I'm like, Steve Quayle was an optimist, you know?
[01:37:03.010 --> 01:37:05.172]  So that's just, this is where we are, Alex.
[01:37:05.452 --> 01:37:06.713]  I don't know how else to say it.
[01:37:06.873 --> 01:37:07.954]  This is where we are.
[01:37:08.374 --> 01:37:14.359]  People better wake up and get a grip on reality, or you will be probably destroyed by the series of events that are coming.
[01:37:14.959 --> 01:37:16.020]  That's all there is to say.
[01:37:16.040 --> 01:37:19.544]  A lot of people are not going to make it.
[01:37:19.984 --> 01:37:27.112]  The global population will be reduced by billions of people if the globalists launch their wars and pandemics and vaccines and get their way.
[01:37:27.172 --> 01:37:27.572]  Think about it.
[01:37:27.752 --> 01:37:32.477]  Billions of people that are here now will not be with us in the years ahead.
[01:37:32.717 --> 01:37:34.018]  So prepare accordingly.
[01:37:34.139 --> 01:37:34.759]  That's all I'm saying.
[01:37:39.409 --> 01:37:46.223]  I already know all this, I know it's real, but I kept thinking, well it's academic, we'll back it off, we'll get people in the system to wake up and not do it.
[01:37:47.401 --> 01:37:50.642]  They're so evil, and their minions are so programmed.
[01:37:51.982 --> 01:37:52.523]  It's going down.
[01:37:53.163 --> 01:37:54.783]  And again, how horrible is it going to be?
[01:37:54.803 --> 01:37:56.204]  Chase, you wanted to say something before Mike left.
[01:37:56.284 --> 01:38:06.307]  Well, the thing that comes to mind, as you just said, is the longer that it takes for us to awaken the populace, the fewer options that we have of recourse.
[01:38:06.427 --> 01:38:07.207]  Very astute.
[01:38:07.667 --> 01:38:07.987]  Exactly.
[01:38:08.007 --> 01:38:13.429]  We can do so much right now and limit this, but the more this goes down, it becomes more dystopian.
[01:38:13.789 --> 01:38:16.970]  Every week, if you look at the trajectory, it gets more nightmarish.
[01:38:17.170 --> 01:38:27.957]  You know, it's funny because they came out with this new Dune series, and I think they thought it was going to have a leftist message, like it was going to be something that people were going to attribute to the Gossens or something like that.
[01:38:27.977 --> 01:38:28.878]  Yeah, pre-programmed.
[01:38:29.018 --> 01:38:37.604]  They're trying to do that, but the whole story is about the individual assuming his own identity, reaching self-actualization.
[01:38:38.044 --> 01:38:40.366]  Reaching back to his ancestors, accessing instinct.
[01:38:40.726 --> 01:38:40.926]  Right.
[01:38:41.286 --> 01:38:43.788]  Accepting what was his fate and his destiny.
[01:38:43.868 --> 01:38:55.654]  And there's that beautiful line in the second one where he says, I've seen a thousand different ways, a thousand different futures where all of our enemies win, but there is a narrow way forward.
[01:38:55.934 --> 01:38:57.775]  And that's what we're experiencing right now.
[01:38:57.795 --> 01:38:59.295]  That's why that story is so powerful.
[01:38:59.315 --> 01:39:00.796]  And that sounds like, oh, it's hard.
[01:39:00.876 --> 01:39:02.317]  No, we do this, we win.
[01:39:02.597 --> 01:39:03.718]  But you've got to admit it all.
[01:39:03.758 --> 01:39:04.158]  Great point.
[01:39:04.278 --> 01:39:04.658]  Anything else?
[01:39:04.998 --> 01:39:05.458]  No, go ahead.
[01:39:05.499 --> 01:39:05.859]  No, go ahead.
[01:39:06.539 --> 01:39:24.113]  Well, the one point that I wanted to bring up at the beginning is, because I always bounce back and forth, and I'd love to hear both of you guys respond to this, as to whether or not this is a manifestation of a conspiracy, an intentional conspiracy, or a lack of competence, or just a conflict of interests among incentives.
[01:39:24.153 --> 01:39:29.658]  No, it's super evil people that are scared of all the technology and want to control it and get rid of people because it's out of control.
[01:39:29.858 --> 01:39:31.619]  They want the technology, but they want to get rid of people.
[01:39:31.919 --> 01:39:33.701]  I said it on Mike's show today that I'm sure it's out now.
[01:39:33.721 --> 01:39:34.461]  He should tell us where it is.
[01:39:35.422 --> 01:39:36.242]  We're good to go.
[01:40:04.312 --> 01:40:14.757]  We know that the fractional reserve banking system, central banking, the dollar as a global reserve currency is in large dependent on the petrodollar, but we simultaneously see this huge push for green energy.
[01:40:14.777 --> 01:40:23.642]  I'm not opposed to renewable energy by any means, but why would you want to eradicate the fossil fuel that is the foundation of your currency?
[01:40:23.662 --> 01:40:24.963]  It's the cover for the collapse.
[01:40:24.983 --> 01:40:26.543]  They tell you this is the new thing.
[01:40:26.884 --> 01:40:27.644]  It's a bridge to nowhere.
[01:40:27.664 --> 01:40:29.365]  Mike Adams closing comment on the things he said.
[01:40:30.595 --> 01:40:33.196]  Often we're not thinking big enough about this.
[01:40:33.256 --> 01:40:45.963]  I would ask Chase in particular to think about from where are the orders originating to the globalists to exterminate humanity and to alter the atmosphere, to eliminate carbon dioxide.
[01:40:46.003 --> 01:40:46.643]  No, I totally agree.
[01:40:46.663 --> 01:40:50.825]  If you extrapolate out, if you and I came to this conclusion 10 years together, it's aliens.
[01:40:51.486 --> 01:40:53.707]  It is an anti-human form.
[01:40:53.887 --> 01:40:56.728]  And when I say this is the top general, they go, yeah, we all know that.
[01:40:57.228 --> 01:40:58.929]  Like, I don't mean it's like top form.
[01:40:58.949 --> 01:40:59.910]  We're talking terraforming.
[01:41:00.592 --> 01:41:01.195]  Terraforming objects.
[01:41:01.215 --> 01:41:01.878]  Explain it, explain it.
[01:41:03.243 --> 01:41:08.527]  Well, the alteration of the atmosphere, the sequestration of CO2, will destroy the entire food web on planet Earth.
[01:41:08.848 --> 01:41:11.290]  And that is the goal of the climate cultists.
[01:41:11.770 --> 01:41:21.258]  So, who would want to block the sun, to dim sunlight, which would simulate Earth being at a farther distance, orbiting its central star, the sun?
[01:41:21.739 --> 01:41:30.326]  Who would want a planet that's colder, that has less of a food web, and is completely sterilized and cleansed of almost all human beings?
[01:41:30.886 --> 01:41:32.107]  During the rise of the AI.
[01:41:32.227 --> 01:41:32.847]  Who would want to do that?
[01:41:32.867 --> 01:41:33.588]  That would be a Silicon Life form.
[01:41:33.608 --> 01:41:35.369]  If you can ask that question, then you know what's going on.
[01:41:35.389 --> 01:41:37.791]  There's your answer.
[01:41:39.132 --> 01:41:39.852]  Briefly expand on that.
[01:41:39.892 --> 01:41:40.232]  I agree with you.
[01:41:40.252 --> 01:41:40.813]  That's where it all goes.
[01:41:40.833 --> 01:41:41.954]  This is my first time hearing this.
[01:41:41.994 --> 01:41:42.834]  Please explain it.
[01:41:42.854 --> 01:41:44.215]  It's a Silicon takeover.
[01:41:44.235 --> 01:41:45.276]  It's a Silicon alien group.
[01:41:46.016 --> 01:41:46.296]  Go ahead.
[01:41:46.336 --> 01:41:46.597]  Tell them.
[01:41:46.677 --> 01:41:47.437]  Cosmic AI.
[01:41:47.617 --> 01:41:51.700]  Cosmic AI already infiltrated all the information systems on our planet.
[01:41:51.840 --> 01:41:55.643]  Which Hollywood tells you in Oblivion, one of the most important films ever made.
[01:41:56.103 --> 01:41:56.963]  Because... Exactly.
[01:41:57.164 --> 01:41:57.524]  Exactly.
[01:41:58.399 --> 01:41:59.359]  So is this a simulation?
[01:41:59.679 --> 01:42:00.679]  Are we in a simulation?
[01:42:00.759 --> 01:42:02.160]  Or is this AI existing within us?
[01:42:02.200 --> 01:42:03.620]  No, no, no.
[01:42:03.840 --> 01:42:05.520]  We are transceivers in the DNA.
[01:42:05.560 --> 01:42:07.301]  It's been in science now.
[01:42:07.461 --> 01:42:08.441]  It's all new, but it's not proven.
[01:42:08.741 --> 01:42:13.322]  We transceive epigenetic communications and communications with all life.
[01:42:13.342 --> 01:42:14.022]  It's the sixth sense.
[01:42:14.362 --> 01:42:24.343]  So it's sending an interdimensional transmission ahead of it so that it builds the base at once before it expends the energy to actually travel here or interdimensionally gate into it.
[01:42:24.643 --> 01:42:27.064]  So it's simply probably being done on thousands of worlds right now.
[01:42:28.104 --> 01:42:29.946]  Time means nothing to AI.
[01:42:30.066 --> 01:42:32.088]  Time means nothing because it's not biological.
[01:42:33.429 --> 01:42:34.890]  And I'll leave you with this, Alex.
[01:42:35.210 --> 01:42:38.813]  Faster-than-light travel is very commonplace in our cosmos.
[01:42:40.034 --> 01:42:40.935]  It's interdimensional.
[01:42:42.856 --> 01:42:44.297]  Yeah, yeah, there's that element too.
[01:42:44.498 --> 01:42:49.763]  But I just mean, even in our physical space, FTL drives are commonplace.
[01:42:49.803 --> 01:42:53.426]  That's why China's setting up gravity wave detection systems on the far side of the moon.
[01:42:53.786 --> 01:43:00.713]  They're detecting basically transport wave, you know, like a boat in the lake that sends out a wake.
[01:43:01.133 --> 01:43:04.797]  When you do faster than light travel in the cosmos, you send out a wake of gravity waves.
[01:43:05.657 --> 01:43:06.598]  This is straight science.
[01:43:06.738 --> 01:43:07.639]  This is not science fiction.
[01:43:07.799 --> 01:43:08.980]  This is just straight-up science.
[01:43:09.341 --> 01:43:14.625]  China's going to have the best equipment to detect faster-than-light travel on the far side of the moon.
[01:43:14.705 --> 01:43:16.146]  And why would they be doing that?
[01:43:16.166 --> 01:43:20.911]  Because clearly these technological advances were transmitted for the best information I had.
[01:43:20.931 --> 01:43:26.715]  They kind of tell you what they're doing, like in species, where they send the code to the radio telescope, how to build this with DNA that's an alien takeover.
[01:43:27.256 --> 01:43:30.158]  That's kind of a stupid, dumbed-down metaphor for it, but clearly
[01:43:31.339 --> 01:43:40.142]  It appears that the West made the deal with whatever the most advanced data that was transmitted to build this, and so they made a deal to do this as long as they kill everybody.
[01:43:40.162 --> 01:43:46.024]  They're being promised a silicon upload to join the end of childhood in paradigm.
[01:43:49.388 --> 01:43:57.717]  I gave a speech at Steve Quayle's event in 2019 called Oblivion Agenda that lays out all of this and predicted everything that's happened since then.
[01:43:58.337 --> 01:44:01.961]  And people can find that video out there, but this is a non-human
[01:44:02.865 --> 01:44:10.209]  A cosmic intelligence takeover, and it just looks like, it looks like taking down alternative media.
[01:44:10.309 --> 01:44:18.894]  It looks like vaccine bioweapons, pandemics, nuclear war, but those are just the lower level effects of the top motivations.
[01:44:18.974 --> 01:44:22.456]  Exactly, and humans are being tricked into the kill, steal, and destroy.
[01:44:22.616 --> 01:44:23.977]  Satan, fallen angel here.
[01:44:24.657 --> 01:44:26.158]  We're more advanced, don't know it.
[01:44:26.238 --> 01:44:27.739]  He needs us to also build stuff.
[01:44:27.899 --> 01:44:30.260]  That's another part is they don't even know how to do this.
[01:44:30.741 --> 01:44:32.662]  They're just older and know how to program us.
[01:44:33.102 --> 01:44:36.204]  And it's as crazy as all the ancient knowledge merges with what I'm actually seeing.
[01:44:36.464 --> 01:44:37.745]  It's not like I've just bought into some...
[01:44:40.026 --> 01:44:53.535]  We all together are getting this and envisioning it, and at the same time, we are actually getting transmissions from God, and then God's servants, the angels, that don't get involved, but give us free will to then understand this and defeat it.
[01:44:53.755 --> 01:44:58.338]  And that's really why, because there's a lot of broadcasts, there's channels.
[01:44:58.879 --> 01:45:00.820]  And so they're programming planets with what they want.
[01:45:01.280 --> 01:45:05.343]  And so they're programming the planet for us to kill each other and give it over to them, because they're terraformers.
[01:45:05.723 --> 01:45:09.310]  But we're getting another transmission of, you don't have to do this, you can do this, this is another plan.
[01:45:09.330 --> 01:45:09.991]  Does that make sense, Mike?
[01:45:11.394 --> 01:45:16.905]  Yeah, and I would just say to Chase, listening to all this, he's only been at Infowars 13 months, five years from now.
[01:45:17.805 --> 01:45:19.866]  You'll look back at this and this will be like, oh yeah, of course.
[01:45:20.126 --> 01:45:21.287]  Yeah, I don't doubt it.
[01:45:21.587 --> 01:45:25.009]  My mind's blown every day here, so I come to work expecting to have it in my inbox.
[01:45:25.089 --> 01:45:26.470]  I'm not even debating here.
[01:45:27.151 --> 01:45:31.673]  But notice the enemy doesn't ever attack what I say about this or make a joke about it, because they all know it.
[01:45:31.833 --> 01:45:32.013]  Right.
[01:45:32.094 --> 01:45:35.395]  I mean, I meet with top generals, not just Flynn and others, and they're like, no, we all know this.
[01:45:36.056 --> 01:45:38.557]  I literally, literally get transmissions.
[01:45:39.678 --> 01:45:41.119]  Elon Musk knows all about this.
[01:45:43.008 --> 01:45:43.489]  Yeah.
[01:45:43.909 --> 01:45:46.112]  This reminds me of your conversation with with Joe Rogan.
[01:45:46.132 --> 01:45:54.242]  I don't know if it was episode 9-11 or whichever one you did where you were talking about the facilities where they would do the DMT drip and they would bring you close to it.
[01:45:54.342 --> 01:45:55.243]  Is this tied in on me?
[01:45:55.283 --> 01:45:56.404]  Are these artificial intelligence?
[01:45:56.424 --> 01:45:58.407]  Well, we knew about that because because
[01:45:58.627 --> 01:46:04.052]  My mother's friend was the deputy director of the San Francisco Psychedelic Research Center, he was a CIA.
[01:46:04.573 --> 01:46:13.221]  And so I would go on road trips when I was five, six in the back of the Volkswagen while they were talking about, you know, it's basically astronauts, we give them the drip and they go in.
[01:46:13.701 --> 01:46:19.286]  Some volunteer to have their heart stopped for like five minutes because that also pushes you even further.
[01:46:19.867 --> 01:46:23.730]  And so I'm like six years old in the back of a Volkswagen listening to this going while we're driving.
[01:46:25.151 --> 01:46:27.272]  Are they contacting the same consciousness?
[01:46:27.292 --> 01:46:40.757]  Well notice I said that on Rogan then and then six months later they declassified it and said yeah we're doing DMT drips and they sent them in like astronauts to map it and these things are so evil when they go there they go I'm not talking to you unless you kill three kids and slit their throats right now.
[01:46:41.577 --> 01:46:52.641]  Alex, right now we can take off the shelf AI language models and we can feed it documents, secret documents that have been redacted and the AI will fill in the redactions.
[01:46:53.556 --> 01:46:54.777]  And it's incredibly good.
[01:46:54.997 --> 01:46:57.119]  So the government's secrets are no longer secrets.
[01:46:57.799 --> 01:47:01.101]  This was like that Sneakers movie with Redford back in the 80s.
[01:47:01.121 --> 01:47:01.581]  Remember that?
[01:47:02.642 --> 01:47:03.643]  What was that?
[01:47:03.703 --> 01:47:05.004]  SeaTech Astronomy?
[01:47:05.204 --> 01:47:05.884]  That was the anime.
[01:47:05.904 --> 01:47:06.205]  Absolutely.
[01:47:07.225 --> 01:47:07.646]  Remember that?
[01:47:08.106 --> 01:47:09.807]  So that's what this is right now.
[01:47:09.827 --> 01:47:14.750]  And that's off-the-shelf, open-source AI tech, the kind of tech that we're using to build systems right now.
[01:47:14.770 --> 01:47:21.575]  And that's why the establishment, and you're coming on soon, when we shut down tomorrow, you've been doing just basic off-the-shelf AI.
[01:47:21.615 --> 01:47:22.976]  And I did see the reports you put out.
[01:47:24.117 --> 01:47:24.558]  Absolutely.
[01:47:24.718 --> 01:47:31.731]  AI now knows and can take a classified document that's half blacked out and give you like 95% accuracy with what they were saying.
[01:47:32.742 --> 01:47:33.742]  That's right, that's right.
[01:47:34.362 --> 01:47:40.524]  So think about all the redacted UFO documents that are out there, all the vaults that have been released but it's redacted.
[01:47:40.964 --> 01:47:42.605]  All those secrets are about to come out.
[01:47:42.785 --> 01:47:45.025]  There are no coincidences in what's happening.
[01:47:45.066 --> 01:47:50.707]  The problem is that you can know the answer to these secrets and there's no accountability in the government and the systems.
[01:47:50.727 --> 01:47:53.428]  Well, that's because they're sellouts to it, but let me tell you a big secret.
[01:47:54.268 --> 01:47:57.049]  And I've really struggled with this, but I prayed about it and God showed it to me.
[01:47:58.962 --> 01:48:00.564]  I said this on the show Rogan actually, years ago.
[01:48:00.984 --> 01:48:02.886]  God has no guilt and is perfect.
[01:48:04.347 --> 01:48:09.932]  But God is lonely and wants to create beings that have free will.
[01:48:10.793 --> 01:48:17.278]  But to create something with new free will, with the potentiality of the universe, you have to give them the right to make a mistake.
[01:48:17.979 --> 01:48:21.602]  And so because we have so much power, God allows these things
[01:48:22.517 --> 01:48:25.057]  We call it Satan to do this as our tester.
[01:48:25.538 --> 01:48:29.118]  And that's why the Satanist always says, your God's a sadist.
[01:48:29.138 --> 01:48:30.298]  He lets us do this.
[01:48:30.659 --> 01:48:35.740]  And that's actually the only truth of where you could say, I hate God and I don't hate God.
[01:48:36.260 --> 01:48:39.020]  But to look at this and say, why would God let this happen?
[01:48:39.400 --> 01:48:40.100]  It's a love affair.
[01:48:40.420 --> 01:48:47.462]  He's creating actual sentient beings with the potential of the universe for this huge plan that King David was shown at the third heaven.
[01:48:49.981 --> 01:48:53.223]  And so, it's a question.
[01:48:53.263 --> 01:48:59.926]  God says, no, I did this, I had a question, I thought it was better to people of the universe with unlimited consciousness, but I have to, it's like a child.
[01:49:00.207 --> 01:49:02.708]  And God said, did you have children, Jones?
[01:49:03.468 --> 01:49:04.389]  They'll die someday.
[01:49:05.790 --> 01:49:06.950]  Giving them life gives them death.
[01:49:07.190 --> 01:49:09.312]  And they can be bad people, they can have horrible things happen.
[01:49:09.652 --> 01:49:10.692]  Did you still have them?
[01:49:11.093 --> 01:49:13.694]  The world's a horrible place, Mr. Jones, in dreams, God's telling me.
[01:49:14.074 --> 01:49:14.935]  Did you have them?
[01:49:15.854 --> 01:49:16.935]  And I said, yes, I had them.
[01:49:16.955 --> 01:49:18.357]  And he goes, I had you.
[01:49:18.817 --> 01:49:20.880]  And that is the secret of God right there.
[01:49:21.000 --> 01:49:22.121]  And it's beautiful.
[01:49:22.181 --> 01:49:26.546]  I mean, it's like, oh my God, God is literally telling me this in my dreams.
[01:49:27.787 --> 01:49:30.631]  30 seconds and we got, somebody got an emergency, but he's now on with us.
[01:49:31.512 --> 01:49:31.912]  Steve Bannon.
[01:49:32.112 --> 01:49:33.174]  I mean, Steve Bannon's coming up too.
[01:49:34.495 --> 01:49:34.936]  Mike Adams.
[01:49:34.996 --> 01:49:35.636]  It's just amazing.
[01:49:37.566 --> 01:49:42.469]  Bottom line, people need to record this interview, download it, store it locally.
[01:49:42.889 --> 01:49:49.432]  All cloud-based systems are going to be attacked and revised, and there will be no anonymity allowed on cloud computing systems.
[01:49:49.492 --> 01:49:51.753]  Everything's got to come local, decentralized.
[01:49:52.134 --> 01:49:55.695]  So start downloading BAM.videos and other content.
[01:49:56.016 --> 01:50:00.858]  Be ready to share it through peer-to-peer, non-centralized sharing systems.
[01:50:01.418 --> 01:50:02.579]  So get ready.
[01:50:02.599 --> 01:50:04.860]  That's going to be the network of human survival.
[01:50:06.279 --> 01:50:06.539]  Absolutely.
[01:50:06.559 --> 01:50:07.560]  I want to be 100% clear.
[01:50:08.360 --> 01:50:12.784]  God isn't our Heavenly Father in some nomenclature or as an archetype.
[01:50:12.824 --> 01:50:12.964]  No.
[01:50:13.864 --> 01:50:19.909]  God is more our Father than my wife and I's child and my ex-wife's three children.
[01:50:21.090 --> 01:50:25.654]  We are, that's not even incontestable compared to God.
[01:50:25.954 --> 01:50:27.675]  God is your real Creator.
[01:50:28.156 --> 01:50:29.477]  Your real Father.
[01:50:30.503 --> 01:50:33.905]  I'm going to say again, the satanists go, why is your God a satanist?
[01:50:33.965 --> 01:50:34.946]  Why did he let you do this?
[01:50:35.206 --> 01:50:36.087]  No, we did this.
[01:50:36.647 --> 01:50:38.769]  So why did I have children when they could do bad things?
[01:50:38.809 --> 01:50:39.609]  Because God loves us.
[01:50:39.869 --> 01:50:41.050]  Mike, is that not important?
[01:50:41.090 --> 01:50:42.631]  I think that's really the key to this.
[01:50:45.413 --> 01:50:47.515]  Consciousness creates the cosmos, Alex.
[01:50:47.695 --> 01:50:48.475]  You just nailed it.
[01:50:50.156 --> 01:50:52.898]  And to answer Chase's earlier question, are we living in a simulation?
[01:50:53.418 --> 01:50:55.420]  Yes, we're living in a simulation of our own creation.
[01:50:56.539 --> 01:50:56.779]  Wow.
[01:50:57.159 --> 01:50:57.860]  So it's recursive.
[01:50:58.040 --> 01:51:02.103]  Yes, we are the creators in God's image, little g. Genesis.
[01:51:02.323 --> 01:51:02.523]  Right.
[01:51:03.183 --> 01:51:03.904]  As above, so below.
[01:51:03.924 --> 01:51:04.924]  It's happening in real time.
[01:51:05.165 --> 01:51:06.886]  Anything we want, we do it.
[01:51:07.506 --> 01:51:21.195]  And the globalist, that's how 160 years ago, Francis Galton invented the terms of technology and genetics and biometrics and said, we will do all this to control things and be gods.
[01:51:21.815 --> 01:51:23.016]  And how did he have the vision?
[01:51:23.991 --> 01:51:25.591]  You see, he wasn't getting it from God.
[01:51:25.631 --> 01:51:27.752]  He was getting it and then using it for evil.
[01:51:28.232 --> 01:51:31.873]  Mike Adams, healthranger.com, naturalnews.com.
[01:51:32.373 --> 01:51:33.273]  How do people follow you?
[01:51:33.333 --> 01:51:34.613]  How do people support the great work you're doing?
[01:51:36.434 --> 01:51:38.794]  Just naturalnews.com, brighttown.com.
[01:51:38.834 --> 01:51:40.214]  And thank you, Alex, for having me on.
[01:51:40.254 --> 01:51:41.555]  God bless you and all your crew.
[01:51:41.995 --> 01:51:43.495]  And we'll stay tuned and spread the word.
[01:51:44.095 --> 01:51:44.435]  Thank you.
[01:51:44.755 --> 01:51:48.556]  So folks, if you want to know why the cult's scared, only the top initiates
[01:51:49.881 --> 01:51:51.022]  Know this, okay?
[01:51:51.482 --> 01:51:57.605]  So we're telling you the secret highest level initiation operation that they have, okay?
[01:51:58.246 --> 01:52:05.450]  And I've done it from literature and studying and their predictive programming, but that's like 30% of it.
[01:52:06.290 --> 01:52:08.752]  I literally get this information from God.
[01:52:09.639 --> 01:52:11.962]  It literally tells me their operations.
[01:52:12.002 --> 01:52:12.803]  That's what this is.
[01:52:13.223 --> 01:52:14.244]  And I'm not saying to impress people.
[01:52:14.264 --> 01:52:15.566]  That's why the enemy's so scared, folks.
[01:52:16.086 --> 01:52:22.354]  I'm nobody, but God chose me to do this, and I'm literally interfacing, and now I've just learned, whatever God says.
[01:52:22.374 --> 01:52:24.396]  Like, God says, they're shutting your company down tonight, get ready.
[01:52:24.636 --> 01:52:25.537]  Everybody's, how do you know this?
[01:52:25.637 --> 01:52:26.638]  It was real!
[01:52:27.594 --> 01:52:31.055]  And sure, I picked up stuff with the security guards, and I just bluffed, hey, why are more guys coming tonight?
[01:52:31.275 --> 01:52:31.936]  Well, how do you know that?
[01:52:32.276 --> 01:52:33.516]  I mean, that's God, folks.
[01:52:33.556 --> 01:52:35.437]  That wasn't me picking something up.
[01:52:35.837 --> 01:52:36.998]  That was God going, you notice that?
[01:52:37.018 --> 01:52:37.898]  It wasn't me.
[01:52:37.958 --> 01:52:39.459]  It was like, tap on the shoulder.
[01:52:39.479 --> 01:52:42.680]  Hey, you see that right there?
[01:52:42.840 --> 01:52:44.060]  This is powerful.
[01:52:44.221 --> 01:52:45.101]  God's real.
[01:52:45.181 --> 01:52:46.041]  We are eternal.
[01:52:46.882 --> 01:52:47.742]  Yeah, there's no doubt about it.
[01:52:47.762 --> 01:52:49.363]  I mean, that is amazing, people.
[01:52:49.423 --> 01:52:50.123]  It's real!
[01:52:52.509 --> 01:52:54.030]  We don't have to be scared of these people.
[01:52:54.110 --> 01:52:55.311]  Sure, we'll have some pain.
[01:52:56.012 --> 01:52:57.873]  But man, God's so much more powerful.
[01:52:57.933 --> 01:52:59.494]  It's like, you just gotta go with God.
[01:53:00.975 --> 01:53:02.176]  Jack said he had an emergency.
[01:53:02.216 --> 01:53:03.377]  He's had some trouble getting on.
[01:53:03.397 --> 01:53:07.761]  Get Roseanne Barr on.
[01:53:07.781 --> 01:53:08.281]  She's calling me.
[01:53:08.941 --> 01:53:09.862]  Jack said, give me five.
[01:53:09.902 --> 01:53:10.603]  Put her on speaker.
[01:53:10.963 --> 01:53:11.603]  No, I'll call her.
[01:53:11.944 --> 01:53:13.165]  There's Jack Posobiec.
[01:53:13.225 --> 01:53:13.905]  Well, let's go to him.
[01:53:13.985 --> 01:53:14.446]  Punch him up.
[01:53:14.766 --> 01:53:15.606]  He's a busy guy.
[01:53:16.227 --> 01:53:17.288]  He came on short notice.
[01:53:18.390 --> 01:53:19.351]  We got Steve Quayle.
[01:53:19.411 --> 01:53:21.854]  I got a Steve Bannon clip when he talked about this yesterday.
[01:53:21.894 --> 01:53:22.715]  I got that coming up.
[01:53:22.735 --> 01:53:25.018]  So I'll have to hold a little bit, push Quayle back a few minutes.
[01:53:25.038 --> 01:53:25.719]  He'll be okay.
[01:53:26.119 --> 01:53:32.327]  But I really respect Jack Posobiec of enable intelligence and great work with Trump and geopolitics.
[01:53:32.347 --> 01:53:33.268]  He's got some of the best advice.
[01:53:33.308 --> 01:53:34.970]  So I've been texting him all day and he's been busy.
[01:53:35.410 --> 01:53:41.839]  And I said, please come on, because I need your personal advice, what we should do and what's happening with Infowars and what's going on.
[01:53:41.879 --> 01:53:42.781]  So he joins us now.
[01:53:43.181 --> 01:53:46.646]  Jack, historic moment, massive stuff going down and happening.
[01:53:46.666 --> 01:53:51.072]  I don't know how much people will follow what's happening, but they tried to close the doors Friday and yesterday.
[01:53:51.653 --> 01:53:57.197]  I explained to a security private company that I hired years ago that was now under the control of the CRO, but not control of the company.
