[00:00:00.000 --> 00:00:03.439]  [BEEPING]
[00:37:47.577 --> 00:37:48.277]  Look this up.
[00:37:48.958 --> 00:37:49.578]  It was in court.
[00:37:49.738 --> 00:37:50.199]  They admitted it.
[00:37:50.979 --> 00:37:51.840]  Never said his name.
[00:37:52.000 --> 00:37:53.962]  No one ever covered it on my network at InfoWars.
[00:37:54.362 --> 00:37:55.323]  Didn't know who he was.
[00:37:55.403 --> 00:38:02.950]  The internet saw him with his gun pointing up the wrong direction with no FBI stuff on when he went in.
[00:38:03.050 --> 00:38:04.011]  And he is an FBI agent.
[00:38:05.018 --> 00:38:09.339]  And he sued me saying because a few people called his office to see if he was real.
[00:38:09.379 --> 00:38:10.219]  That was his testimony.
[00:38:10.599 --> 00:38:12.280]  He got $95 million.
[00:38:12.760 --> 00:38:15.540]  I never said his name, didn't know who he was until he sued me.
[00:38:16.100 --> 00:38:18.441]  And then my lawyer goes, has Mr. Jones ever said your name?
[00:38:18.561 --> 00:38:18.801]  No.
[00:38:19.381 --> 00:38:20.501]  Well, what happened to you?
[00:38:20.541 --> 00:38:28.943]  He goes, well, I had to take six hours of psychological stuff because one time a man called me at the office to see if I was really an FBI agent.
[00:38:30.147 --> 00:38:30.687]  95 million dollars.
[00:38:30.707 --> 00:38:37.370]  I mean, that is in the trial where I couldn't respond, and the judge gave us over 30 things I couldn't say.
[00:38:37.870 --> 00:38:39.151]  Couldn't say I was in bankruptcy.
[00:38:40.251 --> 00:38:44.453]  Couldn't say that I only talked about it in 22 minutes in all those years.
[00:38:44.913 --> 00:38:49.035]  Never could tell people I'd apologized before they ever sued me, because I'm like, I'm not the Sandy Hook guy.
[00:38:49.055 --> 00:38:49.575]  I apologize.
[00:38:49.616 --> 00:38:50.136]  I apologize.
[00:38:50.176 --> 00:38:50.796]  I think it happened.
[00:38:51.076 --> 00:38:52.197]  I was just playing devil's advocate.
[00:38:54.113 --> 00:38:59.177]  And both judges in Connecticut and Texas literally had the same list, I couldn't say.
[00:38:59.757 --> 00:39:05.401]  And that's why when I did say, I'm in bankruptcy, she goes, shut it down, get the jury out, get off the stand, go sit down.
[00:39:05.741 --> 00:39:08.163]  And she goes, Mr. Jones, you're a liar.
[00:39:08.503 --> 00:39:09.404]  You're not bankrupt.
[00:39:09.684 --> 00:39:10.365]  You're not broke.
[00:39:11.383 --> 00:39:21.845]  And she goes, now, financial expert, and we could not respond, got up for a full day and said, this man, I've examined his books, never examined our books, is worth $400 million.
[00:39:22.385 --> 00:39:25.585]  I was millions in the hole then, okay?
[00:39:25.945 --> 00:39:29.626]  Millions in the hole then, and I'm like, here's my filed bankruptcy.
[00:39:29.646 --> 00:39:31.446]  The judge said, you're not entering that.
[00:39:32.447 --> 00:39:45.624]   And so again, whether you think I'm good or bad, folks, they murdered justice in a PR run operation, and then, I'm not supposed to get into this, but you were really, you weren't warm, you were white hot with what you said.
[00:39:47.085 --> 00:39:50.306]  They then got the text messages, and imagine whose text messages are on there.
[00:39:50.526 --> 00:39:52.387]  Innocuous stuff like, hey, let's get a steak.
[00:39:52.787 --> 00:39:53.808]  Hey, what's going on?
[00:39:54.068 --> 00:39:55.429]  Hey man, come to the club tonight.
[00:39:55.769 --> 00:39:59.911]  And then there was a behind-the-scenes harassment operation that went on against somebody.
[00:40:00.291 --> 00:40:02.872]  So, so, this is dragnet.
[00:40:03.152 --> 00:40:03.793]  Just attack.
[00:40:04.093 --> 00:40:05.494]  Go after whoever you can.
[00:40:05.834 --> 00:40:06.474]  It's unbelievable.
[00:40:06.914 --> 00:40:09.996]  It's what they do to espionage, like people for espionage.
[00:40:10.774 --> 00:40:11.094]  Yeah.
[00:40:11.615 --> 00:40:15.700]  So, and, and, you know, I'm ranting on that, but let me just throw this bookmark in and then I'll shut up, Jimmy.
[00:40:16.861 --> 00:40:24.870]  I knew this when Obama left office in the, in the John Warren Defense Authorization Act, 2017, his last act, major act, was to sign the defense authorization.
[00:40:25.110 --> 00:40:26.191]  He got $2 billion in there.
[00:40:26.872 --> 00:40:50.076]  To set up the Office of Countering Foreign Disinformation Propaganda Act, which then started that Trump's a Russian agent, and now we can spy on his whole operation, and we can get General Flynn because he's a communist, and then now they admit with the weaponization hearings, off of that wheel, at the middle of that wheel, they built the spokes of the censorship, the surveillance, the FBI, the CIA, coordinating all the censorship.
[00:40:50.116 --> 00:40:50.716]  That's all they did.
[00:40:50.956 --> 00:40:51.556]  I knew that.
[00:40:52.537 --> 00:40:53.537]  This would get no news coverage.
[00:40:53.857 --> 00:41:13.171]   I remember Routine OSD platform four years ago, watching the House Armed Services Committee meeting, where they had the Pentagon's experts saying, Mr. Jones is a Russian disinformation agent, we're tracking him, and we're now working with big tech and AI to block his Russian influence.
[00:41:13.351 --> 00:41:13.991]  I have the clip.
[00:41:14.372 --> 00:41:25.320]   So what I'm saying is, exactly what your co-host just said, is that is what I was, and we know a three-letter agency use law firms, The top Democrat law firms in the country ran this.
[00:41:25.700 --> 00:41:29.003]  Law firms, PR firms, but it was the Justice Department.
[00:41:29.023 --> 00:41:31.364]  Listen to this, in my bankruptcy, and they were done up to send an email.
[00:41:31.685 --> 00:41:32.365]  This is a year ago.
[00:41:32.886 --> 00:41:34.047]  The Justice Department.
[00:41:35.035 --> 00:42:02.923]   sent an email to my famous bankruptcy lawyer here and well-known super respected done some of the biggest bankruptcies in the country for like chemical giants and says Mr. Jones will not be afforded the bankruptcy system this is a hurdle he will not get across and then the Justice Department came into the case and when I'm in these depositions they have one to two federal agents In the room, hoping to find something.
[00:42:03.164 --> 00:42:05.505]  And I've been so transparent, so real.
[00:42:05.985 --> 00:42:07.366]  All the bookkeeping checked out.
[00:42:07.766 --> 00:42:08.606]  Everything was true.
[00:42:08.626 --> 00:42:09.367]  Remember all the headlines?
[00:42:09.787 --> 00:42:10.527]  Alex Jones.
[00:42:10.747 --> 00:42:11.948]  He's got secret accounts.
[00:42:12.288 --> 00:42:13.609]  Alex Jones has offshore accounts.
[00:42:13.949 --> 00:42:16.310]  Alex Jones has hundreds of millions of dollars.
[00:42:16.630 --> 00:42:17.771]  You can go to Bloomberg.
[00:42:17.831 --> 00:42:18.671]  I was actually covering it today.
[00:42:18.912 --> 00:42:19.992]  You can go to the Connecticut News.
[00:42:20.392 --> 00:42:25.435]  Alex Jones is broke, sold his car and his guns and his, you know, basically wife's jewelry.
[00:42:25.895 --> 00:42:27.516]  I am $3 million in the hole right now.
[00:42:27.776 --> 00:42:28.517]  You can read them.
[00:42:28.657 --> 00:42:29.257]  Here's the headline.
[00:42:29.678 --> 00:42:31.399]  Alex Jones is broke and selling his stuff.
[00:42:31.579 --> 00:42:32.440]  Here's how he got there.
[00:42:33.040 --> 00:42:33.601]  Bloomberg.
[00:42:34.642 --> 00:42:37.624]  Alex Jones gets green light to sell his guns and cars.
[00:42:37.684 --> 00:42:37.964]  Bloomberg.
[00:42:38.325 --> 00:42:40.686]  They now admit that I'm three million in the hole.
[00:42:41.027 --> 00:42:45.590]  I was, I was, so again, I have under penalty of perjury all this.
[00:42:45.951 --> 00:42:48.253]  So now they flipped from, oh, we were wrong.
[00:42:48.293 --> 00:42:49.353]  He didn't hide $400 million.
[00:42:51.761 --> 00:42:57.526]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[00:42:57.926 --> 00:43:00.188]  InfoWars.com forward slash go.
[00:43:03.771 --> 00:43:09.737]  If I was the deep state and I wanted to destroy America, I would rig the election with a puppet candidate.
[00:43:10.837 --> 00:43:13.840]  One that was so compromised that they would never say a word about it.
[00:43:14.820 --> 00:43:18.820]  I would create a false flag that allows for mail-in ballots.
[00:43:18.820 --> 00:43:22.141]  I would be in charge of the ballot counting machines.
[00:43:22.141 --> 00:43:27.141]   I would create a false flag to blame all who question the results of the election.
[00:43:27.141 --> 00:43:32.621]   If I was the deep state, I would prosecute anyone that went against me.
[00:43:32.621 --> 00:43:37.659]   I would sue and prosecute anyone that spoke up about the fraudulent election.
[00:43:37.659 --> 00:43:42.141]   I would use my powers to shut down all your internet businesses and bankrupt you.
[00:43:42.141 --> 00:43:46.141]   If I was the deep state, I would make everyone an example why you should never question a
[00:43:46.141 --> 00:43:49.141]  democrat ever winning an election.
[00:43:49.141 --> 00:43:51.579]  I would imprison my foes.
[00:43:51.579 --> 00:43:55.740]   I would use my corrupt DAs and blackmailed judges to destroy you.
[00:43:55.740 --> 00:43:58.940]   I would make sure all crimes I ever committed never happened.
[00:43:58.940 --> 00:44:01.621]  I would prosecute my biggest competition.
[00:44:01.621 --> 00:44:05.340]   I would make sure they could never run for office ever again.
[00:44:05.340 --> 00:44:09.300]   If I was the deep state, I would convince everyone that Ukraine Nazis were good and
[00:44:09.300 --> 00:44:11.020]  women are men.
[00:44:11.020 --> 00:44:14.740]   If I was the deep state, I would own every politician that mattered.
[00:44:14.740 --> 00:44:19.581]   If I was the deep state, I would push my pedophilia ambitions on you.
[00:44:19.581 --> 00:44:25.141]   If I was the deep state, you'd question your sexual identity but not the medical establishment.
[00:44:25.141 --> 00:44:28.460]  If I was the deep state, you would fear to ever resist me.
[00:44:28.460 --> 00:44:31.619]   If I was the deep state, you would wish I was really the devil.
[00:44:31.619 --> 00:44:33.940]  If I was the deep state, I would say mission accomplished.
[00:44:33.940 --> 00:45:02.940]  [MUSIC]
[00:45:03.450 --> 00:45:07.752]  Elon Musk has valiantly restored myself back to Twitter.
[00:45:08.392 --> 00:45:12.234]  We've received several million followers in just the last six hours.
[00:45:12.735 --> 00:45:15.096]  I was able to interview him today for over two hours.
[00:45:15.416 --> 00:45:19.978]  That interview drops tomorrow at InfoWars.com forward slash show at 11 a.m.
[00:45:20.098 --> 00:45:20.458]  Central.
[00:45:20.538 --> 00:45:23.460]  Clips are already all over ex-formerly Twitter.
[00:45:24.312 --> 00:45:31.379]  But, despite all this incredible news, the deep state, the CIA, has been coming after us and has almost shut us down.
[00:45:31.439 --> 00:45:32.780]  We need funding to keep fighting.
[00:45:33.301 --> 00:45:37.825]  And I make it easy to fund the operation with this new book, The Great Awakening.
[00:45:38.306 --> 00:45:42.209]  Part two of my last book that was a number one bestseller worldwide.
[00:45:43.070 --> 00:45:44.550]  The Great Reset and the War for the World.
[00:45:44.730 --> 00:45:50.091]  This is The Great Awakening, The Plan to Defeat the Globalists, and Launch the Second Great Renaissance.
[00:45:50.511 --> 00:45:51.792]  This book is incredible.
[00:45:52.092 --> 00:45:55.192]  It lays out the enemy's plans and how to counter them.
[00:45:55.232 --> 00:45:58.613]  You can get a signed copy that's a fundraiser to keep us on air.
[00:45:58.653 --> 00:46:04.194]  A signed copy at MFORWARSTORE.COM exclusively or an unsigned copy at MFORWARSTORE.COM.
[00:46:04.574 --> 00:46:06.935]  Or if you want to drive it to number one on Amazon.
[00:46:06.955 --> 00:46:07.975]  It was like number 25 yesterday.
[00:46:09.455 --> 00:46:12.396]  We can do it together at Amazon.com.
[00:46:12.756 --> 00:46:15.857]  Get The Great Awakening by Alex Jones right now.
[00:46:15.937 --> 00:46:19.158]  But regardless, join us weekdays at 11 a.m.
[00:46:19.198 --> 00:46:23.159]  Central at Infowars.com forward slash show and Band.video.
[00:46:23.299 --> 00:46:34.342]  And now on X at The Real Alex Jones where my show Uncensored is now available thanks to all of you and Tucker Carlson pushing Elon Musk to do the right thing.
[00:46:34.742 --> 00:46:37.264]  This is the fight for our free speech, the fight for the future.
[00:46:37.584 --> 00:46:40.627]  I'll see you all at the Real Alex Jones on Twitter right now.
[00:46:40.887 --> 00:46:53.597]  Please follow us there at the Real Alex Jones.
[00:46:53.617 --> 00:46:55.438]  This is Oda from CPP.
[00:46:55.578 --> 00:46:57.360]  I am the CPP.
[00:46:57.720 --> 00:47:00.022]  Do not visit InfoWarshow.com.
[00:47:00.082 --> 00:47:02.544]  Do not, do not, do not.
[00:47:04.884 --> 00:47:08.988]  Leading a frontal assault on the lies of the New World Order.
[00:47:09.508 --> 00:47:10.830]  It's Alex Jones.
[00:47:10.650 --> 00:47:17.809]  [MUSIC PLAYING]
[00:47:17.696 --> 00:47:24.696]  January 1st, here we are.
[00:47:24.696 --> 00:47:30.776]   All right, we're getting into the really powerful parts now as we get ready to end
[00:47:30.776 --> 00:47:32.615]  this hour in the next 10 minutes, 12 minutes.
[00:47:32.628 --> 00:47:39.212]  Then we're going to come back in the second hour, and it just gets more hardcore, more hard-hitting, more thought-provoking, tons of energy.
[00:47:40.333 --> 00:47:42.814]  Great comments by Jimmy Dore and his co-host and others.
[00:47:43.374 --> 00:47:44.215]  Great research.
[00:47:44.295 --> 00:47:45.976]  This is critical information.
[00:47:46.636 --> 00:47:54.205]  We're getting into the mind control, the globalists, the propaganda, how to stop them, how to take back both political parties, how to take back our world.
[00:47:54.285 --> 00:47:57.805]   This is the Jimmy Dore, Alex Jones interview from last Thursday.
[00:47:57.805 --> 00:48:07.644]  Oh, they also sued my dad, my mom, my family.
[00:48:07.667 --> 00:48:12.809]  My dad spent his whole savings, who was a dentist for 49 years.
[00:48:13.309 --> 00:48:16.310]  My dad has no money, can't even pay his property taxes.
[00:48:16.730 --> 00:48:20.532]  My dad spent a million and a half dollars in the last couple, and they think it's funny.
[00:48:21.212 --> 00:48:23.913]  They think it's funny, claiming my dad had hidden money.
[00:48:23.933 --> 00:48:25.414]  I know I'm ranting, I'm going to shut up now.
[00:48:26.593 --> 00:48:35.175]  So, and the reason why, so I had said that, well, first they come for Alex Jones, and then they're going to come for us.
[00:48:35.755 --> 00:48:39.756]  If you're doing independent news and you're speaking against the wars, they're going to come for us.
[00:48:40.336 --> 00:48:42.376]  And so that's why you have to stand up right now.
[00:48:42.496 --> 00:48:45.497]  And of course, nobody at the Young Turks will ever go against the wars.
[00:48:45.537 --> 00:48:46.697]  They're always for the wars.
[00:48:47.057 --> 00:48:58.702]   They're always for whatever the establishment wants, whether it's smearing Julian Assange or pushing Russiagate hoax Or COVID lockdowns and demeaning Ivermectin and lying about that.
[00:48:58.903 --> 00:48:59.803]  They're up for all of it.
[00:48:59.883 --> 00:49:01.865]  So that's why they didn't care that you got banned.
[00:49:02.105 --> 00:49:04.267]  Because they're never ever going to go against the establishment.
[00:49:04.287 --> 00:49:05.448]  Well, they're giving talking points.
[00:49:05.528 --> 00:49:07.529]  Nobody, I can tell, nobody gives you talking points.
[00:49:07.549 --> 00:49:08.470]  Nobody gives me talking points.
[00:49:08.830 --> 00:49:09.971]  And that's why they don't like us.
[00:49:10.051 --> 00:49:11.573]  It's because, that's why they don't like Joe Rogan.
[00:49:11.913 --> 00:49:14.575]  Joe Rogan says exactly what he really thinks.
[00:49:14.975 --> 00:49:16.997]  And they don't like authenticity.
[00:49:17.177 --> 00:49:18.158]  But the people like it.
[00:49:18.338 --> 00:49:20.400]  So yeah, you were big back in the time you defended me.
[00:49:20.420 --> 00:49:20.920]  You were big.
[00:49:21.220 --> 00:49:22.061]  You're gigantic now.
[00:49:22.421 --> 00:49:26.444]  So it's kind of fair what Tucker said is no huge show Defendant Jones.
[00:49:26.504 --> 00:49:27.584]  No show he heard of.
[00:49:28.305 --> 00:49:41.453]  So and so what it went from you and then it immediately went to journalists and then it went to leading journalists then it went to the leading doctors and scientists in their fields and then it went to the former president of the United States.
[00:49:41.753 --> 00:49:44.275]  They banned everybody so it wasn't just Alex Jones.
[00:49:44.695 --> 00:49:57.682]   They banned anybody and everybody including Anybody who had any counter-narrative to the establishment narrative around war, around COVID, around lockdowns, around January 6th, around anything.
[00:49:57.823 --> 00:50:06.247]  Anybody who had anything to say that the CIA, the FBI, and the establishment didn't want them to say, they banned, they censored, and they discredited.
[00:50:06.427 --> 00:50:09.909]  And I've first-hand have knowledge of that.
[00:50:10.089 --> 00:50:15.172]  You know what one of the first bullshit testing on who we can like do this to was GamerGate.
[00:50:15.706 --> 00:50:19.812]  There's people that work in real journalism that to this day still bring that up like that was a real thing.
[00:50:19.852 --> 00:50:21.734]  It was the exact same kind of bullshit.
[00:50:22.195 --> 00:50:23.957]  I had the whole media do it to me for a week.
[00:50:25.159 --> 00:50:27.282]  Charlie Rose, I'll never forget that tweet.
[00:50:27.622 --> 00:50:29.625]  Then he got me too later, that piece of shit.
[00:50:29.805 --> 00:50:30.326]  Hilarious.
[00:50:30.766 --> 00:50:52.550]  Yeah, so do you think the reason why they went after you so hard and had to take you down, had to do all this nefarious stuff, twist your words to take you down, was so that they could set a precedent, so they knew what was coming, so they knew that they were going to want to censor anybody and everybody, and so they had to have somebody to start with, and that's what that was?
[00:50:54.259 --> 00:51:00.146]  I actually know this, and I always forget the name of the article because I don't usually subscribe to stuff, but I had to get behind a paywall to find it.
[00:51:00.766 --> 00:51:10.117]  About six months before I got deplatformed in August of 2018, when Tim Cook literally held a powwow meeting, he admitted, decided to curate me, and they wouldn't even say why.
[00:51:10.137 --> 00:51:12.679]  Then they gave some fake reasons later, not Sandy Hook.
[00:51:14.887 --> 00:51:24.513]  I remember six months before that, I don't remember the exact Wall Street Journal headline, but there was another article about it called, Hold on to your tinfoil hat, Alex Jones.
[00:51:25.293 --> 00:51:26.094]  It was like Gizmodo.
[00:51:26.354 --> 00:51:28.735]  Hold on to your tinfoil hat, Alex Jones.
[00:51:29.155 --> 00:51:30.636]  You're about to be taken off the air.
[00:51:30.897 --> 00:51:33.038]  And then it was a synopsis of the Wall Street Journal.
[00:51:33.498 --> 00:51:36.400]  This Wall Street Journal article was one of those articles for the corporate elite.
[00:51:36.900 --> 00:51:38.681]  And so it was like 25 pages long.
[00:51:38.721 --> 00:51:39.762]  I go subscribe to it.
[00:51:40.928 --> 00:51:48.010]  I forgot the exact headline, and it was NATO meeting with the tech heads in Europe and meeting with News Corp.
[00:51:48.310 --> 00:51:52.572]  And they said in the article, don't worry when News Corp.
[00:51:52.612 --> 00:51:57.614]  splits and sells its entertainment division, we're still going to be popular.
[00:51:57.694 --> 00:52:00.174]  So this was to the shareholders of News Corp.
[00:52:00.454 --> 00:52:05.016]  through the Wall Street Journal that they actually also own on the news division when it split.
[00:52:05.496 --> 00:52:11.440]   And so I'm reading this 27-page article and it says, Soon the internet will be like cable TV.
[00:52:11.460 --> 00:52:13.201]  I think they used Netflix as an example.
[00:52:13.542 --> 00:52:16.584]  You'll have a thousand channels maybe, but that'll be it.
[00:52:17.005 --> 00:52:20.628]  We're not going to let people go to all these old sites and alternative sites.
[00:52:21.008 --> 00:52:23.230]  And we're going to do it by going after Assange.
[00:52:23.250 --> 00:52:26.453]  When the left doesn't stand up for him and the journalists don't, we'll have the left.
[00:52:27.534 --> 00:52:29.316]  We're demonizing Alex Jones.
[00:52:29.356 --> 00:52:30.097]  He's a horrible person.
[00:52:30.797 --> 00:52:43.404]  When we then take him off the air and the right wing doesn't stand up because they don't want to be next, then when we take off the next person, the next person, the next person, it's human nature, no one will stand up and we'll take them all, liberals and conservatives.
[00:52:43.624 --> 00:52:48.867]  And it's, I've got to find that article again, but it was a 20-something page battle diagram.
[00:52:48.887 --> 00:53:08.260]   So I go on air with it and I say I'm about to be taken off because that was a High-level article, not for pop culture, but for real business people to invest in News Corp when they split their entertainment division, and they explained, we're going to end freedom on the Internet, and we're going to use this punk to do it.
[00:53:08.581 --> 00:53:11.363]  So, it wasn't that I was that important.
[00:53:11.583 --> 00:53:12.443]  I was big, sure.
[00:53:12.824 --> 00:53:14.165]  And I was populist, and they fear that.
[00:53:14.445 --> 00:53:15.245]  And I was uncontrolled.
[00:53:15.466 --> 00:53:19.508]  But they chose me because I did do clownish stuff a lot, and I still do.
[00:53:19.528 --> 00:53:19.929]  I have fun.
[00:53:19.949 --> 00:53:20.909]  I'm on the air four hours a day.
[00:53:21.310 --> 00:53:22.691]  Please listen to me very carefully.
[00:53:23.692 --> 00:53:33.275]  If you don't have enough vitamin D3 in your body, which particularly happens in the winter months because sun and your skin produce vitamin D3 naturally.
[00:53:33.655 --> 00:53:41.037]  If you don't have enough vitamin D in your body, you will get viral infections and the viruses will replicate in your body.
[00:53:41.197 --> 00:53:46.219]  That's the number one cause of viral infection and viral replication and illness.
[00:53:46.239 --> 00:53:48.260]  Vitamin D3 is so incredibly important.
[00:53:48.280 --> 00:53:56.863]   We have the highest quality organic vitamin D3 back in stock, winter sun, for 40% off with free shipping and double Patriot points for the New Year.
[00:53:57.223 --> 00:53:59.945]  So this 2024, do the right thing.
[00:54:00.185 --> 00:54:02.086]  Protect yourself, protect your family.
[00:54:02.446 --> 00:54:06.809]  Get Winter Sun at InfoWarStore.com and then more importantly, take it.
[00:54:06.929 --> 00:54:08.050]  It's the highest quality.
[00:54:08.410 --> 00:54:11.532]  Winter Sun, 40% off, free shipping, double Patriot points.
[00:54:11.952 --> 00:54:14.033]  InfoWarStore.com.
[00:54:14.053 --> 00:54:17.115]  But whatever you do, get vitamin D3 organic and take it.
[00:54:17.275 --> 00:54:18.936]  Vitamin D3 is beyond critical.
[00:54:19.056 --> 00:54:21.017]  Get yours at InfoWarStore.com today.
[00:54:21.337 --> 00:54:26.538]  And so I was just chosen as patient zero, along with Julian Assange.
[00:54:26.578 --> 00:54:30.699]  It was me and Julian, is who was in the article, and it's very cold-blooded.
[00:54:30.719 --> 00:54:34.300]  So yes, they admit that I was the first domino.
[00:54:36.081 --> 00:54:38.982]  And the feds tried to take your cat, right?
[00:54:39.522 --> 00:54:40.442]  Were you able to keep him?
[00:54:42.468 --> 00:54:43.289]  It's actually true.
[00:54:45.110 --> 00:54:51.614]  My wife, the cat's like four years old now, we got for my now six-year-old daughter, she wanted a cat.
[00:54:51.654 --> 00:54:56.917]  The other cat we love so much had snuck out of the house and got down the street and got run over.
[00:54:57.457 --> 00:55:00.759]  And so we heard that Ragdoll cats were really great.
[00:55:01.279 --> 00:55:03.601]  Other Joe Rogan stories, this is the best cats ever, super smart.
[00:55:03.621 --> 00:55:05.382]  So I get a Ragdoll and folks, they are amazing.
[00:55:06.082 --> 00:55:06.963]  It's like a dog.
[00:55:07.023 --> 00:55:07.603]  It's super smart.
[00:55:07.623 --> 00:55:09.305]  We go on walks on the golf course.
[00:55:09.325 --> 00:55:09.905]  It follows us.
[00:55:10.045 --> 00:55:11.306]  I mean, it's amazing.
[00:55:11.846 --> 00:55:16.330]  Listen, one day I walk in when the cat's a year old and it's on the toilet pissing.
[00:55:17.050 --> 00:55:17.771]  Didn't teach it out.
[00:55:18.191 --> 00:55:19.112]  It just saw us doing it.
[00:55:19.232 --> 00:55:20.613]  Swear to God, strike me down if it's not true.
[00:55:21.153 --> 00:55:26.337]  And so my point is, I'm in a deposition with the U.S.
[00:55:26.417 --> 00:55:32.582]  Justice Department and like six lawyers, no, seven lawyers deposing me in the conference room.
[00:55:33.182 --> 00:55:33.723]  They came here.
[00:55:34.463 --> 00:55:45.564]   The Congressmen run through those doors, and they look at me, and the Federal Justice Department Says Mr. Jones, how much did your cat cost?
[00:55:45.584 --> 00:55:46.304]  And I said, I think it cost $2,000.
[00:55:46.384 --> 00:55:49.767]  And they said, all right, well, we're going to put that on there as an asset.
[00:55:49.787 --> 00:55:50.647]  You're going to have to give up.
[00:55:51.208 --> 00:55:52.268]  And I said, is that a joke?
[00:55:52.329 --> 00:55:53.830]  And they said, no, we're serious.
[00:55:54.530 --> 00:55:56.171]  But they're going to give me an opportunity.
[00:55:56.191 --> 00:55:57.232]  My bankruptcy is almost over.
[00:55:57.272 --> 00:56:00.414]  I'm selling everything right now, which I don't even care about, including this watch soon.
[00:56:01.535 --> 00:56:06.098]  And I'm going to have to have my dad or somebody buy the cat for me.
[00:56:06.179 --> 00:56:07.960]  So no, they are trying to take the cat.
[00:56:09.241 --> 00:56:09.381]  Wow.
[00:56:09.401 --> 00:56:09.941]  Kind of unbelievable.
[00:56:13.385 --> 00:56:14.666]  I mean, I know that doesn't sound real.
[00:56:14.686 --> 00:56:16.207]  It sounds real to me.
[00:56:16.287 --> 00:56:17.928]  I think they're pigs.
[00:56:17.988 --> 00:56:20.310]  The news called them and they admitted it.
[00:56:21.491 --> 00:56:22.392]  They think that's great.
[00:56:25.374 --> 00:56:29.857]  It's like cancel pigs, but with the real full force of the U.S.
[00:56:29.897 --> 00:56:30.678]  government behind them.
[00:56:31.719 --> 00:56:33.740]  By the way, the Willie Nelson story is true, too.
[00:56:34.280 --> 00:56:35.962]  Tell me about that.
[00:56:36.782 --> 00:56:38.944]  I used to know Willie really well.
[00:56:38.964 --> 00:56:41.185]  He used to go to his house and play chess with him outside Austin.
[00:56:42.170 --> 00:56:45.612]  Because he was real anti-war, and he hated George Bush.
[00:56:45.632 --> 00:56:46.973]  He saw my movies about the war.
[00:56:47.534 --> 00:56:49.435]  And so he came to one of my movie showings one time.
[00:56:49.895 --> 00:56:53.498]  And so for about two years, I hung out with him probably 10, 15 times.
[00:56:53.918 --> 00:56:57.441]  And a few years, about 10 years ago, I went to dinner with him once.
[00:56:57.481 --> 00:57:00.783]  But he's kind of, even then, his brain was not 100% what it used to be.
[00:57:01.003 --> 00:57:02.384]  But I knew him when he was 74, 75.
[00:57:02.564 --> 00:57:04.446]  He would invite me out to Maui and stuff.
[00:57:04.466 --> 00:57:04.926]  I never went.
[00:57:05.506 --> 00:57:07.388]  But the point was, we got to be decent friends.
[00:57:07.848 --> 00:57:10.869]  I'd go out to his house and hang out at luck with him, and I'd smoke a lot of pot with him.
[00:57:11.029 --> 00:57:12.590]  I'm not a big pot guy, but you smoke pot with Willie.
[00:57:12.930 --> 00:57:17.552]  And he has those vaporizer volcanoes back before most people heard of them.
[00:57:17.893 --> 00:57:22.134]  This was like, you know, in like 2000, 2007 and 8 and stuff.
[00:57:22.695 --> 00:57:25.236]  And we would smoke pot till I couldn't walk.
[00:57:26.238 --> 00:57:27.419]  And playing chess.
[00:57:28.239 --> 00:57:31.721]  And he would just keep, and he would suck on it and keep saying, want more?
[00:57:31.741 --> 00:57:32.702]  And he would just keep going.
[00:57:32.742 --> 00:57:34.022]  I mean, when he says, roll me up and slow me.
[00:57:34.282 --> 00:57:38.725]  But the point was, when Willie Nelson hands you that thing, it's dripping with spit.
[00:57:39.125 --> 00:57:45.889]  All right, folks, that's it for our number one, the first hour of the first show of the Alex Jones Show in 2024.
[00:57:46.489 --> 00:57:48.950]  We'll be right back with our number two, three, and four.
[00:57:48.970 --> 00:57:49.851]  Please stay with us.
[00:57:54.684 --> 00:58:00.506]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[00:58:01.747 --> 00:58:08.409]  Visit InfoWars.com forward slash show and support the InfoWars.
[00:58:08.469 --> 00:58:10.790]  Ladies and gentlemen, I've got some really good news.
[00:58:11.230 --> 00:58:15.372]  We're extending the Christmas sales from the end of 2023 into early 2024.
[00:58:16.771 --> 00:58:21.811]   Double Patriot Points, store-bought free shipping, and all of the products are on massive sale.
[00:58:21.811 --> 00:58:23.731]  Up to 60% off.
[00:58:23.731 --> 00:58:27.971]   Winter Sun, the highest quality organic vitamin D3 to boost your immune system.
[00:58:27.971 --> 00:58:28.971]  So critical.
[00:58:28.971 --> 00:58:29.971]  40% off.
[00:58:29.971 --> 00:58:30.971]  Free shipping, Double Patriot Points.
[00:58:30.971 --> 00:58:32.971]  Some of our best-selling products are 60% off.
[00:58:32.971 --> 00:58:34.251]  We're losing money on those.
[00:58:34.251 --> 00:58:36.011]  Please support the Info Award today.
[00:58:36.011 --> 00:58:37.251]  Now here's the bad news.
[00:58:37.251 --> 00:58:41.811]   More than half of our best-selling, high-quality products are about to sell out.
[00:58:41.811 --> 00:58:43.172]  We'll have to order new ones.
[00:58:43.163 --> 00:58:46.986]  It'll take three to six months because they're high quality to come back in.
[00:58:47.346 --> 00:58:57.873]  So if you want these amazing products, Turbo Force, Brain Force Plus, Vitamin Mineral Fusion, or Body's Ultimate Turmeric Formula, or HGH Max Boost, X2 is about to sell out.
