[00:00:01.433 --> 00:00:02.435]  Oh, no!
[00:47:42.194 --> 00:47:44.756]  Not my desire, but my prediction.
[00:47:45.396 --> 00:47:46.998]  Anyway, let's move on.
[00:47:47.828 --> 00:48:05.595]  Joining us now, Troy Smith, who is the publisher of Slingshot.News, who has some shocking information about former Maryland Governor Larry Hogan, who is a candidate for the U.S.
[00:48:05.675 --> 00:48:06.015]  Senate.
[00:48:06.630 --> 00:48:23.258]  That pedophilia exists at the highest levels of society and among our elite political class is known to those who watch alternative media but seems to be unknown to the average voter.
[00:48:23.838 --> 00:48:28.540]  Troy Smith has learned some shocking things and he joins us now.
[00:48:30.524 --> 00:48:32.225]  Roger, as always, it's an honor.
[00:48:32.545 --> 00:48:35.086]  I hope everybody will go check out slingshot.news.
[00:48:35.126 --> 00:48:36.606]  We're so excited about the numbers.
[00:48:36.626 --> 00:48:38.287]  We're so excited about how we're doing.
[00:48:38.667 --> 00:48:48.751]  But we're here today to talk about something that's very serious and very disgusting as it pertains to one of Trump's main opponents, a person who spends literally his entire
[00:48:49.564 --> 00:49:01.771]  Times attacking President Trump across the media, trying to say all kinds of things about the cases against President Trump, and really undermining the Trump elements of the Republican Party.
[00:49:02.091 --> 00:49:09.375]  Now for people to get a full perspective on this, Roger, they have to understand that Larry Hogan harbored a pedophile in his home.
[00:49:09.856 --> 00:49:12.177]  Larry Hogan in 1992 was running a campaign for Congress in Maryland.
[00:49:16.039 --> 00:49:20.163]  And he had an aide living in his home named Kevin Lee Hall.
[00:49:20.483 --> 00:49:28.470]  Now we know he was living in Larry Hogan's home because Ronald Gunsberger, Larry Hogan's campaign manager, admitted it in the Baltimore Sun.
[00:49:28.831 --> 00:49:37.078]  As you see up on the screen now, we have a full report on Slingshot News that everybody can check out, which includes a video embed of all of this information.
[00:49:37.438 --> 00:49:41.883]  But for people at home, what you need to understand is that Kevin Lee Hall was charged.
[00:49:42.203 --> 00:49:48.750]  He was arrested for kidnapping and raping a 17-year-old boy at gunpoint.
[00:49:49.210 --> 00:49:53.895]  He was arrested for raping a 17-year-old boy at gunpoint.
[00:49:54.296 --> 00:49:57.379]  And this is a person who was living in Larry Hogan's home.
[00:49:57.899 --> 00:50:08.926]  Now, I've been told by sources of former MDGOP officials that there was a conceded effort on the behalf of the Hogan campaign and the Hogan people to squash this story.
[00:50:08.946 --> 00:50:11.687]  And that's why I don't think people are talking about it, Roger.
[00:50:12.448 --> 00:50:14.869]  But it's not an isolated incident.
[00:50:15.289 --> 00:50:23.254]  Hogan also appointed Judge Jonathan Newell to a Caroline County Circuit Court judgeship that was a 15-year term.
[00:50:23.674 --> 00:50:25.335]  Now, Newell was in 2021.
[00:50:26.872 --> 00:50:27.192]  I don't know.
[00:50:39.462 --> 00:50:40.884]  They confronted Newell about this.
[00:50:40.924 --> 00:50:41.905]  They told their parents.
[00:50:42.205 --> 00:50:50.753]  When Maryland State Police eventually came to Newell's residence, they assert that he took the SIM card out of one of the cameras.
[00:50:51.014 --> 00:50:55.018]  He reached under his bed, pulled a SIM card out of a camera, and swallowed it.
[00:50:55.438 --> 00:51:02.565]  Newell was then transported to a local hospital where they performed a CT scan and found a small metallic object
[00:51:03.070 --> 00:51:06.454]  In his stomach, meaning he did swallow the card.
[00:51:06.614 --> 00:51:09.638]  Now, this is where this gets interesting and people must know.
[00:51:10.119 --> 00:51:18.509]  Larry Hogan, when he was governor, was in full control of the Maryland State Police who were conducting the investigation into Judge Jonathan Newell.
[00:51:19.122 --> 00:51:34.707]  Now, that aspect of it is important because as soon as the federal authorities were closing in on Newell Roger, as soon as the feds raided his home in September of 2021, they found him dead of a self-inflicted gunshot wound.
[00:51:35.087 --> 00:51:42.810]  And all of a sudden, the federal investigators who had been closing in on Newell, the Hogan ally, were off the case.
[00:51:42.970 --> 00:51:48.072]  Because as soon as Newell died, it became once again an investigation of Maryland State Police.
[00:51:48.372 --> 00:51:53.934]  Now this, as I said Roger, is not an isolated incident with pedophilia and Hogan officials.
[00:51:54.354 --> 00:51:59.376]  Another individual named Luis Burunda was arrested just recently.
[00:52:00.320 --> 00:52:07.730]  Uh, for two counts of distribution of child pornography, sexual exploitation of a child, and possession of child pornography.
[00:52:08.030 --> 00:52:15.180]  Now Burunda was arrested in a Fort Meade sting operation in which he attempted to meet a 13 year old girl for sex.
[00:52:15.760 --> 00:52:26.509]  In his communications with that sting operation, Roger, he admits that this is something that's been going on for many years and that he had been with 15-year-old boys in the past many different times.
[00:52:26.989 --> 00:52:36.237]  Another Hogan official, Matthew Palmer, who was appointed by Hogan as his deputy legislative officer, was arrested and sentenced to eight years in prison in 2021
[00:52:37.738 --> 00:52:39.539]  For distribution of child pornography.
[00:52:39.979 --> 00:52:41.719]  Another Hogan appointee.
[00:52:42.079 --> 00:52:47.201]  That leaves us Newell, that leaves us Kevin Lee Hall, and that leaves us Burunda.
[00:52:47.541 --> 00:52:56.883]  And on top, that's four people, Roger, four people that this guy has appointed and are close allies of him that have been either accused or charged with pedophilia.
[00:52:57.203 --> 00:53:07.246]  And then, on top of it all, Roy McGrath, his former chief of staff, who eventually wound up on the America's, FBI's most wanted list
[00:53:07.586 --> 00:53:11.828]  And they were even investigating his fleeing to other countries.
[00:53:12.088 --> 00:53:14.809]  They were suspecting that he had gone to Korea and all these different things.
[00:53:15.209 --> 00:53:24.653]  He was the subject of an investigation and he had failed to appear in court after he had been indicted federally for wire fraud, theft, and falsifying records.
[00:53:25.493 --> 00:53:27.534]  Like I said, it led to a nationwide manhunt.
[00:53:27.874 --> 00:53:37.525]  And then McGrath mysteriously committed suicide in an exchange of fire with federal authorities in Knoxville, Tennessee.
[00:53:38.005 --> 00:53:39.787]  Roger, they claim that he shot himself.
[00:53:39.807 --> 00:53:45.434]  So once again, every time, not only is Hogan associated with pedophiles like Matthew Palmer,
[00:53:45.754 --> 00:54:00.845]  Kevin Lee Hall and Louis Verunda, not only, or Jonathan Newell, not only that, but Roy McGrath also, who hadn't been, you know, there was no pedophilia alleged there, as soon as he got caught by federal authorities, he killed himself.
[00:54:01.165 --> 00:54:01.946]  Killed himself.
[00:54:03.447 --> 00:54:05.669]  Are you not seeing the run here, Roger?
[00:54:05.709 --> 00:54:14.095]  Are you not seeing that every time a Hogan official or somebody involved with Larry Hogan gets pinched by the feds, they wind up dead?
[00:54:16.169 --> 00:54:18.012]  So, I have to ask you this.
[00:54:18.213 --> 00:54:23.942]  Clearly, all of these stories, by the way, I've seen the receipts, I've examined every report.
[00:54:24.784 --> 00:54:30.033]  All of these stories were front page in the major newspapers in the state, right?
[00:54:31.657 --> 00:54:32.858]  Absolutely not, Roger.
[00:54:33.038 --> 00:54:36.700]  And this has a lot to do with Larry Hogan because a lot of people don't know this.
[00:54:36.800 --> 00:54:41.342]  Larry Hogan runs one of the largest real estate developers in the state of Maryland.
[00:54:41.382 --> 00:54:44.364]  He has over 200 companies under the Hogan Group.
[00:54:44.704 --> 00:54:46.865]  He is, on paper, a billionaire.
[00:54:47.245 --> 00:54:55.116]  So with his work he's been able to undermine the media and undermine the truth and prevent stories like this from getting pushed out there.
[00:54:55.376 --> 00:55:03.287]  That's why it's so important that people go to slingshot.news and look at this information because without us speaking the truth it would be silent.
[00:55:03.587 --> 00:55:07.888]  Larry Hogan has associated with at least four known pedophiles.
[00:55:08.128 --> 00:55:12.749]  He harbored a pedophile in his home and yet he gets to go on mainstream media.
[00:55:12.969 --> 00:55:16.830]  He's on MSNBC, NBC, CBS, ABC.
[00:55:17.030 --> 00:55:31.114]  He's on every network, Roger, and they never ask him anything about his association with pedophiles or his association with individuals who die once they're eventually investigated by federal authorities.
[00:55:31.254 --> 00:55:32.394]  It's just unbelievable.
[00:55:33.647 --> 00:55:36.653]  All right, Troy Smith with slingshot.news.
[00:55:36.693 --> 00:55:44.729]  Thank you for bringing us that shocking report, and thanks for joining us today on the Alex Jones Show!
[00:55:46.249 --> 00:55:50.992]  Absolutely, Roger, and I just want to say real quick, X3 is a product that I use.
[00:55:51.152 --> 00:55:52.193]  It is fantastic.
[00:55:52.233 --> 00:55:53.394]  I've had it for many years.
[00:55:53.994 --> 00:55:57.336]  VasoBeat is also something that keeps me energized.
[00:55:57.456 --> 00:55:59.678]  InfoWars is such a fantastic network.
[00:55:59.938 --> 00:56:12.786]  It's so important that we have venues like this to get out information, and people can support that great information, support you, support Alex Jones, support the truth, by going to InfoWars.com, InfoWarsStore.com, and getting
[00:56:13.126 --> 00:56:16.497]  Your Vasso Beat, your X3, just great products and so happy to be here.
[00:56:16.537 --> 00:56:16.959]  It's an honor.
[00:56:18.211 --> 00:56:19.751]  Thank you very much, Troy.
[00:56:20.191 --> 00:56:22.692]  All right, that's it for me, folks.
[00:56:23.052 --> 00:56:33.674]  You can follow the Stone Zone, my show, by going to either StoneZone.com or going to Rumble.com slash Roger Stone.
[00:56:34.075 --> 00:56:39.156]  It's been a great privilege to sit in for my good friend Alex Jones today.
[00:56:39.196 --> 00:56:44.737]  And don't forget to take advantage of those great specials at the InfoWars store.
[00:56:45.517 --> 00:56:47.980]  We can't exist on fumes, folks.
[00:56:48.400 --> 00:56:58.048]  Right now, once again, X3 back in stock, 40% off TurboForce, which is fueling me this very second.
[00:56:58.349 --> 00:57:00.610]  Go to the InfoWars.com store.
[00:57:01.211 --> 00:57:02.432]  Do it for America.
[00:57:02.492 --> 00:57:03.673]  We're the tip of the spear.
[00:57:04.094 --> 00:57:09.058]  We're only here because of listener and viewer support.
[00:57:09.578 --> 00:57:14.060]  I couldn't exist without those who go to the stonezone.com who support me.
[00:57:14.841 --> 00:57:21.764]  Alex Jones and the hard-working folks here at InfoWars could not exist without your loyal support.
[00:57:22.245 --> 00:57:26.967]  And the quality, as I pointed out earlier, is second to none.
[00:57:27.287 --> 00:57:31.950]  So get all your natural supplements at InfoWars store.
[00:57:32.550 --> 00:57:37.993]  Not only are we talking about the highest quality, we're also talking about the very best prices.
[00:57:38.493 --> 00:57:40.358]  Until next time, I'm Roger Stone.
[00:57:40.739 --> 00:57:42.624]  God bless you, and Godspeed.
[00:57:50.410 --> 00:57:56.471]  I know, as viewers and listeners, you've heard callers call in and talk about how X3 has changed their life.
[00:57:57.131 --> 00:58:00.732]  You've heard listeners talk about how incredible 10-hour clean energy TurboForce is.
[00:58:01.372 --> 00:58:03.712]  Well, both products are back in stock right now.
[00:58:04.032 --> 00:58:14.134]  In fact, X3 has been sold out for more than six months, but despite that, it is 40% off, because I want the people who have never tried the product to try it.
[00:58:14.274 --> 00:58:18.095]  Our regular listeners and the folks that have already tried it are chomping at the bit to get it.
[00:58:18.415 --> 00:58:19.215]  We appreciate them.
[00:58:19.955 --> 00:58:23.097]  But less than 1% of you ever buy a product at InfoWarsTore.com.
[00:58:23.677 --> 00:58:24.158]  Go there.
[00:58:24.338 --> 00:58:25.639]  Try X3.
[00:58:25.999 --> 00:58:29.981]  Get the missing link that's essential to all electrochemical activity in your body.
[00:58:30.322 --> 00:58:33.624]  This is the purest, highest quality tri-iodine out there.
[00:58:34.184 --> 00:58:37.907]  You owe it to yourself to get a bottle and experience it for yourself.
[00:58:37.967 --> 00:58:39.247]  Takes a few weeks to kick in.
[00:58:39.728 --> 00:58:40.908]  On average, get X3.
[00:58:41.009 --> 00:58:46.592]  And while you're at it, get TurboForce 10-hour clean energy at InfoWarsTore.com.
[00:58:46.992 --> 00:58:48.834]  Both of them discounted right now.
[00:58:49.898 --> 00:58:52.181]  Hey, let me start by saying you do a great show.
[00:58:52.341 --> 00:58:52.682]  Thank you.
[00:58:52.882 --> 00:58:55.425]  Hey, let me point out that I took X2 iodine.
[00:58:55.505 --> 00:58:56.767]  I started taking that stuff.
[00:58:56.807 --> 00:59:00.011]  The best iodine I think I ever found is what you guys are selling.
[00:59:00.112 --> 00:59:01.013]  When did you start taking it?
[00:59:01.293 --> 00:59:05.238]  About four years ago, I had high blood pressure and I was on blood pressure medicine.
[00:59:05.899 --> 00:59:08.600]  And I started eating a little better, but my blood pressure stayed high.
[00:59:08.620 --> 00:59:16.143]  And when I took X2 iodine, after about three or four weeks, I think my body was detoxified of a bunch of metals and stuff that my body was storing.
[00:59:16.243 --> 00:59:18.444]  And my blood pressure came down to perfect level.
[00:59:18.844 --> 00:59:21.765]  And I tell people the only thing I did was X2 iodine.
[00:59:22.225 --> 00:59:36.114]  And even though I do think all your other products are good, I recommend to anybody that they start with X2 Iodine because it detoxifies your body and kind of kicks your natural DNA into full force.
[00:59:36.194 --> 00:59:39.676]  So, in my life, I found X2 Iodine to be best.
[00:59:40.136 --> 00:59:43.578]  I tried other Iodines and they didn't have the same effect.
[00:59:43.758 --> 00:59:46.180]  So, X2 Iodine, I really wanted to point that out.
[00:59:51.761 --> 00:59:57.666]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[01:00:12.262 --> 01:00:16.225]  Prepare yourself for a perfectly outrageous motion picture.
[01:00:16.245 --> 01:00:21.048]  Howard Beale went up there last night and said what every American feels, that he's tired of all the bull- No, thanks, Diana.
[01:00:21.088 --> 01:00:26.412]  We're talking about putting a manifestly irresponsible man on national television.
[01:00:26.432 --> 01:00:29.794]  1776 will commence again if you try to take our firearms!
[01:00:31.475 --> 01:00:32.636]  There is no America.
[01:00:33.497 --> 01:00:34.978]  There is no democracy.
[01:00:36.018 --> 01:00:36.899]  There is only
[01:00:37.739 --> 01:00:46.364]  IBM, and ITT, and AT&T, and DuPont, Dow, Union Carbide, and Exxon.
[01:00:47.445 --> 01:00:49.967]  Those are the nations of the world today.
[01:00:50.627 --> 01:00:56.090]  And you have meddled with the primal forces of nature!
[01:00:57.871 --> 01:01:02.294]  And you will atone!
[01:01:03.735 --> 01:01:05.016]  Am I getting through to you, Mr. Beale?
[01:01:06.197 --> 01:01:06.617]  Why me?
[01:01:07.267 --> 01:01:09.028]  It was your own television, dummy.
[01:01:09.048 --> 01:01:13.911]  Ladies and gentlemen, the Network News Hour with Howard Beale!
[01:01:15.071 --> 01:01:26.097]  I can't do it.
[01:01:27.478 --> 01:01:28.199]  We'll do it live.
[01:01:30.260 --> 01:01:31.120]  We'll do it live!
[01:01:32.941 --> 01:01:33.742]  Do it live!
[01:01:33.922 --> 01:01:35.883]  I'll write it and we'll do it live!
[01:01:38.206 --> 01:01:39.047]  That thing sucks!
[01:01:40.108 --> 01:01:41.049]  What the hell's going on?
[01:01:41.069 --> 01:01:41.730]  I don't know.
[01:01:41.750 --> 01:01:43.552]  He just said he was going to blow his brains out.
[01:01:43.892 --> 01:01:45.934]  That's tomorrow and that is it for us today.
[01:01:46.014 --> 01:01:46.795]  I'm Bill O'Reilly.
[01:01:46.855 --> 01:01:47.896]  Thanks again for watching.
[01:01:47.916 --> 01:01:50.779]  We'll leave you with Sting and a cut off his new album.
[01:01:50.900 --> 01:01:51.480]  Take it away.
[01:01:51.680 --> 01:01:53.402]  Congressman, let me interrupt you just for a moment.
[01:01:53.422 --> 01:01:55.184]  We've got some breaking news out of Miami.
[01:01:55.364 --> 01:01:56.265]  Stand by if you will.
[01:01:57.441 --> 01:02:01.264]  Right now in Miami, Justin Bieber has been arrested on a number of charges.
[01:02:01.284 --> 01:02:07.230]  The judge is reading the charges, including resisting arrest and driving under the influence.
[01:02:07.270 --> 01:02:09.652]  He's appearing now before the judge for his bond hearing.
[01:02:11.522 --> 01:02:16.466]  I want a show developed based on the activities of a terrorist group.
[01:02:17.848 --> 01:02:20.450]  Osama Bin Laden is just one person.
[01:02:20.530 --> 01:02:22.612]  He is representative of networks of people.
[01:02:29.898 --> 01:02:36.501]  Who absolutely have made their cause to defeat the freedoms that we understand.
[01:02:36.822 --> 01:02:38.342]  And we will not allow them to do so.
[01:02:38.362 --> 01:02:44.125]  The death of Bin Laden marks the most significant achievement to date in our nation's effort to defeat Al Qaeda.
[01:02:44.245 --> 01:02:47.547]  The Taliban is taking responsibility for shooting down a U.S.
[01:02:47.567 --> 01:02:48.208]  helicopter.
[01:02:48.628 --> 01:02:52.850]  More than 30 people were killed and there are reports this morning that most of them are U.S.
[01:02:52.910 --> 01:02:53.610]  Navy SEALs.
[01:02:54.131 --> 01:02:56.372]  It is the international system, the currency.
[01:02:56.972 --> 01:03:01.394]  Which determines the totality of life on this planet.
[01:03:01.794 --> 01:03:04.095]  NATO is in command of the entire U.S.
[01:03:04.135 --> 01:03:05.195]  military publicly.
[01:03:05.796 --> 01:03:10.037]  Homeland Security now says their mission has nothing to do with Al-Qaeda, our Muslim extremists.
[01:03:10.117 --> 01:03:15.420]  It has to do with the Tea Party, who will launch police-killing terror attacks any minute.
[01:03:16.060 --> 01:03:18.661]  With no evidence of that, now it's beginning.
[01:03:19.201 --> 01:03:21.222]  The borders are completely wide open.
[01:03:21.662 --> 01:03:24.924]  Tens of millions of people are flooding here as we speak.
[01:03:25.285 --> 01:03:31.768]  Hundreds of thousands a month pouring over the borders, being given driver's license in California to pull the lever to ban guns.
[01:03:32.209 --> 01:03:36.491]  We are in the middle of a globalist revolution against this country right now.
[01:03:37.212 --> 01:03:38.632]  I don't have to tell you things are bad.
[01:03:39.133 --> 01:03:40.293]  Everybody knows things are bad.
[01:03:40.894 --> 01:03:41.654]  It's a depression.
[01:03:42.835 --> 01:03:45.717]  Everybody's out of work or scared of losing their job.
[01:03:47.113 --> 01:03:48.635]  The dollar buys a nickel's worth.
[01:03:49.096 --> 01:03:50.097]  Banks are going bust.
[01:03:50.177 --> 01:03:52.100]  Shopkeepers keep a gun to the counter.
[01:03:52.761 --> 01:03:54.323]  Punks are running wild in the street.
[01:03:54.363 --> 01:03:56.926]  There's nobody anywhere who seems to know what to do, and there's no end to it.
[01:03:57.267 --> 01:03:57.647]  We know.
[01:03:58.088 --> 01:04:01.252]  The air is unfit to breathe, and our food is unfit to eat.
[01:04:02.133 --> 01:04:10.559]  We sit watching our TVs while some local newscaster tells us that today we had 15 homicides and 63 violent crimes, as if that's the way it's supposed to be!
[01:04:10.819 --> 01:04:12.900]  We know things are bad, worse than bad!
[01:04:13.481 --> 01:04:14.201]  They're crazy!
[01:04:14.421 --> 01:04:17.443]  It's like everything everywhere is going crazy, so we don't go out anymore!
[01:04:17.824 --> 01:04:24.748]  We sit in the house, and slowly the world we're living in is getting smaller, and all we say is, please, at least leave us alone in our living rooms!
[01:04:24.788 --> 01:04:29.131]  Let me have my toaster and my TV and my steel-belted radials, and I won't say anything!
[01:04:29.331 --> 01:04:30.152]  Just leave us alone!
[01:04:30.412 --> 01:04:31.753]  Well, I'm not gonna leave you alone.
[01:04:32.613 --> 01:04:33.814]  I want you to get mad!
[01:04:36.136 --> 01:04:36.617]  Network.
[01:04:37.057 --> 01:04:39.259]  Television will never be the same.
[01:04:59.943 --> 01:05:03.506]  Survival Shield X3 is back in stock at InfoWarsStore.com.
[01:05:03.547 --> 01:05:06.549]  Now, I don't have to tell you all the amazing benefits of nascent iodine.
[01:05:06.770 --> 01:05:08.812]  You can take the time to look that up yourself.
[01:05:08.872 --> 01:05:14.797]  I've got a stack right here that I printed of study after study going over all the amazing benefits of nascent iodine.
[01:05:14.817 --> 01:05:16.959]  And that's why we formulated Survival Shield X3.
[01:05:17.700 --> 01:05:18.360]  We're good to go!
[01:05:41.269 --> 01:05:48.252]  Detoxification benefits, cognitive and neurological support, skin enhancement even, and prevention of hypothyroidism.
[01:05:48.392 --> 01:05:53.354]  Make sure you visit InfoWarsStore.com today and get Survival Shield X3 now at 40% off.
[01:06:09.722 --> 01:06:14.926]  Welcome to the Alex Jones Show, hosted by Robert Barnes.
[01:06:17.428 --> 01:06:17.989]  Are we all good?
[01:06:20.451 --> 01:06:20.771]  All right.
[01:06:21.252 --> 01:06:22.052]  Glad you could join us.
[01:06:23.073 --> 01:06:26.936]  Guest hosting today is me, Robert Barnes, for the Alex Jones Show.
[01:06:27.517 --> 01:06:29.098]  We're going to be discussing a range of cases.
[01:06:29.659 --> 01:06:33.702]  Trump's motions to dismiss were partially granted in Georgia.
[01:06:34.471 --> 01:06:45.522]  Trump's motions to dismiss are currently pending in a court hearing ongoing in the Southern District of Florida before Judge Cannon in the classified documents case.
[01:06:46.824 --> 01:06:49.727]  Or one might argue the misclassified documents case.
[01:06:50.628 --> 01:06:52.129]  We have the TikTok ban.
[01:06:52.730 --> 01:06:57.014]  Is it really about China or is it Patriot Act for Social Media 2.0?
[01:06:58.812 --> 01:07:18.679]  We have updates on cases that I'm personally and professionally involved in, including the Amish farmer case of Pennsylvania, Amos Miller, and the big Pfizer fraud case, the Brooke Jackson case, whistleblower case brought against Pfizer concerning the COVID-19 vaccine.
[01:07:19.919 --> 01:07:22.860]  And we'll be discussing that and more throughout the show.
[01:07:24.100 --> 01:07:30.864]  First up, what is going on in the federal courtroom in Judge Cannon concerning Trump's documents case?
[01:07:31.444 --> 01:07:35.466]  What are the grounds that Trump is seeking to dismiss the charges?
[01:07:36.287 --> 01:07:41.169]  The grounds are, broad speaking, basically that this case has never been brought before.
[01:07:41.730 --> 01:07:45.692]  To charge a president with a crime in any case has never happened.
[01:07:46.252 --> 01:07:51.295]  To charge a president with a crime under the Presidential Records Act has never happened.
[01:07:51.335 --> 01:07:56.759]  In fact, no one has ever been charged with a crime under the Presidential Records Act.
[01:07:57.179 --> 01:08:04.684]  To apply the Espionage Act to the president or the vice president or a cabinet official is also unheard of.
[01:08:05.425 --> 01:08:18.855]  And we have the general vagueness that goes into the Espionage Act that has led to its constitutional questionable nature going on many years now since the inception of the Act.
[01:08:18.975 --> 01:08:33.486]  The Act has often been utilized much as the Alien and Sedition Act, so the 1800s were used, that were done in such a way as to effectively preclude and prohibit the dissidents from being able to speak out.
[01:08:34.145 --> 01:08:43.772]  It is not a coincidence that these kind of laws were utilized to go after World War I protesters, including locking up Eugene V. Debs.
[01:08:44.393 --> 01:08:50.297]  Despite that, he was allowed to run for president in 1920 while he was inside a federal prison.
[01:08:51.197 --> 01:08:56.081]  So, first up, what are the issues in the Trump being discussed today?
[01:08:56.601 --> 01:09:02.906]  Not all of the motions to dismiss are being discussed today in the Trump case in Florida.
[01:09:03.596 --> 01:09:09.260]  Instead, they're primarily focused on the Presidential Records Act and the Espionage Act.
[01:09:10.120 --> 01:09:14.083]  The question is whether or not those acts are constitutional.
[01:09:14.723 --> 01:09:19.667]  The other aspect is whether or not they can be applied constitutionally to the President.
[01:09:20.567 --> 01:09:24.570]  So the first aspect is what's sometimes called a facial challenge.
[01:09:25.230 --> 01:09:30.594]  In other words, when a law is so vague that it can't be constitutional as applied to anyone.
[01:09:31.320 --> 01:09:42.244]  This concerns the Due Process Clause and the separations of power, the balance of powers, in our Constitution between the executive, legislative, and judicial branches.
[01:09:43.224 --> 01:09:50.887]  The goal is that the legislature can't make it a crime to do something unless you know what it is that is made a crime in the first place.
[01:09:52.267 --> 01:09:54.428]  This also concerns the rule of lenity.
[01:09:55.088 --> 01:10:00.790]  That means that in a criminal case, the law has to be interpreted against the government
[01:10:01.388 --> 01:10:09.593]  But in favor of the defendant, in order to make sure that the defendant is not put in prison for something he did not know was a crime.
[01:10:10.453 --> 01:10:21.780]  So you combine the due process clause of the Constitution, which means that laws cannot be so vague that we can be punished for violating something we didn't know was a law in the first place.
[01:10:22.654 --> 01:10:46.247]  Combined with the rule of lenity, which is concerning criminal defendants not going to prison for something unless they were on clear notice that their conduct was criminal, with the separation of powers articulated throughout the Constitution, Articles 1, 2, and 3, concerning what's supposed to be the legislative role, what's supposed to be the judicial role, and what's supposed to be the executive role.
[01:10:46.847 --> 01:10:51.450]  In this context, what's sometimes called the void for vagueness doctrine,
[01:10:52.020 --> 01:10:56.222]  Concerns in the Due Process Clause and the Separation of Powers.
[01:10:56.662 --> 01:11:04.086]  Concerns when a statute is written in such a way that it gives too much discretion to the executive branch.
[01:11:04.706 --> 01:11:17.653]  In other words, if the executive branch can make up the law as it goes along in deciding whom to apply it to, then we run afoul of the legendary Leventer Berea's statement
[01:11:18.402 --> 01:11:22.047]  Who said, show me the man and I will find you the crime.
[01:11:22.688 --> 01:11:26.653]  That is what we do not want in American constitutional law.
[01:11:27.293 --> 01:11:32.420]  So there has to be sufficient safeguards, limitations, restrictions.
[01:11:33.249 --> 01:11:44.016]  On the discretion of the executive branch and how criminal laws are interpreted and applied in order for the separation of powers to also be protected.
[01:11:44.336 --> 01:11:58.165]  Otherwise, what happens is the executive branch is effectively usurping the role of the legislative branch because they're writing the laws as they go along in order to apply them selectively to whom they want.
[01:11:59.142 --> 01:12:13.171]  Now, lurking in the background today in the Southern District of Florida, before Judge Cannon and the Trump documents case, is a motion that is not being heard today but has already been filed.
[01:12:13.911 --> 01:12:17.814]  That is a motion to dismiss for selective prosecution.
[01:12:18.695 --> 01:12:19.855]  What does that concern?
[01:12:20.336 --> 01:12:25.519]  Well, that's the First Amendment to the United States Constitution prohibits the government from doing anything
[01:12:26.218 --> 01:12:33.302]  That would abridge your rights of the freedom of speech and association and expression.
[01:12:33.943 --> 01:12:39.806]  This concerns rights of political activities, political affiliations, political associations.
[01:12:40.166 --> 01:12:42.848]  It's not only the right to speak, but it's the right not to speak.
[01:12:42.928 --> 01:12:47.331]  It's also not just the right to speak, it's the right to associate with whom you choose.
[01:12:48.311 --> 01:12:49.712]  All of those aspects
[01:12:50.499 --> 01:12:53.060]  Are at issue in a selective prosecution case.
[01:12:53.541 --> 01:13:06.067]  The First Amendment prohibits the government from using someone's speech, from using someone's political affiliation or association as the basis of bringing an indictment.
[01:13:07.268 --> 01:13:12.991]  The Fifth Amendment due process clause prohibits vindictive prosecution.
[01:13:13.986 --> 01:13:17.428]  Prosecutions brought for impermissible bad faith purposes.
[01:13:17.868 --> 01:13:26.671]  You combine the two and what that relates to is whether or not Trump has been targeted for impermissible reasons.
[01:13:27.312 --> 01:13:32.334]  Whether or not he's being discriminated against for impermissible reasons.
[01:13:32.954 --> 01:13:40.517]  So a typical selective prosecution case says look here's some examples of people who did similar conduct
[01:13:41.030 --> 01:13:52.152]  But were not prosecuted, and the reason they were not prosecuted was they had different political affiliations, associations, speech, or expressions than I did.
[01:13:52.952 --> 01:13:55.513]  That's a First Amendment violation.
[01:13:55.953 --> 01:13:56.493]  The U.S.
[01:13:56.533 --> 01:14:10.076]  Department of Justice is not allowed to bring indictments for politically motivated purposes that discriminate deliberately against people based on their political affiliations, associations, speech, or expression.
[01:14:11.115 --> 01:14:13.316]  Here, of course, the H.E.R.
[01:14:13.396 --> 01:14:39.029]  report, the Independent Special Counsel appointed by the Justice Department to investigate President Joe Biden's previous and prior mishandling of documents considered classified and containing national security information, go dating all the way back to his days in the Senate and as Vice President and after he was a Senator and after he was a Vice President,
[01:14:39.844 --> 01:14:52.327]  Show that according to both hers report and his testimony earlier this week before Congress, that Biden did actually did the things he accused President Trump of.
[01:14:53.388 --> 01:15:05.511]  Unlike President Trump, who is protected by the Presidential Records Act, unlike President Trump, who is protected by all of the executive powers given to him under Article Two of the United States Constitution,
[01:15:06.645 --> 01:15:35.847]  Unlike President Trump, who is actually being targeted as the political opponent of the administration that indicted him, Joe Biden removed documents that were labeled classified, that were labeled top secret, that contained national security information, while he was a United States Senator, and while he was Vice President, and after he was no longer a Senator or Vice President.
[01:15:37.188 --> 01:15:38.689]  And so that's issue one.
[01:15:38.769 --> 01:15:45.874]  He took them and removed them illicitly in an unauthorized manner, which is the foundation of most of the criminal charges against Trump.
[01:15:47.055 --> 01:15:51.919]  And unlike Trump, Biden did not have the Presidential Records Act or Article Two of the U.S.
[01:15:51.979 --> 01:15:53.520]  Constitution to protect him.
[01:15:54.608 --> 01:16:03.751]  Secondly, he removed them and relocated them to a place that was unsecure that any ordinary person could access.
[01:16:04.231 --> 01:16:05.651]  They were scattered about.
[01:16:06.051 --> 01:16:12.973]  They weren't unlike President Trump, where his documents were placed in a secure facility at Mar-a-Lago.
