[00:00:20.168 --> 00:00:22.730]  May 31st, 2019.
[00:52:03.458 --> 00:52:05.500]  Oh, what a high and mighty good person you are.
[00:52:05.841 --> 00:52:14.168]  Funny, corporate tyranny, Netflix, Disney threatened Georgia over abortion ban, despite the fact that Disney's been filming in Bolivia.
[00:52:15.623 --> 00:52:17.044]  No, it's Christians that are the enemy.
[00:52:17.064 --> 00:52:18.445]  And of course, they're working in Communist China.
[00:52:18.465 --> 00:52:20.727]  They're working everywhere to suppress populations.
[00:52:38.715 --> 00:52:43.017]  That's a newswars.com article detailing that fact.
[00:52:43.057 --> 00:52:46.258]  There's also another article on the Daily Caller where they go over all of it.
[00:52:46.298 --> 00:52:50.640]  I know I said I'd get into Jared Kushner and his Bilderberg visit and what I think of that.
[00:52:50.680 --> 00:52:52.800]  I'll do that at the start of the next hour.
[00:52:52.840 --> 00:52:54.381]  I'm behind some Robert Barnes.
[00:52:54.881 --> 00:52:56.322]  He's doing great work with us here behind the scenes.
[00:52:56.382 --> 00:52:57.642]  He's got big stuff about to happen.
[00:52:58.342 --> 00:52:59.643]  He's also a great talk show host.
[00:53:01.431 --> 00:53:07.915]  He's gonna be in studio with us 15 after for the rest of the show, the rest of the show until the fourth hour.
[00:53:07.935 --> 00:53:14.120]  And then we have Nick Baggett, who always does an amazing job on Fridays, hosting the fourth hour, Dr. Nick Baggett.
[00:53:14.920 --> 00:53:16.782]  So that is coming up today.
[00:53:17.682 --> 00:53:25.027]  I have not gotten to all of these clips I said I would, but again, silent weapons for quiet wars.
[00:53:26.288 --> 00:53:30.151]  Dissolve the family, get rid of the jobs, demoralize the population.
[00:53:30.819 --> 00:53:42.762]  Bring in 10 million illegal aliens the last five, six years, and do not test them, and order the Border Patrol, do not test them for diseases.
[00:53:44.263 --> 00:53:49.184]  And then immediately bust them in, enroll them in school, and put them next to your kid with TB.
[00:53:49.744 --> 00:53:51.525]  What about the poor illegal alien kids?
[00:53:51.665 --> 00:53:52.485]  They should be tested.
[00:53:52.785 --> 00:53:53.325]  Your children.
[00:53:53.525 --> 00:53:55.626]  Oh, but then they blame you didn't take a vaccine.
[00:53:55.726 --> 00:53:56.146]  It's your fault.
[00:53:57.586 --> 00:53:58.747]  There is no vaccine for TB.
[00:53:58.807 --> 00:53:59.667]  It's all BS.
[00:54:00.512 --> 00:54:02.034]  This is a biological attack.
[00:54:02.515 --> 00:54:03.856]  This is an attempt to take us down.
[00:54:04.597 --> 00:54:14.330]  And again, they form them up at refugee centers, train them, give them $1,000 debit cards, give them cash, give them backpacks of food every step of the way.
[00:54:15.091 --> 00:54:15.631]  Every leg.
[00:54:16.272 --> 00:54:16.973]  Bring them in!
[00:54:17.053 --> 00:54:21.777]  And then I tune in to a podcast with the Jordan Klepper guy.
[00:54:21.797 --> 00:54:24.319]  He's going, I got arrested for my new show.
[00:54:24.339 --> 00:54:25.520]  We're not really doing comedy now.
[00:54:25.841 --> 00:54:28.903]  It's purely the mission to defeat Trump and defeat America.
[00:54:28.923 --> 00:54:30.024]  You're just listening to this.
[00:54:30.104 --> 00:54:32.867]  And, you know, and the mission is everything.
[00:54:32.907 --> 00:54:35.129]  And we're training these wonderful people at this
[00:54:35.509 --> 00:54:52.596]  You know, a secret school in Georgia that we've brought up these illegal aliens and we're going to, you know, win and Hillary's directing me and I'm so proud that I'm working directly with Hillary, you know, to take down Alex Jones and the way to silence Alex Jones is to, he deserves to be taken off the air.
[00:54:52.776 --> 00:54:57.698]  I mean, it's like cartoonish how evil and un-American it is.
[00:54:59.499 --> 00:55:01.180]  But he's proud of it.
[00:55:03.578 --> 00:55:10.764]  So we'll come back, I'll play some of these newscasts about the diseases, all of it, but it's not that this Jordan Klepper guy is important.
[00:55:11.325 --> 00:55:13.927]  Seriously, I mean, he tried to get us to engage him, his show failed.
[00:55:15.969 --> 00:55:17.510]  I don't care about being attacked.
[00:55:18.291 --> 00:55:30.542]  It's the forensics of one article, they were trying to boost his new show's ratings by attacking me again, and then saying that I say I'm fake and I'm an actor, but there's no quote of me saying that, and it's made up.
[00:55:31.758 --> 00:55:43.121]  And then his pinheadedness where he just, oh my God, I couldn't believe I met with the Clintons and they're working with me and they're directing me and we're doing productions together and blah, blah, blah.
[00:55:43.141 --> 00:55:44.222]  And I actually went and looked it up.
[00:55:44.682 --> 00:55:47.643]  He's introducing the legend that this just happened magically.
[00:55:48.003 --> 00:55:49.943]  No, the Clintons have a production company.
[00:55:52.144 --> 00:55:57.406]  They admit for feminist and leftist operations that's directly taking over with Viacom.
[00:55:57.966 --> 00:55:58.846]  Klepper works for that.
[00:55:59.926 --> 00:56:01.227]  And Netflix.
[00:56:03.267 --> 00:56:09.129]  It's like the late-night shows have said, yeah, Chuckie Schumer calls up and helps me write my lines.
[00:56:09.409 --> 00:56:10.689]  Seriously, thank you, Chuck.
[00:56:10.950 --> 00:56:19.912]  They kiss these old globalist traitors who are on the ding-dong of the shycoms, riding their wee-wee.
[00:56:20.353 --> 00:56:21.233]  Sorry, that's just true.
[00:56:22.153 --> 00:56:23.153]  When it's fish, you gotta use it.
[00:56:23.173 --> 00:56:24.694]  I'm not a profane guy, but sometimes I am.
[00:56:26.108 --> 00:56:28.208]  It's just, these are flaming traitors!
[00:56:29.049 --> 00:56:39.030]  And the Clintons are like these rotting, dead cicada carcasses attached to the wall, and here's this Klepper guy, like, rubbing up against them like, oh, oh!
[00:56:39.570 --> 00:56:42.031]  You know, trying to create the new future with skeletons.
[00:56:42.631 --> 00:56:43.071]  Klepper!
[00:56:43.491 --> 00:56:45.951]  You're not gonna hatch any new little goblins with Hillary.
[00:56:46.612 --> 00:56:49.812]  Or Bill, looking like a buzzard hanging over your shoulder.
[00:56:49.932 --> 00:56:52.933]  I mean, this, this is a joke!
[00:56:53.793 --> 00:56:54.773]  This is a joke!
[00:56:55.831 --> 00:56:56.732]  This is a joke!
[00:56:58.193 --> 00:57:03.376]  And he's going, oh, and I couldn't believe the Clintons helped me launch my new show in a promo.
[00:57:04.957 --> 00:57:09.280]  Because it's gonna be announced that they own your show.
[00:57:11.282 --> 00:57:13.203]  Which anybody could go research and find out.
[00:57:14.003 --> 00:57:14.364]  Like that.
[00:57:15.665 --> 00:57:23.150]  So now their billions and their foundation are a facelift for Crypt Keeper and his husband?
[00:57:25.544 --> 00:57:26.825]  That's the best you got?
[00:57:28.927 --> 00:57:36.493]  As if anyone wants to tune into Comedy Central and see the Clintons looking like Day of the Dead.
[00:57:37.274 --> 00:57:39.596]  At least have them eating somebody's brains, you might get ratings.
[00:57:40.177 --> 00:57:47.623]  I mean, some little leftist lying nobody hanging out with two dead political operatives.
[00:57:47.643 --> 00:57:49.845]  When I say dead, I mean politically.
[00:58:08.887 --> 00:58:13.172]  You see Apple making these decisions, you know, based on, you know, if this is impacting us.
[00:58:13.592 --> 00:58:19.317]  Do you think that tech companies are in a position right now where they can self-regulate with some of these more sticky issues?
[00:58:20.615 --> 00:58:21.656]  Hi, I'm Tim Cook.
[00:58:21.856 --> 00:58:26.558]  I run the richest company in the world, and I pay Chinese slave laborers, you know, a dollar a day.
[00:58:26.938 --> 00:58:33.822]  I've moved Apple to China and given your iCloud keys to their government, and now I'm bringing Chinese censorship here to America and working with Google to do it.
[00:58:33.922 --> 00:58:35.123]  I mean, it's crazy.
[00:58:36.232 --> 00:58:50.760]  Do you think, I mean it's interesting to hear you say that, I, just having covered a lot of this over the last months, I keep coming back to this fundamental question, and you can tell me if this is too philosophical for you, but I come back to this fundamental question, do we as users just have to re-envision the idea of privacy?
[00:58:50.840 --> 00:58:52.261]  Is it a luxury at this point?
[00:58:52.441 --> 00:58:53.462]  Hi, I'm Tim Cook.
[00:58:53.782 --> 00:58:56.844]  The New York Times says, quote, I leave the moral high ground.
[00:58:56.904 --> 00:58:59.946]  That Apple, via Tim Cook, leaves the moral high ground.
[00:59:00.946 --> 00:59:07.649]  So, our company pays zero taxes in China, and we run slave factories, but I'm helping shut down free speech in America.
[00:59:07.950 --> 00:59:09.811]  That makes me liberal.
[00:59:10.251 --> 00:59:19.695]  One of the interesting points today, and I know this is an issue near and dear to you and to Apple, you guys created a pride feature for Apple Watch.
[00:59:20.316 --> 00:59:28.460]  You know, just this morning the Supreme Court ruled in favor of a Colorado baker who refused to bake a cake in celebration of a same-sex couple.
[00:59:29.640 --> 00:59:36.671]  As a leader in the community, as Apple has, you know, continuously stood in front of LGBTQ rights, what's your reaction?
[00:59:36.691 --> 00:59:38.033]  Hi, I'm Tim Cook.
[00:59:38.274 --> 00:59:44.484]  I'm gay, but I don't say a word to China, even though I'm the biggest company in China, about how they execute gays.
[00:59:56.673 --> 01:00:00.578]  If you are receiving this transmission, you are the Resistance.
[01:00:44.062 --> 01:00:59.131]  No, seriously, I didn't have time to listen to this whole podcast that's produced by the left and this new show and the Clintons getting into production at Viacom and Netflix with their billions of laundered drug money and child kidnapping money.
[01:01:00.512 --> 01:01:05.155]  It's come out in AP reports, the Clintons and the giant child smuggling operations out of Haiti.
[01:01:07.102 --> 01:01:22.332]  But getting back to what I was saying here, I've actually got the footage of the interview he does with the Clintons, where Bill looks like a demonic buzzard that's like looking at a dead baby it's going to eat or something.
[01:01:22.392 --> 01:01:24.273]  And Clinton's like, hang on.
[01:01:24.373 --> 01:01:26.574]  And then Hillary just looks like a pumpkin-headed demon.
[01:01:27.215 --> 01:01:30.337]  And then here's this little trendy guy that, you know, signed on.
[01:01:30.777 --> 01:01:35.360]  He's an anointed one from the left, you know, to help take down Alex Jones.
[01:01:37.062 --> 01:01:43.385]  And then they're talking about, he's talking about how I need to be taken down and how I deserve what's happened to me.
[01:01:43.725 --> 01:01:57.632]  He's sitting there with mass murdering war criminals that put 10 times the sanctions on the Iraqis that George Herbert Walker did and killed over a million and a half of them, 500,000 of them being children.
[01:02:00.653 --> 01:02:02.274]  At Hillary and Bill's direction.
[01:02:02.694 --> 01:02:05.716]  And when they got asked about it, they said 500,000 is a good price to pay.
[01:02:07.728 --> 01:02:28.982]  So everyone should be saying to themselves, every moment of every waking day, that you're not the tail end of the globalist, leftist, blue-blood, foundation-funded, weird, quasi-wannabe, Atlantic accent, British aristocracy.
[01:02:29.342 --> 01:02:30.143]  Nothing against Brits.
[01:02:30.663 --> 01:02:32.164]  Hell, my mom is pretty much an Anglophile.
[01:02:33.805 --> 01:02:34.426]  And I know why.
[01:02:34.486 --> 01:02:36.327]  I mean, she's proud of her family lineage and all that.
[01:02:37.662 --> 01:02:43.744]  Not just Anglo, but Saxon as well.
[01:02:44.444 --> 01:02:49.066]  But that system, power corrupts, absolute power corrupts, absolutely.
[01:02:50.686 --> 01:02:58.389]  And the people that inherit all this power and all this wealth become insanely disconnected from reality.
[01:02:59.850 --> 01:03:03.631]  And that's why smart families
[01:03:06.341 --> 01:03:14.643]  In many cases, would just change their names, buy a ship, and set sail for the new world.
[01:03:16.183 --> 01:03:17.303]  And a lot of that went on, too.
[01:03:17.343 --> 01:03:22.484]  But see, with the Clintons, they don't come from any powerful dynasties or any kings.
[01:03:23.725 --> 01:03:31.766]  They come from knuckle-dragon psychopath stock that'll do whatever it's told at any time, any place.
[01:03:33.407 --> 01:03:35.047]  And again, you listen to this crap.
[01:03:36.514 --> 01:03:40.898]  It is mind-blowing.
[01:03:42.219 --> 01:03:51.105]  When I watched Hillary give a speech in New Hampshire or New York, those are the last two speeches.
[01:03:51.266 --> 01:03:58.091]  I watched some others too, but the last full speeches I watched, and it was sycophantic worship.
[01:04:00.489 --> 01:04:06.051]  Have you seen somebody announce at the UN, and they read their whole name, and it's like 10 names, the Royal Highness of this and that?
[01:04:06.151 --> 01:04:06.852]  It sounds stupid.
[01:04:07.332 --> 01:04:17.496]  With her, it's shaking, and, oh, and she did this, and she did that, and she... Because she used to run the country, folks.
[01:04:17.516 --> 01:04:18.336]  It wasn't Obama.
[01:04:20.137 --> 01:04:26.320]  And these people all sycophantically worship because she promised them they were going to run everything.
[01:04:26.740 --> 01:04:29.241]  They weren't just going to run the government, they were going to run you.
[01:04:31.363 --> 01:04:36.565]  And Klepper and all these people were brought up that they're supposed to rule us.
[01:04:37.406 --> 01:04:38.847]  Dude, you ain't gonna rule nothing.
[01:04:38.887 --> 01:04:40.267]  You come from trash.
[01:04:40.907 --> 01:04:46.350]  I can take one look at you and tell you come from a bunch of mentally ill garbage.
[01:04:46.710 --> 01:04:48.631]  And that's where you're going back to, son.
[01:04:49.151 --> 01:04:50.052]  God's real, boy.
[01:04:50.592 --> 01:04:51.312]  You can't see it.
[01:04:51.913 --> 01:04:53.093]  So you keep making your jokes.
[01:04:53.874 --> 01:04:55.374]  But those that can see can see.
[01:04:55.394 --> 01:04:58.596]  I love seeing you sitting there with those two corpses.
[01:04:59.816 --> 01:05:01.057]  You fit right in, son.
[01:05:18.801 --> 01:05:22.903]  InfoWars, the most banned network in the world.
[01:05:38.583 --> 01:05:40.124]  I will break your jaw.
[01:05:40.225 --> 01:05:43.407]  I will knock your teeth out.
[01:05:43.567 --> 01:05:45.469]  I will break your nose.
[01:05:45.589 --> 01:05:47.771]  I will break your neck.
[01:05:49.752 --> 01:05:50.853]  You're a little wimp!
[01:05:51.293 --> 01:05:52.895]  You son of a piece of garbage!
[01:05:53.495 --> 01:05:54.035]  I hate you!
[01:05:54.576 --> 01:05:55.377]  I hate you!
[01:05:55.557 --> 01:05:57.258]  And remember that scumbag forever!
[01:05:57.919 --> 01:06:00.060]  If you don't spread the link, the globalists win!
[01:06:00.340 --> 01:06:00.961]  Spread the link!
[01:06:04.588 --> 01:06:05.469]  Got it.
[01:06:05.669 --> 01:06:11.393]  This transmission is coming to you.
[01:06:11.473 --> 01:06:13.575]  Waging war on corruption.
[01:06:13.735 --> 01:06:15.597]  Alright, here I go.
[01:06:15.837 --> 01:06:21.582]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:06:23.043 --> 01:06:24.644]  You got it.
[01:06:31.084 --> 01:06:33.545]  Yeah, do it!
[01:07:17.299 --> 01:07:17.539]  All right.
[01:07:17.559 --> 01:07:24.524]  Robert Barnes, who is one of my great lawyers, chief legal counsel in our fight against the globalists, a lot of big stuff coming up in the next few months.
[01:07:24.564 --> 01:07:25.484]  I'm just going to leave it at that.
[01:07:26.185 --> 01:07:33.029]  He's going to be in studio starting next segment to cover all the international news, the national news, to take your calls.
[01:07:33.069 --> 01:07:35.551]  And I promise today, we will open the phones up.
[01:07:36.471 --> 01:07:43.433]  And take your calls directly for Bob Barnes on any subject you want to raise, but the questions will be directed at him.
[01:07:44.334 --> 01:07:46.414]  That is coming up as well.
[01:07:47.175 --> 01:07:55.397]  But I want to give you my view on Jared Kushner.
[01:07:57.238 --> 01:08:00.279]  Now, here's how this works for me.
[01:08:02.880 --> 01:08:05.881]  I judge a tree by its fruits.
[01:08:08.993 --> 01:08:25.487]  And I've also always noticed that people that get involved in King's courts and in the subterfuge of access to a powerful person, it just goes from bad to worse.
[01:08:26.668 --> 01:08:30.371]  And so I've been sucked into those things when I'm not even wanting to be sucked into them.
[01:08:32.864 --> 01:08:39.670]  To the damage of my overall goal just to promote freedom and awareness and decentralization and a pro-human future.
[01:08:44.393 --> 01:08:49.378]  But Jared Kushner is obviously smart.
[01:08:50.258 --> 01:08:51.359]  He's a good-looking guy.
[01:08:53.461 --> 01:08:54.602]  He's Trump's son-in-law.
[01:08:56.744 --> 01:08:57.544]  I support Trump.
[01:08:58.065 --> 01:08:58.985]  I think Trump's smart.
[01:08:59.306 --> 01:09:00.727]  Trump needs people he can really trust.
[01:09:02.762 --> 01:09:03.582]  He trusts Jared?
[01:09:07.185 --> 01:09:11.247]  And so I don't have a problem with him having a national security clearance and the things he's doing.
[01:09:11.867 --> 01:09:18.791]  I mean, my God, the Communist Chinese ran the Obama administration, but oh, the left doesn't want Jared Kushner to have a security clearance.
[01:09:18.831 --> 01:09:19.532]  What does that tell you?
[01:09:21.513 --> 01:09:28.477]  But out in the whole right-wing-o-sphere, I've been hearing for three years, since he was president-elect,
[01:09:31.007 --> 01:09:36.230]  That Jared Kushner is just the worst thing since gonorrhea.
[01:09:38.812 --> 01:09:42.594]  But those are the same people that tell me Benjamin Netanyahu is the worst thing since death.
[01:09:44.855 --> 01:09:46.836]  I don't get involved in Israel's politics.
[01:09:49.097 --> 01:09:50.118]  I'm glad Israel's there.
[01:09:50.138 --> 01:09:53.660]  I mean, can you imagine if the Arabs were fighting over it?
[01:09:53.720 --> 01:09:54.421]  What would it be like?
[01:09:54.441 --> 01:09:56.021]  I mean, let's get real.
[01:09:57.062 --> 01:09:58.663]  But let's move away from that point.
[01:10:01.223 --> 01:10:06.549]  The Economist magazine, owned by the leftist Rothschilds, wanted Netanyahu out.
[01:10:07.309 --> 01:10:09.292]  Works around the clock to remove him and Trump.
[01:10:10.253 --> 01:10:12.074]  Works around the clock to take me out.
[01:10:12.695 --> 01:10:14.437]  I don't look at the Rothschilds as Jewish.
[01:10:15.538 --> 01:10:18.621]  I look at them as evil opportunists that play people off.
[01:10:18.641 --> 01:10:21.785]  People say, well then why'd they help fund the founding of Israel?
[01:10:24.349 --> 01:10:31.977]  Because they knew it was already coming, and they wanted to try to control it, to parlay it into world government, which they now admit.
[01:10:32.358 --> 01:10:34.520]  And the Rothschilds aren't one monolithic group either.
[01:10:34.800 --> 01:10:36.382]  It's not fair to say that.
[01:10:36.422 --> 01:10:39.145]  But the ones running it are bad news.
[01:10:40.487 --> 01:10:40.967]  Bad news.
[01:10:42.048 --> 01:10:42.809]  Very bad news.
[01:10:43.990 --> 01:10:44.371]  Obviously.
[01:10:46.232 --> 01:10:59.674]  So all these leftist funded white supremacist groups, and that's who funds them and runs them, look at the left, it's all anti-semitic stuff, they like boil Jews down to just like they're robots or something.
[01:11:00.355 --> 01:11:03.815]  And that there's just one Jewish brain and Jews all think alike.
[01:11:04.435 --> 01:11:05.956]  That's not how families work.
[01:11:05.996 --> 01:11:12.057]  Whether you were German or Japanese or Nigerian, you got ten people in the family, they don't all think alike.
[01:11:12.117 --> 01:11:12.377]  That's BS.
[01:11:14.810 --> 01:11:33.833]  So, I'm not defending Jared Kushner, I'm not attacking Jared Kushner, because I elected Trump, you elected Trump, Trump trusts him, and you've got to give the President that support because he's been trying hard and been delivering and doing things that are biblical, in my view.
[01:11:34.853 --> 01:11:35.734]  I mean, this is incredible.
[01:11:36.014 --> 01:11:38.954]  The attack on Trump's all you need to know, they are pissed.
[01:11:39.394 --> 01:11:43.895]  The establishment and their whole plan is really upset that he's going to fight all the stuff they've done.
[01:11:45.111 --> 01:11:53.915]  Now all that prefacing, I'm done talking about Kushner, and I'm going to try to explain this very, very simply, and I know that some of the detractors will take it out of context, but that doesn't matter.
[01:11:53.955 --> 01:11:59.618]  This is for people that want to hear what I really think, and this is my best analysis and what I know.
[01:12:01.999 --> 01:12:09.202]  We published, right when it came out, from their own site, the Bilderberg Group's itinerary, and who's going to be there, and who the guests are in Switzerland.
[01:12:10.930 --> 01:12:16.192]  When I was first covering this 20 years ago, they were saying in the news, I was insane it didn't exist.
[01:12:17.352 --> 01:12:20.133]  Even 10 years ago they would say I was insane it didn't exist.
[01:12:20.934 --> 01:12:21.354]  You understand?
[01:12:22.174 --> 01:12:25.915]  So it was the fact that they were saying that world government meetings weren't happening.
[01:12:27.056 --> 01:12:28.056]  That was the issue.
[01:12:29.397 --> 01:12:35.679]  Jared Kushner announced he was going to Bilderberg.
[01:12:36.974 --> 01:12:42.698]  Then people after getting flooded with calls and emails in the office, Oh my God, Trump sold us out!
[01:12:43.118 --> 01:12:44.159]  Kushner's going to Bilderberg!
[01:12:46.081 --> 01:12:46.621]  I'm going to say this.
[01:12:46.641 --> 01:12:48.082]  I'm going to be very clear.
[01:12:49.363 --> 01:12:50.944]  I would go to Bilderberg if they asked me to go.
[01:12:53.646 --> 01:12:55.387]  What matters is what I stand for.
[01:12:55.828 --> 01:12:57.729]  We know Bilderberg was set up to bring in the world government.
[01:12:57.749 --> 01:12:59.931]  We know Bilderberg's one of the top globalist meetings.
[01:13:01.151 --> 01:13:03.113]  That they denied existed at the Rockefellers' rant.
[01:13:04.090 --> 01:13:12.388]  It brought the Atlantic alliance of the Western elite in the United States with the Eastern Western elite after World War II.
[01:13:12.468 --> 01:13:13.230]  We know the history.
[01:13:13.510 --> 01:13:14.492]  I've made films about it.
[01:13:16.263 --> 01:13:20.146]  Going to a meeting is not being on the agenda.
[01:13:20.426 --> 01:13:31.214]  Just like when Trump goes to Davos, that's more powerful than Bilderberg now, it's public, and they're calling for world government, and they're all wearing their EU things, and he's wearing the American flag, and we go and push our agenda there.
[01:13:31.494 --> 01:13:38.879]  Just like Trump meeting with Kim Jong-un doesn't mean we agree with Kim Jong-un executing, you know, his ambassadors or his envoys.
[01:13:40.360 --> 01:13:45.544]  So it's a very simple thing for me
[01:13:47.605 --> 01:13:48.845]  To judge a tree by its fruits.
[01:13:48.925 --> 01:14:11.672]  Now, if Jared Kushner came back from Bilderberg, or Davos, or any of these events, and Trump suddenly signed on to open borders, or signed on to globalism, or signed on to world government, or signed on to confiscating guns, or signed on to teaching five-year-olds, you know, how to be gay or whatever, which is what's pushed by the left so you don't have kids, then I'd go after Trump.
[01:14:12.152 --> 01:14:13.673]  In a split second.
[01:14:14.941 --> 01:14:15.682]  Split second.
[01:14:16.404 --> 01:14:17.405]  I'm not loyal to Trump.
[01:14:17.545 --> 01:14:24.557]  I'm loyal to justice, to my children, to God, to a future, a pro-human future.
[01:14:25.519 --> 01:14:27.322]  But the fact that we have
[01:14:29.887 --> 01:14:42.631]  A patriot president, all these other nationals getting elected, and sweeping elections around the world for populist, and now they've got to have a representative of Trump inside their confab is us seizing the flag.
[01:14:43.171 --> 01:14:51.234]  At least at the level of my vision, I see this in the continuum of what Trump's doing, what we're doing, what I'm doing, as victory.
[01:14:52.774 --> 01:14:54.635]  You know, when we took over Nazi Germany in 1945,
[01:14:57.358 --> 01:15:03.419]  And marched in to the Reich Chancellery, and our troops were in the Chancellery, were our troops for Hitler?
[01:15:04.699 --> 01:15:05.660]  You're like, well of course not.
[01:15:06.340 --> 01:15:19.002]  When our football team, for the New England Patriots, and they drive down the field against the other team, and they get into their end zone, because they got in their end zone, are they for the other team?
[01:15:19.682 --> 01:15:20.662]  You're like, well of course not.
[01:15:21.942 --> 01:15:24.523]  We're taking over their end zone.
[01:15:25.506 --> 01:15:27.347]  We're taking over their right chancellery.
[01:15:27.727 --> 01:15:29.648]  We're taking over their command bases.
[01:15:30.488 --> 01:15:31.389]  We're on the march.
[01:15:32.049 --> 01:15:33.490]  The empire is on the run.
[01:15:34.030 --> 01:15:39.973]  Now if I see anything out of Kushner or Trump,
[01:15:41.072 --> 01:15:43.834]  That's pissing on our sovereignty or our freedom, our values.
[01:15:44.455 --> 01:15:49.359]  I'll turn on them like a pit bull on PCP.
[01:15:49.900 --> 01:15:51.101]  But let me give you a little newsflash.
[01:15:51.721 --> 01:15:52.582]  It ain't gonna happen.
[01:15:54.684 --> 01:15:55.445]  It's not, folks.
[01:15:56.065 --> 01:15:56.445]  It's not.
[01:15:56.806 --> 01:15:59.128]  So, everybody should just relax.
[01:15:59.488 --> 01:16:01.370]  We're conquering Bilderberg right now.
[01:16:03.122 --> 01:16:07.065]  The Global Controllers are very smart in some ways, very ignorant in others.
[01:16:07.826 --> 01:16:09.608]  But they understand the power of archetypes.
[01:16:10.849 --> 01:16:18.555]  And I never knew when I started out on my quest 25 years ago to restore the American Republic that I would end up being a major leader in it.
[01:16:19.175 --> 01:16:24.880]  I just simply thought I'd be one more voice calling on the people to stand up and get involved in their own destinies.
[01:16:26.741 --> 01:16:27.442]  But it became clear
[01:16:29.113 --> 01:16:35.714]  Eight, nine years ago, even in Newsweek and Time Magazine, they said, Alex Jones is the mad prophet of the Tea Party.
[01:16:36.274 --> 01:16:40.355]  In the wilderness, he must be stopped.
[01:16:40.415 --> 01:16:45.976]  And all these years later, I realized that I didn't invent the ideas I'm promoting.
[01:16:47.136 --> 01:16:55.638]  I'm simply promoting free market, Renaissance, Americana, and ideas that are
[01:16:57.313 --> 01:17:03.537]  Diametrically opposed to authoritarian systems, whether they be fascist, communist, or socialist.
[01:17:05.898 --> 01:17:14.803]  But nevertheless, Infowars has been chosen by the enemy as the symbol of Americana, as the card.
[01:17:15.944 --> 01:17:24.288]  And if they can demonize it, if they can lie about it, and if they can destroy it, they believe they can demoralize you and make you give up.
[01:17:24.989 --> 01:17:25.149]  So,
[01:17:26.257 --> 01:17:28.599]  Please hold InfoWars up.
[01:17:29.240 --> 01:17:29.981]  Please promote it.
[01:17:30.081 --> 01:17:30.781]  Please support it.
[01:17:31.642 --> 01:17:34.285]  I personally hope that we can survive this.
[01:17:35.566 --> 01:17:36.387]  But even if we don't...
[01:17:37.611 --> 01:17:47.837]  Don't think a defeat of an individual or an organization is an expression of who you are, because you are the listeners and viewers that actually made InfoWars the success it is.
[01:17:48.497 --> 01:17:59.284]  Yes, I selfishly want to continue on with the future, but I don't want you to ever think that if I'm set up, killed, destroyed, imprisoned, lied about with their fake narratives,
[01:18:00.526 --> 01:18:01.247]  That we're losers.
[01:18:02.108 --> 01:18:04.630]  We did the right thing and told the truth and we've already changed the world.
[01:18:05.231 --> 01:18:07.032]  So you need to continue on.
[01:18:07.853 --> 01:18:08.994]  But we're at that fork in the road.
[01:18:09.635 --> 01:18:13.959]  Will InfoWars continue on to fight more battles and win more battles thanks to your support?
[01:18:14.500 --> 01:18:15.841]  Or will we be destroyed?
[01:18:16.401 --> 01:18:18.864]  And then you have to move on and not be demoralized.
[01:18:19.484 --> 01:18:20.045]  We're at that point.
[01:18:21.573 --> 01:18:22.233]  It's financial.
[01:18:22.733 --> 01:18:25.654]  At the end of the day, money talks, BS walks.
[01:18:26.414 --> 01:18:30.636]  Funding allows us to operate and expand and defeat the enemy.
[01:18:31.356 --> 01:18:34.097]  Not having money shuts us down and we're defeated.
[01:18:34.117 --> 01:18:37.238]  And once we've been silenced, the enemy can lie about us all they want.
[01:18:37.938 --> 01:18:41.279]  We're running Memorial Day specials right through next week.
[01:18:41.939 --> 01:18:43.320]  Some of the biggest sales we've ever done.
[01:18:43.340 --> 01:18:47.181]  60% off, extend-a-wise, for cardiovascular and heart.
[01:18:47.981 --> 01:18:49.142]  It's the best formula out there.
[01:18:50.003 --> 01:18:50.784]  MycoZX.
[01:18:50.864 --> 01:18:54.947]  Instead of just a probiotic, it's anti-fungus, anti-candida mold for your guts.
[01:18:55.248 --> 01:18:55.688]  Amazing.
[01:18:56.048 --> 01:18:56.709]  Try it for yourself.
[01:18:56.729 --> 01:18:58.430]  60% off.
[01:18:58.751 --> 01:19:02.414]  50% off our new 8-pack Power Stack Bodies Ultimate Turmeric Formula.
[01:19:02.814 --> 01:19:06.017]  Vitamin Refusion, Ultimate Bone Broth, Supermental Vitality.
[01:19:06.037 --> 01:19:07.478]  That's 50% off.
[01:19:07.799 --> 01:19:09.260]  40% off Turbo Force Back in Stock.
[01:19:09.941 --> 01:19:14.406]  And the chocolate and vanilla protein bars are the best out there.
[01:19:14.726 --> 01:19:17.670]  There's a bunch of other specials as well, but we try to make it symbiotic.
[01:19:17.710 --> 01:19:21.915]  Great products at great prices that make your life better than funder operation.
[01:19:22.175 --> 01:19:25.399]  Whatever you do, commit now like you've already done.
[01:19:26.630 --> 01:19:32.352]  To take action, whether it's word of mouth, or praying for us, or buying the products, or all three, you've already changed the world.
[01:19:32.872 --> 01:19:47.257]  And I humbly come to you with respect and thank you again for what you've done for myself, for my children, and for your children, and for all of our own destinies, because this is an incredible time in humanity at that fork in the road, or at that crossroads.
[01:19:47.858 --> 01:19:48.518]  But whatever you do,
[01:19:49.318 --> 01:19:50.440]  Never give in to the globalist.
[01:19:50.960 --> 01:19:52.322]  Never give in to your humanity.
