[00:00:20.814 --> 00:00:22.716]  Awesome!
[00:51:23.886 --> 00:51:26.668]  And please support local AM and FM and TV stations.
[00:51:26.748 --> 00:51:27.169]  Thank them.
[00:51:27.729 --> 00:51:31.092]  Send them a monthly tithe, a donation towards free speech.
[00:51:31.572 --> 00:51:32.733]  We stand up for the unborn.
[00:51:33.173 --> 00:51:35.735]  We stand up against the gay pride parade sexualizing children.
[00:51:36.056 --> 00:51:37.477]  We stand up against the devil whispers.
[00:51:37.717 --> 00:51:40.260]  Your average church is just a feel-good institution that doesn't do that.
[00:51:40.720 --> 00:51:41.842]  Don't send them your money.
[00:51:42.182 --> 00:51:44.985]  Send it to the local radio station that puts on the truth.
[00:51:45.986 --> 00:51:47.368]  Ask God to tell you what to do.
[00:51:47.408 --> 00:51:48.049]  It's important.
[00:51:49.731 --> 00:51:50.511]  Ask your conscience.
[00:51:51.633 --> 00:51:52.513]  Going back to Roger Stone.
[00:51:52.533 --> 00:51:58.877]  Roger, finishing up with the incredible hoax that I wrote a book about Sandy Hook that I lost a lawsuit last week.
[00:51:59.057 --> 00:51:59.717]  Totally fake.
[00:51:59.957 --> 00:52:00.718]  I'm not even in the book.
[00:52:00.758 --> 00:52:01.438]  Never read the book.
[00:52:01.879 --> 00:52:02.799]  Not on the name of the book.
[00:52:03.479 --> 00:52:04.800]  Jim Fetzer is a professor.
[00:52:05.881 --> 00:52:06.881]  Just the lies.
[00:52:07.041 --> 00:52:08.182]  That's in AP, by the way.
[00:52:08.362 --> 00:52:09.363]  They refused to retract.
[00:52:10.163 --> 00:52:11.364]  What do you think is really going on here?
[00:52:11.444 --> 00:52:13.745]  And let's talk about Bolton and the whole situation.
[00:52:14.960 --> 00:52:20.485]  Well, we're now in this realm where facts and truth and evidence really don't matter.
[00:52:20.905 --> 00:52:33.076]  In so many media outlets, so many supposed news organizations, falsehoods are not only reported, but then they're recycled again and again and again.
[00:52:33.176 --> 00:52:39.882]  And you can provide them with ironclad documentation that what they're reporting is false,
[00:52:40.524 --> 00:52:43.265]  And they simply refuse to correct or retract.
[00:52:43.345 --> 00:52:45.667]  Politico, among the worst.
[00:52:46.307 --> 00:52:47.968]  The New York Times, pathetic.
[00:52:48.328 --> 00:52:50.889]  The Washington Post, the absolute worst.
[00:52:51.369 --> 00:52:56.972]  So I've experienced exactly what you're going through here, and it's very, very frustrating.
[00:52:57.032 --> 00:53:08.617]  But we're in this realm in which the fake news media, led by CNN, MSNBC, The Washington Post, and others, no longer have any journalistic ethics or rules.
[00:53:08.978 --> 00:53:09.638]  They will write
[00:53:13.900 --> 00:53:22.123]  And by the way, it's critical you just said that.
[00:53:22.503 --> 00:53:29.666]  Because the Young Turks retracted, Shapiro retracted, hundreds of others retracted when our lawyers contacted them, Bob and others.
[00:53:30.547 --> 00:53:36.489]  But it was the Wall Street Journal, the New York Times, and the AP that led with the fraud to teach others to engage in fraud.
[00:53:36.509 --> 00:53:38.170]  They're doing this consciously, Roger.
[00:53:38.976 --> 00:53:39.837]  No, there's no question.
[00:53:40.177 --> 00:53:41.538]  I should mention the Wall Street Journal.
[00:53:41.618 --> 00:53:42.920]  Particularly the worst.
[00:53:43.340 --> 00:53:45.262]  A reporter there, Shelby Holliday.
[00:53:45.382 --> 00:53:52.668]  Literally, the single most duplicitous, dishonest, crooked, fixed reporter probably working in media today.
[00:53:52.748 --> 00:53:54.470]  Although, it'd be a contest.
[00:53:54.570 --> 00:53:55.431]  I could name others.
[00:53:56.832 --> 00:54:01.555]  Let's talk very quickly about the countries moving towards the brink of war.
[00:54:01.975 --> 00:54:03.216]  Alex, I want to be very clear.
[00:54:03.336 --> 00:54:05.317]  I'm opposed to war with Iran.
[00:54:05.337 --> 00:54:07.719]  I think it would be an enormous mistake.
[00:54:08.580 --> 00:54:19.587]  I don't have the benefit of the intelligence that the president does have, but I fear that Bolton and Pompeo are trying to walk him towards yet another foreign war.
[00:54:20.067 --> 00:54:22.048]  And this gives me grave pause.
[00:54:22.488 --> 00:54:24.049]  I really, I trust the President.
[00:54:24.469 --> 00:54:29.651]  I hope that he will view all of the intelligence with a skeptical eye.
[00:54:30.011 --> 00:54:40.895]  We've seen the deep state create false flag operations in the past to try to inch us towards war or in many cases to keep our troops in Syria.
[00:54:40.955 --> 00:54:46.338]  The fake gas attacks that they now even admit were faked being a perfect example.
[00:54:46.518 --> 00:54:47.018]  I pray
[00:54:47.518 --> 00:54:49.800]  We are not headed to a war at Iran.
[00:54:49.880 --> 00:54:50.420]  I really do.
[00:54:50.800 --> 00:54:54.363]  Well, since you just said that, they handed me a piece of paper as you were speaking.
[00:54:54.683 --> 00:54:55.764]  This is really good news.
[00:54:55.804 --> 00:54:57.665]  CBS News reports U.S.
[00:54:57.705 --> 00:54:58.566]  drones shot down.
[00:54:58.646 --> 00:55:02.369]  Trump says he believes strike by Iran was not intentional.
[00:55:03.269 --> 00:55:04.730]  Obviously, Trump wants a peace deal.
[00:55:04.750 --> 00:55:06.732]  He was getting close to one when the two tankers sank.
[00:55:08.133 --> 00:55:10.454]  That's still questionable, but why would Iran do that?
[00:55:10.474 --> 00:55:11.055]  It's insane.
[00:55:11.515 --> 00:55:13.576]  And now he's saying he doesn't think it was intentional.
[00:55:14.357 --> 00:55:16.679]  Well, the Iranians said
[00:55:17.847 --> 00:55:24.710]  Well, you know, it's difficult to sort out at this point, Alex, but I do want to point out that Donald Trump was elected as a non-interventionist.
[00:55:24.730 --> 00:55:27.471]  And you can see that some around him
[00:55:48.191 --> 00:55:55.997]  Including Bolton, who I think is a very smart guy and who I would like to give the benefit of the doubt that he would reflect the views of his boss.
[00:55:56.137 --> 00:56:08.607]  But he has seemed to me to be increasingly bellicose, exceedingly aggressive in terms of walking the nation towards yet another foreign war.
[00:56:08.988 --> 00:56:10.829]  I pray the president doesn't go there.
[00:56:11.009 --> 00:56:13.111]  On the other hand, I trust his judgment.
[00:56:13.795 --> 00:56:18.702]  He has available to him intelligence that we do not have.
[00:56:19.183 --> 00:56:29.618]  I hope he will look at it with some degree of skepticism, because we do know that the Deep State will pass on to the Chief Executive things that aren't true or that are colored.
[00:56:30.283 --> 00:56:32.905]  We do not need yet another foreign war.
[00:56:33.325 --> 00:56:37.607]  What we need is peace, but peace through strength.
[00:56:37.787 --> 00:56:47.433]  And you've got a leader now who understands leveraging America's strength to get peace as opposed to launching endless foreign war.
[00:56:47.873 --> 00:56:51.495]  It costs us billions in American blood without real reason.
[00:56:51.835 --> 00:56:52.796]  I totally agree, Roger.
[00:56:52.816 --> 00:56:57.962]  I'm going to do five more minutes and you've got to go catch an airplane on what else you think they might throw at Trump.
[00:56:58.143 --> 00:57:03.409]  But it's really starting to become clear that the tankers probably were a false flag, even though Iran threatened to do it.
[00:57:03.869 --> 00:57:11.718]  It's becoming increasingly clear that there's some hanky-panky going on here by how the president's responding, not letting it suck him into war.
[00:57:12.459 --> 00:57:15.980]  But he also did threaten Iran and said, you made a big mistake.
[00:57:16.660 --> 00:57:19.801]  But now he's reversing that, I guess, as he's learning more.
[00:57:19.841 --> 00:57:23.282]  He supposedly was going to give a press conference sometime in the next hour.
[00:57:23.442 --> 00:57:24.422]  That was 30 minutes ago.
[00:57:25.002 --> 00:57:27.103]  We have Joel Skousen joining us, World Affairs Brief.
[00:57:27.243 --> 00:57:28.143]  Very smart cookie.
[00:57:28.663 --> 00:57:34.125]  At the bottom of the next hour, as soon as Trump gives a press conference, you better believe on this radio slash TV transmission, we will cut away.
[00:57:34.665 --> 00:57:36.145]  Roger, you've got several websites.
[00:57:36.465 --> 00:57:38.546]  Where's the best place for people to find the work you're doing?
[00:57:39.597 --> 00:57:45.143]  Well, I can always appreciate people going to StoneDefenseFund.com to help me for my upcoming trial.
[00:57:45.163 --> 00:57:49.508]  And if you want to read my political writings, go to StoneColdTruth.com.
[00:57:49.728 --> 00:57:50.489]  All right, we'll be back.
[00:57:50.509 --> 00:57:50.869]  Stay there.
[00:57:50.889 --> 00:57:55.534]  InfoWars.
[00:57:55.554 --> 00:58:00.179]  The most banned network in the world.
[00:58:00.646 --> 00:58:05.627]  InfoWars settles Pepe the Frog lawsuit, pays tiny settlement to creator Matt Fury.
[00:58:05.707 --> 00:58:07.348]  Mark, overall, what do you think of this decision?
[00:58:07.408 --> 00:58:07.948]  Mark Rendazzo.
[00:58:08.068 --> 00:58:18.091]  I mean, look, when they come at us first saying they want $1.2 million in attorney's fees, and then they wind up begging us for a pittance of a settlement.
[00:58:19.064 --> 00:58:21.025]  I think that's grounds for a victory lap.
[00:58:21.426 --> 00:58:24.708]  I mean, the amount that you wound up paying them for a licensing fee.
[00:58:24.768 --> 00:58:29.611]  I mean, when we were calculating what it would have cost for, you know, your first class flight to L.A.
[00:58:29.631 --> 00:58:33.553]  The kind of hotels that we like to stay in and the kind of meals we like to eat.
[00:58:33.873 --> 00:58:36.655]  I think our bar tab would have been more than that in L.A.
[00:58:36.675 --> 00:58:37.295]  just for the week.
[00:58:37.515 --> 00:58:45.160]  I just, I have a very big feeling of satisfaction when they put as many lawyers on the other side of the table as I have in my entire firm.
[00:58:45.960 --> 00:58:54.065]  And then they squeak out the door with a, you know, essentially it was like you flipped a coin to him and said, here, get out of my way, go buy yourself an ice cream.
[00:58:54.145 --> 00:59:02.489]  The thing you were saying earlier about how your viewers and your listeners helped out in order to help you win this free speech fight, I can't reiterate that enough.
[00:59:02.649 --> 00:59:09.173]  You know, when you have stood up on these cases, you're not standing up just for Alex Jones or InfoWars.
[00:59:09.433 --> 00:59:10.934]  You're standing up for everybody's rights.
[00:59:11.694 --> 00:59:17.718]  And, uh, you know, now that this case is over, you know, you can kind of start reloading the guns, but, uh, there's gonna be more.
[00:59:17.758 --> 00:59:18.338]  You know that.
[00:59:18.498 --> 00:59:18.978]  Well said.
[00:59:26.531 --> 00:59:29.593]  Since the beginning, Secret 12 has been one of our most popular formulas.
[00:59:29.733 --> 00:59:32.774]  Now, we're bringing you an all-new version to help you reach your energy peak.
[00:59:32.954 --> 00:59:40.278]  Ultra 12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available, methylcobalamin, to provide you with twice the B12.
[00:59:40.458 --> 00:59:46.862]  Ultra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[00:59:47.002 --> 00:59:50.704]  Take advantage of the superior form of B12 and head to InfoWarsStore.com today.
[00:59:56.480 --> 01:00:00.388]  If you are receiving this transmission, you are the Resistance.
[01:00:27.158 --> 01:00:28.519]  John Bolton's trying to start a war.
[01:00:29.180 --> 01:00:31.882]  It won't just keep Trump from getting re-elected, in my view.
[01:00:32.923 --> 01:00:34.544]  It could turn into a larger regional war.
[01:00:35.433 --> 01:00:40.016]  Putin says it'll be a catastrophe at the bare minimum and says the world could end.
[01:00:40.556 --> 01:00:45.720]  He said that the same day there's a new nuclear doctrine for United States preemptively nuke nations.
[01:00:46.040 --> 01:00:47.661]  We'll be looking at that classified document.
[01:00:48.201 --> 01:00:48.862]  It's classified.
[01:00:49.442 --> 01:00:51.263]  Coming up in the next segment.
[01:00:52.004 --> 01:00:53.965]  Yes, ladies and gentlemen, tomorrow's news today.
[01:00:55.046 --> 01:00:57.867]  Better believe Putin saw it that day and that's why he issued that emergency statement.
[01:01:00.131 --> 01:01:05.316]  But Putin is so deferential to the United States, he didn't even say where he got the information that he had the classified document.
[01:01:06.517 --> 01:01:11.261]  So, Roger, what can we do to keep Trump from not being suckered into this new war?
[01:01:12.867 --> 01:01:29.915]  Well, I think the best thing we can do is do exactly what we have been doing, which is to urge him to proceed with extreme caution and to recognize that some around him are not necessarily committed to his reform agenda, particularly when it comes to the foreign policy realm.
[01:01:30.415 --> 01:01:37.539]  I've always been uncomfortable with the disproportionate number of neocons that he has chosen to surround himself with.
[01:01:37.979 --> 01:01:45.685]  These are people who did not vote for him and do not support his foreign policy's goals, which of course are putting America first.
[01:01:46.105 --> 01:01:49.388]  Best thing we can do right now, Alex, is pray.
[01:01:50.240 --> 01:02:04.991]  I want to get back to what we had talked about, because in the 40 years that I've been in American politics, I've never seen a situation with the mainstream media in which facts and truth and evidence no longer matters.
[01:02:05.591 --> 01:02:13.457]  I have been subjected to this myself, but I've never seen anything quite like the situation in which you have recently been smeared.
[01:02:13.957 --> 01:02:24.045]  The false claim that you purposely sent kiddie porn to the Sandy Hook plaintiffs is ludicrous as well as false.
[01:02:24.285 --> 01:02:25.246]  It's a smear.
[01:02:26.207 --> 01:02:28.288]  Somebody sends you something that's encrypted.
[01:02:28.649 --> 01:02:29.970]  You don't even open it.
[01:02:30.850 --> 01:02:36.533]  It ends up swept up in the discovery of nine million documents, and then it's blamed on you.
[01:02:36.994 --> 01:02:38.494]  This is Kafka-esque.
[01:02:38.594 --> 01:02:39.655]  This is bizarre.
[01:02:40.315 --> 01:02:47.159]  But the way the mainstream media rushes out to say, Jones sent kiddie porn, is really outrageous.
[01:02:47.679 --> 01:02:53.102]  I have a lot of respect for those media outlets and those commentators who retracted and corrected and clarified.
[01:02:53.482 --> 01:02:54.922]  But I wonder, where are the big boys?
[01:02:55.042 --> 01:02:56.202]  Where's the Wall Street Journal?
[01:02:56.222 --> 01:02:57.923]  Where's Associated Press?
[01:02:58.243 --> 01:03:04.184]  When are they going to report that they made a mistake and what they said about you was inaccurate?
[01:03:04.424 --> 01:03:05.384]  It's outrageous.
[01:03:05.484 --> 01:03:09.985]  Well, that's what's incredible is they're leading in it, trying to get everybody else to do it.
[01:03:10.425 --> 01:03:14.506]  And like I said, saying I publish books I never published, I lost lawsuits I never lost.
[01:03:14.946 --> 01:03:17.406]  And then we contact them and they just tell our lawyers, fine, sue us.
[01:03:17.886 --> 01:03:19.386]  We're going to go with fake headlines.
[01:03:19.426 --> 01:03:20.467]  This is a new level.
[01:03:20.827 --> 01:03:22.367]  I think it signifies the climate
[01:03:22.987 --> 01:03:27.329]  Instead of dialing their lives back, they're just going to dial their lives up to try to take Trump out.
[01:03:28.590 --> 01:03:41.576]  And it's why I think it continues to be important for people to support InfoWars by either going to the InfoWars.com store or making a contribution at the donate link, just like I urge people to go to StoneDefenseFund.com.
[01:03:41.696 --> 01:03:42.857]  Alex, we are both fighting.
[01:03:43.317 --> 01:03:49.900]  For our lives and the same tactics that have been used against me by the mainstream media are now being used against you.
[01:03:50.440 --> 01:03:56.862]  Is it coincidental that both of us played a key role in the nomination and therefore the ultimate election of Donald Trump?
[01:03:57.462 --> 01:03:58.143]  I think not.
[01:03:58.423 --> 01:04:04.265]  So we both need your help and I urge folks to continue to support InfoWars with your dollars.
[01:04:04.645 --> 01:04:05.626]  Roger, God bless you.
[01:04:05.646 --> 01:04:06.527]  We'll talk to you soon.
[01:04:06.587 --> 01:04:07.788]  Roger Stone did nothing wrong.
[01:04:07.868 --> 01:04:09.009]  Alex Jones did nothing wrong.
[01:04:09.449 --> 01:04:12.892]  All we did was reignite the brush fires in the minds of men and women.
[01:04:13.252 --> 01:04:19.457]  The American people took action, got Trump elected, and all hell's breaking loose because we're fighting for the heart and soul of our country in the future.
[01:04:19.478 --> 01:04:20.018]  Thank you, Roger.
[01:04:20.759 --> 01:04:21.179]  Thank you.
[01:04:21.199 --> 01:04:24.161]  All right, we're going to go to break, and we're going to come back.
[01:04:24.221 --> 01:04:31.327]  And what I'm going to do is air a special report where Pompeo admits that the CIA lies.
[01:04:32.262 --> 01:04:33.442]  They've been lying about Iran.
[01:04:33.822 --> 01:04:34.903]  I'm not fans of Iran.
[01:04:35.783 --> 01:04:45.986]  But I want to start with this report, and then I'm going to get into the nuclear doctrine that just changed, where the United States has new policy for first strikes.
[01:04:47.306 --> 01:04:49.987]  Yes, ladies and gentlemen, it's all coming up.
[01:04:50.947 --> 01:04:53.868]  Some of the most important information we've ever covered.
[01:04:54.108 --> 01:04:54.888]  Please listen.
[01:04:55.288 --> 01:04:56.629]  Please save the audio and video.
[01:04:56.689 --> 01:04:57.629]  Please share the links.
[01:04:58.169 --> 01:05:01.810]  Because we've got to raise awareness.
[01:05:04.437 --> 01:05:08.960]  I don't know if you were happy that day, but I read on your Facebook page you were getting a vaccination.
[01:05:08.980 --> 01:05:09.661]  You were singing.
[01:05:09.941 --> 01:05:20.809]  A PhD immunologist and vaccine proponent recently admitted during a conference that babies are only given shots up to age one in order to train the parents to get their children into the medical system.
[01:05:20.869 --> 01:05:22.991]  That the vaccines are completely worthless.
[01:05:23.311 --> 01:05:35.323]  The notion that babies are being injected with vaccines in the first year of their life simply in order to brainwash parents into feeding their children into the medical system is an extremely disturbing premise.
[01:05:35.703 --> 01:05:39.286]  Hey, how would you like to take InfoWars with you wherever you go?
[01:05:39.387 --> 01:05:42.730]  Well, now you can do just that with the new official
[01:05:43.230 --> 01:05:46.971]  You are listening to an InfoWars.com Frontline Report.
[01:06:14.828 --> 01:06:18.869]  If you are receiving this transmission, you are the resistance.
[01:06:26.352 --> 01:06:34.935]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:06:36.215 --> 01:06:42.097]  President Trump says Iran made a big mistake by shooting down one of our Predator drones.
[01:06:43.649 --> 01:06:46.269]  Putin warns of a global nuclear catastrophe.
[01:06:46.750 --> 01:06:47.630]  We now know why.
[01:06:47.650 --> 01:06:50.250]  We have a classified U.S.
[01:06:50.310 --> 01:06:55.051]  government document they confirm is real that details the U.S.
[01:06:55.091 --> 01:07:01.472]  preparing for first-strike nuclear war against China, Russia, Iran, and others.
[01:07:02.832 --> 01:07:05.893]  Yes, this is the stuff Armageddon's made of.
[01:07:06.773 --> 01:07:11.094]  First, let's go to this RT report to get the Russian perspective.
[01:07:12.227 --> 01:07:19.736]  Here's the story that all Americans should know about and be questioning, and I mean with a vengeance, okay?
[01:07:20.337 --> 01:07:21.158]  The U.S.
[01:07:21.398 --> 01:07:31.089]  is actively planning to carry out a tactical assault on Iran in response to the tanker attack in the Persian Gulf.
[01:07:31.750 --> 01:07:39.138]  This story, first reported in Israel, comes from multiple sources inside the United Nations.
[01:07:39.739 --> 01:07:47.647]  It describes the military actions being considered as an aerial bombing of Iran's nuclear facilities.
[01:07:48.268 --> 01:07:53.253]  The bombing, according to the sources, will be massive.
[01:07:54.215 --> 01:07:57.196]  But limited to a specific set of targets.
[01:07:58.136 --> 01:08:06.199]  Who is pushing this plan, this attack, this bombing of Iran, even more so than military officials?
[01:08:07.900 --> 01:08:20.224]  Secretary of State Mike Pompeo, who we have learned has recently traveled to CENTCOM, Central Command Headquarters, in Tampa, Florida, to meet with U.S.
[01:08:20.344 --> 01:08:22.785]  generals there to map this whole thing out.
[01:08:23.772 --> 01:08:37.820]  The trip squarely puts Pompeo out of his jurisdiction, but he is said to be getting carte blanche from President Trump, despite some pushback from military commanders, interestingly enough.
[01:08:38.999 --> 01:08:46.583]  Also interesting is as far as the US news media are concerned, Pompeo can do no wrong.
[01:08:47.403 --> 01:08:55.106]  He gets cover from them, it seems, simply because, well, because he's not President Trump, who they loathe.
[01:08:56.507 --> 01:09:04.231]  But even a cursory look at Pompeo's record and his past reveals a man who may not be
[01:09:06.069 --> 01:09:11.092]  He may not be a real primetime player when it comes to foreign policy.
[01:09:12.013 --> 01:09:18.617]  He is actually a man who has no problems lying, cheating, and stealing.
[01:09:19.817 --> 01:09:25.181]  You know, in fact, who is accusing Mike Pompeo of lying, cheating, and stealing?
[01:09:25.201 --> 01:09:27.582]  I was the CIA director.
[01:09:27.602 --> 01:09:29.403]  We lied, we cheated, we stole.
[01:09:30.704 --> 01:09:34.487]  We had entire training courses.
[01:09:39.366 --> 01:09:39.906]  Did you hear that?
[01:09:42.007 --> 01:09:48.929]  The CIA is an organization under his command that lies, cheats, and steals.
[01:09:49.970 --> 01:09:51.310]  And it is a joke.
[01:09:52.691 --> 01:09:53.671]  Let me play that for you again.
[01:09:53.691 --> 01:09:56.412]  I was the CIA director.
[01:09:56.432 --> 01:09:57.693]  We lied, we cheated, we stole.
[01:09:57.713 --> 01:09:59.513]  We had entire training courses.
[01:10:06.437 --> 01:10:15.822]  How do we know then that the comments he just made this week about needing to attack Iran because they're attacking tankers is not another lie or cheating or stealing?
[01:10:16.002 --> 01:10:16.503]  How do we know?
[01:10:19.272 --> 01:10:24.875]  Most of you who watch this channel don't need Mike Pompeo to tell you some of these things.
[01:10:24.915 --> 01:10:26.535]  You probably already knew that.
[01:10:27.316 --> 01:10:44.444]  But as we learn that he is drawing up plans, literally drawing up plans to attack Iran, it is my job and yours to be mindful of what may be about to happen, based, if nothing else, on what's happened in the past.
[01:10:45.404 --> 01:10:46.565]  Because as Americans,
[01:10:47.915 --> 01:10:51.744]  It's not your right to know what's going on.
[01:10:53.067 --> 01:10:54.250]  It's your responsibility.
[01:10:55.970 --> 01:10:59.853]  This is the news with Rick Sanchez, where we believe it is time to do news again.
[01:10:59.873 --> 01:11:08.419]  Iranians are saying that this drone violated Iranian airspace early this morning and was then shot down somewhere south of the Strait of Hormuz.
[01:11:08.439 --> 01:11:20.649]  The Iranians also came out just a couple of minutes ago, we just got this, saying that the drone also masqueraded what they call its identification equipment, so they're saying that it essentially shut off whatever transponding equipment was on it.
[01:11:21.189 --> 01:11:21.669]  The U.S.
[01:11:21.689 --> 01:11:23.370]  has a very different take on what happened.
[01:11:23.510 --> 01:11:24.331]  As you mentioned, the U.S.
[01:11:24.691 --> 01:11:29.173]  says that the drone was shot down over international airspace in the Strait of Hormuz.
[01:11:29.533 --> 01:11:30.293]  And the U.S.
[01:11:30.413 --> 01:11:34.195]  just coming out also a couple of minutes ago with a short statement saying that the U.S.
[01:11:34.315 --> 01:11:38.577]  did not fly any aircraft over Iranian airspace on Thursday.
[01:11:38.617 --> 01:11:39.558]  That is, of course, today.
[01:11:39.598 --> 01:11:40.338]  But you're absolutely right.
[01:11:40.578 --> 01:11:43.540]  The Iranians are very angry about this, drawing a red line.
[01:11:43.560 --> 01:11:47.201]  This is what the commander of the Iranian Revolutionary Guard Corps had to say.
[01:11:47.221 --> 01:11:47.722]  Let's listen in.
[01:11:50.836 --> 01:11:54.562]  We have no intention to fight with any countries.
[01:11:55.603 --> 01:11:58.507]  But we are completely ready for war.
[01:11:59.008 --> 01:12:03.375]  What happened today was an obvious sign of this accurate message.
[01:12:07.446 --> 01:12:10.847]  So there you have it, the Iranians saying this was a clear message to the United States.
[01:12:11.047 --> 01:12:15.229]  All of this, of course, coming, guys, as the tensions between Iran and the U.S.
[01:12:15.269 --> 01:12:21.030]  have continued to flare up over the past week since those two tankers were attacked in the Gulf of Oman, the U.S.
[01:12:21.270 --> 01:12:23.731]  blaming the Iranians, the Iranians saying it wasn't them.
[01:12:23.771 --> 01:12:27.933]  And one of the things you guys might recall is that after that incident took place, the U.S.
[01:12:27.973 --> 01:12:32.974]  said that around that time, the Iranians had also tried to fire or did fire at a U.S.
[01:12:33.014 --> 01:12:34.555]  drone that was flying over the area.
[01:12:34.595 --> 01:12:35.275]  They say that time
[01:12:35.495 --> 01:12:36.175]  So here's the reality.
[01:12:36.195 --> 01:12:36.576]  Here's the facts.
[01:12:36.596 --> 01:12:37.796]  Here's the takeaway that you cannot get away from.
[01:12:37.816 --> 01:12:40.037]  The United States is in a war with Iran right now.
[01:13:03.012 --> 01:13:06.774]  There's been a cold war going on with them since 1979 in the Islamic Revolution.
[01:13:09.316 --> 01:13:15.860]  Putin is warning the United States that a strike on Iran, if it goes well, will be a catastrophe.
[01:13:16.941 --> 01:13:18.842]  Oil prices are up over 6% as we speak.
[01:13:20.523 --> 01:13:22.244]  We don't know who sunk the oil tankers.
[01:13:22.624 --> 01:13:24.785]  We don't know who attacked the other 10 oil tankers.
[01:13:24.805 --> 01:13:30.149]  We don't know exactly who's shooting the missiles out of Iranian-controlled territory.
[01:13:31.411 --> 01:13:31.891]  We're good to go.
[01:13:56.243 --> 01:13:57.223]  He's almost always right.
[01:13:57.863 --> 01:14:04.165]  And he's going to give us the inside take on baseball on this when he joins us at the bottom of the hour.
[01:14:04.365 --> 01:14:05.105]  I'm going to go to break.
[01:14:07.006 --> 01:14:14.528]  And I'm going to come back again into the new nuclear doctrine and why I think this is so serious and what Putin has said and what others have said on the other side, a very important segment.
[01:14:16.248 --> 01:14:23.310]  But people are so used to us attacking Iraq or going into Syria or going into Afghanistan or, you know, some other place like
[01:14:26.069 --> 01:14:27.410]  Panama in the late 80s.
[01:14:27.590 --> 01:14:28.550]  This is not that.
[01:14:28.710 --> 01:14:30.231]  OK, this will be a big war.
[01:14:30.831 --> 01:14:34.813]  They've got proxy troops inside the US and other countries.
[01:14:34.873 --> 01:14:36.754]  It's not going to be pretty if a real war kicks off.
[01:14:37.514 --> 01:14:38.515]  And so get ready for that.
[01:14:38.535 --> 01:14:39.796]  And our borders are collapsing.
[01:14:40.176 --> 01:14:41.516]  Our economy will go sideways.
[01:14:42.457 --> 01:14:43.537]  This will not be popular.
[01:14:43.897 --> 01:14:47.119]  But the neocons, the globalists are clearly trying to orchestrate it into this.
[01:14:47.799 --> 01:14:49.800]  Matt Bracken, I'm sure he's a smart guy with a different view.
[01:14:49.820 --> 01:14:50.741]  He's hosting 4th Hour.
[01:14:52.522 --> 01:14:53.962]  But I agree with Ron Paul.
[01:14:54.062 --> 01:14:55.243]  I agree with Tucker Carlson.
[01:14:57.082 --> 01:15:02.644]  And I agree with Rand Paul, and I agree with Joel Skousen, and I agree with myself that this is not a good idea.
[01:15:02.724 --> 01:15:06.345]  It smells like a trap, looks like a trap, walks like a trap.
[01:15:07.025 --> 01:15:10.046]  If it does all that, chances are you walk up in the woods, there's a big bear trap.
[01:15:10.927 --> 01:15:13.327]  You only stick your leg in it to find out if it looks like one, you know?
[01:15:13.888 --> 01:15:14.548]  Probably is one.
[01:15:15.808 --> 01:15:18.069]  Like red on yellow kills a fella, come across a coral snake.
[01:15:18.509 --> 01:15:19.329]  Might not want to pick it up.
[01:15:19.349 --> 01:15:20.210]  How about a rattlesnake?
[01:15:22.310 --> 01:15:23.651]  We'll go to break, we'll come back back.
[01:15:25.285 --> 01:15:33.337]  Please remember, without you spreading the word about the show, without you telling friends, family, and neighbors continually, hey, you know Alex Jones is under attack, the show you're not supposed to listen to?
[01:15:33.818 --> 01:15:36.542]  Well, it's at Infowars.com and it's at Newswars.com.
[01:15:37.043 --> 01:15:37.684]  And it's at Summit.
[01:15:39.039 --> 01:15:40.020]  Now he's most proud of?
[01:15:40.040 --> 01:15:40.480]  For eight years.
[01:16:06.561 --> 01:16:10.562]  There wasn't one single hint of a scandal.
[01:16:11.902 --> 01:16:14.983]  President under pressure from a trifecta of scandals.
[01:16:15.023 --> 01:16:20.764]  President Barack Obama trying to get ahead of just one of the three scandals now consuming the country's attention.
[01:16:20.884 --> 01:16:25.845]  That scandal involving the Secret Service and accusations of drinking and hiring prostitutes in Colombia.
[01:16:25.965 --> 01:16:27.505]  The Obama spying scandal.
[01:16:27.585 --> 01:16:29.526]  The mother of all scandals, Spygate.
[01:16:29.546 --> 01:16:30.546]  This is a big scandal.
[01:16:30.766 --> 01:16:31.186]  Scandal.
[01:16:31.206 --> 01:16:32.167]  It's a huge scandal.
[01:16:32.187 --> 01:16:33.168]  The Gun Walker scandal.
[01:16:33.208 --> 01:16:33.909]  The VA scandal.
[01:16:33.929 --> 01:16:34.669]  The VA scandal.
[01:16:34.709 --> 01:16:39.433]  It's a scandal telling America you can keep your doctor, a callous deception that hurts millions.
[01:16:39.493 --> 01:16:43.916]  Today widespread embarrassment about this scandal has really turned to disgust.
[01:16:44.076 --> 01:16:50.101]  All of this comes as a White House that takes pride in being scandal-free has been hammered by a series of controversies.
[01:16:50.261 --> 01:16:50.742]  The latest?
[01:16:50.982 --> 01:16:58.748]  Revelations the Justice Department obtained two months of telephone records of reporters at the Associated Press as part of a leak investigation.
