[00:00:56.474 --> 00:00:56.814]  Okay.
[00:57:12.587 --> 00:57:14.328]  You just click the button when you want it sent to you.
[00:57:14.668 --> 00:57:16.548]  Go back in your profile, click any time, take it off.
[00:57:17.269 --> 00:57:18.169]  And you get your Ultra 12.
[00:57:19.465 --> 00:57:20.325]  We're good to go.
[00:57:20.345 --> 00:57:21.025]  I think?
[00:57:36.010 --> 00:57:39.592]  We're getting right around to X2, so we've got to stop this sale very, very soon.
[00:57:39.972 --> 00:57:41.113]  Take the X2 Challenge.
[00:57:41.173 --> 00:57:41.773]  Experience it.
[00:57:42.254 --> 00:57:42.774]  See what it does.
[00:57:42.794 --> 00:57:43.935]  It takes about three weeks to kick in.
[00:57:44.275 --> 00:57:45.636]  It's elemental, literally.
[00:57:46.096 --> 00:57:47.297]  Infowarstore.com.
[00:57:47.657 --> 00:57:48.137]  Stay with us.
[00:57:48.477 --> 00:57:49.778]  Hour number two, straight away.
[00:57:59.395 --> 00:58:01.517]  And let's go to Lucas in North Carolina.
[00:58:01.537 --> 00:58:02.898]  Thanks for holding her on the air.
[00:58:02.918 --> 00:58:03.939]  How's it doing, Alex?
[00:58:03.959 --> 00:58:04.479]  Good to be on.
[00:58:04.499 --> 00:58:05.240]  Good to have you here.
[00:58:05.480 --> 00:58:09.644]  Real quickly, I just wanted to say that I am a user of the InfoWars products.
[00:58:09.924 --> 00:58:12.186]  First, I started with Supermail Vitality.
[00:58:12.206 --> 00:58:19.872]  I am a late-30s male, and I don't get all the time that I would like to work out as much as I do, and immediately noticed that
[00:58:20.052 --> 00:58:20.792]  We're good to go.
[00:58:44.361 --> 00:58:46.963]  They were the ones commenting, saying, I love that shirt.
[00:58:47.023 --> 00:58:49.525]  They would laugh about it, tell their friends about it.
[00:58:49.685 --> 00:59:01.316]  And, uh, next I tried X2, and, uh, it's nothing that you notice immediately, but it seemed over time I felt like I was more sharp from the iodine, being able to retain short-term memory better.
[00:59:01.356 --> 00:59:04.479]  I just feel a little sharper in my day-to-day activities.
[00:59:05.239 --> 00:59:06.339]  I totally agree with you.
[00:59:06.639 --> 00:59:08.260]  And it's the good halogen.
[00:59:08.440 --> 00:59:11.520]  IQs get reduced by 15 points without iodine.
[00:59:11.621 --> 00:59:13.581]  In your development, people can look this up for themselves.
[00:59:14.021 --> 00:59:18.342]  And that's why the globalists are obsessed with making sure it's not in the food, it's not in the products we eat.
[00:59:18.742 --> 00:59:20.302]  We are just starving for iodine.
[00:59:20.322 --> 00:59:21.343]  That's why we came out with X2.
[00:59:21.403 --> 00:59:23.343]  We have X3 that's all three types.
[00:59:23.383 --> 00:59:24.703]  This is the Deep Earth Crystal Source.
[00:59:24.743 --> 00:59:26.024]  We don't have it back in stock.
[00:59:26.104 --> 00:59:28.204]  So again, InfoWarsStore.com.
[00:59:28.364 --> 00:59:30.625]  InfoWarsLife.com takes you right to the sub-page.
[00:59:30.685 --> 00:59:32.465]  That has all the award-winning supplements.
[00:59:32.585 --> 00:59:36.308]  And while you're there getting the supplements, go check out the hundreds of great t-shirts.
[00:59:36.388 --> 00:59:38.009]  Many of them are limited edition.
[00:59:38.109 --> 00:59:38.730]  It's all there!
[00:59:38.890 --> 00:59:42.613]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[00:59:55.003 --> 01:00:00.908]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:11.420 --> 01:00:17.643]  All right, I've kind of gotten wound up and hyped up earlier and I got a ton of news I got to get to and a special guest joining us at the bottom of the hour.
[01:00:18.563 --> 01:00:21.825]  The 14-year-old who's taking the internet by storm that they're trying to ban right now.
[01:00:21.845 --> 01:00:28.528]  I want to get to the senator's powerful speech when we come back but here's Mark Dice knocking it out of the park as usual.
[01:00:29.873 --> 01:00:41.361]  As you know, many schools have become safe spaces instead of actually teaching the kids history, math, and science, and instead provide them with an environment to invent new genders and find new things to be offended by.
[01:00:41.641 --> 01:00:54.470]  And now an Ohio high school has taken safe spaces to a whole new level, and will not be awarding students with the honor of valedictorian or salutatorian because it's gonna hurt the other student's feelings because they didn't do as good.
[01:00:54.690 --> 01:00:57.653]  New at 11, first or second in class, no more.
[01:00:57.733 --> 01:01:04.260]  Mason City Schools is getting rid of valedictorian and salutatorian honors, honors that is, all to help students' mental health.
[01:01:04.641 --> 01:01:10.447]  Not on your sides, Jake Ryle joins us live right now from Mason High School with reaction from parents and students.
[01:01:10.487 --> 01:01:11.168]  What are they saying, Jake?
[01:01:11.348 --> 01:01:12.549]  I'll take it from here, guys.
[01:01:12.589 --> 01:01:15.951]  This is something you would expect to see on a parody news website like The Onion.
[01:01:16.291 --> 01:01:20.113]  But if this is a real broadcast about a real school, then they're really doing this.
[01:01:20.353 --> 01:01:27.438]  What planet are we living on when a school has decided that giving the Valedictorian Salutatory Awards is going to hurt the feelings of the other students?
[01:01:27.778 --> 01:01:39.925]  The school's principal said, quote, this will help reduce the overall competitive culture at Mason High School to allow students to focus on exploring learning opportunities that are of interest to them.
[01:01:40.225 --> 01:01:42.266]  Reduce the competitive culture!
[01:01:42.486 --> 01:01:47.368]  Because we wouldn't want the kids to work hard and try to achieve something in their lives, now would we?
[01:01:47.749 --> 01:01:52.291]  Well, I guess it makes sense because if the Democrats get back into power, these kids won't even need jobs.
[01:01:52.591 --> 01:01:54.772]  They'll just live off of our tax dollars.
[01:01:55.172 --> 01:02:03.616]  Business Insider reports that the school is doing away with valedictorians to make mental health a priority, and experts think it's a game-changing policy.
[01:02:03.856 --> 01:02:04.777]  What experts?
[01:02:05.177 --> 01:02:09.922]  I guess you're at the point where telling your kid to work hard and do good in school is bullying them.
[01:02:10.182 --> 01:02:23.355]  Speaking of a kid who has been working hard, this is 14-year-old Sophia, who goes by the name of Soph on YouTube, who has over 800,000 subscribers, and she rails against political correctness and the social justice warriors.
[01:02:23.655 --> 01:02:27.457]  Remember when YouTube used to be about the little guy being able to reach a large audience?
[01:02:27.777 --> 01:02:29.557]  Well, that's not very caring.
[01:02:29.637 --> 01:02:33.299]  That's why we completely changed the algorithm, without telling you!
[01:02:33.559 --> 01:02:34.399]  Yay!
[01:02:34.459 --> 01:02:40.162]  Now the only way you can get on the trending tab is if you're already famous, rendering the whole thing ultimately pointless.
[01:02:40.322 --> 01:02:49.425]  BuzzFeed's feelings got hurt by her style of comedy, particularly after she posted this video making fun of Muslims, which, as you know, you're not allowed to do anymore.
[01:02:49.445 --> 01:02:53.247]  And so they're calling for her to be banned from YouTube.
[01:02:53.487 --> 01:02:58.668]  YouTube's newest far-right foul-mouthed, red-billing star is a 14-year-old girl.
[01:02:58.908 --> 01:03:01.789]  Soph has nearly a million followers on the giant video platform.
[01:03:02.049 --> 01:03:05.170]  The site's executives only have themselves to blame.
[01:03:05.570 --> 01:03:13.412]  And it looks like YouTube is getting ready to take her down because shortly after BuzzFeed's article, her channel received not one, but two strikes.
[01:03:13.892 --> 01:03:28.492]  One, according to her Twitter feed from a previous video in which she got a strike, then she appealed, then it was restored, now that video got a strike again, and then a different video of her pretending to be a communist making fun of commies also got struck.
[01:03:28.852 --> 01:03:30.693]  Now she does have a very foul mouth.
[01:03:30.753 --> 01:03:34.255]  What teenager does it when they're away from their parents and trying to push people's buttons?
[01:03:34.576 --> 01:03:41.080]  But she is very talented and I think that we should all stand up against this censorship and get her to a million subscribers today.
[01:03:41.520 --> 01:03:43.021]  The world has gone mad.
[01:03:43.221 --> 01:03:54.328]  So mad that Taylor University, a Christian university in Mike Pence's home state of Indiana, invited him to give the commencement speech and so some of the students are upset about it.
[01:03:54.648 --> 01:04:02.799]  Students and alumni are outraged and shaking, of course they're shaking, after Vice President Pence invited to give the commencement address.
[01:04:02.999 --> 01:04:04.141]  Here's a little advice, kids.
[01:04:04.201 --> 01:04:09.809]  If you're not a Christian and you don't like Christians, maybe you shouldn't go to a Christian university.
[01:04:10.109 --> 01:04:14.330]  Students at a Christian University are upset that Mike Pence is giving the commencement address.
[01:04:14.570 --> 01:04:15.371]  I mean, what's next?
[01:04:15.471 --> 01:04:19.992]  Is Sports Illustrated gonna feature a 300-pound beach whale in the swimsuit edition?
[01:04:20.012 --> 01:04:21.452]  Oh, wait, what's this?
[01:04:21.752 --> 01:04:22.753]  Oh, come on!
[01:04:23.013 --> 01:04:30.255]  This is not a joke, and I'm sorry that I have to keep saying that it's not a joke when it's not a joke, but I really want you guys to understand that they're really doing this.
[01:04:30.715 --> 01:04:37.902]  Listen, Sports Illustrated, if guys wanted to see a 300-pound woman wearing skin-tight clothes, they could go to Walmart any night of the week.
[01:04:38.202 --> 01:04:42.886]  You didn't have to put one in the swimsuit edition in the name of social justice.
[01:04:43.447 --> 01:04:49.993]  Okay, that's about all the liberalism I could take for a day, but be sure to subscribe to Soph's channel to get her to a million subscribers.
[01:04:51.494 --> 01:04:54.557]  And she's almost there, and she's joining us at the bottom of the hour.
[01:04:55.398 --> 01:04:56.119]  But straight ahead,
[01:04:57.355 --> 01:05:00.556]  The Pentagon, Congress, the American people finally know Big Tech's the enemy.
[01:05:04.576 --> 01:05:05.956]  I want to say brain force is great.
[01:05:06.036 --> 01:05:07.817]  I want to say turbo force is amazing.
[01:05:07.937 --> 01:05:08.357]  It is.
[01:05:08.537 --> 01:05:12.958]  But if you took it with fish oil, it's like the fish oil is it.
[01:05:13.418 --> 01:05:14.698]  The fish oil's better than it.
[01:05:14.778 --> 01:05:16.498]  And that's an example of what I'm talking about.
[01:05:16.598 --> 01:05:18.919]  Fish oil is liquid energy.
[01:05:19.079 --> 01:05:20.639]  Brain, body, heart.
[01:05:20.699 --> 01:05:22.099]  The cleanest, the best out there.
[01:05:22.159 --> 01:05:23.379]  You've got the children's.
[01:05:23.539 --> 01:05:24.480]  You've got the adults.
[01:05:24.660 --> 01:05:25.540]  You've got the krill oil.
[01:05:25.640 --> 01:05:26.760]  If you're going to get the full effect,
[01:05:26.800 --> 01:05:29.001]  The fish oil and the children's are really strong.
[01:05:29.021 --> 01:05:32.823]  They don't give you the burpees, but krill oil is the best, and it'll give you the damn burps.
[01:05:32.963 --> 01:05:33.643]  And I'm sorry.
[01:05:33.723 --> 01:05:34.744]  You want something like this?
[01:05:34.824 --> 01:05:35.684]  You don't get stuff for free.
[01:05:35.804 --> 01:05:37.665]  The krill is hallucinogenic.
[01:05:37.725 --> 01:05:38.866]  It's so good, in my view.
[01:05:38.926 --> 01:05:40.927]  I'm not making a medical statement here, but let me tell you something.
[01:05:40.987 --> 01:05:45.589]  When I eat five capulets of krill oil before I go to bed, I'm seeing Santa Claus that night.
[01:05:47.350 --> 01:05:51.912]  So, your brain is made basically out of what fish oil is.
[01:05:54.875 --> 01:06:00.699]  So we don't make a big profit off of it, but you notice I just obsess because whatever the best is we've got, I just can't lie to you.
[01:06:00.759 --> 01:06:01.680]  I just can't do it!
[01:06:15.990 --> 01:06:22.235]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:27.935 --> 01:06:50.212]  If we will not endure a king as a political power, we should not endure a king over the production, transportation, and sale of any necessity of life.
[01:06:52.194 --> 01:06:55.977]  That is Senator John Sherman, Republican of Ohio,
[01:06:57.669 --> 01:07:11.900]  In 1890, with the Sherman Antitrust Act, the first of those acts, to not let the railroads and the big combines act and behave like God, and engage in all sorts of cartel activity.
[01:07:11.920 --> 01:07:21.967]  Because it's not just monopolies over certain things, it's monopolies working together to combine into a cartel.
[01:07:23.228 --> 01:07:24.649]  And then you get Venezuela.
[01:07:26.579 --> 01:07:27.760]  That's what this is all about.
[01:07:30.263 --> 01:07:39.391]  And I was quoting from the big New York Times article of May 8th last week, it's time to break up Facebook, from the co-founder, Chris Hughes.
[01:07:41.453 --> 01:07:48.079]  Now he says government has to get involved, and he gives some leftist, you know, drivel reasons, but there's some good points in here as well.
[01:07:49.140 --> 01:07:51.662]  I believe he wrote this article from a good place.
[01:07:54.565 --> 01:08:02.273]  But you've got all these Republican so-called libertarian think tanks that since the 70s have convinced us you don't do anything to corporations.
[01:08:02.313 --> 01:08:15.187]  Well, when corporations are bigger than governments, and corporations control the communication systems and have monopolies, and then they start watching in real time and controlling what you're doing, that's authoritarianism.
[01:08:17.679 --> 01:08:20.221]  And they've got consent rulings against them, they've lost lawsuits.
[01:08:20.501 --> 01:08:23.803]  They're supposed to Facebook, Google, all of them were supposed to quit this a decade ago.
[01:08:24.243 --> 01:08:25.584]  They didn't quit, they got worse.
[01:08:26.545 --> 01:08:30.367]  And they've budgeted in the billion dollar, the five billion dollar fines they pay.
[01:08:30.407 --> 01:08:33.829]  That's nothing when you're making hundreds of billions of dollars a year.
[01:08:36.871 --> 01:08:39.072]  And so now, this is the key to everything.
[01:08:41.522 --> 01:08:59.490]  As the Senator in his first big Senate floor speech since he got in in November, Josh Hawley of the Show Me State, former prosecutor there, who I'm very impressed by, on his bill to not kill babies after they're born, Democrats voted it down, showed who they are.
[01:08:59.510 --> 01:09:07.314]  And his moves against Google years ago for antitrust, only state to go after Google.
[01:09:08.054 --> 01:09:09.575]  I mean, the guy's hitting on all cylinders.
[01:09:12.435 --> 01:09:22.099]  And he lays this out in larger papers and articles that the new aristocrats, the new royalty, is Google, is Facebook and Twitter.
[01:09:23.159 --> 01:09:24.220]  And what does royalty mean?
[01:09:24.740 --> 01:09:33.083]  It means you're above the law, it's arbitrary, you do whatever you want, and you can hand down power to whoever you want.
[01:09:33.964 --> 01:09:39.426]  You've got hereditary royalty, you've got hereditary dictatorships, like North Korea, but you've also got
[01:09:40.356 --> 01:09:45.558]  Forms of royalty that are more like oligarchies, where it's clubs and groups, where the bureaucrats hand down power.
[01:09:45.818 --> 01:09:47.058]  Oh, we don't care Trump got elected.
[01:09:47.258 --> 01:09:47.958]  We're bureaucrats.
[01:09:49.479 --> 01:09:50.519]  We'll have an insurance policy.
[01:09:50.559 --> 01:09:51.680]  We'll remove him from office.
[01:09:52.100 --> 01:09:55.041]  We are entitled to run America.
[01:09:55.301 --> 01:09:59.142]  You know, I was just in a Walmart, wrote Strock to Page.
[01:10:00.042 --> 01:10:03.223]  I could smell the Trump support.
[01:10:04.004 --> 01:10:05.564]  We're not going to let these people win.
[01:10:07.065 --> 01:10:07.685]  It's an arrogance.
[01:10:10.094 --> 01:10:11.815]  It's a hubris, it's a royalty.
[01:10:12.095 --> 01:10:14.217]  How dare you!
[01:10:14.717 --> 01:10:16.338]  You're not going to do that!
[01:10:17.238 --> 01:10:18.939]  We're going to tell you what to do.
[01:10:21.081 --> 01:10:31.067]  And so he explains that the lie is the, not grassroots libertarianism that I like, that's constitutional, but
[01:10:32.461 --> 01:10:42.570]  The institutional system of laissez-faire, where these companies can do whatever they want, be tax-exempt, be above the law, tell us what to do, oppress us, lie to Congress.
[01:10:45.592 --> 01:10:50.376]  They've had that position since big tech started 50 years ago, and it's all coming to an end.
[01:10:50.656 --> 01:10:51.937]  I'm not just saying that confidently.
[01:10:51.978 --> 01:10:52.518]  You can see it.
[01:10:55.020 --> 01:10:58.163]  And they're just arrogantly trying to just keep chugging along.
[01:10:58.183 --> 01:11:00.525]  And we've seen the major signs of this.
[01:11:01.894 --> 01:11:05.295]  Again, a year ago, the head of Google said, I will not come.
[01:11:06.475 --> 01:11:07.596]  And we're not going to work with the Pentagon.
[01:11:07.756 --> 01:11:08.016]  F you.
[01:11:08.056 --> 01:11:08.396]  You're weak.
[01:11:08.416 --> 01:11:08.896]  You're stupid.
[01:11:09.436 --> 01:11:11.537]  Then they started to show their fangs a little bit.
[01:11:11.617 --> 01:11:13.958]  Congress started to stop acting like a bunch of idiots.
[01:11:15.038 --> 01:11:16.919]  And we're sorry Google came along.
[01:11:17.899 --> 01:11:18.179]  You see?
[01:11:18.579 --> 01:11:20.560]  Stop acting like wimps, America.
[01:11:21.220 --> 01:11:22.820]  Stop being bullied by corporate media.
[01:11:23.241 --> 01:11:26.001]  So here's the senator's powerful speech on the floor just hours ago.
[01:11:26.362 --> 01:11:27.462]  Josh Hawley, here it is.
[01:11:28.700 --> 01:11:32.322]  General Bart, I commend your candor in calling what happened in 2016.
[01:11:32.922 --> 01:11:34.063]  Hey guys, it's not a big deal.
[01:11:34.083 --> 01:11:35.103]  This kind of thing happens.
[01:11:35.243 --> 01:11:38.144]  The Trump campaign and spying on the President of the United States.
[01:11:38.164 --> 01:11:39.685]  I'd like to talk a little bit more about spying.
[01:11:40.806 --> 01:11:41.846]  Counterintelligence investigation.
[01:11:41.866 --> 01:11:42.887]  Fun thing about live TV.
[01:11:42.907 --> 01:11:43.707]  Shut it off.
[01:11:43.787 --> 01:11:44.828]  Just shut it off.
[01:11:46.108 --> 01:11:46.729]  I'm not mad.
[01:11:46.889 --> 01:11:47.449]  I love this.
[01:11:47.589 --> 01:11:48.409]  I think this is fun.
[01:11:48.669 --> 01:11:49.450]  I think this is cool.
[01:11:49.910 --> 01:11:50.610]  I think this is great.
[01:11:50.630 --> 01:11:53.172]  Because we have a big guest coming up live later on here.
[01:11:53.752 --> 01:11:57.354]  I want to try this again like I did before the show and like I did just now.
[01:11:58.729 --> 01:12:00.609]  Because I entered this time vortex today.
[01:12:01.510 --> 01:12:03.090]  I had a bunch of clips of this senator.
[01:12:03.550 --> 01:12:09.112]  He was live two hours ago on the Senate floor with a speech he gave.
[01:12:09.172 --> 01:12:10.412]  So we'll just produce on air now.
[01:12:10.732 --> 01:12:13.493]  But you do off air during breaks or before the show, which is great.
[01:12:13.513 --> 01:12:13.833]  It's fine.
[01:12:14.653 --> 01:12:23.335]  I just want to get a Roger Roger, which is the reason I just keep producing on air as long as it takes, that we do have the clip, right, of him on the Senate floor earlier.
[01:12:25.796 --> 01:12:27.596]  No response.
[01:12:28.422 --> 01:12:28.882]  Which is fine.
[01:12:30.043 --> 01:12:31.663]  Which is the only thing that frustrates me is the response.
[01:12:31.683 --> 01:12:33.844]  So we... Huh?
[01:12:34.404 --> 01:12:36.545]  We're gonna have that for you later today, I promise you, okay?
[01:12:36.565 --> 01:12:38.426]  We're gonna have that for you.
[01:12:38.906 --> 01:12:40.467]  Not a clip from two weeks ago.
[01:12:40.747 --> 01:12:42.127]  So... And I'm not mad about it.
[01:12:43.228 --> 01:12:46.429]  To me, it's just the, you know, the not knowing.
[01:12:46.549 --> 01:12:47.129]  You know what I mean?
[01:12:48.150 --> 01:12:50.491]  And then it's just the, like, molasses.
[01:12:50.611 --> 01:12:53.412]  It just... It just pours out into the universe.
[01:12:54.531 --> 01:13:01.176]  And just kind of runs over the stairs and then just glides over the next thing and on to the next.
[01:13:01.216 --> 01:13:04.138]  But here's the good part.
[01:13:07.121 --> 01:13:23.773]  America and the world is waking up to the fact that we have governments and we have systems that are acting and operating like they're above the law gods.
[01:13:24.938 --> 01:13:25.918]  And Americans are right.
[01:13:25.998 --> 01:13:29.099]  Government was getting too big in the 60s and 70s with too many regulations.
[01:13:31.020 --> 01:13:32.580]  And so, oh, let's leave companies alone.
[01:13:32.600 --> 01:13:34.801]  But that doesn't mean we set up companies like world governments.
[01:13:36.401 --> 01:13:41.942]  Because those very companies will lobby government to set up regulations to shut you down.
[01:13:42.663 --> 01:13:46.023]  Most of the big regulations being called for are by the big Fortune 100.
[01:13:47.844 --> 01:13:51.985]  Because they're using that to control everyone.
[01:13:54.813 --> 01:13:59.516]  They're using that to fix the markets.
[01:13:59.636 --> 01:14:15.467]  And man, you try to start a new website or a new social network, they got their SPLC and media groups harassing you, lying about you, scanning your servers to find out who hosts you, so they kick you off and you get a note, sorry, you're a Nazi, you're off, and you're not a Nazi.
[01:14:15.687 --> 01:14:21.131]  It's all defamation, but it's big, powerful, trillion-dollar companies that work with horrible authoritarian regimes.
[01:14:22.632 --> 01:14:24.453]  And they've gotten away with it.
[01:14:26.579 --> 01:14:27.020]  Forever.
[01:14:29.945 --> 01:14:31.107]  They've gotten away with it.
[01:14:32.590 --> 01:14:33.130]  Forever.
[01:14:34.112 --> 01:14:36.035]  And so now they think they can do anything.
[01:14:36.076 --> 01:14:37.278]  This isn't about free speech.
[01:14:37.318 --> 01:14:38.380]  That's just one part of it.
[01:14:39.403 --> 01:14:46.366]  This is about out-of-control groups that fundamentally don't like the free market system and don't even like the human community.
[01:14:46.606 --> 01:14:56.869]  And they're so in love with their tech and their screens and their data that they are divorced from humanity and believe that they need to transcend us, ladies and gentlemen.
[01:14:59.490 --> 01:14:59.910]  And that's it.
[01:15:02.791 --> 01:15:03.992]  And that's what this has come down to.
[01:15:05.441 --> 01:15:22.653]  And I know you know that, but I could sit here with hundreds of articles that are interesting, that are informative, but I just keep harping on the big picture because the enemy wants us off the air because of that, because the decisions are being made right now about all of this.
[01:15:27.356 --> 01:15:27.957]  That's what's happening.
[01:15:29.498 --> 01:15:33.921]  And you cannot quantify
[01:15:35.796 --> 01:15:36.336]  Stocks and options.
[01:16:12.585 --> 01:16:22.931]  Now, normally, when I drink Turbo Force, I usually like to drink it before the war room and I get a kick and then it sustains me through the rest of the night.
[01:16:23.031 --> 01:16:24.232]  I get to work out in it and everything.
[01:16:24.792 --> 01:16:28.654]  And I usually just pound it down and chase it with some Brain Force Plus.
[01:16:28.714 --> 01:16:37.139]  But Will Johnson, who's hosting the fourth hour, has made a suggestion before to me, and that is to drink it with hot water like you would sip on tea.
[01:16:37.459 --> 01:16:39.920]  So that's actually what I'm going to do today.
[01:16:41.321 --> 01:16:42.222]  On the Alex Jones Show.
[01:16:42.262 --> 01:16:49.725]  So let me just empty my packet of Turbo Force into my InfoWars tumbler, which you can also get at InfoWarsStore.com.
[01:16:49.785 --> 01:16:51.666]  Go ahead and knock that out.
[01:16:51.787 --> 01:16:52.567]  Go ahead and stir that in.
[01:16:52.607 --> 01:16:54.168]  I've got pretty hot water here.
[01:16:54.208 --> 01:16:58.290]  It's been sitting for a minute, so I should be able to drink this without it having to wait too long.
[01:16:58.490 --> 01:16:59.931]  I kind of feel like I'm doing an infomercial.
[01:17:00.071 --> 01:17:03.874]  Me stirring a cup of turbo force has never looked so good.
[01:17:04.195 --> 01:17:09.519]  Oh my gosh, we're about to sell out of turbo force with this one, folks, so you better go to infowarstore.com immediately.
[01:17:09.539 --> 01:17:10.500]  All right, you think I got it?
[01:17:10.560 --> 01:17:13.042]  Look at the turbo force spinning so eloquently.
[01:17:13.222 --> 01:17:17.105]  Nothing to disturb it, just pure energy waiting for me to consume it.
[01:17:17.305 --> 01:17:23.110]  Yes, I'm thinking of my turbo force and how great it's going to make me feel.
[01:17:26.141 --> 01:17:30.023]  That I'm gonna get from my turbo force at InfoWarsTore.com.
[01:17:31.023 --> 01:17:31.443]  Yes.
[01:17:32.284 --> 01:17:33.825]  Total equilibrium.
[01:17:34.385 --> 01:17:34.705]  Wow.
[01:17:35.405 --> 01:17:36.666]  Find your chi.
[01:17:36.866 --> 01:17:40.828]  Find the energy with Turbo Force at InfoWarsTore.com.
[01:17:41.633 --> 01:17:45.056]  I'm getting ready for a long four-hour broadcast, and I need my energy.
[01:17:45.076 --> 01:17:53.784]  I'm sipping Turbo Force mixed with hot water, and I find my chi as I host the Alex Jones Show.
[01:17:54.765 --> 01:17:55.446]  It's magic.
[01:17:56.427 --> 01:17:59.510]  It's Turbo Force from Infowarsstore.com.
[01:18:06.932 --> 01:18:12.856]  Del Bigtree is joining me right now, and I'm very excited because he's got a big crowd of people behind him.
[01:18:12.936 --> 01:18:18.380]  Here, organically, Del Bigtree is able to get hundreds of people to turn out to stop medical tyranny.
[01:18:18.420 --> 01:18:19.281]  Guys, let's show this.
[01:18:19.741 --> 01:18:21.723]  Look at that.
[01:18:22.023 --> 01:18:22.643]  That's right!
[01:18:23.264 --> 01:18:26.346]  That's what America sounds like when they're pissed off.
[01:18:26.366 --> 01:18:28.367]  Yeah!
[01:18:28.748 --> 01:18:30.129]  That's just beautiful right there.
[01:18:31.263 --> 01:18:32.624]  All right, thank you!
[01:18:32.644 --> 01:18:33.885]  Isn't that awesome?
[01:18:34.385 --> 01:18:35.246]  Isn't that awesome?
[01:18:35.286 --> 01:18:38.528]  These are all parents of, you know, people of unvaccinated children.
[01:18:38.848 --> 01:18:40.229]  Others have injured children.
[01:18:40.609 --> 01:18:42.110]  I call them the ex-vaxxers.
[01:18:42.130 --> 01:18:46.412]  They try to group everybody into one slur word saying we're anti-vaxxers.
[01:18:46.753 --> 01:18:50.435]  We are pro-science, we are pro-health, and science shows that unvaccinated
[01:18:50.955 --> 01:18:53.497]  I have proof of it.
[01:18:53.517 --> 01:19:03.484]  You know, they keep saying, oh, and you know, we've complained to the Health and Human Services and the National Institute of Health, you aren't doing any placebo studies on any of the childhood vaccines we give our kids.
[01:19:03.785 --> 01:19:04.565]  We've proven that.
[01:19:04.865 --> 01:19:07.227]  And they say, well, it's unethical to do that study.
[01:19:07.267 --> 01:19:10.950]  But don't worry, we've been using them for a very long time and they've proven to be safe.
[01:19:11.030 --> 01:19:11.310]  Really?
[01:19:11.590 --> 01:19:12.251]  Proven to be safe?
[01:19:12.491 --> 01:19:14.592]  Highest rates of childhood cancer we've ever seen.
[01:19:14.652 --> 01:19:16.974]  Highest rates of childhood diabetes we've ever seen.
[01:19:17.214 --> 01:19:20.477]  Highest rates of autism we've ever seen and other neurological disorders.
[01:19:20.657 --> 01:19:23.680]  Highest rates of multiple sclerosis, ADD, ADHD.
[01:19:23.780 --> 01:19:26.502]  All of our special needs classes are exploding in our schools.
[01:19:26.762 --> 01:19:28.703]  You're telling me that this system's working?
[01:19:28.904 --> 01:19:37.010]  This is the sickest generation of children this country has ever seen, all under the watchful eye of the CDC and the pediatricians of America.
[01:19:37.230 --> 01:19:40.613]  I don't have to listen to you because you suck at your job.
[01:19:44.454 --> 01:19:46.295]  That's America right there, folks.
[01:19:46.575 --> 01:19:47.736]  That's America right there.
[01:19:47.816 --> 01:19:52.699]  Families who are not going to have their God-given rights taken away by medical tyranny.
[01:19:55.701 --> 01:20:02.846]  If you are receiving this transmission, you are in resistance.
[01:20:06.849 --> 01:20:09.471]  You're listening to The Alex Jones Show.
[01:20:48.479 --> 01:20:49.501]  Welcome back, ladies and gentlemen.
[01:20:49.561 --> 01:20:52.105]  Alex Jones here, broadcasting live on this May 15, 2019, World Wide Show.
[01:20:54.983 --> 01:21:00.884]  Coming up, we have the young lady that the corporate press, the assassins of truth have had a heart attack over.
[01:21:01.344 --> 01:21:08.566]  They want her off air and they want her off air now because she's gotten 800,000 to a million subscribers in a few months.
[01:21:08.906 --> 01:21:14.107]  She's reached hundreds of millions of people and she's making fun of the left and you don't do that.
[01:21:14.727 --> 01:21:18.968]  Everything's a big safe space and you don't make fun of Islam when they kill people either.
[01:21:19.028 --> 01:21:19.648]  You accept it.
[01:21:20.248 --> 01:21:24.510]  And you submit to it, so she's coming up next segment.
[01:21:24.610 --> 01:21:28.151]  But now, let's go ahead and air a large excerpt of what I was telling you about earlier.
[01:21:28.511 --> 01:21:30.252]  And the article's up on Infowars.com.
[01:21:30.272 --> 01:21:32.993]  We'll post this speech to Infowars.com the next hour.
[01:21:33.333 --> 01:21:34.634]  Trumpism 2.0.
[01:21:35.094 --> 01:21:41.797]  Senator Josh Hawley unveils populist platform to fight big tech, aristocrats, and restore America.
[01:21:41.997 --> 01:21:42.357]  Here it is.
[01:21:47.159 --> 01:21:50.320]  Because to represent them will be a great responsibility indeed.
[01:21:51.480 --> 01:21:57.162]  I pledge to my fellow Missourians that I will work at this task with all the strength that God can give me.
[01:21:58.443 --> 01:22:02.404]  And I will serve without fear and without favor to any man.
[01:22:03.505 --> 01:22:05.705]  We Missourians are known for our frankness.
[01:22:06.586 --> 01:22:07.586]  And today I will be frank.
[01:22:08.466 --> 01:22:12.368]  Because this is a moment of great need for my state and for our nation.
[01:22:13.428 --> 01:22:16.089]  For this nation was born in a revolution by we the people.
