[00:00:05.419 --> 00:00:09.150]  Infowars.com is tomorrow's news.
[00:40:43.246 --> 00:40:44.486]  Who the hell have we become?
[00:40:44.786 --> 00:40:52.070]  And these wetches, these pigs, shut up there and... Family show, family show, family show, family show.
[00:40:54.251 --> 00:40:54.871]  So don't worry.
[00:40:56.676 --> 00:40:59.078]  Imagine if a bunch of Republican women had dressed up in white.
[00:40:59.179 --> 00:41:00.600]  It'd have been, oh, KKK.
[00:41:00.620 --> 00:41:06.966]  But when we say, oh, look at these people, the optics, they're so stupid, they want those banned.
[00:41:07.507 --> 00:41:13.372]  By the way, it was InfoWars that first pointed out that night, live coverage, that it looked like a KKK rally, and that we're also a Democratic Party.
[00:41:13.793 --> 00:41:15.234]  So we stuck some little hats on them.
[00:41:15.735 --> 00:41:16.756]  And again, that's why we're banned.
[00:41:16.796 --> 00:41:19.518]  Because, you know, the left can do whatever they want all day, call everybody Nazis.
[00:41:19.538 --> 00:41:20.759]  But it's the actual party.
[00:41:21.798 --> 00:41:31.105]  Of the KKK, and they're actually trying to infanticide all the babies, and, you know, their governor that is involved in infanticide of babies is, you know, dressed up in KKK outfits and blackface.
[00:41:33.147 --> 00:41:36.229]  You see, they don't want the meme out there because it's the truth!
[00:41:37.450 --> 00:41:39.451]  Not because it's a lie, but because it's the truth!
[00:41:41.173 --> 00:41:50.860]  And the big article when we come back with Mike Adams, because he just got censored, for defending Infowars, is they're coming for everybody, and I'm going to show you the New York Times admitting
[00:41:52.196 --> 00:41:58.363]  That the censorship has made them $700 million extra last year and they're finally profitable again after a decade.
[00:41:58.804 --> 00:42:08.235]  Yeah, because you rigged the whole damn internet after Silicon Valley invested in you in a big stinking illegal Federal Trade Commission monopoly violation.
[00:42:09.417 --> 00:42:10.218]  No different than
[00:42:12.366 --> 00:42:17.470]  The mafia, you know, rigging greyhound races, except you're killing America and killing our republic.
[00:42:17.590 --> 00:42:18.531]  You're doing it in the dark.
[00:42:19.332 --> 00:42:21.793]  Trying to shut us off so we're not there exposing you.
[00:42:22.394 --> 00:42:24.235]  Oh, there's more censorship and more threats.
[00:42:24.255 --> 00:42:27.698]  Democratic congressman tells black teen conservative, be afraid of us.
[00:42:28.199 --> 00:42:30.260]  We're coming for you.
[00:42:32.122 --> 00:42:33.323]  But here's the big article from Chris.
[00:42:34.622 --> 00:42:36.303]  Ben Ahan on Information Liberation.
[00:42:36.343 --> 00:42:37.424]  It's on InfoWars.com.
[00:42:37.704 --> 00:42:38.965]  The spoils of censorship.
[00:42:39.306 --> 00:42:43.108]  New York Times raked in 709 million extra digital revenue in 2018.
[00:42:43.369 --> 00:42:50.534]  And then right here in the article, we actually have them bragging how after they censored everybody, they were able to make the money.
[00:42:50.894 --> 00:42:54.037]  Admitting their giant mafia crimes out in the open.
[00:42:54.357 --> 00:43:02.043]  Government, corporations, and big tech all together to game the entire internet, steal all the traffic, shut down their competition.
[00:43:09.332 --> 00:43:10.833]  Let's go ahead and talk to Jessica.
[00:43:10.873 --> 00:43:12.215]  She was talking about the Virginia governor.
[00:43:12.715 --> 00:43:13.616]  Jessica, you're on the air.
[00:43:13.636 --> 00:43:15.417]  Looks like he'll be resigning soon.
[00:43:15.457 --> 00:43:15.878]  What do you think?
[00:43:16.458 --> 00:43:17.319]  I hope so.
[00:43:18.100 --> 00:43:19.741]  I never liked him from the beginning.
[00:43:19.981 --> 00:43:27.988]  I remember that President Obama endorsed him, and that was a big... I thought that would be a big wake-up call to people, but apparently it wasn't.
[00:43:28.288 --> 00:43:30.468]  But we keep the babies comfortable.
[00:43:30.488 --> 00:43:42.891]  I can't really do his fake Southern accent, but it's just, I love Southerners, you know, I'm from Texas, kind of Southern, but it's like the fakeness of that sicky sweet, let's stay out of the ladies area, kill that baby.
[00:43:43.071 --> 00:43:53.653]  I think because he's a pediatrician, he's used to people, you know, kind of responding to that voice he does, but it sickens me that he's a pediatrician and he's pushing what he's pushing.
[00:43:53.713 --> 00:43:55.693]  But we're going to make the baby comfortable.
[00:43:56.854 --> 00:43:58.435]  Oh my gosh, it's so sickening.
[00:43:58.516 --> 00:44:01.138]  Well, we know in the end times this is the stuff that happens.
[00:44:01.198 --> 00:44:06.223]  That's why I'm so proud of you and the InfoWars team for all that you do.
[00:44:06.423 --> 00:44:08.746]  And I love, I wanted to say I love your products.
[00:44:08.986 --> 00:44:12.329]  I have X2 and the Selenium for my thyroid and
[00:44:12.329 --> 00:44:14.212]  I have to say that it's worked wonders.
[00:44:14.292 --> 00:44:16.635]  The Brain Force Plus is amazing.
[00:44:16.936 --> 00:44:27.551]  Me and my family take it every day and I mean you really can feel what it does and usually I get a lot of brain fog from the thyroid issue and that helps tremendously and the knockout helps
[00:44:27.691 --> 00:44:33.858]  We sleep at night, especially when I have something important I have to get up and do in the morning and I don't feel that groggy feeling.
[00:44:33.958 --> 00:44:35.180]  And we use the toothpaste.
[00:44:35.220 --> 00:44:36.441]  We love the toothpaste.
[00:44:36.521 --> 00:44:40.185]  My son uses the krill oil for some issues that he deals with.
[00:44:40.225 --> 00:44:42.788]  My husband is a hardwood floor installer.
[00:44:42.828 --> 00:44:46.072]  He loves the bodies and he loves the Red Pill Plus.
[00:44:46.172 --> 00:44:48.034]  And we're going to try the Turbo Force next.
[00:44:48.374 --> 00:44:53.361]  I really want to get that turbo force because my son loves going to the gym and he needs something for a booze.
[00:44:53.441 --> 00:44:56.004]  Well, Jessie, I appreciate your support, but let me be honest with you.
[00:44:56.104 --> 00:44:57.486]  Only take a half pack at the first time.
[00:44:57.586 --> 00:44:59.489]  It's just, it's kind of like good crack.
[00:44:59.689 --> 00:45:01.691]  So, I'm almost embarrassed.
[00:45:02.152 --> 00:45:03.334]  Everybody should be careful with it.
[00:45:03.774 --> 00:45:04.475]  It's the next level.
[00:45:04.535 --> 00:45:04.976]  It's insane.
[00:45:05.316 --> 00:45:19.346]  Really I'm glad that I'm able to help the fight for truth and freedom and liberty and I don't know what where I would be and what I would think if I didn't have people like you on air who have just stayed strong through it all.
[00:45:19.366 --> 00:45:20.347]  So I just want to encourage you
[00:45:20.487 --> 00:45:24.850]  Just to keep going, keep fighting for us and with us because I don't know.
[00:45:25.151 --> 00:45:26.172]  I don't know what we would do.
[00:45:26.212 --> 00:45:27.292]  We wouldn't have anybody.
[00:45:27.312 --> 00:45:31.356]  If there wasn't you, I mean, I don't know that anybody else would be on the air doing it.
[00:45:31.496 --> 00:45:38.281]  Like you said, you're the tip of the spear, so I really appreciate you and what you say, you know, helps me stay connected to the truth.
[00:45:38.381 --> 00:45:47.969]  It helps me to stay connected to God and I can't say enough about how much I love InfoWars, how much I love the products, but I would like to have some female cut shirts.
[00:45:49.150 --> 00:45:51.092]  No, no, I totally agree.
[00:45:51.913 --> 00:45:54.836]  We put out the one gold foil female shirt and it was a big hit.
[00:45:54.977 --> 00:45:55.898]  And we're just brain dead.
[00:45:55.918 --> 00:45:57.700]  But I promise, that's our number one complaint.
[00:45:57.760 --> 00:45:58.381]  It's from women.
[00:45:58.401 --> 00:46:00.323]  We've only got a couple shirts that are cut for females.
[00:46:00.383 --> 00:46:01.344]  We will get it done for you.
[00:46:01.384 --> 00:46:03.427]  But Jessica, you give me strength to go on.
[00:46:03.607 --> 00:46:04.929]  And your husband and your family.
[00:46:05.049 --> 00:46:06.470]  Because just hearing what's in your voice.
[00:46:07.011 --> 00:46:10.153]  The powerful feminine energy and then the male energy together.
[00:46:10.373 --> 00:46:14.034]  All of us focused together against the globalists is unstoppable.
[00:46:14.415 --> 00:46:18.937]  And that's why they're attacking that sacred system of the family, of all of us together.
[00:46:19.217 --> 00:46:20.157]  We are humanity.
[00:46:20.437 --> 00:46:21.398]  We are the experience.
[00:46:21.438 --> 00:46:22.198]  We are everything.
[00:46:22.639 --> 00:46:24.439]  And so you've just got my commitment to fight on.
[00:46:24.459 --> 00:46:26.720]  But let me tell you, I'm obnoxious most of the time.
[00:46:26.760 --> 00:46:27.301]  I'm burnt out.
[00:46:27.661 --> 00:46:29.622]  Hearing you, I don't want to just say this.
[00:46:29.742 --> 00:46:30.462]  I'm not just telling you this.
[00:46:30.983 --> 00:46:32.063]  You are the info war.
[00:46:32.163 --> 00:46:33.464]  You're the power of the whole thing.
[00:46:34.164 --> 00:46:38.305]  And that's why I get so freaked out about begging the audience for help, because it's the truth.
[00:46:38.426 --> 00:46:39.506]  I mean, I'm not just saying it.
[00:46:39.606 --> 00:46:43.207]  If you weren't here, standing in the way, they would have already destroyed me.
[00:46:43.367 --> 00:46:44.548]  But we're in this together.
[00:46:44.708 --> 00:46:46.368]  So God bless you, Jessica from Virginia.
[00:46:46.949 --> 00:46:49.790]  And yeah, looking at that little pathetic gremlin governor.
[00:46:49.950 --> 00:46:51.350]  Of course he's KKK.
[00:46:51.470 --> 00:46:53.611]  Who the hell wants to harvest babies' organs?
[00:46:53.651 --> 00:46:55.111]  That's what that's all really about.
[00:46:55.512 --> 00:46:56.712]  These are demons.
[00:46:57.232 --> 00:46:58.733]  But thanks to you and others, we're going to win.
[00:46:58.793 --> 00:46:59.453]  Thank you so much.
[00:47:06.912 --> 00:47:09.576]  You're listening to The Alex Jones Show!
[00:47:24.190 --> 00:47:28.051]  Big Brother, mainstream media, government cover-ups.
[00:47:29.051 --> 00:47:30.452]  You want to stop tyranny?
[00:47:30.712 --> 00:47:32.032]  Well, so does he.
[00:47:32.492 --> 00:47:38.794]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:47:40.915 --> 00:47:45.216]  So, Congress is not acting on the greatest censorship to ever hit the Western world.
[00:47:45.236 --> 00:47:51.978]  And so, the tyrants have tested the perch.
[00:47:54.031 --> 00:47:56.734]  And they've done their beta test and so now all hell's breaking loose.
[00:47:57.395 --> 00:48:00.078]  Censorship, never-before-seen, total social engineering.
[00:48:00.999 --> 00:48:05.024]  Where if you play ball, you get left online for a season.
[00:48:06.305 --> 00:48:14.575]  But by the end of this year, they plan to have almost phased everybody out to where if you want to even do anything on Facebook or anywhere, you're gonna have to pay.
[00:48:16.328 --> 00:48:24.395]  And so they get you on a communication system that they control, that has no transparency, and then they start slowly putting the screws to you.
[00:48:25.376 --> 00:48:31.942]  We're going to talk to Mike Adams, who just got massively censored for what he said about Bitcoin and Jack Dorsey and the fraud.
[00:48:32.743 --> 00:48:38.689]  I know Joe Rogan's reached out a couple times wanting to talk on the phone, and I just don't know if I can...
[00:48:39.964 --> 00:48:45.449]  I just couldn't bring myself to call or pick the phone up last night, and I'm not trying to act tough here.
[00:48:45.629 --> 00:48:50.454]  Actually, the guy's a charming fellow, and I've liked him in certain ways, but I just have to.
[00:48:50.914 --> 00:48:53.356]  This is about my soul, and it's not for sale.
[00:48:54.317 --> 00:48:56.879]  And yes, I'm in war mode.
[00:48:57.180 --> 00:48:58.020]  People need to understand that.
[00:48:58.781 --> 00:49:05.727]  And so I do get a little aggressive, and I may have even said some things that are over the line to Joe.
[00:49:07.401 --> 00:49:09.462]  He said a whole hell of a lot of stuff about me that isn't true.
[00:49:09.983 --> 00:49:11.043]  And it isn't about me!
[00:49:11.624 --> 00:49:16.727]  Jimmy Savelle did have sex with hundreds of dead bodies, and did murder children, and did supply them to British elite.
[00:49:16.927 --> 00:49:18.088]  That's mainstream news, Joe!
[00:49:19.669 --> 00:49:28.574]  So just because you can't handle it, and you sit up there and say, I'm making that up, when in ten seconds you can confirm what I said was true, you say, I'm in a bad place, Joe?
[00:49:29.615 --> 00:49:30.515]  We're in a bad place.
[00:49:30.535 --> 00:49:32.336]  And I believe this should be the number one Republican ad.
[00:49:32.737 --> 00:49:35.058]  It's what Trump should stand on if they have any sense.
[00:49:35.498 --> 00:49:36.159]  And it's the right thing to do.
[00:49:37.625 --> 00:49:47.391]  Nancy Pelosi and Alexandria Cortez refused to stand in defense of already born babies not being infanticide.
[00:49:48.592 --> 00:49:53.274]  I mean, that is like, if Jeffrey Dahmer was in court trying to get out of prison time, he'd stand up.
[00:49:53.895 --> 00:49:57.137]  Mr. Dahmer, I'm about to sentence you to life in prison or death.
[00:49:57.657 --> 00:50:03.901]  Now tell me what you did to those children, torturing them and raping them and killing them was wrong, and that you are sorry.
[00:50:05.080 --> 00:50:05.921]  I am not sorry.
[00:50:06.321 --> 00:50:07.302]  I am Jeffrey Dahmer.
[00:50:07.783 --> 00:50:09.304]  He would get executed.
[00:50:09.784 --> 00:50:17.692]  But, you can have Pelosi, in plain view, refusing to get up, and all these witches, and then it wasn't just that.
[00:50:18.593 --> 00:50:19.874]  It was the human trafficking.
[00:50:19.914 --> 00:50:20.755]  It was the kidnapping.
[00:50:21.776 --> 00:50:22.416]  They were pissed.
[00:50:23.537 --> 00:50:25.880]  We've gotten thousands of women and children out of sex slavery.
[00:50:26.630 --> 00:50:32.841]  And they're just like, oh, and it just goes on and on and on.
[00:50:32.861 --> 00:50:33.722]  We're going to Mike Adams.
[00:50:33.822 --> 00:50:34.343]  I've got a plug.
[00:50:34.363 --> 00:50:34.904]  We won't be here.
[00:50:36.561 --> 00:50:37.502]  They're trying to shut us down.
[00:50:37.582 --> 00:50:38.443]  I'm in the fight of my life.
[00:50:38.523 --> 00:50:39.684]  These are great products anyways.
[00:50:40.024 --> 00:50:40.925]  Thank you for the support.
[00:50:41.946 --> 00:50:43.187]  Please support our local stations.
[00:50:43.247 --> 00:50:44.508]  Support their local sponsors.
[00:50:44.648 --> 00:50:45.429]  Become a sponsor.
[00:50:45.989 --> 00:50:49.072]  And please, please spread the word about the broadcast.
[00:50:49.152 --> 00:50:51.854]  However you're listening or watching, you're how we get past the censors.
[00:50:52.175 --> 00:50:54.697]  I know you get punished for promoting us, so do it via email.
[00:50:54.757 --> 00:50:56.538]  Do it via text message to everybody you know.
[00:50:56.939 --> 00:50:57.619]  Send them articles.
[00:50:58.000 --> 00:50:59.281]  You are the eyes and ears.
[00:50:59.361 --> 00:51:00.242]  You are the legs.
[00:51:00.322 --> 00:51:02.484]  You are the guts, the blood, the muscle, the brains.
[00:51:03.760 --> 00:51:05.201]  Of the true Americana relaunch.
[00:51:05.261 --> 00:51:05.641]  We're it.
[00:51:06.062 --> 00:51:13.687]  The globalists are attacking us because we're men who are loyal to the country and to unborn children and to born children and to decency.
[00:51:13.767 --> 00:51:22.252]  We will not be overrun by a operating system that is, by any analysis, by any real military, you'd say is not human.
[00:51:22.713 --> 00:51:26.575]  I don't know what the hell's going on and the globalists think they're in contact with off-world stuff.
[00:51:26.856 --> 00:51:30.378]  I'm just telling you, if it walks like a duck, quacks like a duck, it is a duck.
[00:51:30.458 --> 00:51:31.479]  And this is the message
[00:51:32.219 --> 00:51:33.860]  I've been told that is the most censored.
[00:51:34.660 --> 00:51:36.400]  That there is a death cult attack on the planet.
[00:51:37.061 --> 00:51:39.141]  That the orders have gone out.
[00:51:39.241 --> 00:51:41.222]  And when Mike Adams said that, he got banned too.
[00:51:41.702 --> 00:51:45.123]  Because it's the announcement that 2 plus 2 equals 4.
[00:51:46.384 --> 00:51:49.705]  No, it's the announcement that we don't kill babies after they're born.
[00:51:52.126 --> 00:51:52.606]  That's wrong.
[00:51:53.026 --> 00:51:54.286]  Now you can't even say that.
[00:51:54.306 --> 00:51:55.107]  So we'll go to Mike Adams.
[00:51:55.127 --> 00:51:55.587]  Just please.
[00:51:56.872 --> 00:51:57.853]  We've got products you need.
[00:51:58.333 --> 00:52:01.695]  Air filtration, water filtration, whatever the best systems are, we go out and get it discounted.
[00:52:01.975 --> 00:52:03.096]  High quality, storable foods.
[00:52:03.116 --> 00:52:05.697]  I mean, it's all there.
[00:52:06.037 --> 00:52:11.821]  InfoWars Life, Brain Synergy Combo, the Great Nootropic, naturally gives you good focus and clarity.
[00:52:12.341 --> 00:52:12.802]  I don't think so.
[00:52:28.164 --> 00:52:34.030]  We believe it's one of the best formulas out there and it's way cheaper than some of the other ones out there that aren't even as good.
[00:52:34.050 --> 00:52:38.794]  InfoWarsLive.com, InfoWarsStore.com, or 888-253-3139.
[00:52:38.814 --> 00:52:41.076]  But whatever you do, please support us.
[00:52:41.116 --> 00:52:43.278]  Now, you just heard me get into all the censorship earlier.
[00:52:44.159 --> 00:52:45.761]  Just today, a small sampling of it.
[00:52:46.542 --> 00:52:50.245]  And now ban Republicans, ban Congress people, ban any memes.
[00:52:50.285 --> 00:52:51.787]  Just ban, ban, ban, ban.
[00:52:51.967 --> 00:52:53.188]  Don't let French farmers do anything.
[00:52:53.489 --> 00:52:56.411]  And then you've got Mike Adams of naturalnews.com.
[00:52:56.431 --> 00:53:03.479]  He comes on, he promotes InfoWars, and oh, they just let him know, hey, here's a little rap on the head, a little slap in the face, a little psh psh psh psh.
[00:53:03.999 --> 00:53:05.380]  We're going to restrict you now.
[00:53:05.400 --> 00:53:06.300]  We're going to ban you.
[00:53:06.320 --> 00:53:11.663]  We're going to terminate you for daring to speak of our Lord and Savior, Jack Dorsey.
[00:53:11.723 --> 00:53:14.245]  So, tell us what happened, Mike.
[00:53:15.743 --> 00:53:24.330]  Alex, in the hours after my appearance on your show yesterday, all three accounts that we use on Twitter were suspended simultaneously.
[00:53:24.370 --> 00:53:29.234]  That's the Health Ranger account, the Real Natural News account, and the News Target account.
[00:53:29.895 --> 00:53:33.938]  And obviously a manual suspension, obviously from Jack Dorsey.
[00:53:35.078 --> 00:53:37.880]  Maybe Joe Rogan promoted it two doors, who knows?
[00:53:38.220 --> 00:53:46.444]  But the point is, they have punished me for appearing on your show, they've punished me for off-platform behavior.
[00:53:46.684 --> 00:53:50.946]  So if you look at the tweets from the Health Ranger account, just, it's at Health Ranger,
[00:53:51.506 --> 00:53:58.108]  You can see that it's over 95% health, nutrition, food science, you know, food contamination science.
[00:53:59.668 --> 00:54:01.189]  That's what we tweak there all the time.
[00:54:01.529 --> 00:54:03.109]  We don't even get into politics on that channel.
[00:54:03.429 --> 00:54:05.890]  But that channel was banned because I appeared on your show.
[00:54:06.210 --> 00:54:07.970]  And secondly, Alex, this is really crucial.
[00:54:08.470 --> 00:54:14.052]  If you think about it, you and I were discussing what I now believe to be massive securities fraud.
[00:54:14.692 --> 00:54:18.873]  A conspiracy being carried out by Joe Rogan and Jack Dorsey.
[00:54:19.562 --> 00:54:24.644]  Where they are not disclosing their financial conflicts of interest, as is required by the SEC.
[00:54:25.224 --> 00:54:33.447]  They are engaging in what I believe to be a con, a massive scam that could ensnare millions of innocent people.
[00:54:33.867 --> 00:54:40.649]  And they are silencing the independent journalists, such as myself and you, who are looking into that massive financial fraud.
[00:54:40.669 --> 00:54:42.970]  So, they are a techno-mafia.
[00:54:43.290 --> 00:54:44.911]  We're living under techno-fascism.
[00:54:45.640 --> 00:54:57.087]  Independent journalists who are whistleblowers are being silenced in order to cover up what I believe to be serious SEC crimes or violations that are with cryptocurrency.
[00:54:57.347 --> 00:54:58.608]  That's what's going on right now, Alex.
[00:54:58.688 --> 00:55:05.092]  And they just proved it by banning all of my accounts all at the same time, hours after I appeared on your show.
[00:55:05.532 --> 00:55:09.555]  And if you recall yesterday on your show, I said this is what they do to people.
[00:55:10.313 --> 00:55:12.915]  They reward you if you denounce Alex Jones.
[00:55:13.276 --> 00:55:16.679]  They punish you if you say that Alex Jones has a right to speak.
[00:55:17.039 --> 00:55:18.501]  And they just proved it yet again.
[00:55:20.102 --> 00:55:20.723]  It's crazy.
[00:55:20.923 --> 00:55:29.130]  And of course, even mainline sites like Hacked and others said the dark side of Joe Rogan, Jack Dorsey's Bitcoin promotion.
[00:55:29.210 --> 00:55:34.776]  And he's not telling you that the single currency for the square cash system
[00:55:35.636 --> 00:55:37.438]  He is the main sponsor of Joe.
[00:55:37.778 --> 00:55:58.837]  And so when you have that trifecta of Joe not disclosing it, which he didn't, he tried to back it up later, no he didn't, and which they didn't break down, and the fact that he's saying we need a single currency, and he thinks it's going to go back up, and he thinks it's going to be the best in the world, he's there literally talking up securities he's heavily invested in, in a trifecta at every level.
[00:55:59.058 --> 00:56:01.680]  What Jack Dorsey did, what Rogan did, is textbook.
[00:56:02.725 --> 00:56:19.234]  According to Hacked.com reports, Joe Rogan is being paid about $300,000 a month to promote the cash app that's owned by Twitter and being pushed by Jack Dorsey, and yet they do not disclose this to their audience.
[00:56:19.394 --> 00:56:29.784]  You know, according to SEC violations or rules, these are criminal offenses that could be prosecuted, but must be investigated at the very least by independent journalists.
[00:56:30.144 --> 00:56:33.287]  And yet it's those same independent journalists who are being silenced.
[00:56:33.587 --> 00:56:36.190]  So what we're dealing with here, Alex, as you know very well,
[00:56:36.870 --> 00:56:52.176]  It is a mafia, a techno-mafia that both pushes what I believe to be financial scams and Ponzi schemes and then silences the independent journalists who are attempting to investigate and honestly report on those financial schemes.
[00:56:52.556 --> 00:56:54.517]  This is fascism, techno-fascism.
[00:56:54.897 --> 00:56:56.358]  Jack Dorsey is running it.
[00:56:56.918 --> 00:56:58.879]  Joe Rogan is a front man for it.
[00:56:59.239 --> 00:57:02.340]  That's clear to me now, especially after what happened yesterday.
[00:57:02.700 --> 00:57:08.683]  There's no reason for me to be banned off Twitter other than the fact that I spoke out on your show, Alex.
[00:57:09.143 --> 00:57:21.768]  That's what it's all about, and this is a message to be sent to anyone else who dares to speak out, that you will be censored, you'll be defamed, lied about, smeared, economically sabotaged, cut off from your revenue streams.
[00:57:22.188 --> 00:57:23.248]  But you know, guess what?
[00:57:23.969 --> 00:57:24.669]  They can't turn me.
[00:57:25.350 --> 00:57:27.472]  I'm not surrendering to these tyrants.
[00:57:27.832 --> 00:57:29.213]  I'm going to continue to do the research.
[00:57:29.253 --> 00:57:35.577]  I'm going to continue to engage in investigative journalism and continue to report the truth on your show and elsewhere.
[00:57:35.718 --> 00:57:36.158]  Good job.
[00:57:36.298 --> 00:57:39.160]  Well, let's come back and talk about this, Mike, because we're counter punchers.
[00:57:39.180 --> 00:57:39.800]  We don't attack.
[00:57:39.840 --> 00:57:40.281]  We defend.
[00:57:40.301 --> 00:57:43.803]  But they have no idea how many places we're about to hit them.
[00:57:44.684 --> 00:57:46.105]  And so, hey, I know we're already at war.
[00:57:46.145 --> 00:57:46.745]  You're attacking us.
[00:57:46.946 --> 00:57:47.546]  Just get ready.
[00:57:47.706 --> 00:57:48.427]  Just get ready.
[00:57:48.607 --> 00:57:50.108]  Oh, just get ready now.
[00:57:50.268 --> 00:57:51.529]  Now, now, now, now.
[00:57:53.322 --> 00:58:00.669]  At InfoWars, we're always looking for the very best, best selling, highest rated products that we can then private label and sell.
[00:58:01.310 --> 00:58:07.115]  And a lot of times we reach out to top companies and they don't want to private label to us because, well, we're InfoWars and we've been demonized.
[00:58:07.155 --> 00:58:11.460]  But a lot of times, people will work with us only because we're InfoWars.
[00:58:12.060 --> 00:58:27.654]  Well, there is a national company, and I'm not going to name them because we're not in competition with them, but we probably label the product, who has FDA approval for years to sell their wound gel that is the strongest out there until you get to prescription level of wound gel that can be sold in stores.
[00:58:28.294 --> 00:58:35.158]  And we private label it, and we sell it for $10 less online than they sell it at CVS and Walgreens.
[00:58:35.758 --> 00:58:37.379]  But the announcement here today is this.
[00:58:38.099 --> 00:58:41.581]  We've been selling a lot of the Wound Gel and a lot of the Immune Garment.
[00:58:42.001 --> 00:58:44.283]  In fact, we just put in big orders for both of them.
[00:58:45.063 --> 00:58:55.817]  But then I noticed without us even plugging it, because of all the scary stuff going on this winter with viruses and bacteria spreading at record levels, that it was all flying off the shelves at regular price.
[00:58:56.478 --> 00:59:02.186]  And so unlike other companies and other groups that do things like raise prices during a crisis,
[00:59:02.786 --> 00:59:11.390]  We're going to go from full price to 40% off on both of these best-selling products right now at InfoWarsLife.com and InfoWarsTore.com.
[00:59:11.850 --> 00:59:12.750]  That's right, ladies and gentlemen.
[00:59:13.111 --> 00:59:17.012]  We're going to go to 40% off because I just put a big order in.
[00:59:17.032 --> 00:59:22.955]  It'll be a few months till more comes in, but I want you to have the impetus and the initiative to get it for yourself and your family.
[00:59:23.755 --> 00:59:27.097]  Get a great discount, see how great it works, and become a repeat customer.
[00:59:27.357 --> 00:59:32.040]  It's just as a Texan, and as American, and as a patriot, that's how I want to be treated.
[00:59:32.540 --> 00:59:39.805]  That when there's a crisis and people really need something and want it, I'm going to sell it at a huge discount instead of selling it at full price because I noticed you were buying it.
[00:59:40.165 --> 00:59:50.711]  So because you're supporting us and already buying it, both the products, 40% off, as a combo, or 40% off, individually, all supplies last, at InfoWarsLive.com or by calling toll free, 888-253-3139.
[00:59:57.421 --> 01:00:01.383]  If you are receiving this transmission, you are the resistance.
[01:00:14.890 --> 01:00:18.812]  If you are receiving this transmission, you are the resistance.
[01:00:19.252 --> 01:00:21.613]  You're listening to Alex Jones.
[01:00:22.674 --> 01:00:25.235]  I want to explain something to the globalists.
[01:00:26.032 --> 01:00:27.292]  I want to tell you something, they're minions.
[01:00:29.573 --> 01:00:32.013]  I know you guys make these deals mainly out of fear.
[01:00:32.033 --> 01:00:37.014]  And at first, you know, you give in to some pressure, and then it's more, more, more, more, more.
[01:00:37.455 --> 01:00:38.635]  And then you're a kept creature.
[01:00:41.996 --> 01:00:47.077]  But you're going to be like the people hanging off the helicopters, kids, in Saigon when it fell in 1974.
[01:00:50.137 --> 01:00:51.438]  I mean, that's where this is going.
[01:00:51.458 --> 01:00:54.219]  The globalist program is meant to fail.
[01:00:54.259 --> 01:00:55.580]  It's meant to bring us all down.
[01:00:55.900 --> 01:01:04.824]  And you think you're parlaying yourself into some, you know, position, but now the position doesn't look so good when what I told you ten years ago is now mainstream news.
[01:01:06.585 --> 01:01:18.150]  Eight years after I said it, two years ago, they started reporting elite secret airstrips all over New Zealand, Tasmania, Kauai, underground bunkers, multiple year food supplies, and
[01:01:19.798 --> 01:01:22.120]  Most of these globalists have already moved their families out.
[01:01:23.641 --> 01:01:27.483]  So, wow, you've really set up something really, really nice and really sustainable.
[01:01:28.444 --> 01:01:28.704]  Not.
[01:01:29.464 --> 01:01:30.785]  So Mike's with us two more segments.
[01:01:31.526 --> 01:01:35.428]  Mike, you know, it's not just that I know Joe Rogan or he didn't have me back on his podcast.
[01:01:35.829 --> 01:01:41.272]  It's that I wasn't paying attention to him for years because I'm so busy and my listeners are like, dude, this guy's bad news.
[01:01:41.933 --> 01:01:43.434]  So then when he started really trashing me,
[01:01:45.089 --> 01:01:49.270]  I started actually watching and like every time I watched it was some horrible globalist scam.
[01:01:50.331 --> 01:01:52.371]  And I was like, this guy's literally turned into a snake.
[01:01:52.411 --> 01:01:53.331]  Maybe he was always one.
[01:01:53.351 --> 01:01:55.912]  So this isn't personal with the Joe Rogan thing.
[01:01:56.532 --> 01:02:00.614]  It's just that I've got to not have any sacred cows just because I've been friends with somebody.
[01:02:00.954 --> 01:02:08.676]  And I respect the fact that you have that leadership characteristic that that's what this is all about is doing what's hard, Mike.
[01:02:09.858 --> 01:02:17.543]  Well, what you and I have both come to learn is that the only people that we can trust are people who are being persecuted by the establishment.
[01:02:17.624 --> 01:02:28.871]  And that's actually, being censored by Twitter, being de-platformed, really actually gives you authority or credibility, I should say, with the real people of the world.
[01:02:29.432 --> 01:02:35.016]  Those who are never censored, those who are promoted, are the snakes and the liars and the deceivers.
[01:02:36.117 --> 01:02:44.548]  But being shut off, being shadow banned, and being deplatformed, economically sabotaged, remember this is all part of how they attack you.
[01:02:45.069 --> 01:02:49.996]  First they smear you, they lie about you on purpose, and then they silence your ability to defend yourself.
[01:02:50.504 --> 01:02:52.186]  And this is what they do to Trump.
[01:02:52.206 --> 01:02:54.449]  This is what they've done to you for many years.
[01:02:54.469 --> 01:02:58.954]  You know, the lies about you are, I mean, the only person they've lied about more is President Trump.
[01:02:59.474 --> 01:03:01.296]  But they know exactly what they're doing.
[01:03:01.476 --> 01:03:03.298]  I'm talking about the media establishment.
[01:03:03.679 --> 01:03:04.400]  They know what they're doing.
