[00:00:04.892 --> 00:00:05.472]  Welcome back.
[00:21:56.696 --> 00:22:05.418]  Northside Independent School District likes to say, hey, you know, in their paperwork here it says, you know, you can't scan it outside the school district, outside the school, the four walls of the school.
[00:22:05.458 --> 00:22:06.118]  It's not true.
[00:22:06.918 --> 00:22:10.658]  Except they're telling every student to go home with it and show up with it first thing in the morning.
[00:22:10.839 --> 00:22:17.900]  Yeah, and we walk home, a lot of us, a lot of my friends, they live right down the street from the school, they walk home, I walk home, and I walk pretty far home.
[00:22:18.340 --> 00:22:24.501]  And the fact that somebody could pick up my signal while I'll be waiting for the car to pass scares me, and that is extremely frightening.
[00:22:25.185 --> 00:22:25.866]  It really should.
[00:22:26.226 --> 00:22:30.349]  But what kind of message are they sending to the students in the first place that you must accept this?
[00:22:30.730 --> 00:22:35.994]  Try to tell parents with that same hoax they use on the vaccine issue that this is not a negotiable issue.
[00:22:36.074 --> 00:22:40.738]  Somehow, just because it's a state government authority, we could just tell you what you're going to do.
[00:22:41.358 --> 00:22:44.461]  Now, what kind of kids are we training for the future?
[00:22:44.581 --> 00:22:45.922]  They're trying to condition the kids.
[00:22:46.463 --> 00:22:50.527]  That's how all of these governmental bodies start.
[00:22:50.567 --> 00:22:51.327]  They start with the kids.
[00:22:51.347 --> 00:22:52.088]  Let's start with the kids.
[00:22:52.128 --> 00:22:56.092]  We condition the children to think it's okay and it's normal to be trapped.
[00:22:56.973 --> 00:22:58.134]  I don't mean to be inflammatory.
[00:22:58.174 --> 00:22:58.874]  Hitler said that.
[00:22:58.914 --> 00:23:01.657]  He said, get the children, get the women, then you get the whole society.
[00:23:01.717 --> 00:23:01.977]  Exactly.
[00:23:02.177 --> 00:23:03.439]  And he knew what he was doing.
[00:23:04.239 --> 00:23:05.781]  That's why he did what he did.
[00:23:05.881 --> 00:23:06.081]  Yeah.
[00:23:07.774 --> 00:23:09.035]  You always start with the children.
[00:23:09.055 --> 00:23:09.235]  Why?
[00:23:09.275 --> 00:23:11.655]  Because they know that's the most sensitive part of a parent's heart.
[00:23:12.776 --> 00:23:15.217]  You grab that kid, and that parent's going to go along with it.
[00:23:15.497 --> 00:23:17.738]  You grab that spouse, that other one's going to go along with it.
[00:23:18.058 --> 00:23:18.538]  But guess what?
[00:23:18.598 --> 00:23:20.359]  In Hernandez's family, that's not going to happen.
[00:23:21.459 --> 00:23:26.741]  My family would much rather be persecuted, and if we have to die for our cause, but guess what?
[00:23:26.781 --> 00:23:27.581]  It's not our cause.
[00:23:27.881 --> 00:23:30.062]  We're dying for our Lord Jesus Christ, God Almighty.
[00:23:30.883 --> 00:23:34.564]  I would rather reap my rewards in Heaven than reap them here on Earth.
[00:23:35.475 --> 00:23:37.637]  And we're supposed to fight back against tyranny.
[00:23:37.937 --> 00:23:38.617]  It's in the Bible.
[00:23:38.638 --> 00:23:42.040]  You're not supposed to lay around waiting for the apocalypse to happen.
[00:23:42.440 --> 00:23:45.343]  You're supposed to be doing what's right and standing up for what's right.
[00:23:45.643 --> 00:23:46.283]  Well, absolutely.
[00:23:46.644 --> 00:23:51.608]  You know, if you don't stand for something, then what are you really doing?
[00:23:51.968 --> 00:23:55.291]  You're just existing and going through life?
[00:23:56.952 --> 00:23:58.353]  You've got to stand for something.
[00:23:58.613 --> 00:24:00.515]  You've got to stand for something.
[00:24:00.595 --> 00:24:04.718]  And I keep telling everybody, I can't believe I'm here in this situation at this part in my life.
[00:24:05.925 --> 00:24:08.207]  I stood up two weeks ago and said no.
[00:24:08.747 --> 00:24:09.668]  My daughter said no.
[00:24:11.009 --> 00:24:17.654]  You know, in her school, they're actually bribing the children with candies and gifts to wear around their necks.
[00:24:18.534 --> 00:24:29.502]  I have a class period, my third period, the teacher, she was standing outside the door with a big ol' bucket of candy, and the kids that had already had their IDs on, she gave them candy, and I was like, where'd you get the candy?
[00:24:29.522 --> 00:24:30.563]  How come I didn't get one, though?
[00:24:31.264 --> 00:24:33.125]  Oh, she's giving them out if you have your ID, and I was like,
[00:24:34.266 --> 00:24:34.546]  White?
[00:24:34.566 --> 00:24:35.587]  They go, yeah!
[00:24:36.067 --> 00:24:38.148]  She said, if we wear them around our neck, we get the candy.
[00:24:38.168 --> 00:24:39.749]  And I was like, are you serious?
[00:24:40.289 --> 00:24:47.173]  And then, you know, they're like, oh, you're gonna get in trouble, you'll lose your position on your extracurricular activities, like football, and cheer, and pep, and stuff like that.
[00:24:47.513 --> 00:24:50.755]  Those coaches are saying that you must wear them, and they must be visible at all times.
[00:24:50.815 --> 00:24:56.418]  And, you know, it's making it hard even to go to the restroom now, because you have to have it on in the hallways, that way we know who you are.
[00:24:56.438 --> 00:24:59.499]  If you want to know who I am, get to know me, sit down with me, and talk with me.
[00:24:59.539 --> 00:25:00.980]  Don't put a badge on me.
[00:25:01.260 --> 00:25:04.661]  Yeah, I mean, what happened to a name and a face and getting to know people?
[00:25:04.701 --> 00:25:18.187]  But the other thing, too, they're trying to control you through peer pressure at a time when you're growing up, you're trying to figure out who you are, you're trying to meet other people, make friends, and that's what's going to get noticed, the fact you're an individual, that you're strong enough to stand up for yourself.
[00:25:18.567 --> 00:25:24.649]  You're the kind of person people want to get to know and respect in the community, people who just go along with whatever they're told to do.
[00:25:26.150 --> 00:25:28.152]  That's pretty uninteresting, really.
[00:25:28.172 --> 00:25:40.844]  Yeah, and, you know, I get a lot of people who are supposed to be friends, or supposed to be people that are on my side at all times, and then yet, when this issue gets brought up, oh, I don't talk to you, or, you know, it's just weird, dude, it's not a big deal.
[00:25:41.505 --> 00:25:45.767]  But the thing is, it's a really big deal, and, you know, students need to understand that.
[00:25:45.827 --> 00:25:51.049]  They need to open their eyes, because Northside is just saying, oh, it's not dangerous, it's not, you know, it's not a big deal.
[00:25:51.909 --> 00:25:56.291]  And yet, they track you at school, and they tell you how to track you on the bus, but they do.
[00:25:56.431 --> 00:26:00.653]  I asked my bus driver, and I said, sir, what is this little thing above your window?
[00:26:00.693 --> 00:26:02.094]  He goes, oh, that's for the Home Projects.
[00:26:02.134 --> 00:26:03.114]  And I was like, what Home Projects?
[00:26:03.154 --> 00:26:04.675]  And he's like, oh, your badges?
[00:26:04.695 --> 00:26:05.035]  And I was like,
[00:26:05.655 --> 00:26:07.456]  The new ones, he goes, yep, that's what it's for.
[00:26:07.816 --> 00:26:12.579]  So now they're tracking my bus ride home and, you know, I'm... I'm sorry, you have to scan this when you get on the school bus?
[00:26:12.599 --> 00:26:14.840]  No, it picks up the signal just like it does at the school.
[00:26:15.320 --> 00:26:17.181]  It picks up the signal and lets you know who's on the bus.
[00:26:17.762 --> 00:26:17.962]  Wow.
[00:26:18.262 --> 00:26:19.423]  I mean, really dangerous.
[00:26:19.583 --> 00:26:25.126]  All sold in the name of safety, but it's completely hijackable and exploitable by the wrong person in authority.
[00:26:25.706 --> 00:26:26.427]  Just like everything.
[00:26:26.527 --> 00:26:26.987]  Absolutely.
[00:26:27.027 --> 00:26:28.548]  You know, I'd like to know...
[00:26:29.545 --> 00:26:31.146]  How this makes anybody any safer?
[00:26:31.866 --> 00:26:33.187]  This is a centralized system.
[00:26:33.247 --> 00:26:37.510]  Our government was set up on a balance of powers, knowing that bad people are going to get into power.
[00:26:38.030 --> 00:26:42.052]  And it's better for them to fight amongst each other than to give all the power to one person.
[00:26:42.332 --> 00:26:43.933]  And this is exactly what they've done, sir.
[00:26:44.233 --> 00:26:50.737]  They have given all the power to the school district and a handful of police officers who can watch this at all times.
[00:26:51.878 --> 00:26:55.560]  They have people thinking, hey, in case of a fire, this would be great.
[00:26:57.591 --> 00:26:58.091]  I don't understand.
[00:26:58.131 --> 00:26:58.872]  How is it going to be great?
[00:26:59.352 --> 00:27:04.256]  Because growing up, and even to this day, everybody has fire drills at school anyways, right?
[00:27:04.677 --> 00:27:06.098]  So we all know how to get out of the school.
[00:27:07.299 --> 00:27:12.443]  What about the poor guy who's sitting in there trying to find the last person with a badge?
[00:27:13.344 --> 00:27:16.606]  Let's say, for instance, that kid decided, well, I'm going to put my badge over here in the bathroom.
[00:27:16.626 --> 00:27:17.747]  Because it's time to get out of here.
[00:27:17.767 --> 00:27:19.088]  I don't have time to grab that badge.
[00:27:19.608 --> 00:27:20.489]  Exactly.
[00:27:21.470 --> 00:27:25.233]  So they're doing this for money, and they're doing this for power.
[00:27:26.061 --> 00:27:31.084]  It costs $525,000 to implement this program in only two schools.
[00:27:32.345 --> 00:27:33.446]  In only two schools.
[00:27:33.466 --> 00:27:34.947]  It costs $136,000 a year to run that program.
[00:27:34.967 --> 00:27:38.409]  Now take those numbers and multiply it by the other 110 schools.
[00:27:38.469 --> 00:27:42.392]  And then take that number of $136,000 and multiply that by those schools.
[00:27:42.432 --> 00:27:42.912]  It's astronomical.
[00:27:54.346 --> 00:27:55.347]  Where are they coming up with the money?
[00:27:55.387 --> 00:27:59.910]  And what people don't understand, it's our tax dollars that are going to this program.
[00:27:59.930 --> 00:28:01.391]  But they want to fire teachers.
[00:28:01.431 --> 00:28:03.393]  But they want to get rid of teachers.
[00:28:04.574 --> 00:28:06.896]  They don't have chairs for psych classes.
[00:28:07.056 --> 00:28:07.956]  They don't have books.
[00:28:07.976 --> 00:28:14.381]  There's some teachers printing books for students off their printers because they don't have money for books.
[00:28:14.862 --> 00:28:16.563]  But yet they have $525,000 to implement a program that nobody wants?
[00:28:21.135 --> 00:28:21.956]  It's really creepy.
[00:28:21.996 --> 00:28:28.123]  So what do you think is the best way to get other parents to recognize the danger, other students to realize this isn't such a good idea?
[00:28:28.544 --> 00:28:29.925]  How do we start to say no to this?
[00:28:29.965 --> 00:28:33.369]  To have the courage to stand up and realize the school is not the ultimate authority.
[00:28:33.389 --> 00:28:35.332]  I mean, you've made a big stand already.
[00:28:36.481 --> 00:28:40.542]  But have you seen other people supporting you, or are they all just skeptical of what you're doing?
[00:28:40.922 --> 00:28:42.423]  There's a few that support me.
[00:28:43.023 --> 00:28:47.724]  I heard about one kid who actually zapped his badge, put it in the microwave, and boop, zapped it.
[00:28:47.804 --> 00:28:50.505]  So I was like, okay, at least somebody agrees with me.
[00:28:50.525 --> 00:28:52.946]  But I have a bunch of kids who are just like, you know, whatever.
[00:28:52.966 --> 00:28:55.067]  And I was like, no, it's not whatever.
[00:28:57.017 --> 00:28:58.258]  Invasion of your privacy.
[00:28:58.578 --> 00:29:00.118]  And a lot of people are like, well, I'm a Christian.
[00:29:00.178 --> 00:29:03.380]  And a kid actually told me the other day, he goes, well, why are you doing this?
[00:29:03.420 --> 00:29:06.321]  And I was like, because, you know, you're stepping on my religious beliefs.
[00:29:06.341 --> 00:29:07.901]  He goes, well, what religion are you?
[00:29:07.921 --> 00:29:09.162]  And I was like, well, you know, I'm a Christian.
[00:29:09.202 --> 00:29:11.103]  He goes, well, I'm sort of a Christian.
[00:29:11.143 --> 00:29:13.544]  And the first thing that pops in my head, I was like, how can you be sort of a Christian?
[00:29:13.564 --> 00:29:14.464]  You either are or you aren't.
[00:29:14.544 --> 00:29:15.945]  It's simple as that.
[00:29:15.965 --> 00:29:20.527]  And I was like, well, look, you know, this is, you know, the implementing of the mark of the beast.
[00:29:20.587 --> 00:29:20.887]  And he goes,
[00:29:21.647 --> 00:29:22.848]  It's just a badge, just wear it.
[00:29:23.189 --> 00:29:28.053]  And I looked at him and I was like, okay, if you want to wear your badge, that's fine, but as for me, I will not wear my badge.
[00:29:28.074 --> 00:29:29.455]  And I turned around and left him alone.
[00:29:29.975 --> 00:29:32.938]  Well, you understand the larger picture of what's going on.
[00:29:32.958 --> 00:29:39.965]  I mean, you're in the engineering department, you're studying for that kind of studies, you obviously know what's in the Bible, know what your religion is.
[00:29:40.926 --> 00:29:43.448]  These people, guaranteed, can't read their literature books.
[00:29:43.488 --> 00:29:44.148]  They're a sign.
[00:29:44.508 --> 00:29:45.489]  Aren't reading the Bible.
[00:29:45.529 --> 00:29:47.210]  Have no idea what's in these verses.
[00:29:47.830 --> 00:29:53.994]  And it's very sad, but we've got to help wake people up and nudge them back to the fact that information is how you empower yourself.
[00:29:54.014 --> 00:29:54.334]  Yeah.
[00:29:54.615 --> 00:29:55.615]  Information is knowledge.
[00:29:56.076 --> 00:29:56.356]  Okay?
[00:29:56.856 --> 00:29:58.137]  A lot of these people are scared.
[00:29:58.417 --> 00:29:59.838]  They don't want to stand up for themselves.
[00:30:00.318 --> 00:30:06.282]  They're afraid, oh, if I don't do this or tell my child not to do this, we're going to be in so much trouble.
[00:30:06.942 --> 00:30:08.163]  But all they've got to do is look at us.
[00:30:08.223 --> 00:30:08.863]  We're not in trouble.
[00:30:09.584 --> 00:30:09.724]  Okay?
[00:30:10.325 --> 00:30:14.048]  So for those who are misinformed, we have to find a way to inform them.
[00:30:14.188 --> 00:30:14.968]  And how do we do that?
[00:30:15.669 --> 00:30:21.333]  By these position papers that we presented to the Board of Trustees.
[00:30:21.974 --> 00:30:25.416]  This position paper states why these things should not be used.
[00:30:26.157 --> 00:30:27.878]  And if you're going to use them, what you need to do.
[00:30:27.898 --> 00:30:29.019]  Okay?
[00:30:29.559 --> 00:30:34.543]  We've been handing out flyers, position papers, we've been talking to people, we've got websites coming up.
[00:30:34.923 --> 00:30:35.603]  The kids have
[00:30:38.459 --> 00:30:40.942]  Facebook today put up Gabby and my daughter Andrea.
[00:30:41.262 --> 00:30:47.810]  Gabby is another student from Marshall High School who stood up with her mom who used to teach in NISD for seven years.
[00:30:48.510 --> 00:30:54.097]  And she stood up and she says, I used to be a teacher, a substitute teacher as well, and I disagree with this.
[00:30:54.637 --> 00:30:57.060]  And her daughter stood up and said, hey, my name is Gabby.
[00:30:57.080 --> 00:30:57.641]  I'm not number
[00:30:58.493 --> 00:30:59.694]  Whatever, whatever her number is.
[00:30:59.914 --> 00:31:00.134]  Okay?
[00:31:00.154 --> 00:31:00.514]  Exactly.
[00:31:00.835 --> 00:31:03.477]  So, how do we get people informed?
[00:31:03.537 --> 00:31:04.657]  By doing what we're doing today.
[00:31:05.198 --> 00:31:06.379]  We come on shows like this.
[00:31:06.519 --> 00:31:07.419]  We go on the internet.
[00:31:07.780 --> 00:31:09.481]  We go on radio talk shows.
[00:31:09.701 --> 00:31:10.882]  We hand out information.
[00:31:11.883 --> 00:31:13.023]  We just talk to people.
[00:31:13.244 --> 00:31:16.526]  You know, we're getting to the point where we're getting ready to start knocking on doors in our community.
[00:31:17.006 --> 00:31:26.253]  But, you know, we're inviting everybody to go to NISD's website, contact Brian T. Woods and the Board of Trustees, and tell them what your objection is.
[00:31:26.733 --> 00:31:27.454]  We object to this.
[00:31:28.206 --> 00:31:28.766]  We don't want it.
[00:31:28.786 --> 00:31:36.610]  If you go to WOAI Channel 4, their poll shows that 71% of people believe this is invasion of privacy.
[00:31:37.490 --> 00:31:42.312]  But those 71% of the people need to get up and say, hey, Mr. Brian T. Woods, we don't want this.
[00:31:42.913 --> 00:31:43.393]  We're done with it.
[00:31:44.944 --> 00:31:49.008]  I am not afraid to stand up for my civil liberties, my religious freedom, and the protection of my children.
[00:31:49.228 --> 00:31:52.932]  And we better not be, because they're going to keep going, and keep going, and keep going.
[00:31:53.633 --> 00:32:01.361]  Now specifically, we ought to contact the people locally at your schools in San Antonio, because that's where they're trying to roll it out and get a stronghold.
[00:32:01.401 --> 00:32:04.524]  But people all across the nation, this is a national and global show,
[00:32:04.944 --> 00:32:08.625]  They need to preemptively contact their school districts and tell them not to even consider this.
[00:32:08.985 --> 00:32:15.806]  Because it's dangerous, it's costly, as you pointed out, and it's really a destructive force against our privacy and our individual rights.
[00:32:15.886 --> 00:32:16.766]  That's the bottom line.
[00:32:16.886 --> 00:32:17.766]  That's the bottom line.
[00:32:17.866 --> 00:32:20.467]  It's an invasion of privacy.
[00:32:21.067 --> 00:32:24.547]  But my first and foremost fight is religious belief.
[00:32:25.048 --> 00:32:27.368]  It's my religious freedom, my kids' religious freedom.
[00:32:27.668 --> 00:32:32.909]  I'm not going to condemn my children to the pit because NISD wants them to wear a chip.
[00:32:34.440 --> 00:32:42.305]  My daughter stood up and she told them at the board, she told the board, and she says, I'm not going to compromise my freedom for NISD.
[00:32:42.805 --> 00:32:43.946]  And it's online right now.
[00:32:43.986 --> 00:32:44.606]  You can watch it.
[00:32:44.646 --> 00:32:46.167]  It should be on spychips.com.
[00:32:46.828 --> 00:32:47.388]  And it's there.
[00:32:48.208 --> 00:32:49.889]  Let me tell you what, we're going to fight this.
[00:32:49.989 --> 00:32:51.350]  This is not just the end.
[00:32:51.370 --> 00:32:52.431]  This is the beginning.
[00:32:52.451 --> 00:32:54.732]  We're going to put an end to this, no matter what.
[00:32:55.213 --> 00:33:00.616]  But our goal as a family and as a community and everybody who does support us, everybody who does support us,
[00:33:01.550 --> 00:33:02.690]  We're putting out information.
[00:33:02.710 --> 00:33:07.892]  You see a bunch of papers here in front of you because we're bringing information to you, and it's the same information we're giving out to the people.
[00:33:07.912 --> 00:33:10.293]  I mean, we have great support.
[00:33:10.353 --> 00:33:13.014]  We have almost 15 different organizations around the world.
[00:33:13.694 --> 00:33:20.036]  And, you know, from Caspian to, we are Change San Antonio, we are Change Texas Hill Country.
[00:33:20.456 --> 00:33:23.978]  I mean, we have Matthew Medina, we have Katherine Albrecht, Liz McIntyre.
[00:33:24.218 --> 00:33:25.798]  All these people, Katie Deloes.
[00:33:26.218 --> 00:33:31.020]  Katie came to my house and spent the weekend with us to help us put this protest together.
[00:33:31.894 --> 00:33:35.957]  She took time out of her schedule and her children and her family to come to be with us.
[00:33:36.838 --> 00:33:43.502]  I mean, I am grateful, and I have to tell everybody, you know, and I just, this is my opportunity to give thanks to a good friend of mine named Bobby Scott.
[00:33:43.522 --> 00:33:46.004]  If it wasn't for Bobby Scott, I wouldn't be here today.
[00:33:46.024 --> 00:33:54.410]  Because I was at work, my phone was ringing, I couldn't get to it, and I'm not supposed to have my phone at work, and at break time I went to check, he had called me six times.
[00:33:55.071 --> 00:33:57.793]  So I decided to call him, and I said, what's going on?
[00:33:57.833 --> 00:33:58.333]  He said, hey dude,
[00:33:59.068 --> 00:34:02.673]  I called you a couple hours ago because you need a guy on the radio right now that's talking about you.
[00:34:03.234 --> 00:34:04.595]  And I'm asking, what are they talking about?
[00:34:04.615 --> 00:34:06.297]  Because they're talking about you and these chips.
[00:34:07.058 --> 00:34:09.101]  You need to contact this lady named Katie Somebody.
[00:34:10.042 --> 00:34:14.348]  And so, I went on that particular radio station's website.
[00:34:15.117 --> 00:34:17.098]  Contact Katie Delores the very next day.
[00:34:17.118 --> 00:34:24.142]  I got a phone call and here I am two weeks later right here in Austin, Texas with you folks and we have to tell you thank you.
[00:34:24.162 --> 00:34:24.902]  You guys are wonderful.
[00:34:25.322 --> 00:34:32.146]  We appreciate y'all standing up and coming out and speaking out because everyone's against the issue who knows about these larger political issues.
[00:34:32.566 --> 00:34:33.427]  How could you not be?
[00:34:33.847 --> 00:34:41.553]  But to have a focal point of someone inside the school system standing up, it's so powerful because that's where the pressure really falls on them.
[00:34:41.873 --> 00:34:46.076]  And these companies who put out the RFID, they can be financially hurt, they can be bankrupted.
[00:34:46.136 --> 00:34:46.596]  It's happened.
[00:34:47.397 --> 00:34:55.123]  There'll be private funders and people giving them endless grants later, but still, we can back them off and eventually defeat the system and this is a great way to start.
[00:34:55.163 --> 00:34:56.684]  Did you want to give out that Facebook?
[00:34:57.104 --> 00:34:57.885]  Because you mentioned that.
[00:34:57.905 --> 00:34:58.145]  Yeah.
[00:34:58.165 --> 00:34:59.346]  Where you're trying to rally people.
[00:34:59.386 --> 00:34:59.806]  Go ahead, honey.
[00:35:00.867 --> 00:35:16.526]  Our Facebook page that me and Gabby created is called Students Against RFID Tracking and that is our Facebook page and you can go and like and we have videos and pictures and links to spy chips and all these other organizations and stuff that people need to see so they can be more informed.
[00:35:18.158 --> 00:35:19.519]  Great, we hope people check that out.
[00:35:19.599 --> 00:35:22.401]  And are y'all doing on-the-street protests or anything like that?
[00:35:22.782 --> 00:35:25.544]  Yeah, we had done one in front of Anson Jones on the first day of school.
[00:35:25.764 --> 00:35:28.006]  We did it again, did it twice.
[00:35:28.486 --> 00:35:36.232]  Then we did one about a week ago at NISD, the Northside Independent School District, district office, the superintendent's office.
[00:35:36.733 --> 00:35:40.756]  Then we went inside and it was citizens to be heard and there was about
[00:35:41.696 --> 00:35:44.577]  Six or seven of us have stood up and voiced our concerns.
[00:35:44.657 --> 00:35:47.098]  We had teachers, we had people from different organizations.
[00:35:47.838 --> 00:35:50.459]  And I stood up, my daughter stood up, and Gabby.
[00:35:52.180 --> 00:35:54.801]  So a lot of things came out of that, but we're planning to hold another one.
[00:35:54.821 --> 00:35:56.101]  I believe it's going to be on the 25th.
[00:35:56.621 --> 00:36:00.783]  I think it's every second Tuesday of the month they have a Citizens to be Heard.
[00:36:01.463 --> 00:36:05.224]  So we're hoping to get hundreds of people to show up out there in support of this.
[00:36:05.944 --> 00:36:10.346]  And a lot of things have come out of this, and I've had a couple of people approach me to
[00:36:10.851 --> 00:36:12.732]  See if I wanted to run for office after this.
[00:36:13.293 --> 00:36:16.074]  So, you know, I was asked if I wanted to run for mayor or city council.
[00:36:16.615 --> 00:36:18.696]  And that's something that I would love to do.
[00:36:19.156 --> 00:36:23.119]  But right now, in order to get that part, I need to kick this in advance.
[00:36:23.519 --> 00:36:26.281]  And I guarantee, and I promise you right here, we're going to win this battle.
[00:36:26.661 --> 00:36:31.324]  Because of folks like you who are standing behind us saying, hey, let us help you put your word out.
[00:36:31.765 --> 00:36:32.545]  That's what we're here for.
[00:36:33.025 --> 00:36:35.787]  You know, and folks like you are helping us.
[00:36:35.807 --> 00:36:36.888]  I think it's going to really
[00:36:37.847 --> 00:36:40.369]  Yes, make this thing just so much more explosive.
[00:36:40.609 --> 00:36:42.010]  Well, I mean, we're human beings.
[00:36:42.070 --> 00:36:43.812]  We don't need no stinking badges.
[00:36:43.852 --> 00:36:47.214]  That's right, we don't need no stinking badges.
[00:36:47.675 --> 00:36:49.997]  I just want to read this quote real quick and then we'll close out.
[00:36:50.017 --> 00:36:51.058]  I'll get your response to it.
[00:36:51.338 --> 00:36:53.680]  This is from Carol Quigley, 1966.
[00:36:54.040 --> 00:36:55.141]  Do you have the quote in there, guys?
[00:36:57.363 --> 00:37:01.528]  I just want to read this, because this system has been coming for a long time.
[00:37:01.988 --> 00:37:03.590]  And Carol Quigley writes on page 866,
[00:37:13.601 --> 00:37:23.626]  His educational training, his required military and other public service, his tax contributions, his health and medical requirements, his final retirement and death benefits.
[00:37:23.966 --> 00:37:38.774]  This is a government system, this is a control grid interlinked with the big corporations who see us as inventory, they don't see us as human beings and they have plans to literally control us from cradle to grave and RFID tracking technology plays a huge role in that.
[00:37:38.854 --> 00:37:43.056]  It's so scary, all the more because they've been planning it for so long.
[00:37:43.696 --> 00:37:45.419]  What's your reaction to that Steve and Andrew?
[00:37:47.222 --> 00:37:50.788]  Well, you know, the fact that they said in the quote that
[00:37:51.769 --> 00:37:58.093]  All throughout the education, they're only starting in middle school and high school because they haven't been able to, you know, do anything else through the elementary kids.
[00:37:58.213 --> 00:38:00.174]  I mean, they're little kids, you know, what are they going to do?
[00:38:00.194 --> 00:38:01.135]  Are they going to go skip school?
[00:38:01.175 --> 00:38:01.655]  No, you know.
[00:38:01.875 --> 00:38:03.476]  They're little, they're going to go do their education.
[00:38:03.496 --> 00:38:03.856]  Right.
[00:38:04.036 --> 00:38:08.079]  You know, and in high school and middle school, I understand there's a little bit more of a rebellion kind of thing.
[00:38:08.459 --> 00:38:13.442]  But for the most part, majority, they do go to school, they do learn, and they do take their tests and their quizzes and all that stuff.
[00:38:15.223 --> 00:38:18.612]  In fact, they do want to put it in the elementary, where it's unnecessary.
[00:38:18.633 --> 00:38:22.563]  It's unnecessary in all the schools, but they want to put it in, and it's...
[00:38:23.476 --> 00:38:34.439]  You know, ridiculous to a point where I wish I could talk to you for hours and hours and hours and tell people that, you know, there's so much more to this than just a badge.
[00:38:34.519 --> 00:38:36.219]  It's not just a chip or anything.
[00:38:37.059 --> 00:38:38.320]  It's a lot bigger, you know.
[00:38:38.700 --> 00:38:42.241]  People can find you with this stuff, and you don't even need to know anything about the person.
[00:38:42.621 --> 00:38:47.142]  If there's a sexual predator out there, they can find you just because it missed a signal, you know?
[00:38:47.542 --> 00:38:50.663]  Because they have no boundaries, they have no respect, and they have nothing.
[00:38:51.443 --> 00:39:01.693]  So they don't mind going spending $200 off of eBay, eBay of all the places, to go get an RFID scanner that can pick you up, you know, when you walk home from school like me and a bunch of friends do.
[00:39:03.066 --> 00:39:03.866]  There you go, I got her.
[00:39:04.266 --> 00:39:07.107]  You know, she'll walk home alone tomorrow, and I can follow her home.
[00:39:07.307 --> 00:39:09.788]  And so creepy, and who's going to protect against that?
[00:39:10.068 --> 00:39:19.611]  Yeah, and it's all alone, you know, I'm at the point in time where I'm coming home, and everybody's at work, or they're barely coming home, and all the kids are already home, because I get home later than everybody else.
[00:39:20.591 --> 00:39:26.533]  And, you know, I walk all by myself, all on this real big street, nobody out there to protect me but myself.
[00:39:28.153 --> 00:39:29.814]  And that quote in that book is absolutely correct.
[00:39:30.533 --> 00:39:32.133]  At birth, what do we get?
[00:39:32.153 --> 00:39:33.033]  A social security number.
[00:39:34.494 --> 00:39:37.854]  When you go into school, you get an ID badge.
[00:39:38.575 --> 00:39:42.175]  And on this ID badge is your student ID.
[00:39:44.196 --> 00:39:47.556]  You get in a checking account, you have a number assigned to you.
[00:39:49.096 --> 00:39:51.297]  When we're born, we have a name assigned to us.
[00:39:51.857 --> 00:39:55.158]  Now it's looking like we don't need names no more, we just need numbers.
[00:39:56.578 --> 00:39:57.238]  When you die,
[00:40:00.475 --> 00:40:04.898]  Your name goes with you to the grave, but your number is still out there.
[00:40:05.198 --> 00:40:06.479]  Because they know that you're dead.
[00:40:06.499 --> 00:40:09.021]  They say, okay, number so-and-so is now gone.
[00:40:09.621 --> 00:40:10.962]  Yeah, it's absolutely correct.
[00:40:11.383 --> 00:40:14.545]  They track you from the cradle to the grave and in between.
[00:40:14.565 --> 00:40:16.146]  And that's the way it is.
[00:40:16.406 --> 00:40:17.447]  We are no longer people.
[00:40:17.487 --> 00:40:18.327]  We are products.
[00:40:19.488 --> 00:40:19.868]  But guess what?
[00:40:20.209 --> 00:40:24.111]  Stephen Hernandez, Andre Hernandez, Vincent Hernandez, we are not products.
[00:40:26.113 --> 00:40:27.073]  I tell you what, we are products.
[00:40:27.194 --> 00:40:29.235]  We are products of the Lord Jesus Christ, God Almighty.
[00:40:30.011 --> 00:40:30.972]  We are His children.
[00:40:32.132 --> 00:40:33.893]  And if we stand for God, He'll stand for us.
[00:40:34.774 --> 00:40:38.496]  Or if God stands for you, then who can stand against you?
[00:40:39.317 --> 00:40:43.360]  Greater is He that is in you, than He that is in the world.
[00:40:43.900 --> 00:40:45.321]  Many people don't understand what that means.
[00:40:46.021 --> 00:40:47.382]  What that means is God is great.
[00:40:47.462 --> 00:40:53.466]  If He's inside you, if He's your Lord God, your Savior, and He can protect you no matter where you go.
[00:40:54.347 --> 00:40:59.570]  He that is in the world refers to the devil, or people who are worldly, who want the worldly possessions right here, right now.
[00:41:00.430 --> 00:41:00.810]  Guess what?
[00:41:01.211 --> 00:41:04.093]  Your gift is greater in heaven than it is on earth.
[00:41:04.834 --> 00:41:08.917]  You see, Hollywood and actors and sports guys, I mean, they all live in a great life.
[00:41:10.058 --> 00:41:12.780]  But not one has opened the Bible to read it.
[00:41:14.382 --> 00:41:15.162]  Not if they have.
[00:41:15.623 --> 00:41:16.383]  They don't live by it.
[00:41:17.164 --> 00:41:18.565]  I'm not saying we're a perfect family.
[00:41:18.585 --> 00:41:19.546]  We all have our faults.
