[00:00:01.733 --> 00:00:02.915]  Coast to coast.
[00:51:26.218 --> 00:51:27.999]  There's only two ways to avoid this.
[00:51:28.240 --> 00:51:32.823]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:51:32.903 --> 00:51:35.645]  Looking to protect my family, I've done deep research.
[00:51:35.806 --> 00:51:41.590]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:51:41.770 --> 00:51:45.253]  It's made right here in the USA, completely non-GMO.
[00:51:45.433 --> 00:51:50.477]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:51:50.697 --> 00:51:53.700]  Exclusively available at Infowarslife.com.
[00:51:53.860 --> 00:51:59.745]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:51:59.845 --> 00:52:01.846]  Survival Shield Nascent Iodine.
[00:52:02.007 --> 00:52:07.371]  Secure your super high quality Nascent Iodine today at Infowarslife.com.
[00:52:07.531 --> 00:52:08.892]  That's Infowarslife.com.
[00:52:09.713 --> 00:52:15.618]  Did you know there are 3 million edible food plants on Earth and none have the nutritional value of the hemp plant?
[00:52:15.698 --> 00:52:18.580]  HempUSA.org offers you Hemp Protein Powder.
[00:52:18.680 --> 00:52:24.105]  It does not contain chemicals or THC, is non-GMO, and is 100% gluten-free.
[00:52:24.145 --> 00:52:33.012]  Hemp Protein Powder burns fat, builds muscle, contains 53% protein, and feeds the body the nutrients it needs.
[00:52:33.052 --> 00:52:36.495]  Call 888-910-4367 and see what our powder, seeds, and oil can do for you.
[00:52:36.855 --> 00:52:39.097]  Only at HempUSA.org.
[00:52:39.557 --> 00:52:48.802]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it lent back at interest, forcing taxes to service debt.
[00:52:48.862 --> 00:52:49.582]  This capitalism?
[00:52:49.642 --> 00:52:55.765]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:52:55.825 --> 00:52:59.467]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:52:59.507 --> 00:53:00.448]  Call for your copy 800-686-2237.
[00:53:00.468 --> 00:53:01.788]  It's time to understand the system.
[00:53:01.848 --> 00:53:02.128]  Call 800-686-2237.
[00:53:02.168 --> 00:53:02.449]  That's 800-686-2237.
[00:53:10.644 --> 00:53:17.090]  Big business has discovered the preparedness market, and that makes it difficult to know where to go and who to trust.
[00:53:17.430 --> 00:53:21.914]  MyPatriotSupply.com is owned and operated by Patriots just like you.
[00:53:22.194 --> 00:53:31.402]  Has the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more.
[00:53:31.702 --> 00:53:37.647]  MyPatriotSupply.com has old-fashioned values and the absolute best customer service in the industry.
[00:53:37.887 --> 00:53:39.168]  Look for the deal of the day.
[00:53:39.468 --> 00:53:42.691]  Unique, affordable survival supplies that fit anyone's budget.
[00:53:42.852 --> 00:53:46.435]  Get same-day shipping on all orders and free shipping on orders over $49.
[00:53:46.695 --> 00:53:52.440]  Call 866-229-0927.
[00:53:52.460 --> 00:53:53.861]  866-229-0927.
[00:53:54.162 --> 00:54:00.127]  Or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[00:54:00.567 --> 00:54:03.230]  Shop with a name you know and a name you can trust.
[00:54:03.450 --> 00:54:06.174]  Before it's time to survive, it's time to prepare.
[00:54:06.475 --> 00:54:07.837]  MyPatriotsSupply.com
[00:54:22.039 --> 00:54:31.483]  I was able to find the article from InfoWars.com during the break, and we'll put that up on screen, the InfoWars.com article.
[00:54:31.623 --> 00:54:34.084]  ABC website tells kids when they should die.
[00:54:34.645 --> 00:54:42.028]  For some reason, the screenshots of the video game are dead of the animals being killed, if you don't kill yourself, but we were able to search
[00:54:42.648 --> 00:54:47.630]  The Greenhouse Calculator game, and we're able to find the images online.
[00:54:48.151 --> 00:54:52.593]  They pulled it down, and it shows pigs in pools of blood and other animals.
[00:54:53.393 --> 00:54:55.534]  Bunny rabbits having their heads chopped off, you name it.
[00:54:55.974 --> 00:54:57.515]  Find out when you should die.
[00:54:58.115 --> 00:54:58.855]  I'm reading a quote.
[00:54:59.236 --> 00:55:05.018]  This was given to fourth grade, third and fourth grade students, and they did have an increase in suicide in Australia.
[00:55:05.318 --> 00:55:06.779]  You can look up that number as well.
[00:55:06.799 --> 00:55:07.419]  I'm not kidding.
[00:55:07.499 --> 00:55:10.361]  So, teaching children, and I've talked to parents
[00:55:11.530 --> 00:55:23.239]  They say after going to public schools and private schools where they teach them that humans are bad for the earth, when they see a construction site, the little girls start crying, I was talking to one mother, and saying, oh my gosh, they're killing the bunnies.
[00:55:23.819 --> 00:55:24.700]  I need to die.
[00:55:25.971 --> 00:55:36.758]  And this is teaching you, instead of having a life force and a will to survive and a value of life, you're being taught your total crud, so you'll roll over so the globalists can run everything.
[00:55:36.958 --> 00:55:39.359]  They don't even want to help the Earth, on top of it.
[00:55:39.639 --> 00:55:43.442]  This is the pure, flip-out level evil we're under.
[00:55:44.301 --> 00:55:45.382]  I'm going to start the next hours.
[00:55:45.422 --> 00:55:46.102]  We have plenty of time.
[00:55:46.122 --> 00:55:52.526]  I'm going to take Pat, Mark, Greg, Dennis, Derek, all your calls and more when we come back.
[00:55:52.586 --> 00:55:54.267]  I'm going to try to race through calls again.
[00:55:54.628 --> 00:56:00.611]  We haven't gotten into the food stamp cut rate, create high demand for food bank supplies.
[00:56:00.651 --> 00:56:02.332]  That's now being reported by USA Today.
[00:56:02.733 --> 00:56:06.435]  Four days after DrudgeReport.com carried our InfoWars.com story.
[00:56:06.475 --> 00:56:10.578]  I'm just pointing out that we're actually making mainstream media report real news.
[00:56:11.770 --> 00:56:12.951]  Just like on the NSA story.
[00:56:13.551 --> 00:56:16.153]  Food banks panicking over demand following welfare cut.
[00:56:16.833 --> 00:56:19.675]  That's from November 1st and now it's in USA Today.
[00:56:19.996 --> 00:56:31.643]  Today we're going to be getting into that, how serious the situation that is while they get the riot police ready at all the DHS facilities and by rubber bullet machine guns and tear gas machine guns.
[00:56:31.663 --> 00:56:34.845]  So we're going to be getting into all of those reports.
[00:56:35.266 --> 00:56:36.807]  Big issues at the Federal Reserve.
[00:56:36.827 --> 00:56:41.150]  Some of the Federal Reserve folks criticizing Obama, saying it's very reckless what they're doing.
[00:56:41.890 --> 00:56:43.571]  So that's rats leaving the sinking ship.
[00:56:44.391 --> 00:56:49.152]  We're going to get into the latest on more top generals being purged.
[00:56:49.653 --> 00:56:58.335]  Not just the two new commanders and others and not just Major General Patrick Brady coming out and saying there's a purge of folks that won't go along with this takeover agenda.
[00:56:59.296 --> 00:57:06.318]  Now the head of all the major forces in Japan has been relieved saying Obama had no confidence in him.
[00:57:07.708 --> 00:57:11.913]  So the Fuhrer is culling the herd politically right now.
[00:57:11.973 --> 00:57:15.438]  This is a big, big, big deal.
[00:57:15.498 --> 00:57:18.361]  And we will break that down as well in the second hour.
[00:57:19.582 --> 00:57:32.536]  Before I go to break, ladies and gentlemen, if you go to Infowarslife.com, you can find out how amazing this particularly patented system of nascent atomic iodine is, and what it does with the radiation levels increasing in North America.
[00:57:32.876 --> 00:57:38.903]  The bare minimum to protect the thyroid is to get good iodine in there, and this is what I've chosen for my family.
[00:57:40.109 --> 00:57:49.724]  And it was so amazing, and nobody seemed to know about this, that I went out and had them up the size of their laboratory, it's been around for 40 years, it's patented with Russian scientists, to produce this with Dr. Group.
[00:57:50.765 --> 00:57:55.607]  And it's twice the strength at half the price at Infowarslife.com.
[00:57:56.007 --> 00:57:59.088]  That's Infowarslife.com or by calling toll-free.
[00:57:59.609 --> 00:58:02.190]  And folks, I take this, I take the recommended amount.
[00:58:02.210 --> 00:58:04.891]  A lot of folks I know take more, but you should talk to your doctor.
[00:58:05.491 --> 00:58:09.133]  It is making me lose weight, more energy, everyone is marveling at it.
[00:58:10.113 --> 00:58:12.274]  That's what it's doing for me, exactly what Dr. Gribb said.
[00:58:15.014 --> 00:58:16.435]  The man is a genius.
[00:58:17.216 --> 00:58:33.652]  It is so incredible that this is in the halogen area, the only healthy one in the halogens, and according to Dr. Group and other doctors, and the system keeps this away from you and puts all the bad halogens in the food and water to literally, in the medical literature, quote, zombify the public.
[00:58:34.272 --> 00:58:40.856]  That's why it's Survival Shield from Infowarslife.com or 888-253-3139.
[00:58:40.876 --> 00:58:46.779]  And we just got more back in, but it will sell out quick, and your purchase supports the broadcast.
[00:58:47.320 --> 00:58:52.263]  Stay with us.
[00:58:52.283 --> 00:58:56.245]  This is GCN, the Genesis Communications Radio Network.
[00:59:00.046 --> 00:59:06.291]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[00:59:06.692 --> 00:59:09.114]  Renowned author and expert, Joel Skousen.
[00:59:09.174 --> 00:59:09.474]  The U.S.
[00:59:09.534 --> 00:59:13.658]  isn't building huge underground bases and bunkers because of some terrorist threat.
[00:59:13.778 --> 00:59:16.360]  They know that a massive nuclear attack is coming.
[00:59:16.740 --> 00:59:18.001]  They want that attack to come.
[00:59:18.222 --> 00:59:24.407]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[00:59:24.787 --> 00:59:27.251]  What I tell people is that you do have time.
[00:59:27.471 --> 00:59:32.259]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[00:59:32.439 --> 00:59:39.871]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[00:59:40.171 --> 00:59:42.732]  There is no preparedness without strategy.
[00:59:42.932 --> 00:59:45.594]  This Christmas, give the gift of preparedness.
[00:59:46.054 --> 00:59:50.296]  Strategic Relocation the Film with Joel Skousen and Alex Jones.
[00:59:50.596 --> 00:59:56.579]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[00:59:56.599 --> 01:00:04.523]  Waging war on corruption.
[01:00:04.983 --> 01:00:07.785]  Alex Jones on the GCM Radio Network.
[01:00:14.349 --> 01:00:18.531]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:19.191 --> 01:00:19.992]  You want answers?
[01:00:20.772 --> 01:00:21.652]  Well, so does he.
[01:00:22.093 --> 01:00:25.934]  He's Alex Jones on the GCN Radio Network.
[01:00:26.515 --> 01:00:30.597]  And now, live from Austin, Texas, Alex Jones.
[01:00:41.617 --> 01:00:47.924]  Well, folks, the architect of Obamacare has told us what we already knew, and it shows their hubris, their arrogance.
[01:00:49.265 --> 01:01:04.481]  They're having Twitter accounts suspended that criticize Obamacare, where people post photos of their cancellation letters or getting letters that their fees have gone up 539%, and that's because we do have power to organize and expose this criminal fraud.
[01:01:06.172 --> 01:01:06.833]  But it doesn't matter.
[01:01:07.153 --> 01:01:11.256]  Ezekiel Emanuel, who is the main architect of all the people involved, he's one of the main architects.
[01:01:11.596 --> 01:01:13.177]  Daschle, Tom Daschle, was an architect.
[01:01:13.197 --> 01:01:15.859]  He wrote a book saying, have death panels, kill old people.
[01:01:16.320 --> 01:01:17.180]  I read the quotes on air.
[01:01:18.201 --> 01:01:18.982]  These are eugenicists.
[01:01:19.002 --> 01:01:23.645]  These are pigs that actually want a safety net over you so they can get rid of you.
[01:01:24.446 --> 01:01:27.228]  That's what Margaret Sanger and Planned Parenthood and all this is about.
[01:01:27.788 --> 01:01:35.394]  And the sooner you realize that you've been gullible morons, the sooner you can start figuring this out before they shut everything off and we don't have any hope.
[01:01:36.715 --> 01:01:38.547]  Because we're getting right down to that area.
[01:01:39.460 --> 01:01:39.760]  Okay?
[01:01:39.820 --> 01:01:41.001]  And I care about everybody.
[01:01:41.261 --> 01:01:59.075]  But I'm sick of not being a racist, and not being a tribalist, and being for a fair shake, and then watching all the politically correct people, who are really anti-liberty, in many cases anti-white, you name it, sit there and attack me all day because of what color I am and what I stand for, and say I'm a racist or I'm a terrorist.
[01:01:59.435 --> 01:02:04.860]  The globalists really want to get us fighting with each other, and I want folks to grow up and realize what's really happening.
[01:02:05.160 --> 01:02:05.920]  I'm sick of it.
[01:02:06.441 --> 01:02:07.982]  And I'm sick of political correctness.
[01:02:08.002 --> 01:02:09.003]  It's a bunch of tyranny.
[01:02:09.926 --> 01:02:11.247]  Let's go to Patton, Florida.
[01:02:11.647 --> 01:02:12.607]  You're on the air, go ahead.
[01:02:13.708 --> 01:02:14.428]  How you doing, Alex?
[01:02:14.708 --> 01:02:15.869]  I'm doing alright, brother.
[01:02:16.489 --> 01:02:23.872]  This weekend I was at an event up in Lakeland and there was a lot of members of both keepers as well, CECOM and a lot of military and ex-military.
[01:02:24.532 --> 01:02:28.654]  And I started talking to a group of them and one of the guys I said to him, I said,
[01:02:29.255 --> 01:02:34.017]  Are you aware of the 45 generals that have been purged, as well as the 197 officers?
[01:02:34.278 --> 01:02:35.938]  And he said, yes, we're well aware of it.
[01:02:36.479 --> 01:02:47.905]  And there's a lot of rumors in the military that a general had ordered those nukes that were taken, and they were dumped off the coast of South Carolina and disposed of.
[01:02:48.065 --> 01:02:54.968]  And I went on the USGS.gov website, and on the 8th of last month, there was a major event that went on.
[01:02:55.809 --> 01:02:58.010]  And they don't show a lot of information about this.
[01:02:58.857 --> 01:03:03.581]  And I saw another cover story, it was in mainstream news, like AP, a month ago, right?
[01:03:03.661 --> 01:03:09.225]  It was like, oh, expect nukes that aren't refurbished or dismantled to detonate.
[01:03:09.285 --> 01:03:13.769]  And that's basically impossible from the nuclear engineers and folks I've talked to, the way those work.
[01:03:14.429 --> 01:03:18.152]  And so, it doesn't even have the priming or the activator in it.
[01:03:18.233 --> 01:03:28.842]  Like, basically, once it's primed and prepared with keys and other things, it then slides in to be able to detonate the TNT or the plastic explosives that then blast in, depending on the type of weapon.
[01:03:29.543 --> 01:03:31.825]  But tell me more about what the military folks were telling you.
[01:03:33.035 --> 01:03:56.267]  Well, this was, then we went on to some more stuff, and one of the guys said that he works in construction, has been going in a lot of homes throughout Florida, and that when he goes in, he sees a lot of food and stuff, and says, oh, you know, are you preparing, you know, and thinking they're Patriots, and he's saying that he's running into a lot of people that are preparing to fight Patriots, and I was shocked because I haven't heard that one.
[01:03:57.714 --> 01:03:58.434]  No, it's true.
[01:03:58.735 --> 01:04:09.360]  Listen, they're making their move because the communists, and that's what they are, it's foreign banks that are above the law and exempt, just like with 1917, they use commies to take over.
[01:04:10.081 --> 01:04:15.563]  And they use communist strategy because that was created by the very same banks we're fighting today over a hundred years ago.
[01:04:15.583 --> 01:04:18.645]  This is all on historical record, by the way, and congressional testimony.
[01:04:18.665 --> 01:04:19.385]  People can look it up.
[01:04:20.286 --> 01:04:24.608]  Cleon Skousen's book, The Naked Communist, quotes the congressional sources.
[01:04:24.648 --> 01:04:25.449]  But the point is,
[01:04:26.469 --> 01:04:29.552]  Is that they use communists.
[01:04:29.612 --> 01:04:30.593]  It isn't communism.
[01:04:30.913 --> 01:04:32.714]  They use communists to take over.
[01:04:33.135 --> 01:04:40.821]  And yes, they had petitions on the White House site that had like 50,000 signatures to form communist militias to take out the Tea Party.
[01:04:41.442 --> 01:04:49.648]  I mean, they intend to shut stuff off, use half the public on welfare, they believe is going to basically hold everyone hostage for the takeover.
[01:04:49.949 --> 01:04:51.210]  What else did they say about that?
[01:04:52.864 --> 01:05:00.475]  Well, I mean, a lot of people in the military get very concerned and I actually know one of the guys that... Hold on, I want to hear more about this.
[01:05:00.495 --> 01:05:03.580]  We're going to come back to you to finish up what your military source was saying.
[01:05:04.020 --> 01:05:07.625]  Whether it was rumor or whether he had real intel on those nukes being dumped in the ocean.
[01:05:09.600 --> 01:05:12.322]  Alex Jones here with a message to fellow freedom lovers.
[01:05:12.602 --> 01:05:17.445]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:05:17.625 --> 01:05:24.809]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:05:24.929 --> 01:05:30.352]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:05:30.572 --> 01:05:34.293]  These are items that I did research on, that I personally use.
[01:05:34.594 --> 01:05:39.136]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:05:39.316 --> 01:05:44.558]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:05:44.798 --> 01:05:47.880]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:05:48.040 --> 01:05:50.201]  When Disaster Strikes by Matthew Stein.
[01:05:50.521 --> 01:05:55.106]  They're a safe used by Homeland Security to protect yourself during any radiological event.
[01:05:55.267 --> 01:05:57.729]  Hand-cranked shortwave AM FM radios.
[01:05:58.170 --> 01:06:05.178]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[01:06:05.418 --> 01:06:06.379]  We're getting prepared.
[01:06:06.639 --> 01:06:07.040]  Are you?
[01:06:07.320 --> 01:06:09.082]  Infowarsshop.com.
[01:06:09.343 --> 01:06:14.949]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[01:06:15.149 --> 01:06:22.378]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[01:06:22.538 --> 01:06:25.702]  Radioactive contamination is now in most of the food supply.
[01:06:25.862 --> 01:06:27.663]  There's only two ways to avoid this.
[01:06:27.903 --> 01:06:32.466]  Move south of the equator or properly protect your thyroid with nascent iodine.
[01:06:32.546 --> 01:06:35.308]  Looking to protect my family, I've done deep research.
[01:06:35.468 --> 01:06:41.252]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:06:41.432 --> 01:06:44.894]  It's made right here in the USA, completely non-GMO.
[01:06:45.094 --> 01:06:50.157]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[01:06:50.357 --> 01:06:53.339]  Exclusively available at Infowarslife.com.
[01:06:53.559 --> 01:06:59.441]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:06:59.541 --> 01:07:01.541]  Survival Shield Nascent Iodine.
[01:07:01.702 --> 01:07:07.143]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[01:07:07.223 --> 01:07:08.604]  That's InfoWarsLife.com.
[01:07:10.074 --> 01:07:15.177]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:07:15.537 --> 01:07:24.021]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:07:24.441 --> 01:07:31.725]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:07:32.265 --> 01:07:39.649]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:07:40.149 --> 01:07:43.551]  I personally store and use their high-quality products.
[01:07:44.111 --> 01:07:47.753]  It tastes great, and it's easy to store for up to 25 years.
[01:07:48.293 --> 01:07:54.896]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:07:55.456 --> 01:08:02.180]  Visit mypatriotsupply.com forward slash Alex today, with the New World Order making rapid advances on every front.
[01:08:02.660 --> 01:08:06.702]  It is essential to prepare with My Patriot Supply today.
[01:08:14.520 --> 01:08:15.160]  Big Brother.
[01:08:15.840 --> 01:08:16.861]  Mainstream media.
[01:08:17.601 --> 01:08:18.721]  Government cover-ups.
[01:08:19.362 --> 01:08:20.162]  You want answers?
[01:08:20.942 --> 01:08:21.823]  Well, so does he.
[01:08:22.483 --> 01:08:26.104]  He's Alex Jones on the GCN Radio Network.
[01:08:26.684 --> 01:08:30.766]  And now, live from Austin, Texas, Alex Jones.
[01:08:43.965 --> 01:08:45.847]  Collectivism is very, very simple.
[01:08:46.908 --> 01:09:10.428]  Why Rome became corrupt and finally collapsed, went from a republic to an empire and then degenerated, broke in two, and then finally completely collapsed, is because politicians quickly learned they could get rid of the truly noble class, the middle class and upper class, who had to be virtuous in trade and business and operate above board, or you would be executed.
[01:09:11.852 --> 01:09:12.693]  They had laws.
[01:09:13.293 --> 01:09:16.355]  The religion was basically the law of being honorable.
[01:09:17.215 --> 01:09:22.138]  And because they were honorable in the Republic days, they ended up taking over the known world.
[01:09:22.699 --> 01:09:29.703]  Then they slowly degenerated until emperors were marrying their horses and doing other things I won't mention on air.
[01:09:30.143 --> 01:09:33.425]  Dressing up like werewolves at parties and ripping children's throats out.
[01:09:34.146 --> 01:09:35.026]  I think that was Nero.
[01:09:35.046 --> 01:09:37.208]  It was Caligula married his horse.
[01:09:37.608 --> 01:09:39.129]  The point is, it's always the same story.
[01:09:40.871 --> 01:09:52.327]  And they learned that they could take tax money from the middle class and they could then give it to the poor and then create a constituency.
[01:09:53.746 --> 01:09:54.386]  I don't think so.
[01:10:18.311 --> 01:10:26.936]  You didn't have a gang, you didn't have any power, because you weren't allowed to bring military force south of the Rubicon River in Northern Italy.
[01:10:28.576 --> 01:10:32.078]  Or up close to where Northern Italy and Switzerland meet.
[01:10:33.839 --> 01:10:38.622]  So, the issue here is this is an old program.
[01:10:39.582 --> 01:10:41.483]  And let's queue up Ezekiel one more time.
[01:10:41.523 --> 01:10:46.146]  The main architect, Ezekiel Emmanuel, the brother of the Chicago boss,
[01:10:47.482 --> 01:10:55.186]  Don Corleone Emanuel there, you know, goes on Fox and says, listen, get with the program.
[01:10:55.646 --> 01:10:58.327]  The insurance companies know the individual insurance is going away.
[01:10:58.567 --> 01:10:59.027]  Get used to it.
[01:10:59.047 --> 01:11:00.388]  But you're going to have the worst plan.
[01:11:01.561 --> 01:11:09.325]  You're not just going to have socialist health care where you pay 80% taxes and the government can restrict your care because of life decisions or whatever and now you're tied collectively to everyone else.
[01:11:09.345 --> 01:11:12.346]  You've got compulsory euthanasia even of children and all the rest of it.
[01:11:12.626 --> 01:11:15.347]  Like Northern Europe, that's the best of the socialist systems.
[01:11:15.707 --> 01:11:17.048]  And I say that very lightly.
[01:11:17.088 --> 01:11:20.470]  It's the best of a long chain of hardable options.
[01:11:21.590 --> 01:11:22.831]  We're going to have the worst.
[01:11:22.871 --> 01:11:27.093]  The eugenics, the no choice, all written by a few insurance companies, less than
[01:11:28.390 --> 01:11:31.432]  There's really, I say the Big Ten, they call it the Big Ten, there's like seven or eight of them.
[01:11:32.032 --> 01:11:34.214]  And then they're owned by Goldman Sachs, J.P.
[01:11:34.254 --> 01:11:44.080]  Morgan, Berkshire Hathaway, Wells Fargo Group, you know, the usual suspects, Boone's Bank, Bank of England, and all these private shareholders.
[01:11:45.581 --> 01:11:57.489]  Like the Federal Reserve is a private share group in the actual control, and you've got some of the banks that actually have shares for the general public, common shares, but the issue is, without getting into the whole economics of it, this is a total vertical integration
[01:11:58.741 --> 01:12:01.702]  Financial takeover backed up by military takeover.
[01:12:01.722 --> 01:12:07.303]  And I'm going to go back to Pat here, who we're going to finish up this call and go to others.
[01:12:08.083 --> 01:12:10.264]  The issue here is this is not a game.
[01:12:12.144 --> 01:12:13.085]  This is not a joke.
[01:12:13.985 --> 01:12:26.028]  And the plan, according to all the medical doctors that I know who have been in medical management, people that really care about their patients, really care about quality, I mean, you can't do serious medical work and not really care, folks.
[01:12:27.596 --> 01:12:31.979]  Unless you've got a mental problem or something, or just completely greedy.
[01:12:32.019 --> 01:12:33.360]  I mean, it's a dedication.
[01:12:33.940 --> 01:12:47.689]  And they're all leaving and getting out of it because it's restricting the care they can give, it's a government-run computer system telling them what they can do, and it's designed where anytime they want, the doctors can be arrested if they take Medicare or Medicaid.
[01:12:50.174 --> 01:12:54.536]  And now they're talking about making you take it, which will kill the system.
[01:12:55.356 --> 01:13:17.884]  And they think so little of you, that even though they've been caught doing this and doubling the premiums and screwing everybody, they think they're going to get away with fully gutting the system, because the Republican leadership helped write the bill, because they're bought and paid for by the same banks, and that's why the Republican and Democratic leadership, from Karl Rove to Barack Obama, have circled the wagons against the real Tea Party.
[01:13:18.484 --> 01:13:31.992]  Because let me tell you, they're pro-gun, they're pro-family, they're anti-abortion, they're anti-socialism, they're anti-communism, and they're waking up and being radicalized, in the words of Time Magazine writers and others, by, you're looking at him, right here.
[01:13:33.240 --> 01:13:38.264]  They would love to kill me right now, but they know it will turn me into a giant martyr.
[01:13:38.604 --> 01:13:44.849]  And they dig through and follow me around and do audits and harassments, trying to find something I'm doing.
[01:13:45.070 --> 01:13:45.790]  Let me tell you.
[01:13:46.591 --> 01:13:47.692]  Trying to mess with me.
[01:13:48.012 --> 01:13:55.138]  But they've learned when they threaten me in a parking lot or have special forces people follow me around or even attack me, I just suddenly get ten times the energy.
[01:13:57.253 --> 01:13:59.795]  So, I mean, I'm sitting here, though, on the edge of the cliff.
[01:13:59.915 --> 01:14:01.016]  I live on the edge of a cliff.
[01:14:01.556 --> 01:14:02.978]  And I tell you, I wouldn't live anywhere else.
[01:14:03.018 --> 01:14:03.838]  This is great.
[01:14:04.179 --> 01:14:09.022]  Being real, being honorable, affecting history, trusting in God as the North Star.
[01:14:10.043 --> 01:14:11.344]  I'm fixed on Christ.
[01:14:12.205 --> 01:14:13.286]  Wicked devil that I am.
[01:14:13.346 --> 01:14:14.327]  My heart loves God.
[01:14:14.727 --> 01:14:16.008]  I'm standing up for the innocents.
[01:14:16.408 --> 01:14:16.969]  I'm committed.
[01:14:18.775 --> 01:14:19.576]  I can't do it all.
[01:14:19.596 --> 01:14:27.343]  In fact, I can't do any of it without Jesus Christ, and I put it all right there at the cross, right there at Christ's sacrifice, and say, lead God and direct me right now.
[01:14:27.663 --> 01:14:29.345]  Please help me not to be wicked and evil.
[01:14:29.605 --> 01:14:30.986]  Please help me not to be a coward.
[01:14:31.247 --> 01:14:32.448]  Please help me to be committed.
[01:14:32.648 --> 01:14:35.170]  Please give me discernment, and God has given it to me.
[01:14:36.431 --> 01:14:39.154]  And every day I become more informed and more enlightened.
[01:14:41.053 --> 01:14:45.159]  And that's what it is to be a free man, and that's what I want everybody else to experience.
[01:14:45.840 --> 01:14:50.647]  Not being a horrible, dumbed-down minion, a slave of the New World Order.
[01:14:52.398 --> 01:14:54.499]  It's a horrible thing to live as a slave and live in fear.
[01:14:55.320 --> 01:15:05.686]  And you stop being a slave, even if you're in physical shackles, the moment you're not afraid of your captors, the moment you decide you're a free being with a connection to the Creator, that's the moment you're free.
[01:15:05.926 --> 01:15:06.827]  It happens in your heart.
[01:15:07.047 --> 01:15:08.128]  That's why they want to drug you.
[01:15:08.368 --> 01:15:09.288]  That's why they want to dumb you down.
[01:15:09.448 --> 01:15:10.809]  Now, sir, you got interrupted by the break.
[01:15:10.849 --> 01:15:21.676]  Pat, recap your story of hanging out with some military folks and what they were saying on multiple issues about the missing nukes and things like that, because here is World Net Daily last week.
[01:15:22.915 --> 01:15:24.916]  Top General Obama is purging the military.
[01:15:24.976 --> 01:15:27.256]  They won't go along with his communist agenda.
[01:15:27.517 --> 01:15:28.897]  Major General Patrick Brady.
[01:15:29.217 --> 01:15:30.077]  Major General.
[01:15:31.138 --> 01:15:32.398]  Congressional Medal of Honor winner.
[01:15:33.318 --> 01:15:34.159]  Highly respected.
[01:15:34.819 --> 01:15:35.399]  Here's another one.
[01:15:35.419 --> 01:15:35.559]  U.S.
[01:15:35.579 --> 01:15:39.080]  Commander in Japan relieved of duty due to alleged misconduct.
[01:15:39.380 --> 01:15:42.781]  Folks, they are purging top generals every couple days now.
[01:15:43.342 --> 01:15:45.342]  I mean, this is unprecedented.
[01:15:45.542 --> 01:15:47.003]  It started with the two nuke commanders.
[01:15:47.981 --> 01:15:52.183]  And they're asking him if they'll go along with some really bad stuff, the intel we've got.
[01:15:52.724 --> 01:15:55.866]  And I don't get why they can't go public about it because it's national security they claim.
[01:15:56.346 --> 01:15:58.767]  No, they're using national security to hide all this criminality.
[01:15:59.688 --> 01:16:02.369]  Let's go back to Pat and then Mark, Greg, Dennis and Derek.
[01:16:02.910 --> 01:16:03.730]  We're going to get to everybody.
