[00:00:00.666 --> 00:00:02.488]  Will you fight?
[00:25:37.511 --> 00:25:43.775]  The Hollywood sewer pipe is controlled by many different factors, but the number one factor is money.
[00:25:43.775 --> 00:25:50.779]  Since China controls the money flow to the banks, and the banks control Hollywood, we don't have to figure out who controls Hollywood, do we?
[00:25:50.779 --> 00:25:56.203]  So, my agent said to me when I told him my book is being sabotaged from the top, and I'll explain it in a minute,
[00:25:57.221 --> 00:26:01.013]  My agent called me and he said this and I'm quoting Alex.
[00:26:01.013 --> 00:26:02.639]  This is a top New York literary agent.
[00:26:02.639 --> 00:26:02.919]  He said
[00:26:03.624 --> 00:26:05.605]  From the government to mainstream media.
[00:26:05.605 --> 00:26:07.026]  Oh no, that's him.
[00:26:07.026 --> 00:26:07.506]  Here.
[00:26:07.506 --> 00:26:14.409]  He said, from the government to mainstream media, there is a petrifying fear of China and the potential loss of their hypothetical business.
[00:26:14.409 --> 00:26:27.275]  The agent said to Savage, he was reminded of a conversation he had with a top Hollywood executive, who said to him, they wouldn't produce any films that were anti-China for fear of being blackballed in their market, basically letting the Chinese government censor our movies in this country.
[00:26:28.197 --> 00:26:36.442]  Then he said to me, Savage, there must be a way to galvanize conservative media behind the Time for War as the only book willing to take on China, the agent told Savage.
[00:26:36.442 --> 00:26:37.723]  Well, guess what, Alex?
[00:26:37.723 --> 00:26:43.087]  Aside from you, nobody will discuss this book and its premise.
[00:26:44.434 --> 00:26:47.076]  Well, let's break down what they're censoring here.
[00:26:47.076 --> 00:26:51.720]  But to tie in, Obama's shutting down dozens of power plants a week.
[00:26:51.720 --> 00:26:53.982]  They're not letting new plants open.
[00:26:53.982 --> 00:26:57.505]  They're totally clean coal power plants, about 51% of our power.
[00:26:57.505 --> 00:26:58.265]  This is brand new.
[00:26:58.265 --> 00:27:00.407]  This just happened at the end of the last hour.
[00:27:00.407 --> 00:27:06.432]  Obama is in Newport, Virginia, at one of the shipyards, talking about getting America going.
[00:27:06.432 --> 00:27:08.974]  And I saw this on CNN during the break earlier.
[00:27:08.974 --> 00:27:10.095]  I couldn't believe it.
[00:27:10.095 --> 00:27:12.317]  Now, let's get into your book here that they're trying to censor.
[00:27:12.637 --> 00:27:17.466]  The premise of the book that I'm holding in my hand, Time for War with Michael Savage.
[00:27:17.466 --> 00:27:22.615]  Well, the premise is quite simple, which is that, okay, it starts with...
[00:27:23.547 --> 00:27:30.849]  A helicopter in Afghanistan, a Chinook, carrying a squad of Navy SEALs plummeting to the earth in Afghanistan.
[00:27:30.849 --> 00:27:41.332]  Remember when that happened in 11, when our great Commander-in-Chief was never blamed for the loss of more Navy SEALs in one incident than in the entire history of the SEALs unit?
[00:27:41.332 --> 00:27:48.975]  How come there's never been an investigation of who put all those Navy SEALs in a single old flying helicopter and flew them into a hot zone?
[00:27:48.975 --> 00:27:49.435]  Who did that?
[00:27:49.935 --> 00:27:51.616]  Who in the military made that decision?
[00:27:51.616 --> 00:27:55.298]  Or worse yet, was the decision made by someone other than in the military?
[00:27:55.298 --> 00:27:56.898]  Why has there been no Republican outcry?
[00:27:56.898 --> 00:27:58.479]  That's how my book begins.
[00:27:58.479 --> 00:28:00.460]  But the question is, what happens next?
[00:28:00.460 --> 00:28:10.265]  Well, I fictionalized that story in order to make America wake up to the fact that maybe, just maybe, someone will ask, who killed all our Navy SEALs?
[00:28:10.265 --> 00:28:16.928]  And number two, my allegation, meaning through my fiction, it's a novel, A Time for War, is that there's a Chinese agent
[00:28:17.782 --> 00:28:28.881]  In Afghanistan who brings it down with an EMP attack and the whole book is basically about a lethal conspiracy to not only neutralize our military
[00:28:29.531 --> 00:28:39.119]  But also, a two-pronged attack that will disarm the American military through EMP blasts, and then release a deadly toxin, killing hundreds of thousands of civilians.
[00:28:39.119 --> 00:28:46.925]  And my hero, Jack Hatfield, and Dover, a young lady, race to locate this new ground zero and save an unsuspecting country.
[00:28:46.925 --> 00:28:49.767]  That's the theme of A Time for War in my novel.
[00:28:49.767 --> 00:28:50.648]  It's a novel.
[00:28:50.648 --> 00:28:51.108]  It's a novel.
[00:28:51.108 --> 00:28:51.609]  That's what it is.
[00:29:00.968 --> 00:29:07.991]  It's no secret that pathogens such as bacteria, viruses, moles and fungus can inflict severe damage in the human body.
[00:29:07.991 --> 00:29:12.633]  Fortunately, a new and vastly improved silver solution has been developed.
[00:29:12.633 --> 00:29:23.438]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[00:29:23.438 --> 00:29:28.700]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[00:29:28.900 --> 00:29:37.344]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[00:29:37.344 --> 00:29:46.209]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[00:29:46.209 --> 00:29:49.891]  Find out how Supernatural Silver could change your life.
[00:29:49.891 --> 00:29:53.853]  Go to SupernaturalSilver.com and use the promo code HEALTHY
[00:29:54.093 --> 00:29:58.170]  For 20% off, that's SupernaturalSilver.com.
[00:29:58.170 --> 00:29:59.435]  And like us on Facebook.
[00:30:02.483 --> 00:30:10.607]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:30:10.607 --> 00:30:14.669]  Alex and his staff have used these pure soap products for years.
[00:30:14.669 --> 00:30:21.973]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:30:21.973 --> 00:30:24.794]  See them on the web at 5starsoap.com.
[00:30:24.994 --> 00:30:29.835]  Or call 800-340-7091 for a free catalog.
[00:30:29.835 --> 00:30:35.777]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:30:35.777 --> 00:30:41.178]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:30:41.178 --> 00:30:43.159]  This is an amazing deal.
[00:30:43.159 --> 00:30:48.400]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:30:48.400 --> 00:30:51.541]  See them on the web at 5starsoap.com or call
[00:30:51.681 --> 00:31:00.088]  800-340-7091 for a free catalog.
[00:31:00.088 --> 00:31:03.111]  Alex Jones here with a message to fellow freedom lovers.
[00:31:03.111 --> 00:31:08.135]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:31:08.135 --> 00:31:15.301]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:31:15.441 --> 00:31:21.066]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:31:21.066 --> 00:31:25.090]  These are items that I did research on, that I personally use.
[00:31:25.090 --> 00:31:29.814]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:31:29.814 --> 00:31:35.039]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:31:35.259 --> 00:31:38.522]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:31:38.522 --> 00:31:41.024]  When Disaster Strikes by Matthew Stein.
[00:31:41.024 --> 00:31:45.787]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:31:45.787 --> 00:31:48.670]  Hand cranked shortwave AM FM radios.
[00:31:48.670 --> 00:31:55.876]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[00:31:55.876 --> 00:31:57.157]  We're getting prepared.
[00:31:57.157 --> 00:31:57.817]  Are you?
[00:31:57.817 --> 00:31:58.958]  InfoWarshop.com
[00:32:00.299 --> 00:32:03.703]  You prepare by purchasing gold, food, and firearms.
[00:32:03.703 --> 00:32:09.770]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:32:09.770 --> 00:32:13.655]  When you're sleeping or away from home, who's watching out for intruders?
[00:32:13.655 --> 00:32:15.237]  Check out SimpliSafe.
[00:32:15.237 --> 00:32:19.081]  It's a new do-it-yourself home security system that is completely wireless.
[00:32:19.682 --> 00:32:22.404]  Go to GetSimplySafe.com.
[00:32:22.404 --> 00:32:25.126]  Simply Safe is independent and off the grid.
[00:32:25.126 --> 00:32:29.489]  It runs on battery power, so even if the grid goes down, you're protected.
[00:32:29.489 --> 00:32:36.154]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:32:36.154 --> 00:32:37.655]  GetSimplySafe.com.
[00:32:38.476 --> 00:32:43.141]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:32:43.141 --> 00:32:45.863]  So there's no need to let a stranger into your home.
[00:32:45.863 --> 00:32:49.948]  If you move or need to relocate, you can take the system with you wherever you go.
[00:32:49.948 --> 00:32:56.974]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:32:56.974 --> 00:32:59.137]  Again, that's GetSimplySafe.com.
[00:33:01.334 --> 00:33:04.922]  Coast to Coast, direct from Austin.
[00:33:04.922 --> 00:33:08.129]  You're listening to the Alex Jones Broadcasting Network.
[00:33:15.993 --> 00:33:22.216]  So Alex, the question is, where do I come up with the theory that I am being manipulated?
[00:33:22.216 --> 00:33:24.056]  But they're doing it all over the place.
[00:33:24.056 --> 00:33:26.578]  I mean, the government's owned by China now.
[00:33:26.578 --> 00:33:34.561]  The globalists signed us on to communism and used NAFTA and GATT and all these rules to shut down our industry so only China could thrive.
[00:33:34.561 --> 00:33:37.502]  They got their population jumping off suicide nets.
[00:33:37.502 --> 00:33:39.063]  I mean, this is how they brought America down.
[00:33:40.000 --> 00:33:41.401]  Yeah, but let me answer the question.
[00:33:41.401 --> 00:33:48.206]  People are going to say Savage still didn't answer the fact that he's making a great charge here, that the China lobby is censoring his new book.
[00:33:48.206 --> 00:33:49.807]  Where is the proof, right?
[00:33:49.807 --> 00:33:57.132]  Well, let me give you one piece of evidence, because I'm trained as a scientist, and the only proof is a series of evidence, evidentiary facts.
[00:33:57.132 --> 00:33:58.733]  It's like a court of law, right?
[00:33:58.733 --> 00:34:03.857]  We can't definitively show you a video of Chinese agents sitting and talking and saying, kill the book.
[00:34:03.857 --> 00:34:06.879]  I can show you facts and let people draw the conclusions for themselves.
[00:34:07.483 --> 00:34:12.867]  When this book first came out, there was an ad campaign that was leading with, is China already at war with the US?
[00:34:12.867 --> 00:34:13.547]  Okay?
[00:34:13.547 --> 00:34:17.269]  That was the lead line, is China already at war with the US?
[00:34:17.269 --> 00:34:24.274]  By the time the book appeared, that ad line was dropped and it became, it became a book about terrorism.
[00:34:24.274 --> 00:34:25.114]  Generic, okay?
[00:34:25.114 --> 00:34:27.236]  A generic book about terrorism.
[00:34:27.236 --> 00:34:32.619]  Secondly, we had an ad campaign planned for the day of launch, which was last week on a Tuesday.
[00:34:32.619 --> 00:34:36.502]  It was supposed to be on the top of some major websites, I will not mention which.
[00:34:36.502 --> 00:34:37.022]  I woke up,
[00:34:37.766 --> 00:34:40.695]  Early in the morning, looking forward to seeing the ads, they didn't appear.
[00:34:41.406 --> 00:34:43.427]  I was screaming and yelling all day long.
[00:34:43.427 --> 00:34:48.528]  Finally, a word came back that it was bumped because of this.
[00:34:48.528 --> 00:34:49.569]  It was bumped because of that.
[00:34:49.569 --> 00:34:50.629]  It was a mistake.
[00:34:50.629 --> 00:34:55.290]  And the ads that were meant to run were suddenly running on Sunday morning and on Sunday midnight.
[00:34:55.290 --> 00:34:57.631]  They were never appearing where they were supposed to appear.
[00:34:57.631 --> 00:34:59.612]  It didn't happen by accident, Alex.
[00:34:59.612 --> 00:35:00.652]  Money was paid.
[00:35:00.652 --> 00:35:02.032]  Contracts were signed.
[00:35:02.032 --> 00:35:04.233]  This was shafted from the top down.
[00:35:04.233 --> 00:35:05.313]  Can I prove it?
[00:35:05.313 --> 00:35:06.974]  No, but I can offer some evidence.
[00:35:06.974 --> 00:35:09.615]  And the publisher is owned by a German holding company, by the way.
[00:35:09.615 --> 00:35:10.875]  Without smearing the publisher,
[00:35:11.495 --> 00:35:12.095]  Absolutely.
[00:35:12.095 --> 00:35:19.118]  Well, I mean, as the CFR has said, in the New World Order, everything's being positioned to China to leverage everybody out of the lowest common denominator to bring in this system.
[00:35:37.918 --> 00:35:42.584]  Well, the one good news about it all is I've always liked Chinese food, so maybe I can look forward to that.
[00:35:42.584 --> 00:35:47.651]  But the thing is, you know, that wouldn't be the only good news of the whole thing.
[00:35:47.651 --> 00:35:54.060]  It's not a bad cuisine if you don't get low-salt, low-fat Chinese food, which is impossible to find in San Francisco.
[00:35:54.620 --> 00:35:57.002]  You know, is this Sinophobia, Alex?
[00:35:57.002 --> 00:36:00.285]  Because we're going to be accused... Look, you're a renegade broadcaster.
[00:36:00.285 --> 00:36:02.026]  I'm somewhat of a renegade broadcaster.
[00:36:02.026 --> 00:36:02.426]  You know that.
[00:36:02.426 --> 00:36:05.429]  We're sort of outcasts and we love it because that's what we are.
[00:36:05.429 --> 00:36:12.735]  We don't want to be one of these old men sitting on the boardwalk with our pants legs rolled up complaining like Bill Planted yesterday from CBS.
[00:36:12.735 --> 00:36:13.675]  Did you hear that sound clip?
[00:36:13.675 --> 00:36:14.396]  You got to hear this one.
[00:36:14.856 --> 00:36:19.462]  Bill Plante complains to his friend Howie Kites of the major media.
[00:36:19.462 --> 00:36:22.405]  You know, Howie Kites and Bill Plante.
[00:36:22.405 --> 00:36:24.347]  And Bill says this.
[00:36:24.347 --> 00:36:26.890]  He says, we've gotten used to being called whiny lapdogs.
[00:36:26.890 --> 00:36:28.432]  I've heard it for 30 years.
[00:36:28.432 --> 00:36:30.815]  But he said, this is about access to the president.
[00:36:30.815 --> 00:36:32.477]  And access to the president has been cut.
[00:36:32.917 --> 00:36:33.417]  That's right.
[00:36:33.417 --> 00:36:38.380]  These idiots sold out, repeated and regurgitated what the establishment said, and now they're being totally cut off, and they're complaining.
[00:36:58.951 --> 00:37:02.914]  Yeah, a free press through many voices, as long as they're all liberal voices.
[00:37:02.914 --> 00:37:05.296]  Certainly, you've never been on the free press.
[00:37:05.296 --> 00:37:07.057]  I've never been heard from by the free press.
[00:37:07.057 --> 00:37:08.618]  We don't exist, Alex.
[00:37:08.618 --> 00:37:10.139]  Our large audiences don't exist.
[00:37:10.139 --> 00:37:10.399]  That's right.
[00:37:10.399 --> 00:37:17.484]  They're the ultimate censors, legends in their own mind, who sit up there on a mountain, telling us what exists and doesn't exist.
[00:37:17.484 --> 00:37:27.151]  Did you see Gibbs, regardless of where you stand on the drone program, saying he was told to say the program didn't exist, like the Wizard of Oz, even when the program was public?
[00:37:27.151 --> 00:37:27.792]  Did you see that?
[00:37:28.436 --> 00:37:30.298]  Yeah, I'm not a big fan of Gibbs.
[00:37:30.298 --> 00:37:31.599]  I happen to like drones.
[00:37:31.599 --> 00:37:33.420]  I know you and I disagree on this.
[00:37:33.420 --> 00:37:38.385]  I'd rather see a drone go and kill a real terrorist than sending an American platoon over there to do it.
[00:37:38.385 --> 00:37:38.725]  No, no, no.
[00:37:38.725 --> 00:37:40.907]  I'm talking about them being domestically used against us.
[00:37:40.907 --> 00:37:42.829]  Well, of course we're against drones in America.
[00:37:42.829 --> 00:37:47.173]  You know, the only drone I would approve of would be a drone manned by a government official.
[00:37:47.173 --> 00:37:48.654]  Remember, Hitler used the first drones.
[00:37:48.654 --> 00:37:50.355]  They were called V-1s and V-2s.
[00:37:50.355 --> 00:37:52.978]  Remember the unmanned rockets that he sent on England?
[00:37:52.978 --> 00:37:55.300]  What, now our own government is using V-1s against us?
[00:37:55.840 --> 00:37:58.441]  Absolutely, and in fact, Michael Savage here with us.
[00:37:58.441 --> 00:38:01.782]  The crew's doing a great job trying to capture stuff live off TV.
[00:38:01.782 --> 00:38:09.165]  We do, drumroll please, have the clip of Obama at a shipbuilding factory in Virginia just about 30 minutes ago.
[00:38:09.165 --> 00:38:18.209]  He said this, this is breaking, you didn't build it statement, number two, from CNN, here it is.
[00:38:18.209 --> 00:38:20.530]  But in order for us to make that happen, I'm gonna need you.
[00:38:22.469 --> 00:38:27.632]  You know, the one thing about being president is after four years you get pretty humble.
[00:38:27.632 --> 00:38:30.734]  You'd think maybe you wouldn't, but actually you become more humble.
[00:38:30.734 --> 00:38:31.895]  You realize what you don't know.
[00:38:31.895 --> 00:38:35.157]  You realize, you know, all the mistakes you make.
[00:38:35.157 --> 00:38:37.899]  But you also realize you can't do things by yourself.
[00:38:37.899 --> 00:38:40.000]  That's not how our system works.
[00:38:40.000 --> 00:38:45.043]  You've got to have the help and the goodwill of Congress.
[00:38:45.043 --> 00:38:50.967]  And what that means is you've got to make sure that constituents of members of Congress are putting some pressure on it.
[00:38:51.187 --> 00:38:59.252]  So again, that's a backhanded way he's saying, oh, I can't be a dictator, but what he's really saying at a factory is, you can't do things by yourself.
[00:38:59.252 --> 00:39:07.136]  Well, I think what he's saying is, I need you to run to Congress and make them cave in and make sure I can give increases in taxes again, is what he's really saying.
[00:39:07.136 --> 00:39:10.318]  Of course he doesn't believe anyone does anything without the government's help.
[00:39:10.318 --> 00:39:12.499]  This is how statists think.
[00:39:12.499 --> 00:39:17.602]  This is how statists have been brainwashed from childhood to believe that, for example,
[00:39:18.303 --> 00:39:20.606]  Picasso didn't paint this painting by himself.
[00:39:20.606 --> 00:39:26.494]  He'd argue that he had to go buy the paints, he had to buy the paintbrush, he had to buy the easel, and he had to rent the model.
[00:39:26.494 --> 00:39:32.381]  But other individuals contributed to make a better choice and more variance in society.
[00:39:32.381 --> 00:39:35.725]  The idea of collectivism, all it creates is nightmares.
[00:39:36.377 --> 00:39:38.979]  Well, we understand that, but Alex, listen to how they think.
[00:39:38.979 --> 00:39:41.321]  You know as well as I do how they think.
[00:39:41.321 --> 00:39:46.785]  Why do you think that in the Soviet Union of the past, and in China today, there is no individual art?
[00:39:46.785 --> 00:39:49.407]  The art has to be state-approved art, is that correct?
[00:39:49.407 --> 00:40:02.577]  How different is that than state-approved art in America today, where there are very few creative artists who are ever seen, unless they're working through the National Endowment for the Humanities, National Endowments for the Arts, or they're in a university-tenured position?
[00:40:02.577 --> 00:40:05.639]  You don't see or hear from them, because they're not state-sponsored.
[00:40:06.179 --> 00:40:09.965]  We are becoming increasingly like a Soviet state.
[00:40:09.965 --> 00:40:12.668]  We understand that, Alex, and we're fighting against it.
[00:40:12.668 --> 00:40:18.356]  The question to you, Alex, is people are screaming, what the heck can I do about it?
[00:40:18.954 --> 00:40:20.514]  I've tried.
[00:40:20.514 --> 00:40:26.976]  Look what they gave us in the last election, a choice between Mr. Milk Toast and the Communists, the naked Marxists.
[00:40:26.976 --> 00:40:35.178]  Then the naked Marxist Obama floods America with illegal aliens three months before the election by granting amnesty through the quote, Dream Act.
[00:40:35.178 --> 00:40:40.719]  Without congressional approval, there wasn't a peep, a peep out of the drunks called Republicans.
[00:40:40.719 --> 00:40:44.340]  Well, Michael, that was my next point, is that isn't it time for impeachment?
[00:40:44.340 --> 00:40:45.460]  It was a long time ago.
[00:40:45.460 --> 00:40:47.301]  He says our military is under NATO.
[00:40:49.382 --> 00:40:57.127]  He goes on to say that he can have cyber security shut down a free speech if Congress doesn't act.
[00:40:57.127 --> 00:41:00.389]  He says now he can legalize the illegal aliens by fiat.
[00:41:00.389 --> 00:41:04.592]  Well, you and I can't go to Mexico and have babies for free and everything paid for.
[00:41:04.592 --> 00:41:09.775]  They're taking American hospitality and using it to literally bankrupt this country.
[00:41:09.775 --> 00:41:13.318]  And isn't that their goal is to bankrupt things to collectivize it?
[00:41:13.698 --> 00:41:16.119]  I'm not sure that they want to bankrupt the country.
[00:41:16.119 --> 00:41:18.279]  I think they just simply are into controlling it.
[00:41:18.279 --> 00:41:21.600]  And remember, Alex, my analogy is different than yours.
[00:41:21.600 --> 00:41:23.341]  There was a TV show called The Sopranos.
[00:41:23.341 --> 00:41:24.701]  You probably don't watch much TV.
[00:41:24.701 --> 00:41:25.362]  No, I've seen it.
[00:41:25.362 --> 00:41:26.222]  Yeah, the mobsters.
[00:41:26.222 --> 00:41:30.703]  So it's when the mobsters from New Jersey, they run a gambling, private gambling den, right?
[00:41:30.703 --> 00:41:34.684]  They get a guy in who's a friend of theirs, by the way, owns a huge sporting goods store.
[00:41:34.684 --> 00:41:35.845]  And they tell him, don't gamble.
[00:41:35.845 --> 00:41:37.185]  You're a sick, degenerate gambler.
[00:41:37.185 --> 00:41:38.246]  He gambles anyway.
[00:41:38.246 --> 00:41:39.866]  He loses all of his money.
[00:41:39.866 --> 00:41:42.667]  So the mafia gets their hands into his sporting goods store, right?
[00:41:43.127 --> 00:41:43.567]  No, I totally agree.
[00:42:12.585 --> 00:42:13.225]  I agree with you.
[00:42:13.225 --> 00:42:14.766]  That's my analysis, exactly.
[00:42:14.766 --> 00:42:17.208]  It's like a gang took over America.
[00:42:17.208 --> 00:42:19.149]  How dumb do you have to be not to see it?
[00:42:19.149 --> 00:42:21.590]  No, it's government anarchy, as you call it.
[00:42:21.590 --> 00:42:24.392]  It is government anarchy, and that's a phrase I was using.
[00:42:24.392 --> 00:42:26.733]  But people don't understand what I say, Alex.
[00:42:26.733 --> 00:42:27.414]  Maybe some do.
[00:42:27.414 --> 00:42:28.034]  I have a big audience.
[00:42:28.034 --> 00:42:29.135]  Hey, let me bring this up.
[00:42:29.135 --> 00:42:35.158]  Why do all of the major conservative libertarian hosts talk crap about each other or start fights?
[00:42:35.158 --> 00:42:36.019]  I don't do that.
[00:42:36.499 --> 00:42:37.079]  Alex, here's the answer.
[00:42:37.079 --> 00:42:40.041]  When you delete sled dog, the other dogs are barking at your ass.
[00:42:40.041 --> 00:42:41.121]  I guess that's true, yeah.
[00:43:00.532 --> 00:43:02.413]  Introducing Pro-1.
[00:43:02.413 --> 00:43:06.075]  All of your filtration in one system, portable, on-the-go.
[00:43:06.075 --> 00:43:10.598]  No more do you have two or three filters to just reduce sodium fluoride.
[00:43:10.598 --> 00:43:16.722]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:43:16.722 --> 00:43:27.508]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:43:27.708 --> 00:43:34.190]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:43:34.190 --> 00:43:51.154]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:43:51.494 --> 00:43:56.826]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:44:04.506 --> 00:44:05.767]  Tyranny is here.
[00:44:05.767 --> 00:44:09.289]  The grim future foretold in 1984 has become reality.
[00:44:09.289 --> 00:44:12.091]  It really says that the state is God.
[00:44:12.091 --> 00:44:17.795]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:44:17.795 --> 00:44:24.459]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:44:24.459 --> 00:44:30.443]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:44:30.443 --> 00:44:34.106]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[00:44:34.626 --> 00:44:38.909]  Prepare to enter the secretive world of emergency dictatorship.
[00:44:38.909 --> 00:44:44.852]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:44:44.852 --> 00:44:48.394]  It's only the beginning of the New World Order's hellish plan.
[00:44:48.394 --> 00:44:50.375]  The police state isn't coming.
[00:44:50.375 --> 00:44:51.496]  It's here.
[00:44:51.496 --> 00:44:58.300]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:45:00.700 --> 00:45:02.241]  Your freedoms are on the line.
[00:45:02.241 --> 00:45:04.061]  The Second Amendment is in danger.
[00:45:04.061 --> 00:45:06.382]  How soon before your freedoms are taken away?
[00:45:06.382 --> 00:45:08.123]  What can you not live without?
[00:45:08.123 --> 00:45:09.824]  What is your greatest dependency?
[00:45:09.824 --> 00:45:10.824]  Is it your guns?
[00:45:10.824 --> 00:45:11.764]  Is it your home?
[00:45:11.764 --> 00:45:13.185]  No, it's food.
[00:45:13.185 --> 00:45:15.306]  It all boils down to the food supply.
[00:45:15.306 --> 00:45:18.807]  Tyrannical governments control people by controlling their food supply.
[00:45:18.807 --> 00:45:20.048]  Don't be dependent.
[00:45:20.048 --> 00:45:21.128]  Be self-sufficient.
[00:45:21.128 --> 00:45:22.789]  Don't wait for the government to feed you.
[00:45:22.789 --> 00:45:23.449]  Feed yourself.
[00:45:23.889 --> 00:45:26.109]  I can warn you, but I can't feed you.
[00:45:26.109 --> 00:45:29.670]  Do like Alex has done and get a supply of food from eFoodsDirect.
[00:45:29.670 --> 00:45:32.430]  It's the best long-term storable food on the planet.
[00:45:32.430 --> 00:45:34.771]  Get the popular Mega Patriot Pack free.
[00:45:34.771 --> 00:45:38.411]  A 24-day supply of food plus stove, cook pot, and fuel.
[00:45:38.411 --> 00:45:47.373]  Call 800-409-5633 or go to efoodsdirect.com slash Alex and get up to 20 Mega Patriot Packs free with purchase.
[00:45:47.373 --> 00:45:51.854]  Build your food supply, be in control, be self-sufficient, and be a patriot.
[00:45:51.854 --> 00:45:52.054]  Call 800-409-5633.
[00:45:53.234 --> 00:45:53.494]  I think so.
[00:46:07.330 --> 00:46:14.074]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[00:46:14.074 --> 00:46:25.041]  Our most popular silver-based products are the 32-ounce Nano-Silver solutions, our 2-ounce Nano-Silver nasal applicators, as well as our all-natural silver soaps.
[00:46:25.041 --> 00:46:29.184]  Just released is our 100% natural silver gel.
[00:46:29.184 --> 00:46:35.368]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[00:46:36.088 --> 00:46:47.358]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[00:46:47.358 --> 00:46:56.126]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[00:46:56.126 --> 00:46:59.049]  That's www.silverlungs.com
[00:47:01.314 --> 00:47:04.919]  Coast to Coast, direct from Austin.
[00:47:04.919 --> 00:47:08.122]  You're listening to the Alex Jones Broadcasting Network.
[00:47:11.966 --> 00:47:16.489]  Defending the Republic from enemies foreign and domestic.
[00:47:16.489 --> 00:47:18.591]  It's Alex Jones.
[00:47:18.591 --> 00:47:19.852]  What about Dorner?
[00:47:19.852 --> 00:47:22.714]  Yeah, the whole system was paralyzed for a week over one guy.
[00:47:22.714 --> 00:47:25.416]  How do they think they're going to start a civil war?
[00:47:25.416 --> 00:47:34.523]  By the way, he was a pro-gun guy who then, I mean an anti-gun guy, who was then out there using guns to reportedly shoot police.
[00:47:34.523 --> 00:47:40.067]  That was a crazy case and what the media did, the vermin in the media, and I'll say it until people hear me,
[00:47:40.859 --> 00:47:43.001]  Okay, I won't use a word that's so charged.
[00:47:43.001 --> 00:47:46.064]  The solenterates in the media, the worms in the media.
[00:47:46.064 --> 00:47:48.286]  The worms in the media, how's that?
[00:47:48.286 --> 00:48:02.601]  The worms in the media refused to report that that mad crazed cop, Dorner, who was killing people, his first two victims were a couple, a young woman who was of Chinese-African-American descent and her
[00:48:03.436 --> 00:48:04.977]  Fiancé, who was African-American.
[00:48:04.977 --> 00:48:06.697]  They wouldn't show their picture, Alex.
[00:48:06.697 --> 00:48:09.719]  We had to search for it and put it up on michaelsavage.com.
[00:48:09.719 --> 00:48:15.701]  Why did the media not show that Dorna's first victims were a black man and a Chinese black woman?
[00:48:15.701 --> 00:48:17.722]  Because then it wouldn't have fit their agenda.
[00:48:17.722 --> 00:48:19.843]  They wanted to make it about racial division.
[00:48:19.843 --> 00:48:20.483]  That's right.
