[00:00:03.522 --> 00:00:04.145]  So,
[00:26:06.651 --> 00:26:11.374]  Now, in 1916, I'm reading from this book, this horrible little book,
[00:26:12.872 --> 00:26:13.152]  Rather, 1934.
[00:26:13.332 --> 00:26:18.674]  It says here, Conclusions and Recommendations for the Social Studies.
[00:26:18.974 --> 00:26:26.415]  This little book published by Carnegie was considered by a British socialist to be a plan, the plan for a socialist America.
[00:26:26.695 --> 00:26:31.537]  Now let me point out that, because people are going to say, oh no, it's dead, it's all, you know.
[00:26:32.517 --> 00:26:35.258]  No, look, they said, she's an old lady.
[00:26:35.318 --> 00:26:36.998]  She's talking about 1934.
[00:26:37.138 --> 00:26:38.478]  She doesn't know what she's talking about.
[00:26:38.538 --> 00:26:39.258]  Oh, really?
[00:26:40.039 --> 00:26:40.999]  Every five years,
[00:26:42.674 --> 00:27:00.860]  This minute and probably tomorrow too, Carnegie has put millions of dollars into the National Assessment, the Educational Commission of the States, everything you can imagine, Old School to Work, Mark Tucker, Rochester, New York, working with Bill Gates, etc., moving up until 2013.
[00:27:01.140 --> 00:27:02.980]  It's their plan to change our form of economy.
[00:27:09.082 --> 00:27:10.083]  To a planned economy.
[00:27:10.103 --> 00:27:12.105]  Now this little, okay, this little book.
[00:27:12.125 --> 00:27:13.686]  Here we go.
[00:27:13.706 --> 00:27:13.686]  1934.
[00:27:14.147 --> 00:27:25.697]  Under the molding influence of socialized processes of living, drives of technology and science, pressures of changing thought and policy, and disrupting impacts of economic disaster.
[00:27:25.717 --> 00:27:26.477]  How do you like that one?
[00:27:27.498 --> 00:27:32.823]  There is a notable waning of the once widespread popular faith in economic individualism.
[00:27:34.306 --> 00:27:44.651]  And leaders in public affairs, supported by a growing mass of the population, are demanding the introduction into economy of ever wider measures of planning and control.
[00:27:44.671 --> 00:27:46.251]  Now, 9.
[00:27:46.892 --> 00:27:59.077]  Cumulative evidence supports the conclusion that in the United States, as in other countries, the age of individualism and laissez-faire in economy and government is closing, and that a new age of collectivism is emerging.
[00:28:00.876 --> 00:28:11.839]  As to the specific form which this collectivism, this integration and interdependence is taking and will take in the future, the evidence at hand is by no means clear or unequivocal.
[00:28:11.939 --> 00:28:21.441]  It may involve the limiting, and listen to this, think of Rosa Corey and all the wonderful people out there in the Bay Area fighting Sustainable Development UN Agenda 21.
[00:28:22.021 --> 00:28:23.562]  Regionalism is communism.
[00:28:24.042 --> 00:28:27.923]  I know that, I have a quote from a communist in the Communist Daily World to that effect, okay?
[00:28:29.263 --> 00:28:41.287]  It may involve the limiting or supplanting of private property by public property or it may entail the preservation of private property extended and distributed among the masses.
[00:28:41.868 --> 00:28:48.010]  Most likely it will issue from a process of experimentation and will represent a composite
[00:28:48.570 --> 00:29:15.982]  Of historic doctrines and social conceptions yet to appear, almost certainly it will involve a large or measure of compulsory as well as voluntary cooperation of citizens in the conduct of the complex national economy, a corresponding enlargement of the functions of government, and an increasing state intervention in fundamental branches of economy previously left to individual discretion and initiative.
[00:29:16.622 --> 00:29:23.205]  A state intervention that in some instances may be direct and mandatory and in others, indirect and facilitative.
[00:29:23.305 --> 00:29:43.716]  In any event, the Commission is convinced by its interpretation of available empirical data that the actually integrating economy of the present day is the forerunner of a consciously integrated society in which individual economic actions and individual property rights will be altered and abridged.
[00:29:44.096 --> 00:29:44.516]  That's right.
[00:29:44.576 --> 00:29:47.577]  Now, that is going in right now, folks.
[00:29:48.297 --> 00:29:52.138]  It's been worked on ever since 1933 or earlier.
[00:29:52.698 --> 00:29:53.918]  It's the communist system.
[00:29:53.978 --> 00:29:59.319]  If people want to say, no, I can see all those people writing notes in YouTube, right, if this gets up there.
[00:29:59.859 --> 00:30:01.400]  Oh, you know, she's just an old lady.
[00:30:01.440 --> 00:30:03.080]  She doesn't know the wall came down.
[00:30:03.500 --> 00:30:04.400]  Oh, baloney.
[00:30:04.500 --> 00:30:05.860]  It did not, you know.
[00:30:06.301 --> 00:30:07.461]  It jumped the ocean.
[00:30:07.481 --> 00:30:08.861]  Yeah, it's worse here than there.
[00:30:09.561 --> 00:30:10.661]  We've got it bad.
[00:30:10.721 --> 00:30:12.922]  We've got a big disease with a C on it.
[00:30:13.703 --> 00:30:22.694]  Oh yeah, well it goes back even to the people that are celebrated as the founders of our government school system, Horace Mann and Thomas Dewey.
[00:30:23.195 --> 00:30:33.087]  They were looking at the same things that Plato was looking at, and that is, how do we train the children to do what the state wants them to do, rather than having them be trained by their parents?
[00:30:34.434 --> 00:30:49.038]  Well, that's very true, but I think you have to go back, you know, we can go back to Thomas Mann and Dewey was the worst, 1898, John Dewey, you know, he absolutely... Charlotte, let me tell you, back up, we want to get a little bit wider shot of you there, too.
[00:30:49.058 --> 00:30:50.259]  There we go, that's good.
[00:30:50.919 --> 00:30:52.220]  Yeah, they had problems.
[00:30:52.240 --> 00:30:57.722]  They tried to get these utopian communities to work in the mid-1800s and they were failing and they came back and they said, you know, we can't.
[00:30:58.062 --> 00:31:09.228]  The reason we can't get our communist system to work is because the parents are undermining our values that we're trying to instill in the, you know, they haven't been trained from an early enough age to take on this communist mindset.
[00:31:09.268 --> 00:31:13.930]  So we have to get the kids at an earlier age and train them in that way.
[00:31:13.970 --> 00:31:15.371]  So it's kind of a systemic...
[00:31:16.186 --> 00:31:29.135]  It was mostly the open classroom and the trailer that we have that I hope your people will go to YouTube and look at that trailer because it's Samuel Blumenfeld who's the expert on the history of this thing.
[00:31:29.536 --> 00:31:41.524]  He talks about 1898 and John Dewey and he was the father of the deliberate dumbing down of America and Dewey believed in Skinner and of course it was
[00:31:43.089 --> 00:31:52.912]  You know, the order at Yale, actually, that sent the educators over from LifeSync to study under Wilhelm Wundt.
[00:31:53.232 --> 00:31:55.193]  Actually, Pavlov studied under Wundt.
[00:31:55.913 --> 00:31:58.054]  And that's where they were trained.
[00:31:58.754 --> 00:32:04.116]  And G. Stanley Hall was the first one to go over there and brought back this wretched method.
[00:32:05.296 --> 00:32:07.197]  Dog training, operant conditioning.
[00:32:07.717 --> 00:32:11.258]  And a very sad thing has happened in the United States.
[00:32:11.318 --> 00:32:25.880]  In order for them to implement this school-to-work system, which has been the goal ever since 1934, right, to change our economy, to change from academics to workforce training, where the children will have no upward mobility at all.
[00:32:25.960 --> 00:32:29.761]  And, you know, Professor Boyce at the University of Georgia, he put it well.
[00:32:30.181 --> 00:32:34.642]  He said, in communist countries, they do not educate for jobs that don't exist.
[00:32:35.382 --> 00:32:39.043]  Right, so our children will have absolutely no upward mobility.
[00:32:39.483 --> 00:33:00.629]  But what has happened is that it's been through the years and through the agreements that Ronald Reagan signed with Gorbachev in 1985 that merged the two systems and Carnegie Corporation signed agreements at the same time with the Soviet Academy of Science in the area of critical thinking for early elementary school children.
[00:33:01.469 --> 00:33:05.652]  Well, if you look up critical thinking, not critical, but London on thinking.
[00:33:05.712 --> 00:33:07.173]  Hang on a second, Charlotte.
[00:33:07.313 --> 00:33:09.675]  Now, what was it that Reagan signed with Gorbachev in 1985?
[00:33:09.775 --> 00:33:11.936]  Can you tell the audience that?
[00:33:12.116 --> 00:33:13.317]  Extensive agreements.
[00:33:13.517 --> 00:33:24.024]  It's in my book, and the deliberate dumbing down of America, very extensive agreements were signed between the two countries to merge everything.
[00:33:24.064 --> 00:33:28.667]  Their curriculum, teachers going back and forth, you name it.
[00:33:31.329 --> 00:33:37.212]  Just Google US-Soviet education agreements or Google a super little article I wrote.
[00:33:37.412 --> 00:33:38.513]  It's not my website, too.
[00:33:38.573 --> 00:33:39.373]  It's a PDF.
[00:33:39.893 --> 00:33:45.776]  It's called Soviets in the Classroom, America's Latest Education Fad.
[00:33:47.097 --> 00:33:50.419]  I wrote that and that was boycotted by the conservatives as well.
[00:33:51.039 --> 00:33:51.739]  Mm-hmm.
[00:33:52.100 --> 00:34:01.084]  And interestingly enough, four years after the fact, we raised $5,000, put an ad in the Washington Times to alert people to what had happened.
[00:34:01.845 --> 00:34:19.994]  But four years after the fact, a wonderful friend of mine, Robert Morris, he's dead now, he was a judge from New Jersey, and a leading conservative, and he was the counsel for the House Committee on Un-American Activities, and he questioned all of the communists back in the 50s and 60s, close to Bella Dodd,
[00:34:20.994 --> 00:34:24.535]  And he became the head of America's Future.
[00:34:24.555 --> 00:34:30.617]  I had sent my article, Soviets in the Classroom, to America's Future, hoping it would get published.
[00:34:30.777 --> 00:34:33.478]  I can't tell you how many organizations I sent that to.
[00:34:34.479 --> 00:34:35.439]  Nobody would touch it.
[00:34:35.799 --> 00:34:41.461]  Well, Morris found it in the drawer when he became the president of America's Future because Rudy Scott had left.
[00:34:42.341 --> 00:34:45.683]  And he called me and he said, what is this?
[00:34:47.919 --> 00:34:50.001]  And I said, yeah, this is what Ronald Reagan did.
[00:34:50.021 --> 00:34:50.662]  Thanks.
[00:34:51.302 --> 00:34:55.366]  And then went ahead and signed another agreement in 1989.
[00:34:55.406 --> 00:35:00.591]  I guess that was under, Reagan was out by then, wouldn't he be?
[00:35:00.952 --> 00:35:05.276]  This agreement wasn't quite as bad for curriculum and all, but you know what it called for?
[00:35:05.296 --> 00:35:11.662]  Putting statues of Soviet cultural figures up on American property.
[00:35:13.069 --> 00:35:13.689]  Yeah, haha.
[00:35:14.770 --> 00:35:19.573]  So anyway, you know what bothers me so much?
[00:35:20.113 --> 00:35:28.798]  People out there are probably saying that, you know what they said when they boycotted my book?
[00:35:29.058 --> 00:35:30.839]  You know what they said?
[00:35:30.879 --> 00:35:32.060]  The reason I wrote the book?
[00:35:32.360 --> 00:35:34.501]  This just came out of leading conservatives' mouths.
[00:35:35.542 --> 00:35:39.004]  Oh, she's just sour grapes because she got fired from her job.
[00:35:40.565 --> 00:35:41.445]  And I say, oh?
[00:35:44.076 --> 00:35:44.476]  I think so.
[00:35:59.554 --> 00:36:03.477]  There's a lot of us who wish that Reagan had fired the entire Department of Education.
[00:36:04.037 --> 00:36:14.704]  It was something that was, you know, it's kind of like these government departments that they create take on a life of their own and basically live eternally, like some kind of a strange corporation.
[00:36:14.724 --> 00:36:17.546]  He would have done it, and it's a long story, that one.
[00:36:17.886 --> 00:36:25.030]  The head of the National Institute of Education was a professional educator, sort of apolitical, wonderful man, Ed Curran.
[00:36:26.191 --> 00:36:30.032]  Uh, he was head of the NIE, where all the grants go out all over the world, folks.
[00:36:30.072 --> 00:36:41.096]  You know, not just to change America's classical education system, but they go into Thailand, they go everywhere all around the world, our change agents, spending your tax money to change their curriculum.
[00:36:41.196 --> 00:36:52.159]  Okay, so anyway, uh, Curran, he saw what I saw, and, uh, he wrote a letter to the president recommending that his own office be abolished.
[00:36:52.539 --> 00:36:52.759]  Okay?
[00:36:52.939 --> 00:36:53.319]  And, um,
[00:36:55.740 --> 00:36:58.882]  So what happened, Reagan was out of the country.
[00:37:01.143 --> 00:37:05.645]  People, Dick Dorman or whoever it was in the White House, they sent that letter over to
[00:37:07.864 --> 00:37:11.787]  Terrell Bell, the Secretary of Education of the Department, they sent the letter over there.
[00:37:12.347 --> 00:37:19.332]  And Bell fired this wonderful educator who had been the headmaster of the Cathedral School for Girls in Washington.
[00:37:20.013 --> 00:37:21.094]  Wonderful man.
[00:37:21.154 --> 00:37:23.355]  He understood Skinner, too, completely.
[00:37:23.856 --> 00:37:29.440]  And he knew that that whole NIE was based on Marxism and Skinner.
[00:37:30.260 --> 00:37:32.664]  And he said, get rid of my office.
[00:37:32.724 --> 00:37:33.666]  I don't want my job.
[00:37:33.947 --> 00:37:35.249]  I want this place to go down.
[00:37:35.589 --> 00:37:37.573]  If it had gone down, the department would have gone down too.
[00:37:37.873 --> 00:37:41.419]  Now what happened is Reagan comes back in and he lets
[00:37:42.580 --> 00:37:43.361]  It's Stan.
[00:37:43.701 --> 00:37:46.042]  He lets Ed Curran be fired.
[00:37:47.083 --> 00:37:53.387]  He should have fired the Secretary of Education, Ted Bell, who was a you-know-what, huh?
[00:37:54.528 --> 00:37:59.992]  He should have fired him, put Ed Curran in as Secretary of Education, the whole building would have come down.
[00:38:01.132 --> 00:38:03.554]  This is a story most people do not know.
[00:38:04.895 --> 00:38:09.218]  I'm so angry about it because I'll tell you another thing that makes me the angriest.
[00:38:09.878 --> 00:38:15.281]  Is that every single thing that came out of my office is going in right now.
[00:38:15.601 --> 00:38:17.862]  But you know who suffered the most from this?
[00:38:18.463 --> 00:38:18.803]  Who's that?
[00:38:18.843 --> 00:38:22.205]  The minorities again.
[00:38:22.305 --> 00:38:23.185]  I wrote about it.
[00:38:23.385 --> 00:38:26.487]  It's at my website under PDFs.
[00:38:26.647 --> 00:38:29.729]  It's an article called Experimentation on Minorities.
[00:38:30.151 --> 00:38:32.873]  Well, the first time they experimented on... Let me finish with this.
[00:38:32.913 --> 00:38:43.222]  They went into every single inner city school in this country, starting in 1968, with the Skinner Method, mastery learning, getting rid of grades.
[00:38:43.623 --> 00:38:49.608]  They experimented with all these different schools all over inner cities, and this is all documented.
[00:38:49.668 --> 00:38:54.492]  James Vaughn, very high up, he says he doesn't know of a single inner city school that didn't have it.
[00:38:54.912 --> 00:38:56.474]  Over a period of 40 years,
[00:38:58.135 --> 00:39:03.957]  They experimented with a system that's now going in for all our children.
[00:39:04.097 --> 00:39:05.758]  Okay, get rid of grades, right?
[00:39:06.838 --> 00:39:08.239]  Continuous improvement.
[00:39:09.159 --> 00:39:10.039]  Skinner method.
[00:39:11.080 --> 00:39:13.141]  No A, B, C, D. No K through 12.
[00:39:14.554 --> 00:39:16.896]  This is necessary for workforce training.
[00:39:16.916 --> 00:39:17.496]  Right.
[00:39:18.096 --> 00:39:24.621]  So they use and then, okay, so the inner city school kids test scores drop.
[00:39:25.401 --> 00:39:26.342]  Everybody talks about it.
[00:39:26.362 --> 00:39:27.562]  So they put more money into it.
[00:39:27.682 --> 00:39:28.683]  Oh boy, yummy, yummy.
[00:39:28.823 --> 00:39:29.684]  Put more money in.
[00:39:29.964 --> 00:39:31.165]  They knew what they were doing.
[00:39:31.445 --> 00:39:32.566]  And if you read my article,
[00:39:33.772 --> 00:39:51.740]  Experimentational minorities, you're going to see that there were some fellows evaluating, who were from the Department of Ed, those very projects in the inner city, and they even dared to say the test scores may not have improved very much, but we managed to reorganize the system a bit.
[00:39:51.820 --> 00:39:52.080]  Huh?
[00:39:53.137 --> 00:39:54.517]  Maybe the kids can't read.
[00:39:55.858 --> 00:40:00.898]  Thomas Stick with Spady put the system in, into the Washington, D.C.
[00:40:00.938 --> 00:40:01.318]  schools.
[00:40:01.358 --> 00:40:05.919]  You know, Skinner, I can make a pigeon a high achiever by reinforcing it on a proper schedule.
[00:40:06.479 --> 00:40:09.440]  Stick said, after that failure, when the Washington, D.C.
[00:40:09.480 --> 00:40:19.182]  schools went down the tube, said, oh, you know, perhaps it was more important to get rid of discrimination and change values.
[00:40:20.782 --> 00:40:21.622]  Are you sitting down?
[00:40:23.578 --> 00:40:25.019]  Than to teach reading.
[00:40:25.039 --> 00:40:25.840]  Right.
[00:40:26.020 --> 00:40:29.462]  In getting low-income people into the middle class.
[00:40:29.522 --> 00:40:35.226]  Now, if that doesn't make people mad, I think I am a different person on this planet.
[00:40:35.786 --> 00:40:37.287]  Because I am furious.
[00:40:38.088 --> 00:40:39.429]  I'm furious with that.
[00:40:39.669 --> 00:40:50.697]  Not just the money spent, but that these inner-city minority children were experimented on to that extent by these rotten people, including the Heritage Foundation and all.
[00:40:50.717 --> 00:40:51.257]  Right.
[00:40:51.923 --> 00:40:58.185]  The conservatives who love this, they just love this method for Jackson, Mississippi and New Orleans.
[00:40:58.905 --> 00:41:00.885]  It absolutely drives me crazy.
[00:41:01.285 --> 00:41:12.168]  And how many of these children now are on drugs, in jail, can't read, and everybody says, oh, you know, we've got to throw more money to help the minorities.
[00:41:13.015 --> 00:41:17.038]  Well, they took their academic education system away from them.
[00:41:17.619 --> 00:41:21.822]  And now that they got it perfected, this is the key for people to listen.
[00:41:22.543 --> 00:41:23.804]  It's perfected now.
[00:41:24.084 --> 00:41:26.005]  They're giving it to us with charter schools.
[00:41:26.666 --> 00:41:27.647]  The same system.
[00:41:28.530 --> 00:41:28.710]  Right.
[00:41:28.971 --> 00:41:34.096]  Okay, that's the important takeaway, is for people to pay attention to what's happening with charter schools.
[00:41:34.497 --> 00:41:36.639]  And you're talking about how they went after the inner-city minorities.
[00:41:37.080 --> 00:41:44.548]  You know, they used schools and boarding schools as an instrument of control for the Indians, for the Native Americans, back in the 1800s.
[00:41:46.030 --> 00:41:55.172]  The real key here is for people to realize just how government is using the education system as an instrument of control.
[00:41:55.232 --> 00:41:57.232]  It's not about letting Johnny read.
[00:41:57.252 --> 00:41:58.653]  You know, parents wonder why Johnny can't read.
[00:41:58.693 --> 00:42:00.773]  That's not really the goal of the government.
[00:42:00.813 --> 00:42:02.193]  The goal of the government, as you pointed out.
[00:42:02.313 --> 00:42:03.034]  They don't want him to read.
[00:42:03.054 --> 00:42:03.374]  That's right.
[00:42:03.394 --> 00:42:04.214]  They don't want him to read.
[00:42:04.234 --> 00:42:05.134]  And that's what's so good about it.
[00:42:05.154 --> 00:42:05.734]  He can do anything.
[00:42:06.014 --> 00:42:06.394]  That's right.
[00:42:06.414 --> 00:42:14.156]  I have a teacher friend, she quit after she had to go through the experiments with mastery learning down in Arizona in the early 80s.
[00:42:15.476 --> 00:42:23.143]  And she finally quit because they were modifying her behavior, like Ethna Reed, this horrible program that's spread across the country.
[00:42:23.163 --> 00:42:24.084]  I've just been talking about it.
[00:42:24.544 --> 00:42:27.887]  But she said, you know, all you really need is a stick.
[00:42:28.388 --> 00:42:30.930]  You take the child by the hand and go down to the beach.
[00:42:32.952 --> 00:42:36.175]  You can teach them reading, writing, and arithmetic.
[00:42:37.576 --> 00:42:38.857]  With a stick in the sand.
[00:42:38.877 --> 00:42:39.498]  That's right.
[00:42:40.942 --> 00:42:42.203]  You know, because you're homeschooled.
[00:42:42.423 --> 00:42:42.783]  That's right.
[00:42:43.003 --> 00:42:43.443]  Absolutely.
[00:42:43.483 --> 00:42:44.124]  That's the way we did it.
[00:42:44.544 --> 00:42:45.484]  Well, I really love you.
[00:42:45.524 --> 00:42:48.766]  Let's go back and go through these resources that you've got here.
[00:42:49.186 --> 00:42:51.467]  Of course, you've got the deliberate dumbing down of America.
[00:42:51.487 --> 00:42:57.650]  And that's a real key thing, because just as we've been talking about, it's not that the government is incompetent.
[00:42:57.710 --> 00:42:59.111]  I mean, we hear this on everything.
[00:42:59.151 --> 00:43:01.252]  It's like, well, you know, we're making mistakes.
[00:43:01.272 --> 00:43:01.952]  We're incompetent.
[00:43:01.992 --> 00:43:05.214]  But, you know, if you just give us more money, I'm sure we can do a better job, right?
[00:43:05.334 --> 00:43:07.835]  But it's a deliberate program to dumb down America.
[00:43:07.895 --> 00:43:09.716]  We've got that available at the InfoWars
[00:43:11.597 --> 00:43:16.039]  And also, you've got this booklet that hasn't been in print for quite some time.
[00:43:16.059 --> 00:43:17.760]  We're going to be getting that in to sell that.
[00:43:17.820 --> 00:43:21.922]  That's the one that Back to Basics Reform, or OBE, Scenarion International Curriculum.
[00:43:21.942 --> 00:43:23.944]  Right, yeah, and you'll have that on Thursday.
[00:43:23.984 --> 00:43:25.164]  They were shipped today.
[00:43:25.364 --> 00:43:25.765]  That's right.
[00:43:26.165 --> 00:43:31.848]  So that's going to be up on the InfoWarsStore.com, and that's been out of print for quite some time, hasn't it?
[00:43:32.268 --> 00:43:38.250]  Well, yeah, I had a few around here, but lately, a few people got a hold of it, and they said, this is unbelievable!
[00:43:38.290 --> 00:43:39.650]  This is what we're fighting now!
[00:43:39.670 --> 00:43:40.210]  Right.
[00:43:40.630 --> 00:43:42.231]  Is this what happened?
[00:43:42.551 --> 00:43:51.014]  And I say, yes, if that book had gotten out, if it hadn't been boycotted by the usual suspects, now, that's what we call them.
[00:43:51.634 --> 00:43:55.655]  But I always say, a false friend is more dangerous than an open enemy.
[00:43:56.335 --> 00:43:59.157]  And our first friend is the conservative movement.
[00:43:59.597 --> 00:44:04.881]  I hate to say it because I've worked so hard for that movement all my life.
[00:44:05.862 --> 00:44:07.383]  And I have to say it now.
[00:44:08.763 --> 00:44:18.670]  What they want is to keep all of us Americans separated, divide and conquer, and keep the liberals from ever talking with the conservatives, so-called.
[00:44:18.690 --> 00:44:19.891]  Let's drop labels.
[00:44:20.171 --> 00:44:21.372]  Let's sit down together.
[00:44:21.392 --> 00:44:24.154]  And we're going to find out that we
[00:44:24.914 --> 00:44:27.257]  On both sides, there'll be differences of opinion.
[00:44:27.557 --> 00:44:30.941]  But basically, we all want to hold on to our freedoms.
[00:44:31.502 --> 00:44:40.072]  And they up in Rockefeller Center, when they have their meetings once a month, you know very well that the first thing they say is they haven't figured it out yet, have they?
[00:44:40.779 --> 00:44:41.139]  I was right.
[00:44:41.299 --> 00:44:47.860]  We have managed to divide and conquer by calling them Republicans and Democrats and left and right.
[00:44:48.481 --> 00:44:57.983]  And I would think the people should realize by now that the Republican Party, the so-called conservative movement, is not about making government small at all.
[00:44:58.103 --> 00:45:03.304]  It's not about giving... it has... they absolutely do not care about any personal freedoms.
[00:45:03.344 --> 00:45:06.024]  The only thing that they ever talk about are fiscal issues.
[00:45:06.044 --> 00:45:09.905]  The only thing they ever talk about is money because they're so super obsessed with money.
[00:45:10.405 --> 00:45:12.227]  And it's money that they're going to control.
[00:45:12.447 --> 00:45:13.408]  Money that they're going to make.
[00:45:13.448 --> 00:45:16.470]  They don't care about making the majority of people wealthy.
[00:45:16.510 --> 00:45:18.772]  They want to concentrate wealth in a few hands.
[00:45:18.812 --> 00:45:22.655]  But they present themselves with an entirely different agenda.
[00:45:22.976 --> 00:45:29.601]  And after a period of time, you start to realize that they're just... You wonder for a while, why are they following through on what they campaigned for?
[00:45:29.621 --> 00:45:33.885]  And then after a while, you start to realize that they never had any intention of doing that at all.
[00:45:33.945 --> 00:45:36.367]  It was just a very sophisticated control technique.
[00:45:36.988 --> 00:45:45.950]  Well, I'm afraid it's so sad that good people don't really run anymore because they know that they're going to be completely outnumbered.
[00:45:46.170 --> 00:45:50.371]  And you know that the time comes when you have to compromise.
[00:45:50.391 --> 00:45:53.612]  And actually, I can understand that a little bit.
[00:45:53.912 --> 00:45:55.133]  I'm very pro-life.
[00:45:56.733 --> 00:46:01.994]  If I had to compromise on a fiscal bill in order to get a pro-life bill passed, I would.
[00:46:03.035 --> 00:46:08.756]  So there is always that difficulty for political officers.
[00:46:08.816 --> 00:46:12.157]  But they've made it such a cushy job, too.
[00:46:13.817 --> 00:46:18.518]  They really ought to get rid of all the benefits that they give to these congressmen, plus their salaries.
[00:46:18.998 --> 00:46:25.160]  Maybe it would be less attractive to them, and we might be able to induce really good people
[00:46:25.880 --> 00:46:29.643]  Well, that's just a manifestation of the corruption that's there.
[00:46:30.044 --> 00:46:36.109]  But let's talk about this last resource that you've got there, which is the Global Road to Ruin Through Education.
[00:46:36.149 --> 00:46:37.871]  That's a four-disc documentary.
[00:46:37.911 --> 00:46:38.871]  Is that available yet?
[00:46:38.891 --> 00:46:41.233]  I know the trailer is up on YouTube.
[00:46:41.294 --> 00:46:42.755]  Is that available for sale yet?
[00:46:43.556 --> 00:46:46.219]  That will be hopefully the first of September.
[00:46:46.239 --> 00:46:57.631]  It's been a wild project because it morphed from being mainly two days of videotaping of all of these talks from researchers and educators in public education.
[00:46:57.651 --> 00:46:58.112]  It was great.
[00:46:58.152 --> 00:47:00.735]  We have public educators on there, which is super.
[00:47:02.076 --> 00:47:06.798]  And some of them go back to the late 60s, some of our brilliant researchers.
[00:47:07.579 --> 00:47:12.281]  And then we have some younger public school teachers who tell exactly what's going on.
[00:47:12.621 --> 00:47:19.645]  And we deal a great deal with the charter school and school choice and our tremendous concerns about school choice.
[00:47:20.506 --> 00:47:25.568]  And we talk, we speak out to the global community.
[00:47:25.688 --> 00:47:27.930]  I mean, at one point, I apologize, you know.
[00:47:28.590 --> 00:47:36.114]  To the rest of the world, for the role of the United States in funding all of these change agents to go all over the world.
[00:47:36.134 --> 00:47:36.794]  Absolutely.
[00:47:36.814 --> 00:47:40.415]  To tear down their academic classical education system.
[00:47:40.455 --> 00:47:41.976]  I say, I have to apologize to you.
[00:47:42.777 --> 00:47:49.039]  And I'm glad, this is one reason why we did the video, so the rest of the world will understand exactly what is happening.
[00:47:49.119 --> 00:47:50.280]  And we quote C.S.
[00:47:50.320 --> 00:47:56.403]  Lewis, you know, where he says when education is beaten by training,
[00:47:57.415 --> 00:47:57.795]  That's right.
[00:47:57.855 --> 00:47:59.396]  Civilization dies.
[00:47:59.416 --> 00:48:00.296]  That's right.
[00:48:00.336 --> 00:48:02.998]  And that is a very important thing for Americans to think of.
[00:48:03.058 --> 00:48:13.963]  If we're just going to have training on the computer, and as I mentioned earlier with Donald Leeley's quote about you've got to have a conscience when you develop the software, and B.F.
[00:48:14.023 --> 00:48:18.566]  Skinner, you know, no, Benjamin Bloom, he said the purpose of education
[00:48:19.286 --> 00:48:22.030]  Benjamin Bloom, all teachers have to go through, your wife knows that.
[00:48:22.410 --> 00:48:32.524]  The purpose of education is to change the thoughts, actions, and feelings of students, and define good teaching as challenging the students' fixed beliefs.
[00:48:32.544 --> 00:48:33.625]  Now that's common as core.
[00:48:33.785 --> 00:48:34.446]  That's right.
[00:48:36.328 --> 00:48:53.406]  And Bloom said, and this refers back to the quote by Donald Ely earlier on that I mentioned, that big conference of computer scientists, Bloom said, I can take a student from here to there in their views, right, or opinions or beliefs, in one hour.
[00:48:53.426 --> 00:48:56.449]  Now, with a computer,
[00:48:58.243 --> 00:49:03.370]  I mean Skinner, you know, I could make a pigeon a high achiever by reinforcing it on a proper schedule.
[00:49:03.590 --> 00:49:06.594]  Look, our children are not animals.
[00:49:07.675 --> 00:49:09.358]  It's absolutely criminal.
[00:49:09.618 --> 00:49:13.143]  They did it to the minorities first, and I say it was criminal enough.
[00:49:14.426 --> 00:49:15.747]  It was totally criminal.
[00:49:16.108 --> 00:49:19.231]  And can you imagine if they hadn't done this to the minorities?
[00:49:19.291 --> 00:49:22.033]  I'm not saying they'd all be Phi Delta Kappa, whatever it be.
[00:49:22.334 --> 00:49:33.204]  But I am saying that they would be well-educated and they wouldn't have to go into these low-level jobs that they've got planned all over the country through charter schools.
[00:49:33.766 --> 00:49:34.066]  That's right.
[00:49:34.086 --> 00:49:43.195]  Well, the technique is to go in and get a small group of people, whether it's the Indians or whether it's inner-city minorities or whatever, get a small group of people that nobody's really going to look out for.
[00:49:43.275 --> 00:49:44.756]  Nobody really understands what's going on.
[00:49:44.776 --> 00:49:45.417]  You're right.
[00:49:45.457 --> 00:49:50.321]  They can do their experimentations on these people, and then they can apply them to everybody else.
[00:49:50.381 --> 00:49:52.944]  It's going back to what Martin Niemöller said about the Nazis.
[00:49:53.004 --> 00:49:56.207]  You know, first they came for that group, and I did nothing because I wasn't a member of that group.
[00:49:56.507 --> 00:49:58.309]  Then they came for this other group, finally they came for me.
[00:49:59.109 --> 00:50:01.330]  That's exactly what we've seen happen with education.
[00:50:01.410 --> 00:50:02.870]  It's a very deliberate plan.
[00:50:02.910 --> 00:50:05.491]  That's why your book is such a classic.
[00:50:05.531 --> 00:50:07.052]  The Deliberate Dumbing Down of America.
[00:50:07.372 --> 00:50:11.053]  We're really excited to get the booklet that is coming back into print for the first time.
[00:50:11.113 --> 00:50:12.734]  It'll be in here at the end of this week.
[00:50:13.494 --> 00:50:17.395]  And we're looking forward to seeing your documentary that's coming out in September.
[00:50:17.415 --> 00:50:19.836]  And people can see that trailer on YouTube, right?
[00:50:20.336 --> 00:50:34.041]  Yeah, and we're getting lots of hits on the trailer, and the nicest thing is I'm getting emails from educators to the effect that they didn't know there were people out there that understood really what was happening.
[00:50:34.261 --> 00:50:35.221]  Yes.
[00:50:35.401 --> 00:50:37.962]  And you know, I just want to make this point again.
