[00:00:05.826 --> 00:00:07.046]  They fled from tyranny.
[00:23:11.757 --> 00:23:12.157]  Get up.
[00:23:12.938 --> 00:23:13.559]  Speak out.
[00:23:13.980 --> 00:23:14.661]  Get involved.
[00:23:14.901 --> 00:23:15.702]  Defend the Republic.
[00:23:16.127 --> 00:23:27.876]  Alex Jones signing off for InfoWars.com on the real threat of bioweapons labs filled, in some cases, with hundreds of pathogens that will kill 9 out of 10 people.
[00:23:27.936 --> 00:23:28.736]  And that's conservative.
[00:23:29.037 --> 00:23:33.160]  Some mousepox estimates are 98 plus percent.
[00:23:33.640 --> 00:23:37.103]  And guess what universities in the US just did last year?
[00:23:38.103 --> 00:23:41.346]  They released the recombinant breakdown.
[00:23:43.130 --> 00:23:53.342]  On RNA and DNA and viruses, bacteria, you name it, to be able to create hundreds and hundreds of different bio weapons.
[00:23:55.546 --> 00:23:58.048]  That can be done in labs for a few hundred thousand dollars.
[00:23:58.508 --> 00:24:01.511]  That way they have plausible deniability when they release it.
[00:24:01.971 --> 00:24:05.153]  When all little drones fly over and release it on you and your family.
[00:24:05.554 --> 00:24:07.455]  Oh, you better look up the Sunshine Project.
[00:24:07.475 --> 00:24:09.397]  They got Marine Corps documents a decade ago.
[00:24:10.037 --> 00:24:14.140]  The Marine Corps told them to reclassify them, so they took them down, but they're still online.
[00:24:14.861 --> 00:24:19.024]  Look into Project Sunshine and the program to spray U.S.
[00:24:19.124 --> 00:24:19.545]  cities.
[00:24:20.771 --> 00:24:22.532]  It's on the Google Archive.
[00:24:23.552 --> 00:24:27.633]  Again, or maybe you shouldn't look into it, because you know, I'm a conspiracy theorist.
[00:24:28.133 --> 00:24:29.134]  Everything's okay.
[00:24:29.174 --> 00:24:33.735]  Take all the vaccines, drink the fluoride water, feed your kids GMO.
[00:24:34.935 --> 00:24:36.056]  The government loves you.
[00:24:38.296 --> 00:24:41.097]  And this issue is something we've been talking about at InfoWars for quite a while.
[00:24:41.137 --> 00:24:46.899]  I believe it was about a year ago, Darren McBreen filed a report about bioweapons in student laboratories.
[00:24:49.844 --> 00:25:01.470]  Government-funded universities across the western world are developing massive warehouses full of bio-weapons that they say is for bio-defense under the BioShield program.
[00:25:01.930 --> 00:25:16.878]  Airborne Ebola, smallpox, bubonic plague, bird flu, and the H1N1 superbug are being weaponized and kept in moderately secured facilities like at the Galveston National Laboratory on the campus of the University of Texas.
[00:25:17.498 --> 00:25:28.804]  Now this may be one of the biggest threats we now face, as the risk of a deadly virus escaping one of these laboratories and starting a global pandemic, well it is a clear and present danger.
[00:25:29.865 --> 00:25:31.606]  Weaponized airborne Ebola.
[00:25:31.806 --> 00:25:35.268]  Super weaponized viruses and bacteria.
[00:25:41.212 --> 00:25:58.583]  The National Research Council, which is an arm of the National Academy of Sciences, released a report concerning potential hazardous risk associated with the new multi-million dollar infectious disease research lab currently under construction in Kansas.
[00:25:58.863 --> 00:26:02.624]  It's located only 120 miles west of Kansas City.
[00:26:02.764 --> 00:26:05.885]  It's called the National Bio and Agro-Defense Facility.
[00:26:06.085 --> 00:26:22.271]  And even though it's a Level 4 biolab, which is the highest secured rating issued by the CDC, the expert panel found that there is nearly a 70% chance that a disease will escape the laboratory during its planned 50-year operational lifespan.
[00:26:22.791 --> 00:26:24.392]  And it went on to say that the U.S.
[00:26:24.412 --> 00:26:32.757]  Department of Homeland Security has not adequately gauged the potential risk of a dangerous airborne pathogen escaping the compound.
[00:26:33.197 --> 00:26:34.538]  Let me put this in layman terms.
[00:26:35.478 --> 00:26:51.488]  A level four bioweapons lab should be three floors under the ground, barbed wire fences, minefields, and machine guns, and a system that if the superb germs get out, they pull a lever, alarms go off,
[00:26:52.048 --> 00:26:53.809]  And the whole place goes up in flames.
[00:26:54.830 --> 00:27:07.240]  But instead, the global elite are storing it in level 2 facilities, like the University of Texas at Galveston, behind a glass door with a swipe guard, right there in Petri dishes.
[00:27:08.081 --> 00:27:15.027]  And they're doing this so that when they release it to massively reduce population, they can claim it was an accident.
[00:27:21.522 --> 00:27:23.603]  All right, and that brings us to our end of the show.
[00:27:23.983 --> 00:27:25.444]  So let's go now to our quote of the day.
[00:27:25.764 --> 00:27:26.764]  This from Walt Whitman.
[00:27:38.209 --> 00:27:40.830]  Okay, so we're at the end of our show, at least for this segment.
[00:27:41.110 --> 00:27:41.691]  Stay tuned.
[00:27:41.791 --> 00:27:47.393]  After this break, we'll be back with a pre-taped interview I did last week with one Mr. Jim Mars about various topics.
[00:27:47.693 --> 00:27:51.435]  But first, if you'd like to support this broadcast, go to PrisonPlanet.tv.
[00:27:51.475 --> 00:27:53.416]  Get yourself a 15-day free trial.
[00:27:53.716 --> 00:27:57.217]  You can see it all right there, the Alex Jones Radio Show, the rants, the special reports.
[00:27:57.638 --> 00:28:00.759]  It's all there waiting for you on PrisonPlanet.tv.
[00:28:01.259 --> 00:28:07.482]  And also, I'd like to encourage everybody, there's about a month left for Operation Paul Revere, our film contest.
[00:28:07.722 --> 00:28:08.102]  I think so.
[00:28:37.648 --> 00:28:43.632]  I'm Darren McBreen and these are some of the new items that are available now at InfoWarsShop.com.
[00:28:43.753 --> 00:28:49.197]  Alert the public to Obama's blatant abuse of power with the new Obama t-shirt.
[00:28:49.297 --> 00:28:52.979]  Obama's joker face on the front and come and take it on the back.
[00:28:53.179 --> 00:28:57.142]  It's time to publicly call him out for what he is, a tyrant.
[00:28:57.242 --> 00:29:01.085]  Defend the second amendment with our top seller come and take it t-shirt.
[00:29:01.225 --> 00:29:05.328]  And look at that, women's cut tank tops and t-shirts now available.
[00:29:05.468 --> 00:29:05.949]  Nice hat.
[00:29:06.249 --> 00:29:08.330]  Plus, the Don't Tread On Me flag.
[00:29:08.370 --> 00:29:12.453]  And now, you can become a micro-distributor of the InfoWars magazine.
[00:29:12.493 --> 00:29:16.516]  Plus, get your own copy delivered right to your door each and every month.
[00:29:17.036 --> 00:29:25.682]  And if you're tired like I am of you and your family being exposed to polluted drinking water, get the Pro-1 High Performance Water Filter.
[00:29:26.002 --> 00:29:32.006]  It gets rid of all pathogenic bacteria, cysts, fluoride, heavy metals, and numerous other contaminants.
[00:29:33.723 --> 00:29:37.234]  So join the revolution at infowarshop.com
[00:29:42.870 --> 00:29:46.873]  Infowars magazine is more than just our answer to the internet kill switch.
[00:29:47.554 --> 00:30:01.425]  We're also going back to the roots of this country, when our founders, for a decade before 1776, known as the Pamploteers, with hundreds of little printing presses in every colony, got out the real news, the real information, and countered the system.
[00:30:01.765 --> 00:30:06.569]  This is tailored design, with the truth, to wake up your friends and family.
[00:30:06.849 --> 00:30:09.892]  This is the 21st century version of the Pamploteers.
[00:30:10.472 --> 00:30:13.875]  Get them at Infowarshop.com or Infowarsstore.com.
[00:30:14.336 --> 00:30:15.597]  Sign up and buy them in bulk.
[00:30:16.057 --> 00:30:22.103]  Sign up and be a micro-distributor for a full year to buy them in bulk and get one of the new stands added.
[00:30:22.724 --> 00:30:26.868]  Or sign up and get 12 issues delivered to your door or give a gift subscription.
[00:30:27.148 --> 00:30:32.133]  Whatever you do, be part of the fight and I want to salute and thank all of you
[00:30:32.353 --> 00:30:32.633]  Thank you.
[00:30:53.075 --> 00:30:53.696]  And welcome back.
[00:30:54.196 --> 00:30:55.578]  Our guest tonight is Jim Mars.
[00:30:55.898 --> 00:31:01.104]  He is a historian and best-selling author of many works, including his latest, Our Occulted History.
[00:31:01.165 --> 00:31:03.267]  He joins us now in studio to talk about his works.
[00:31:03.447 --> 00:31:04.549]  Thanks for joining us today, Jim.
[00:31:04.949 --> 00:31:05.790]  Hey, it's my pleasure.
[00:31:05.890 --> 00:31:06.571]  Thanks for having me.
[00:31:06.811 --> 00:31:07.111]  All right.
[00:31:07.152 --> 00:31:10.195]  Now, I hear you have the recent analysis on the Cyprus situation.
[00:31:10.736 --> 00:31:11.537]  What have you come across?
[00:31:11.957 --> 00:31:18.384]  Well, I mean, I'm just looking at it, and of course, you know, they shut down the ATMs, they closed the banks, so you can't get your money back.
[00:31:19.225 --> 00:31:23.570]  And they were proposing, like, almost a 9.9, a 10% tax on your savings.
[00:31:26.954 --> 00:31:27.715]  It's on your money.
[00:31:27.895 --> 00:31:31.818]  Yeah, the money you put in there to save, they're going to rob it.
[00:31:32.878 --> 00:31:34.520]  But I think there's more to it than that.
[00:31:35.020 --> 00:31:41.225]  Apparently Cyprus has been a tax shelter and a tax haven for a lot of wealthy Russians.
[00:31:41.825 --> 00:31:46.109]  And this could be part of the kind of the Sub Rosa covert
[00:31:47.089 --> 00:31:49.010]  I think it's a practice run.
[00:32:07.466 --> 00:32:18.116]  I think they're practicing to see how the people in Cyprus and how the European Union people handle this and how they perceive it and how they react to it.
[00:32:18.737 --> 00:32:23.301]  And if they're able to get away with this, then I think you're going to see this in other countries.
[00:32:24.402 --> 00:32:27.786]  Now, Jim, do you think there's any reason why this location was chosen, Cyprus?
[00:32:29.017 --> 00:32:35.079]  Well, again, because they had some heavy money there from the Russian oligarchs.
[00:32:35.859 --> 00:32:39.480]  And I think that number one, they could get their hands on a lot of money.
[00:32:40.420 --> 00:32:44.102]  And number two, again, this was a swipe at Russia.
[00:32:44.582 --> 00:32:58.426]  Russia's always been a target for the international bankers because both under the czars and under the communists, they would not play ball and would not create a central bank and would not have, you know, we have a central bank now.
[00:32:58.766 --> 00:33:00.147]  It's called the Federal Reserve System.
[00:33:00.267 --> 00:33:00.707]  Exactly.
[00:33:00.727 --> 00:33:01.547]  I'm glad you mentioned that.
[00:33:01.887 --> 00:33:02.908]  It's not federal.
[00:33:03.728 --> 00:33:06.149]  It's neither federal nor does it have any reserves.
[00:33:07.010 --> 00:33:11.391]  And they don't call it a central bank, except actually they've begun to.
[00:33:12.192 --> 00:33:12.952]  That's pretty interesting.
[00:33:12.992 --> 00:33:17.294]  All my life, they never referred to the Federal Reserve System as a central bank.
[00:33:17.654 --> 00:33:21.836]  But in the last ten years or so, just on the news, you'll hear, yeah, the central bank today,
[00:33:22.416 --> 00:33:29.980]  So we got one, even though that was the biggest point of contention of our founding fathers, was whether or not to have a central bank.
[00:33:30.060 --> 00:33:34.543]  And most of them, including Jefferson, said no, because look what they've done in Europe.
[00:33:34.883 --> 00:33:35.283]  Exactly.
[00:33:35.504 --> 00:33:39.486]  Whoever controls the money, controls the government, controls the country.
[00:33:40.086 --> 00:33:41.707]  And this is the whole name of the game.
[00:33:42.387 --> 00:33:44.068]  And of course, people hear that all the time.
[00:33:44.749 --> 00:33:49.551]  Alex and others are always talking about, well, the Occupy Movement, you know, they're talking about the 1%.
[00:33:51.733 --> 00:33:55.415]  And number one, this is now fully documented.
[00:33:55.475 --> 00:33:57.095]  This is not a conspiracy theory.
[00:33:57.115 --> 00:34:11.363]  In 2011, the Swiss Institute of Financial, whatever, control did a study and they found out of 43,000 international corporations, they're all controlled by 1,000.
[00:34:12.143 --> 00:34:15.345]  And out of that 1,000, they are controlled by 147 companies
[00:34:17.826 --> 00:34:22.512]  Which in turn, because of cross-directorships and ownerships, are controlled by 20.
[00:34:23.943 --> 00:34:26.565]  And most of those are banks, okay?
[00:34:26.985 --> 00:34:39.675]  And collectively, these people within these 20 companies control the 43,000 corporations and 60% of the world's wealth.
[00:34:40.616 --> 00:34:45.900]  That is incredible control, and it is incredible, tight, central control.
[00:34:46.240 --> 00:34:47.341]  And this is what they're after.
[00:34:48.241 --> 00:34:49.222]  How do they do that?
[00:34:49.643 --> 00:34:54.047]  Well, I would mention the Exchange Stabilization Fund.
[00:34:54.067 --> 00:34:56.349]  How many people have heard of that?
[00:34:57.631 --> 00:34:58.131]  Nobody.
[00:34:58.792 --> 00:35:01.074]  And the Financial Stability Board.
[00:35:01.094 --> 00:35:02.175]  You ever heard of that?
[00:35:02.595 --> 00:35:03.957]  I heard you talk about that last night.
[00:35:04.137 --> 00:35:04.677]  Okay.
[00:35:05.458 --> 00:35:09.782]  The Exchange Stabilization Fund was created back during the New Deal in the 30s.
[00:35:11.263 --> 00:35:22.186]  And it's a little-known office of the Secretary of the Treasury, and it handles the transfer of gold and wealth between all of the industrial nations.
[00:35:22.906 --> 00:35:31.908]  And interestingly enough, even at the time it was created, some of the complaints in Congress was that it would operate outside of U.S.
[00:35:31.968 --> 00:35:34.449]  law and outside the Constitution.
[00:35:35.719 --> 00:35:41.446]  And they also, this is where all the black budgets are hidden.
[00:35:41.886 --> 00:35:49.615]  The CIA, the NSA, when they have all this money, and well, for instance, the CIA, we all know that they have front companies.
[00:35:50.316 --> 00:35:53.159]  Airlines, restaurant strings, who knows?
[00:35:54.059 --> 00:35:57.281]  And some of those companies are not just totally bogus.
[00:35:57.741 --> 00:36:01.263]  They're actually companies, and they actually produce goods and services.
[00:36:01.283 --> 00:36:02.203]  Legitimate businesses.
[00:36:02.243 --> 00:36:03.244]  Legitimate businesses.
[00:36:03.324 --> 00:36:04.304]  In some ways.
[00:36:04.424 --> 00:36:06.045]  And they get tons of money.
[00:36:06.625 --> 00:36:07.426]  Where does that money go?
[00:36:07.446 --> 00:36:18.631]  It goes into the Exchange Stabilization Fund, and the Exchange Stabilization Fund also was the founder of the International Monetary Fund and the World Bank.
[00:36:19.131 --> 00:36:25.814]  Which we also have always heard how they go into these countries and say, now you're going to do this or we won't give you any money.
[00:36:26.394 --> 00:36:31.396]  This is the control mechanisms within the control of the entire planet.
[00:36:31.937 --> 00:36:36.719]  And this is what Alex is always talking about.
[00:36:37.459 --> 00:36:40.380]  And this is the point of contact.
[00:36:40.400 --> 00:36:41.921]  This is where the rubber hits the road.
[00:36:42.621 --> 00:36:54.433]  Where they can actually do this and if you go and look inside you find Hank Paulson, you find Timothy Geithner, you find all of the people that end up in the headlines running our economy.
[00:36:54.993 --> 00:36:56.094]  So it's not just us.
[00:36:56.615 --> 00:37:06.825]  This is a worldwide system and it's been planned for a long time and they are operating their plan and the idea is to get the whole world socialized.
[00:37:07.085 --> 00:37:17.869]  I'm glad you say it's a worldwide system, because people will see these things in Europe, they'll see it in Cyprus, wherever else it is, and they'll say, well, that's an isolated incident, that's that country, that'll never happen here.
[00:37:18.269 --> 00:37:21.270]  So when you hear this argument that it can never happen here, what would you say to somebody?
[00:37:21.290 --> 00:37:27.032]  Because they see the bank runs, they see the bank holidays, you know, they can't withdraw their funds.
[00:37:27.052 --> 00:37:28.533]  So what would you say to somebody here in the States?
[00:37:28.693 --> 00:37:34.015]  Well, I'd say, number one, not only can it happen, in fact it could happen tomorrow, but it has happened.
[00:37:34.515 --> 00:37:36.097]  It happened during the Great Depression.
[00:37:36.558 --> 00:37:43.625]  Actually, I remember just a few years ago, maybe five or six years ago, there was a bank in Seattle up in the Northwest.
[00:37:44.226 --> 00:37:46.348]  It was having problems and they just closed the door.
[00:37:46.729 --> 00:37:49.291]  And people down there were saying, hey, I want my money back.
[00:37:49.351 --> 00:37:50.853]  And they're going, well, not right now.
[00:37:52.134 --> 00:37:57.798]  And it took them months, you know, for the federal receivers to take over and to finally settle out.
[00:37:58.138 --> 00:38:00.359]  But that's one bank having one problem.
[00:38:01.120 --> 00:38:02.521]  They're all in trouble now.
[00:38:03.001 --> 00:38:03.862]  And they're all having trouble.
[00:38:03.942 --> 00:38:11.947]  And in Cyprus, for example, once they heard that they were going to try to tax these savings accounts, everybody rushed down and tried to close out their savings account.
[00:38:12.547 --> 00:38:13.588]  They closed down the banks.
[00:38:13.608 --> 00:38:17.271]  He said, no, in fact, I don't think they're going to be open until next Thursday.
[00:38:17.772 --> 00:38:27.520]  Now, just think about what happens tomorrow if President Obama suddenly announces that we're going to have a bank holiday in the current crisis to try to straighten things out.
[00:38:28.081 --> 00:38:30.443]  And, you know, what's day?
[00:38:30.703 --> 00:38:31.224]  Friday.
[00:38:31.704 --> 00:38:33.846]  He said it's only going to last through next Wednesday.
[00:38:34.346 --> 00:38:34.647]  OK?
[00:38:34.667 --> 00:38:36.268]  A lot of bills to pay between
[00:38:36.288 --> 00:38:40.709]  Yeah, it doesn't sound too bad on that point, but then think about it.
[00:38:40.789 --> 00:38:49.292]  That means until next Wednesday, you can't deposit money, you can't withdraw money, you can't use your ATM, and you can't use your credit cards.
[00:38:49.372 --> 00:38:49.852]  Exactly.
[00:38:50.192 --> 00:38:52.073]  This place would fall into chaos, wouldn't it?
[00:38:52.353 --> 00:38:54.594]  Oh yeah, especially if you've got that long weekend between
[00:38:55.354 --> 00:38:57.736]  It would definitely be a drab weekend.
[00:38:58.076 --> 00:39:00.959]  So what would you recommend to somebody, not just here in the states, but anywhere?
[00:39:01.259 --> 00:39:04.922]  You know, they have the money in the bank, would you recommend withdrawing funds?
[00:39:04.942 --> 00:39:06.323]  Get your money out of the bank!
[00:39:07.084 --> 00:39:11.788]  You should only keep enough money in the bank to pay a month or two ahead in bills.
[00:39:12.508 --> 00:39:16.952]  And everything else, if it's in paper, then you're running a risk.
[00:39:17.782 --> 00:39:18.923]  And what would you do with it?
[00:39:19.063 --> 00:39:19.443]  I don't know.
[00:39:19.503 --> 00:39:23.886]  Some people say buy gold, but then, I don't know, you can't eat gold.
[00:39:24.766 --> 00:39:29.869]  You know, I would say buy property, buy tangible assets, buy tomato seeds.
[00:39:31.630 --> 00:39:33.071]  You know, just anything.
[00:39:33.131 --> 00:39:34.091]  Tangible assets.
[00:39:34.592 --> 00:39:35.032]  Exactly.
[00:39:36.072 --> 00:39:38.634]  They're trying to take guns away right now, but you know what?
[00:39:39.666 --> 00:39:46.149]  In the history of the world, a quality firearm has done nothing but appreciate in value.
[00:39:46.910 --> 00:39:51.051]  We just saw that recently with the recent gun grab, you know, after the Sandy Hook shooting.
[00:39:51.812 --> 00:39:54.233]  And, you know, the price of an AR-15 was, what, $1,000?
[00:39:54.273 --> 00:39:55.433]  And what's it, $5,000 plus AK-47s?
[00:39:55.453 --> 00:39:58.975]  You used to be able to get those maybe $400 or $500 back in the day.
[00:39:58.995 --> 00:39:59.395]  Now it'll start at $1,000?
[00:40:03.337 --> 00:40:24.402]  Back in the day, I remember you could get those plastic 15-30 round clips for the 10-22 for five or six bucks, and then they tried to outlaw them, and you could still get them because it was grandfathered, so anyone that were already existing, you could still sell and trade, so it really didn't do anything.
[00:40:24.442 --> 00:40:29.083]  They were still available, but instead of five or six bucks, it went to more than a hundred dollars.
[00:40:30.564 --> 00:40:32.946]  Folks, this is what happens all through history.
[00:40:33.887 --> 00:40:44.856]  The day before they passed the Volstead Act, which was Prohibition, a little pint of hooch cost about
[00:40:46.037 --> 00:40:46.558]  About $3.
[00:40:46.878 --> 00:40:53.284]  And then the next day, after that became illegal, you know, it was like $50 or $60.
[00:40:53.884 --> 00:41:00.290]  All in the world you do is create a huge black market, and the criminals get rich.
[00:41:01.411 --> 00:41:04.934]  Now we hear the popular argument speaking about the gun, the gun grab.
[00:41:05.214 --> 00:41:11.680]  They say, well, we saw Feinstein and Blevins last week say, well, I don't want people to have guns because I don't want people to be able to go out and buy a bazooka.
[00:41:12.834 --> 00:41:22.396]  And my argument is, you know, if you have bazookas, the lack of availability of a bazooka, or at least the ammunition for it, I think is reasonable control enough.
[00:41:22.596 --> 00:41:28.738]  You know, you can't go to your big box store and buy, you know, a bazooka ammunition if you ask for it, they're going to call an ATF on you.
[00:41:30.018 --> 00:41:30.218]  Right.
[00:41:30.498 --> 00:41:33.619]  And I'd ask you this.
[00:41:35.566 --> 00:41:38.070]  When's the last time you heard of somebody killed by a bazooka?
[00:41:38.510 --> 00:41:39.852]  Not in the U.S.
[00:41:40.193 --> 00:41:42.155]  I can't recall ever hearing somebody.
[00:41:43.037 --> 00:41:44.078]  People just don't get it.
[00:41:44.258 --> 00:41:49.926]  I mean, if strict gun control laws would actually rid the streets of crime,
[00:41:51.408 --> 00:41:52.669]  What happened to Chicago?
[00:41:53.309 --> 00:42:08.179]  That's the case point in question, because they always say, get the guns off the street, get the guns off the street, and then they hear about all these shootings in Chicago, which there are shootings, but these aren't your law-abiding citizens who, you know, accidentally shoot their dog when somebody breaks into their house.
[00:42:08.560 --> 00:42:11.281]  These are the criminals who never forfeited their guns.
[00:42:11.562 --> 00:42:14.163]  These are the criminals who are getting their guns off the black market.
[00:42:14.203 --> 00:42:18.146]  So how does this logic work that you get guns out of law-abiding citizens' hands?
[00:42:18.166 --> 00:42:22.070]  Well, and Chicago has some of the toughest anti-gun laws in the whole country.
[00:42:22.090 --> 00:42:23.692]  Same thing with Washington, D.C.
[00:42:24.272 --> 00:42:29.278]  So here's two of the places with the toughest gun laws, and they have the highest crime and highest murder rates.
[00:42:30.179 --> 00:42:31.520]  Come on, folks, use your head!
[00:42:31.540 --> 00:42:33.042]  It's that simple.
[00:42:34.423 --> 00:42:35.684]  It's nuts.
[00:42:36.806 --> 00:42:39.148]  And besides that, we have a constitution that says...
[00:42:40.467 --> 00:42:44.490]  The right of the people to bear arms shall not be infringed.
[00:42:44.970 --> 00:42:47.372]  Infringed means you don't even mess around with it.
[00:42:47.912 --> 00:42:53.756]  And personally, I think it's a God-given right because as the old quote goes, God created
[00:42:54.486 --> 00:42:57.570]  Everyone equal, but Samuel Colt made them equal.
[00:42:59.032 --> 00:42:59.693]  I never heard of that.
[00:42:59.713 --> 00:43:00.294]  That's a good one.
[00:43:00.374 --> 00:43:04.199]  Well, you know, you got a 90-pound, 72-year-old woman.
[00:43:05.121 --> 00:43:09.487]  If she's got a 45, she's just as, uh, she can, she can oppose.
[00:43:11.589 --> 00:43:14.692]  I suppose the 65220 guy, you know?
[00:43:14.872 --> 00:43:15.612]  It's really true.
[00:43:16.493 --> 00:43:22.537]  And then of course the argument is, well, yes, but we've had all these shootings here, all these shooting deaths in the United States.
[00:43:23.138 --> 00:43:24.419]  They're twisting the facts.
[00:43:24.899 --> 00:43:30.163]  Number one, their statistics are technically correct, but then they say, but see, Britain doesn't have that high.
[00:43:30.203 --> 00:43:31.704]  Well, no, Britain ain't got any guns.
[00:43:31.764 --> 00:43:32.405]  They gave them up.
[00:43:32.705 --> 00:43:33.105]  Exactly.
[00:43:33.545 --> 00:43:35.887]  And of course, so that's going to skew the numbers.
[00:43:35.947 --> 00:43:38.588]  But over there, they kill with an axe, or they'll stab you.
[00:43:38.648 --> 00:43:38.968]  Exactly.
[00:43:38.988 --> 00:43:42.870]  But even in Britain, they have their crime statistics staggered a little differently.
[00:43:42.910 --> 00:43:47.172]  Like, for example, in the U.S., let's say three people were shot in a drive-by shooting.
[00:43:47.192 --> 00:43:48.733]  That's three different incidents.
[00:43:48.873 --> 00:43:51.975]  If three people were shot by a drive-by shooting in Britain, that's one incident.
[00:43:52.355 --> 00:43:55.697]  And the numbers are skewed and stacked in ways like that.
[00:43:55.717 --> 00:43:57.037]  But I don't want to spend all our time on that.
[00:43:57.398 --> 00:43:58.858]  Jim, you also have a new book.
[00:43:59.279 --> 00:43:59.959]  Got a new book.
[00:44:01.072 --> 00:44:02.658]  Our Occulted History!
[00:44:02.679 --> 00:44:04.185]  Oh boy, this is, uh...
[00:44:05.808 --> 00:44:10.431]  Number one, this has got an explanation of the Exchange Stabilization Fund in there.
[00:44:10.831 --> 00:44:17.875]  It also quotes from the 2011 study to show that just this handful of people control the economy of the world.
[00:44:18.595 --> 00:44:30.162]  Basically, the whole back part of the book is the New World Order, and with the numbers, statistics, facts, to show you that it goes beyond conspiracy theory.
[00:44:30.282 --> 00:44:33.804]  Now, my question that I bring up in here is, well, who are these folks?
[00:44:34.404 --> 00:44:37.925]  And why do they think they have the right to rule over everyone?
[00:44:38.826 --> 00:44:41.567]  And what I find is it tracks all the way back through history.
[00:44:42.167 --> 00:44:53.852]  What I was really shocked and amazed at is that in 2000, the selection of 2000, Bush, George W. Bush, of course, was running against Al Gore.
[00:44:54.692 --> 00:44:57.053]  And we now know that Al Gore won the election.
[00:44:58.273 --> 00:44:59.894]  But they stopped the count in Florida.
[00:45:00.564 --> 00:45:02.746]  And the Supreme Court gave it to Bush.
[00:45:31.385 --> 00:45:35.268]  And they were both related to the royal family of England, the Windsors.
[00:45:35.828 --> 00:45:38.310]  The Bushes were a little closer related.
[00:45:38.590 --> 00:45:46.637]  So he'd get it because in the history of the United States, every president that's the closest to the royals of England gets the nod.
[00:45:46.677 --> 00:45:55.223]  And I'm glad you bring that up because I hear this often that, you know, all these guys are related and Obama is supposedly related to Cheney or something like that.
[00:45:55.503 --> 00:45:57.445]  Can you explain a little bit about how that works?
[00:45:57.685 --> 00:46:08.474]  Well, that's the thing that blew me away, is that I knew that from 2000, and I knew that John Kerry, who ran against Bush in 2004, I knew that they were related.
[00:46:08.834 --> 00:46:13.538]  And they were both members of Skull and Bones, that secret society, etc, etc.
[00:46:14.158 --> 00:46:17.120]  And so I'm figuring, well, they're all keeping it in the family here.
[00:46:17.961 --> 00:46:22.444]  But then I thought, well, Barack Hussein Obama, how can he be related, right?
[00:46:23.044 --> 00:46:24.545]  It turns out, he is.
[00:46:25.566 --> 00:46:38.534]  And this is not me, not some conspiracy theorist, this is Lynne Cheney, the wife of Dick Cheney, who said as she was researching their family's history, they find out that Obama is a, I think, a tenth cousin.
[00:46:39.255 --> 00:46:39.755]  You know?
[00:46:40.296 --> 00:46:40.956]  Wait a minute.
[00:46:41.536 --> 00:46:41.797]  I mean...
[00:46:43.268 --> 00:46:44.749]  Are you related to the Windsors?
[00:46:45.249 --> 00:46:46.110]  Not that I'm aware of.
[00:46:46.350 --> 00:46:49.192]  Neither am I. We're not running for president, are we?
[00:46:49.312 --> 00:46:51.233]  No, that's another good point.
[00:46:51.293 --> 00:46:53.195]  Now, do they select these people?
[00:46:53.395 --> 00:46:57.958]  Or how do you get in the presidential race at that level?
[00:46:58.318 --> 00:46:59.579]  I mean, do they call you out?
[00:46:59.619 --> 00:47:00.920]  Hey, I want you to run for president.
[00:47:01.220 --> 00:47:05.023]  Do you start out for president and you just get promoted if you're in the proper bloodline?
[00:47:05.043 --> 00:47:05.743]  Like, how does that work?
[00:47:05.963 --> 00:47:13.008]  If you're in the proper bloodline, you are groomed and you are placed in that position.
[00:47:13.928 --> 00:47:15.950]  Bill Clinton seemed to be an exception.
[00:47:16.610 --> 00:47:18.351]  His background is pretty murky.
[00:47:18.371 --> 00:47:24.635]  We're not sure where he came from, and the person that identifies his father is apparently kind of a nobody.
[00:47:24.655 --> 00:47:28.637]  So it was kind of like, wow, how did that happen?
[00:47:28.657 --> 00:47:38.483]  But then in my travels in Arkansas, I hear the rumor, and it's just a rumor, that actually he was the illegitimate son of Winthrop Rockefeller.
[00:47:39.238 --> 00:47:45.185]  Who is governor of Arkansas and has been closely associated with the Clinton family.
[00:47:45.245 --> 00:47:53.695]  In fact, it was Bill Clinton that drove Hale Boggs to the airport on his flight that never came back.
[00:47:54.216 --> 00:47:59.382]  Hale Boggs being a politician from Arkansas who sat on the Warren Commission.
[00:48:00.286 --> 00:48:10.193]  And was one of the ones who was beginning to dissent and say, we think he was thinking, I don't think we were told the truth and I think maybe there was a conspiracy against John Kennedy.
[00:48:10.854 --> 00:48:14.076]  And he took a junket up to Alaska and never came back.
[00:48:14.857 --> 00:48:16.478]  Bill Clinton drove him to the airport.
[00:48:16.518 --> 00:48:18.139]  So Bill Clinton has been groomed.
[00:48:18.179 --> 00:48:19.800]  He was a Rhodes Scholar, right?
[00:48:21.081 --> 00:48:25.104]  Where do they find some poor kid in Arkansas and send him over to
[00:48:26.144 --> 00:48:27.605]  England to be a Rhodes Scholar.
[00:48:27.645 --> 00:48:28.886]  That's a very good question.
[00:48:28.926 --> 00:48:29.826]  So they're groomed.
[00:48:30.586 --> 00:48:36.590]  And Barack Obama, you know, he goes to Columbia and enrolls as a foreign exchange student.
[00:48:37.390 --> 00:48:39.091]  Yeah, that's a very good point.
[00:48:39.551 --> 00:48:43.033]  Wait a minute, because right there, it's an either or.
