[00:00:06.449 --> 00:00:07.134]  Let's go.
[00:26:17.277 --> 00:26:25.883]  A group of Americans concerned that Feds are sending signals they intend to disregard a long-standing contract with the American people, that is, the Constitution.
[00:26:26.163 --> 00:26:28.425]  RT painted the Day of Resistance and the U.S.
[00:26:28.485 --> 00:26:31.587]  public support of the Constitution as a building rebellion.
[00:26:38.061 --> 00:26:41.682]  While the other is getting ready to fight against any significant regulations.
[00:26:42.062 --> 00:26:47.383]  They're preparing for what they call the invasion of feds by arming themselves to the teeth.
[00:26:47.763 --> 00:26:53.624]  One question arises when people here talk about protecting their freedoms with weapons that are designed for war.
[00:26:54.384 --> 00:27:04.206]  Do these people have such little trust in their democratic system to the point when they think a vote is not enough to secure their rights and that they need a stack of deadly weapons at home to do that?
[00:27:04.947 --> 00:27:06.307]  In Washington, I'm Ganesh Shekhyan.
[00:27:06.707 --> 00:27:11.288]  You see, the Second Amendment is about the American people having a deterrent against federal aggression.
[00:27:11.948 --> 00:27:21.191]  Just like the Russians, we see the federal government arming against us, conducting war game scenarios aimed at us, and a massive build-up in arms and ammunition to fight us.
[00:27:22.051 --> 00:27:30.754]  And how would the Russians or any other people feel if a government accompanied such a massive arms build-up with a notice that they intend to trash a long-standing treaty?
[00:27:31.454 --> 00:27:35.195]  That is the situation between the American people and the federal government.
[00:27:35.835 --> 00:27:39.098]  Except the Constitution is far more important than a treaty.
[00:27:39.279 --> 00:27:49.428]  It is the legal document that created the federal government and created the king, if you will, that our temporary stewards swear to obey as a condition of office.
[00:27:49.829 --> 00:27:54.053]  Yet, what I found at the Day of Resistance was cool, calm leadership.
[00:27:54.573 --> 00:27:58.417]  Listen to Texas State Representative David Simpson address the crowd.
[00:28:04.902 --> 00:28:06.582]  I hope that's last.
[00:28:08.322 --> 00:28:10.783]  The first thing we've got to do is love them.
[00:28:11.043 --> 00:28:12.943]  We've got to pray for them.
[00:28:13.463 --> 00:28:15.924]  We've got to use our freedom responsibly.
[00:28:15.944 --> 00:28:17.844]  We didn't get into this mess overnight.
[00:28:18.744 --> 00:28:23.545]  And they are just waiting for one of us to do something stupid.
[00:28:23.645 --> 00:28:26.826]  And to use it as a crisis to take away the rest of our rights.
[00:28:27.890 --> 00:28:36.495]  The American people, individually and collectively, are responding to federal threats and taking action that will hopefully deter large-scale aggression.
[00:28:37.376 --> 00:28:43.620]  As the Russian general said about the federal government, quote, holding it at gunpoint, this is the deterrent.
[00:28:44.440 --> 00:28:52.446]  And that is the purpose of the Second Amendment, to hold the federal government at gunpoint, as a peaceful deterrent to tyranny.
[00:28:53.339 --> 00:28:55.341]  Did you know that our iPhone app is free?
[00:28:55.361 --> 00:29:01.986]  It's the only way that I could listen to Alex in North Carolina because he wasn't on the radio in my area, and I could listen to him at any time of the day.
[00:29:02.727 --> 00:29:05.589]  You can find it at the bottom of our Infowars.com homepage.
[00:29:06.610 --> 00:29:07.050]  Check it out.
[00:29:09.112 --> 00:29:10.233]  Thank you, David, for that report.
[00:29:10.533 --> 00:29:14.056]  We now go to our Daily Quote, and it is from Thomas Jefferson.
[00:29:15.337 --> 00:29:17.259]  Conquest is not in our principles.
[00:29:17.319 --> 00:29:19.641]  It is inconsistent with our government.
[00:29:20.558 --> 00:29:25.341]  Tell that to George W. Bush and the rest of the warmongers out there.
[00:29:25.961 --> 00:29:30.024]  Finally tonight, our latest issue is our seventh issue of the InfoWars magazine.
[00:29:30.084 --> 00:29:31.365]  It talks about Civil War II.
[00:29:33.214 --> 00:29:34.255]  Which is going to be coming in there.
[00:29:34.275 --> 00:29:38.559]  You see a picture of the gun as one of the bars in the flag.
[00:29:39.360 --> 00:29:42.463]  And we also just started a new program starting today.
[00:29:42.483 --> 00:29:45.466]  It is the micro distribution program.
[00:29:46.207 --> 00:29:52.513]  Basically what it is, is you get 50 or 100 magazines sent to your location per month.
[00:29:52.853 --> 00:29:55.576]  You buy one year subscription and then we send you
[00:29:58.177 --> 00:29:58.697]  I think so.
[00:30:17.470 --> 00:30:27.860]  It is available in 50 packs, 100 packs, and even a 10 pack if you just want to get a few and just get your feet wet and passing out all the great information that is in InfoWars Magazine.
[00:30:28.341 --> 00:30:37.350]  And those people who get involved in this will also be first in line when we start franchising this out for people to get the paper and put their own ads in and kind of run it as their own turnkey business.
[00:30:38.070 --> 00:30:40.392]  The people who get involved in this program will be first in line for that.
[00:30:40.793 --> 00:30:51.943]  So with that, we're going to go to break and we'll be back with our interview that I'm going to conduct with Don Richardson talking about some crazy laws that have been proposed in Texas and around the country on vaccines.
[00:30:51.963 --> 00:30:53.625]  It's InfoWars Nightly News.
[00:30:57.935 --> 00:31:00.878]  Jakari Jackson here, and I want to talk to you for a second about water.
[00:31:01.539 --> 00:31:08.926]  You know about ProPure, our flagship water purification system, but check out some of our portable water filter products at InfowarsStore.com.
[00:31:09.506 --> 00:31:11.188]  The Clearly Filtered Water Pitcher.
[00:31:11.949 --> 00:31:16.012]  Also, for those of you on the go, we have the Athlete Edition Filtered Water Bottle.
[00:31:16.853 --> 00:31:18.034]  And the R.A.D.
[00:31:18.114 --> 00:31:21.356]  Eliminator Pro-Filtered Sports Bottle that removes radiation.
[00:31:21.836 --> 00:31:24.777]  And keep in mind we have replacement filters for all of these products.
[00:31:25.398 --> 00:31:28.419]  The ever-popular grab-and-go bag favorite, the LifeStraw.
[00:31:29.020 --> 00:31:31.081]  The Crystal Quest Shower Filter System.
[00:31:32.261 --> 00:31:35.123]  And the Aquapod Kit, great for mass storage of water.
[00:31:36.670 --> 00:31:41.555]  And while you're at the InfoWars shop, pick up a copy of our latest book, 31 Days to Survival.
[00:31:42.155 --> 00:31:47.860]  You can find all this and more at the InfoWarsStore.com, and don't forget it's your support that funds our operation.
[00:31:48.281 --> 00:31:52.385]  Sign up for our free newsletter at InfoWars.com forward slash newsletter.
[00:31:57.429 --> 00:32:05.880]  One of the best ways to promote the Liberty Message is not only by listening to Alex's show, but also by wearing shirts that promote the message.
[00:32:06.200 --> 00:32:09.985]  And as you can see right here on InfoWarshop.com, we have this shirt right here.
[00:32:10.305 --> 00:32:13.249]  It says, Tyrant, and it also has a message in the back.
[00:32:13.649 --> 00:32:14.711]  It says, Come and Take It.
[00:32:15.731 --> 00:32:17.032]  Here's another great t-shirt.
[00:32:17.512 --> 00:32:18.552]  Come and take it.
[00:32:18.572 --> 00:32:24.775]  We obviously know that the Second Amendment is under attack, and this is a great, subtle way to let the public know how you feel.
[00:32:25.335 --> 00:32:27.516]  We also have some great ladies' shirts.
[00:32:27.836 --> 00:32:28.977]  You can see them right now.
[00:32:29.277 --> 00:32:31.298]  This one says InfoWars.com.
[00:32:31.318 --> 00:32:33.099]  There's a lot of female fans of the show.
[00:32:33.519 --> 00:32:37.320]  And we also have a female shirt that promotes the Second Amendment.
[00:32:37.761 --> 00:32:42.623]  Contrary to what some people might think, there are many females that love themselves some guns.
[00:32:43.720 --> 00:32:45.962]  And this is another great shirt that you can get.
[00:32:46.302 --> 00:32:49.404]  It's a camouflage shirt with Infowars.com written across.
[00:32:50.364 --> 00:32:51.505]  And now you have a choice.
[00:32:51.765 --> 00:32:55.348]  Do you want to end the TSA or end the Fed?
[00:32:56.414 --> 00:33:03.480]  We also have this great army style t-shirt and this shirt as well as many others are available at InfoWarsStore.com.
[00:33:04.101 --> 00:33:07.844]  And last but not least, may the truth be with you.
[00:33:08.545 --> 00:33:10.867]  Obviously a reference to the Star Wars film.
[00:33:11.508 --> 00:33:13.930]  All these shirts are available at InfoWarsStore.com.
[00:33:15.431 --> 00:33:19.434]  InfoWars Magazine is more than just our answer to the internet kill switch.
[00:33:20.115 --> 00:33:34.005]  We're also going back to the roots of this country, when our founders, for a decade before 1776, known as the Pamploteers, with hundreds of little printing presses in every colony, got out the real news, the real information, and countered the system.
[00:33:34.325 --> 00:33:39.129]  This is tailored design, with the truth, to wake up your friends and family.
[00:33:39.409 --> 00:33:42.452]  This is the 21st century version of the Pamploteers.
[00:33:43.032 --> 00:33:46.435]  Get them at Infowarshop.com or Infowarsstore.com.
[00:33:46.896 --> 00:33:48.157]  Sign up and buy them in bulk.
[00:33:48.617 --> 00:33:54.663]  Sign up and be a micro distributor for a full year to buy them in bulk and get one of the new stands added.
[00:33:55.284 --> 00:33:59.428]  Or sign up and get 12 issues delivered to your door or give a gift subscription.
[00:33:59.708 --> 00:34:04.673]  Whatever you do, be part of the fight and I want to salute and thank all of you
[00:34:04.893 --> 00:34:05.434]  Welcome back.
[00:34:26.963 --> 00:34:33.688]  Last week, Melissa Melton wrote an article titled, Breaking Texas Moves to Forcibly Inoculate Children.
[00:34:34.208 --> 00:34:46.657]  And this is based off an email that I had received the night before from Sherry Tinpenny via our next guest, Don Richardson, and talking about three bills coming up in the Texas Legislature, SB 6364 and House Bill 772.
[00:34:46.777 --> 00:34:49.099]  And here to talk with us about these
[00:34:52.401 --> 00:34:56.524]  is a director of the National Vaccine Information Center, Dawn Richardson.
[00:34:56.544 --> 00:34:57.384]  Dawn, how are you doing today?
[00:34:58.005 --> 00:34:59.066]  Hi, fine, thank you.
[00:34:59.906 --> 00:35:01.727]  And so, you run a few websites.
[00:35:01.767 --> 00:35:12.575]  Tell us a little bit about the work you've done, and then let's get into these bills and what they mean for Texans, and then for people all over the country, because this is something that we're seeing starting in California, and it's making its way across the country.
[00:35:13.370 --> 00:35:14.291]  Thank you so much.
[00:35:14.832 --> 00:35:18.698]  I run the advocacy program for the National Vaccine Information Center.
[00:35:18.778 --> 00:35:27.231]  We have a website, NVICadvocacy.org, and we track bills that affect your right to be able to refuse or delay a vaccination.
[00:35:27.291 --> 00:35:27.972]  It's that simple.
[00:35:28.833 --> 00:35:44.184]  Informed consent is very important in any medical procedure, especially in a procedure like vaccination, where it is known that it can cause injury or death in some people, and that the government has absolved the pharmaceutical companies from any liability if your child does get hurt.
[00:35:44.485 --> 00:35:50.509]  We feel it is particularly important that your right is preserved to be able to say no and request more information.
[00:35:50.649 --> 00:35:53.591]  So, that's what we do with NVICadvocacy.org.
[00:35:53.751 --> 00:35:57.134]  We are the advocacy program for the National Vaccine Information Center.
[00:35:57.654 --> 00:36:00.095]  I also run the Texas grassroots group Prove.
[00:36:00.595 --> 00:36:17.998]  I'm a co-founder and president and what we do is we track these specific issues for the state of Texas and we worked very heavily with the legislature over the years and in 2003 we were responsible for getting the conscientious exemption to vaccination passed in the Texas legislature.
[00:36:18.499 --> 00:36:24.740]  We have a lot of support out there, a lot of families in the state of Texas and across the country who are on board with
[00:36:25.120 --> 00:36:27.462]  Making sure that their family's rights are protected.
[00:36:27.502 --> 00:36:31.186]  And so we really appreciate having the opportunity to talk to you all about this stuff today.
[00:36:31.666 --> 00:36:34.048]  And what I like is that this movement is growing.
[00:36:34.268 --> 00:36:37.812]  A few years ago, people didn't really want to talk about vaccines out in the open.
[00:36:37.852 --> 00:36:45.699]  Now, anywhere I go, any parents I talk to, when they find out I work for Alex Jones, one of the first things they ask me for or about is, you know, vaccines.
[00:36:45.719 --> 00:36:46.660]  Do you vaccinate your children?
[00:36:46.680 --> 00:36:47.080]  What do you do?
[00:36:47.100 --> 00:36:48.161]  I said, well, you got to get the facts.
[00:36:48.221 --> 00:36:49.963]  I said, have you ever read a vaccine insert?
[00:36:50.403 --> 00:36:51.344]  And I just go from there.
[00:36:52.424 --> 00:36:52.964]  Absolutely.
[00:36:53.004 --> 00:36:53.905]  It's a good point, Rob.
[00:36:54.345 --> 00:37:03.367]  You know, more and more people also are meeting people who are adversely affected now that so many adults are having to receive vaccines for work, and we'll talk about that later.
[00:37:04.128 --> 00:37:10.970]  And so many kids have had so many injuries with all of these vaccines that have been added recently to the schedule.
[00:37:10.990 --> 00:37:18.972]  It's especially a shocker for grandparents when they see what their grandchildren are being vaccinated with today because they remember
[00:37:19.452 --> 00:37:25.355]  What the list was when their children were receiving vaccines, and it's triple, if not more.
[00:37:25.495 --> 00:37:27.897]  And so it is a growing issue for sure.
[00:37:28.397 --> 00:37:30.018]  And I got a quick message for people out there.
[00:37:30.038 --> 00:37:32.039]  I'm going to address the camera just for one second here.
[00:37:33.440 --> 00:37:40.364]  Back in the 50s, they knew the polio vaccine had the SV40 virus in it, and they still inoculated millions and millions of people with it.
[00:37:40.404 --> 00:37:47.308]  So if you think that back in the 50s it was the good old days and vaccination was cool then, they had problems with it back then.
[00:37:47.988 --> 00:37:53.209]  And they have problems now and we're not going to hear about the problems that they're having now for 10, 20, 30, 40 years.
[00:37:53.549 --> 00:37:55.370]  So just do the research out there people.
[00:37:55.750 --> 00:37:58.551]  Don't make the mistakes that other people have made in this country.
[00:37:58.831 --> 00:38:01.191]  And let's go ahead and let's talk about the Texas bills real quick.
[00:38:02.131 --> 00:38:06.292]  The SB 63 and 64, let's start in the Senate and then we'll move to the House.
[00:38:06.832 --> 00:38:08.893]  Tell us about these bills and why they're important.
[00:38:09.941 --> 00:38:33.626]  Senate Bill 63 is sponsored by Senator Jane Nelson and what it does is it allows for minor children to consent to vaccination without parental knowledge or consent if that minor child is pregnant or if that minor child is a parent themselves.
[00:38:34.466 --> 00:38:37.087]  Now, I think people can understand why
[00:38:38.507 --> 00:38:38.667]  Yes.
[00:38:55.640 --> 00:38:58.821]  Can go and consent to a vaccination without parental knowledge or consent.
[00:38:59.201 --> 00:39:10.403]  And the reason why it's unacceptable is if it were my child and she went without my knowledge and had a vaccine and she had a reaction, I would not be able to know what to look for.
[00:39:10.563 --> 00:39:12.383]  What if she started having serious symptoms?
[00:39:12.503 --> 00:39:17.604]  I would not know that she was exposed but also I am financially responsible for her care.
[00:39:17.724 --> 00:39:21.825]  I am legally responsible for her care and without that knowledge going behind
[00:39:22.225 --> 00:39:31.052]  Her going behind my back and being encouraged by some of these clinics and some of these doctors to do so when she might not have the capacity to be able to make that decision.
[00:39:31.553 --> 00:39:37.657]  Especially given that, obviously, if an underage child is pregnant, they're not making the best decisions to begin with.
[00:39:38.138 --> 00:39:42.441]  Then I think we really need to look at that and say, what are you doing in the Senate?
[00:39:42.541 --> 00:39:43.542]  This needs to stop.
[00:39:43.902 --> 00:39:50.668]  Minor children should not be consenting to vaccination under any circumstances without parental knowledge or consent.
[00:39:50.928 --> 00:39:54.954]  I agree, this is a classic case of the state wanting to become the parent.
[00:39:55.780 --> 00:40:02.562]  And in any way they can, any little, and it's, you know, getting the nose under the tent, as they say, the camel's nose under the tent.
[00:40:02.582 --> 00:40:03.142]  Absolutely.
[00:40:03.262 --> 00:40:15.045]  And also, you know, let's not forget about the pharmaceutical companies trying every way, shape, and form to expand the market and be able to get that one little extra group of people to get vaccines.
[00:40:15.285 --> 00:40:20.926]  And, you know, that's what all of these bills that we're talking about really relate to, is it's about them making more money.
[00:40:21.685 --> 00:40:26.327]  The vaccine, I see it as kind of like the golden ticket, if you were to take a Willy Wonka reference.
[00:40:26.347 --> 00:40:37.673]  You get that first vaccine, and it debilitates you for life, or causes something, and then you're a lifelong patient of these vaccine companies, whether it's getting more drugs, more pills, more injections.
[00:40:38.173 --> 00:40:42.315]  They always have something else to help you with, no matter what, you know, the problem is.
[00:40:42.375 --> 00:40:43.856]  It's never the vaccine's fault, though.
[00:40:43.876 --> 00:40:45.436]  It's never the golden ticket's fault.
[00:40:45.476 --> 00:40:46.557]  It's always something else.
[00:40:47.110 --> 00:40:50.976]  They always have a study to try to prove it's something else.
[00:40:51.137 --> 00:40:53.621]  Let's move on to SB64.
[00:40:53.721 --> 00:40:58.589]  That's even scarier because that's going to affect a lot of people across the state of Texas.
[00:40:59.261 --> 00:40:59.942]  Absolutely.
[00:41:00.062 --> 00:41:06.951]  What SB 64 does is it requires anybody that has a licensed child care facility.
[00:41:07.071 --> 00:41:16.503]  This could be an in-home daycare, it could be a church daycare, it could be a full-fledged business with a freestanding building where they have dozens of kids.
[00:41:16.563 --> 00:41:17.064]  It's every
[00:41:17.424 --> 00:41:28.337]  Every daycare system that is licensed to operate in the state of Texas, it requires them to come up with a mandatory vaccination policy with penalties if someone doesn't comply.
[00:41:28.357 --> 00:41:31.421]  This is not an experimental thing here.
[00:41:31.961 --> 00:41:34.965]  Last session, Jane Nelson, who's the author of this bill,
[00:41:35.205 --> 00:41:39.786]  It also authored another bill that did this to healthcare workers.
[00:41:39.986 --> 00:41:42.187]  It is virtually identical language.
[00:41:42.627 --> 00:41:54.811]  And what we've seen happen since then is multiple, good, dedicated, qualified healthcare workers around the state are being fired for standing up for their right to say no to a vaccine.
[00:41:55.091 --> 00:41:57.952]  They're pushing the flu vaccine on all these health care workers.
[00:41:57.992 --> 00:42:00.313]  They're pushing pertussis vaccination.
[00:42:00.373 --> 00:42:01.934]  They're pushing a whole bunch of them.
[00:42:02.074 --> 00:42:05.256]  Even in some cases, I've heard chickenpox vaccination on adults.
[00:42:05.776 --> 00:42:09.898]  So this is not a guess here that this bill is going to cause problems.
[00:42:09.918 --> 00:42:15.080]  We have a history of what it's already doing in the health care market and what it's doing to these dedicated people.
[00:42:15.120 --> 00:42:16.261]  This is an industry
[00:42:16.681 --> 00:42:40.868]  We already have shortages of good qualified people and we're taking people that have been decades in the field, dedicating their lives to the service of others, and we're throwing them out on the street because they don't feel comfortable getting a flu shot because either they have had a past reaction, they feel that they don't need it because they're healthy, and they see the evidence sometimes of what happens to some of their co-workers, how they get sick after receiving a vaccine.
[00:42:41.568 --> 00:42:44.450]  This is not something that we need to take lightly.
[00:42:44.550 --> 00:42:58.141]  We need to stand up because if we can rationalize a field being required to take a vaccine to be able to just support your family, for you to get out and get a job and support your family, where is this going to stop?
[00:42:58.161 --> 00:42:59.322]  We have to draw the line.
[00:42:59.662 --> 00:43:04.526]  Your skin, the boundary of your skin should be the border here and they are crossing it big time.
[00:43:05.106 --> 00:43:11.293]  And it's really up to the individual employees as to whether or not they decide they want to use a vaccine.
[00:43:11.534 --> 00:43:15.118]  People should not be extorting their employment with a vaccination.
[00:43:15.606 --> 00:43:16.407]  I totally agree.
[00:43:16.527 --> 00:43:18.448]  And we just had that article up on screen.
[00:43:18.808 --> 00:43:22.130]  Healthcare workers fired for failing to get flu vaccinations.
[00:43:22.170 --> 00:43:23.731]  And this was in Cincinnati, Ohio.
[00:43:24.131 --> 00:43:28.953]  They fired 150 of their 10,000 employees because they would not get vaccinated to get against the flu.
[00:43:29.494 --> 00:43:32.495]  It's 150 brave people that actually stood up.
[00:43:32.936 --> 00:43:33.996]  They got fired for it.
[00:43:34.376 --> 00:43:36.878]  But I think you'll see some vindication there in the future from them.
[00:43:37.418 --> 00:43:38.539]  More people have to stand up.
[00:43:38.600 --> 00:43:40.442]  It's got to be more than 150 out of 10,000.
[00:43:40.542 --> 00:43:43.045]  It's got to be 5,000 out of 10,000.
[00:43:43.125 --> 00:43:46.369]  And it can't be just the people who are affected.
[00:43:46.949 --> 00:43:55.019]  When they do this incremental creep going after each field, people feel like, well, that doesn't affect me, that's not my job.
[00:43:55.039 --> 00:43:57.061]  But the problem is, the more they do this,
[00:43:57.702 --> 00:43:59.984]  The more likely it's going to happen in your field as well.
[00:44:00.004 --> 00:44:09.930]  We all need to step up and say you should not be required to have to put chemical substances that can cause injury or death into your body to be able to have a job.
[00:44:10.210 --> 00:44:11.411]  That is unreasonable.
[00:44:11.711 --> 00:44:17.055]  And here is a situation where the state is requiring them to come up with a policy for this.
[00:44:17.475 --> 00:44:24.540]  Now, there's some tricky language in these bills that I just want to clarify because people may say, well, you can get an exemption.
[00:44:24.560 --> 00:44:27.162]  The problem is the language in the bill
[00:44:28.102 --> 00:44:36.389]  The conscientious exemption language, it says in the bill that it's up to the facility that they may offer an exemption.
[00:44:36.769 --> 00:44:41.012]  The problem is, when you give them the choice, none of them are doing it.
[00:44:41.453 --> 00:44:48.278]  As a matter of fact, when the health care worker bill was up last session, we had an amendment put on the bill.
[00:44:48.338 --> 00:44:51.640]  We had a lot of support from the legislature to require
[00:44:52.501 --> 00:44:54.402]  A conscientious exemption to be offered.
[00:44:54.862 --> 00:45:00.024]  But the problem was the bill author had it stripped out in conference committee.
[00:45:00.484 --> 00:45:01.484]  That bill was killed.
[00:45:01.644 --> 00:45:06.306]  She added this language onto the Medicaid finance bill in special session and there's no way to stop that.
[00:45:06.366 --> 00:45:14.068]  The whole purpose of that bill was to come up with a financial scheme for education and for Medicaid.
[00:45:14.148 --> 00:45:15.789]  And so we couldn't kill that.
[00:45:15.929 --> 00:45:17.609]  So she got this language through.
[00:45:17.629 --> 00:45:19.410]  It was not something that was popular.
[00:45:19.950 --> 00:45:27.694]  The language needs to absolutely 100% require that an exemption be offered for reasons of conscience.
[00:45:28.294 --> 00:45:30.135]  But it's not like that right now.
[00:45:30.255 --> 00:45:34.717]  And most facilities are hiding behind this and firing people for two reasons.
[00:45:35.098 --> 00:45:43.562]  One, because sometimes they get better reimbursements or quality ratings for their vaccination rates.
[00:45:44.182 --> 00:45:50.086]  And so they're using this legislation to excuse themselves for firing good people.
[00:45:50.126 --> 00:45:50.986]  And it's just not okay.
[00:45:51.006 --> 00:45:54.408]  And the same thing is going to happen in every area that it expands to.
[00:45:54.468 --> 00:45:59.151]  And this daycare system is the first area outside of healthcare workers where we're seeing this come up.
[00:45:59.631 --> 00:46:01.972]  Well, Don, I think we need to go a step further.
[00:46:01.992 --> 00:46:04.693]  I think we just need to kill these bills in committee.
[00:46:05.113 --> 00:46:06.673]  We need to put pressure on these people.
[00:46:06.713 --> 00:46:11.655]  Let them know that, you know, we're sick and tired of the government getting into our business and telling us what we have to do with our bodies.
[00:46:11.695 --> 00:46:13.435]  And this is just another example of that.
[00:46:14.035 --> 00:46:17.857]  And then let's go to House Bill, what is it, House Bill 772.
[00:46:18.417 --> 00:46:20.377]  Wow, this is even worse.
[00:46:20.717 --> 00:46:22.098]  If it couldn't get any worse, this is worse.
[00:46:23.081 --> 00:46:28.925]  Absolutely, and this to me is a threat to every single person in the state.
[00:46:29.325 --> 00:46:37.090]  House Bill 772 requires everybody in the state, adults and children, to be put into a vaccine tracking system.
[00:46:37.410 --> 00:46:39.091]  You need to understand the history though.
[00:46:39.531 --> 00:46:40.692]  Back in 1997, the state health department
[00:46:42.873 --> 00:46:45.776]  Tried to create their vaccine tracking system and include everybody.
[00:46:46.377 --> 00:46:56.409]  We got involved, we got parents all over the state, families writing to legislators, and the legislature agreed that opt-in informed consent was necessary before someone could be included.
[00:46:57.632 --> 00:47:06.544]  Every single session, almost every single session, somebody has come back to try and change this from an opt-in system to an opt-out system.
[00:47:07.045 --> 00:47:09.428]  But it's so much worse than an opt-out system.
[00:47:09.488 --> 00:47:10.690]  This is forced inclusion.
[00:47:10.910 --> 00:47:14.055]  Everybody would have to go in, and then you'd have to somehow learn that you're in there.
[00:47:14.435 --> 00:47:16.096]  And go pull yourself out?
[00:47:16.496 --> 00:47:18.316]  But how's that going to even happen?
[00:47:18.336 --> 00:47:31.620]  They would have to keep a database on everybody who is a non-consenter so that when the data is automatically dumped by health insurance companies, by doctor's offices, to this tracking system, they have to know who to not include.
[00:47:31.900 --> 00:47:38.882]  So by the way the whole system is set up, if you're forced to opt out or pull your data out after it's in, you're still being tracked.
[00:47:39.242 --> 00:47:41.845]  This is absolutely unacceptable.
[00:47:42.225 --> 00:47:56.179]  Nobody should be able to take your private health information, especially vaccine records, when vaccines are so controversial, and put them in a database where you're authorized, where the state is authorized to contact you by phone, by email, and the legislation even goes back and says home visits.
[00:47:57.000 --> 00:48:00.384]  That is what this would allow them to do if you don't have vaccine.
[00:48:00.404 --> 00:48:06.311]  Can you imagine getting a phone call or a letter from the health department or knock on your door saying you didn't have your flu shot this year?
[00:48:06.692 --> 00:48:09.595]  This is way, way overreaching.
[00:48:10.136 --> 00:48:14.501]  Luckily, enough people called that committee the day of the hearing.
[00:48:14.861 --> 00:48:16.703]  And that bill has not been advancing.
[00:48:16.803 --> 00:48:18.664]  That was temporarily pulled down.
[00:48:18.945 --> 00:48:20.806]  But we have to watch that one like a hawk.
[00:48:21.026 --> 00:48:26.731]  That language could be added on to another bill, or this could come up again when we're not aware of it.
[00:48:26.811 --> 00:48:29.434]  So we really need to watch and keep the pressure up.
[00:48:29.834 --> 00:48:31.776]  This is completely unacceptable.
[00:48:32.267 --> 00:48:34.328]  And we actually saw that in California.
[00:48:34.428 --> 00:48:40.549]  There's news footage of a news crew following around a guy trying to get people to, hey, did you know your daughter's not up to date on her shots?
[00:48:40.589 --> 00:48:42.890]  Like knocking on people's doors and telling them this.
[00:48:42.930 --> 00:48:44.930]  And hey, we're here to give them the shots if they're ready.
[00:48:45.530 --> 00:48:50.172]  And you know, what was funny is people were slamming the doors in the guy's face, telling him get off their property.
[00:48:50.212 --> 00:48:54.313]  I mean, it's good to see Americans speaking out against this stuff because we need to do it.
[00:48:54.353 --> 00:48:54.893]  We need to do it.
[00:48:55.173 --> 00:48:59.234]  Tell us how people can get involved and talk about these and put pressure
[00:48:59.674 --> 00:49:14.849]  On their legislators, and then talk about on your website, NVICadvocacy.org, NVICadvocacy.org, how you guys actually have a list of bills that people need to watch all over the country, not just in the state of Texas.
[00:49:15.356 --> 00:49:15.616]  Sure.
[00:49:15.696 --> 00:49:29.720]  Okay, so on the first bill, Senate Bill 63, the one that allows for a minor child to go and get consent to vaccination without parental knowledge or consent, this one we have a procedural issue that we can hang them on.
[00:49:29.740 --> 00:49:31.241]  I was at the committee.
[00:49:31.261 --> 00:49:35.542]  I submitted a registered opposition to this bill.
[00:49:36.662 --> 00:49:48.288]  The senator, after the bill was passed out of committee, has recommended it go to something called the local and uncontested calendar, meaning that it'll just get signed through and there won't be a debate on the floor about it.
[00:49:48.688 --> 00:49:54.891]  The problem is they're not allowed to do that if there was opposition, and if you go on the legislative website for the state of Texas,
[00:49:55.231 --> 00:49:56.732]  It shows that we were opposed to it.
[00:49:56.772 --> 00:49:58.593]  So she's trying to get away with something here.
[00:49:58.913 --> 00:50:06.837]  So on Senate Bill 63, we need everybody calling their state senator and telling them there is opposition registered on this bill.
[00:50:07.077 --> 00:50:10.179]  This should not go up to local unconsented calendars.
[00:50:10.499 --> 00:50:17.783]  This should be debated in the legislature and it should be voted down because no child has the capacity to understand the
[00:50:18.643 --> 00:50:19.244]  We're good to go.
[00:50:34.105 --> 00:50:52.510]  And for Senate Bill 64, the one that requires the child care workers to have a vaccination policy where there's required vaccinations, also contact your state senator and tell them absolutely not is it okay for any worker in this state to be required to get a vaccine to keep their jobs.
[00:50:53.010 --> 00:51:03.233]  If they're not listening, ask them how they would feel if in order to come in and serve their constituents every day, they had to get all these vaccines.
[00:51:04.033 --> 00:51:04.774]  Put it to them.
[00:51:05.014 --> 00:51:07.116]  I mean, they're in a crowded situation.
[00:51:07.416 --> 00:51:09.698]  They're up late in committee hearings.
[00:51:09.958 --> 00:51:11.280]  They're out to eat a lot.
[00:51:11.320 --> 00:51:13.822]  They don't necessarily have the healthiest lifestyle.
[00:51:14.062 --> 00:51:15.503]  And we're concerned about their safety.
[00:51:15.543 --> 00:51:16.284]  We really are.
[00:51:16.504 --> 00:51:17.145]  We are.
[00:51:17.445 --> 00:51:19.026]  About their safety, sure.
[00:51:19.247 --> 00:51:20.588]  I'm worried about our legislatures.
[00:51:21.148 --> 00:51:21.569]  Me too.
[00:51:22.530 --> 00:51:30.857]  But put it to them seriously, in all seriousness, if they're not willing to roll up their sleeves and whatever else and take these shots, they shouldn't be requiring somebody else to do it.
[00:51:30.877 --> 00:51:31.117]  I agree.
[00:51:31.197 --> 00:51:33.820]  It's too critical and it's unnecessary.
[00:51:34.280 --> 00:51:35.461]  So that's Senate Bill 64.
[00:51:35.501 --> 00:51:36.162]  Now, on House Bill 772,
[00:51:40.786 --> 00:51:42.887]  This is still in the committee.
[00:51:43.167 --> 00:51:47.329]  It was pulled down temporarily, but there has not been a vote on it.
