[00:00:01.849 --> 00:00:06.913]  From the front lines of the Information War, it's Alex Jones.
[00:25:36.675 --> 00:25:47.503]  It also should go without saying that he's acting with the use of illegal violence, and he becomes the violent person to say that if you don't... And this is not new.
[00:25:47.543 --> 00:25:49.564]  He's been doing this, you know, in environmental regulations.
[00:25:49.864 --> 00:25:53.267]  If Congress moves too slowly, well, I'll write an executive order.
[00:25:53.507 --> 00:25:56.189]  But he didn't invent the executive order and the signing orders.
[00:25:56.729 --> 00:25:57.990]  You know, I'll ignore this.
[00:25:58.931 --> 00:26:01.473]  But it's accelerating and getting dictatorial.
[00:26:01.513 --> 00:26:05.856]  What do we do if Obama orders us to turn our guns in?
[00:26:06.016 --> 00:26:08.698]  Doesn't that make him a dictator if he just says, I'll do whatever I want?
[00:26:08.718 --> 00:26:11.920]  It's certainly a dictatorial move on that.
[00:26:12.260 --> 00:26:18.745]  If the American people had been a little better versed, maybe they wouldn't have re-elected him.
[00:26:19.225 --> 00:26:28.554]  So, I do not say that he is a dictator like some of the 20th century dictators that killed 290 million people, but these are dictatorial moves.
[00:26:28.574 --> 00:26:35.661]  They're very, very dangerous, and people say to me, why are you worried about, you know, the military arresting Americans?
[00:26:36.161 --> 00:26:38.063]  Setting the precedent under NDAA.
[00:26:38.083 --> 00:26:39.704]  We're almost out of time.
[00:26:39.784 --> 00:26:40.625]  Sir, will you turn in your semi-autos?
[00:26:58.982 --> 00:27:06.885]  Well, I might not even have anything to turn in for that purpose, but I don't think the American people will.
[00:27:07.425 --> 00:27:10.726]  I've always assumed that the line in the sand may well be drawn.
[00:27:11.926 --> 00:27:23.530]  If the federal agent marches in unannounced and they say, well, give me your gun and give me your gold, I don't think we'll do that calmly.
[00:27:23.570 --> 00:27:27.251]  I think the American people will highly resent it and resist.
[00:27:27.631 --> 00:27:32.455]  So you think I was right, then, telling Piers Morgan, if they try to confiscate the guns, it will start 1776 Part 2?
[00:27:32.575 --> 00:27:37.880]  I don't know whether I put them in the same words, but I think I said something very similar to what you're saying.
[00:27:38.180 --> 00:27:39.341]  Well, God bless you, sir.
[00:27:39.381 --> 00:27:40.983]  I hope we can get you back again in a month.
[00:27:41.343 --> 00:27:43.885]  What are any other websites that are important to plug?
[00:27:43.905 --> 00:27:44.946]  Just campaignforliberty.org?
[00:27:47.228 --> 00:27:50.710]  We're listing some new things there because we're making some other webpages.
[00:27:50.770 --> 00:27:53.792]  I'm going to have a home page.
[00:27:54.052 --> 00:28:00.215]  Unfortunately, I didn't have ronpaul.com, so I'm going to have to have ronpaul'shomepage.com.
[00:28:00.476 --> 00:28:02.157]  That'll be coming up, but it's not ready yet.
[00:28:02.357 --> 00:28:02.577]  All right.
[00:28:02.597 --> 00:28:03.577]  Big announcement's coming soon.
[00:28:03.597 --> 00:28:05.018]  We'll talk to you and say hi to the family.
[00:28:05.038 --> 00:28:05.659]  God bless you, sir.
[00:28:05.679 --> 00:28:06.059]  Thank you.
[00:28:06.579 --> 00:28:08.100]  Great to talk to that man during this dark time.
[00:28:08.600 --> 00:28:10.081]  I told you executive orders were coming.
[00:28:10.701 --> 00:28:12.242]  They're getting us ready to see if we'll take it.
[00:28:12.823 --> 00:28:15.044]  Ladies and gentlemen, this could be it.
[00:28:18.544 --> 00:28:21.525]  Well, that concludes my interview with Congressman Ron Paul last week.
[00:28:21.565 --> 00:28:28.168]  Just incredibly important information, where he agrees with me that most Americans' line in the sand is the Second Amendment.
[00:28:28.228 --> 00:28:29.429]  It's how our country was founded.
[00:28:30.149 --> 00:28:32.770]  And this is nothing but pure tyranny we're witnessing right now.
[00:28:33.090 --> 00:28:38.073]  So I pray we can fix this peacefully through the courts, through the states, and through the Congress.
[00:28:38.113 --> 00:28:40.834]  And a lot of people are standing up against this tyranny.
[00:28:41.314 --> 00:28:42.955]  Including our next interview.
[00:28:44.028 --> 00:28:52.959]  Former state rep and, of course, Luby's Massacre survivor and mother and all-around just amazing patriot, Susanna Hupp.
[00:28:53.459 --> 00:28:57.084]  I talked to her and here are some excerpts of this incredibly important interview.
[00:29:01.860 --> 00:29:06.441]  The New Year is a great time to take charge of your health and wellness.
[00:29:06.962 --> 00:29:11.003]  Get serious and make a stand with Supernatural Silver.
[00:29:11.483 --> 00:29:19.165]  This is a breakthrough in silver technology that is several hundred times more effective than colloidal or ionic silver.
[00:29:19.725 --> 00:29:28.568]  Supernatural Silver can be taken orally every day to help fight bacteria, viruses, infections, yeast and molds.
[00:29:29.148 --> 00:29:36.134]  Supernatural Silver is also exceptional for wound care and is highly effective for water purification.
[00:29:36.755 --> 00:29:46.224]  It is the number one choice for thousands of people for immune system support and it is also a perfect choice for your emergency preparedness.
[00:29:46.764 --> 00:29:53.826]  Go to SupernaturalSilver.com today and give yourself and your loved ones a fighting chance.
[00:29:54.407 --> 00:29:56.707]  That's SupernaturalSilver.com.
[00:29:57.268 --> 00:30:00.729]  Check out our new low prices and like us on Facebook.
[00:30:03.314 --> 00:30:04.656]  We're subject to public police action.
[00:30:05.456 --> 00:30:06.377]  Tyranny is here.
[00:30:06.738 --> 00:30:10.301]  The grim future foretold in 1984 has become reality.
[00:30:10.601 --> 00:30:12.864]  It really says that the state is God.
[00:30:12.884 --> 00:30:18.349]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:30:18.770 --> 00:30:25.016]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:30:25.416 --> 00:30:30.960]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:30:31.361 --> 00:30:35.083]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:30:35.564 --> 00:30:39.587]  Prepare to enter the secretive world of emergency dictatorship.
[00:30:39.867 --> 00:30:45.371]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:30:45.811 --> 00:30:48.753]  It's only the beginning of the New World Order's hellish plan.
[00:30:49.374 --> 00:30:50.795]  The police state isn't coming.
[00:30:51.335 --> 00:30:51.776]  It's here.
[00:30:52.437 --> 00:30:59.272]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[00:31:01.107 --> 00:31:12.312]  Looking back on 2012, we ask ourselves, how did we ever survive from natural disasters like Hurricane Sandy and the devastating summer drought to the family hardships brought on by a disastrous economy?
[00:31:12.612 --> 00:31:14.993]  Our hearts go out to those that have lost everything.
[00:31:15.313 --> 00:31:21.656]  At eFoods Direct, we hear from customers every day that are fortunate enough to weather life's storm by having a supply of food on hand.
[00:31:21.896 --> 00:31:23.037]  After Hurricane Sandy,
[00:31:23.317 --> 00:31:31.947]  Danny from New York City wrote, almost all of the grocery stores are closed, but I managed to get my e-foods just in time to be able to help my sister and niece.
[00:31:32.347 --> 00:31:36.112]  It is better to be prepared ten years too early than one day too late.
[00:31:36.312 --> 00:31:38.194]  I can warn you, but I can't feed you.
[00:31:38.374 --> 00:31:40.535]  Heed the warnings and do what Alex has done.
[00:31:40.675 --> 00:31:48.079]  Call 800-409-5633 today or go to efoodsdirect.com slash Alex and build your food supply.
[00:31:48.299 --> 00:31:52.061]  It's the best tasting non-GMO long-term storable food on the planet.
[00:31:52.202 --> 00:31:54.543]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:31:54.563 --> 00:31:56.164]  You can bet your life on eFoodsDirect.
[00:32:02.961 --> 00:32:10.644]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:32:11.084 --> 00:32:14.705]  Alex and his staff have used these pure soap products for years.
[00:32:15.145 --> 00:32:21.968]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:32:22.448 --> 00:32:25.269]  See them on the web at 5starsoap.com
[00:32:25.469 --> 00:32:29.973]  Or call 800-340-7091 for a free catalog.
[00:32:30.313 --> 00:32:35.978]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:32:36.258 --> 00:32:41.363]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:32:41.663 --> 00:32:43.284]  This is an amazing deal.
[00:32:43.645 --> 00:32:48.209]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:32:48.869 --> 00:32:56.535]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[00:33:02.440 --> 00:33:03.621]  Coast to Coast.
[00:33:03.982 --> 00:33:05.383]  Direct from Austin.
[00:33:06.023 --> 00:33:09.246]  You're listening to the Alex Jones Broadcasting Network.
[00:33:16.141 --> 00:33:20.346]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:33:20.967 --> 00:33:21.787]  You want answers?
[00:33:22.568 --> 00:33:23.449]  Well, so does he.
[00:33:24.110 --> 00:33:27.734]  He's Alex Jones on the GCN Radio Network.
[00:33:28.315 --> 00:33:32.379]  And now, live from Austin, Texas, Alex Jones.
[00:33:36.232 --> 00:33:40.096]  Representative Susanna Grasha-Hupp, former representative.
[00:33:40.836 --> 00:33:42.618]  She's a survivor of the Luby's Massacre.
[00:33:42.638 --> 00:33:43.919]  Some of her family was killed.
[00:33:44.380 --> 00:33:50.606]  She famously testified before Congress to Chuckie Schumer that, hey, our guns aren't for duck hunting.
[00:33:51.146 --> 00:33:53.628]  The full testimony is up at InfoWars.com right now.
[00:33:54.955 --> 00:33:56.276]  We just reposted it up there.
[00:33:56.656 --> 00:33:59.737]  She said it's to protect us from you guys up there.
[00:34:00.217 --> 00:34:12.043]  And I wanted to get her on the air because she was instrumental nationwide testifying before legislatures everywhere, not just the Texas legislature that she later chaired committees on, to get concealed carry in.
[00:34:12.063 --> 00:34:16.685]  And we've seen 25, 30 percent or more reductions in every state that's done it.
[00:34:16.885 --> 00:34:20.066]  So she'll be joining us to the bottom of the hour here in just a moment.
[00:34:20.306 --> 00:34:24.228]  Here is just a short excerpt of her testimony before Congress.
[00:34:26.058 --> 00:34:28.399]  The Second Amendment is not about duck hunting.
[00:34:29.640 --> 00:34:39.785]  And I know I'm not going to make very many friends saying this, but it's about all rights, all of our rights, to be able to protect ourselves from all of you guys up there.
[00:34:42.563 --> 00:34:48.004]  Man, that was back in the mid-1990s, and here we are in 2013.
[00:34:48.145 --> 00:34:51.926]  Great way to kick off the new year with a champion of liberty.
[00:34:52.706 --> 00:34:58.967]  I've got to say, if any one person got concealed carry in, you can say what you want about it turning a right into a privilege.
[00:34:59.428 --> 00:35:06.470]  The point is, is that it put guns on the street in law-abiding citizens' hands, and the criminals are keeping their heads down.
[00:35:06.750 --> 00:35:09.810]  Violent crime down over 20% nationwide on average since then.
[00:35:10.050 --> 00:35:11.551]  We've shown the new FBI statistics.
[00:35:12.091 --> 00:35:14.392]  Except in areas where they've taken the guns, crime is up.
[00:35:15.172 --> 00:35:18.393]  Former representative, talk show host on 590 AM, you name it.
[00:35:18.973 --> 00:35:19.773]  Best-selling author.
[00:35:21.273 --> 00:35:22.554]  Mrs. Hupp, good to have you on with us.
[00:35:22.994 --> 00:35:23.354]  Hey!
[00:35:23.474 --> 00:35:24.854]  Happy New Year to you, Alex.
[00:35:25.414 --> 00:35:26.715]  Well, I am excited.
[00:35:27.595 --> 00:35:35.337]  What's your take on everything that's happening and the open calls now and the Feinstein bill to physically make you turn guns in?
[00:35:35.357 --> 00:35:37.517]  It's a scary thing, isn't it?
[00:35:37.777 --> 00:35:40.178]  You know, I've talked to a lot of friends of mine who
[00:35:41.818 --> 00:35:46.919]  We all kind of talk big, you know, you hear the from my cold dead fingers comments.
[00:35:47.459 --> 00:36:01.123]  But the truth of the matter is, if a bunch of jackbooted thugs show up at my door and put a gun to my child's head and says, turn over all your guns or else, I'm probably going to turn over my guns.
[00:36:02.509 --> 00:36:13.400]  You know, so I think it's really important and I think this is why so often revolutions are mostly about young people and young people without extended families.
[00:36:13.521 --> 00:36:14.101]  You know what I mean?
[00:36:16.123 --> 00:36:17.425]  It's a scary world right now.
[00:36:19.921 --> 00:36:23.382]  It certainly is, but there's 160 plus million gun owners.
[00:36:23.822 --> 00:36:27.143]  If 1% fight back, that's 1.5 million soldiers.
[00:36:27.903 --> 00:36:31.064]  I agree, most people are going to turn to men, at least in the first wave.
[00:36:31.524 --> 00:36:35.225]  But the tyranny that follows is going to result in a civil war.
[00:36:35.245 --> 00:36:40.346]  And have you noticed all the branding of Obama as the new Lincoln and how he's going to kick the butt of the states?
[00:36:40.386 --> 00:36:40.946]  It's pretty creepy.
[00:36:42.260 --> 00:36:42.661]  It is.
[00:36:42.741 --> 00:36:43.601]  It's very frightening.
[00:36:43.821 --> 00:36:55.248]  And, you know, when I talk about people turning in their guns, I think there are an awful lot of people that are going out of their way to purchase guns that don't have a track record, you know, that can't be traced to them.
[00:36:55.908 --> 00:36:58.890]  And those guns are going to be hidden and buried all over the place.
[00:36:59.290 --> 00:37:03.493]  And, you know, we might be some of those people.
[00:37:03.733 --> 00:37:07.035]  Alex, you and I are going to be the first doors that they knock on.
[00:37:08.922 --> 00:37:09.422]  You're right.
[00:37:09.542 --> 00:37:11.363]  They're going to try to make examples of people.
[00:37:11.743 --> 00:37:20.785]  Why do you think, for listeners that just joined us, we have the clip, Dianne Feinstein and others are saying, Mr. and Mrs. America, get ready to turn your guns in.
[00:37:22.646 --> 00:37:23.726]  Why do I think she's doing that?
[00:37:23.766 --> 00:37:35.269]  I think because she's absolutely clear that she has the backing of the President and she now has, I would say, 70% of the media firmly behind her.
[00:37:36.354 --> 00:37:50.609]  You know, I was actually sitting, getting a manicure a few days ago, and there was a lady kind of across from me, somebody I didn't know at all, and she got to talking about the guns and the shooting in Connecticut, and she turned to me and said, well, I just think we should get rid of all the guns.
[00:37:50.929 --> 00:37:52.050]  What do you think?
[00:37:53.038 --> 00:37:54.239]  Of course, that was a mistake, right?
[00:37:54.699 --> 00:37:58.962]  No, I took it very easy on her, and I didn't tell her any of my background or anything.
[00:37:58.982 --> 00:38:09.149]  I simply said, well, you know, I've thought about it, and it seems to me that not one single one of these mass shootings has ever occurred where guns were allowed.
[00:38:10.530 --> 00:38:19.797]  And she stopped, and she kind of blinked, and she got up, and she went and washed her hands, and then came back and sat down and looked at me, and she said, you know, I never thought about that, but you're right.
[00:38:21.075 --> 00:38:26.038]  So I think there are an awful lot of people out there that you can't grab with statistics.
[00:38:26.819 --> 00:38:29.060]  You can't grab with logic.
[00:38:30.281 --> 00:38:37.345]  I think there are a lot of people out there that you have to put them in a position of being, you know, as close as you can.
[00:38:38.105 --> 00:38:41.428]  Put them mentally in the position of being completely helpless.
[00:38:42.448 --> 00:38:50.193]  And then ask them if they would rather have somebody with them, even if they choose not to have a gun, if they would rather have somebody with them that knows how to use one or not.
[00:38:51.947 --> 00:38:56.935]  Even if they won't defend themselves, most people are willing to defend their child.
[00:38:58.557 --> 00:39:00.681]  So I do my best to talk about that.
[00:39:02.546 --> 00:39:05.668]  I know it's hard for you to talk about it, but you do to save other lives.
[00:39:05.908 --> 00:39:07.249]  And I've got to commend you again.
[00:39:07.329 --> 00:39:09.811]  As you know, people can pull up the uniform crime statistics.
[00:39:10.311 --> 00:39:16.355]  Since concealed carry became ubiquitous in most states, crime rates on average around 24 to 25 percent.
[00:39:17.055 --> 00:39:20.857]  National, it's only about 20 because of some of the gun-free zones like Chicago and New York.
[00:39:20.897 --> 00:39:25.220]  But the Louvies Massacre was a mass murder that took place October 16, 1991, in Killeen, Texas, United States.
[00:39:28.622 --> 00:39:37.568]  Uh, when George, uh, Henard, uh, crashed his pickup truck through the front window, gotta ban pickup trucks, on a Luby's cafeteria and shot 50 people, killing 23.
[00:39:37.688 --> 00:39:43.392]  Uh, exchanged shots with responding officers and then hid in a bathroom and fatally shot himself.
[00:39:44.133 --> 00:39:47.956]  Uh, you were there, you lost your parents, I know it's tough to talk about, but
[00:39:48.868 --> 00:39:57.092]  We've now seen fathers that lost children in the last few shootings come out and say, don't use this to take people's guns, but the media tries to ignore them.
[00:39:57.753 --> 00:40:01.915]  You as a survivor, I mean, you more than anybody have a right to lay out the record.
[00:40:02.155 --> 00:40:07.418]  Can you, for people that don't know, describe what happened and what would have happened if you would have had a firearm?
[00:40:10.206 --> 00:40:24.957]  Well, to try to keep it brief for you folks, my parents and I, I was about 31 I think at the time, or I just dated myself, my parents and I had gone to a local cafeteria and we were actually eating with the manager of the cafeteria.
[00:40:24.977 --> 00:40:31.142]  The place was packed, it was boss's day, it was the day after payday, middle of the day, beautiful day.
[00:40:31.878 --> 00:40:43.668]  And this guy drove his truck through the window, it was a floor-to-ceiling window, and crashed into a number of tables and came to a jerking halt, pretty much in the middle of the restaurant.
[00:40:44.569 --> 00:40:46.131]  And, of course, you think it's an accident.
[00:40:46.811 --> 00:40:51.395]  And we began to rise up to go help the people he had knocked over, and we heard gunshots.
[00:40:52.836 --> 00:40:56.780]  I was on the passenger side of the vehicle, and it was maybe 15 feet away from me.
[00:40:58.750 --> 00:41:04.234]  My father and I immediately got down on the floor and put the table, turned the table up on its side in front of us.
[00:41:04.294 --> 00:41:05.495]  My mom was down behind us.
[00:41:06.415 --> 00:41:08.237]  And the shooting continued.
[00:41:08.897 --> 00:41:15.122]  Realize this was 1991 and these mass shootings weren't occurring back then, so it wasn't the first thing that comes to your mind.
[00:41:15.822 --> 00:41:21.967]  We were waiting for him to say something like, all right, everybody put your wallets up on the table, or something like that.
[00:41:24.409 --> 00:41:25.229]  That didn't happen.
[00:41:25.249 --> 00:41:26.990]  He just kept shooting.
[00:41:27.531 --> 00:41:35.155]  And when he worked his way around the front of the truck and he was working toward us, a full, I'm going to say 45 seconds had passed.
[00:41:35.615 --> 00:41:39.337]  And I realized he was just executing people.
[00:41:40.478 --> 00:41:42.098]  And it took 45 seconds.
[00:41:42.358 --> 00:41:44.740]  Alex, 45 seconds is an eternity.
[00:41:46.361 --> 00:41:50.183]  When I did realize it, I reached for my purse that had fallen on the floor next to me.
[00:41:50.383 --> 00:41:51.323]  I thought, I've got him.
[00:41:51.543 --> 00:41:52.504]  I've got this guy.
[00:41:53.522 --> 00:42:03.906]  I used to carry a gun in my purse illegally because an assistant VA out of Houston that was a patient of mine convinced me to carry it illegally.
[00:42:04.787 --> 00:42:06.007]  But I did like most people.
[00:42:06.067 --> 00:42:07.648]  You know, you think, eh, what are the odds?
[00:42:07.808 --> 00:42:11.069]  If I need a gun, it's going to be if I break down on a back road somewhere.
[00:42:11.389 --> 00:42:15.731]  It sure as heck not going to be in a crowded restaurant in the middle of the day.
[00:42:17.372 --> 00:42:22.354]  But my gun was 100 yards away in my car where I had begun dutifully leaving it.
[00:42:23.658 --> 00:42:30.944]  So, uh, long story short, at that point, my dad started to break free from my grip and said, I've got to do something.
[00:42:30.964 --> 00:42:31.685]  I've got to do something.
[00:42:31.705 --> 00:42:32.986]  He's going to kill everybody in here.
[00:42:33.607 --> 00:42:38.311]  And he made a run at the guy and the guy just turned and shot my father in the chest.
[00:42:39.312 --> 00:42:43.515]  Um, again, I apologize.
[00:42:43.555 --> 00:42:44.977]  I'm trying to make it a short story.
[00:42:45.357 --> 00:42:46.558]  No, it's important.
[00:42:46.838 --> 00:42:47.499]  Thank you for sharing it.
[00:42:49.721 --> 00:42:53.574]  We'll be right back with more of this powerful testimony from Susannah Hupp.
[00:42:54.136 --> 00:42:54.878]  I'm Alex Jones.
[00:43:01.619 --> 00:43:05.660]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[00:43:05.740 --> 00:43:06.860]  Don't be one of them!
[00:43:06.960 --> 00:43:12.502]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[00:43:12.662 --> 00:43:22.284]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[00:43:22.464 --> 00:43:29.126]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[00:43:29.266 --> 00:43:33.388]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:43:33.608 --> 00:43:42.553]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[00:43:42.693 --> 00:43:46.155]  The Science Digest Journal says, silver is our mightiest germ fighter.
[00:43:46.375 --> 00:43:49.997]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[00:43:50.197 --> 00:43:56.462]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[00:43:56.583 --> 00:44:00.066]  That's SupernaturalSilver.com and like us on Facebook.
[00:44:01.687 --> 00:44:06.271]  The new year is a great time to take charge of your health and wellness.
[00:44:06.791 --> 00:44:10.835]  Get serious and make a stand with Supernatural Silver.
[00:44:11.315 --> 00:44:16.700]  This is a breakthrough in silver technology that is several hundred times more effective
[00:44:19.521 --> 00:44:28.406]  Supernatural silver can be taken orally every day to help fight bacteria, viruses, infections, yeast and molds.
[00:44:28.967 --> 00:44:35.950]  Supernatural silver is also exceptional for wound care and is highly effective for water purification.
[00:44:36.571 --> 00:44:46.036]  It is the number one choice for thousands of people for immune system support and it is also a perfect choice for your emergency preparedness.
[00:44:46.576 --> 00:44:53.626]  Go to SupernaturalSilver.com today and give yourself and your loved ones a fighting chance.
[00:44:54.227 --> 00:44:56.510]  That's SupernaturalSilver.com.
[00:44:57.071 --> 00:45:00.556]  Check out our new low prices and like us on Facebook.
[00:45:03.217 --> 00:45:10.885]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:45:11.325 --> 00:45:14.949]  Alex and his staff have used these pure soap products for years.
[00:45:15.390 --> 00:45:22.217]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:45:22.717 --> 00:45:25.520]  See them on the web at 5starsoap.com.
[00:45:25.720 --> 00:45:30.222]  Or call 800-340-7091 for a free catalog.
[00:45:30.562 --> 00:45:36.224]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:45:36.504 --> 00:45:41.605]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:45:41.906 --> 00:45:43.526]  This is an amazing deal.
[00:45:43.886 --> 00:45:48.428]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:45:49.108 --> 00:45:52.290]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[00:46:01.226 --> 00:46:04.288]  You prepare by purchasing gold, food and firearms.
[00:46:04.628 --> 00:46:10.091]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:46:10.691 --> 00:46:13.893]  When you're sleeping or away from home, who's watching out for intruders?
[00:46:14.573 --> 00:46:15.834]  Check out SimpliSafe.
[00:46:16.154 --> 00:46:20.016]  It's a new do-it-yourself home security system that is completely wireless.
[00:46:20.617 --> 00:46:22.658]  Go to GetSimpliSafe.com
[00:46:23.314 --> 00:46:25.716]  SimpliSafe is independent and off the grid.
[00:46:26.056 --> 00:46:29.839]  It runs on battery power, so even if the grid goes down, you're protected.
[00:46:30.420 --> 00:46:36.565]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:46:37.085 --> 00:46:38.687]  Get SimpliSafe.com.
[00:46:39.407 --> 00:46:43.330]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes.
[00:46:44.071 --> 00:46:46.253]  So there's no need to let a stranger into your home.
[00:46:46.793 --> 00:46:50.377]  If you move or need to relocate, you can take the system with you wherever you go.
[00:46:50.877 --> 00:46:57.322]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:46:57.883 --> 00:47:00.165]  Again, that's GetSimpliSafe.com.
[00:47:02.327 --> 00:47:03.508]  Coast to coast.
[00:47:03.868 --> 00:47:05.269]  Direct from Austin.
[00:47:05.930 --> 00:47:09.133]  You're listening to the Alex Jones Broadcasting Network.
[00:47:17.659 --> 00:47:19.360]  The Alex Jones Show.
[00:47:19.800 --> 00:47:25.902]  Because there is a war on for your mind.
[00:47:26.263 --> 00:47:28.403]  Again, thanks for tuning in on the Sunday Transmission.
[00:47:28.443 --> 00:47:31.705]  We're also here weekdays, 12 noon to 3 p.m.
[00:47:31.825 --> 00:47:32.185]  Eastern.
[00:47:32.705 --> 00:47:34.966]  And of course the website is Infowars.com.
[00:47:35.526 --> 00:47:41.649]  Let's go back to this amazing testimony by Luby's Massacre survivor, Susannah Hupp.
[00:47:43.680 --> 00:47:46.661]  The good news with that, my dad was mortally wounded.
[00:47:46.721 --> 00:47:50.863]  I mean, he had covered maybe half the distance, 7-8 feet from me, but he was still alive.
[00:47:51.123 --> 00:47:57.206]  The good thing about that was it made the gunman change directions and he had to go off to my left instead of continuing directly toward me.
[00:47:58.206 --> 00:48:04.449]  Somebody way at the back of the restaurant broke out one of the windows back there and began to escape through that window.
[00:48:04.509 --> 00:48:06.790]  People were able to escape that way.
[00:48:07.370 --> 00:48:09.411]  We were kind of up in the front corner and couldn't get out.
[00:48:09.911 --> 00:48:18.353]  When I saw what I thought was a chance, the gunman had his back turned toward me, I stood up, I grabbed my mother by the shirt collar and said, come on, come on, we gotta run, we gotta get out of here.
[00:48:19.053 --> 00:48:20.134]  And my feet grew wings.
[00:48:20.694 --> 00:48:25.455]  So, circle it back around, my mom did not follow me out.
[00:48:25.695 --> 00:48:30.336]  And I didn't know that until after, literally, I was outside of the restaurant.
[00:48:30.676 --> 00:48:32.157]  She was staying with your dad, wasn't she?
[00:48:32.776 --> 00:48:35.338]  Police officers later told me what happened to her.
[00:48:35.579 --> 00:48:50.552]  They said that, and a number of them were patients of mine, and they took me and my family to lunch about a week later and told us, they said that when they got into the front, they saw a woman on her knees cradling a mortally wounded man.
[00:48:50.913 --> 00:48:52.354]  And they didn't know who the gunman was.
[00:48:52.992 --> 00:48:55.873]  And they saw this 30-something-year-old man walk up to her.
[00:48:56.133 --> 00:48:57.813]  They said, he put a gun to her head.
[00:48:57.853 --> 00:49:00.833]  She looked up at him, put her head down, and he pulled the trigger.
[00:49:01.113 --> 00:49:07.735]  And they said all they had to do was fire a shot into the ceiling, and this guy ravaged to a back bathroom alcove area.
[00:49:08.055 --> 00:49:11.435]  As he said, exchanged a little gunfire with him and then put a bullet in his own head.
[00:49:11.775 --> 00:49:18.997]  My parents had just had their 47th wedding anniversary a couple of weeks prior to this, and it just didn't occur to me while I was running.
[00:49:19.637 --> 00:49:21.177]  Mom wasn't going anywhere without Dad.
[00:49:21.840 --> 00:49:23.401]  So I was really angry, Alex.
[00:49:23.541 --> 00:49:26.184]  I was really, I was really angry.
[00:49:26.244 --> 00:49:27.344]  I felt very guilty.
[00:49:27.364 --> 00:49:29.686]  I was, I was very angry.
[00:49:29.706 --> 00:49:34.410]  I know people think I made this up later, but you can check the newspapers from the second day.
[00:49:34.430 --> 00:49:40.915]  I said I was angry at my legislators because they had legislated me out of the right to protect myself and my family.
[00:49:41.676 --> 00:49:43.678]  And you can say, well, Susanna, you could have missed.
[00:49:44.338 --> 00:49:45.119]  Yeah, I could have.
[00:49:45.419 --> 00:49:46.300]  Your gun could have jammed.
[00:49:46.400 --> 00:49:48.942]  Well, okay, it's possible it was a revolver.
[00:49:48.962 --> 00:49:50.363]  Not likely, but it's possible.
[00:49:50.981 --> 00:49:55.023]  But the one thing you can't argue with is it would have changed beyond.
[00:49:55.723 --> 00:50:05.527]  I can't begin to tell you how frustrating it is to sit there and wait for it to be your turn and having no way, no means of defending yourself.
[00:50:05.587 --> 00:50:14.030]  I can't imagine being in that position again and having my children or my grandchildren with me and having no way of defending them.
[00:50:14.050 --> 00:50:15.491]  It makes me physically ill.
[00:50:15.987 --> 00:50:23.931]  Well, we now have countless cases since she went public back in 91, 92, 93, where people have at churches and everywhere else stopped gunmen.
[00:50:24.271 --> 00:50:25.771]  Just happened down in San Antonio.
[00:50:25.851 --> 00:50:30.353]  It's just happened other places just since the Sandy Hook shooting.
