[00:00:05.738 --> 00:00:06.938]  They fled from tyranny.
[00:26:08.777 --> 00:26:12.318]  Whatever you do, be part of the fight and I want to salute
[00:26:12.638 --> 00:26:24.712]  And thank all of you that are subscribers and are getting the magazine in bulk or who have ever come to InfoWarsTore.com and bought any of our products because we are supported by patriots and liberty lovers like you.
[00:26:25.092 --> 00:26:26.614]  We couldn't do it without you.
[00:26:34.588 --> 00:26:38.551]  Well, our next guest is someone who is actually doing something about tyranny.
[00:26:38.571 --> 00:26:43.535]  You know, it's been said that the way for tyrants to win is for good men to do nothing.
[00:26:43.995 --> 00:26:46.857]  Well, this is a man who is doing this pro bono.
[00:26:46.937 --> 00:26:48.738]  He is fighting the NDAA.
[00:26:49.139 --> 00:26:53.002]  We have the lead counsel, actually the co-lead counsel for that, Carl Mayer.
[00:26:53.222 --> 00:26:53.822]  Carl, welcome.
[00:26:54.743 --> 00:26:55.483]  Thank you very much.
[00:26:55.604 --> 00:26:57.205]  It's an honor to be on your show.
[00:26:57.811 --> 00:27:02.215]  Well, thank you, and it's an honor to be talking to somebody who's taking a stand against this.
[00:27:02.235 --> 00:27:03.476]  This is really important.
[00:27:04.236 --> 00:27:06.358]  Give us a quick update on the NDAA.
[00:27:06.378 --> 00:27:22.872]  And when I mean the NDAA, of course, we're talking about the National Defense Authorization Act, which is a big omnibus bill, but it's kind of become synonymous in the last little over a year with a very small section that was put in that could essentially overturn due process in this country.
[00:27:24.346 --> 00:27:25.187]  Yeah, that's right.
[00:27:25.807 --> 00:27:30.612]  They call it the NDAA or the National Defense Authorization Act.
[00:27:30.952 --> 00:27:43.444]  You could also call it the bill that allows the military to police our streets in America and to put people into military prisons without the right to trial or counsel.
[00:27:43.804 --> 00:27:47.067]  Yeah, and it's a bipartisan effort too, unfortunately.
[00:27:47.127 --> 00:27:48.048]  It's almost unanimous.
[00:27:48.951 --> 00:27:49.451]  That's right.
[00:27:49.471 --> 00:27:52.152]  It's a completely bipartisan effort.
[00:27:52.632 --> 00:28:00.554]  Just the way this effort on the drones is a bipartisan effort with very few dissenters, you know, Rand Paul being the exception.
[00:28:01.314 --> 00:28:05.915]  There are some dissenters on both wings of the political spectrum.
[00:28:05.955 --> 00:28:09.356]  But I don't regard this as a left or right issue.
[00:28:09.416 --> 00:28:18.238]  I regard this as a fundamentally American issue, an issue of fundamental liberty versus the deprivation of liberty.
[00:28:18.918 --> 00:28:25.541]  And that's why we pledge to fight as hard as we can to stop this and take this off.
[00:28:25.721 --> 00:28:28.443]  And let me expand on that before we get into the chronology a little bit of this.
[00:28:28.483 --> 00:28:32.324]  You know, it just broke this week after we had arranged this interview with you.
[00:28:32.925 --> 00:28:39.948]  LA Times editorial came out on March the 8th with an editorial that said peril from quote patriots unquote.
[00:28:40.548 --> 00:28:46.332]  And starts talking about people on the right, people who talk about the Second Amendment, that sort of thing.
[00:28:46.712 --> 00:28:52.776]  Using a lot of the language and referring to the Southern Poverty Law Center and the way they've characterized things.
[00:28:52.816 --> 00:29:00.882]  And of course the Southern Poverty Law Center has characterized Alex Jones and those of us here at InfoWars as being right-wing extremists.
[00:29:01.262 --> 00:29:03.003]  I noticed that, but then on the left,
[00:29:03.804 --> 00:29:15.193]  Some of your co-plaintiffs, I mean, the lead plaintiff on this is Christopher Hedges, but you've also got down there, for instance, Alexa O'Brien, who on your page says, organized the U.S.
[00:29:15.253 --> 00:29:16.554]  Day of Rage dot org.
[00:29:16.975 --> 00:29:22.860]  Very similar, it sounds like, to the Day of Resistance that we just saw from some people who might be characterized by the media as being on the right.
[00:29:23.260 --> 00:29:29.682]  And it says that the DHS memos sent to law enforcement across the country stated that organizers of the U.S.
[00:29:29.862 --> 00:29:33.582]  Day of Rage were likely high-level cyber terrorists.
[00:29:34.263 --> 00:29:41.704]  So that's one of the issues about this is to, you know, terrorists can be basically anybody the government labels as a terrorist, right?
[00:29:42.725 --> 00:29:43.205]  Right.
[00:29:43.605 --> 00:29:48.926]  That's the problem and that's really gets to the fundament of why we brought this litigation is because
[00:29:49.620 --> 00:30:01.364]  The government increasingly is characterizing dissenters of any political stripe, be they left, right, or center, as terrorists if they don't like what they're doing.
[00:30:02.504 --> 00:30:05.245]  And that is a dangerous development in this country.
[00:30:07.766 --> 00:30:11.807]  We're now over 4,100 days of this war.
[00:30:12.028 --> 00:30:15.329]  It's the longest war in American history, by far.
[00:30:15.949 --> 00:30:32.957]  And the government has taken this as an opportunity to completely remake our civil liberties, such that they're undermined, to completely create an enormous federal bureaucracy that is supposed to be hunting down terrorists,
[00:30:33.457 --> 00:30:36.122]  It's also a boondoggle to private contractors.
[00:30:37.183 --> 00:30:39.868]  Everyone I think who's listening should read the terrific
[00:30:40.718 --> 00:30:48.825]  Uh, a piece by Dana Priest in the Washington Post in the summer of 2010, which was called Top Secret Government.
[00:30:49.265 --> 00:31:03.036]  And in that expose in the Washington Post, they stated in enormous detail about how there are now 1,200 government agencies devoted to this so-called war on terrorism that has no end.
[00:31:03.596 --> 00:31:11.038]  There are over 1,900 private contractors devoted to this war on terrorism.
[00:31:11.478 --> 00:31:23.280]  There are almost a million square feet of office space, larger than the Pentagon by far, devoted to this, to eavesdropping on Americans, spying on Americans, drones, et cetera, et cetera.
[00:31:23.920 --> 00:31:27.361]  And it really has totally reshaped our democracy.
[00:31:27.521 --> 00:31:31.642]  And what this lawsuit is about is one component of it.
[00:31:32.942 --> 00:31:59.883]  This breach of our liberties is every bit as concerning as the drone strikes because what this law does, that's supported by both parties, is it allows for the first time the military to make decisions about who is detained and who is put in, you know, whose liberty is taken from them.
[00:32:00.444 --> 00:32:01.045]  We're good to go.
[00:32:12.541 --> 00:32:17.924]  Rounded up Japanese-American citizens and put them in internment camps in this country.
[00:32:18.664 --> 00:32:28.389]  And that has been uniformly seen as a tragic chapter in American history and one that defiled all of our liberties.
[00:32:29.770 --> 00:32:32.111]  So that's why we're bringing this case.
[00:32:32.992 --> 00:32:37.294]  To get to your point about the chronology, this law was signed
[00:32:38.893 --> 00:32:55.743]  Under dark of night on January 31st 2011 by President Obama, while the country was celebrating the upcoming New Year, President Obama signed a law that he had promised to veto and that he had campaigned against.
[00:32:56.303 --> 00:32:58.785]  That should raise red flags with everybody right there, right?
[00:32:59.949 --> 00:33:17.183]  That's right, and it was both parties who were behind it, and what this law allows the military to do, and if we have a couple minutes I can go through this because your listeners, your viewers, are not going to believe this.
[00:33:18.003 --> 00:33:24.809]  So what the law does is it allows the military to detain in a military prison
[00:33:25.581 --> 00:33:34.069]  Anyone who, quote, substantially supports al-Qaeda, the Taliban, or associated forces, or anyone engaging in hostilities against the United States.
[00:33:34.149 --> 00:33:36.171]  Now, those are totally undefined terms.
[00:33:36.191 --> 00:33:38.073]  They're not defined in the statute.
[00:33:38.293 --> 00:33:42.437]  25 years of practicing law, I've never seen a statute that has no definitional section.
[00:33:43.824 --> 00:33:48.747]  And it says that these people can be detained until, quote, the end of hostilities, which could be forever.
[00:33:48.927 --> 00:33:52.690]  So that means no right to trial by jury, no right to counsel.
[00:33:53.210 --> 00:33:54.010]  But it gets worse.
[00:33:54.091 --> 00:33:54.911]  It gets much worse.
[00:33:54.971 --> 00:34:10.801]  Because the ability for the military to detain people in our country in a military prison is only one of four things that they can do to anyone that they suspect of, quote, substantially supporting terrorism.
[00:34:11.425 --> 00:34:23.949]  And by the way, the trial that we had last year, the government didn't deny that some of our plaintiffs, who are nothing but journalists and activists, could be brought within the ambit of the statute.
[00:34:24.609 --> 00:34:32.371]  But the other things that the government could do to people under this law are, number one, they could give them a military trial, which would be before a judge rather than a jury.
[00:34:33.286 --> 00:34:40.296]  They could put him before any quote appropriate tribunal and who knows what that means, but it sounds like a kangaroo court.
[00:34:40.676 --> 00:34:43.400]  But the worst thing that this law allows to do is it allows.
[00:34:44.850 --> 00:35:00.779]  The military to extradite anyone, I'm sorry, it's not even extradite, to send anyone without any hearings, without any judicial intervention, to pick someone up in the United States of America and send them to any foreign country or any foreign entity.
[00:35:01.239 --> 00:35:03.020]  Right, rendition.
[00:35:03.140 --> 00:35:13.406]  And they do rendition because the implied purpose of that is so they can be tortured in another country and not have to worry about violating quote-unquote US laws.
[00:35:14.364 --> 00:35:15.325]  Right, exactly.
[00:35:15.365 --> 00:35:21.850]  They could send them to some of the worst human rights violators on the planet, Syria, North Korea, whomever.
[00:35:21.930 --> 00:35:24.311]  They could send them to any foreign country or entity.
[00:35:24.432 --> 00:35:34.539]  They could send them to the custody of the equivalent of the Syrian CIA, or the Syrian secret police, or the North Korean secret police, wherever.
[00:35:34.599 --> 00:35:39.843]  They could send them to places in this world that have absolutely no rights.
[00:35:40.043 --> 00:35:42.586]  And actually we have seen that in some of the news that broke.
[00:35:42.646 --> 00:35:48.372]  It was like some odd 50 some odd countries that had been used for rendition.
[00:35:48.652 --> 00:35:52.576]  And in that list were countries that we just overthrew.
[00:35:53.297 --> 00:35:56.740]  Libya, Egypt, and Syria that we're trying to overthrow.
[00:35:57.241 --> 00:36:02.226]  And those were our partners with the CIA torturing people under rendition.
[00:36:03.169 --> 00:36:03.389]  Right.
[00:36:04.330 --> 00:36:07.753]  But what this law, the NDAA does, it makes it even easier.
[00:36:08.914 --> 00:36:16.700]  At least in some of these other cases, there's either some type of hearing or review, or they're first taken into a military prison.
[00:36:17.060 --> 00:36:20.343]  But the NDAA gives the military the green light to snatch anyone.
[00:36:21.101 --> 00:36:25.984]  At any time, within the United States, and send them to these foreign countries or entities.
[00:36:26.044 --> 00:36:31.247]  So, we think this is an appalling breach of our civil liberties.
[00:36:31.567 --> 00:36:34.109]  Well, you wasted no time in attacking this.
[00:36:34.149 --> 00:36:38.751]  You had a lawsuit, what, about the middle of January, after he had signed it on New Year's Eve?
[00:36:39.772 --> 00:36:40.732]  Yes, yes.
[00:36:40.792 --> 00:36:42.894]  We first filed in January.
[00:36:43.754 --> 00:36:49.978]  Christopher Hedges, who was a Pulitzer Prize winning war correspondent for the New York Times for 20 years,
[00:36:51.256 --> 00:37:03.759]  He stepped up to be the first plaintiff and then we were joined and the complaint was amended later in 2011 to include, I'm sorry, 2012.
[00:37:05.440 --> 00:37:13.062]  Later in 2012 to include Daniel Ellsberg who is the whistleblower behind the Pentagon Papers and a group of activists.
[00:37:14.513 --> 00:37:25.165]  And now you want an injunction and you got a temporary restraining order in May and then that judge gave an injunction in September to actually stop the enforcement of this, that's correct?
[00:37:26.224 --> 00:37:44.574]  Yeah, we had a trial in Federal District Court in New York before Judge Catherine Forrest, who wrote, I thought, an extraordinary 68-page opinion in May, granting a preliminary injunction which stopped this statute cold in its tracks.
[00:37:46.579 --> 00:37:56.869]  The judge then decided to hold an additional hearing after the first trial on a permanent injunction to decide whether she would permanently enjoin this.
[00:37:57.650 --> 00:38:01.174]  And that injunction was issued on September 12th.
[00:38:01.514 --> 00:38:07.180]  So it was really, I thought, a hard-fought victory.
[00:38:08.761 --> 00:38:11.043]  Judge Forrest deserves a lot of credit.
[00:38:11.063 --> 00:38:15.586]  You can read her opinions on StopNDAA.org for your listeners.
[00:38:15.766 --> 00:38:16.687]  Right, it's amazing.
[00:38:16.707 --> 00:38:19.709]  It's about a 200 page opinion and it's really strong.
[00:38:19.889 --> 00:38:26.194]  She agreed with you about the specificity issues and the terms that were there and she says the Constitution requires specificity.
[00:38:26.234 --> 00:38:29.837]  Like you said, you've never seen a statute before that had no definition of terms at the bottom.
[00:38:30.857 --> 00:38:38.220]  It's pretty amazing, but we're getting close on time and I want to talk a little bit about this most recent trial that you had.
[00:38:38.260 --> 00:38:43.842]  So basically, she put an injunction on and then the federal court put a stay on her injunction.
[00:38:43.902 --> 00:38:45.202]  Is that the correct legal term?
[00:38:45.242 --> 00:38:49.724]  So essentially they kind of stopped what she was trying to stop and let it go.
[00:38:50.104 --> 00:38:55.266]  So the government can now essentially enforce this NDAA until the appeal.
[00:38:56.244 --> 00:38:56.464]  Right.
[00:38:56.545 --> 00:38:59.448]  Well, yes, they put in a stay pending appeal.
[00:38:59.508 --> 00:39:12.724]  This is a little bit technical, but it just it just meant that there was a stay pending appeal until the Second Circuit Court of Appeals, which also sits in New York and is the highest appellate court before the Supreme Court.
[00:39:13.244 --> 00:39:18.910]  Until they can rule on the merits of this, the government can continue under this program.
[00:39:18.970 --> 00:39:32.142]  Although, I would like to think that the government would be very, very hard-pressed to pick up people like our plaintiffs and stick it in the eye of the courts while this is going on.
[00:39:32.262 --> 00:39:34.204]  But you never know what the government will do.
[00:39:34.524 --> 00:39:35.385]  Now to make this clear,
[00:39:38.508 --> 00:39:44.313]  Your case, you're picking up journalists and activists, because there's an issue of who has standing.
[00:39:44.653 --> 00:39:47.696]  To make a clear case, we can't just pick a random citizen out.
[00:39:47.736 --> 00:39:54.922]  But of course, as a journalist, I'm not satisfied to see due process upheld for only journalists, and I'm sure you aren't either.
[00:39:55.242 --> 00:39:58.364]  But you've got, you know, we want to see it for all persons.
[00:39:58.444 --> 00:40:00.726]  That's what the Constitution addresses, is all persons.
[00:40:01.927 --> 00:40:02.448]  I think so.
[00:40:15.754 --> 00:40:16.795]  So I'm sure we want to see that.
[00:40:17.115 --> 00:40:28.925]  But now, specifically talking about the journalists, one of the things that I wanted, in the brief amount of time we've got left here, the Justice Department attorney Robert Loeb, is that how you pronounce his name?
[00:40:29.406 --> 00:40:29.726]  Yes.
[00:40:30.106 --> 00:40:33.249]  Said that no journalist had been detained by the U.S.
[00:40:33.269 --> 00:40:41.316]  since September 11th, but then of course I think you talked about the case of Sam Al-Hajji, an Al Jazeera cameraman who was sent to Gitmo.
[00:40:42.085 --> 00:40:42.846]  Yes, that's right.
[00:40:42.906 --> 00:40:43.727]  Sami Alhaj.
[00:40:44.247 --> 00:40:52.055]  And they actually, the government slandered him at the hearing because they claimed that he had supplied Stinger missiles to Al Qaeda.
[00:40:52.415 --> 00:40:54.638]  But if that were the case, they would have charged him.
[00:40:54.658 --> 00:40:55.559]  They never charged him.
[00:40:56.079 --> 00:40:57.741]  He was released without being charged.
[00:40:58.281 --> 00:40:59.121]  You can't do that.
[00:41:01.042 --> 00:41:07.484]  And to be clear, even though we're plaintiffs or journalists, the Judge Forrest injunction applied to everybody.
[00:41:07.804 --> 00:41:14.426]  And she ruled that the statute was unconstitutional, and that means everyone will be protected if we win.
[00:41:14.687 --> 00:41:15.587]  Yes, yes, good.
[00:41:16.147 --> 00:41:16.728]  Good, excellent.
[00:41:17.108 --> 00:41:31.760]  Yeah, it's truly amazing the double talk that we see, you know, Obama saying he's not interested in signing this, but then doing it the dead of night, saying he's not interested in using it, but then he fights tooth and nail to stop this, to put a stay on the injunction that stops it.
[00:41:32.241 --> 00:41:42.129]  So, it's very concerning to all of us to see this and to see what is essentially the overturn of centuries of legal protections and due process.
[00:41:43.562 --> 00:41:50.083]  Yeah, it really is an egregious undermining of Americans' liberties.
[00:41:50.424 --> 00:41:53.924]  It's what we fought the revolution for.
[00:41:54.524 --> 00:42:04.607]  The British were fairly consistent in violating what we call our liberties at the time.
[00:42:04.987 --> 00:42:06.387]  They would knock down people's
[00:42:07.202 --> 00:42:09.885]  Walls and use the military to detain people.
[00:42:11.686 --> 00:42:18.172]  And that is why we pass these constitutional protections, particularly the Fourth Amendment and the First Amendment.
[00:42:18.713 --> 00:42:21.916]  And that's why we still fight to preserve them.
[00:42:22.236 --> 00:42:28.221]  Unfortunately, by and large, the courts have taken a hands off position with some exceptions.
[00:42:28.302 --> 00:42:29.543]  Judge Forrest, I thought, was
[00:42:30.263 --> 00:42:30.964]  We're good to go.
[00:42:48.755 --> 00:42:50.416]  Three cheers for Judge Forrest.
[00:42:50.476 --> 00:42:52.598]  But tell us now where this goes.
[00:42:53.539 --> 00:42:56.561]  Is it still going to, and when is there going to be the next hearing?
[00:42:57.762 --> 00:43:00.324]  And how far away is it from a Supreme Court decision?
[00:43:00.965 --> 00:43:01.145]  Right.
[00:43:01.665 --> 00:43:06.209]  Well, the Second Circuit, a panel of three judges, has this under consideration.
[00:43:06.249 --> 00:43:12.434]  We had oral arguments about a month ago on February 6th in Manhattan before the three-judge panel.
[00:43:12.474 --> 00:43:13.695]  They will issue their opinion.
[00:43:13.755 --> 00:43:14.956]  It could come down any day.
[00:43:16.757 --> 00:43:26.540]  At that point, certainly if we win, we will again call on the Obama administration and the Republican Party to end this assault on our liberties.
[00:43:28.201 --> 00:43:31.222]  They have not shown any inclination to do that.
[00:43:31.582 --> 00:43:34.823]  So if we win, we would expect them to appeal it to the Supreme Court.
[00:43:35.630 --> 00:43:43.834]  If we lose, we will immediately file a petition for certiorari, which is a petition asking the Supreme Court to hear this.
[00:43:44.574 --> 00:43:58.400]  We will ask them to do so on an expedited basis, like we have asked the judiciary since day one of this litigation, is to get to this issue as quickly as possible rather than let it linger.
[00:43:58.860 --> 00:44:01.142]  So, you're waiting for this decision.
[00:44:01.482 --> 00:44:09.469]  As soon as this decision comes down, I'm sure that whichever side loses is going to appeal to the Supreme Court, and you expect that to be expedited.
[00:44:10.410 --> 00:44:11.731]  Well, we'll ask for it.
[00:44:11.791 --> 00:44:13.373]  Whether they will or not, I don't know.
[00:44:13.493 --> 00:44:13.933]  Right, right.
[00:44:14.033 --> 00:44:19.138]  It's kind of been expedited pretty quickly through the process so far, hasn't it?
[00:44:19.919 --> 00:44:22.761]  As far as the law goes, the law moves very slowly.
[00:44:24.835 --> 00:44:26.376]  This has been very fast for the law.
[00:44:26.757 --> 00:44:31.280]  Well, thank you so much for talking to us, Carl, and we certainly appreciate what you're doing.
[00:44:31.701 --> 00:44:33.963]  It is very, very important work.
[00:44:34.283 --> 00:44:46.693]  It's something that affects all of us, and the rights that we have had our ancestors fight for and win over centuries have been taken away, essentially, with the stroke of a pen.
[00:44:46.753 --> 00:44:50.216]  We hope that can be reversed, and we really appreciate you taking the lead in this fight.
[00:44:51.097 --> 00:44:51.517]  Thank you.
[00:44:51.657 --> 00:44:52.618]  Thank you for having me on.
[00:44:52.938 --> 00:44:53.278]  Thank you.
[00:44:53.559 --> 00:44:53.819]  Bye-bye.
[00:44:54.625 --> 00:44:56.966]  Well, that's very important work that Carl is doing.
[00:44:57.066 --> 00:45:00.888]  If you want to get in touch with him, if you want to help with the lawsuit, remember, he's doing that pro bono.
[00:45:00.928 --> 00:45:07.212]  You can get in touch with him at carlmayer.com, and that's spelled M-A-Y-E-R.
[00:45:07.572 --> 00:45:09.933]  C-A-R-L-M-A-Y-E-R.
[00:45:10.294 --> 00:45:16.577]  Also, there's stoptheNDAA.org for information, let you know what's going on with that.
[00:45:16.597 --> 00:45:18.438]  There's a wealth of information there at that website.
[00:45:19.369 --> 00:45:22.873]  And we'll also keep you updated at PrisonPlanet.tv.
[00:45:23.574 --> 00:45:24.835]  We're going to be following this.
[00:45:25.195 --> 00:45:29.921]  This is one of the key issues affecting our liberties, all of our rights.
[00:45:30.241 --> 00:45:36.788]  It essentially attacks half of the Bill of Rights directly, just this one piece of legislation.
[00:45:37.168 --> 00:45:39.791]  So this is something that is vital for us to be informed about.
[00:45:39.811 --> 00:45:41.233]  It's vital for us to oppose it.
[00:45:41.913 --> 00:45:46.394]  We have some efforts going on in state governments that you can get involved with.
[00:45:46.454 --> 00:45:48.594]  Texas has an anti-NDAA bill.
[00:45:49.255 --> 00:45:52.995]  Maybe you can get one started in your city or your state.
[00:45:53.816 --> 00:45:57.876]  And if you want to keep up with that, become a subscriber to Prison Planet TV.
[00:45:57.916 --> 00:45:59.177]  It helps to pay for our bandwidth.
[00:46:00.017 --> 00:46:06.538]  Speaking of bandwidth, you can have up to 10 people at a time can look at the reports live.
[00:46:07.258 --> 00:46:10.139]  You can pass it out to a few more people, but we ask that
[00:46:10.843 --> 00:46:14.126]  You support this to help pay for the cost to run this.
[00:46:14.487 --> 00:46:15.788]  Well, that's the end of our news tonight.
[00:46:16.108 --> 00:46:16.749]  Stay tuned.
[00:46:16.989 --> 00:46:29.982]  After about a one-minute break, we're going to be back with a special report from Aaron Dykes, as well as Alex introducing a clip from his 2008 documentary, Battle for the Republic, and why it is even more relevant today.
[00:47:03.817 --> 00:47:06.778]  Jakari Jackson here, and I want to talk to you for a second about water.
[00:47:07.418 --> 00:47:14.821]  You know about Pro-Pure, our flagship water purification system, but check out some of our portable water filter products at infowarstore.com.
[00:47:15.401 --> 00:47:17.081]  The Clearly Filtered Water Pitcher.
[00:47:17.822 --> 00:47:21.863]  Also, for those of you on the go, we have the Athlete Edition Filtered Water Model.
[00:47:22.743 --> 00:47:23.944]  And the R.A.D.
[00:47:24.004 --> 00:47:27.247]  Eliminator Pro-Filtered Sports Bottle that removes radiation.
[00:47:27.728 --> 00:47:30.650]  And keep in mind, we have replacement filters for all of these products.
[00:47:31.291 --> 00:47:34.294]  The ever-popular grab-and-go bag favorite, the LifeStraw.
[00:47:34.914 --> 00:47:36.976]  The Crystal Quest Shower Filter System.
[00:47:38.137 --> 00:47:41.020]  And the Aquapod Kit, great for mass storage of water.
[00:47:42.560 --> 00:47:47.445]  And while you're at the InfoWars shop, pick up a copy of our latest book, 31 Days to Survival.
[00:47:48.045 --> 00:47:53.730]  You can find all this and more at the InfoWarsStore.com, and don't forget, it's your support that funds our operation.
[00:47:54.171 --> 00:47:58.275]  Sign up for our free newsletter at InfoWars.com forward slash newsletter.
[00:48:36.818 --> 00:48:39.359]  Welcome back to our extended version of tonight's nightly news.
[00:48:39.419 --> 00:48:40.360]  Thanks for sticking around.
[00:48:40.920 --> 00:48:43.241]  Now, race is being used as a wedge issue.
[00:48:43.862 --> 00:48:48.184]  A lot of people are coming together with concerns about government encroachment on our individual liberties.
[00:48:48.744 --> 00:48:52.246]  And the tactic is to now separate us into different ethnic groups.
[00:48:52.526 --> 00:48:53.387]  A divide and conquer.
[00:48:53.907 --> 00:48:57.709]  And Aaron Dykes has a special report on some of the bizarre efforts to do that.
[00:49:04.545 --> 00:49:06.467]  Eric Dykes here for InfoWars.com.
[00:49:06.487 --> 00:49:20.042]  Now you've heard the alerts on our website how the SPLC and mainstream media who are following their lead are now labeling the next potential terrorist not as jihadists, not as Muslim people, but as white people.
[00:49:20.362 --> 00:49:22.624]  And they say, in part, quote, they're not jihadists.
[00:49:22.664 --> 00:49:33.131]  They are white, right-wing Americans, nearly all with an obsessive attachment to guns, who may represent a greater danger to the lives of American civilians than international terrorists.
[00:49:33.251 --> 00:49:37.574]  And you say, why are they doing that at the SPLC, the Southern Poverty Law Center?
[00:49:37.915 --> 00:49:38.675]  Why is the U.S.
[00:49:38.695 --> 00:49:39.656]  government touting that?
[00:49:39.976 --> 00:49:43.779]  Well, for the reasons they always do, to use divide and conquer tactics,
[00:49:44.119 --> 00:49:52.622]  To distract people from the real issues of consolidation of power, of banking in our government, meddling with our finances and taking everything.
[00:49:52.922 --> 00:50:01.685]  They want people to be distracted by race and to buy into the bogus war on terror that's continually falling, even as support for government falls.
[00:50:01.805 --> 00:50:06.266]  Now on the heels of that, there's a shocking report in cnsnews.com.
[00:50:06.646 --> 00:50:11.668]  Wisconsin VISTA program encourages volunteers to overcome white privilege.
[00:50:12.028 --> 00:50:28.620]  Now this is a branch of AmeriCorps, the service that Obama and other people in government want everyone to have to commit two years of national service to, and they have an indoctrination program for these volunteers who work with people who are poor so they can overcome and recognize their privileges.
[00:50:29.020 --> 00:50:34.584]  Not just as being people in the middle class or upper class, but of being white itself.
[00:50:34.644 --> 00:50:38.167]  They've got a certain set of courses that the Department of Public Information
[00:50:38.527 --> 00:50:43.411]  I remember sitting in a meeting and being told that I need to own my whiteness and I need to own the fact that I have white privilege.
[00:51:00.405 --> 00:51:02.966]  I almost feel the embarrassment from it and the shame from it.
[00:51:03.366 --> 00:51:11.029]  Only then can I start breaking down the walls and be able to teach my students of color and to reach out to them, which of course is absolutely absurd.
[00:51:11.149 --> 00:51:14.731]  Specifically, they have a mental model for white anti-racists.
[00:51:15.071 --> 00:51:17.592]  So if you're not racist, you have to follow this, they say.
[00:51:17.952 --> 00:51:25.955]  And one of the reminders is to wear a white wristband to remind yourself of your white privilege so other people can see it and know you feel guilty about this.
[00:51:26.155 --> 00:51:35.398]  And while you do that, they say you want to find a person of color who can hold you accountable as you try to live up to your guilt in this matter and undo your privilege.
[00:51:35.698 --> 00:51:36.858]  This is all backwards.
[00:51:36.938 --> 00:51:38.979]  It's going to only contribute to racial divide.
[00:51:39.339 --> 00:51:48.682]  How do we go from recognizing that it was wrong to single out Jewish people by putting yellow stars on them to thinking that white bracelets could help people overcome racism somehow?
[00:51:49.122 --> 00:52:07.527]  While they set up white people to take the blame for all the racial problems in society and to set them up, of course, as the next domestic terrorist whenever the government stages a new attack to bolster their flagging support, they're encouraging groups like Hispanics to become revolutionary and revolt over border issues.
[00:52:07.567 --> 00:52:13.489]  These billboards put up in Austin that tell people in Spanish to rise up, my people.
[00:52:13.589 --> 00:52:16.310]  Ariba Mi Gente showing a revolutionary crowd.
[00:52:16.770 --> 00:52:20.571]  Raising flags, throwing their fists in the air, and ready to take over.
[00:52:21.111 --> 00:52:24.873]  Just imagine if some white supremacist group put up their own billboards.
[00:52:25.113 --> 00:52:27.313]  If there's a KKK mural up on the highways.
[00:52:27.633 --> 00:52:29.934]  People would throw fits, and they should.
[00:52:30.254 --> 00:52:32.375]  But again, the main problems are systematic.
[00:52:32.395 --> 00:52:35.336]  We are all being debased through these global trade policies.
[00:52:35.716 --> 00:52:38.377]  GATT, NAFTA, WTO, you name it.
[00:52:38.437 --> 00:52:43.158]  Coordinated at the elite financial level, not happening at the individual levels.
[00:52:43.198 --> 00:52:45.499]  We need to learn to live together, and we can.
[00:52:45.939 --> 00:52:48.560]  But we don't need to divide ourselves further with this kind of propaganda.
[00:52:48.600 --> 00:52:52.360]  I want to remind people you can follow us at InfoWars.com slash newsletter.
[00:52:52.661 --> 00:52:57.622]  If you sign up you get a free electronic copy of our very popular InfoWars magazine.
[00:52:57.922 --> 00:53:00.262]  Signing off for InfoWars.com, I'm Aaron Dykes.
[00:53:09.644 --> 00:53:12.525]  It's pretty amazing what people do to try to create racism.
[00:53:13.365 --> 00:53:18.506]  Now, six years ago, in 2007, Alex Jones did a documentary, Endgame.
[00:53:19.387 --> 00:53:24.068]  And part of that documentary, we had a feature ad in there called Battle of the Republic.
[00:53:24.708 --> 00:53:33.751]  And Alex is going to introduce that and talk about how the racism that he talks about in Battle for the Republic, how that's even more relevant today.
[00:53:34.191 --> 00:53:34.831]  Here's that report.
[00:53:39.053 --> 00:53:53.451]  You've just seen Aaron Dykes' report dealing with whites being told by the state that to be part of these government programs and colleges, they're looking at making them wear white bands around their arms, like Jews being forced to wear yellow stars.
[00:53:54.502 --> 00:53:58.806]  Ladies and gentlemen, the so-called leftists in this country are not leftists.
[00:53:58.906 --> 00:53:59.987]  They're not even liberals.
[00:54:00.047 --> 00:54:01.328]  Thomas Jefferson was a liberal.
[00:54:01.788 --> 00:54:04.350]  They are wild authoritarians.
[00:54:05.051 --> 00:54:09.554]  Now, the Republican power structure is bought off by the globalists as well, and they're their own brand of corruption.
[00:54:09.995 --> 00:54:17.801]  But the virulent revolutionary fervor is coming from the controlled left, and it's being financed by the Fortune 100.
[00:54:19.724 --> 00:54:29.588]  And in a moment, we're going to premiere from the archives, and I say premiere because this short film never really got any attention.
[00:54:30.068 --> 00:54:42.213]  We're going to premiere here on the nightly news in the two years we've been up and running, Endgame, a blueprint for global enslavement's extra battle for the republic.
[00:54:42.253 --> 00:54:45.034]  It's about 19 minutes long.
[00:54:45.334 --> 00:54:47.435]  There's a few copies online, but they're very low res.
[00:54:49.360 --> 00:54:53.861]  Premier this in the history of the nightly news coming up here in just a few minutes.
[00:54:54.381 --> 00:55:01.223]  But I have some incredibly grave news for the viewers and listeners of the nightly news and the radio show.
