[00:00:04.974 --> 00:00:05.055]  Okay.
[00:26:45.629 --> 00:26:47.511]  Well, we've got another clip here from Police State 2000.
[00:26:47.771 --> 00:26:51.795]  Now, in this one, Alex interviews a police chief from San Antonio.
[00:26:52.195 --> 00:26:58.742]  He had to kick out Delta Force for trying to bribe city officials in order to conduct training exercises there.
[00:27:00.444 --> 00:27:11.754]  As far as we know, this is the first time that local law enforcement, local police leadership has actively stood up against Bill Clinton's new military.
[00:27:12.074 --> 00:27:19.120]  What were your major reservations in asking the mayor to tell them that y'all didn't want them to train here and to cease training here?
[00:27:19.660 --> 00:27:21.261]  Well, a lot of things happened.
[00:27:21.361 --> 00:27:27.265]  First of all, the organization came into the city and never really approached the city as a whole.
[00:27:27.285 --> 00:27:32.789]  In other words, it got together with the mayor and said, we need to speak to all these different departments and request some assistance.
[00:27:34.210 --> 00:27:38.934]  Various groups and individuals came into the city and approached different people at different levels.
[00:27:39.614 --> 00:27:41.435]  The police department was contacted.
[00:27:41.495 --> 00:27:44.937]  The city manager's office was contacted about using city facilities.
[00:27:45.478 --> 00:27:49.100]  Various business owners were contacted through the economic development department.
[00:27:49.800 --> 00:27:52.782]  The fire department was contacted by different individuals.
[00:27:52.802 --> 00:27:58.406]  So there was never any coordinated approach to the city of San Antonio.
[00:27:59.646 --> 00:28:03.487]  When we found out about it, we had some reservations, but we were willing at least to listen.
[00:28:03.527 --> 00:28:10.930]  But then we started finding out that discussions were happening at other different levels, and there was no communication, no coordination between that.
[00:28:11.350 --> 00:28:17.252]  Well then, when we said no, then some elected officials were contacted to bring pressure to bear.
[00:28:18.508 --> 00:28:27.338]  And then offers were made to give money, cash money, to elected officials' charities if they could get us to change our minds.
[00:28:27.939 --> 00:28:31.583]  I mean, you know, as one of my deputy chiefs said, in some circles that's called bribery.
[00:28:32.162 --> 00:28:38.247]  Well, we have a long history of the military and the police working together in this country, training for martial law.
[00:28:38.287 --> 00:28:42.591]  And Alex has pointed that out for a long time in his documentaries and on the air.
[00:28:43.131 --> 00:28:47.375]  What's alarming about this, however, is the increasing rate at which this is happening.
[00:28:47.755 --> 00:28:52.879]  As I said, we just had in the last week, we had two major cities where there were two major exercises.
[00:28:52.899 --> 00:28:55.081]  The one that happened just a couple of days ago in Houston.
[00:28:55.442 --> 00:28:57.563]  They're firing guns and attacking schools.
[00:28:58.284 --> 00:28:59.425]  Citizens are never notified.
[00:29:00.720 --> 00:29:06.924]  What is happening is we're seeing the militarization of the police and we're seeing the military used as police.
[00:29:07.465 --> 00:29:09.086]  That's a very frightening perspective.
[00:29:09.466 --> 00:29:11.187]  We've seen that before in our country's history.
[00:29:11.427 --> 00:29:12.888]  We've seen it in other countries.
[00:29:13.249 --> 00:29:14.710]  And in spite of what the people in St.
[00:29:14.750 --> 00:29:18.552]  Louis said that they put on the media, that is not something that reduces crime.
[00:29:18.812 --> 00:29:22.475]  What it does is it makes criminals out of both the military and the police.
[00:29:22.795 --> 00:29:29.740]  So we hope that there'll be more people like that San Antonio police chief who has the integrity and the wisdom to stand against this.
[00:29:30.360 --> 00:29:31.681]  Well, that's it for tonight's news.
[00:29:32.002 --> 00:29:35.044]  We'll be back tomorrow night at 7 o'clock Central, 8 p.m.
[00:29:35.165 --> 00:29:35.785]  Eastern Time.
[00:29:36.306 --> 00:29:43.172]  If you are watching this on YouTube and would like to help support our operation, please consider purchasing a PrisonPlanet.tv membership.
[00:29:43.612 --> 00:29:46.975]  You can share that with other friends and family.
[00:29:47.015 --> 00:29:53.061]  At least 10 people at a time can be watching simultaneously the news, so you can pass that out to even more than 10 people.
[00:29:53.701 --> 00:29:54.322]  I'm David Knight.
[00:29:54.882 --> 00:29:55.363]  See you tomorrow.
