[00:00:00.670 --> 00:00:01.210]  Network.
[00:43:36.065 --> 00:43:45.827]  Well, see, we're going to be defined as anyone who doesn't go along with the agenda, anyone who objects, anyone who raises questions, immediately you're on the suspect list.
[00:43:46.027 --> 00:43:46.648]  How do we respond
[00:44:02.944 --> 00:44:12.431]  I see this as a Vichy French sympathizer takeover, where the foreign banks are like the Vichy French, the generals stand down, they turn America over to it, and that's what I see.
[00:44:12.491 --> 00:44:13.411]  I mean, they admit it.
[00:44:13.451 --> 00:44:20.577]  Well, first of all, Alex, you're doing a great job, and we at WND, we work with you, we support you, we think you're doing a great job.
[00:44:20.937 --> 00:44:22.198]  We're on the same team.
[00:44:22.798 --> 00:44:24.940]  The first job is you're exposing
[00:44:25.580 --> 00:44:28.843]  You're calling the agenda and you're opening people's eyes.
[00:44:28.883 --> 00:44:29.844]  So what is the agenda?
[00:44:29.864 --> 00:44:31.066]  Do you concur with my analysis?
[00:44:31.426 --> 00:44:31.887]  Absolutely.
[00:44:31.907 --> 00:44:34.549]  The agenda is complete domination of the American people.
[00:44:34.569 --> 00:44:36.231]  It's totalitarianism.
[00:44:36.331 --> 00:44:37.152]  And there's no doubt now.
[00:44:37.232 --> 00:44:38.333]  It's 100% naked.
[00:44:38.633 --> 00:44:43.258]  This is the left, it's most bald ever, running to the finish line.
[00:44:44.139 --> 00:44:47.000]  Yeah, I mean, every instinct I've got is get out of the country.
[00:44:47.020 --> 00:44:49.260]  They're saying, next we'll take your property.
[00:44:49.280 --> 00:44:52.281]  I mean, the whole agenda here, collectivism.
[00:44:53.702 --> 00:44:54.722]  You don't own that.
[00:44:55.362 --> 00:44:57.763]  You didn't build that.
[00:44:58.483 --> 00:44:59.163]  We own it.
[00:44:59.383 --> 00:45:01.124]  We need this to redistribute it.
[00:45:02.004 --> 00:45:04.066]  The whole plan of getting people out of their houses.
[00:45:04.106 --> 00:45:07.069]  Okay, well I've studied the 1917 takeover as you have.
[00:45:07.269 --> 00:45:12.193]  From everything I know, they're using that plan, and I'm not just saying that for theatrics, you've got the floor.
[00:45:12.453 --> 00:45:13.434]  I want you to break that down.
[00:45:13.754 --> 00:45:17.898]  From everything I'm seeing, they're planning to try to start a civil war and call him Lincoln.
[00:45:18.378 --> 00:45:21.161]  It is always the same plan.
[00:45:21.201 --> 00:45:23.203]  The plan is, disarm the people.
[00:45:23.843 --> 00:45:26.705]  The plan is call the people the terrorists.
[00:45:27.345 --> 00:45:28.806]  Get information on the people.
[00:45:29.366 --> 00:45:30.407]  And then divide.
[00:45:30.487 --> 00:45:31.628]  Find out which is the group.
[00:45:31.688 --> 00:45:32.828]  Is it going to be the Jews?
[00:45:32.928 --> 00:45:34.069]  Who's it going to be this time?
[00:45:34.429 --> 00:45:37.051]  There's a scapegoat group that has to be collected.
[00:45:37.071 --> 00:45:39.532]  It's going to be the white militia.
[00:45:39.732 --> 00:45:40.513]  They're now saying that!
[00:45:40.653 --> 00:45:45.116]  It's going to be anyone white who still believes in Jesus Christ and professes
[00:45:45.876 --> 00:45:46.797]  You know, religion.
[00:45:46.837 --> 00:45:47.857]  Wow, they actually say that.
[00:45:48.078 --> 00:45:48.318]  Sure.
[00:45:48.338 --> 00:45:49.459]  It's in the manuals.
[00:45:49.479 --> 00:45:50.960]  This is the plan.
[00:45:51.580 --> 00:45:53.341]  These are the people that are going to march.
[00:45:53.361 --> 00:45:54.722]  No, no, no, no.
[00:45:54.822 --> 00:46:00.827]  The peers pressure thing article actually said, let them get ready, we're coming for you, and the communist Chinese are going to help.
[00:46:01.287 --> 00:46:02.788]  That's Newsweek.
[00:46:03.188 --> 00:46:06.911]  It says Newsweek on the byline is saying they're that confident.
[00:46:06.931 --> 00:46:09.973]  Well, look, the whole plan of the United States being bankrupt.
[00:46:10.033 --> 00:46:15.137]  I just wrote a short book on the Howard Pivot Theory, that it's a plan to bankrupt the United States.
[00:46:15.317 --> 00:46:15.497]  Yeah.
[00:46:15.857 --> 00:46:26.763]  And with the Chinese owning as much of our debt as the Federal Reserve owns, they're one and two in competitors, China is saying already, we'll take equity instead of the debt.
[00:46:27.263 --> 00:46:28.383]  We'll manage your ports.
[00:46:28.864 --> 00:46:29.984]  We'll take land.
[00:46:30.445 --> 00:46:30.905]  We'll have
[00:46:31.605 --> 00:46:36.026]  Occupation zones within the United States that we create as free trade zones.
[00:46:36.327 --> 00:46:49.471]  I wrote an article this week in WND where China is buying oil rights in the United States that George W. Bush prevented China from doing with the UNICAL deal saying it was a national security threat.
[00:46:50.396 --> 00:46:55.677]  Now, today, under Obama, China's signing left and right oil and natural gas deals.
[00:46:55.717 --> 00:46:58.318]  Well, we're still dependent on foreign oil.
[00:46:58.338 --> 00:47:03.220]  He won't let us develop, does everything he can to block it, while giving huge swaths of the China.
[00:47:03.320 --> 00:47:08.581]  China just bought the biggest oil fields in Texas, hundreds of thousands of different acres.
[00:47:09.021 --> 00:47:11.282]  I can drive 20 miles and show you Chinese-owned areas.
[00:47:11.582 --> 00:47:18.564]  And China just made a big deal, bought one of the major companies in Canada, which owns rigs in the Gulf of Mexico.
[00:47:19.404 --> 00:47:20.025]  In U.S.
[00:47:20.125 --> 00:47:20.806]  territory.
[00:47:21.307 --> 00:47:23.590]  China is going to own and operate those rigs.
[00:47:24.431 --> 00:47:34.445]  China is going to be, essentially, producing oil out of resources while we're buying oil and natural gas, especially oil, on foreign markets.
[00:47:35.186 --> 00:47:36.166]  It makes no sense at all.
[00:47:36.226 --> 00:47:43.809]  Why are we buying foreign oil and letting the Chinese... Well, because, again, the plan... That's why they gave them the Panama Canal?
[00:47:43.869 --> 00:47:45.270]  That's why they gave them all the industry?
[00:47:45.790 --> 00:47:48.391]  That's why... I mean, this is so diabolical!
[00:47:48.451 --> 00:47:49.971]  Take a look at this little e-book I wrote.
[00:47:49.991 --> 00:47:51.852]  I wrote two e-books I think are very important.
[00:47:51.992 --> 00:48:02.315]  One is on Saul Alinsky, the evil genius behind Obama, and the second was on the Coward Pivot Theory, which is the plan, Obama's plan, to bankrupt the United States.
[00:48:02.776 --> 00:48:03.636]  That's what it's called.
[00:48:04.136 --> 00:48:18.894]  These two sociologists came up with the conclusion the only way to transform America into a socialist state was to bring it to its knees economically by overloading the welfare and the welfare state with obligations that could not be met.
[00:48:18.914 --> 00:48:19.355]  That's the plan!
[00:48:20.356 --> 00:48:21.717]  Look at the Daily Beast article.
[00:48:21.817 --> 00:48:25.100]  It says we need the communist Chinese government to tell us what to do.
[00:48:25.140 --> 00:48:26.121]  This is globalism.
[00:48:26.421 --> 00:48:30.925]  We've got to get Americans ready to have our TV foreign-owned like current TV.
[00:48:31.385 --> 00:48:34.067]  Somewhere Alex Jones is readying his flamethrower.
[00:48:34.408 --> 00:48:34.768]  Let him.
[00:48:34.988 --> 00:48:41.734]  And they go on to say we're going to use the minorities and basically racial division and we're going to use women.
[00:48:41.894 --> 00:48:45.517]  They're actually admitting what Rush Limbaugh finally said yesterday.
[00:48:45.557 --> 00:48:47.198]  They want a race war in this country.
[00:48:47.218 --> 00:48:48.059]  They want a race war.
[00:48:48.559 --> 00:48:49.840]  Campaign was run.
[00:48:49.980 --> 00:48:52.642]  Obama ran a race war campaign.
[00:48:53.183 --> 00:48:53.943]  Saul Alinsky.
[00:48:54.464 --> 00:48:56.886]  You know, the rich are not paying their fair share.
[00:48:57.346 --> 00:49:00.309]  So you flame the economic resentment.
[00:49:00.889 --> 00:49:05.853]  Get all the minorities to feel, you know, the white majority has stolen your money.
[00:49:06.253 --> 00:49:10.357]  And have Obama raise taxes on poor people so they're hurting even worse.
[00:49:10.797 --> 00:49:12.998]  Well, and again, it's part of the plan to bankrupt everything.
[00:49:13.038 --> 00:49:13.798]  Yeah, exactly!
[00:49:13.979 --> 00:49:21.022]  Because under the lie that he wasn't going to raise taxes, he did raise taxes on something like 87% of the workers in the country.
[00:49:21.582 --> 00:49:23.043]  Exactly, it's so diabolical.
[00:49:23.123 --> 00:49:24.183]  It is so diabolical.
[00:49:24.243 --> 00:49:25.184]  Lying, lying all day.
[00:49:25.204 --> 00:49:26.084]  So how do we stop him?
[00:49:26.104 --> 00:49:29.166]  Because, I mean, this is a real Soviet-style takeover.
[00:49:29.186 --> 00:49:34.128]  Yes, in fact... Congressman Brown just came out and said Obama only is faithful to the Soviet Constitution.
[00:49:34.528 --> 00:49:38.029]  Go back and ask, what has Obama done for the African-Americans?
[00:49:38.089 --> 00:49:40.430]  Look at the unemployment rate among African-Americans.
[00:49:40.771 --> 00:49:41.471]  What has he done?
[00:49:41.511 --> 00:49:42.431]  They've been hurt the worst!
[00:49:42.471 --> 00:49:42.911]  The worst.
[00:49:42.991 --> 00:49:45.312]  Look, what has he done for the youth who have voted for him?
[00:49:45.652 --> 00:49:51.895]  Highest unemployment rate, the slimmest chances of jobs of any generation that we've ever had in America.
[00:49:52.375 --> 00:49:54.816]  These are the Obama zombies.
[00:49:54.916 --> 00:49:56.797]  And he re-legalized U.S.
[00:49:56.837 --> 00:50:01.459]  funding for basically forced abortions in China, where they give the women money if they get aborted.
[00:50:02.619 --> 00:50:06.802]  And kill the babies, left and right, force women to have abortions in China.
[00:50:07.322 --> 00:50:13.166]  China, look, you go try to bring a Bible and profess the religion of Jesus Christ in China, you'll be in prison.
[00:50:14.025 --> 00:50:19.968]  China... But I mean, Doc, even though I know all this stuff, we're going to break, I can't believe it's really happening.
[00:50:20.048 --> 00:50:23.470]  The Bank of China has had meetings with the United States government.
[00:50:23.890 --> 00:50:27.772]  The plan is set for China to transfer its debt into equity.
[00:50:28.272 --> 00:50:31.053]  Own parts of the United States, manage... That's official!
[00:50:31.293 --> 00:50:31.894]  It's official.
[00:50:31.954 --> 00:50:32.794]  The meetings have happened.
[00:50:32.814 --> 00:50:35.755]  That's why they said in the People's Daily a month ago, you will take the guns!
[00:50:35.775 --> 00:50:36.916]  The meetings have happened.
[00:50:37.376 --> 00:50:39.598]  So they want the property, they know we're going to fight.
[00:50:39.678 --> 00:50:42.780]  China wants to disarm the United States before this plan is implemented.
[00:50:42.800 --> 00:50:45.342]  We are being conquered by the globalists leveraging China.
[00:50:45.582 --> 00:50:46.002]  Absolutely.
[00:50:46.062 --> 00:50:47.903]  China wants us to have no weapons.
[00:50:49.124 --> 00:50:52.406]  I mean, this is so... I want to talk about the military.
[00:50:52.607 --> 00:50:53.407]  It's a plan.
[00:50:53.847 --> 00:50:55.088]  The Collard-Piven theory.
[00:50:55.469 --> 00:50:57.390]  Obama's plan to bankrupt America.
[00:50:57.410 --> 00:50:59.331]  A Soviet globalist commie plan.
[00:50:59.852 --> 00:51:00.252]  We'll be back.
[00:51:02.188 --> 00:51:10.591]  If you've ever wanted one of our best-selling generators, but were waiting for an offer so crazy you couldn't refuse, then you're not going to want to miss this exciting message.
[00:51:10.831 --> 00:51:11.351]  Here's why.
[00:51:11.632 --> 00:51:14.673]  Our solar generators provide life-saving electrical power.
[00:51:14.913 --> 00:51:21.335]  And unlike gas generators, solar generators run quietly, emit no fumes, and produce electricity from the sun.
[00:51:21.595 --> 00:51:24.916]  So when the lights go out, you'll always have the power you need.
[00:51:25.037 --> 00:51:26.077]  Now here's the best part.
[00:51:26.537 --> 00:51:31.041]  Every year we accumulate a few solar generators that we just can't sell as new.
[00:51:31.321 --> 00:51:37.065]  We put them in a special spot in our warehouse and we discount them heavily at the end of each year.
[00:51:37.185 --> 00:51:40.908]  We call them scratch and dent units, but they're really just like new.
[00:51:41.188 --> 00:51:43.450]  Each unit comes with a full factory warranty.
[00:51:43.590 --> 00:51:45.891]  And special bonuses you just won't believe.
[00:51:46.331 --> 00:51:47.711]  Don't wait, they go fast.
[00:51:47.971 --> 00:51:49.631]  Go to scratchanddentsolar.com.
[00:51:49.671 --> 00:51:51.752]  That's scratchanddentsolar.com.
[00:51:51.852 --> 00:51:56.553]  For the craziest offer we've ever made, go to scratchanddentsolar.com.
[00:51:56.593 --> 00:51:58.773]  That's scratchanddentsolar.com.
[00:52:03.294 --> 00:52:05.575]  Feeling like there are too many pressures and demands on you?
[00:52:06.035 --> 00:52:08.335]  Losing sleep worrying about tests and schoolwork?
[00:52:08.575 --> 00:52:10.876]  Eating on the run because your schedule is just too busy?
[00:52:11.912 --> 00:52:15.573]  You may be under too much stress and it may be affecting your mind.
[00:52:15.913 --> 00:52:21.014]  Get your mental edge back with Nootropic Mind Power from MindRegard.com.
[00:52:21.394 --> 00:52:25.195]  Nootropic Mind Power is not a drug, but a natural supplement.
[00:52:25.635 --> 00:52:31.577]  Its 12 powerful ingredients are natural and non-GMO, plus it's gluten-free, wheat-free,
[00:52:31.877 --> 00:52:32.457]  We're good to go!
[00:53:01.488 --> 00:53:03.429]  It's time for a home security quiz.
[00:53:03.749 --> 00:53:04.309]  Answer this.
[00:53:04.709 --> 00:53:16.954]  What effective home security device is smaller than a coffee cup, fakes out burglars into thinking someone is home at your house while you're away, plugs into any wall outlet, is recommended by many police departments, and sells for less than $35?
[00:53:18.234 --> 00:53:19.934]  Yes, it's fake TV.
[00:53:20.395 --> 00:53:22.495]  This year about one in every 50 U.S.
[00:53:22.515 --> 00:53:26.316]  homes will have a break-in, with burglars usually picking the easy target.
[00:53:26.596 --> 00:53:28.957]  A dark house that looks like no one is home.
[00:53:29.197 --> 00:53:36.999]  Fake TV is a small electronic security device that makes it look like someone is home watching TV by simulating the light from a real TV.
[00:53:37.239 --> 00:53:39.940]  It's like a lamp on a timer, but far more convincing.
[00:53:40.200 --> 00:53:40.640]  And for only $34.95,
[00:53:41.960 --> 00:53:47.102]  Fake TV could be the difference between coming home to a secure house or one that's been ransacked.
[00:53:47.262 --> 00:53:52.205]  Go to faketv.com or call 1-877-5-FAKE-TV.
[00:53:52.405 --> 00:53:53.565]  That's 877-532-5388.
[00:53:54.426 --> 00:53:58.067]  Or go to faketv.com.
[00:53:58.327 --> 00:54:00.728]  Fake TV, the burglar deterrent.
[00:54:02.349 --> 00:54:05.911]  No matter how hard you try, you can't stop us now.
[00:54:13.693 --> 00:54:23.342]  Folks, the reason I keep talking about, since yesterday, this Pierce Pressure article that came out January 21st, I didn't see until the 24th, is that I haven't had time to read it on air yet.
[00:54:23.923 --> 00:54:35.974]  And it says, yeah, we're getting rid of America, we're getting rid of sovereignty, you know, we're going under globalization, new world order, and the gun owners are going to have to turn their guns in, and, you know, the communist Chinese, thank God other governments are going to help.
[00:54:36.670 --> 00:54:44.116]  I mean, it's everything I saw in the Weatherman trials, going back and seeing the old footage where they plan to bring in the Chinese and all this, and it sounds crazy.
[00:54:44.417 --> 00:54:48.080]  Here we are, 30, 40 years later, and they're really going to try it.
[00:54:48.260 --> 00:54:51.002]  I mean, and I believe they're going to fail, but there's going to be a civil war.
[00:54:51.282 --> 00:54:56.086]  Ron Paul agreed last week with us on air, countless others, every analyst I've talked to.
[00:54:56.126 --> 00:54:58.729]  Let me ask you that, Dr. Corsi, bestselling author here in studio with us.
[00:55:00.830 --> 00:55:02.292]  A, how are things going for them?
[00:55:02.572 --> 00:55:04.634]  They're teamed up with China, that much is clear.
[00:55:05.514 --> 00:55:08.257]  Do you think they're able to actually execute this?
[00:55:08.897 --> 00:55:09.898]  How do we defeat them?
[00:55:09.998 --> 00:55:11.019]  What is the time frame?
[00:55:11.039 --> 00:55:13.822]  Well, first of all, exposing them is critical.
[00:55:14.102 --> 00:55:15.843]  What you're doing every day is critical.
[00:55:16.844 --> 00:55:18.185]  Uh, the time frame is now.
[00:55:18.285 --> 00:55:18.965]  It's immediate.
[00:55:19.025 --> 00:55:23.187]  The plan to bankrupt America is ongoing today.
[00:55:23.267 --> 00:55:27.248]  Cloward-Piven theory is in... $22 billion to ship General Motors overseas?
[00:55:27.268 --> 00:55:29.529]  You've got to read the Cloward-Piven theory.
[00:55:29.549 --> 00:55:31.530]  I wrote it out in this little e-book.
[00:55:32.230 --> 00:55:45.661]  And it explains you bankrupt the United States by overloading welfare with demands that welfare can never meet, including Obamacare, including, wait, they'll take the student tuitions and forgive all those loans.
[00:55:45.681 --> 00:55:46.801]  It's all designed to bankrupt.
[00:55:46.922 --> 00:55:48.082]  All designed to bankrupt.
[00:55:48.523 --> 00:55:49.644]  China has had meetings.
[00:55:49.704 --> 00:55:50.945]  China wants assets.
[00:55:51.525 --> 00:55:55.029]  And see, the New World Order people say, well, China's the future.
[00:55:55.129 --> 00:55:55.329]  Why?
[00:55:55.349 --> 00:56:02.216]  Because China's communist, but they combine capitalism under communism in a model... And the elites are exempt!
[00:56:02.376 --> 00:56:04.178]  And the elites are exempt.
[00:56:04.218 --> 00:56:09.223]  The elites get to lead a privileged life with weapons, go into any federal building.
[00:56:09.603 --> 00:56:10.224]  What do you find?
[00:56:10.264 --> 00:56:15.069]  You find armed guards, you go through metal detectors, all your property is searched.
[00:56:15.789 --> 00:56:25.954]  The federal government is going to be well protected and they're going to have weapons everywhere, but they're going to take our weapons because China does not want to take over the United States with an armed citizen.
[00:56:25.974 --> 00:56:26.974]  It's unbelievable.
[00:56:27.154 --> 00:56:35.998]  And they're planning to just have a slow motion Red Dawn and give China tax incentives, as they've announced, in these free trade zones where no one can compete.
[00:56:36.178 --> 00:56:43.321]  Look, I've heard about, you've even got Governor Perry back with Sintra rebuilding the parts of the Trans-Texas Corridor.
[00:56:43.361 --> 00:56:44.222]  That was Superhighway.
[00:56:44.322 --> 00:56:49.764]  Superhighways, they're coming back in with toll roads, they're under the radar, they've signed something like $20 billion.
[00:56:49.824 --> 00:56:51.085]  Everything is to bankrupt!
[00:56:51.525 --> 00:56:52.626]  How is it going for them?
[00:56:52.646 --> 00:56:56.611]  It's done incrementally, so you can't see that it's happening in little pieces.
[00:56:57.151 --> 00:56:57.872]  It's going well.
[00:56:57.912 --> 00:57:04.819]  I mean, they're well, you've got Obama re-elected, they've got, you know, a socialist agenda set out, they've got the Republicans on the run.
[00:57:05.240 --> 00:57:11.306]  What's going to stop them is the Second Amendment and the American people finally waking up and saying no.
[00:57:11.727 --> 00:57:13.529]  And Alex, you're playing a big role in this.
[00:57:13.909 --> 00:57:15.430]  Every day getting the information.
[00:57:15.771 --> 00:57:20.254]  We at WND, every day getting the information in front of the people, the truth.
[00:57:20.675 --> 00:57:23.297]  Look, I just wrote about the fact of oil.
[00:57:23.397 --> 00:57:27.841]  We are selling to the Chinese oil rights throughout the United States.
[00:57:27.861 --> 00:57:28.341]  For nothing?
[00:57:28.721 --> 00:57:29.162]  For nothing.
[00:57:29.622 --> 00:57:31.143]  And George W. Bush would not.
[00:57:31.183 --> 00:57:34.045]  Remember, UNICAL was going to be taken over by, I think, 2005.
[00:57:34.725 --> 00:57:37.626]  And that's what government land is all about, so they can just give it away.
[00:57:38.387 --> 00:57:47.732]  I remember 15 years ago reading about the UN World Heritage sites where they admitted the buffer zones, hundreds of thousands of square miles around it, was being pledged to the national debt.
[00:57:48.072 --> 00:57:48.873]  And who owns the debt?
[00:57:48.953 --> 00:57:50.554]  China wants to manage the ports.
[00:57:50.574 --> 00:57:50.854]  China.
[00:57:51.334 --> 00:57:53.074]  China wants to manage the ports.
[00:57:53.534 --> 00:57:55.575]  They're managing the ports right now.
[00:57:55.615 --> 00:57:56.655]  No, that's the deal.
[00:57:56.735 --> 00:58:07.317]  We'll use your dollars for slave goods our slaves make with suicide nets around the factories, but you give us the Long Beach and the Panama Canal and the infrastructure and the oil.
[00:58:07.497 --> 00:58:08.998]  Panama Canal, China is.
[00:58:09.058 --> 00:58:10.278]  They're managing everything.
[00:58:10.558 --> 00:58:10.918]  Everything.
[00:58:11.018 --> 00:58:11.738]  Manzanilla.
[00:58:12.098 --> 00:58:14.999]  They're ready to manage Los Angeles and they want
[00:58:15.499 --> 00:58:20.162]  Free trade zones in the United States where communist Chinese can come in and set up business.
[00:58:20.222 --> 00:58:21.182]  This is a takeover.
[00:58:21.242 --> 00:58:22.023]  It's a takeover.
[00:58:22.043 --> 00:58:23.463]  It's a step-by-step takeover.
[00:58:24.124 --> 00:58:24.824]  And it's happening.
[00:58:25.404 --> 00:58:30.687]  And our debt is giving China the leverage they need to demand assets.
[00:58:30.747 --> 00:58:36.590]  And then the global issue is our military, what's left of it, has the leverage point to keep the commie Chinese in line.
[00:58:36.650 --> 00:58:37.731]  We don't have to have a military.
[00:58:37.791 --> 00:58:38.651]  China has one.
[00:58:38.771 --> 00:58:39.372]  We'll be right back.
[00:58:44.859 --> 00:58:48.622]  This is GCN, the Genesis Communications Radio Network.
[00:58:52.044 --> 00:59:03.251]  Looking back on 2012, we ask ourselves, how did we ever survive from natural disasters like Hurricane Sandy and the devastating summer drought to the family hardships brought on by a disastrous economy?
[00:59:03.551 --> 00:59:05.953]  Our hearts go out to those that have lost everything.
[00:59:06.253 --> 00:59:12.597]  At eFoods Direct, we hear from customers every day that are fortunate enough to weather life's storm by having a supply of food on hand.
[00:59:12.837 --> 00:59:13.978]  After Hurricane Sandy,
[00:59:14.258 --> 00:59:22.888]  Danny from New York City wrote, almost all of the grocery stores are closed, but I managed to get my e-foods just in time to be able to help my sister and niece.
[00:59:23.288 --> 00:59:27.033]  It is better to be prepared ten years too early than one day too late.
[00:59:27.253 --> 00:59:29.115]  I can warn you, but I can't feed you.
[00:59:29.315 --> 00:59:31.477]  Heed the warnings and do what Alex has done.
[00:59:31.597 --> 00:59:39.023]  Call 800-409-5633 today or go to efoodsdirect.com slash Alex and build your food supply.
[00:59:39.244 --> 00:59:43.007]  It's the best tasting non-GMO long-term storable food on the planet.
[00:59:43.147 --> 00:59:45.469]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:59:45.489 --> 00:59:47.110]  You can bet your life on eFoodsDirect.
[00:59:54.983 --> 00:59:56.908]  Waging war on corruption.
[00:59:57.389 --> 01:00:00.136]  Alex Jones on the GCM Radio Network.
[01:00:06.752 --> 01:00:10.934]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:11.595 --> 01:00:12.395]  You want answers?
[01:00:13.196 --> 01:00:14.056]  Well, so does he.
[01:00:14.736 --> 01:00:18.399]  He's Alex Jones on the GCN Radio Network.
[01:00:18.919 --> 01:00:22.981]  And now, live from Austin, Texas, Alex Jones.
[01:00:30.401 --> 01:00:32.122]  Big things afoot here in Texas.
[01:00:32.242 --> 01:00:35.264]  You know, Dr. Corsi, I'm noticing there's like a gathering in Texas.
[01:00:35.325 --> 01:00:37.046]  It's also happening in other states like New Hampshire.
[01:00:37.066 --> 01:00:40.248]  But everybody is really moving to Texas.
[01:00:40.308 --> 01:00:44.711]  And the globalists see Texas as the resistance to their new world order takeover.
[01:00:44.811 --> 01:00:46.172]  And I know they've got to get the guns.
[01:00:46.593 --> 01:00:49.895]  But I think, as the founders said, you won't need the Second Amendment until they try to take it.
[01:00:50.235 --> 01:00:55.319]  As Thomas Jefferson said, elaborate on what you mean by the Second Amendment is going to save us.
[01:00:55.359 --> 01:00:58.221]  And you were telling me during the break, people are finally starting to get it.
[01:00:58.241 --> 01:00:59.482]  This has been great banter we're having.
[01:00:59.602 --> 01:01:04.026]  Well, I think, first of all, the broadcast you're doing, we're at WND getting the word out.
[01:01:04.086 --> 01:01:07.829]  People are understanding that, oh, it's a conspiracy theory.
[01:01:07.969 --> 01:01:08.810]  It's not a conspiracy.
[01:01:08.870 --> 01:01:13.875]  It's a conscious plan to bankrupt the United States, conscious plan to take away our freedoms.
[01:01:14.255 --> 01:01:16.717]  You get the Patriot Act coming in after 9-11.
[01:01:17.057 --> 01:01:23.263]  You get now the, you know, terrorism is expanding, so we've got to be able to take guns away, school killings.
[01:01:23.823 --> 01:01:26.366]  All these fear elements end up in taking
[01:01:27.066 --> 01:01:31.269]  Fundamental rights from the American people while we're being indebted to China.
[01:01:31.809 --> 01:01:33.250]  And China wants the assets.
[01:01:33.910 --> 01:01:40.294]  The New World Order people, communist socialists, say China's the future because China is communist.
[01:01:40.674 --> 01:01:44.416]  But they've figured out, you know, the Obama people... Well, they're really just slave masters.
[01:01:44.436 --> 01:01:44.896]  Capitalism.
[01:01:44.936 --> 01:01:45.917]  They're slave masters.
[01:01:45.937 --> 01:01:46.217]  Yeah, yeah.
[01:01:46.417 --> 01:01:47.618]  Communism for the slaves.
[01:01:47.938 --> 01:01:49.179]  Palaces for the controllers.
[01:01:49.219 --> 01:01:49.499]  Precisely.
[01:01:49.639 --> 01:01:53.161]  I mean, Obama gets multi-million dollar vacations.
[01:01:53.221 --> 01:01:56.243]  Ten million dollar vacations, red carpets, they're the new Hollywood!
[01:01:56.703 --> 01:02:00.286]  And celebrities, and so does Nancy Pelosi.
[01:02:00.346 --> 01:02:05.829]  You go into a federal building, you're going to have to go through a metal detector, your property's going to be looked at.
[01:02:05.849 --> 01:02:10.192]  They're all going to be protected, the federal government, by guns and weapons.
[01:02:10.452 --> 01:02:12.933]  And by the way, they're not part of Obamacare.
[01:02:12.973 --> 01:02:15.155]  Nobody in the Senate and the House is part of Obamacare.
[01:02:15.535 --> 01:02:18.277]  Nobody in the Senate and the House will be part of any gun restrictions.
[01:02:18.797 --> 01:02:25.601]  When China comes in, China comes in, and the Trans-Texas Corridor was the first salvo in this.
[01:02:25.741 --> 01:02:29.884]  And out of it, look, China is still managing the Panama Canal.
[01:02:30.204 --> 01:02:33.986]  They're managing these ports in Mexico, like Lazaro Cardenas in Manzanilla.
[01:02:34.487 --> 01:02:35.807]  China wants ports.
[01:02:35.927 --> 01:02:38.869]  The Bank of China has met with the federal government.
[01:02:38.889 --> 01:02:43.152]  They've said, we want assets now for our debt.
[01:02:44.112 --> 01:02:58.182]  And the Cloward-Piven theory drives this, because the Cloward-Piven, two sociologists, who had a plan, they bankrupt New York in the 70s with this idea, overloading welfare, so capitalism crashes.
[01:02:58.562 --> 01:03:03.606]  You blame capitalism, you reconstruct socialism, let the Chinese come in and show us how to do it.
[01:03:03.946 --> 01:03:06.568]  The Chinese understand capitalism the way it works.
[01:03:07.208 --> 01:03:09.011]  And we're just being prepared for it.
[01:03:09.531 --> 01:03:14.879]  The discussion today in the Senate about guns is to sensitize people.
[01:03:14.899 --> 01:03:17.462]  Remember, same-sex marriage.
[01:03:17.482 --> 01:03:19.305]  20 years ago, people were offended.
[01:03:19.665 --> 01:03:21.428]  Now everybody's desensitized.
[01:03:21.888 --> 01:03:23.550]  The same with a gun takeover.
[01:03:24.031 --> 01:03:28.734]  You introduce the idea, you show all these schools.
[01:03:29.094 --> 01:03:29.995]  You want to protect the schools?
[01:03:30.055 --> 01:03:31.156]  Put armed guards in them.
[01:03:31.396 --> 01:03:32.757]  That's what they do in the federal buildings.
[01:03:32.777 --> 01:03:33.918]  It works for the federal.
[01:03:34.198 --> 01:03:36.799]  Federal buildings are not no gun zones.
[01:03:37.360 --> 01:03:41.903]  The federal troops have federal officers in every house and senate.
[01:03:41.963 --> 01:03:45.065]  But how do you beat it when they've got all the illegal aliens voting and everything?
[01:03:45.305 --> 01:03:57.509]  What they don't have is you've got the people of the United States, those left in America who understand that the Founding Fathers created... We have to get aggressive and realize how much trouble we're in and go after them politically, legally.
[01:03:57.789 --> 01:03:59.369]  People have got to make this a full-time deal.
[01:03:59.449 --> 01:04:00.610]  And take it seriously.
[01:04:00.650 --> 01:04:01.490]  Yeah, this isn't a joke.
[01:04:01.670 --> 01:04:02.270]  It's not a joke.
[01:04:02.310 --> 01:04:04.971]  I mean, this is now, you know, pre-prepared.
[01:04:05.731 --> 01:04:09.797]  You know, all these, the census data, the data about filling out all this information.
[01:04:09.817 --> 01:04:11.359]  The smart meters watching everything you're doing.
[01:04:11.399 --> 01:04:13.922]  They're collecting data right now to know where everything is.
[01:04:14.383 --> 01:04:18.148]  So when they come to get the guns, they all say, well, give us the one you got in that closet.
[01:04:18.468 --> 01:04:19.229]  You registered it.
[01:04:19.670 --> 01:04:20.511]  We know you've got it.
