[00:00:17.534 --> 00:00:19.376]  You want to fight?
[00:25:14.233 --> 00:25:22.358]  And I have to say that if I had a daughter that was attending that school, that I would be the very first person to say, there's no possible way.
[00:25:22.958 --> 00:25:30.923]  Even if we don't have absolute definitive evidence that this technology causes cancer, we do have some evidence that seems to indicate that.
[00:25:31.423 --> 00:25:34.166]  We also have, you know, other studies say it has no health effects.
[00:25:34.186 --> 00:25:35.547]  So the reality, we don't know.
[00:25:35.567 --> 00:25:48.099]  And the idea of using young girls as guinea pigs and to find out 10, 20, 30 years down the road that an entire school or an entire district developed breast cancer because of this exposure would be a horrifying outcome.
[00:25:48.840 --> 00:26:00.485]  So, it's not just the microchips sending out these beacons, but when I talk about this horrifying vision of the future, what we were able to see on the screen was a blueprint, a map, if you would, of the school.
[00:26:00.905 --> 00:26:02.706]  And there were so many schools doing this.
[00:26:02.786 --> 00:26:08.708]  This is schools in the Spring Independent School District down in Houston that I was not even aware were rigged with this technology.
[00:26:08.728 --> 00:26:09.708]  I wasn't aware of that either.
[00:26:09.748 --> 00:26:15.771]  He pulled down a menu and there were school after school, alphabetically, like, when he pulled down the menu you could only see the A's and B's.
[00:26:16.491 --> 00:26:16.891]  Wow.
[00:26:16.951 --> 00:26:18.152]  That's how many schools are doing this.
[00:26:18.712 --> 00:26:23.893]  So he pulls this down and he clicks on just a random school and then the blueprint of the school comes up on the screen.
[00:26:24.614 --> 00:26:29.555]  And in this blueprint what you see is the picture of the school and then circles.
[00:26:30.516 --> 00:26:37.438]  And each of the circles inside of it contains two boxes which is a number of students in that circle and a number of staff in that circle.
[00:26:37.458 --> 00:26:38.738]  So there might be like an 8 and a 15 or a 2 and a 1.
[00:26:41.579 --> 00:26:46.942]  When you click that, it gives you the names of the people that are physically located within that circle.
[00:26:47.003 --> 00:26:54.867]  Now, he's doing this from Texas, from San Antonio, looking at schools that are hundreds of miles away, from this kind of command center.
[00:26:56.181 --> 00:27:01.367]  And we should all trust him to be okay with that information.
[00:27:02.108 --> 00:27:16.143]  But as he pulls it down, you could then pick any one of the names and click it, and then bring up that person's picture, and their name, and all of their personal information, and their student ID number, and you now know exactly who's in that circle.
[00:27:16.403 --> 00:27:19.226]  So you're turning a school into an electronic concentration camp.
[00:27:19.286 --> 00:27:27.715]  It is, and what's fascinating about it is I've never actually seen a system for tracking and tagging people that worked that seamlessly.
[00:27:28.055 --> 00:27:37.285]  I've seen a lot of systems that make efforts to try to tie in video cameras and do various things, but I've never actually seen in real life a system that does track people in that way.
[00:27:37.845 --> 00:27:43.010]  So as we were leaving, just driving through the streets of San Antonio, we stopped at a traffic light.
[00:27:43.130 --> 00:27:47.534]  You know, they have the cameras now at the traffic lights, which 10 years ago was horrifying in and of itself.
[00:27:48.434 --> 00:27:55.380]  And I thought to myself, all they're going to need to do is get each of us to agree to carry or wear something like that.
[00:27:56.101 --> 00:27:57.322]  And then they're going to be able to do that.
[00:27:57.362 --> 00:28:06.587]  The police, or the FBI, the federal government, would be able to log into a control center, just like he did, and pull down from the menu, Austin, Texas.
[00:28:07.008 --> 00:28:09.249]  And then pull down from the menu, your street.
[00:28:09.429 --> 00:28:11.330]  And then pull down from the menu, your home.
[00:28:11.350 --> 00:28:18.014]  And actually determine who is in your home, or who is at the traffic light, or who is fill-in-the-blank.
[00:28:18.554 --> 00:28:22.317]  So, the ability to do that is here.
[00:28:23.536 --> 00:28:34.298]  And the only thing standing between us, and this is why I'm such a big fan of InfoWars, the work that you do, Melissa, the work that Alex does, because the only thing standing between us in that future is the fact that people will say no.
[00:28:35.470 --> 00:28:50.222]  So right now in San Antonio I flew out to attend a community forum put together by Heather Fazio from Texans for Accountable Government and we had probably 70 members of the community come out and say we don't like this, we don't want to be part of it.
[00:28:50.722 --> 00:28:55.886]  I then went in the evening over to the school board meeting to actually talk to the school board.
[00:28:55.906 --> 00:28:57.007]  Did the school go to the forum?
[00:28:57.327 --> 00:28:58.208]  Well, they did not.
[00:28:58.228 --> 00:28:59.528]  I had called them.
[00:28:59.768 --> 00:29:01.930]  I invited their superintendent to attend.
[00:29:02.090 --> 00:29:03.671]  I invited members of the board to attend.
[00:29:03.691 --> 00:29:05.171]  Heather invited everyone to attend.
[00:29:05.191 --> 00:29:05.732]  They said no.
[00:29:06.052 --> 00:29:07.813]  As far as we're concerned, it's done.
[00:29:07.833 --> 00:29:09.234]  Oh, good.
[00:29:09.254 --> 00:29:10.694]  So they don't want input any longer.
[00:29:11.115 --> 00:29:12.696]  So as far as they're concerned, it's done.
[00:29:12.716 --> 00:29:14.356]  That was the one piece of feedback.
[00:29:14.957 --> 00:29:18.739]  And even the vendor, you know, said he got sick at the last minute and couldn't come.
[00:29:19.179 --> 00:29:20.221]  Oh, of course.
[00:29:20.321 --> 00:29:27.389]  It was really just people on the opposition side when we made every effort to try to give them an opportunity and a forum to give their side.
[00:29:27.610 --> 00:29:29.031]  Well, his product is so wonderful.
[00:29:29.051 --> 00:29:32.075]  Why wouldn't he want to come and talk about its merits?
[00:29:32.115 --> 00:29:37.402]  Well, he did invite us in to tell us all about its merits and we captured all that on video, so that should be interesting.
[00:29:37.842 --> 00:29:46.786]  But when the city council meeting took place, and it came time for the public comments, the community comments, and my name was on the list.
[00:29:46.866 --> 00:29:49.247]  I had gotten in early enough to have my name on the list to speak.
[00:29:49.947 --> 00:29:57.210]  And the president of the school board said, Mrs. Albrecht, Mrs. Albrecht, are you around?
[00:29:57.290 --> 00:29:58.471]  And I said, yes, I am.
[00:29:58.551 --> 00:29:59.391]  And she smiled.
[00:29:59.891 --> 00:30:01.892]  And she stuttered and stammered.
[00:30:01.932 --> 00:30:02.793]  We have this on video.
[00:30:02.853 --> 00:30:06.074]  And she said, you're not going to be allowed to speak today.
[00:30:06.781 --> 00:30:07.281]  Really?
[00:30:07.301 --> 00:30:19.671]  See that's interesting because I was there for a protest as well earlier on in this fight and they, it was probably 20 community members who showed up specifically to talk about this issue and the school board did all this other stuff.
[00:30:19.691 --> 00:30:21.212]  They played videos how great they are.
[00:30:21.252 --> 00:30:23.033]  They were giving awards to the police.
[00:30:23.073 --> 00:30:29.078]  I mean it was like this pageantry about how wonderful the school district is and then it came to the actual issues and they're like well
[00:30:29.458 --> 00:30:38.305]  We decided as per the rules we just pulled out of this book over here in the corner that we're only going to let three people talk for five minutes and then they started curbing people's five minutes and it was just, it was amazing.
[00:30:38.345 --> 00:30:39.446]  I've never seen that before.
[00:30:39.466 --> 00:30:45.470]  What I thought was really, it was really a show of weakness I think on their part and of them feeling intimidated because
[00:30:46.756 --> 00:30:49.198]  I had come in, on Friday I flew to D.C.
[00:30:49.358 --> 00:30:56.484]  and I met with the folks from EPIC, the Electronic Privacy Information Center, and from EFF, the Electronic Frontier Foundation, all the privacy groups, the ACLU.
[00:30:57.005 --> 00:31:01.669]  We all got together on Friday and we have a coalition paper against it.
[00:31:01.709 --> 00:31:04.011]  We formed a coalition, we've got a position paper against this.
[00:31:04.711 --> 00:31:08.853]  And they said, we've got to get these answers about the program.
[00:31:08.973 --> 00:31:11.055]  Are they using fair information practices?
[00:31:11.155 --> 00:31:13.196]  What kind of security is being used on the data?
[00:31:13.536 --> 00:31:15.317]  Is it opt-in or opt-out?
[00:31:15.357 --> 00:31:16.578]  Can parents say no to this?
[00:31:16.598 --> 00:31:18.038]  So they had a series of questions.
[00:31:18.679 --> 00:31:31.806]  And the reason I had gone to the board meeting to speak my little three minutes, they didn't even give me my three minutes, was simply to say, I'm here representing this broad coalition of well-respected international authorities on issues of privacy and civil liberties.
[00:31:32.566 --> 00:31:35.827]  And I myself have a doctorate in education from Harvard University.
[00:31:36.268 --> 00:31:40.750]  I didn't say this to them, but my educational attainments trump those of every person in that room.
[00:31:41.330 --> 00:31:43.851]  And that's interesting because that is a school board.
[00:31:45.672 --> 00:31:50.534]  Having a doctorate in education is useless when you're fighting Walmart, but it's actually kind of helpful when you're fighting a school board.
[00:31:50.574 --> 00:31:51.174]  An actual school.
[00:31:53.915 --> 00:31:56.036]  All I wanted to do was say I'm here, I'm available.
[00:31:56.096 --> 00:32:01.338]  If you have any questions about why there's concerns about this program, I want to make myself available to answer them.
[00:32:01.458 --> 00:32:02.898]  And they wouldn't even let me get up and do that.
[00:32:02.918 --> 00:32:03.799]  They wouldn't even let you talk.
[00:32:03.939 --> 00:32:04.139]  Yeah.
[00:32:04.599 --> 00:32:07.420]  Yeah, it's rights end when you enter the school property there.
[00:32:07.460 --> 00:32:10.441]  That's pretty much what I've gotten from it any time that I've been there.
[00:32:10.461 --> 00:32:11.321]  They've said that.
[00:32:11.581 --> 00:32:14.422]  They've come out and said that you have no privacy.
[00:32:15.023 --> 00:32:16.763]  You give up your privacy on campus.
[00:32:16.783 --> 00:32:17.824]  You give up your freedoms.
[00:32:18.344 --> 00:32:21.665]  That you as a student in a government school do not have any rights.
[00:32:22.125 --> 00:32:30.209]  And I actually went to the Northside ISD's Smart Student ID Card website, which doesn't actually say anything at all on there anywhere about ill health effects.
[00:32:30.589 --> 00:32:37.572]  But I know in the past you've actually been interviewed for different articles about how pets that were microchipped were getting huge tumors.
[00:32:38.513 --> 00:32:39.773]  Yeah, that's an interesting issue.
[00:32:39.893 --> 00:32:44.936]  And to be honest, I am not really sure whether these things are dangerous for health or not.
[00:32:45.576 --> 00:32:52.199]  I know that as a breast cancer survivor I would never put one around my neck in the same way that I wouldn't hold my cell phone up to my chest.
[00:32:52.259 --> 00:32:53.579]  I mean there are certain things that just don't make sense.
[00:32:53.599 --> 00:32:54.660]  Yeah, well in the absence of knowledge.
[00:32:55.340 --> 00:32:55.960]  Absolutely.
[00:32:56.600 --> 00:33:00.782]  But it really was the health issues that put an end to human shipping in the U.S.
[00:33:00.902 --> 00:33:03.443]  because back in 2006 it came to our notice.
[00:33:04.003 --> 00:33:13.287]  A woman named Jeannie whose bulldog Leon had developed a fast-growing tumor around his microchip did a whole bunch of research and discovered that there was a whole cache of
[00:33:13.607 --> 00:33:28.080]  There's a lot of articles that have been published in toxicology journals and like obscure chemistry journals and obscure biology journals that the animals that they were microchipping for laboratory studies were developing cancer around the microchip.
[00:33:28.160 --> 00:33:41.091]  So what happens in a laboratory, you'll have 100 mice and you'll decide that you're going to have a control group of 50 that just are normal and then your other 50 are going to get some sort of experimental drug or intervention and then you see what happens.
[00:33:41.611 --> 00:33:47.518]  What they discovered, though, was that they were microchipping all 100 mice so that they could easily scan them and identify which mouse was in which group.
[00:33:48.098 --> 00:33:54.225]  But the ones that received the chemicals were getting cancer around the chips.
[00:33:54.585 --> 00:34:00.652]  And then they looked and discovered that the ones that hadn't had anything done to them but the chipping were getting cancer around the chips, too.
[00:34:01.412 --> 00:34:11.156]  And even though it wasn't what they set out to study, the findings were so significant and were messing up their research so badly that they began publishing these articles.
[00:34:11.556 --> 00:34:20.019]  So there was a whole series of them, a half a dozen or even more, and in every one of them they said that the microchip was the cause of the cancer that they were seeing.
[00:34:20.039 --> 00:34:20.400]  Wow.
[00:34:20.420 --> 00:34:22.400]  And you know, these are cancer researchers.
[00:34:22.420 --> 00:34:23.081]  That's what they do.
[00:34:23.121 --> 00:34:23.901]  That's what they do.
[00:34:24.241 --> 00:34:24.441]  Thank you.
[00:34:39.438 --> 00:34:43.020]  At that time, Blue Cross Blue Shield was implanting patients.
[00:34:43.060 --> 00:34:51.585]  They actually had a trial with diabetic patients that were receiving microchips to manage their electronic health records in the event that they went into a coma or went unconscious.
[00:34:52.425 --> 00:34:53.786]  It's always how it begins.
[00:34:53.846 --> 00:34:54.746]  It's to help you, right?
[00:34:54.766 --> 00:34:55.407]  Absolutely.
[00:34:55.427 --> 00:34:56.367]  We're going to help you.
[00:34:56.427 --> 00:34:56.887]  It's good technology.
[00:34:56.907 --> 00:34:58.128]  They don't come with tapes and guns.
[00:34:58.268 --> 00:35:00.309]  They come and say, oh, it'll be more convenient.
[00:35:00.349 --> 00:35:01.170]  It'll be safer.
[00:35:01.390 --> 00:35:03.211]  And of course, when people are frightened,
[00:35:04.167 --> 00:35:07.988]  Yeah, fear is a great way to get people to give up their liberties.
[00:35:08.029 --> 00:35:08.649]  Exactly.
[00:35:08.729 --> 00:35:14.011]  So we have on pretty good authority that the people who were in that trial actually had their chips removed.
[00:35:14.911 --> 00:35:15.912]  Wow.
[00:35:16.232 --> 00:35:21.394]  So now it remains to be seen whether it's going to be a health issue that puts it into this, a security risk that puts it into it.
[00:35:22.594 --> 00:35:31.097]  The real scary part to me is not even the health issue, it's the fact that when these kids leave campus, they're beaming out that unique ID number at a huge swath of distance.
[00:35:31.417 --> 00:35:32.278]  So any predator
[00:35:33.118 --> 00:35:37.001]  Heather was able to actually do a FOIA request and get a list of all the names of the kids from the Northside ISD in that request.
[00:35:37.021 --> 00:35:40.863]  And so she was talking about, I had read that if you just pair that up with buying an RFID tracker
[00:36:03.518 --> 00:36:03.979]  There you go.
[00:36:04.019 --> 00:36:05.941]  I mean, it's horrifying, the implications.
[00:36:05.961 --> 00:36:07.402]  You could just buy it off the internet.
[00:36:07.462 --> 00:36:09.544]  I suppose that's the one silver lining.
[00:36:09.564 --> 00:36:11.366]  You would not be able to just buy it off the internet.
[00:36:11.386 --> 00:36:12.587]  You would have to engineer it.
[00:36:13.067 --> 00:36:17.912]  But the parts used, they operate at 433 megahertz, which is a hobbyist frequency.
[00:36:17.952 --> 00:36:19.834]  It's not licensed by the FCC.
[00:36:19.874 --> 00:36:23.157]  It's not a special frequency that only certain people can use.
[00:36:23.277 --> 00:36:24.578]  It's broadly available.
[00:36:25.018 --> 00:36:27.721]  The parts to put it together are widely available on the internet.
[00:36:27.761 --> 00:36:28.682]  So it would be
[00:36:29.242 --> 00:36:34.227]  A little bit of work, but not more work than a truly determined stalker would be able to put in.
[00:36:34.247 --> 00:36:35.168]  That's horrifying.
[00:36:35.608 --> 00:36:38.411]  And I think, like you spoke about, you were a cancer survivor.
[00:36:38.431 --> 00:36:42.555]  My mother, five years ago, she was diagnosed also with non-Hodgkin's lymphoma.
[00:36:42.655 --> 00:36:48.141]  And the sad state of affairs in our world today is that the first thing that happened when they told her you have stage 4 cancer
[00:36:49.722 --> 00:36:51.804]  We had to sit and go, well, what could it be?
[00:36:51.844 --> 00:36:56.348]  Is it the GMO that has been shown in independent tests to cause tumors in lab rats?
[00:36:56.408 --> 00:36:58.149]  Is it, you know, the CFL light bulbs?
[00:36:58.189 --> 00:37:05.215]  She had filled her house with these light bulbs that are always putting out that really high, low frequency wave and she's closed in with that all night long.
[00:37:05.255 --> 00:37:05.856]  Is it that?
[00:37:05.896 --> 00:37:08.978]  I mean, is it, you know, all the chemicals that are being sprayed on the food?
[00:37:09.038 --> 00:37:12.381]  Is it this constant inundation with all the other frequency that's around us all the time?
[00:37:12.421 --> 00:37:13.362]  The smart meters?
[00:37:13.422 --> 00:37:15.404]  And she was living in a place that had that.
[00:37:15.424 --> 00:37:15.584]  I mean,
[00:37:16.184 --> 00:37:23.128]  And you just don't know anymore, because we have so much stuff happening all around us all the time, and you have to follow the money on some of these things.
[00:37:23.188 --> 00:37:28.911]  I mean, isn't this Northside ISD, aren't these people standing to make a substantial amount of money off this as well?
[00:37:28.931 --> 00:37:29.131]  They are.
[00:37:29.251 --> 00:37:32.953]  This is a couple hundred, it was a $200,000 contract to put this in, and this is just the pilot.
[00:37:33.673 --> 00:37:38.016]  So, this is 4,200 kids out of over 100,000 students in the district.
[00:37:38.096 --> 00:37:39.157]  So, do the math.
[00:37:39.177 --> 00:37:43.119]  I mean, you multiply that out, and you've got literally millions coming into this small company.
[00:37:44.220 --> 00:37:50.064]  When we interviewed them on camera yesterday and said, you know, what would it look like if you got the contract for the whole country?
[00:37:50.504 --> 00:37:51.805]  You know, and their eyes just lit up.
[00:37:52.085 --> 00:37:54.647]  I mean, obviously, that's an immense contract.
[00:37:54.687 --> 00:37:56.128]  That's the plan, I think, too.
[00:37:56.148 --> 00:37:57.309]  I think that's the ultimate goal.
[00:37:57.569 --> 00:38:19.871]  Once you've got the kids tagged, and once you've got them accustomed to this idea that authority figures, government authority figures, which is what school officials are, that government authorities can have the moral, legal, ethical right to track them, they're going to grow up into adults who aren't going to think twice when the next move is to put them on the street corners and at the entrance to the grocery store and every other place in the public arena.
[00:38:20.211 --> 00:38:32.577]  And then you're going to wind up with exactly what I was describing, where we're there in our car at the corner, and somebody somewhere could zoom in on that little circle and say, oh, there's Catherine Albrecht sitting in a car with Heather Fonsio, and oh, they're going northbound.
[00:38:32.677 --> 00:38:40.320]  And the ultimate plan to tie that into the cashless society, where they tie your finances in with your smart grid information.
[00:38:40.340 --> 00:38:45.383]  Well, and then that brings you, of course, to the mark of the beast, because that's what was predicted 2,000 years ago.
[00:38:46.383 --> 00:39:03.267]  You know, the idea, Melissa, that 2,000 years ago, a scraggly guy, age 80, in exile on an island off the coast of Greece, who was the Apostle John, would have a vision and be able to predict that 2,000 years later we'd have a world in which people could buy and sell with a number?
[00:39:03.847 --> 00:39:04.447]  Mind-blowing!
[00:39:04.967 --> 00:39:08.788]  A world where there would be one government for the entire globe?
[00:39:09.551 --> 00:39:17.858]  A world even for him, even the idea that you would be able to identify all people, rich and poor, free and bond, you know, great and small, was incredible.
[00:39:17.878 --> 00:39:20.640]  They didn't even know what was over the next ridge in many cases.
[00:39:20.980 --> 00:39:27.866]  And yet now we're able to pinpoint the entire globe from a satellite and find a quarter lying in somebody's backyard.
[00:39:28.546 --> 00:39:34.551]  So, to me, when people ask me, what's happening, how does it tie in with biblical prophecy?
[00:39:35.072 --> 00:39:37.994]  I always say, you know, if the world were going, well first of all, the world's going to hell.
[00:39:38.194 --> 00:39:38.474]  I think so.
[00:39:53.186 --> 00:39:56.909]  Precisely the exact way that he was told it was going to happen.
[00:39:57.170 --> 00:40:01.513]  Then I have to say, okay, well he's not going to get that part right and not get the next part right, too.
[00:40:01.694 --> 00:40:02.094]  Exactly.
[00:40:02.174 --> 00:40:06.097]  And that's the good news that comes in, is that in the end, the good guys win.
[00:40:06.177 --> 00:40:06.678]  Exactly.
[00:40:06.698 --> 00:40:10.321]  So that's what I cling to, and that's what helps me to get through these dark times.
[00:40:10.721 --> 00:40:17.888]  And then the other thing is, you know, I've been doing this since 1999, and I've given many interviews that depressed and discouraged people.
[00:40:18.228 --> 00:40:20.109]  You know, not on purpose, just tell him what I knew.
[00:40:20.129 --> 00:40:31.914]  I at one point had a woman reach out to me via email and she said, Catherine, you really need like a crisis hotline for people who've heard you speak who are so stressed out that we're freaking out.
[00:40:32.494 --> 00:40:34.875]  You need some kind of phone number people can call for counseling.
[00:40:35.256 --> 00:40:37.156]  And I went, I don't want to do that to people.
[00:40:37.237 --> 00:40:37.997]  That's terrible.
[00:40:38.597 --> 00:40:45.740]  So that is why I stepped back and I said, instead of just giving people bad news, you've got to give people solutions.
[00:40:45.780 --> 00:40:47.061]  You've got to give people the positive.
[00:40:47.581 --> 00:41:03.841]  So, this would be a good time to thank Startpage, the world's most private search engine, for existing, first of all, to give us an alternative to Google, so we've got a way to go online and not be tracked, but also for helping to fund my trip to San Antonio and supporting the privacy work that I'm doing right now.
[00:41:04.341 --> 00:41:05.202]  So there is good news.
[00:41:05.222 --> 00:41:06.263]  There are things that we can do.
[00:41:06.323 --> 00:41:07.104]  We can opt out.
[00:41:07.644 --> 00:41:08.926]  We can homeschool our kids.
[00:41:09.246 --> 00:41:10.888]  We can put them in different schools.
[00:41:11.108 --> 00:41:13.390]  We don't have to send them to these government institutions.
[00:41:13.770 --> 00:41:15.072]  We don't have to use Google.
[00:41:15.432 --> 00:41:21.638]  We don't have to log into the global brain 10, 15, 20 times a day and mind meld with it and tell it everything we're thinking about.
[00:41:22.098 --> 00:41:23.340]  You know, we have alternatives.
[00:41:23.580 --> 00:41:28.585]  And the frustrating part for me is when I see people who know better who don't use the alternatives.
[00:41:29.065 --> 00:41:33.847]  You know, people with a toll transponder in their car, instead of just taking the extra 30 seconds and paying cash.
[00:41:34.487 --> 00:41:36.247]  You know, tracking device on your vehicle.
[00:41:36.267 --> 00:41:37.068]  You don't have to do it.
[00:41:37.508 --> 00:41:40.309]  Once it's mandatory, then we'd have a different conversation.
[00:41:40.349 --> 00:41:42.390]  But when these things are voluntary, people shouldn't do them.
[00:41:42.730 --> 00:41:43.770]  No toll transponders.
[00:41:44.290 --> 00:41:45.290]  Don't use a credit card.
[00:41:45.391 --> 00:41:47.711]  Use cash, or we're going to lose cash.
[00:41:47.851 --> 00:41:48.692]  Don't use Google.
[00:41:48.812 --> 00:41:49.572]  Use Startpage.
[00:41:49.592 --> 00:41:52.433]  There's things we can do to empower ourselves.
[00:41:52.473 --> 00:41:54.013]  And they're not hard, and they don't cost money.
[00:41:54.073 --> 00:41:54.253]  Exactly.
[00:41:55.914 --> 00:42:01.241]  I asked myself, if people are too wimpy to use these now, what's going to happen when it gets hard?
[00:42:02.764 --> 00:42:03.324]  Exactly.
[00:42:03.344 --> 00:42:05.227]  Well, thank you so much for joining us today.
[00:42:05.247 --> 00:42:06.068]  We really appreciate it.
[00:42:06.088 --> 00:42:07.049]  I hope you come back soon.
[00:42:07.230 --> 00:42:07.891]  Thank you, Melissa.
[00:42:10.839 --> 00:42:17.322]  And I'm sorry that I had to cut her off like that, but she had to go get to her own radio show, so apologize to her and to the viewers.
[00:42:17.602 --> 00:42:28.268]  But actually, after this, into the credits, we're going to be showing not only a special report that I did when I first started here at the RFID protest, but also an interview with the Hernandez family.
[00:42:28.328 --> 00:42:34.651]  Andrea Hernandez, of course, being the student that spoke out against the RFID and was then expelled from school for refusing to wear it.
[00:42:35.571 --> 00:42:39.193]  So that's coming up for Prison Planet subscribers after the credits here.
[00:42:39.494 --> 00:42:43.636]  And if you want to become a subscriber, all you gotta do is go to prisonplanet.tv.
[00:42:43.716 --> 00:42:46.117]  It's $5.95 a month for 11 subscriptions.
[00:42:46.137 --> 00:42:50.400]  You get all of our news, you get the radio show, our special reports, all of our movies.
[00:42:50.940 --> 00:42:53.922]  And you continue to help us get the word out on this, because like she said,
[00:42:54.302 --> 00:42:56.504]  This is not something that most people are talking about.
[00:42:56.524 --> 00:43:04.230]  The mainstream media is mostly ignoring this issue, but it is a huge issue, and we're what stands between this and the future that Dr. Albrecht just described for you.
[00:43:04.250 --> 00:43:05.250]  It's horrifying.
[00:43:05.591 --> 00:43:07.732]  And so that's about it for tonight's InfoWars Nightly News.
[00:43:07.752 --> 00:43:09.454]  We'll see you back again tomorrow at 7 p.m.
[00:43:09.494 --> 00:43:09.754]  Central.
