[00:00:03.683 --> 00:00:03.803]  Okay.
[00:27:08.853 --> 00:27:13.155]  Also, they have the Pro-Pure Big, probably one of the best values out there.
[00:27:13.435 --> 00:27:15.416]  And of course, it's burnished stainless steel.
[00:27:15.796 --> 00:27:23.180]  And then, what I use on my RV, something that's great for your hunting cabin or the back porch, is the Pro-Pure Traveler.
[00:27:23.660 --> 00:27:23.740]  Yes.
[00:27:40.843 --> 00:27:42.565]  Obviously, you're hitting us through our water.
[00:27:42.885 --> 00:27:44.567]  It's time to take control of our lives.
[00:27:44.827 --> 00:27:52.714]  It's time to not give our children and families these poisons, and these systems cut it down to non-detectable levels across the board.
[00:27:53.074 --> 00:27:55.316]  ProPure is the name.
[00:27:55.837 --> 00:27:57.839]  I only promote what I believe in.
[00:27:58.459 --> 00:28:02.022]  And I use ProPure in my home and my office.
[00:28:02.322 --> 00:28:06.606]  And I recommend that you check out the information on ProPure at Infowars.com.
[00:28:06.806 --> 00:28:13.031]  We already have the lowest price at Infowars.com on the ProPure gravity filter system.
[00:28:13.812 --> 00:28:21.801]  But when you add in the 10% off when InfoWarriors use the product code WATER at InfoWars.com, nobody can top it.
[00:28:22.202 --> 00:28:23.564]  So again, it's a win-win-win.
[00:28:23.624 --> 00:28:32.294]  Stop drinking the poison water, checkmate the globalists when it comes to your health, and support InfoWars.com and the work we're doing here.
[00:28:32.634 --> 00:28:36.938]  You know, many revolutionaries rob banks and things and kidnap people for funds.
[00:28:37.338 --> 00:28:41.922]  We promote in the free market the products we use that are about preparedness.
[00:28:42.243 --> 00:28:52.452]  That's how we fund this revolution against the New World Order in our move to restore our constitutional republic and a spirit of 1776 worldwide.
[00:28:52.832 --> 00:28:54.473]  Check it out at InfoWars.com.
[00:28:54.874 --> 00:28:59.838]  ProPure, top of the line, number one, most powerful and effective
[00:28:59.858 --> 00:29:00.458]  Thank you.
[00:29:53.180 --> 00:29:57.023]  Welcome back to the second half of InfoWars Nightly News.
[00:29:57.784 --> 00:30:01.967]  We got the Obama phone lady to come down to Austin, Texas.
[00:30:02.007 --> 00:30:10.173]  And if you're a new viewer and you missed it, it's the famous clip that we're going to play right now of her saying, hey, he gave us a phone.
[00:30:10.493 --> 00:30:11.494]  He's going to do more.
[00:30:14.073 --> 00:30:14.533]  Obama!
[00:30:14.674 --> 00:30:15.714]  You got Obama phone?
[00:30:15.754 --> 00:30:16.115]  Yes!
[00:30:16.215 --> 00:30:19.438]  Everybody in Cleveland, low minority, got Obama phone!
[00:30:19.698 --> 00:30:21.800]  Keep Obama in president, you know?
[00:30:21.820 --> 00:30:23.301]  He gave us a phone!
[00:30:23.681 --> 00:30:24.302]  He gave you a phone?
[00:30:24.382 --> 00:30:25.323]  He's gonna do more!
[00:30:25.363 --> 00:30:26.884]  How'd he give you a phone?
[00:30:26.924 --> 00:30:32.348]  You sign up, you're on full stamps, you're on social security, you got low income, you disability!
[00:30:32.368 --> 00:30:33.169]  I have a question.
[00:30:33.569 --> 00:30:34.851]  Okay, what's wrong with Romney again?
[00:30:35.111 --> 00:30:35.551]  Romney?
[00:30:35.831 --> 00:30:36.532]  He sucks!
[00:30:36.592 --> 00:30:36.692]  Hey!
[00:30:40.811 --> 00:30:43.933]  And so here they are, all the way from Cleveland, Ohio.
[00:30:43.973 --> 00:30:49.957]  We've got Harvey, her husband, and we've got Michelle Dowery right here in studio with us.
[00:30:50.397 --> 00:30:51.558]  Thank you for coming to Austin.
[00:30:52.239 --> 00:30:52.959]  Thank you.
[00:30:53.780 --> 00:30:54.940]  So what are you thinking so far?
[00:30:55.841 --> 00:30:57.202]  Well, I'm liking it.
[00:30:57.762 --> 00:30:59.363]  I like Austin, Texas.
[00:31:00.424 --> 00:31:04.427]  I like what you told me about Obama and showed me on the internet what he
[00:31:05.563 --> 00:31:07.505]  Was doing and what he's about.
[00:31:08.025 --> 00:31:10.567]  And we're going to show some more of those clips here in a moment.
[00:31:10.587 --> 00:31:11.508]  But I mean, talk about that.
[00:31:11.548 --> 00:31:12.528]  Talk about the clips you saw.
[00:31:13.009 --> 00:31:14.230]  Well, I say one clip.
[00:31:14.390 --> 00:31:21.836]  One clip was about me with my new job and my taxes and how much taxes they took out for me.
[00:31:22.216 --> 00:31:24.298]  And he said he wouldn't do that.
[00:31:24.978 --> 00:31:30.125]  So, there he is, saying that he's going to do something and he did other.
[00:31:30.746 --> 00:31:34.271]  And let's be clear, I'm not here trying to get you to support Mitt Romney.
[00:31:34.351 --> 00:31:35.512]  I didn't support Mitt Romney.
[00:31:35.573 --> 00:31:36.394]  No, you told me that.
[00:31:36.434 --> 00:31:39.498]  In fact, I'm going to show you... You're not for Romney or you're for Obama.
[00:31:39.758 --> 00:31:42.382]  In fact, I'm going to give you some documentaries like Terror Storm.
[00:31:42.802 --> 00:31:43.022]  Right.
[00:31:43.062 --> 00:31:49.764]  That exposes Bush involved in or at least elements that control him in allowing terror attacks to take place to take our liberties.
[00:31:50.124 --> 00:31:50.384]  Right.
[00:31:50.604 --> 00:31:54.165]  My whole issue is I'm here to shoot down politically this whole facade.
[00:31:54.765 --> 00:31:55.025]  Right.
[00:31:55.105 --> 00:32:07.588]  That's my goal and it's annoying to me to know that the big mega banks they want taxes higher on the average people because there's there's hundreds of millions of us that turns into trillions because they take that money offshore.
[00:32:07.888 --> 00:32:09.729]  It's the big banks that get those bailouts.
[00:32:10.129 --> 00:32:10.469]  Right.
[00:32:10.529 --> 00:32:13.811]  They're always criticizing people who are down and out, getting a little bit of help, welfare.
[00:32:14.491 --> 00:32:18.073]  My issue is, is that most welfare is corporate welfare.
[00:32:19.113 --> 00:32:25.836]  And if we're going to have corporate welfare, like General Motors, I want General Motors to stay in America, not to move to China.
[00:32:27.017 --> 00:32:28.077]  Harvey, what's your take on that?
[00:32:28.638 --> 00:32:32.279]  Yeah, I'd rather for them to stay here in America because we need the jobs in America.
[00:32:33.000 --> 00:32:34.160]  Especially if we bail them out.
[00:32:34.601 --> 00:32:34.801]  Right.
[00:32:34.841 --> 00:32:35.641]  Yeah, we bail them out.
[00:32:35.661 --> 00:32:37.062]  We've got to have the jobs in America.
[00:32:37.082 --> 00:32:39.663]  You can't send them over there because all the taxes and money going over there.
[00:32:41.178 --> 00:32:42.039]  It's amazing.
[00:32:42.279 --> 00:32:45.323]  And they spin it and say, oh, we're going to help other countries giving them jobs.
[00:32:45.944 --> 00:32:51.451]  All they do is basically force the people off their farms in China and make them go work as slaves in those factories.
[00:32:52.171 --> 00:32:55.716]  Did you know they have suicide nets around the Apple factories in China?
[00:32:56.297 --> 00:32:58.079]  Because they go up on top of the building and jump off.
[00:32:59.818 --> 00:33:01.561]  Oh, and then they catch him and make him go back to work.
[00:33:01.942 --> 00:33:02.603]  I'm not joking.
[00:33:03.364 --> 00:33:05.087]  In fact, folks, that sounds so insane.
[00:33:05.107 --> 00:33:09.694]  When you guys type in suicide nets at Foxconn factories, that's the subcontractor.
[00:33:10.315 --> 00:33:13.900]  Again, this stuff's so crazy, I say it and feel like a liar.
[00:33:15.031 --> 00:33:31.744]  But then when you show it, like you showed me in the interview with the radio station, you showed me how, yeah, you got a job, but look how many took 2% more taxes, but just a couple years ago, he said he won't do that.
[00:33:32.065 --> 00:33:37.449]  Well, actually, it's 3.8%, and then another 2%, and then another 3-something on investments.
[00:33:38.430 --> 00:33:41.232]  Let's say you're 401k, where they just take that out for the... There it is.
[00:33:41.512 --> 00:33:43.474]  Inside Apple's Foxconn factories.
[00:33:43.834 --> 00:33:44.555]  See the suicide nets?
[00:33:45.771 --> 00:33:46.092]  Yep.
[00:33:46.172 --> 00:33:46.472]  Right.
[00:33:46.973 --> 00:33:48.075]  Wow, that's crazy.
[00:33:48.115 --> 00:33:51.200]  Scroll down and show them.
[00:33:51.400 --> 00:33:53.684]  And by the way, they now forced drug them, reportedly.
[00:33:54.064 --> 00:33:56.128]  And they have forced abortions inside the factory.
[00:33:56.718 --> 00:33:57.498]  I think that sucks.
[00:33:57.638 --> 00:33:58.218]  Why is that?
[00:33:58.778 --> 00:34:00.599]  I wish they'd make a Django movie about that.
[00:34:01.279 --> 00:34:06.000]  Showing some communist Chinese getting busted up instead of trying to create division.
[00:34:06.020 --> 00:34:06.640]  See, here's the difference.
[00:34:07.140 --> 00:34:09.801]  I didn't bring you here to put you down and make Democrats look bad.
[00:34:10.301 --> 00:34:12.621]  Because I understand they gave you the Democrat or the Republican choice.
[00:34:12.641 --> 00:34:13.922]  They're both a con game.
[00:34:13.962 --> 00:34:14.422]  Both of them.
[00:34:14.442 --> 00:34:15.502]  Getting clowned both ways.
[00:34:16.122 --> 00:34:25.704]  I brought you here to bring us together and say we've got to stand up and demand we be treated like human beings or all of us, like Ross Perot said, napped in a gap will create a giant sucking sound.
[00:34:26.184 --> 00:34:28.168]  He would bring us down, not Mexico up.
[00:34:28.628 --> 00:34:30.952]  And Mexico went down and we went down, didn't we?
[00:34:30.972 --> 00:34:31.073]  Right.
[00:34:31.253 --> 00:34:32.836]  We went right down with them, for real.
[00:34:32.856 --> 00:34:35.661]  I mean, did things get better after an afternoon gap?
[00:34:35.941 --> 00:34:36.342]  Nope.
[00:34:37.083 --> 00:34:37.584]  No, sir.
[00:34:38.445 --> 00:34:38.646]  Nope.
[00:34:39.960 --> 00:34:51.807]  And see, that's real because when me and you was in our news cam, you know, when we were interviewing for the radio station, you showed me how he said it.
[00:34:52.107 --> 00:34:53.768]  He said it in his own words.
[00:34:54.268 --> 00:35:04.454]  It was Obama face and it was Obama talking, saying he would not cut a person like me 20 or 30 thousand a year, our taxes.
[00:35:05.114 --> 00:35:08.176]  Here I am, I just got a job, my taxes are cut.
[00:35:09.651 --> 00:35:10.651]  So he did everybody.
[00:35:10.671 --> 00:35:11.792]  He did everybody.
[00:35:11.812 --> 00:35:12.492]  They said $200,000 or more, didn't he?
[00:35:12.532 --> 00:35:12.972]  $250,000 or more.
[00:35:13.032 --> 00:35:17.913]  And people, 77% of Americans, people making under $30,000, right around $30,000, depending on how they break it down, you get 3.8% taken out, on top of 10% already.
[00:35:32.001 --> 00:35:35.066]  That's the thing, when you get unemployment and all that, you already paid into that.
[00:35:35.606 --> 00:35:38.350]  But see, that's like misleading us, saying he's the president.
[00:35:39.011 --> 00:35:45.900]  You know, and if you don't know, like, you know, you showed me the incidents with the Happy Meal, and that's true.
[00:35:46.681 --> 00:35:54.346]  Here you is getting a Happy Meal that's worth $2, a cheeseburger and a fry, a dollar a piece, because it's a 99 cent menu.
[00:35:54.727 --> 00:35:58.069]  But I'm going to throw in this toy for free, because it's for kids.
[00:35:58.429 --> 00:36:03.833]  And I know I'm going to get a lot of fools to buy this Happy Meal for $4 or $5, when it's only worth $2.
[00:36:03.953 --> 00:36:07.656]  Woody bought a million and billions of those toys!
[00:36:08.436 --> 00:36:09.897]  Just to throw it in the box.
[00:36:10.057 --> 00:36:10.638]  Exactly.
[00:36:11.118 --> 00:36:14.121]  Same thing as with the phones.
[00:36:14.541 --> 00:36:19.205]  $47 trillion since 2008 has been given one way or another to foreign banks.
[00:36:19.785 --> 00:36:20.005]  Right.
[00:36:20.466 --> 00:36:22.848]  And a couple hundred billion in infrastructure.
[00:36:23.528 --> 00:36:25.410]  Can you imagine if they put $47 trillion into that?
[00:36:25.430 --> 00:36:29.593]  If you divided $47 trillion amongst 315 million Americans, what's the math on that?
[00:36:36.899 --> 00:36:38.299]  At least about $56,000.
[00:36:38.419 --> 00:36:39.880]  I think it's more than that.
[00:36:39.900 --> 00:36:42.901]  That's like blind to the full of Obama phone lady.
[00:36:43.481 --> 00:36:46.542]  Listen, the Obama phone's corporate welfare.
[00:36:46.783 --> 00:36:52.925]  They give a handful of corporations all this money on track phones that are $25 at Walmart.
[00:36:53.285 --> 00:36:55.806]  I found out what the government's paying for those, almost $100 a piece.
[00:36:56.086 --> 00:36:56.406]  What?
[00:36:56.506 --> 00:36:57.547]  It's another payoff.
[00:36:58.067 --> 00:36:58.387]  Right.
[00:36:58.527 --> 00:36:59.848]  And they're only getting $200,000?
[00:36:59.908 --> 00:37:03.550]  Not even that, the track phone that they give you, the phone that Obama gave you?
[00:37:04.030 --> 00:37:06.151]  Oh, it's worth more than me buying a Rev-O.
[00:37:06.211 --> 00:37:11.333]  By the way, that's $134,000 apiece if they divided that money up amongst us.
[00:37:11.634 --> 00:37:12.354]  We're making the money.
[00:37:13.612 --> 00:37:14.533]  Well, that's the crazy thing.
[00:37:14.553 --> 00:37:16.555]  These mega-banks aren't even getting that money.
[00:37:16.956 --> 00:37:22.622]  It's to back up derivatives that people like Ken Lay developed, but also Bernie Madoff.
[00:37:22.662 --> 00:37:24.163]  But he went to jail for a $100 billion theft.
[00:37:24.444 --> 00:37:25.204]  This is trillions.
[00:37:25.785 --> 00:37:32.032]  They've connected all this fraudulent money that was never real onto our economy.
[00:37:33.126 --> 00:37:34.187]  And so they threaten us.
[00:37:34.207 --> 00:37:37.229]  They go, if you don't pay this off, at least just pay the interest on it.
[00:37:37.529 --> 00:37:38.910]  That's what the $47 trillion is for.
[00:37:38.930 --> 00:37:40.912]  It's actually $1,500 trillion.
[00:37:42.032 --> 00:37:44.434]  It's more money than there is in the whole world many, many times over.
[00:37:44.474 --> 00:37:45.195]  It's all a scam.
[00:37:46.015 --> 00:37:54.561]  These con artists created all this money and then bought the politicians with fiat money, made out of nothing, and got them to sign us on to their debt.
[00:37:55.522 --> 00:37:56.243]  To their debt.
[00:37:57.802 --> 00:37:59.944]  And put their name up.
[00:38:00.324 --> 00:38:00.684]  Exactly.
[00:38:00.784 --> 00:38:01.585]  I'm here ranting.
[00:38:02.225 --> 00:38:04.367]  It's just, let's play a clip that she's talking about.
[00:38:04.387 --> 00:38:05.287]  Let's go through these clips.
[00:38:05.688 --> 00:38:12.393]  Here is the clip of Obama four years ago in the last campaign saying, hey, I won't raise your payroll taxes, none of your taxes.
[00:38:12.693 --> 00:38:22.020]  And then we've shown you the news articles where 77% of Americans, or basically anybody that gets payroll taxes, who's working, you get more money taken out.
[00:38:22.360 --> 00:38:24.041]  Hundreds of dollars a month on average.
[00:38:24.381 --> 00:38:25.002]  Here's that clip.
[00:38:28.277 --> 00:38:39.762]  And I can make a firm pledge, under my plan, no family making less than $250,000 a year will see any form of tax increase.
[00:38:40.162 --> 00:38:46.905]  Not your income tax, not your payroll tax, not your capital gains taxes, not any of your taxes.
[00:38:50.447 --> 00:38:52.448]  So that's the same clip we played on the radio.
[00:38:53.589 --> 00:38:59.553]  Let's play one more clip of Obama promising, and there's a bunch of these lies, to never try to take anybody's guns.
[00:39:00.054 --> 00:39:01.354]  Let's go to that clip right now.
[00:39:03.856 --> 00:39:07.999]  When y'all go home and you're talking to your buddies and they say, ah, he wants to take my gun away.
[00:39:09.920 --> 00:39:12.282]  You've heard it here, I'm on television, so everybody knows it.
[00:39:14.043 --> 00:39:15.224]  I believe in the Second Amendment.
[00:39:16.798 --> 00:39:19.859]  I believe in people's lawful right to bear arms.
[00:39:20.860 --> 00:39:22.641]  I will not take your shotgun away.
[00:39:23.161 --> 00:39:24.962]  I will not take your rifle away.
[00:39:26.583 --> 00:39:28.063]  I won't take your handgun away.
[00:39:30.524 --> 00:39:31.745]  So there's just a couple of lies.
[00:39:31.765 --> 00:39:32.826]  We played more on the radio.
[00:39:32.846 --> 00:39:33.686]  What's your take on this?
[00:39:33.706 --> 00:39:35.287]  It's late.
[00:39:36.201 --> 00:39:41.045]  It's like he buffed us up to get into something and did show us something different.
[00:39:41.205 --> 00:39:45.448]  I'm talking about from the four years, last four years I campaigned for him.
[00:39:45.868 --> 00:39:48.050]  He said what he was going to do to Lee and Harvard.
[00:39:48.710 --> 00:39:50.351]  Lee and Harvard still looks the same.
[00:39:50.411 --> 00:39:50.952]  Describe that.
[00:39:50.992 --> 00:39:51.632]  That's a neighborhood.
[00:39:51.952 --> 00:40:01.739]  That's a neighborhood where Obama, when he first came, for the first four years, a lot of black minorities helped him in that community and
[00:40:02.620 --> 00:40:04.221]  Reached out and did what they did.
[00:40:04.261 --> 00:40:22.214]  Then I was one of those that worked for him and that community four years ago and he told us, just like you showed me the clip, I wish I could have saved the clip from Lee and Harvard because he said he was gonna rebuild this, he was gonna make the traffic light different, he was gonna do all this to Lee and Harvard.
[00:40:22.654 --> 00:40:24.335]  Because he won his first election.
[00:40:24.875 --> 00:40:27.956]  Now that he's won the first election, that was four years ago.
[00:40:28.276 --> 00:40:32.959]  It's almost now five years, and Lee and Harvard and Cleveland, Ohio are still the same.
[00:40:33.299 --> 00:40:37.120]  But he had that office, said Obama office.
[00:40:37.841 --> 00:40:43.403]  People like me, four years ago, went there and worked for him and did what we did to get him an election.
[00:40:44.844 --> 00:40:45.644]  And he won?
[00:40:46.224 --> 00:40:47.505]  It's gone on five years.
[00:40:47.525 --> 00:40:49.386]  Lee and Harvard still look the same.
[00:40:50.367 --> 00:40:52.249]  Same thing with me on my behalf.
[00:40:52.689 --> 00:41:00.277]  You said, even though I found out you wasn't the man for the Obama phone, but when you got in the election, the Obama phones were passed.
[00:41:01.578 --> 00:41:10.067]  By me telling people, how I want to say it, it's like leading them on to something that was not true.
[00:41:11.437 --> 00:41:14.440]  What they do is, if you don't like what the Democrats are doing, vote Republican.
[00:41:14.460 --> 00:41:16.242]  If you don't like what the Republicans are doing, vote Democrat.
[00:41:16.763 --> 00:41:18.885]  It's like you don't want to vote for either one of them.
[00:41:18.985 --> 00:41:19.906]  And that's the point.
[00:41:20.186 --> 00:41:24.411]  My show is about people realizing it's all a con game.
[00:41:24.491 --> 00:41:28.375]  Even if you get something, it's money they already stole from you some other way.
[00:41:28.395 --> 00:41:29.056]  Right.
[00:41:29.316 --> 00:41:32.619]  My point is, these people are not trying to give anybody a free lunch.
[00:41:33.849 --> 00:41:38.372]  And then what happens is people then just start buying into the system, going, well, it's corrupt.
[00:41:38.812 --> 00:41:40.773]  I'll just screw anybody I can to get ahead.
[00:41:41.053 --> 00:41:42.454]  Then everybody starts screwing everybody.
[00:41:42.494 --> 00:41:42.694]  Right.
[00:41:42.994 --> 00:41:44.975]  Then the whole society collapses.
[00:41:44.995 --> 00:41:46.276]  That's what we're hitting.
[00:41:46.296 --> 00:41:48.917]  Do you ever go to some of the churches?
[00:41:48.997 --> 00:41:49.698]  I go to church.
[00:41:49.858 --> 00:41:52.099]  I go to Anointed Gates in Cleveland, Ohio.
[00:41:52.879 --> 00:42:01.304]  And our pastor was telling us that if you don't get your line in order with God now, because even with Obama,
[00:42:02.481 --> 00:42:10.132]  He's, he's, you ain't heard him say one thing, I, what's that, I pledge allegiance to the flag, you know we used to sing when we started school.
[00:42:10.592 --> 00:42:13.817]  We see they don't have that in the schools no more and look what they got in there.
[00:42:13.837 --> 00:42:17.863]  They got the guns, the man coming in killing the kids, all that going on.
[00:42:18.383 --> 00:42:23.705]  But first and foremost, every morning I wake up, I thank God, because I'm breathing and I got another day.
[00:42:24.325 --> 00:42:25.666]  Same thing with Obama.
[00:42:26.086 --> 00:42:28.247]  Obama got a person like me.
[00:42:28.667 --> 00:42:30.547]  They called me the Obama phone lady.
[00:42:30.928 --> 00:42:36.069]  He got a person like me, give me more than I was worth, because I got a job now.
[00:42:36.390 --> 00:42:45.273]  I didn't make as much as I made when I worked for Obama, but he reared me in to work, and here I was.
[00:42:46.073 --> 00:42:53.997]  Quote-unquote, illiterate, and as soon as I got my check, I'm like, you mean to tell me by me working for Obama I got all the money?
[00:42:55.077 --> 00:42:58.318]  Not a nan dollar of taxes went out my check.
[00:42:58.498 --> 00:42:59.259]  Where can you work at?
[00:42:59.359 --> 00:43:00.779]  I wouldn't care who you work for.
[00:43:01.460 --> 00:43:02.820]  The taxes got to come out.
[00:43:03.601 --> 00:43:07.863]  I worked for Obama, no government took my food stamps or anything.
[00:43:08.583 --> 00:43:10.444]  And that's just right, that's a
[00:43:11.244 --> 00:43:14.969]  An incident I've seen with my own self that was not even right.
[00:43:15.110 --> 00:43:16.612]  That's because Obama's a made man.
[00:43:16.812 --> 00:43:18.995]  You're working for the big, big guy there.
[00:43:19.135 --> 00:43:23.561]  Even if you is working for the big, big guy, where's my tax dollars going?
[00:43:23.701 --> 00:43:24.843]  And they didn't take out any.
[00:43:25.263 --> 00:43:26.004]  That's a scam.
[00:43:27.250 --> 00:43:31.594]  I don't care who you work for, the law is the same as with me and anybody else.
[00:43:31.874 --> 00:43:37.799]  They're going to take Obama guns and put them off, take the street people guns and take them off and let them have the guns?
[00:43:38.079 --> 00:43:38.279]  No.
[00:43:38.620 --> 00:43:40.181]  That's why they're doing what they're doing now.
[00:43:40.621 --> 00:43:42.043]  With these guns and everything.
[00:43:42.783 --> 00:43:43.103]  You know?
[00:43:45.045 --> 00:43:47.207]  Now you had a few different views yesterday.
[00:43:48.448 --> 00:43:50.810]  Our talk, did that help things click or what happened?
[00:43:51.210 --> 00:43:54.773]  Oh, with your talk and what me seeing with my own eyes.
[00:43:55.851 --> 00:44:04.634]  Thank God that I did come here to be on the Alex Jones Show because I, one thing that caught my eye was my taxes.
[00:44:05.235 --> 00:44:09.876]  And I seen that my taxes, out my check, like, it went up.
[00:44:10.797 --> 00:44:13.418]  Even if you put two or three kids, I put five.
[00:44:14.318 --> 00:44:15.419]  And it still was high.
[00:44:15.439 --> 00:44:17.700]  They took over like 30, 40 dollars.
[00:44:18.540 --> 00:44:18.880]  You know?
[00:44:19.340 --> 00:44:21.061]  And that money, who is that money going to?
[00:44:22.421 --> 00:44:23.302]  Just corrupt.
[00:44:23.822 --> 00:44:24.823]  I felt that's corrupt.
[00:44:24.843 --> 00:44:27.205]  Well, I mean, he said... He wouldn't take my money.
[00:44:27.225 --> 00:44:30.087]  Listen, what's sick, I told you about Kennedy, and anybody can pull this up.
[00:44:30.107 --> 00:44:30.347]  Right.
[00:44:30.667 --> 00:44:35.091]  Depending on the tax bracket, 50% cut, 30% cut, but he cut taxes massively.
[00:44:35.331 --> 00:44:38.133]  Right, for us low minority people.
[00:44:38.153 --> 00:44:38.553]  Well, he did.
[00:44:38.573 --> 00:44:38.553]  20, 30, 50.
[00:44:39.414 --> 00:44:41.416]  Kennedy actually cut the taxes, and guess what happened?
[00:44:41.756 --> 00:44:42.937]  Tax receipts doubled.
[00:44:43.517 --> 00:44:46.099]  People go, well how does more money come in if you tax less?
[00:44:46.319 --> 00:44:48.621]  Because if you give people their own money, they go out and spend it.
[00:44:49.042 --> 00:44:49.302]  Right.
[00:44:49.382 --> 00:44:52.444]  And now all the chain reactions and then all this money comes in.
[00:44:52.464 --> 00:44:53.365]  Turning back around.
[00:44:54.046 --> 00:44:56.708]  So why do they want high taxes then?
[00:44:56.748 --> 00:44:58.869]  Because they can pick the winners and the losers.
[00:44:59.330 --> 00:45:01.992]  Have you heard about General Electric and people paying no tax?
[00:45:02.472 --> 00:45:02.712]  Right.
[00:45:02.772 --> 00:45:03.652]  Didn't hear that one yet.
[00:45:03.892 --> 00:45:05.673]  These big, type it in folks.
[00:45:06.153 --> 00:45:07.814]  General Electric paid zero tax.
[00:45:07.894 --> 00:45:10.815]  Google paid 3.5 or something.
[00:45:10.875 --> 00:45:11.975]  I'm paying over 40%.
[00:45:12.135 --> 00:45:13.095]  They wrote the laws.
[00:45:13.835 --> 00:45:16.016]  All these, the real ultra-rich are exempt.
[00:45:17.056 --> 00:45:17.297]  Yeah.
[00:45:17.437 --> 00:45:20.698]  That's why Howard Dean came out a month ago and he said, oh no, poor people need to pay more tax.
[00:45:21.158 --> 00:45:21.518]  Really?
[00:45:21.978 --> 00:45:22.598]  Why not the rich?
[00:45:22.638 --> 00:45:23.358]  Really, really.
[00:45:23.558 --> 00:45:25.919]  Everybody, listen, I got family that are professionals.
[00:45:27.720 --> 00:45:28.580]  Doctors, you name it.
[00:45:30.129 --> 00:45:32.030]  They aren't living as good as they were 20 years ago.
[00:45:32.350 --> 00:45:33.350]  Right, no one is.
[00:45:33.390 --> 00:45:41.913]  They can't, I mean, and they're getting, you know, weird audits and bills and stuff doesn't, I mean, everybody I know is having trouble.
[00:45:42.253 --> 00:45:42.513]  Right.
[00:45:42.773 --> 00:45:45.874]  Okay, and I live in one of the wealthiest cities in the country, there it is, GE.
[00:45:46.995 --> 00:45:47.695]  No taxes.
[00:45:49.075 --> 00:45:49.275]  Mm-hmm.
[00:45:49.575 --> 00:45:50.056]  One thing of that.
[00:45:51.096 --> 00:45:57.058]  And by the way, GE lobbies, they lobbied for these tax increases, you know why?
[00:45:57.771 --> 00:45:59.052]  Because they're a bank.
[00:45:59.352 --> 00:46:00.013]  They're bank owned.
[00:46:00.053 --> 00:46:01.353]  They get banker bailout money.
[00:46:01.414 --> 00:46:02.554]  They get tax money.
[00:46:03.375 --> 00:46:05.236]  They're the biggest welfare queens in the world!
[00:46:05.857 --> 00:46:06.557]  Yeah.
[00:46:06.577 --> 00:46:07.978]  Gee, yeah.
[00:46:08.198 --> 00:46:08.618]  All of them.
[00:46:08.879 --> 00:46:11.781]  It is unbelievable, the government contracts they get.
[00:46:12.781 --> 00:46:13.902]  Maybe just give them money right back.
[00:46:13.922 --> 00:46:19.506]  Again, now that since I met you, Alex Jones, it seems like more of the poor
[00:46:20.802 --> 00:46:31.186]  Quote unquote, more of the poor that I've seen vote for Obama and go out and do what they needed to do to get him an election, we still in the same bracket.
[00:46:31.907 --> 00:46:32.727]  Four years ago.
[00:46:33.407 --> 00:46:34.828]  No, exactly.
[00:46:36.678 --> 00:46:38.599]  They're experts in conning people.
[00:46:38.619 --> 00:46:41.101]  Because, you know, weren't companies in trouble?
[00:46:41.141 --> 00:46:41.722]  People need money?
[00:46:42.062 --> 00:46:43.263]  Hey, do whatever, help me!
[00:46:43.283 --> 00:46:43.963]  Right.
[00:46:44.504 --> 00:46:50.508]  They don't want to help you because they want to make you poor so they can control you and buy you for nothing.
[00:46:50.948 --> 00:46:51.749]  Keep us content.
[00:46:51.789 --> 00:46:52.410]  See, look, look, look.
[00:46:52.430 --> 00:46:55.612]  People that have got money and their own jobs, their own companies, what are they?
[00:46:55.652 --> 00:46:56.513]  They're self-sufficient.
[00:46:56.533 --> 00:46:57.874]  They have a word for it.
[00:46:57.894 --> 00:46:58.574]  It's called uppity.
[00:46:59.034 --> 00:46:59.355]  Right.
[00:46:59.635 --> 00:47:02.197]  And they want the American people to not be uppity.
[00:47:02.917 --> 00:47:07.080]  And quote-unquote what they're doing to our brothers and sisters now.
[00:47:07.220 --> 00:47:09.302]  I got teenagers in like a 23-21.
[00:47:09.362 --> 00:47:16.007]  They want to frame them, give them a number, send them to prison for the little stupid things.
[00:47:16.447 --> 00:47:22.632]  When quote-unquote, where I live in Cleveland, it's a lot of work need to be done there.
[00:47:23.527 --> 00:47:25.789]  You know, if I was the president, what I could do?
[00:47:26.089 --> 00:47:31.733]  And I know it takes time, but, like I'm saying, four years ago, now it should be in the working.
[00:47:31.773 --> 00:47:32.753]  You want again?
[00:47:34.074 --> 00:47:34.475]  You know?
[00:47:34.995 --> 00:47:37.357]  I got a 21-year-old, went to jail.
[00:47:38.117 --> 00:47:40.058]  Scared him, scared straight.
[00:47:40.679 --> 00:47:44.702]  But if there aren't any jobs, and all he know is this quick money,
[00:47:46.060 --> 00:47:46.761]  What would you do?
[00:47:46.781 --> 00:47:47.361]  No, no.
[00:47:48.562 --> 00:47:50.144]  Listen, you know what's come out in Congress?
[00:47:50.604 --> 00:47:52.906]  The drugs are shipped into the communities by the government.
[00:47:53.486 --> 00:47:54.727]  The big banks on record.
[00:47:54.988 --> 00:47:56.229]  Guys, pull up Bloomberg.
[00:47:57.990 --> 00:48:01.033]  Bloomberg.com.
[00:48:01.053 --> 00:48:01.773]  376 laundered drug money.
[00:48:01.793 --> 00:48:02.954]  376 billion laundered drug money.
