[00:00:00.090 --> 00:00:00.614]  You've got it.
[00:23:04.843 --> 00:23:10.847]  And they would come and put you in a forced labor camp, well, with a Stalin gun, and he said, listen, you got a gun, I'm gonna kill you.
[00:23:12.608 --> 00:23:13.728]  What did Mao do?
[00:23:13.728 --> 00:23:15.709]  He had a death penalty for citizens with guns.
[00:23:15.709 --> 00:23:21.150]  He said political power goes out of the barrel of a gun, so I got the guns and you don't.
[00:23:21.150 --> 00:23:22.810]  See, that's what 1776 is all about.
[00:23:22.810 --> 00:23:30.311]  So when we come back, I haven't even skimmed the edge of this iceberg.
[00:23:30.311 --> 00:23:32.412]  Federal government moves to disarm veterans.
[00:23:32.412 --> 00:23:38.353]  They're sending what appears to be hundreds of thousands of letters out saying, period, veterans can no longer own guns.
[00:23:38.353 --> 00:23:39.473]  I'm not joking.
[00:23:39.473 --> 00:23:40.453]  Even when you haven't had a mental
[00:23:41.980 --> 00:23:43.121]  Adjudication.
[00:23:43.121 --> 00:23:48.224]  This is incredible, and they're preparing for gun confiscation.
[00:23:48.224 --> 00:23:53.567]  Hi, I'm Janet Napolitano, Secretary of the Department of Homeland Security.
[00:23:53.567 --> 00:23:57.670]  Homeland security begins with hometown security.
[00:24:02.759 --> 00:24:12.725]  It seems apparent that our citizens are staying off the streets, which may make scoring particularly difficult, even with this year's rule changes.
[00:24:12.725 --> 00:24:16.147]  To recap those revisions, women
[00:24:17.475 --> 00:24:21.778]  ...are still worth 10 points more than men in all age brackets.
[00:24:21.778 --> 00:24:30.544]  But teenagers now rack up 40 points, and toddlers under 12 now rate a big 70 points.
[00:24:30.544 --> 00:24:40.511]  The big score, anyone, any sex, over 75 years old, has been upped to 100 points.
[00:24:40.511 --> 00:24:46.416]  As always, how fast you move determines how long you live.
[00:24:50.580 --> 00:24:54.704]  Resistance to tyrants is obedience to God.
[00:24:54.704 --> 00:24:56.426]  It's Alex Jones.
[00:24:58.246 --> 00:24:59.146]  It is Sunday.
[00:24:59.146 --> 00:25:00.527]  We are live.
[00:25:00.527 --> 00:25:02.747]  It is 4.34 central time.
[00:25:02.747 --> 00:25:09.609]  I know we're aired all across the United States and even in other countries and re-aired on stations across the United States as well.
[00:25:09.609 --> 00:25:11.069]  Thank you for joining us.
[00:25:11.069 --> 00:25:21.672]  John Bowne put that little audio-video piece together earlier in the week when we saw the surreal report that Paul Watson put together and broke that was national news.
[00:25:23.130 --> 00:25:34.460]  One of the biggest contractors for Homeland Security was requested by Homeland Security to put out two million dollars worth of paper targets of women holding children
[00:25:36.471 --> 00:25:45.777]  Women in their bathrobe, five-year-old children, not as what to not shoot, it said on there, on their site, as what to shoot.
[00:25:45.777 --> 00:26:00.186]  And it was so surreal, it was kind of like five years ago, we saw a Department of Homeland Security meeting record where they were proposing, one of their deputy directors, that yes, everyone wear taser bracelets to get on a plane.
[00:26:00.186 --> 00:26:03.408]  And the company that they were associated with, of course, it's all about making money,
[00:26:06.201 --> 00:26:17.227]  Had a video showing what it would be like when we all wear a taser bracelet, so if we were bad, they'd hit a button and electroshock and basically taser everyone.
[00:26:17.227 --> 00:26:19.188]  And people thought that was a joke.
[00:26:19.188 --> 00:26:23.190]  And then the news called other news outlets and found it was real.
[00:26:23.190 --> 00:26:27.192]  Yes, yes, 2 billion rounds have been bought the last 14 months.
[00:26:27.192 --> 00:26:28.572]  Yes, they're hollow point.
[00:26:28.572 --> 00:26:30.333]  Yes, they're training on you.
[00:26:30.333 --> 00:26:31.454]  Yes, you're the target.
[00:26:32.361 --> 00:26:37.063]  Yes, the Homeland Security says the new threat is domestic extremists, i.e.
[00:26:37.063 --> 00:26:38.524]  right wingers.
[00:26:38.524 --> 00:26:44.166]  We have a president coming trying to start a civil war.
[00:26:44.166 --> 00:26:47.028]  In our country.
[00:26:47.028 --> 00:26:47.908]  In our face.
[00:26:47.908 --> 00:26:50.409]  Wow, is that a New York Times actually reported on it?
[00:26:50.409 --> 00:26:51.870]  Want some torture with your peanuts?
[00:26:54.582 --> 00:26:56.744]  Yeah, that was the Washington Times actually covered it at the time.
[00:26:56.744 --> 00:26:58.845]  Yeah, after we did, July 1st, 2008.
[00:26:58.845 --> 00:27:01.427]  Yeah, the electro-shock.
[00:27:01.427 --> 00:27:03.548]  The senior government official of the U.S.
[00:27:03.548 --> 00:27:18.739]  Department of Homeland Security has expressed great interest in a so-called safety bracelet that would serve as a stun gun, similar to that used by police, according to this promotional video found on Lampard Less Lethal, Inc.
[00:27:18.739 --> 00:27:20.681]  website, and then it goes through the Homeland Security meetings.
[00:27:21.448 --> 00:27:21.868]  That's great.
[00:27:21.868 --> 00:27:22.809]  Let me get to the other news.
[00:27:22.809 --> 00:27:25.170]  If I back up everything I say, I'll never get to it all.
[00:27:25.170 --> 00:27:27.992]  Folks, if you hear me say something, just search engine it.
[00:27:27.992 --> 00:27:29.333]  I'm not making it up, okay?
[00:27:29.333 --> 00:27:31.154]  I know it sounds insane.
[00:27:31.154 --> 00:27:32.535]  There is a company.
[00:27:32.535 --> 00:27:33.576]  Monday, we broke it.
[00:27:33.576 --> 00:27:40.581]  Tuesday, they came out and said, yes, it's real, but Homeland Security requested these of children to be shot.
[00:27:41.832 --> 00:27:42.913]  Says to be shot.
[00:27:42.913 --> 00:27:44.193]  These are targets.
[00:27:44.193 --> 00:27:46.534]  Not to, not to, not shoot.
[00:27:46.534 --> 00:27:50.936]  People were calling on Tuesday and Wednesday going, you mean these are targets of what not to shoot?
[00:27:50.936 --> 00:27:53.617]  No, it says these are targets to be shot.
[00:27:53.617 --> 00:27:55.438]  They're all holding guns in their hands.
[00:27:55.438 --> 00:28:00.900]  And then they say, well, maybe somebody will be out there, you know, with a gun, so we have to train with them.
[00:28:00.900 --> 00:28:06.363]  Okay, well then, you could say hypothetically Obama will become a criminal.
[00:28:06.363 --> 00:28:07.883]  And so we need Obama targets.
[00:28:07.883 --> 00:28:08.704]  No, we don't.
[00:28:09.755 --> 00:28:11.416]  And I'm not saying we do.
[00:28:11.416 --> 00:28:15.577]  The point is, is that it's a way to define the enemy.
[00:28:15.577 --> 00:28:24.740]  So two billion rounds of ammo, hollow point for the citizens, training for door-to-door gun confiscation, the new army manuals for gun confiscation.
[00:28:24.740 --> 00:28:25.740]  You've got all of this.
[00:28:25.740 --> 00:28:37.324]  DHS contractor apologizes for selling shooting targets of children, offensive cutouts depicting pregnant women, gun owners in residential settings removed from website, but doesn't mean they're not going to sell them to Homeland Security.
[00:28:37.324 --> 00:28:38.345]  You just can't buy them.
[00:28:39.545 --> 00:28:42.728]  We actually did put an order in, but we'll see if they come.
[00:28:42.728 --> 00:28:46.270]  Company behind shooting targets of children receives $2 million from DHS.
[00:28:46.270 --> 00:28:48.732]  Contracts were for training aides.
[00:28:48.732 --> 00:28:53.215]  DHS supplier provides shooting targets of American gun owners.
[00:28:53.215 --> 00:28:54.016]  There you go.
[00:28:54.016 --> 00:28:55.357]  Okay.
[00:28:55.357 --> 00:29:00.141]  Now, all of that said, let me give you the other news that I've been mentioning.
[00:29:00.141 --> 00:29:03.483]  Do you understand the magnitude of what you're hearing here today?
[00:29:03.483 --> 00:29:04.424]  How big this is?
[00:29:06.687 --> 00:29:16.718]  DOJ memo, outlaw and confiscate all firearms, and this is the DOJ think tank that is running the commission that recommends what the president should do.
[00:29:16.718 --> 00:29:20.542]  And you've heard Feinstein say, if she could get the votes, she would ban all your semi-autos.
[00:29:20.542 --> 00:29:22.905]  We're going to play that again in a moment.
[00:29:22.905 --> 00:29:24.446]  But this is what's going on.
[00:29:24.446 --> 00:29:26.529]  And then I start getting frantic calls this week.
[00:29:27.540 --> 00:29:34.443]  And then we find a whole bunch of law firms and sites posting the letters saying, yes, our veteran clients are getting these.
[00:29:34.443 --> 00:29:41.266]  And then I opened the phones up Friday, and they were filled with vets who haven't even been adjudicated as mentally ill.
[00:29:41.266 --> 00:29:45.587]  Some of them have physical stuff like an amputated leg.
[00:29:45.587 --> 00:29:49.029]  And CPS is showing up at their house trying to take their kids.
[00:29:49.029 --> 00:29:50.729]  They're being given letters.
[00:29:50.729 --> 00:29:53.671]  We have copies of the letters up at InfoWars.com.
[00:29:54.688 --> 00:30:03.451]  Saying a determination of incompetency will prohibit you from purchasing, possessing, receiving, or transporting a firearm or ammunition.
[00:30:03.451 --> 00:30:07.172]  They're even saying your wife isn't allowed to own a gun now.
[00:30:07.172 --> 00:30:13.374]  If you knowingly violate any of these prohibitions, you'll be fined, imprisoned, or both pursuant to the Brady Handgun Prevention Act.
[00:30:14.813 --> 00:30:20.021]  Publication number 103-159 is implemented at 18 United States Code 92482.
[00:30:20.021 --> 00:30:28.012]  Now of course this has been on the books for decades but not in this implementation where they just mail you a letter and say turn your guns in.
[00:30:28.919 --> 00:30:32.480]  The ATF is now telling gun shops what to do outside of law.
[00:30:32.480 --> 00:30:36.221]  Just like Obama says, I'll shut down power plants without a law.
[00:30:36.221 --> 00:30:38.221]  I'll put our troops under NATO without a law.
[00:30:38.221 --> 00:30:41.682]  Remember what he said in the State of the Union a few weeks ago?
[00:30:41.682 --> 00:30:47.603]  He said, I'll do whatever I want on cyber security and on power plants, on carbon taxes.
[00:30:47.603 --> 00:30:48.903]  They got a name for that.
[00:30:48.903 --> 00:30:51.024]  I don't need a stinking Congress.
[00:30:51.024 --> 00:30:52.364]  I don't need no stinking courts.
[00:30:53.427 --> 00:30:55.208]  The courts have been ruling against Obama.
[00:30:55.208 --> 00:30:56.569]  Doesn't care, just ignores them.
[00:30:56.569 --> 00:30:58.211]  Bureaucracy ignores them.
[00:30:58.211 --> 00:31:02.434]  They do whatever they want now.
[00:31:02.434 --> 00:31:04.155]  That's called tyranny.
[00:31:04.155 --> 00:31:06.657]  And I don't think Obama is trying to become a dictator.
[00:31:06.657 --> 00:31:15.524]  The presidency, the office is becoming a dictatorial power grid, a switch to be controlled by special interests.
[00:31:16.397 --> 00:31:19.319]  We're a bunch of foreign mega banks that want to sign us onto their debts.
[00:31:19.319 --> 00:31:24.341]  So, they're buying millions of rounds of ammo, they're trying to confiscate our guns, it's in the army manuals.
[00:31:24.341 --> 00:31:32.766]  The top memos that we're going to read and cover here after the break say, just ban the guns period, have them turned in like other countries.
[00:31:32.766 --> 00:31:34.067]  Unbelievable!
[00:31:34.067 --> 00:31:36.968]  They're telling veterans get ready to turn their guns in.
[00:31:36.968 --> 00:31:38.349]  All of this is going on.
[00:31:41.343 --> 00:31:42.424]  Here's the headlines.
[00:31:42.424 --> 00:31:45.368]  Congress to begin gun control debate this week.
[00:31:45.368 --> 00:31:45.789]  Boom!
[00:31:45.789 --> 00:31:48.272]  Senators near a deal on background checks for all.
[00:31:50.529 --> 00:31:53.592]  Gun purchases, that means when you transfer them to family.
[00:31:53.592 --> 00:32:00.378]  That means when you buy one from a neighbor, which is a registration for confiscation, which is what the memo says.
[00:32:00.378 --> 00:32:01.679]  That's what's amazing.
[00:32:01.679 --> 00:32:13.809]  The think tank for the Justice Department says, we gotta get these registered and then phase two, order them all turned in, and we gotta put it on the tax form, on the IRS tax form, and guess what?
[00:32:13.809 --> 00:32:15.211]  The bill's introduced in Congress.
[00:32:16.564 --> 00:32:17.684]  You want to search something.
[00:32:17.684 --> 00:32:22.486]  Bill introduced in Congress for a tax exemption for gun buyback.
[00:32:22.486 --> 00:32:26.167]  Gun buyback put in IRS bill.
[00:32:26.167 --> 00:32:27.867]  We'll pull it up from three weeks ago.
[00:32:27.867 --> 00:32:39.131]  So, that's, see, when you have knowledge, not only is it in this memo from the Justice Department, which the President says he wants to follow, so he can act like, oh, we just got the idea to ban your guns.
[00:32:39.131 --> 00:32:42.672]  They say, we'll have to have a buyback, though, at market value.
[00:32:44.667 --> 00:32:48.929]  Of course, that'll be whatever they determine, and then you go turn your magazines and rifles in.
[00:32:48.929 --> 00:32:51.511]  But then this goes on to just say, ban them all!
[00:32:51.511 --> 00:32:54.132]  And see, here's AP.
[00:32:54.132 --> 00:32:55.233]  AP spins it.
[00:32:55.233 --> 00:32:57.775]  Officer.com carries the AP article.
[00:32:57.775 --> 00:33:10.242]  NRA uses DOJ memo to accuse Obama on guns, because the memo admits, well, there's only 30-something actual mass shootings, and assault weapons really aren't used in hardly any crimes, so we just ought to ban everything.
[00:33:10.862 --> 00:33:21.485]  So the media spins one part of the memo where they admit it's about gun confiscation, but they spin it like, oh, well, the NRA's pointing out that, you know, assault weapons aren't using a lot of crime.
[00:33:21.485 --> 00:33:25.105]  The big elephant in the room is the gun confiscation.
[00:33:25.105 --> 00:33:34.828]  So we're now turning into Death Race 2000 or something, where only the government has the guns and human life has no value, and there's bonus points for killing women and kids and old people.
[00:33:34.828 --> 00:33:35.348]  We'll be back.
[00:33:42.412 --> 00:33:57.501]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:33:57.501 --> 00:34:00.123]  You're listening to the Alex Jones Show.
[00:34:03.832 --> 00:34:09.033]  The second hour is only about 13 minutes away and after the news we'll be back and take your phone calls.
[00:34:09.033 --> 00:34:21.957]  We're told for you to remember to join us specifically on the moves to disarm veterans outside of judicial law just fraudulently through intimidation and lies and misinterpretation of the Brady Act.
[00:34:22.757 --> 00:34:23.899]  I want to get your take on that.
[00:34:23.899 --> 00:34:32.451]  I want to get your take on the Justice Department memo that's advising the President to just ban all guns outright, just go right to confiscation.
[00:34:32.451 --> 00:34:37.558]  The company hired by Homeland Security, one of the biggest paper target makers in the U.S., $2 million in 2012.
[00:34:39.841 --> 00:34:44.705]  And millions this year, it looks like, for paper targets of little kids and people to shoot.
[00:34:44.705 --> 00:34:47.467]  You cannot make up the bizarreness of all this.
[00:34:47.467 --> 00:34:48.488]  Here's the toll-free number.
[00:34:48.488 --> 00:34:51.491]  I want to hear from you on the subject of the Second Amendment.
[00:34:51.491 --> 00:34:53.532]  Because if it goes, everything goes.
[00:34:53.532 --> 00:34:59.497]  And it ties right into the deception of these people saying, we don't want your guns as they move forward to do it.
[00:34:59.497 --> 00:35:00.338]  It's amazing.
[00:35:00.338 --> 00:35:03.921]  That right there shows the criminality and discredits them and their whole agenda.
[00:35:03.921 --> 00:35:05.482]  This should blow up in their face politically.
[00:35:07.234 --> 00:35:15.300]  877-789-ALEX, 877-789-A-L-E-X, 877-789-2539.
[00:35:15.300 --> 00:35:19.664]  That's a different number than the weekday show because we run the whole show ourselves here.
[00:35:19.664 --> 00:35:25.389]  Okay, in this short segment, let me get to all these clips backing up what I was just saying, okay?
[00:35:25.389 --> 00:35:31.114]  And all the articles, all the info is at PrisonPlanet.com and InfoWars.com.
[00:35:31.114 --> 00:35:33.896]  Right now, they're all up there on the site.
[00:35:34.978 --> 00:35:48.387]  And it's shocking for me it's moving this quick, but you've got to understand they've already scripted and cast libertarians and American patriots and conservatives as the enemy.
[00:35:48.387 --> 00:35:52.410]  And in sitcoms and dramas and the WWE, everywhere
[00:35:53.768 --> 00:35:58.573]  On Hawaii Five-0, the new season, it's always the evil right-wingers are shooting cops.
[00:35:58.573 --> 00:36:07.500]  They are preparing for Homeland Security to go after us, and there's no way they'll get away with it if we stand up to them and point out what despicable criminals they are.
[00:36:07.500 --> 00:36:11.443]  The Obama administration and staging Fast and Furious, that's criminal.
[00:36:11.443 --> 00:36:16.628]  And all the other crimes they've committed, the energy companies, the scams, the Chicago Mafia.
[00:36:16.628 --> 00:36:18.870]  The Chicago Mafia basically runs this country now.
[00:36:19.960 --> 00:36:23.282]  I mean, I cannot overstate how bad things are.
[00:36:23.282 --> 00:36:28.966]  But admitting that, sometimes when stuff gets so bad it can flip back real quick.
[00:36:28.966 --> 00:36:31.968]  And it doesn't mean Republicans are good either, but my goodness.
[00:36:31.968 --> 00:36:34.649]  I mean, America, wake up and get out of your coma.
[00:36:34.649 --> 00:36:37.151]  Stuff is getting crazy.
[00:36:37.151 --> 00:36:38.892]  Crazy.
[00:36:38.892 --> 00:36:43.755]  And sure, I just knew about the stuff they were doing before you did, so I sounded crazy.
[00:36:43.755 --> 00:36:48.078]  Not because I'm crazy, they're crazy tyrants, so I'm reporting on it.
[00:36:48.854 --> 00:36:53.197]  If you were looking at a mirror of something really ugly, you'd think the mirror was ugly.
[00:36:53.197 --> 00:36:54.357]  I'm like the mirror.
[00:36:54.357 --> 00:36:56.078]  I'm only showing you what they're doing.
[00:36:56.078 --> 00:36:58.260]  I'm not the one doing this.
[00:36:58.260 --> 00:37:00.501]  I know it sounds crazy, but it's happening.
[00:37:00.501 --> 00:37:02.022]  History's crazy.
[00:37:02.022 --> 00:37:03.123]  Now let's go to this first clip.
[00:37:03.908 --> 00:37:16.716]  Here is Chris Cox, Executive Director of the NRA, they released this Friday night, talking about the fact that this memo admits that there's very few crimes committed with assault weapons, so why do they want to ban them?
[00:37:16.716 --> 00:37:24.541]  But in the memo is the rest of the story where it says, let's just confiscate, and that that's their real plan once they register.
[00:37:24.541 --> 00:37:26.202]  So, let's go ahead and go to that clip.
[00:37:26.718 --> 00:37:33.921]  President Obama gives a good speech, and when you listen to him talk about new gun laws, you may think he sounds reasonable.
[00:37:33.921 --> 00:37:37.802]  But what happens when you look at the details behind the President's policies?
[00:37:37.802 --> 00:37:39.643]  How would they actually work?
[00:37:39.643 --> 00:37:42.924]  Let's look at what Obama's own experts have to say.
[00:37:42.924 --> 00:37:50.967]  This Internal Justice Department memo says, quote, an assault weapons ban is unlikely to have an impact on gun violence.
[00:37:51.867 --> 00:37:55.549]  Unlikely, that is, unless it comes with something else.
[00:37:55.549 --> 00:38:04.812]  Obama's experts say that a gun ban, like the one being debated right now in Congress, will not work without mandatory gun buybacks.
[00:38:04.812 --> 00:38:06.973]  Mandatory gun buyback.
[00:38:06.973 --> 00:38:11.135]  That's government confiscation of legal firearms owned by honest citizens.
[00:38:12.048 --> 00:38:15.810]  And what about Obama's call for universal background checks?
[00:38:15.810 --> 00:38:24.494]  His own experts wrote that the effectiveness of universal background checks depends on, quote, requiring gun registration.
[00:38:24.494 --> 00:38:28.396]  Requiring gun registration with the federal government.
[00:38:28.396 --> 00:38:32.839]  That's an illegal abuse of privacy and freedom unprecedented in our history.
[00:38:33.619 --> 00:38:46.684]  So, the Obama administration believes a gun ban will not work without mandatory gun confiscation, and universal background checks will not work without requiring national gun registration.
[00:38:46.684 --> 00:38:50.246]  Still think President Obama's proposals sound reasonable?
[00:38:50.246 --> 00:39:00.670]  Call Congress and tell them to reject President Obama's gun control agenda, and to get serious about protecting our kids, prosecuting criminals, and fixing our broken mental health system.
[00:39:02.406 --> 00:39:08.311]  Yeah, the answer to all of this is put more people on psychotropics than in almost every case they're on.
[00:39:08.311 --> 00:39:12.214]  And the insert says makes you commit mass murder and suicide at higher levels.
[00:39:12.214 --> 00:39:15.497]  I mean, it's megalomania, violent psychotic activity.
[00:39:15.497 --> 00:39:16.978]  I mean, it says it.
[00:39:16.978 --> 00:39:18.359]  It's not like that's our opinion.
[00:39:18.359 --> 00:39:22.442]  That's been admitted for 20 years since they approved it.
[00:39:22.442 --> 00:39:23.703]  I guess more than 20 years.
[00:39:23.703 --> 00:39:24.324]  Man, I'm getting old.
[00:39:24.324 --> 00:39:24.524]  1981, 30 years.
[00:39:27.955 --> 00:39:33.439]  Okay, let's go ahead now and go to another clip.
[00:39:33.439 --> 00:39:34.299]  This is a short one.
[00:39:34.299 --> 00:39:42.705]  Dianne Feinstein on 60 Minutes, the senator whose main bill Obama's trying to pass, saying if she can get the votes, she will physically ban them.
[00:39:42.705 --> 00:39:45.287]  Mr. and Mrs. America, turn in your semi-autos.
[00:39:45.287 --> 00:39:45.607]  Here it is.
[00:39:46.175 --> 00:39:55.701]  California Senator Dianne Feinstein worked for more than a year to get the Assault Weapons Bill passed in the face of ferocious opposition from the National Rifle Association.
[00:39:55.701 --> 00:39:58.142]  She says she got the best she could.
[00:39:58.142 --> 00:40:12.571]  If I could have gotten 51 votes in the Senate of the United States for an outright ban, picking up every one of them, Mr. and Mrs. America, turn them all in, I would have done it.
[00:40:12.571 --> 00:40:13.832]  I could not do that.
[00:40:14.552 --> 00:40:17.395]  The votes weren't here.
[00:40:17.395 --> 00:40:19.256]  Okay, now I'm gonna get to the rest of the...
[00:40:21.124 --> 00:40:22.285]  Clips here in a moment.
[00:40:22.285 --> 00:40:24.627]  I had a sheriff of Milwaukee County on a few days ago.
[00:40:24.627 --> 00:40:26.648]  He said it'll cause a second American Revolution.
[00:40:26.648 --> 00:40:27.689]  That made national news.
[00:40:27.689 --> 00:40:33.074]  I want to get to Michael Moore saying, don't own guns, get a dog for protection when he has bodyguards and guns himself.
[00:40:33.074 --> 00:40:38.198]  Now, I was down at the Piers Morgan thing in New York, but also in Houston in Katy a few weeks ago.
[00:40:38.198 --> 00:40:40.139]  They're covering it when he was down there.
[00:40:40.139 --> 00:40:42.761]  And I saw Ted Nugent drive through, waved at him.
[00:40:42.761 --> 00:40:45.383]  He rolled down the window and said, I'll kick their butt for you and drove in.
[00:40:46.264 --> 00:40:46.564]  I'm good.
[00:41:01.339 --> 00:41:03.680]  Somebody called in saying they're Ted Nugent.
[00:41:03.680 --> 00:41:10.344]  And I said, OK, ask him, because I couldn't talk to him just now and run out there and find out who they are and make sure it's Ted.
[00:41:10.344 --> 00:41:13.445]  I said, ask him what he drove into the Piers Morgan thing in Houston in.
[00:41:13.445 --> 00:41:16.787]  And he said, my pilot's cruddy gray SUV.
[00:41:16.787 --> 00:41:21.589]  So it's either Ted Nugent or it's somebody that was there and knew.
[00:41:21.589 --> 00:41:24.170]  So I'm very excited to get Uncle Ted on with us.
[00:41:24.170 --> 00:41:26.191]  If it's Uncle Ted, I'll recognize his voice.
[00:41:26.191 --> 00:41:26.952]  Is that Uncle Ted?
[00:41:27.896 --> 00:41:33.522]  Alex, greetings from the self-evident truth army that supports everything you do, man.
[00:41:33.522 --> 00:41:45.295]  That was definitely me in that cruddy SUV, and I'm just calling to let you know that those of us who dance on the skull of Piers Morgan ought to communicate more often, because you did God's work, man, and I'm calling in to say thank you.
[00:41:45.295 --> 00:41:47.137]  Well, no, I want to thank you.
[00:41:47.137 --> 00:41:49.740]  Hey, when can I... I know you're a busy guy, but when can I get you on the show?
[00:41:50.526 --> 00:41:51.387]  We need to do it soon.
[00:41:51.387 --> 00:41:52.929]  I'm really, really busy these days.
[00:41:52.929 --> 00:41:56.594]  I just happened to have a wonderful dinner with my daughter in Houston.
[00:41:56.594 --> 00:42:02.822]  I got in my truck on my way back home to Waco, and I heard you coming on the air with the new telephone number, so I dialed it.
[00:42:02.822 --> 00:42:04.925]  I figured I'd just jump in and say hello.
[00:42:04.925 --> 00:42:08.250]  Well, listen, can you do maybe 10 minutes with us while you're driving?
[00:42:08.848 --> 00:42:23.898]  Yeah, I think as long as I get a signal I'd be more than happy to, because what you're celebrating and what you're sharing with the radio listeners out there is indisputable, it's irrefutable, and I gotta thank you because it's so late in coming.
[00:42:24.458 --> 00:42:43.677]  That those of us with the balls and the inside view of the criminality of this government right now, the unprecedented abuse of power and corruption and fraud and deceit by the Chicago gangster, scammer, acorn in chief, it is so diabolical that I just wanted to say thank you from the
[00:42:44.389 --> 00:42:45.710]  No, no, please don't thank me, sir.
[00:42:45.710 --> 00:42:49.052]  We want to get your take on this and we're going to break.
[00:42:49.052 --> 00:42:53.234]  We're going to come back, start the next hour, maybe do 10-15 minutes with you until your phone fades.
[00:42:53.234 --> 00:42:57.217]  Get Ted Nugent while you can here because it's Wango Tango.
[00:42:57.217 --> 00:42:58.357]  It's a free-for-all.
[00:42:58.357 --> 00:42:59.378]  Got a rock and roll band.
[00:43:00.098 --> 00:43:03.760]  One of my favorite rock stars and one of my favorite patriots, Ted Nugent, calling in.
[00:43:03.760 --> 00:43:05.801]  We're going to break here in about a minute, sir.
[00:43:05.801 --> 00:43:13.724]  But what do you make of the NRA getting this memo that the Department of Justice didn't want out, that they want to physically take the guns?
[00:43:13.724 --> 00:43:15.585]  Couldn't this be their Waterloo if we use it?
[00:43:16.636 --> 00:43:23.365]  Well, you know, I would like to think so if logic ruled the day and Americans were more engaged.
[00:43:23.365 --> 00:43:28.151]  But I think the apathy is still the number one curse in America, Alex.
[00:43:28.151 --> 00:43:30.014]  I don't think there's enough of us engaged.
[00:43:30.014 --> 00:43:31.215]  I would like to think that the most
[00:43:31.756 --> 00:43:45.779]  Participatory, we the people, experimenters and self-government are indeed the Second Amendment community, but we still only represent maybe, what, four, five, six percent of the actual gun lovers and the gun owners and the freedom lovers of this country.
[00:43:45.779 --> 00:43:59.322]  So I would hope that this kind of danger sign, but if we haven't demanded accountability for Benghazi or Fast and Furious and all the other criminal acts by this regime, then I'm afraid I don't have hope that this will be a motivator itself.
[00:43:59.969 --> 00:44:00.609]  No, you're right.
[00:44:00.609 --> 00:44:01.509]  That's what tyrants do.
[00:44:01.509 --> 00:44:05.690]  They get you used to putting up with their crap, and then pretty soon you're in Nazi Germany.
[00:44:05.690 --> 00:44:06.991]  Second hour coming up.
[00:44:06.991 --> 00:44:08.071]  I know you're staying tuned.
[00:44:08.071 --> 00:44:09.591]  It's Ted Nugent.
[00:44:09.591 --> 00:44:15.333]  Straight ahead for the next 10-15 minutes, then your calls.
[00:44:15.333 --> 00:44:21.974]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:44:21.974 --> 00:44:24.955]  It's Alex Jones and the GCN Radio Network.
[00:44:27.017 --> 00:44:34.981]  Oh man, I have driven so many times from Houston up to the Waco area and the cell phone will be clear and then it cuts out.
[00:44:34.981 --> 00:44:36.161]  His cell phone was breaking up.
[00:44:36.161 --> 00:44:39.863]  I was talking to him during the break and he hadn't even known that I've been trying to get him on the show.
[00:44:39.863 --> 00:44:41.003]  That's how it is when you're so busy.
[00:44:41.003 --> 00:44:44.065]  I must have an old email or old phone number.
[00:44:44.065 --> 00:44:51.568]  So we're gonna get Ted Nugent back on the show and he said definitely he'll come in studio soon.
[00:44:51.568 --> 00:44:56.370]  Regardless, we'll continue taking your phone calls here but we were able to get his number before it
[00:44:57.796 --> 00:44:58.676]  What an honor, yeah.
[00:44:58.676 --> 00:45:02.538]  You know, this has been a conundrum, listening to Ted Nugent and looking at the Crofts talk.
[00:45:20.956 --> 00:45:35.405]  Unfortunately, under the impression that Ted would never align himself and cross over and take that final contact, you know, this is a watershed moment, sir.
[00:45:35.405 --> 00:45:42.709]  And I say that with all due respect to you because, you know, as an over-the-road truck driver, 55 years old, been
[00:45:45.427 --> 00:45:47.129]  Thought I was awake.
[00:45:47.129 --> 00:45:48.511]  Thought I knew what was going on.
[00:45:48.511 --> 00:45:56.382]  You know, it wasn't until February of 2007 before I even knew who Alex Jones was.
[00:45:56.382 --> 00:45:57.964]  Well, enough about old Alex Jones.
[00:45:57.964 --> 00:46:02.410]  My point is they're coming after our guns now and we were able to get Ted Nugent back on.
[00:46:02.410 --> 00:46:03.031]  Did you guys get him?
[00:46:04.861 --> 00:46:06.262]  Okay, let's put this caller on hold.
[00:46:06.262 --> 00:46:07.023]  I'll come back to him.
[00:46:07.023 --> 00:46:09.364]  We're going to break in a moment, but we do have Ted.
[00:46:09.364 --> 00:46:11.886]  Let's go ahead and punch Mr. Nugent back up.
[00:46:11.886 --> 00:46:18.411]  I've driven around in the middle of Texas many times where he's at, out there by Waco, and it's either great cell phone or no cell phone.
[00:46:18.411 --> 00:46:31.039]  Ted, as soon as you get good cell, I promise, if you just pull over for 10 minutes, I just want to get your take on all this news and the veterans getting letters saying that they may have their guns basically taken en masse, even if they're just physically disabled.
[00:46:31.039 --> 00:46:31.560]  Ted, are you there?
[00:46:32.298 --> 00:46:33.159]  Yeah, I got you, Alex.
[00:46:33.159 --> 00:46:34.820]  Yeah, that's a very important point, man.
[00:46:34.820 --> 00:46:36.841]  I hope you got a good signal out there.
[00:46:36.841 --> 00:46:37.181]  Yes, sir.
