[00:00:00.880 --> 00:00:01.382]  You got it.
[00:26:37.460 --> 00:26:43.744]  It started 20 plus years ago, it's been intense for 15 years, and Japan has never come out of it.
[00:26:44.104 --> 00:26:45.285]  It's not designed to come out of it.
[00:26:45.845 --> 00:26:48.547]  The insiders sign you on whether you're in Iceland,
[00:26:49.127 --> 00:27:06.279]  Whether you're in Greece, whether you're in Portugal, whether you're in Spain, whether you're in Japan, whether you're in Argentina, whether you're in Nigeria, whether you're in Brazil, they create a mega-debt, sign you onto it, point at the small number of the public that are on welfare, who will go out and ride if they don't get it.
[00:27:06.299 --> 00:27:12.544]  That's where the debt came from, and it doesn't matter if the entire entitlement and national debt system
[00:27:14.622 --> 00:27:19.426]  Is less than 9% globally of the derivatives that we've been signed on to.
[00:27:19.826 --> 00:27:21.488]  Of the real debt out there, it's about 9%.
[00:27:22.789 --> 00:27:27.393]  Of the 90 plus percent, we're told that we're lazy, we don't work enough.
[00:27:27.433 --> 00:27:30.595]  The head of the IMF, remember last year, said Greeks aren't working enough.
[00:27:31.016 --> 00:27:33.518]  Six days a week, you know, or more is what you need to do.
[00:27:33.598 --> 00:27:34.279]  You're lazy.
[00:27:34.299 --> 00:27:35.840]  And it's all made up, folks.
[00:27:35.860 --> 00:27:36.580]  They're not lazy.
[00:27:37.521 --> 00:27:38.222]  It's all made up.
[00:27:40.407 --> 00:27:47.131]  For living in a high-tech industrial world, like we do here in North America or in places in Europe, we should be working even less.
[00:27:48.191 --> 00:27:56.736]  But the system's been designed to siphon it off, not so the elite can have bigger palaces, but so they can burn that money by signing it on.
[00:27:57.116 --> 00:27:58.036]  Burn that energy.
[00:27:58.497 --> 00:28:00.758]  See, when you're a wealthy high-tech global system,
[00:28:02.509 --> 00:28:03.529]  It empowers people.
[00:28:03.549 --> 00:28:04.890]  They're not beholden to government.
[00:28:04.910 --> 00:28:06.250]  They're not beholden to special interests.
[00:28:06.270 --> 00:28:07.590]  They can't be bought cheaply.
[00:28:08.271 --> 00:28:22.554]  So you wreck capital by extracting it from the producers, giving it to central banks who have unlimited fake currency they can create, who then destroy wealth, your wealth, to make their fiat valuable.
[00:28:23.255 --> 00:28:25.695]  That's why, just in the US alone, $85 billion a month
[00:28:29.921 --> 00:28:36.945]  It's taken just in the QE3 funding starting last year and shoved directly into derivatives that have already been written off and triaged.
[00:28:37.186 --> 00:28:38.767]  So it's not even to prop up the bankers.
[00:28:39.367 --> 00:28:41.829]  You're told, well, they're holding us hostage, too big to fail.
[00:28:42.229 --> 00:28:45.991]  They're shoving it into a black hole to impoverish you.
[00:28:46.471 --> 00:28:49.073]  As George Washington said, the power to tax is the power to destroy.
[00:28:49.093 --> 00:28:57.438]  I'm going to play some clips when we come back of Greenspan acting like, you know, he's not part of this and reporting on our downfall.
[00:28:57.679 --> 00:28:58.119]  Stay with us.
[00:29:01.124 --> 00:29:04.185]  You prepare by purchasing gold, food and firearms.
[00:29:04.545 --> 00:29:09.986]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:29:10.586 --> 00:29:13.787]  When you're sleeping or away from home, who's watching out for intruders?
[00:29:14.467 --> 00:29:15.707]  Check out SimpliSafe.
[00:29:16.047 --> 00:29:19.908]  It's a new do-it-yourself home security system that is completely wireless.
[00:29:20.508 --> 00:29:22.549]  Go to GetSimpliSafe.com.
[00:29:23.209 --> 00:29:25.590]  SimpliSafe is independent and off the grid.
[00:29:25.950 --> 00:29:29.731]  It runs on battery power, so even if the grid goes down, you're protected.
[00:29:30.312 --> 00:29:36.454]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:29:36.974 --> 00:29:38.495]  Get SimpliSafe.com
[00:29:39.295 --> 00:29:43.517]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:29:43.978 --> 00:29:46.139]  So there's no need to let a stranger into your home.
[00:29:46.679 --> 00:29:50.261]  If you move or need to relocate, you can take the system with you wherever you go.
[00:29:50.762 --> 00:29:57.205]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:29:57.786 --> 00:29:59.947]  Again, that's GetSimplySafe.com.
[00:30:01.158 --> 00:30:02.479]  Your freedoms are on the line.
[00:30:02.719 --> 00:30:04.341]  The Second Amendment is in danger.
[00:30:04.521 --> 00:30:06.623]  How soon before your freedoms are taken away?
[00:30:06.863 --> 00:30:08.425]  What can you not live without?
[00:30:08.585 --> 00:30:10.026]  What is your greatest dependency?
[00:30:10.306 --> 00:30:11.007]  Is it your guns?
[00:30:11.287 --> 00:30:11.908]  Is it your home?
[00:30:12.228 --> 00:30:13.349]  No, it's food.
[00:30:13.669 --> 00:30:15.531]  It all boils down to the food supply.
[00:30:15.771 --> 00:30:19.054]  Tyrannical governments control people by controlling their food supply.
[00:30:19.275 --> 00:30:20.356]  Don't be dependent.
[00:30:20.516 --> 00:30:21.457]  Be self-sufficient.
[00:30:21.597 --> 00:30:21.937]  Don't wait
[00:30:21.937 --> 00:30:22.157]  We're good.
[00:30:38.866 --> 00:30:47.614]  Call 800-409-5633 or go to efoodsdirect.com slash Alex and get up to 20 mega Patriot packs free with purchase.
[00:30:47.835 --> 00:30:52.119]  Build your food supply, be in control, be self-sufficient and be a Patriot.
[00:30:52.319 --> 00:30:59.606]  Call 800-409-5633 or efoodsdirect.com slash Alex and get your free Patriot pack today.
[00:31:00.405 --> 00:31:03.487]  Alex Jones here with a very important announcement for truth seekers.
[00:31:03.867 --> 00:31:09.590]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:31:09.810 --> 00:31:16.214]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:31:16.394 --> 00:31:21.817]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:31:22.097 --> 00:31:25.739]  This film exposes the fraud that Obama is like nothing I've seen.
[00:31:25.919 --> 00:31:29.502]  If you want to know who Obama's real daddy is, this is the film for you.
[00:31:29.722 --> 00:31:34.105]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:31:34.325 --> 00:31:36.647]  You'll also find it at infowarshop.com.
[00:31:36.827 --> 00:31:40.370]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[00:31:40.690 --> 00:31:44.973]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[00:31:45.113 --> 00:31:47.755]  This book is coffin nails to the globalist takeover.
[00:31:48.055 --> 00:31:54.599]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[00:31:54.879 --> 00:31:59.622]  These titles and a lot more are all available at InfoWarshop.com.
[00:32:00.262 --> 00:32:05.545]  Introducing Pro1, all of your filtration in one system, portable, on-the-go.
[00:32:05.785 --> 00:32:10.188]  No more do you have two or three filters to just reduce sodium fluoride.
[00:32:10.368 --> 00:32:16.311]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[00:32:16.431 --> 00:32:27.218]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:32:27.418 --> 00:32:33.725]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:32:33.925 --> 00:32:48.660]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:32:48.860 --> 00:32:50.882]  ...and sodium hexafluorosilicate.
[00:32:51.223 --> 00:32:57.750]  Get your Pro-Pure with the new Pro-1 filter today at Infowarsstore.com or by calling 888-253-3139.
[00:32:57.890 --> 00:33:02.795]  Coast to Coast.
[00:33:03.175 --> 00:33:04.577]  Direct from Austin.
[00:33:05.217 --> 00:33:08.441]  You're listening to the Alex Jones Broadcasting Network.
[00:33:17.512 --> 00:33:28.415]  We now take you live to the Central Texas Command Center and the heart of the resistance, rallying patriots worldwide.
[00:33:32.617 --> 00:33:40.399]  You're listening to the Alex Jones Show.
[00:33:40.679 --> 00:33:42.160]  What is the point I'm getting at here?
[00:33:43.220 --> 00:33:45.621]  There are a lot of different types of rich people.
[00:33:47.895 --> 00:33:53.058]  But the dominant force in every major culture has been the monopoly gangs or cliques.
[00:33:53.918 --> 00:34:03.164]  Powerful, gentried groups that normally were under a king, who called themselves the noblemen, who had generational monopolies.
[00:34:04.745 --> 00:34:11.429]  And the Renaissance, the last 500 years, and the flower of the Renaissance, 1776, and the United States, is the antithesis
[00:34:16.863 --> 00:34:22.167]  of what has been established here in the United States.
[00:34:22.187 --> 00:34:30.673]  And so there is a revolution by the robber barons, by the insiders, the monopoly capitalists who are anti-free market.
[00:34:32.574 --> 00:34:38.039]  The crony capitalist to annihilate the true free market in this country.
[00:34:38.059 --> 00:34:39.521]  And I know I talk a lot about this.
[00:34:39.581 --> 00:34:44.345]  It's because I see Obama up there saying, I want to help the poor people during a State of the Union.
[00:34:44.986 --> 00:34:47.188]  And we're going to get, you know, jobs growth going.
[00:34:47.208 --> 00:34:50.871]  And we're going to have, you know, big make work projects.
[00:34:50.911 --> 00:34:54.615]  And CNN talks about building the Brooklyn Bridge and old projects.
[00:34:57.699 --> 00:35:04.462]  We are engaged in a fraction of the make-work projects compared to our GDP that Communist China is.
[00:35:06.503 --> 00:35:13.426]  And the globalists that run our country have made strategic deals in the last 30 years to shift our industrial development to China.
[00:35:13.826 --> 00:35:18.368]  The globalists have artificially tried to shut this country down and they've written books about it.
[00:35:18.768 --> 00:35:21.389]  The Council on Foreign Relations admitted it 20 years ago.
[00:35:23.150 --> 00:35:27.092]  And then I see even top CEOs and people that aren't globalists
[00:35:28.030 --> 00:35:29.711]  Not getting it, not understanding it.
[00:35:29.811 --> 00:35:35.413]  It's just so frustrating that the New World Order is charting the future of the world.
[00:35:36.273 --> 00:35:44.576]  They are deciding the way the world is going to be established and they're using government and corporate partnerships to chart that future.
[00:35:45.615 --> 00:35:47.357]  And it's a very nightmarish future.
[00:35:47.937 --> 00:35:53.182]  The collusion is being carried out not to build some wealthy, wonderful, empowered world.
[00:35:54.002 --> 00:35:58.907]  It's being done to consolidate power so that social engineering can be carried out.
[00:35:58.967 --> 00:36:02.090]  They don't want any new rich, nouveau riche.
[00:36:02.290 --> 00:36:04.191]  They don't want any new wealth.
[00:36:04.612 --> 00:36:11.178]  They don't want any independent people out there, wild cards, that don't fit into their system.
[00:36:12.150 --> 00:36:23.993]  And again, the globalists, the UN, Bertrand Russell, all their top thinkers are obsessed with having totally top-down, engineered, managed, planned economies.
[00:36:24.773 --> 00:36:29.855]  And the communist Chinese are the partners of these globalists.
[00:36:30.795 --> 00:36:32.636]  And a few of these globalists have gone to jail.
[00:36:32.936 --> 00:36:34.256]  Ken Lay, Bernie Madoff.
[00:36:36.277 --> 00:36:38.017]  Ken Lay, of course, of Enron fame.
[00:36:38.037 --> 00:36:39.938]  Bernie Madoff of a $100 billion scam.
[00:36:40.538 --> 00:36:41.358]  And they're nothing
[00:36:43.496 --> 00:36:56.519]  Bernie Madoff's back in the news today, doing interviews with press people via email, talking about how, you know, I didn't do anything other people didn't do, and giving examples of it, and saying, I shouldn't have pled guilty.
[00:36:56.759 --> 00:36:59.820]  And people are laughing at him, going, man, that guy is arrogant.
[00:37:00.300 --> 00:37:00.920]  But you know what?
[00:37:00.960 --> 00:37:02.460]  Bernie Madoff's actually being honest.
[00:37:03.381 --> 00:37:05.561]  The housing market, they're doing a balloon again.
[00:37:06.161 --> 00:37:07.422]  It's a total Ponzi scheme.
[00:37:07.702 --> 00:37:09.282]  Taxpayers will be signed on to that.
[00:37:10.979 --> 00:37:13.360]  All these other derivatives we've been signed on to globally?
[00:37:14.941 --> 00:37:17.743]  It's a total fraud and it's designed to be a fraud.
[00:37:18.063 --> 00:37:20.965]  You know, there's a nine-minute interview up at InfoWars.com.
[00:37:23.803 --> 00:37:29.866]  Where Greenspan talks about the fact that forget the economy, all we care about is the stock market.
[00:37:30.106 --> 00:37:31.227]  And that's the name of the video.
[00:37:31.307 --> 00:37:33.868]  Greenspan says don't worry about the economy, all that matters is the stock market.
[00:37:34.248 --> 00:37:40.672]  But I wanted to play a clip from this coming up in a moment where he says odds of sequestration occurring are very high.
[00:37:40.692 --> 00:37:43.493]  He says a gold mine in the nine and a half minute interview.
[00:37:43.813 --> 00:37:44.614]  But the first clip
[00:37:45.805 --> 00:37:50.589]  There's the actual headline, it's Greenspan, ignore the economy, only the stock market matters.
[00:37:51.229 --> 00:37:59.375]  We're also simulcasting on TV for a radio audience, so the guys will throw up whatever I'm talking about, and sometimes I go from memory, so it's not the exact headline.
[00:37:59.395 --> 00:38:00.196]  I'll correct myself.
[00:38:00.776 --> 00:38:02.277]  It's teleprompter free, obviously.
[00:38:03.118 --> 00:38:12.325]  But, the first clip I'm going to play is Alan Greenspan, five years ago, on Laird NewsHour, PBS, saying, the Federal Reserve is above the law.
[00:38:12.705 --> 00:38:13.166]  And he says,
[00:38:14.810 --> 00:38:19.753]  Laird says, what is the role of the government and the Federal Reserve?
[00:38:19.993 --> 00:38:20.933]  And he says, nothing.
[00:38:21.854 --> 00:38:22.654]  There is no role.
[00:38:23.855 --> 00:38:25.636]  It has no authority over the Federal Reserve.
[00:38:26.436 --> 00:38:29.878]  Really, I thought there was the legislative, the executive, the judicial.
[00:38:30.739 --> 00:38:40.684]  And those three bodies had separation of power so that one group couldn't get all the power and have a tyranny of Congress, a tyranny of the courts, or a tyranny of the president.
[00:38:42.324 --> 00:38:44.525]  A Julius Caesar style tyranny or a Hitler tyranny.
[00:38:44.565 --> 00:38:45.306]  Hitler was elected.
[00:38:47.987 --> 00:38:50.929]  It's in the Constitution, Bill of Rights, Declaration of Independence.
[00:38:50.969 --> 00:38:51.489]  It's all clear.
[00:38:51.929 --> 00:38:55.091]  Congress makes the laws and it controls the purse.
[00:38:56.392 --> 00:38:57.632]  Just like Congress makes war.
[00:38:57.672 --> 00:39:02.055]  Well, Obama now tells Congress that NATO is over our military and he doesn't need to come to them.
[00:39:03.103 --> 00:39:04.744]  And the Joint Chiefs of Staff have been told that.
[00:39:04.764 --> 00:39:06.145]  I mean, this is on record.
[00:39:06.205 --> 00:39:07.126]  This is a big deal.
[00:39:07.426 --> 00:39:08.627]  And it's bigger than Obama.
[00:39:09.047 --> 00:39:14.230]  The power structure wants a presidency that can do whatever it wants, because then they've only got to buy one thing.
[00:39:16.352 --> 00:39:19.794]  So, in this clip he says there is no role for the government.
[00:39:20.515 --> 00:39:27.219]  And again, the Federal Reserve this year, in just a few months, will turn 100 years old.
[00:39:27.279 --> 00:39:28.240]  Its charter is up.
[00:39:29.076 --> 00:39:32.157]  We could use it symbolically as a way to have Congress revoke its charter.
[00:39:32.337 --> 00:39:36.719]  People say, well, they actually extended it in perpetuity, what, 20-something years ago.
[00:39:36.739 --> 00:39:37.339]  It doesn't matter.
[00:39:37.599 --> 00:39:38.980]  This is the 100-year anniversary.
[00:39:39.280 --> 00:39:42.121]  The Congress could stand up and remove it anytime it wanted.
[00:39:42.181 --> 00:39:43.522]  But the globalists have been smart.
[00:39:43.822 --> 00:39:49.264]  They've bankrolled all their people into Congress, except for a handful of good folks who were demonized by the media.
[00:39:49.584 --> 00:39:51.665]  If you see the media demonizing somebody,
[00:39:53.083 --> 00:39:53.983]  Then you know they're good.
[00:39:54.184 --> 00:40:04.569]  Not that the Republicans overall are good, they're bought and paid for by the same interest, but the so-called Tea Party Republicans, who are 24-7 demonized by their own party, and by Karl Rove, and others.
[00:40:06.109 --> 00:40:11.272]  They're the ones trying to manage America into this, into this monopoly system,
[00:40:12.202 --> 00:40:16.427]  Where the globalists destroy economies as a tool of political control.
[00:40:16.707 --> 00:40:23.375]  So let's go to this Alan Greenspan clip where he says there is no role for government over the Federal Reserve, which again isn't federal.
[00:40:24.576 --> 00:40:25.277]  It's private.
[00:40:25.517 --> 00:40:27.640]  Everything about it, including its name, is a fraud.
[00:40:27.660 --> 00:40:28.000]  Here it is.
[00:40:29.935 --> 00:40:37.383]  I have the ideology because I believe that it is the best way of coming at the world and what type of policy.
[00:40:37.903 --> 00:40:45.671]  What is the proper relationship, what should be the proper relationship between a chairman of the Fed and a president of the United States?
[00:40:47.321 --> 00:41:01.064]  Well, first of all, the Federal Reserve is an independent agency, and that means basically that there is no other agency of government which can overrule actions that we take.
[00:41:02.465 --> 00:41:10.947]  So long as that is in place and there is no evidence that the administration or the Congress or anybody else
[00:41:12.049 --> 00:41:21.074]  Is requesting that we do things other than what we think is the appropriate thing, then what the relationships are don't frankly matter.
[00:41:21.714 --> 00:41:22.614]  Incredible.
[00:41:23.115 --> 00:41:23.595]  Incredible.
[00:41:23.715 --> 00:41:26.136]  Never been audited.
[00:41:26.156 --> 00:41:27.437]  100 years in operation.
[00:41:28.197 --> 00:41:29.338]  Totally secretive.
[00:41:29.798 --> 00:41:31.559]  At the founding of it, six banks.
[00:41:31.879 --> 00:41:33.820]  Only guess what, it's the very bank names you know of.
[00:41:33.880 --> 00:41:39.603]  JP Morgan, Goldman Sachs, Bank of America, Wells Fargo, and then a British consortium
[00:41:41.147 --> 00:41:42.868]  And they control unlimited money.
[00:41:43.148 --> 00:41:44.729]  Who needs to go out and make products?
[00:41:44.749 --> 00:41:49.893]  Who needs to go out and create a great book, or literature, or art, or a better catalytic converter, or whatever it is?
[00:41:50.273 --> 00:41:58.278]  You can just sit up there and say, there's no problem with the Federal Reserve as an agency of government when it's not, as long as other government doesn't ever get involved.
[00:41:58.419 --> 00:41:59.739]  That's the only sin.
[00:42:00.920 --> 00:42:06.144]  When the three branches check each other, you've got this outside private, mainly European banking arm,
[00:42:07.572 --> 00:42:14.520]  In our face, and they don't want you, you make $22,000 a year, they raise your payroll taxes.
[00:42:15.621 --> 00:42:16.342]  That's poverty.
[00:42:17.203 --> 00:42:25.071]  And then they sit up there, how they're philanthropist liberals, when they're launching drone attacks, invasions of all these countries, funding Al-Qaeda.
[00:42:26.141 --> 00:42:38.889]  Running assassinations in Benghazi, all of this incredible police state, and they're now announcing bipartisan wide-open borders where the illegals come and can have their babies for free and everything paid for to bankrupt the economy fast.
[00:42:40.154 --> 00:42:40.914]  And why shouldn't they?
[00:42:40.954 --> 00:42:44.016]  Because the globalists get total control out of all this.
[00:42:44.996 --> 00:42:46.937]  We come back with a new clip of Greenspan.
[00:42:47.618 --> 00:42:50.379]  Then I'm going to get to a CNN clip where they're demonizing me as usual.
[00:42:50.919 --> 00:42:54.141]  And then we're going to get into the Second Amendment news and a lot more.
[00:42:54.261 --> 00:42:56.602]  And I'll talk about the near-miss with the asteroid.
[00:42:56.942 --> 00:42:57.923]  Interesting space news.
[00:43:01.255 --> 00:43:08.119]  It's no secret that pathogens such as bacteria, viruses, moles and fungus can inflict severe damage in the human body.
[00:43:08.279 --> 00:43:12.701]  Fortunately, a new and vastly improved silver solution has been developed.
[00:43:12.921 --> 00:43:23.527]  Supernatural Silver is a revolutionary broad-spectrum antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[00:43:23.727 --> 00:43:28.970]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[00:43:29.190 --> 00:43:37.314]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[00:43:37.634 --> 00:43:46.418]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[00:43:46.499 --> 00:43:50.040]  Find out how Supernatural Silver could change your life.
[00:43:50.160 --> 00:43:54.623]  Go to SupernaturalSilver.com and use the promo code HEALTHY for 20% off.
[00:43:55.663 --> 00:43:59.744]  That's supernaturalsilver.com and like us on Facebook.
[00:44:02.685 --> 00:44:10.367]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:44:10.807 --> 00:44:14.408]  Alex and his staff have used these pure soap products for years.
[00:44:14.868 --> 00:44:21.690]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:44:22.170 --> 00:44:24.991]  See them on the web at 5starsoap.com.
[00:44:25.191 --> 00:44:29.712]  Or call 800-340-7091 for a free catalog.
[00:44:30.032 --> 00:44:35.693]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:44:35.973 --> 00:44:41.075]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:44:41.375 --> 00:44:42.995]  This is an amazing deal.
[00:44:43.355 --> 00:44:47.976]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:44:48.596 --> 00:44:50.757]  See them on the web at 5starsoap.com.
[00:44:51.317 --> 00:44:53.061]  Or call 800-340-7091 for a free catalog.
[00:45:00.632 --> 00:45:03.695]  You prepare by purchasing gold, food, and firearms.
[00:45:04.035 --> 00:45:09.500]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:45:10.081 --> 00:45:13.284]  When you're sleeping or away from home, who's watching out for intruders?
[00:45:13.964 --> 00:45:15.225]  Check out SimpliSafe.
[00:45:15.566 --> 00:45:19.429]  It's a new do-it-yourself home security system that is completely wireless.
[00:45:20.030 --> 00:45:22.052]  Go to GetSimpliSafe.com.
[00:45:22.717 --> 00:45:25.098]  SimpliSafe is independent and off the grid.
[00:45:25.458 --> 00:45:29.239]  It runs on battery power, so even if the grid goes down, you're protected.
[00:45:29.800 --> 00:45:35.962]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:45:36.462 --> 00:45:38.003]  Get SimpliSafe.com
[00:45:38.803 --> 00:45:43.005]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:45:43.466 --> 00:45:45.647]  So there's no need to let a stranger into your home.
[00:45:46.187 --> 00:45:49.769]  If you move or need to relocate, you can take the system with you wherever you go.
[00:45:50.270 --> 00:45:56.713]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:45:57.274 --> 00:45:59.435]  Again, that's GetSimplySafe.com
[00:46:00.765 --> 00:46:02.086]  Your freedoms are on the line.
[00:46:02.326 --> 00:46:03.947]  The Second Amendment is in danger.
[00:46:04.127 --> 00:46:06.228]  How soon before your freedoms are taken away?
[00:46:06.468 --> 00:46:08.029]  What can you not live without?
[00:46:08.189 --> 00:46:09.630]  What is your greatest dependency?
[00:46:09.890 --> 00:46:10.610]  Is it your guns?
[00:46:10.890 --> 00:46:11.511]  Is it your home?
[00:46:11.831 --> 00:46:12.951]  No, it's food.
[00:46:13.252 --> 00:46:15.132]  It all boils down to the food supply.
[00:46:15.373 --> 00:46:18.654]  Tyrannical governments control people by controlling their food supply.
[00:46:18.874 --> 00:46:19.935]  Don't be dependent.
[00:46:20.115 --> 00:46:21.056]  Be self-sufficient.
[00:46:21.196 --> 00:46:22.776]  Don't wait for the government to feed you.
[00:46:22.857 --> 00:46:23.517]  Feed yourself.
[00:46:23.957 --> 00:46:26.059]  I can warn you, but I can't feed you.
[00:46:26.179 --> 00:46:29.521]  Do like Alex has done and get a supply of food from eFoodsDirect.
[00:46:29.741 --> 00:46:32.363]  It's the best long-term storable food on the planet.
[00:46:32.483 --> 00:46:34.585]  Get the popular Mega Patriot Pack free.
[00:46:34.845 --> 00:46:38.287]  A 24-day supply of food plus stove, cook pot, and fuel.
[00:46:38.468 --> 00:46:47.234]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex and get up to 20 Mega Patriot Packs free with purchase.
[00:46:47.454 --> 00:46:51.677]  Build your food supply, be in control, be self-sufficient, and be a patriot.
[00:46:52.978 --> 00:46:55.799]  We now take you live to the Central Texas Command Center, in the heart of the Resistance.
[00:46:55.819 --> 00:46:57.640]  You're listening to the Alex Jones Show!
[00:47:24.130 --> 00:47:32.403]  Man, I tell you, this whole Pope Benedict thing, it does beat a Dan Brown novel in all the bizarreness.
[00:47:32.563 --> 00:47:36.929]  And that's why truth is stranger than fiction has been said many, many times.
[00:47:37.590 --> 00:47:39.633]  Look, my point getting into the economy is this.
[00:47:41.178 --> 00:47:44.340]  Human ingenuity, human ideas are unlimited.
[00:47:45.081 --> 00:47:52.767]  And when you hear the Federal Reserve put out these policy reports about, we've got to raise taxes or the economy will overheat, they call a U.S.
[00:47:53.267 --> 00:47:54.548]  growth rate of 4.5-5% a year overheating.
[00:47:57.725 --> 00:48:02.027]  Well, you've got to have that just to deal with regular inflation and the overburden of debt.
[00:48:02.768 --> 00:48:13.333]  China can have a 10, 12, 15 percent growth rate, and that's A-OK, because the insider globalists all have deals with the Communist Party, like Al Gore and Foxcom and Apple.
[00:48:14.073 --> 00:48:22.538]  To have slave camps building goods where the people commit suicide mass so much, they've got to put suicide nets around the buildings and drug people.
[00:48:24.514 --> 00:48:25.674]  But I thought Al Gore is a liberal.
[00:48:25.975 --> 00:48:37.259]  He is a monstrous pig-like creature who wants to lecture people that make money fair and square in America, jumping through all the regulations, all the taxes, all the hoops.
[00:48:39.340 --> 00:48:43.542]  When again, these people calling themselves liberals are flaming authoritarians.
[00:48:44.776 --> 00:48:45.437]  Flaming.
[00:48:45.797 --> 00:48:47.179]  They are so evil.
[00:48:47.459 --> 00:48:49.682]  They are like Hitler or Stalin or Mao.
[00:48:49.922 --> 00:48:51.043]  But they're beyond that.
[00:48:51.744 --> 00:48:56.850]  Because they've got high-tech propaganda and PR that they're these loving sweetsie cakes.
[00:48:58.873 --> 00:49:03.117]  And to raise taxes and make all the poor families get health insurance which they can't pay for.
[00:49:03.823 --> 00:49:07.526]  Written by the insurance companies and now the premiums are doubling in 2013.
[00:49:07.566 --> 00:49:08.627]  That's official.
[00:49:08.647 --> 00:49:10.388]  In fact, show people watching TV.
[00:49:10.508 --> 00:49:13.391]  Just type in insurance premiums to double in 2013.
[00:49:13.711 --> 00:49:14.692]  It's now official.
[00:49:14.952 --> 00:49:15.452]  Now happening.
[00:49:15.953 --> 00:49:18.254]  They're set to quadruple in the next five years.
[00:49:19.916 --> 00:49:22.498]  And the insurance companies make you buy their product.
[00:49:23.568 --> 00:49:32.111]  And now have federal death panels, which they said weren't real, they now admit, that will then charge you 20 times for something that doesn't even help you.
[00:49:32.791 --> 00:49:39.533]  See, they'll, the government will decide what doctors can do now off computer screens, and dentists are all to be told.
[00:49:41.474 --> 00:49:42.354]  All to be told.
[00:49:46.178 --> 00:49:49.979]  Now there it is, double-digit premium increase for health insurance.
[00:49:50.039 --> 00:49:51.680]  New York Times, January 15th.
[00:49:52.080 --> 00:49:52.480]  Boom!
[00:49:53.441 --> 00:49:54.661]  Fox News, all of it.
[00:49:55.581 --> 00:49:58.863]  Oh, yeah, that's gonna... What, they call it the Affordable Care Act?
[00:49:59.883 --> 00:50:05.065]  See, the Patriot Act is called the Patriot Act, and it's the opposite of being an American patriot.
[00:50:07.987 --> 00:50:09.629]  It's the opposite of being a patriot.
[00:50:09.649 --> 00:50:16.757]  The New Freedom Initiative, written six years ago, an executive order to forcibly drug half the kids in public school, not just 20%.
[00:50:17.318 --> 00:50:23.965]  It's a federal goal written by the major drug companies, GlaxoSmithKline and others, Eli Lilly all involved in it.
[00:50:25.587 --> 00:50:27.069]  Imagine the boldness of that.
[00:50:29.255 --> 00:50:39.184]  Going to government and saying, we want you to have the school nurses and everything under federal funding do screening that's designed to say half the kids are mentally ill.
[00:50:41.326 --> 00:50:43.368]  And then try to put half the kids on deadly drugs.
[00:50:44.649 --> 00:50:46.531]  You call that the New Freedom Initiative.
[00:50:47.752 --> 00:50:49.534]  You call the Patriot Act the Patriot Act.
[00:50:50.034 --> 00:50:52.877]  And you call this healthcare monstrosity the Affordable Care Act.
[00:50:54.878 --> 00:51:01.184]  Now let's go ahead, this is like a nine and a half minute clip, it's up at InfoWars.com and PrisonPlanet.com, you've got to go watch it.
[00:51:02.145 --> 00:51:05.168]  Because he talks about forget the economy, the stock market's all that matters.
