[00:00:03.652 --> 00:00:05.702]  You're listening to GCN.
[00:41:48.556 --> 00:41:51.799]  I mean, you know, I was out water skiing with a guy, or water surfing with him.
[00:41:52.813 --> 00:41:57.356]  Wakesurfing to be technical, and you know, just shrapnel wounds, bullet holes, you can see the bullet holes in his feet.
[00:41:57.376 --> 00:42:04.180]  You know, he's got like shrapnel in the back of his head and his hair is turning grey and like blast points where the shrapnel is.
[00:42:04.200 --> 00:42:05.080]  Never seen anything like that.
[00:42:05.100 --> 00:42:06.741]  It's like, boy, that's got to be good for you.
[00:42:07.662 --> 00:42:09.603]  He hasn't done enough for the New World Order.
[00:42:09.963 --> 00:42:16.687]  He's supposed to let them try to turn him into a drug addict and give him all these deadly vaccines because that's what a patriot does.
[00:42:17.108 --> 00:42:18.629]  This is the mind control.
[00:42:19.429 --> 00:42:29.637]  Ladies and gentlemen, and the PSYOPs, and the system knows that we've broken through into the inner sanctums of the CIA, the Defense Department, all of it.
[00:42:30.298 --> 00:42:32.560]  We are the number one show worldwide.
[00:42:32.840 --> 00:42:34.461]  Foreign governments listen to the show.
[00:42:34.702 --> 00:42:36.063]  That's come out in the London Telegraph.
[00:42:38.444 --> 00:42:41.365]  British government, Syrian government, all of it.
[00:42:41.425 --> 00:42:43.645]  I mean, I'm not even that smart.
[00:42:43.765 --> 00:42:46.786]  I've reverse engineered what they've done, though, and read their own white papers.
[00:42:46.846 --> 00:42:47.606]  Anybody could do this.
[00:42:47.946 --> 00:42:48.767]  I know the plan.
[00:42:49.667 --> 00:42:53.968]  Government people, tune in here to find out what the master plan is, ladies and gentlemen.
[00:42:55.788 --> 00:42:57.849]  And it's so simple if you've just studied history.
[00:42:59.631 --> 00:43:13.277]  I read over a hundred books on the Nazis, mainline history books, their own declassified Nuremberg stuff, their own manuals, and I go, oh my gosh, Delta Force is buying off police nationwide in a federal covert takeover of local governments.
[00:43:14.657 --> 00:43:20.480]  Discovered that, broke that, the AP had to cover it, 16 years ago, 15 years ago.
[00:43:20.860 --> 00:43:21.800]  I'm not bragging.
[00:43:22.100 --> 00:43:24.121]  It's that history repeats itself.
[00:43:24.401 --> 00:43:26.022]  Those that don't know history are doomed to repeat it.
[00:43:26.222 --> 00:43:26.722]  Who said that?
[00:43:27.342 --> 00:43:28.043]  Was it Lord Acton?
[00:43:29.039 --> 00:43:31.901]  When he said power corrupts, absolute power corrupts absolutely.
[00:43:33.123 --> 00:43:36.065]  He said power tends to corrupt, is the actual quote.
[00:43:36.445 --> 00:43:37.907]  Absolute power corrupts absolutely.
[00:43:38.187 --> 00:43:39.928]  We have an absolutely corrupt system.
[00:43:39.948 --> 00:43:53.480]  I'm going to go to our guest now, who I appreciate joining us via Skype, and then I'm going to come back in the final segment of this hour and get into mother threatened for feeding babies goat's milk instead of GMO soy formula to have children taken by CPS.
[00:43:53.500 --> 00:43:54.201]  That's on the news.
[00:43:55.353 --> 00:44:03.559]  When all medical doctors in every history book I've read until just a few decades ago said, give them goat's milk if you can't produce milk.
[00:44:05.320 --> 00:44:09.843]  Do you have any idea what's in the regular formula, 70 plus percent high fructose corn syrup?
[00:44:10.564 --> 00:44:13.085]  Do you know about the studies about CC size of the brain?
[00:44:13.566 --> 00:44:23.212]  If you don't abuse your child and give him a shriveled zombie brain to serve the new world order, if you give them goat's milk or genny milk from a jackass, from a female donkey,
[00:44:24.269 --> 00:44:26.351]  You are going to have your children taken, ladies and gentlemen.
[00:44:28.954 --> 00:44:30.536]  One thing that's also good is camel's milk.
[00:44:30.576 --> 00:44:31.537]  That wasn't usually available.
[00:44:31.557 --> 00:44:33.199]  I mean, this is something I just read in history.
[00:44:33.599 --> 00:44:37.644]  But let's go to jamesneighborsoverpass.org.
[00:44:37.984 --> 00:44:40.127]  Overpasses.org.
[00:44:40.547 --> 00:44:43.250]  And the next rally is this Saturday, August 17th.
[00:44:43.550 --> 00:44:45.272]  They had thousands out around the country.
[00:44:46.654 --> 00:44:55.862]  And we need tens of thousands out this Saturday on overpasses, or even on the street corner, or at your state capitol, wherever, you get out there and speak out.
[00:44:56.223 --> 00:45:00.146]  And now they're saying, you know, arrest rodeo clowns if they criticize Obama.
[00:45:00.547 --> 00:45:02.128]  Use our First Amendment or lose it.
[00:45:02.448 --> 00:45:03.910]  Thank you for coming on, sir.
[00:45:04.810 --> 00:45:07.473]  It's good to have you with us.
[00:45:07.493 --> 00:45:10.456]  Tell folks about what's coming up and any new developments.
[00:45:11.907 --> 00:45:16.030]  Well, here on the 17th, that's Saturday, from 10 a.m.
[00:45:16.710 --> 00:45:22.113]  until 4 p.m., we'll be out on the streets, every major metro area across the country.
[00:45:22.134 --> 00:45:25.135]  I mean, thousands of us will be out there.
[00:45:25.355 --> 00:45:28.658]  We're up to 40,000 people in the movement altogether.
[00:45:28.698 --> 00:45:30.779]  We need that to be ten times that.
[00:45:31.299 --> 00:45:35.762]  We need to make the Vietnam War protests look like a Girl Scout camp out in comparison.
[00:45:36.422 --> 00:45:40.525]  The fact is, you know, you're right, if we don't stand up now,
[00:45:41.560 --> 00:45:42.321]  We're very close.
[00:45:42.381 --> 00:45:49.086]  We're teetering on the edge of irreversible tyranny in this country without there being an extreme amount of bloodshed.
[00:45:49.626 --> 00:45:52.148]  And that's what we're out there for.
[00:45:52.208 --> 00:45:59.874]  We need to wake Congress up so that they'll see what's going on, those that can do something, those that want to do something about it to stop it.
[00:46:00.595 --> 00:46:04.138]  And, you know, just like you said, go to overpasses.org.
[00:46:04.158 --> 00:46:05.699]  You can find us on Facebook.
[00:46:06.620 --> 00:46:07.040]  I'm sorry.
[00:46:27.121 --> 00:46:29.262]  And all over the place, really.
[00:46:29.942 --> 00:46:31.403]  But we have got to speak out.
[00:46:31.563 --> 00:46:34.945]  We absolutely have got to speak out and get something done.
[00:46:34.985 --> 00:46:39.467]  You know, the fact is this movement's growing and it's getting bigger and bigger every single day.
[00:46:40.267 --> 00:46:43.269]  And it's people, just, you know, ordinary people.
[00:46:43.869 --> 00:46:48.291]  Nobody in the movement is anybody special except for the fact we've all woke up.
[00:46:49.052 --> 00:46:51.913]  And that's all we want everybody else to do is just wake up
[00:46:52.640 --> 00:46:56.764]  And speak out before it's too late, before we can't speak out anymore.
[00:46:57.724 --> 00:46:58.825]  You're absolutely right, Alex.
[00:46:58.865 --> 00:47:03.850]  History is just replete with times of what's going on right now.
[00:47:04.230 --> 00:47:13.338]  The slow stomping out of our rights until eventually anybody that dares speak out is quite simply just killed.
[00:47:14.605 --> 00:47:18.807]  And if we don't do something about it now, it's just going, it will get nothing but worse.
[00:47:18.907 --> 00:47:32.394]  And how could we live with ourselves knowing that our children, our grandchildren, and who knows how many generations of people will have to live under conditions what I believe will be worse than what the Soviet Union had to put, you know.
[00:47:32.634 --> 00:47:33.415]  Oh, absolutely.
[00:47:33.435 --> 00:47:36.176]  It's the very same people running this today.
[00:47:36.196 --> 00:47:39.438]  Expanding on this historically, for those that aren't aware of this,
[00:47:40.629 --> 00:47:48.755]  The reason Homeland Security, which is the takeover arm of America, we have Marine Corps colonels going public and saying this is the illegal army to absorb and kill the Republic.
[00:47:48.816 --> 00:47:52.939]  It's the opposite of Homeland Security, properly Orwellian.
[00:47:53.799 --> 00:48:02.086]  They're pre-positioning and getting ready for war because the system is going to push people until you don't have a choice but to physically fight back.
[00:48:02.166 --> 00:48:04.068]  So we're trying to stop
[00:48:04.688 --> 00:48:12.971]  That from happening peacefully, but as Churchill said, there may come a time when you've got to stand up against an enemy when you have a good chance of winning.
[00:48:12.991 --> 00:48:18.193]  But if you wait too long, to paraphrase, it may come when it's a 50-50 chance.
[00:48:18.233 --> 00:48:20.673]  And then may come when it's really tough odds.
[00:48:20.974 --> 00:48:27.656]  Or it may finally come to where you know you're going to be defeated, but it's better to die on your feet than to be enslaved and basically killed slowly.
[00:48:28.156 --> 00:48:30.857]  And so people need to understand, there is no choice in this.
[00:48:30.877 --> 00:48:33.438]  And I'll tell you something really sad from all the videos.
[00:48:34.392 --> 00:48:40.975]  And photos I've seen, and it's not overpasses.org, it's what MSNBC and the White House has done.
[00:48:41.575 --> 00:49:03.064]  They have said that Tea Party and any resistance to Obama and his agenda is racist, and so I see in the photos it's almost all white people, and I know there have been some black folks and Hispanics and Asians out there, but we need to invite all races, religions, and creeds that are upset about the evil of this government and their frontman Obama to come out
[00:49:03.624 --> 00:49:08.955]  Everywhere for whatever your beef is with this system and to be seen and to be heard.
[00:49:08.975 --> 00:49:09.616]  Do you agree, sir?
[00:49:10.487 --> 00:49:11.307]  Oh, absolutely.
[00:49:11.327 --> 00:49:14.548]  I mean, you know, race is absolutely, we don't even consider it.
[00:49:14.608 --> 00:49:16.168]  It's absolutely the last thing.
[00:49:16.668 --> 00:49:22.009]  I mean, we don't care if you're Democrat, Libertarian, Independent, you know, just whatever.
[00:49:22.049 --> 00:49:24.309]  It absolutely does not matter.
[00:49:24.349 --> 00:49:36.031]  If you love America and you want your children to grow up in a world that you would want to grow up in, or better, you know, we're always supposed to try to leave our children with a better environment than what we lived in.
[00:49:36.491 --> 00:49:38.652]  If that's what you want, then you've got to step up now.
[00:49:38.692 --> 00:49:39.572]  I mean, the fact is,
[00:49:40.672 --> 00:49:43.753]  This government is not looking out for the minorities.
[00:49:43.834 --> 00:49:45.314]  It's doing the exact opposite.
[00:49:45.694 --> 00:49:49.116]  They're doing everything they can to create a permanent peasant class in this nation.
[00:49:49.136 --> 00:49:52.838]  You can just look at Obamacare, and that's exactly what it'll do.
[00:49:52.898 --> 00:49:59.201]  I mean, the fact that nobody could work more than 29 hours a week, if you think it's hard finding a job now... It's incredible.
[00:49:59.881 --> 00:50:01.322]  Yeah, what will it be like?
[00:50:01.362 --> 00:50:11.427]  And if you look at unemployment, especially in the black community right now, Obama has not done them any favors whatsoever, and he has no intention of doing any favors whatsoever.
[00:50:11.447 --> 00:50:14.689]  Oh no, like you said, the Cloud of Heaven plan is bankrupting them.
[00:50:15.189 --> 00:50:19.714]  Permanent peasant class where there's no reason to work because you'll get more money if you go on welfare.
[00:50:20.055 --> 00:50:21.897]  This is so diabolical.
[00:50:21.937 --> 00:50:23.459]  This is slavery.
[00:50:23.519 --> 00:50:27.924]  Sir, we're going to get you back up next week with an update on what's happened over the weekend.
[00:50:27.944 --> 00:50:29.505]  I personally
[00:50:30.126 --> 00:50:35.508]  I'm going to go out with my children in Austin and I'll show up at one of the events listed on the site.
[00:50:35.548 --> 00:50:41.330]  Not sure where yet, but I will join you sometime this Saturday as well in Austin, Texas.
[00:50:41.510 --> 00:50:43.971]  Everybody be there, be part of this.
[00:50:44.651 --> 00:50:50.914]  Overpasses.org will link to it and your latest press releases up at Infowars.com and all humans
[00:50:51.454 --> 00:50:54.117]  Who bleed red blood and don't want to be slaves.
[00:50:54.517 --> 00:50:56.139]  Now is the time to hit the streets.
[00:50:56.560 --> 00:51:05.369]  Now is the time to come out and come together so that the race baiters at the White House and MSNBC and Media Matters and CNN will pull their stinking hair out.
[00:51:05.709 --> 00:51:06.911]  James Nabors, thank you sir.
[00:51:07.652 --> 00:51:08.072]  Thank you.
[00:51:08.172 --> 00:51:08.873]  Thank you very much.
[00:51:08.993 --> 00:51:09.574]  We'll be right back.
[00:51:11.149 --> 00:51:13.210]  Is hurricane and wildfire season again?
[00:51:13.230 --> 00:51:20.835]  Why do thousands of people sit in these reoccurring problem areas year after year betting their lives that the disaster won't get them?
[00:51:21.256 --> 00:51:25.919]  Hundreds of you helped eFoodsDirect ship 50,000 donated meals to the Oklahoma victims.
[00:51:26.199 --> 00:51:28.100]  The problem is we can't help everybody.
[00:51:28.360 --> 00:51:34.482]  If every one of us who can will take care of ourselves, we can all pitch in to take care of those who really can't.
[00:51:34.782 --> 00:51:42.584]  The new Just In Case Pack from eFoods Direct is the big brother to the 7-Day Emergency Pack designed for Oklahoma disaster donations.
[00:51:42.985 --> 00:51:49.307]  It contains a 2-month supply for 1 person, or a 1-month supply for 2 adults, or a 2-week supply for a family of 4.
[00:51:49.367 --> 00:51:50.367]  The $320 price is $50 less than retail.
[00:51:53.968 --> 00:51:55.069]  Call 800-409-5633 on the web efoodsdirect.com slash alex.
[00:51:55.089 --> 00:51:56.730]  Order two or more, get 10% off, free shipping applies.
[00:51:56.750 --> 00:51:59.773]  Call 800-409-5633 on the web efoodsdirect.com slash alex.
[00:52:10.086 --> 00:52:19.333]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:52:19.373 --> 00:52:20.113]  This capitalism?
[00:52:20.173 --> 00:52:26.298]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:52:26.338 --> 00:52:29.980]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:52:30.040 --> 00:52:30.961]  Call for your copy 800-686-2237.
[00:52:30.981 --> 00:52:32.022]  It's time to understand the system.
[00:52:32.042 --> 00:52:32.662]  Call 800-686-2237.
[00:52:32.702 --> 00:52:32.962]  That's 800-686-2237.
[00:52:39.727 --> 00:52:42.708]  Did you know there are 3 million edible food plants on Earth?
[00:52:42.848 --> 00:52:45.629]  And none have the nutritional value of the hemp plant.
[00:52:45.689 --> 00:52:48.590]  HempUSA.org offers you Hemp Protein Powder.
[00:52:48.690 --> 00:52:54.112]  It does not contain chemicals or THC, is non-GMO, and is 100% gluten-free.
[00:52:54.152 --> 00:53:03.135]  Hemp Protein Powder burns fat, builds muscle, contains 53% protein, and feeds the body the nutrients it needs.
[00:53:03.175 --> 00:53:06.496]  Call 888-910-4367 and see what our powder, seeds, and oil can do for you.
[00:53:06.796 --> 00:53:09.077]  Only at HempUSA.org.
[00:53:09.537 --> 00:53:14.898]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:53:14.998 --> 00:53:20.039]  Choose 100% pure heirloom seeds in the Survival Seed Vault from mypatriotsupply.com.
[00:53:20.199 --> 00:53:21.019]  Why spend more?
[00:53:21.179 --> 00:53:28.941]  The Survival Seed Vault from mypatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:53:29.201 --> 00:53:29.681]  Yes, only $37.95.
[00:53:29.741 --> 00:53:30.741]  That's 70% less than our competitors.
[00:53:33.362 --> 00:53:36.545]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:53:36.766 --> 00:53:43.253]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:53:43.413 --> 00:53:46.036]  Plus, all orders over $49 ship free.
[00:53:46.236 --> 00:53:49.900]  MyPatriotSupply.com is American owned by patriots like you.
[00:53:50.120 --> 00:53:51.902]  Passionate about freedom and preparedness.
[00:53:52.122 --> 00:53:55.823]  Call now 866-229-0927.
[00:53:55.983 --> 00:53:57.884]  That's 866-229-0927.
[00:53:58.264 --> 00:54:03.965]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:54:04.126 --> 00:54:05.106]  Choose the original.
[00:54:05.226 --> 00:54:08.767]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:54:21.172 --> 00:54:22.573]  That's right, ladies and gentlemen.
[00:54:23.433 --> 00:54:25.974]  I am now battling tyranny seven days a week.
[00:54:26.675 --> 00:54:31.097]  Because I know the enemy is moving fast, and the enemy knows his time is short.
[00:54:31.537 --> 00:54:35.218]  And that means that our time is short as well.
[00:54:36.099 --> 00:54:38.180]  History is happening right now.
[00:54:39.454 --> 00:54:42.795]  You all feel it in your gut, you know it instinctively, you know it intellectually.
[00:54:42.815 --> 00:54:45.996]  I'm going to get into some really important news here in a moment.
[00:54:46.697 --> 00:54:58.301]  Then I've got huge news on Assange, WikiLeaks, saying Rand Paul and the Libertarians are America's only hope, along with trailblazing alternative media not controlled, like DrudgeReport.com.
[00:54:58.921 --> 00:55:01.342]  I could not have said it any better myself.
[00:55:02.103 --> 00:55:02.743]  That's the truth.
[00:55:03.936 --> 00:55:05.537]  The whole world recognizes what's happening.
[00:55:06.058 --> 00:55:10.582]  That's why you've got the Republicans and Democrats coming after the Libertarian Constitutionalist.
[00:55:10.882 --> 00:55:12.003]  Because we're it, folks.
[00:55:12.844 --> 00:55:14.265]  We are what made America great.
[00:55:14.365 --> 00:55:15.586]  You are what made America great.
[00:55:15.787 --> 00:55:17.428]  These basic, simple ideas.
[00:55:18.349 --> 00:55:21.452]  Briefly, ladies and gentlemen, you can probably tell I'm losing a lot of weight.
[00:55:22.295 --> 00:55:30.686]  That's because I've been using the Beyond Tangerine too, and it's because I have been taking my Pure Brown Seaweed Extract.
[00:55:30.726 --> 00:55:33.289]  They have some great brands of it over at InfoWars.
[00:55:33.690 --> 00:55:37.314]  Health.com, discounted with free shipping with promo code.
[00:55:38.055 --> 00:55:40.338]  That you can enter in there or sign up for free shipping.
[00:55:40.358 --> 00:55:44.983]  You can also sign up for $10 and become a distributor and get big discounts.
[00:55:45.023 --> 00:55:45.864]  There's a lot of specials.
[00:55:46.265 --> 00:55:50.690]  Just you'll find it there on the shopping cart and online catalog at Infowarshealth.com.
[00:55:51.110 --> 00:55:53.813]  Whether it's for stomach or brain or bone or heart.
[00:55:54.634 --> 00:55:59.798]  Or for men, or for women, or for your brain, or for you name it.
[00:56:00.138 --> 00:56:02.399]  Hundreds of the best products out there, the best green foods.
[00:56:02.800 --> 00:56:04.781]  Infowarshealth.com.
[00:56:04.801 --> 00:56:11.686]  You can also call 888-789-9277 if you have any questions or need help signing up online.
[00:56:11.706 --> 00:56:12.226]  888-789-9277.
[00:56:12.866 --> 00:56:21.032]  They have the Shell Shield RTQ with the Reservitol, Turmeric Root, and other amazing things.
[00:56:21.172 --> 00:56:22.493]  I'm really feeling this stuff.
[00:56:23.612 --> 00:56:26.375]  As I talked to Dr. Walker, I said, what is most important to these hundreds of products?
[00:56:26.815 --> 00:56:30.279]  This is the best turmeric I found out there, and it's got a bunch of other supercharged stuff.
[00:56:30.579 --> 00:56:32.561]  I'm going to take it right now from Infowarshealth.com.
[00:56:35.476 --> 00:56:38.539]  I do this every day, right at the end of the hour, usually during the break.
[00:56:38.719 --> 00:56:41.081]  I forgot to do it, so I said, why not do it on air and plug it.
[00:56:41.101 --> 00:56:44.804]  And then the Modifilin, the best brown pure seaweed at InfoWarsStore.com.
[00:56:44.844 --> 00:56:46.865]  They have a lot of great stuff there as well.
[00:56:47.506 --> 00:56:50.609]  The Modifilin's available discounted at InfoWarsStore.com.
[00:56:51.229 --> 00:56:54.612]  And your purchase makes the whole broadcast go round.
[00:56:57.475 --> 00:56:58.596]  So, two websites to remember.
[00:56:58.696 --> 00:57:01.278]  Infowarshealth.com and infowarsstore.com.
[00:57:01.318 --> 00:57:04.661]  You can find all the books and films and the magazine and everything.
[00:57:04.961 --> 00:57:08.965]  Hundreds and hundreds of powerful info weapons at infowarsstore.com.
[00:57:09.065 --> 00:57:09.265]  Okay.
[00:57:10.886 --> 00:57:11.547]  Look at these articles.
[00:57:11.567 --> 00:57:14.509]  95-year-old World War II vet murdered by police, refusing medical attention.
[00:57:14.529 --> 00:57:15.070]  It now comes out.
[00:57:16.055 --> 00:57:18.657]  Houston deputy sues woman who dialed 9-1-1.
[00:57:18.677 --> 00:57:19.198]  Gotta love that.
[00:57:20.058 --> 00:57:24.082]  Mother threatened for feeding babies goat milk instead of GMO soy formula.
[00:57:24.122 --> 00:57:26.604]  Folks, it's child abuse to feed kids formula.
[00:57:26.844 --> 00:57:31.388]  They've had massive deaths all over the world from formula, where their brains just shrivel up and they die.
[00:57:31.408 --> 00:57:34.070]  The Glover's like, oh, we overdid it, it's too obvious.
[00:57:34.450 --> 00:57:36.432]  Add a little protein in there, a little bit of fat.
[00:57:37.093 --> 00:57:43.078]  Most formulas over 75% on record sugar or high fructose corn syrup.
[00:57:43.358 --> 00:57:44.339]  I mean, these kids are fried.
[00:57:45.362 --> 00:57:51.567]  And every medical doctor for hundreds of years on record, look it up, said take goat's milk if your child won't take your milk.
[00:57:51.987 --> 00:57:54.369]  And the baby was growing like a weed and they're coming to take it.
[00:57:54.630 --> 00:57:56.011]  Here's part of the newscast right here.
[00:57:56.551 --> 00:57:59.453]  Allura Jellerson loves her three-month-old son.
[00:57:59.714 --> 00:58:00.975]  He's a really good baby.
[00:58:01.015 --> 00:58:02.416]  He's always happy.
[00:58:02.576 --> 00:58:03.577]  He likes to eat.
[00:58:03.877 --> 00:58:08.941]  But what baby Carson eats has caused a lot of trouble for the 17-year-old mother from Brooklyn.
[00:58:09.401 --> 00:58:13.865]  When the baby didn't take to breastfeeding, Jellerson started feeding him homemade goat milk for
[00:58:13.905 --> 00:58:14.686]  Oh my gosh.
[00:58:14.706 --> 00:58:15.267]  I loved it.
[00:58:16.189 --> 00:58:19.073]  We put celery juice in it and he just loves that.
[00:58:19.815 --> 00:58:20.756]  And it worked really well.
[00:58:21.037 --> 00:58:21.578]  That's enough.
[00:58:21.598 --> 00:58:22.739]  We're going to break.
[00:58:22.759 --> 00:58:25.264]  I'm going to play the whole thing later, but it's up on InfoWars.com.
[00:58:28.163 --> 00:58:44.355]  If you don't brain damage your child and give them, on average, a massively smaller CC-sized brain size, if you don't savage them so they're a drooling zombie for us, and you give them a close mammal milk that they can take, that cultures have done for thousands of years, we're gonna take them, because we're terrorists!
[00:58:44.655 --> 00:58:53.201]  We're the filthy, murdering, scumbag, eugenics government!
[00:58:53.241 --> 00:58:56.984]  This is GCN, the Genesis Communications Radio Network.
[00:59:00.462 --> 00:59:04.103]  Are we choosing our own destiny or has it been pre-selected for us?
[00:59:04.344 --> 00:59:09.626]  As we've moved through history, every great leader has had to understand the potential of information.
[00:59:09.846 --> 00:59:17.388]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[00:59:17.589 --> 00:59:26.692]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[00:59:26.892 --> 00:59:33.894]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[00:59:34.055 --> 00:59:36.935]  All of this is happening so fast, you need to be ahead of the game.
[00:59:36.956 --> 00:59:43.838]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[00:59:45.409 --> 00:59:46.710]  Another one, another plane just hit!
[00:59:46.750 --> 00:59:47.550]  State of Mind.
[00:59:47.830 --> 00:59:49.231]  Because there's a war on.
[00:59:49.391 --> 00:59:50.151]  For your mind.
[00:59:50.431 --> 00:59:54.433]  Get your copy of State of Mind the movie at InfoWars.com.
[00:59:54.613 --> 00:59:59.695]  And remember, every order at InfoWarsStore.com receives a free citizen rulebook.
[01:00:03.357 --> 01:00:05.297]  Waging war on corruption.
[01:00:05.758 --> 01:00:08.519]  Alex Jones on the GCM Radio Network.
[01:00:15.103 --> 01:00:19.267]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:19.927 --> 01:00:20.728]  You want answers?
[01:00:21.509 --> 01:00:22.469]  Well, so does he.
[01:00:23.050 --> 01:00:26.653]  He's Alex Jones on the GCN Radio Network.
[01:00:27.253 --> 01:00:31.357]  And now, live from Austin, Texas, Alex Jones.
[01:00:32.958 --> 01:00:39.384]  Well, you've known for a decade, even CNN reported it, that Chicken McNuggets had silicone in it.
[01:00:40.976 --> 01:00:43.217]  Look how good it is for women when it leaks out of breast implants.
[01:00:44.078 --> 01:00:45.479]  What's wrong with autoimmune disorders?
[01:00:46.880 --> 01:00:47.620]  Kidney problems?
[01:00:48.300 --> 01:00:55.585]  Well, the health ranger has gone out and had labs test it, and now it's got some type of weird fibers in it they can't even identify.
[01:00:56.245 --> 01:01:01.589]  So, we're going to be getting him on to talk about that.
[01:01:01.629 --> 01:01:03.750]  Remember the whole pink slime situation?
[01:01:04.952 --> 01:01:06.333]  I think it's all good for you, actually.
[01:01:06.353 --> 01:01:07.394]  I think he's an extremist.
[01:01:07.414 --> 01:01:09.575]  He's giving fair and balanced coverage here.
[01:01:10.315 --> 01:01:12.137]  He's going to be popping in at the bottom of the next hour.
[01:01:12.717 --> 01:01:19.681]  Coming up after I cover some of the news, we're going to get Kevin Booth on, the amazing filmmaker.
[01:01:19.701 --> 01:01:29.267]  If you go to InfoWars.com, you can see monster banners on the sides advertising the fact that we are the exclusive distributor of American Drug War 2.
[01:01:29.327 --> 01:01:31.529]  We're going to be playing some video clips.
[01:01:31.549 --> 01:01:33.090]  Did Kevin send you the exclusive clips to play?
[01:01:34.501 --> 01:01:35.062]  Fantastic.
[01:01:35.082 --> 01:01:36.163]  So that's coming up as well.
[01:01:36.923 --> 01:01:38.485]  I haven't gotten into our big news yet.
[01:01:39.906 --> 01:01:46.632]  And I really need to get into our top stories here today.
[01:01:46.832 --> 01:01:49.915]  FBI admits it had documents on Michael Hastings.
[01:01:49.975 --> 01:01:53.137]  I knew this a few days ago, but wasn't allowed to report it till now.
[01:01:53.738 --> 01:01:56.500]  They've got the four-year documents coming out today.
[01:01:56.580 --> 01:01:58.022]  Watson has the exclusive on that.
[01:01:59.628 --> 01:02:01.790]  Also, of course, they lied and said they weren't.
[01:02:01.810 --> 01:02:04.632]  Of course, I mean, they visited his house, but then lied and said they didn't.
[01:02:05.112 --> 01:02:07.654]  But if you talk bad about it, your car will blow up, too.
[01:02:08.055 --> 01:02:10.196]  Or they'll just come to your house and interrogate you and shoot you in the top of the head.
[01:02:11.037 --> 01:02:11.377]  U.S.
[01:02:11.537 --> 01:02:16.861]  Army buys nearly 600,000 Soviet AK-47 magazines to try to drop the supply.
[01:02:17.402 --> 01:02:20.544]  Houston deputy sues a woman who dialed 911.
[01:02:21.004 --> 01:02:25.688]  Ron Paul dismantles corporate boondoggle known as Obamacare.
[01:02:25.808 --> 01:02:27.689]  Very important report I really need to get to.
[01:02:29.063 --> 01:02:33.646]  Assange says Rand Paul libertarians only hope for future of America.
[01:02:34.126 --> 01:02:41.930]  He also says Matt Drudge is essential for breaking media censorship and is the model of a non-state-run media.
[01:02:42.750 --> 01:02:43.490]  Didn't say it any better.
[01:02:44.251 --> 01:02:45.952]  That is veritas spoken.
[01:02:46.572 --> 01:02:46.952]  True.
[01:02:48.133 --> 01:02:49.373]  You say it, Assange.
[01:02:49.854 --> 01:02:50.334]  It's true.
[01:02:50.814 --> 01:02:54.356]  NSA funds new top-secret $60 million data lab.
[01:02:55.116 --> 01:02:57.938]  Egypt is attending a civil war but don't expect Obama.
[01:02:59.796 --> 01:03:26.924]  to cancel his golf vacation and that's just some of the reports up on InfoWars.com and don't forget PrisonPlanet.com and you can follow us at RealAlexJones on Twitter on Twitter as well but the first thing I want to get to when we come back is the whole divide and conquer situation because I've only I barely mentioned this
[01:03:28.151 --> 01:03:31.152]  And they had a lot of publications that I won't mention to some of them.
[01:03:31.232 --> 01:03:34.353]  We mention them, they get more traffic than they get in a week if we don't.
[01:03:35.113 --> 01:03:37.334]  You know, saying, I'm anti-transgender.
[01:03:37.394 --> 01:03:38.975]  No, that's not on my radar screen.
[01:03:40.235 --> 01:03:42.996]  I'm not anti-anybody that doesn't hurt innocent people.
[01:03:44.557 --> 01:03:45.257]  You understand that?
[01:03:46.177 --> 01:03:49.418]  I'm not anti-anybody that minds their own business and doesn't try to run my life.
[01:03:49.458 --> 01:03:56.361]  See, they call it bigoted and hateful if you don't adopt the lifestyles and ideas and
[01:03:59.465 --> 01:04:15.621]  You know, lollipop guild weirdnesses of the authoritarian mentally ill left that really, by and large, are just a bunch of crazy control freaks that know that if they can get away with wild things, they can get away with anything.
[01:04:15.881 --> 01:04:17.143]  So I'm going to explain that when we come back.
[01:04:19.025 --> 01:04:21.907]  Because California passed this a few days ago.
[01:04:22.708 --> 01:04:27.411]  Jerry Brown, Moonbeam signed it, and I read the bill finally yesterday.
