[00:00:00.009 --> 00:00:01.489]  Alex Jones Broadcasting Network.
[00:53:21.144 --> 00:53:23.927]  And only available at TheUltimateKnife.com!
[00:53:24.087 --> 00:53:26.529]  Use promo code RADIO at checkout for free shipping!
[00:53:26.629 --> 00:53:29.071]  Get the Ultimate Knife at the Ultimate Price!
[00:53:29.431 --> 00:53:30.772]  At TheUltimateKnife.com!
[00:53:32.128 --> 00:53:34.709]  Silver has always been nature's very own antibiotic.
[00:53:34.849 --> 00:53:38.850]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:53:39.150 --> 00:53:40.391]  Silverlungs.com.
[00:53:40.551 --> 00:53:43.032]  You'll find no wild claims or pseudoscience.
[00:53:43.232 --> 00:53:46.013]  Just a lifetime of nano-sized pure silver solutions.
[00:53:46.213 --> 00:53:48.354]  The Silverlungs generator allows you to make your own.
[00:53:48.574 --> 00:53:50.334]  So stop paying for silver solutions.
[00:53:50.474 --> 00:53:55.816]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:53:56.036 --> 00:53:59.717]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[00:53:59.837 --> 00:54:01.338]  That's Silverlungs.com.
[00:54:06.357 --> 00:54:20.945]  Now for those that don't know, ladies and gentlemen, it's like arresting a student who writes an essay about a school shooting.
[00:54:30.151 --> 00:54:52.288]  You've got school shootings going on everywhere, and then a student writes a story about how they're upset about it happening, and describing it, and the police come and interrogate them, and in some cases arrest people, who write a fiction article about, in one case, one of those World War II games, and how they like to play it.
[00:54:52.308 --> 00:54:55.771]  And it talked about shooting soldiers, so the police came.
[00:54:56.922 --> 00:55:00.584]  Or, again, the neighbor sees you playing with a Nerf gun in the backyard, so you're kicked out of school.
[00:55:00.824 --> 00:55:02.185]  The school doesn't have that jurisdiction.
[00:55:02.565 --> 00:55:08.948]  It's just government doing things that are illegal, out of their jurisdiction, criminal.
[00:55:09.708 --> 00:55:16.612]  Official oppression, false arrest, false imprisonment, false fines, and then having the judges and the courts and the culture go along with it.
[00:55:17.092 --> 00:55:22.675]  The school has no right to suspend somebody for five days because a neighbor saw them playing with an orange Nerf gun.
[00:55:23.495 --> 00:55:25.436]  That neighbor needs to be put in a mental institution.
[00:55:26.687 --> 00:55:27.588]  That's a real case.
[00:55:27.788 --> 00:55:29.209]  Those are real cases I just mentioned.
[00:55:30.769 --> 00:55:33.331]  And I'm going back to the caller, Richard, in Texas.
[00:55:33.351 --> 00:55:36.333]  My point is, this is the same thing with 501c3.
[00:55:36.873 --> 00:55:44.658]  In the 1950s, they had the big denominations of the World Council of Churches and the Rockefeller Globalist Group say, look, order your churches to become charities.
[00:55:45.858 --> 00:55:51.642]  Under 501c3, charitable faith organizations no longer churches.
[00:55:51.942 --> 00:55:55.104]  Churches under the First Amendment, the government has no jurisdiction.
[00:55:56.667 --> 00:56:00.588]  That's why the Hopi Indians can, you know, take peyote that's illegal under federal law.
[00:56:01.409 --> 00:56:05.570]  And other religious groups can take other drugs if it's really part of their religion because it's protected.
[00:56:06.730 --> 00:56:09.331]  That's why voodoo people can, you know, chop the heads off of goats.
[00:56:09.411 --> 00:56:10.612]  It's religiously protected.
[00:56:12.032 --> 00:56:12.852]  Or kill chickens.
[00:56:12.872 --> 00:56:14.373]  You know, the animal rights people don't like that.
[00:56:14.413 --> 00:56:18.734]  The point is, if you take away the voodoo people's rights, they're going to take your rights.
[00:56:19.895 --> 00:56:21.295]  And so, it is a fraud.
[00:56:21.335 --> 00:56:22.376]  This is not my opinion.
[00:56:22.436 --> 00:56:26.037]  Separation of church and state means you can't have
[00:56:27.677 --> 00:56:31.699]  The state saying we're Catholic or we're Protestant or we're Buddhist or we're Atheist.
[00:56:32.760 --> 00:56:34.921]  The state isn't in that business.
[00:56:35.101 --> 00:56:41.264]  But it doesn't mean then you can't have a Bible at public school and tell your friends about Jesus Christ at lunch.
[00:56:41.504 --> 00:56:43.385]  But even in Texas, they come and take your Bible.
[00:56:43.645 --> 00:56:45.406]  Some cases, throw them in the trash, kick the kids out.
[00:56:46.246 --> 00:56:51.689]  Or tell people that are valedictorians, you can't talk about Christ.
[00:56:51.929 --> 00:56:55.731]  Or after a football game, you can't tell the newspaper you want to thank Jesus.
[00:56:56.769 --> 00:56:57.669]  Well, of course you can!
[00:56:57.729 --> 00:56:58.710]  That's your free speech!
[00:56:59.470 --> 00:57:00.290]  And it's the same thing.
[00:57:00.330 --> 00:57:02.991]  It was the churches that led the revolution against King George.
[00:57:03.652 --> 00:57:09.414]  So with the Democrats, they allow, and the IRS allows, the Democratic churches to raise money, do whatever they want.
[00:57:10.674 --> 00:57:16.196]  But if it's a libertarian or conservative church, you get audited, you get harassed, you get persecuted, and that's all been, you know, out in the press.
[00:57:17.257 --> 00:57:18.897]  But finishing up, a minute and a half we have left.
[00:57:18.917 --> 00:57:19.658]  I appreciate you holding.
[00:57:20.338 --> 00:57:23.159]  It's interesting, where'd you run into Al Sharpton, and what else did he have to say?
[00:57:24.346 --> 00:57:31.129]  I was driving home from Houston, and he had Andre Iglesias in his studio with him, so I knew it would be a good time to bring that up.
[00:57:31.569 --> 00:57:41.094]  And I also tried to bring up the fact that they've been using the banks around the world, World Bank, International, you know, all the stuff you talk about to destroy the world's economy.
[00:57:41.614 --> 00:57:41.834]  Absolutely.
[00:57:41.854 --> 00:57:42.314]  Oh yeah, real quick.
[00:57:42.334 --> 00:57:42.794]  My last point was
[00:58:10.746 --> 00:58:18.052]  Obama doing the bloodline as an Illuminati related to Vladivostok and all the rest of the people throughout history that rule.
[00:58:18.072 --> 00:58:26.719]  I try to tell people that now, if Obama's connected bloodline, then why look at his birth certificate?
[00:58:27.000 --> 00:58:31.283]  Why look at Hawaii and Kenya and try to focus on his bloodline?
[00:58:31.303 --> 00:58:32.404]  That's who he really is.
[00:58:32.464 --> 00:58:33.785]  He's not a made man.
[00:58:33.825 --> 00:58:35.847]  He's actually born into this.
[00:58:36.650 --> 00:58:37.410]  I totally agree.
[00:58:37.470 --> 00:58:39.711]  He's related to Dick Cheney on record.
[00:58:39.831 --> 00:58:40.731]  You're absolutely right.
[00:58:43.232 --> 00:58:46.633]  Thank you for listening to GCN.
[00:58:46.674 --> 00:58:48.474]  Visit GCNlive.com today.
[00:58:52.532 --> 00:58:57.114]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:58:57.254 --> 00:59:00.216]  Why do we have the highest cancer rates on the planet?
[00:59:00.376 --> 00:59:05.598]  The highest rates of diabetes, autism, and every other major disease.
[00:59:05.938 --> 00:59:07.519]  It all comes down to one thing.
[00:59:07.859 --> 00:59:09.181]  We are what we eat.
[00:59:09.501 --> 00:59:13.846]  Our food is devoid of nutrition and processed with poisons and additives.
[00:59:14.166 --> 00:59:18.170]  Our water is filled with toxic poisons and big pharma runoff.
[00:59:18.391 --> 00:59:20.713]  All of this has been engineered by design.
[00:59:20.953 --> 00:59:26.880]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:59:27.180 --> 00:59:29.442]  To learn more visit InfoWarsHealth.com
[00:59:30.143 --> 00:59:37.048]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:59:37.208 --> 00:59:43.012]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:59:43.253 --> 00:59:49.197]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:59:49.437 --> 00:59:51.919]  And get free shipping when you sign up for AutoShip.
[00:59:55.529 --> 00:59:57.452]  Waging war on corruption.
[00:59:57.932 --> 01:00:00.696]  Alex Jones on the GCM Radio Network.
[01:00:07.472 --> 01:00:08.093]  Big Brother.
[01:00:08.773 --> 01:00:09.794]  Mainstream media.
[01:00:10.535 --> 01:00:11.636]  Government cover-ups.
[01:00:12.297 --> 01:00:13.098]  You want answers?
[01:00:13.879 --> 01:00:14.860]  Well, so does he.
[01:00:15.440 --> 01:00:19.044]  He's Alex Jones on the GCN Radio Network.
[01:00:19.625 --> 01:00:23.689]  And now, live from Austin, Texas, Alex Jones.
[01:00:30.902 --> 01:00:33.144]  I'm going to continue with your phone calls.
[01:00:33.184 --> 01:00:40.952]  At the bottom of the hour, I'm going to give you my take on what I think the main trends of 2014 are going to be and why it's such a critical year.
[01:00:41.793 --> 01:00:45.317]  We're also going to get into what the big trend is.
[01:00:45.697 --> 01:00:50.883]  We began to see not just Detroit, but many areas in Michigan, Illinois.
[01:00:52.059 --> 01:00:55.261]  California, you name it, going bankrupt.
[01:00:55.321 --> 01:00:56.482]  And we are in a depression.
[01:00:57.523 --> 01:01:03.767]  I have a large extended family and a lot of them have been middle class, upper middle class, you name it, working class.
[01:01:03.827 --> 01:01:09.131]  They all have been hurt and their neighbors all think that they're in a recession or depression.
[01:01:09.951 --> 01:01:13.894]  Of course, you know what a recession is when your neighbor is out of work or going bankrupt.
[01:01:13.934 --> 01:01:15.935]  It's a depression whenever it's happening to you.
[01:01:16.295 --> 01:01:20.558]  By every real benchmark and all the economists we've had on from Mark Faber to
[01:01:22.150 --> 01:01:22.610]  You name it.
[01:01:23.331 --> 01:01:37.122]  Across the board, using real numbers, we've been in a recession since 2008, and if you go just a year, it then technically is called a depression.
[01:01:37.502 --> 01:01:43.087]  We are in a very deep depression when you look at the real metrics.
[01:01:44.784 --> 01:01:48.066]  But there are still pockets of wealth, but it is really scary.
[01:01:48.406 --> 01:01:50.308]  And that's why they're gearing up with the whole police state.
[01:01:50.828 --> 01:01:52.549]  You notice that they built before all this happened.
[01:01:52.569 --> 01:01:54.911]  They know this bubble is going to implode.
[01:01:56.795 --> 01:02:00.217]  Or explode into World War III, and that's some of the trends I want to get into.
[01:02:00.277 --> 01:02:01.637]  Quite frankly, I was going to cover it earlier.
[01:02:01.697 --> 01:02:14.244]  I just want to write some notes during a break to kind of focus my thoughts on all the trends and what I think is most important, because like a pinwheel or like a kaleidoscope, the mind marvels and spins.
[01:02:15.124 --> 01:02:19.887]  At least mine does, just thinking of what an incredible time we're alive in right now.
[01:02:19.967 --> 01:02:24.329]  But Chicago, you name it, they're all getting ready to go completely belly up.
[01:02:25.168 --> 01:02:33.431]  And their answer in Chicago is double this tax, triple that tax, create this tax, which will only further destroy wealth and drive people out.
[01:02:34.591 --> 01:02:35.431]  It's amazing!
[01:02:36.291 --> 01:02:38.992]  But the globalists don't care because it consolidates their power.
[01:02:41.773 --> 01:02:43.314]  In fact, they like making people poor.
[01:02:43.354 --> 01:02:44.534]  That's what makes me so angry.
[01:02:45.534 --> 01:02:51.236]  I hear about somebody eating bagels for Thanksgiving, or I...
[01:02:53.840 --> 01:03:06.432]  I see people that I've known who are doing well now, who are going bankrupt, and folks that can't even pay for gas to drive to work, and the families breaking up, and the society degenerating, and then people more narcissistic, more entertainment-driven.
[01:03:07.253 --> 01:03:10.596]  The spirit of this world is so powerful, it's hard for even me to overcome.
[01:03:12.398 --> 01:03:14.100]  And only through prayer and just
[01:03:15.612 --> 01:03:18.654]  Trusting in God, do I have peace?
[01:03:19.154 --> 01:03:21.796]  And I don't think I can handle the things I've gone through.
[01:03:22.396 --> 01:03:25.238]  Five years ago, I couldn't have handled all the things that I see in my life.
[01:03:26.699 --> 01:03:29.300]  And I guess that which does not kill you only makes you stronger.
[01:03:30.101 --> 01:03:33.723]  But there's a Bible verse about with great wisdom comes great sorrow.
[01:03:34.023 --> 01:03:41.748]  And it is a feeling of sorrow, but it's also a very deeply fulfilling feeling.
[01:03:42.702 --> 01:03:46.606]  To be discerning and aware and sensitive.
[01:03:47.226 --> 01:03:48.888]  I'm glad I'm conscious and awake.
[01:03:48.928 --> 01:03:49.868]  It's very powerful.
[01:03:50.509 --> 01:03:54.973]  It's a very enlightening experience, and I wouldn't want to be a zombie.
[01:03:55.734 --> 01:04:00.538]  But I understand why the general public are just shuffling zombies, letting the media program them.
[01:04:00.558 --> 01:04:03.561]  Because reality is big.
[01:04:04.782 --> 01:04:06.924]  And it's lovely, dark, and deep on the surface.
[01:04:08.294 --> 01:04:11.496]  And it has many good things in it, but also many bad things.
[01:04:11.656 --> 01:04:18.580]  And when you juxtapose the good things next to the bad things, it makes the bad things even that much more abhorrent.
[01:04:19.380 --> 01:04:21.781]  And it makes you see the bad things in yourself.
[01:04:22.261 --> 01:04:24.403]  Bad things that you don't follow through on.
[01:04:24.443 --> 01:04:26.084]  Bad things that you don't manifest.
[01:04:26.704 --> 01:04:28.505]  But nevertheless, you have the knowledge.
[01:04:30.279 --> 01:04:31.040]  Of the good and evil.
[01:04:31.660 --> 01:04:40.568]  And so even having the knowledge of evil technology, and by evil technology, systems of manipulation, to even understand the enemy is to become the enemy.
[01:04:41.889 --> 01:04:45.292]  I wouldn't go as far as Ender's Game and say it's to love the enemy.
[01:04:47.514 --> 01:04:50.376]  But, you know the enemy's love of evil.
[01:04:51.137 --> 01:04:53.979]  And knowing that passion is sharing that passion.
[01:04:55.961 --> 01:04:57.422]  Staring into the mind of Satan.
[01:04:58.643 --> 01:04:59.503]  We'll be right back.
[01:04:59.583 --> 01:05:00.024]  Stay with us.
[01:05:02.725 --> 01:05:11.730]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:05:11.810 --> 01:05:19.854]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:05:20.194 --> 01:05:24.898]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:05:25.078 --> 01:05:31.804]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:05:31.884 --> 01:05:38.969]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:05:39.049 --> 01:05:45.915]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:05:46.075 --> 01:05:50.417]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:05:50.537 --> 01:05:53.818]  Available in original or with our immune support infusion blend.
[01:05:53.938 --> 01:06:00.080]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:06:00.240 --> 01:06:02.461]  Available at Infowarslife.com.
[01:06:02.621 --> 01:06:12.984]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:06:13.304 --> 01:06:15.145]  Guess what else is in the halogen family?
[01:06:15.345 --> 01:06:16.045]  Fluoride.
[01:06:16.225 --> 01:06:18.506]  Ladies and gentlemen, Alex Jones here.
[01:06:18.666 --> 01:06:24.467]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:06:24.728 --> 01:06:27.568]  It's the good halogen on the periodic table.
[01:06:27.668 --> 01:06:29.529]  And the results are on record.
[01:06:29.649 --> 01:06:35.751]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:06:35.971 --> 01:06:38.131]  Bottom line, iodine is important.
[01:06:38.391 --> 01:06:41.012]  Unbound, clean, in a glycerin base.
[01:06:41.332 --> 01:06:44.713]  Nascent iodine was the answer for myself and my family.
[01:06:44.833 --> 01:06:50.034]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[01:06:50.255 --> 01:06:55.056]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[01:06:55.356 --> 01:06:56.396]  I take it every day.
[01:06:56.556 --> 01:06:59.397]  That's InfoWarsLife.com or call toll free 888-253-3139.
[01:07:02.498 --> 01:07:03.339]  The facts are in.
[01:07:03.539 --> 01:07:04.660]  The studies are legion.
[01:07:04.940 --> 01:07:12.266]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:07:12.446 --> 01:07:15.929]  So why are the social engineers adding it to the water?
[01:07:16.270 --> 01:07:16.690]  Simple.
[01:07:16.850 --> 01:07:21.254]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:07:21.554 --> 01:07:27.017]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[01:07:27.277 --> 01:07:43.325]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:07:43.605 --> 01:07:45.446]  Let's take a stand against the globalists.
[01:07:45.566 --> 01:07:47.847]  By blocking their poisons with Fluoride Shield.
[01:07:48.167 --> 01:07:50.028]  I use Fluoride Shield everyday.
[01:07:50.348 --> 01:07:55.630]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:07:55.890 --> 01:08:00.131]  Let's start cleansing our bodies now and support the Info War at the same time.
[01:08:00.291 --> 01:08:01.572]  That's InfoWarsLife.com
[01:08:07.455 --> 01:08:08.096]  Big Brother.
[01:08:08.776 --> 01:08:09.797]  Mainstream media.
[01:08:10.538 --> 01:08:11.659]  Government cover-ups.
[01:08:12.300 --> 01:08:13.101]  You want answers?
[01:08:13.881 --> 01:08:14.822]  Well, so does he.
[01:08:15.423 --> 01:08:19.046]  He's Alex Jones on the GCN Radio Network.
[01:08:19.627 --> 01:08:23.711]  And now, live from Austin, Texas, Alex Jones.
[01:08:30.443 --> 01:08:38.230]  Well, in Japan, the government is paying homeless people less than minimum wage to go in and clean out Fukushima.
[01:08:38.670 --> 01:08:51.582]  The tens of thousands of radioactive rods and plutonium and uranium there, and almost everyone who did go in when it first exploded to try to emergency fix things, have died now.
[01:08:53.030 --> 01:09:06.276]  And it's come out in mainstream Japanese media that the government was covering up the level of the radiation, so the government just passed an executive order two weeks ago, in the Diet, basically giving them martial law powers over information.
[01:09:09.904 --> 01:09:10.905]  So there you have it.
[01:09:11.425 --> 01:09:15.509]  Coming up, I'm going to break down the big trends of 2014 and why I think it's such a critical year.
[01:09:15.529 --> 01:09:17.231]  We're also going to look at U.S.
[01:09:17.271 --> 01:09:17.951]  public finance.
[01:09:17.971 --> 01:09:25.118]  Day of Reckoning Chicago is tackling the worst pension crisis in the U.S., but methods that got it in a bind are still used across America.
[01:09:25.398 --> 01:09:29.842]  I love how the globalist publications like the Financial Times of London that's able to attend Bilderberg
[01:09:30.623 --> 01:09:33.205]  At the very top of the financial publication pyramid.
[01:09:33.886 --> 01:09:43.293]  I love how they always, just like in Spain, just like in Greece, just like in Ireland, just like in other places like Iceland, they're always acting like there's a way to fix it.
[01:09:43.573 --> 01:09:46.235]  This was designed to bankrupt everything and take over.
[01:09:46.856 --> 01:09:48.577]  This is how the globalists conquer you.
[01:09:49.358 --> 01:09:54.182]  Any farmer will tell you that when the farm's 20th year comes up and you're going to pay it off,
[01:09:55.216 --> 01:10:12.160]  That a couple years before that comes up, they will accelerate the whole note with a clause in the deed, a clause in the contract to try to make you pay the last couple years in one lump sum or they take it from you.
[01:10:13.081 --> 01:10:22.043]  And the only reason that that stopped is because in the old days, even up until the 70s, bankers and savings and loan people that did that got shot in the head.
[01:10:24.571 --> 01:10:26.492]  But Americans don't act like that anymore.
[01:10:26.512 --> 01:10:27.153]  We roll over.
[01:10:27.653 --> 01:10:30.675]  And when you roll over, gangsters come in, they take over.
[01:10:30.936 --> 01:10:34.038]  People think laying down is how you get liberty.
[01:10:35.639 --> 01:10:43.985]  If you went into the wilds of, say, Alaska, and started rolling around on the ground and squealing like a dead rabbit, wolves would come and eat you.
[01:10:45.866 --> 01:10:47.988]  And we act like a dying, squealing rabbit.
[01:10:50.529 --> 01:10:52.211]  America's new
[01:10:53.937 --> 01:10:57.060]  Anthem should be a varmint tape of a dying baby squirrel.
[01:10:59.001 --> 01:11:00.342]  I mean, that's the call we put out.
[01:11:00.502 --> 01:11:00.983]  Squealing.
[01:11:01.523 --> 01:11:02.344]  Oh, take my rights.
[01:11:02.524 --> 01:11:03.204]  Oh, spy on me.
[01:11:03.425 --> 01:11:04.505]  Oh, checkpoints.
[01:11:04.766 --> 01:11:06.447]  Oh, proctology exams on the highway.
[01:11:07.007 --> 01:11:14.994]  Oh, teach my kids to rat on me because the scourge of drugs when the government ships the drugs in is trying to put the kids on Adderall and Ritalin and all these Prozac drugs.
[01:11:15.374 --> 01:11:22.460]  Oh, you know, take kids that are five pounds overweight from their parents and put them in government custody and put them on seven different drugs where they're
[01:11:23.240 --> 01:11:25.961]  Five to seven times more likely to be sexually or physically abused.
[01:11:26.361 --> 01:11:32.702]  I mean, no one is looking at the threat and the fruits of this giant global government system.
[01:11:33.442 --> 01:11:36.503]  Let me tell you, cherry pie doesn't come out the end of this thing.
[01:11:37.503 --> 01:11:39.884]  Freedom and prosperity didn't come out of the end of it.
[01:11:40.124 --> 01:11:45.005]  What comes out of it is slavery and poverty and ignorance and
[01:11:46.860 --> 01:11:49.801]  I don't want to say horse manure because horse manure is actually useful for crops.
[01:11:50.522 --> 01:11:52.523]  This is beyond BS, ladies and gentlemen.
[01:11:53.263 --> 01:11:54.183]  Bravo, Sierra.
[01:11:55.364 --> 01:11:58.105]  And you've got to admit you've been cheated.
[01:11:58.145 --> 01:11:59.806]  You've got to admit you've been conned.
[01:12:00.086 --> 01:12:05.869]  You've got to admit you've been putting a lackadaisical... Television is what killed America and killed the world.
[01:12:07.011 --> 01:12:08.872]  The question is, can we come back from the dead?
[01:12:09.673 --> 01:12:11.474]  People are caught in entertainment.
[01:12:11.915 --> 01:12:18.800]  If one more man walks up to me on the street or at the grocery store and says, hey, you know, did you see the Cowboys last night?
[01:12:18.820 --> 01:12:19.401]  What'd you think?
[01:12:20.041 --> 01:12:23.964]  I had three people come up to me today and talk to me about the Cowboys last night.
[01:12:24.544 --> 01:12:25.365]  And I looked at all of them.
[01:12:25.385 --> 01:12:30.149]  I said, man, there's too much going on in the real world to care about the Cowboys.
[01:12:32.233 --> 01:12:44.098]  And I went and ate dinner by myself late last night after that game, and I was sitting there in a restaurant, people were coming over to me, who were my listeners, but still bringing up the Cowboys, losing, and I was just like, man, come on.
[01:12:45.319 --> 01:12:50.461]  And all the reporters, real serious, like they're reporting on World War III, about what's happening with football.
[01:12:50.941 --> 01:12:56.204]  That's why we're slaves, because people are experts, and men get real serious about a game.
[01:12:58.411 --> 01:13:26.412]  And so this morning I was watching a little bit of television and watching different NFL games and clips from them and watching grown men who were supposed to be captaining starships by this point and are supposed to be trailblazing, you know, undersea projects and are supposed to be leading and guiding their children and directing the culture and are supposed to be leaders with goals are running around in little outfits in simulated combat with each other, slapping each other on the butts.
[01:13:27.990 --> 01:13:29.631]  And look, I can get into the football.
[01:13:29.791 --> 01:13:35.554]  I can sit there and learn all about it, and it's a male soap opera, and get into it.
[01:13:36.014 --> 01:13:36.454]  I get it.
[01:13:39.035 --> 01:13:48.520]  But as our whole culture goes down the rat hole, as our government funds Al-Qaeda to attack Russia to destabilize the Olympics, as Saudi Arabia promised to do three months ago,
[01:13:49.588 --> 01:13:51.889]  Because Russia won't hand over Syria to Al-Qaeda.
[01:13:52.609 --> 01:14:11.434]  As the cashless society goes in, as the robot cars hit the streets, as they set up the robotic slave systems in France and in, of all places, China to replace humans, as the globalists announce that when they have all this in place and a robot army of drones in place, they'll release the bioweapons and start the war against humanity.
[01:14:13.474 --> 01:14:17.035]  I'm convinced they could release bioweapons right now and people would still go along with it.
[01:14:17.677 --> 01:14:19.239]  And still go along with whatever they say.
[01:14:19.259 --> 01:14:20.400]  I mean, it's horrible.
[01:14:20.640 --> 01:14:23.163]  We're living in a hardcore science fiction movie.
[01:14:27.408 --> 01:14:35.196]  And women are just incredibly, on average, so shallow, so petty, so insecure, so stupid.
[01:14:36.097 --> 01:14:38.079]  Men, so shallow, so insecure.
[01:14:38.800 --> 01:14:43.042]  I mean, I remember being like 12 years old, walking into a restaurant, being self-conscious when people were looking at me.
[01:14:43.663 --> 01:14:47.985]  I remember being a little bit like that, but I mean, now, just not being self-conscious is so good.
[01:14:49.146 --> 01:15:01.513]  But then I see other adults that are so self-conscious, I don't care if they're rich or poor, black or white, and all of the idiosyncratic stuff, and all the neurotic stuff, and all of the
[01:15:02.662 --> 01:15:15.387]  You know somebody in a fancier car than yours pulling up beside you and revving it so you look over so they can look down on your car and you just look over at them and it's just like you're not feeling bad because they have a nicer car than you.
[01:15:16.246 --> 01:15:25.792]  You're feeling bad because they literally are that shallow, narcissistically, that they need to feel like a horse running up beside another horse that is faster than you.
[01:15:26.632 --> 01:15:28.793]  And that psychology is just so base.
[01:15:29.434 --> 01:15:30.895]  But that's how they manipulate everybody.
[01:15:31.215 --> 01:15:38.739]  These are the issues that are so frustrating to see humanity becoming more decadent, not more enlightened.
[01:15:41.861 --> 01:15:44.463]  I mean, I would be watching on the sat feed
[01:15:45.926 --> 01:15:49.569]  As the first explorers arrive on Europa.
[01:15:51.430 --> 01:15:54.393]  And by the way, with the technology the globals have had, we could have been there 20 years ago.
[01:15:54.433 --> 01:15:55.053]  Probably are.
[01:15:55.514 --> 01:15:56.634]  With probes, at least we know.
[01:15:58.276 --> 01:16:01.938]  They could already have basically giant extraction units.
[01:16:03.004 --> 01:16:09.367]  On different planets we know have incredible resources and different planetoids and could already have huge off-work colonies.
[01:16:09.647 --> 01:16:13.749]  And I would be watching the sat screens cheering on the settlers.
[01:16:13.829 --> 01:16:24.794]  I mean, that would be... And you'd see a ship, you know, malfunction and its reactor blow up and that would be watching real men and women out there, you know, doing space jumps and all of it.
[01:16:24.834 --> 01:16:25.995]  I mean, that's what I want!
[01:16:26.195 --> 01:16:29.317]  Not men in tights slapping each other on the ass!
[01:16:29.397 --> 01:16:29.877]  Excuse me.
[01:16:32.014 --> 01:16:52.001]  I mean that, we need to be going into space, we need to be getting the life extension technology, we need to be going into the deep earth, we need to be going into the seas, and if they built up trailblazers again, if they built up leadership again, humans would want that and would support it in the market of ideas, and would support corporations and governments that did it.
[01:16:52.461 --> 01:16:54.702]  And we could do anything together, but we need goals.
[01:16:56.582 --> 01:17:01.264]  Look at all the palaces and temples and pyramids built by man before, by ancients.
[01:17:02.574 --> 01:17:05.516]  And we are building nothing but fraud and lies.
[01:17:06.657 --> 01:17:13.122]  Our civilization is not building anything but deception, because the globalists already have all the advanced technology.
[01:17:13.422 --> 01:17:14.603]  They're really giddy about it.
[01:17:14.623 --> 01:17:15.464]  They're on power trips.
[01:17:15.724 --> 01:17:17.705]  That's the ultimate wealth, is knowledge.
[01:17:18.186 --> 01:17:24.490]  And they are shuttering the world from human advancement.
[01:17:24.550 --> 01:17:27.453]  And I don't like seeing myself and my family walled off in it.
[01:17:31.195 --> 01:17:31.736]  I don't like
[01:17:33.384 --> 01:17:34.725]  Losing humanity to this.
[01:17:34.745 --> 01:17:36.945]  We're going to skip this network break because I'm behind going to calls.
[01:17:37.386 --> 01:17:39.286]  Let's go ahead and talk to Brad in Pennsylvania.
[01:17:39.306 --> 01:17:40.867]  Thanks for holding here on the air.
[01:17:40.927 --> 01:17:50.830]  What do you think the most important stories, not the manufactured biggest stories, but what are the most important stories, the most important stories of 2013 and what do you see coming in 2014?
[01:17:54.671 --> 01:17:59.315]  The most important story 2013 I would say would be Obamacare, number one.
[01:18:00.276 --> 01:18:07.222]  False flags, false flag terrorism to put a soft kill on firearms, number two.
[01:18:08.103 --> 01:18:10.025]  Snowden, close three.
[01:18:10.045 --> 01:18:16.691]  And Congress and the President's unpopularity, right there with the other four.
[01:18:16.891 --> 01:18:17.791]  What was number two again?
[01:18:17.811 --> 01:18:18.632]  Because I like your list.
[01:18:18.652 --> 01:18:20.154]  You got Obamacare, what was number two?
[01:18:21.912 --> 01:18:23.332]  False flags in the U.S.
[01:18:23.852 --> 01:18:26.493]  which are creating a soft kill on firearms.
[01:18:27.353 --> 01:18:29.794]  Oh sure, some of the staged manufactured shootings.
[01:18:30.034 --> 01:18:31.574]  We know Boston bombing was staged.
