[00:00:10.211 --> 00:00:11.751]  First, congratulations.
[00:38:15.294 --> 00:38:18.076]  They'll just spread their legs and let them come right on in.
[00:38:18.496 --> 00:38:19.317]  You just said it.
[00:38:19.377 --> 00:38:21.659]  You wonder why the blue cities are bankrupting everything.
[00:38:21.939 --> 00:38:24.201]  You wonder why there's feces in homeless camps everywhere.
[00:38:24.481 --> 00:38:26.983]  You wonder why they're trying to debase the dollar and trying to bankrupt it.
[00:38:27.003 --> 00:38:35.409]  They say to bring the country down, to bring us into receivership under world government, and now China officially in their newspaper says, we released COVID.
[00:38:35.429 --> 00:38:39.412]  They just say COVID was released by God out of China, being the Communist Party.
[00:38:39.992 --> 00:38:40.893]  It hit America.
[00:38:41.053 --> 00:38:42.294]  We control America.
[00:38:42.535 --> 00:38:43.716]  They will never reopen.
[00:38:43.816 --> 00:38:44.817]  America is done.
[00:38:45.437 --> 00:38:47.459]  And the average American thinks, I'll wear my mask.
[00:38:47.539 --> 00:38:48.420]  I'll do what I'm told.
[00:38:48.721 --> 00:38:49.521]  This will all end.
[00:38:49.662 --> 00:38:50.622]  No, it never ends.
[00:38:51.103 --> 00:38:52.885]  The masks don't come off until you take them off.
[00:38:52.925 --> 00:38:54.566]  The businesses don't open until you open them.
[00:38:54.867 --> 00:38:56.028]  But China is bragging.
[00:38:56.048 --> 00:38:58.170]  They're totally open, partying, no mask.
[00:38:58.190 --> 00:38:58.870]  It was all a hoax.
[00:38:59.471 --> 00:39:05.235]  And they control the globalists, and the chi-coms are in league with big tech, and the big tech takeover.
[00:39:05.415 --> 00:39:18.825]  That's why they censor you if you tell the truth, it's why they try to block you, it's why they block the doctors, because this is their mind control, chicken little takeover, where people never leave their houses and go bankrupt for the globalists to take over and receivership.
[00:39:19.045 --> 00:39:22.868]  What you said is one trillion gazillion infinity true, Robert.
[00:39:24.076 --> 00:39:24.716]  Thank you, Alex.
[00:39:24.796 --> 00:39:30.077]  And just if I may make a short plug for bodies, DNA, and vitamin mineral fusion.
[00:39:30.758 --> 00:39:36.919]  I have suffered gout for years and then I started taking this and about month three it started going away.
[00:39:36.959 --> 00:39:38.039]  That was three years ago.
[00:39:38.099 --> 00:39:39.339]  I hadn't seen gout since.
[00:39:39.400 --> 00:39:41.520]  So all you gout sufferers out there, check it out.
[00:39:41.760 --> 00:39:43.841]  How fast did it kick in?
[00:39:44.721 --> 00:39:50.202]  You know, it took about six months, but the flares each month, I used to suffer two flares a month.
[00:39:50.666 --> 00:39:58.260]  That went down to one, and after six months, I started to have the twinge, but after three years, I haven't had full-blown gout since then.
[00:39:59.684 --> 00:40:05.369]  Well, who knows what it was you were deficient in, but if you're deficient, that's where all this stuff, that's why it's called essential.
[00:40:05.609 --> 00:40:10.733]  Iodine's essential, D3's essential, C's essential, B12, it's all essential.
[00:40:11.414 --> 00:40:12.895]  Body's ultimate turmeric formula.
[00:40:13.436 --> 00:40:17.339]  Again, something like turmeric, where it's 95% curcuminoid, we have the strongest one out there.
[00:40:17.659 --> 00:40:21.382]  It's got basically everything in one pill, but different strokes for different folks.
[00:40:21.442 --> 00:40:23.124]  Thank you so much, brother, and God bless you.
[00:40:25.199 --> 00:40:26.260]  He's absolutely right, folks.
[00:40:26.480 --> 00:40:27.340]  That's not rhetoric.
[00:40:27.400 --> 00:40:28.561]  It's not something we're saying.
[00:40:28.901 --> 00:40:29.701]  It's a U.N.
[00:40:29.921 --> 00:40:31.662]  world government takeover where the U.N.'
[00:40:31.642 --> 00:40:33.483]  's the boss with the CHICOMS.
[00:40:34.023 --> 00:40:39.846]  They're now saying everybody's got to go to sensitivity training to have any job, to be taught that America's bad and you're bad.
[00:40:40.126 --> 00:40:42.608]  The whole country's an open air re-education camp.
[00:40:44.789 --> 00:40:46.970]  And they've got all these compliant sheep going along.
[00:40:47.090 --> 00:40:48.271]  They were always going to be sheep.
[00:40:48.911 --> 00:40:50.912]  We've got to be leaders and put our foot down.
[00:40:51.632 --> 00:40:53.853]  Angela in Arizona, you're on the air.
[00:40:53.953 --> 00:40:54.574]  Thanks for calling.
[00:40:55.384 --> 00:41:00.146]  Hi Alex, you asked for New Year's regulations, and I thought I'd just give you mine.
[00:41:00.166 --> 00:41:01.006]  Yes please.
[00:41:01.106 --> 00:41:08.409]  And it's to raise my children in a Christian world, in the free country that I grew up in.
[00:41:09.449 --> 00:41:18.693]  And I'm not going to let anyone harm a hair on their head, and God will, and I'll live 110 and tell my great-grandchildren how Jesus was the one who saved us from Satan, his followers.
[00:41:19.341 --> 00:41:29.849]  This medical technocratic tyranny is real, but so is Jesus, and I'll never submit to the satanic new world order, and I just want to say I pray for you, and in fours, and God bless you all.
[00:41:30.550 --> 00:41:31.150]  I pray for you.
[00:41:31.170 --> 00:41:31.851]  Thank you, Angela.
[00:41:31.871 --> 00:41:32.631]  What a beautiful voice.
[00:41:32.651 --> 00:41:35.614]  And think about this, and I mean this when I say it.
[00:41:35.694 --> 00:41:41.218]  Praise the living God, that we are of the living God who created the universe.
[00:41:41.238 --> 00:41:46.122]  This is the evil Satan fallen trying to play God, and it's ridiculous, and it's a joke.
[00:41:47.315 --> 00:41:48.195]  He hates free will.
[00:41:48.276 --> 00:41:49.736]  He wants omnipresent control.
[00:41:49.796 --> 00:41:51.237]  He wants robots that serve him.
[00:41:51.797 --> 00:41:53.758]  And it's all being manifest.
[00:41:53.798 --> 00:41:54.639]  It's all being proven.
[00:41:54.659 --> 00:41:55.519]  It's all being fulfilled.
[00:41:55.559 --> 00:41:56.440]  It's all real.
[00:41:57.520 --> 00:42:03.544]  And I gotta tell you, as the evil intensifies, my discernment has kicked up so high now.
[00:42:04.369 --> 00:42:06.710]  That I don't even get into it on air.
[00:42:06.770 --> 00:42:07.511]  I can't even handle it.
[00:42:07.551 --> 00:42:09.431]  It's like the blueprints to everything.
[00:42:09.492 --> 00:42:12.273]  It's like how everything works, the knowledge, what's gonna happen next.
[00:42:12.353 --> 00:42:13.033]  I can't even handle it.
[00:42:13.473 --> 00:42:20.357]  Like all night long, my dreams, when I wake up in the morning, I'm just so energized that I don't even feel like I'm worthy to be on air because I can't even articulate it all.
[00:42:20.377 --> 00:42:21.757]  But I can see the matrix now.
[00:42:22.218 --> 00:42:23.178]  I know you can see it now.
[00:42:23.218 --> 00:42:25.679]  The enemy's panicking as we all begin to see the code.
[00:42:26.140 --> 00:42:31.162]  And when you see the code, you see it's Satan projected this in front of us and God's right on the other side.
[00:42:31.442 --> 00:42:32.883]  We are piercing the veil together.
[00:42:48.618 --> 00:42:52.800]  InfoWars, the most banned network in the world.
[00:42:53.560 --> 00:43:05.505]  As we prepare to close out the nightmare year of 2020, it's important to understand the forces behind COVID-19 and its deadly rollout.
[00:43:06.510 --> 00:43:18.565]  The Associated Press and every other major establishment publication that you can find are telling us over and over and over again that COVID-19 conquered the world.
[00:43:21.237 --> 00:43:23.998]  The COVID-19 took over the world.
[00:43:24.619 --> 00:43:35.524]  The COVID-19 is causing tens of millions to starve to death and sending hundreds of millions and even billions towards the edge of starvation and complete poverty.
[00:43:36.184 --> 00:43:43.208]  It is a 100% verifiable fact that that is a hoax and that that is a fraud.
[00:43:44.168 --> 00:43:48.991]  It is the lockdown in response to COVID-19 that's triggering the global depression.
[00:43:49.612 --> 00:44:07.824]  It's the lockdown in response to the media-driven and governmental-driven and medical-driven hysteria about COVID-19 that is triggering this worldwide depression that is irrevocably savaging infrastructure built up over the last 200 years in the planet's civilization.
[00:44:08.284 --> 00:44:13.808]  Understanding who the forces are behind the COVID-19 orchestrated hysteria
[00:44:14.348 --> 00:44:14.668]  I think?
[00:44:31.576 --> 00:44:44.104]  that codified this sustainability post-industrial plan of the last 30 years, their chief engineer and science officer carrying out the operation being Klaus Schwab.
[00:44:44.665 --> 00:44:58.954]  Working with Bill Gates and other top globalists, Klaus Schwab, through the UN, has been able to take over almost every major governmental medical decision-making process, putting the United Nations, Big Pharma,
[00:44:59.454 --> 00:45:05.980]  Big Tech and other global corporations in control of seven and a half billion people's medical future.
[00:45:06.160 --> 00:45:16.609]  Bill Gates and Klaus Schwab are on record saying COVID-19 is only a pretext or a drill for the planetary takeover of every aspect of human life.
[00:45:17.009 --> 00:45:25.096]  Global social credit scores, tracking apps on all your phones, having to register online before you even leave your house or go to the grocery store.
[00:45:25.556 --> 00:45:27.199]  This is the technocracy.
[00:45:27.599 --> 00:45:35.409]  This is the global social credit score being hailed by Xi Jinping, now being adopted worldwide by Western nations.
[00:45:36.110 --> 00:45:42.098]  The United Nations, Schwab, Bill Gates, the Communist Chinese are all in an admitted consortium.
[00:45:42.719 --> 00:45:51.602]  Developing and agreeing upon a planetary world standardized ID barcode and QR code tracking system during phase one.
[00:45:52.203 --> 00:46:00.646]  Phase two is liquid nanochips in the vaccine itself proving that you've been vaccinated which then doubles as your medical passport.
[00:46:01.046 --> 00:46:05.628]  It is critical for you to understand that none of this is my opinion.
[00:46:06.308 --> 00:46:11.510]  The globalists have all written books and white papers detailing this takeover plan
[00:46:12.458 --> 00:46:13.538]  For more than 40 years.
[00:46:14.219 --> 00:46:23.642]  And a decade ago, under Operation Lockstep, the Rockefellers detailed the specific plan and the specific attack that we are now under via the Great Reset.
[00:46:24.122 --> 00:46:38.947]  Bill Gates, Xi Jinping, Klaus Schwab, Prince Charles and others are on record saying COVID-19 is the pretext for their Great Reset to end the industrialized world as we know it and lower the human population by at least 80%.
[00:46:41.088 --> 00:47:03.339]  If they are successful carrying out their global COVID takeover, using the fear of the virus as the pretext for their authoritarianism, this will be the greatest crime and the greatest mass murder and the greatest redistribution of wealth from the common people and the poor to the so-called global elites the planet has ever seen.
[00:47:04.229 --> 00:47:06.311]  This is modern warfare.
[00:47:06.951 --> 00:47:19.240]  This is global corporations establishing a world government to counter a global crisis of hysteria they have created based on COVID, from which you never get out of the crisis.
[00:47:19.580 --> 00:47:20.781]  They only expand the crisis.
[00:47:20.801 --> 00:47:22.502]  Alright, there's full reports at Banned.Video.
[00:47:22.722 --> 00:47:25.724]  It's a good one to give people because I cover everything in one big swath.
[00:47:26.285 --> 00:47:27.966]  It's at Banned.Video.
[00:47:28.066 --> 00:47:29.567]  Banned.Video.
[00:47:29.627 --> 00:47:31.829]  Get it out to everyone you know.
[00:47:32.589 --> 00:47:36.192]  It's my final broadcast of 2020, official Alex Jones Show.
[00:47:36.212 --> 00:47:42.838]  I'm going to be up here tonight, co-hosting a live stream with Tim Dillon, the comedian.
[00:47:43.679 --> 00:47:52.046]  And who knows, I might twitch the arm of some of the crew, stay up here with me, maybe do a little live transmission over the feeds as we bring in the new year.
[00:47:53.117 --> 00:47:53.437]  That's right.
[00:48:06.124 --> 00:48:11.385]  To arrest and detain anyone they want if they're coughing, have a runny nose, or a fever.
[00:48:12.026 --> 00:48:21.968]  And they'll just disappear you into a medical tyranny facility and intubate you with a new guillotine that is known as a ventilator, and then say that you've died of COVID-19.
[00:48:21.988 --> 00:48:25.909]  Kind of like Jeffrey Epstein's cellmate found dead in his house, COVID.
[00:48:26.929 --> 00:48:30.130]  The new congressman who just got elected had a heart attack, COVID.
[00:48:31.010 --> 00:48:32.631]  Just, it's, he got hit by a car.
[00:48:33.695 --> 00:48:36.618]  You're, I guess, killed on death row by lethal injection.
[00:48:37.259 --> 00:48:38.200]  They'll just say COVID.
[00:48:38.220 --> 00:48:43.185]  So we're taking phone calls on your New Year's resolution, what you see coming.
[00:48:43.245 --> 00:48:46.148]  Do you think Trump's going to be able to still squeeze this out?
[00:48:46.168 --> 00:48:47.389]  I know they're not giving briefings.
[00:48:48.527 --> 00:48:51.169]  Still, to Joe Biden, he's getting very, very upset.
[00:48:51.990 --> 00:48:54.872]  Massive evidence of fraud is just stacking up continually.
[00:48:54.912 --> 00:49:06.281]  There's a lot of big state houses that are having hearings and saying they want signature verification and saying that they think the full legislature should come in and that there's clear evidence that Trump really won the election.
[00:49:07.522 --> 00:49:11.966]  In all five of those states, he was winning big by two, three, four, five percentage points.
[00:49:12.847 --> 00:49:16.510]  Hundreds of thousands of votes, half a million votes until they closed.
[00:49:17.335 --> 00:49:18.956]  And then the magic happened.
[00:49:19.596 --> 00:49:33.464]  The black briefcases, the black suitcases came out from under the tables and everybody was kicked out and the magic time happened and the giant spikes for Biden with the videos in Georgia and other states of them counting the same stacks over and over again.
[00:49:34.024 --> 00:49:41.108]  It's not enough to have ten suitcases that you kick everybody out, you pull out from underneath the black tablecloth.
[00:49:42.637 --> 00:49:47.379]  You then gotta run each stack over and over and over again as many times as you can.
[00:49:47.399 --> 00:49:50.881]  And then bingo, everything goes good.
[00:49:52.162 --> 00:49:55.023]  Then you just have the national news say, not any evidence of fraud.
[00:49:55.523 --> 00:49:58.405]  And as the evidence of fraud comes out, they go, well, not widespread.
[00:49:58.985 --> 00:50:00.886]  Even though it's the same scam in every state.
[00:50:02.500 --> 00:50:04.381]  So the globalists are going for broke.
[00:50:04.921 --> 00:50:07.103]  Lin Wood files emergency petition in U.S.
[00:50:07.123 --> 00:50:10.645]  Supreme Court to stop January 5th runoff races for U.S.
[00:50:10.685 --> 00:50:19.290]  Senate in Georgia, citing the fraud, citing that they're still using fake mail-in ballots that aren't being verified, signatures not being verified.
[00:50:20.211 --> 00:50:25.914]  You've got all the different Democratic Party operatives there ruling as judges to allow all this to happen.
[00:50:25.954 --> 00:50:28.696]  This is really a dangerous situation.
[00:50:31.001 --> 00:50:33.142]  He also says he will file a petition with the U.S.
[00:50:33.162 --> 00:50:35.463]  Supreme Court in the Georgia election case.
[00:50:35.963 --> 00:50:37.223]  So there is a lot going on.
[00:50:37.263 --> 00:50:39.924]  Here is the petition, the beginning of the petition.
[00:50:42.185 --> 00:50:55.790]  Petitioner asked for an emergency order restraining respondents to halt the January 5, 2021 senatorial runoff election until such time as respondents agreed to comply with Georgia legislature's prescribed election procedures.
[00:50:55.810 --> 00:50:57.950]  Again, they're not even following the law.
[00:50:58.251 --> 00:50:58.971]  It's totally illegal.
[00:50:59.784 --> 00:51:02.566]  The Supreme Court has a cut-and-dry case here, but they won't take it, I bet.
[00:51:03.126 --> 00:51:03.807]  Or they'll overturn it.
[00:51:04.507 --> 00:51:11.672]  Petitioners further request that this court direct the District Court to order production of all registration dates.
[00:51:12.654 --> 00:51:15.015]  And by the way, they've had now... I'll get to this after I take calls.
[00:51:34.699 --> 00:51:44.123]  Some of the top respected MIT and Stanford Research Institute scientists come out and say, we've looked at the raw data, total fraud.
[00:51:45.644 --> 00:51:51.027]  And we've looked at the Dominion machines, they're designed for fraud, just like the last forensic group found in Michigan.
[00:51:51.247 --> 00:51:53.348]  They said this is a backdoor machine.
[00:51:54.048 --> 00:51:55.889]  This is a Swiss cheese operation.
[00:51:56.169 --> 00:51:58.230]  This is a submarine with screen doors on it.
[00:52:00.367 --> 00:52:04.590]  This is a jumbo jet with no glass in the windows.
[00:52:04.690 --> 00:52:07.212]  I mean, this dog is a fraud.
[00:52:07.292 --> 00:52:08.353]  This dog does not hunt.
[00:52:09.454 --> 00:52:10.915]  Unless scamming is what you're looking for.
[00:52:10.935 --> 00:52:16.359]  So all the top eggheads say what we've already noticed with our eyeballs.
[00:52:17.380 --> 00:52:20.923]  That this is as crooked as a barrel of snakes.
[00:52:22.324 --> 00:52:23.565]  Alright, let's go to your calls now.
[00:52:24.445 --> 00:52:26.227]  Who's been holding the longest here?
[00:52:27.228 --> 00:52:28.348]  That would be...
[00:52:30.492 --> 00:52:31.513]  Kevin in New Jersey.
[00:52:31.553 --> 00:52:32.493]  Kevin, thanks for holding.
[00:52:32.533 --> 00:52:32.853]  Welcome.
[00:52:34.414 --> 00:52:35.855]  Hi, Alex.
[00:52:36.175 --> 00:52:36.596]  Yes, go ahead.
[00:52:37.736 --> 00:52:39.437]  Hey, thanks for taking my call.
[00:52:39.497 --> 00:52:41.098]  Long-time listener, first-time caller.
[00:52:41.879 --> 00:52:44.840]  And I just wanted to say thank you for all you do and God bless you.
[00:52:45.041 --> 00:52:45.341]  Thank you.
[00:52:45.361 --> 00:52:47.142]  Just a few quick points here.
[00:52:48.423 --> 00:52:51.985]  The big picture of the New World Order, I think this is really important.
[00:52:52.005 --> 00:52:57.428]  So one of my ideas was if you could speak about it maybe like at the beginning of each of your segments just a little bit.
[00:52:58.095 --> 00:53:02.917]  Not every segment, but definitely for the show, because I think a lot of people just get overwhelmed.
[00:53:03.657 --> 00:53:06.838]  And they're not exactly sure how all this stuff fits together.
[00:53:08.158 --> 00:53:09.499]  So you do break it down, though.
[00:53:10.139 --> 00:53:11.460]  And I think just doing it more often.
[00:53:12.560 --> 00:53:14.981]  Also, methodology.
[00:53:15.161 --> 00:53:21.623]  You know, what the goal was to do is they basically, like you were talking about at different points in your show, they create problems.
[00:53:22.521 --> 00:53:31.269]  Um, they use those as a cover, an opportunity to offer a solution, but that's really like a weapon disguised as a solution that furthers their agenda.
[00:53:31.310 --> 00:53:32.571]  And you could break that down too.
[00:53:33.632 --> 00:53:47.625]  And also, um, I was thinking it'd be a good idea to have like, you know, more of like sort of like, um, almost came up with this idea of a pre-market initiative.
[00:53:48.243 --> 00:54:01.352]  Maybe bringing people on from other governments who are committed to having their economies operate in a free market economy and how that plays into the whole opposition of the new world order system, how they're competing against the free market economy.
[00:54:01.372 --> 00:54:01.692]  I agree.
[00:54:01.732 --> 00:54:07.696]  We should be talking more about a true free market system to counter the crony capitalist centralized system.
[00:54:07.736 --> 00:54:08.477]  I appreciate your call.
[00:54:09.830 --> 00:54:21.373]  And yes, we should do more mini-documentaries, five, ten minutes long, like Prager University does, on big subjects that give people a larger understanding of how the world works.
[00:54:22.293 --> 00:54:23.833]  But, I mean, you go read what the globalists say.
[00:54:23.873 --> 00:54:38.257]  They want a new planetary system based on carbon taxes and the surveillance of carbon taxes and a world court, a world army, a system that centralizes control over medicine, over travel, over investment, over education.
[00:54:39.460 --> 00:54:44.682]  Over religion, over reproduction, and that's all being standardized right now.
[00:54:45.943 --> 00:54:57.867]  And so it's a private corporate world government whose endgame is depopulation of the planet and the establishment will then merge with machines and become this new evolved creature.
[00:54:58.388 --> 00:55:01.449]  Now whether they're going to get away with that or whether that's going to work, I don't know.
[00:55:02.483 --> 00:55:08.905]  The Bible says they're going to try to do it and it's going to fail and destroy most of the earth, which they say happened with Atlantis before.
[00:55:09.465 --> 00:55:10.785]  So things, I guess, repeat themselves.
[00:55:13.006 --> 00:55:16.527]  All I know is these people are diabolical and they're super ruthless.
[00:55:17.087 --> 00:55:20.068]  And yeah, they say, oh, we're going to lock things down to stop COVID.
[00:55:20.388 --> 00:55:21.508]  Notice they only lock it down more.
[00:55:21.528 --> 00:55:22.308]  It doesn't stop COVID.
[00:55:23.268 --> 00:55:24.329]  And it gives them more power.
[00:55:24.389 --> 00:55:24.989]  They get richer.
[00:55:25.009 --> 00:55:25.969]  They consolidate control.
[00:55:26.029 --> 00:55:26.509]  You get poor.
[00:55:27.049 --> 00:55:29.430]  Every time they try to help you, it's the opposite.
[00:55:30.776 --> 00:55:33.998]  They throw you a life raft when you're in the ocean, you grab it, it's electrified.
[00:55:35.859 --> 00:55:37.721]  They give you a glass of wine, it's got poison in it.
[00:55:38.461 --> 00:55:40.243]  They give you a cell phone, it tracks and controls you.
[00:55:40.663 --> 00:55:44.225]  I mean, they are committed to evil as much as we're committed to good.
[00:55:44.626 --> 00:55:45.446]  They are purist.
[00:55:46.427 --> 00:55:48.628]  And they see you as idiots and have no respect for you.
[00:55:49.929 --> 00:55:52.631]  Let's go to Joey in North Carolina for a minute and a half.
[00:55:52.651 --> 00:55:53.131]  Joey, thanks.
[00:55:53.151 --> 00:55:56.153]  Hi Alex, can you hear me?
[00:55:56.254 --> 00:55:56.834]  I sure can, go ahead.
[00:55:57.731 --> 00:55:59.272]  Hey, buddy, I was just wanting to call you.
[00:55:59.292 --> 00:56:04.953]  I was asking about, you know, what we think is going to happen with the new year and everything that's coming.
[00:56:05.774 --> 00:56:13.656]  Honestly, man, I'm just scared to death because why in the world would our government give the vaccine unknowingly?
[00:56:13.696 --> 00:56:14.577]  What's going to happen?
[00:56:14.877 --> 00:56:18.398]  Give it to our first responders and our armed forces first.
[00:56:18.962 --> 00:56:20.744]  I mean, is this just not stupid?
[00:56:20.784 --> 00:56:21.565]  I just don't get it.
[00:56:21.685 --> 00:56:23.347]  It makes no sense whatsoever.
[00:56:23.367 --> 00:56:29.894]  I mean, what's going to happen here in the next year whenever all of our nurses and our doctors start dying?
[00:56:30.494 --> 00:56:31.896]  Who's going to be able to take care of us then?
[00:56:33.228 --> 00:56:35.449]  Well, they think the public's so dumb.
[00:56:36.290 --> 00:56:37.871]  See, they did a test with autism.
[00:56:37.911 --> 00:56:41.213]  We went from 1 in 35,000 boys having autism to about 1 in 58.
[00:56:41.653 --> 00:56:43.755]  It's even worse in South Korea.
[00:56:43.775 --> 00:56:44.595]  It's like 1 in 30.
[00:56:45.296 --> 00:56:52.000]  And so, if we put up with tens of millions of brain-damaged kids and we know it's the vaccines, we're just going to have tens of millions dying of cancer and autoimmune disorder.
[00:56:52.020 --> 00:56:53.781]  And they'll just, oh, we don't know what it is.
[00:56:53.841 --> 00:56:55.342]  A COVID 2.0 does it.
[00:56:55.763 --> 00:56:57.163]  And they'll just give you some cover story.
[00:56:58.514 --> 00:56:59.154]  You're absolutely right.
[00:56:59.194 --> 00:57:03.215]  This is a soft kill weapon designed to debilitate and bankrupt the country.
[00:57:03.295 --> 00:57:04.595]  This is the war.
[00:57:04.675 --> 00:57:07.876]  We're under World War III attack by the Globalists and by the Chi-Coms.
[00:57:07.916 --> 00:57:08.956]  This is an act of war.
[00:57:09.237 --> 00:57:10.017]  Great point, Joey.
[00:57:10.237 --> 00:57:10.737]  We'll be right back.
[00:57:10.757 --> 00:57:11.177]  Stay with us.
[00:57:11.677 --> 00:57:13.317]  I will see you in the year 2021.
[00:57:13.558 --> 00:57:20.099]  And the mad scientist jumped in the time machine and a bolt of blue light was gone.
[00:57:21.119 --> 00:57:22.720]  There I was, stuck back in the year 1974.
[00:57:28.513 --> 00:57:33.095]  But now, we are entering the year 2021.
[00:57:33.235 --> 00:57:35.356]  Where are the silver jetpacks?
[00:57:35.436 --> 00:57:36.517]  Where are the spaceships?
[00:57:37.538 --> 00:57:44.661]  Sorry, it's nanotech, it's GMOs, it's 5G, it's world government, it's new world order!
[00:57:46.902 --> 00:57:48.443]  That's where we are, ladies and gentlemen.
[00:57:49.023 --> 00:57:51.965]  And that's where all of this has gone.
[00:57:53.105 --> 00:57:56.227]  We're taking your phone calls right now, and let's do it!
[00:57:57.486 --> 00:57:59.989]  Let's go ahead and take a call from Charles.
[00:58:00.850 --> 00:58:02.772]  Charles in Georgia, come on down.
[00:58:02.812 --> 00:58:03.413]  Good to have you here.
[00:58:04.754 --> 00:58:06.396]  Hey Alex, man, glad to get a hold of you.
[00:58:06.416 --> 00:58:07.857]  I've been trying to get a hold of you for two months.
[00:58:09.659 --> 00:58:16.547]  There's something really big that went down in that Bob Alinsky interview with Tucker that kind of slipped through the cracks and nobody's paying attention to it.
[00:58:18.120 --> 00:58:32.855]  Do you remember the text message that Giuliani released where Hunter was complaining that, you know, I'm the one who's been earning for the entire family for 30 years, it's really hard, but don't worry, unlike Pop, I won't make you give me half my salary.
[00:58:32.875 --> 00:58:34.256]  Remember that text?
[00:58:35.017 --> 00:58:35.678]  Yes, I remember.
[00:58:36.630 --> 00:58:47.820]  Okay, then there was another email when Bob Alinsky was on, and it showed 10% for this guy, 10% for the other guy, 10% for Hunter, and then in parentheses it said another 10% for Joe.
[00:58:49.582 --> 00:58:51.604]  Hunter's holding another 10% for the big man.
[00:58:52.124 --> 00:58:54.206]  So 10 points for him, 10 points for Joe.
[00:58:54.607 --> 00:58:58.210]  So it's established that the business model, it's very clear, it's a 50-50 split.
[00:58:58.710 --> 00:59:02.374]  Whatever Hunter gets, he splits half with Joe.
[00:59:03.115 --> 00:59:11.623]  Then you look on the screen and they kept showing part of a document, Tucker kept showing, and it had an LLC in there for Hunter and another LLC in there for Jim.
[00:59:12.323 --> 00:59:16.247]  That document, with those little boxes in it, that's what's called a fee agreement.
[00:59:16.787 --> 00:59:17.648]  It's really obvious.
[00:59:17.968 --> 00:59:20.991]  It's obvious why they're only showing part of it too, but that's a separate subject.
[00:59:21.331 --> 00:59:23.373]  The point is, that tells you the structure.
[00:59:23.813 --> 00:59:29.999]  That means whoever's paying Hunter, okay, whether it's coming from China, Ukraine, Romania, wherever it's coming from,
[00:59:31.036 --> 00:59:33.499]  They're sending the money over to what's called a paymaster.
[00:59:33.959 --> 00:59:36.401]  That's why they have that document with the little boxes on it.
[00:59:36.461 --> 00:59:37.542]  That's called a fee agreement.
[00:59:37.943 --> 00:59:41.046]  Everybody that's getting paid on the deal signs off on the fee agreement.
[00:59:41.346 --> 00:59:49.334]  The money comes from China, Romania, whoever's paying the commissions, goes over to the paymaster, and the paymaster disperses the funds based on what's in those boxes that they all agreed to.
[00:59:50.225 --> 00:59:58.455]  So we know that the money goes through the Paymaster, over to Hunter's LLC, and then from Hunter's LLC, he has to split 50% with Joe.
[00:59:58.976 --> 01:00:00.778]  So that's all Trump needs to know right there.
[01:00:01.710 --> 01:00:16.740]  Okay, wherever that money goes out a hundred... Yes, that's the foreign money, and then we have his rat son saying, I meet with the head of Chinese intelligence and the agent I work with has disappeared, and there are billions of my daddy, I'm being investigated by the Southern District, Mommy!
[01:00:17.161 --> 01:00:20.803]  I mean, it's cut and dry that he's a communist Chinese agent.
[01:00:21.003 --> 01:00:22.204]  That's just one piece of it.
[01:00:22.604 --> 01:00:27.908]  Joe goes on TV in China and says, China should run every aspect of our lives.
[01:00:29.946 --> 01:00:31.207]  This is national security.
[01:00:31.547 --> 01:00:34.710]  Trump doesn't need to go through attorneys and warrants and all this.
[01:00:35.030 --> 01:00:39.834]  He can instruct the Treasury and the Fed to follow that money out of Hunter's LLC accounts or wherever it went.
[01:00:39.854 --> 01:00:40.254]  Exactly.
[01:00:40.274 --> 01:00:49.842]  He doesn't need the Justice Department because he's the executive branch and just like he can put sanctions on Iran, he can put sanctions on those countries and on the Bidens.
[01:00:51.087 --> 01:00:58.992]  We can instruct the Treasury and the Fed to find those bribe money accounts in about five minutes today and expose it and say, look, here's all Joe's bribe money accounts.
[01:00:59.032 --> 01:01:00.433]  He can find it in five minutes.
[01:01:01.013 --> 01:01:01.473]  That's right.
[01:01:01.533 --> 01:01:03.194]  We show his Swiss bank accounts.
[01:01:03.234 --> 01:01:06.576]  Brother, what's crazy is the White House knows this.
[01:01:06.656 --> 01:01:13.620]  I got asked by one of the Trump sons about a week into the election when I went out in Arizona, they said, I want you to talk to this guy.
[01:01:13.660 --> 01:01:18.984]  This guy calls up and he works for a big company and he says, we want you to look into where they get the money.
[01:01:20.180 --> 01:01:20.461]  I don't
[01:01:42.560 --> 01:01:50.448]  And it was even like the federal government sent part of it, and then a local government, they made a local government make the other part of the 400 million.
[01:01:50.728 --> 01:01:53.531]  I mean, it says the Chinese government, brother!
[01:01:54.793 --> 01:01:55.934]  The Chinese government!
[01:01:56.154 --> 01:02:00.298]  And then it took a week, that ended up being in probably 20 newspapers, but got no traction.
[01:02:00.679 --> 01:02:04.502]  So yeah, so it's not that the White House doesn't know, I guess...
[01:02:06.118 --> 01:02:10.080]  If they've got classified info, the President can declassify it wherever he wants.
[01:02:10.200 --> 01:02:14.722]  I don't get why they called me to look into it, and I wasn't the only one they were calling.
[01:02:14.782 --> 01:02:16.363]  So, what does that sound like to you?
[01:02:17.967 --> 01:02:19.667]  Well, I don't know why they're not doing it.
[01:02:20.407 --> 01:02:28.209]  I guess that the powers that be already have Joe's bribe money accounts, and they're going to walk in on day one if he gets in and go, hey Joe, we know about all the accounts.
