[00:00:06.159 --> 00:00:06.820]  She just died?
[00:25:13.887 --> 00:25:15.209]  It's not the far left that says...
[00:25:16.471 --> 00:25:18.292]  White people are inherently bad.
[00:25:18.552 --> 00:25:20.732]  It is the U.N.
[00:25:20.812 --> 00:25:33.156]  left's plan, because there's more brown people than white people, to racialize the U.N., invade the West on a race-based system to conquer the West, and then of course disenfranchise the brown people as well.
[00:25:33.656 --> 00:25:40.978]  But they're playing race games at the U.N., and they're batching the Democratic Party that now is left of Mao Zedong.
[00:25:43.154 --> 00:25:46.115]  I mean, you didn't hear Mao Zedong saying pedophilia should be legalized.
[00:25:46.415 --> 00:25:49.096]  You didn't hear Mao Zedong saying death to America.
[00:25:49.116 --> 00:25:50.156]  He just said, we'll take you over.
[00:25:50.496 --> 00:25:58.219]  You didn't see the type of stuff that we witness coming out of the Democratic Party from Mao Zedong.
[00:25:58.879 --> 00:26:00.600]  These people are beyond radical.
[00:26:00.660 --> 00:26:04.021]  They are frothing, psychotic maniacs.
[00:26:05.261 --> 00:26:06.462]  And so that's the big issue.
[00:26:06.502 --> 00:26:09.343]  We need to pressure the Republican Party to accelerate.
[00:26:10.743 --> 00:26:12.444]  And they've known that Ruth Bader Ginsburg
[00:26:13.476 --> 00:26:15.017]  Was on thin ice for years.
[00:26:15.637 --> 00:26:22.161]  And so Trump already using computer programs and major law firms and law reviews has already vetted a list.
[00:26:24.102 --> 00:26:25.002]  He had 25 names on it.
[00:26:25.022 --> 00:26:26.023]  He's added another 20.
[00:26:27.524 --> 00:26:30.305]  At the top is Bridget Bade.
[00:26:30.745 --> 00:26:35.848]  After that is Amy Coney Barrett, just because of the alphabetical.
[00:26:36.368 --> 00:26:41.151]  Keith Blackwell, Daniel Cameron, Charles Candy, Paul Clement will go over.
[00:26:42.731 --> 00:26:45.132]  More of these names coming up.
[00:26:45.192 --> 00:26:50.336]  But Ruth Bader Ginsburg is part of an anti-human, globalist cult.
[00:26:52.177 --> 00:26:55.419]  And a cult that wants to keep babies alive in incubators and sell their organs.
[00:26:55.819 --> 00:26:56.839]  She is a ghoul.
[00:26:58.861 --> 00:27:00.422]  And Town Hall has an excellent article.
[00:27:00.842 --> 00:27:04.324]  Liberal America had an epic meltdown over Ruth Bader Ginsburg's death.
[00:27:06.125 --> 00:27:08.026]  But they have only one person to blame.
[00:27:09.287 --> 00:27:10.988]  Obama tried to get her to step down.
[00:27:14.022 --> 00:27:25.748]  He tried to get her to step down about a year before he left office, and she wouldn't do it when she was 83 years old.
[00:27:27.608 --> 00:27:33.491]  She wanted to hold on to that power, just like the Skeksis we showed you earlier, hypothetically.
[00:27:34.632 --> 00:27:39.414]  And because of that, this is now happening to them.
[00:27:42.110 --> 00:27:48.976]  The right thing to do is as soon as Trump wins again, Clarence Thomas, he should retire and not act like Ruth Bader Ginsburg.
[00:27:51.419 --> 00:27:54.121]  But I don't think Clarence Thomas is a bad guy.
[00:27:55.803 --> 00:28:00.707]  But since Scalise died, not Scalise, they tried to kill Scalise.
[00:28:01.448 --> 00:28:06.052]  Since the last Supreme Court Justice died that he was always imitating.
[00:28:10.925 --> 00:28:13.146]  He has had some rulings that have not been as good.
[00:28:14.026 --> 00:28:15.467]  And that's another issue.
[00:28:15.747 --> 00:28:16.207]  Scalia.
[00:28:16.907 --> 00:28:20.208]  When Scalia died in that Bohemian Grove of Texas.
[00:28:20.508 --> 00:28:21.149]  Remember all that?
[00:28:21.649 --> 00:28:22.489]  Obviously that killed him.
[00:28:24.130 --> 00:28:25.230]  Very bizarre facility.
[00:28:25.250 --> 00:28:27.051]  All sorts of weird devil iconography.
[00:28:27.071 --> 00:28:29.331]  All right.
[00:28:29.992 --> 00:28:36.474]  Just so you know who we're dealing with, I want to go to this special report and then come back with the constitutional lawyer, top criminal lawyer, Norm Pattis.
[00:28:38.251 --> 00:28:40.572]  We're going to air this special report here, though.
[00:28:41.353 --> 00:28:43.734]  BLM satanic Marxist turncoats.
[00:28:46.135 --> 00:28:47.076]  And then we're going to come back.
[00:28:50.117 --> 00:28:57.341]  With Norm Pattison and Bob Barnes, another great constitutional lawyer, really sharp political brain, a lot of big political connections in D.C.
[00:28:57.701 --> 00:28:58.762]  He's had his ear to the ground.
[00:28:59.102 --> 00:28:59.922]  He will be joining us.
[00:28:59.942 --> 00:29:06.266]  And then Ali Alexander is also really a very thought provoking and informed political analyst and publisher.
[00:29:07.341 --> 00:29:08.821]  So that is coming up here.
[00:29:08.841 --> 00:29:12.102]  I'm really overwhelmed by how huge this is.
[00:29:12.142 --> 00:29:13.423]  This is so amazing.
[00:29:13.443 --> 00:29:14.383]  This is so big.
[00:29:15.563 --> 00:29:20.124]  When I say they're going to go thermal nuclear, the left has gone into total hysteria mode.
[00:29:20.264 --> 00:29:22.365]  This only adds gasoline to the situation.
[00:29:22.965 --> 00:29:25.386]  I think it's going to get out the vote even more for Republicans.
[00:29:26.106 --> 00:29:27.707]  Now they see how important this is.
[00:29:28.967 --> 00:29:32.948]  I think you will see one of these nominees that they put forward
[00:29:35.885 --> 00:29:37.626]  On the bench by early January.
[00:29:40.486 --> 00:29:43.767]  And I think you're going to see Trump narrowly re-elected because of election fraud.
[00:29:43.787 --> 00:29:44.968]  It's going to be a landslide.
[00:29:45.468 --> 00:29:48.329]  But you're going to see the Democrats block that re-election.
[00:29:48.829 --> 00:29:55.211]  And so now with the Ruth Bader Ginsburg gasoline added to it, it's going to be spectacularly explosive.
[00:29:55.411 --> 00:29:56.711]  Because that's the thing about a quickening.
[00:29:57.772 --> 00:30:01.713]  All the points of the compass and all the divergent lines are now
[00:30:02.967 --> 00:30:03.508]  Coming together.
[00:30:03.548 --> 00:30:04.609]  The planets are aligning.
[00:30:05.290 --> 00:30:06.231]  The quickening is here.
[00:30:06.932 --> 00:30:10.876]  And so, you're going to see more change the next 44 days than you saw the last year.
[00:30:13.339 --> 00:30:14.781]  And that's the thing about this singularity.
[00:30:16.082 --> 00:30:18.125]  I don't mean the singularity of information and computers.
[00:30:18.445 --> 00:30:19.626]  I mean the way history works.
[00:30:19.686 --> 00:30:20.007]  The way it...
[00:30:21.178 --> 00:30:42.800]  As long walls and times of stagnation and then corruption comes in and there's a confrontation and there's an acceleration of the forces contending for the future and the most evil rises, the best rises and they just have this explosive connection and this is a magical time, a dangerous time, an amazing time, a white knuckle time to be alive.
[00:30:44.400 --> 00:30:46.162]  And make no mistake, it's a battle between good and evil.
[00:30:46.222 --> 00:30:56.412]  And when you see people like Hillary Clinton, Ruth Bader Ginsburg, Big Mike, the Rockefellers, the Rothschilds, people like Bill Gates,
[00:30:57.745 --> 00:31:01.468]  They are pure evil, and they want power over your body and power over your life.
[00:31:01.548 --> 00:31:09.736]  And it's the Democrats that want to put a dangerous vaccine in you, and want to put a mask over your face, and who want to teach your five-year-olds how to give a blowjob.
[00:31:09.956 --> 00:31:11.317]  They want to destroy innocents.
[00:31:11.357 --> 00:31:12.098]  They're monsters.
[00:31:12.658 --> 00:31:17.223]  The whole psychology, psychiatric system is run by a bunch of pedophiles and perverts and weirdos.
[00:31:19.264 --> 00:31:22.808]  And they want control over us, and they have disdain for us.
[00:31:24.008 --> 00:31:30.774]  And they lauded and they worshipped this rat-like creature who is now in hell.
[00:31:34.958 --> 00:31:36.579]  In an ocean of her own excrement.
[00:31:37.901 --> 00:31:39.002]  And I mean that metaphysically.
[00:31:39.882 --> 00:31:42.405]  Hell is what they create because of what they've done.
[00:31:45.916 --> 00:31:47.037]  Remember Bill Clinton's search in general?
[00:31:47.437 --> 00:31:54.503]  We need to take the babies and the kindergartners and the teachers need to reach down and touch their vaginas.
[00:31:56.245 --> 00:31:59.908]  Limbaugh used to play clips on a show of it and I can't ever find it, but they have the transcripts.
[00:32:00.328 --> 00:32:03.791]  She's like, they need to reach down and touch the penises.
[00:32:04.651 --> 00:32:05.832]  That's how she sounds.
[00:32:06.633 --> 00:32:09.295]  It's good to have the teachers touch the children.
[00:32:13.098 --> 00:32:15.641]  I'm Jocelyn Alders, and now they're back again!
[00:32:16.081 --> 00:32:17.843]  Now we're gonna touch the pee-pee!
[00:32:31.493 --> 00:32:35.377]  With the continued shows, election countdown 6 to 8 p.m.
[00:32:35.757 --> 00:32:37.479]  And we have election countdown 7 to 9 p.m.
[00:32:37.499 --> 00:32:41.843]  with Deanna Lorraine, Owen Schroer, myself, Harrison Smith, and others.
[00:32:41.883 --> 00:32:44.786]  Harrison Smith, Deanna Lorraine did a great job last night and so did the crew.
[00:32:44.806 --> 00:32:47.069]  I appreciate the crew working seven days a week right now.
[00:32:47.389 --> 00:32:48.890]  They are awesome.
[00:32:49.171 --> 00:32:51.433]  And I really appreciate listeners keeping us in the fight.
[00:32:51.453 --> 00:32:53.074]  So we're going to run to this important piece.
[00:32:53.634 --> 00:32:57.037]  I'm going to reset, come back focused, and tell you where I think this is all going.
[00:32:57.057 --> 00:33:01.361]  And then tomorrow, on my two-hour show, phone calls the whole two hours.
[00:33:01.681 --> 00:33:03.263]  You've got my commitment on that.
[00:33:03.303 --> 00:33:06.065]  I think Roger Stone will pop in for a segment or something like that.
[00:33:06.085 --> 00:33:06.686]  But this is a big day.
[00:33:06.906 --> 00:33:09.688]  Ooh, let's get Roger to pop in today for five minutes, too.
[00:33:10.148 --> 00:33:11.209]  I'm going to call him in a moment.
[00:33:11.429 --> 00:33:13.350]  So here's this important piece about who we're dealing with.
[00:33:13.370 --> 00:33:17.293]  Remember Soros funds Black Lives Matter, and we'll understand what we're up against.
[00:33:17.653 --> 00:33:18.013]  Stay with us.
[00:33:18.033 --> 00:33:20.995]  There's warmth and fire.
[00:33:24.257 --> 00:33:27.499]  They said he would come, a conqueror.
[00:33:30.221 --> 00:33:32.943]  A man who would someday be king by his own hand.
[00:33:48.753 --> 00:33:54.976]  The founders of Black Lives Matter and all them are actually into an anti-African cult that feeds off the energy of black people.
[00:33:55.276 --> 00:34:01.839]  It's just a fact that Saul Alinsky dedicated his book Rules for Radicals to Lucifer.
[00:34:02.159 --> 00:34:07.362]  People are celebrating Satan in the way that many of us Christians celebrate God.
[00:34:07.642 --> 00:34:14.405]  And so, you know, it's about black people, their suffering, and their agenda being used to further
[00:34:14.873 --> 00:34:15.294]  I don't
[00:34:31.576 --> 00:34:33.157]  Marxist socialist goals.
[00:34:33.577 --> 00:34:35.599]  We actually do have an ideological frame.
[00:34:36.019 --> 00:34:39.601]  Myself and Alicia in particular are trained organizers.
[00:34:40.962 --> 00:34:43.704]  We are trained Marxists.
[00:34:44.184 --> 00:34:50.888]  Patrisse Cullors, the one you just heard there saying that she's a trained Marxist and that she and other BLM co-founders are trained Marxists.
[00:34:50.988 --> 00:34:55.030]  She said, quote, I'm calling for spirituality to be deeply radical.
[00:34:55.471 --> 00:34:57.792]  We're not just having a social justice movement.
[00:34:58.032 --> 00:35:00.714]  This is a spiritual movement.
[00:35:01.403 --> 00:35:08.446]  Maybe I'm sharing too much, but we become very intimate with the spirits that we call on regularly, right?
[00:35:08.546 --> 00:35:14.149]  Like, each of them seems to have a different presence and personality.
[00:35:14.309 --> 00:35:17.210]  You know, I laugh a lot with Wakisha, you know?
[00:35:17.950 --> 00:35:21.872]  And I didn't meet her in her body, right?
[00:35:21.952 --> 00:35:23.433]  I met her through this work.
[00:35:23.613 --> 00:35:28.815]  Dr. Abdullah and Patrice Cullors talks about summoning the spirits of the dead.
[00:35:29.964 --> 00:35:39.652]  Using the power of the spirits of the dead in order to give them the ability to do what they're calling the so-called justice work.
[00:35:39.672 --> 00:35:48.459]  You're gonna find that what they're describing is their adherence to the Yoruba religion of Ifa or Aifa.
[00:35:49.079 --> 00:35:57.045]  I started to feel personally connected and responsible and accountable to them.
[00:35:58.667 --> 00:35:58.947]  Both
[00:35:59.420 --> 00:36:03.884]  From a deeply political place, but also from a deeply spiritual place.
[00:36:04.545 --> 00:36:14.815]  Now, in case you're wondering who that is speaking, that is Patrisse Cullors, co-founder of the Black Lives Matter organization, the same one you just heard saying, we are trained Marxists.
[00:36:14.995 --> 00:36:17.277]  Say their names, we do that all the time.
[00:36:17.297 --> 00:36:22.803]  That you kind of invoke that spirit, and then those spirits actually become present with you.
[00:36:23.323 --> 00:36:27.904]  Now y'all see all of this, the NBA, all on the jersey, say her name.
[00:36:28.664 --> 00:36:30.585]  They're not doing what you think they're doing.
[00:36:31.625 --> 00:36:33.306]  You think they're just honoring people.
[00:36:33.786 --> 00:36:35.566]  They are conjuring up spirits!
[00:36:36.507 --> 00:36:38.787]  So when we say it's a spiritual battle, it is.
[00:36:39.047 --> 00:36:44.589]  These women, these Marxists, who tell you we don't want men to have testicles, we don't want to have a black family.
[00:36:45.429 --> 00:36:47.990]  How could you say you're a bigger enemy of humans?
[00:36:48.650 --> 00:36:49.250]  Of black people?
[00:36:50.418 --> 00:36:52.299]  Didn't say, we are here to destroy the family.
[00:36:52.859 --> 00:36:55.480]  That is their maximum.
[00:36:55.861 --> 00:37:00.103]  80% of abortion clinics in America are in minority neighborhoods.
[00:37:00.583 --> 00:37:02.824]  Over 22,500,000 black babies have been aborted in 50 years.
[00:37:02.844 --> 00:37:05.805]  Over 22,500,000 black babies have been aborted in 50 years.
[00:37:05.825 --> 00:37:09.387]  You cannot say Black Lives Matter and then
[00:37:20.129 --> 00:37:20.849]  Kill yourselves.
[00:37:24.130 --> 00:37:34.514]  And you look at the spell they've got over people that have taken on this, just murder the police, murder innocent people, shoot people at checkpoints, burn things down, go into restaurants and attack people because of what color they are.
[00:37:34.754 --> 00:37:41.817]  And these women conducting their little white magic rituals out in the open like Ivina Baranovic does, but then the black magic is done internally.
[00:37:42.297 --> 00:37:44.998]  I mean, these are just arrogant, slob-like jokes.
[00:37:46.104 --> 00:37:53.550]  But they've got the power of Soros, who is a dark magician of the highest order, behind them.
[00:37:58.014 --> 00:38:01.236]  I'm not gonna sit here and take it anymore!
[00:38:06.100 --> 00:38:07.942]  They have their rituals, we have ours.
[00:38:09.183 --> 00:38:10.464]  We cry out to God.
[00:38:11.667 --> 00:38:19.549]  For his son Jesus Christ to deliver us from the Democratic Party, the godless communist Chinese and their whole Hollywood Satanist pedophile network.
[00:38:20.309 --> 00:38:23.970]  We are live broadcasting worldwide on this Saturday transmission.
[00:38:26.151 --> 00:38:29.452]  And we have constitutional lawyer Norm Pattis joining us in a moment.
[00:38:31.432 --> 00:38:33.093]  Roger Stone, so much more.
[00:38:33.833 --> 00:38:36.074]  But right now, ladies and gentlemen, let's just see again.
[00:38:36.714 --> 00:38:37.994]  Trump started his speech.
[00:38:38.334 --> 00:38:40.055]  It was not known that Ginsburg had died.
[00:38:40.135 --> 00:38:40.795]  No one told him.
[00:38:42.196 --> 00:38:43.497]  Cause he spoke like three hours.
[00:38:43.717 --> 00:38:47.640]  He learns about it from the press while nice music's playing in the background.
[00:38:47.660 --> 00:38:49.521]  And he made a really good statement.
[00:38:50.661 --> 00:38:51.962]  She had a really accomplished life.
[00:38:52.002 --> 00:38:55.485]  So did Adolf Hitler.
[00:38:56.145 --> 00:38:56.985]  So did Mao Zedong.
[00:38:57.266 --> 00:38:59.167]  Even if he didn't like her, she was an accomplished person.
[00:39:01.008 --> 00:39:01.909]  And again,
[00:39:03.211 --> 00:39:05.033]  I'm on purpose not bowing down to Ginsburg.
[00:39:05.653 --> 00:39:08.335]  Because she supported after birth abortion, killing babies after they're born.
[00:39:08.636 --> 00:39:10.457]  I'm all about women's empowerment, the rest of it.
[00:39:10.477 --> 00:39:13.019]  But that's just something early she did to make her bone.
[00:39:13.059 --> 00:39:16.703]  She became an establishment person that presided over so much bad stuff.
[00:39:17.123 --> 00:39:19.185]  And I just hope she gets replaced with a constitutionalist.
[00:39:20.325 --> 00:39:21.526]  A nationalist, a patriot.
[00:39:21.986 --> 00:39:24.207]  I wish both parties would stop selling the country out.
[00:39:24.427 --> 00:39:28.108]  We'll get Norm Pattis' take here in a moment, but here's what President Trump had to say last night.
[00:39:28.148 --> 00:39:36.152]  It was pretty amazing, with the whole ambiance, and right after the event, the crowd leaving, and just him being talked to by the press.
[00:39:37.132 --> 00:39:40.073]  This is the stuff Hollywood can't capture, because Hollywood's fake.
[00:39:40.114 --> 00:39:40.594]  This is real.
[00:39:40.614 --> 00:39:40.934]  Here it is.
[00:39:51.380 --> 00:39:52.100]  She just died?
[00:39:53.860 --> 00:39:54.161]  Wow.
[00:39:54.181 --> 00:39:57.181]  I didn't know that.
[00:39:57.221 --> 00:39:59.321]  You're telling me now for the first time.
[00:40:02.022 --> 00:40:03.402]  She led an amazing life.
[00:40:04.702 --> 00:40:05.663]  What else can you say?
[00:40:05.723 --> 00:40:07.103]  She was an amazing woman.
[00:40:07.323 --> 00:40:12.984]  Whether you agree or not, she was an amazing woman who led an amazing life.
[00:40:14.364 --> 00:40:16.544]  I'm actually sad to hear that.
[00:40:16.785 --> 00:40:18.165]  I am sad to hear that.
[00:40:18.205 --> 00:40:18.965]  Thank you very much.
[00:40:29.138 --> 00:40:30.939]  Couldn't pull that timing off any better.
[00:40:31.899 --> 00:40:37.803]  Seriously, I don't like speaking ill of the dead, but when I heard Mao Zedong, you know, about him dying...
[00:40:39.738 --> 00:40:41.500]  I feel like a weights off my back, or Hitler.
[00:40:41.540 --> 00:40:43.463]  I mean, Hitler was very accomplished.
[00:40:44.184 --> 00:40:50.211]  He was an army corporal, no formal education, took over the most powerful countries in the world, invaded a bunch of nations.
[00:40:50.571 --> 00:40:52.274]  I mean, you have to say Hitler was pretty accomplished.
[00:40:53.032 --> 00:40:53.672]  Not in a good way.
[00:40:54.293 --> 00:41:00.036]  And Ruth Bader Ginsburg, worshipped by the media, worshipped by the left, worshipped as this queen, as this god.
[00:41:00.177 --> 00:41:04.359]  I don't want to just sit here and speak ill of the dead, but what about venerating all the dead babies?
[00:41:04.619 --> 00:41:07.481]  Even if you're for abortion, what about keeping them alive after they're born?
[00:41:07.861 --> 00:41:09.022]  That's the Democratic Party now.
[00:41:09.723 --> 00:41:10.023]  And so...
[00:41:11.345 --> 00:41:13.026]  I don't even know what Norm Pattis' take is going to be on this.
[00:41:13.066 --> 00:41:13.567]  I respect him.
[00:41:13.587 --> 00:41:15.809]  He's a top criminal lawyer, one of the top in the country.
[00:41:16.229 --> 00:41:18.571]  He's also a top constitutional lawyer, does a lot of work with us.
[00:41:19.211 --> 00:41:26.738]  And I appreciate him on his Saturday popping in to give me his view on her and then on what he predicts the response is going to be in this election.
[00:41:26.758 --> 00:41:32.322]  Because I see this as just souping up a 500 horsepower car to 1,000 and adding nitrous oxide.
[00:41:32.342 --> 00:41:35.305]  I mean, this is the left's going into thermal nuclear meltdown.
[00:41:35.545 --> 00:41:36.586]  Norm Pattis, thanks for joining us.
[00:41:37.438 --> 00:41:38.479]  Yeah, thanks for having me, Alex.
[00:41:38.499 --> 00:41:40.980]  You know, it's obviously foreseeable.
[00:41:41.260 --> 00:41:41.900]  Everyone dies.
[00:41:41.920 --> 00:41:42.601]  She was up there.
[00:41:42.621 --> 00:41:45.862]  I didn't realize she was in as bad a shape as she was, and it's shocking news.
[00:41:46.383 --> 00:41:47.683]  And I think I agree with you.
[00:41:47.703 --> 00:41:56.708]  It throws the election into high gear because this justice will serve presumably for 10, 20 years, well beyond the Trump administration.
[00:41:57.188 --> 00:41:58.530]  So my prediction is as follows.
[00:41:59.191 --> 00:42:00.894]  By Monday morning, there'll be a nominee.
[00:42:01.655 --> 00:42:13.412]  The Senate will attempt to hold quick hearings on the suitability of the candidate and hold a quick vote so that the person can be seated by the time of the general election or shortly thereafter.
[00:42:14.452 --> 00:42:16.634]  I think the Democrats will do everything they can to stop it.
[00:42:17.074 --> 00:42:18.615]  That's Ginsburg's legacy.
[00:42:18.815 --> 00:42:20.415]  I'm in what's called the Second Circuit.
[00:42:20.436 --> 00:42:28.980]  I'm up here in New England, and the Second Circuit is the federal appellate court that consists of New York, Vermont, and Connecticut, that jurisdiction.
[00:42:29.040 --> 00:42:32.382]  She was our circuit justice, and I would see her from time to time at events.
[00:42:33.002 --> 00:42:40.506]  She was venerated and given rock star-like treatment, even by federal judges, and I never fully understand it or understood it.
[00:42:41.903 --> 00:42:43.904]  Clearly a smart woman, hard worker.
[00:42:44.924 --> 00:42:47.685]  Her opinions were clear and easy to understand.
[00:42:48.085 --> 00:42:50.706]  I didn't always agree with where she came out on the law.
[00:42:51.566 --> 00:42:59.029]  I think her replacement is an interesting issue, and I expect Amy Barrett from the University of Notre Dame.
[00:42:59.722 --> 00:43:00.002]  I think so.
[00:43:20.084 --> 00:43:20.464]  I think so.
[00:43:35.467 --> 00:43:42.854]  She also wrote a very interesting piece early in her career on what a Catholic judge should do when faced with the death penalty.
[00:43:43.174 --> 00:43:50.162]  You know, if you are doctrinally, as a matter of religious conviction, opposed to the death penalty, can you make a ruling in cases of that sort?
[00:43:50.502 --> 00:43:57.029]  Well, at the flip side of the death penalty is a different sort of death penalty, the one you've been talking about, the death we inflict on unborn children.
[00:43:57.569 --> 00:43:58.410]  I don't see why not.
[00:44:13.906 --> 00:44:16.148]  You're a Christian, you're a conservative, how can you hold office?
[00:44:16.168 --> 00:44:31.841]  Well, Feinstein's supposedly Jewish or whatever, I mean Ginsberg was Jewish, so how can, how, when it's a Christian, I mean, no one would ask a Muslim, oh, you can't have office, you're a Muslim, but why is it okay to say Christianity precludes or bars someone in having those beliefs?
[00:44:32.981 --> 00:44:35.685]  Well, that's sort of the dialectic at work.
[00:44:36.486 --> 00:44:48.725]  If you're a member of the majority right now, if you're a white male, if you're a Christian woman, an emergent majority says somehow that's not representative of the country at large and you need to abandon those principles in order to govern.
[00:44:49.225 --> 00:44:55.209]  The question I have for people is if we abandon our core values, are we suitable of being governed, and can we govern ourselves?
[00:44:55.549 --> 00:44:58.451]  So I'm excited by the fact that there is this vacancy.
[00:44:58.531 --> 00:45:05.216]  I think it makes this election all the more significant, and I expect bitter fighting in the next five to six weeks.
[00:45:05.276 --> 00:45:06.497]  In fact, here's a prediction, Alex.
[00:45:07.277 --> 00:45:19.249]  I wouldn't be surprised to see the Southern District of New York make a surprise move and maybe perhaps make a move against Donald Trump as a means of distracting people, as a means of seizing the narrative.
[00:45:19.269 --> 00:45:23.112]  Okay, now you're getting into real inside baseball because we're not bragging.
[00:45:23.132 --> 00:45:23.913]  We're not playing games.
[00:45:23.953 --> 00:45:27.797]  You and I were talking to someone intimately connected to Donald Trump yesterday.
[00:45:28.377 --> 00:45:34.740]  About a separate piece of intel you had about coming indictments in the Southern District that I've also been told are ready and going.
[00:45:35.301 --> 00:45:44.325]  And we don't want to go too far about who we were talking to, but they also then brought up who Trump is planning to have replace Amy Coney Barrett.
[00:45:44.666 --> 00:45:46.827]  And that is from someone very, very close to President Trump.
[00:45:46.887 --> 00:45:48.468]  And just so people know, we're not making this up.
[00:45:48.508 --> 00:45:49.168]  You were there in the meeting.
[00:45:50.197 --> 00:45:52.838]  I was, and I hear what you say.
[00:45:52.858 --> 00:45:55.678]  We're not going to name names, but I know who this person was.
[00:45:56.278 --> 00:45:58.179]  I received some information I shared with you.
[00:45:58.199 --> 00:46:01.259]  We got on the phone, the three of us.
[00:46:01.279 --> 00:46:09.441]  There's a lot going on in New York City right now, and my hunch is that Ginsburg's death will make something happen in New York.
[00:46:09.481 --> 00:46:12.282]  I'd be watching the New York papers very closely right now.
[00:46:12.642 --> 00:46:17.883]  Not for information so much about Ginsburg's replacement, but for the Democrats' intention to Donald Trump.
[00:46:18.663 --> 00:46:25.226]  I think they'll pull an October surprise and October will be perhaps one of the most contentious months in our nation's political history.
[00:46:27.307 --> 00:46:29.168]  It really is an incredible time to be alive.
[00:46:29.348 --> 00:46:32.730]  And look, I mean, I've said this, people are like, oh, you're a fake conservative, Jones.
[00:46:33.050 --> 00:46:34.231]  You didn't like George W. Bush.
[00:46:34.291 --> 00:46:35.471]  No, he was a fake conservative.
[00:46:35.792 --> 00:46:36.912]  I was against those wars.
[00:46:36.972 --> 00:46:38.573]  I was against the Patriot Act.
[00:46:38.613 --> 00:46:39.713]  I'm against a police state.
[00:46:39.733 --> 00:46:40.914]  That doesn't mean I'm against police.
[00:46:41.334 --> 00:46:42.555]  People are really ignorant about
[00:46:43.493 --> 00:46:44.734]  You know, police versus police state.
[00:46:45.254 --> 00:46:46.975]  I'm a populist.
[00:46:47.035 --> 00:46:47.775]  I'm an American.
[00:46:48.415 --> 00:46:51.837]  And I'd love to see a reform of the Democratic Party.
[00:46:52.137 --> 00:46:55.099]  The Democratic Party, it seems like 30 years ago, was not this evil norm.
[00:46:55.939 --> 00:46:58.280]  What do you think's happened to them, or what have they become?
[00:46:59.401 --> 00:47:00.321]  You know, I wish I knew.
[00:47:00.581 --> 00:47:04.883]  I like to, you know, I look at it from a philosophic perspective and say the bottom has fallen out of pluralism.
[00:47:05.003 --> 00:47:07.385]  We no longer have a common consensus of values.
[00:47:07.465 --> 00:47:10.566]  It's all about identity and power, and it's demographic
[00:47:12.719 --> 00:47:16.142]  Well let me say that because here's the paradox.
[00:47:16.202 --> 00:47:18.363]  You're a famous liberal lawyer that is for racial unity.
[00:47:28.055 --> 00:47:45.229]  And then when you see the Democrats shift it and make it about how whites are bad, and set up a classical white supremacist scenario, but from brown people against white people, directed by the Democratic Party, you come out and say that's racist, that's wrong, and then you get called a racist, which makes you get even more angry.
[00:47:45.289 --> 00:47:55.177]  So clearly, they've betrayed the public trust, they've betrayed the Great Experiment, the Democratic Party has sold out to the shycoms and foreign powers, and just like the British Empire used
[00:47:55.737 --> 00:48:05.309]  Tribal differences in India, same genome, but different tribes, to have a few thousand British troops conquer hundreds of millions of people, the same thing here.
[00:48:05.410 --> 00:48:10.917]  They've decided on racial identity, racial division, killing the American ethos.
[00:48:11.337 --> 00:48:15.438]  And splintering our republic to make us corporate slaves of the globalists and big tech.
[00:48:15.478 --> 00:48:17.239]  And it is a serious crime.
[00:48:17.599 --> 00:48:28.362]  And they've also sold us out to the slave factories in China, the Democratic Party and big tech backing the Uyghurs in slave camps, Christians in slave camps, Buddhists in slave camps.
[00:48:28.722 --> 00:48:30.803]  They are the modern authoritarian threat.
[00:48:31.618 --> 00:48:37.801]  The global allied leftist combine with big tech and authoritarian regimes is the global threat.
[00:48:37.881 --> 00:48:49.487]  And the average leftist fetishization of hating American capitalism when it's billionaires above the law financing the racial division, running the slave camps, it's all a sick joke.
[00:48:50.717 --> 00:48:52.639]  Well, unfortunately, and I'm not laughing about it.
[00:48:52.679 --> 00:48:54.580]  I mean, I take to heart what you said.
[00:48:55.261 --> 00:48:57.423]  I've had relationships strained in the last year.
[00:48:58.003 --> 00:49:02.747]  I was critical of Black Lives Matter initially because I don't buy the narrative.
[00:49:02.847 --> 00:49:11.294]  If you ask me for something for representation or for a favor or I'm in the marketplace exchanging value for services, I'm not going to take account of your race.
[00:49:11.394 --> 00:49:19.481]  But if I don't give you what you want and you claim because I don't give you what I want I'm a racist or a white supremacist, I'm like, that's just BS.
[00:49:19.941 --> 00:49:21.722]  And I'm not going along with the narrative.
[00:49:21.922 --> 00:49:25.944]  Under our principles of law, all people are equal and they have a value.
[00:49:26.004 --> 00:49:28.785]  And in a capitalist system, the value of something is its price.
[00:49:29.285 --> 00:49:34.727]  In the market for goods and services and for legal services, I represent people in need regardless of their color.
[00:49:35.027 --> 00:49:39.249]  Don't come to me and say that because of the color of your skin or your accident of birth, I owe you something.
[00:49:39.309 --> 00:49:40.529]  I'll reject that claim every time.
[00:49:40.549 --> 00:49:40.930]  Well, that's right.
[00:49:40.950 --> 00:49:45.972]  You famously have represented Candace Owens when she was in high school and racist kids were being mean to her.
[00:49:46.012 --> 00:49:46.652]  You got a settlement.
[00:49:47.583 --> 00:49:47.863]  I did.
[00:49:48.324 --> 00:49:50.326]  That's right.
