[00:00:22.862 --> 00:00:23.383]  99 days.
[00:25:41.514 --> 00:25:43.014]  Let's start over.
[00:25:43.014 --> 00:25:49.136]  Let's start over to the beginning and let's roll compilation clip.
[00:25:49.136 --> 00:25:49.596]  One place.
[00:25:49.596 --> 00:25:49.916]  Here it is.
[00:25:52.915 --> 00:25:56.196]  So a guy's driving down the road, and they just shoot at him.
[00:25:56.196 --> 00:25:58.757]  There's your peaceful sorrows, folks.
[00:25:58.757 --> 00:26:03.438]  Now, here's Kentucky yesterday.
[00:26:03.438 --> 00:26:05.539]  And they just fire a shotgun at people.
[00:26:05.539 --> 00:26:12.541]  And they tell everybody to get down.
[00:26:12.541 --> 00:26:17.923]  And these folks are also on video coming up to random cars and saying, I'll kill you, to white people.
[00:26:19.133 --> 00:26:23.377]  Here's some more BLM, mainly white trendies in Aurora, Colorado.
[00:26:23.377 --> 00:26:24.438]  There's chopper footage.
[00:26:24.438 --> 00:26:29.702]  They just run out on the highway and the car doesn't know what to do, so they shoot at it.
[00:26:29.702 --> 00:26:32.725]  Here's the Austin protester with his AK-47.
[00:26:34.983 --> 00:26:49.175]  Who runs out, and again, we've got paused still shots on InfoWars.com from the video showing him with the rifle up to the window of the car with people beating on it, screaming, going, he's white, he's white, trying to pull the white person out.
[00:26:49.175 --> 00:26:51.878]  And it's white people mainly saying and doing it.
[00:26:51.878 --> 00:26:56.502]  It's like when H3LX famously yells at Owen Schroyer and says, you don't have a right to speak!
[00:26:56.502 --> 00:26:57.763]  You're an effing white male!
[00:26:59.636 --> 00:27:07.618]  That's the craziness of you're just downtown Austin driving, and there are people with guns and hatchets and hammers, and they've attacked us with hammers.
[00:27:07.618 --> 00:27:09.479]  And the media goes, well, Jones deserves it!
[00:27:09.479 --> 00:27:11.199]  This is peaceful!
[00:27:11.199 --> 00:27:23.483]  And all these armchair leftists, like the mayor of Portland, went out to support them, burning down the courthouse, and then they attack him because he's an old white dude.
[00:27:23.483 --> 00:27:25.204]  They go, look, he's white!
[00:27:25.204 --> 00:27:29.085]  They don't even know he's the mayor under Soros, commanding them!
[00:27:31.328 --> 00:27:38.913]  They don't even know he's their general come to praise them while they pull down the American flag and hoist it upside down.
[00:27:38.913 --> 00:27:45.857]  Not even knowing they put up the right symbol that America is in grave distress and is in grave crisis.
[00:27:45.857 --> 00:27:54.502]  We're going to go to break and I'm going to come back and go through more videos and individual videos of them shooting people in the head with pleasure.
[00:27:54.502 --> 00:27:55.683]  You're just driving your truck.
[00:27:55.683 --> 00:27:57.544]  They run out in front of you.
[00:27:57.544 --> 00:27:58.545]  Here's Utah right here.
[00:28:00.973 --> 00:28:04.816]  And boom, and we've got Colorado, another Colorado.
[00:28:04.816 --> 00:28:10.562]  Oh wait, there's more, not just yesterday's Colorado, we have another Colorado, where they shoot the man.
[00:28:10.562 --> 00:28:15.065]  Last time I heard, he's in critical condition, brain dead.
[00:28:15.065 --> 00:28:22.152]  And it was a liberal white lawyer, did it, and he, in his mug shot, he's so proud of what he did, he shot a Nazi.
[00:28:23.467 --> 00:28:27.751]  And oh, by the way, when they shot him in the head, he drove a few blocks and passed out.
[00:28:27.751 --> 00:28:31.894]  They went to the police and said, a white supremacist attacked us.
[00:28:31.894 --> 00:28:33.836]  Oh, yes, yes.
[00:28:33.836 --> 00:28:39.061]  That's what happens when they run and jump on your car, right out on the highway in front of a Somali.
[00:28:39.061 --> 00:28:40.202]  Oh, look, there's a car going at you.
[00:28:40.202 --> 00:28:41.162]  Let me, let me run after him.
[00:28:41.162 --> 00:28:41.483]  Bleh!
[00:28:41.483 --> 00:28:43.825]  A few people, you know, one lady gets killed, another one almost does.
[00:28:43.825 --> 00:28:45.186]  They're like, white supremacist!
[00:28:45.186 --> 00:28:46.407]  White supremacist!
[00:28:46.407 --> 00:28:47.348]  White supremacist!
[00:28:47.348 --> 00:28:48.489]  They're trying to drag him out of the car.
[00:28:48.489 --> 00:28:49.290]  They go, wait, he's black!
[00:28:49.930 --> 00:28:52.474]  And still they cover it up and go, WHITES ARE ATTACKING!
[00:28:52.474 --> 00:28:53.616]  WHITES ARE KILLING ME!
[00:29:00.783 --> 00:29:18.530]  Imagine telling someone just a year ago that in the middle of 2020, the Democrats, as well as many Republican leaders, will be calling for the United Nations WHO edict that all Americans wear masks, be a quote, federal order and mandate.
[00:29:18.530 --> 00:29:22.012]  Totally unconstitutional, annihilating states' rights.
[00:29:23.132 --> 00:29:23.933]  Think about that.
[00:29:23.933 --> 00:29:26.054]  A woman can kill her baby.
[00:29:26.054 --> 00:29:28.456]  We paid for illegal aliens healthcare.
[00:29:28.456 --> 00:29:37.222]  But you've got to wear a mask for a virus that killed 20 plus times less than what they said, even if you believe the official story.
[00:29:37.222 --> 00:29:46.048]  This is about the WHO, the globalists, testing their power through the media over the federal government to set policy in the United States.
[00:29:46.048 --> 00:29:50.952]  This is our punishment for not going with the carbon taxes and the Paris Accord and all of it.
[00:29:51.232 --> 00:29:52.793]  And by the way, they admit that.
[00:29:52.793 --> 00:30:00.639]  They say, now your carbon's down one way or another, you stupid Americans.
[00:30:00.639 --> 00:30:05.282]  There are a lot of signs that people are really waking up to the new world order and global government.
[00:30:05.282 --> 00:30:08.405]  But one of the biggest is privacy pouches.
[00:30:08.405 --> 00:30:11.307]  I've been selling these for more than 10 years.
[00:30:11.307 --> 00:30:13.388]  In the old days, they weren't 100% effective.
[00:30:13.388 --> 00:30:14.189]  Now they are.
[00:30:14.189 --> 00:30:16.971]  They're little bitty, lightweight Faraday cages that
[00:30:16.971 --> 00:30:17.551]  I think so.
[00:30:40.299 --> 00:30:42.860]  Well, I gotta tell you, normally we probably sold a couple hundred a month.
[00:30:42.860 --> 00:30:46.421]  We're selling upwards of a thousand of these a day.
[00:30:46.421 --> 00:30:48.562]  Plus, we have a good unit and it's also a good price.
[00:30:48.562 --> 00:30:50.123]  We have it in four different colors.
[00:30:50.123 --> 00:30:53.304]  It's the Privacy Pockets at InfoWarsTore.com.
[00:30:53.304 --> 00:30:54.584]  People are really waking up.
[00:30:54.584 --> 00:30:58.566]  I'm seeing it all over the news that folks are aware of this and are now using these.
[00:30:58.566 --> 00:30:59.666]  Get yours at InfoWarsTore.com.
[00:31:09.952 --> 00:31:14.895]  Where the hell did this water come from?
[00:31:14.895 --> 00:31:19.518]  Where did it come from?
[00:31:19.518 --> 00:31:24.901]  InfoWarsTore.com We can't survive without pure, clean drinking water.
[00:31:24.901 --> 00:31:30.825]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[00:31:30.825 --> 00:31:38.689]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[00:31:38.689 --> 00:31:38.769]  Mmm!
[00:31:40.070 --> 00:31:43.414]  Mmm, yummy in my tummy.
[00:31:43.414 --> 00:31:54.167]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from Infowarstore.com.
[00:31:54.167 --> 00:31:57.131]  Infowarstore.com.
[00:31:57.131 --> 00:31:59.473]  Other systems, just don't compare.
[00:32:01.284 --> 00:32:16.807]  CNN, USA Today, and other mainstream media fake news outlets came out and said that a new Trump campaign t-shirt that has an American eagle spreading its wings standing on top of an American flag is Nazi!
[00:32:16.807 --> 00:32:24.689]  And they had the Soros-funded Snopes groups and others fact-check it and say, yes, now the American flag and yes, the American eagle are Nazis.
[00:32:24.689 --> 00:32:25.569]  No, George Soros
[00:32:25.589 --> 00:32:26.189]  We're good to go.
[00:33:03.295 --> 00:33:12.121]  You're listening to the Alex Jones Show.
[00:33:12.121 --> 00:33:12.922]  Another world.
[00:33:12.922 --> 00:33:14.463]  Another time.
[00:33:14.463 --> 00:33:15.144]  Another time.
[00:33:15.144 --> 00:33:17.125]  In the age of wonder.
[00:33:17.125 --> 00:33:18.086]  In the age of wonder.
[00:33:35.988 --> 00:33:39.450]  Power of our source is the truth, and it will prevail.
[00:33:57.668 --> 00:33:58.448]  All right.
[00:33:58.448 --> 00:34:00.589]  Anybody can just type into a search engine.
[00:34:00.589 --> 00:34:02.831]  Virginia gun rally ends peacefully.
[00:34:02.831 --> 00:34:04.351]  Mother Jones had to admit it.
[00:34:04.351 --> 00:34:06.192]  The Associated Press had to admit it.
[00:34:06.192 --> 00:34:07.333]  The state police estimated 28,000.
[00:34:07.333 --> 00:34:10.414]  I estimated about 40,000 people.
[00:34:10.414 --> 00:34:14.836]  White, black, Hispanic, Asian, old, young, all came out together.
[00:34:14.836 --> 00:34:20.239]  Even though they closed half the Capitol grounds so it wouldn't look like a big crowd.
[00:34:20.239 --> 00:34:23.580]  They filled five, six, seven, eight, nine streets in all directions.
[00:34:23.580 --> 00:34:24.221]  It was amazing.
[00:34:25.317 --> 00:34:30.079]  One arrest of somebody getting in a fist fight who was a leftist.
[00:34:30.079 --> 00:34:33.721]  And it totally freaked the globalists out.
[00:34:33.721 --> 00:34:42.846]  And now they gave you COVID-19, and they say conservatives aren't allowed to have demonstrations, but the left and the communists, they can go out and burn and attack and do what they want.
[00:34:42.846 --> 00:34:46.948]  So, no one hurt, incredibly safe, the left scared to death.
[00:34:46.948 --> 00:34:51.490]  Meanwhile, there are so many stabbings and shootings and murders every day.
[00:34:52.429 --> 00:34:59.672]  Of white people at the hands of whites and blacks saying they deserve it because they're white.
[00:34:59.672 --> 00:35:02.014]  And there are black people that are Trump supporters being murdered.
[00:35:02.014 --> 00:35:07.596]  Another man shot multiple times for holding up a Trump sign in Milwaukee and trying to talk to crowds of people.
[00:35:07.596 --> 00:35:15.220]  And folks thought Trump was so bad, they went and they killed him and left us in the news saying, bring in the federal troops, we're ready to kill you!
[00:35:16.886 --> 00:35:26.615]  And there are people on Twitter saying, we're going to get Jones, bounties for Jones, publicly, who are real people, even though that's soliciting murder.
[00:35:26.615 --> 00:35:27.896]  Murder for hire.
[00:35:27.896 --> 00:35:29.457]  They're making their move.
[00:35:29.457 --> 00:35:35.202]  And the Democrat Deep State is saying, you don't submit to us, we'll put you in prison.
[00:35:35.202 --> 00:35:43.610]  When we remove Trump by force, anybody stands with him, including cabinet members, and shows his side, you will be put in prison.
[00:35:45.051 --> 00:35:46.012]  Oh, I feel so safe.
[00:35:46.012 --> 00:35:49.054]  Let me submit to you and put your communist handcuffs on.
[00:35:49.054 --> 00:35:51.796]  I'm sure you'll be real nice once I let you take over.
[00:35:51.796 --> 00:35:56.280]  No, I think it'll be the other way around.
[00:35:56.280 --> 00:35:58.201]  People, oh, Jones, you better watch it.
[00:35:58.201 --> 00:35:59.342]  They could get you.
[00:35:59.342 --> 00:36:00.503]  That's the whole point.
[00:36:00.503 --> 00:36:03.065]  Bowing down to this evil goddess here.
[00:36:03.065 --> 00:36:06.267]  I know InfoWars is under attack.
[00:36:06.267 --> 00:36:08.069]  People say, what do you have your son on air?
[00:36:08.069 --> 00:36:11.571]  I mean, he's three inches taller than me.
[00:36:11.571 --> 00:36:12.252]  He's about to be 18.
[00:36:12.252 --> 00:36:13.553]  He wants to be on air.
[00:36:16.152 --> 00:36:20.637]  About a third of George Washington's troops were like 13, 14 years old.
[00:36:20.637 --> 00:36:25.102]  Since when do we domesticate our children?
[00:36:25.102 --> 00:36:26.823]  Well, you got your son out at these rallies.
[00:36:26.823 --> 00:36:27.985]  He's out at those rallies!
[00:36:30.549 --> 00:36:32.551]  And it's everybody thinking they're so smart.
[00:36:32.551 --> 00:36:34.793]  I see all these so-called conservative videos on YouTube.
[00:36:34.793 --> 00:36:40.618]  People sending in one, Jones needs to watch himself, and you know, he shouldn't have his son out there.
[00:36:40.618 --> 00:36:41.779]  Something bad could happen.
[00:36:41.779 --> 00:36:43.340]  Yeah, like a New World Order takeover?
[00:36:43.340 --> 00:36:48.405]  Because we all just keep bending over and trying to keep safe and trying to keep our heads down?
[00:36:48.405 --> 00:36:51.708]  That's not what it is to be an American.
[00:36:51.708 --> 00:36:52.608]  I'm all in.
[00:36:52.608 --> 00:36:53.749]  My son's all in.
[00:36:53.749 --> 00:36:55.431]  I pray for my family every day.
[00:36:55.431 --> 00:36:56.512]  It's in God's hands now.
[00:36:58.874 --> 00:37:03.258]  At least he'll be dying on his feet and not on his knees!
[00:37:03.258 --> 00:37:05.761]  A thousand deaths!
[00:37:05.761 --> 00:37:14.029]  Do you understand this groveling to the system has conjured the communists and the devil worshippers and the child molesters and all the evil?
[00:37:20.011 --> 00:37:25.375]  They think going to everybody's house and death threatening them, Tucker Carlson, myself, DHS had all of them.
[00:37:25.375 --> 00:37:28.597]  They think that that will intimidate everybody.
[00:37:28.597 --> 00:37:29.558]  And maybe they're right.
[00:37:29.558 --> 00:37:32.080]  Maybe we're not made of what we were before.
[00:37:32.080 --> 00:37:34.141]  Maybe people think laying down is the way to go.
[00:37:34.141 --> 00:37:37.904]  But I didn't bring that up to act like I'm Billy Badass.
[00:37:37.904 --> 00:37:38.604]  I'm not.
[00:37:38.604 --> 00:37:42.567]  I understand the threat so bad, I better stand up against it.
[00:37:42.567 --> 00:37:43.888]  Rather than wait.
[00:37:43.888 --> 00:37:46.970]  Guys, print me the Alexander Shultz and Edson quote, please.
[00:37:46.970 --> 00:37:48.031]  Oh, how we burned the camps.
[00:37:48.031 --> 00:37:49.052]  I'm going to read that next segment.
[00:37:50.452 --> 00:37:52.394]  It's about two paragraphs long.
[00:37:52.394 --> 00:37:53.114]  I want the full quote.
[00:37:53.114 --> 00:37:53.635]  Thank you.
[00:37:53.635 --> 00:37:55.657]  From Gulag Archipelago.
[00:37:55.657 --> 00:38:04.204]  Oh, later how we burned in the camps wishing we could have done something at the beginning when they started coming for us.
[00:38:04.204 --> 00:38:10.810]  Well, I'm doing everything I can in the information war to shape the battle space, to fix this peacefully.
[00:38:10.810 --> 00:38:13.813]  But if it's war they've been looking for, it's war they're going to get.
[00:38:15.253 --> 00:38:18.296]  And you make sure, folks, you don't follow the media's programming.
[00:38:18.296 --> 00:38:22.400]  If a real civil war breaks out, which we're already in the early stages of now, they're igniting it.
[00:38:22.400 --> 00:38:27.886]  You don't go fight anti for trash and people in downtown with morons brainwashed.
[00:38:27.886 --> 00:38:29.988]  It's who sent them.
[00:38:29.988 --> 00:38:33.492]  And they want to come to our houses?
[00:38:38.783 --> 00:38:43.968]  That's why all the real establishment are on private islands hiding out right now, saying for COVID.
[00:38:43.968 --> 00:38:46.030]  They're not hiding out from COVID.
[00:38:46.030 --> 00:38:50.034]  They're all in New Zealand because this is their communist overthrow.
[00:38:50.034 --> 00:38:51.495]  And they're not going to do the fighting and dying.
[00:38:51.495 --> 00:38:56.480]  Well, I assure you in Kauai and in Tasmania,
[00:38:57.885 --> 00:39:05.230]  And in New Zealand, and in Switzerland, that you're being watched right now by the people that are cooking your food.
[00:39:05.230 --> 00:39:12.315]  And the first thing they're gonna do once it all kicks off is slit your throat ear to ear.
[00:39:12.315 --> 00:39:14.236]  Is bash your brains out.
[00:39:14.236 --> 00:39:20.160]  And they won't be like some uncoordinated leftist.
[00:39:20.160 --> 00:39:22.622]  You're all dead.
[00:39:22.622 --> 00:39:26.585]  So, I would advise you to stop now.
[00:39:29.360 --> 00:39:36.774]  Because the Russians are strong, good, smart people, but they were serfs for 500 years and hadn't had a real revolution yet.
[00:39:36.774 --> 00:39:39.659]  You won't go the way your little commie revolution went.
[00:39:41.055 --> 00:39:45.559]  In Russia, where you got to piss on Christians for 85 years and kill 50 million of them.
[00:39:45.559 --> 00:39:47.141]  It won't go that way.
[00:39:47.141 --> 00:39:55.248]  You dirty, Jacobin, Bolshevik trash and your billionaire owners are all gonna pay.
[00:39:55.248 --> 00:40:06.318]  And when we're done, it may not be me around to see it, we're gonna dig you out of your holes and we're gonna make sure you face trial before you get marched up there.
[00:40:08.018 --> 00:40:26.813]  On that platform, on that gantry, and before the man in that black face hood pulls that lever, and your neck snaps at the bottom of that rope, and you're transported to the dimension of your choosing.
[00:40:26.813 --> 00:40:28.454]  We know what you've chosen.
[00:40:28.454 --> 00:40:29.395]  Of your father the devil.
[00:40:30.532 --> 00:40:34.833]  So you want your big bloody communist dream!
[00:40:34.833 --> 00:40:36.114]  And you think it's gonna be so great.
[00:40:36.114 --> 00:40:38.174]  You know, the Red Terror was senseless.
[00:40:38.174 --> 00:40:39.475]  They said, why are we killing random people?
[00:40:39.475 --> 00:40:41.115]  And Lenin said, I want terror!
[00:40:41.115 --> 00:40:42.075]  I want fear!
[00:40:42.075 --> 00:40:45.796]  I want total collapse!
[00:40:45.796 --> 00:40:48.097]  And so let's show you some video here.
[00:40:48.097 --> 00:40:49.498]  This is Aurora yesterday.
[00:40:49.498 --> 00:40:51.218]  There's chopper footage on InfoWars.com.
[00:40:51.218 --> 00:40:52.959]  You see the whole thing.
[00:40:52.959 --> 00:40:53.719]  This is from the ground.
[00:40:53.719 --> 00:40:54.279]  Let's play it with audio.
[00:40:57.338 --> 00:41:05.523]  And they just run out on the highway in a car that doesn't know what's going on and they shoot the tire out and then shoot their own people!
[00:41:05.523 --> 00:41:08.145]  Yeah, is everybody okay over there?
[00:41:08.145 --> 00:41:11.226]  Because you're all such heroes fighting Nazis.
[00:41:11.226 --> 00:41:13.968]  They think they're Captain America and they're funded by George Soros.
[00:41:13.968 --> 00:41:18.171]  I mean, imagine, you pull into this...
[00:41:19.369 --> 00:41:20.450]  And the person panics.
[00:41:20.450 --> 00:41:21.451]  Suddenly they're on the highway.
[00:41:21.451 --> 00:41:23.072]  You see them in the full chopper video.
[00:41:23.072 --> 00:41:24.634]  They're beating one car.
[00:41:24.634 --> 00:41:26.095]  And the person goes, this is scary.
[00:41:26.095 --> 00:41:32.560]  I'm not going to stop with a couple thousand people attacking me.
[00:41:32.560 --> 00:41:33.681]  And so they drive on through.
[00:41:33.681 --> 00:41:42.128]  And then they start shooting at them.
[00:41:42.128 --> 00:41:43.649]  Let's go ahead and go to the next clip.
[00:41:43.649 --> 00:41:46.412]  Colorado driver shot in the head by protester.
[00:41:47.611 --> 00:41:50.633]  And he's a local liberal lawyer activist.
[00:41:50.633 --> 00:41:52.234]  Oh, those loving liberal.
[00:41:52.234 --> 00:41:53.455]  He's got this crazy look.
[00:41:53.455 --> 00:41:57.098]  He's being booked on capital murder.
[00:41:57.098 --> 00:41:59.379]  And he just looks like he just won the lottery.
[00:41:59.379 --> 00:42:02.081]  He's got this pride.
[00:42:02.081 --> 00:42:04.403]  He just ran up to a random car.
[00:42:04.403 --> 00:42:05.303]  It was a white guy.
[00:42:05.303 --> 00:42:06.844]  He shot him in the head.
[00:42:06.844 --> 00:42:07.265]  Here it is.
[00:42:08.387 --> 00:42:16.172]  As in a Colorado Springs hospital, police say he was shot in the head while passing near a George Floyd protest in Alamosa.
[00:42:16.172 --> 00:42:26.298]  Well, Heather, Alamosa police told me that a 27-year-old defense attorney shot a driver in the head during a protest right here on Main Street last night.
[00:42:26.298 --> 00:42:30.901]  Police say this man, 27-year-old James Marshall, was on the streets protesting.
[00:42:30.901 --> 00:42:33.363]  Look how satisfied he is!
[00:42:33.363 --> 00:42:36.825]  By the way, last time I heard that guy shot was on live support.
[00:42:38.069 --> 00:42:39.671]  Is that person even alive?
[00:42:39.671 --> 00:42:51.182]  And you look at the guy, he's been given a mug shot for capital murder and he looks like he's having an orgasm because he believes he'll be released from prison after the communist overthrow and he'll be in a gulag over you and your family.
[00:42:51.182 --> 00:42:52.704]  Sneak again, boy!
[00:42:52.704 --> 00:42:55.386]  Ain't gonna happen!
[00:42:55.386 --> 00:42:56.648]  We'll be right back, stay with us.
[00:43:00.146 --> 00:43:01.586]  It's Christmas in July.
[00:43:01.586 --> 00:43:02.827]  We ran the sale last year.
[00:43:02.827 --> 00:43:04.587]  It was very, very popular.
[00:43:04.587 --> 00:43:10.869]  And so I am now announcing that we are running it again in the year 2020, a very important election year.
[00:43:10.869 --> 00:43:16.390]  And we have some fabulous new shirts that I think should be the campaign shirt of 2020.
[00:43:16.390 --> 00:43:22.011]  It's the American Eagle, boldly spreading its wings, sitting atop a Betsy Ross flag.
[00:43:22.011 --> 00:43:24.672]  And the shirts are on sale right now at InfoWarstore.com.
[00:43:25.812 --> 00:43:31.937]  I got the idea from the Trump campaign of having a similar sort of media called Nazi, which of course it isn't.
[00:43:31.937 --> 00:43:36.580]  And since it's so triggering to the leftists and the globalists, well, we're going to make sure there's even more of these on the streets.
[00:43:37.423 --> 00:43:37.963]  We're good to go.
[00:44:00.080 --> 00:44:01.621]  The people are awakening.
[00:44:01.621 --> 00:44:04.343]  They're taking control of their own environment.
[00:44:04.343 --> 00:44:06.405]  Cell phones are an amazing tool.
[00:44:06.405 --> 00:44:08.747]  Really, they're a supercomputer that's handheld.
[00:44:08.747 --> 00:44:18.154]  But big tech, large corporations, hackers, governments, foreign governments, the Chai Coms especially, are using this to steal your data, to share your data.
[00:44:18.394 --> 00:44:26.981]  To be able to rig markets when they're able to scoop up billions of people's data, they can actually predict on record what's going to happen in mass movements.
[00:44:26.981 --> 00:44:33.707]  Cutting them out of that data stream absolutely devastates their AI takeover.
[00:44:33.707 --> 00:44:35.128]  In their own words, they admit it.
[00:44:35.128 --> 00:44:39.572]  Show, I've been selling privacy pouches and locket pockets and things like that for more than a decade.
[00:44:40.032 --> 00:44:41.953]  And now the units have gotten really lightweight.
[00:44:41.953 --> 00:44:43.054]  They're Faraday cages.
[00:44:43.054 --> 00:44:44.715]  They just look like a cloth envelope.
[00:44:44.715 --> 00:44:46.756]  They work absolutely great.
[00:44:46.756 --> 00:44:55.881]  And it just gives you that security to have power over your data and power over your identity when you are traveling and don't want Big Brother to know what you're up to because it's none of their business.
[00:44:55.881 --> 00:44:58.303]  Get yours at InfoWarsTore.com today.
[00:45:00.316 --> 00:45:11.126]  Americans have had freedom for so long, and most Americans were born into such docile times compared to the rest of history, that we really have a blind spot for tyranny.
[00:45:11.126 --> 00:45:20.334]  We don't appreciate the American way, truth, justice, due process, the right to self-defense, private property, because we've had it so long, and we just think that's how the rest of the world is.
[00:45:20.694 --> 00:45:34.858]  Ladies and gentlemen, the renaissance, the social contract that's 500 years old to try to build up humanity and try to believe in humanity and try to empower the weak as well as the strong is something the West invented and that's what made our modern world.
[00:45:34.858 --> 00:45:49.062]  That's now been hijacked by the technocrats, by the globalists who say humans are ugly and bad for the earth and we need to be culled and dumbed down and put into subgroups that the elites dominate, manipulate and command if we're even lucky enough to stay alive.
[00:45:49.522 --> 00:45:51.204]  And that's what COVID-19 is.
[00:45:51.204 --> 00:45:58.091]  A global UN revolution against free humanity, against your family, against prosperity, and against your future.
[00:45:58.091 --> 00:45:59.712]  If you don't stand up and fight, you deserve what you get.
[00:46:05.945 --> 00:46:06.625]  Fair.
[00:46:06.625 --> 00:46:07.125]  Wonderful.
[00:46:07.125 --> 00:46:15.928]  Because an all-seeing, all-loving computer that doesn't discriminate is going to decide who gets what resources, who gets what jobs.
[00:46:15.928 --> 00:46:29.591]  But in reality, it's building a post-human world so that you can be made obsolete, domesticated, dumbed down, drugged, distracted, atomized, and then slowly killed.
[00:46:29.591 --> 00:46:31.672]  This is the brave new world.
[00:46:32.429 --> 00:46:34.030]  It's the post-human world.
[00:46:34.030 --> 00:46:41.075]  It's the dreaming of the post-human world that Wired Magazine and the Wall Street Journal all tell us about.
[00:46:41.075 --> 00:46:44.258]  Oh, now they tell us our smartphones don't just track our every move.
[00:46:44.258 --> 00:46:49.862]  They're monitoring our psychology and sending it back to a corporate database globally.
[00:46:49.862 --> 00:46:53.985]  You see, the bear trap closed on our lead now.
[00:46:53.985 --> 00:46:59.569]  And the vampire walked out of the bushes and is explaining to us how he's slowly gonna bleed us and destroy us.
[00:47:03.263 --> 00:47:15.873]  You're listening to the Alex Jones Show!
[00:47:15.873 --> 00:47:20.997]  The Civil War isn't coming!
[00:47:20.997 --> 00:47:23.659]  The Civil War is here!
[00:47:23.659 --> 00:47:29.424]  And it's run by the Chi-Coms, the EU, the Globalists, Hollywood, the Democratic Party, and all the big banks!
[00:47:30.879 --> 00:47:39.106]  And that's why all the corporations line up and beg, because they want that free fiat money the central banks give them, that's backed up by who?
[00:47:39.106 --> 00:47:42.829]  By you and I, the taxpayers!
[00:47:42.829 --> 00:47:45.050]  That's how it's all centralized.
[00:47:45.050 --> 00:47:46.892]  How the UN runs our medicine.
[00:47:46.892 --> 00:47:48.653]  How the UN runs our schools.
[00:47:48.653 --> 00:47:50.715]  How all its regulations control us.
[00:47:50.715 --> 00:47:51.716]  Who set up the UN?
[00:47:51.716 --> 00:47:58.061]  The Rockefellers, on record!
[00:47:58.061 --> 00:47:59.302]  A giant spider web.
[00:48:00.521 --> 00:48:02.702]  A new world order.
[00:48:02.702 --> 00:48:04.803]  A big idea.
[00:48:04.803 --> 00:48:06.624]  A post-human future.
[00:48:06.624 --> 00:48:12.787]  But to build that nightmare world, the Renaissance and the liberal West must be pulled down.
[00:48:12.787 --> 00:48:20.031]  No better way to destroy true liberalism than to bring in the left-hand path and destroy free, open societies.
[00:48:20.031 --> 00:48:22.732]  That's why Soros captains the open society.
[00:48:22.732 --> 00:48:24.533]  Everything with him is an inversion.
[00:48:24.533 --> 00:48:26.494]  It's the closed society.
[00:48:26.494 --> 00:48:27.675]  The poor society.
[00:48:28.615 --> 00:48:33.177]  The society under his and other globalist iron rule.
[00:48:33.177 --> 00:48:37.540]  Because they want to dominate your soul.
[00:48:37.540 --> 00:48:40.081]  They want you to beg for every crime.
[00:48:40.081 --> 00:48:42.302]  They want you to submit to them.
[00:48:42.302 --> 00:48:46.464]  Because they're fallen and ugly and want you to be beneath them.
[00:48:46.464 --> 00:48:48.445]  But you will never be beneath them.
[00:48:48.445 --> 00:48:48.986]  Remember that.
[00:48:48.986 --> 00:48:51.487]  Now let's get into it.
[00:48:52.521 --> 00:48:57.462]  I have countless more videos, but why don't we just show the video, the radio listeners, a few weeks ago.
[00:48:57.462 --> 00:49:04.064]  White supremacist runs over peaceful protester that had run out on the highway, blocked it in a dark area of the road.
[00:49:04.064 --> 00:49:08.585]  Two women, two white women, live streaming, get run over.
[00:49:08.585 --> 00:49:11.145]  They run to attack the guy, start beating his car.
[00:49:11.145 --> 00:49:15.847]  He drives off, they call it a hit and run, until they find out it's a black guy.
[00:49:15.847 --> 00:49:17.627]  And then the whole story got shut down.
[00:49:20.063 --> 00:49:27.686]  But that's what happens here, ladies and gentlemen, when you're out on the highway at 1.30 and somebody that's been out partying comes driving on the road.
[00:49:27.686 --> 00:49:29.047]  And boy, would it have been a white guy?
[00:49:29.047 --> 00:49:31.568]  Woo!
[00:49:31.568 --> 00:49:33.669]  And we'd have pointed out, you know, that it was an accident.
[00:49:33.669 --> 00:49:44.254]  I'd have been sued by a university right there in Seattle, just like I was by Georgetown for pointing out that Soros collided all the people together a few years ago in Virginia.
[00:49:45.151 --> 00:49:47.653]  To create a crisis and one woman got killed.
[00:49:47.653 --> 00:49:51.615]  They're suing me saying I'm saying they actually killed the woman physically themselves.
[00:49:51.615 --> 00:49:53.176]  No, I said like a chemistry set.
[00:49:53.176 --> 00:49:58.099]  You set up the collision and then had the police push them together for the crisis.
[00:49:58.099 --> 00:50:06.224]  And the Democrats are now on record saying in the news, we're going to create explosions all over the US to drive Trump from power.
[00:50:06.224 --> 00:50:10.707]  And they bought full page ads in the New York Times.
[00:50:10.707 --> 00:50:13.329]  While they simultaneously have Frontline coming out.
[00:50:14.633 --> 00:50:18.935]  With a multi-series show of complete fiction.
[00:50:18.935 --> 00:50:21.997]  Because I've talked to people that have been involved in the production.
[00:50:21.997 --> 00:50:23.297]  Unbelievable.
[00:50:23.297 --> 00:50:28.900]  They're actually going to say, I'm told, that Russians fund InfoWars.
[00:50:28.900 --> 00:50:30.861]  Wonder how much they had to pay people to say that.
[00:50:30.861 --> 00:50:31.922]  Look at this headline.
