[00:00:09.645 --> 00:00:11.227]  I rarely get goosebumps.
[00:45:08.216 --> 00:45:09.257]  Everybody gets to hear.
[00:45:09.992 --> 00:45:19.096]  It's like this report this morning on American Journal where they were talking about in Pennsylvania they clearly stole 35,000 votes at 1108 on election night.
[00:45:19.156 --> 00:45:20.856]  It's right there, the Edson system.
[00:45:22.057 --> 00:45:25.878]  Switched the votes, 35,000 of them, and no one knows this happened.
[00:45:25.898 --> 00:45:29.900]  That's only gotten like 222 views on the internet.
[00:45:29.980 --> 00:45:30.600]  It's amazing.
[00:45:30.640 --> 00:45:34.302]  That's right, we have the raw footage of that and Joe Hoff can speak to that when we come back.
[00:45:34.322 --> 00:45:34.882]  Thank you for the call.
[00:45:36.243 --> 00:45:38.444]  By the way, I started thinking about what that first caller said.
[00:45:38.464 --> 00:45:40.246]  I thought he was being a smart mouth.
[00:45:40.926 --> 00:45:44.448]  And then I realized, Hunter, I guess, is bigger than that.
[00:45:44.548 --> 00:45:46.189]  He's a pedophile, really, the evidence shows.
[00:45:46.589 --> 00:45:46.970]  Hunter Biden.
[00:45:47.130 --> 00:45:48.251]  So, caller, you can call back.
[00:45:48.311 --> 00:45:48.911]  I apologize.
[00:45:49.271 --> 00:45:50.812]  I thought you were being a prank caller.
[00:45:51.352 --> 00:45:52.633]  I'm in such a bad mood right now.
[00:45:52.653 --> 00:45:53.894]  I don't want to say I'm in a bad mood.
[00:45:53.914 --> 00:45:56.316]  I am enraged by what's going on.
[00:45:56.436 --> 00:45:58.137]  And now I have this filter of anger.
[00:45:58.737 --> 00:46:01.961]  That I'm having to deal with and that then makes me make mistakes.
[00:46:02.021 --> 00:46:06.306]  So, uh, after I hung up on that caller, I was like, he wasn't being smart mouth.
[00:46:06.327 --> 00:46:07.087]  He was being serious.
[00:46:07.168 --> 00:46:07.888]  And so I apologize.
[00:46:07.908 --> 00:46:09.811]  The caller, the caller before the last one.
[00:46:10.552 --> 00:46:11.933]  Um, it's just, things are insane.
[00:46:11.994 --> 00:46:12.634]  Things are insane.
[00:46:12.654 --> 00:46:16.519]  We've got to keep our love going and know we're doing this for our children and for freedom.
[00:46:16.840 --> 00:46:17.300]  We don't do this.
[00:46:17.320 --> 00:46:17.901]  We hate the enemy.
[00:46:17.981 --> 00:46:20.282]  But I'm having some real, real anger problems.
[00:46:20.322 --> 00:46:22.403]  I know you are as well, so stay with me.
[00:46:22.443 --> 00:46:25.284]  Back in 60 seconds with Joe Hoft of GatewayPundit.com.
[00:46:25.364 --> 00:46:27.685]  Alex Jones with Band.Video.
[00:46:27.725 --> 00:46:29.686]  Not band like a music band, you know, like it's been banned.
[00:46:30.126 --> 00:46:32.407]  Band, like censored.Video.
[00:46:32.627 --> 00:46:37.369]  Well, Joe Hoft is a major corporate auditor and fraud investigator.
[00:46:37.450 --> 00:46:40.271]  He was drafted by his brother at GatewayPundit.com.
[00:46:40.891 --> 00:46:40.991]  It's
[00:46:58.629 --> 00:47:01.992]  The main testing they're using is 96% false.
[00:47:02.032 --> 00:47:04.053]  The inventor said it's totally false.
[00:47:04.494 --> 00:47:05.534]  The PCR testing.
[00:47:06.475 --> 00:47:10.158]  So he'll give us in the next two segments his breakdown on both those fronts.
[00:47:10.198 --> 00:47:14.121]  But a lot of huge developments have happened since he was on with us a few weeks ago.
[00:47:14.141 --> 00:47:18.304]  We're 21 days out from either the coronation of the Chinese agent Biden.
[00:47:19.125 --> 00:47:21.546]  Yeah, Alex, great to be here again, as always.
[00:47:21.586 --> 00:47:22.026]  Great to see you.
[00:47:22.066 --> 00:47:25.667]  And I can really feel the frustration and the rage that you're feeling that you expressed earlier.
[00:47:42.076 --> 00:47:45.723]  This is a, you know, I'm still in the fight mode.
[00:47:45.763 --> 00:47:52.275]  Let's just do everything we can to legally through our system that's in place through our constitution.
[00:47:52.662 --> 00:47:57.544]  To address this stuff, but there's a lot of rage behind it that's keeping us going.
[00:47:57.624 --> 00:48:06.988]  And I don't think the Republicans or the Democrats want to see what's going to happen, you know, if this doesn't get addressed properly through the proper channels.
[00:48:07.088 --> 00:48:08.829]  So here's the good news, Alex.
[00:48:09.549 --> 00:48:11.850]  This morning, two big things in my opinion.
[00:48:12.070 --> 00:48:15.332]  One, Josh Hawley mentioned, comes out and says, I will
[00:48:16.099 --> 00:48:20.242]  He says, I cannot vote to certify the Electoral College results on January 6th.
[00:48:20.282 --> 00:48:23.184]  So that is a big, that's a big statement.
[00:48:23.485 --> 00:48:24.906]  We've wondered about Holly.
[00:48:24.946 --> 00:48:28.068]  He says a lot of great things, but is he willing to back them up?
[00:48:28.608 --> 00:48:37.154]  And today it appears that he has done that, although I think a lot of Americans would suggest it's, you know, he should have done this second number one.
[00:48:37.194 --> 00:48:39.416]  But at least the Show Me State is showing us.
[00:48:40.885 --> 00:48:41.505]  That's right.
[00:48:41.585 --> 00:48:44.666]  And so, hat tip to Josh Hawley, and that's great news.
[00:48:44.726 --> 00:48:50.027]  And our understanding is there will be some other senators behind him that will be following up.
[00:48:50.107 --> 00:48:54.969]  And actually, I think every single Republican senator should stand up.
[00:48:55.049 --> 00:48:59.590]  If they don't, we will mark them for life.
[00:48:59.930 --> 00:49:02.471]  These people will not get our support ever again.
[00:49:02.831 --> 00:49:06.632]  This is the most atrocious thing that's ever happened to our republic.
[00:49:06.652 --> 00:49:07.752]  We're under a communist.
[00:49:08.303 --> 00:49:08.703]  I think?
[00:49:32.788 --> 00:49:41.398]  Jovan Hutton Pulitzer, who's an inventor and just a real bright guy, come and audit the results of these swing states.
[00:49:41.939 --> 00:49:46.464]  He has the ability to do this in a very short period of time.
[00:49:46.824 --> 00:49:51.069]  Now this morning he was in front of the Senate in Georgia and he gave a presentation.
[00:49:51.505 --> 00:49:53.047]  And it was fantastic.
[00:49:53.087 --> 00:49:55.409]  And I know Alex, reach out to him.
[00:49:55.469 --> 00:49:57.531]  I'm sure he'd be, if you need a contact, let me know.
[00:49:57.951 --> 00:49:59.593]  I'm sure he'd be happy to be on your show.
[00:49:59.913 --> 00:50:14.447]  We need to put pressure on our, on our legislatures at these states and on President Trump to set up an executive order to have him do this and for our legislatures to make this happen before January 6th, if possible.
[00:50:14.827 --> 00:50:17.689]  Mr. Pulitzer can can check balance.
[00:50:17.709 --> 00:50:21.451]  He says I could go through 500,000 ballots in a matter of a couple hours.
[00:50:21.731 --> 00:50:23.472]  He can give us answers just like that.
[00:50:23.952 --> 00:50:29.015]  In Georgia this morning, he presented his case where he shows over and over again.
[00:50:29.571 --> 00:50:30.792]  The fraud that was involved.
[00:50:30.832 --> 00:50:33.714]  And he says, we don't need to get into the machines.
[00:50:33.775 --> 00:50:35.416]  We don't need to get into the code.
[00:50:35.816 --> 00:50:36.337]  All of that.
[00:50:36.457 --> 00:50:40.780]  We don't really maybe even have the time to try to understand the how between the machines.
[00:50:41.181 --> 00:50:44.003]  His theory is, let's look at the ballots.
[00:50:44.043 --> 00:50:45.684]  And he's an expert on this stuff.
[00:50:45.704 --> 00:50:58.475]  He's he's been he's been behind technology that you use when you go through and use your laptop or not your laptop, but your iPhone at an airport to check in.
[00:50:58.931 --> 00:51:05.798]  Or the technology at a polling station as you go drive through it and it'll automatically credit your card.
[00:51:06.458 --> 00:51:07.399]  That's the guy behind.
[00:51:07.439 --> 00:51:13.245]  He said he's got like 12 million devices around 12 billion devices around the world that are using his technology.
[00:51:13.285 --> 00:51:17.128]  So he's no dummy and he knows this this area very well.
[00:51:17.589 --> 00:51:21.552]  And he's he gave a presentation a couple weeks ago that we noted we put it up.
[00:51:21.632 --> 00:51:23.054]  We said we got to get this guy.
[00:51:23.474 --> 00:51:24.454]  In front of the president.
[00:51:24.514 --> 00:51:26.055]  We've reached out to him.
[00:51:26.095 --> 00:51:26.955]  We've worked with him.
[00:51:26.995 --> 00:51:31.557]  We've pushed his name to some individuals that we know with related to Trump.
[00:51:32.037 --> 00:51:37.598]  This guy's the answer because he can legitimately look at the ballots and tell us if they're fraudulent or not.
[00:51:38.099 --> 00:51:40.399]  He can determine if there's creases in a ballot or not.
[00:51:40.419 --> 00:51:42.900]  If there's no creases, it's not a legitimate ballot.
[00:51:43.300 --> 00:51:46.081]  And there's other things that he's already identified this morning in Georgia.
[00:51:46.121 --> 00:51:52.303]  He pointed out that the ballots that were going to the Republican areas were different than the ballots going to the Democrat areas.
[00:51:52.743 --> 00:51:52.883]  I think?
[00:52:15.445 --> 00:52:24.489]  Somewhere, by themselves, without the proper segregation of duties or chain of custody, is making a decision on what that ballot should be.
[00:52:24.829 --> 00:52:27.750]  And we know that Dominion has the ability to change ballots.
[00:52:28.131 --> 00:52:35.334]  So 90-some percent of the ballots in one section of Fulton County had to be adjudicated.
[00:52:35.374 --> 00:52:38.015]  This means somebody reviewed all of these.
[00:52:38.575 --> 00:52:42.457]  And what we believe is they switched them all to Biden from Trump.
[00:52:43.187 --> 00:52:46.129]  And so he can, he can check this.
[00:52:46.189 --> 00:52:48.611]  He can see this stuff by just looking at the ballots.
[00:52:48.631 --> 00:52:51.733]  He says, he said this morning, it was a brilliant presentation.
[00:52:51.813 --> 00:52:54.194]  He said, he said, the U.S.
[00:52:54.234 --> 00:52:55.935]  was founded on a piece of paper.
[00:52:56.796 --> 00:52:59.858]  And we need to get those same pieces with the paper today.
[00:52:59.878 --> 00:53:03.240]  It was used in the, in the, in these, this election.
[00:53:03.500 --> 00:53:06.362]  We need to look at these, these actual paper copies.
[00:53:06.382 --> 00:53:08.964]  He says, the machine is all just a head fake.
[00:53:09.597 --> 00:53:18.120]  We need the ballots, the paper copies, and we can determine, he said, like I mentioned earlier, in two hours he can go through 500,000 or so ballots.
[00:53:18.440 --> 00:53:21.001]  He can look at them all, and he can tell us what's fraud.
[00:53:21.061 --> 00:53:22.201]  He knows what to look for.
[00:53:22.642 --> 00:53:29.384]  There's various things on these ballots that we don't know about, that he knows about, that should be in place, and if they're not there, then they should be thrown out.
[00:53:29.464 --> 00:53:32.225]  So, some real hope there too, Alex.
[00:53:32.325 --> 00:53:35.366]  You know, two things, Holly, and now this Mr. Pulitzer.
[00:53:37.702 --> 00:53:55.431]  Studying world elections, the UN and the State Department, our own government authority and the precious all-knowing UN, say that if a country doesn't have ballot transparency, doesn't allow poll watchers, that then, and if the methodology is not documented and published, then it's thrown out and they recommend a new election.
[00:53:55.471 --> 00:54:00.654]  Well, bare minimum, Trump should be calling if he doesn't get them to take the right action on January 6th.
[00:54:01.414 --> 00:54:03.175]  It looks like more of that is starting to build towards that.
[00:54:03.215 --> 00:54:03.835]  Very exciting.
[00:54:03.855 --> 00:54:08.638]  Thank God finally some will out there against this takeover.
[00:54:09.218 --> 00:54:13.440]  But he should at least just then call and demand a new election in those states.
[00:54:14.260 --> 00:54:16.301]  And I think declare the Insurrection Act.
[00:54:16.341 --> 00:54:17.942]  I mean, I think a legitimate reason.
[00:54:18.282 --> 00:54:21.704]  I mean, we've seen that done by Eisenhower because they wouldn't let black kids in school.
[00:54:22.124 --> 00:54:23.065]  This is just as important.
[00:54:23.085 --> 00:54:25.246]  I think everybody's vote is just as important as that.
[00:54:26.138 --> 00:54:27.118]  Yeah, absolutely.
[00:54:27.238 --> 00:54:28.439]  And I agree, Alex.
[00:54:28.599 --> 00:54:33.080]  Whatever needs to be done properly through the various channels, get this thing done right.
[00:54:33.140 --> 00:54:39.062]  Because nobody has belief that these elections were done properly or that the results are valid.
[00:54:40.122 --> 00:54:43.063]  It's the same signature of fraud in all these states.
[00:54:43.263 --> 00:54:44.244]  It's all done the same way.
[00:54:45.144 --> 00:54:45.584]  That's right.
[00:54:45.624 --> 00:54:47.164]  We saw it the night of the election.
[00:54:47.224 --> 00:54:48.745]  Five or so states all shut down.
[00:54:49.229 --> 00:54:50.170]  And they stopped counting.
[00:54:50.410 --> 00:54:51.891]  When did we ever see that in our election?
[00:54:52.131 --> 00:54:52.351]  Ever.
[00:54:52.992 --> 00:54:53.272]  Ever.
[00:54:53.612 --> 00:54:54.373]  It was shocking.
[00:54:54.413 --> 00:54:56.815]  And then the way the media handled it, big tech, etc.
[00:54:57.115 --> 00:54:58.516]  Big tech warned us ahead of time.
[00:54:58.556 --> 00:55:08.364]  If you say anything on Twitter or Facebook that on election night that somebody's a winner or that there's a fraud, we're going to delete it.
[00:55:08.404 --> 00:55:09.545]  We're not going to let you say that.
[00:55:09.565 --> 00:55:11.927]  Well, that's the other big thing is, you know,
[00:55:13.274 --> 00:55:16.575]  We're not going to let you contest anything, but we're going to contest if we lose.
[00:55:17.595 --> 00:55:22.717]  And all the pre-programming, all the preconditioning, Biden not campaigning because he didn't need to.
[00:55:23.357 --> 00:55:27.978]  And then accelerating the states he won, freezing the states Trump won.
[00:55:28.218 --> 00:55:29.618]  This was ridiculously obvious.
[00:55:30.479 --> 00:55:30.959]  How about it?
[00:55:31.019 --> 00:55:39.581]  And the thing that's really outrageous to Alex is seeing my president, the president of the United States, send out a simple message on a simple
[00:55:40.066 --> 00:55:55.277]  Technology called Twitter or Facebook and having little bold letters underneath it in red or blue saying Joe Biden won the election because somebody told us that and just disregard what this guy's saying because basically they're calling our president a clown.
[00:55:55.618 --> 00:55:58.720]  That just enrages me.
[00:55:58.880 --> 00:55:59.260]  Me too.
[00:55:59.460 --> 00:56:00.680]  Absolute gaslighting.
[00:56:00.700 --> 00:56:03.661]  And imagine how bad it's going to get if they put their CHICOM agent in.
[00:56:04.001 --> 00:56:04.981]  Katie, bar the door.
[00:56:05.341 --> 00:56:07.242]  This is an explosive situation.
[00:56:07.282 --> 00:56:08.302]  Joe Hoff, GatewayPundit.com.
[00:56:08.322 --> 00:56:10.543]  This is our guest on Alex Jones with InfoWars.com.
[00:56:10.563 --> 00:56:16.784]  We're going to come back and look more at the election, but also the COVID global rollout lockdown 2 and the fraud.
[00:56:17.364 --> 00:56:18.464]  I'm Alex Jones, your host.
[00:56:18.764 --> 00:56:21.085]  Joe Hoff, GatewayPundit.com.
[00:56:21.965 --> 00:56:24.846]  There's been the tip of the spear and this fraud is with us.
[00:56:26.078 --> 00:56:29.784]  And all of this, the UN, the COVID lockdown, it's all about mail-in ballots.
[00:56:29.824 --> 00:56:31.166]  It's all about shutting down society.
[00:56:31.186 --> 00:56:32.588]  It's all about putting the nation under siege.
[00:56:33.089 --> 00:56:34.351]  It's all about the Great Reset.
[00:56:34.891 --> 00:56:36.634]  It's all about America never reopening.
[00:56:37.014 --> 00:56:39.779]  Communist China has said America's never reopening.
[00:56:39.819 --> 00:56:40.760]  We're totally reopened.
[00:56:40.840 --> 00:56:41.421]  COVID has...
[00:56:42.102 --> 00:56:46.785]  With one blow helped us defeat America and Bloomberg brags the American century is gone.
[00:56:47.185 --> 00:56:47.986]  Trump is defeated.
[00:56:48.086 --> 00:56:50.947]  Our globalist investments in China are paramount now.
[00:56:51.368 --> 00:56:52.588]  It's all interconnected.
[00:56:52.608 --> 00:57:01.093]  And I know you've worked internationally, lived in Asia just up until earlier this year, tying COVID and the election together and the fraud.
[00:57:01.133 --> 00:57:03.775]  Spend a few minutes on that that you've been spearheading as well.
[00:57:06.038 --> 00:57:08.343]  Yeah, excellent point, Alex.
[00:57:08.363 --> 00:57:10.687]  I lived in Hong Kong for a decade and worked there.
[00:57:10.707 --> 00:57:13.914]  I've been in and out of China maybe a hundred times.
[00:57:16.721 --> 00:57:29.931]  The thing that I noticed after President Trump was elected, even remember the messaging that we got as Obama's years were ending and while they were preparing for the Hillary years, was that, well, the era of the United States is done.
[00:57:30.271 --> 00:57:31.012]  The U.S.
[00:57:31.132 --> 00:57:33.734]  is fading and China is growing.
[00:57:33.754 --> 00:57:36.316]  There was even some reports that China's GDP
[00:57:36.796 --> 00:57:37.196]  We're good.
[00:58:04.313 --> 00:58:13.397]  And in a loving way, as you recall, he went over to China and tried to build a relationship with Xi, and then immediately started doing the things that he needed to do.
[00:58:13.457 --> 00:58:14.738]  And he said it in a loving way to them.
[00:58:14.778 --> 00:58:17.018]  He said, hey, you guys are taking care of your country.
[00:58:17.359 --> 00:58:19.139]  We need people to take care of our country.
[00:58:19.179 --> 00:58:24.262]  You're doing the right thing, trying to protect your country, trying to make yourself prosperous, et cetera.
[00:58:24.502 --> 00:58:26.102]  But we need people that need to do that.
[00:58:26.122 --> 00:58:27.643]  And I don't blame you, China.
[00:58:27.963 --> 00:58:29.224]  I blame our politicians.
[00:58:29.724 --> 00:58:32.205]  And Trump was right, and that strategy worked really well.
[00:58:32.845 --> 00:58:35.366]  And he destroyed China, Alex.
[00:58:35.806 --> 00:58:38.407]  By the end of 2019, the U.S.'
[00:58:38.367 --> 00:58:41.088]  's GDP was almost twice as large as China's.
[00:58:41.329 --> 00:58:44.330]  You won't hear anybody report upon that, but you could see it.
[00:58:44.350 --> 00:58:44.690]  The U.S.
[00:58:44.730 --> 00:58:49.452]  was around 23, and China around 13 or so trillion dollars in GDP.
[00:58:50.733 --> 00:58:54.455]  You could see that companies were moving out of China.
[00:58:54.495 --> 00:59:03.161]  Trump had even encouraged companies to do it because China wouldn't come to the table and sign a trade agreement that was good for all parties.
[00:59:03.221 --> 00:59:05.482]  They continue to steal our intellectual property.
[00:59:05.942 --> 00:59:15.989]  What Trump did was he saw that they need the United States in order to survive and in order for their economy to thrive.
[00:59:16.636 --> 00:59:20.239]  And what he did is he threatened that in a big way.
[00:59:20.259 --> 00:59:21.961]  And so I'm in Hong Kong.
[00:59:22.041 --> 00:59:25.904]  I talked to some CEO who talked to two other CEOs in China.
[00:59:26.311 --> 00:59:28.672]  We're saying the economy was horrible.
[00:59:28.752 --> 00:59:29.972]  That was like two years ago.
[00:59:30.393 --> 00:59:50.800]  A year ago, I talked to a guy who was a plant manager in China, moving a 10,000 member plant down to, they wanted to move to Thailand or to Vietnam, but they couldn't because all the property there was filled up from companies leaving China, getting into Southeast Asia where they can easier do business with the United States.
[00:59:50.840 --> 00:59:52.801]  They ended up having to put their plants in Thailand.
[00:59:53.201 --> 00:59:54.922]  So businesses were leaving.
[00:59:55.363 --> 00:59:58.765]  Their GDP was going, I believe it was going down.
[00:59:58.825 --> 01:00:01.967]  They've never admitted that, but I believe their GDP went down.
[01:00:02.768 --> 01:00:04.749]  And this was before COVID.
[01:00:05.530 --> 01:00:14.696]  And then Trump got pressured them into signing this, this deal that they didn't want to sign, but they basically had to because Trump had them exactly where, where they needed to be.
[01:00:14.736 --> 01:00:16.338]  He saw that they were at a weak point.
[01:00:16.898 --> 01:00:22.482]  And so here's China in early this year, then dropping this COVID bomb on the world.
[01:00:23.340 --> 01:00:34.564]  And it was a sinister, yet probably in their eyes, a very successful move on their part, because they haven't been penalized any bit.
[01:00:34.885 --> 01:00:37.325]  No way Joe Biden will penalize them for what they've done.
[01:00:37.926 --> 01:00:42.628]  And the world has suffered immensely, just immensely, as we all know.
[01:00:42.848 --> 01:00:48.270]  Today, Jim, my twin brother, we know a gentleman who's in the hospital.
[01:00:49.350 --> 01:00:55.817]  With COVID and he's over 80 and he's overweight and you know, that's not a good place to be.
[01:00:56.337 --> 01:00:57.779]  And we can thank China for this.
[01:00:58.968 --> 01:01:00.688]  Anyways, let's expand on that.
[01:01:00.729 --> 01:01:11.671]  We have this congressman-elect who they say died of COVID, but then when I read the fine print, it said that Luke Letlow was being intubated in some type of surgery and died of a heart attack.
[01:01:11.711 --> 01:01:13.592]  It says right here, died of a heart attack.
[01:01:13.612 --> 01:01:15.512]  The hospital says that's the New York Post.
[01:01:15.572 --> 01:01:21.034]  Local news says died of a heart attack, but Politico, the New York Times said died of COVID.
[01:01:22.165 --> 01:01:23.926]  That's unbelievable, Alex, isn't it?
[01:01:24.006 --> 01:01:26.267]  The way they've counted numbers has been atrocious.
[01:01:26.307 --> 01:01:27.607]  We brought this up in the summer.
[01:01:28.048 --> 01:01:34.750]  The CDC itself said that only 6% of all deaths that they're counting as COVID deaths are actually caused by COVID only.
[01:01:35.131 --> 01:01:39.292]  The rest are deaths with COVID, not deaths caused by COVID.
[01:01:39.733 --> 01:01:41.333]  And we got a lot of flack for that.
[01:01:41.393 --> 01:01:45.335]  All the fact checkers came after us, even though we were using data from the CDC.
[01:01:45.855 --> 01:01:46.956]  We did it again this week.
[01:01:46.996 --> 01:01:47.556]  Look at 6% of the 330,000
[01:01:50.628 --> 01:01:51.916]  Deaths is closer to 20,000.
[01:01:53.377 --> 01:01:56.098]  And deaths that are just from COVID.
[01:01:56.298 --> 01:02:05.979]  And you know the statistic I've found that really gets people, as you know, two months ago, John Hopkins ran a story saying year to date about the same number died in 2019 and died this year.
[01:02:06.239 --> 01:02:09.640]  Well, they all went well, maybe CDC numbers aren't all in and the year isn't over.
[01:02:09.920 --> 01:02:12.100]  So now I've hired a statistician we've used before.
[01:02:12.140 --> 01:02:12.841]  He's got a degree.
[01:02:13.221 --> 01:02:17.541]  He's a well-known guy, but we don't use his name because you'll get attacked, you know, telling the truth as you were just saying.
[01:02:18.122 --> 01:02:20.362]  Journalists, doctors that come out and tell the truth get fired.
[01:02:21.142 --> 01:02:28.808]  But he's looking at the numbers, he's almost done with them, and it looks like we may have less dead this year than actually died in 2019.
[01:02:29.128 --> 01:02:31.390]  That number, there's no way they can avoid that.
[01:02:32.182 --> 01:02:33.103]  Yeah, that's amazing.
[01:02:33.143 --> 01:02:33.903]  And here's another thing.
[01:02:33.923 --> 01:02:35.645]  Somebody sent me an email just recently.
[01:02:35.665 --> 01:02:47.454]  I haven't acted on it yet as far as written anything up, but said, hey, look, usually these flu seasons begin in like November or October of the prior year and end around whatever, March, let's say.
[01:02:47.754 --> 01:02:53.378]  And yet they're still adding up all these deaths now going forward into their original numbers.
[01:02:53.959 --> 01:03:00.964]  So the whole way they've been managing this, they've been counting for this, the way they've talked about masks, no masks,
[01:03:02.131 --> 01:03:09.413]  And whether you can, and now it's coming out per a study in Florida, that if you don't have any symptoms, there's no way you're getting anybody sick.
[01:03:09.793 --> 01:03:12.753]  And so people are just, you know, have had enough, you know?
[01:03:13.414 --> 01:03:15.054]  And people are at a tipping point here.
[01:03:15.574 --> 01:03:17.254]  So that needs to be addressed.
[01:03:17.274 --> 01:03:18.175]  I totally agree with you.
[01:03:18.215 --> 01:03:19.235]  And I want to start a slogan.
[01:03:19.775 --> 01:03:22.575]  The only way the masks are coming off is if we take them off.
[01:03:23.036 --> 01:03:26.836]  And I've been doing this for a long time, but with my family or friends, I don't make a scene.
[01:03:26.876 --> 01:03:28.557]  I wear the mask in the restaurant until we sit down.
[01:03:28.797 --> 01:03:29.617]  I'm not doing it now.
[01:03:30.177 --> 01:03:34.079]  And I'm going around everywhere and I'm educating people nicely and lovingly about it.
[01:03:34.879 --> 01:03:36.740]  And they're backing down.
[01:03:36.800 --> 01:03:38.361]  Now I've noticed they will bully women.
[01:03:38.381 --> 01:03:41.562]  There's something about men and women will bully another woman if they're not wearing a mask.
[01:03:41.582 --> 01:03:43.363]  But I've noticed they're pretty much leaving men alone.
[01:03:44.335 --> 01:03:48.416]  Yeah, we had a, there was a girl who was on Twitter who decided she'd had enough.
[01:03:48.836 --> 01:03:52.297]  And we put up a post yesterday just when it took off.
[01:03:53.017 --> 01:03:54.177]  Because a lot of people have had enough.
[01:03:54.457 --> 01:03:56.798]  You know, we're just, you know, we're tired of wearing these masks.
[01:03:56.878 --> 01:04:01.859]  Alright, well listen, I hope to see you up there on January 6th, but regardless, thanks for popping in and giving us updates.
[01:04:02.199 --> 01:04:05.340]  Joe Hoffman, you and your brother and crew are kicking butt over at GatewayPlanet.com.
[01:04:06.345 --> 01:04:07.765]  God bless America, Alex.
[01:04:08.166 --> 01:04:08.806]  Absolutely, sir.
[01:04:08.826 --> 01:04:10.226]  Pray for America, pray for justice.
[01:04:10.546 --> 01:04:12.227]  And Joe Biden might drop dead any minute.
[01:04:12.287 --> 01:04:13.507]  I mean, who knows what's going to happen?
[01:04:13.927 --> 01:04:14.587]  We don't want that to happen.
[01:04:14.607 --> 01:04:15.608]  We don't want him to turn into a martyr.
[01:04:15.928 --> 01:04:17.988]  I'm just saying, things are very, very fluid.
[01:04:18.249 --> 01:04:20.689]  He's already calling her the president again, Joe Biden is.
[01:04:21.029 --> 01:04:23.210]  We'll be right back with that whistleblower nurse.
[01:04:23.870 --> 01:04:26.811]  Nurse Erin Olszewski is about to be with us.
[01:04:26.851 --> 01:04:29.172]  I really appreciate her coming on on short notice.
[01:04:30.069 --> 01:04:42.512]  Because she's the big whistleblower, and we've had so many other doctors and nurses expose this, but she was one of the first to say, healthy people come in, they test non-positive, we still intubate them, and the breathing machine kills them.
[01:04:44.093 --> 01:04:47.894]  Well, that's, it looks like what happened with this new congressman-elect.
[01:04:48.654 --> 01:04:54.576]  They said they did a medical procedure intubating him, and he died of a heart attack during it, and now they're saying he died of COVID-19.
[01:04:57.056 --> 01:05:02.961]  The last cellmate of Jeffrey Epstein was also found with his neck broken in his apartment.
[01:05:03.041 --> 01:05:03.682]  He'd been released.
[01:05:04.282 --> 01:05:05.363]  They said COVID killed him.
[01:05:07.004 --> 01:05:09.306]  Did you know Kennedy in 1963 got killed by COVID?
[01:05:09.606 --> 01:05:11.668]  Jesus was killed by COVID before he rose from the grave.
[01:05:11.928 --> 01:05:13.009]  Now, I'm not trying to be blasphemous.
[01:05:13.029 --> 01:05:14.270]  I'm saying it's sarcastic.
[01:05:14.971 --> 01:05:16.692]  It's ridiculous, ladies and gentlemen.
[01:05:17.113 --> 01:05:19.655]  The Hindenburg was brought down by COVID.
[01:05:21.707 --> 01:05:22.568]  Simply insane.
[01:05:22.628 --> 01:05:23.749]  We're going to go to her in just a moment.
[01:05:24.790 --> 01:05:25.691]  Folks are very excited.
[01:05:25.831 --> 01:05:27.673]  I know that I am excited as well.
[01:05:28.974 --> 01:05:32.478]  X2 is an essential nutrient.
[01:05:33.139 --> 01:05:37.823]  It is clean, pure atomic iodine from 12,000 foot deep crystals.
[01:05:38.544 --> 01:05:40.366]  It's a byproduct of oil and gas drilling.
[01:05:41.613 --> 01:05:46.097]  We're the only ones to ever go out and actually get this type of true, pure, atomic iodine.
[01:05:46.117 --> 01:05:47.738]  We have to get a DEA license to get it.
[01:05:47.758 --> 01:05:48.479]  It's crazy.
[01:05:48.499 --> 01:05:49.840]  It goes right into your cells.
[01:05:49.920 --> 01:05:50.601]  It's essential.
[01:05:51.101 --> 01:05:54.784]  It's the good halogen, the opposite of fluoride and bromide and bromine and all of that.
[01:05:55.264 --> 01:05:56.646]  Look into the iodine conspiracy.
[01:05:56.666 --> 01:05:57.726]  This is the best you're going to get.
[01:05:58.516 --> 01:05:59.337]  It's back in stock.
[01:05:59.717 --> 01:06:00.818]  X2 sold out for months.
[01:06:01.559 --> 01:06:02.480]  50% off.
[01:06:02.500 --> 01:06:03.341]  People are very excited.
[01:06:03.822 --> 01:06:06.264]  Also back in stock after eight months because the COVID lockdown.
[01:06:06.484 --> 01:06:07.385]  Couldn't get it from France.
[01:06:08.006 --> 01:06:08.627]  Pollen Block.
[01:06:08.707 --> 01:06:10.268]  It's from specially fed quail.
[01:06:10.749 --> 01:06:12.551]  Their eggs have this natural antihistamine.
[01:06:12.971 --> 01:06:13.532]  It's amazing.
[01:06:13.552 --> 01:06:14.072]  People love it.
[01:06:15.454 --> 01:06:17.036]  It gives you that anti-allergy effect.
[01:06:17.677 --> 01:06:19.580]  Some better for others, but it works for most folks.
[01:06:19.620 --> 01:06:21.342]  Not for some people, just like some medicines don't.
[01:06:21.763 --> 01:06:23.084]  This is all natural from quail eggs.
[01:06:23.745 --> 01:06:24.486]  It's back in stock.
[01:06:24.546 --> 01:06:25.848]  Pollen Block is back in stock.
[01:06:26.289 --> 01:06:29.834]  And also back in stock is our fluoride-free concentrated
[01:06:31.496 --> 01:06:34.697]  Okay, let's now go to Nurse Erin Olszewski.
