[00:00:00.230 --> 00:00:00.331]  Okay.
[00:47:01.987 --> 00:47:04.709]  You're listening to the Alex Jones Show.
[00:47:17.321 --> 00:47:28.715]  Crashing through the lies and disinformation, it's Alex Jones.
[00:47:28.715 --> 00:47:36.444]  So you can make the argument that there are too many people and that humans, when they're given a industrial lifestyle, become decadent and stupid.
[00:47:38.814 --> 00:47:48.981]  But the facts are the technocrats running things are the most inbred psychotic control freaks and are the worst examples of humans on this planet.
[00:47:48.981 --> 00:47:55.506]  Historically speaking and from every other perspective you could look at.
[00:47:55.506 --> 00:48:07.074]  And they use the excuse of being guardians of the earth that have to do all these terrible horrible things for the good of it as the pretext to just carry out psychotic activity.
[00:48:08.001 --> 00:48:23.650]  Their real worldview is, is that they're going to be super scientists that discover the secrets of the universe, and that they'll be able to transcend their human form, merge with silicon, become gods, and build unlimited worlds.
[00:48:23.650 --> 00:48:33.816]  And that the planet is nothing but a yolk, or nothing but energy from which they will spring an egg.
[00:48:35.540 --> 00:48:36.561]  And there's some truth to that.
[00:48:36.561 --> 00:48:44.292]  The planet is a launch point for humans given to us by God to work with and to build with as a test.
[00:48:44.292 --> 00:48:51.402]  But they're cutting off humanity from their destiny and from their real potential.
[00:48:52.421 --> 00:48:57.622]  So that the establishment can steal the future and try to control it for themselves.
[00:48:57.622 --> 00:48:59.562]  And really, at the end of the day, that's the endgame.
[00:48:59.562 --> 00:49:00.783]  That's what it's all about.
[00:49:00.783 --> 00:49:01.603]  And that's who they are.
[00:49:01.603 --> 00:49:09.144]  That's who they say they are in thousands of articles, books, and statements.
[00:49:09.144 --> 00:49:17.666]  The compendium of the publicness of this anti-human, post-human project is staggering.
[00:49:17.666 --> 00:49:19.586]  So people ask me, how do I take
[00:49:20.811 --> 00:49:31.039]  The daily attacks and lies, and for whatever you see happening in Fort Worth, there's probably 10 times more happening beneath the surface.
[00:49:31.039 --> 00:49:40.007]  Well, because I realize that we're all under attack and that giving into this system is the surest way to be destroyed.
[00:49:40.007 --> 00:49:44.631]  And so our only hope is to stand strong and try to alert people as best we can.
[00:49:44.631 --> 00:49:47.133]  And you know, I believe in humanity.
[00:49:47.133 --> 00:49:48.754]  We've put out the warnings.
[00:49:48.754 --> 00:49:49.575]  People have responded.
[00:49:50.643 --> 00:49:54.666]  Because you think just like I do and you believe humanity as well.
[00:49:54.666 --> 00:50:06.497]  But I gotta tell you, Bill and Melinda Gates and the UN, this whole globalist project, their fingerprints aren't just all over this coronavirus.
[00:50:06.497 --> 00:50:16.125]  Their response, their preparation, their patenting of it, just everything they do and their previous statements use outbreaks to force world government.
[00:50:17.093 --> 00:50:22.678]  And their nefarious activities with Jeffrey Epstein, blackmailing and buying off the scientific community.
[00:50:22.678 --> 00:50:25.119]  This is a eugenics cult.
[00:50:25.119 --> 00:50:26.801]  And how do they get all the scientists on board?
[00:50:26.801 --> 00:50:32.706]  They recruit them, they give them money, they give them power, and then they compromise them.
[00:50:32.706 --> 00:50:46.136]  And Jeffrey Epstein was a front man for the science program of the globalists, and the science officer, Bill Gates, as far as my research can tell, is
[00:50:47.062 --> 00:50:50.003]  The planetary head of the operation.
[00:50:50.003 --> 00:50:53.965]  He's the chief dude.
[00:50:53.965 --> 00:50:59.547]  He's the man.
[00:50:59.547 --> 00:51:04.810]  He runs the whole thing.
[00:51:04.810 --> 00:51:08.171]  And that's it.
[00:51:08.171 --> 00:51:12.653]  And his daddy was one of the chief science officers of the program.
[00:51:15.123 --> 00:51:16.887]  Look it up!
[00:51:16.887 --> 00:51:18.510]  Bill Gates has been on PBS.
[00:51:20.871 --> 00:51:23.193]  And talked about how we need to depopulate the earth.
[00:51:23.193 --> 00:51:32.441]  It's come out that they have secret meetings at universities with Epstein, just as the manager, with all these billionaires to talk about how to depopulate people.
[00:51:32.441 --> 00:51:48.194]  And then he's patented through a subgroup this coronavirus, and then you see the response, and they have a tabletop exercise three months ago of killing 60-something million people, and then they go, that's okay, because it brings in world government.
[00:51:48.194 --> 00:51:48.795]  So here's the deal.
[00:51:49.870 --> 00:51:53.952]  I could have sold out to these people a long time ago.
[00:51:53.952 --> 00:51:59.355]  When it's off-record, and I have off-record meetings with some of these people, I don't talk about specifically who I talk to.
[00:51:59.355 --> 00:52:11.401]  John Harmon heard the head of the Kissinger Group in a phone call, because he was on during breaks, telling me, you need to join us, this is stupid, you need to be part of the elite.
[00:52:11.401 --> 00:52:13.902]  In fact, you even know how this works, means you need to be with us, you need to come to New York.
[00:52:15.536 --> 00:52:18.398]  And he said, you're just a fool.
[00:52:18.398 --> 00:52:19.819]  I can't believe you.
[00:52:19.819 --> 00:52:21.040]  This is a foregone conclusion.
[00:52:21.040 --> 00:52:23.322]  I said, well, why'd you come on the show?
[00:52:23.322 --> 00:52:25.563]  He goes, well, I thought you'd listen to Reason.
[00:52:25.563 --> 00:52:27.365]  John Harmon was in there.
[00:52:27.365 --> 00:52:28.245]  John, turn your mic on.
[00:52:28.245 --> 00:52:30.307]  You need to use those mics more often than that.
[00:52:30.307 --> 00:52:32.649]  I didn't just put them there to be vestigial.
[00:52:32.649 --> 00:52:37.732]  And he's been running the board and answering calls for me for 15 years, 16 years.
[00:52:37.732 --> 00:52:39.894]  He heard Rothkopf about 13 years ago.
[00:52:39.894 --> 00:52:42.476]  He, in three different breaks, had this conversation.
[00:52:43.595 --> 00:52:56.404]  He heard one of the heads of one of the war colleges, was it Thomas Barnett, talk about world government, how I need to accept it and we'll never defeat them, and how the Pentagon supports world government.
[00:52:56.404 --> 00:52:56.904]  Harmon, you there?
[00:52:56.904 --> 00:52:58.145]  I am.
[00:52:58.145 --> 00:53:00.327]  Yeah, tell folks about what you heard Rothkopf say.
[00:53:00.327 --> 00:53:07.432]  Yeah, during the break, Rothkopf literally was trying to reason with you and ask you to basically join up with you guys.
[00:53:07.432 --> 00:53:10.034]  And it was just kind of surreal.
[00:53:13.032 --> 00:53:28.298]  Yeah, I mean, it's, uh, it's, it's just, um, when it all sinks in, I mean, you actually go to that, uh, he, he was asking you straight up, like, join up with us.
[00:53:28.298 --> 00:53:32.699]  And it was just, I don't know, not much to say.
[00:53:32.699 --> 00:53:37.541]  It's just, um, but it really happened.
[00:53:37.541 --> 00:53:41.683]  I wish it was on air, but, um, during the breaks, that's, that's when all the, um,
[00:53:43.039 --> 00:53:43.820]  I don't
[00:54:00.174 --> 00:54:02.957]  Yeah, his lawyers were in on the conversation.
[00:54:02.957 --> 00:54:04.398]  They just popped in.
[00:54:04.398 --> 00:54:07.641]  And again, this is totally real.
[00:54:07.641 --> 00:54:11.805]  They pop in and say, hey, go ahead and join up with us.
[00:54:11.805 --> 00:54:15.669]  Come up to, I think it was Alaska, and have a meeting with us.
[00:54:15.669 --> 00:54:17.611]  And it was just like, whoa.
[00:54:19.127 --> 00:54:20.167]  I'm just the sound guy.
[00:54:20.167 --> 00:54:22.548]  I'm just sitting there running different shows at the network.
[00:54:22.548 --> 00:54:24.869]  Well, I'm just giving people an example that I'm not playing games.
[00:54:24.869 --> 00:54:31.591]  I mean, I've been in Hollywood in a 40-story building when the billionaire says, look, Lucifer loves you, Alex.
[00:54:31.591 --> 00:54:32.712]  Join with Lucifer.
[00:54:32.712 --> 00:54:35.933]  I mean, people just don't know how real this is.
[00:54:35.933 --> 00:54:38.934]  And until they're there and see it, they don't know.
[00:54:39.574 --> 00:54:40.915]  It's absolutely true.
[00:54:40.915 --> 00:54:43.557]  These people are into some shady stuff.
[00:54:43.557 --> 00:54:45.918]  Well, I want to tell the listeners of yours something.
[00:54:45.918 --> 00:54:48.279]  See, most people are looking to sell out.
[00:54:48.279 --> 00:54:52.362]  And so that's not what fulfills folks.
[00:54:52.362 --> 00:54:54.443]  And I know our listeners are people that don't want to sell it, they get it.
[00:54:54.443 --> 00:55:00.267]  They just need to understand that to everybody else that sold out, it's stupid to them that we haven't sold out.
[00:55:00.267 --> 00:55:05.130]  So that's why they persecute us and try to find what it will do to make us just give up.
[00:55:05.130 --> 00:55:07.091]  And the answer is nothing.
[00:55:07.091 --> 00:55:08.372]  We're not joining with
[00:55:08.812 --> 00:55:09.314]  You're evil.
[00:55:09.314 --> 00:55:14.672]  We're not signing on to hurting innocent men, women, and children because my soul is on the line.
[00:55:14.672 --> 00:55:15.555]  Don't they get that, Harmon?
[00:55:16.838 --> 00:55:26.025]  Um, I don't, I think they've made the decision to join up with some bad people and um, they're going to support that because, I mean, that's where their paycheck's coming from.
[00:55:26.025 --> 00:55:32.349]  They get into just some dark stuff and uh, they turned away from the light, essentially.
[00:55:32.349 --> 00:55:33.330]  And that's how it works.
[00:55:33.330 --> 00:55:36.992]  And you can't get higher in the club unless you do worse and worse stuff.
[00:55:36.992 --> 00:55:37.953]  Absolutely.
[00:55:37.953 --> 00:55:38.493]  Absolutely.
[00:55:38.493 --> 00:55:38.954]  It is a club.
[00:55:40.219 --> 00:55:45.685]  You gotta get on your knees, ladies and gentlemen, and you gotta be dominated.
[00:55:45.685 --> 00:55:53.053]  And they make jokes about it in shows like Team America, but, you know, now Gary, get down there and do your job.
[00:55:53.053 --> 00:55:54.615]  It's not about sex, Gary.
[00:55:55.336 --> 00:55:56.557]  Well, no, it's not.
[00:55:56.557 --> 00:55:57.518]  It's about power.
[00:55:57.518 --> 00:55:58.458]  It's about control.
[00:55:58.458 --> 00:56:05.903]  And if you think getting on your knees in some boardroom and crawling up between the legs of some fat CEO is bad enough, folks.
[00:56:05.903 --> 00:56:06.824]  It's not worth it.
[00:56:06.824 --> 00:56:08.665]  It's a lot worse than that.
[00:56:08.665 --> 00:56:09.125]  Okay?
[00:56:09.125 --> 00:56:12.328]  It's a lot worse than just getting on your knees.
[00:56:12.328 --> 00:56:12.508]  Yep.
[00:56:12.508 --> 00:56:15.350]  So people better decide whether they're going to be with this system or not.
[00:56:15.350 --> 00:56:17.351]  As for me, I love the persecution.
[00:56:17.351 --> 00:56:19.953]  They can turn the heat up to a thousand, I don't care.
[00:56:19.953 --> 00:56:24.476]  Because at the end, they're the ones that got to face God Almighty and God's real and they know it.
[00:56:26.164 --> 00:56:26.864]  Amen.
[00:56:26.864 --> 00:56:28.225]  Yeah.
[00:56:28.225 --> 00:56:29.766]  It's not worth it.
[00:56:29.766 --> 00:56:32.188]  You join up with the bad people, it gets worse and worse.
[00:56:32.188 --> 00:56:37.411]  It starts off with just small stuff and then it inches up, inches up.
[00:56:37.411 --> 00:56:42.694]  Eventually, they're offering you sex with a kid or whatever.
[00:56:42.694 --> 00:56:44.756]  Some just sick stuff.
[00:56:44.756 --> 00:56:48.758]  And if you don't do it, well, oh sorry, now you lose your job.
[00:56:48.758 --> 00:56:49.358]  Yep.
[00:56:49.358 --> 00:56:50.079]  Or you get off.
[00:56:51.914 --> 00:56:52.394]  Absolutely.
[00:57:10.751 --> 00:57:24.040]  Take away your farms, take away your God, take away your guns, take away your mobility, take away your culture, so that they get you in that spiritual dungeon so they can literally torture the living hell out of you, and we're not gonna let them do it.
[00:57:24.040 --> 00:57:27.883]  All right, Harmon, thanks for coming on the show.
[00:57:27.883 --> 00:57:30.185]  I don't even know what's going on here.
[00:57:30.185 --> 00:57:31.025]  Shy guy.
[00:57:31.025 --> 00:57:33.948]  But that's, I'm getting guests on my phone for years.
[00:57:33.948 --> 00:57:37.510]  Just some of the examples are like, I wanna talk to Alex, you know the line.
[00:57:37.510 --> 00:57:38.151]  Listen, Alex.
[00:57:39.421 --> 00:57:40.262]  No, no, no.
[00:57:40.262 --> 00:57:41.865]  The DARPA people weren't that bad.
[00:57:41.865 --> 00:57:44.308]  I mean, they had a heart, like, meant well, but...
[00:57:47.970 --> 00:57:59.676]  If you understand why the globalists, why the servants of Satan, hate InfoWars, it's because we're awake, we're alive, we're passionate, and we're not giving up.
[00:57:59.676 --> 00:58:09.160]  That's why it's critical for those of us that are aware of the New World Order's plans to not get down when they attack us and they persecute us and they lie about us.
[00:58:09.160 --> 00:58:13.742]  That's what we should expect because we are hurting these scumbags.
[00:58:13.742 --> 00:58:14.923]  The globalists have literally
[00:58:14.923 --> 00:58:15.083]  Yeah.
[00:58:37.884 --> 00:58:40.468]  They fear the fact that we are alive.
[00:58:40.468 --> 00:58:43.573]  They fear the fact that we love God.
[00:58:43.573 --> 00:58:46.999]  And that's all we ever have to know, is that God is in charge.
[00:58:49.594 --> 00:58:53.257]  It's time to take a new, healthier approach to one of your most basic needs.
[00:58:53.257 --> 00:59:00.343]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[00:59:00.343 --> 00:59:04.306]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[00:59:04.306 --> 00:59:11.291]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[00:59:11.291 --> 00:59:15.574]  This groundbreaking, gravity-fed water filtration system is like no other.
[00:59:15.574 --> 00:59:18.477]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[00:59:18.988 --> 00:59:23.750]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[00:59:23.750 --> 00:59:28.452]  Now when you buy your favorite products, you can add a donation right at the checkout.
[00:59:28.452 --> 00:59:33.934]  Simply open the donation option and either select a preset amount or enter a custom amount.
[00:59:33.934 --> 00:59:39.196]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[00:59:39.196 --> 00:59:40.677]  You ask, we deliver.
[00:59:40.677 --> 00:59:44.238]  This easy option gives you the means to donate directly to the cause.
[00:59:44.238 --> 00:59:46.139]  Remember, we're all part of the fight.
[00:59:46.139 --> 00:59:48.480]  InfoWars, brought to you by you.
[00:59:51.880 --> 01:00:04.145]  You're listening to the Alex Jones Show.
[01:00:04.145 --> 01:00:13.068]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:00:20.089 --> 01:00:21.209]  We are back live.
[01:00:21.209 --> 01:00:25.891]  Mike Adams is coming up to run through the fact that we have the coronavirus in Chicago.
[01:00:25.891 --> 01:00:29.572]  I have a report I haven't even gotten to.
[01:00:29.572 --> 01:00:32.893]  I probably should have given the writers an hour ago.
[01:00:32.893 --> 01:00:33.773]  Now I can't find it.
[01:00:33.773 --> 01:00:39.495]  You guys print me off the ICE report about the coronavirus on the Texas border.
[01:00:39.495 --> 01:00:40.916]  That might have been big news.
[01:00:40.916 --> 01:00:42.156]  We were going to break.
[01:00:42.156 --> 01:00:42.876]  That's the problem.
[01:00:42.876 --> 01:00:47.698]  I'm just such in the midst of so much incredible stuff that I didn't even get to that.
[01:00:49.520 --> 01:00:52.461]  Let's air, though, a few minutes of what just ended.
[01:00:52.461 --> 01:00:54.162]  It's Trump at the March for Life speech.
[01:00:54.162 --> 01:00:55.683]  It's 11 minutes long.
[01:00:55.683 --> 01:00:59.485]  We'll just play part of it now because no other previous president has gone to the Marches for Life.
[01:00:59.485 --> 01:01:01.225]  So that's a good thing Trump's doing.
[01:01:01.225 --> 01:01:02.866]  Another promise he's been keeping.
[01:01:02.866 --> 01:01:03.246]  Here it is.
[01:01:03.246 --> 01:01:09.729]  We're here for a very simple reason.
[01:01:09.729 --> 01:01:17.453]  To defend the right of every child, born and unborn, to fulfill their God-given potential.
[01:01:21.008 --> 01:01:28.615]  For 47 years, Americans of all backgrounds have traveled from across the country to stand for life.
[01:01:28.615 --> 01:01:35.001]  And today, as President of the United States, I am truly proud to stand with you.
[01:01:42.119 --> 01:01:44.359]  I want to welcome tens of thousands.
[01:01:44.359 --> 01:01:46.620]  This is a tremendous turnout.
[01:01:46.620 --> 01:01:57.362]  Tens of thousands of high school and college students who took long bus rides to be here in our nation's capital.
[01:01:57.362 --> 01:02:03.863]  And to make you feel even better, there are tens of thousands of people outside that we passed on the way in.
[01:02:03.863 --> 01:02:06.984]  If anybody would like to give up their spot, we could work that out.
[01:02:08.407 --> 01:02:11.650]  You have a tremendous group of people outside.
[01:02:11.650 --> 01:02:13.832]  Thousands and thousands wanted to get here.
[01:02:13.832 --> 01:02:20.459]  This is some great success.
[01:02:20.459 --> 01:02:25.283]  Young people are the heart of the March for Life.
[01:02:25.283 --> 01:02:31.890]  And it's your generation that is making America the pro-family, pro-life nation.
[01:02:35.319 --> 01:02:52.102]  The Life Movement is led by strong women, amazing faith leaders, and brave students who carry on the legacy of pioneers before us who fought to raise the conscience of our nation and uphold the rights of our citizens.
[01:02:52.102 --> 01:02:56.083]  You embrace mothers with care and compassion.
[01:02:56.083 --> 01:03:01.444]  You are powered by prayer and motivated by pure, unselfish love.
[01:03:02.332 --> 01:03:05.193]  You're grateful, and we are so grateful.
[01:03:05.193 --> 01:03:07.233]  These are incredible people.
[01:03:07.233 --> 01:03:11.735]  To be joined by Secretary Alex Azar and Kellyanne Conway.
[01:03:11.735 --> 01:03:18.977]  Thank you.
[01:03:18.977 --> 01:03:27.880]  And thanks also to Senators Mike Lee and James Lankford, who are here.
[01:03:27.880 --> 01:03:28.660]  Thank you, fellas.
[01:03:29.969 --> 01:03:55.636]  And representatives Steve Scalise, Chris Smith, Ralph Abraham, Warren Davidson, Bob Latta, John Joyce, Lloyd Smucker, Brian Fitzpatrick, and Brad Winstrup.
[01:03:55.636 --> 01:03:56.356]  Thank you all.
[01:03:58.752 --> 01:04:08.635]  And I have to say, and I look at it, and I see it exactly, we have many, many more politicians in the audience, but if you don't mind, I won't introduce them all.
[01:04:08.635 --> 01:04:12.296]  All of us here today understand an eternal truth.
[01:04:12.296 --> 01:04:15.897]  Every child is a precious and sacred gift from God.
[01:04:20.486 --> 01:04:29.029]  All right, you know, I should have thought to tell the crew to go past Trump's pleasantries, as he always does, and then get in the real meat of what he was about to say.
[01:04:29.029 --> 01:04:34.431]  So we're going to come back from where he just started there about 30 seconds ago for a few minutes on the other side.
[01:04:34.431 --> 01:04:42.594]  And then Mike Adams is going to be here with us to go down the latest developments that are huge, like this.
[01:04:42.594 --> 01:04:42.874]  U.S.
[01:04:42.874 --> 01:04:48.216]  still accepting packages from Wuhan, China, despite coronavirus quarantine.
[01:04:49.249 --> 01:04:50.070]  No wonder the U.S.
[01:04:50.070 --> 01:04:56.636]  is one of the only countries that's had outbreaks as well.
[01:04:56.636 --> 01:05:00.240]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:05:00.240 --> 01:05:02.021]  Introducing Pollen Block.
[01:05:02.021 --> 01:05:13.292]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:05:14.053 --> 01:05:23.223]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:05:23.223 --> 01:05:34.294]  They began studying this effect in published trials, and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:05:34.294 --> 01:05:36.557]  Pollen block is natural and effective.
[01:05:36.897 --> 01:05:38.619]  It is not an antihistamine.
[01:05:38.619 --> 01:05:48.631]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:05:48.631 --> 01:05:51.274]  Go outside and enjoy the air you breathe.
[01:05:51.274 --> 01:05:55.980]  Head to InfoWarsLife.com and grab a pack of our Pollen Block chewable tablets.
[01:06:13.001 --> 01:06:16.945]  We have to start valuing life again.
[01:06:16.945 --> 01:06:32.881]  If we don't value the life of babies and the unborn, we're not going to value the life of our elders or ourselves and other people aren't going to value our life.
[01:06:32.881 --> 01:06:34.964]  And once that safety net
[01:06:36.129 --> 01:06:46.616]  Of real compassion and real love and understanding that building a more complex civilization where we take care of each other builds economies of scale.
[01:06:46.616 --> 01:06:53.440]  And that parents having at least 2.2 children is needed to have a pro-human future and not have collapse.
[01:06:53.440 --> 01:07:03.047]  And then you look at the left and the technocrats claiming their virtue and their morality and how much they love humanity and how they're going to create this new golden age.
[01:07:04.124 --> 01:07:09.889]  But that everything they do is systematically an anti-human system.
[01:07:09.889 --> 01:07:21.959]  So President Trump, in the last three years, is the first president in history, since Roe v. Wade, to actually go to the pro-life march, where our reporters are right now.
[01:07:21.959 --> 01:07:25.682]  We have live feeds at Bandot Video.
[01:07:25.682 --> 01:07:30.166]  And give value to children.
[01:07:30.166 --> 01:07:32.188]  And say, these are humans that are being killed.
[01:07:33.223 --> 01:07:35.588]  If you don't give them value, well then it's babies after they're born.
[01:07:35.588 --> 01:07:38.514]  Look at Governor Northam.
[01:07:38.514 --> 01:07:42.623]  We're gonna break down the big developments with the coronavirus that's gone from being frightening to being clearly...
[01:07:44.246 --> 01:07:58.355]  A tool of control and of course Bill and Melinda Gates are involved and of course the tabletop exercises with 65 million dead and of course it's made its way to the US and of course they're not stopping it even though it's quarantined from packages from Wuhan province.
[01:07:58.355 --> 01:07:59.115]  That's all coming up.
[01:07:59.115 --> 01:08:01.476]  Here's a few minutes of President Trump's speech.
[01:08:01.476 --> 01:08:05.619]  It's very important because he's saying two plus two equals four.
[01:08:07.674 --> 01:08:16.480]  Together, we must protect, cherish, and defend the dignity and the sanctity of every human life.
[01:08:16.480 --> 01:08:23.906]  When we see the image of a baby in the womb, we glimpse the majesty of God's creation.
[01:08:26.604 --> 01:08:33.928]  When we hold a newborn in our arms, we know the endless love that each child brings to a family.
[01:08:33.928 --> 01:08:41.611]  When we watch a child grow, we see the splendor that radiates from each human soul.
[01:08:41.611 --> 01:08:43.732]  One life changes the world.
[01:08:43.732 --> 01:08:49.215]  From my family, and I can tell you I send love, and I send great, great love.
[01:08:50.174 --> 01:09:04.461]  And from the first day in office, I've taken historic action to support America's families and to protect the unborn.
[01:09:04.461 --> 01:09:18.207]  And during my first week in office, I reinstated and expanded the Mexico City policy, and we issued a landmark pro-life rule to govern the use of Title X taxpayer funding.
[01:09:22.802 --> 01:09:38.932]  I notified Congress that I would veto any legislation that weakens pro-life policies or that encourages the destruction of human life.
[01:09:38.932 --> 01:09:48.258]  At the United Nations, I made clear that global bureaucrats have no business attacking the sovereignty of nations that protect innocent life.
[01:09:51.465 --> 01:10:01.776]  Unborn children have never had a stronger defender in the White House.
[01:10:01.776 --> 01:10:06.682]  And as the Bible tells us, each person is wonderfully made.
[01:10:09.758 --> 01:10:14.102]  We have taken decisive action to protect the religious liberty.
[01:10:14.102 --> 01:10:15.083]  So important.
[01:10:15.083 --> 01:10:23.492]  Religious liberty has been under attack all over the world, and frankly, very strongly attacked in our nation.
[01:10:23.492 --> 01:10:26.995]  You see it better than anyone, but we are stopping it.
[01:10:26.995 --> 01:10:33.002]  And we're taking care of doctors, nurses, teachers, and groups like the Little Sisters of the Poor.
[01:10:36.678 --> 01:11:03.233]  We are preserving faith-based adoption, and to uphold our founding documents, we have confirmed 187 federal judges who apply the Constitution as written, including two phenomenal Supreme Court justices, Neil Gorsuch and Brett Kavanaugh.
[01:11:06.943 --> 01:11:15.391]  We are protecting pro-life students' right to free speech on college campuses.
[01:11:15.391 --> 01:11:24.561]  And if universities want federal taxpayer dollars, then they must uphold your First Amendment right to speak your mind.
[01:11:24.561 --> 01:11:30.667]  And if they don't, they pay a very big financial penalty, which they will not be willing to pay.
[01:11:34.560 --> 01:11:51.271]  Sadly, the far left is actively working to erase our God-given rights, shut down faith-based charities, ban religious believers from the public square, and silence Americans who believe in the sanctity of life.
[01:11:51.271 --> 01:12:00.017]  They are coming after me because I am fighting for you, and we are fighting for those who have no voice.
[01:12:00.017 --> 01:12:02.979]  And we will win because we know how to win.
[01:12:04.113 --> 01:12:07.174]  Ladies and gentlemen, that is why they want President Trump out.
[01:12:07.174 --> 01:12:15.938]  That's part of the speech he gave just a little while ago at the giant Right to Life, Pro-Life rally in March that no other president has ever attended.
[01:12:15.938 --> 01:12:17.239]  He promised he would.
[01:12:17.239 --> 01:12:19.680]  He has attended every march now.
[01:12:19.680 --> 01:12:21.060]  The big one's in D.C.
[01:12:21.060 --> 01:12:21.961]  every year.
[01:12:21.961 --> 01:12:26.462]  And he's done what he said he would do with the executive power to protect life.
[01:12:26.462 --> 01:12:31.825]  He's going after cities now that are using taxpayer money to pay for abortion as well and winning.
[01:12:32.765 --> 01:12:41.451]  So, Trump's not perfect, but when it comes to pro-life, he's really delivered, and that's central, is valuing human life.
[01:12:41.451 --> 01:12:53.420]  InfoWars, this audience, was the critical group that took Trump over the top, with the core operating system of what Trump is trying to do, and that's why the globalists want to take us out.
[01:12:53.420 --> 01:12:59.964]  That's why, when you buy the great products that you already need, that are excellent, at InfoWarsStore.com,
[01:13:03.044 --> 01:13:05.266]  It is funding the tip of the spear.
[01:13:05.266 --> 01:13:07.549]  And a lot of folks call themselves the tip of the spear.
[01:13:07.549 --> 01:13:10.332]  And I'm sure they are in their area, and we salute them.
[01:13:10.332 --> 01:13:12.754]  We are the tip of the tip.
[01:13:12.754 --> 01:13:14.616]  We're under the most attack.
[01:13:14.616 --> 01:13:15.577]  I'm not a victim.
[01:13:15.577 --> 01:13:17.219]  I'm a target, like Tommy Robinson says.
[01:13:17.219 --> 01:13:21.943]  But I can tell you, your financial support is needed now more than ever.
[01:13:21.943 --> 01:13:24.987]  With only 280 days left to the election.
[01:13:26.584 --> 01:13:31.250]  They are ratcheting up the attacks behind the scenes at incredible levels.
[01:13:31.250 --> 01:13:40.261]  And it's money that's able to fend that off and build the new infrastructures and ensure that we continue on, not just through the election, but into the future.
[01:13:41.192 --> 01:13:57.023]  The year 2020 is here, so I want to just encourage all viewers and all listeners to step up to the plate, like President Trump and myself have done, and buy the products, spread the word about the shows, share the articles and the videos, because that's the only way it's going to happen.
[01:13:57.023 --> 01:13:58.084]  And we make it so easy.
[01:13:59.775 --> 01:14:14.808]  We have winter sun that's high quality, D3 with vitamin K, that are both known to help in the winter, not allow viruses to replicate and take you over and allow your body to be healthier against bacteria.
[01:14:14.808 --> 01:14:16.069]  That's why it's called winter sun.
[01:14:16.069 --> 01:14:23.855]  Your body produces vitamin D3 in the skin, in a symbiotic relationship with the sun, just like plants have photosynthesis with the sun.
[01:14:23.855 --> 01:14:26.758]  You don't produce it naturally unless you have that.
[01:14:27.745 --> 01:14:35.767]  Well, ladies and gentlemen, we have it, and it's massively discounted at 40% off, even though we're close to selling out of it.
[01:14:35.767 --> 01:14:39.468]  So I'm going to keep it on sale for at least another week, 40% off.
[01:14:39.468 --> 01:14:44.930]  We also have X3 that's back in stock and X2 that just got back in stock.
[01:14:44.930 --> 01:14:48.931]  Both are excellent forms of iodine, different formulas for different people.
[01:14:49.949 --> 01:14:57.456]  Read about it for yourself, but this is the good halogen that counters the bad halogen, the fluoride, the bromine, the chlorine, and that entire family.
[01:14:57.456 --> 01:15:00.939]  So these are 40% off with free shipping.
[01:15:00.939 --> 01:15:09.927]  When you get them together, they're 50% off and that's as low as I can ever go with these combo deals because we don't put a bunch of markup in here.
[01:15:09.927 --> 01:15:11.728]  But don't think about supporting InfoWars.
[01:15:14.936 --> 01:15:22.120]  It's incredible.
[01:15:22.120 --> 01:15:33.965]  And if you'll just get the products at InfoWarsTore.com, it funds the InfoWar, it funds freedom, it keeps us here in the face, the globalists, and you get products you need.
[01:15:33.965 --> 01:15:36.967]  So those are all at InfoWarsTore.com.
[01:15:36.967 --> 01:15:41.549]  Please take advantage of these sales today and boost your immune system during this critical time.
[01:15:41.869 --> 01:15:50.543]  Now more than ever, ladies and gentlemen, fortify your immune system with clean water, good green vegetables, vitamin C, vitamin D3, and iodine.
[01:15:50.543 --> 01:15:54.230]  You can get the vitamin D3 and iodine at InfoWarsTore.com right now at 40% off.
[01:15:55.963 --> 01:15:57.224]  Maybe not today.
[01:15:57.224 --> 01:15:58.525]  Maybe not tomorrow.
[01:15:58.525 --> 01:16:02.268]  But soon, you'll need a plan and place to survive.
[01:16:02.268 --> 01:16:03.349]  Forget bunkers.
