[00:00:00.289 --> 00:00:05.432]  From the front lines of the information war, it's Alex Jones.
[00:41:23.335 --> 00:41:27.638]  He was part of the drumbeat to get Alex Jones banned back in 2018.
[00:41:28.278 --> 00:41:29.959]  Ryan Broderick of BuzzFeed.
[00:41:30.900 --> 00:41:34.462]  And he posted a tweet and he's now deleting all these tweets.
[00:41:35.162 --> 00:41:36.583]  Let me find it in the article here.
[00:41:37.529 --> 00:41:45.376]  This is a tweet from Ryan Broderick, and again, don't try to contact these people, don't try to harass these people, because they'll only claim themselves to be the victims.
[00:41:45.816 --> 00:41:59.248]  This is a guy who tweeted, I think this was back in 2012, quote, Mr. President, can you please pass legislation legally defining the difference between us good-natured hebophiles and amoral pedophiles?
[00:41:59.728 --> 00:42:03.091]  What is a hebophile or a hebophile, depending on how you want to pronounce it?
[00:42:04.008 --> 00:42:15.050]  According to Google, a hebephile is an adult who has a strong and persistent sexual interest in pubescent aged individuals, generally aged 11 to 14.
[00:42:16.851 --> 00:42:17.651]  Yeah, really.
[00:42:17.971 --> 00:42:19.271]  This is who we're up against.
[00:42:19.371 --> 00:42:21.632]  This is who's responsible for the deplatforming.
[00:42:21.652 --> 00:42:24.052]  We'll be back to talk about it more on the other side.
[00:42:24.433 --> 00:42:25.693]  BreakingNewsAtInfoWars.com.
[00:42:25.713 --> 00:42:26.173]  Go away.
[00:42:27.808 --> 00:42:48.534]  So the financial website Zero Hedge, which has an absolutely huge audience, had 670,000 followers on Twitter, was banned essentially, according to which report you believe, for either doxing a virologist who was accused of working at the institute which many people claim was the source of the coronavirus outbreak there in Wuhan.
[00:42:49.795 --> 00:42:50.175]  They either
[00:42:51.005 --> 00:42:54.348]  Accuse them of doxing him, even though the information was publicly available.
[00:42:55.049 --> 00:43:01.154]  Or, and which is more disturbing to me, is this claim of spreading disinformation about the coronavirus outbreak.
[00:43:01.194 --> 00:43:09.401]  Because if that is now the new level of how you get banned de-platform censored, that of course is the broadest possible definition.
[00:43:10.042 --> 00:43:12.824]  Anyone can claim anyone is spreading disinformation.
[00:43:13.525 --> 00:43:15.847]  That was one of the reasons Zero Hedge got banned.
[00:43:16.815 --> 00:43:22.900]  The individual behind it, who led the deplatforming campaign via this BuzzFeed article, because you know what they do.
[00:43:23.700 --> 00:43:28.985]  They write the article, then they reach out to Twitter and say, this person said this, this, this violates your rules.
[00:43:29.245 --> 00:43:30.686]  What action are you going to take?
[00:43:30.766 --> 00:43:39.353]  So they intimidate and bully, in many cases, these social media companies, even though they're delighted to do it, into deplatforming their competition.
[00:43:39.393 --> 00:43:41.995]  That's exactly what happened with Zero Hedge.
[00:43:42.995 --> 00:43:44.877]  And then after that, Zero Hedge
[00:43:45.720 --> 00:44:02.671]  Probably in what you would call an act of revenge, dug up old tweets by Ryan Broderick, this BuzzFeed reporter, in which he's referring to himself basically as a hebephile, which means somebody who is attracted to pubescent individuals aged 11 to 14, according to the definition of a hebephile.
[00:44:03.072 --> 00:44:05.013]  They dug up posts from his blog,
[00:44:06.039 --> 00:44:09.340]  One of which said, quote, I want to be an erotic children's photographer.
[00:44:09.440 --> 00:44:12.401]  I want to be the Andy Warhol of erotic children's photography.
[00:44:12.841 --> 00:44:19.203]  Those are alleged quotes from this individual's blog, who led the deplatforming campaign against Zero Hedge.
[00:44:21.004 --> 00:44:24.485]  Of course, Twitter has a massive problem with paedophiles.
[00:44:24.525 --> 00:44:29.927]  They call them MAPs, or people who express sexual attraction to minors.
[00:44:30.007 --> 00:44:35.409]  They're not banned by Twitter, but Zero Hedge gets banned for questioning the coronavirus outbreak.
[00:44:36.081 --> 00:44:39.163]  So this reporter now is deleting all his old tweets.
[00:44:39.543 --> 00:44:41.825]  But as we know, the internet is forever.
[00:44:41.845 --> 00:44:45.667]  And it's interesting because there's another headline here from ZeroHedge.
[00:44:45.767 --> 00:44:48.208]  India to probe Wuhan Institute of Virology.
[00:44:48.268 --> 00:44:59.035]  It appears that around the time we suggested that ZeroHedge, someone reach out to the Wuhan Institute of Virology to get some answers about the origin of the deadly coronavirus epidemic, India was doing just that.
[00:44:59.095 --> 00:45:01.076]  So India's questioning the origin.
[00:45:01.236 --> 00:45:03.998]  Is the country of India going to get banned by Twitter now?
[00:45:05.754 --> 00:45:11.960]  Another headline, China censors top local media outlet over claims Beijing is under-reporting cases and deaths.
[00:45:12.540 --> 00:45:24.412]  So now BuzzFeed, Twitter and others are in league with the communist Chinese government in censoring information, in banning people who question the official version of events behind a story.
[00:45:24.692 --> 00:45:30.998]  And if that is the new level of censorship, then we've basically crossed the Rubicon in terms of de-platforming.
[00:45:31.818 --> 00:45:38.101]  Meanwhile, in Canada, Trudeau Minister proposes forcing news websites to have a government license.
[00:45:38.581 --> 00:45:52.847]  So now it's not enough to ban you on social media, now they're going to get in league with domain hosts, registrars, and get people banned from even being allowed to own and operate websites if they don't get a government license.
[00:45:52.907 --> 00:45:53.848]  What is a license?
[00:45:54.448 --> 00:45:59.330]  It's permission to do something that would otherwise be illegal, Breitbart reports.
[00:45:59.890 --> 00:46:10.075]  Canadian Heritage Minister Stephen Guilbeault has stated that news websites along with social media companies could be forced to obtain government licenses to operate in Canada.
[00:46:10.515 --> 00:46:20.880]  They grilled him on it during an interview which I saw last night and he basically said yes, it may apply slightly differently to smaller media outlets but it will apply across the board.
[00:46:21.260 --> 00:46:24.121]  So of course you have to get permission to get the license in the first place.
[00:46:24.642 --> 00:46:27.243]  Even if you get the license then if you violate the terms
[00:46:28.180 --> 00:46:30.802]  The threat is that your website would be pulled.
[00:46:30.882 --> 00:46:33.143]  Again, that is yet a new level of censorship.
[00:46:33.424 --> 00:46:37.867]  We've seen websites taken down in the aftermath of mass shootings by the hosts.
[00:46:38.647 --> 00:46:48.914]  And now this is a plan that's planned to be introduced across the board via a government licensing system, which by the way, we predicted that about 10 years ago, as we did most of these things.
[00:46:49.434 --> 00:46:53.017]  Meanwhile, Democrats demand YouTube censor climate misinformation videos.
[00:46:53.868 --> 00:47:02.151]  So we have an absolutely terrifying situation where the likes of BuzzFeed and Twitter are now aping and implementing the very same social credit score Chinese censorship system that China is now deploying
[00:47:24.099 --> 00:47:32.748]  To silence people who question the official story and the official level or severity of the coronavirus outbreak.
[00:47:33.548 --> 00:47:38.133]  Headline China censors top local media outlet over claims Beijing is underreporting cases deaths.
[00:47:39.992 --> 00:47:56.843]  And they go through it, where Beijing is now directly censoring people who say that people getting treated for coronavirus, they're not diagnosing it as coronavirus, they're diagnosing it as pneumonia in many cases, to downplay the numbers and to keep those numbers artificially low.
[00:47:57.303 --> 00:48:02.426]  These are not extremists, right-wing conspiracy theorists on social media claiming this.
[00:48:03.447 --> 00:48:04.928]  These are experts, including
[00:48:05.963 --> 00:48:13.829]  Angel Investor and Entrepreneur, former CTO of Coinbase, Bajaj Sprinton, who says, Caging is one of the most reputable outlets in China.
[00:48:13.849 --> 00:48:16.031]  Their article on the coronavirus was censored today.
[00:48:16.371 --> 00:48:21.735]  It claims significant underreporting of both cases and deaths, especially among the elderly.
[00:48:22.075 --> 00:48:31.482]  And that's exactly the same thing that Twitter is now imposing, having banned Zero Hedge for again questioning the source of the coronavirus outbreak.
[00:48:31.722 --> 00:48:33.083]  Absolutely chilling.
[00:48:33.709 --> 00:48:35.630]  Now we're going to go to a special video report though.
[00:48:36.150 --> 00:48:44.433]  When we talk about demographics, you can only do so if you praise it and say that it's great that white people are on the decline across the globe demographically.
[00:48:44.873 --> 00:48:49.915]  If you approach the matter in any other way, then there are different circumstances for that.
[00:48:49.975 --> 00:48:56.938]  But this is a video I put out analysing demographic changes around the world and why Western women have stopped having babies.
[00:48:57.438 --> 00:48:57.899]  Here's the clip.
[00:49:10.691 --> 00:49:13.092]  For women who want kids, the sooner the better.
[00:49:13.112 --> 00:49:14.672]  90% of eggs gone by age 30.
[00:49:14.852 --> 00:49:15.953]  No eggs.
[00:49:15.993 --> 00:49:20.494]  By the time a woman hits 30, nearly all of her ovarian eggs are gone for good.
[00:49:20.554 --> 00:49:26.036]  According to a new study that says women who put off childbearing for too long could have difficulty ever conceiving.
[00:49:26.056 --> 00:49:33.579]  The study found that women have lost 90% of their eggs by the time they're 30 years old and only have about 3% remaining by the time they are 40.
[00:49:34.319 --> 00:49:35.900]  Make sure you do not overcook it.
[00:49:36.440 --> 00:49:36.580]  Now.
[00:49:37.260 --> 00:49:49.112]  It's common knowledge that women have more difficulty conceiving as they age, but this is the very first study believed to quantify the number of eggs lost, and it shows that the decline is more rapid than previously believed.
[00:49:49.312 --> 00:49:49.873]  Scrambled eggs.
[00:49:49.953 --> 00:49:56.660]  In Britain, the percentage of childless women has doubled in a generation, and for the first time, more than half.
[00:49:58.361 --> 00:50:02.183]  54% of American women aged 25 to 29 are childless.
[00:50:02.423 --> 00:50:06.266]  As are nearly a third, 31% of women aged 30 to 34.
[00:50:06.366 --> 00:50:08.327]  Hey-o, egg check!
[00:50:08.487 --> 00:50:09.308]  No eggs!
[00:50:09.348 --> 00:50:12.910]  America's in an egg shortage crisis you may not even have known about!
[00:50:12.990 --> 00:50:15.512]  If only you knew how bad things really are!
[00:50:15.532 --> 00:50:22.416]  1,200 childless American women aged 25 to 45 were asked why they were delaying childbirth.
[00:50:22.476 --> 00:50:24.397]  They were allowed to pick more than one answer.
[00:50:24.477 --> 00:50:25.798]  What was the top answer?
[00:50:26.278 --> 00:50:28.099]  I want to focus on my career.
[00:50:28.699 --> 00:50:28.899]  No.
[00:50:29.079 --> 00:50:33.962]  A more popular answer than that was, quote, I want to have life experience.
[00:50:34.122 --> 00:50:41.886]  And almost as popular as the career answer was the answer that they, quote, value freedom and don't want to be tied down.
[00:50:49.212 --> 00:50:49.712]  Big doubt.
[00:51:19.715 --> 00:51:21.426]  No eggs, empty.
[00:51:21.506 --> 00:51:22.673]  You don't have any.
[00:51:31.893 --> 00:51:41.441]  The hyper-sexualization of our abortion-on-demand culture is brainwashing girls to swap life-affirming monogamy for rampant promiscuity.
[00:51:41.481 --> 00:51:50.668]  The number of STDs in America has reached a record high, with 2.4 million reported cases of chlamydia, gonorrhea and syphilis in 2018.
[00:51:51.588 --> 00:51:53.430]  In David Cronenberg's 1975 movie Shivers,
[00:51:55.231 --> 00:52:03.254]  A mad scientist creates a parasite that makes the residents of a high-rise residential tower act like sex-craved carnal animals.
[00:52:03.395 --> 00:52:12.759]  The motive of the scientist was to use a combination of aphrodisiac and venereal disease to turn the world into one huge mindless orgy.
[00:52:12.859 --> 00:52:13.659]  And in our world...
[00:52:13.999 --> 00:52:17.082]  The entertainment industry is that parasite.
[00:52:17.302 --> 00:52:21.046]  Our culture is that one huge mindless orgy.
[00:52:21.186 --> 00:52:22.828]  I'm munching on red pills all day.
[00:52:22.868 --> 00:52:33.859]  Have you ever noticed how these same entertainment and media corporations that harp on about respecting women and opposing objectification and misogyny
[00:52:33.999 --> 00:52:44.827]  Literally groom underage female celebrities into superstar status, then begin salivating about the prospect of sexualizing them right before they're about to turn 18.
[00:52:45.087 --> 00:52:54.234]  Then relentlessly exploit them for the next 20 years by hyper-sexualizing everything they do for the consumption of teenage girls.
[00:52:54.394 --> 00:52:56.055]  What message does that send?
[00:52:56.295 --> 00:52:58.637]  What role models do teenage girls have?
[00:52:58.717 --> 00:53:00.639]  Who aren't scantily clad hoes?
[00:53:00.679 --> 00:53:06.984]  Swerking around to canned pop songs written by computer algorithms owned by Sony, UMG and Warner.
[00:53:07.044 --> 00:53:13.009]  Billie Eilish says she may want to show her body and look desirable in a music video after she turns 18.
[00:53:13.049 --> 00:53:18.833]  The Bad Guy singer said in a new interview that she wanted the option to show her body when she turned 18.
[00:53:19.654 --> 00:53:28.178]  An about face from her previous statement saying she purposefully wore baggy and oversized clothes to hide her body from would-be body shamers.
[00:53:28.278 --> 00:53:34.642]  Gee, I wonder what male corporate executive at the biggest music company in the world convinced her to do that?
[00:53:34.722 --> 00:53:39.444]  Have you ever noticed how corporations relentlessly virtue signal about how much they
[00:53:39.864 --> 00:54:00.039]  Respect whamen about how it's imperative to get more women in the boardroom and how it's crucial to help women overcome objectification by adopting affirmative action policies that help them obtain powerful positions in society while simultaneously engineering society and building platforms that encourage the exact opposite.
[00:54:00.079 --> 00:54:07.145]  Platforms that incentivize women to behave like thots whose only value comes from being objectified by men.
[00:54:09.944 --> 00:54:10.404]  Back off.
[00:54:10.564 --> 00:54:11.685]  What is Instagram?
[00:54:11.745 --> 00:54:18.849]  It's a virtual red light district for women to parade themselves lewd and half naked for the approval of thirsty dudes.
[00:54:18.989 --> 00:54:20.230]  What is TikTok?
[00:54:20.330 --> 00:54:31.577]  It's a platform marketed to teenagers which incentivizes underage girls to act like burlesque dancers in strip clubs for the viewing pleasure of sex crazed teenage boys and literal pedos.
[00:54:45.774 --> 00:54:51.879]  Which in turn incentivizes the girls watching to mimic that behavior and chase the same dopamine high.
[00:54:51.979 --> 00:54:53.280]  Hey yo, egg check!
[00:54:58.444 --> 00:54:59.585]  No eggs.
[00:54:59.785 --> 00:55:02.267]  You don't have any eggs.
[00:55:10.493 --> 00:55:11.694]  What is OnlyFans?
[00:55:11.754 --> 00:55:13.436]  What is Premium Snapchat?
[00:55:13.516 --> 00:55:18.840]  Virtual prostitution meat markets where men pay women to sexually degrade themselves.
[00:55:19.000 --> 00:55:22.843]  E-prostitution is killing traditional courtship and romance.
[00:55:23.004 --> 00:55:28.768]  If women behave like prostitutes online, men are going to treat them like prostitutes in real life.
[00:55:29.249 --> 00:55:31.050]  And that's not wife material.
[00:55:31.070 --> 00:55:32.472]  The other day this girl was like, hey Sam.
[00:55:33.490 --> 00:55:36.794]  You're like a really nice guy and uh... I really like what you do.
[00:55:37.095 --> 00:55:37.996]  Your videos and stuff.
[00:55:38.016 --> 00:55:40.780]  Do you wanna like... Do you wanna hang out sometime?
[00:55:40.820 --> 00:55:40.980]  Why?
[00:55:41.000 --> 00:55:42.182]  So you can steal all my money?
[00:55:42.462 --> 00:55:42.722]  Bitch!
[00:55:42.943 --> 00:55:43.604]  McTown!
[00:55:49.752 --> 00:55:50.833]  How many here are actual virgins?
[00:55:52.304 --> 00:55:54.046]  And is it really making you happy?
[00:55:54.146 --> 00:56:05.698]  That 56% increase in suicide rates amongst 10 to 24 year olds between 2007 and 2017 coinciding with the rise of social media, is that not enough?
[00:56:05.938 --> 00:56:14.387]  The age of the ethos of socially indoctrinated girls and young women to think that it's normal to be intimate with the entire world.
[00:56:15.007 --> 00:56:15.607]  It's not.
[00:56:15.647 --> 00:56:19.329]  You're only supposed to be intimate with your relationship partner.
[00:56:19.549 --> 00:56:22.771]  You're only supposed to send sexy pics to your boyfriend.
[00:56:23.091 --> 00:56:26.653]  You're not supposed to share them with the entirety of Simp Nation.
[00:56:26.693 --> 00:56:29.755]  And if you do that, you're not a content creator.
[00:56:29.895 --> 00:56:31.295]  You're basically a sex worker.
[00:56:31.396 --> 00:56:38.679]  Is it any wonder that doctors are now on TikTok telling 12-year-olds to get STD treatments without their parents' knowledge?
[00:56:38.699 --> 00:56:43.482]  I don't trust myself Didn't even know No punches left
[00:56:50.320 --> 00:56:57.406]  And before you call me a misogynist, I just did a 15-minute video in which I explain how men are partially to blame for all this.
[00:56:57.566 --> 00:57:00.728]  Men who support their girl doing OnlyFans have big dick energy!
[00:57:00.768 --> 00:57:01.269]  What?!
[00:57:01.489 --> 00:57:02.089]  Little bitch!
[00:57:02.109 --> 00:57:03.450]  Come and give me face!
[00:57:03.470 --> 00:57:07.553]  Men who support their girl prostituting herself to other men...
[00:57:08.374 --> 00:57:09.594]  Big Dick Energy?
[00:57:09.634 --> 00:57:09.814]  Yeah.
[00:57:09.914 --> 00:57:11.235]  You misspelled cook.
[00:57:11.395 --> 00:57:14.756]  Why are you all posting the empty egg carton underneath 18-year-old girls?
[00:57:14.936 --> 00:57:17.637]  Like, I like the enthusiasm, but I don't think you get the meme.
[00:57:17.677 --> 00:57:20.458]  Because it's a warning and a prediction.
[00:57:20.498 --> 00:57:24.739]  Without intervention, the ethot is biologically predestined.
[00:57:25.575 --> 00:57:36.453]  To become eggless, social media and symptom is radicalizing an entire generation of zoomer girls to eschew traditional monogamous courtship and pursue degenerate hedonism.
[00:57:36.633 --> 00:57:36.834]  Eww.
[00:57:37.234 --> 00:57:38.116]  Implant check.
[00:57:46.732 --> 00:57:52.795]  Stop chasing beta books, stop chasing clout, get off the internet and find Mr Eggman.
[00:57:52.895 --> 00:57:55.396]  Five dollars a month!
[00:57:55.656 --> 00:58:00.759]  How are you have hours of time to watch me and not five dollars?
[00:58:00.839 --> 00:58:05.701]  Maybe give them access to a separate intranet that only contains cooking recipes.
[00:58:06.704 --> 00:58:07.465]  That's a joke.
[00:58:07.645 --> 00:58:09.967]  Can someone explain what the fuck this means?
[00:58:10.007 --> 00:58:11.909]  The E in E-Girl stands for eggless.
[00:58:12.049 --> 00:58:15.333]  I will not stop until every female is banned from social media.
[00:58:15.353 --> 00:58:17.135]  Don't test me, you stupid thoughts.
[00:58:20.738 --> 00:58:21.579]  Disavow.
[00:58:21.679 --> 00:58:23.041]  Take the egg pill.
[00:58:23.821 --> 00:58:25.163]  We need to save the eggs.
[00:58:39.952 --> 00:58:43.776]  What was that?
[00:59:01.704 --> 00:59:04.889]  The media is telling women two massive lies.
[00:59:05.089 --> 00:59:09.095]  One, that it's easy to have babies in your late 30s and early 40s.
[00:59:09.455 --> 00:59:09.896]  It isn't.
[00:59:10.557 --> 00:59:11.218]  No eggs.
[00:59:11.258 --> 00:59:12.539]  You don't have any eggs.
[00:59:12.680 --> 00:59:17.587]  And two, that polls show childless older women are happier than women who had children.
[00:59:18.027 --> 00:59:20.889]  So why not just sleep around for eternity?
[00:59:20.969 --> 00:59:21.969]  Bullshit!
[00:59:21.989 --> 00:59:27.152]  Of course 40 and 50 year old women are gonna tell pollsters that they're happier for not having children.
[00:59:27.272 --> 00:59:34.016]  If they were honest, they'd have to concede that they'd made a monumental life mistake that could never be rectified.
[00:59:34.077 --> 00:59:40.360]  When you read accounts from women who are being honest about not having kids, they're always hugely regretful.
[00:59:40.480 --> 00:59:43.262]  Western women are also being shamed out of having children,
[00:59:43.722 --> 00:59:46.024]  In the name of preventing climate change.
[00:59:46.104 --> 00:59:51.928]  Childless couples are exalted by the media as having done their bit to stop global warming.
[00:59:51.988 --> 01:00:02.596]  Feminist author Verena Brunschweiger recently told German women that the only way to prevent ecological collapse was, quote, the renunciation of one's own reproduction.
[01:00:02.616 --> 01:00:06.499]  But even if you believe that overpopulation is contributing to climate change,
[01:00:07.279 --> 01:00:11.222]  Why is that message only being targeted at women in the West?
[01:00:11.362 --> 01:00:14.825]  Germany's fertility rate is 1.4 births per woman.
[01:00:15.145 --> 01:00:17.968]  That's well below the 2.1 replacement rate.
[01:00:18.068 --> 01:00:20.510]  German women aren't having babies!
[01:00:20.670 --> 01:00:22.511]  Since 1972, Germany hasn't seen a single year
[01:00:24.773 --> 01:00:28.436]  Where the number of newborns has exceeded the number of deaths.
[01:00:28.576 --> 01:00:33.221]  Meanwhile, Africa's child population will reach 1 billion by 2055.
[01:00:34.382 --> 01:00:38.365]  Making it the largest child population among all continents.
[01:00:38.445 --> 01:00:41.268]  No one is telling Africans to stop breeding.
[01:00:41.728 --> 01:00:42.909]  That would be racist.
[01:00:43.009 --> 01:00:44.370]  You know what else is racist?
[01:00:45.322 --> 01:00:46.763]  White women having babies.
[01:00:46.903 --> 01:00:52.548]  Who needs YouTube rabbit holes when you have the BBC broadcasting literal white supremacist propaganda?
[01:00:52.588 --> 01:00:54.650]  White supremacist propaganda.
[01:00:55.030 --> 01:00:56.792]  Must be pretty bad, right?
[01:00:56.852 --> 01:01:01.916]  We'll introduce you to a tradwife, a young woman who has chosen to be a traditional wife staying at home.
[01:01:02.156 --> 01:01:03.217]  Oh my God!
[01:01:03.257 --> 01:01:04.358]  Woke imbeciles.
[01:01:04.498 --> 01:01:11.684]  Traditional gender roles that have existed in society, the vast majority of them non-white, since literally the dawn of humankind.
[01:01:11.844 --> 01:01:13.766]  Is this white supremacy?
[01:01:14.347 --> 01:01:14.628]  The Wedge!
[01:01:22.534 --> 01:01:29.515]  I think it's really important to shame white women out of having babies, because they're just popping them out all over the place, aren't they?
[01:01:29.615 --> 01:01:31.716]  As it turns out, no, no they're not.
[01:01:31.776 --> 01:01:34.016]  How do fertility rates compare globally?
[01:01:34.036 --> 01:01:36.676]  Let's take a look at the egg chart.
[01:01:36.916 --> 01:01:45.518]  Africa has by far the highest fertility in the world, with Niger number one at 7.0 births per women, and Somalia number two at 6.2.
[01:01:46.378 --> 01:01:51.899]  The top 20 countries on the planet with the highest fertility are all in Africa.
[01:01:52.099 --> 01:01:59.642]  The three countries with the highest fertility rate in Europe are France at 1.9, Sweden at 1.78 and Ireland at 1.77.
[01:02:00.502 --> 01:02:07.445]  All countries that have accepted large numbers of migrants with high fertility rates from Africa and the Middle East.
[01:02:07.545 --> 01:02:17.369]  So despite its relatively high birth rate in European terms, ethnic Swedes will be a minority in all major Swedish cities within a generation.
[01:02:17.529 --> 01:02:25.093]  Countries in Europe with significantly lower birth rates include Poland at 1.38 births per woman and Hungary at 1.45.
[01:02:25.773 --> 01:02:31.156]  Two countries that have accepted comparatively fewer migrants from Africa and the Middle East.
[01:02:31.296 --> 01:02:36.079]  Countries with high fertility rates in South Asia and the Middle East include Pakistan at 3.8
[01:02:37.299 --> 01:02:39.420]  Iraq at 3.8 and Egypt at 3.4.
[01:02:40.720 --> 01:02:46.082]  America's fertility rate currently stands at 1.8 births per woman.
[01:02:46.402 --> 01:02:47.203]  In 2016, the U.S.
[01:02:47.243 --> 01:02:52.284]  fertility rate fell to just under 60 births per 1,000 women.
[01:02:52.785 --> 01:02:55.065]  The lowest since records began.
[01:02:55.166 --> 01:02:58.827]  Fertility rates for white women were down in every U.S.
[01:02:58.867 --> 01:03:02.008]  state in 2017, while among black and Hispanic women,
[01:03:02.386 --> 01:03:06.287]  Fertility rates were up in 12 and 29 states, respectively.
[01:03:06.367 --> 01:03:11.969]  And while there's a clear causal link between living in a more economically... New report out by Paul Joseph Watson.
[01:03:11.989 --> 01:03:15.530]  You can, of course, view the entire thing at band.video.
[01:03:15.610 --> 01:03:18.931]  I'm Tom Papert, Editor-in-Chief, nationalfile.com.
[01:03:19.291 --> 01:03:27.214]  I'll be taking over for the rest of this hour, coming up in the next segment, and as we get into the next hour of the Alex Jones Show,
[01:03:27.694 --> 01:03:31.877]  We will be joined by Alex Jones, who is out on an important mission.
[01:03:31.917 --> 01:03:34.579]  He finally got out of town, but the man is dedicated.
[01:03:34.639 --> 01:03:38.542]  He cannot step away from this mission, from this fight.
[01:03:38.803 --> 01:03:42.666]  We're going to be going deep into what's happening today with the coronavirus.
[01:03:42.706 --> 01:03:45.508]  Of course, every single day there are a million new stories.
[01:03:45.868 --> 01:03:47.969]  There was, of course, a big game on last night.
[01:03:48.029 --> 01:03:52.751]  I don't know if you've heard about it, and I certainly doubt many people watched it, but it was truly disturbing.
[01:03:52.811 --> 01:03:59.073]  Some of the most demonic dancing in front of children in white dresses that I've ever seen in my life.
[01:03:59.294 --> 01:04:02.755]  We'll be going deep into all of this right here on the Alex Jones Show.
[01:04:02.895 --> 01:04:08.437]  I'm Tom Pappert filling in for Alex, and again, he will be joining us very, very shortly.
[01:04:08.797 --> 01:04:14.780]  Wild horses literally cannot drag him away, nor can his wife, who just desperately wants to get
[01:04:15.280 --> 01:04:16.060]  Out of town.
[01:04:16.420 --> 01:04:22.562]  While we have just a minute left, I want to go through a couple of these crazy articles we've got in front of us here.
[01:04:23.022 --> 01:04:33.086]  Number one thing that I think is going to be crucial as we go into this coronavirus insanity, the insanity is not just happening in China, it's happening in the mainstream news here in the West.
[01:04:33.406 --> 01:04:37.827]  Fears of a new virus trigger anti-China sentiment worldwide.
[01:04:38.207 --> 01:04:42.969]  So, if this virus is a worst case scenario, we could have tens of millions of people dead.
[01:04:42.989 --> 01:04:44.209]  I mean, that's just where we're at.
[01:04:44.249 --> 01:04:45.530]  Now, I hope that doesn't happen.
[01:04:45.550 --> 01:04:47.951]  I certainly hope that it is contained in China.
[01:04:47.971 --> 01:04:52.452]  I hope that it can be cured with powerful HIV medicine, as is being reported.
[01:04:52.932 --> 01:04:55.293]  But if not, be prepared to be called racist.
[01:04:55.573 --> 01:04:56.534]  Not because you are.
[01:04:56.774 --> 01:05:03.076]  Not because you're saying bad things about the Chinese people who have suffered for generations under the yoke of communism.
[01:05:03.116 --> 01:05:03.196]  No.
[01:05:03.616 --> 01:05:11.759]  Be prepared to be called racist for being a little bit concerned with a massive virus that is killing God knows how many people.
[01:05:12.019 --> 01:05:20.282]  We now believe it's somewhere like 60-70,000 people, according to a recent study, who are contaminated, who are sick with coronavirus.
[01:05:20.522 --> 01:05:22.362]  Who knows how many more are asymptomatic.
[01:05:23.123 --> 01:05:27.064]  It's a big mystery and we're not allowed to talk about it because then you're racist.
[01:05:27.424 --> 01:05:28.625]  This is the Alex Jones Show.
[01:05:28.665 --> 01:05:29.366]  I'm Tom Pappert.
[01:05:29.386 --> 01:05:31.448]  We'll be joined by Alex very shortly.
[01:05:31.548 --> 01:05:32.849]  Don't go away.
[01:05:33.430 --> 01:05:34.370]  I'm Tom Pappert again.
[01:05:34.430 --> 01:05:35.872]  Nationalphile.com.
[01:05:37.854 --> 01:05:44.680]  Alex Jones here reporting from the road on the incredibly dangerous developments concerning the coronavirus.
[01:05:44.700 --> 01:05:48.703]  It has now infected hundreds and hundreds of thousands of people.
[01:05:49.164 --> 01:05:53.848]  It has now spread across the entire planet and of course we've now discovered
[01:05:53.848 --> 01:05:53.968]  That's
[01:06:15.957 --> 01:06:25.967]  40% off despite the fact it's selling out in three different sizes at InfoWarsStore.com and that's what I'm using, what my family's using as a frontline defense.
[01:06:26.087 --> 01:06:37.098]  Nothing's perfect except, you know, prayer and God's intervention and we hope that this thing isn't as bad as it looks but definitely we know why governments are panicking right now because this is certainly a bizarre virus.
[01:06:38.007 --> 01:06:39.968]  The demand for food has not let up.
[01:06:40.429 --> 01:06:42.510]  We are selling record amounts of it.
[01:06:42.830 --> 01:06:47.194]  Everybody else is basically already sold out, or they have giant wait lists.
[01:06:47.554 --> 01:06:53.458]  Our suppliers have it in-house, but it's taken 7 to 10 days to deliver because, again, they have to package it.
[01:06:53.498 --> 01:06:55.139]  They're running 24 hours a day.
[01:06:55.539 --> 01:06:59.882]  But in a few days, they're telling me it may go to a longer wait if you haven't gotten your order in.
[01:06:59.903 --> 01:07:01.444]  So I wouldn't procrastinate.
[01:07:01.464 --> 01:07:03.485]  We wanted this virus to be petering out.
[01:07:03.525 --> 01:07:04.566]  We wanted it to just be hype.
[01:07:05.026 --> 01:07:07.528]  Looks like it is really, really bad and is man-made.
[01:07:07.748 --> 01:07:08.348]  Thank you.
[01:07:39.691 --> 01:07:41.673]  Welcome back to the Alex Jones Show.
[01:07:41.693 --> 01:07:43.714]  That was, of course, a very important message from Alex.
[01:07:43.734 --> 01:07:45.075]  And by the way, he's not kidding.
[01:07:45.455 --> 01:07:54.803]  At nationalphile.com, we talked to the president of MyPatriotSupply, which, of course, is InfoWars' one and only partner for storable foods, and the man sounded panicked.
[01:07:55.103 --> 01:08:01.868]  They are absolutely selling more product and faster than they ever have before in the company's decade-plus long history.
[01:08:02.208 --> 01:08:05.089]  So now is a good time to go to Infowarsstore.com.
[01:08:05.169 --> 01:08:12.593]  Alex will be joining us in the next hour to go deep into what's happening with coronavirus, where it may have originated from.
[01:08:12.873 --> 01:08:19.896]  He's going to go deep into all of these facets, but I want to kind of show you what we're dealing with when it comes with Communist China.
[01:08:20.496 --> 01:08:26.199]  Some folks, including Mike Adams on the Sunday broadcast of the Alex Jones Show, said that essentially
