[00:00:02.631 --> 00:00:03.233]  We're good.
[01:05:31.536 --> 01:05:36.421]  They need more time to cook up an assassination, an economic collapse, a new virus.
[01:05:36.421 --> 01:05:44.488]  Trump needs to say, no, in America, we keep elections on time, have the elections, win by a landslide, and not give the globalists what they want.
[01:05:44.488 --> 01:05:47.932]  Hillary, Biden, they all want us to spend the election.
[01:05:47.932 --> 01:05:49.853]  We shouldn't give them what they want.
[01:05:49.853 --> 01:05:52.916]  We need to have a vote in America and reelect Trump 2020.
[01:05:56.867 --> 01:05:57.749]  Yeah.
[01:06:06.042 --> 01:06:10.867]  Big Brother, mainstream media, government cover-ups.
[01:06:10.867 --> 01:06:12.568]  You want to stop tyranny?
[01:06:12.568 --> 01:06:14.230]  Well, so does he.
[01:06:14.230 --> 01:06:19.214]  Live from the Infowars.com studios, it's Alex Jones.
[01:06:19.214 --> 01:06:26.641]  The globalists and their chi-com cohorts and their Hollywood allies have been trying to crash the economy for the last three and a half years.
[01:06:26.641 --> 01:06:28.883]  They've been trying to remove President Trump with hoax after hoax.
[01:06:29.960 --> 01:06:31.001]  Well, that didn't work.
[01:06:31.001 --> 01:06:35.167]  They launched the UN's Pride.
[01:06:35.167 --> 01:06:38.151]  The ZZX, which they said would bring in world government.
[01:06:38.151 --> 01:06:43.097]  And they're so arrogant and so evil, like master villains are, just like in cartoons or movies.
[01:06:43.097 --> 01:06:45.480]  They brag in all these white papers and books how they do it!
[01:06:46.380 --> 01:06:52.781]  That's how we have all these documentaries and reports and films at Band.Video that are going viral.
[01:06:52.781 --> 01:07:00.283]  You know, we're talking the average video now we put out on this has like 500,000 views on our own third party platform.
[01:07:00.283 --> 01:07:01.363]  Unheard of.
[01:07:01.363 --> 01:07:02.723]  A lot of them have over a million.
[01:07:02.723 --> 01:07:04.144]  They're being copied everywhere.
[01:07:04.144 --> 01:07:06.644]  And believe me, they're being watched at the Pentagon.
[01:07:06.644 --> 01:07:10.405]  They're being watched at 10 Downing Street because they're like, how does Jones know this?
[01:07:10.405 --> 01:07:13.386]  It's not like I'm even telling him stuff that I really don't know.
[01:07:13.386 --> 01:07:15.306]  It's just unheard of to have this on air.
[01:07:16.735 --> 01:07:21.000]  That's why you saw three weeks ago, Tim Downing Street came out and said, OK, looks like it's a bioweapon.
[01:07:21.000 --> 01:07:24.625]  Looks like certain elements in the West worked with them to release this to bring down the economy.
[01:07:24.625 --> 01:07:27.569]  China's going to have to be brought down for this, the CCP.
[01:07:27.569 --> 01:07:32.735]  I'm his party, China.
[01:07:32.735 --> 01:07:33.216]  It's incredible.
[01:07:35.365 --> 01:07:38.807]  America is fighting for its life right now.
[01:07:38.807 --> 01:07:43.669]  And I've got all the numbers here that we're going to go over that if we don't reverse this, the depression's imminent.
[01:07:43.669 --> 01:07:44.590]  It's already here.
[01:07:44.590 --> 01:07:46.150]  It's already destroying the third world.
[01:07:46.150 --> 01:07:48.111]  Talk about mass starvation, talk about mass death.
[01:07:48.111 --> 01:07:54.675]  As the president said, you want mass death, this is it.
[01:07:54.675 --> 01:07:58.616]  And then there's just the bombshell, bombshell, bombshell.
[01:07:58.616 --> 01:08:01.458]  Everybody overuses bombshell, but I mean global bombshell.
[01:08:02.927 --> 01:08:15.473]  That the Chinese government releases that, okay, we were working on gain-of-function COVID-19 at that lab in Wuhan, down the street from where they said it broke out.
[01:08:15.473 --> 01:08:17.274]  We were funded by Obama and Fauci.
[01:08:17.274 --> 01:08:20.616]  What you gonna do?
[01:08:20.616 --> 01:08:21.997]  That is total blackmail.
[01:08:21.997 --> 01:08:24.678]  And that's why they used a weapon they've been given by Obama.
[01:08:24.678 --> 01:08:28.520]  And it's not like we just started saying that yesterday when it was picked up in the newspapers.
[01:08:28.520 --> 01:08:30.201]  We told you, I looked it up.
[01:08:32.671 --> 01:08:35.373]  February 4th.
[01:08:35.373 --> 01:08:36.974]  So how many months ago is that?
[01:08:36.974 --> 01:08:39.897]  That's two months and over a week.
[01:08:39.897 --> 01:08:43.660]  So that's nine weeks ago.
[01:08:43.660 --> 01:08:55.289]  That's specifically Obama and Fauci and the NIH in 2015 transferred a gain-of-function chimera coronavirus
[01:08:57.133 --> 01:09:01.096]  That is nanotech that they're able to manipulate and weld things onto.
[01:09:01.096 --> 01:09:05.300]  The Chi-Coms couldn't figure that out.
[01:09:05.300 --> 01:09:09.063]  They had to be given it by Obama.
[01:09:09.063 --> 01:09:15.788]  And I had the head lawyer, the Harvard lawyer that prosecuted world dictators, so melodic and wrote the U.S.
[01:09:15.788 --> 01:09:25.176]  bioweapons law and the world treaties and all of it, on 9 Weeks to Go saying, they sold it to them, they gave it to them, it's getting a function.
[01:09:30.290 --> 01:09:44.929]  And then you watch the scripting and the choreography and the architecture of the exactness of how the Chai Coms rolled it out, how Hollywood rolled it out, how the media was lockstep, and how
[01:09:46.994 --> 01:09:47.995]  This thing was pushed.
[01:09:47.995 --> 01:09:49.196]  It was launched on purpose.
[01:09:49.196 --> 01:09:51.418]  It didn't leak out of there on accident.
[01:09:51.418 --> 01:09:52.999]  Obama had given that to them.
[01:09:52.999 --> 01:10:04.368]  The globalists had given that to them at some future date to release this to create the world lockdown for the UN World Health Organization to take over with the Bill and Melinda Gates Foundation.
[01:10:04.368 --> 01:10:06.870]  Boy, do we have something for you coming up at the bottom of the hour.
[01:10:06.870 --> 01:10:09.573]  And we will air it.
[01:10:09.573 --> 01:10:10.774]  Wait till you see this.
[01:10:11.761 --> 01:10:27.124]  Microsoft has put out a two and a half minute ad literally worshiping the head of the church of Alistair Crowley.
[01:10:27.124 --> 01:10:29.644]  Unbelievable.
[01:10:29.644 --> 01:10:31.545]  Wait till you see this.
[01:10:31.545 --> 01:10:37.026]  And it's all, oh, don't worry, you're in virtual reality now.
[01:10:37.026 --> 01:10:37.426]  You can
[01:10:38.556 --> 01:10:48.339]  Now that you're locked up in your house, Microsoft wants you for free, when you open it up, to look at their Grand Falloon.
[01:10:48.339 --> 01:10:49.960]  Kurt Vonnegut, a big listener of the show.
[01:10:49.960 --> 01:10:53.261]  I'm not bragging, it's just cool.
[01:10:53.261 --> 01:10:57.062]  We had a few conversations before he died, and he sent me some art and things like that.
[01:10:59.212 --> 01:11:05.857]  Grand Faloons are how established, especially rich people, will celebrate some stupid person or some dumb thing.
[01:11:05.857 --> 01:11:16.425]  A Grand Faloon would be Leslie, this horrible, nasty drug dealer, a guy with a beard with diarrhea running down his legs, that has been around Austin for 20 years.
[01:11:16.425 --> 01:11:18.367]  I had an office by him, didn't know it.
[01:11:18.367 --> 01:11:20.048]  Had to see the stuff he was doing every day.
[01:11:20.048 --> 01:11:22.090]  I mean, he was a very sad person.
[01:11:22.090 --> 01:11:24.111]  The left celebrated him as a Grand Faloon.
[01:11:29.966 --> 01:11:36.529]  This devil worshiper lady who said in a Reddit post, no I really do Crowley Rituals, I believe this.
[01:11:36.529 --> 01:11:38.590]  For you it's art, for me it's ritual.
[01:11:38.590 --> 01:11:41.231]  This woman is a grand falloon.
[01:11:41.231 --> 01:11:48.514]  You know, why would they want to buy a $500 million painting of a skull, a bloody skull with semen on it?
[01:11:48.514 --> 01:11:58.399]  Because if children are starving and you could feed 100 million children with that money over and over again,
[01:11:59.767 --> 01:12:09.855]  If you can put it on some devil worshipper that poops on a skull... See, that's satanic.
[01:12:09.855 --> 01:12:11.316]  Maria Abranovich.
[01:12:11.316 --> 01:12:15.280]  I mean, that's what they believe this woman is.
[01:12:15.280 --> 01:12:16.821]  Immortal.
[01:12:16.821 --> 01:12:22.725]  Even though she looks just like a... fat old lady.
[01:12:22.725 --> 01:12:27.069]  And they worship this giant sack of trash.
[01:12:27.069 --> 01:12:28.110]  That's coming up out of the arm.
[01:12:29.377 --> 01:12:33.981]  And you know, that's my ongoing frustration that Bill Gates is a devil worshiper.
[01:12:33.981 --> 01:12:37.784]  I mean, Bill Gates' best buddies with Jeffrey Epstein.
[01:12:37.784 --> 01:12:40.286]  I told you that years ago, it all came out.
[01:12:40.286 --> 01:12:53.056]  And then we have to sit here and like a little devil worshiper hopping around that like worships this clown woman who'll burn in hell?
[01:12:53.056 --> 01:12:55.378]  It's incredible.
[01:12:55.378 --> 01:12:56.699]  So all I'm saying is,
[01:12:58.206 --> 01:12:59.846]  These people are a joke.
[01:12:59.846 --> 01:13:02.587]  Okay, let me, let me do this.
[01:13:02.587 --> 01:13:13.929]  I said I'd get into Bill Gates announcing that everyone's gonna be given forced inoculations worldwide and that hundreds of thousands of you will die.
[01:13:13.929 --> 01:13:22.890]  I think that's a pretty, you know, hundreds of thousands haven't died worldwide from COVID-19, but he says hundreds of thousands have died from the vaccine, but that's a good price to pay.
[01:13:22.890 --> 01:13:26.391]  You're gonna see him say that out of his little, little gremlin mouth.
[01:13:30.643 --> 01:13:33.944]  You know, where I come from, we recognize those things real quick.
[01:13:33.944 --> 01:13:41.886]  Anyways, the point is, is that we're going to talk about all that, coming up and show you who your enemy is, and then give the number out right now.
[01:13:41.886 --> 01:13:44.027]  That's 877-789-ALEX, 877-789-2539.
[01:13:44.027 --> 01:13:51.569]  Country code, if you're calling international and can't call 1-800, most of you can, but you can't.
[01:13:51.569 --> 01:13:52.449]  Country code, and then 512-646-1776.
[01:13:57.072 --> 01:13:58.193]  5, 1, 2, 6, 4, 6, 17, 76.
[01:13:58.193 --> 01:14:00.754]  And then we've got 8, 7, 7, 7, 8, 9, Alex.
[01:14:00.754 --> 01:14:03.576]  I'm going to go to break.
[01:14:03.576 --> 01:14:07.017]  I'm going to be a good boy and come back and cover all this.
[01:14:07.017 --> 01:14:10.099]  But God abhors a vacuum.
[01:14:10.099 --> 01:14:13.000]  And us all acting like a bunch of jellyfish is a vacuum.
[01:14:13.000 --> 01:14:16.942]  And so if you really want evil, God's going to give it to you.
[01:14:16.942 --> 01:14:19.744]  China's openly getting ready to invade Taiwan, openly saying it.
[01:14:21.750 --> 01:14:26.092]  America's outgunned with traitor spies all over it, trying to bring the economy down.
[01:14:26.092 --> 01:14:31.134]  And all I'm saying is, is if Trump's the big man he says he is, he'd do what any U.S.
[01:14:31.134 --> 01:14:34.916]  president would do before, whether it was Andrew Jackson, George Washington, or even hell, Eisenhower.
[01:14:34.916 --> 01:14:41.120]  And before him, Teddy Roosevelt had him go around and grab the Nazis up.
[01:14:41.120 --> 01:14:49.304]  I mean, you know, that's just what you do when you're overrun with... I mean, citizens have rights to say and do whatever they want, as long as they didn't call for violence.
[01:14:50.538 --> 01:15:04.681]  But when you have foreign powers financing groups for the overthrow of the country itself and the enslavement and the taking of rights, well, that's when you roll the sleeves up and say, OK, time to get your fight.
[01:15:04.681 --> 01:15:07.282]  So that's where we are.
[01:15:07.282 --> 01:15:14.083]  And Trump's been arresting the Confucian Club people and a bunch of the Chai Com agents and the head of Harvard running this stuff.
[01:15:15.319 --> 01:15:15.719]  That's good.
[01:15:15.719 --> 01:15:16.640]  That's a good start.
[01:15:16.640 --> 01:15:17.400]  That's a good start.
[01:15:17.400 --> 01:15:20.542]  And I, again, personally don't want anybody to not go out and do those.
[01:15:20.542 --> 01:15:24.765]  I want the president to sign death warrants, and then I want to carry it out properly, legally.
[01:15:25.799 --> 01:15:27.641]  I'm not calling for any violence.
[01:15:27.641 --> 01:15:37.169]  I'm just simply saying, if the President doesn't start acting, there's going to be more violence than anybody could ever imagine, because we're going to have a depression and total war, and probably World War III and the end of the planet.
[01:15:37.169 --> 01:15:39.251]  So, I'd just like to stop this now.
[01:15:39.251 --> 01:15:44.755]  Please, Mr. President, I warned you that when the impeachment failed, they were cooking up a bio-attack, and I'm on record.
[01:15:44.755 --> 01:15:45.856]  I'm on record.
[01:15:45.856 --> 01:15:46.937]  I'm on record.
[01:15:46.937 --> 01:15:48.559]  So listen to me now.
[01:15:48.559 --> 01:15:50.340]  Listen to the Oracle of Austin.
[01:15:50.340 --> 01:15:50.861]  We'll be right back.
[01:15:53.658 --> 01:15:58.221]  If you're trying to quit drinking or doing too many drugs, listen to me.
[01:15:58.221 --> 01:16:00.303]  You don't know me and we'll never meet.
[01:16:00.303 --> 01:16:02.044]  I had a problem like you once.
[01:16:02.044 --> 01:16:08.588]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[01:16:08.588 --> 01:16:13.672]  I realized I needed help to fix my problem before it totally destroyed me.
[01:16:13.672 --> 01:16:18.375]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[01:16:18.815 --> 01:16:21.916]  You need to call the National Treatment Advisors.
[01:16:21.916 --> 01:16:28.939]  They'll immerse you into a 30 day program to replace your old habits with new habits and totally change your life.
[01:16:28.939 --> 01:16:34.122]  And if you have PPO, private health insurance, the entire program may be covered.
[01:16:34.122 --> 01:16:37.403]  Fix your problem right now before it gets any worse.
[01:16:37.403 --> 01:16:38.363]  Get clean.
[01:16:38.363 --> 01:16:40.204]  Call now and learn more.
[01:16:40.204 --> 01:16:40.244]  800-506-6740.
[01:16:44.206 --> 01:16:44.486]  800-506-6740.
[01:16:44.486 --> 01:16:44.687]  That's 800-506-6740.
[01:16:53.743 --> 01:16:55.625]  Fully cooked, ready to eat bacon.
[01:16:55.625 --> 01:16:58.847]  I'm talking thick, meaty, center cut, presidential bacon.
[01:16:58.847 --> 01:17:00.448]  Savory and delicious.
[01:17:00.448 --> 01:17:03.290]  I buy some, I use some, I store some.
[01:17:03.290 --> 01:17:03.951]  Awesome.
[01:17:03.951 --> 01:17:07.033]  No refrigeration needed with a 10 year shelf life.
[01:17:07.033 --> 01:17:08.614]  NASA pack technology.
[01:17:08.614 --> 01:17:09.235]  Bacon.
[01:17:09.235 --> 01:17:13.398]  Fully cooked, fully hydrated, ready to eat right from the pack bacon.
[01:17:13.398 --> 01:17:14.819]  Or warm and serve.
[01:17:14.819 --> 01:17:16.861]  Life saving, ready to eat bacon.
[01:17:16.861 --> 01:17:18.822]  10 year shelf life bacon.
[01:17:18.822 --> 01:17:21.604]  Ships free at fully cooked bacon dot com.
[01:17:21.604 --> 01:17:23.226]  Fully cooked bacon dot com.
[01:17:24.853 --> 01:17:29.517]  House flies defecate every four to five minutes, spreading diseases and germs.
[01:17:29.517 --> 01:17:33.299]  Protect your food and your health with Bug Assault.
[01:17:33.299 --> 01:17:38.684]  A miniaturized shotgun, which utilizes ordinary table salt as ammunition.
[01:17:38.684 --> 01:17:39.624]  Non-toxic.
[01:17:39.624 --> 01:17:41.226]  No batteries required.
[01:17:41.226 --> 01:17:41.586]  Only $39.95.
[01:17:41.586 --> 01:17:48.891]  Use discount code GCN and get an extra 10% off your purchase at BugAssault.com.
[01:17:48.891 --> 01:17:51.613]  Fire your fly swatter.
[01:17:51.613 --> 01:17:53.255]  Get your Bug Assault today.
[01:17:55.356 --> 01:18:04.242]  The ultimate tyranny would be a nanny state that would not allow anyone to ever do anything that could possibly hurt them.
[01:18:04.242 --> 01:18:05.943]  And that's the globalist plan.
[01:18:05.943 --> 01:18:22.554]  And now, Mr. Fauci at the NIH, last night in a press conference, standing right next to the President, said, we're going to have a global lockdown, because he talked to world leaders, until not one more person is dying or one more person is infected.
[01:18:22.874 --> 01:18:25.438]  The video is posted on InfoWars.com.
[01:18:25.438 --> 01:18:32.547]  Ladies and gentlemen, that sets the precedent where not one person can die from the flu, not one person can die from a cold.
[01:18:32.547 --> 01:18:41.198]  Everyone will be surveilled in live time by their cell phones and apps and drones and an absolute straitjacket of pure medical tyranny.
[01:18:41.818 --> 01:18:47.940]  And remember, it's Big Pharma that has all the level 4 bioweapons labs that keeps leaking all these man-made viruses.
[01:18:47.940 --> 01:18:49.901]  They're holding us all hostage.
[01:18:49.901 --> 01:18:54.883]  Oh, and he talked about forced inoculations.
[01:18:54.883 --> 01:19:02.205]  I'm not gonna sit here and waste your time or my time and rattle off the successes and the worst of that.
[01:19:02.205 --> 01:19:05.487]  If you're paying attention, you know we've done together.
[01:19:05.487 --> 01:19:06.247]  But I'll tell you this.
[01:19:07.782 --> 01:19:15.484]  The technocrats are really upping their game and they are trying to destroy all independent forms of media.
[01:19:15.484 --> 01:19:17.864]  They're trying to shudder and silence the human resistance.
[01:19:17.864 --> 01:19:23.485]  So now is the time to understand that everything we've talked about has been proven accurate.
[01:19:23.485 --> 01:19:26.606]  Everything you warned your friends and family about is going to be true.
[01:19:26.606 --> 01:19:29.386]  So it's now that your credibility is way up.
[01:19:29.386 --> 01:19:32.727]  The power structures are to silence those of us that they can't.
[01:19:33.787 --> 01:19:38.368]  But it's up to all of us to not let them silence any of us.
[01:19:38.368 --> 01:19:40.089]  We have the power.
[01:19:40.089 --> 01:19:44.410]  But the sun is setting on humanity and setting on free speech.
[01:19:44.410 --> 01:19:49.991]  We have to make sure that we fight hard right now to make sure that long, dark night doesn't come.
[01:19:49.991 --> 01:19:57.753]  So be the Polar Bears you are.
[01:19:57.753 --> 01:20:00.394]  You're listening to the Alex Jones Show.
[01:20:07.600 --> 01:20:10.282]  Waging war on corruption.
[01:20:10.282 --> 01:20:18.129]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:20:18.129 --> 01:20:31.200]  Maria Abramovic, the swollen pig-like maggot that the devil worshippers vowed to have a disgusting Microsoft worship ad, because they always worship her.
[01:20:31.200 --> 01:20:35.664]  Again, worshipping something ugly, something stunted, something diseased, is an inversion of Christ.
[01:20:37.083 --> 01:20:42.465]  They worship this shrunken head of Satan.
[01:20:42.465 --> 01:20:45.666]  It had 99% downvotes.
[01:20:45.666 --> 01:20:47.507]  We've got screenshots coming up.
[01:20:47.507 --> 01:20:50.348]  I was going to premiere the video next segment for you.
[01:20:50.348 --> 01:20:52.309]  They pulled it!
[01:20:52.309 --> 01:20:56.030]  Microsoft thought when Gates is so scared he goes, worship Satan in public!
[01:20:56.030 --> 01:20:57.111]  Lesser magic!
[01:20:57.111 --> 01:20:58.531]  Because she prays with him.
[01:20:58.531 --> 01:21:00.272]  I've met with people that used to be in her church.
[01:21:00.272 --> 01:21:02.813]  She prays and they do rituals and they're all scared.
[01:21:02.813 --> 01:21:05.314]  They go, oh Alistair Crowley, oh please help us.
[01:21:07.210 --> 01:21:11.133]  Just because Satan gave you the power to rape everybody doesn't mean you're a powerful scum.
[01:21:11.133 --> 01:21:15.256]  And that's the thing about these Satanists, they live in such incredible fear.
[01:21:15.256 --> 01:21:16.757]  So, I just love it.
[01:21:16.757 --> 01:21:20.760]  Bill Gates, who hangs out with her and hangs out with Jeffrey Epstein.
[01:21:20.760 --> 01:21:22.141]  We'll show you photos of that coming up.
[01:21:23.800 --> 01:21:25.842]  He's absolutely running scared.
[01:21:25.842 --> 01:21:30.286]  In fact, I'm not going to premiere this next segment now because I want Bill Gates with Jeffrey Epstein.
[01:21:30.286 --> 01:21:35.251]  I want articles about him lying about it, being caught living there, living with him, in Europe and New York.
[01:21:35.251 --> 01:21:39.775]  I mean, he lives with him, months on end, along with the Prince and all the weird stuff they did.
[01:21:40.740 --> 01:21:47.605]  And then, Bravanovich, Abranovich drops by, and they like, you know, wallow around, and just, ugh!
[01:21:47.605 --> 01:21:53.449]  And like, imagine her telling Podesta, come to the meeting, we have the sperm and the milk and the blood!
[01:21:53.449 --> 01:21:57.792]  And he's like, I can't help it, I've gotta go to that!
[01:21:57.792 --> 01:22:08.639]  And then his brother is in the 2007 Washington Post about his avant-garde art, and it's all pedophilia and tied-up children, three-year-olds in dungeons hanging out by their legs.
[01:22:08.639 --> 01:22:09.940]  And one of them, of course, is Anderson Cooper.
[01:22:12.000 --> 01:22:15.922]  I mean, that's why, like, stop it already!
[01:22:15.922 --> 01:22:17.062]  Come on, man!
[01:22:17.062 --> 01:22:18.183]  Come on!
[01:22:18.183 --> 01:22:19.203]  Come on!
[01:22:19.203 --> 01:22:26.367]  I mean, I never get sick of beer and watching a movie with my wife, and hanging out with my kids in the swimming pool.
[01:22:26.367 --> 01:22:32.710]  I mean, it never crosses my mind to tie kids up, and then much less put it on in the Washington Post.
[01:22:32.710 --> 01:22:33.770]  Yeah, get it off the screen.
[01:22:33.770 --> 01:22:34.570]  I don't want to.
[01:22:34.570 --> 01:22:37.632]  He goes, yeah, this is the dungeon I hang the kids up by their feet in, you know.
[01:22:40.020 --> 01:22:40.840]  We can't show this.
[01:22:40.840 --> 01:22:44.982]  You know, we have radio stations and TV stations, you know, call up and say, can you talk about this?
[01:22:44.982 --> 01:22:46.783]  Well, especially the TV stations, they go, can you show that?
[01:22:46.783 --> 01:22:51.986]  I'm like, the Washington Post had a whole spread on it, because it's called lesser magic.
[01:22:51.986 --> 01:22:56.028]  Satanists have to show you what they're doing to normalize it.
[01:22:56.028 --> 01:23:00.610]  They believe that's kind of like Mario Brothers, Mario Kart, or Super Mario Brothers, where you like
[01:23:01.977 --> 01:23:04.998]  Get a bunch of jewels and you get the mushroom and you get superpower.
[01:23:04.998 --> 01:23:06.779]  It's like a bonus level.
[01:23:06.779 --> 01:23:10.880]  You've got to tell people what you're doing and then you get all the bonus levels.
[01:23:10.880 --> 01:23:11.540]  We got Trevor.
[01:23:11.540 --> 01:23:12.161]  We got Daniel.
[01:23:12.161 --> 01:23:12.761]  We got Don.
[01:23:12.761 --> 01:23:13.301]  We got David.
[01:23:13.301 --> 01:23:13.881]  We got Paul.
[01:23:13.881 --> 01:23:14.482]  We got Brian.
[01:23:14.482 --> 01:23:15.742]  We got Chase.
[01:23:15.742 --> 01:23:16.542]  We got a lot of folks.
[01:23:16.542 --> 01:23:17.583]  We're going to take your calls.
[01:23:17.583 --> 01:23:23.165]  But I tend to get up here and get a little aggressive about this.
[01:23:23.165 --> 01:23:27.626]  I either get really depressed or really angry or really almost manic about it.
[01:23:27.626 --> 01:23:29.067]  And the truth is that
[01:23:34.460 --> 01:23:38.183]  I had to kind of make a sick joke out of all this, or I'm going to start bawling on air.
[01:23:38.183 --> 01:23:42.647]  And I'm going to start having an anxiety attack.
[01:23:42.647 --> 01:23:44.408]  Because you know what my brain's telling me, right?
[01:23:44.408 --> 01:23:46.950]  It's like, son, you ain't supposed to be up here talking about this.
[01:23:46.950 --> 01:23:48.271]  You're not a talker.
[01:23:48.271 --> 01:23:51.213]  That's just one of your little side guests.
[01:23:51.213 --> 01:23:53.735]  You're a head smasher.
[01:23:53.735 --> 01:23:57.979]  And I try to control my instincts, because I understand we're in a new war.
[01:23:57.979 --> 01:24:01.802]  I use information war.
[01:24:01.802 --> 01:24:02.823]  But I'm just here to tell you.
[01:24:04.349 --> 01:24:20.444]  It's sweet as pumpkin pie that they're so disconnected from reality that they thought if they did a ritual externalizing her and worshiping her, they believe that she can send power back to Bill Gates.
[01:24:20.444 --> 01:24:25.229]  Oh yeah, she sent a lot of power to Anthony Weiner.
[01:24:25.229 --> 01:24:26.810]  She sent a lot of power.
[01:24:28.357 --> 01:24:33.359]  To Jeffrey Epstein and Hillary, didn't she?
[01:24:33.359 --> 01:24:36.061]  Oh yeah, a lot of power.
[01:24:36.061 --> 01:24:37.381]  You talk about deceived.
[01:24:37.381 --> 01:24:43.624]  I mean, this is one of the number one worshipped people.
[01:24:43.624 --> 01:24:47.746]  Because she's connected to the Rothschilds and the royal families of the Satanism.
[01:24:47.746 --> 01:24:52.048]  And so they all just festoon her as the Grand Falloon.
[01:24:52.048 --> 01:24:56.490]  And they roll this out and we're some bloated pimple head?
[01:24:57.783 --> 01:25:00.146]  Oh, look, you laid in a pentagram.
[01:25:00.146 --> 01:25:05.210]  We're so scared of you.
[01:25:05.210 --> 01:25:10.636]  They'll all drown in lakes of blood.
[01:25:10.636 --> 01:25:17.502]  You know, it's the most valuable thing in my life that Podesta got Bloomberg and Bill Gates to put into a money fund and sue me.
[01:25:17.502 --> 01:25:18.984]  They couldn't get the other big billionaire to do it.
[01:25:20.609 --> 01:25:24.150]  I mean, I'm, you don't understand, I'm so proud of that.
[01:25:24.150 --> 01:25:32.813]  That's like my most valuable thing, that devil-worshipping child molesters hate me, and I'm rentin' space in their mind.
[01:25:32.813 --> 01:25:38.375]  That's like when I get that little eek from God, like that little, like God's like, hey, let me show you something.
[01:25:38.375 --> 01:25:40.376]  I'm like, whoa, why do I get this?
[01:25:40.376 --> 01:25:43.437]  Well, I like what you're doing.
[01:25:43.437 --> 01:25:46.118]  But you gotta be ready, because they're gonna tear you limb from limb.
[01:25:46.118 --> 01:25:48.199]  I'm like, yes, sir, I'm ready for that.
[01:25:50.148 --> 01:25:52.689]  Because I want more with the big guy.
[01:25:52.689 --> 01:25:54.029]  And that's what these satanists don't get.
[01:25:54.029 --> 01:25:59.672]  If they ever had... I mean, look how pathetic and hunchbacked and diseased and with spoons of blood.
[01:25:59.672 --> 01:26:01.012]  Oh, children's blood.
[01:26:01.012 --> 01:26:02.593]  Oh, spoons of blood.
[01:26:02.593 --> 01:26:03.873]  I'm so pal.
[01:26:03.873 --> 01:26:05.754]  A scorpion on your head.
[01:26:05.754 --> 01:26:10.656]  Oh, and all these rich, scum, weirdo neurotics trying to act powerful.
[01:26:10.656 --> 01:26:17.959]  You will all be destroyed very soon.
[01:26:17.959 --> 01:26:18.679]  You want blood?
[01:26:21.920 --> 01:26:23.561]  Blood on the streets and up to your ankles.
[01:26:23.561 --> 01:26:25.861]  Can we cue up the Dwarf Song?
[01:26:25.861 --> 01:26:27.862]  Maybe?
[01:26:27.862 --> 01:26:31.543]  All right, I gotta stop.
[01:26:31.543 --> 01:26:34.785]  See, I haven't even scratched... I literally did hours of preparation last night.
[01:26:34.785 --> 01:26:36.685]  I did hours of preparation.
[01:26:36.685 --> 01:26:39.246]  I did 10 hours of preparation yesterday.
[01:26:39.246 --> 01:26:42.947]  10 hours!
[01:26:42.947 --> 01:26:44.548]  And then I got up here and did preparation.
[01:26:44.548 --> 01:26:46.389]  And I don't want to go to your calls.
[01:26:46.389 --> 01:26:49.490]  I just... They are flaming criminals, man!
[01:26:50.826 --> 01:26:51.867]  And then there's the paradox.
[01:26:51.867 --> 01:27:00.675]  How are they dominating us when they worship bloated blobs?
[01:27:00.675 --> 01:27:11.104]  And then they try to, every video they put out, everyone rejects and hates them.
[01:27:12.034 --> 01:27:23.904]  And so then they try to doll it up again and go, well, if we all have a big black altar, we all wear white suits and we simulate eating someone's body for the real thing and see who's into it, won't that scare them?
[01:27:23.904 --> 01:27:31.170]  Will that make them go away and hide if we tell them that it scares them?
[01:27:31.170 --> 01:27:33.912]  No, it doesn't scare us.
[01:27:33.912 --> 01:27:34.873]  I will assure you.
[01:27:41.291 --> 01:27:42.731]  But this is the best they've got.
[01:27:42.731 --> 01:27:43.932]  So what does that say about us?
[01:27:43.932 --> 01:27:46.833]  It says we've been asleep in a coma.
[01:27:46.833 --> 01:27:50.254]  And we've allowed these Satanists to rule over us.
[01:27:50.254 --> 01:27:56.396]  And so, for us to be able to get to the next level in God, we have to get through these people.
[01:27:56.396 --> 01:27:56.796]  That are like...
[01:27:58.024 --> 01:28:01.407]  A log jam of feces.
[01:28:01.407 --> 01:28:02.568]  But we still have to get through.
[01:28:02.568 --> 01:28:04.109]  And I know you don't want to sense the truth of this.
[01:28:04.109 --> 01:28:05.951]  You don't want to go through it, because that's why they put it there.
[01:28:05.951 --> 01:28:07.993]  You're like, gosh, I don't want to fight that.
[01:28:07.993 --> 01:28:09.274]  I thought that was even powerful.
[01:28:09.274 --> 01:28:10.475]  It's so revolting.
[01:28:10.475 --> 01:28:12.717]  You're like, you just got to say, you know what?
[01:28:12.717 --> 01:28:13.898]  I'm taking this jacket off.
[01:28:13.898 --> 01:28:15.319]  I'm diving into this.
[01:28:15.319 --> 01:28:19.122]  I'm going to get my hands around your throat.
[01:28:19.122 --> 01:28:20.664]  You want to fight?
[01:28:20.664 --> 01:28:21.785]  You're about to get one.
[01:28:21.785 --> 01:28:22.946]  That's what it takes, ladies and gentlemen.
[01:28:24.793 --> 01:28:28.315]  That's all I know is you want to fight my God.
