[00:00:00.289 --> 00:00:08.032]  From the front lines of the information war, it's Alex Jones.
[00:44:16.877 --> 00:44:18.798]  Well, that's really what I think this is.
[00:44:18.818 --> 00:44:24.342]  I mean, I totally came upon this on a fluke and you kind of redirected me and said, Tom, look at what she found.
[00:44:24.382 --> 00:44:25.543]  This is unbelievable.
[00:44:25.883 --> 00:44:33.388]  And this certainly seems like a global Operation Mockingbird in Europe, in Africa, in the Middle East, in Asia, all over the globe.
[00:44:33.708 --> 00:44:45.376]  The United States State Department is spending God knows how much money to teach, quote unquote, journalists and activists to fight fake news, misinformation and propaganda.
[00:44:45.476 --> 00:44:46.737]  And all of this started, Alex,
[00:44:46.997 --> 00:45:02.910]  Well, right after President Trump was inaugurated, right after Barack Obama signed the act that gave $160 million to fight propaganda on December 24, 2016, right before Trump was coming in, it just seems a little bit coincidental.
[00:45:03.010 --> 00:45:10.656]  And now that we've broken this down, I mean, Alex, the next step is to go and look up who these people are and find out exactly how crooked this operation is.
[00:45:10.736 --> 00:45:12.357]  But bare minimum, we know
[00:45:12.737 --> 00:45:28.520]  That Rex Tillerson, the former Secretary of State, Mike Pompeo, the current Secretary of State, and President Trump have all allowed this to continue, even though it seems to be undermining the administration, undermining President Trump's supporters, and undermining American agenda throughout the entire world.
[00:45:28.540 --> 00:45:32.401]  I was going to say in the Middle East, but no, it's Europe, it's Africa, it's the Middle East, it's Asia, everywhere.
[00:45:32.501 --> 00:45:37.642]  And the very State Department people then sit as head fact-checkers at Facebook, censoring all of us.
[00:45:38.202 --> 00:45:38.762]  They're the new
[00:45:39.762 --> 00:45:41.143]  Judge, jury, and executioner.
[00:45:41.163 --> 00:45:42.624]  They're the new Soviet Star Chamber.
[00:45:42.644 --> 00:45:47.227]  We don't need Russians to come in a time machine from the 1970s here and enslave us.
[00:45:47.507 --> 00:45:49.848]  You know, we've got Mr. Pompeo for that.
[00:45:51.269 --> 00:45:52.650]  That's right, and that's how this started.
[00:45:52.690 --> 00:45:55.292]  We got our first strike at National File.
[00:45:55.312 --> 00:45:56.853]  We've made it six months without a strike.
[00:45:56.873 --> 00:46:03.237]  Well now, a phony little website called Lead Stories, a man named Alan Duke, decided that we posted fake news.
[00:46:03.277 --> 00:46:05.738]  The man can't spell conspiracy theory to save his life.
[00:46:05.979 --> 00:46:07.960]  According to him, it's a conspiracy theory.
[00:46:08.601 --> 00:46:14.590]  But he accuses us of promoting conspiracy theories, and so I do some digging, and that's how all of this comes to light.
[00:46:14.911 --> 00:46:16.433]  It's all in the open.
[00:46:16.473 --> 00:46:18.757]  It's all right in front of the American people.
[00:46:18.937 --> 00:46:20.199]  They're not even trying to hide it.
[00:46:20.239 --> 00:46:21.822]  They think we're just too stupid to look.
[00:46:23.800 --> 00:46:24.700]  Well, let me tell you.
[00:46:24.980 --> 00:46:25.881]  This is all Obama.
[00:46:25.941 --> 00:46:27.721]  We're going to show the documents, the history of it.
[00:46:27.741 --> 00:46:39.565]  We know exactly what's going on, but your point about this guy and how Pompeo put him in and how Pompeo's protecting him and how they took that agency that Obama set up and moved it into another one to protect it, I didn't know that.
[00:46:39.885 --> 00:46:50.589]  So that's what me doing another deep dive last night off your story made me realize is that, yeah, the funding ended last year that Obama put into the Defense Authorization Act a few years before, but
[00:46:51.598 --> 00:46:53.659]  Pompeo continued it.
[00:46:54.120 --> 00:47:01.724]  Oh, and then these very groups are going around attacking Trump and putting out the Ukraine conspiracy theory that Trump was doing all this quid pro quo.
[00:47:01.764 --> 00:47:07.568]  But we're going to get that out in the new article and get it to the president so he knows what Pompeo did.
[00:47:08.428 --> 00:47:12.271]  And how Pompeo sabotaged the North Korean peace deal, and so much more.
[00:47:12.291 --> 00:47:13.451]  And by the way, you know Pompeo.
[00:47:14.112 --> 00:47:19.435]  Pompeo has tried to literally bully you, because he is a neocon thug.
[00:47:20.516 --> 00:47:21.076]  Him and Brennan.
[00:47:21.356 --> 00:47:21.877]  We'll be right back.
[00:47:25.819 --> 00:47:32.583]  A lot of his supporters believe that we are the enemy of the American people, and that is really, really an awful situation.
[00:47:32.904 --> 00:47:35.105]  We are not the enemy of the American people.
[00:47:35.145 --> 00:47:36.506]  We love the American people.
[00:47:47.687 --> 00:47:49.887]  We are not the enemy of the American people.
[00:47:49.927 --> 00:47:51.348]  We love the American people.
[00:47:51.408 --> 00:47:52.849]  We love the American people.
[00:47:54.449 --> 00:47:56.250]  We love the American people.
[00:48:11.070 --> 00:48:13.271]  We are not the enemy of the American people.
[00:48:13.291 --> 00:48:19.853]  We love the American people.
[00:48:22.454 --> 00:48:23.814]  This is CNN.
[00:48:27.976 --> 00:48:31.617]  If you are receiving this transmission, you are the resistance.
[00:48:44.036 --> 00:48:48.979]  The Iranians have issued an $80 million bounty on the President's head.
[00:48:48.999 --> 00:48:49.840]  That was a few days ago.
[00:48:50.760 --> 00:48:59.586]  Now, government officials in Iran are tweeting out that they want his properties and his home in Mar-a-Lago attacked, along with his family.
[00:49:00.046 --> 00:49:01.647]  They say, we agree with your CNN.
[00:49:02.408 --> 00:49:03.668]  We love the American people.
[00:49:04.069 --> 00:49:05.530]  We are friends of the American people.
[00:49:06.210 --> 00:49:06.790]  These are quotes.
[00:49:08.351 --> 00:49:09.932]  Our only problem is Trump.
[00:49:10.853 --> 00:49:12.254]  I'll read you those quotes later.
[00:49:13.615 --> 00:49:14.995]  Don't run, we are your friends.
[00:49:16.196 --> 00:49:24.398]  I don't want war with the Iranians, but their claim that they're going to attack Trump properties with civilians in it?
[00:49:24.858 --> 00:49:26.659]  Well, that is a war crime.
[00:49:27.199 --> 00:49:32.820]  Killing a general who's orchestrated massive IED attacks against our troops is certainly a legitimate target.
[00:49:33.201 --> 00:49:34.421]  Does that mean it's a good idea?
[00:49:35.361 --> 00:49:37.262]  The point is, is that it's not a civilian target.
[00:49:39.642 --> 00:49:49.127]  Tom Papert has written for a lot of big publications, he also runs a TV station that we've been on for years, and he also co-hosts some of the shows with us, a really smart fellow.
[00:49:49.648 --> 00:49:51.609]  But he knows Pompeo.
[00:49:52.589 --> 00:49:59.073]  Rebecca Pompeo was a congressman in his district and would come and come on the TV station that Mr. Papert manages.
[00:49:59.754 --> 00:50:02.575]  Now he manages it, he just worked there five, six years ago.
[00:50:07.861 --> 00:50:15.648]  The story he tells is a story we've heard from other people, but this isn't a pissing contest with Pompeo.
[00:50:17.870 --> 00:50:22.975]  I'm covering this because we covered this, we knew about it, it's central, it's huge.
[00:50:24.436 --> 00:50:33.404]  The general public didn't know how important it was, didn't really get any traction with the audience, but boy did it get traction at the White House and at the State Department.
[00:50:35.219 --> 00:50:44.908]  From Rex Tillerson, Fiona Hill, General McMaster, John Kelly.
[00:50:48.091 --> 00:50:49.812]  Remember the headlines, Washington Post.
[00:50:51.234 --> 00:50:53.236]  Infowars banned in the White House.
[00:50:53.536 --> 00:50:54.197]  And it was true!
[00:50:56.278 --> 00:50:58.400]  General Kelly has to keep it away from him.
[00:50:58.500 --> 00:50:58.981]  And what was it?
[00:50:59.001 --> 00:50:59.962]  It was Roger Stone.
[00:51:01.192 --> 00:51:04.415]  Saying Fiona Hill works for Soros, headed up his biggest foundation.
[00:51:04.775 --> 00:51:06.356]  She's bringing in hundreds of bad people.
[00:51:06.836 --> 00:51:10.639]  They're going to leak fake info and claim that Trump is engaged in criminal acts and try to impeach him.
[00:51:11.060 --> 00:51:12.441]  In Ukraine, which all happened.
[00:51:12.461 --> 00:51:13.602]  I mean, Roger's smart.
[00:51:15.663 --> 00:51:21.848]  Then Roger has dinner with some of Trump's biggest donors, billionaires in New York.
[00:51:22.589 --> 00:51:29.054]  They just had dinner two nights before with National Security Advisor McMaster, who was drunk drinking $300 bottles of
[00:51:32.711 --> 00:51:33.211]  Cabernet.
[00:51:36.453 --> 00:51:43.215]  So drunk he could hardly talk, saying we're gonna overthrow Trump, he's a moron, he's filth, and they were just blown away.
[00:51:43.295 --> 00:51:49.258]  Well, Trump, after he heard about that from Roger, went and talked to him and found out it was true, and fired his ass.
[00:51:52.139 --> 00:51:55.500]  Now, it isn't about, oh look, we got him fired, we're just loyal Americans.
[00:51:56.260 --> 00:51:57.421]  Nobody else will do this.
[00:51:59.383 --> 00:52:05.085]  Everybody else is too busy with their tails between their legs, rolled over like a little dog pissing all over themselves.
[00:52:05.586 --> 00:52:06.586]  I'm not living like that.
[00:52:07.807 --> 00:52:08.847]  It's victory or death.
[00:52:10.208 --> 00:52:10.648]  Period.
[00:52:12.449 --> 00:52:18.111]  It's worse than death to bow to people like McMaster and Fiona Hill, Prince Valiant.
[00:52:20.812 --> 00:52:24.874]  And so I, out of respect for the President, have ignored Pompeo's neocon pedigree.
[00:52:26.144 --> 00:52:29.347]  And I've just sat there and just, you know, I don't want to get involved in infighting.
[00:52:29.387 --> 00:52:32.629]  I don't want the power around the throne and the courtiers in D.C.
[00:52:32.649 --> 00:52:34.471]  and all that swamp activity.
[00:52:34.771 --> 00:52:37.853]  I'm just here promoting freedom and ideology of truth.
[00:52:37.914 --> 00:52:38.994]  Trump saw their garbage.
[00:52:41.096 --> 00:52:45.440]  But they want us off air because we will do what nobody else does.
[00:52:45.720 --> 00:52:49.523]  And if Trump doesn't do something about this, I don't know what I'm going to do.
[00:52:49.603 --> 00:52:49.783]  But.
[00:52:49.803 --> 00:52:54.507]  It's dereliction of duty.
[00:52:57.267 --> 00:52:58.068]  I've waited long enough.
[00:52:58.228 --> 00:53:01.111]  This is beyond him allowing censorship or racketeering.
[00:53:02.832 --> 00:53:11.160]  There are giant CIA public networks that supposedly engage in pro-American propaganda overseas against dictatorships.
[00:53:12.041 --> 00:53:13.682]  Now they legalized in 2012 turning that against us.
[00:53:16.431 --> 00:53:18.392]  And Obama put $2 billion into a program.
[00:53:18.412 --> 00:53:20.553]  He put $160 million into one subsection of it.
[00:53:21.413 --> 00:53:26.475]  In December of 2016, before he left, you fund the next year, Defense Authorization Act.
[00:53:26.535 --> 00:53:28.356]  Some of the funding goes out two and a half years.
[00:53:30.257 --> 00:53:32.918]  And he signed Countering Disinformation Propaganda Act.
[00:53:32.998 --> 00:53:37.920]  Now, under that, they engage in this targeting of the American people.
[00:53:39.641 --> 00:53:44.023]  And Paul Watson, myself, Tom Papert's national file, and people working for that same group,
[00:53:45.094 --> 00:54:03.227]  With the State Department, with those contracts, are training larger groups of people to engage in going around and thought policing and saying we're fake news, and then with that announcement that these State Department affiliated groups make, the government's gotten big tech to sign on and agree that then they censor you.
[00:54:04.488 --> 00:54:13.875]  So this is what's being done to the American people in general, and it's like a KGB Politburo going around doing this, and it's the epitome of a communist Chinese social score, and it's illegal as hell.
[00:54:15.404 --> 00:54:31.026]  Now, I saw Tom Papert on National File here stay upset, tracking one of these groups, and he is the head guy over at one of the fact checkers at Facebook, so it's a big deal, lying about them, demonizing them about the plan for the U.N.
[00:54:31.046 --> 00:54:31.527]  and the U.S.
[00:54:31.547 --> 00:54:31.928]  and all of it.
[00:54:34.392 --> 00:54:35.673]  And I said, hey, that's not the story.
[00:54:35.713 --> 00:54:44.780]  I get it, they're coming after you, but it shows, because the Papertarticle Show, Pompeo brought this group back into the State Department when their funding went out last year.
[00:54:45.420 --> 00:54:49.844]  And it turns out Nozomit is working with them, which we already knew, but here it all was.
[00:54:51.125 --> 00:54:52.345]  So, Dr. McCamm's shot, please.
[00:54:53.425 --> 00:54:53.725]  U.S.
[00:54:53.765 --> 00:54:58.368]  repeals propaganda ban, spreads government-made news to Americans.
[00:54:58.808 --> 00:55:00.710]  See, I just told you all this, now I'm going to show it to you.
[00:55:01.130 --> 00:55:05.673]  This is the Washington Post when they put out a publication called Foreign Policy.
[00:55:07.654 --> 00:55:08.274]  Okay?
[00:55:08.294 --> 00:55:08.755]  That's 2012.
[00:55:12.397 --> 00:55:15.779]  Obama quietly signs the Counter Disinformation and Propaganda Act into law.
[00:55:15.819 --> 00:55:16.499]  That's 2016, the 24th of December.
[00:55:22.284 --> 00:55:22.664]  Rogue!
[00:55:23.264 --> 00:55:27.665]  Trump's State Department uses taxpayer dollars, Facebook fact-checkers to fight misinformation and propaganda.
[00:55:27.965 --> 00:55:33.346]  You read this, you see Pompeo continuing it all today with the Obama and Hillary people.
[00:55:34.126 --> 00:55:34.846]  And here's one of them.
[00:55:36.187 --> 00:55:38.047]  Facebook's top fact-checker tied to U.S.
[00:55:38.067 --> 00:55:40.447]  State Department disinformation fighting program.
[00:55:40.727 --> 00:55:42.988]  Told at the congressional hearings and say that I'm a Russian agent.
[00:55:43.228 --> 00:55:49.349]  Because by doing that, they can turn loose these foreign offices, NATO offices, CIA against us.
[00:55:50.310 --> 00:55:50.750]  It's a war.
[00:55:50.770 --> 00:55:52.691]  I think the New York Times will print stuff as a total lie.
[00:55:52.871 --> 00:55:54.052]  They've been ordered to, folks.
[00:55:54.072 --> 00:55:55.072]  They have embeds in there.
[00:55:56.273 --> 00:56:00.035]  U.S.-backed tech camp, Color Revolution, revealed by Ukraine official.
[00:56:00.895 --> 00:56:03.577]  This is them overthrowing Ukraine a few years ago.
[00:56:03.597 --> 00:56:06.678]  I mean, these are serious people trying to overthrow Trump.
[00:56:07.039 --> 00:56:09.160]  You go and look at what they're fact-checking, what they're putting out.
[00:56:09.400 --> 00:56:13.202]  It's all, Trump's a traitor, Trump worked with the Russians, Trump did this in Ukraine.
[00:56:14.062 --> 00:56:15.323]  So the long and short of it is this.
[00:56:16.596 --> 00:56:32.770]  Pompeo has continued the Obama stay behind networks that set up the whole Ukraine thing and tried to set Trump up and who are censoring Trump supporters and election meddling in America right now suppressing news and information of citizens communication and the First Amendment.
[00:56:38.237 --> 00:56:39.678]  They accused Trump of election meddling.
[00:56:39.718 --> 00:56:40.558]  Well, they're the ones doing it.
[00:56:40.598 --> 00:56:42.519]  Tom, we're going to come back and give you the floor on the next segment.
[00:56:42.539 --> 00:56:43.440]  You'll write shotgun with us.
[00:56:43.740 --> 00:56:45.761]  But I had to set the table there in 30 seconds.
[00:56:46.221 --> 00:56:47.482]  This is a big rabbit hole, isn't it?
[00:56:48.886 --> 00:56:53.707]  Absolutely, Alex, and it all just kind of fell onto our laps because of their own arrogance.
[00:56:54.007 --> 00:56:58.388]  But what I really think that we're exposing, in my opinion, it's a global Operation Mockingbird.
[00:56:58.428 --> 00:57:04.470]  It is the State Department using taxpayer dollars to recruit people to fight against patriotic Americans like yourself.
[00:57:04.910 --> 00:57:13.012]  It's disgusting, and if Mike Pompeo doesn't know about this, this is his golden opportunity to fix it, and fix it for good.
[00:57:13.732 --> 00:57:15.353]  By the way, you know Mike Pompeo.
[00:57:16.073 --> 00:57:19.454]  We're going to talk about that when we come back and how huge this is.
[00:57:19.474 --> 00:57:20.374]  You just heard what he said.
[00:57:23.695 --> 00:57:29.818]  I am not in the center of the arena to boast or for my own personal name.
[00:57:31.178 --> 00:57:34.619]  I'm in the center of the arena by necessity.
[00:57:36.160 --> 00:57:41.021]  But if you're going to be in the center of the arena as a gladiator for liberty, you better be ready to go 110% every day.
[00:57:43.757 --> 00:57:46.239]  And believe me, it's getting crazier by the minute.
[00:57:49.782 --> 00:57:56.126]  What you see on the surface is only one dimension of what's going on beneath the surface.
[00:57:56.227 --> 00:57:58.508]  Tom Pappard, riding shotgun with us.
[00:57:59.009 --> 00:58:01.150]  How do you quantify something this big?
[00:58:03.232 --> 00:58:04.493]  Giant networks.
[00:58:04.973 --> 00:58:06.114]  Giant networks.
[00:58:07.835 --> 00:58:09.617]  Well yeah, I mean, how do you quantify it, Tom?
[00:58:10.703 --> 00:58:13.145]  I mean, it's hard to explain, because you're right.
[00:58:13.225 --> 00:58:14.406]  It is massive.
[00:58:14.586 --> 00:58:15.666]  It is global.
[00:58:15.726 --> 00:58:21.370]  There have been dozens of these fake news training sessions all across the globe.
[00:58:21.690 --> 00:58:22.471]  It has been paid.
[00:58:22.571 --> 00:58:24.993]  It started under Hillary Clinton and Barack Obama.
[00:58:25.333 --> 00:58:26.253]  It's since grown.
[00:58:26.394 --> 00:58:28.975]  After 2016, it became massive.
[00:58:29.275 --> 00:58:35.780]  And you look at some of the attendees, and it's the people who are fact-checking Babylon Bee on Facebook.
[00:58:35.840 --> 00:58:39.842]  It's the people who are spreading disinformation about Ukraine.
[00:58:41.223 --> 00:58:45.165]  Alleged to have fomented the revolution, the civil war in Ukraine.
[00:58:45.565 --> 00:58:48.066]  So it's truly insane.
[00:58:48.166 --> 00:58:58.231]  I mean, I think our next step may be to go get a Freedom of Information Act request just to find out exactly how much money, is it that $160 million, is it more, has been spent on this.
[00:58:58.271 --> 00:59:03.813]  Because what they're doing, Alex, is they're trading these foreigners and then half of them end up coming to the State Department
[00:59:04.033 --> 00:59:16.217]  They brag, they say that if you work for TechCamp, this organization, you might get a job for the State Department, you might get a job for United States Embassy, or you might get to work for a big American corporation.
[00:59:16.277 --> 00:59:20.199]  So please, come work for TechCamp, because we're going to recruit you.
[00:59:20.499 --> 00:59:22.119]  And I think that's exactly what they're doing.
[00:59:22.359 --> 00:59:30.062]  They're bringing, they're finding people abroad, because as you said, perhaps it's easier to move the money around when you don't have the American financial system watching over your back.
[00:59:30.402 --> 00:59:45.372]  They bring people in from abroad, they recruit them, they bring them to groups like Lead Stories or Stop Fake or whatever it may be, and they use them there to destroy the American political discourse by banning anybody who actually tells the truth.
[00:59:45.772 --> 00:59:49.994]  If you look into the background of some of these people, some of them are ex-CNN journalists.
[00:59:50.014 --> 00:59:57.637]  Some of them are just techno nerds who create giant deep state seeming programs that can analyze all the news in the world.
[00:59:57.677 --> 00:59:59.377]  They're listening to what you and I say right now.
[00:59:59.637 --> 01:00:05.119]  They're probably the reason why if I say Alex Jones on Facebook, I can immediately get banned.
[01:00:05.519 --> 01:00:06.600]  It's frightening.
[01:00:06.680 --> 01:00:10.501]  And the fact is, this was all going downhill at the beginning of 2018.
[01:00:10.922 --> 01:00:12.822]  It seemed like they were winding down.
[01:00:12.862 --> 01:00:14.503]  The blog posts on their website,
[01:00:15.203 --> 01:00:15.984]  We're going away!
[01:00:16.044 --> 01:00:17.486]  They hadn't published anything for months!
[01:00:17.526 --> 01:00:20.710]  Then they post something about how they help fight fake news.
[01:00:21.010 --> 01:00:32.985]  Next thing you know, this new woman, Marie Royce, who is the wife of a former Republican congressman, gets appointed to this role and she becomes the executive director of
[01:00:33.485 --> 01:00:42.409]  The ECA, which is the new umbrella group that a couple months after she's appointed would become the managers of this tech camp group.
[01:00:42.729 --> 01:00:45.170]  Now, they're back and bigger than ever.
[01:00:45.310 --> 01:00:47.771]  It seems as though we've uncovered something here.
[01:00:47.971 --> 01:00:49.312]  And by the way, Pompeo seems to know this.
[01:00:49.352 --> 01:00:50.733]  She's been photographed with Pompeo.
[01:00:50.753 --> 01:00:58.196]  She's been photographed giving awards to these tech camp people who train foreign journalists to hate America and to hate patriotism.
[01:00:58.756 --> 01:01:03.621]  So it seems like this is all just happening under the auspices of the State Department.
[01:01:03.681 --> 01:01:07.004]  We're talking, Alex, some of these events have hundreds of attendees.
[01:01:07.044 --> 01:01:08.425]  They do it all across the globe.
[01:01:08.765 --> 01:01:11.808]  I've seen documents where how to host one of these.
[01:01:11.868 --> 01:01:13.630]  Well, Tom, let's be clear for the listeners.
[01:01:14.470 --> 01:01:18.554]  Obama set up, through the international networks, through the CIA,
[01:01:20.100 --> 01:01:22.162]  Systems to counter Trump and the American people.
[01:01:22.222 --> 01:01:23.244]  That was mainstream news.
[01:01:23.304 --> 01:01:25.826]  I showed those articles earlier and people just tuned in.
[01:01:26.647 --> 01:01:37.279]  Now your website National File gets attacked for exposing the UN and the bureaucracy and how the UN says they're hiring people in America, in New York, for resettlement and gun confiscation.
[01:01:38.595 --> 01:01:43.797]  They then put out a story saying you're fake news, and then put a strike on you online to start censoring you.
[01:01:44.238 --> 01:01:53.642]  You go look up who it is, it's this fighting foreign information disinformation group funded by the State Department, and you find out that Pompeo has refunded what we have been exposing.
[01:01:54.262 --> 01:02:05.928]  And so that's what this is, suppression of voters, suppression of the American people, and of course they hire foreigners, because foreigners don't, the average American, it's hard to recruit Americans to go suppress other Americans.
[01:02:06.368 --> 01:02:08.409]  That's why you use foreign troops to suppress a population.
[01:02:08.749 --> 01:02:11.489]  Of course they're hiring foreigners to come captain all this.
[01:02:11.789 --> 01:02:19.651]  And the Southern Providence Law Center and the ADL are involved in the same groups, creating tens of thousands of censors to come in and watch what we do in real time.
[01:02:20.031 --> 01:02:34.635]  And again, Pompeo, when the funding ended on this that Obama put in, he created a new system for these very people to reactivate them, and now they're attacking InfoWars.com, Paul Joseph Watson, Summit.News, and NationalFile.com.
[01:02:34.915 --> 01:02:39.019]  Because you are an evil pro-American, and Paul is for Brexit.
[01:02:39.359 --> 01:02:40.240]  That's all this is.
[01:02:40.340 --> 01:02:51.170]  It's sick, and it's evil, and these people have censorship power that they're... This one guy that attacked you is one of the lead Facebook censors and fact-checkers, so he's a god.
[01:02:51.271 --> 01:02:52.111]  He's a master.
[01:02:52.191 --> 01:02:52.912]  He's a king.
[01:02:53.172 --> 01:02:54.173]  He's a commissar.
[01:02:54.373 --> 01:02:55.835]  He's a political lord.
[01:02:56.095 --> 01:02:56.876]  You're a peasant.
[01:02:57.036 --> 01:02:57.877]  Tell us about this guy.
[01:02:59.150 --> 01:03:00.471]  So, there's two of them.
[01:03:00.511 --> 01:03:11.496]  The one who I spoke to on the phone yesterday is a man named Alan Duke, who appears to be a 63-year-old ex-CNN journalist, who now works for a website called Lead Stories.
[01:03:11.556 --> 01:03:23.182]  His co-founder, Martin Schenk, attended this tech camp program in 2017 as a trainer, which implies we couldn't find data, but it implies that he was paid by the State Department to attend this thing.
[01:03:23.382 --> 01:03:30.946]  He was probably housed, probably got a free meal ticket, everything you can imagine, by the State Department in 2017 under Rex Tillerson.
[01:03:30.966 --> 01:03:40.151]  But this character, Alan Duke, he, again, I mentioned this earlier, the man honestly cannot spell the word conspiracy theory, but he will accuse me of being a conspiracy theorist.
[01:03:40.191 --> 01:03:52.758]  He wrote this typo-laden, fake news article claiming that the UN article we wrote last week, you might remember me on the show talking about it, claiming that this article was all about a job posting in Africa.
[01:03:53.138 --> 01:03:55.140]  It had nothing to do with Africa.
[01:03:55.260 --> 01:03:56.962]  It was the New York U.N.
[01:03:57.062 --> 01:04:02.947]  office hiring people for disarmament and reintegration, potentially, assumingly, American citizens.
[01:04:02.987 --> 01:04:10.173]  Now, he found one line where it said, well, experience in Africa would be a plus, and he extrapolated this to claim that the U.N.
[01:04:10.213 --> 01:04:11.835]  job posting was focused for Africa.
[01:04:13.136 --> 01:04:16.998]  You said it was multifaceted, but Loretta Lynch said they want the U.N.
[01:04:17.038 --> 01:04:19.840]  here for police oversight boards, and they want the U.N.
[01:04:20.080 --> 01:04:21.721]  to have open borders, and they want the U.N.
[01:04:21.741 --> 01:04:22.662]  to have Trump arrested.
[01:04:22.922 --> 01:04:24.403]  And now they're talking about going to the U.N.
[01:04:24.443 --> 01:04:26.984]  for war crimes against Trump for killing Soleimani.
[01:04:27.285 --> 01:04:28.405]  So we all know the U.N.
[01:04:28.445 --> 01:04:29.266]  takes over countries.
[01:04:29.286 --> 01:04:33.348]  We all know Democrat politicians have called for him to come here and confiscate our guns.
[01:04:33.569 --> 01:04:34.729]  In your article, you have U.N.
[01:04:34.789 --> 01:04:37.591]  officials saying they want to use peacekeepers to take our guns.
[01:04:38.732 --> 01:04:41.133]  Well, and what I believe, Alex, I believe... Hell yes, they'll take your AR-15s.
[01:04:42.543 --> 01:04:42.743]  Right.
[01:04:43.024 --> 01:04:56.218]  I believe this character, this Alan Dew, I don't have proof of this, I'm not going to say fake news, but I think that he probably gets his marching orders, and the marching orders are likely to totally remove, just move this to the side, say it's not about America, it's about Africa.
[01:04:56.258 --> 01:04:57.219]  See, see, no big deal.
[01:04:57.499 --> 01:04:59.041]  Don't look, don't look here, don't look here.
[01:05:01.957 --> 01:05:10.934]  That says there's a thing called replacement migration from the UN when that's official and Macron's called for it and they've called for 600 million here, 250 million in France alone, and...
[01:05:14.421 --> 01:05:15.282]  I mean, it's insane.
[01:05:15.502 --> 01:05:18.564]  So again, we're talking about the microcosm of how we're under attack.
[01:05:18.684 --> 01:05:20.265]  By name, Sacha Baron Cohen.
[01:05:20.546 --> 01:05:22.747]  Arrest me for saying something that's true.
[01:05:23.208 --> 01:05:25.890]  Then they have these fact-checker groups come out and say we're liars.
[01:05:26.210 --> 01:05:30.273]  So Cohen can go, look, an independent group says they're liars, when it's not!
[01:05:30.513 --> 01:05:31.414]  It's the State Department!
[01:05:31.534 --> 01:05:32.835]  But again, who's funding it?
[01:05:33.315 --> 01:05:33.635]  Trump.
[01:05:33.856 --> 01:05:34.796]  The American people.
[01:05:35.277 --> 01:05:37.358]  Trump needs to fire these people.
[01:05:37.638 --> 01:05:39.900]  Trump needs to do something about Pompeo.
[01:05:40.180 --> 01:05:40.621]  We'll be back.
[01:05:40.641 --> 01:05:41.301]  Stay there, Papert.
[01:05:41.321 --> 01:05:42.362]  Syrian Girl's coming up as well.
[01:05:46.255 --> 01:05:53.038]  Ladies and gentlemen, this is a global exclusive and I am just really horrified to give you the bad news.
[01:05:54.358 --> 01:06:02.742]  You know that whole Obama-CIA network they put in the State Department to run the censorship and to counter Trump and to try to set him up in Ukraine and other areas?
[01:06:03.834 --> 01:06:21.743]  Well, it turns out that the funding ended last year, but Pompeo, as the new Secretary of State, he continued it and created a new agency subgroup for the Obama and Hillary and Soros people to continue operating, putting out fake news against the American people, voter suppression.
[01:06:23.038 --> 01:06:36.607]  And then also operating as fact-checkers of fake news, who then liaison inside Big Tech, Facebook, Google, Apple, Twitter, to then censor and de-platform people when they give the word.
[01:06:36.627 --> 01:06:43.672]  And what's incredible about this is, it's one thing to say these are big corporations, they can do what they want, but that's not what's happening.
[01:06:43.712 --> 01:06:50.456]  The Chai-coms tell people that operate in China what they want, and Big Tech clicks their heels and says, how high, when they say jump.
[01:06:51.217 --> 01:06:52.398]  The EU is controlling.
[01:06:53.356 --> 01:06:55.017]  The type of speech happening on the internet now.
[01:06:55.178 --> 01:07:08.729]  And now we know that the Obama-era individuals are in there, anti-American globalists, and are censoring National File, InfoWars, Daily Caller, Breitbart.
[01:07:08.749 --> 01:07:17.237]  They're all being listed as fake news by individuals that are getting government contracts, taxpayer money to do it.
[01:07:18.646 --> 01:07:21.429]  And if you look right here, this is from Foreign Policy, U.S.
[01:07:21.489 --> 01:07:24.552]  repeals propaganda ban, spreads government-made news to Americans.
[01:07:24.892 --> 01:07:25.953]  That was eight years ago.
[01:07:27.334 --> 01:07:30.678]  This is out of the Washington Post and ForeignPolicy.com.
[01:07:35.319 --> 01:07:41.864]  They call that, once they do the propaganda, oh, we're countering Russians, disinformation, but really it's the American people.
[01:07:42.344 --> 01:07:46.227]  And does President Trump know Pompeo is doing this and running this?
[01:07:46.687 --> 01:07:48.249]  And we went and looked at what these groups are doing.
[01:07:48.369 --> 01:07:52.031]  It's fact-checking Trump as a liar, saying Trump did quid pro quo.
[01:07:52.352 --> 01:07:59.477]  These groups are attacking people defending Trump and telling the truth, and are attacking the President.
[01:08:00.678 --> 01:08:01.979]  You know Pompeo knows that.
[01:08:05.356 --> 01:08:07.597]  Stories up at Infowars.com and National File.
[01:08:08.577 --> 01:08:10.598]  U.S.-backed tech camp, same subgroup.
[01:08:10.718 --> 01:08:14.520]  Color revolution revealed by Ukraine officials in their parliament.
[01:08:14.860 --> 01:08:17.841]  This same group, because that's who they work for, the State Department.
[01:08:19.082 --> 01:08:22.743]  And they do what they're told by the rogue bureaucracy still in control.
[01:08:25.725 --> 01:08:27.445]  And here's Pompeo with the individuals that run it.
[01:08:28.546 --> 01:08:30.647]  For TV viewers, just absolutely stunning.
