[00:00:13.854 --> 00:00:14.554]  Wow, folks.
[00:26:19.106 --> 00:26:22.149]  They're passing laws that illegals can vote, that violate federal law.
[00:26:23.190 --> 00:26:26.893]  And they can bring in enough people then, give them free stuff, and have checkmate.
[00:26:28.534 --> 00:26:35.340]  See, in a republic, it's a representative democracy, but there's checks and balances, so the majority can't enslave the minority.
[00:26:36.462 --> 00:26:43.345]  Well now, because Christians passed laws to try to end racism and things, the left couldn't beat that anymore.
[00:26:43.785 --> 00:26:49.128]  So they flipped it and now are turning the minorities into gang-related, race-related control groups.
[00:26:49.848 --> 00:26:54.030]  Now, most quote minorities, or really the majority in most areas, aren't even bad people.
[00:26:55.931 --> 00:26:58.992]  But regardless, everyone's basically whipped into accepting this.
[00:27:01.393 --> 00:27:02.354]  Now, ladies and gentlemen,
[00:27:03.564 --> 00:27:04.865]  This is total lawlessness.
[00:27:04.885 --> 00:27:06.246]  You have to understand that.
[00:27:07.526 --> 00:27:08.607]  And I love the reporter.
[00:27:08.867 --> 00:27:14.411]  She's... Because they are citizens, and they're contributing, and she's so angry, she's so entitled.
[00:27:14.431 --> 00:27:18.333]  And if you said to her, well, can I go to Mexico, or can I go to the Philippines and vote?
[00:27:19.394 --> 00:27:21.915]  Well, you're a misogynistic white pig, so no.
[00:27:21.935 --> 00:27:23.556]  But people of color do.
[00:27:24.717 --> 00:27:25.497]  The entitlement.
[00:27:25.978 --> 00:27:26.938]  The attack on logic.
[00:27:26.958 --> 00:27:31.181]  Can we play the clip just the first few seconds again to hear just the...
[00:27:32.881 --> 00:27:38.514]  The hissing and the smacking of the lips and the over-the-top arrogance of this young woman.
[00:27:38.534 --> 00:27:38.814]  Here it is.
[00:27:39.622 --> 00:27:47.627]  ...of the Millennials, Dreamers, undocumented citizens, and I call them citizens because they contribute to this country, are fearful of voting.
[00:27:47.747 --> 00:27:51.249]  So if I vote, will immigration know where I live?
[00:27:51.449 --> 00:27:53.270]  Will they come for my family?
[00:27:53.310 --> 00:27:55.231]  That's right, she's this famous person that isn't a citizen.
[00:27:55.291 --> 00:27:57.092]  Again, stop it right there.
[00:27:57.572 --> 00:28:00.314]  And they make people victims that's not a citizen.
[00:28:00.894 --> 00:28:04.316]  And the big loving media and Goldman Sachs run system, oh it cares.
[00:28:04.636 --> 00:28:05.897]  No, it wants to exploit you.
[00:28:06.437 --> 00:28:14.361]  And they're going to bring down Europe, and bring down the US, and bring down Japan, and bring down South Korea, the few places that still have a middle class, and then you have no hope.
[00:28:14.661 --> 00:28:16.802]  But you'll be dumbed down and poor, so you will never know!
[00:28:16.822 --> 00:28:20.864]  And you'll be walled off forever, as the jet copters fly above you.
[00:28:21.865 --> 00:28:27.547]  Off of their big walled, rural compounds, while you live in big, agenda 21, controlled cities.
[00:28:27.587 --> 00:28:34.851]  This is the admitted, globalist plan, where you can't have a car, you can't have air conditioning, but it's liberal, so it's okay.
[00:28:36.280 --> 00:28:38.881]  Come back with Roger Stone, but I, at first, am going to play the clip of Larry Nichols.
[00:28:40.341 --> 00:28:42.542]  That guy is, that guy's the real deal, folks.
[00:28:42.562 --> 00:28:43.162]  Let me just tell you.
[00:28:43.863 --> 00:28:44.223]  Let me tell you.
[00:28:44.283 --> 00:28:47.104]  That guy was in black ops for the CIA all over the world.
[00:28:47.684 --> 00:28:49.905]  And that guy was a hitman for the Clintons, okay?
[00:28:50.445 --> 00:28:51.025]  He was their handler.
[00:28:52.946 --> 00:28:54.346]  And then he wouldn't go along with killing kids.
[00:28:54.366 --> 00:28:55.247]  He's like Tony Montana.
[00:28:55.287 --> 00:28:56.067]  So they got rid of him.
[00:28:56.087 --> 00:28:56.587]  He exposed him.
[00:28:57.147 --> 00:28:58.708]  He knows every move because he trained him.
[00:28:59.949 --> 00:29:01.090]  We'll be back, ladies and gentlemen.
[00:29:01.131 --> 00:29:02.292]  He called it on the FBI.
[00:29:02.332 --> 00:29:03.554]  He dead nailed it 100%.
[00:29:03.594 --> 00:29:03.894]  A hole in one.
[00:29:18.829 --> 00:29:26.754]  Anthony Gucciardi joins us to talk about Bio PCA, the latest formula to be announced and released by Infowarslife.com.
[00:29:26.794 --> 00:29:28.755]  Now, this is our 20th product.
[00:29:29.516 --> 00:29:36.420]  We can easily go out to a major vitamin or supplement company and private label a thousand different products.
[00:29:37.020 --> 00:29:42.804]  But it's taken us four plus years to even come out with 20, because we private label some, but we also develop
[00:29:43.698 --> 00:29:53.462]  Many of the products originally were some of the top labs in the country, so that they're true game changers, they're organic, they're proven as safe, and they're also very affordable.
[00:29:53.482 --> 00:29:55.622]  Exactly, you talk about being a game changer, right?
[00:29:55.642 --> 00:30:00.304]  You talk about, we're in an industry where we talk to the industry leaders, we've both talked to them.
[00:30:00.604 --> 00:30:06.507]  They have conveyor belts of herbs falling on the ground, and they have someone come and sweep them up and put them back on the conveyor belt.
[00:30:06.847 --> 00:30:07.247]  They have
[00:30:08.007 --> 00:30:15.818]  Uh, individuals that are hired only to save money and get the lowest quality junk and put it in as many capsules as possible so they can make the highest profit margins.
[00:30:16.198 --> 00:30:16.359]  Okay?
[00:30:16.679 --> 00:30:17.801]  We refuse to screw people.
[00:30:18.141 --> 00:30:19.102]  We refuse to do that.
[00:30:19.503 --> 00:30:22.146]  We actually want to make something that's good.
[00:30:22.227 --> 00:30:24.169]  We're producing something we want to take.
[00:30:24.249 --> 00:30:24.670]  Exactly.
[00:30:24.790 --> 00:30:26.071]  We're looking for the best.
[00:30:26.131 --> 00:30:30.994]  We went out and searched for the best to private label, and most of the time found out it wasn't available.
[00:30:31.194 --> 00:30:34.856]  So we go to these big firms and say, we want to make the dream formula.
[00:30:34.876 --> 00:30:40.860]  Bio PCA, for example, one of the ingredients is silica, and it's from bamboo extract.
[00:30:41.140 --> 00:30:42.361]  It's everywhere.
[00:30:42.541 --> 00:30:43.221]  It's in nature.
[00:30:43.281 --> 00:30:45.362]  It's an essential part of being healthy, right?
[00:30:45.743 --> 00:30:51.766]  Just this bottle of silica, okay, again, one ingredient, in a lower amount that's even in our product, is $35.
[00:30:52.947 --> 00:30:58.210]  They're charging more than what we charge when they have one ingredient that's less than ours.
[00:30:58.230 --> 00:30:58.891]  This is insane.
[00:30:58.911 --> 00:31:08.057]  When I told him we wanted 10,000 micrograms, he goes, okay, I get that you guys want to do, you know, high power stuff, but why don't you just do 3,000 and then you can sell, you know, multiple bottles of it.
[00:31:08.097 --> 00:31:08.977]  People will buy more of it.
[00:31:08.997 --> 00:31:09.918]  I was like, no, let's do 10.
[00:31:10.058 --> 00:31:10.238]  Okay.
[00:31:10.678 --> 00:31:11.559]  Compare that to this.
[00:31:11.779 --> 00:31:13.180]  This is a $50 product.
[00:31:13.200 --> 00:31:16.722]  One of the leaders in the industry has 3,000 micrograms of biotin.
[00:31:16.822 --> 00:31:16.942]  Okay.
[00:31:16.962 --> 00:31:17.263]  We have 10,000.
[00:31:17.323 --> 00:31:18.403]  This is $50, $48 to be exact.
[00:31:20.845 --> 00:31:22.706]  There's no script, no teleprompter, I'll just be honest with you.
[00:31:23.107 --> 00:31:28.370]  My problem is, with 20 products now, it's remembering to take them all.
[00:31:28.390 --> 00:31:32.233]  Because when I do, I have great days, great weeks, a great life.
[00:31:32.673 --> 00:31:41.380]  When I forget to take the X2, a super male, or the lung cleanse, or to do a liver cleanse, or to take this product, my quality of life just isn't as good.
[00:31:41.460 --> 00:31:42.540]  It's changed my life.
[00:31:42.640 --> 00:31:44.882]  I looked like Jabba the Hutt four years ago.
[00:31:45.222 --> 00:31:47.084]  I was swimming two miles some days a day.
[00:31:47.484 --> 00:31:49.826]  I was jogging, lifting weights, I couldn't lose the weight.
[00:31:50.726 --> 00:31:57.814]  I went on what Mother Nature gave us, and it's changed my life, and it's also helped the InfoWar change the country and the world.
[00:31:58.194 --> 00:31:58.955]  It's a win-win.
[00:31:59.436 --> 00:32:00.217]  InfoWarsLife.com.
[00:32:10.177 --> 00:32:17.282]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[00:32:17.643 --> 00:32:30.852]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[00:32:31.793 --> 00:32:43.027]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotics strains that are known to support digestion and intestinal function.
[00:32:43.688 --> 00:32:49.655]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[00:32:50.396 --> 00:32:58.798]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[00:32:59.418 --> 00:33:07.679]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[00:33:12.960 --> 00:33:15.601]  You're listening to the Alex Jones Show.
[00:33:25.848 --> 00:33:31.453]  Hello, this is Hank Hill, and I'm telling you what, you need to listen to Alex Jones.
[00:33:33.274 --> 00:33:40.180]  Infowars.com.
[00:33:40.460 --> 00:33:46.705]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:50.259 --> 00:33:53.822]  Alright, coming up, we're going to have Roger Stone on with us.
[00:33:54.203 --> 00:33:56.165]  He's on NBC News right now.
[00:33:56.945 --> 00:33:59.428]  They're talking about the fact that a federal court did say no.
[00:33:59.448 --> 00:34:05.493]  Donald Trump and Roger Stone's poll watching program, an exit poll program, is not voter intimidation.
[00:34:05.634 --> 00:34:06.655]  So that's been struck down.
[00:34:09.057 --> 00:34:11.659]  There is massive evidence of election fraud pouring in.
[00:34:11.719 --> 00:34:12.980]  Larry Nichols has warned of this.
[00:34:13.920 --> 00:34:16.002]  Again, explain how they bust the people around to vote.
[00:34:16.102 --> 00:34:20.866]  Now we have all these election officials and Democrats admitting they have people voting 10 times apiece.
[00:34:21.827 --> 00:34:24.970]  We have the Washington Post saying, of course illegals are voting.
[00:34:25.210 --> 00:34:26.411]  They're going to decide the election.
[00:34:26.451 --> 00:34:27.492]  I just showed you that article.
[00:34:28.293 --> 00:34:31.336]  I have Obama saying, look, illegals, go ahead and vote.
[00:34:32.116 --> 00:34:38.782]  You're not going to get in trouble because even if you're an illegal, voting makes you a citizen, which is what the reporter
[00:34:39.795 --> 00:34:40.615]  Had just said to him.
[00:34:41.276 --> 00:34:43.397]  If you just joined us, it was the most astonishing video.
[00:34:43.897 --> 00:34:48.740]  This is the level of mind control that we've gotten to in this country.
[00:34:49.760 --> 00:34:51.741]  And then they say, why are you racist?
[00:34:51.861 --> 00:34:54.963]  Okay, racist, uh, an illegal isn't a race.
[00:34:56.544 --> 00:34:58.325]  I mean, sure, they're predominantly from China now.
[00:34:59.025 --> 00:35:00.126]  China surpassed Mexico.
[00:35:00.986 --> 00:35:05.028]  But it's just people coming in and then they're just instantly allowed to vote.
[00:35:05.068 --> 00:35:05.629]  What the hell?
[00:35:05.869 --> 00:35:07.029]  But I can't go to their country.
[00:35:07.049 --> 00:35:08.150]  And it's just like, shut up, racist.
[00:35:11.653 --> 00:35:34.860]  Meanwhile, Larry Nichols told us this, he said it last Sunday, and he told me in some other interviews we did, he said they're going to come out Saturday or Sunday, they're going to distract away from WikiLeaks, and all the bombshells, the fact that she was caught lying, the fact that she was caught in there saying we've got to cover this up, this is illegal, the paper play, the FBI's got a problem.
[00:35:35.748 --> 00:35:38.549]  They've got to prosecute her or there's no justice in this country.
[00:35:38.809 --> 00:35:41.830]  They're sending generals to jail, as we speak, that did one one-millionth.
[00:35:41.910 --> 00:35:42.970]  I mean, that did nothing.
[00:35:43.450 --> 00:35:46.471]  Hillary's got her maid printing off her secret documents and doing stuff with them.
[00:35:46.491 --> 00:35:50.433]  She's, you know, Sandy Berger sneaking secret documents out in his underwear and not getting in trouble.
[00:35:50.733 --> 00:35:52.713]  They're busy selling it to, you know, foreign countries.
[00:35:53.214 --> 00:35:54.174]  All that's okay!
[00:35:56.135 --> 00:35:57.215]  Because she's a woman, see?
[00:35:57.896 --> 00:36:01.638]  Just like it's okay if you're a foreigner, because anybody who's not American is good.
[00:36:02.198 --> 00:36:06.080]  As long as you're from somewhere else, have your baby free, vote, you get to be a citizen.
[00:36:06.320 --> 00:36:10.482]  Now, we can't go to your country and do that, but it's okay, because this is American hospitality.
[00:36:12.422 --> 00:36:17.005]  American hospitality is like, you know, give them your wife, your kids, your house, and just blow your brains out.
[00:36:18.985 --> 00:36:20.486]  Or Alec Baldwin will call you a racist.
[00:36:20.526 --> 00:36:24.228]  Well, I mean, who cares if that joke calls you something?
[00:36:25.933 --> 00:36:26.974]  These are traitors, folks.
[00:36:27.414 --> 00:36:34.697]  These are elites that are tax-exempt, that are creating chaos and creating permanent underclasses, and they're waging war against the American people.
[00:36:34.978 --> 00:36:37.659]  And Donald Trump 110% gets it, and is saying it.
[00:36:37.679 --> 00:36:46.624]  That's why, whether he wins or loses, he's won because he's brought forward how the operation really works, how we've been screwed over, and what really has happened.
[00:36:49.385 --> 00:36:52.907]  The bigger question is, how do we, the producers, start withdrawing from the system
[00:36:54.073 --> 00:36:58.077]  And just having a revolution of non-compliance, because I'm ready to do it.
[00:36:59.818 --> 00:37:02.000]  The police aren't perfect, but they're more in the game than the general public.
[00:37:02.040 --> 00:37:02.701]  They're ready to do it.
[00:37:02.961 --> 00:37:04.062]  The military's ready to do it.
[00:37:07.125 --> 00:37:10.828]  It's truly a saddening time to see all of this unfolding.
[00:37:12.329 --> 00:37:13.911]  But Donald Trump, ladies and gentlemen,
[00:37:15.020 --> 00:37:17.061]  is set to win in a giant landslide.
[00:37:17.121 --> 00:37:30.606]  He is ahead two to ten points now in every battleground state, in mainline, cheating polls, ABC, Reuters, Bloomberg, who all sample 9, 12, 16, 20, 30, 50 points.
[00:37:31.287 --> 00:37:33.728]  They are sampling in the average CNN poll.
[00:37:33.788 --> 00:37:34.628]  Look it up yourself.
[00:37:34.928 --> 00:37:36.189]  Click on the methodology of the poll.
[00:37:36.369 --> 00:37:37.669]  When you see the poll, click.
[00:37:37.769 --> 00:37:39.210]  There'll be five pages of crap.
[00:37:39.250 --> 00:37:39.490]  Read it.
[00:37:41.018 --> 00:37:45.341]  They are sampling and CNN polls on average 30 plus points for Hillary.
[00:37:46.742 --> 00:37:51.826]  And Hillary now has a two point lead with 30 plus points added.
[00:37:51.906 --> 00:37:52.567]  CNN's the worst.
[00:37:52.927 --> 00:38:00.513]  I've seen them do on debate nights 46 points more.
[00:38:00.993 --> 00:38:02.274]  Did you just hear me?
[00:38:02.294 --> 00:38:08.279]  46% more Democrats than Republicans and then she's only winning by 68%.
[00:38:10.475 --> 00:38:11.495]  That doesn't even make sense.
[00:38:11.555 --> 00:38:16.656]  He should almost be zero, except about 25% in that particular poll were independents.
[00:38:16.676 --> 00:38:27.538]  So that's how they were saying, you know, that they did this massively larger number for Democrats because they had such a small sampling rate, what, 24% for Republicans.
[00:38:29.338 --> 00:38:30.118]  This is how they're doing it.
[00:38:30.138 --> 00:38:31.199]  They're totally rigging it.
[00:38:31.419 --> 00:38:32.959]  This country is in total revolution.
[00:38:33.279 --> 00:38:38.120]  Hillary has LeBron James come out, NBA superstar, and they had 300 to 400 people.
[00:38:39.912 --> 00:38:49.175]  Cleveland PD, and I mean high-level, estimated the crowd of actual people that came in, not mentioning Secret Service and her operatives, that they numbered at 200.
[00:38:50.896 --> 00:39:00.439]  Well, I mean the text is 300 in her crowd, and another maybe 400 in her entourage, but they're estimating 300 people that came in that they had to basically wand and check.
[00:39:00.459 --> 00:39:04.120]  300 people, and the word is from the police, they were having to pay them.
[00:39:04.680 --> 00:39:06.781]  I've got it all right here, I'm not going to show you the
[00:39:07.881 --> 00:39:16.267]  Whole text, obviously, for TV viewers, because it's a group text with different police officers and other folks involved, but let me just show you this without the whole text history.
[00:39:16.988 --> 00:39:21.191]  This is the crowd as LeBron James spoke for TV viewers.
[00:39:22.973 --> 00:39:26.075]  Okay, a couple hundred here, people in the bleachers, maybe 700.
[00:39:26.375 --> 00:39:29.177]  300 that came in that weren't part of her operation.
[00:39:32.060 --> 00:39:35.102]  Let me just read you this without actually showing it, so I don't show any of these phone numbers.
[00:39:39.500 --> 00:39:40.161]  Let me read this to you.
[00:39:43.603 --> 00:39:45.725]  Ah, it's stuff about communists that want to kill me.
[00:39:45.785 --> 00:39:46.726]  Blah, blah, blah.
[00:39:47.527 --> 00:39:47.867]  There it is.
[00:39:48.267 --> 00:39:50.829]  At Hillary's rally, they said they're expecting 2K.
[00:39:51.290 --> 00:39:54.532]  Barely 300 here, and that's with LeBron making an appearance.
[00:39:54.572 --> 00:39:54.933]  Pathetic.
[00:39:55.393 --> 00:39:57.115]  Let's see what the media say.
[00:39:58.676 --> 00:40:01.178]  LeBron is supposed to cancel.
[00:40:01.878 --> 00:40:06.082]  Her staff is on the street trying to beg people to come in from a friend.
[00:40:06.362 --> 00:40:06.983]  Hope all's well.
[00:40:09.107 --> 00:40:10.648]  Now, later, 700 total.
[00:40:11.909 --> 00:40:13.590]  Most of them, though, are part of her honorage.
[00:40:14.711 --> 00:40:18.154]  They're inviting all the drunks from the Browns game to come in.
[00:40:20.015 --> 00:40:21.796]  And then, Comey just cleared Hillary.
[00:40:23.117 --> 00:40:23.437]  Again.
[00:40:26.580 --> 00:40:31.003]  They're telling all the black Browns fans to come and see LeBron speak, but they're refusing to.
[00:40:31.323 --> 00:40:32.804]  The whole crowd is basically white.
[00:40:35.326 --> 00:40:36.467]  Blacks in Cleveland hate her.
[00:40:40.902 --> 00:40:41.503]  Oh my God.
[00:40:41.863 --> 00:40:45.067]  This is the type of stuff I'm getting so much of it, I can't even keep track of it.
[00:40:48.171 --> 00:40:50.714]  What a country, what a world, what have we become?
[00:40:50.934 --> 00:40:52.196]  What have we become?
[00:40:53.517 --> 00:40:59.805]  And Larry Nichols, insider, managed the Clintons, ran them.
[00:41:01.138 --> 00:41:01.958]  For the CIA.
[00:41:02.038 --> 00:41:05.080]  Nichols is not supposed to say that or they'll come kill him, but that's what he did as a Green Beret.
[00:41:05.100 --> 00:41:06.800]  That's what they have as like handlers for people.
[00:41:07.341 --> 00:41:19.466]  And he said last week that, the word is Alex, this is from a Supreme Court Justice, that next Saturday or Sunday they're gonna declare the whole thing's over and it's meant to just take away from WikiLeaks.
[00:41:19.866 --> 00:41:20.926]  And boy was he dead on.
[00:41:21.146 --> 00:41:22.347]  Here's part of that clip as we got a break.
[00:41:23.527 --> 00:41:25.448]  Looking guns that we have right in front of us.
[00:41:25.908 --> 00:41:26.789]  Absolutely ma'am.
[00:41:27.577 --> 00:41:31.979]  They're trying to back us off of curtailing voter fraud, or at least staying after it.
[00:41:32.079 --> 00:41:36.362]  They're trying to give the media an excuse to stay away from WikiLeaks.
[00:41:37.462 --> 00:41:40.504]  Now, Comey was given an option, apparently.
[00:41:40.524 --> 00:41:47.227]  He had explained to him, and the reason I know I believe this is because I did it to people, Alex, when I was with them.
[00:41:47.947 --> 00:41:51.509]  Somebody went to him and said, you know, Jim, here's the deal, buddy.
[00:41:52.590 --> 00:41:54.791]  If Hillary loses, you're toast.
[00:41:55.316 --> 00:42:01.987]  Your name is toast, your career is toast, you're done, and there's a good chance if an investigation ensues, you will be the one going to jail.
[00:42:03.149 --> 00:42:06.414]  Now, the best thing for you to do is to help us.
[00:42:07.075 --> 00:42:07.977]  We had no choice.
[00:42:08.780 --> 00:42:13.261]  So, he participates in bringing out this, this uh, this diversion.
[00:42:13.281 --> 00:42:14.402]  These emails, this diversion.
[00:42:14.622 --> 00:42:15.682]  No, no, no, let me stop you.
[00:42:15.722 --> 00:42:21.084]  Six months ago, when the Loretta Lynch thing happened, he was saying for a year, there will be no indictment, there will be no indictment.
[00:42:21.204 --> 00:42:27.105]  Bill Clinton gave her a letter, a list of FBI people and prosecutors they got dirt on, and boy, you were proven right.
[00:42:27.546 --> 00:42:30.506]  So you're saying again, you know, what transpired?
[00:42:31.107 --> 00:42:31.327]  Yeah.
[00:42:31.587 --> 00:42:35.108]  Now, the plan is, and you'll notice that even
[00:42:35.968 --> 00:42:39.030]  When they did this, the miraculous change took place.
[00:42:39.170 --> 00:42:44.514]  Number one, Mr. Good God, James Comey, who everybody says is Mr. Impeccable.
[00:42:45.094 --> 00:42:47.596]  The first thing he does is he breaks the 60-day rule.
[00:42:47.616 --> 00:42:54.941]  60-day rule means going back to... We're going to come back with more of this than Roger Stone straight ahead.
[00:42:54.981 --> 00:42:59.004]  Somewhere in this hour-long interview, he says, it'll be Saturday or it'll be Sunday.
[00:42:59.264 --> 00:43:00.805]  It'll be totally exonerated.
[00:43:04.600 --> 00:43:04.960]  Again.
[00:43:05.841 --> 00:43:07.162]  Well, I'll tell you more when we come back.
[00:43:09.343 --> 00:43:10.664]  We're red on Election Day.
[00:43:10.784 --> 00:43:13.745]  Perhaps the biggest election in American history is just days away.
[00:43:13.885 --> 00:43:18.488]  We know that in past elections, there have been thousands of cases of voter fraud and election fraud.
[00:43:18.508 --> 00:43:25.752]  From dead people voting, to people registering false identifications, to government leaders providing fast-track amnesty to give illegal immigrants votes.
[00:43:25.932 --> 00:43:27.393]  This is happening right in front of us.
[00:43:27.593 --> 00:43:31.996]  Now we are seeing the establishment send all its hitmen after the Republican nominee, Donald Trump.
[00:43:32.056 --> 00:43:33.957]  Government shills are campaigning for Clinton.
[00:43:34.057 --> 00:43:37.239]  Mainstream news attacking Donald Trump all day like rabbit hounds.
[00:43:37.439 --> 00:43:44.182]  Rigged polls being broadcast daily to provide the fake optics that Hillary Clinton is actually winning and to discourage people from voting Trump.
[00:43:44.302 --> 00:43:46.863]  Fake celebrities endorsing Clinton across all platforms.
[00:43:47.083 --> 00:43:50.305]  So with all this, what are we doing to keep this election from being stolen?
[00:43:50.545 --> 00:43:52.346]  What can we do to prevent election fraud?
[00:43:52.546 --> 00:43:55.648]  I propose that all Donald Trump supporters wear red on Election Day.
[00:43:55.768 --> 00:43:59.530]  On November 8th, when you head to the polls to vote Donald Trump, be decked out in red.
[00:43:59.630 --> 00:44:05.674]  This way, just as we dominated in rally turnout, we can prove and provide the optics that we also dominated in voter turnout.
[00:44:05.774 --> 00:44:08.656]  Wear red on Election Day, and Make America Great Again!
[00:44:09.156 --> 00:44:13.518]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[00:44:13.618 --> 00:44:24.564]  We've had so many requests over the years for selenium, and just recently, we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[00:44:24.724 --> 00:44:29.667]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:44:29.767 --> 00:44:32.289]  It helps balance the thyroid gland.
[00:44:32.349 --> 00:44:33.850]  It helps detoxify.
[00:44:34.050 --> 00:44:36.912]  Selenium is another one of those absolute must-haves.
[00:44:36.952 --> 00:44:41.695]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:44:41.735 --> 00:44:45.858]  As a matter of fact, there's 25 genes in the body that are directly
[00:44:46.278 --> 00:44:47.939]  ...dependent upon selenium.
[00:44:47.979 --> 00:44:53.282]  So it really is a all-around nutrient that everybody really needs.
[00:44:53.402 --> 00:44:54.823]  I'm taking it now, every day.
[00:44:55.023 --> 00:44:55.763]  This is so key.
[00:44:56.003 --> 00:45:00.305]  BioTrue Selenium is the product, the best selenium that we could bring you.
[00:45:00.325 --> 00:45:02.427]  We believe it's the best out there at a very, very low price.
[00:45:02.567 --> 00:45:06.008]  Exclusively available at Infowarslife.com or by calling toll-free 888-253-3139.
[00:45:09.250 --> 00:45:09.730]  Not a group.
[00:45:09.770 --> 00:45:11.171]  You developed Living Defense for us.
[00:45:11.191 --> 00:45:12.292]  It took you over a year to do it.
[00:45:12.552 --> 00:45:13.473]  Why is this so good?
[00:45:13.753 --> 00:45:18.997]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:45:19.097 --> 00:45:32.646]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:45:32.706 --> 00:45:34.087]  Right now with all the refugees,
[00:45:34.847 --> 00:45:36.448]  Uh, spreading disease around.
[00:45:36.509 --> 00:45:38.991]  We have biological warfare going on everywhere.
[00:45:39.091 --> 00:45:40.352]  These are all parasites.
[00:45:40.392 --> 00:45:41.493]  Tell us about all the stuff that's in it.
[00:45:41.513 --> 00:45:42.574]  There's so many things that are in it.
[00:45:42.854 --> 00:45:47.177]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[00:45:47.378 --> 00:45:50.560]  I recommend doing a parasite cleanse at least twice a year.
[00:45:50.660 --> 00:45:53.743]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[00:45:53.763 --> 00:45:54.764]  It just came back in yesterday.
[00:45:54.824 --> 00:45:56.705]  Living Defense, Infowarslife.com.
[00:45:56.745 --> 00:45:57.786]  And folks, you can't lose.
[00:45:57.806 --> 00:45:59.868]  It's full of stuff that's great for your body, period.
[00:46:00.508 --> 00:46:00.729]  And, uh,
[00:46:01.390 --> 00:46:02.352]  You support the broadcast.
[00:46:02.432 --> 00:46:03.535]  Infowarslive.com.
[00:46:03.776 --> 00:46:05.681]  Thank you, Dr. Groot from the Global Healing Center.
[00:46:06.042 --> 00:46:08.007]  Thank you so much for all your work, sir, on this great product.
[00:46:09.326 --> 00:46:13.190]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[00:46:13.490 --> 00:46:20.797]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[00:46:20.957 --> 00:46:31.948]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:46:32.409 --> 00:46:39.958]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[00:46:40.258 --> 00:46:49.570]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[00:46:49.870 --> 00:46:54.072]  This formula is the platinum standard of multivitamin mineral products.
[00:46:54.332 --> 00:47:01.055]  The ingredients in Vitamin Mineral Fusion are either plant derived or of the highest quality lab standard.
[00:47:01.395 --> 00:47:02.535]  That means it's clean.
[00:47:02.856 --> 00:47:03.936]  That means it's pure.
[00:47:04.076 --> 00:47:06.797]  At SimpleWorstLife.com and Vitamin Mineral Fusion.
[00:47:06.917 --> 00:47:08.638]  Take action now before we sell out.
[00:47:13.340 --> 00:47:15.941]  You're listening to the Alex Jones Show.
[00:47:34.486 --> 00:47:35.947]  We are on the march.
[00:47:36.287 --> 00:47:38.708]  The Empire is on the run.
[00:47:39.449 --> 00:47:43.211]  Alex Jones and the GCN Radio Network.
[00:47:43.691 --> 00:48:00.440]  By the way, we were sitting around talking about brainwashing earlier because that's how you can basically decipher what's happened to the public that actually buys into Hillary's bull.
[00:48:01.701 --> 00:48:07.924]  And we were making the joke that everybody thinks that anybody that's a good public speaker must know neuro-linguistic programming.
[00:48:08.445 --> 00:48:09.605]  Something I've never studied.
[00:48:10.306 --> 00:48:15.848]  And then these idiots online say Alex Jones is involved in neuro-linguistic programming.
[00:48:16.389 --> 00:48:18.850]  Do you know who's involved in neuro-linguistic programming?
[00:48:18.870 --> 00:48:22.632]  Because I went and looked into it ten years ago and I kept hearing when I was using it.
[00:48:24.192 --> 00:48:25.092]  I need a little newsflash.
[00:48:25.732 --> 00:48:31.074]  Someone yelling, someone saying wake up, someone changing the pitch of their voice up and down.
[00:48:31.674 --> 00:48:35.735]  What's funny about it is I'm the opposite of neuro-linguistic programming.
[00:48:35.815 --> 00:48:41.636]  I'm trying to get you to get out of your thought pattern that you've been set in and to think for yourself.
[00:48:42.297 --> 00:48:43.897]  I'm here to raise your brainwaves.
[00:48:44.997 --> 00:48:51.859]  National Public Radio, though, admittedly, does train their top people in hypnotism and that's what they're doing.
