[00:00:10.931 --> 00:00:11.532]  Is the U.S.
[01:05:28.693 --> 01:05:35.316]  Survivors, survivors, and there's a difference because there are a lot of people who are still victims of rape and sex abuse.
[01:05:35.456 --> 01:05:41.139]  And I intend, after this election, to continue to talk about this because it's a scourge on our country.
[01:05:41.599 --> 01:05:51.864]  Some people have survived, some people are thriving, some people have gotten healing, and some people, like Billy and Hillary, have not gotten healing and they are projecting their problems onto the American public.
[01:05:51.984 --> 01:05:57.067]  And she is incompetent, she hates people, so how can you hate people and get anything accomplished?
[01:05:57.387 --> 01:06:03.370]  You need to work with people, as I did with Lawyers for Affordable Housing, to get 350 volunteer lawyers.
[01:06:03.610 --> 01:06:07.412]  You think it's hard to run a company with 350 employees?
[01:06:07.672 --> 01:06:10.373]  Try 350 volunteers, okay?
[01:06:10.713 --> 01:06:14.595]  So you have to be able to work with people, and she cannot do this.
[01:06:14.995 --> 01:06:20.057]  She is racist, and everything she says about racism is projection.
[01:06:20.077 --> 01:06:21.778]  I never heard her personally do this.
[01:06:21.838 --> 01:06:25.780]  What I heard was Billy talk about the warden doing this, and the warden was his
[01:06:26.985 --> 01:06:28.999]  Shall we say pet name for his wife?
[01:06:30.228 --> 01:06:30.748]  The warden.
[01:06:31.149 --> 01:06:41.954]  And when I maybe would go to see him at the governor's mansion, one of the troopers would call and say the warden's not gone yet because they kind of picked up on it and they liked that too.
[01:06:42.294 --> 01:06:53.460]  So everything that you read by former Secret Service, former Arkansas State Police, people talking about Hillary and the way she is, believe it, people, it is true.
[01:06:53.640 --> 01:06:56.521]  And the thing of it is, her actions are so egregious.
[01:06:56.841 --> 01:06:57.642]  How could you believe it?
[01:06:58.482 --> 01:07:00.903]  The big problem is that the problem is so big.
[01:07:01.243 --> 01:07:02.744]  Who can wrap their minds around it?
[01:07:03.084 --> 01:07:06.826]  Except someone who grew up in Hot Springs or maybe Chicago or New Orleans.
[01:07:07.266 --> 01:07:11.688]  But this is not normal for America and it's not the way the United States should be.
[01:07:12.668 --> 01:07:16.710]  The Clintons are trying to turn the United States into a third world country.
[01:07:17.430 --> 01:07:19.731]  And speaking of third world countries, look at Haiti.
[01:07:20.071 --> 01:07:25.253]  They stole millions and millions of dollars that was sent to the Clinton Foundation for the Haitians.
[01:07:25.854 --> 01:07:25.253]  90, 90, 96%.
[01:07:27.234 --> 01:07:30.256]  The Haitians are picketing the Clinton headquarters in Newark.
[01:07:30.876 --> 01:07:32.076]  Is anyone covering that?
[01:07:32.316 --> 01:07:33.097]  But at a gut level...
[01:07:34.332 --> 01:07:38.297]  Honestly, as I said in the book, sometimes I feel sorry for Hillary.
[01:07:38.598 --> 01:07:38.898]  I do.
[01:07:39.239 --> 01:07:42.884]  She has spent her whole life running for this office.
[01:07:43.064 --> 01:07:45.768]  This is the entire focus of her addiction.
[01:07:46.108 --> 01:07:50.314]  However, I do not admire it any more than I admire
[01:07:51.440 --> 01:07:59.606]  A drug addict who gets up in the middle of the night and comes to break in my house to steal jewelry or anything else to sell to fix his habit.
[01:07:59.666 --> 01:08:05.991]  She has sold the United States to fix her habit, her addiction for power and money.
[01:08:06.011 --> 01:08:09.494]  She has made this clear in her writings and in her speeches all along.
[01:08:12.958 --> 01:08:14.420]  We are on the march.
[01:08:14.800 --> 01:08:17.263]  The Empire is on the run.
[01:08:17.964 --> 01:08:21.648]  Alex Jones and the GCN Radio Network.
[01:08:48.309 --> 01:08:52.367]  Remove Donald Trump from the equation and just look at
[01:08:54.264 --> 01:09:12.533]  Dozens of foreign governments, including the Communist Chinese, talk about abuse of women, forced abortions, killing newborn babies, treating women as third-class citizens, killing Buddhist monks, killing people that are caught practicing Buddhist exercises, selling their organs, but not a word from the liberal trendies.
[01:09:13.213 --> 01:09:21.237]  I mean, to the liberals' credit, back in the 80s and 90s, there was criticism of Tiananmen Square and the one-child policy, but not now.
[01:09:22.077 --> 01:09:24.359]  His authoritarianism is so in vogue.
[01:09:26.241 --> 01:09:29.263]  And you've got all these foreign leaders and the corrupt Pope.
[01:09:30.204 --> 01:09:37.530]  And you've got the Saudi Arabian Mafia and just all these groups telling us we can't have Donald Trump.
[01:09:37.550 --> 01:09:41.794]  And we've got the IMF and World Bank and the UN coming in with the EU security force.
[01:09:42.034 --> 01:09:46.418]  That's in Reuters again today to oversee our election because it's evident the Russians are going to steal it.
[01:09:49.155 --> 01:09:51.817]  There's no election fraud, and it doesn't exist, and Trump's insane.
[01:09:52.697 --> 01:10:00.923]  But the OECD security unit from the EU is here because they're worried about Trump supporters trying to intimidate voters.
[01:10:01.243 --> 01:10:14.451]  I've got Reuters, AP, you name it, here today saying today, 13 days out, that Trump's planning to steal the election, but he's insane when he first raised the issue of election integrity.
[01:10:15.332 --> 01:10:18.534]  Again, we've reached this otherworldly place.
[01:10:20.009 --> 01:10:22.271]  Where we're now into Data Dump 17 from WikiLeaks.
[01:10:22.331 --> 01:10:34.979]  Joe Biggs was just showing me more emails on top of the last four or five data dumps where POTUS, President of the United States, is using a pen name, a nom de plume, as French, coup d'etat, which is French for coup d'etat.
[01:10:35.059 --> 01:10:36.821]  It's a joke from the movie Hop, pretty funny kids movie.
[01:10:38.593 --> 01:10:50.044]  And you've got all these establishment people just running around foaming at the mouth and begging to show me new emails where they actually say, Oh my God, they know that POTUS is communicating with her via the server.
[01:10:50.084 --> 01:10:51.305]  We've got to cover this up.
[01:10:51.325 --> 01:10:54.668]  It actually says, we've got to cover this up and clean this up.
[01:10:55.209 --> 01:10:55.909]  That is 100%.
[01:10:59.810 --> 01:11:16.657]  Pure felonies, up one side and down the other, knowingly committing crimes, using a Nome Diplom to circumvent the Freedom of Information Act, and to get around Congress, and to get around the people, and to get around all of this, and then they're caught.
[01:11:18.558 --> 01:11:19.298]  The smoking gun.
[01:11:19.358 --> 01:11:21.519]  Cheryl Mills tells Podesta we need to clean this up.
[01:11:21.619 --> 01:11:23.460]  Obama has emails from her.
[01:11:26.394 --> 01:11:26.955]  That's today.
[01:11:26.995 --> 01:11:28.336]  That just broke Zero Hedge.
[01:11:28.876 --> 01:11:29.877]  I didn't even know it was up yet.
[01:11:29.997 --> 01:11:31.018]  It just came out this morning.
[01:11:31.338 --> 01:11:32.539]  Biggs has got the emails as well.
[01:11:32.559 --> 01:11:40.446]  He's going to come in here and cover it briefly at the bottom of the hour with Gerald Cilente, who's about to join us from his studios in Kingston, New York.
[01:11:41.607 --> 01:11:44.390]  But for me, it's just so crazy.
[01:11:44.770 --> 01:11:45.851]  There's new emails out.
[01:11:46.652 --> 01:11:48.573]  This is an article just went up on InfoWars.com.
[01:11:48.994 --> 01:11:52.437]  Clinton campaign admits making false claims against Trump.
[01:11:55.427 --> 01:11:57.869]  And then they're in the emails admitting it's basically all fake.
[01:11:57.909 --> 01:12:00.292]  Just like they admit in the Podesta email that came out yesterday.
[01:12:00.312 --> 01:12:02.114]  We've got to get ahead of this.
[01:12:02.774 --> 01:12:05.757]  We've got to get with all the major pollsters and tell them to over-sample.
[01:12:05.877 --> 01:12:07.939]  So it looks like Hillary's the winner early on.
[01:12:07.959 --> 01:12:12.524]  They over-sampled the ABC poll yesterday.
[01:12:12.544 --> 01:12:14.946]  In Florida, she wins by 12 points.
[01:12:15.667 --> 01:12:16.487]  They over-sampled 12 points.
[01:12:19.107 --> 01:12:21.190]  They oversample 45, 50 points in some.
[01:12:21.230 --> 01:12:28.021]  This is so... I don't know what to call this because, I mean, I know he's been a best-selling author, was a lobbyist before that, worked in and out of government.
[01:12:28.322 --> 01:12:29.103]  Really smart guy.
[01:12:29.123 --> 01:12:30.926]  Gerald Cilente, TrendsResearch.com.
[01:12:32.728 --> 01:12:36.429]  He wants to get into their hypocrisy today, which is something I should have done.
[01:12:36.449 --> 01:12:39.451]  I'm glad he wanted to do this, because we never prescript what he's going to cover.
[01:12:39.471 --> 01:12:40.571]  I always know he has something amazing.
[01:12:40.951 --> 01:12:42.572]  It's kind of like great restaurants you go to.
[01:12:42.712 --> 01:12:43.412]  There's not even a menu.
[01:12:43.432 --> 01:12:44.393]  They just say, hey, you're going to like it.
[01:12:44.993 --> 01:12:49.134]  And he's got this whole deal of clips we're going to play where these rappers are saying, I'm drugging women.
[01:12:49.194 --> 01:12:49.815]  I'm raping them.
[01:12:49.855 --> 01:12:50.515]  You know, it's great.
[01:12:50.775 --> 01:12:53.536]  And then meanwhile, they're hanging out with Michelle and Obama.
[01:12:54.156 --> 01:12:54.857]  And then meanwhile,
[01:12:55.837 --> 01:12:58.478]  She comes out and gives this big speech that Glenn Beck and everybody else lauded.
[01:12:58.498 --> 01:12:59.698]  Oh, it was the best speech ever.
[01:12:59.718 --> 01:13:02.159]  Talking about, oh, the misogynistic behavior of Donald Trump.
[01:13:02.439 --> 01:13:03.439]  We won't put up with that.
[01:13:03.940 --> 01:13:11.062]  When you're the ones literally pushing the hip-hop gangster culture that is about the worst culture in the world after Saudi Arabia for women.
[01:13:12.162 --> 01:13:13.043]  Or communist China.
[01:13:13.063 --> 01:13:13.663]  That's what I'm saying.
[01:13:14.163 --> 01:13:20.605]  They just are... Donald Trump isn't even the same universe towards abusing women as communist China or the rest of it.
[01:13:22.751 --> 01:13:25.754]  So, we've got so much to go over with Gerald Cilente.
[01:13:25.774 --> 01:13:28.276]  We've got Madonna pledges oral sex for Clinton voters.
[01:13:28.376 --> 01:13:28.816]  Remember that?
[01:13:28.996 --> 01:13:29.417]  Last week?
[01:13:32.339 --> 01:13:35.802]  I mean, imagine if Trump's people were talking like this.
[01:13:37.323 --> 01:13:37.904]  It's crazy!
[01:13:38.785 --> 01:13:39.966]  So, we're 13 days out.
[01:13:39.986 --> 01:13:41.407]  We've got reports here in Texas.
[01:13:41.827 --> 01:13:43.048]  This is Infowars.com.
[01:13:43.569 --> 01:13:45.210]  It's on WOAI out of San Antonio.
[01:13:45.230 --> 01:13:46.391]  The machines are all turning off.
[01:13:46.411 --> 01:13:47.572]  Everybody's votes are flipping.
[01:13:47.652 --> 01:13:48.112]  It's bad.
[01:13:48.353 --> 01:13:49.834]  They might just take Texas and give it to Hillary.
[01:13:50.930 --> 01:13:53.031]  They've already been psyoping, but suddenly about to go blue.
[01:13:53.871 --> 01:13:56.932]  Report, votes switch from Trump to Hillary in Texas.
[01:13:57.692 --> 01:14:01.873]  Director of Elections then runs, this is a powerful video, runs from her own David Knight.
[01:14:03.273 --> 01:14:06.654]  When they try to just talk to him about the Capitol, he actually runs.
[01:14:07.355 --> 01:14:09.715]  Michael Moore says Trump's election will be the biggest F.U.
[01:14:09.735 --> 01:14:10.155]  in history.
[01:14:11.676 --> 01:14:15.257]  Alleged Clinton fixer, New York Times, has become the National Enquirer.
[01:14:17.014 --> 01:14:21.156]  Obama's death spiral, double-digit cost spikes, disappearing choices.
[01:14:21.556 --> 01:14:25.577]  It was a monopoly takeover by big banks that own the insurance companies.
[01:14:25.897 --> 01:14:27.018]  Same thing with driverless cars.
[01:14:27.038 --> 01:14:31.080]  They're going to raise your taxes, raise the regulations to where you've got to be in a driverless car.
[01:14:31.140 --> 01:14:32.600]  This is how they control society.
[01:14:33.380 --> 01:14:39.663]  And then Rahm Emanuel's brother runs Uber and says, I'm going to get you out of your car within 10 years and you're going to pay me.
[01:14:40.902 --> 01:14:43.684]  He talks like this thug so he gets all the investment.
[01:14:44.244 --> 01:14:45.565]  But he's shown he delivers.
[01:14:45.925 --> 01:14:52.290]  Obamacare, Uber, taking over transportation, taking over healthcare, taking over everything.
[01:14:52.690 --> 01:14:54.451]  Not with innovation, but screw jobs.
[01:14:58.734 --> 01:14:59.575]  But I go back to this.
[01:15:00.115 --> 01:15:03.037]  Wow, Tim Kaine holds rally and only 30 people show up.
[01:15:03.077 --> 01:15:05.479]  That's up on DrugsReport.com and InfoWars.com.
[01:15:05.539 --> 01:15:06.179]  Powerful video.
[01:15:06.259 --> 01:15:07.160]  I don't even know if it's 30 people.
[01:15:08.035 --> 01:15:10.636]  But we're meant to believe there's going to be this landslide.
[01:15:10.896 --> 01:15:13.158]  Gerald Solente joins us.
[01:15:13.218 --> 01:15:16.159]  TransitResearch.com really doesn't need any introduction.
[01:15:16.479 --> 01:15:17.220]  Thanks for joining us.
[01:15:17.300 --> 01:15:18.420]  Where do you want to start first?
[01:15:18.440 --> 01:15:23.002]  I mean, obviously, we can get into a situation with the hypocrisy.
[01:15:23.022 --> 01:15:25.424]  You've got a long laundry list of it here that should be attacked.
[01:15:25.444 --> 01:15:28.685]  But what do you make of just this otherworldliness?
[01:15:28.765 --> 01:15:31.827]  Because the mainstream media is on fumes.
[01:15:31.847 --> 01:15:32.867]  They have almost no viewers.
[01:15:33.848 --> 01:15:35.889]  But still, they are just doubling down, Gerald.
[01:15:37.090 --> 01:15:47.933]  Well, I think the big issue is, for example, if you go to Politico or any of the other sites, it's the attacks against Donald Trump for his, quote, locker room talk.
[01:15:48.614 --> 01:15:52.435]  And that's why you're getting a lot of women that are going to be voting for Hillary Clinton.
[01:15:53.154 --> 01:16:06.829]  And I want to say today, at this point, at this moment, that this could be a game-changing event if it's promoted by you and others and put in the context that it deserves.
[01:16:07.950 --> 01:16:12.154]  Michelle Obama is a disgusting fraud.
[01:16:13.140 --> 01:16:18.064]  Just like her husband, birds of a feather flock together.
[01:16:18.945 --> 01:16:20.946]  She's going around the country.
[01:16:21.447 --> 01:16:23.068]  How heartbroken she is.
[01:16:23.568 --> 01:16:29.193]  How disgusting it is of what Donald Trump has said.
[01:16:30.213 --> 01:16:39.501]  Compared to what Donald Trump has said, and the people that the Obamas promote, this is kiddie talk.
[01:16:40.831 --> 01:16:51.636]  The Obamas are promoting the most disgusting, low-life individuals that are destroying the culture of society.
[01:16:52.256 --> 01:17:02.041]  And as Michelle Obama preaches around the country how our little children are hearing these disgusting things about Trump.
[01:17:03.141 --> 01:17:16.928]  She's ignoring the fact that both Barack Obama and Michelle Obama are promoting the most disgusting human beings on the planet that are really infecting the children.
[01:17:17.469 --> 01:17:23.252]  Little kids, Alex, aren't tuned in to the presidential reality show.
[01:17:24.032 --> 01:17:25.353]  They're listening to rap.
[01:17:26.454 --> 01:17:32.897]  And the rap that the Obamas are promoting are the ones that they bring into the White House.
[01:17:33.618 --> 01:17:43.143]  We the people, our White House, they invite this lowlife scum that degenerates women
[01:17:43.783 --> 01:17:50.906]  At a disgusting and obscene level with language and details that don't even come close.
[01:17:50.926 --> 01:17:51.566]  And let's be clear.
[01:17:51.586 --> 01:17:53.327]  We're going to go through the lyrics of this.
[01:17:53.347 --> 01:17:55.308]  I know it's a family audience, but you're right.
[01:17:55.548 --> 01:17:57.049]  This has always been the hottest thing with kids.
[01:17:57.069 --> 01:18:00.730]  Even back when I was in school, I liked the more gutter type rap stuff.
[01:18:00.770 --> 01:18:01.951]  Too short, you name it.
[01:18:02.351 --> 01:18:03.791]  It's not even liking it.
[01:18:04.072 --> 01:18:05.352]  This is what they have.
[01:18:05.872 --> 01:18:08.013]  It's not a family audience.
[01:18:08.313 --> 01:18:10.314]  This is what they're playing on radio.
[01:18:10.674 --> 01:18:11.515]  I agree.
[01:18:12.375 --> 01:18:15.963]  So let me just add this point, General, because what you're saying is so key.
[01:18:16.003 --> 01:18:19.190]  This is secretly recorded Donald Trump stuff that they're forcing on everybody.
[01:18:19.410 --> 01:18:21.996]  Meanwhile, they're at the White House with the scum that target kids.
[01:18:22.036 --> 01:18:22.296]  Go ahead.
[01:18:23.127 --> 01:18:41.792]  Yeah, and not only that, she's preaching about how, you know, our little girls and our little children are hearing this, and that loving fathers are sickened by daughters being exposed to this vicious language about women, and they're bringing these people into the White House?
[01:18:42.452 --> 01:18:47.334]  Barack and Michelle, are you playing this stuff in front of your kids?
[01:18:48.274 --> 01:18:58.697]  Oh, and by the way, we the people are footing the bill for this as they bring this low-life scum into the White House to sing about it.
[01:18:59.137 --> 01:19:00.697]  Put on some of those clips.
[01:19:01.097 --> 01:19:04.378]  Put on the clips of Rick Ross.
[01:19:04.858 --> 01:19:07.159]  Put on the clips of Big Sean.
[01:19:07.519 --> 01:19:14.300]  These are the people that they invited into the White House, and they're talking about what Trump is saying?
[01:19:14.620 --> 01:19:16.281]  This doesn't even come close.
[01:19:17.622 --> 01:19:21.264]  We're going to show the lyrics on screen for TV viewers, and I'll read some of them, but I can't really on FCC.
[01:19:21.304 --> 01:19:23.086]  We're on over 200 stations now.
[01:19:23.106 --> 01:19:24.266]  It's well over 200 now, folks.
[01:19:24.867 --> 01:19:28.649]  So we can't obviously play this, but they have the bleep versions that they have for our kids.
[01:19:29.289 --> 01:19:30.450]  But this is what's being pushed.
[01:19:30.490 --> 01:19:31.511]  This is what's being put out.
[01:19:31.531 --> 01:19:33.512]  This is what they invite to the White House.
[01:19:34.213 --> 01:19:37.455]  And again, Hollywood trying to sexualize our children, all of it.
[01:19:37.955 --> 01:19:44.959]  Then they flip around and act like they're in the Victorian age, sitting there demonizing Donald Trump.
[01:19:45.040 --> 01:19:46.180]  It's the height of hypocrisy.
[01:19:46.200 --> 01:19:47.181]  And Gerald Solente is right.
[01:19:47.641 --> 01:19:55.666]  We should take these clips and put out special reports that can be internet only so we can actually show the vulgarity to show people the type of brainwashing that's going on.
[01:19:55.746 --> 01:20:00.429]  We'll break a lot of this down on the other side with Gerald Solente of Trends Research.
[01:20:00.529 --> 01:20:01.290]  I'm Alex Jones.
[01:20:01.810 --> 01:20:04.132]  TrendsResearch.com, InfoWars.com.
[01:20:04.152 --> 01:20:04.552]  Stay with us.
[01:20:09.605 --> 01:20:13.991]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[01:20:14.091 --> 01:20:25.025]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extract.
[01:20:25.185 --> 01:20:30.108]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[01:20:30.228 --> 01:20:32.730]  It helps balance the thyroid gland.
[01:20:32.810 --> 01:20:34.271]  It helps detoxify.
[01:20:34.291 --> 01:20:37.352]  Selenium is another one of those absolute must-haves.
[01:20:37.392 --> 01:20:42.135]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[01:20:42.175 --> 01:20:46.298]  As a matter of fact, there's 25 genes in the body that are directly
[01:20:46.738 --> 01:20:48.379]  ...dependent upon selenium.
[01:20:48.399 --> 01:20:53.744]  So it really is a all-around nutrient that everybody really needs.
[01:20:53.844 --> 01:20:55.285]  I'm taking it now, every day.
[01:20:55.465 --> 01:20:56.206]  This is so key.
[01:20:56.466 --> 01:21:00.769]  BioTrue Selenium is the product, the best selenium that we could bring you.
[01:21:00.789 --> 01:21:02.891]  We believe it's the best out there at a very, very low price.
[01:21:03.031 --> 01:21:06.494]  Exclusively available at InfowarsLive.com or by calling toll-free 888-253-3139.
[01:21:09.798 --> 01:21:14.162]  Get Brain Force at 25% off for a limited time at Infowarslife.com.
[01:21:14.302 --> 01:21:16.485]  Ladies and gentlemen, I've been on this the last few months.
[01:21:16.605 --> 01:21:23.431]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:21:23.651 --> 01:21:26.895]  One of the worst things with most energy products is it's not sustainable, right?
[01:21:26.915 --> 01:21:28.116]  You're gonna crash afterwards.
[01:21:28.416 --> 01:21:30.258]  And the cool thing about this is it's not just a bunch of
[01:21:30.558 --> 01:21:34.801]  Energy compounds that are going to fire your brain up to a higher RPM or whatever, which it does do.
[01:21:35.041 --> 01:21:35.862]  This is sustainable.
[01:21:35.962 --> 01:21:39.965]  This isn't going to spike and you're going to collapse and you're going to feel really bad afterwards.
[01:21:40.165 --> 01:21:43.347]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:21:43.387 --> 01:21:46.450]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:21:46.470 --> 01:21:47.951]  We're looking at the television screen.
[01:21:47.991 --> 01:21:53.715]  For research purposes, whatever we've been doing, trying to learn something or staring at the computer all day, working, doing good, you're still damaging your brain.
[01:21:53.735 --> 01:21:59.479]  You will find BrainForce and other game-changing products at Infowarslife.com or call
[01:22:00.080 --> 01:22:00.901]  888-253-3139.
[01:22:00.921 --> 01:22:07.129]  Get Brain Force at 25% off for a limited time at InfoWarsLife.com.
[01:22:07.449 --> 01:22:08.911]  And we thank you for your support.
[01:22:09.471 --> 01:22:13.056]  Introducing Vitamin Mineral Fusion from InfoWarsLife.com.
[01:22:13.637 --> 01:22:16.140]  We have worked for years with our chemists and scientists
[01:22:16.260 --> 01:22:20.881]  To create the most powerful and affordable, great-tasting multivitamin formula available.
[01:22:21.082 --> 01:22:32.085]  The all-new Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:22:32.526 --> 01:22:40.096]  In the history of InfoWars life, we've brought out a lot of amazing products, like Survival Shield X2, Super Metal Vitality, and so many others.
[01:22:40.356 --> 01:22:49.709]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process, designed for maximized effects.
[01:22:50.009 --> 01:22:54.213]  This formula is the platinum standard of multivitamin mineral products.
[01:22:54.454 --> 01:23:01.201]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[01:23:01.521 --> 01:23:02.682]  That means it's clean.
[01:23:02.983 --> 01:23:03.944]  That means it's pure.
[01:23:04.144 --> 01:23:06.927]  That's Infowarslife.com and Vitamin Mineral Fusion.
[01:23:07.067 --> 01:23:08.749]  Take action now before we sell out.
[01:23:09.409 --> 01:23:10.791]  Clean, pure drinking water.
[01:23:11.052 --> 01:23:12.353]  You can't survive without it.
[01:23:12.554 --> 01:23:13.455]  But where do you get it?
[01:23:13.755 --> 01:23:19.524]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:23:19.744 --> 01:23:25.472]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:23:25.652 --> 01:23:42.519]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:23:42.919 --> 01:23:45.040]  Filter capacity up to 5,000 gallons.
[01:23:45.400 --> 01:23:46.601]  Stainless steel construction.
[01:23:46.861 --> 01:23:47.641]  Easy assembly.
[01:23:47.902 --> 01:23:48.522]  Low maintenance.
[01:23:48.822 --> 01:23:50.643]  Replacement filters are simple to install.
[01:23:50.923 --> 01:23:58.047]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[01:23:58.187 --> 01:24:03.209]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[01:24:03.389 --> 01:24:05.950]  Go to InfowarsStore.com or call 888-253-3139.
[01:24:12.352 --> 01:24:13.492]  We're back with Gerald Cilenta.
[01:24:13.532 --> 01:24:14.473]  I'm your host, Alex Jones.
[01:24:14.513 --> 01:24:16.173]  Let's play that clip of Michelle Obama.
[01:24:16.193 --> 01:24:17.294]  This is her lauded speech.
[01:24:17.334 --> 01:24:29.038]  She's giving across the country the outrage of a secretly recorded, highly edited tape that the Bush creature admits he goaded Trump into basically saying.
[01:24:29.858 --> 01:24:32.098]  So, this is all part of their clandestine operations.
[01:24:32.478 --> 01:24:39.300]  Force-fed to the media, and then they blame Trump for this being in the news when it's a secretly recorded rap recording.
[01:24:39.940 --> 01:24:44.661]  Meanwhile, they have people in the White House that literally talk about drugging women and raping them.
[01:24:45.341 --> 01:24:49.682]  And they have these people around their kids, and then the daughters are out twerking and everything at the concerts.
[01:24:50.002 --> 01:24:50.762]  But that's okay!
[01:24:50.782 --> 01:24:51.322]  Well, fine!
[01:24:51.882 --> 01:24:56.623]  But then don't sit there and judge Trump, who never claimed he was, you know, some perfect angel.
[01:24:57.263 --> 01:24:57.903]  Here is that clip.
[01:24:58.757 --> 01:25:01.378]  This was not just a lewd conversation.
[01:25:01.418 --> 01:25:04.038]  This wasn't just locker room banter.
[01:25:05.159 --> 01:25:12.320]  This was a powerful individual speaking freely and openly about sexually predatory behavior.
[01:25:13.381 --> 01:25:22.623]  And actually bragging about kissing and groping women using language so obscene that many of us were worried about our children hearing it when we turn on the TV.
[01:25:25.788 --> 01:25:31.092]  Again, they've called this sexual assault, saying women would throw themselves at him and he could do whatever he wanted to.
[01:25:31.712 --> 01:25:32.613]  Sounds a little bit like a pig.
[01:25:32.913 --> 01:25:35.995]  I'm not like that, but hey, Trump never claimed to be an angel.
[01:25:36.636 --> 01:25:37.977]  Now, here's a clip of Madonna.
[01:25:38.017 --> 01:25:38.697]  We can play this.
[01:25:38.717 --> 01:25:43.381]  The other ones have too much cussing and we're going to read some of the transcripts here with Gerald Cilente, but he's absolutely right.
[01:25:43.781 --> 01:25:45.782]  We've got to put these videos together and point this out.
[01:25:45.802 --> 01:25:47.624]  I had this idea weeks ago and just never got around to it.
[01:25:47.924 --> 01:25:49.325]  All the rap stars and the rest of it.
[01:25:49.825 --> 01:25:51.046]  Mark Dice has pointed this out.
[01:25:51.086 --> 01:25:52.087]  It's very key.
[01:25:52.727 --> 01:25:53.548]  So here's Madonna.
[01:25:55.066 --> 01:26:01.452]  One more thing before I introduce this genius of comedy.
[01:26:02.833 --> 01:26:06.637]  If you vote for Hillary Clinton, I will give you a blowjob.
[01:26:06.937 --> 01:26:07.238]  Okay?
[01:26:09.219 --> 01:26:12.082]  So she says, if you vote for Hillary, I will give you oral sex.
[01:26:12.603 --> 01:26:14.324]  I mean, this is just the trashiness of these people.
[01:26:14.344 --> 01:26:15.365]  And then this trash.
[01:26:16.406 --> 01:26:18.989]  At least she's not talking about raping women like the rappers did.
[01:26:20.305 --> 01:26:23.867]  This trash then points their finger at Trump in some edited secret recording.
[01:26:24.067 --> 01:26:26.508]  I guess that's what's got you so hot, because I know you're not a big Trump supporter.
[01:26:26.828 --> 01:26:28.509]  You're just pointing out the hypocrisy, Gerald.
[01:26:29.370 --> 01:26:32.651]  Yes, and the hypocrisy of Michelle Obama.
[01:26:33.112 --> 01:26:38.294]  As I said, both her and her husband are disgusting frauds.
[01:26:38.574 --> 01:26:42.737]  You know Michelle's line, and you know Barack's line.
[01:26:43.137 --> 01:26:47.159]  When they go low, we go high.
[01:26:48.464 --> 01:26:50.205]  How low can they go?
[01:26:50.225 --> 01:26:56.027]  Hey, maybe the high they're talking about is all these rappers coming in there.
[01:26:56.327 --> 01:26:58.168]  Yeah, they may really get high.
[01:26:58.729 --> 01:27:08.233]  You cannot get lower than the people that Barack Obama and Michelle Obama have invited into We the People's White House.
[01:27:09.113 --> 01:27:25.888]  These low-life, disgusting people talking about getting women drugged out, getting them drunk and having sex with them, bragging how many women they could get at one time, and if you bring your friends over here, I'll do them to them too.
[01:27:26.748 --> 01:27:32.574]  One dirty piece of language after another, coming from the mouths!
[01:27:33.254 --> 01:27:42.280]  Of the people that Barack Obama, and better than now Michelle Obama, invite to the White House.
[01:27:43.881 --> 01:27:53.267]  And bragging, bragging, doing the dancing with them, and of course Michelle shooting her mouth off all over the country.
[01:27:53.728 --> 01:27:54.949]  Our loving father.
[01:27:54.989 --> 01:28:01.213]  Well then there's the thing about Hillary that basically harasses women and makes them have sex with her, that's well known, that's not coming out.
[01:28:01.650 --> 01:28:09.195]  Well again, just staying on this one point about them going after Trump for stuff that's minor league.
[01:28:10.076 --> 01:28:14.479]  And again, I'm not defending him, but compared to the filth
[01:28:15.407 --> 01:28:18.007]  The poisoned minds of children!
[01:28:18.027 --> 01:28:27.709]  There's no doubt, there's no doubt, Nickelodeon, MTV is all targeting the pre-teens with horrible sexualized, just ghetto, prison garbage.
[01:28:28.509 --> 01:28:32.370]  And continuing here, then let's start getting into some of the people they've invited over, Gerald.
